Gene,frutose_1,frutose_2,frutose_3,seb_1,seb_2,seb_3
Afu2g00460,2,1,0,2,0,2
Afu6g12880,129,113,112,129,101,120
Afu3g12090,0,0,0,1,0,1
Afu6g11760,9,1,1,4,6,6
Afu2g09160,347,218,380,513,395,460
Afu1g03310,2,2,1,5,0,4
Afu5g06550,349,182,321,407,484,272
Afu1g03920,439,387,218,482,634,426
Afu1tV(CAC)1,0,0,0,0,0,1
Afu2g05210,116,108,122,148,277,96
Afu6g02360,0,0,0,0,1,0
Afu2g02930,102,76,83,90,134,91
Afu6g02820,64,39,33,88,112,79
Afu3g14330,23,30,18,26,36,23
Afu5g08430,143,97,143,78,131,89
Afu1g15360,63,71,25,136,159,182
Afu3g09550,917,605,700,1068,1153,905
Afu3g15280,0,0,0,0,2,1
Afu4g14200,0,0,0,1,7,3
Afu4g12540,129,96,120,94,101,59
Afu7g00330,43,52,40,65,119,65
Afu2g10720,263,110,144,163,167,152
Afu1g14300,1574,566,800,442,244,439
Afu4g10500,200,126,143,128,119,134
Afu6g11775,0,0,0,0,0,1
Afu5g05940,50,42,38,45,53,58
Afu1g01320,0,0,0,8,5,4
Afu2g10770,1247,1260,1256,854,1079,658
Afu4g06570,258,164,202,467,545,255
Afu4g12000,719,557,741,353,255,262
Afu6g08820,1090,918,1219,1260,1623,827
Afu8g06840,45,19,50,16,14,19
Afu7g02400,106,76,179,150,156,122
Afu5g14100,2,0,1,3,1,1
Afu2g03160,145,120,133,168,163,186
Afu2g02480,460,182,400,123,46,85
Afu6g02970,608,570,415,730,723,665
Afu3g01660,6,0,5,23,16,17
Afu4g12220,867,726,559,578,564,563
Afu3g02890,19,10,19,33,12,16
Afu1g04485,0,0,0,0,1,0
Afu4g08580,4149,3692,2295,3058,2745,2270
Afu2g16770,844,792,993,937,648,668
Afu8g04702,186,68,162,120,78,118
Afu3g01040,29,19,33,29,30,8
Afu2g04330,19,22,35,1550,993,2093
Afu1g06810,218,280,72,428,610,367
Afu5g01740,117,116,50,285,240,197
Afu5g13060,181,189,105,240,210,256
Afu2g13830,917,1695,798,586,591,480
Afu6g04700,501,391,353,507,428,580
Afu1g09840,349,385,237,710,613,644
Afu6g09880,918,667,516,84,76,74
Afu4g00880,0,0,0,1,2,1
Afu4g14020,2,0,0,0,0,0
Afu4g06630,253,218,234,488,431,273
Afu5g10890,556,542,250,636,729,511
Afu2g03590,1469,1611,904,2257,2976,3181
Afu2g12450,1173,832,1575,312,321,248
Afu3g06425,32,17,29,69,37,38
Afu3g00610,11,6,15,31,22,16
Afu2g02580,338,271,209,269,210,222
Afu1g04970,1023,736,959,745,257,492
Afu1g11920,512,343,462,754,506,502
Afu7g08640,232,121,179,89,85,78
Afu2g07680,247,188,181,326,196,285
Afu1g09680,647,325,1075,685,481,392
Afu5tA(UGC)3,1,1,0,1,1,0
Afu6g09740,49,57,23,149,108,303
Afu1g07195,182,136,124,142,143,124
Afu8g06240,2,3,2,2,0,0
Afu3g01290,413,339,390,221,132,163
Afu6g11750,19,7,9,24,6,10
Afu1g14440,116,125,140,242,243,181
Afu5g02230,547,495,268,532,682,481
Afu4g00490,17,12,4,4,13,6
Afu1g16290,171,165,139,371,378,334
Afu6g09380,5,12,5,2,1,0
Afu4g09510,675,669,450,1901,95,1494
Afu2g00980,91,69,133,70,40,68
Afu4g06240,905,545,890,662,598,653
Afu8g06880,67,75,84,197,335,240
Afu6g02600,71,78,31,37,21,70
Afu2g15760,2543,1764,2327,2121,2410,1561
Afu1g04580,132,81,109,72,85,38
Afu4g08810,1016,1015,736,753,889,757
Afu5g14320,77,178,247,54,80,25
Afu8g04850,320,210,273,217,189,177
Afu2g09550,244,189,242,302,304,232
Afu5g04010,207,152,193,572,381,422
Afu2g01760,315,185,389,189,196,125
Afu1g01630,35,15,89,38,42,21
Afu6g13150,470,204,321,285,298,209
Afu3tR(UCG)2,0,0,0,2,2,3
Afu8g01550,2,4,9,6,4,7
Afu1g16830,256,184,334,406,286,213
Afu3g01840,150,121,535,69,52,56
Afu4g10720,36,26,33,52,21,36
Afu1g14280,648,510,902,1858,1827,926
Afu6g06410,1,1,0,0,1,3
Afu3g07050,1160,770,1059,2195,1180,2967
Afu6g06590,1489,753,1422,591,413,701
Afu5g06480,597,485,260,467,518,319
Afu6g09890,0,0,1,2,2,0
Afu6g04360,66,40,38,141,112,97
Afu2g06010,16,7,26,175,40,83
Afu7g05320,122,86,87,99,110,91
Afu4g06690,889,968,532,1278,1813,1145
Afu6g04170,143,122,84,238,193,320
Afu1g02490,345,203,337,394,241,325
Afu1g07690,983,811,689,1028,856,883
Afu5g07460,37,12,23,97,88,69
Afu4g09290,0,0,0,5,11,1
Afu1g04610,103,73,103,133,103,95
Afu3g08880,235,130,250,96,58,92
Afu8g01700,23,24,18,18,7,15
Afu3g00830,126,156,207,129,241,70
Afu2g04580,45,24,36,26,37,11
Afu6g05350,2376,1385,1674,791,495,649
Afu3g01620,12,2,8,10,12,7
Afu6g07160,268,195,209,522,268,372
Afu7g03750,653,477,612,855,839,656
Afu5g05800,120,83,91,100,143,101
Afu7g01860,2630,3298,2299,2884,6018,2053
Afu6g14270,301,119,229,37,13,33
Afu4g12850,1092,636,843,906,2360,850
Afu2g14600,140,61,133,293,233,109
Afu3g14280,488,302,375,318,330,300
Afu3g15340,194,135,147,140,235,160
Afu8g05370,431,307,321,342,271,259
Afu2g00360,275,137,286,303,374,172
Afu8g02280,26,16,21,70,37,52
Afu3g03080,2,0,4,428,666,334
Afu6g11680,133,115,124,169,319,145
Afu6g05090,178,128,97,173,206,170
Afu2g01920,773,584,534,1074,1304,854
Afu4g06860,826,439,576,285,304,324
Afu2g03970,535,301,448,493,382,266
Afu8g01650,5,6,12,21,54,33
Afu3g00270,15374,20681,13775,1280,637,947
Afu5g09640,1209,1111,1049,845,951,745
Afu4g10080,306,59,319,442,745,375
Afu5g06980,226,102,106,154,52,138
Afu3g02520,204,206,161,13,37,22
Afu4g13360,18,12,19,38,31,31
Afu2g07870,595,501,885,1016,813,522
Afu3g03820,146,145,228,101,235,109
Afu7g06130,41,33,112,11,16,16
Afu6g10760,742,541,553,276,310,225
Afu1g15240,449,313,358,298,370,315
Afu5g07540,65,99,70,247,185,169
Afu6g04060,279,271,279,276,308,197
Afu3g14870,266,193,176,286,202,238
Afu4g08270,46,44,46,35,26,26
Afu7g01820,11,4,11,33,43,16
Afu2g12950,172,123,109,102,100,79
Afu1g13780,4088,4833,2775,3497,5462,4713
Afu6g02900,99,44,56,170,255,158
Afu4g09560,150,236,72,2,4,3
Afu2g16710,162,134,124,187,245,184
Afu5g00110,607,835,749,2,983,6
Afu3g11810,698,402,590,727,808,538
Afu5g14650,0,0,0,24,42,55
Afu5g10680,830,528,637,417,463,368
Afu4g06580,0,0,0,1,0,1
Afu8g02850,1879,1450,1544,1871,1688,1443
Afu6g13440,1472,1944,1175,3479,7816,2998
Afu6g13460,374,262,389,426,348,173
Afu7g02540,451,299,450,621,681,503
Afu2g03350,158,88,135,217,168,158
Afu3g07790,169,173,97,730,705,591
Afu2g01150,23,4,43,25,11,17
Afu3g15110,65,28,43,13,29,4
Afu6g14340,961,524,290,442,407,219
Afu3g11040,2020,852,2105,1001,1017,652
Afu1g05710,56,39,44,67,73,49
Afu7g06270,320,519,83,37,22,83
Afu1g17010,34,18,103,56,22,48
Afu4g07970,119,114,61,166,201,154
Afu3g03520,78,47,36,47,50,43
Afu6g11360,358,295,286,368,376,276
Afu2g14540,136,109,109,67,83,53
Afu1g02920,204,176,162,206,199,125
Afu1g14060,332,213,253,227,185,126
Afu1g14590,96,71,83,104,135,110
Afu8g05280,1597,564,1511,587,464,274
Afu3g12150,343,259,309,341,433,263
Afu3g02900,12,9,13,28,39,31
Afu1g01330,43,26,63,46,27,61
Afu5g10530,3,0,0,3,1,0
Afu5g08860,0,1,0,0,1,1
Afu5g09980,78,55,84,87,86,30
Afu1g06520,413,380,424,871,525,606
Afu1g08910,284,204,286,252,191,221
Afu3g10880,107,61,64,82,99,58
Afu6g14310,293,172,210,157,178,117
Afu2g17880,2,4,0,2,0,1
Afu2g16830,108,48,119,61,50,67
Afu4g11510,973,695,375,829,691,627
Afu6g02590,15,10,7,11,7,5
Afu2g15470,2,5,4,104,231,105
Afu4g11730,1352,1094,871,966,541,838
Afu4g14380,3774,2097,1721,1335,440,1012
Afu5g01005,9,8,5,15,25,12
Afu6g12170,3435,2923,3543,2173,1943,2337
Afu2g13820,321,338,322,388,404,340
Afu8g02290,0,0,0,1,0,0
Afu6g11410,209,97,189,152,116,124
Afu2g17250,0,0,0,1,1,0
Afu4g07430,478,280,500,298,363,232
Afu3g00630,179,80,73,123,219,110
Afu3g15150,40,15,32,9,28,4
Afu3g14970,152,87,123,120,101,134
Afu1g14250,186,90,146,262,139,187
Afu1g04430,693,568,899,990,1406,756
Afu5g06850,2,1,6,2,11,0
Afu5g07450,4439,2980,4914,2447,2770,2166
Afu5g06220,349,168,277,256,324,253
Afu3g01790,446,200,515,244,172,228
Afu6g03590,990,717,1444,777,985,624
Afu3g00380,10,2,5,12,15,12
Afu5g09800,170,60,113,164,181,151
Afu5g10960,755,803,975,262,182,194
Afu5g10520,34,19,21,142,339,105
Afu7g02010,309,409,295,660,291,675
Afu3g08390,163,157,115,320,292,269
Afu4g11320,568,692,553,1346,661,664
Afu6g07150,100,73,60,125,110,123
Afu8g04640,142,111,113,421,350,249
Afu3g04010,92,60,186,213,235,185
Afu2g15340,15,1,17,1,8,1
Afu3g06880,455,348,501,508,803,340
Afu3g02030,1,4,5,7,12,4
Afu3g11080,873,525,769,768,929,408
Afu4g08600,2738,1962,2056,1265,1278,1112
Afu3g09650,124,57,139,56,99,57
Afu6g11600,2,4,17,2016,4226,1085
Afu2g01530,287,211,221,227,346,222
Afu2g08550,1023,677,974,443,563,385
Afu3g10810,115,51,102,93,174,65
Afu5g02260,144,99,142,188,205,93
Afu6g13900,147,111,145,101,141,101
Afu1g11800,152,210,155,306,427,198
Afu3g13160,1575,935,1300,1601,720,1282
Afu5g06410,626,381,912,321,339,192
Afu8g05940,2,2,0,1,0,2
Afu3g04220,1504,1553,735,5953,4164,5556
Afu1g12050,103,64,142,103,93,87
Afu2g08970,320,268,334,283,383,258
Afu8g06610,5,0,1,0,0,0
Afu5g04380,574,274,608,515,410,397
Afu7g06420,508,2007,344,121,154,86
Afu5g02700,70,85,63,236,104,126
Afu6g03520,971,796,955,785,826,620
Afu6g14190,150,113,102,110,124,86
Afu7g04795,471,294,538,525,576,301
Afu5tT(UGU)2,0,0,2,0,0,1
Afu2g10220,1041,824,1120,604,822,493
Afu5g05490,2516,2179,1424,1942,1822,1940
Afu3g05550,484,315,388,212,187,231
Afu7g02390,240,222,258,105,125,46
Afu3g01400,827,323,536,495,578,320
Afu1g13480,2102,2022,1478,1414,1620,1893
Afu1g06870,0,0,0,1,0,1
Afu6g04730,694,612,297,907,1095,802
Afu4g12360,490,330,376,543,529,431
Afu5g07580,11,9,42,20,66,14
Afu6g14250,394,231,414,461,307,309
Afu3g08520,386,347,271,697,479,327
Afu8g03990,735,603,558,770,757,744
Afu4g13570,92,36,30,80,88,134
Afu1g13830,76,60,135,87,76,60
Afu8g02210,0,0,0,2,0,0
Afu2g06240,1678,1062,1519,902,930,781
Afu1g14010,462,277,419,365,322,328
Afu4g11260,396,388,229,306,282,276
Afu6g12080,141,110,61,909,1831,439
Afu4g07400,996,519,667,1324,711,964
Afu4g12020,39,16,86,123,129,78
Afu4g11477,153,163,147,106,107,73
Afu1g15750,255,131,250,377,400,215
Afu3g09120,4,1,3,2,0,1
Afu2g11670,64,37,46,55,87,26
Afu1g02750,0,0,0,2,0,0
Afu8g01330,1,1,1,0,0,0
Afu3g12940,319,173,320,390,331,293
Afu3g02216,14,11,18,15,21,19
Afu5g09960,9,14,4,82,117,101
Afu2g02450,179,219,119,169,181,146
Afu4g03960,1574,1155,1354,941,812,608
Afu3g02010,99,111,162,13,9,12
Afu2g00930,4,0,7,770,1505,778
Afu5g12070,282,262,214,350,338,292
Afu1g04980,177,135,170,293,312,217
Afu7g00940,41,76,29,135,175,145
Afu2g11170,189,122,118,201,243,183
Afu2g05760,183,137,152,188,183,160
Afu5g05960,3958,4138,4226,5952,3796,4504
Afu1g16610,166,127,239,214,182,120
Afu1g02640,200,113,209,252,244,201
Afu6g10965,87,64,51,95,92,78
Afu8g01480,26,37,17,37,28,32
Afu2g04480,48,15,47,27,51,16
Afu2g15210,500,424,376,401,364,427
Afu6g00130,166,97,164,94,116,60
Afu5g10850,733,534,612,693,849,574
Afu2g16920,1174,826,844,550,650,527
Afu2g15670,40,36,34,39,52,42
Afu2g17520,59,24,33,69,51,92
Afu1g09080,261,152,149,419,395,249
Afu1g12560,92,78,38,92,93,66
Afu1g16660,285,195,178,325,336,303
Afu3g14750,5,3,5,5,19,8
Afu5g06720,11,6,17,17,23,13
Afu5g00950,7,8,6,5,4,1
Afu5g06910,204,271,62,13,0,16
Afu1g03550,1283,1069,939,438,316,347
Afu3g11470,212,192,163,321,375,252
Afu5g08790,70,45,28,61,61,51
Afu2g15165,523,547,695,726,708,813
Afu2g13100,691,393,829,864,904,324
Afu2g08370,2433,3446,1565,719,1356,804
Afu1g01110,0,0,0,0,0,1
Afu4g08070,780,645,679,495,580,407
Afu4g09920,8,15,17,33,13,16
Afu2g14020,202,215,167,976,518,1498
Afu2g17990,2,0,0,130,201,93
Afu2g04000,652,403,543,610,403,311
Afu5g03170,1,0,0,0,0,0
Afu2g13560,57,35,32,70,62,36
Afu3g11150,304,144,161,444,313,310
Afu4g03450,38,20,29,118,119,96
Afu1g13490,3290,2884,1998,2125,2963,1787
Afu2g03150,413,342,268,457,465,283
Afu4g00210,288,6,65,656,2309,291
Afu5g00520,41,25,54,28,24,16
Afu3g05700,443,345,426,477,643,240
Afu2g10190,1064,903,668,1171,1420,729
Afu1g15170,32,23,66,80,84,55
Afu5g01940,1260,860,951,1701,1700,1632
Afu4g00520,103,40,95,244,100,344
Afu2g13750,547,350,524,421,494,269
Afu5g11340,254,176,167,322,361,306
Afu1g16630,92,62,72,67,66,82
Afu3g08770,1027,911,861,706,676,734
Afu3g12970,602,379,515,434,359,333
Afu1g15920,205,118,160,149,157,101
Afu6g12840,206,107,113,300,220,221
Afu2g10920,2286,1541,2933,650,566,503
Afu2g00590,210,396,135,157,186,147
Afu7g04520,839,161,1073,190,27,172
Afu7g05950,929,563,788,697,927,674
Afu4g11850,390,273,338,357,519,225
Afu3g10175,10,5,2,13,12,12
Afu4g04260,161,142,103,156,148,185
Afu1g12480,147,77,158,186,210,113
Afu8g01440,17,13,16,11,13,14
Afu5g13570,192,71,221,351,520,308
Afu2g17940,0,0,0,1,0,0
Afu6g03070,160,126,119,172,167,133
Afu8g00670,0,0,0,1,7,1
Afu5g01630,25,41,42,40,21,24
Afu5g01770,340,238,334,230,305,178
Afu3g01300,147,58,144,65,35,49
Afu3g06820,2175,3112,792,479,268,399
Afu2g15590,3146,2933,924,2064,2282,1579
Afu3g06470,362,219,259,571,437,396
Afu3g13790,570,552,458,1074,1317,831
Afu3g07720,1227,743,1648,1120,1629,727
Afu3g10720,100,91,73,150,185,138
Afu4g06450,35,16,31,68,57,53
Afu8g05430,136,146,77,355,373,334
Afu1g16350,236,112,218,160,81,141
Afu1g16330,249,319,167,709,1018,571
Afu6g01950,1587,1126,826,357,143,308
Afu7g04420,500,508,341,816,1022,891
Afu4g03510,24,25,38,80,75,73
Afu7g04270,75,36,53,95,69,68
Afu5g02360,1954,1097,1774,2245,1816,1478
Afu8g05870,3,8,1,1,0,2
Afu3g03420,6,10,4,34,15,14
Afu7g01170,13,8,16,19,22,13
Afu7g06600,68,127,27,12,1,5
Afu7g06210,3,0,1,234,72,171
Afu6g06640,1799,896,1472,350,202,305
Afu5g05820,385,351,168,636,510,591
Afu2g04210,575,242,971,573,222,471
Afu2g07720,1924,1308,1908,858,1069,939
Afu7g01270,221,133,234,179,116,117
Afu7g04500,231,170,80,247,308,226
Afu3g07160,57,28,14,603,821,553
Afu1g10490,202,190,133,150,183,147
Afu6g02470,2659,2735,2872,2667,3030,2081
Afu3g00880,11908,14216,4043,5641,5267,4976
Afu2g12120,256,235,162,397,442,366
Afu6g09930,2106,1789,1591,2315,1770,1226
Afu2g07690,375,319,247,450,890,230
Afu3g14665,2513,2594,469,22,13,29
Afu1g11310,3,1,1,4,5,1
Afu2g15420,4,5,3,270,436,409
Afu2tA(AGC)3,0,1,0,1,0,0
Afu6g14410,65,72,18,18,23,24
Afu2g10240,1073,1403,1184,1208,2313,1232
Afu4g06070,747,616,562,709,551,695
Afu5g13850,286,188,193,205,182,140
Afu8g02060,392,131,368,133,46,130
Afu3g02260,0,0,0,2,0,1
Afu2g04262,439,199,448,229,119,225
Afu5g01590,286,90,184,333,594,294
Afu1g04860,603,428,455,204,338,172
Afu2g07730,191,150,156,160,256,79
Afu5g14300,20,24,13,4,7,5
Afu6g05170,236,195,165,332,421,408
Afu8g00540,20019,10816,29615,5482,10762,3324
Afu3g10770,150,156,145,246,140,197
Afu3g05840,91,97,56,234,225,248
Afu5g00650,3751,2549,4159,198,94,216
Afu5g12090,508,265,494,470,331,312
Afu5g08240,882,544,641,351,376,355
Afu7tK(CUU)8,1,0,0,0,0,0
Afu2g15410,14,4,7,15,20,3
Afu1g05160,498,452,328,802,739,854
Afu1g02610,275,233,113,474,461,393
Afu6g04000,526,307,523,436,481,295
Afu2g16090,1527,959,1206,1944,2311,1460
Afu5g13560,573,342,535,649,670,375
Afu8g02410,2,1,0,1,0,3
Afu5g06600,136,97,113,142,168,105
Afu4g06540,43,34,31,80,106,53
Afu2g05470,207,111,167,208,251,144
Afu1g05680,1262,1389,1744,1263,1335,778
Afu4g13800,3,0,1,2,1,1
Afu2g09440,0,1,0,1,0,0
Afu2g03100,221,152,159,182,241,181
Afu1g03230,6,2,8,19,33,14
Afu2g13370,461,356,498,687,470,376
Afu3g10340,835,693,603,601,451,569
Afu5g10480,205,141,189,130,159,115
Afu1g07700,1143,748,1564,2181,1632,1149
Afu1g11100,77,32,66,77,85,49
Afu2g10000,682,365,519,447,460,339
Afu3g12930,1693,1051,898,1298,1344,1728
Afu6g04560,429,399,340,505,620,502
Afu1g05180,80,78,53,72,98,70
Afu8g00660,0,0,1,1,2,0
Afu2g14130,925,660,814,1129,1248,772
Afu4g13640,11,3,8,11,10,6
Afu3g01196,374,419,241,406,260,564
Afu4g04190,9551,7830,7845,2576,1828,2347
Afu8g02830,224,147,212,389,217,265
Afu2g10840,94,45,69,64,80,42
Afu4g06300,136,111,187,153,120,118
Afu8g07180,25,11,15,36,19,12
Afu1g06030,799,550,770,697,776,449
Afu1g02350,85,57,84,178,109,124
Afu3g14960,8,2,0,12,38,10
Afu2g00540,4,1,4,9,9,5
Afu5g09190,704,532,524,620,583,458
Afu4g07300,705,1142,385,879,861,794
Afu7g01930,4629,3164,5808,7706,15575,6975
Afu4g13410,287,267,191,497,600,415
Afu4g07230,98,72,58,125,144,113
Afu5g02590,82,49,90,140,160,87
Afu6g03300,2,7,17,41,54,41
Afu3g07300,415,335,395,93,70,57
Afu1g07140,224,199,85,246,365,198
Afu2g12690,0,1,0,4,0,1
Afu7g04320,913,551,778,613,538,532
Afu4g08050,1155,763,929,696,814,495
Afu1g09230,142,114,100,100,144,96
Afu3g02345,36,27,12,35,25,36
Afu5g10760,366,188,305,349,369,321
Afu2g15990,0,0,0,0,1,0
Afu3g06250,1158,778,769,1496,1004,842
Afu2g16720,351,209,503,264,466,205
Afu3g00250,43,59,18,6,12,9
Afu7g06700,178,112,178,172,180,119
Afu3g09850,388,278,176,376,497,389
Afu4g00400,44,59,35,38,24,76
Afu4g04550,324,489,119,648,609,837
Afu3g08220,241,133,130,122,135,133
Afu1g11990,99,66,92,124,140,78
Afu3g01890,2,6,5,8,4,5
Afu6g07610,136,85,117,178,78,86
Afu1g06470,156,94,209,525,706,289
Afu2g07830,14,11,11,5,6,4
Afu7g06440,209,113,634,129,187,62
Afu6g10670,0,0,3,6,12,11
Afu5g14190,12,3,3,5,6,1
Afu2g02780,921,659,1130,779,972,559
Afu3g14470,522,466,312,212,286,176
Afu5g10610,1666,1638,1209,1898,2065,2043
Afu1g01450,42,73,95,152,142,106
Afu6g04810,156,88,118,91,101,81
Afu4g06370,179,73,88,551,832,520
Afu8g00110,374,284,224,728,1013,523
Afu1g06060,2634,2103,1470,1911,1914,1211
Afu7g04730,83,94,15,83,31,55
Afu5g08920,180,152,196,207,178,219
Afu6g02630,1932,1753,1594,1930,2104,1927
Afu3g08800,55,48,71,31,51,30
Afu1g02280,143,103,130,222,198,176
Afu3g09240,159,270,118,270,171,212
Afu4g07910,400,267,352,376,371,310
Afu5g06390,1286,1098,754,707,645,629
Afu2g02740,5,2,7,4,2,6
Afu5g01248,46,18,13,7,2,4
Afu1g10590,18,18,26,30,58,42
Afu7tS(CGA)1,0,0,0,0,0,1
Afu5g00400,0,0,2,2,1,2
Afu1g05400,0,0,0,0,0,1
Afu5g02970,508,213,387,591,542,379
Afu1g05660,125,73,86,115,174,78
Afu5g02940,20,16,29,12,0,10
Afu7g02230,2720,2181,2000,3219,3504,2988
Afu4g10650,36,19,15,33,35,41
Afu1g06210,1210,938,813,994,1181,778
Afu6g00690,8437,4777,5258,7514,10582,5729
Afu1g08900,1256,929,935,1378,1143,700
Afu1g02830,752,510,757,646,674,496
Afu4g12505,1,0,0,1,2,3
Afu3g13950,124,101,109,160,189,108
Afu1g02360,201,113,264,226,304,139
Afu5g11940,292,172,261,281,296,172
Afu5g06470,3076,3106,2030,2379,2842,1572
Afu8g07050,170,181,90,67,138,42
Afu1g11970,1168,859,820,776,736,541
Afu1g02320,31,20,34,63,45,33
Afu1g11770,512,301,413,730,1033,575
Afu5g05510,1731,1554,1126,1421,1664,1128
Afu4g07250,294,215,120,362,354,357
Afu5g10590,2787,1682,2639,1612,1337,1476
Afu6g05260,395,298,296,486,464,391
Afu1g11020,1,0,1,9,6,18
Afu6g13930,188,197,155,552,1009,223
Afu1g03800,410,878,318,611,262,337
Afu4g14800,222,59,237,95,301,96
AfuMt00120,1,0,3,0,0,0
Afu5g03480,856,618,808,748,661,601
Afu2g05010,335,183,316,240,215,209
Afu5g08050,1297,1038,1023,946,1033,864
Afu1g02700,504,339,681,524,436,262
Afu8g01240,29,21,17,24,25,21
Afu4g09950,450,273,360,402,366,383
Afu5g13990,197,148,184,130,191,93
Afu5g14310,4,1,6,0,0,2
Afu6g13810,16,12,18,29,26,16
Afu2g08450,191,138,261,244,344,178
Afu5tG(UCC)2,0,0,0,0,0,1
Afu5g11960,8,7,7,18,9,17
Afu4g04380,171,166,71,463,254,493
Afu4g11130,655,481,446,594,184,275
Afu1g16450,19,9,4,1,7,9
Afu7g05450,2496,3527,1421,2473,3559,1635
Afu4g08910,198,193,206,472,414,337
Afu3g09680,137,125,185,308,307,168
Afu7g05280,42,21,17,114,70,96
Afu5g03500,1127,723,769,613,791,507
Afu1g02300,1,1,4,4,10,10
Afu6g13430,644,499,526,406,621,325
Afu5g12420,1082,806,1030,1169,1115,486
Afu1g12475,24,37,15,11,17,24
Afu2g01200,273,223,255,234,263,200
Afu3g13110,1071,762,243,496,980,298
Afu4g13010,385,268,325,542,367,486
Afu7g06390,349,186,373,290,243,373
Afu5g07920,166,113,123,310,242,172
Afu4g10170,217,151,123,142,107,116
Afu6g07200,136,62,150,104,92,79
Afu5g03540,850,1030,721,530,982,308
Afu2g06150,3269,2342,2261,3562,6924,4226
Afu2g14400,802,521,616,668,748,522
Afu7g02500,589,536,555,121,88,117
Afu6g01910,265,185,263,374,486,321
Afu6g11440,215,117,157,172,206,203
Afu4g06310,7,3,7,37,20,16
Afu8g00520,2848,1510,3747,612,1449,683
Afu7g01020,0,1,1,1,10,1
Afu4g10270,382,221,433,290,233,272
Afu6g00730,7,8,3,4,3,1
Afu6g06490,209,173,150,220,284,229
Afu4g06140,2021,1260,2138,817,995,628
Afu3g02080,64,69,64,96,106,75
Afu1g05910,239,128,240,165,179,93
Afu4g11050,1240,976,1154,1258,1770,876
Afu2g09960,5384,6719,4673,7567,10065,5490
Afu6g02215,76,65,61,72,86,62
Afu6g04450,41,18,24,107,66,68
Afu1g13580,380,263,244,304,326,247
Afu5g08570,270,172,254,128,163,114
Afu6g12050,419,21,234,651,1670,305
Afu3g11750,1094,437,975,759,589,677
Afu3g05910,254,197,268,439,470,307
Afu4g02350,0,0,0,1,0,0
Afu4g07070,187,172,171,224,152,200
Afu2g05930,178,158,106,474,651,372
Afu3g14600,76,76,23,25,32,16
Afu2g12970,143,116,222,128,96,96
Afu2g17410,32,23,35,49,32,30
Afu1g15590,1366,1277,1382,1493,1664,1375
Afu3g03700,1957,3696,3433,4642,10327,4675
Afu4g13390,172,143,110,160,221,152
Afu5g12960,5,3,2,5,6,6
Afu8g00570,1524,849,1626,476,1020,739
Afu1g03870,172,82,136,68,91,67
Afu4g10750,382,209,304,276,250,240
Afu5g06570,90,74,103,312,191,177
Afu4g01010,86,76,195,223,320,176
Afu2g18030,84,41,24,903,2606,666
Afu3g09210,72,61,74,61,77,58
Afu5g09500,155,148,114,340,321,342
Afu1g13195,630,598,363,473,451,625
Afu4g03722,348,202,489,290,259,239
Afu3g00765,17,16,10,22,5,24
Afu2g15280,16,4,19,185,192,143
Afu6g02260,291,260,294,381,448,451
Afu1g13900,390,399,223,922,1139,664
Afu6g10180,0,0,0,7,2,4
Afu5g14340,286,286,440,220,333,216
Afu4g09040,102,99,32,46,30,28
Afu2g08010,845,642,836,649,525,393
Afu2g16600,460,331,313,515,587,472
Afu1g05800,2278,1647,1853,1898,1610,1438
Afu1g07500,1320,649,811,394,476,413
Afu5g06160,313,205,227,92,117,104
Afu1g09500,1774,1243,1973,1345,1412,921
Afu3g10030,233,199,320,365,495,225
Afu1g08920,822,405,723,1496,794,631
Afu7g05200,13,1,6,13,21,10
Afu4g13330,516,467,290,1146,1191,982
Afu1g09610,872,658,789,722,432,373
Afu3g08650,1670,1430,1534,873,948,665
Afu3g14670,1,0,1,1,3,5
Afu6g08730,30,19,20,4,1,13
Afu6g12590,123,84,82,160,135,192
Afu6g06560,224,138,134,51,63,39
Afu3g03500,2,5,4,5,0,2
Afu6g12200,5,8,6,5,10,11
Afu2g09220,3245,3208,1246,1453,1062,876
Afu1g02760,494,349,508,489,899,287
Afu3g11030,374,277,264,551,748,443
Afu8g01570,276,276,276,193,305,214
Afu3g02300,0,0,0,39,117,42
Afu5g06630,1,0,1,2,0,0
Afu2g03850,757,682,281,407,352,280
Afu5g13420,9,7,4,20,25,12
Afu4g11720,1268,709,514,267,68,253
Afu4g13740,1414,1023,1369,1148,1240,811
Afu2g04360,1181,899,810,2313,2482,1492
Afu1g04220,1,0,0,0,3,2
Afu1g16020,1,4,3,1,4,3
Afu7g06640,114,80,172,114,86,53
Afu2g14440,20,17,22,60,43,52
Afu7g05260,979,727,741,2143,2228,2412
Afu2g05070,427,725,202,374,269,114
Afu4g14600,19,13,10,106,75,130
Afu5g09510,607,440,639,259,375,228
Afu3g11060,809,652,320,279,197,355
Afu5g01130,1,0,1,1,0,0
Afu5g07790,281,243,334,493,515,244
Afu3g06040,919,862,627,433,429,373
Afu7g02170,519,322,444,354,394,329
Afu8g01730,396,522,278,517,297,438
Afu2g04500,7,7,10,10,15,11
Afu3g00910,2640,3227,1539,3215,4105,2032
Afu3g14060,198,91,184,99,107,98
Afu2g03050,22,51,20,34,13,27
