V1,Raw_33.1,Raw_33.2,Raw_33.5,Raw_33.6,Raw_86.1,Raw_86.2,Raw_86.5,Raw_86.6
NTHI_RS04540,95220,99486,123187,99479,33022,63713,105656,99083
NTHI_RS04545,109284,119019,143391,117754,33375,74731,118715,113027
NTHI_RS04550,40828,46197,53730,43342,12606,27959,42585,41509
NTHI_RS04555,145361,171601,184142,152818,43688,102892,158621,151011
NTHI_RS04560,52174,65293,67512,57693,14881,37593,55651,55547
NTHI_RS04565,57735,69775,70979,59621,18758,39409,57439,58464
NTHI_RS04570,150966,182062,184776,150989,46057,107459,155344,149755
NTHI_RS04575,76175,92797,88049,70440,24565,55811,77896,73087
NTHI_RS04580,22638,29126,28350,23837,9170,17110,25216,22382
NTHI_RS04585,32511,38650,39333,31458,12865,23869,37829,30440
NTHI_RS04590,871,1246,765,726,905,1518,1583,1067
NTHI_RS04595,85977,82143,107304,87984,50508,65360,99368,88755
NTHI_RS04600,52707,41791,54052,45311,21318,33208,48435,47021
NTHI_RS04605,110329,95867,129828,105384,44426,75104,109283,109616
NTHI_RS04610,55133,53152,68643,53962,24773,39640,59451,56203
NTHI_RS04615,57562,55547,72646,58563,26294,40459,62420,58511
NTHI_RS04620,95055,91722,120262,97398,38674,66696,101459,96070
NTHI_RS04625,54179,52515,65118,53501,19804,36488,55243,51451
NTHI_RS04630,95581,96472,118695,98997,33191,63360,99446,94573
NTHI_RS04635,22010,23143,25313,21511,7225,14718,21220,21097
NTHI_RS04640,72814,83015,88660,74682,27230,53013,72436,71602
NTHI_RS04645,198936,226055,246137,206349,78628,130857,184430,191785
NTHI_RS04650,25778,30177,31370,26333,13823,24454,27555,26674
NTHI_RS04655,99411,109662,123231,104510,53091,79495,109677,100086
NTHI_RS04660,99747,98931,111086,91770,39292,70451,94890,92327
NTHI_RS04665,143349,154002,171311,142621,71174,102053,142183,133102
NTHI_RS04670,242067,254306,279283,231281,109169,172900,252391,217580
NTHI_RS04675,57983,59441,67418,54034,24826,40026,64251,49853
NTHI_RS04680,445,587,783,637,409,787,1185,559
NTHI_RS04690,850,1090,744,621,604,1423,1471,1121
NTHI_RS04695,3059,2470,4379,3354,2131,2891,5504,5048
NTHI_RS04700,6000,4645,8793,6509,4375,5635,11776,9913
NTHI_RS04705,180768,334085,186952,146506,108795,352165,146970,102799
NTHI_RS04710,2217,5733,2265,2045,1494,4379,2640,1860
NTHI_RS04715,7152,23221,6392,5558,3331,21150,12128,6411
NTHI_RS04720,10421,12240,10494,8388,7156,13182,13668,11009
NTHI_RS04725,2548,3606,2427,1957,2110,3820,3360,2562
NTHI_RS04730,52735,63492,45617,37032,28251,66292,57932,51947
NTHI_RS04735,15955,22921,11295,10563,16202,38037,18395,11909
NTHI_RS04740,9265,13734,8126,6438,8733,19413,15217,12021
NTHI_RS04745,3032,3916,2746,2348,3338,5192,4705,3698
NTHI_RS04755,1781,3947,2233,1861,1448,3810,3226,2345
NTHI_RS04760,1606,3827,1880,1505,1175,3734,3463,2078
NTHI_RS04765,773,1294,601,548,494,1418,1677,743
NTHI_RS04770,82020,135705,72901,61636,79830,147445,79323,74545
NTHI_RS04775,42637,57580,46427,37844,31805,59169,36953,44310
NTHI_RS04780,24520,29514,24494,20625,19868,34683,24181,24114
NTHI_RS04785,2176,2132,2213,1977,2152,2951,2980,2718
NTHI_RS04790,1848,1762,1914,1642,1766,2291,2536,2632
NTHI_RS04795,2179,2271,2248,1873,1704,2993,3838,3128
NTHI_RS04800,1196,1354,1348,1022,965,1739,2092,1605
NTHI_RS04805,4414,5366,5204,3808,4126,7040,7980,6213
NTHI_RS04810,635,900,769,594,529,1139,1194,960
NTHI_RS04815,544,938,672,595,404,840,1269,628
NTHI_RS04820,4758,9387,3872,3206,2382,11770,4637,4435
NTHI_RS04825,9139,20491,7846,6372,6050,23884,8831,9464
NTHI_RS04830,18664,46762,17442,13596,12018,52121,19532,21041
NTHI_RS04835,60912,143508,53513,42754,25295,126658,80821,63024
NTHI_RS04840,3434,3734,4463,3474,3196,5000,5147,4316
NTHI_RS04845,4234,5053,4974,4026,4875,6534,7326,6098
NTHI_RS04850,4490,5278,5611,4716,5682,6769,8081,7066
NTHI_RS04855,3464,3411,4534,3605,4227,4439,6182,5310
NTHI_RS04860,1119,1358,1084,928,1465,1958,1756,1387
NTHI_RS04865,3974,5563,4063,3428,3995,7215,7740,5252
NTHI_RS04870,902,887,1106,833,1046,1404,2412,1481
NTHI_RS04875,446,585,489,419,407,799,1109,743
NTHI_RS04880,3418,3126,4512,4161,4031,3192,4353,4595
NTHI_RS04885,16097,13532,18860,16989,12560,14307,16856,20377
NTHI_RS04890,10645,10099,11521,9758,8034,10832,11999,11884
NTHI_RS04895,7284,6629,7371,6776,5220,6051,7415,7250
NTHI_RS04900,4345,4179,3832,3488,3053,4043,4365,4218
NTHI_RS04905,1759,1818,1613,1435,1129,1883,1953,1654
NTHI_RS04910,1337,2068,1392,1154,1559,2838,2903,2049
NTHI_RS04915,2207,3018,2015,1729,2612,3825,4562,3190
NTHI_RS04920,17683,27700,27010,20722,6853,14195,12843,11112
NTHI_RS04925,12944,12936,14000,11534,14984,19058,19224,18181
NTHI_RS04930,2455,2802,2538,2049,2273,3654,3664,3057
NTHI_RS04935,12750,13487,12767,10456,9526,16280,17063,15367
NTHI_RS04940,1400,1901,1200,1039,1611,2943,2629,2077
NTHI_RS04945,149,209,177,134,147,265,515,222
NTHI_RS04950,2145,2426,4035,2648,1733,2693,6574,3639
NTHI_RS04955,3253,3617,3328,2622,3009,4810,5275,4247
NTHI_RS04960,9664,7729,9013,7520,6975,8817,11230,9708
NTHI_RS04965,514,305,653,502,455,256,568,527
NTHI_RS04970,3834,2687,4616,3920,2299,2206,3234,3394
NTHI_RS04975,1843,2800,2301,1853,2037,4341,5098,3421
NTHI_RS04980,29643,24389,25812,21379,22847,32051,39236,34118
NTHI_RS04985,1366,1659,1688,1429,1652,1844,2370,1901
NTHI_RS04990,11432,12964,11798,9366,9018,16190,16293,14224
NTHI_RS04995,1752,1601,1829,1504,1078,1672,2139,1796
NTHI_RS05000,6889,8611,7160,5976,4282,9424,9069,9313
NTHI_RS05005,1785,2461,1973,1572,1766,3395,3475,2937
NTHI_RS05015,3253,3155,2848,2399,1881,2691,2979,2531
NTHI_RS05020,13004,12101,16219,13140,9701,14296,18513,14868
NTHI_RS05025,34246,35535,45126,36513,30027,40710,51142,40732
NTHI_RS05030,4282,4483,5090,4200,3740,5402,6272,5407
NTHI_RS05035,3069,3028,3344,2791,2491,3859,5071,4214
NTHI_RS05040,3340,4029,2311,1976,1992,4047,3181,2694
NTHI_RS05045,9692,25218,8065,6581,6071,24899,20322,12680
NTHI_RS05050,6176,5688,6392,5362,5668,6227,7977,7812
NTHI_RS05055,1061,1158,1188,982,1289,1660,2525,1845
NTHI_RS05060,332,492,459,372,249,495,1413,489
NTHI_RS05065,458,593,644,516,280,564,1433,751
NTHI_RS05070,2121,3034,2731,2540,2223,3553,3862,3161
NTHI_RS05080,2029,2760,1453,1362,1577,2536,1967,1966
NTHI_RS05085,544,653,375,332,315,844,635,591
NTHI_RS05090,4665,6727,4320,3726,4316,7993,7748,6556
NTHI_RS05095,4025,4036,4462,3773,3393,3744,3862,3539
NTHI_RS05100,10307,7535,9371,7989,7408,7987,10092,10444
NTHI_RS05105,32364,31498,27993,23528,16197,28940,33379,29437
NTHI_RS05110,1612,1666,2154,1238,1529,1966,2866,2125
NTHI_RS05120,3245,4414,3664,2893,3085,5728,7076,5026
NTHI_RS05125,917,1144,834,678,922,1643,1749,1211
NTHI_RS05130,3381,6553,2790,2567,3859,8479,6893,4967
NTHI_RS05135,2957,4065,3064,2839,2463,4681,5085,4074
NTHI_RS05140,2521,2839,2786,2431,2026,3587,4662,3592
NTHI_RS05145,2367,2458,2414,2374,1274,2532,3303,3023
NTHI_RS05150,2631,3399,2761,2724,1646,3335,4203,3723
NTHI_RS05155,1106,1452,1119,932,999,1937,2154,1508
NTHI_RS05160,775,1061,753,603,739,1463,1726,1028
NTHI_RS05165,2257,2996,2506,1958,1697,3569,3139,2483
NTHI_RS05170,19676,21225,21370,17510,10593,18761,17735,19605
NTHI_RS05175,1302,1669,1514,1353,927,1579,1597,1448
NTHI_RS05180,5631,6401,5925,4792,4006,6712,7955,6648
NTHI_RS05185,1259,1790,1561,1221,1064,1828,2353,1866
NTHI_RS05190,97024,97790,109412,89158,46252,78175,109413,93788
NTHI_RS05195,63598,66934,75525,61414,36589,55837,79815,66956
NTHI_RS05205,45331,47751,49335,42295,42858,51855,49127,51170
NTHI_RS05210,29560,31291,32565,27338,27671,35695,40769,38695
NTHI_RS05215,5447,6572,6172,5075,5629,8008,8136,6760
NTHI_RS05220,3053,3897,3106,2576,2925,4550,5283,3721
NTHI_RS05225,2075,3194,2411,2017,1975,3674,3498,2887
NTHI_RS05230,20719,23965,24017,18311,15437,30867,35604,28570
NTHI_RS05235,2624,3116,3240,2408,2302,4128,4804,3602
NTHI_RS05240,2886,3887,3658,2793,2464,4575,5397,3852
NTHI_RS05245,228,371,368,259,253,388,546,315
NTHI_RS05250,17052,17352,19348,14328,12035,24376,30783,23792
NTHI_RS05255,1688,2259,1983,1757,1732,2647,2670,2388
NTHI_RS05260,1795,2602,2128,1717,1817,3325,3031,2598
NTHI_RS05265,2014,2912,2231,1760,2026,4117,3390,2970
NTHI_RS05270,7219,8564,7680,6352,5713,10853,10275,9759
NTHI_RS05275,1278,1558,1391,1055,1054,2451,3444,2120
NTHI_RS05280,2986,3112,2811,2491,2094,3578,4275,3980
NTHI_RS05285,1405,1472,1483,1252,945,1834,2144,2121
NTHI_RS05290,707,798,848,616,617,1070,1103,1025
NTHI_RS05295,75543,111427,72113,55132,74294,185646,145281,101263
NTHI_RS05300,3682,3684,3267,2997,1865,3285,4504,3380
NTHI_RS05305,1785,1903,1918,1505,1067,1829,2367,1826
NTHI_RS05310,800,883,920,803,498,889,1390,998
NTHI_RS05315,5496,4741,5187,4426,1767,4164,6144,5123
NTHI_RS05320,14191,16223,13256,11319,10877,19721,18571,15218
NTHI_RS05325,51,62,49,34,50,101,260,60
NTHI_RS05330,60,102,53,54,93,154,529,101
NTHI_RS05335,242,152,87,106,109,290,640,231
NTHI_RS05340,26,56,29,29,27,63,328,53
NTHI_RS05345,2929,3240,3146,2522,2437,4530,6608,4395
NTHI_RS05350,1316,1726,1522,1302,1188,1865,2178,1703
NTHI_RS05355,2829,3504,3396,2777,1987,3725,4290,3958
NTHI_RS05360,2457,2766,2568,1983,1876,3472,4586,3078
NTHI_RS05365,913,1375,1065,818,881,1419,2246,1399
NTHI_RS05370,4399,5247,4980,3635,2878,6114,7708,5918
NTHI_RS05375,894,1309,959,717,716,1328,1577,1207
NTHI_RS05380,690,822,733,587,575,1133,1239,884
NTHI_RS05385,3074,2129,3533,2878,1325,1842,4376,3729
NTHI_RS05390,2330,2199,3418,2586,2526,2347,3253,2926
NTHI_RS05395,23962,21787,29629,24334,18498,24387,25876,27722
NTHI_RS05400,107,111,130,104,99,171,556,158
NTHI_RS05405,4738,6599,5324,4102,3259,7172,7940,5751
NTHI_RS05410,2054,2878,2328,1853,1874,3763,3934,3186
NTHI_RS05415,2536,3864,3100,2426,2391,4673,4956,3901
NTHI_RS05420,801,1323,906,813,800,1433,1618,1117
NTHI_RS05425,2477,3926,3059,2368,2162,4691,5436,3865
NTHI_RS05435,4600,5212,5605,4581,3090,5512,6823,6207
NTHI_RS05440,1415,1854,1635,1252,1144,1835,1874,1901
NTHI_RS05445,2409,3099,2590,2048,1743,3699,3746,3184
NTHI_RS05450,33401,36195,33081,26710,22120,44330,46994,39383
NTHI_RS05455,6412,7760,5949,5134,5634,9550,8537,6791
NTHI_RS05460,1911,1740,2198,1822,1001,2050,4512,2598
NTHI_RS05465,17111,15584,27560,21071,9028,13060,23730,20110
NTHI_RS05470,2187,2847,2769,2079,2556,3682,4709,3418
NTHI_RS05480,18018,21762,17483,14342,13558,29613,25838,23198
NTHI_RS05485,5459,6155,5836,4506,3675,7358,7926,6763
NTHI_RS05490,3056,3441,4193,3145,3171,5070,5111,4533
NTHI_RS05495,7176,6753,8615,6929,5871,8698,11638,10243
NTHI_RS05500,15556,12169,18396,14814,8970,14102,22383,20883
NTHI_RS05505,2188,2806,2195,1763,2327,3633,3954,3139
NTHI_RS05510,13416,15367,12755,10386,10240,20949,21497,18788
NTHI_RS05515,2200,1981,2341,1798,1797,2339,3401,2771
NTHI_RS05520,7059,5783,7843,6506,5637,7435,9716,8614
NTHI_RS05525,25278,18690,32976,26054,10699,14301,25476,20004
NTHI_RS05535,1749,1945,2109,1778,1856,3060,3338,2634
NTHI_RS05540,9439,19364,8043,6154,7644,30508,20361,13172
NTHI_RS05545,1966,3019,1840,1487,2049,3605,3015,2259
NTHI_RS05550,3075,4169,2646,2331,3323,5580,4597,3648
NTHI_RS05555,205,240,233,162,177,473,1275,367
NTHI_RS05560,429,380,289,243,251,461,1749,465
NTHI_RS05565,253,291,178,166,174,293,1346,241
NTHI_RS05570,316,418,310,282,189,409,1440,518
NTHI_RS05575,196,183,167,149,139,274,803,251
NTHI_RS05580,43800,64587,41232,22610,38435,77029,53662,49225
NTHI_RS05585,3303,3193,3373,2537,2146,3317,4241,3293
NTHI_RS05590,9771,7973,8887,6819,6452,9808,10836,8914
NTHI_RS05600,15885,21120,8770,7112,12012,17490,5626,5709
NTHI_RS05605,7870,18610,6740,4974,7617,16423,4634,4885
NTHI_RS05610,2878,5071,2445,2120,1822,3601,1550,1643
NTHI_RS05615,2322,2682,2850,2585,2000,3134,3498,2627
NTHI_RS05620,3013,3525,3491,2952,2458,3466,3741,3620
NTHI_RS05625,668,547,762,646,571,565,749,778
NTHI_RS05630,28361,21848,29874,25166,22136,24415,33258,31598
NTHI_RS05635,4532,3698,5013,4341,2468,3679,5127,5124
NTHI_RS05640,15066,17812,15471,12833,11011,18817,18784,17751
NTHI_RS05645,1056,939,1151,869,822,1004,1609,1053
NTHI_RS05650,1212,1288,1621,1283,1035,1486,2262,1652
NTHI_RS05655,3029,2788,3294,2676,2449,3470,4499,3881
NTHI_RS05660,721,804,675,585,667,1300,1831,813
NTHI_RS05665,6150,6217,8373,6636,5407,10308,11912,11457
NTHI_RS05670,2356,2113,2599,2226,1809,2760,4203,3617
NTHI_RS05675,1320,1353,1576,1399,1051,1861,2296,2288
NTHI_RS05680,5152,6659,6492,5578,4122,8776,10951,9991
NTHI_RS05685,31852,48274,27080,21750,26981,69833,39917,35198
NTHI_RS05690,2634,4043,2836,2345,2186,4248,4243,3655
NTHI_RS05695,2858,3721,2846,2395,2715,4779,5039,3952
NTHI_RS05700,3883,1726,2946,2363,2424,2540,3163,2988
NTHI_RS05705,2915,2594,2235,1707,2179,3332,3785,2741
NTHI_RS05710,4855,9364,4406,3660,6462,12579,11925,8474
NTHI_RS05715,118,118,116,126,114,136,342,166
NTHI_RS05720,238,247,507,339,211,336,1042,509
NTHI_RS05725,6770,8350,6417,5331,7908,10800,10519,8153
NTHI_RS05730,988,1308,159,123,1412,2690,387,261
NTHI_RS05735,1327,2616,324,333,3035,5042,790,603
NTHI_RS05740,4465,9941,796,735,6539,16696,1836,1931
NTHI_RS05745,3228,11458,803,705,3449,16052,1879,2426
NTHI_RS05750,15251,80665,8332,5100,10594,102835,34234,21296
NTHI_RS05755,6639,9649,9656,7133,9543,20778,26535,18276
NTHI_RS05760,952,1317,1382,1022,1146,2973,3963,2541
NTHI_RS05765,792,1195,1257,893,1588,2700,3786,2144
NTHI_RS05770,6232,4435,6653,5450,3646,4287,7345,6041
NTHI_RS05775,799,904,798,628,754,1071,1768,1028
NTHI_RS05780,1322,1563,1569,1325,1383,2093,3334,2254
NTHI_RS05785,1181,1602,1450,1078,1093,1918,3487,1721
NTHI_RS05790,287,335,361,226,213,434,1059,402
NTHI_RS05800,1236,1685,1324,1015,1032,2344,2324,1522
NTHI_RS05805,769,553,874,684,495,851,1441,886
NTHI_RS05810,1729,1329,2325,1664,1098,1587,2817,1892
NTHI_RS05815,7992,8475,8724,7242,5533,9973,11538,10105
NTHI_RS05820,4418,5002,4836,4004,4275,6380,6989,5951
NTHI_RS05825,2353,2974,2618,2162,2145,3893,4563,3498
NTHI_RS05830,4048,4294,4723,4213,1552,4890,6396,6480
NTHI_RS05835,3401,6299,1178,1107,5778,15765,2971,2820
NTHI_RS05840,1655,5702,855,667,2879,12765,2748,2855
NTHI_RS05845,1637,8199,1332,695,2550,17392,4214,4430
NTHI_RS05850,9386,38353,5897,3671,8962,79040,35832,19263
NTHI_RS05855,11404,12594,13518,10673,7005,13905,19208,14400
NTHI_RS05860,802,976,921,771,701,970,1350,1117
NTHI_RS05865,1032,1119,1150,1010,723,1203,1536,1249
NTHI_RS05870,54795,72325,59789,51919,33918,73686,65197,55834
NTHI_RS05875,69184,86053,75316,65117,46466,91142,79252,75019
NTHI_RS05880,166,101,259,167,57,118,264,155
NTHI_RS05890,29421,33910,34005,28963,25536,31341,37222,28851
NTHI_RS05895,4148,5307,8339,6554,539,724,1397,906
NTHI_RS05900,2955,3987,5762,4557,394,582,1001,672
NTHI_RS05905,15623,21010,28258,21336,954,1686,3082,2002
NTHI_RS05910,15105,15059,17181,14635,10582,15130,17572,17827
NTHI_RS05915,2723,2874,3414,2758,2483,3072,3518,3295
NTHI_RS05920,2332,2753,2856,2417,2421,2586,3046,2906
NTHI_RS05925,5971,6323,5958,5151,5263,7535,7003,7211
NTHI_RS05930,3069,2996,3249,2729,2579,2930,3086,3397
NTHI_RS05935,5507,5112,5720,5047,3624,5004,5484,5824
NTHI_RS05940,7346,7185,7288,6390,5115,7392,7913,7743
NTHI_RS05945,15482,12280,22568,18507,14859,13880,26430,20405
NTHI_RS05950,3242,7914,2361,2220,1670,8095,7378,4285
NTHI_RS05955,1817,5493,1813,1177,777,5939,5015,2602
NTHI_RS05960,811,3157,1237,619,214,2590,1657,1939
NTHI_RS05965,179,759,265,210,167,786,486,546
NTHI_RS05970,886,2775,792,716,554,2495,1302,1654
NTHI_RS05975,5359,8262,2417,2379,4839,8767,4281,4096
NTHI_RS05980,1874,1892,660,604,1896,2446,1318,974
NTHI_RS05985,1670,1459,562,473,1480,2031,961,712
NTHI_RS05990,4710,4771,1957,1561,4470,6475,3748,2332
NTHI_RS05995,2119,3477,2089,1750,3292,4079,3516,2535
NTHI_RS06000,858,1167,899,778,966,1490,1513,1101
NTHI_RS06010,2331,3067,2973,2194,1950,3441,4898,3155
NTHI_RS06015,2241,2942,2503,2008,2039,3505,3901,3385
NTHI_RS06020,42872,52258,37155,32494,22809,55289,49872,47045
NTHI_RS06025,1361,1117,1640,1264,874,1303,2764,1682
NTHI_RS06030,2066,2904,2424,1924,1519,3178,3333,2561
NTHI_RS06035,793,1359,957,811,854,1486,2130,1334
NTHI_RS06040,490,577,411,377,392,652,1119,523
NTHI_RS06045,84,166,121,103,96,185,437,121
NTHI_RS06050,273,409,341,338,237,344,815,381
NTHI_RS06055,903,1299,1204,951,885,1335,2381,1400
NTHI_RS06060,9081,10336,9729,8086,5924,11223,11120,10861
NTHI_RS06065,876,1136,979,825,867,1264,1563,1119
NTHI_RS06070,4101,5248,4714,3640,3201,5629,7462,5400
NTHI_RS06075,887,1033,833,644,662,1379,2773,1248
NTHI_RS06080,1926,2288,1934,1546,1499,2944,3246,2431
NTHI_RS06085,2560,3180,3187,2636,2505,3667,3988,3291
NTHI_RS06090,5497,6539,3496,2648,3313,7753,5183,3769
NTHI_RS06100,3821,4167,2747,2315,2481,4575,3937,3136
NTHI_RS06110,18445,47295,14319,11796,15297,46531,24190,17607
NTHI_RS06115,21854,30770,15002,12617,20200,37385,24698,20545
NTHI_RS06120,64566,63450,87945,73385,32035,41065,39007,38020
NTHI_RS06125,6450,9777,6886,5937,3048,7481,6871,6216
NTHI_RS06130,5338,8893,6549,5605,2567,5768,5795,5544
NTHI_RS06135,773,1213,1009,886,531,882,923,877
NTHI_RS06140,10330,13795,11198,9673,6094,11608,13223,10671
NTHI_RS06145,17867,23131,17571,14670,9881,21469,20908,17738
NTHI_RS06150,11087,15406,12458,10143,7094,14441,15879,12397
NTHI_RS06155,7114,8061,7338,6056,3796,7333,8909,7381
NTHI_RS06160,7439,8161,9391,7623,4693,7456,10047,8881
NTHI_RS06165,4288,4842,4505,3846,2609,4402,5799,4522
NTHI_RS06170,4045,4980,4674,3810,2684,4623,5187,4952
NTHI_RS06175,8728,10234,10152,8619,5207,9817,11494,10428
NTHI_RS06180,4818,6860,5990,5070,2332,5650,6925,6423
NTHI_RS06185,2187,3149,2670,2165,1002,2531,3028,2761
NTHI_RS06190,10178,13341,11411,9835,4705,11872,12990,12398
NTHI_RS06195,33882,41397,37954,32363,17905,37955,41669,39985
NTHI_RS06200,25533,29430,27256,22897,16998,28957,34271,27178
NTHI_RS06205,4291,4203,5553,4455,2898,3620,4920,4316
NTHI_RS06210,3865,4003,4095,3332,2874,4392,5274,4196
NTHI_RS06215,1979,3088,2833,2193,1716,2993,3420,2603
NTHI_RS06220,5617,7815,6052,4698,4163,8809,8471,6314
NTHI_RS06225,3342,5157,3886,3033,3324,5885,4908,4138
NTHI_RS06230,2394,3968,2667,2208,2243,4009,3816,2692
NTHI_RS06235,3862,5275,3418,2783,3383,5506,4986,4317
NTHI_RS06240,5004,6158,5340,4559,3240,6178,6780,5877
NTHI_RS06245,872,1046,1134,874,899,1202,2114,1483
NTHI_RS06250,59,43,98,62,49,56,178,87
NTHI_RS06255,6870,8032,8620,6610,1615,4002,5564,3225
NTHI_RS06260,497,725,742,596,332,642,1247,643
NTHI_RS06265,3079,3241,3684,3021,2238,3600,6407,3633
NTHI_RS06270,2195,2709,2914,2286,1738,2849,4359,3022
NTHI_RS06275,5862,7494,7026,5677,3731,8597,10839,8079
NTHI_RS06280,2881,3340,3215,2596,2306,4065,4726,3766
NTHI_RS06285,1597,2405,1876,1474,1520,2656,3034,2295
NTHI_RS06290,620,962,753,552,574,1201,1800,968
NTHI_RS06295,4889,6986,4876,4177,4243,7740,9083,6331
NTHI_RS06300,269935,315860,358975,279081,197298,393874,501369,373668
NTHI_RS06305,6728,7272,9204,7721,4892,7262,8447,7638
NTHI_RS06310,2792,3911,3944,3259,2740,3575,4503,3978
NTHI_RS06315,2436,4701,2960,2235,2300,4705,5666,4003
NTHI_RS06320,1643,2788,1833,1557,2625,3788,3982,2401
NTHI_RS06325,770,1228,728,636,838,1672,1401,1148
NTHI_RS06330,924,1291,1268,915,878,1433,1964,1369
NTHI_RS06335,788,1023,939,747,725,975,1543,1062
NTHI_RS06340,5879,5761,7576,6388,2968,4094,6458,5707
NTHI_RS06345,290,279,472,376,270,326,709,507
NTHI_RS06350,5430,8854,5990,5315,3294,9121,7232,8045
NTHI_RS06355,1020,1638,1246,1049,934,1523,1787,1348
NTHI_RS06365,4301,29216,3933,3433,3142,22721,4020,3288
NTHI_RS06370,9227,62313,7347,6348,5976,53367,18915,6418
NTHI_RS06375,14083,34911,4537,4593,3737,29038,21437,6475
NTHI_RS06380,7033,8156,6448,5651,5167,8945,8820,6967
NTHI_RS06385,461,504,383,305,441,721,1217,533
NTHI_RS06395,3861,3829,3751,3059,2411,3854,4690,4165
NTHI_RS06400,2686,2964,2621,2072,1680,2759,3312,2557
NTHI_RS06405,2365,3226,2439,1865,1979,3227,3467,2466
NTHI_RS06410,10585,11625,9651,8061,7108,13061,12951,11411
NTHI_RS06415,253,268,209,185,167,360,376,317
NTHI_RS06425,534,899,612,534,642,986,1360,776
NTHI_RS06430,190,245,258,208,210,242,387,255
NTHI_RS06435,300,324,437,353,273,347,766,509
NTHI_RS06440,655,567,417,364,509,578,910,564
NTHI_RS06445,8189,12038,7763,6267,7464,14419,13293,10344
NTHI_RS06450,908,1105,1135,892,609,886,1731,1019
NTHI_RS06455,1453,1884,1835,1521,578,1300,2362,1725
NTHI_RS06460,2480,3017,2601,2225,263,2244,3215,2689
NTHI_RS06465,2015,3108,2404,1951,707,2725,3265,2447
NTHI_RS06470,2516,2981,2988,2349,1952,3202,3830,3116
NTHI_RS06475,7334,8489,7972,6256,4857,8745,10553,8347
NTHI_RS06480,4794,5790,4874,3943,3059,5849,6291,5224
NTHI_RS06485,4110,6636,4325,3579,3259,7637,6603,5032
NTHI_RS06490,772,976,844,768,730,955,1186,794
NTHI_RS06495,60894,67662,56401,46233,35215,73676,77879,64624
NTHI_RS06500,45826,52217,42454,35472,29405,55149,61589,49435
NTHI_RS06505,2779,3291,2875,2413,1563,3139,4348,2167
NTHI_RS06510,665,698,708,611,420,542,1103,672
NTHI_RS06515,2614,2615,2593,2178,1424,2400,3887,2358
NTHI_RS06520,1059,3198,1712,1299,727,2939,3095,1272
NTHI_RS06525,1670,3624,1571,1277,896,3630,3152,1614
NTHI_RS06530,62473,101860,58473,45977,48352,111826,55553,40032
NTHI_RS06535,23364,28322,22663,18452,13382,27849,24676,20281
NTHI_RS06540,9712,11665,9904,8190,5496,10738,11033,8610
NTHI_RS06545,7348,8571,9868,8179,5990,8472,10739,8553
NTHI_RS06550,4246,4457,4959,4263,1719,2589,4022,3802
NTHI_RS06555,704,738,732,655,353,608,852,648
NTHI_RS06560,2520,2813,2434,2156,1219,2034,2681,2491
NTHI_RS06565,28813,41812,36144,29288,16550,27745,30503,30349
NTHI_RS06570,91367,142087,122077,101044,50296,117941,74273,80995
NTHI_RS06575,332,599,418,365,283,530,478,321
NTHI_RS06580,7359,10218,8812,7275,5491,10147,6384,4905
NTHI_RS06585,1607,2016,1775,1491,1257,2143,2792,1890
NTHI_RS06590,14892,19302,13208,11596,11600,22409,20106,19171
NTHI_RS06595,3506,5224,3692,3185,3819,5775,5916,4946
NTHI_RS06600,2484,3257,2608,2168,1723,3403,3250,2856
NTHI_RS06605,1587,2169,1726,1334,1291,2198,2597,1794
NTHI_RS06610,1606,2120,1744,1397,1300,2213,2634,1740
NTHI_RS06615,3473,4858,3859,3021,2792,5024,5147,3955
NTHI_RS06620,2451,3976,2436,1983,2028,4228,4267,2877
NTHI_RS06625,3900,13251,3215,2305,3058,17257,9417,5316
NTHI_RS06630,5237,6458,5745,4799,3593,6467,6996,5579
NTHI_RS06635,7971,12118,7786,6833,5198,12408,10086,10502
NTHI_RS06640,16053,21930,15955,13069,12283,23872,24114,19997
NTHI_RS06645,1162,2084,1367,1004,1270,2344,2563,1652
NTHI_RS06650,159,79,108,79,1766,99,240,98
NTHI_RS06655,6675,5468,6626,4745,854,4650,6204,3990
NTHI_RS06660,1781,1513,2363,1770,1031,1438,2280,1537
NTHI_RS06665,609,482,872,605,636,409,728,451
NTHI_RS06670,17729,15490,21117,16305,9679,13869,21291,15813
NTHI_RS06675,2659,3599,2689,2417,1699,3247,2944,2889
NTHI_RS06680,927,1568,1145,953,1072,1914,2018,1367
NTHI_RS06685,786,1268,758,617,659,1479,1576,1096
NTHI_RS06690,1349,1545,1524,1380,839,1163,1836,1347
NTHI_RS06695,909,1374,1199,1028,523,1192,1372,1132
NTHI_RS06700,538,864,685,582,371,799,923,641
NTHI_RS06705,9729,11368,8461,6682,9270,17627,12884,11411
NTHI_RS06710,3686,4005,3180,2480,2814,5536,4301,3689
NTHI_RS06715,1680,1669,1429,1219,942,1580,1846,1499
NTHI_RS06720,1200,1264,1190,1018,615,1097,1089,1203
NTHI_RS06725,924,895,856,799,517,795,1073,855
NTHI_RS06730,2930,5722,2895,2132,2342,6029,5675,3529
NTHI_RS06735,186,236,260,221,122,206,887,276
NTHI_RS06740,130,206,202,197,111,162,466,185
NTHI_RS06745,208,349,240,196,162,274,438,258
NTHI_RS06750,475,846,540,405,401,837,841,656
NTHI_RS06755,5517,9084,6731,5300,4305,9355,10268,7595
