,Gal.1,Gal.2,Glc.1,Glc.2,NAG.1,NAG.2,Fru.1,Fru.2
GXM22_RS10855,239.2055662,203.4794376,197.0466732,238.0871993,218.5557981,211.7214881,206.1893215,190.1114934
GXM22_RS10860,263.7143333,216.3477025,209.3620903,227.8688645,210.3913573,195.1158811,176.8534424,219.269698
GXM22_RS10865,386.2581684,336.1834187,343.4632985,377.0565517,283.24329,305.8199272,258.9939038,284.5840761
GXM22_RS10870,440.1774559,407.7631418,359.8838546,429.1700588,312.1328495,415.1401726,313.4748221,368.5597051
GXM22_RS10875,349.0048426,361.9199484,358.5154749,318.8120437,323.4374598,327.9607364,334.4290214,265.9228252
GXM22_RS10880,648.0118004,483.3641977,383.1463091,505.8075693,288.8955951,333.4959387,266.5374155,281.0850915
GXM22_RS10885,480.3718338,357.0943491,284.6229724,370.9255508,200.9708488,260.1545082,212.8946652,223.9350107
GXM22_RS10890,326.4567769,260.5823628,197.0466732,214.5850294,136.2833568,178.5102742,130.7542039,149.2900071
GXM22_RS10895,363.7101028,299.1871573,209.3620903,264.6548696,172.0812893,178.5102742,180.2061143,174.9492271
GXM22_RS10900,236.2645142,191.4154394,206.625331,180.8645248,104.8816617,146.682861,102.2564928,106.1358644
GXM22_RS10905,348.0244919,277.4719604,240.8348228,286.1133725,168.9411198,148.0666616,167.6335947,155.121648
GXM22_RS10910,477.4307818,415.0015408,448.8285335,448.5848948,251.213561,251.8517047,205.3511535,221.6023543
GXM22_RS10915,519.5858611,541.2713895,461.1439505,500.6984019,297.6880698,359.7881496,292.5206227,320.7402497
GXM22_RS10920,0,0,0,0,0,1.383800575,0.838167973,2.332656361
GXM22_RS10925,106.8582243,110.1845176,86.20791954,125.6855172,134.3992551,186.8130777,124.887028,172.6165707
GXM22_RS10930,45941.19363,47694.61506,57080.58977,51875.41994,49075.82521,42215.60416,48813.22644,39880.25948
GXM22_RS10935,57.8406902,50.66879277,34.20949188,49.04800672,38.93810195,26.29221093,40.23206272,39.65515814
GXM22_RS10940,225.4806567,239.6714325,149.1533846,173.7116905,131.2590856,128.6934535,168.4717627,206.440088
GXM22_RS10945,1.960701363,2.412799656,0,1.021833473,5.02427122,4.151401726,2.51450392,2.332656361
GXM22_RS10950,151.9543556,214.7391694,120.4174114,150.2095206,349.1868498,466.3407939,257.3175678,165.6186016
GXM22_RS10955,203.9129417,268.6250284,209.3620903,195.1701934,174.5934249,148.0666616,158.413747,164.4522735
GXM22_RS10960,609.7781238,680.409503,730.7147466,642.7332547,1024.323295,936.8329896,607.6717807,615.8212794
GXM22_RS10965,92.15296404,62.73279105,71.15574311,74.59384355,106.1377295,98.24984086,149.1938993,88.64094173
GXM22_RS10970,2.941052044,7.238398968,4.105139026,6.13100084,6.280339025,6.919002877,3.352671894,11.66328181
GXM22_RS10975,1239.163261,1282.80515,1241.120365,1299.772178,1048.188583,1149.938278,750.1603362,895.7400427
GXM22_RS10980,298.0266071,320.9023542,281.8862131,329.0303784,238.024849,233.8622973,191.9404659,194.7768062
GXM22_RS10985,2608.713163,2734.506277,2710.760137,2576.042186,1769.171503,1430.849795,1336.877918,1489.401087
GXM22_RS10990,8597.675475,8085.291647,8407.324724,8102.11761,5299.350069,4808.707,3593.226102,4351.570442
GXM22_RS10995,5988.962312,6326.360698,6341.071415,6021.664658,4261.838062,3766.705166,3096.192494,3869.876903
GXM22_RS11000,6876.179679,6910.258214,6724.217724,6632.721075,4404.401758,4591.450309,3882.394053,4380.728646
GXM22_RS11005,2366.566545,2310.657804,2361.823319,2407.439663,1722.068961,1417.011789,1381.30082,1639.857422
GXM22_RS11010,1488.172334,1401.8366,1483.323568,1412.17386,995.4337354,881.4809666,920.3084348,978.5493435
GXM22_RS11015,2936.150291,2687.858817,2575.290549,2647.570529,1820.042249,1955.310213,2044.291687,2116.885648
GXM22_RS11020,711.7345946,743.142294,729.3463669,733.6764338,731.0314625,657.3052734,568.277886,566.8354958
GXM22_RS11025,366.6511548,437.5210043,411.8822822,384.209386,390.0090534,333.4959387,275.7572633,311.4096242
GXM22_RS11030,238.2252156,246.9098314,257.2553789,216.6286963,260.0060356,279.5277162,248.9358881,221.6023543
GXM22_RS11035,1647.969495,1729.173087,1844.575802,1752.444407,2100.14537,1854.292771,1546.419911,1474.23882
GXM22_RS11040,52.93893679,47.45172657,50.63004798,67.44100924,55.89501732,52.58442187,113.1526764,93.30625445
GXM22_RS11045,142.1508488,143.9637128,127.2593098,144.0785197,86.04064464,73.3414305,74.59694963,108.4685208
GXM22_RS11050,321.5550235,357.0943491,325.6743627,352.5325483,273.8227815,303.052326,212.8946652,246.0952461
GXM22_RS11055,16.66596158,12.06399828,17.78893578,18.39300252,18.84101707,34.59501439,11.73435163,19.82757907
GXM22_RS11060,61.76209292,73.18825623,86.20791954,78.68117745,102.3695261,102.4012426,69.56794179,83.975629
GXM22_RS11065,80.38875587,82.0351883,112.2071334,114.445349,70.96783098,41.51401726,70.40610977,72.3123472
GXM22_RS11070,34.31227385,55.49439208,65.68222441,63.35367535,41.45023756,55.35202302,43.58473462,41.9878145
GXM22_RS11075,28.43016976,33.77919518,30.10435285,32.69867115,27.63349171,31.82741324,34.36488691,39.65515814
GXM22_RS11080,9.803506813,18.49813069,16.4205561,17.37116905,20.72511878,15.22180633,16.76335947,10.49695363
GXM22_RS11085,1.960701363,7.238398968,6.841898376,4.087333893,5.652305122,8.302803453,5.867175814,3.498984542
GXM22_RS11090,0.980350681,4.825599312,2.73675935,5.109167367,2.51213561,0,3.352671894,9.330625445
GXM22_RS11095,2.941052044,4.825599312,4.105139026,3.06550042,2.51213561,6.919002877,1.676335947,2.332656361
GXM22_RS11100,2.941052044,4.02133276,2.73675935,3.06550042,4.396237317,9.686604028,11.73435163,3.498984542
GXM22_RS11105,4.901753407,5.629865864,15.05217643,12.26200168,14.44477976,4.151401726,93.87481302,46.65312722
GXM22_RS11110,0,0,1.368379675,1.021833473,3.768203415,0,9.219847708,4.665312722
GXM22_RS11115,5.882104088,4.825599312,19.15731545,7.152834313,15.07281366,11.0704046,97.22748492,51.31843995
GXM22_RS11120,0.980350681,0.804266552,8.210278051,0,3.140169512,5.535202302,12.5725196,20.99390725
GXM22_RS11125,2.941052044,0.804266552,1.368379675,0,2.51213561,0,6.705343787,4.665312722
GXM22_RS11130,3.921402725,1.608533104,6.841898376,3.06550042,6.280339025,6.919002877,72.92061369,39.65515814
GXM22_RS11135,2.941052044,3.217066208,4.105139026,6.13100084,6.908372927,1.383800575,31.85038299,33.82351724
GXM22_RS11140,2.941052044,4.825599312,4.105139026,5.109167367,13.18871195,4.151401726,62.86259801,47.81945541
GXM22_RS11145,5.882104088,4.02133276,6.841898376,4.087333893,10.04854244,4.151401726,44.42290259,43.15414268
GXM22_RS11150,0,1.608533104,0,0,2.51213561,2.767601151,10.05801568,4.665312722
GXM22_RS11155,756.830726,916.8638692,961.9709117,1019.789806,1168.771092,1202.5227,957.1878256,1057.85966
GXM22_RS11160,1234.261508,1411.487799,1428.588381,1414.217527,1671.826248,1393.48718,789.554231,849.0869155
GXM22_RS11165,651.9332031,738.3166947,799.1337303,767.3969385,957.1236674,863.4915591,464.3450573,467.6976004
GXM22_RS11170,1008.780851,1071.283047,1012.60096,1012.636972,1033.11577,889.78377,803.8030865,679.9693293
GXM22_RS11175,769.5752848,918.4724023,736.1882653,813.3794448,1304.426415,1414.244188,795.4214068,859.5838691
GXM22_RS11180,250.9697744,215.5434359,106.7336147,58.24450798,52.75484781,48.43302014,10.05801568,24.49289179
GXM22_RS11185,199.991539,224.390368,119.0490317,68.46284271,43.96237317,45.66541899,12.5725196,10.49695363
GXM22_RS11190,38.23367657,42.62612725,24.63083415,20.43666947,5.02427122,8.302803453,5.029007841,3.498984542
GXM22_RS11195,51.95858611,60.3199914,36.94625123,17.37116905,2.51213561,9.686604028,0.838167973,2.332656361
GXM22_RS11200,2250.885164,2024.338911,1245.225504,646.8205886,60.29125464,78.8766328,35.20305488,54.81742449
GXM22_RS11205,133.3276927,123.0527824,93.04981791,48.02617325,6.908372927,5.535202302,2.51450392,4.665312722
GXM22_RS11210,143.1311995,127.8783818,108.1019943,44.96067283,5.02427122,6.919002877,3.352671894,1.166328181
GXM22_RS11215,16.66596158,20.1066638,13.68379675,16.34933557,29.51759342,38.74641611,20.11603136,27.99187633
GXM22_RS11220,82.34945723,86.05652106,72.52412279,73.57201008,109.277899,159.1370662,69.56794179,81.64297264
GXM22_RS15080,791.1429998,689.256435,446.0917741,565.0739107,290.1516629,243.5489013,300.9023025,236.7646207
GXM22_RS11225,39.21402725,35.38772829,24.63083415,36.78600504,38.31006805,51.20062129,25.1450392,24.49289179
GXM22_RS11230,199.991539,199.4581049,194.3099139,178.8208578,265.6583407,297.5171237,337.7816933,265.9228252
GXM22_RS11235,1198.968883,1308.54168,1216.489531,1185.326829,1766.659368,1742.204925,1844.80771,1729.664692
GXM22_RS11240,21.56771499,36.99626139,34.20949188,24.52400336,29.51759342,45.66541899,25.98320718,30.3245327
GXM22_RS11245,39.21402725,41.01759415,50.63004798,39.85150546,59.66322073,45.66541899,54.48091827,46.65312722
GXM22_RS11250,49.01753407,60.3199914,75.26088214,65.39734229,81.01637342,77.49283223,67.05343787,83.975629
GXM22_RS11255,42.1550793,50.66879277,58.84032603,65.39734229,48.35861049,70.57382935,50.29007841,50.15211177
GXM22_RS11260,149.0133036,173.7215752,213.4672293,190.061026,155.1243739,124.5420518,220.438177,221.6023543
GXM22_RS11265,47.0568327,53.08159243,86.20791954,70.50650966,45.84647488,40.13021669,50.29007841,51.31843995
GXM22_RS11270,76.46735314,80.4266552,46.52490896,29.63317073,21.35315268,17.98940748,21.79236731,17.49492271
GXM22_RS11275,83.32980791,99.72905244,129.9960691,113.4235155,67.19962756,42.89781784,98.90382086,134.1277408
GXM22_RS11280,61.76209292,50.66879277,83.47116019,86.85584523,47.10254268,42.89781784,60.34809409,90.97359809
GXM22_RS11285,49.01753407,46.64746001,35.57787155,47.00433977,31.40169512,37.36261554,58.67175814,45.48679904
GXM22_RS11290,34.31227385,32.97492863,27.3675935,24.52400336,24.4933222,22.14080921,53.6427503,34.98984542
GXM22_RS11295,166.6596158,156.8319776,168.3107,160.4278553,114.3021702,98.24984086,178.5297783,148.1236789
GXM22_RS11300,1067.601892,1149.296903,1289.013654,1156.715492,1002.970142,888.3999695,1387.167996,1034.533096
GXM22_RS11305,775.4573889,792.2025537,901.7622059,841.990782,645.6188517,626.8616607,924.4992747,759.2796456
GXM22_RS11310,189.2076815,184.9813069,209.3620903,166.5588562,114.3021702,99.63364144,136.6213797,170.2839144
GXM22_RS11315,66.66384633,61.9285245,56.10356668,78.68117745,50.8707461,44.28161842,44.42290259,71.14601902
GXM22_RS11320,125.4848872,115.0101169,99.89171629,101.1615139,141.935662,132.8448552,133.2687078,136.4603971
GXM22_RS11325,856.8264955,871.0206758,897.6570669,930.8902942,650.0150891,619.9426578,952.9969858,717.2918311
GXM22_RS11330,893.0994707,1072.89158,1079.651564,1143.431657,962.1479386,1017.093423,1260.604632,1184.989432
GXM22_RS11335,795.0644026,835.6329475,942.8135962,989.1348022,821.4683444,869.0267614,1186.84585,1031.034112
GXM22_RS11340,307.8301139,304.0127566,409.1455229,400.5587215,523.1522408,480.1787997,658.8000271,480.5272104
GXM22_RS11345,516.6448091,413.3930077,641.7700677,556.899243,481.0739693,369.4747537,336.1053573,733.6204256
GXM22_RS11350,181.364876,160.8533104,176.5209781,168.6025231,116.186272,94.09843913,178.5297783,144.6246944
GXM22_RS11355,0,2.412799656,0,3.06550042,1.256067805,2.767601151,4.190839867,1.166328181
GXM22_RS11360,2.941052044,5.629865864,5.473518701,6.13100084,8.164440732,13.83800575,12.5725196,15.16226635
GXM22_RS11365,8.823156132,3.217066208,5.473518701,7.152834313,8.792474635,16.60560691,10.89618365,13.99593817
GXM22_RS11370,1.960701363,3.217066208,1.368379675,3.06550042,5.02427122,8.302803453,6.705343787,8.164297264
GXM22_RS11375,420.5704423,540.4671229,485.7747847,560.9865769,576.5351225,693.2840883,622.7588043,592.4947158
GXM22_RS11380,293.1248537,352.2687498,243.5715822,286.1133725,206.6231539,285.0629186,377.175588,309.0769679
GXM22_RS11385,443.118508,550.1183215,469.3542286,487.4145668,373.680172,402.6859675,816.3756061,642.6468275
GXM22_RS11390,2201.86763,2436.123386,2471.293693,2660.854365,2019.128996,2236.22173,2656.154308,2070.232521
GXM22_RS11395,161.7578624,155.2234445,191.5731545,169.6243566,390.0090534,330.7283375,306.7694783,338.2351724
GXM22_RS11400,460.7648202,509.1007274,487.1431644,458.8032295,737.3118015,733.414305,601.8046049,633.3162021
GXM22_RS11405,75.48700246,65.94985726,72.52412279,53.13534061,47.73057659,44.28161842,55.31908625,51.31843995
GXM22_RS11410,22.54806567,24.12799656,35.57787155,35.76417157,30.77366122,30.44361266,31.85038299,37.32250178
GXM22_RS11415,197.0504869,197.0453052,212.0988497,196.1920269,119.3264415,102.4012426,121.5343561,132.9614126
GXM22_RS11420,242.1466183,210.7178366,235.3613041,268.7422035,121.8385771,127.3096529,108.9618365,207.6064162
GXM22_RS11425,177.4434733,187.3941066,195.6782936,166.5588562,184.6419673,181.2778754,156.737411,169.1175862
GXM22_RS11430,437.2364039,462.4532674,474.8277473,429.1700588,606.6807498,563.2068342,524.6931514,444.3710368
GXM22_RS11435,148.0329529,177.742908,136.8379675,135.903852,93.57705147,112.0878466,113.1526764,138.7930535
GXM22_RS11440,327.4371276,320.9023542,354.4103359,318.8120437,275.0788493,290.5981209,223.7908489,290.415717
GXM22_RS11445,701.9310878,741.5337609,769.0293775,741.8511016,693.3494283,673.9108803,489.4900965,561.0038549
GXM22_RS11450,1889.135763,2132.110629,2747.706388,2478.968006,2066.859573,2053.560054,2273.949712,1945.435405
GXM22_RS11455,301.9480098,327.3364866,284.6229724,348.4452144,479.1898676,416.5239732,419.9221547,530.6793222
GXM22_RS11460,234.3038128,258.9738297,250.4134806,249.3273675,349.8148837,363.9395514,376.3374201,370.8923614
GXM22_RS11465,691.1472303,736.7081616,710.1890514,652.9515894,1163.746821,1055.839839,1263.119136,1076.520911
GXM22_RS11470,281.3606455,311.2511556,242.2032025,271.8077039,468.5132912,441.4323836,436.6855142,445.537365
GXM22_RS11475,96.07436677,78.81812209,87.57629921,88.89951218,113.0461024,101.017442,69.56794179,68.81336266
GXM22_RS11480,216.6575006,193.0239725,209.3620903,221.7378637,322.8094259,344.5663433,222.114513,201.7747752
GXM22_RS11485,83.32980791,82.0351883,77.99764149,62.33184187,74.73603439,58.11962417,31.01221502,33.82351724
GXM22_RS11490,5.882104088,4.02133276,4.105139026,10.21833473,5.02427122,5.535202302,6.705343787,8.164297264
GXM22_RS11495,1.960701363,4.02133276,0,5.109167367,1.884101707,2.767601151,5.867175814,4.665312722
GXM22_RS11500,7.842805451,5.629865864,5.473518701,5.109167367,3.140169512,4.151401726,4.190839867,9.330625445
GXM22_RS11505,6.862454769,8.04266552,4.105139026,9.19650126,8.164440732,4.151401726,4.190839867,10.49695363
GXM22_RS11510,693.1079317,829.1988151,521.3526562,565.0739107,1403.027738,1408.708986,1890.06878,2027.078378
GXM22_RS11515,211.7557472,380.4180791,224.4142667,238.0871993,974.7086166,820.5937413,999.9343923,768.610271
GXM22_RS11520,234.3038128,189.0026397,201.1518123,180.8645248,152.6122383,141.1476587,126.563364,146.9573508
GXM22_RS11525,3.921402725,0,2.73675935,5.109167367,3.768203415,5.535202302,4.190839867,8.164297264
GXM22_RS11530,8692.769491,10144.21402,5507.728193,6090.127501,1406.795942,1404.557584,1356.993949,1503.397025
GXM22_RS11535,9604.495625,10618.73129,5830.665796,6546.887064,1266.744381,1271.712729,1351.964941,1602.53492
GXM22_RS11540,34411.28927,33417.27523,20253.38757,19042.88861,3226.210157,2946.111425,3903.348252,3950.353548
GXM22_RS11545,256.8518785,254.1482304,228.5194058,256.4802018,214.1595607,211.7214881,187.749626,222.7686825
GXM22_RS11550,11.76420818,13.67253138,8.210278051,14.30566863,5.02427122,6.919002877,5.029007841,10.49695363
GXM22_RS11555,33.33192317,57.10292519,46.52490896,37.80783851,46.47450878,42.89781784,51.12824638,52.48476813
GXM22_RS11560,445.0792093,442.3466036,457.0388115,470.0433977,454.0685115,409.6049703,313.4748221,370.8923614
GXM22_RS11565,706.8328412,686.0393688,544.6151107,656.0170899,623.0096312,649.0024699,440.876354,549.3405731
GXM22_RS11570,278.4195935,217.151969,223.0458871,253.4147014,205.99512,261.5383088,218.7618411,234.4319643
GXM22_RS11575,219.5985526,193.0239725,149.1533846,172.689857,197.2026454,186.8130777,174.3389385,176.1155553
GXM22_RS11580,703.8917892,691.6692347,727.9779872,682.5847602,741.0800049,691.9002877,494.5191043,555.172214
GXM22_RS11585,0,0.804266552,0,1.021833473,2.51213561,2.767601151,0.838167973,1.166328181
GXM22_RS11590,1.960701363,4.825599312,0,0,3.140169512,5.535202302,7.543511761,3.498984542
GXM22_RS11595,0,0,0,0,0,2.767601151,0.838167973,0
GXM22_RS11600,0.980350681,0.804266552,2.73675935,1.021833473,0.628033902,2.767601151,2.51450392,1.166328181
GXM22_RS11605,0.980350681,0,1.368379675,3.06550042,2.51213561,1.383800575,6.705343787,6.997969084
GXM22_RS11610,0.980350681,1.608533104,0,0,3.768203415,0,5.867175814,6.997969084
GXM22_RS11615,0,0,0,0,0.628033902,1.383800575,1.676335947,2.332656361
GXM22_RS11620,0.980350681,2.412799656,5.473518701,3.06550042,0.628033902,1.383800575,5.029007841,1.166328181
GXM22_RS11625,394.1009739,394.0906105,406.4087635,424.0608914,393.7772568,383.3127594,383.0427639,372.0586896
GXM22_RS11630,37.25332589,52.27732588,31.47273253,38.82967199,44.59040707,42.89781784,54.48091827,48.98578359
GXM22_RS11635,159.7971611,160.0490438,134.1012082,155.3186879,118.6984076,149.4504622,196.1313058,180.780868
GXM22_RS11640,50.97823543,53.08159243,57.47194636,44.96067283,35.79793244,41.51401726,49.45191043,55.98375267
GXM22_RS11645,49.01753407,59.51572484,64.31384473,60.28817493,33.91383073,45.66541899,48.61374246,61.81539357
GXM22_RS11650,4.901753407,4.825599312,9.578657726,2.043666947,1.884101707,2.767601151,1.676335947,3.498984542
GXM22_RS11655,10.78385749,4.02133276,8.210278051,6.13100084,3.140169512,5.535202302,5.867175814,8.164297264
GXM22_RS11660,1.960701363,4.825599312,0,3.06550042,3.768203415,9.686604028,5.029007841,1.166328181
GXM22_RS11665,6.862454769,11.25973173,5.473518701,2.043666947,6.908372927,6.919002877,5.867175814,2.332656361
GXM22_RS11670,0.980350681,4.02133276,2.73675935,5.109167367,8.164440732,5.535202302,4.190839867,8.164297264
GXM22_RS11675,4.901753407,8.846932071,1.368379675,7.152834313,5.652305122,11.0704046,9.219847708,5.831640903
GXM22_RS11680,34.31227385,25.73652966,38.31463091,26.56767031,36.42596634,49.81682072,39.39389475,32.65718906
GXM22_RS11685,106.8582243,86.86078761,95.78657726,80.72484439,43.96237317,49.81682072,62.86259801,71.14601902
GXM22_RS11690,133.3276927,108.5759845,103.9968553,113.4235155,57.77911903,49.81682072,73.75878166,92.13992627
GXM22_RS11695,93.13331473,122.2485159,103.9968553,99.11784691,43.33433927,42.89781784,76.27328558,86.30828537
GXM22_RS11700,32.35157248,34.58346173,46.52490896,32.69867115,16.32888146,29.05981209,25.1450392,52.48476813
GXM22_RS11705,118.6224324,123.0527824,153.2585236,149.1876871,81.01637342,55.35202302,120.6961882,103.8032081
GXM22_RS11710,2.941052044,0,6.841898376,3.06550042,5.652305122,5.535202302,2.51450392,5.831640903
GXM22_RS11715,0,2.412799656,0,0,0,1.383800575,0,2.332656361
GXM22_RS11720,1.960701363,2.412799656,0,4.087333893,4.396237317,6.919002877,3.352671894,6.997969084
GXM22_RS11725,2.941052044,1.608533104,1.368379675,2.043666947,6.908372927,4.151401726,4.190839867,11.66328181
GXM22_RS11730,1.960701363,4.825599312,4.105139026,10.21833473,1.884101707,6.919002877,3.352671894,5.831640903
GXM22_RS11735,3.921402725,3.217066208,2.73675935,2.043666947,5.02427122,4.151401726,7.543511761,4.665312722
GXM22_RS11740,25.48911771,37.80052794,34.20949188,39.85150546,25.74939,29.05981209,24.30687123,31.49086088
GXM22_RS11745,5.882104088,6.434132416,9.578657726,5.109167367,9.420508537,12.45420518,7.543511761,2.332656361
GXM22_RS11750,98.03506813,100.533319,120.4174114,109.3361816,80.38833952,101.017442,127.401532,114.3001617
GXM22_RS11755,3.921402725,4.825599312,6.841898376,8.174667787,11.93264415,13.83800575,10.05801568,9.330625445
GXM22_RS11760,0.980350681,1.608533104,2.73675935,0,2.51213561,4.151401726,2.51450392,0
GXM22_RS11765,4.901753407,3.217066208,9.578657726,11.24016821,5.652305122,22.14080921,5.867175814,17.49492271
GXM22_RS11770,103.9171722,101.3375855,123.1541708,120.5763499,82.27244122,102.4012426,82.97862937,95.63891081
GXM22_RS11775,277.4392428,307.2298228,295.5700098,338.2268797,236.1407473,244.9327019,222.114513,311.4096242
GXM22_RS11780,119.6027831,133.5082476,142.3114862,106.2706812,104.2536278,119.0068495,118.1816843,157.4543044
GXM22_RS11785,112.7403284,117.4229166,80.73440084,96.05234649,75.3640683,102.4012426,80.46412545,87.47461355
GXM22_RS11790,39.21402725,27.34506277,23.26245448,35.76417157,14.44477976,19.37320806,20.95419934,29.15820452
GXM22_RS11795,30.39087112,23.32373001,13.68379675,13.28383515,10.04854244,12.45420518,11.73435163,32.65718906
GXM22_RS11800,207.8343444,212.3263697,138.2063472,195.1701934,132.5151534,163.2884679,190.26413,194.7768062
GXM22_RS11805,34.31227385,41.8218607,25.99921383,32.69867115,21.98118659,20.75700863,19.27786339,30.3245327
GXM22_RS11815,59.80139156,53.88585898,50.63004798,57.22267451,49.61467829,38.74641611,70.40610977,80.47664446
GXM22_RS11820,1218.575897,1183.076098,1954.046176,2024.252111,1878.449402,2313.714562,2447.450482,2269.674639
GXM22_RS11825,596.0532142,693.2777678,485.7747847,498.654735,306.4805444,233.8622973,305.9313103,583.1640903
GXM22_RS11830,335.279933,304.0127566,369.4625123,289.1788729,216.6716964,190.9644794,199.4839777,269.4218097
GXM22_RS11835,319.5943221,259.7780963,279.1494537,286.1133725,165.8009503,190.9644794,191.1022979,243.7625897
GXM22_RS11840,418.6097409,405.3503422,467.9858489,444.4975609,626.7778347,557.6716319,367.9557403,430.3750986
GXM22_RS11845,270.576788,290.3402253,320.200844,292.2443734,251.8415949,254.6193059,166.7954267,184.2798525
GXM22_RS11850,421.550793,385.2436784,424.1976993,447.5630613,389.3810195,348.717745,221.276345,282.2514197
GXM22_RS11855,410.7669355,403.7418091,431.0395977,453.6940622,348.5588159,321.0417335,242.2305443,279.9187633
GXM22_RS11860,338.2209851,322.5108873,295.5700098,341.2923801,285.7554256,262.9221093,186.0732901,218.1033698
GXM22_RS11865,2275.393931,2210.928751,2255.089705,2220.444138,1963.862013,1923.4828,1439.972578,1763.488209
GXM22_RS11870,1710.711939,1737.215752,1814.471449,1739.160572,1456.41062,1448.839203,1222.887073,1394.928504
GXM22_RS11875,539.1928747,637.7833757,803.2388693,706.0869301,1295.005907,1109.808062,1581.622966,1196.652713
GXM22_RS11880,493.1163927,536.4457902,517.2475172,471.0652312,284.4993578,243.5489013,172.6626025,253.0932152
GXM22_RS11885,638.2082935,698.9076336,738.9250246,642.7332547,386.8688839,334.8797393,241.3923763,386.0546278
GXM22_RS11890,1474.447425,1526.497916,1488.797087,1430.566863,935.7705147,1165.160085,653.7710193,1091.683177
GXM22_RS11895,305.8694126,364.332748,207.9937106,276.9168713,489.23841,545.2174267,352.0305488,389.5536123
GXM22_RS11900,1440.135151,1674.482961,1472.376531,1328.383515,1271.768652,1069.677845,1838.940534,1345.94272
GXM22_RS11905,321.5550235,277.4719604,247.6767212,284.0697056,194.0624759,215.8728898,135.7832117,163.2859453
GXM22_RS11910,146.0722515,141.5509131,114.9438927,123.6418503,97.34525488,98.24984086,61.18626206,76.97765992
GXM22_RS11915,1047.014528,1127.581706,1227.436569,1068.837813,832.1449208,619.9426578,671.3725467,717.2918311
GXM22_RS11920,1730.318953,1807.991209,1840.470663,1725.876736,1199.544754,1115.343264,869.1801884,1021.703486
GXM22_RS11925,1275.436236,1197.552896,1224.699809,1252.767838,583.4434954,491.2492043,590.0702533,628.6508894
GXM22_RS11930,485.2735873,465.6703336,489.8799237,444.4975609,221.0679337,185.4292771,224.6290169,295.0810297
GXM22_RS11935,146.0722515,152.0063783,153.2585236,158.3841884,94.83311927,92.71463856,142.4885555,149.2900071
GXM22_RS11940,207.8343444,238.0628994,257.2553789,214.5850294,158.8925773,164.6722685,192.7786339,193.610478
GXM22_RS11945,85.29050928,94.09918658,101.260096,84.81217829,68.45569537,59.50342475,85.49313329,65.31437811
GXM22_RS11950,709.7738933,761.6404247,844.2902596,815.4231117,341.022409,311.3551295,327.7236776,362.7280642
GXM22_RS11955,162.7382131,129.4869149,184.7312562,204.3666947,62.80339025,52.58442187,41.0702307,68.81336266
GXM22_RS11960,2442.053547,2851.124927,2675.182265,3500.80148,1698.831706,1991.289028,985.6855367,1092.849505
GXM22_RS11965,1010.741552,1104.257976,951.0238743,1444.872531,462.2329522,610.2560538,191.1022979,253.0932152
GXM22_RS11970,744.0861671,921.6894685,737.5566449,1179.195828,369.9119686,481.5626003,139.1358836,209.9390725
GXM22_RS11975,151.9543556,158.4405107,151.8901439,200.2793608,99.22935659,103.7850432,88.00763721,97.97156717
GXM22_RS11980,196.0701363,249.3226311,209.3620903,304.506375,94.83311927,146.682861,46.09923854,72.3123472
GXM22_RS11985,134.3080433,180.1557076,138.2063472,198.2356938,76.6201361,109.3202455,36.04122286,54.81742449
GXM22_RS11990,1613.657221,1577.166708,1302.697451,1222.112834,1690.039232,1657.793089,2184.265739,2066.733536
GXM22_RS11995,1389.156915,1352.77634,1134.386751,1146.497157,1532.402722,1295.237339,1948.740538,1691.175862
GXM22_RS12000,1647.969495,1755.713883,1631.108573,1378.453356,2137.19937,1726.983118,2686.328355,2224.18784
GXM22_RS12005,1130.344336,1037.503852,1027.653136,945.1959628,1188.868177,922.9949839,1410.636699,1249.137481
GXM22_RS12010,96.07436677,100.533319,97.15495694,101.1615139,87.29671244,76.10903165,110.6381725,90.97359809
GXM22_RS12015,3375.347396,3024.042235,3255.375247,3043.020084,2521.556118,1955.310213,2297.418415,2635.901688
GXM22_RS12020,1285.239743,958.6857299,1150.807307,1114.820319,860.4064464,732.0305044,963.8931694,920.2329345
GXM22_RS12025,5806.617085,4718.63186,5447.519487,4920.128174,4097.29318,3149.53011,3832.942142,3790.566587
GXM22_RS12030,8079.069965,7380.754147,8598.897879,7563.611369,6401.549568,4890.351234,5563.759008,5761.661212
GXM22_RS12035,430.3739491,480.9513981,461.1439505,455.7377291,389.3810195,434.5133807,344.4870371,418.7118168
GXM22_RS12040,471.5486777,480.9513981,519.9842766,499.6765685,446.5321047,431.7457796,364.6030684,352.2311105
GXM22_RS12045,953.8812129,934.5577334,1026.284756,972.7854666,814.5599715,788.766328,665.5053709,646.1458121
GXM22_RS12050,275.4785415,278.276227,236.7296838,247.2837005,428.3191215,434.5133807,324.3710057,422.2108014
GXM22_RS12055,209.7950458,227.6074342,217.5723684,235.0216989,355.4671888,404.069768,337.7816933,306.7443115
GXM22_RS12060,9057.459945,8766.505416,8274.591896,7195.751319,11965.30191,10522.41958,13735.89675,10891.17255
GXM22_RS12065,1757.768772,1737.215752,1595.530701,1479.614869,2286.671439,1901.341991,2832.169582,2050.404942
GXM22_RS12070,457.8237682,498.6452622,525.4577953,560.9865769,551.4137664,453.8865888,454.2870416,433.8740832
GXM22_RS12075,279.3999442,249.3226311,269.570796,303.4845416,263.774239,236.6298984,164.2809228,208.7727443
