id,MS2contr_R1,MS2contr_R2,MS2RsaI_R1,MS2RsaI_R2,MS2RsaI_R3,MS2RsaImut2_R1,MS2RsaImut4_R1
HG001_00469,69,132,85,55,206,157,168
HG001_01044,563,455,720,670,539,470,408
HG001_01320,72,66,66,111,85,70,51
HG001_00152,10,5,3,23,10,3,5
HG001_00263,40,22,30,86,25,17,11
HG001_00938,1196,1075,1308,1946,1154,1037,542
HG001_01658,55,140,51,80,182,134,113
HG001_02436,92,174,107,142,194,91,73
HG001_02563,18,12,16,28,18,14,7
HG001_00632,1,1,1,4,3,3,2
HG001_00145,1178,719,1123,1263,1140,871,906
HG001_02036,1,4,2,5,5,4,4
HG001_02635,39,54,30,54,82,48,35
HG001_00225,3,12,3,18,10,11,2
HG001_01479,21,24,26,22,35,29,24
HG001_01978,31,109,35,77,100,71,47
HG001_00447,2,6,4,9,5,10,3
HG001_01432,364,502,357,430,714,480,402
HG001_00166,222,187,229,372,203,138,115
HG001_00114,183,1053,133,154,2251,920,753
HG001_01028,1822,672,1525,2632,921,468,648
HG001_01406,1,0,1,3,2,0,0
HG001_01572,145,431,216,186,449,298,369
HG001_02205,11,17,12,22,19,20,13
HG001_02749,803,838,879,1036,1034,640,716
HG001_00374,1,6,0,5,10,4,3
HG001_00877,36,25,41,44,34,27,17
HG001_02750,327,413,402,491,431,347,256
HG001_00420,550,509,379,546,1094,645,517
HG001_00728,19629,14377,14411,20010,28706,19671,11794
HG001_01065,89,540,134,115,572,423,203
HG001_02307,192,228,167,270,308,146,222
HG001_00712,840,296,858,1283,336,291,180
HG001_01648,309,223,564,544,158,182,147
HG001_02505,10,10,5,17,18,5,5
HG001_02743,8,16,8,14,21,12,14
HG001_00140,770,759,811,955,975,533,653
HG001_00602,194,135,222,283,148,121,68
HG001_00431,145,102,150,241,109,80,54
HG001_02483,17,38,16,21,55,34,27
HG001_01973,1,3,0,2,9,1,6
HG001_02153,4,5,4,9,7,4,10
HG001_00619,571,965,705,987,910,803,481
HG001_02148,539,602,529,965,630,410,345
HG001_02167,250,149,195,267,272,204,122
HG001_02228,55,69,40,86,96,62,61
HG001_01359,9,9,11,8,16,9,8
HG001_01625,268,249,200,266,483,317,197
HG001_01984,0,0,1,2,1,1,0
HG001_02063,1057,991,1210,1375,1149,848,698
HG001_00404,167,88,178,240,101,65,50
HG001_01329,33,99,41,35,127,45,34
HG001_02710,34,50,37,36,71,42,25
HG001_00338,0,0,0,4,2,0,0
HG001_01389,1,5,2,8,4,4,4
HG001_02440,87,262,118,191,212,163,251
HG001_02524,152,59,126,164,106,70,59
HG001_01132,151,143,147,120,260,157,132
HG001_01145,281,331,420,324,343,251,189
HG001_01686,3,1,1,6,4,1,0
HG001_00509,843,276,959,1089,319,304,433
HG001_02497,25,21,24,33,30,34,13
HG001_02683,1489,663,1693,2242,691,582,422
HG001_00157,12,2,6,34,2,2,5
HG001_00650,29,38,37,31,49,36,18
HG001_00314,2,2,2,5,4,9,7
HG001_02679,32,45,29,73,43,39,21
HG001_00305,20,33,18,25,48,50,24
HG001_00697,1744,2368,1479,1796,3962,2655,1641
HG001_02368,1352,910,1420,1490,1232,708,755
HG001_02374,40,21,61,76,14,21,9
HG001_00908,1347,7033,2754,2028,5303,5313,3289
HG001_01907,120,25,76,138,59,37,51
HG001_02344,8450,8419,6198,10051,14081,7955,7736
HG001_00273,49,70,65,70,72,70,44
HG001_00398,172,390,303,457,245,213,135
HG001_02087,0,5,1,1,8,10,1
HG001_01552,699,405,746,1262,385,298,282
HG001_01668,184,142,132,261,209,105,137
HG001_01894,40,58,46,40,80,42,49
HG001_01997,2,1,2,4,3,1,2
HG001_00935,2,0,3,4,1,1,2
HG001_01005,163,217,328,596,103,130,57
HG001_01718,21,6,24,21,11,10,10
HG001_01830,978,516,1099,1534,519,392,296
HG001_01910,9,4,8,14,7,6,7
HG001_02741,92,65,127,166,52,31,39
HG001_00028,194,70,205,300,73,50,41
HG001_00246,125,52,81,174,85,42,32
HG001_01262,23,16,18,31,26,24,21
HG001_01167,0,0,1,2,1,0,0
HG001_02373,557,450,522,843,523,291,271
HG001_00012,3,4,2,8,6,6,4
HG001_01204,7,57,12,18,53,30,17
HG001_01368,9,7,12,12,9,7,5
HG001_02361,240,218,196,274,340,200,130
HG001_00346,32,30,31,62,30,19,17
HG001_01845,440,550,377,453,901,707,778
HG001_01852,3,23,8,4,25,14,12
HG001_02657,57,120,45,81,160,102,82
HG001_01705,22,9,39,50,4,7,0
HG001_02413,634,401,712,735,491,404,311
HG001_02573,11,9,13,12,14,16,12
HG001_00085,9,26,7,10,41,25,16
HG001_00633,0,5,3,6,2,6,4
HG001_01464,2,5,2,3,9,1,3
HG001_01990,3,3,4,12,2,2,1
HG001_01623,1160,1170,1020,1142,1915,1293,959
HG001_00317,608,2271,1209,1922,1242,1649,534
HG001_01702,4,6,9,9,4,7,8
HG001_01606,2833,1879,2220,2945,3304,2177,4009
HG001_02552,0,2,0,5,2,4,3
HG001_01729,0,2,0,0,7,3,2
HG001_02303,39,49,48,42,61,39,43
HG001_00645,74,120,103,98,120,77,86
HG001_00677,0,1,2,3,1,0,0
HG001_01018,190,113,227,275,111,166,161
HG001_02439,26,48,37,64,34,35,28
HG001_02499,2116,700,1463,4735,676,552,734
HG001_00150,1,1,4,6,0,1,0
HG001_00394,1513,1987,2364,1733,1884,1483,1550
HG001_00726,49,19,24,74,34,22,8
HG001_00349,9,3,7,14,6,6,7
HG001_01678,89,131,129,74,158,125,116
HG001_01751,19,20,13,21,37,27,25
HG001_01844,66,35,82,185,18,31,23
HG001_02502,47,58,37,68,77,36,43
HG001_01988,0,0,2,2,0,2,0
HG001_02305,63,152,51,79,209,108,80
HG001_02523,110,37,102,148,48,29,33
HG001_01504,787,1525,937,1251,1453,1051,918
HG001_01804,0,5,0,0,11,1,0
HG001_02565,19,27,8,37,38,18,16
HG001_00254,131,230,183,186,216,147,130
HG001_00329,444,1002,427,520,1318,1039,1133
HG001_01349,0,2,1,5,2,0,0
HG001_01979,1,1,0,6,2,0,1
HG001_02054,440,306,356,561,431,248,173
HG001_02684,8800,10018,12619,14635,8245,6150,5056
HG001_00122,8,3,7,15,4,3,2
HG001_00536,23,38,24,27,50,34,40
HG001_01224,167,123,150,151,209,147,121
HG001_01352,16,9,10,24,15,10,3
HG001_01673,509,707,618,734,700,646,356
HG001_02306,18,44,19,15,66,47,58
HG001_00517,71,34,65,67,61,63,85
HG001_02422,98,209,92,142,244,470,293
HG001_00424,437,530,422,449,757,597,332
HG001_00062,85,128,89,124,140,128,109
HG001_00555,3580,1156,3171,3648,1811,2273,1617
HG001_01983,0,0,0,6,0,1,0
HG001_02300,38,81,42,69,78,64,56
HG001_02308,206,385,202,235,503,295,317
HG001_01660,376,1062,384,549,1160,1035,817
HG001_02114,165,73,113,161,150,124,61
HG001_00382,8,1,2,13,4,1,0
HG001_00832,19,108,20,43,103,55,61
HG001_00037,92,84,122,124,81,60,59
HG001_00223,20,15,23,50,9,24,10
HG001_02013,1,2,1,4,3,2,1
HG001_02146,198,237,260,293,218,199,101
HG001_02382,465,432,421,501,626,466,462
HG001_02577,91,81,114,148,71,63,68
HG001_00686,10,13,28,24,6,4,4
HG001_01394,3,3,2,6,5,0,0
HG001_01475,14,47,22,12,56,55,27
HG001_02209,242,206,294,409,180,129,107
HG001_02696,2,5,3,16,2,2,2
HG001_00053,83,143,74,94,197,140,89
HG001_00279,7,2,6,9,5,3,6
HG001_01298,534,614,727,1154,437,283,443
HG001_01995,37,26,39,79,20,29,16
HG001_02304,321,964,316,378,1214,643,639
HG001_02399,52,38,48,78,44,31,25
HG001_01212,10,15,11,16,17,19,22
HG001_02093,193,163,140,217,265,167,102
HG001_00032,2,14,0,3,24,29,19
HG001_01650,391,241,551,924,154,125,99
HG001_01807,0,0,1,0,2,0,1
HG001_02108,1411,985,1254,1909,1211,828,632
HG001_01570,68,140,66,96,161,139,175
HG001_02044,136,88,172,177,87,80,50
HG001_01372,4,3,4,5,6,3,6
HG001_02549,47,26,42,84,26,26,12
HG001_02294,6,19,12,14,14,28,8
HG001_00296,0,1,1,6,0,0,2
HG001_00695,46,19,50,105,12,11,10
HG001_01321,2943,4515,2725,3769,5561,6044,3613
HG001_01959,81,31,102,162,19,29,27
HG001_02558,7,4,5,20,3,1,10
HG001_01456,11,14,11,20,15,12,3
HG001_01616,0,0,0,1,2,2,1
HG001_02406,1994,689,2204,2125,840,706,423
HG001_00049,37,47,25,43,75,43,41
HG001_00121,11,40,25,18,30,35,32
HG001_01467,10,6,15,19,4,2,6
HG001_00341,82,27,119,74,29,28,12
HG001_01195,73,534,53,62,924,697,488
HG001_01953,237,146,169,295,223,174,189
HG001_02588,12926,13320,10498,14350,19875,12786,11619
HG001_00534,5,4,2,5,12,5,6
HG001_00956,10,8,6,10,19,17,24
HG001_01092,10,47,8,14,60,59,37
HG001_00378,95,47,89,129,56,47,33
HG001_01211,74,276,76,103,307,565,287
HG001_02528,26,19,32,47,15,16,14
HG001_02583,1,3,0,10,2,3,2
HG001_00384,122,196,137,160,211,151,94
HG001_02722,30,16,20,49,21,18,4
HG001_01286,400,259,445,370,341,277,223
HG001_01417,72,129,48,69,230,141,157
HG001_02151,1950,1960,2185,2246,2228,1535,1541
HG001_02613,9,17,17,15,14,6,6
HG001_02703,21,4,21,55,1,2,2
HG001_00027,155,85,132,203,110,111,84
HG001_00035,97,90,70,110,142,105,76
HG001_00510,37,27,38,46,33,29,23
HG001_02434,408,280,361,610,313,190,209
HG001_01536,196,222,222,284,219,193,99
HG001_02051,268,701,214,241,1188,736,643
HG001_02170,920,1062,1562,1905,670,575,441
HG001_00668,218,224,170,297,289,176,228
HG001_02658,828,749,866,1438,680,528,425
HG001_00244,39,39,26,63,49,35,15
HG001_01656,443,526,541,750,446,294,295
HG001_02224,834,1610,632,1014,2284,1514,1033
HG001_01029,6083,1531,5185,8450,1821,668,1065
HG001_01471,171,323,199,190,366,221,205
HG001_01732,2,0,3,2,1,0,1
HG001_00141,1214,1287,1102,1228,1838,922,1498
HG001_00560,1752,2323,1717,2413,2544,2252,1969
HG001_00585,49,90,52,67,98,58,54
HG001_02016,0,0,0,2,1,0,1
HG001_00047,9,5,10,11,7,7,7
HG001_01407,355,43,314,465,55,47,53
HG001_02302,10,4,8,13,7,6,3
HG001_00497,90,116,61,144,141,70,78
HG001_01073,154,104,118,134,192,139,92
HG001_00100,260,327,249,386,345,414,272
HG001_00810,115,109,136,185,95,84,70
HG001_01024,170,165,157,274,168,91,81
HG001_01915,5311,1749,4309,8568,1897,1865,1219
HG001_01919,55,134,28,43,297,105,113
HG001_02345,732,598,678,784,803,541,388
HG001_01403,0,1,0,4,1,0,2
HG001_01478,18,36,21,17,46,29,22
HG001_01893,5,24,3,11,28,15,9
HG001_02642,71,58,62,88,75,50,49
HG001_00882,1,2,2,0,5,2,1
HG001_02572,2,1,1,5,2,1,1
HG001_00350,314,50,271,692,35,35,44
HG001_00811,72,39,63,101,46,44,49
HG001_01095,90,130,93,101,157,99,99
HG001_01725,70,7,62,60,16,9,7
HG001_02348,24,43,27,26,52,42,26
HG001_01201,88,133,163,235,65,82,70
HG001_01228,3,1,1,8,2,5,3
HG001_01630,236,942,185,221,1514,913,1155
HG001_01832,158,264,144,297,244,186,142
HG001_02238,2,4,3,5,4,4,2
HG001_02738,36,22,28,80,18,19,15
HG001_01125,0,0,0,4,0,0,1
HG001_01405,3,1,2,13,0,0,0
HG001_01470,2233,3235,2488,3020,3249,2056,1615
HG001_00112,172,689,117,125,1404,558,490
HG001_01949,4239,3726,5080,8461,2764,3061,2368
HG001_02538,88,40,72,107,56,49,33
HG001_01175,2,1,1,5,2,1,2
HG001_02060,886,1110,1080,861,1263,1414,1491
HG001_02149,4021,4828,3162,4854,6576,4745,3102
HG001_00859,86,119,101,122,114,94,81
HG001_02164,2152,2673,2777,4392,1891,1801,1538
HG001_00372,131,129,284,148,85,95,53
HG001_01427,18,16,12,25,23,23,9
HG001_01736,21,41,13,29,56,22,36
HG001_02011,1,6,1,11,3,1,5
HG001_02012,0,1,0,1,3,0,0
HG001_02506,40,41,24,50,62,24,13
HG001_00275,34,16,38,74,10,5,6
HG001_00660,490,699,547,949,554,522,336
HG001_02391,155,95,135,245,98,62,64
HG001_00597,184,150,166,224,184,125,79
HG001_00620,1159,1261,1447,1674,1109,1130,662
HG001_00673,2,2,0,4,5,2,0
HG001_02662,603,292,784,552,318,272,196
HG001_00007,30,76,26,65,68,39,36
HG001_00615,0,4,2,2,3,3,2
HG001_00885,12,5,9,18,7,2,9
HG001_01136,41,66,38,57,74,63,46
HG001_01987,363,447,361,451,503,316,271
HG001_02578,3305,3191,3453,3896,3568,2951,1651
HG001_00077,23,7,20,48,5,2,2
HG001_00228,123,186,128,276,140,108,72
HG001_00324,1915,1737,2667,2966,1340,1919,1436
HG001_02049,952,632,761,1554,666,448,296
HG001_02346,163,255,149,198,306,169,84
HG001_00080,40,40,46,64,35,38,19
HG001_01003,231,75,295,337,58,70,75
HG001_01374,29,10,21,34,17,14,8
HG001_02409,25,19,18,41,22,13,14
HG001_02456,20,28,20,69,15,14,14
HG001_00806,397,367,297,499,489,218,287
HG001_01750,260,173,200,244,281,131,101
HG001_02066,0,1,0,7,0,1,0
HG001_00093,53,45,50,68,52,37,20
HG001_00117,2,4,1,4,6,1,1
HG001_01557,587,629,398,617,1017,620,336
HG001_01586,154,310,192,180,312,183,155
HG001_02676,170,36,150,437,22,8,8
HG001_00107,99,717,55,75,1479,589,448
HG001_00481,780,518,721,793,696,626,668
HG001_00601,171,184,166,155,253,150,131
HG001_01792,37,34,40,39,41,23,36
HG001_00721,2051,1929,1566,1936,3142,2722,1522
HG001_00751,78,14,106,95,10,14,9
HG001_00865,214,316,207,242,378,234,221
HG001_01387,1,5,2,2,6,3,0
HG001_01812,0,1,0,0,4,3,2
HG001_02367,1684,1093,1789,2166,1121,778,640
HG001_02626,2,23,4,3,25,17,15
HG001_01129,219,407,205,310,431,217,81
HG001_01037,150,126,106,201,163,114,53
HG001_02250,2156,1055,1703,1849,1794,1357,1022
HG001_01818,0,0,1,0,1,1,0
HG001_01794,0,0,0,1,1,1,1
HG001_02398,17,14,29,19,11,9,9
HG001_01086,279,311,282,255,406,251,193
HG001_02728,13,10,8,37,7,8,2
HG001_00483,779,593,920,975,568,419,365
HG001_00825,4,1,1,5,4,0,2
HG001_01950,755,1189,862,1391,926,913,726
HG001_02542,63,65,92,127,41,28,21
HG001_00580,364,399,383,398,452,192,249
HG001_01388,1,2,1,1,4,0,1
HG001_00022,1857,2259,2470,3450,1585,1749,1150
HG001_01827,1119,1006,1153,1160,1190,839,594
HG001_02442,2,1,0,8,1,0,3
HG001_00402,179,109,125,145,207,93,87
HG001_01165,0,0,3,0,0,0,0
HG001_01923,16,12,9,12,29,14,23
HG001_02160,67,227,90,91,204,259,163
HG001_01133,415,386,326,344,654,378,394
HG001_01179,2,12,1,6,13,12,5
HG001_02001,1,1,0,9,0,0,0
HG001_00732,1,0,2,2,0,1,2
HG001_01121,199,205,315,202,172,191,183
HG001_02064,819,636,760,790,848,589,508
HG001_02071,29,13,25,23,23,13,8
HG001_00369,34,35,58,43,24,42,32
HG001_00672,0,1,1,0,2,2,1
HG001_01421,4,7,7,6,6,5,3
HG001_01707,0,0,1,0,1,4,2
HG001_01991,1,0,3,1,0,3,2
HG001_00548,15,3,11,23,4,8,10
HG001_01757,0,0,0,0,2,1,1
HG001_01819,0,0,0,0,2,1,1
HG001_02018,0,0,0,3,0,0,0
HG001_01440,3398,6348,4587,4648,5261,3230,2929
HG001_01481,83,139,80,86,170,158,95
HG001_02038,76,64,54,125,68,51,44
HG001_02539,317,398,245,375,516,348,273
HG001_00443,0,1,0,1,2,0,1
HG001_00906,425,411,482,637,355,275,218
HG001_01012,13,8,8,31,6,5,9
HG001_01134,186,157,109,169,300,151,124
HG001_01756,0,0,0,0,2,0,0
HG001_02017,0,0,0,0,2,0,1
HG001_00160,28,82,42,42,67,42,54
HG001_01977,218,141,213,258,157,101,100
HG001_02490,136,100,106,169,126,123,66
HG001_00848,0,0,2,0,0,0,0
HG001_01335,677,1047,841,1131,807,663,519
HG001_02095,211,364,194,230,440,268,230
HG001_02405,582,464,661,1250,310,377,192
HG001_02504,11,28,11,10,36,13,18
HG001_02511,258,424,214,275,556,517,202
HG001_02608,17,4,23,19,3,2,2
HG001_00158,19,17,5,41,20,9,15
HG001_00163,616,1554,727,1120,1177,1023,913
HG001_00385,0,1,0,1,2,2,0
HG001_00418,6814,6426,6907,9043,6390,4175,4984
HG001_01275,61,100,81,95,80,46,34
HG001_01582,44,47,59,48,44,41,34
HG001_01753,2,0,0,3,2,1,0
HG001_01896,4,4,3,1,11,3,5
HG001_01911,48,36,23,48,70,31,27
HG001_01965,123,267,75,111,489,721,335
HG001_02004,0,7,2,3,4,5,8
HG001_02495,485,169,383,659,195,120,154
HG001_00030,247,420,290,361,363,321,231
HG001_00690,97,152,75,126,181,160,183
HG001_00873,0,1,0,1,2,3,0
HG001_00936,18,51,21,21,54,38,46
HG001_02541,52,104,64,93,81,55,37
HG001_00342,9,0,3,9,3,1,1
HG001_01924,1,0,1,0,2,0,0
HG001_02531,2,1,2,4,1,1,1
HG001_00220,3,8,4,5,8,10,1
HG001_00351,103,139,111,153,125,87,67
HG001_01080,968,877,1150,1062,867,750,543
HG001_02717,3,1,3,3,2,0,2
HG001_00729,12,10,8,25,9,5,3
HG001_01166,0,1,0,1,2,0,0
HG001_01624,350,212,194,294,463,303,234
HG001_01667,5,20,7,7,20,14,9
HG001_01659,8884,6367,9358,9941,6766,4951,4556
HG001_01755,129,92,81,150,138,155,77
HG001_00533,4,7,2,4,12,6,2
HG001_00912,2746,642,2558,3689,652,505,715
HG001_01206,484,319,406,501,423,295,216
HG001_01661,236,452,197,210,649,460,298
HG001_01760,0,1,0,0,3,1,1
HG001_02724,11,12,11,29,7,9,3
HG001_00099,709,1500,781,1168,1230,952,743
HG001_00546,51,69,38,78,74,62,34
HG001_01219,44,56,49,41,65,46,46
HG001_01932,254,207,211,282,263,245,138
HG001_00405,72,54,85,65,60,41,28
HG001_01749,63,47,43,55,81,40,41
HG001_01030,202,119,153,231,159,124,130
HG001_00161,105,513,142,159,415,289,235
HG001_00663,131,137,107,166,158,122,51
HG001_00707,0,5,1,4,3,2,0
HG001_01074,96,119,68,67,223,147,102
HG001_01383,0,2,0,1,3,2,5
HG001_01469,34,43,56,69,24,19,12
HG001_01875,2,14,3,3,15,8,2
HG001_00284,25,29,29,55,18,18,12
HG001_02714,4,9,6,6,8,11,5
HG001_00020,0,0,0,0,1,0,0
HG001_00605,83,106,93,119,93,83,32
HG001_01395,0,0,0,0,1,0,0
HG001_01512,31,27,20,44,33,37,16
HG001_01716,0,0,0,0,1,0,0
HG001_01821,0,0,0,0,1,0,0
HG001_01876,0,7,2,0,7,6,6
HG001_02532,0,0,0,0,1,0,0
HG001_02700,6,2,3,12,2,2,2
HG001_02711,92,74,58,110,105,86,72
HG001_00095,0,0,1,0,0,0,0
HG001_00301,6,14,4,5,22,30,11
HG001_00789,156,109,120,154,158,103,122
HG001_00874,0,0,1,0,0,0,0
HG001_00937,15,35,14,15,43,37,23
HG001_01183,152,684,251,297,415,657,227
HG001_01373,76,56,68,96,61,55,21
HG001_01400,2,3,3,6,1,3,7
HG001_01420,361,241,421,518,198,153,133
HG001_01801,0,3,0,1,4,3,1
HG001_02239,3,3,4,14,0,0,2
HG001_02476,137,126,214,194,85,92,53
HG001_00139,1201,1673,1396,1607,1458,1545,1487
HG001_00484,476,483,422,437,648,437,419
HG001_00823,14,3,7,22,4,4,0
HG001_00827,517,172,378,642,218,141,287
HG001_01208,59,72,41,50,119,97,99
HG001_01806,0,10,0,0,14,3,1
HG001_00969,17,23,16,19,27,19,18
HG001_01264,91,88,76,85,121,68,54
HG001_00110,78,462,54,47,853,412,371
HG001_00322,8,4,3,10,7,3,0
HG001_00379,195,153,197,199,174,111,79
HG001_01430,488,370,363,488,538,656,309
HG001_02010,0,1,0,2,1,0,0
HG001_02070,119,71,110,142,78,54,44
HG001_00367,53,24,47,51,33,30,15
HG001_01124,3928,139,3373,6284,117,207,543
HG001_01192,8,21,12,11,18,14,18
HG001_01248,28,5,20,39,6,3,6
HG001_01311,34481,14927,36057,38056,15540,10736,10938
HG001_01783,114,102,87,154,115,104,68
HG001_01916,775,869,674,876,1020,801,520
HG001_00979,3,2,1,4,4,2,1
HG001_01170,0,0,0,1,0,0,0
HG001_01226,0,0,0,1,0,0,0
HG001_01375,0,0,0,1,0,0,0
HG001_01809,0,0,0,1,0,0,0
HG001_02067,0,1,0,0,3,3,2
HG001_02396,0,0,0,1,0,0,0
HG001_02536,0,0,0,1,0,0,0
HG001_00353,36,28,32,57,25,29,16
HG001_00485,634,1289,550,759,1452,1243,1257
HG001_01703,14,55,14,26,49,36,19
HG001_02127,4668,4929,4077,5908,5319,3670,2896
HG001_02313,519,829,567,843,671,441,274
HG001_02653,10,44,7,25,38,18,10
HG001_00143,509,1079,443,499,1374,825,762
HG001_00323,1525,1908,1640,2105,1699,1698,1218
HG001_00535,5,5,4,6,7,10,6
HG001_00565,297,2698,325,296,2916,1748,1004
HG001_01304,286,166,425,452,90,291,570
HG001_01547,7,9,6,6,13,3,8
HG001_02397,18,20,18,22,21,14,14
HG001_01047,81,41,96,86,39,35,14
HG001_01350,1,0,1,2,0,0,1
HG001_01391,1,6,1,3,6,2,1
HG001_01851,0,1,0,0,3,3,3
HG001_02508,19,9,14,21,13,6,10
HG001_02554,1,0,1,2,0,1,0
HG001_00991,60,24,79,56,22,19,4
HG001_01408,115,101,79,105,159,114,55
HG001_01483,266,480,262,307,508,408,331
HG001_02362,26,17,11,22,40,35,14
HG001_02675,34,53,37,57,42,36,63
HG001_00551,100,81,82,108,102,65,67
HG001_00837,6,10,5,16,7,5,2
HG001_01367,0,1,2,1,0,0,0
HG001_02372,18,34,15,33,30,29,17
HG001_02419,65,55,52,85,61,71,47
HG001_02503,16,37,14,23,38,23,28
HG001_02617,15,36,22,22,28,34,24
HG001_00566,53,1245,56,58,1322,743,425
HG001_00669,983,1932,846,1187,2143,1429,1319
HG001_02493,162,619,193,278,471,485,269
HG001_02513,391,983,621,595,654,642,371
HG001_00542,39,90,21,37,141,120,78
HG001_01088,467,889,413,564,967,518,511
HG001_00569,347,1536,262,379,1942,1285,675
HG001_01791,343,497,633,571,277,339,159
HG001_00888,908,184,811,1206,182,133,145
HG001_02088,0,2,1,5,0,0,0
HG001_02241,111,106,149,199,67,59,33
HG001_02386,27,32,27,41,28,22,15
HG001_00293,6,16,9,8,14,6,4
HG001_01594,59,56,63,65,57,37,52
HG001_02337,6,11,2,7,18,28,12
HG001_02478,33,43,40,48,34,35,26
HG001_02715,14,14,8,19,18,13,8
HG001_00371,85,61,170,97,35,33,16
HG001_00719,130,740,145,177,670,673,597
HG001_00784,62,49,56,78,51,64,57
HG001_00868,7,14,5,1,29,7,8
HG001_01382,0,2,0,0,4,3,3
HG001_01390,0,4,0,5,2,1,0
HG001_01704,21,48,28,35,35,58,40
HG001_01974,637,330,555,917,314,421,177
HG001_02045,2671,1872,2359,2606,2343,2225,3351
HG001_02061,33650,24533,33518,35190,26614,23085,17750
HG001_01336,350,1028,262,288,1599,1363,929
HG001_01435,3588,5570,2978,4151,6435,5736,3940
HG001_02024,4,2,0,3,9,5,2
HG001_00881,5,5,3,3,10,5,2
HG001_01501,119,111,111,203,89,92,52
HG001_01840,3905,2192,3069,4242,2745,1589,2203
HG001_02322,79,36,76,111,31,42,32
HG001_00026,14,29,12,12,38,24,24
HG001_00055,1211,2573,816,1538,3140,2212,1387
HG001_01698,3398,2282,3723,6296,1595,1562,998
HG001_02416,81,70,69,93,80,63,45
HG001_02720,19,3,9,21,8,12,4
HG001_00515,39,87,36,51,88,59,61
HG001_00540,370,186,317,410,217,149,137
HG001_01376,0,1,1,0,1,0,0
HG001_01581,3,26,7,7,19,12,8
HG001_02195,0,0,0,0,1,1,0
HG001_02227,271,392,168,279,586,415,317
HG001_02338,1,13,8,6,3,10,8
HG001_00087,259,600,261,215,725,490,352
HG001_00547,501,378,284,584,554,649,295
HG001_02425,7,11,13,9,7,10,4
HG001_02650,522,1210,639,911,850,887,401
HG001_00612,212,359,164,219,457,334,296
HG001_01824,0,0,0,1,0,1,0
HG001_02299,0,0,0,1,0,1,0
HG001_02467,57,22,57,59,24,25,15
HG001_00041,11,5,16,29,0,3,2
HG001_00321,611,271,627,898,221,214,238
HG001_01237,647,801,675,723,798,575,407
HG001_02028,0,0,0,0,1,1,1
HG001_02166,803,500,627,781,682,819,729
HG001_02706,2,0,2,0,2,2,1
HG001_00352,95,108,76,134,109,59,53
HG001_00738,0,3,0,0,5,6,1
HG001_01808,0,3,0,0,5,6,1
HG001_02390,2,15,9,9,5,10,4
HG001_02471,0,1,0,1,1,1,0
HG001_01075,74,259,69,58,331,345,231
HG001_01999,4,3,1,11,2,2,1
HG001_02316,127,156,114,199,136,131,85
HG001_00884,0,1,0,3,0,0,0
HG001_01141,1320,1144,1236,1794,1069,707,594
HG001_01631,560,414,434,557,547,371,331
HG001_02522,37,18,23,33,33,32,23
HG001_00084,251,187,256,308,175,166,141
HG001_00332,97,153,91,130,146,169,90
HG001_00475,23390,45631,45596,86429,15525,26891,11454
HG001_02426,7,8,10,9,6,3,3
HG001_00688,21,19,33,24,13,14,5
HG001_01516,433,409,420,503,413,341,274
HG001_01672,841,401,969,1018,343,251,298
HG001_01980,1,0,1,1,0,0,0
HG001_02005,0,3,1,0,3,1,1
HG001_00172,0,2,0,1,2,0,1
HG001_00506,61,17,69,101,9,9,4
HG001_00600,103,85,87,110,100,83,51
HG001_00828,3,10,3,1,15,12,14
HG001_01530,47,150,40,52,167,123,114
HG001_01743,2,0,1,2,1,3,0
HG001_02003,4,10,3,8,9,9,5
HG001_02236,383,274,404,612,205,205,270
HG001_02567,98,27,88,120,27,17,31
HG001_01331,511,297,488,583,304,216,201
HG001_01996,2,0,0,3,1,2,0
HG001_02621,126,92,164,204,58,51,47
HG001_00337,6,0,5,5,0,0,0
HG001_02740,0,2,1,1,1,0,1
HG001_00572,6561,2925,8864,7889,2187,2750,2484
HG001_01293,0,1,2,0,0,0,0
HG001_01437,1,0,0,0,2,0,0
HG001_02021,6,15,5,7,17,18,3
HG001_02537,604,383,624,873,312,233,247
HG001_02751,810,568,726,953,591,532,410
HG001_00491,57,38,61,41,47,42,43
HG001_01370,3,2,2,4,2,0,0
HG001_01679,872,1143,1006,1044,988,721,653
HG001_02590,78,57,70,101,55,33,30
HG001_00375,15,21,9,15,30,30,22
HG001_01413,367,125,303,508,119,100,95
HG001_02488,59,106,46,82,107,60,39
HG001_02514,113,210,77,93,322,254,219
HG001_02550,2,8,4,1,8,6,3
HG001_02713,14,4,7,16,7,3,6
HG001_00129,28249,70818,28375,35537,65318,38229,26236
HG001_01502,111,283,136,146,232,136,124
HG001_02363,62,107,54,62,124,88,113
HG001_02637,139,228,121,151,252,155,120
HG001_00057,62,12,33,95,13,5,6
HG001_00299,19,31,8,26,40,60,20
HG001_00889,0,1,0,0,2,1,2
HG001_02022,1,0,0,2,0,0,0
HG001_02516,43,20,31,55,22,12,4
HG001_00360,555,199,402,398,345,247,213
HG001_01466,0,2,0,2,1,2,0
HG001_01780,11,29,9,12,33,43,21
HG001_02661,53,26,40,68,28,16,21
HG001_00831,0,2,2,1,0,2,1
HG001_01346,28,28,23,31,32,29,25
HG001_01491,1963,3231,1753,2124,3513,1909,1399
HG001_01982,2,1,0,4,1,0,0
HG001_02242,83,48,55,115,52,40,27
HG001_02501,5,14,3,11,12,7,9
