GeneName,X50470,X50471,X50472,X50473,X50474,X50475,X50476,X50477,X50478,X50480,X50481
EW029_RS04175,930,716,563,633,439,408,841,1124,201,681,542
EW029_RS04180,2583,1983,1449,1447,1086,965,2293,3065,546,1799,1534
lipA,5599,4561,4232,3734,3888,6262,4339,4677,1452,3428,4691
EW029_RS04190,632,469,662,645,450,800,541,760,173,555,506
EW029_RS04195,515,510,386,567,846,650,278,253,68,217,98
EW029_RS04200,1027,738,897,903,718,1006,876,687,94,582,699
EW029_RS04205,1535,1364,1665,1205,1219,1684,1697,1305,375,1136,1678
EW029_RS04210,3025,2169,2486,2462,1920,2449,3318,2187,446,1629,1803
EW029_RS04215,25,4,6,42,14,20,10,8,2,7,2
dltX,392,138,162,297,165,353,133,120,12,94,87
dltA,5225,2882,3060,3096,3524,5318,2467,2075,587,2340,2398
EW029_RS04230,4677,3199,3623,2720,3813,4155,1566,1656,359,2053,1486
dltC,2044,1192,1375,1566,1243,1373,612,617,81,580,402
dltD,10573,7209,8144,6676,7668,8375,2925,3614,529,3223,2375
EW029_RS04245,1691,2283,2522,1622,2883,3199,1167,1609,903,1479,1249
EW029_RS04250,397,361,277,410,237,339,234,291,45,157,119
EW029_RS04255,2267,2101,2219,1761,2486,4078,2455,1943,1155,2091,3591
EW029_RS04260,708,1083,763,562,823,615,1243,1501,325,753,422
EW029_RS04265,1020,1534,1375,1055,1446,1172,1380,1924,411,1181,694
EW029_RS04270,10336,9516,13941,9251,9020,22628,7867,13892,3890,12865,12738
EW029_RS04275,2511,2513,3414,2655,2123,2737,2141,2251,453,1561,1649
EW029_RS04280,2622,625,1512,1307,368,1400,727,695,134,372,482
EW029_RS04285,915,264,535,402,201,623,232,231,105,283,320
EW029_RS04290,525,254,246,721,143,215,306,186,22,132,45
EW029_RS04295,2653,3151,2688,1549,2090,2369,933,1012,112,529,564
EW029_RS04300,1172,1437,1257,740,1021,1063,488,496,79,231,244
EW029_RS04305,5187,4962,4300,3400,3556,4000,1978,1993,245,960,1031
EW029_RS04310,10407,12574,10603,5414,9499,10141,4340,4686,825,2605,3372
EW029_RS04315,3275,3360,2944,2208,2728,2875,1448,1514,238,941,1172
EW029_RS04320,1787,2195,2203,1057,1932,1913,832,960,227,640,871
EW029_RS04325,16851,19639,20367,12103,18871,19279,8391,9916,2325,7006,8889
EW029_RS04330,483,600,661,439,558,459,390,550,100,404,475
EW029_RS04335,2278,1938,3603,2635,2482,6619,1585,1764,549,2177,3194
EW029_RS04340,10616,9663,8319,11696,7661,3884,8742,12299,2118,13589,3682
EW029_RS04345,1544,1551,1339,1312,1387,1124,1655,2145,610,1345,1039
EW029_RS04350,4859,5363,4045,3410,2603,899,7196,9721,2468,5721,5079
EW029_RS04355,8384,9748,7885,5565,5271,2958,14237,20585,6379,11933,12248
EW029_RS04360,745,471,569,659,457,562,4676,1657,487,1982,5431
argH,2567,1345,2262,1633,1154,955,26739,14113,2556,9613,2581
EW029_RS04370,1454,646,1324,1339,656,486,9253,5416,1513,4442,1792
EW029_RS04375,13241,13387,18952,9698,12888,20699,16512,13285,4501,20424,25218
EW029_RS04380,1956,1720,1735,1535,1957,2321,1098,944,226,832,735
lepB,2060,1644,1561,1298,1453,2031,904,876,155,691,586
lepB,3659,2669,2558,2817,2294,3332,1399,1515,298,1154,903
addB,4913,3982,3122,3811,3354,2713,3106,3224,512,1895,1933
addA,6833,6202,5217,4306,4894,3875,3743,4235,526,2163,2114
EW029_RS04405,8395,8867,10641,6868,9391,12657,5830,5515,2439,5713,7560
EW029_RS04410,1115,682,632,1040,512,733,505,963,119,244,127
EW029_RS04415,9297,10919,10058,6644,8581,8266,6359,12927,2879,5905,5561
EW029_RS04420,4281,4696,4177,3074,3031,2941,4624,8139,1269,3358,2113
EW029_RS04425,1899,2165,2031,1327,2812,3132,1023,1045,1100,1073,1424
EW029_RS04430,694,489,449,764,432,453,483,384,56,201,134
clpB,6600,8108,2638,4056,2085,631,10874,10780,1396,6319,1643
EW029_RS04440,126,39,40,220,39,74,97,55,7,27,14
EW029_RS04445,105,50,49,240,45,28,120,78,1,45,7
EW029_RS04450,99,38,40,245,34,10,115,46,2,39,7
EW029_RS04455,229,86,67,370,60,45,247,127,6,42,20
EW029_RS04460,152,81,78,155,91,46,109,117,14,45,29
EW029_RS04465,178,133,138,224,245,276,427,208,126,481,742
EW029_RS04470,971,1048,1368,1781,1619,2138,722,902,453,1817,1071
EW029_RS04475,8314,3263,3940,4299,1848,6410,1831,1864,821,1522,1244
fabF,15155,7832,7953,6572,5089,12228,3322,3968,1860,3011,3068
EW029_RS04485,103,121,144,159,302,150,75,115,23,82,58
EW029_RS04490,276,1122,415,491,1749,362,518,670,273,696,835
EW029_RS04495,340,1476,365,627,1771,241,665,681,194,599,719
EW029_RS04500,525,3866,943,1076,4948,313,1302,1188,274,868,949
EW029_RS04505,408,5967,1629,608,8344,412,1488,1569,239,1240,1099
EW029_RS04510,952,15729,4252,1747,21892,1207,3316,3481,350,2737,2012
EW029_RS04515,267,74,74,644,51,27,337,159,5,35,11
EW029_RS04520,243,82,125,570,64,26,457,238,4,161,7
EW029_RS04525,218,101,83,309,83,81,191,189,20,63,28
EW029_RS04530,246,211,156,330,190,110,378,414,64,178,114
EW029_RS04535,395,126,99,927,73,65,480,270,13,70,24
EW029_RS04540,115,75,67,183,75,163,68,38,15,28,72
trpS,1444,1737,2305,1834,2569,4963,1124,1114,332,1201,2240
spxA,81244,143489,123706,93013,161041,71581,69206,94206,19401,100337,43730
tnpA,57,18,17,73,14,12,42,26,3,6,0
mecA,6018,6481,6518,5169,6118,7063,5331,6450,2051,7253,5191
EW029_RS04565,258,154,118,396,90,61,295,140,25,86,106
pepF,5656,6000,7718,4980,6356,8114,2573,1621,622,2066,3584
EW029_RS04575,2430,2200,2252,2272,1214,1863,2871,5071,723,2577,1557
EW029_RS04580,1536,1407,1383,1326,868,1094,2012,2902,507,1702,1118
EW029_RS04585,383,306,535,416,303,791,326,294,118,464,722
EW029_RS04590,447,242,306,429,341,686,533,393,103,409,570
EW029_RS04595,919,695,784,775,829,1509,1234,1049,316,1039,1413
EW029_RS04600,1556,1317,1597,1268,1811,2444,1899,1956,652,2203,2114
EW029_RS04605,765,584,506,527,661,727,671,731,149,425,346
mgtE,2032,1464,1053,1487,1110,1043,1620,1581,220,738,680
EW029_RS04615,3366,2717,2115,2156,1790,1900,1890,2553,371,1165,1227
fabI,4758,3524,4017,3071,2885,6276,2641,4157,1024,3232,2711
EW029_RS04625,3907,6876,6584,4314,8004,8148,2539,4046,999,3261,3879
EW029_RS04630,628,937,951,1021,1659,682,741,516,191,436,365
EW029_RS04635,492,434,403,560,413,471,476,425,77,297,295
EW029_RS04640,7880,9552,11823,8416,9023,6974,9563,9518,3806,10034,9745
EW029_RS04645,4030,3578,3594,2549,2429,3552,1860,2304,868,1613,1424
EW029_RS04650,3930,3907,3573,2378,3169,4080,2135,2420,520,1715,1896
murE,2725,2559,1847,1925,1955,2021,1575,1826,316,987,1217
EW029_RS04660,517,501,331,373,303,272,258,308,73,112,148
EW029_RS04665,5227,5541,4478,3566,3632,4076,2523,3479,640,1990,1958
EW029_RS04670,5919,7584,5102,4529,4759,3920,2667,6455,1787,2219,996
EW029_RS04675,1998,1324,1486,2051,1441,2721,1229,1003,128,541,941
EW029_RS04680,3513,3717,3539,2529,4494,4690,1858,2024,523,1530,1537
EW029_RS04685,1114,1127,1305,1396,1227,1532,1229,1354,309,1163,788
EW029_RS04700,224,136,120,360,165,107,212,208,23,133,54
EW029_RS04705,686,452,686,853,1603,415,273,150,131,419,710
EW029_RS04710,1333,701,958,1255,709,1338,1390,1184,389,1323,1390
EW029_RS04715,2983,1958,1565,2231,1584,2217,502,713,187,518,283
EW029_RS04720,3060,2469,2339,2048,2294,3277,699,1277,463,1087,436
EW029_RS04725,3959,1996,2944,6596,2020,2695,2220,4510,5078,3422,792
EW029_RS04730,80,61,83,99,114,24,64,70,11,73,30
EW029_RS04735,272,139,263,450,297,71,338,229,13,192,88
EW029_RS04740,66,49,69,100,66,21,103,57,6,30,19
EW029_RS04745,30,34,40,78,33,14,51,23,3,34,13
EW029_RS04750,11,11,6,12,23,7,11,8,2,4,2
EW029_RS04755,92,174,122,48,190,99,35,99,19,28,14
EW029_RS04760,80,45,38,101,48,31,55,28,3,11,13
EW029_RS04765,217,207,284,244,324,738,135,67,59,64,89
EW029_RS04770,18,11,7,36,5,2,26,5,0,6,3
EW029_RS04775,1479,1995,2136,1890,3252,7537,871,396,170,422,860
EW029_RS04780,439,277,215,640,207,147,360,249,37,110,52
EW029_RS04785,190,148,205,247,203,193,155,180,75,293,144
EW029_RS04790,325,314,410,409,402,477,307,267,103,385,252
EW029_RS04795,439,203,347,610,140,529,432,251,82,185,253
EW029_RS04800,1640,744,1507,1334,732,4872,955,769,453,914,1230
EW029_RS04805,132,70,79,121,32,75,97,74,15,51,20
EW029_RS04810,1352,738,753,1108,363,783,975,1073,108,505,380
menD,3163,1726,1834,1949,773,1615,1858,2265,369,1051,1089
menH,2314,1093,954,1176,408,913,894,1179,140,471,533
menB,4147,3021,2914,2338,1605,3763,2399,2474,917,1711,2542
EW029_RS04830,84,76,70,173,102,61,121,96,21,62,41
EW029_RS04835,300,313,263,473,312,227,460,371,49,221,207
EW029_RS04840,473,338,328,982,302,160,786,462,71,224,199
EW029_RS04845,1376,3082,2131,1431,6065,3108,1154,823,260,869,1101
EW029_RS04850,556,221,272,554,173,552,316,226,40,187,141
EW029_RS04855,193,191,148,223,186,129,235,205,35,157,139
EW029_RS04860,10,4,3,11,3,1,6,2,0,2,2
EW029_RS04865,15202,18125,15096,8704,38462,12973,32120,28871,8604,19867,36535
EW029_RS04870,181,114,117,293,298,173,202,108,24,81,77
EW029_RS04875,2958,2716,2681,2471,3420,3051,2021,1935,395,1619,1441
EW029_RS04880,6626,5525,5532,5109,7108,6909,4262,4387,734,3408,3432
EW029_RS04885,3681,1995,2970,3221,1945,3623,2901,1691,292,2127,2100
qoxD,8322,10657,8500,4528,7188,9620,6976,8702,2368,4240,4879
qoxC,20332,24208,19916,10658,15624,20693,18850,21718,5977,10151,14166
qoxB,76946,83013,70883,43659,55716,72072,69917,87568,22404,47399,62294
qoxA,46818,49479,45139,29693,39953,44388,49001,60565,14594,38566,45685
EW029_RS04910,4495,4239,6075,5953,5226,9822,9594,6281,3515,16490,14405
EW029_RS04915,91,71,82,85,32,87,79,82,22,49,44
EW029_RS04920,3944,2589,2742,3554,1817,2183,3863,3157,661,2261,1812
purE,239,124,176,289,112,2207,258,255,29,82,65
purK,576,337,416,752,195,3746,743,755,104,208,287
EW029_RS04935,447,214,281,661,149,1037,523,355,65,142,140
purS,177,71,136,305,55,497,194,137,15,45,82
purQ,591,242,350,743,94,952,564,304,36,72,106
purL,3759,1870,3088,3774,1109,5878,2979,1556,152,345,477
EW029_RS04955,5464,2735,5199,5254,1992,8521,3365,1656,178,412,557
EW029_RS04960,5820,2856,4830,5736,1865,6951,3460,1345,104,261,353
purN,4862,1892,2767,4675,1067,3940,2129,769,52,136,183
purH,13206,5731,8586,12095,3087,13304,4866,2103,176,486,668
EW029_RS04975,12901,6499,10105,11370,3832,17011,4342,2756,285,862,576
EW029_RS04980,640,569,489,596,475,421,1588,3892,492,2306,2516
EW029_RS04985,1577,1671,1377,1232,1427,1123,5722,12598,1660,7601,9640
EW029_RS04990,516,740,526,457,668,461,2195,5195,841,3129,4042
EW029_RS04995,194,195,115,377,355,206,432,517,152,2241,736
EW029_RS05000,4826,4021,4886,4046,4871,6919,5727,6139,1732,9175,6221
EW029_RS05005,157,130,158,121,178,134,138,151,44,170,146
EW029_RS05010,5547,5794,4173,3895,4971,3480,5085,5236,724,3558,3926
EW029_RS05015,2415,3589,2502,1486,3592,1602,4536,3162,1444,3448,3177
EW029_RS05020,9465,8717,11314,6078,8233,11153,9077,9005,2953,10841,13298
ptsP,60644,56173,67937,39602,46030,64476,77172,67503,23505,71553,86458
EW029_RS05030,146,132,108,133,144,319,156,316,43,198,101
EW029_RS05035,5117,1569,1177,1535,1094,5112,1427,1471,399,1051,1559
EW029_RS05040,5030,1478,1164,1919,942,3427,1355,930,409,869,1212
EW029_RS05045,4194,1971,1135,1708,1288,1928,1351,1200,499,869,715
EW029_RS05050,967,548,350,363,336,662,216,410,537,379,279
EW029_RS05055,24581,22922,24196,15782,14971,19212,12643,18182,5043,13956,13597
EW029_RS05060,3233,2227,2733,2981,1645,2075,1734,1880,412,1390,1189
EW029_RS05065,1849,990,1488,2187,850,1097,783,965,121,683,429
EW029_RS05070,2032,1313,1485,1399,1139,2838,569,583,169,506,502
EW029_RS05075,3594,3055,2698,3896,2923,3816,1292,1781,253,1678,749
pdhA,24907,23802,22944,16614,13793,25308,23781,35889,9225,23800,27805
EW029_RS05085,16115,15655,12848,8952,8021,13082,14432,21147,6543,12232,16921
EW029_RS05090,28869,25328,18623,13646,12463,19263,22110,29660,7005,14285,20181
lpdA,28178,25841,22959,12811,16873,26435,17566,27284,7473,16490,24052
EW029_RS05100,525,427,272,592,381,361,433,451,72,379,210
EW029_RS05105,999,573,347,738,435,1243,576,510,63,307,354
EW029_RS05110,1474,900,648,1134,695,1848,873,763,90,460,593
EW029_RS05115,885,517,573,721,411,1393,387,402,52,279,345
EW029_RS05120,1361,806,898,1119,606,2223,575,616,77,435,491
EW029_RS05125,2920,1430,1822,2291,1029,3592,1360,1193,195,940,675
EW029_RS05130,11806,10983,9143,8917,11447,11406,5885,7067,1446,4817,2512
EW029_RS05135,1794,1156,1432,1889,1581,1413,983,1502,306,933,699
EW029_RS05140,11771,13960,12333,10523,15426,13951,4708,9095,1278,3816,2236
EW029_RS05145,1371,1758,2455,1894,1648,2814,1618,1524,406,1287,1412
EW029_RS05150,4843,5399,5465,3901,6624,4320,7345,7410,3283,6387,5049
EW029_RS05155,514,442,598,1036,738,831,425,569,312,804,341
typA,36388,17415,25899,27195,9364,21517,7309,15053,1769,5946,3003
EW029_RS05165,606,847,875,878,1012,890,601,996,232,825,444
EW029_RS05170,1480,1770,1992,1575,2012,1869,1162,1892,370,1438,815
EW029_RS05175,930,1297,1102,913,1419,1531,916,1520,529,1263,977
EW029_RS05180,7160,7338,6552,4613,6592,5089,3989,5406,997,3526,1796
EW029_RS05185,7791,14160,16565,4948,27518,8191,24076,9770,3191,11573,24340
EW029_RS05190,6756,7368,11283,8729,7827,10933,5626,8085,2508,7340,6013
EW029_RS05195,4727,4016,2717,2678,2483,5467,2223,3008,961,2329,4094
EW029_RS05200,3474,2874,2453,2627,1855,4302,1488,2218,650,1854,2638
EW029_RS05205,202,144,178,135,126,105,99,172,29,139,44
EW029_RS05210,3976,3489,3356,3231,2571,2496,2419,4329,530,2476,1276
EW029_RS05215,1652,1395,1351,1260,982,990,1005,1695,234,872,566
EW029_RS05220,2084,1204,1291,1520,1153,2138,1112,935,268,736,858
EW029_RS05225,558,204,282,379,204,639,265,232,41,200,164
EW029_RS05230,586,308,405,535,322,794,306,243,87,254,274
rsmD,1348,577,621,933,425,982,600,568,85,364,396
EW029_RS05240,988,481,599,640,386,990,405,451,109,441,461
EW029_RS05245,1679,843,1121,1335,792,1414,695,790,186,601,581
EW029_RS05250,25899,8898,12527,13456,5987,27524,4054,6249,1336,5596,4617
EW029_RS05255,2742,833,1115,1602,456,2540,216,526,80,394,266
EW029_RS05260,4713,1980,2555,4133,1791,4560,911,1673,302,1657,1276
isdB,1324,3901,5158,1073,1247,369,6663,5674,887,1911,2149
EW029_RS05270,2660,16468,12418,1105,10350,2023,7166,3944,760,2819,3201
isdC,350,839,1287,309,790,275,1336,1059,244,998,1575
EW029_RS05280,436,1196,1547,422,1051,263,1495,1293,231,968,1385
isdE,427,1145,1387,359,843,171,1514,1167,250,837,1119
EW029_RS05290,472,1550,1802,292,1023,214,2101,1294,214,881,837
srtB,362,1017,1224,189,581,144,1233,965,111,506,422
EW029_RS05300,286,849,850,187,416,101,997,688,93,345,288
EW029_RS05305,37,14,19,63,12,5,76,63,3,11,5
EW029_RS05310,1397,1554,1427,1480,1424,1383,1414,1727,304,1190,932
EW029_RS05315,2375,1457,1539,1781,1053,1812,756,631,130,377,589
EW029_RS05320,7566,5458,5913,5332,4020,7585,3992,2779,665,2271,3243
EW029_RS05325,56,24,32,99,15,33,40,32,27,40,17
EW029_RS05330,1178,719,585,832,567,891,489,530,132,417,390
zapA,352,213,256,428,293,684,441,379,68,466,514
EW029_RS05340,736,598,747,1041,501,756,930,1663,491,1732,659
polX,1944,1649,1472,1633,949,1184,2718,5309,676,2958,1586
EW029_RS05350,3410,2610,2556,2801,1951,2107,3462,6370,907,3556,2707
trxA,4481,7096,6393,4145,7668,6633,3080,6122,2381,6146,3608
EW029_RS05360,69,45,17,68,19,21,89,72,20,30,23
uvrC,1006,718,428,1374,397,423,1134,1511,239,824,691
EW029_RS05370,2767,3385,1130,1412,1171,679,1787,3082,369,1000,1141
sdhA,11451,13152,5993,7807,5064,4105,7358,15803,2100,5208,6055
sdhB,6975,7440,5443,5733,3879,3920,4320,9545,1258,4095,4013
racE,1102,1487,1052,867,1609,1791,816,996,205,654,666
EW029_RS05390,1123,1759,1113,793,1948,1575,826,846,202,583,528
EW029_RS05395,1202,2110,1289,903,2610,1722,881,1013,249,805,561
EW029_RS05400,103,57,69,170,62,21,110,82,11,50,32
EW029_RS05405,3262,3940,5833,5178,5770,13870,8308,3186,1783,8097,14760
EW029_RS05410,63,160,115,56,151,75,105,99,51,82,92
EW029_RS05415,1042,2085,1479,1245,1767,920,6518,2438,930,1920,1513
EW029_RS05420,641,388,447,909,336,481,696,603,131,762,468
EW029_RS05425,34,22,18,63,34,29,231,51,17,46,97
EW029_RS05430,40,28,27,78,42,24,285,22,22,72,104
EW029_RS05435,100,184,100,48,180,78,158,90,48,60,121
EW029_RS05440,320,427,286,196,417,213,1356,443,157,345,873
EW029_RS05445,790,734,530,534,794,974,1552,518,147,534,689
EW029_RS05450,21,13,29,30,20,46,14,11,4,12,9
EW029_RS05455,1406,1830,1753,1384,2729,1954,1237,1455,420,1462,1348
EW029_RS05460,787,632,590,505,1024,1250,559,575,160,739,768
EW029_RS05465,1517,1164,1011,1175,1830,1961,1084,828,153,996,1054
EW029_RS05470,4289,4113,6046,4220,3936,5680,149726,95821,13738,53755,49084
EW029_RS05475,27,14,14,65,17,18,38,20,1,8,8
EW029_RS05480,47,50,34,51,58,48,26,25,6,19,15
EW029_RS05485,80,63,45,114,64,54,172,97,43,73,103
EW029_RS05490,457,345,244,434,291,232,747,384,87,310,411
EW029_RS05495,319,353,288,399,301,211,687,362,73,308,338
EW029_RS05500,324,272,196,314,211,122,807,412,57,319,298
argF,381,281,185,381,173,56,1620,431,210,686,2741
arcC,500,403,217,582,233,96,2930,652,207,794,2220
EW029_RS05515,1494,1251,819,1425,954,328,5237,1844,483,1192,1578
EW029_RS05520,1331,1690,1531,1239,1593,1241,1484,1557,313,1183,854
EW029_RS05525,2830,3175,4093,2135,3710,2820,3795,2861,1817,4028,4141
EW029_RS05530,340,339,300,335,242,172,149,168,6,76,39
EW029_RS05540,28637,71914,18297,14715,64969,21347,5403,6183,548,1364,1239
EW029_RS05545,6145,19760,5289,2720,20334,6171,1281,1932,381,569,595
EW029_RS05550,2664,2487,1510,1896,1422,1451,879,1601,292,650,441
EW029_RS05555,2815,2432,2070,2697,1883,1712,2302,2909,634,2122,1000
bshC,4755,3500,1306,1964,1410,1146,2799,3769,505,1439,950
mraZ,15263,12819,12470,12924,13016,8777,19396,21766,6960,21000,10542
rsmH,22718,16190,16510,16752,13876,13467,26976,29069,7456,27407,18418
ftsL,5976,3840,3848,5200,2996,3409,7000,6183,1313,5525,4059
EW029_RS05580,18521,11074,10141,8741,6985,9133,17247,18789,2564,9934,7006
EW029_RS05585,3083,1679,1691,1957,776,1721,1936,2634,382,1233,1397
EW029_RS05590,5896,2878,2818,3094,1377,2464,3137,4864,529,2173,2339
EW029_RS05595,7792,3965,3440,3953,1874,2688,3824,6739,680,2834,3131
ftsA,24403,24377,19709,14176,20400,15356,13680,16834,3584,12222,14672
ftsZ,29697,34856,28471,17286,32170,23440,19451,21511,5185,16556,18612
pgeF,661,938,578,423,1018,497,432,420,78,311,484
EW029_RS05615,9459,10690,6649,7002,9749,3605,6792,7407,971,4063,2714
EW029_RS05620,10716,13500,8096,6571,11660,5366,7255,10192,1882,6152,5146
EW029_RS05625,2346,2948,2172,1744,2845,1640,1127,1981,382,1486,1040
EW029_RS05630,3434,2419,2488,2993,2369,3505,1830,2757,349,2070,1072
EW029_RS05635,6984,5081,6077,6744,5687,8558,4553,6657,1525,5528,3685
EW029_RS05640,7490,4548,6223,5544,3866,9278,2259,2615,545,1830,2341
EW029_RS05645,1568,689,709,1050,420,828,764,786,169,498,271
EW029_RS05650,41,14,10,58,8,16,38,15,3,5,3
EW029_RS05655,1741,934,1153,1389,672,1172,376,551,40,321,222
EW029_RS05660,4793,2986,3334,3396,1875,4452,1506,2033,411,1447,1517
pyrR,931,362,296,1327,443,2468,579,358,98,509,916
EW029_RS05670,846,217,229,1208,151,471,752,433,46,372,471
EW029_RS05675,750,156,171,700,128,385,563,320,52,364,435
EW029_RS05680,1233,276,281,1058,210,422,873,447,101,461,564
carA,822,202,210,568,187,352,612,318,73,371,419
carB,5167,1189,1184,2663,936,1625,3048,1549,284,1261,1319
EW029_RS05695,1491,199,278,586,225,335,658,345,47,206,188
EW029_RS05700,1344,210,344,539,250,382,584,319,58,171,151
EW029_RS05705,1326,423,468,1220,486,645,533,555,82,412,207
EW029_RS05710,2560,3086,3257,2358,3054,2394,2183,2872,788,2555,1663
EW029_RS05715,3625,3723,3177,3047,2782,2470,3240,6531,892,3433,1974
EW029_RS05720,3892,4412,3604,3091,4453,4725,2308,2920,485,1733,1929
EW029_RS05725,730,1111,916,605,1185,1301,446,715,225,594,667
coaBC,1386,1615,1213,1010,1177,985,1430,1805,370,1063,1035
priA,3471,3958,2583,2760,2121,1747,2947,3434,707,1747,1805
EW029_RS05740,953,687,665,1097,514,443,680,586,63,241,164
EW029_RS05745,1388,1354,1218,1437,1452,771,1575,2237,1387,3511,1300
EW029_RS05750,691,411,354,654,330,612,626,755,102,452,401
EW029_RS05755,1596,1041,963,1461,867,1584,1243,1905,300,1043,1118
rsmB,2650,1637,1506,2071,1372,1998,1689,2503,397,1504,1349
rlmN,3140,2239,2044,2093,1909,2469,2312,2911,626,1789,2008
EW029_RS05770,1948,1419,1091,1226,942,1148,1061,1367,175,634,638
EW029_RS05775,9339,7337,6576,5956,4635,7639,4329,6823,928,3478,3366
rsgA,1427,1145,1285,1143,805,1171,1296,1546,280,1010,1044
EW029_RS05785,1218,1179,1193,1011,846,1150,1006,1467,317,1000,979
EW029_RS05790,1506,1295,1389,1343,943,1136,1272,1612,344,991,877
EW029_RS05795,12875,20779,18927,13508,32997,24270,8198,12720,11844,16994,10278
EW029_RS05800,4148,2104,2483,3079,1731,3168,2310,2497,314,1543,1203
EW029_RS05805,15431,9973,12075,10109,7080,14899,7419,10499,1756,6673,5802
recG,2557,2675,2031,2011,1870,1347,2869,3170,706,2312,2134
fapR,7064,2040,2056,2408,871,2133,1772,2235,573,1941,1403
plsX,15322,3761,3923,4752,1526,3473,3527,4099,918,3030,2349
fabD,15087,3866,4485,4420,1669,4365,3613,4297,1232,3374,2939
fabG,14319,4082,4519,4744,1940,5288,3225,4077,1173,3042,2824
EW029_RS05835,3098,714,890,1536,375,993,529,673,141,421,342
EW029_RS05840,9896,9342,12120,9350,10113,16337,3216,2897,1055,3352,2377
EW029_RS05845,1127,530,407,1368,270,307,1077,836,100,294,233
smc,4179,2598,1892,3051,1246,2353,3601,4585,686,2539,2508
ftsY,1378,826,432,1035,238,400,1053,1241,216,473,705
EW029_RS05860,818,482,289,468,261,295,472,569,51,264,276
EW029_RS05865,5447,4438,3386,3337,2649,3497,3033,4088,816,2202,2552
EW029_RS05870,4970,4167,5719,7406,4803,12841,1106,1635,452,2038,1982
rimM,1134,479,696,1046,293,1266,425,344,74,223,407
trmD,2144,925,1337,1701,531,2133,772,665,137,474,705
EW029_RS05885,25022,12508,19401,14150,9053,30880,2726,5464,4032,5058,4249
EW029_RS05890,2125,1794,1658,2114,1529,1186,2554,2393,500,1955,1647
ylqF,609,424,357,697,387,577,683,709,145,478,591
EW029_RS05900,442,360,209,432,218,298,440,533,167,303,483
EW029_RS05905,3534,2366,1204,1760,769,1334,7254,7836,3348,4571,7985
sucD,4332,3413,3151,2418,2055,3157,10863,11482,4274,8872,11867
EW029_RS05915,421,121,119,799,73,41,581,376,27,170,45
EW029_RS05920,348,208,173,524,178,106,319,237,22,109,38
dprA,372,114,111,678,85,62,339,185,6,62,34
topA,7245,4983,4217,4753,4817,6967,2436,2899,488,1581,1839
EW029_RS05935,5812,4255,3806,3679,3392,5567,1664,2199,383,1255,1192
xerC,2847,2083,1512,1523,1154,1211,2981,2699,844,2404,2925
hslV,2212,1685,1076,973,717,672,3026,1802,471,1344,1735
hslU,9423,6923,5860,4944,3568,4500,11538,8876,2730,7695,10031
codY,6230,5283,5630,3859,3215,4236,7222,5965,1657,5582,6574
EW029_RS05960,579,247,392,308,110,277,204,222,41,139,96
rpsB,39991,14164,23372,27839,9857,45908,9980,10952,2731,9707,7928
EW029_RS05970,1411,386,563,863,269,920,248,298,37,251,148
EW029_RS05975,16199,8715,10559,9477,5548,15344,7137,8172,2614,7264,9147
EW029_RS05980,3262,2067,2271,1962,979,2286,1450,1351,347,1018,1649
EW029_RS05985,4598,3026,3411,3116,1669,3689,2052,2564,778,2210,2964
EW029_RS05990,3866,2272,2027,1940,1500,2760,2437,1563,333,1414,1868
EW029_RS05995,3342,2191,2203,1959,1498,2904,2049,1234,356,1171,1442
rseP,5711,4328,3675,3039,2750,4079,3732,4034,685,2318,2289
EW029_RS06005,8352,7287,5376,3995,5126,6825,3980,5223,1038,2785,3441
EW029_RS06010,10751,8831,7444,6302,6468,8740,4660,4976,1139,2853,3143
EW029_RS06015,272,200,205,183,160,231,114,126,13,88,64
rimP,5368,3038,2524,3307,1599,1520,4179,6088,714,2343,1748
nusA,8231,5729,4515,3799,2737,2670,6566,10066,1327,4088,3636
EW029_RS06030,2283,1378,1029,1027,646,683,1529,2324,284,942,839
EW029_RS06035,3560,1814,1333,1714,793,843,1979,3217,309,1090,996
EW029_RS06040,28710,16314,12793,12322,8095,9996,14411,20449,2709,8627,8942
rbfA,1821,994,1037,1652,964,2038,732,667,129,919,783
truB,789,448,509,776,501,767,671,567,93,458,601
ribF,2074,1219,1364,1488,1066,1905,2470,2468,615,2135,1654
EW029_RS06060,37424,20306,32409,42673,14884,46867,5914,13600,3881,11679,7198
pnp,30075,31261,23525,17043,17833,16725,13353,23533,3978,9778,9871
EW029_RS06070,3,3,3,19,2,1,11,5,0,4,0
EW029_RS06075,16626,18632,13510,11899,11040,8950,16841,20497,3875,12182,9141
EW029_RS06080,9132,6798,5443,5040,4095,4094,7852,7947,1110,4332,3668
EW029_RS06085,2170,1606,1522,1479,1190,1319,1507,1324,231,818,717
EW029_RS06090,3909,2237,2605,2643,967,2069,1731,1802,174,852,845
EW029_RS06095,4231,2526,2559,2313,970,1955,1268,1671,160,658,1001
EW029_RS06100,2207,1417,1344,984,530,1038,631,744,62,332,443
EW029_RS06105,5413,3681,3183,3361,2041,2228,2078,2554,287,1127,1149
EW029_RS06110,1967,1558,1350,1143,905,1104,693,977,110,524,408
pgsA,3373,2765,2530,2782,1781,2197,1287,1663,340,1105,792
EW029_RS06120,601,614,460,618,502,636,728,865,179,658,743
recA,23277,57796,32281,21230,40072,10922,20265,41726,5905,15543,6048
rny,35156,37353,38607,30623,35139,28709,22804,32594,6032,27639,21146
