GeneName,X50470,X50471,X50472,X50473,X50474,X50475,X50476,X50477,X50478,X50480,X50481
EW029_RS14160,1549,1689,1049,2244,1992,989,2486,1200,805,1017,954
manA,856,1202,667,930,1331,766,1745,874,238,615,635
EW029_RS14170,8411,6960,5678,6392,6591,6064,5236,3518,546,2289,2023
EW029_RS14175,10440,9017,8222,7328,10770,9798,8802,6071,1594,6911,8715
EW029_RS14180,2278,1789,1900,2250,1291,1455,1813,1578,380,1267,771
EW029_RS14185,883,753,415,1499,597,457,1050,865,75,475,211
gtfB,1538,1894,1364,1554,1546,1370,2252,2863,816,2662,2111
gtfA,1073,1193,617,1294,778,597,1690,1569,446,1392,1281
secA2,1298,1079,470,1853,515,335,1764,1134,339,721,890
asp3,299,115,87,672,41,36,291,119,9,52,34
asp2,517,257,146,1052,109,116,479,235,22,80,54
asp1,494,314,181,896,89,82,418,245,12,55,45
EW029_RS14220,282,182,135,582,83,63,243,142,9,43,22
EW029_RS14225,5965,7686,6202,6795,4489,2119,5976,5259,790,2561,3155
EW029_RS14230,430,258,222,749,185,110,483,299,59,164,171
EW029_RS14235,108,73,69,227,45,35,119,93,28,37,47
EW029_RS14240,133,80,71,198,51,52,106,94,24,56,65
EW029_RS14245,238,271,235,357,440,240,697,1132,761,1151,850
EW029_RS14250,296,141,110,552,102,113,367,204,56,155,97
EW029_RS14255,152,57,43,364,36,32,201,91,12,52,38
EW029_RS14260,189,65,71,473,41,33,193,112,2,39,35
EW029_RS14265,273,137,114,379,70,87,172,99,14,40,27
EW029_RS14270,201,93,100,308,59,54,131,92,10,20,10
EW029_RS14275,173,72,50,274,28,42,122,77,3,19,1
EW029_RS14280,2264,1727,1744,2430,1497,1682,1223,1571,435,1521,686
pgaC,195,69,51,433,31,21,229,161,11,36,10
EW029_RS14290,40,14,9,120,11,5,57,45,3,12,3
icaB,248,103,94,572,64,48,248,203,32,75,36
EW029_RS14300,479,217,191,900,185,197,371,277,27,150,58
EW029_RS14305,121,133,88,176,72,19,414,682,330,505,312
EW029_RS14310,2394,2279,1416,2607,1117,254,4463,8483,1262,4950,3533
EW029_RS14315,246,97,102,397,58,60,172,121,11,84,22
EW029_RS14320,307,176,200,399,105,128,188,156,26,71,60
hisF,370,120,148,987,69,56,386,188,14,58,16
EW029_RS14330,510,148,127,1456,56,41,543,206,3,59,6
hisH,182,46,41,387,22,20,107,58,2,24,5
hisB,133,40,45,244,23,19,96,45,3,14,12
EW029_RS14345,308,94,147,566,62,48,232,121,2,35,26
EW029_RS14350,407,132,170,847,58,47,308,134,3,43,24
EW029_RS14355,136,62,55,304,29,16,106,48,0,15,6
EW029_RS14360,417,123,190,767,58,46,305,144,8,33,7
EW029_RS14365,714,513,240,984,130,49,1221,958,20,107,14
EW029_RS14370,49,17,17,85,12,3,38,15,2,9,0
EW029_RS14375,25027,16671,2217,1902,695,284,1344,1146,143,391,182
EW029_RS14380,946,460,710,1189,366,1339,839,525,122,408,735
EW029_RS14385,1758,1922,1747,1924,1575,1663,1856,2673,420,1071,776
pcp,535,771,420,550,843,547,415,571,100,200,171
EW029_RS14395,539,631,499,714,811,524,472,549,170,299,196
EW029_RS14400,4128,6808,4061,6604,5530,2090,5812,7748,1036,2519,3592
EW029_RS14405,1703,1623,1568,1567,1517,2564,2124,1754,1115,1627,2518
rarD,904,950,584,1170,521,401,1156,1595,167,419,203
EW029_RS14415,115,46,58,187,52,34,124,83,21,46,51
EW029_RS14420,606,315,277,1120,237,192,600,421,135,223,148
EW029_RS14425,612,407,316,660,331,351,479,332,55,175,149
EW029_RS14430,793,771,703,1345,731,451,1401,3507,2101,4290,2337
EW029_RS14435,184,143,96,373,122,105,165,97,19,42,40
EW029_RS14440,522,232,199,915,177,135,419,227,15,79,65
EW029_RS14445,80,31,39,146,33,21,71,36,7,14,15
EW029_RS14450,221910,445416,309063,282924,408033,87127,83241,191124,36702,94924,7076
EW029_RS14455,869,579,376,990,328,433,2228,990,240,741,1962
EW029_RS14460,652,311,210,1230,181,223,1488,575,80,301,770
EW029_RS14465,232,101,66,455,49,102,621,288,31,159,415
EW029_RS14470,27,10,17,79,8,15,44,61,11,6,2
tnpA,354,98,136,614,59,290,325,124,41,112,55
noc,2604,1310,1307,1950,785,1904,1170,1490,212,739,834
rsmG,1791,969,860,1370,500,849,756,1031,132,490,371
mnmG,3328,1969,1705,2580,1060,1638,1744,2436,383,1131,1112
mnmE,2020,1245,1102,1948,699,1090,1346,1758,257,806,720
rnpA,337,168,249,333,123,309,210,254,38,157,108
EW029_RS14505,14746,9114,11498,16122,7294,17632,2453,6547,1377,5117,2476
EW029_RS14510,15829,16004,10738,16252,13741,5968,12691,27631,13493,11049,3473
EW029_RS14515,2778,4240,3652,3296,4503,3119,1248,2140,207,2017,465
erm(C),29687,42551,39531,44128,43615,30672,14826,28630,3649,23946,8092
