geneName,SA_1,SA_2,SA_3,CC_1,CC_2,CC_3
NWMN_1231,15,11,20,7,1,2
NWMN_1232,16,8,21,0,2,0
NWMN_1233,127,139,239,46,28,20
NWMN_1234,270,304,367,74,39,41
NWMN_1235,23,8,42,1,4,1
NWMN_1237,1841,1704,2607,870,560,334
NWMN_1238,1311,550,1461,194,136,45
NWMN_1243,2575,2665,3296,1150,792,622
NWMN_1244,600,546,852,211,128,71
NWMN_1245,2359,2858,3650,425,307,262
NWMN_1249,347,404,458,125,95,70
NWMN_1250,1081,1062,1563,425,278,182
NWMN_1252,49,47,55,29,27,12
NWMN_1253,377,484,488,153,106,79
NWMN_1255,1603,2085,2330,1254,868,726
NWMN_1256,582,570,948,193,143,85
NWMN_1259,13,15,39,3,0,2
NWMN_1261,10463,12219,15333,3524,2469,1972
NWMN_1262,14,23,18,5,2,4
NWMN_1263,12967,12348,16025,8144,5787,5031
NWMN_1264,2067,2175,2771,565,382,308
NWMN_1265,1909,2064,2593,767,569,483
NWMN_1266,2094,2219,2837,640,440,315
NWMN_1269,2740,3093,4088,686,424,383
NWMN_1270,645,462,947,162,106,71
NWMN_1271,5058,4926,7246,2127,1537,1088
NWMN_1275,1087,1129,1293,936,710,630
NWMN_1276,160,185,220,68,50,41
NWMN_1278,1056,1101,1396,565,382,327
NWMN_1288,614,670,863,271,180,141
NWMN_1289,757,751,1064,218,143,116
NWMN_1290,622,670,874,116,79,81
NWMN_1291,505,543,703,70,58,43
NWMN_1292,342,413,591,64,41,26
NWMN_1293,504,597,813,78,85,43
NWMN_1294,278,305,406,55,39,31
NWMN_1298,26,34,38,10,4,5
NWMN_1299,6,15,19,4,1,5
NWMN_1301,1,5,5,0,0,0
NWMN_1302,6486,6870,8222,1748,1163,1054
NWMN_1303,2443,3174,3780,843,485,413
NWMN_1312,4,4,8,2,1,0
NWMN_1314,1182,1298,1665,331,283,232
NWMN_1315,769,761,1000,382,265,268
NWMN_1316,1925,1654,2791,611,433,237
NWMN_1317,4281,4337,5580,1498,1063,835
NWMN_1318,0,0,0,0,0,0
NWMN_1319,3,4,6,0,1,1
NWMN_1320,570,741,985,129,96,70
NWMN_1321,998,1119,1379,137,104,85
NWMN_1322,482,640,752,71,65,46
NWMN_1323,627,605,910,134,101,47
NWMN_1324,3036,3002,3745,975,743,694
NWMN_1327,1669,1455,2478,264,157,135
NWMN_1328,1330,1203,1786,238,207,151
NWMN_1329,772,837,1160,254,167,113
NWMN_1331,268,306,394,52,39,36
NWMN_1333,5172,5386,6964,1227,884,820
NWMN_1336,2446,2180,3336,436,339,222
NWMN_1339,1464,1472,1826,442,277,282
NWMN_1340,3781,3939,5080,1273,888,720
NWMN_1341,953,1032,1438,396,308,233
NWMN_1342,170,184,250,16,13,9
NWMN_1343,71,73,124,42,31,20
NWMN_1346,723,712,893,255,180,164
NWMN_1347,1367,1316,1759,627,414,340
NWMN_1350,1345,1423,1832,328,285,213
NWMN_1351,3575,3657,4914,1027,681,493
NWMN_1352,997,1327,1462,1511,1037,869
NWMN_1353,290,313,462,81,75,47
NWMN_1354,1013,1260,1534,521,373,297
NWMN_1355,35346,34405,42761,24619,18208,13663
NWMN_1356,3929,4059,5801,1806,1241,857
NWMN_1357,3845,4274,5566,2353,1731,1404
NWMN_1358,1399,1330,2167,783,587,267
NWMN_1359,0,0,0,1,0,0
NWMN_1362,538,457,927,156,124,78
NWMN_1363,1677,1916,2410,696,584,520
NWMN_1366,3274,3274,4758,681,426,313
NWMN_1368,901,893,1244,349,233,257
NWMN_1369,1137,1435,1806,569,465,383
NWMN_1370,356,478,577,204,170,166
NWMN_1371,17652,18224,23505,8020,5620,4933
NWMN_1372,225,213,397,42,28,9
NWMN_1373,406,429,604,83,54,44
NWMN_1374,1481,1672,2304,419,324,213
NWMN_1381,480,545,646,231,210,147
NWMN_1382,56631,59416,73506,19022,12970,11265
NWMN_1388,1431,1768,2169,1682,1242,963
NWMN_1390,1775,1834,2379,714,528,385
NWMN_1391,538,439,850,165,99,67
NWMN_1393,2438,2747,3438,1418,1016,933
NWMN_1394,230,242,368,75,57,36
NWMN_1395,159,149,196,46,36,27
NWMN_1396,212,206,266,72,48,34
NWMN_1397,807,757,1088,204,177,108
NWMN_1398,211,233,282,87,55,46
NWMN_1402,770,911,1169,379,269,175
NWMN_1403,1031,1161,1601,493,361,258
NWMN_1404,239,303,371,120,87,69
NWMN_1405,1045,1254,1601,482,347,284
NWMN_1406,1948,2346,3032,554,352,332
NWMN_1407,464,456,575,215,156,116
NWMN_1408,2317,2493,3111,902,700,579
NWMN_1409,477,513,626,175,123,90
NWMN_1410,1197,1310,1648,444,325,265
NWMN_1411,1061,1298,1662,398,277,270
NWMN_1413,4957,5099,6965,928,580,422
NWMN_1416,1611,1739,2184,657,488,425
NWMN_1418,1562,1638,2103,601,530,406
NWMN_1419,1322,1397,1981,1245,955,647
NWMN_1420,1001,1279,1450,1277,940,919
NWMN_1421,3709,3613,4648,1294,874,740
NWMN_1422,2439,2420,3069,874,681,547
NWMN_1423,2052,2183,2590,1016,745,673
NWMN_1430,872,966,1232,357,250,219
NWMN_1434,3051,3404,4422,1406,1078,919
NWMN_1435,452,390,753,142,78,41
NWMN_1436,53,32,71,7,9,0
NWMN_1437,1885,2040,2633,809,488,481
NWMN_1438,2498,2703,3248,990,700,635
NWMN_1442,515,517,702,104,70,38
NWMN_1443,5,4,6,2,0,1
NWMN_1444,7,8,7,2,1,0
NWMN_1445,6,2,8,3,2,1
NWMN_1446,5,3,5,0,3,0
NWMN_1447,14,15,21,6,4,2
NWMN_1448,35,40,45,11,11,13
NWMN_1449,1704,1866,2345,473,372,270
NWMN_1450,633,731,994,191,108,69
NWMN_1452,1356,1284,2035,430,353,205
NWMN_1453,465,381,673,154,107,63
NWMN_1457,186,170,268,86,67,34
NWMN_1458,338,369,482,258,148,101
NWMN_1459,308,303,458,209,153,93
NWMN_1460,1239,1325,1772,522,384,302
NWMN_1461,1912,2322,2846,939,647,612
NWMN_1462,1696,1811,2520,463,320,256
NWMN_1463,694,714,1058,118,85,60
NWMN_1466,1265,1362,1646,498,393,327
NWMN_1467,801,757,1049,329,246,203
NWMN_1471,650,678,861,226,181,143
NWMN_1472,278,235,456,78,57,30
NWMN_1473,922,1057,1241,342,248,195
NWMN_1475,5216,5935,7092,2165,1495,1343
NWMN_1476,5498,5853,7375,2268,1600,1484
NWMN_1477,2385,2393,3357,1088,784,603
NWMN_1479,4614,5733,6750,1074,807,659
NWMN_1480,599,727,946,203,121,123
NWMN_1487,2450,3081,3616,1276,933,780
NWMN_1493,1307,1304,2051,413,274,187
NWMN_1494,1057,1276,1467,492,366,303
NWMN_1495,937,1118,1367,334,233,174
NWMN_1496,998,1189,1400,424,277,243
NWMN_1497,255,253,400,76,52,28
NWMN_1499,1278,1524,2051,625,442,331
NWMN_1500,526,663,802,285,172,157
NWMN_1502,9,5,17,5,1,0
NWMN_1503,22,27,27,6,5,2
NWMN_1504,87,104,183,37,22,7
NWMN_1505,174,158,235,48,22,14
NWMN_1506,118,113,141,38,19,14
NWMN_1509,178,168,236,40,35,22
NWMN_1510,133,90,178,43,21,13
NWMN_1513,2510,2897,3601,1412,1015,902
NWMN_1514,1139,1521,1741,881,646,606
NWMN_1515,327,375,557,246,140,94
NWMN_1516,4514,4879,6359,1540,1089,853
NWMN_1517,4571,5157,6177,1814,1285,1101
NWMN_1518,4134,4425,5525,1454,1115,912
NWMN_1520,2722,3007,3923,612,421,301
NWMN_1521,434,512,704,108,89,70
NWMN_1522,271,309,374,34,21,33
NWMN_1524,2295,2915,3555,687,459,428
NWMN_1525,2467,2631,3161,653,457,428
NWMN_1526,3393,1921,5285,375,253,129
NWMN_1527,5190,4283,7372,915,655,542
NWMN_1528,1763,2076,2378,868,552,485
NWMN_1529,2427,2682,3283,1433,1013,907
NWMN_1530,970,1144,1414,768,502,475
NWMN_1531,2023,2729,5651,865,705,591
NWMN_1534,2825,3046,4164,579,450,381
NWMN_1535,2085,2176,2855,448,299,229
NWMN_1540,1488,1653,2112,753,493,420
NWMN_1545,510,556,742,171,141,71
NWMN_1548,3293,3824,4683,1226,845,720
NWMN_1552,413,370,506,72,49,34
NWMN_1553,13,20,28,8,2,0
NWMN_1554,417,490,589,308,211,163
NWMN_1556,18,16,34,8,11,6
NWMN_1559,1265,1416,1734,469,333,279
NWMN_1570,790,876,1242,324,202,136
NWMN_1571,467,546,725,225,167,147
NWMN_1582,1768,1711,2445,539,384,322
NWMN_1584,151,122,235,33,17,10
NWMN_1591,2,1,2,0,0,0
NWMN_1598,1629,1680,2260,644,464,363
NWMN_1599,1947,1924,2640,774,554,454
NWMN_1600,2391,2467,3147,1714,1294,1105
NWMN_1601,2913,2729,4092,1312,1007,898
NWMN_1602,2525,2743,3217,1525,1112,948
NWMN_1604,20753,15356,22865,4405,3035,2639
NWMN_1606,2389,2775,3375,1616,1223,1013
NWMN_1608,156,173,263,37,24,16
NWMN_1610,216,278,341,69,46,36
NWMN_1612,458,524,638,288,192,143
NWMN_1614,387,475,547,240,187,142
NWMN_1615,1618,1690,2213,822,546,486
NWMN_1616,1254,1445,1725,369,273,235
NWMN_1618,1207,1269,1748,267,159,134
NWMN_1619,2571,2962,3739,776,475,378
NWMN_1621,3243,3788,4445,1510,1134,1031
NWMN_1623,626,643,903,186,116,94
NWMN_1624,110,131,166,34,24,29
NWMN_1630,2051,2325,2882,609,437,333
NWMN_1631,12100,10793,16595,6079,4586,4169
NWMN_1632,20207,18462,27076,5788,4124,3802
NWMN_1634,7745,8855,11276,4487,3425,2987
NWMN_1635,683,740,1106,488,358,288
NWMN_1636,825,1072,1376,668,449,336
NWMN_1637,1353,1375,1824,470,363,292
NWMN_1638,2002,2107,2605,1131,912,833
NWMN_1639,889,462,1387,151,96,35
NWMN_1640,1136,1085,1515,369,274,228
NWMN_1642,6896,7297,9772,1211,826,703
NWMN_1643,2813,2834,3762,1144,803,657
NWMN_1644,5704,6289,7365,2618,1868,1582
NWMN_1645,3247,2931,4460,1074,747,694
NWMN_1646,1632,1659,2387,357,263,168
NWMN_1647,1900,2045,2861,663,449,308
NWMN_1648,704,852,1031,379,250,226
NWMN_1649,314,298,399,127,96,75
NWMN_1650,419,451,562,90,78,38
NWMN_1652,1261,1512,1858,369,226,202
NWMN_1653,1706,2137,2449,740,539,515
NWMN_1654,1109,1270,1661,391,243,218
NWMN_1655,886,821,1186,242,191,118
NWMN_1656,16,30,25,0,1,2
NWMN_1657,1931,1997,2490,548,414,293
NWMN_1663,560,503,741,198,153,130
NWMN_1664,85,87,150,23,14,10
NWMN_1665,294,280,424,56,51,31
NWMN_1667,10581,12399,16275,2757,1935,1481
NWMN_1668,57,37,67,21,10,7
NWMN_1669,20,27,48,9,11,5
NWMN_1670,213,167,352,41,18,4
NWMN_1671,33,36,53,9,11,9
NWMN_1672,7188,8026,10024,2814,2054,1829
NWMN_1673,47,30,100,14,6,2
NWMN_1674,200,241,280,59,34,29
NWMN_1675,100,122,133,27,16,13
NWMN_1676,0,4,4,0,0,0
NWMN_1677,0,1,4,0,0,0
NWMN_1678,1257,1333,1644,558,457,404
NWMN_1679,2373,2418,3424,703,453,278
NWMN_1683,292,330,380,123,110,72
NWMN_1684,134,144,208,60,50,56
NWMN_1687,65,62,83,10,8,3
NWMN_1688,817,571,940,158,101,79
NWMN_1689,1761,1345,1871,342,230,171
NWMN_1690,48,38,56,15,13,5
NWMN_1691,23,21,32,6,7,3
NWMN_1692,55,42,77,17,10,17
NWMN_1693,36,38,59,14,12,6
NWMN_1694,161,175,217,58,43,41
NWMN_1695,129,111,149,73,51,48
NWMN_1696,12,11,41,1,1,2
NWMN_1697,27,10,42,5,1,2
NWMN_1698,103,81,144,18,13,11
NWMN_1707,6,4,6,1,0,0
NWMN_1708,404,146,416,30,29,13
NWMN_1720,28,24,41,11,3,1
NWMN_1721,270,206,374,60,32,28
NWMN_1722,944,1037,1239,332,253,207
NWMN_1726,1794,1884,2466,775,593,445
NWMN_1727,2382,2188,3536,604,371,222
NWMN_1728,2155,2429,3027,1116,765,650
NWMN_1729,1780,1679,2487,615,381,211
NWMN_1730,4154,3669,5169,1209,835,767
NWMN_1731,23,12,27,5,4,2
NWMN_1732,31,30,72,3,6,4
NWMN_1734,5885,6100,7817,1215,870,706
NWMN_1735,11033,10974,16091,2529,1709,1261
NWMN_1736,3388,3202,5022,932,641,403
NWMN_1737,7599,9111,10349,3608,2574,2159
NWMN_1738,536,588,853,88,57,59
NWMN_1739,1962,2863,3249,1451,1002,717
NWMN_1740,523,612,780,156,98,76
NWMN_1741,818,922,1092,261,199,168
NWMN_1742,1145,1381,1725,686,481,395
NWMN_1744,100,67,157,18,23,13
NWMN_1745,4,5,7,1,1,3
NWMN_1746,8239,7470,11368,2840,2123,1740
NWMN_1747,283,297,452,76,62,42
NWMN_1748,726,932,1059,252,178,184
NWMN_1749,86,85,93,38,35,38
NWMN_1750,58,67,84,33,42,24
NWMN_1751,641,675,1063,266,177,124
NWMN_1752,9,12,27,6,8,5
NWMN_1753,2134,1913,3400,624,469,285
NWMN_1754,1567,1620,2275,545,457,374
NWMN_1755,778,843,1213,270,190,118
NWMN_1757,1309,1389,2028,492,368,244
NWMN_1758,1432,1558,2115,261,150,140
NWMN_1759,1014,1094,1417,430,309,246
NWMN_1760,495,553,676,101,64,55
NWMN_1761,3667,3427,5067,1011,706,612
NWMN_1762,620,474,1040,119,92,47
NWMN_1763,1715,1822,2515,541,369,309
NWMN_1764,385,426,553,141,125,86
NWMN_1766,625,679,841,292,185,149
NWMN_1767,4012,3754,5191,1430,1064,1189
NWMN_1768,204,228,264,74,44,42
NWMN_1769,0,0,0,0,0,0
NWMN_1770,0,0,0,0,0,0
NWMN_1771,0,1,1,0,0,0
NWMN_1772,0,0,0,0,0,0
NWMN_1773,0,0,1,1,0,0
NWMN_1774,0,0,0,0,0,0
NWMN_1775,0,0,0,0,0,0
NWMN_1776,2,6,12,0,0,0
NWMN_1777,109,129,136,19,13,17
NWMN_1778,138,186,176,22,19,19
NWMN_1779,73,94,132,15,8,9
NWMN_1780,604,646,785,143,102,87
NWMN_1781,16,17,20,3,3,3
NWMN_1782,76,72,83,25,14,14
NWMN_1783,202,207,232,55,49,37
NWMN_1784,6,12,19,4,4,4
NWMN_1785,0,0,0,0,0,0
NWMN_1786,0,0,0,0,0,0
NWMN_1787,0,0,0,0,0,0
NWMN_1788,0,0,0,0,0,0
NWMN_1789,0,0,1,0,0,0
NWMN_1790,0,0,0,0,0,0
NWMN_1791,0,0,0,0,0,0
NWMN_1792,0,1,0,0,0,0
NWMN_1793,0,0,0,0,0,0
NWMN_1794,0,0,1,0,0,0
NWMN_1795,0,0,0,0,1,0
NWMN_1796,0,0,0,0,0,0
NWMN_1797,0,0,0,0,0,0
NWMN_1798,0,0,0,0,0,0
NWMN_1799,0,1,0,0,0,0
NWMN_1800,0,0,0,0,0,0
NWMN_1801,0,0,0,0,0,0
NWMN_1802,0,0,0,0,0,0
NWMN_1803,0,0,0,0,0,0
NWMN_1804,1,0,0,0,0,0
NWMN_1805,0,2,0,0,0,0
NWMN_1806,0,0,0,0,1,0
NWMN_1807,0,2,0,0,0,0
NWMN_1808,1,0,0,0,0,0
NWMN_1809,0,0,1,0,0,0
NWMN_1810,0,0,0,0,0,0
NWMN_1811,533,538,735,425,334,307
NWMN_1812,1539,1630,2053,390,283,234
NWMN_1813,1,0,1,0,0,0
NWMN_1815,458,529,695,181,115,102
NWMN_1816,2514,2685,3433,579,413,354
NWMN_1818,57,59,111,17,14,11
NWMN_1819,3458,3656,5164,780,554,509
NWMN_1820,2460,2628,3805,678,489,416
NWMN_1821,5116,5111,8035,1148,839,744
NWMN_1824,560,564,842,160,111,95
NWMN_1825,170,108,279,42,28,7
NWMN_1827,21,30,33,4,3,3
NWMN_1828,12,10,29,0,4,0
NWMN_1829,825,980,1205,400,280,238
NWMN_1830,1826,2189,2833,1071,791,661
NWMN_1831,21463,23634,29934,7227,4818,4080
NWMN_1832,699,812,1106,239,168,125
NWMN_1834,1300,1202,1885,320,235,144
NWMN_1835,856,891,1190,323,263,216
NWMN_1836,1621,1805,2433,569,426,331
NWMN_1845,1151,1164,1726,353,232,178
NWMN_1848,41,24,48,8,4,3
NWMN_1849,1489,1506,2008,378,312,199
NWMN_1852,4193,4727,5475,2575,1789,1322
NWMN_1853,2789,3185,3840,1435,1052,756
NWMN_1854,2118,1565,2582,293,211,170
NWMN_1855,670,670,960,164,126,113
NWMN_1856,2949,3494,4205,1286,838,697
NWMN_1857,7476,8443,10253,2841,2016,1557
NWMN_1858,5235,5663,7158,1913,1386,1174
NWMN_1859,1887,1998,2616,682,503,386
NWMN_1860,43,51,67,38,33,20
NWMN_1861,675,481,1089,109,78,61
NWMN_1862,606,710,957,291,241,171
NWMN_1863,1476,1529,2171,441,315,230
NWMN_1864,626,679,898,235,170,147
NWMN_1865,522,460,724,228,174,124
NWMN_1866,350,294,562,27,26,14
NWMN_1867,1954,1937,2778,209,169,99
NWMN_1868,116,71,206,12,4,2
NWMN_1869,1549,1710,2295,270,182,177
NWMN_1870,873,942,1117,168,113,100
NWMN_1871,6243,6565,8213,1859,1361,1173
NWMN_1873,1427,1322,1882,340,218,142
NWMN_1874,216,143,318,42,23,17
NWMN_1875,83,82,151,19,16,9
NWMN_1878,347,441,497,138,85,63
NWMN_1879,184,246,297,89,62,38
NWMN_1881,5,7,6,1,3,1
NWMN_1882,0,2,1,0,0,0
NWMN_1884,4,13,18,33,16,18
NWMN_1885,2,8,4,8,9,6
NWMN_1886,364,383,529,111,77,65
NWMN_1887,11,19,28,5,11,3
NWMN_1888,460,444,613,123,104,82
NWMN_1889,2,3,2,5,5,4
NWMN_1890,21,18,27,13,19,13
NWMN_1891,6,6,8,5,7,4
NWMN_1892,6,7,10,13,8,4
NWMN_1893,5,4,5,2,4,4
NWMN_1894,5,1,5,8,5,4
NWMN_1895,2,4,1,1,5,1
NWMN_1896,6,6,17,20,14,7
NWMN_1897,22,28,25,15,17,9
NWMN_1898,28,30,40,13,16,9
NWMN_1899,20,9,24,5,3,1
NWMN_1900,4,6,3,2,0,1
NWMN_1901,2,1,1,0,0,0
NWMN_1902,32,42,41,15,6,2
NWMN_1903,15,10,29,3,7,3
NWMN_1904,16,20,24,0,5,4
NWMN_1905,8,11,12,4,2,2
NWMN_1906,5,8,13,1,3,0
NWMN_1907,3,2,8,1,3,2
NWMN_1908,16,18,29,6,3,4
NWMN_1909,2,5,12,3,0,1
NWMN_1910,3,1,3,2,0,0
NWMN_1911,7,11,16,2,5,6
NWMN_1912,6,15,22,4,6,2
NWMN_1913,2,0,0,0,1,0
NWMN_1914,1,0,2,0,0,1
NWMN_1915,2,0,1,1,1,0
NWMN_1916,2,0,4,2,0,0
NWMN_1917,302,362,422,113,87,66
NWMN_1918,1,1,1,1,1,0
NWMN_1919,46,58,65,14,10,6
NWMN_1920,0,0,0,1,0,0
NWMN_1921,1170,1268,1550,695,573,479
NWMN_1922,360,341,502,187,156,90
NWMN_1923,79,40,108,31,26,11
NWMN_1924,984,1207,1427,603,477,495
NWMN_1926,55,45,59,103,54,69
NWMN_1929,3057,2862,4277,467,354,322
NWMN_1930,9,16,24,3,0,4
NWMN_1931,15,7,14,3,1,0
NWMN_1932,151,115,174,33,18,20
NWMN_1933,388,333,627,76,60,18
NWMN_1934,169,126,220,42,35,14
NWMN_1935,10,18,23,10,1,6
NWMN_1936,2,2,6,0,0,0
NWMN_1939,335,294,590,106,63,23
NWMN_1941,1132,1056,1367,239,156,98
NWMN_1942,1922,2088,2620,856,657,471
NWMN_1947,2112,2136,2870,473,346,283
NWMN_1950,15,17,32,4,2,1
NWMN_1951,265,355,441,40,20,16
NWMN_1952,677,880,1059,109,86,59
NWMN_1953,3200,3801,4479,1112,820,719
NWMN_1954,1421,1627,2056,481,303,270
NWMN_1955,206,203,313,77,40,30
NWMN_1958,780,960,1145,277,197,206
NWMN_1959,417,441,700,144,110,65
NWMN_1968,596,686,866,126,90,79
NWMN_1969,2118,2443,3028,573,383,352
NWMN_1974,5064,5503,6840,1410,1037,845
NWMN_1977,715,811,1080,162,107,97
NWMN_1978,1858,1926,2699,335,264,183
NWMN_1979,210,174,307,40,28,14
NWMN_1985,9078,14204,14750,3837,2729,2419
NWMN_1988,3059,3267,4073,962,679,540
NWMN_1989,1925,1494,2950,372,234,113
NWMN_1990,68,83,115,53,40,30
NWMN_1991,69,117,126,63,61,52
NWMN_1993,1136,1246,1511,326,237,188
NWMN_1998,37,29,49,17,14,10
NWMN_1999,720,995,1058,351,224,217
NWMN_2000,0,0,1,0,2,0
NWMN_2001,226,221,258,154,110,100
NWMN_2002,361,313,529,121,86,40
NWMN_2005,220,110,368,45,43,17
NWMN_2014,3344,3140,5119,1193,835,471
NWMN_2018,3225,3272,4228,1388,1018,847
NWMN_2019,471,515,611,140,115,96
NWMN_2020,1004,1039,1409,355,279,218
NWMN_2021,1771,2063,2407,789,536,537
NWMN_2026,12013,10994,16443,2652,2161,2188
NWMN_2027,2909,3106,3827,725,545,453
NWMN_2030,609,681,857,304,215,136
NWMN_2033,507,558,701,371,250,212
NWMN_2034,414,502,567,419,287,258
NWMN_2035,2410,2991,3416,863,611,571
NWMN_2036,643,686,861,178,138,115
NWMN_2037,413,543,642,195,142,123
NWMN_2039,2850,2590,3950,515,331,249
NWMN_2043,2530,2709,3866,933,727,644
NWMN_2044,1233,1237,1820,609,448,369
NWMN_2045,2000,2370,3004,773,582,449
NWMN_2046,725,839,1131,308,202,159
NWMN_2048,2689,2748,3880,1200,956,858
NWMN_2049,1138,1720,1937,64,30,34
NWMN_2050,3483,4164,5367,119,72,40
NWMN_2051,5781,4898,8861,1694,1071,535
NWMN_2052,203,218,273,73,39,29
NWMN_2053,225,164,366,51,39,15
NWMN_2054,1711,1823,2265,601,455,363
NWMN_2055,309,324,361,83,66,55
NWMN_2058,1476,1266,1791,460,310,319
NWMN_2063,2355,2422,3105,768,548,355
NWMN_2064,2740,2958,3687,1116,789,644
NWMN_2065,1011,578,1064,181,108,72
NWMN_2067,4188,4858,5744,2008,1542,1466
NWMN_2068,1473,1620,2178,457,300,257
NWMN_2069,347,245,589,82,46,37
NWMN_2070,711,716,1091,192,105,83
NWMN_2071,1030,1008,1429,333,219,176
NWMN_2072,2928,3058,3969,1237,873,641
NWMN_2073,599,492,795,153,126,92
NWMN_2074,4901,2102,4703,115,55,40
NWMN_2075,510,611,721,601,468,371
NWMN_2076,149,165,190,46,27,27
NWMN_2077,86,111,117,18,23,13
NWMN_2078,172,180,253,48,36,57
NWMN_2079,716,758,1119,175,130,114
NWMN_2080,1447,1359,2192,375,285,252
NWMN_2081,68,78,96,22,14,11
NWMN_2082,1596,1694,2239,603,418,336
NWMN_2083,1,0,3,0,0,0
NWMN_2084,1,0,1,0,0,0
NWMN_2085,1,0,0,0,0,0
NWMN_2086,57727,53074,82876,15589,11628,10428
NWMN_2087,6480,5751,10186,1286,910,780
NWMN_2088,20026,17443,29239,4088,2987,2743
NWMN_2089,10631,9944,15775,1155,777,769
NWMN_2090,932,1075,1342,357,312,243
NWMN_2091,7199,7493,9320,2604,1879,1637
NWMN_2092,1229,1364,1731,574,476,463
NWMN_2101,689,671,866,267,200,184
NWMN_2102,4,2,2,2,3,1
NWMN_2103,10,13,18,2,1,2
NWMN_2104,1417,1583,1933,705,494,432
NWMN_2105,191,198,275,79,61,47
NWMN_2107,539,577,723,216,162,155
NWMN_2108,446,380,650,185,136,131
NWMN_2109,3548,3011,5106,860,672,598
NWMN_2112,132,130,226,23,18,21
NWMN_2113,312,274,419,48,42,26
NWMN_2114,15,13,15,3,0,3
NWMN_2115,499,480,781,106,81,51
NWMN_2116,1098,1171,1440,297,218,180
NWMN_2117,106,109,169,35,23,11
NWMN_2118,88,75,138,48,23,16
NWMN_2122,781,888,1091,228,150,125
NWMN_2154,1398,886,2045,511,322,154
NWMN_2155,7078,9144,10027,1559,1093,924
NWMN_2157,1005,1163,1515,424,338,216
NWMN_2158,1823,2156,2874,1244,812,693
NWMN_2159,427,472,652,86,77,43
NWMN_2160,278,269,433,82,52,35
NWMN_2161,1171,1076,1614,376,218,149
NWMN_2162,4109,4467,5832,1370,1008,851
NWMN_2164,497,560,770,163,120,106
NWMN_2165,62,94,97,7,5,8
NWMN_2166,196,224,292,20,21,18
NWMN_2180,2528,2824,3447,1580,1205,1213
NWMN_2181,304,367,464,92,48,43
NWMN_2182,148,162,223,24,17,24
NWMN_2183,160,211,255,67,33,44
NWMN_2184,1,1,7,1,3,0
NWMN_2185,516,597,765,246,174,149
NWMN_2186,5099,5642,6845,868,686,556
NWMN_2187,593,638,786,136,91,55
NWMN_2196,682,616,942,225,154,133
NWMN_2198,290,210,415,66,51,33
NWMN_2199,18156,26916,29197,4920,3249,2945
NWMN_2201,1828,1896,2727,567,449,359
NWMN_2202,244,247,355,81,49,34
NWMN_2203,57210,67372,77537,15947,11434,9968
NWMN_2204,10,6,9,8,2,5
NWMN_2205,3229,2113,3424,836,555,451
NWMN_2206,910,992,1290,360,219,187
NWMN_2207,664,823,1048,250,191,165
NWMN_2208,7,7,10,1,2,0
NWMN_2209,5048,4707,7286,729,503,387
NWMN_2210,27789,27409,38799,5867,4432,3991
NWMN_2211,2073,2158,2819,596,448,379
NWMN_2212,836,739,1231,220,141,116
NWMN_2213,1406,1405,1991,395,264,164
NWMN_2214,57,39,72,24,17,13
NWMN_2215,723,719,1236,251,135,75
NWMN_2216,3,2,1,3,0,0
NWMN_2217,1865,1745,2759,907,655,407
NWMN_2218,3968,3765,5485,632,391,300
NWMN_2219,929,901,1246,367,238,183
NWMN_2220,207,226,272,92,60,54
NWMN_2221,541,609,821,221,167,131
NWMN_2222,171,183,222,36,27,22
NWMN_2223,258,253,376,119,66,17
NWMN_2224,519,392,628,149,104,84
NWMN_2225,247,328,425,87,61,43
NWMN_2226,1930,2087,2539,694,537,454
NWMN_2227,729,908,1106,146,86,87
NWMN_2228,107,59,154,28,17,10
NWMN_2229,8548,8451,11416,2365,1781,1673
NWMN_2230,450,409,585,84,58,36
NWMN_2233,475,237,447,43,41,19
NWMN_2236,11907,14025,17923,4265,2868,2199
NWMN_2238,684,762,933,374,267,249
NWMN_2239,536,754,928,227,153,112
NWMN_2240,174,301,360,128,92,80
NWMN_2241,232,242,344,99,91,58
NWMN_2242,142,140,171,88,56,55
NWMN_2243,244,188,326,41,25,23
NWMN_2244,0,2,0,1,1,0
NWMN_2245,178,192,242,51,40,35
NWMN_2246,79,77,125,46,32,30
NWMN_2248,645,661,981,192,134,50
NWMN_2249,395,393,552,238,187,100
NWMN_2250,536,513,806,260,210,141
NWMN_2251,1207,1407,1712,475,335,291
NWMN_2252,1442,1781,2238,438,271,198
NWMN_2253,265,309,406,72,72,49
NWMN_2254,84,103,138,27,20,16
NWMN_2255,661,612,1021,223,159,87
NWMN_2259,248,305,433,76,56,42
NWMN_2260,3,8,11,0,0,1
NWMN_2261,162,160,201,19,13,11
NWMN_2262,131,143,235,15,9,15
NWMN_2263,192,229,261,77,51,48
NWMN_2264,470,548,756,178,141,100
NWMN_2265,560,317,982,190,119,53
NWMN_2266,676,513,1148,353,215,144
NWMN_2268,20553,18887,26518,8262,5576,3998
NWMN_2269,1864,2097,2739,664,508,358
NWMN_2270,4504,3936,6124,1892,1380,1113
NWMN_2271,286,265,385,130,81,58
NWMN_2272,1250,1602,1779,1157,810,747
NWMN_2273,76,82,107,36,28,26
NWMN_2274,195,192,241,95,67,82
NWMN_2275,1538,1686,2042,689,486,380
NWMN_2276,99,107,120,17,18,11
NWMN_2277,645,759,954,270,232,155
NWMN_2278,1057,1067,1642,273,228,121
