gene_id,X12hUSA5001_count,X12hUSA5002_count,X12hUSA5003_count,X12hUSA500phoU11_count,X12hUSA500phoU12_count,X12hUSA500phoU13_count,X12hUSA500phoU21_count,X12hUSA500phoU22_count,X12hUSA500phoU23_count
CH51_RS04840,192,185,179,214,215,164,150,202,153
CH51_RS04845,671,750,657,1241,1069,955,712,869,844
CH51_RS04850,2516,2548,2421,4765,4677,4704,2471,2908,2796
CH51_RS04855,811,767,773,1741,1536,1552,729,842,672
CH51_RS04860,5982,6244,5573,13407,11943,12663,5339,6053,5144
CH51_RS04865,12393,12267,10849,24687,20589,21565,10482,13972,11773
CH51_RS04875,156,184,174,80,94,104,412,476,440
CH51_RS04880,124,147,137,160,130,142,71,102,64
CH51_RS04885,132,124,93,95,98,114,70,82,71
CH51_RS04890,2411,2434,2383,3644,3185,3459,1843,2260,1881
CH51_RS04895,158,207,169,312,244,316,132,124,127
CH51_RS04900,176,193,160,372,355,313,116,155,156
CH51_RS04905,218,210,158,281,226,236,88,150,106
CH51_RS04910,1219,1226,1167,2679,2314,2482,1017,1204,1074
CH51_RS04915,2606,2696,2344,7555,6270,6863,2102,2432,2169
CH51_RS04920,4350,4195,4078,9966,8727,9795,3275,3667,3208
CH51_RS04925,239,283,223,411,368,381,129,200,159
CH51_RS04930,2295,2229,2283,5638,4725,5294,1686,1807,1546
CH51_RS04935,998,889,862,1844,1767,2053,984,937,820
CH51_RS04940,1702,1690,1520,5156,4439,4529,1035,1157,1197
CH51_RS04945,57,59,60,93,73,69,41,40,39
CH51_RS04950,2531,2713,2568,5660,5107,5464,1923,2067,1725
CH51_RS04955,9,10,26,19,28,24,11,15,12
CH51_RS04960,12,2,0,13,13,2,8,3,4
CH51_RS04965,1,2,1,4,1,2,0,0,2
CH51_RS04970,12,4,3,7,14,0,5,2,7
CH51_RS04975,33,28,30,42,40,35,14,31,18
CH51_RS04980,1136,1251,1014,381,390,330,192,237,275
CH51_RS04985,115,113,94,88,68,82,58,96,87
CH51_RS04990,525,461,460,1267,1075,1159,323,351,271
CH51_RS04995,1793,1737,1670,3327,2855,2861,1287,1682,1398
CH51_RS05000,4,9,6,14,10,17,3,8,9
CH51_RS05005,589,654,556,727,579,640,301,333,296
CH51_RS05010,738,753,593,764,628,668,342,403,395
CH51_RS05015,1405,1307,1146,1609,1290,1381,835,837,754
CH51_RS05020,1561,1458,1403,2023,1817,1798,987,1016,872
CH51_RS05025,5992,5697,5503,7977,7257,7856,3503,3332,2885
CH51_RS05030,13,1,2,21,9,7,4,6,6
CH51_RS05035,0,0,2,4,1,0,0,0,0
CH51_RS05040,7,10,5,11,6,8,8,11,8
CH51_RS05045,11,8,8,14,19,11,9,7,8
CH51_RS05050,70,53,49,134,122,114,79,77,66
CH51_RS05055,589,596,617,773,692,748,532,545,492
CH51_RS05060,39702,43572,39969,26425,24244,26156,31112,40809,37668
CH51_RS05065,2335,2569,2337,4298,4250,4486,2024,2728,2430
CH51_RS05070,11,11,3,11,6,9,5,2,7
CH51_RS05075,747,758,680,1713,1646,1848,333,382,305
CH51_RS05080,816,953,820,1885,1732,1919,943,1087,905
CH51_RS05085,391,464,399,782,638,783,407,499,530
CH51_RS05090,93,90,96,246,192,220,137,134,134
CH51_RS05095,143,116,161,240,271,241,119,135,121
CH51_RS05100,394,333,361,773,674,855,362,347,333
CH51_RS05105,746,775,748,1712,1492,1636,619,595,616
CH51_RS05110,142,134,142,299,286,280,106,125,104
CH51_RS05115,551,512,428,1109,982,1032,457,472,366
CH51_RS05120,1218,1196,1183,2154,1892,1933,828,1041,840
CH51_RS05125,7744,8145,6842,9583,8224,8399,5472,7908,6565
CH51_RS05130,1373,1564,1433,1432,1313,1421,1418,1513,1611
CH51_RS05135,294,254,240,482,375,398,159,256,228
CH51_RS05140,188,174,192,237,236,222,250,287,283
CH51_RS05145,5188,5426,5251,2862,2261,2502,4533,5012,5000
CH51_RS05150,267,326,262,568,580,552,272,427,300
CH51_RS05155,981,1006,959,1899,1760,1876,1083,1155,1113
CH51_RS05160,722,654,661,1181,1053,1077,565,646,581
CH51_RS05165,4,5,3,8,11,16,6,1,6
CH51_RS05170,897,860,793,1280,1068,1195,543,702,609
CH51_RS05175,467,472,401,520,513,463,233,306,261
CH51_RS05180,348,339,300,570,466,506,279,316,260
CH51_RS05185,714,718,710,1077,899,1008,528,676,623
CH51_RS05190,673,673,621,1041,854,896,608,723,692
CH51_RS05195,0,0,0,0,0,0,4,4,1
CH51_RS05200,0,0,0,0,0,0,0,0,0
CH51_RS05205,364,386,399,167,152,173,93,100,83
CH51_RS05210,119,98,126,188,158,222,124,109,106
CH51_RS05215,553,514,518,1000,908,1128,441,394,397
CH51_RS05220,15,16,9,46,26,43,7,10,2
CH51_RS05225,123,131,114,273,250,248,61,73,93
CH51_RS05230,116,136,105,117,110,154,31,50,53
CH51_RS05235,0,0,0,0,0,0,0,0,2
CH51_RS05240,37,34,22,39,34,32,15,18,21
CH51_RS05245,0,2,1,7,12,3,0,1,1
CH51_RS05250,10,12,6,35,28,29,9,7,5
CH51_RS05260,11,7,10,23,11,4,11,15,11
CH51_RS05265,434,437,436,392,342,339,378,399,422
CH51_RS05270,44,46,41,101,70,83,35,36,35
CH51_RS05275,138,149,115,154,144,129,131,138,144
CH51_RS05280,9,2,7,9,11,4,1,5,2
CH51_RS05285,9,6,5,10,4,0,4,5,5
CH51_RS05300,516,478,412,702,602,591,360,422,430
CH51_RS05305,240,239,240,443,379,461,191,170,168
CH51_RS05310,937,818,815,1753,1424,1591,627,639,636
CH51_RS05315,334,307,327,728,663,679,274,239,239
CH51_RS05320,2095,2141,1689,3261,2650,2607,1224,2075,1697
CH51_RS05325,314,328,305,105,94,86,78,136,151
CH51_RS05330,2410,2520,2433,881,694,740,1052,1136,1045
CH51_RS05335,3329,3339,3201,821,824,924,1398,1540,1358
CH51_RS05340,521,528,512,1034,870,920,479,466,423
CH51_RS05345,176,257,179,383,187,185,82,150,169
CH51_RS05350,51,64,66,94,94,85,78,89,78
CH51_RS05355,0,0,0,0,0,0,0,0,0
CH51_RS05360,14563,14812,13480,21751,18757,20232,13129,15423,12685
CH51_RS05365,56,44,28,78,43,59,30,57,49
CH51_RS05370,351,384,354,715,610,627,245,350,303
CH51_RS05375,1498,1529,1382,2708,2405,2548,1312,1375,1221
CH51_RS05380,561,441,536,764,727,887,309,293,281
CH51_RS05385,1774,1953,1691,458,358,348,782,1027,1329
CH51_RS05390,13363,13556,10854,3298,2699,2795,6684,10626,9085
CH51_RS05395,87967,86592,79721,29981,26590,26895,64925,79629,66164
CH51_RS05400,50769,51448,45681,20796,18490,18862,35634,44086,38436
CH51_RS05405,9,5,3,12,11,0,7,6,6
CH51_RS05410,1179,1347,1222,524,499,492,714,917,947
CH51_RS05415,5627,5974,5285,12076,10714,11435,4717,5207,4503
CH51_RS05420,213,224,196,171,170,140,1053,1178,1167
CH51_RS05425,1534,1469,1393,972,941,883,5044,4831,4620
CH51_RS05430,491,546,447,231,189,237,836,893,874
CH51_RS05435,70,37,53,13,16,23,59,83,76
CH51_RS05440,2626,2481,2356,1210,954,1050,4661,4484,4267
CH51_RS05445,18383,17482,15870,7956,6387,6773,20426,22924,20818
CH51_RS05450,14074,13242,12172,6862,5423,5862,13653,16545,14057
CH51_RS05455,12609,12258,11200,7157,5814,5927,13393,15129,13220
CH51_RS05460,5974,5369,5362,3803,3313,3762,7781,7281,6533
CH51_RS05465,23918,23049,22510,15281,12971,14472,26399,27597,23270
CH51_RS05470,17393,17650,15894,10545,8930,9035,14603,18789,15783
CH51_RS05475,25,28,24,70,72,64,18,23,26
CH51_RS05480,159,134,117,232,234,237,76,125,117
CH51_RS05485,61,72,61,119,126,120,38,50,38
CH51_RS05490,1,4,6,10,8,14,4,6,0
CH51_RS05495,68,75,62,118,108,111,56,62,67
CH51_RS05500,2192,2376,2091,4514,3745,3957,1483,2254,1921
CH51_RS05505,353,330,293,505,506,536,196,245,227
CH51_RS05510,5913,6085,5686,7179,6295,7156,3802,3899,3759
CH51_RS05515,1585,1646,1360,2157,1805,1895,728,884,964
CH51_RS05520,20014,20319,18343,30123,25002,25993,12006,16218,13288
CH51_RS05525,24,52,35,74,80,69,58,44,36
CH51_RS05530,656,615,606,1126,1130,1207,606,652,600
CH51_RS05535,264,242,271,464,408,383,197,259,244
CH51_RS05540,733,712,739,1526,1308,1429,681,708,564
CH51_RS05545,17,13,13,34,29,19,7,6,12
CH51_RS05550,4144,4088,3935,8262,7221,7660,2561,3149,2654
CH51_RS05555,20,25,14,39,37,49,24,8,9
CH51_RS05560,1,2,0,0,1,0,0,2,0
CH51_RS05565,243,270,241,635,498,532,111,195,155
CH51_RS05570,540,671,580,1379,1278,1399,334,364,361
CH51_RS05575,11486,11271,10232,15404,13259,13922,10144,12820,10525
CH51_RS05580,7328,7206,6711,11195,9867,10925,6624,7184,6243
CH51_RS05585,10067,9850,9103,15499,12986,13740,8621,9749,8457
CH51_RS05590,14019,14377,12704,25478,21448,21402,10362,15183,12172
CH51_RS05595,124,132,126,90,90,98,70,121,145
CH51_RS05600,85,98,91,119,101,139,100,92,86
CH51_RS05605,226,190,194,208,224,218,173,179,197
CH51_RS05610,58,36,45,55,36,59,26,45,42
CH51_RS05615,105,106,98,75,67,81,67,107,76
CH51_RS05620,1112,1189,1131,1625,1409,1669,1348,1476,1233
CH51_RS05625,11145,11595,11113,23411,22087,23803,8860,9984,8566
CH51_RS05630,279,322,279,706,627,671,195,221,181
CH51_RS05635,10096,10530,9602,17592,15875,17077,9231,11558,10346
CH51_RS05640,617,654,664,1307,1215,1196,491,580,583
CH51_RS05645,3791,3994,3734,3989,3688,3924,3966,4307,3831
CH51_RS05650,211,207,211,198,160,202,179,200,218
CH51_RS05655,2683,2751,2536,2990,2511,2808,1479,1834,1538
CH51_RS05660,25,20,28,67,57,53,20,36,24
CH51_RS05665,183,185,180,342,283,328,185,192,188
CH51_RS05670,332,322,316,461,344,314,278,317,351
CH51_RS05675,890,967,821,1822,1624,1700,560,725,627
CH51_RS05680,5710,5890,5374,7770,6934,6983,4641,5570,4824
CH51_RS05685,2080,2203,2011,1779,1333,1274,1463,2286,2104
CH51_RS05690,1492,1492,1406,1146,1045,1101,1266,1661,1423
CH51_RS05695,418,451,407,231,232,222,319,416,372
CH51_RS05700,0,0,1,0,0,0,0,2,0
CH51_RS05705,1072,986,953,1505,1409,1491,986,1193,1015
CH51_RS05710,177,170,170,281,215,249,154,200,256
CH51_RS05715,314,353,343,664,639,742,277,221,235
CH51_RS05720,95,93,100,191,153,188,123,115,91
CH51_RS05725,34,30,41,90,83,91,36,30,39
CH51_RS05730,225,215,200,562,436,469,269,255,217
CH51_RS05735,90,112,96,226,154,203,112,98,87
CH51_RS05740,83,83,78,215,190,209,91,75,86
CH51_RS05745,1180,1075,1023,1604,1573,1632,1349,1433,1119
CH51_RS05750,3,0,0,3,2,0,4,2,1
CH51_RS05755,96,128,90,91,103,101,97,134,128
CH51_RS05760,0,0,0,0,0,0,0,0,0
CH51_RS05765,0,0,0,0,0,0,0,0,0
CH51_RS05770,0,0,0,0,0,0,0,0,0
CH51_RS05775,0,0,0,0,0,0,0,0,0
CH51_RS05780,0,0,0,0,0,0,0,0,0
CH51_RS05785,0,0,0,0,0,0,0,0,0
CH51_RS05790,0,0,0,0,0,0,0,0,0
CH51_RS05795,0,0,0,0,0,0,0,0,0
CH51_RS05800,0,0,0,0,0,0,0,0,0
CH51_RS05805,2,0,0,1,1,0,0,1,0
CH51_RS05810,1491,1653,1491,1734,1937,1924,921,1100,983
CH51_RS05815,1101,1335,1116,1137,1437,1294,778,821,720
CH51_RS05820,179,151,145,154,180,150,98,101,77
CH51_RS05825,113,174,166,163,201,169,110,94,107
CH51_RS05830,351,383,356,467,488,514,255,234,243
CH51_RS05835,1,2,1,0,2,8,1,1,1
CH51_RS05840,0,0,0,0,0,0,0,0,0
CH51_RS05845,79,69,45,68,57,61,39,29,29
CH51_RS05850,8,10,9,11,8,4,2,4,7
CH51_RS05855,0,0,0,0,0,0,0,0,0
CH51_RS05860,0,0,0,0,0,0,0,0,0
CH51_RS05865,0,0,0,0,0,0,0,0,0
CH51_RS05870,0,1,0,0,0,0,0,0,0
CH51_RS05880,0,0,0,0,0,0,0,0,0
CH51_RS05885,0,0,0,0,0,0,0,0,0
CH51_RS05890,0,0,0,0,0,0,0,0,0
CH51_RS05895,0,0,0,0,0,0,0,0,0
CH51_RS05900,0,0,0,0,0,0,0,0,0
CH51_RS05905,0,0,0,0,0,0,0,0,0
CH51_RS05910,0,0,0,0,0,0,0,0,0
CH51_RS05915,0,0,0,0,0,0,0,0,0
CH51_RS05920,0,0,0,0,0,0,0,0,0
CH51_RS05925,0,0,0,0,0,0,0,0,0
CH51_RS05930,0,0,0,0,0,0,0,0,0
CH51_RS05935,0,0,0,0,0,0,0,0,0
CH51_RS05940,0,0,0,0,0,0,0,0,0
CH51_RS05945,0,0,0,0,0,0,0,0,0
CH51_RS05950,0,0,0,0,0,0,0,0,0
CH51_RS05955,0,0,0,0,0,0,0,0,0
CH51_RS05960,0,0,0,0,0,0,0,0,0
CH51_RS05965,0,0,0,0,0,0,0,0,0
CH51_RS05970,0,0,0,0,0,0,0,0,0
CH51_RS05975,0,0,0,0,0,0,0,0,0
CH51_RS05980,0,0,0,0,0,0,0,0,0
CH51_RS05985,0,0,0,0,0,0,0,0,0
CH51_RS05990,0,0,0,0,0,0,0,0,0
CH51_RS05995,0,0,0,0,0,0,0,0,0
CH51_RS06000,0,0,0,0,0,0,0,0,0
CH51_RS06005,0,0,0,0,0,0,0,0,0
CH51_RS06010,0,0,0,0,0,0,0,0,0
CH51_RS06015,0,0,0,0,0,0,0,0,0
CH51_RS06020,0,0,0,0,0,0,0,0,0
CH51_RS06025,0,0,0,0,0,0,0,0,0
CH51_RS06030,0,0,0,0,0,0,0,0,0
CH51_RS06035,0,0,0,0,0,0,0,0,0
CH51_RS06040,0,0,0,0,0,0,0,0,0
CH51_RS06045,0,0,0,0,0,0,0,0,0
CH51_RS06050,0,0,0,0,0,0,0,0,0
CH51_RS06055,26,11,16,68,62,31,18,25,18
CH51_RS06060,250,343,283,319,292,298,84,72,61
CH51_RS06065,24,30,37,60,37,42,14,14,15
CH51_RS06070,17,19,13,35,23,21,16,11,11
CH51_RS06075,12,11,12,25,35,32,9,18,9
CH51_RS06080,19,10,23,46,20,49,16,16,22
CH51_RS06085,11,9,9,31,12,11,7,3,8
CH51_RS06090,6,2,3,11,4,6,2,4,2
CH51_RS06095,0,0,0,0,0,0,0,0,0
CH51_RS06100,334,318,271,405,382,377,293,395,265
CH51_RS06105,180,144,150,270,197,215,97,129,125
CH51_RS06110,1310,1200,1180,1606,1354,1486,803,980,795
CH51_RS06115,75,76,86,164,126,125,88,78,92
CH51_RS06125,194,229,153,313,255,281,182,249,162
CH51_RS06130,743,798,746,1493,1378,1408,706,827,736
CH51_RS06135,1231,1167,1047,2597,2278,2440,1006,1075,1026
CH51_RS06140,1748,1895,1838,3069,2636,2962,1579,1732,1776
CH51_RS06145,6,2,4,8,12,15,2,1,4
CH51_RS06150,999,924,975,2179,1830,2015,849,889,754
CH51_RS06155,4321,4269,4129,5224,4696,5163,4795,4721,4293
CH51_RS06160,18867,18373,17083,20477,17316,18254,20778,22906,19770
CH51_RS06165,8950,8913,7638,8547,7044,6975,7759,10374,8746
CH51_RS06170,957,978,877,1295,1108,1185,974,1027,938
CH51_RS06175,402,369,339,549,560,531,330,392,371
CH51_RS06180,488,473,470,1084,1031,1078,463,463,457
CH51_RS06185,0,1,0,5,0,0,0,1,1
CH51_RS06190,128,132,116,118,135,140,88,74,90
CH51_RS06195,0,0,0,0,0,0,0,0,0
CH51_RS06200,820,840,741,431,499,477,559,628,599
CH51_RS06205,96,115,89,57,22,5,14,50,36
CH51_RS06210,654,718,629,243,198,235,626,725,721
CH51_RS06215,156,221,178,45,49,57,158,215,218
CH51_RS06230,46,59,65,61,48,39,116,128,131
CH51_RS06235,11,8,0,2,0,1,1,25,21
CH51_RS06240,347,416,361,355,291,327,310,437,466
CH51_RS06245,56524,58329,54249,16730,13938,15430,25689,32259,27858
CH51_RS06250,0,0,0,0,2,1,1,0,0
CH51_RS06255,5,7,11,6,0,10,5,2,3
CH51_RS06260,33,32,29,36,32,36,23,26,22
CH51_RS06265,14,17,8,17,22,10,15,23,23
CH51_RS06270,16,38,21,30,16,29,18,24,24
CH51_RS06275,48,56,66,71,67,61,48,54,67
CH51_RS06280,54,66,68,82,85,61,64,65,78
CH51_RS06285,735,750,635,1250,1037,1213,504,539,474
CH51_RS06290,487,556,564,420,399,398,372,504,491
CH51_RS06295,250,261,237,263,246,239,317,415,387
CH51_RS06300,13,12,13,29,24,26,7,22,25
CH51_RS06305,3,0,4,16,13,18,14,4,2
CH51_RS06310,5277,5140,5517,7476,7738,9091,13439,8885,9666
CH51_RS06315,228,260,221,260,245,270,350,450,449
CH51_RS06320,248,240,249,450,434,409,300,339,270
CH51_RS06325,2757,2843,2805,4563,4838,5749,3524,3442,3002
CH51_RS06330,1602,1585,1624,3746,3194,3653,1949,2146,1985
CH51_RS06335,2524,2558,2257,3277,3163,3374,2319,2685,2446
CH51_RS06340,4374,4480,4355,6901,6201,6464,5516,5870,5201
CH51_RS06345,373,413,343,621,659,767,569,466,459
CH51_RS06350,3329,3383,2983,3609,3179,3387,1894,2266,1919
CH51_RS06355,361,341,328,368,349,358,156,238,213
CH51_RS06360,815,744,691,802,650,761,363,378,364
CH51_RS06365,1223,1200,1181,1947,1689,1772,713,814,734
CH51_RS06370,4631,4514,4254,7221,6376,6805,3225,3385,3031
CH51_RS06375,7114,7276,6310,9839,8227,8260,4331,5557,4908
CH51_RS06380,125,153,104,353,263,338,71,92,100
CH51_RS06385,1795,1689,1922,3018,2662,2859,2469,2501,2136
CH51_RS06390,1779,1664,1638,2162,1823,1856,1449,1811,1572
CH51_RS06395,82,98,70,119,104,78,79,73,100
CH51_RS06400,373,369,353,569,485,573,392,365,476
CH51_RS06405,1991,2075,1961,3197,2776,2973,3273,3507,2982
CH51_RS06410,1217,1255,1175,1270,1123,1205,840,1106,920
CH51_RS06415,330,310,315,982,911,925,287,340,283
CH51_RS06425,298,316,268,315,325,337,193,224,172
CH51_RS06430,751,690,668,858,798,771,342,533,458
CH51_RS06435,186,232,202,266,211,232,134,178,177
CH51_RS06440,192,204,150,186,147,153,83,94,85
CH51_RS06445,247,288,263,200,186,229,107,108,92
CH51_RS06450,813,724,761,634,591,586,365,336,316
CH51_RS06455,446,437,383,304,262,228,148,186,182
CH51_RS06460,2552,2405,2182,1772,1581,1632,925,1105,854
CH51_RS06465,336,346,303,240,177,198,147,174,147
CH51_RS06470,283,278,248,198,167,181,135,118,113
CH51_RS06475,25,37,28,44,38,29,18,21,18
CH51_RS06480,2563,2838,2455,3527,3225,3468,2702,3396,2844
CH51_RS06485,1332,1287,1266,2613,2396,2624,1171,1314,1161
CH51_RS06490,887,821,728,1455,1313,1471,990,1065,940
CH51_RS06495,43,51,48,62,57,58,43,29,48
CH51_RS06500,549,539,470,1081,856,1008,486,544,453
CH51_RS06505,1235,1138,1015,3691,3146,3512,745,967,817
CH51_RS06510,70,80,58,69,75,56,45,64,43
CH51_RS06515,1477,1721,1743,1982,2013,2409,1167,1160,1258
CH51_RS06520,338,353,323,531,426,463,411,480,333
CH51_RS06525,1095,1116,1101,1429,1235,1429,1000,992,906
CH51_RS06530,1105,1066,1041,1319,1091,1200,741,882,757
CH51_RS06535,738,713,691,872,717,781,486,618,555
CH51_RS06540,285,340,364,400,371,416,234,284,265
CH51_RS06545,1736,1725,1601,2543,2244,2177,1175,1379,1167
CH51_RS06550,316,269,213,705,601,687,310,348,330
CH51_RS06555,322,359,328,806,626,731,266,357,281
CH51_RS06560,530,589,500,1247,1165,1253,361,419,434
CH51_RS06565,934,979,835,832,878,1018,566,650,672
CH51_RS06570,666,766,731,963,941,1021,734,721,646
CH51_RS06575,2682,2715,2610,3298,2921,3067,1882,2159,2096
CH51_RS06580,1085,1011,967,2307,2025,2112,857,1156,920
CH51_RS06585,541,545,488,1397,1216,1306,325,339,302
CH51_RS06590,1049,1101,900,2860,2601,2801,715,734,677
CH51_RS06595,633,644,545,1568,1298,1291,373,477,384
CH51_RS06600,2138,2063,1903,5271,4496,4756,1178,1328,1193
CH51_RS06605,0,0,0,2,1,0,1,0,1
CH51_RS06610,607,671,600,871,795,934,299,356,353
CH51_RS06615,220,248,215,514,425,423,350,292,291
CH51_RS06620,1055,1010,940,2016,1790,1815,924,1008,833
CH51_RS06625,530,506,487,976,724,717,340,386,316
CH51_RS06630,88,75,70,183,171,177,65,31,59
CH51_RS06635,2187,2125,1969,4388,3615,4114,1395,1675,1334
CH51_RS06640,184,211,190,194,203,192,159,192,191
CH51_RS06645,68,90,64,64,68,94,103,64,52
CH51_RS06650,305,344,300,294,250,332,269,332,293
CH51_RS06655,2196,2207,2032,2263,1945,1910,1207,1737,1577
CH51_RS06665,1076,1144,1010,2257,2153,2331,1033,1190,1088
CH51_RS06670,202,220,198,269,230,223,200,204,176
CH51_RS06675,135,145,137,225,199,189,112,143,131
CH51_RS06680,18293,17450,16693,34986,31254,33632,18190,17670,15242
CH51_RS06685,15964,15866,14847,31832,26857,29155,11637,12763,10246
CH51_RS06690,134,132,119,217,189,196,125,98,72
CH51_RS06700,0,0,0,0,0,0,0,0,0
CH51_RS06705,21,15,21,52,48,23,14,16,12
CH51_RS06710,81,70,59,148,134,131,46,51,39
CH51_RS06715,1132,1109,1066,2430,2042,2251,694,711,618
CH51_RS06720,830,827,797,1573,1249,1369,498,571,498
CH51_RS06725,2983,3017,2654,9891,8847,9000,2291,2530,2188
CH51_RS06730,1115,954,978,3950,3281,3361,904,1021,882
CH51_RS06735,4377,4364,4126,15681,13967,15275,3231,3315,2866
CH51_RS06740,3782,3739,3352,9031,8021,8580,1716,2143,1926
CH51_RS06745,26,30,35,77,91,90,19,6,8
CH51_RS06750,5634,5724,5802,9067,8188,9495,4763,4995,4556
CH51_RS06755,3,3,5,6,1,1,1,3,3
CH51_RS06760,4563,4546,4195,6797,6159,6369,3498,4282,3344
CH51_RS06765,299,244,241,493,436,396,190,268,262
CH51_RS06770,555,568,506,833,734,692,313,448,403
CH51_RS06775,465,509,494,598,529,553,548,566,524
CH51_RS06780,156,176,132,263,223,207,142,209,209
CH51_RS06785,943,988,919,1585,1466,1606,566,599,572
CH51_RS06790,1227,1239,1134,1797,1656,1729,708,860,746
CH51_RS06795,2421,2388,2335,5778,5176,5623,1700,1869,1594
CH51_RS06800,1365,1357,1467,1841,1822,2100,2791,2640,2008
CH51_RS06805,2509,2440,2154,2692,2068,2261,2499,3165,2820
CH51_RS06810,53,56,47,67,42,74,40,42,61
CH51_RS06815,154,118,142,141,139,147,122,129,158
CH51_RS06820,7812,7976,7030,8482,6840,7563,7049,8887,7270
CH51_RS06825,226,310,283,345,296,331,199,217,242
CH51_RS06830,731,665,667,1161,943,1073,383,406,414
CH51_RS06835,870,870,900,1766,1575,1657,733,820,776
CH51_RS06840,3066,3372,3025,2924,2706,2807,1318,1637,1736
CH51_RS06845,3454,3430,3200,3505,2982,3253,1139,1454,1206
CH51_RS06850,8864,8967,8332,16755,15387,16835,7060,7742,6988
CH51_RS06855,2975,2985,2767,5922,5223,5526,2139,2412,2123
CH51_RS06860,56,76,68,110,119,124,43,44,34
CH51_RS06865,253,238,235,476,445,464,157,193,153
CH51_RS06870,514,460,472,967,906,957,266,284,281
CH51_RS06875,298,252,229,476,392,458,136,151,122
CH51_RS06880,961,869,801,1497,1356,1560,737,718,627
CH51_RS06885,234,213,221,330,339,329,145,175,170
CH51_RS06890,998,1005,908,1607,1442,1337,514,601,529
CH51_RS06895,436,407,313,756,667,706,337,425,420
CH51_RS06900,10221,10418,9920,13613,12023,12354,8339,9906,8536
CH51_RS06905,12624,12798,12285,27052,24447,25906,12436,13387,11862
CH51_RS06910,35,22,26,50,45,57,26,32,54
CH51_RS06915,232,216,233,301,277,327,190,185,183
CH51_RS06920,523,508,480,1043,899,953,582,694,499
CH51_RS06925,382,368,314,730,650,657,278,286,296
CH51_RS06930,22,24,19,34,32,38,15,24,19
CH51_RS06935,1188,1159,1068,1390,1261,1272,892,974,887
CH51_RS06940,368,337,298,428,451,410,317,275,289
CH51_RS06945,287,292,306,306,256,263,157,196,168
CH51_RS06950,939,851,802,1309,1145,1335,418,452,411
CH51_RS06955,652,587,624,947,903,957,376,432,418
CH51_RS06960,186,194,163,262,219,238,94,111,121
CH51_RS06965,1303,1358,1265,1772,1513,1495,766,986,878
CH51_RS06970,1655,1644,1554,1673,1292,1513,824,965,792
CH51_RS06975,2171,1982,1813,2237,1921,2053,1071,1438,1279
CH51_RS06980,77,95,108,154,125,132,83,100,72
CH51_RS06985,375,391,398,551,500,580,782,677,749
CH51_RS06990,168,169,147,196,182,187,211,244,275
CH51_RS06995,597,638,575,1200,1077,1238,869,795,704
CH51_RS07000,271,237,231,426,416,398,314,280,277
CH51_RS07005,258,271,252,525,445,468,238,315,267
CH51_RS07010,673,702,754,660,648,760,1854,1731,1931
CH51_RS07015,3419,3455,3363,3460,3109,3375,5199,6001,5246
CH51_RS07020,4,7,1,24,9,13,11,8,6
CH51_RS07025,0,0,0,0,0,0,0,0,0
CH51_RS07030,0,2,0,6,1,1,0,0,6
CH51_RS07035,14,26,24,26,18,16,29,33,17
CH51_RS07040,14,10,7,33,17,26,16,14,17
CH51_RS07045,29,20,38,22,37,15,22,38,19
CH51_RS07050,0,0,0,0,0,0,0,0,0
CH51_RS07055,0,0,0,0,0,0,0,0,0
CH51_RS07060,0,0,0,0,0,0,0,0,1
CH51_RS07065,3,4,0,6,3,0,1,0,2
CH51_RS07070,50,32,39,39,35,30,7,7,9
CH51_RS07075,38,57,61,53,49,57,11,14,12
CH51_RS07080,129,125,107,112,121,101,52,63,66
CH51_RS07085,73,76,76,75,114,85,40,64,32
CH51_RS07090,24,30,22,47,24,24,12,25,17
CH51_RS07095,6,12,8,10,7,10,4,0,5
CH51_RS07100,10,9,4,6,9,3,2,7,6
CH51_RS07105,248,237,264,329,317,302,128,150,114
CH51_RS07110,0,0,0,0,0,0,0,0,0
CH51_RS07115,46,30,35,25,33,28,11,18,21
CH51_RS07120,93,98,80,116,119,107,70,93,68
CH51_RS07125,104,116,122,220,169,162,153,121,135
CH51_RS07130,135,110,85,184,142,122,88,99,98
CH51_RS07140,0,0,0,0,0,0,0,0,0
CH51_RS07160,0,0,0,0,0,0,0,0,0
CH51_RS07170,0,0,0,0,0,0,0,0,0
CH51_RS07175,0,0,0,0,0,0,0,0,0
CH51_RS07180,0,0,0,0,0,0,0,0,0
CH51_RS07185,3,6,4,9,15,10,7,1,3
CH51_RS07195,30,27,7,24,30,6,11,9,22
CH51_RS07200,0,5,0,1,8,0,0,0,1
CH51_RS07205,13,16,6,0,2,0,0,4,4
CH51_RS07210,7,4,8,5,13,9,4,2,2
CH51_RS07215,354,350,299,699,593,761,387,364,286
CH51_RS07220,5,3,0,3,2,1,0,2,3
CH51_RS07225,482,472,425,1001,980,1006,234,265,244
CH51_RS07230,10,9,19,10,10,15,11,21,11
CH51_RS07235,14,12,10,13,7,8,12,13,7
CH51_RS07240,90,65,53,110,113,100,76,92,91
CH51_RS07245,91,101,70,131,101,132,87,101,102
CH51_RS07250,22,28,14,33,15,20,19,21,16
CH51_RS07255,71,55,51,99,90,97,37,39,43
CH51_RS07260,863,888,751,1363,1187,1240,770,951,786
CH51_RS07265,561,567,583,1221,1052,1256,741,825,701
CH51_RS07270,475,462,422,334,295,341,327,351,368
CH51_RS07275,16652,16097,15560,34213,29201,33023,11188,10369,9390
