,WT1_RPKM,WT2_RPKM,MT1_RPKM,MT2_RPKM
SAB1952c,0,0,0,0
SAB1953c,0,0,0,0
SAB1955c,0,0,0,0
SAB1956c,0,0,0,0
SAB1957c,0,0,0,0
SAB1958c,0,0,0,0
SAB1959c,0,0,0,0
SAB1960c,0,0,0,0
SAB1961c,0,0,0,0
SAB1962c,0,0,0,0
SAB1963,0,0,0,0
SAB1964,0,0,0,0
SAB1965c,0,0,0,0
SAB1966c,0,0,0,0
SAB1967c,0,0,0,0
SAB1968,0,0,0,0
SAB1970c,0,0,0,0
SAB1971c,0,0,0,0
SAB1972,0,0,0,0
SAB1973,0,0,0,0
SAB1974c,0,0,0,0
SAB1975c,0,0,0,0
SAB1976c,0,0,0,0
SAB1978c,0,0,0,0
SAB1979,0,0,0,0
SAB1980c,0,0,0,0
SAB1981c,0,0,0,0
SAB1982,0,0,0,0
SAB1983c,0,0,0,0
SAB1984c,0,0,0,0
SAB1985c,0,0,0,0
SAB1988c,0,0,0,0
SAB1989c,0,0,0,0
SAB1990c,0,0,0,0
SAB1991c,0,0,0,0
SAB1992c,0,0,0,0
SAB1993c,0,0,0,0
SAB1994c,0,0,0,0
SAB1995c,0,0,0,0
SAB1996c,0,0,0,0
SAB1998c,0,0,0,0
SAB1999c,0,0,0,0
SAB2000c,0,0,0,0
SAB2001c,0,0,0,0
SAB2002c,0,0,0,0
SAB2003c,0,0,0,0
SAB2004c,0,0,0,0
SAB2005c,0,0,0,0
SAB2007c,0,0,0,0
SAB2008c,0,0,0,0
SAB2009c,0,0,0,0
SAB2010,0,0,0,0
SAB2011c,0,0,0,0
SAB2012c,0,0,0,0
SAB2013c,0,0,0,0
SAB2014,0,0,0,0
SAB2015c,0,0,0,0
SAB2016c,0,0,0,0
SAB2017c,0,0,0,0
SAB2018,0,0,0,0
SAB2019c,0,0,0,0
SAB2021c,0,0,0,0
SAB2022,0,0,0,0
SAB2024c,0,0,0,0
SAB2025c,0,0,0,0
SAB2026c,0,0,0,0
SAB2027c,0,0,0,0
SAB2029,0,0,0,0
SAB2030,0,0,0,0
SAB2031,0,0,0,0
SAB2032c,0,0,0,0
SAB2033c,0,0,0,0
SAB2035,0,0,0,0
SAB2036,0,0,0,0
SAB2037,0,0,0,0
SAB2038,0,0,0,0
SAB2039,0,0,0,0
SAB2040c,0,0,0,0
SAB2041c,0,0,0,0
SAB2042c,0,0,0,0
SAB2043c,0,0,0,0
SAB2044c,0,0,0,0
SAB2045c,0,0,0,0
SAB2046c,0,0,0,0
SAB_t55,0,0,0,0
SAB_t56,0,0,0,0
SAB_t57,0,0,0,0
SAB_t58,0,0,0,0
SAB_t59,0,0,0,0
SAB_t60,0,0,0,0
SAB2047c,0,0,0,0
SAB2048c,0,0,0,0
SAB2049c,0,0,0,0
SAB2050c,0,0,0,0
SAB2051c,0,0,0,0
SAB2052c,0,0,0,0
SAB2053c,0,0,0,0
SAB2055c,0,0,0,0
SAB2056c,0,0,0,0
SAB2057c,0,0,0,0
SAB2058c,0,0,0,0
SAB2059c,0,0,0,0
SAB2060c,0,0,0,0
SAB2061c,0,0,0,0
SAB2062,0,0,0,0
SAB2066c,0,0,0,0
SAB2067c,0,0,0,0
SAB2068c,0,0,0,0
SAB2069c,0,0,0,0
SAB2070c,0,0,0,0
SAB2071c,0,0,0,0
SAB2072c,0,0,0,0
SAB2073c,0,0,0,0
SAB2074c,0,0,0,0
SAB2075c,0,0,0,0
SAB2076c,0,0,0,0
SAB2077c,0,0,0,0
SAB2078,0,0,0,0
SAB2079c,0,0,0,0
SAB2080c,0,0,0,0
SAB2081c,0,0,0,0
SAB2082,0,0,0,0
SAB2083c,0,0,0,0
SAB2084,0,0,0,0
SAB2085,0,0,0,0
SAB2086c,0,0,0,0
SAB2087c,0,0,0,0
SAB2088,0,0,0,0
SAB2089c,0,0,0,0
SAB2090c,0,0,0,0
SAB2091c,0,0,0,0
SAB2092c,0,0,0,0
SAB2093c,0,0,0,0
SAB2094c,0,0,0,0
SAB2095c,0,0,0,0
SAB2096c,0,0,0,0
SAB2097c,0,0,0,0
SAB2098c,0,0,0,0
SAB2099c,0,0,0,0
SAB2101c,0,0,0,0
SAB2102c,0,0,0,0
SAB2103c,0,0,0,0
SAB2104c,0,0,0,0
SAB2105c,0,0,0,0
SAB2106c,0,0,0,0
SAB2107c,0,0,0,0
SAB2108c,0,0,0,0
SAB2109c,0,0,0,0
SAB2110c,0,0,0,0
SAB2111c,0,0,0,0
SAB2112c,0,0,0,0
SAB2113c,0,0,0,0
SAB2115c,0,0,0,0
SAB2116c,0,0,0,0
SAB2117c,0,0,0,0
SAB2118c,0,0,0,0
SAB2119c,0,0,0,0
SAB2120c,0,0,0,0
SAB2121c,0,0,0,0
SAB2122c,0,0,0,0
SAB2123c,0,0,0,0
SAB2124,0,0,0,0
SAB2125c,0,0,0,0
SAB2127,0,0,0,0
SAB2128,0,0,0,0
SAB2129c,0,0,0,0
SAB2130c,0,0,0,0
SAB2131,0,0,0,0
SAB2132,0,0,0,0
SAB2133c,0,0,0,0
SAB2134c,0,0,0,0
SAB2135,0,0,0,0
SAB2136c,0,0,0,0
SAB2137,0,0,0,0
SAB2138,0,0,0,0
SAB2139c,0,0,0,0
SAB2140c,0,0,0,0
SAB2141c,0,0,0,0
SAB2142c,0,0,0,0
SAB2143c,0,0,0,0
SAB2144c,0,0,0,0
SAB2145c,0,0,0,0
SAB2146,0,0,0,0
SAB2147c,0,0,0,0
SAB2148c,0,0,0,0
SAB2149c,0,0,0,0
SAB2150c,0,0,0,0
SAB2151c,0,0,0,0
SAB2152,0,0,0,0
SAB2153c,0,0,0,0
SAB2154c,0,0,0,0
SAB2155c,0,0,0,0
SAB2156c,0,0,0,0
SAB2157c,0,0,0,0
SAB2158c,0,0,0,0
SAB2159c,0,0,0,0
SAB2160,0,0,0,0
SAB2161,0,0,0,0
SAB2162,0,0,0,0
SAB2163,0,0,0,0
SAB2164,0,0,0,0
SAB2165,0,0,0,0
SAB2166,0,0,0,0
SAB2167c,0,0,0,0
SAB2168c,0,0,0,0
SAB2169c,0,0,0,0
SAB2170c,0,0,0,0
SAB2171,0,0,0,0
SAB2172,0,0,0,0
SAB2173c,0,0,0,0
SAB2174c,0,0,0,0
SAB2175,0,0,0,0
SAB2176,0,0,0,0
SAB2177,0,0,0,0
SAB2178,0,0,0,0
SAB2179,0,0,0,0
SAB2180,0,0,0,0
SAB2181c,0,0,0,0
SAB2182c,0,0,0,0
SAB2183c,0,0,0,0
SAB2184c,0,0,0,0
SAB2185c,0,0,0,0
SAB2186c,0,0,0,0
SAB2187c,0,0,0,0
SAB2188c,0,0,0,0
SAB2189,0,0,0,0
SAB2190c,0,0,0,0
SAB2191,0,0,0,0
SAB2192,0,0,0,0
SAB2193c,0,0,0,0
SAB2194,0,0,0,0
SAB2195,0,0,0,0
SAB2196c,0,0,0,0
SAB2197c,0,0,0,0
SAB2198c,0,0,0,0
SAB2199,0,0,0,0
SAB2200c,0,0,0,0
SAB2201,0,0,0,0
SAB2202c,0,0,0,0
SAB2203c,0,0,0,0
SAB2204c,0,0,0,0
SAB2206c,0,0,0,0
SAB2207c,0,0,0,0
SAB2208c,0,0,0,0
SAB2209,0,0,0,0
SAB2210c,0,0,0,0
SAB2211c,0,0,0,0
SAB2212,0,0,0,0
SAB2213c,0,0,0,0
SAB2214,0,0,0,0
SAB2215c,0,0,0,0
SAB2216c,0,0,0,0
SAB2217c,0,0,0,0
SAB2218c,0,0,0,0
SAB2219c,0,0,0,0
SAB2220c,0,0,0,0
SAB2221,0,0,0,0
SAB2222,0,0,0,0
SAB2223,0,0,0,0
SAB2224,0,0,0,0
SAB2225c,0,0,0,0
SAB2226c,0,0,0,0
SAB2227,0,0,0,0
SAB2228,0,0,0,0
SAB2229c,0,0,0,0
SAB2230,0,0,0,0
SAB2231c,0,0,0,0
SAB2232c,0,0,0,0
SAB2233,0,0,0,0
SAB2234c,0,0,0,0
SAB2235c,0,0,0,0
SAB2236c,0,0,0,0
SAB2237,0,0,0,0
SAB2238c,0,0,0,0
SAB2239c,0,0,0,0
SAB2240,0,0,0,0
SAB2241,0,0,0,0
SAB2242,0,0,0,0
SAB2243,0,0,0,0
SAB2244c,0,0,0,0
SAB2245c,0,0,0,0
SAB2246c,0,0,0,0
SAB2247,0,0,0,0
SAB2249c,0,0,0,0
SAB2250,0,0,0,0
SAB2251c,0,0,0,0
SAB2252c,0,0,0,0
SAB2253c,0,0,0,0
SAB2254c,0,0,0,0
SAB2255,0,0,0,0
SAB2256,0,0,0,0
SAB2257c,0,0,0,0
SAB2258,0,0,0,0
SAB2259,0,0,0,0
SAB2260,0,0,0,0
SAB2262,0,0,0,0
SAB2263c,0,0,0,0
SAB2264c,0,0,0,0
SAB2265,0,0,0,0
SAB2266,0,0,0,0
SAB2267c,0,0,0,0
SAB2268,0,0,0,0
SAB2269,0,0,0,0
SAB2270c,0,0,0,0
SAB2271c,0,0,0,0
SAB2272c,0,0,0,0
SAB2273c,0,0,0,0
SAB2274c,0,0,0,0
SAB2275c,0,0,0,0
SAB2276c,0,0,0,0
SAB2277c,0,0,0,0
SAB2278c,0,0,0,0
SAB2279c,0,0,0,0
SAB2280c,0,0,0,0
SAB2281c,0,0,0,0
SAB2282c,0,0,0,0
SAB2283c,0,0,0,0
SAB2284c,0,0,0,0
SAB2285c,0,0,0,0
SAB2286c,0,0,0,0
SAB2287c,0,0,0,0
SAB2288c,0,0,0,0
SAB2289c,0,0,0,0
SAB2290c,0,0,0,0
SAB2292c,0,0,0,0
SAB2293c,0,0,0,0
SAB2294c,0,0,0,0
SAB2295c,0,0,0,0
SAB2297c,0,0,0,0
SAB2298,0,0,0,0
SAB2299c,0,0,0,0
SAB2300,0,0,0,0
SAB2301,0,0,0,0
SAB2302,0,0,0,0
SAB2303c,0,0,0,0
SAB2304c,0,0,0,0
SAB2305c,0,0,0,0
SAB2306c,0,0,0,0
SAB2307c,0,0,0,0
SAB2308c,0,0,0,0
SAB2310c,0,0,0,0
SAB2311c,0,0,0,0
SAB2312,0,0,0,0
SAB2313c,0,0,0,0
SAB2314,0,0,0,0
SAB2315,0,0,0,0
SAB2316,0,0,0,0
SAB2317c,0,0,0,0
SAB2318,0,0,0,0
SAB2319c,0,0,0,0
SAB2320,0,0,0,0
SAB2321,0,0,0,0
SAB2322c,0,0,0,0
SAB2323,0,0,0,0
SAB2324c,0,0,0,0
SAB2325c,0,0,0,0
SAB2326c,0,0,0,0
SAB2327c,0,0,0,0
SAB2328c,0,0,0,0
SAB2329c,0,0,0,0
SAB2330c,0,0,0,0
SAB2332,0,0,0,0
SAB2333,0,0,0,0
SAB2334c,0,0,0,0
SAB2335c,0,0,0,0
SAB2336c,0,0,0,0
SAB2337c,0,0,0,0
SAB2338c,0,0,0,0
SAB2339c,0,0,0,0
SAB2340c,0,0,0,0
SAB2341c,0,0,0,0
SAB2342,0,0,0,0
SAB2343c,0,0,0,0
SAB2344,0,0,0,0
SAB2345c,0,0,0,0
SAB2346c,0,0,0,0
SAB2347c,0,0,0,0
SAB2348c,0,0,0,0
SAB2349c,0,0,0,0
SAB2350c,0,0,0,0
SAB2351c,0,0,0,0
SAB2352c,0,0,0,0
SAB2353c,0,0,0,0
SAB2354c,0,0,0,0
SAB2355c,0,0,0,0
SAB2356,0,0,0,0
SAB2358c,0,0,0,0
SAB2362,0,0,0,0
SAB2364c,0,0,0,0
SAB2365c,0,0,0,0
SAB2366c,0,0,0,0
SAB2367c,0,0,0,0
SAB2369c,0,0,0,0
SAB2370c,0,0,0,0
SAB2371,0,0,0,0
SAB2372,0,0,0,0
SAB2373,0,0,0,0
SAB2374c,0,0,0,0
SAB2375c,0,0,0,0
SAB2376c,0,0,0,0
SAB2377c,0,0,0,0
SAB2378c,0,0,0,0
SAB2379c,0,0,0,0
SAB2380c,0,0,0,0
SAB2381c,0,0,0,0
SAB2382c,0,0,0,0
SAB2383c,0,0,0,0
SAB2384c,0,0,0,0
SAB2385c,0,0,0,0
SAB2386,0,0,0,0
SAB2387,0,0,0,0
SAB2388,0,0,0,0
SAB2389,0,0,0,0
SAB2390,0,0,0,0
SAB2391,0,0,0,0
SAB2392c,0,0,0,0
SAB2393c,0,0,0,0
SAB2394c,0,0,0,0
SAB2395,0,0,0,0
SAB2396,0,0,0,0
SAB2397c,0,0,0,0
SAB2398,0,0,0,0
SAB2399c,0,0,0,0
SAB2400,0,0,0,0
SAB2401,0,0,0,0
SAB2402c,0,0,0,0
SAB2403,0,0,0,0
SAB2404c,0,0,0,0
SAB2405c,0,0,0,0
SAB2406c,0,0,0,0
SAB2407,0,0,0,0
SAB2408,0,0,0,0
SAB2409c,0,0,0,0
SAB2410c,0,0,0,0
SAB2411c,0,0,0,0
SAB2412c,0,0,0,0
SAB2414c,0,0,0,0
SAB2416c,0,0,0,0
SAB2418,0,0,0,0
SAB2419c,0,0,0,0
SAB2420,0,0,0,0
SAB2421c,0,0,0,0
SAB2422c,0,0,0,0
SAB2423,0,0,0,0
SAB2424c,0,0,0,0
SAB2425c,0,0,0,0
SAB2426c,0,0,0,0
SAB2427,0,0,0,0
SAB2428c,0,0,0,0
SAB2429c,0,0,0,0
SAB2430,0,0,0,0
SAB2431,0,0,0,0
SAB2432c,0,0,0,0
SAB2433c,0,0,0,0
SAB2434c,0,0,0,0
SAB2435c,0,0,0,0
SAB2436c,0,0,0,0
SAB2437c,0,0,0,0
SAB2438c,0,0,0,0
SAB2439c,0,0,0,0
SAB2440c,0,0,0,0
SAB2441c,0,0,0,0
SAB2442c,0,0,0,0
SAB2443c,0,0,0,0
SAB2444c,0,0,0,0
SAB2445,0,0,0,0
SAB2446,0,0,0,0
SAB2447,0,0,0,0
SAB2448c,0,0,0,0
SAB2449c,0,0,0,0
SAB2450c,0,0,0,0
SAB2451c,0,0,0,0
SAB2452,0,0,0,0
SAB2453,0,0,0,0
SAB2455,0,0,0,0
SAB2456c,0,0,0,0
SAB2457c,0,0,0,0
SAB2458c,0,0,0,0
SAB2459c,0,0,0,0
SAB2460c,0,0,0,0
SAB2461c,0,0,0,0
SAB2462c,0,0,0,0
SAB2463c,0,0,0,0
SAB2464,0,0,0,0
SAB2465,0,0,0,0
SAB2466c,0,0,0,0
SAB2467,0,0,0,0
SAB2468c,0,0,0,0
SAB2469,0,0,0,0
SAB2470c,0,0,0,0
SAB2471c,0,0,0,0
SAB2472c,0,0,0,0
SAB2473,0,0,0,0
SAB2474c,0,0,0,0
SAB2476,0,0,0,0
SAB2478,0,0,0,0
SAB2481,0,0,0,0
SAB2482c,0,0,0,0
SAB2483c,0,0,0,0
SAB2484c,0,0,0,0
SAB2485c,0,0,0,0
SAB2486c,0,0,0,0
SAB2487c,0,0,0,0
SAB2488,0,0,0,0
SAB2489c,0,0,0,0
SAB2492c,0,0,0,0
SAB2493c,0,0,0,0
SAB2494c,0,0,0,0
SAB2495c,0,0,0,0
SAB2496c,0,0,0,0
SAB2497c,0,0,0,0
SAB2498c,0,0,0,0
SAB2499c,0,0,0,0
SAB2500c,0,0,0,0
SAB2501c,0,0,0,0
SAB2502,0,0,0,0
SAB2503c,0,0,0,0
SAB2504c,0,0,0,0
SAB2505c,0,0,0,0
SAB2511c,0,0,0,0
SAB2512c,0,0,0,0
SAB2513c,0,0,0,0
SAB2514,0,0,0,0
SAB2515,0,0,0,0
SAB2516,0,0,0,0
SAB2517,0,0,0,0
SAB2518c,0,0,0,0
SAB2519,0,0,0,0
SAB2520c,0,0,0,0
SAB2521c,0,0,0,0
SAB2522c,0,0,0,0
SAB2523c,0,0,0,0
SAB2525c,0,0,0,0
SAB2526c,0,0,0,0
SAB2527c,0,0,0,0
SAB2528c,0,0,0,0
SAB2531,0,0,0,0
SAB2532,0,0,0,0
SAB2533,0,0,0,0
SAB2534c,0,0,0,0
SAB2535c,0,0,0,0
SAB2536c,0,0,0,0
SAB2537c,0,0,0,0
SAB2538c,0,0,0,0
SAB2539c,0,0,0,0
SAB2540c,0,0,0,0
SAB2541,0,0,0,0
SAB2542,0,0,0,0
SAB2543,0,0,0,0
SAB2544,0,0,0,0
SAB2545c,0,0,0,0
SAB2546c,0,0,0,0
SAB2547c,0,0,0,0
SAB2548c,0,0,0,0
SAB2549c,0,0,0,0
SAB2550c,0,0,0,0
SAB2551c,0,0,0,0
SAB2552c,0,0,0,0
SAB2554c,0,0,0,0
SAB2555c,0,0,0,0
SAB2556c,0,0,0,0
SAB2557c,0,0,0,0
SAB2558c,0,0,0,0
SAB2559c,0,0,0,0
SAB2560c,0,0,0,0
SAB2561c,0,0,0,0
SAB2562c,0,0,0,0
SAB2563,0,0,0,0
SAB2564c,0,0,0,0
SAB2565,0,0,0,0
SAB2566,0,0,0,0
SAB2567c,0,0,0,0
SAB2568c,0,0,0,0
SAB2569,0,0,0,0
SAB2570,0,0,0,0
SAB2571,0,0,0,0
SAB2572c,0,0,0,0
SAB2573,0,0,0,0
SAB2574,0,0,0,0
SAB2575,0,0,0,0
SAB2576c,0,0,0,0
SAB2577c,0,0,0,0
SAB2578,0,0,0,0
SAB2579,0,0,0,0
SAB2580,0,0,0,0
SAB2581,0,0,0,0
SAB2582c,0,0,0,0
SAB2583c,0,0,0,0
SAB2584c,0,0,0,0
SAB2585c,0,0,0,0
SAB2586c,0,0,0,0
SAB2587c,0,0,0,0
SAB2588c,0,0,0,0
SAB2589c,0,0,0,0
SAB2590c,0,0,0,0
SAB0926c,7546,5539,5321,8443
SAB0927c,9988,10750,10799,11545
SAB2479,0,2820,3137,0
SAB0925c,8708,7370,8128,9915
SAB0949,0,2230,2660,0
SAB0450,0,1707,2102,0
SAB0362,11765,9431,14067,13215
SAB1050,0,2015,2734,0
SAB1042,0,1637,2280,0
SAB2100c,0,2719,3870,0
SAB0130,0,1978,2877,0
SAB_r09,277510,147215,249953,374478
SAB_r12,273124,143957,243091,372137
SAB_r02,274032,144250,244626,372954
SAB_r13,67467,34716,62981,88727
SAB_r06,273874,141780,244819,373251
SAB_r05,67101,34274,62746,89024
SAB_r15,271564,139461,244224,372423
SAB_r10,66816,34346,62981,89173
SAB_r01,65922,31797,59490,88281
SAB_r16,65517,31110,59528,87743
SAB1088c,20398,8664,21697,26086
SAB0504,0,1637,2704,0
SAB0469,0,2167,3583,0
SAB0764,0,1758,2946,0
SAB_r07,614406,159065,638065,666526
SAB_r03,614406,159065,638264,666526
SAB1135,0,1999,3564,0
SAB0499,8027,5276,10014,13847
SAB0581c,0,2861,5838,0
SAB2480c,0,1715,3596,0
SAB2054,0,1711,3599,0
SAB_r11,1288438,287547,1854034,1483774
SAB_r14,1294758,287870,1863198,1491812
SAB_r08,1305838,290395,1879340,1505574
SAB_r04,1304101,290136,1916984,1523297
SAB0864,3351,2538,4917,7976
SAB0443,0,1833,4339,0
SAB0960,0,2283,5411,0
SAB0725,9937,8895,15129,33431
SAB0582c,0,1623,4516,0
SAB0583c,0,2051,6928,0
SAB_t11,3030,0,2824,8442
SAB_t41,3030,0,2824,8442
SAB_t50,3030,0,2824,8442
SAB2417,4762,2549,20085,8091
SAB0913c,0,1861,7567,0
SAB0914c,0,1968,9206,0
SAB1258c,6131,4536,22453,30661
SAB1027c,0,3082,8615,7944
SAB0961,0,1885,4128,7030
SAB_t07,0,0,1909,0
SAB_t45,0,0,1909,0
SAB1444c,0,0,1999,0
SAB1109,0,0,2061,0
SAB2114c,0,0,2073,0
SAB0202,0,0,2121,0
SAB0496,0,0,2158,0
SAB_t02,0,0,2197,0
SAB1954c,0,0,2278,0
SAB0131,0,0,2342,0
SAB1105,0,0,2415,0
SAB0009,0,0,2421,0
SAB2475c,0,0,2482,0
SAB0881,0,0,2605,0
SAB1568c,0,0,2641,0
SAB0132,0,0,2771,0
SAB0977,0,0,2822,0
SAB0962,0,0,2866,0
SAB1778c,0,0,2922,0
SAB0498,0,0,3521,0
SAB0038,0,0,3830,0
SAB0748,0,0,4035,0
SAB1546c,0,0,4265,0
SAB0497,0,0,4572,0
SAB1447c,0,0,5048,0
SAB0915c,0,0,9187,0
SAB_t23,0,0,2511,8442
SAB_t34,0,0,2511,8442
SAB_t37,0,0,2511,8442
SAB0959,0,0,4302,6991
SAB0749,0,0,3761,9582
