X,dpurR.T3.R1,dpurR.T3.R2,dpurR.T5.R1,dpurR.T5.R2,WT.T3.R1,WT.T3.R2,WT.T5.R1,WT.T5.R2
SAUSA300_0529,19277,20812,5045,13027,2949,2069,3041,3186
SAUSA300_0530,81976,87556,15561,37848,22329,15671,12764,14027
SAUSA300_0531,69504,71660,13763,33776,20588,14077,11258,11718
SAUSA300_0532,372496,395645,69874,161526,143523,90895,59717,68437
SAUSA300_0533,458752,489407,114905,244416,223008,142418,123699,147430
SAUSA300_0534,5593,6100,1872,2127,9228,6121,8523,8882
SAUSA300_0535,35001,35792,14337,20332,35139,22601,19215,15794
SAUSA300_0536,65428,66754,52735,73054,94462,62475,160688,179228
SAUSA300_0537,1114,1180,1235,2659,1175,809,1158,1177
SAUSA300_0538,8104,8404,10657,25955,7062,4980,9951,9529
SAUSA300_0539,17938,19223,19591,61330,15862,10199,33654,35925
SAUSA300_0540,3229,3425,4380,12925,4532,2627,15565,16599
SAUSA300_0541,2545,2695,965,1416,2993,1981,3358,3776
SAUSA300_0542,423,543,201,329,684,412,1088,1024
SAUSA300_0543,364,384,269,494,542,434,1056,1213
SAUSA300_0544,1143,1177,908,1885,1512,982,3659,3497
SAUSA300_0545,2091,2160,1213,1980,1983,1252,3306,3175
SAUSA300_0546,1239,1339,1071,1625,2161,1533,3421,3532
SAUSA300_0547,2078,2134,1181,2119,8728,5887,7715,6775
SAUSA300_0548,3039,3043,880,678,8249,5538,7413,7152
SAUSA300_0549,3761,3949,1955,3993,3336,2121,5364,4892
SAUSA300_0550,8510,8939,3917,6670,11680,7644,8882,9256
SAUSA300_0551,10484,11048,5543,6820,11536,7376,8799,11658
SAUSA300_0552,6165,6511,3155,3828,8329,5272,5040,6543
SAUSA300_0553,4285,4477,2808,3357,5398,3857,5980,6966
SAUSA300_0554,2670,2811,1308,2668,2600,1547,2084,2231
SAUSA300_0555,8352,8337,3176,5793,9816,6448,7465,8693
SAUSA300_0556,9454,9599,3737,7435,11970,8350,8500,10713
SAUSA300_0557,2089,2209,299,618,3567,2429,1343,1231
SAUSA300_0558,1879,2074,1223,2810,2542,1608,2900,3348
SAUSA300_0559,281,294,124,156,395,253,338,351
SAUSA300_0560,838,882,488,774,1052,628,903,955
SAUSA300_0561,135,128,56,79,140,64,83,84
SAUSA300_0562,21672,21884,5333,8560,20562,13285,16273,15957
SAUSA300_0563,1793,1876,692,1238,1760,1134,1225,1343
SAUSA300_0564,1408,1393,332,709,1212,952,746,695
SAUSA300_0565,1500,1471,462,873,1102,665,781,778
SAUSA300_0566,14601,15427,13501,15788,25515,16582,18990,15997
SAUSA300_0567,1587,1716,966,1616,1825,1149,1818,2216
SAUSA300_0568,2568,2705,1411,2250,3142,2019,2828,3063
SAUSA300_0569,25534,26900,6116,11615,22701,14808,24678,26399
SAUSA300_0570,36478,38288,15262,26931,39922,26092,40443,43836
SAUSA300_0571,26051,27744,8760,16017,27040,17097,23133,24095
SAUSA300_0572,1318,1370,1457,2934,1304,861,1067,1049
SAUSA300_0573,2212,2360,2250,3717,2045,1292,1413,1544
SAUSA300_0574,3272,3493,3005,4368,3043,1915,1592,1722
SAUSA300_0575,368,387,648,870,344,259,626,747
SAUSA300_0576,1405,1421,754,1227,1362,850,1299,1320
SAUSA300_0577,208,201,150,206,213,188,215,171
SAUSA300_0578,6,10,8,8,2,3,7,6
SAUSA300_0579,444,397,256,618,1246,859,1876,1849
SAUSA300_0580,72,105,47,158,140,106,317,264
SAUSA300_0581,197,227,115,238,332,179,474,488
SAUSA300_0582,297,344,208,454,454,248,627,636
SAUSA300_0583,237,263,156,258,322,208,348,383
SAUSA300_0584,372,352,160,342,463,309,278,368
SAUSA300_0585,214,231,66,122,279,189,101,106
SAUSA300_0586,275,279,77,107,345,205,90,123
SAUSA300_0587,659,721,210,384,680,455,215,225
SAUSA300_0588,491,552,161,235,514,326,173,191
SAUSA300_0589,3546,3732,1186,2193,3218,2016,1305,1465
SAUSA300_0590,8374,8946,5589,8696,12379,8315,6111,6174
SAUSA300_0591,2886,3136,1373,2588,3333,1956,4579,3327
SAUSA300_0592,18129,19249,7376,12043,15110,9772,22991,22329
SAUSA300_0593,9630,10240,3699,5344,7856,4736,11763,12246
SAUSA300_0594,408244,438432,200189,515430,325004,201257,316763,351410
SAUSA300_0595,2394,2539,1160,2578,2627,1714,5422,4566
SAUSA300_0596,16475,17432,6867,10866,15277,9484,21439,21133
SAUSA300_0597,293,325,126,159,365,249,762,721
SAUSA300_0598,2825,2880,645,1161,3902,2674,2917,2928
SAUSA300_0599,2077,2227,674,1227,2479,1687,2001,1858
SAUSA300_0600,1851,2012,870,1857,2153,1313,1877,1870
SAUSA300_0601,3294,3555,2003,4194,3063,1968,4087,3850
SAUSA300_0602,94870,98923,88342,158903,84024,53699,108814,112730
SAUSA300_0603,5446,6302,2765,2676,6570,4457,6666,5169
SAUSA300_0604,1320,1438,2938,5900,2046,1206,2614,2874
SAUSA300_0605,27937,31973,45791,59163,10173,5956,29084,29435
SAUSA300_0606,1103,1187,645,1328,1077,691,1365,1375
SAUSA300_0607,0,0,0,0,0,0,0,0
SAUSA300_0608,0,0,0,0,0,0,0,0
SAUSA300_0609,0,0,0,0,0,0,0,0
SAUSA300_0610,0,0,0,0,0,0,0,0
SAUSA300_0611,0,0,0,0,0,0,0,1
SAUSA300_0612,7,7,7,8,5,2,16,15
SAUSA300_0613,254,265,137,176,307,214,303,318
SAUSA300_0614,23,21,17,20,9,15,30,23
SAUSA300_0615,50,68,23,47,60,63,42,48
SAUSA300_0616,82,100,43,89,111,67,101,95
SAUSA300_0617,20319,22271,18612,43297,16924,10905,18801,23069
SAUSA300_0618,149780,159128,70264,115033,159689,102840,403694,419081
SAUSA300_0619,89473,97056,43036,81317,88715,59843,256283,247236
SAUSA300_0620,186371,197166,97479,178407,201201,138306,514482,535080
SAUSA300_0621,20035,21338,19409,15880,20576,13398,26745,35628
SAUSA300_0622,1521,1621,502,514,1882,1144,879,944
SAUSA300_0623,5338,5721,2171,2622,6893,4755,5704,5614
SAUSA300_0624,13323,14467,5323,8764,13305,8778,9728,8906
SAUSA300_0625,14318,15853,4956,8272,16226,9972,11324,11236
SAUSA300_0626,5299,5412,1279,2819,5183,3450,4826,4093
SAUSA300_0627,5558,5900,1553,2876,6591,4459,5193,5257
SAUSA300_0628,2441,2451,831,1393,2728,1678,2306,2675
SAUSA300_0629,3442,3685,897,1209,4659,3073,3088,2627
SAUSA300_0630,60284,64058,50993,96660,54220,35031,65007,70799
SAUSA300_0631,26122,27777,17486,34845,32834,20248,31853,35336
SAUSA300_0632,3203,3262,2149,4234,2387,1569,2570,2916
SAUSA300_0633,7759,8055,4351,3372,13057,8364,6091,6473
SAUSA300_0634,1846,1971,1634,1304,3089,1864,1881,2131
SAUSA300_0635,2961,3122,2333,2212,4860,3057,3074,3299
SAUSA300_0636,2681,2751,2636,5164,3265,2061,1446,1373
SAUSA300_0637,1158,1182,1382,2758,1259,807,483,584
SAUSA300_0638,476,521,751,1517,588,388,271,307
SAUSA300_0639,13917,14784,6154,10366,19707,12575,15395,16812
SAUSA300_0640,8934,9460,3392,7172,8356,5448,6009,6661
SAUSA300_0641,1807,2100,686,833,1507,950,1670,1756
SAUSA300_0642,1608,1881,1061,1493,1574,979,1514,1723
SAUSA300_0643,5384,5644,2295,2469,9073,6123,6145,5823
SAUSA300_0644,2023,2162,1010,1873,2104,1547,2017,2001
SAUSA300_0645,1193,1273,714,1143,1387,850,1168,1356
SAUSA300_0646,2914,3125,1490,2400,3018,1957,2381,2509
SAUSA300_0647,2488,2678,932,1347,2310,1533,1427,1871
SAUSA300_0648,6216,6907,2112,2903,6028,4283,3368,3504
SAUSA300_0649,5924,6951,2880,6072,4152,2590,3529,2880
SAUSA300_0650,12889,13404,3398,6160,10950,6845,4999,6089
SAUSA300_0651,8230,9005,1095,2244,6638,3919,4644,5045
SAUSA300_0652,4562,5204,3499,4064,6411,4180,5259,5617
SAUSA300_0653,2107,2395,1405,1959,3017,1970,2007,2269
SAUSA300_0654,499,514,343,436,506,306,362,352
SAUSA300_0655,14344,14764,8851,14815,16158,10485,13136,13918
SAUSA300_0656,7711,8339,4620,7711,8345,4895,6666,7408
SAUSA300_0657,4821,4871,1777,4459,5099,3669,2405,2200
SAUSA300_0658,7471,7958,3721,7776,8662,5608,3375,3850
SAUSA300_0659,3652,4147,2832,5529,2815,1875,1215,1693
SAUSA300_0660,1285,1488,1126,2291,781,487,414,525
SAUSA300_0661,1039,1163,565,706,1213,784,1194,1067
SAUSA300_0662,50,56,54,106,44,31,94,91
SAUSA300_0663,2178,2393,968,1078,1724,1274,1662,1582
SAUSA300_0664,4169,4160,2824,4160,5541,3929,7039,5652
SAUSA300_0665,694,797,645,1526,1214,831,1416,1320
SAUSA300_0666,6885,7254,8993,15292,8823,5436,4123,4445
SAUSA300_0667,3431,3509,2578,3401,3909,2182,1782,1511
SAUSA300_0668,10269,10876,7800,10365,14515,10177,26693,16884
SAUSA300_0669,6257,6602,1009,2112,5959,3762,2760,2919
SAUSA300_0670,11298,12059,4312,4843,13357,8740,7384,8407
SAUSA300_0671,10843,11840,3951,5403,11521,6947,4845,5827
SAUSA300_0672,140192,153141,54956,69577,154674,91612,146755,161069
SAUSA300_0673,4934,5417,3946,7975,3977,2242,4192,4422
SAUSA300_0674,7540,8017,6669,13312,6519,4231,5427,5690
SAUSA300_0675,791,816,826,1366,472,284,620,544
SAUSA300_0676,8355,9230,7525,16258,4360,2661,4389,5279
SAUSA300_0677,10166,10949,10355,21375,5384,3404,5151,6395
SAUSA300_0678,1033,1264,274,399,1653,1013,1096,1140
SAUSA300_0679,676,706,236,485,736,440,480,580
SAUSA300_0680,1979,2106,1196,1441,3235,1962,1287,1425
SAUSA300_0681,789,817,461,888,1097,664,916,770
SAUSA300_0682,860,812,882,2093,917,605,1107,996
SAUSA300_0683,954,991,31287,68882,457,264,6426,6239
SAUSA300_0684,680,694,33761,69999,365,245,4075,4699
SAUSA300_0685,2837,3027,188375,332180,1530,1002,16133,18984
SAUSA300_0686,4681,4715,2204,4203,4520,2969,2456,3100
SAUSA300_0687,20807,22348,16968,21285,26520,16110,21741,26705
SAUSA300_0688,3117,3318,3031,5482,3931,2499,9272,6842
SAUSA300_0689,5088,5370,5310,9655,6539,4210,9959,10448
SAUSA300_0690,170249,183641,20165,60483,109219,73364,107330,97252
SAUSA300_0691,119468,127228,15272,45988,53851,35752,65964,62957
SAUSA300_0692,66286,71535,8521,25523,36858,24732,47119,43319
SAUSA300_0693,137267,144508,13170,45757,35834,23480,100928,80234
SAUSA300_0694,1656,2064,683,1117,1140,788,1279,1124
SAUSA300_0695,2596,2876,1279,2375,2125,1402,1628,1832
SAUSA300_0696,969,994,424,822,833,535,588,604
SAUSA300_0697,1394,1346,255,544,889,540,594,584
SAUSA300_0698,409,458,134,214,548,326,420,418
SAUSA300_0699,1607,1740,482,854,1677,1065,1156,1151
SAUSA300_0700,1175,1177,262,490,1035,660,622,623
SAUSA300_0701,2475,2619,684,1076,2715,1702,1890,1693
SAUSA300_0702,4798,4923,1227,1885,4840,3177,2800,3036
SAUSA300_0703,94324,100908,26269,46110,58452,37740,31253,32109
SAUSA300_0704,8283,8827,5479,5763,9397,6224,7482,8491
SAUSA300_0705,12623,13419,6892,8848,8647,5648,6024,6776
SAUSA300_0706,7418,7759,3116,2959,11125,7166,8250,8759
SAUSA300_0707,17524,18668,3742,4167,18700,12257,9345,10769
SAUSA300_0708,3254,3526,823,1019,3714,2694,2744,2661
SAUSA300_0709,5199,5473,1950,4483,6963,4195,4965,5070
SAUSA300_0710,568,577,214,322,527,329,655,549
SAUSA300_0711,11298,11769,8182,8243,18964,12150,16715,13495
SAUSA300_0712,48117,51068,22562,33225,70762,44130,30986,32557
SAUSA300_0713,1189,1187,548,1198,789,525,771,796
SAUSA300_0714,1462,1582,679,1321,1198,731,1041,958
SAUSA300_0715,5518,5840,7416,12017,20841,14446,40569,32994
SAUSA300_0716,29145,31658,29520,46893,74722,45952,115187,118221
SAUSA300_0717,22728,24265,16432,26494,41485,25737,52013,58180
SAUSA300_0718,1181,1326,175,188,2627,1742,522,505
SAUSA300_0719,461,496,115,84,1000,643,230,229
SAUSA300_0720,354,380,105,77,574,406,138,165
SAUSA300_0721,1003,1035,183,198,926,639,245,297
SAUSA300_0722,6728,7122,1970,3646,6037,3814,4452,4570
SAUSA300_0723,159,182,61,76,138,105,155,102
SAUSA300_0724,2357,2570,985,1818,1724,1137,2185,2021
SAUSA300_0725,2367,2393,1772,2442,2553,1843,3655,3684
SAUSA300_0726,4591,4787,2138,3689,3806,2520,3574,3332
SAUSA300_0727,13158,13798,4928,8875,13500,8925,12003,12404
SAUSA300_0728,1008,1120,428,749,1005,619,1086,1097
SAUSA300_0729,954,1003,330,570,737,491,932,1058
SAUSA300_0730,7562,8482,1932,3691,6280,3750,6059,5952
SAUSA300_0731,6705,7359,1823,2047,6376,4202,2822,2614
SAUSA300_0732,4807,5057,2929,2404,6210,4063,5236,5858
SAUSA300_0733,12046,12889,4717,7606,12666,7559,22161,18662
SAUSA300_0734,182,200,125,202,202,110,902,666
SAUSA300_0735,119,131,95,117,161,92,459,358
SAUSA300_0736,85563,89000,32984,49699,58248,37657,58264,49574
SAUSA300_0737,60253,63688,13839,21024,47638,29976,29426,30467
SAUSA300_0739,798,857,262,313,885,620,1067,1041
SAUSA300_0740,3573,3931,789,1117,4935,3244,2922,3163
SAUSA300_0741,6820,7077,3449,5406,7564,4941,5556,5743
SAUSA300_0742,15736,16800,8177,13147,14360,9125,10075,11838
SAUSA300_0743,9970,10270,3274,5891,10841,7713,6923,6902
SAUSA300_0744,3512,3832,1404,2712,3631,2497,2789,2854
SAUSA300_0745,3079,3237,999,1950,3446,2249,1890,2071
SAUSA300_0746,7015,7505,2111,3376,5953,3455,3672,3644
SAUSA300_0747,44491,46364,15857,17071,42340,26003,27579,28355
SAUSA300_0748,8848,9559,4500,5898,8488,5562,5920,6052
SAUSA300_0749,10110,10950,11271,18640,11490,7489,9025,9512
SAUSA300_0750,10459,11085,11516,18470,10357,6554,7228,8526
SAUSA300_0752,34423,36040,14959,19500,23021,14120,30211,36384
SAUSA300_0753,5516,6016,4104,5666,4778,3029,7943,7523
SAUSA300_0754,6733,6901,3508,3499,9540,7571,9350,9050
SAUSA300_0755,126632,131849,3390,4587,112856,75801,38978,35459
SAUSA300_0756,313714,331357,20879,18881,238885,151829,148825,152527
SAUSA300_0757,145560,154149,6784,6646,142365,85844,76075,74714
SAUSA300_0758,109761,117132,5414,5477,108877,68018,43627,43493
SAUSA300_0759,234634,252015,11165,11178,238920,153497,88743,90775
SAUSA300_0760,476098,511992,73713,129243,339473,202747,236033,275489
SAUSA300_0761,4861,5158,2666,4210,6443,4259,7417,6417
SAUSA300_0762,6491,6068,4593,6585,6120,4792,10124,9520
SAUSA300_0763,7513,7809,4958,7243,5276,3602,4844,4685
SAUSA300_0764,28640,30637,17437,24416,23278,14844,18002,18649
SAUSA300_0765,3898,4083,2484,3818,2596,1730,2341,2656
SAUSA300_0766,698215,681381,715470,1385901,684111,484730,1241761,1447572
SAUSA300_0767,314,331,253,416,380,243,942,819
SAUSA300_0768,235,218,167,288,479,331,866,993
SAUSA300_0769,994,1073,681,1360,2250,1627,5242,5624
SAUSA300_0770,41,51,107,223,75,60,193,167
SAUSA300_0771,401,444,202,414,631,366,383,378
SAUSA300_0772,19165,20510,33771,36218,57063,38038,139469,160248
SAUSA300_0773,133,154,42,68,90,46,124,162
SAUSA300_0774,1833,2010,71,168,1648,1162,737,656
SAUSA300_0775,640,634,33,63,327,211,70,64
SAUSA300_0776,23043,24327,4728,12814,68169,44351,127897,127878
SAUSA300_0777,123666,127679,144312,68531,138077,84312,204054,320548
SAUSA300_0778,520,546,254,412,421,301,624,691
SAUSA300_0779,522,605,241,377,502,326,626,671
SAUSA300_0780,1080,1228,437,454,938,644,1047,1021
SAUSA300_0781,4745,5653,13916,31327,5290,3536,16618,12944
SAUSA300_0782,631,731,134,200,1228,831,808,926
SAUSA300_0783,4876,5002,1211,2401,1790,1201,2356,2042
SAUSA300_0784,2581,2713,1990,4702,2498,1503,8464,7413
SAUSA300_0785,27719,31164,3818,7124,21000,11841,16188,15163
SAUSA300_0786,896,1057,2782,4175,1481,906,3300,4236
SAUSA300_0787,583,647,262,540,560,345,607,624
SAUSA300_0788,4227,4371,4078,2637,6468,4344,5902,6683
SAUSA300_0789,6699,7112,2677,3010,7463,4582,10565,10649
SAUSA300_0790,9675,10061,2638,4074,9225,6481,8621,6902
SAUSA300_0791,22714,23643,9953,16883,16873,11929,18715,18209
SAUSA300_0792,7,5,3,14,4,3,26,15
SAUSA300_0793,1428,1545,601,840,1663,1087,4672,4596
SAUSA300_0794,840,950,878,1474,934,550,2441,2493
SAUSA300_0795,433,529,485,1013,373,253,1241,1119
SAUSA300_0796,4020,4396,4413,4752,7992,5360,13505,14000
SAUSA300_0797,1971,2147,1887,2192,4768,2985,6403,7786
SAUSA300_0798,4062,4417,3785,4575,8306,4917,11608,11965
SAUSA300_0799,261,233,98,328,89,46,171,235
SAUSA300_0800,1146,1195,860,2700,779,470,2644,2927
SAUSA300_0801,602,703,470,1493,366,237,1444,1434
SAUSA300_0802,761,755,594,1419,620,445,1801,2163
SAUSA300_0803,1027,1128,977,2414,966,701,3179,3675
SAUSA300_0804,217,193,304,505,331,265,1276,1196
SAUSA300_0805,262,255,301,507,440,259,1235,1252
SAUSA300_0806,83,124,134,206,152,66,502,572
SAUSA300_0807,124,163,156,329,275,185,658,602
SAUSA300_0808,79,77,124,227,167,99,401,342
SAUSA300_0809,1269,1340,1474,2380,2269,1507,4239,4202
SAUSA300_0810,187,207,198,332,276,220,528,481
SAUSA300_0811,171,210,169,320,200,157,389,384
SAUSA300_0812,1484,1464,1025,1623,1911,1268,2117,2390
SAUSA300_0813,600,609,391,649,732,490,744,723
SAUSA300_0814,8681,9199,4049,3112,8738,5565,6147,6754
SAUSA300_0815,59869,63194,2229,7982,13802,9322,19071,15194
SAUSA300_0816,73753,74549,223872,286199,92578,63349,445379,370748
SAUSA300_0817,1324,1478,207,403,1525,913,501,609
SAUSA300_0818,9107,9402,13450,13881,15853,10349,17738,20083
SAUSA300_0819,12419,13008,18374,18533,20821,13120,21711,25946
SAUSA300_0820,9521,9991,15361,16878,15882,10073,14460,20186
SAUSA300_0821,3726,3785,5418,6189,5671,3623,4545,6760
SAUSA300_0822,20034,21269,25374,31390,24608,15507,29463,40591
SAUSA300_0823,237,299,87,156,275,197,335,310
SAUSA300_0824,2659,2748,1672,3688,3936,2577,3126,2975
SAUSA300_0825,1123,1187,800,2084,1749,1181,1791,2098
SAUSA300_0826,3342,3309,1208,1609,2763,1855,1217,1318
SAUSA300_0827,1972,2211,745,1151,1586,937,690,633
SAUSA300_0828,5507,5835,2122,3233,4617,2942,1934,2015
SAUSA300_0829,21860,22946,8909,17772,17449,11744,13222,14093
SAUSA300_0830,1549,1731,722,1529,1350,898,1888,1674
SAUSA300_0831,1102,1191,281,367,1165,692,1194,1233
SAUSA300_0832,3615,3664,1528,3615,3911,2641,5359,4790
SAUSA300_0833,6517,6867,2452,5255,7704,4902,7163,7182
SAUSA300_0834,10984,11403,5213,11088,11989,7914,12905,13173
SAUSA300_0835,23586,25136,5189,9142,24137,15828,15056,17330
SAUSA300_0836,19300,22246,3488,7025,18164,11290,9979,11168
SAUSA300_0837,4005,4345,725,1464,3947,2958,2072,1978
SAUSA300_0838,40559,43469,6440,12182,44530,28239,18392,21043
SAUSA300_0839,9295,9715,4787,6334,9127,5575,15963,15654
SAUSA300_0840,951,1074,608,1191,629,362,1074,897
SAUSA300_0841,12630,13367,8471,21611,13955,9152,20261,20984
SAUSA300_0842,1721,1783,1797,1690,3128,2177,4154,4663
SAUSA300_0843,2844,3039,2715,3285,3767,2254,5803,6624
SAUSA300_0844,25373,27730,18991,38890,23163,14405,21445,24212
SAUSA300_0845,9487,9714,2842,4859,9490,6089,10168,10465
SAUSA300_0846,1203,1301,364,528,2661,1644,2724,2842
SAUSA300_0847,2349,2441,1120,2245,3058,2012,3910,4455
SAUSA300_0848,969,903,270,453,421,284,396,365
SAUSA300_0849,6834,7100,2568,4379,4028,2306,1620,1790
SAUSA300_0850,1817,2120,644,1037,1360,752,382,518
SAUSA300_0851,11181,11575,4039,6796,7316,5139,2472,2659
SAUSA300_0852,29761,31621,10065,16406,21124,13970,6875,8273
SAUSA300_0853,5604,5859,2104,3713,3569,2488,1498,1654
SAUSA300_0854,6463,6935,2473,4196,4985,3135,1914,1990
SAUSA300_0855,49267,52140,17957,35831,42542,28504,22946,22922
SAUSA300_0856,1298,1409,589,1161,1235,732,1169,1045
SAUSA300_0857,20961,22065,4259,9323,15183,9558,17382,15166
SAUSA300_0858,28364,29580,15721,34850,33541,23623,30282,22421
SAUSA300_0859,6857,7127,3041,2978,14640,9455,21482,25347
SAUSA300_0860,15412,16374,10160,15406,20500,13660,11366,10870
SAUSA300_0861,22900,23740,29810,53891,32098,21473,25083,27131
SAUSA300_0862,1226,1330,2211,6849,968,589,1860,1897
SAUSA300_0863,1924,2184,204,343,900,615,483,533
SAUSA300_0864,1345,1553,120,204,661,384,293,312
SAUSA300_0865,168668,184967,37077,67095,129382,78737,126915,138038
SAUSA300_0866,3848,4303,1373,1956,3769,2572,3302,2689
SAUSA300_0867,3568,3930,1154,1765,2155,1376,2010,1716
SAUSA300_0868,4073,4394,1420,2102,2872,1794,2206,2481
SAUSA300_0869,11087,11754,6146,11106,12436,7789,11001,12188
SAUSA300_0870,20240,21946,11486,18577,18865,12274,12759,15414
SAUSA300_0871,62622,65580,18305,32719,61297,40445,50958,47453
SAUSA300_0872,1055,1190,553,795,987,559,1397,1371
SAUSA300_0873,44851,47387,7112,8680,43542,27977,21237,23272
SAUSA300_0874,10194,10903,3636,2109,10286,6651,5567,5864
SAUSA300_0875,20990,22610,8323,16407,20427,13514,21451,23122
SAUSA300_0876,780,818,255,373,653,453,733,673
SAUSA300_0877,17436,18666,37633,19414,20291,13854,28508,47457
SAUSA300_0878,112,114,78,198,131,89,606,580
SAUSA300_0879,92,102,33,31,47,27,36,35
SAUSA300_0880,88,99,23,30,55,32,41,47
SAUSA300_0881,110,133,33,42,86,50,70,58
SAUSA300_0882,538,623,195,379,533,313,401,360
SAUSA300_0883,1808,1763,934,990,1830,1087,6037,6898
SAUSA300_0884,7485,7704,2428,4923,4286,2290,6199,5976
SAUSA300_0885,12300,13042,900,1190,7311,5002,1487,1493
SAUSA300_0886,33348,34724,4389,7894,21899,14192,7110,7902
SAUSA300_0887,3127,3550,1835,3043,3680,2209,5229,4798
SAUSA300_0888,2245,2393,1479,2704,2884,1836,3445,3685
SAUSA300_0889,1928,1995,1866,3673,2721,1845,2972,2778
SAUSA300_0890,1902,2177,2189,4372,2684,1829,2906,2912
SAUSA300_0891,4875,5038,5242,10108,5748,3823,4999,5623
SAUSA300_0892,431,434,156,352,133,73,215,218
SAUSA300_0893,44,56,39,62,51,38,71,60
SAUSA300_0894,57,68,38,69,52,27,40,58
SAUSA300_0895,72,86,42,93,69,46,64,68
SAUSA300_0896,226,233,139,286,216,166,247,242
SAUSA300_0897,15718,16357,4303,8238,15316,10023,19216,16542
SAUSA300_0898,316742,340129,323685,290058,306146,204229,641344,703392
SAUSA300_0899,28163,30525,10925,12238,41403,25892,44562,44854
SAUSA300_0900,41,39,15,18,66,49,78,78
SAUSA300_0901,58,63,20,30,72,53,107,120
SAUSA300_0902,35503,38487,4724,7595,26037,16480,24427,25006
SAUSA300_0903,5975,6054,1199,2156,5728,3944,1962,2108
SAUSA300_0904,4167,4436,934,1282,4143,2740,2031,1948
SAUSA300_0905,2285,2644,373,650,2242,1250,1376,1043
SAUSA300_0906,1879,2020,490,842,2381,1541,882,876
SAUSA300_0907,4106,4152,1040,2001,4783,3329,1739,1811
SAUSA300_0908,8469,9025,2711,5105,9637,6317,5014,5677
SAUSA300_0909,2167,2294,789,1448,2092,1339,1315,1537
SAUSA300_0910,5115,5286,1694,2944,5515,3803,2600,2873
SAUSA300_0911,10602,11735,3351,5683,11239,6877,3255,3670
SAUSA300_0912,18819,19858,5330,7690,16534,9843,6574,7359
SAUSA300_0913,15912,17040,7977,11501,21141,13433,24608,23528
SAUSA300_0914,1520,1644,484,939,1445,983,1127,1124
SAUSA300_0915,976,1154,580,1012,1237,802,1444,1683
SAUSA300_0916,25641,27225,22055,53968,19220,12529,22915,23055
SAUSA300_0917,7812,8444,2624,3920,9549,5835,5782,7040
SAUSA300_0918,8599,9140,2899,3851,13632,9231,6221,6496
SAUSA300_0919,6369,6731,2280,3287,9637,6322,5772,5899
SAUSA300_0920,960,994,328,565,1369,957,862,700
SAUSA300_0921,15708,16670,4277,5720,15962,10500,10496,10888
SAUSA300_0922,11705,12794,13855,4036,15734,9726,9699,15311
SAUSA300_0923,3047,3160,937,1666,2276,1494,2483,2663
SAUSA300_0924,9039,9716,3504,6399,8510,5772,7998,8345
SAUSA300_0925,4813,5277,1790,2900,4770,3251,3482,3488
SAUSA300_0928,410,412,1582,3401,2042,1491,108422,94252
SAUSA300_0929,54287,54705,3838,6193,14723,9786,13658,7917
SAUSA300_0930,5120,5488,978,1342,4442,3007,1622,1553
SAUSA300_0931,2541,2882,468,697,1986,1076,1760,1806
SAUSA300_0932,9237,10210,1521,2084,5766,3021,5089,4906
SAUSA300_0933,5905,7061,8117,20888,8569,4525,12781,9739
SAUSA300_0934,259,317,75,128,125,66,173,150
SAUSA300_0935,40,55,22,44,48,22,26,29
SAUSA300_0936,111,121,68,85,87,59,67,65
SAUSA300_0937,971,1178,442,1110,625,326,714,686
SAUSA300_0938,171,206,246,593,218,120,830,672
SAUSA300_0939,1954,2101,1985,5119,2779,1913,6724,6107
SAUSA300_0940,2488,2643,235,289,3675,2533,801,930
SAUSA300_0941,326,331,209,445,202,161,702,629
SAUSA300_0942,633,729,226,371,1163,694,1391,1369
SAUSA300_0943,361,370,103,169,1319,882,702,1014
SAUSA300_0944,4705,4987,1221,3317,2538,1607,2521,2825
SAUSA300_0945,1011,1119,626,895,1136,693,1233,1440
SAUSA300_0946,3886,4066,2782,4183,4399,2809,3313,4082
SAUSA300_0947,2964,3201,1577,2215,3381,2234,1770,2161
SAUSA300_0948,33661,36226,13452,25267,27343,17233,17047,20871
SAUSA300_0949,2020,2257,2621,8198,513,353,3427,3340
SAUSA300_0950,10144,10716,11205,33621,2528,1552,13295,12656
SAUSA300_0951,8366,8834,12514,36742,2131,1477,15266,14464
SAUSA300_0952,5357,5703,3756,7241,9736,6250,12238,11462
SAUSA300_0953,900,1092,132,207,639,444,354,332
SAUSA300_0954,530,549,359,770,1237,787,1193,1134
SAUSA300_0955,49814,51575,14111,24891,42060,27584,50123,47521
SAUSA300_0956,620,613,336,538,864,537,1065,971
SAUSA300_0957,11197,11993,2871,4795,9023,5784,8369,8412
SAUSA300_0958,30037,32158,6292,9387,28932,19330,20211,18052
SAUSA300_0959,2616,2642,806,1300,1443,975,1155,1113
SAUSA300_0960,25406,27135,46368,85720,49872,28140,64847,85465
SAUSA300_0961,61479,67455,119498,222320,106550,64155,159877,204923
SAUSA300_0962,214736,230252,485820,1033684,349846,219059,627014,724698
SAUSA300_0963,138466,146528,338577,759220,233847,151857,444201,507513
SAUSA300_0964,59773,61366,25083,52978,38382,26346,72441,60165
SAUSA300_0965,73127,76633,40404,75823,17609,11569,12342,13959
SAUSA300_0966,18742,19705,11372,27526,563,381,763,594
SAUSA300_0967,52149,55119,33549,82597,2220,1422,2037,1768
SAUSA300_0968,26269,28261,14573,32879,1075,685,843,683
SAUSA300_0969,19415,20291,10573,20721,915,591,553,463
