Synonym,USA300(EX)BHI,USA300(ST)BHI,T032(EX)BHI,T032(ST)BHI,USA300(EX)SNM,T032(EX)SNM,in vivo
ST398NM01_0214,75,199,67,189,237,336,0
ST398NM01_1872,2,6,6,16,4,39,0
ST398NM01_2264,2,0,43,74,0,270,0
ST398NM01_3019,0,0,0,1,0,0,0
SACOL1174,4,2,2,4,1,9,0
SAR 1312.00,9,32,11,28,16,29,0
SACOL1824,11,8,18,13,6,32,0
SAOV_1077,1,2,0,4,0,0,0
SAAV_1694,25,36,10,23,116,140,0
NWMN_1771,0,0,0,0,0,0,0
SAPIG1511,1,0,21,5,1,22,0
SAPIG1520,0,0,11,6,3,2,0
SAPIG1522,7,8,26,11,20,91,0
SA2981_1330,0,0,7,71,0,54,0
ECTR2_301,0,0,1,3,0,0,0
SA2981_1404,0,0,0,0,2,0,0
ST398NM01_0105,30,32,33,55,157,189,0
SA2981_1765,1,6,0,0,25,0,0
SA2981_1855,0,0,1,0,0,2,0
SA2981_1902,49,45,107,25,78,137,0
SA2981_2512,0,0,0,0,0,1,0
SA2981_0551,0,5,1,2,8,12,0
SA2981_0802,0,0,0,0,0,0,0
SA2981_0870,33,11,30,41,34,122,0
ST398NM01_1874,18,19,2,13,64,51,0
ST398NM01_2909,0,0,2,0,0,0,0
ST398NM01_2258,41,34,57,27,70,125,0
ST398NM01_2976,0,0,1,0,0,4,0
ST398NM01_2998,1,0,2,0,0,1,0
ST398NM01_2564,20,17,218,500,63,1328,0
ST398NM01_2565,4,1,39,102,7,177,0
ST398NM01_2580,1,4,1,10,14,8,0
ST398NM01_0107,9,14,8,10,32,40,0
ST398NM01_0888,0,5,0,11,2,8,0
SACOL1346,22,57,24,70,89,122,0
SACOL0268,12,5,0,0,6,0,0
SACOL0364,3,3,15,13,15,37,0
SACOL0896,0,0,0,0,0,0,0
SAOV_1088,0,0,0,0,0,0,0
SAOV_2057c,19,18,3,4,24,5,0
SAHV_2001,0,0,0,0,0,0,0
SAHV_2002,0,0,0,0,0,0,0
NWMN_1004,0,0,0,0,0,0,0
NWMN_1019,0,0,0,0,0,0,0
SAPIG1507,1,0,0,0,0,1,0
SAPIG1523,0,0,3,1,4,1,0
SAPIG1539,0,0,9,3,0,15,0
SA2981_1467,0,0,0,0,0,0,0
SA2981_1608,0,0,0,0,0,0,0
SA2981_1777,0,0,0,0,0,0,0
SA2981_1780,0,0,18,16,0,66,0
SA2981_1781,0,0,18,15,0,54,0
SA2981_1786,0,0,84,5,0,35,0
SA2981_1899,59,53,49,62,156,168,0
SA2981_1909,0,0,0,0,0,0,0
SA2981_0197,0,0,0,0,0,0,0
SA2981_0198,0,0,0,0,0,0,0
SA2981_0200,17,1,3,10,0,1,0
SA2981_0201,0,0,0,0,0,0,0
SA2981_0202,0,0,0,0,0,0,0
SA2981_0203,0,0,0,0,0,0,0
SA2981_0204,0,0,0,0,0,0,0
SA2981_2408,0,0,0,0,0,0,0
SA2981_2490,1,0,0,1,0,2,0
SA2981_2508,0,0,0,0,0,0,0
SARLGA251_02610,9,3,0,0,13,0,0
SA2981_0374,2,3,1,2,2,4,0
SAPIG0671,15,34,0,0,30,0,0
SA2981_0762,5,22,0,0,19,0,0
SA2981_0838,0,0,4,10,0,14,0
ST398NM01_2920,31,8,6,0,3,0,0
ST398NM01_2197,8,6,14,13,40,77,0
ST398NM01_2427,0,0,0,0,0,0,0
ST398NM01_0106,2,2,6,2,12,27,0
SACOL1336,0,0,0,0,0,0,0
SACOL1341,0,0,0,0,0,0,0
SACOL1872,2,66,0,0,45,0,0
SACOL1873,20,67,0,2,50,1,0
SACOL1874,1,19,0,0,16,0,0
SACOL1875,2,6,0,0,8,0,0
SACOL1877,14,41,0,1,125,1,0
SACOL2009,10,9,10,67,44,265,0
SACOL2010,8,3,10,2,37,104,0
SACOL0206,2,3,1,4,2,6,0
SACOL0652,12,10,0,0,19,0,0
SAOV_1969c,1,0,53,25,0,24,0
NWMN_1013,0,0,0,0,0,0,0
NWMN_1017,11,26,26,27,19,72,0
SAPIG1540,2,3,26,14,10,74,0
SAPIG1541,0,0,2,0,0,3,0
SAPIG1542,4,0,23,16,4,48,0
SAPIG1543,0,1,4,11,1,9,0
SAPIG1546,1,2,15,4,11,22,0
SA2981_1370,4,2,2,1,3,5,0
SA2981_1759,0,0,19,36,0,72,0
SA2981_1778,0,0,0,0,0,0,0
SA2981_1877,0,0,0,0,2,17,0
SA2981_1895,2,6,6,11,84,142,0
SA2981_1900,49,32,35,26,74,146,0
SA2981_1918,15,5,5,1,0,2,0
SA2981_1935,18,21,0,0,9,0,0
SA2981_0199,65,41,5,28,7,12,0
SA2981_2094,0,0,0,0,0,0,0
SA2981_2145,0,0,0,0,0,4,0
SA2981_2238,2,10,1,7,17,2,0
SA2981_2367,0,2,2,4,4,15,0
SA2981_2430,0,2,7,3,5,9,0
SA2981_0026,0,0,6,24,0,10,0
SACOL0481,5,12,0,0,15,0,0
SA2981_0417,12,9,1,0,28,0,0
SA2981_0816,0,0,0,0,0,0,0
ST398NM01_1318,0,0,0,0,1,2,0
ST398NM01_1578,1,2,2,1,7,9,0
ST398NM01_1873,2,11,4,14,37,43,0
ST398NM01_2952,0,0,0,0,0,0,0
ST398NM01_0253,0,2,0,2,7,0,0
ST398NM01_3001,0,0,0,0,0,0,0
ST398NM01_2722,0,0,2,0,0,6,0
M013TW_0587,9,27,0,0,39,0,0
SACOL1340,0,2,1,1,1,29,0
SACOL1347,19,94,38,78,120,196,0
SACOL1858,33,59,0,0,44,0,0
SACOL2142,0,0,0,0,0,0,0
SACOL0029,0,1,4,2,5,10,0
SACOL0900,0,0,0,0,0,0,0
SAOV_1805,6,12,0,0,22,0,0
NWMN_1003,0,0,0,0,0,0,0
NWMN_1015,0,0,0,0,0,0,0
NWMN_1016,0,0,0,0,0,0,0
NWMN_1020,0,0,0,0,0,0,0
NWMN_1021,0,0,0,0,0,0,0
NWMN_1022,0,0,0,0,0,0,0
NWMN_1023,0,0,0,0,0,0,0
NWMN_1027,0,0,0,0,0,0,0
NWMN_1029,0,0,0,0,0,0,0
SAPIG2034,15,20,3,7,27,41,0
SAPIG2039,4,3,10,2,10,43,0
SAPIG2040,2,0,2,6,10,28,0
SAPIG2041,11,3,5,8,30,40,0
SAPIG2044,7,3,4,12,4,12,0
SAPIG2045,6,1,10,16,19,52,0
SA2981_1111,12,7,11,8,33,24,0
SA2981_0128,0,0,0,0,0,1,0
SA2981_1760,10,16,36,93,43,171,0
SA2981_1772,0,0,0,0,0,0,0
SA2981_1773,0,0,0,0,0,0,0
SAOV_1159c,39,139,115,226,120,232,0
SA2981_1958,143,106,1,1,27,0,0
SA2981_1960,59,88,0,0,79,0,0
SA2981_2089,0,0,0,0,0,2,0
SA2981_2090,0,0,4,0,0,9,0
SA2981_2136,1,0,0,0,2,2,0
SA2981_2534,0,0,6,4,0,21,0
SA2981_0068,6,11,0,0,32,0,0
SA2981_0812,0,0,0,0,0,0,0
SA2981_0853,0,0,0,0,0,0,0
SA2981_0855,0,0,0,0,0,0,0
SA2981_0097,0,0,0,1,0,4,0
SA2981_0098,0,0,1,4,0,13,0
ST398NM01_2980,43,14,72,35,34,149,0
SACOL0289,5,3,0,0,31,1,0
ST398NM01_2857,0,0,0,0,0,0,0
SACOL1574,7,20,13,25,38,65,0
SACOL1583,15,12,22,32,59,89,0
SACOL1882,0,0,0,0,0,0,0
SACOL2012,25,65,35,76,152,330,0
SACOL2631,12,48,0,0,69,0,0
SACOL2728,18,11,0,0,12,0,0
SACOL0644,15,46,0,1,68,0,0
SACOL0645,10,35,0,0,54,0,0
SACOL0892,122,84,0,0,145,0,0
SAOV_1073c,0,0,28,54,0,67,0
SAOV_1083,1,0,0,0,0,0,0
SAOV_2058c,0,0,0,0,0,0,0
SAOUHSC_01580,101,91,156,279,413,741,0
SAPIG1544,0,0,1,0,0,6,0
SAPIG1547,0,2,87,248,0,264,0
SAPIG2046,1,0,2,8,1,8,0
SA2981_1587,0,0,0,0,0,0,0
SA2981_1626,2,1,0,0,12,18,0
SA2981_1675,1,5,0,0,0,0,0
SAR 1902.00,4,27,0,0,40,0,0
SA2981_1769,1,1,0,0,8,0,0
SA2981_1956,143,104,0,0,26,0,0
SA2981_2146,0,0,0,0,0,0,0
SA2981_2147,0,0,0,0,0,0,0
SA2981_2154,0,0,0,0,0,0,0
SA2981_2224,0,0,0,0,0,0,0
SA2981_2282,13,16,3,14,55,53,0
SA2981_0031,0,0,0,0,0,0,0
SA2981_0368,0,0,0,0,3,2,0
SA2981_0057,0,0,0,0,0,0,0
SA2981_0065,0,0,0,0,0,0,0
SA2981_0647,0,1,1,0,0,1,0
SA2981_0078,0,0,0,0,0,0,0
SA2981_0760,3,4,0,0,13,0,0
SA2981_0080,0,0,0,0,0,0,0
SA2981_0081,0,0,0,0,0,0,0
SA2981_0817,0,0,0,0,0,0,0
SA2981_0824,0,0,0,0,0,0,0
SA2981_0847,0,0,0,0,0,0,0
SA2981_0854,0,0,0,0,0,0,0
SA2981_0871,0,0,0,0,0,0,0
SA2981_0990,3,9,0,0,4,0,0
ST398NM01_2905,1,3,15,35,25,133,0
ST398NM01_2992,1,1,0,0,2,0,0
ST398NM01_2822,0,3,9,10,168,731,0
ST398NM01_0847,8,16,42,165,3,162,0
ST398NM01_0969,4,2,6,3,3,15,1
SACOL1575,17,21,1,6,22,18,0
SACOL0182,41,136,61,145,224,359,0
SACOL0183,36,94,31,103,189,359,0
SACOL2013,11,60,5,24,89,125,0
SACOL0025,0,0,0,1,0,4,0
SACOL0066,1,0,0,0,0,0,0
SACOL0661,0,0,0,0,0,0,0
SACOL0073,23,32,19,54,54,100,0
SACOL0074,11,15,14,27,28,141,0
SACOL0890,56,37,0,0,131,1,0
SACOL0891,124,63,0,1,136,1,0
SAOV_0105,0,0,0,0,0,0,0
SAOV_0106,0,0,0,0,0,0,0
SAOV_1076,0,1,109,53,0,78,0
SAOV_0446,4,0,0,0,2,0,0
SAOV_0103,0,0,0,0,0,0,0
SAOV_0104,0,0,0,0,0,0,0
SAA6008_02049,0,0,13,8,0,6,0
SAA6008_00461,0,0,0,0,0,0,0
SAOV_1952c,0,0,0,0,0,0,0
SAB1904c,0,0,0,0,0,0,0
SA2981_1153,0,1,0,0,0,0,0
SA2981_1953,0,0,33,97,0,125,0
SA2981_0205,0,0,0,0,0,0,0
SA2981_2148,0,0,0,0,0,0,0
SA2981_2150,0,0,8,7,0,9,0
SA2981_2560,0,0,0,0,0,0,0
SA2981_2609,0,1,1,0,1,3,0
SA2981_0034,0,0,0,0,0,0,0
SA2981_0035,0,0,0,0,0,0,0
SA2981_0367,1,1,0,4,5,22,0
SA2981_0043,0,0,0,0,0,1,0
SA2981_0048,0,0,0,0,0,0,0
SA2981_0070,0,0,0,0,0,0,0
SA2981_0079,0,0,0,0,0,0,0
SA2981_0804,0,0,0,0,0,0,0
SA2981_0821,0,0,0,0,0,0,0
SA2981_0872,0,0,0,0,0,0,0
SA2981_0928,0,0,0,0,0,1,0
ST398NM01_2866,0,0,1,0,0,2,0
ST398NM01_1475,0,1,0,0,3,1,0
ST398NM01_1479,0,0,1,0,0,0,0
ST398NM01_1887,0,0,0,0,0,0,0
ST398NM01_2964,1,0,1,0,0,0,0
ST398NM01_2978,0,3,0,14,7,12,0
ST398NM01_2350,621,107,817,39,524,1401,0
ST398NM01_2378,4,3,8,5,41,39,0
ST398NM01_3016,0,0,0,0,0,3,0
ST398NM01_3017,8,8,11,17,33,52,0
ST398NM01_2740,1,1,435,314,1,450,0
ST398NM01_0102,0,0,0,0,0,0,0
ST398NM01_0679,7,1,0,0,9,4,0
SACOL2202,20,41,0,0,95,1,0
SACOL2203,23,101,0,0,289,0,0
SACOL2204,27,74,0,0,147,0,0
SACOL2637,0,0,2,0,3,4,0
SACOL0344,0,0,0,0,0,0,0
SACOL0393,0,0,0,0,0,0,0
SAAV_0798,0,0,0,0,0,0,0
SAOV_1935c,0,0,0,0,0,0,0
SAOV_0277,7,7,0,0,17,0,0
SAA6008_02048,0,0,8,7,0,3,0
SAOV_2054c,94,112,18,7,191,53,0
SAOV_2055c,27,14,5,3,62,9,0
SAAV_1705,0,0,0,0,0,0,0
SAOUHSC_01579,7,22,28,42,72,147,0
SAPIG1549,0,0,0,0,0,0,0
SA2981_1016,0,0,0,0,0,0,0
SA2981_1424,1,3,0,0,0,4,0
USA300HOU_1426,2,0,0,0,5,7,0
SA2981_1559,0,0,0,0,0,0,0
SA2981_1625,3,13,3,6,63,36,0
SA2981_1747,0,0,5,6,0,19,0
SA2981_1783,0,0,5,3,0,13,0
SAOV_0431c,0,1,52,268,0,499,0
SACOL0327,1,0,25,89,0,83,0
SA2981_2152,0,0,11,10,0,46,0
SA2981_0028,21,26,0,0,105,0,0
SA2981_0029,0,0,0,0,0,0,5
SAMSHR1132_18440,77,81,165,283,105,558,0
SA2981_0399,0,0,0,0,0,0,0
SA2981_0406,0,0,0,0,0,0,0
M013TW_0398,0,0,6,1,0,47,0
SA2981_0067,11,6,0,0,14,0,0
SA2981_0074,3,1,0,0,0,0,0
SA2981_0075,0,0,0,2,0,3,0
SA2981_0076,2,2,3,4,5,13,0
SAMSHR1132_18160,24,8,1,0,4,1,0
SA2981_0836,0,0,0,0,0,0,0
SA2981_0846,0,0,0,0,0,0,0
SA2981_0984,14,18,23,1,9,9,0
ST398NM01_1205,0,0,1,6,2,12,0
ST398NM01_1315,0,0,0,0,0,0,0
ST398NM01_1402,0,0,0,0,0,0,0
ST398NM01_1817,0,0,2,0,3,1,0
ST398NM01_2903,7,26,5,34,35,25,0
ST398NM01_2959,26,54,1,0,40,0,0
ST398NM01_2064,0,0,0,0,0,0,0
ST398NM01_2065,0,0,0,0,0,0,0
ST398NM01_2975,3,2,0,1,1,0,0
ST398NM01_0277,0,0,8,54,0,64,0
ST398NM01_2990,0,0,0,1,1,1,0
ST398NM01_0303,0,0,0,0,0,0,0
ST398NM01_0305,0,0,0,0,0,0,0
ST398NM01_0307,0,0,0,0,0,0,0
ST398NM01_0308,0,2,0,0,8,0,0
SAOUHSC_00269,80,96,0,0,158,0,0
ST398NM01_2819,0,1,8,2,10,107,0
ST398NM01_2833,0,0,0,0,0,0,0
ST398NM01_2839,9,58,6,58,45,49,0
ST398NM01_2846,0,0,0,1,0,2,0
SACOL0112,0,0,0,0,0,0,0
SACOL1170,5,5,2,1,22,1,0
SACOL0174,0,1,0,0,0,2,0
SACOL1757,2,12,5,12,15,41,0
SACOL2331,0,0,1,0,0,1,0
SACOL2433,0,0,0,0,0,1,0
SACOL2454,1,0,2,0,0,3,0
SACOL2559,4,4,0,0,26,0,0
SACOL0292,60,47,0,0,91,0,0
SACOL0335,1,0,0,0,4,0,0
SACOL0057,0,1,0,0,1,0,0
SACOL0542,0,0,0,0,1,1,0
SACOL0561,4,26,26,35,50,109,0
SACOL0642,0,0,0,0,0,2,0
SACOL0894,0,0,0,0,0,0,0
SACOL0909,0,0,0,0,0,0,0
SACOL0919,0,0,3,0,1,1,0
SACOL0933,16,11,5,4,45,24,0
SAOV_2187c,20,12,0,0,64,0,0
SAOV_0279,35,35,0,0,119,0,0
SAOV_0280,5,0,0,0,5,0,0
SAA6008_00364,449,431,2,1,379,1,0
SAOV_0428,0,0,0,0,0,0,0
SAOV_0436,0,0,0,0,0,0,0
SAA6008_01274,1,4,3,1,2,11,0
SAA6008_01372,8,0,0,1,2,2,0
SAA6008_00054,0,0,0,0,0,0,0
SAMSHR1132_03420,18,60,0,0,147,1,7
SAHV_1641,0,0,0,0,0,0,0
NWMN_1014,0,0,0,0,0,0,0
SAPIG1524,0,0,0,0,0,5,0
SAOV_2709,0,0,0,0,0,0,0
SA2981_1542,17,52,17,20,61,98,0
SAMSHR1132_12600,12,11,15,16,19,86,0
SAUSA300_0267,9,11,11,44,102,102,0
SA2981_1957,54,93,0,0,20,0,0
SA2981_0032,0,0,0,0,0,0,0
SA2981_0033,0,0,0,0,0,0,0
SA2981_0415,0,0,1,4,0,20,0
SA2981_0427,0,7,5,9,121,211,0
SA2981_0077,0,0,0,0,0,0,0
SA2981_0803,0,0,0,0,0,0,0
SA2981_0083,16,17,29,4,6,44,0
SA2981_0837,0,0,0,0,0,0,0
SARLGA251_08060,0,0,0,0,0,0,0
SAA6008_01845,0,0,0,0,0,0,0
ST398NM01_2883,0,0,0,0,0,1,0
ST398NM01_2885,1,0,0,0,2,0,0
ST398NM01_0212,0,0,4,5,0,18,0
ST398NM01_1831,1,2,163,497,1,811,0
ST398NM01_1885,0,0,2,7,0,20,0
ST398NM01_2904,0,0,0,0,0,0,0
ST398NM01_2020,134,238,105,180,1806,850,0
ST398NM01_0246,1,0,11,39,0,92,0
ST398NM01_2808,0,0,0,0,0,1,0
ST398NM01_2469,0,0,3,3,2,9,0
SAMSHR1132_03640,1,2,59,412,1,1612,0
ST398NM01_2529,0,0,0,0,0,0,0
ST398NM01_3007,0,0,1,0,0,1,0
ST398NM01_3009,0,0,0,0,0,1,0
ST398NM01_0304,0,0,0,0,0,0,0
ST398NM01_0091,0,0,0,0,0,0,0
ST398NM01_2824,1,0,8,2,4,13,0
SACOL1275,48,40,18,12,48,75,0
SACOL2372,0,0,0,0,0,0,0
SACOL2420,0,0,0,0,1,1,0
SACOL2729,38,35,0,0,79,0,0
SACOL2730,3,3,0,0,8,0,0
SACOL0287,9,10,0,0,17,0,0
SACOL0059,16,13,1,0,78,3,0
SACOL0601,2,19,6,26,42,44,0
SACOL0899,0,0,0,0,0,0,0
SAOV_1792,0,0,2,4,0,23,0
SAOV_1919c,0,0,0,0,0,0,0
SAOV_1920c,0,0,0,0,0,0,0
SAOV_1921c,0,0,0,0,0,0,0
SAOV_1922c,0,0,0,0,0,0,0
SAOV_1923c,0,0,0,0,0,0,0
SAOV_1925c,0,0,0,0,0,0,0
SAOV_1926c,0,0,0,0,0,0,0
SAOV_1927c,0,0,0,0,0,0,0
SAOV_1928c,0,0,0,0,0,0,0
SAOV_1929c,0,0,0,0,0,0,0
SAOV_1930c,0,0,0,0,0,0,0
SAOV_1931c,0,0,0,0,0,0,0
SAOV_1932c,0,0,0,0,0,0,0
SAOV_1933c,0,0,0,0,0,0,0
SAOV_1934c,0,0,0,0,0,0,0
SAOV_1971,1,1,135,344,0,611,0
SAOV_2061c,0,0,0,0,0,0,0
SAOV_2063c,0,0,0,0,0,0,0
SAOV_2410,5,0,15,12,2,19,0
SAOV_0427c,0,0,0,0,0,0,0
SAOV_0435,0,0,0,0,0,0,0
SAAV_0826,0,0,0,0,0,0,0
SaurJH1_2460,1,0,0,0,1,5,0
SaurJH1_0350,0,0,0,0,0,0,0
SaurJH1_0351,0,0,0,0,0,0,0
SaurJH1_0353,0,0,0,0,0,0,0
SaurJH1_0358,0,0,0,0,0,0,0
SaurJH1_0359,0,0,0,0,0,0,0
SaurJH1_0360,0,0,0,0,0,0,0
SaurJH1_0361,0,0,0,0,0,0,0
SaurJH1_0362,0,0,0,0,0,0,0
SAA6008_02253,4,15,0,0,18,0,0
SAA6008_00351,99,62,0,1,71,0,0
SAA6008_00352,205,171,0,0,157,1,0
SAA6008_00062,47,55,0,0,132,0,0
SAR1109a,0,0,0,0,0,0,0
SAR 1530.00,0,0,0,0,0,0,0
SAR1809a,0,0,0,0,0,0,0
SAS2195,3,0,1,0,1,3,0
MW2233,3,2,0,0,6,0,0
SAA6008_01950,587,419,13,24,1141,59,9
M013TW_0036,0,0,0,0,0,0,2
SAOUHSC_A01332,1,0,3,3,1,5,0
SAOUHSC_02072,0,0,0,0,0,0,0
NWMN_1010,0,0,15,2,0,10,0
NWMN_1808,0,0,0,0,0,0,0
SAPIG1489,0,0,0,0,0,0,0
SAPIG1491,0,0,0,0,0,0,0
SAPIG1533,0,0,0,0,0,0,0
SAPIG1534,0,0,2,2,0,0,0
USA300HOU_1484,42,62,0,0,15,0,0
SA2981_0105,1,7,3,3,5,5,0
SA2981_1121,0,1,2,9,0,21,0
SA2981_1473,0,0,1,0,0,2,0
SAA6008_01762,3,8,18,14,21,42,0
SA2981_2151,0,0,1,2,0,10,0
SA2981_2153,0,0,0,0,0,0,0
SA2981_2398,2,7,4,4,12,6,0
SA2981_2432,16,30,29,137,5,30,0
SAA6008_00273,1,1,29,89,0,212,0
SA2981_0050,0,0,0,0,0,0,0
SA2981_0069,2,7,9,9,28,38,2
SA2981_0805,0,0,0,0,0,0,0
SA2981_0806,0,0,0,0,0,0,0
SA2981_0807,0,0,0,0,0,0,0
SA2981_0808,0,0,0,0,0,0,0
SA2981_0811,0,0,0,0,0,0,0
SA2981_0833,0,0,0,0,0,1,0
ST398NM01_1321,0,0,0,0,0,0,0
ST398NM01_2872,0,0,0,0,0,0,0
ST398NM01_1878,0,0,8,7,0,34,0
ST398NM01_2936,0,0,0,0,0,0,0
ST398NM01_2809,0,0,0,0,0,2,0
ST398NM01_2966,0,0,0,0,0,0,0
ST398NM01_2979,1,1,0,0,4,4,0
ST398NM01_3000,0,0,0,0,0,0,0
ST398NM01_3003,0,0,0,0,0,0,0
ST398NM01_2816,26,72,15,85,1811,1112,0
ST398NM01_0096,0,0,0,0,0,0,0
ST398NM01_0097,0,0,0,0,0,0,0
ST398NM01_0101,0,0,0,0,0,0,0
ST398NM01_0109,6,1,8,2,0,3,0
ST398NM01_0110,0,0,0,0,0,0,0
ST398NM01_2829,2,30,0,27,19,28,0
ST398NM01_2832,33,58,75,79,250,171,0
ST398NM01_0861,0,0,0,0,0,0,0
ST398NM01_2858,0,0,0,0,0,0,0
SACOL1156,7,12,13,4,13,15,0
SACOL1379,0,0,1,0,0,0,0
SAHV_0398,0,0,0,0,0,0,0
SACOL1890,0,2,2,8,8,7,0
SACOL1953,0,1,2,4,1,0,0
SACOL2069,0,0,0,0,0,0,0
SACOL2351,0,0,0,0,0,0,0
SACOL2466,0,0,1,0,0,0,0
SACOL2629,0,0,0,0,0,1,0
SACOL0349,0,0,0,0,0,0,0
SACOL0390,8,20,5,41,35,47,0
SACOL0817,2,0,0,1,1,0,0
NWMN_0266,0,0,0,0,0,0,0
ECTR2_1155,0,0,0,0,0,0,0
SAOV_1082,0,0,0,0,0,0,0
SAOV_1325,0,0,0,0,0,0,0
SAOV_1958c,0,0,0,0,0,0,0
SAOV_1966,0,0,24,33,0,19,0
SAMSHR1132_00450,102,124,1,0,318,0,0
SAOV_2409c,0,0,6,12,1,44,0
SAOV_2411,0,0,16,20,0,74,0
SAOV_0247,0,0,52,85,0,256,0
SAOV_0249,0,0,47,83,0,284,0
SAOV_0250,0,4,124,109,1,534,0
SAOV_0429,0,0,0,0,0,0,0
SAAV_0849,0,0,0,0,0,0,0
SaurJH1_2093,0,0,30,35,0,74,0
SaurJH1_0343,0,0,0,0,0,0,0
SAA6008_01454,0,4,0,0,6,0,0
SAA6008_01736,2,0,0,2,1,5,0
SAA6008_02396,2,0,0,0,0,4,0
SAA6008_00392,0,0,0,0,0,0,0
SAA6008_00393,0,0,0,0,0,0,0
SAA6008_00394,0,0,0,0,0,0,1
SAA6008_00395,0,0,0,0,0,0,0
SAA6008_00396,0,0,0,0,0,0,1
SAA6008_00399,0,0,0,0,0,0,0
SAA6008_00404,0,0,0,0,0,0,0
SAA6008_00406,0,0,0,0,0,0,0
SAA6008_00411,0,0,0,0,0,0,0
SAA6008_00412,0,0,0,0,0,0,0
SAA6008_00413,0,0,0,0,0,0,0
SAA6008_00414,0,0,0,0,0,0,0
M013TW_1437,27,63,1,0,254,0,0
M013TW_1465,0,0,0,0,0,0,0
M013TW_0373,1,1,21,210,0,756,0
SAR 1537.00,2,0,3,3,0,0,0
SAR0401a,1,0,0,0,14,0,0
SAMSHR1132_00480,195,301,0,1,624,1,0
SAHV_1961,15,8,0,0,5,0,0
SAOUHSC_02252,0,1,1,1,1,3,0
SAHV_2133,0,0,0,0,0,1,0
MW0120,0,3,0,0,19,0,1
MW0121,5,1,0,0,11,0,0
SAOUHSC_00111,17,10,0,0,41,0,0
ST398NM01_3012,2,1,0,0,1,0,0
SAAV_1708,0,0,0,0,0,0,0
NWMN_1002,0,0,0,0,0,0,0
SAB1167c,0,0,0,0,0,0,0
SA2981_1470,0,0,0,0,0,0,0
SA2981_1612,0,1,0,0,1,0,0
ST398NM01_2023,0,0,15,61,0,138,0
SA2981_1741,0,0,0,0,0,7,0
SA2981_1910,0,0,0,0,0,0,0
SA2981_1962,0,0,0,0,0,0,0
SA2981_1963,0,0,0,0,0,0,0
SA2981_0620,0,0,0,0,0,0,0
MW0745,0,0,0,0,0,0,0
SAPIG0469,2,0,152,385,0,525,0
SA2981_0828,0,0,0,0,0,0,0
SA2981_0835,11,7,3,1,0,0,0
SAAV_2037,0,0,0,0,0,0,0
SA2981_0840,0,0,0,0,0,0,0
SAA6008_01858,0,0,0,0,0,0,0
SAB1837,0,0,0,0,0,0,0
ST398NM01_1316,0,0,121,152,0,459,0
ST398NM01_2874,2,1,8,0,10,13,0
ST398NM01_2884,0,0,1,0,0,1,0
ST398NM01_0201,0,0,0,0,0,0,0
ST398NM01_0202,0,0,0,0,0,0,0
ST398NM01_0206,0,0,0,0,0,0,0
ST398NM01_1882,0,0,0,0,0,0,0
ST398NM01_2895,52,35,0,0,701,4,0
ST398NM01_2901,0,0,0,0,0,0,0
ST398NM01_2932,4,2,4,1,3,2,0
ST398NM01_2194,0,0,0,0,0,0,0
ST398NM01_2195,0,0,0,0,0,0,0
ST398NM01_2196,0,0,0,0,0,0,0
ST398NM01_2198,0,0,0,0,0,0,0
ST398NM01_2202,0,0,0,0,0,0,0
ST398NM01_2203,0,0,0,0,0,0,0
ST398NM01_2204,0,0,0,0,0,0,0
ST398NM01_2205,16,8,9,0,1,1,0
ST398NM01_2972,1,0,0,0,1,1,0
ST398NM01_2984,0,2,2,12,6,13,0
ST398NM01_2989,5,5,0,3,18,2,0
ST398NM01_2993,1,0,0,0,1,3,0
ST398NM01_2995,0,1,3,3,4,9,0
ST398NM01_2528,0,0,1,0,0,0,0
ST398NM01_2530,0,0,0,0,0,0,0
ST398NM01_2534,0,0,5,8,0,16,0
ST398NM01_2546,28,22,5,15,7,14,0
ST398NM01_3010,0,0,0,0,0,0,0
ST398NM01_3015,1,7,8,9,1,6,0
ST398NM01_0088,0,0,16,6,0,47,0
ST398NM01_0494,0,0,1,0,0,3,0
ST398NM01_2825,0,0,2,0,0,1,0
ST398NM01_0111,0,0,0,0,0,0,0
ST398NM01_2838,0,0,0,0,0,0,0
ST398NM01_2843,0,1,0,0,0,4,0
ST398NM01_2850,2,0,0,0,1,0,0
ST398NM01_0987,2,1,2,1,0,0,0
ST398NM01_0988,0,2,0,1,1,0,1
ST398NM01_0989,120,38,20,55,24,21,0
ST398NM01_2859,7,0,2,0,1,1,0
SACOL1127,4,28,5,18,68,59,0
SACOL1246,15,22,6,4,10,9,0
SACOL1372,1,2,1,3,11,40,0
SACOL1886,14,12,8,13,11,25,0
SACOL1949,0,0,0,0,0,0,0
SACOL2081,13,9,0,0,25,0,0
SACOL2259,3,1,3,2,7,4,0
SACOL2260,6,12,2,1,11,2,0
SACOL2406,0,0,0,0,0,0,0
SACOL2492,4,7,0,9,1,4,0
SACOL2510,0,1,0,0,0,0,0
SACOL2543,0,0,0,0,0,0,0
SACOL2677,0,3,0,0,1,0,0
SACOL0030,0,0,0,0,0,4,0
SACOL0341,0,0,0,0,0,0,0
SACOL0039,2,0,0,0,10,0,0
SACOL0500,0,0,0,0,0,0,0
SACOL0794,0,0,0,0,0,0,0
ECTR2_871,3,1,1,0,0,10,0
SAB1298,78,120,0,0,474,0,3
SAOV_1075,0,0,0,0,0,0,0
SAOV_1123,0,0,0,0,0,0,0
SAOV_1170c,10,8,17,40,11,37,0
