Synonym,USA300(EX)BHI,USA300(ST)BHI,T032(EX)BHI,T032(ST)BHI,USA300(EX)SNM,T032(EX)SNM,in vivo
SA2981_2488,9,23,20,13,31,62,0
SA2981_2489,59,25,19,18,93,82,0
SA2981_2491,32,154,39,105,113,365,0
SA2981_2492,19,23,10,19,43,35,0
SA2981_2493,2,1,1,2,9,15,0
SA2981_2494,630,602,279,458,805,754,3
SA2981_2496,28,79,51,212,187,406,0
SA2981_2497,16,71,21,311,140,310,0
SA2981_2503,28,9,12,1,113,72,0
SA2981_0254,62,131,49,112,210,313,0
SA2981_2506,1322,584,1546,240,6395,7038,0
SA2981_2507,17,28,16,43,260,385,0
SA2981_2509,42,44,57,41,118,360,0
SA2981_2510,0,0,0,0,0,0,0
SA2981_2511,0,9,9,6,16,47,0
SA2981_2513,4,2,4,13,11,18,0
SA2981_0255,97,169,101,179,448,633,0
SA2981_2514,17,7,2,33,27,67,0
SA2981_2515,3,1,2,2,4,10,0
SA2981_2516,4,6,14,4,3,34,0
SA2981_2517,3,4,9,14,14,33,0
SA2981_2519,23,113,28,89,176,129,0
SA2981_2520,17,27,24,12,16,82,0
SA2981_2521,20,31,10,34,52,45,0
SA2981_2522,10,9,4,1,17,18,0
SA2981_2523,8,8,17,4,50,29,0
SA2981_0256,186,230,186,210,450,918,0
SA2981_2524,15,13,8,1,58,27,0
SA2981_2525,2,4,2,2,26,11,0
SA2981_2526,27,111,12,110,99,235,0
SA2981_2527,93,144,91,67,79,326,0
SA2981_2528,27,16,21,31,26,107,0
SA2981_2529,208,203,92,160,91,188,0
SA2981_2530,243,221,117,162,326,259,0
SA2981_2531,19,15,24,71,27,74,0
SA2981_2532,12,28,7,19,27,41,0
SA2981_2535,143,85,66,59,139,287,0
SA2981_2536,317,263,186,260,499,940,0
SA2981_2537,242,487,147,349,532,644,0
SA2981_2538,91,115,92,194,281,318,0
SA2981_2541,66,166,34,209,1655,895,0
SA2981_2544,528,2288,571,2953,1911,3767,0
SA2981_2545,2521,4194,2616,5332,1906,5873,5
SA2981_2547,109,407,94,778,359,535,0
SA2981_2548,14,114,11,65,26,57,0
SA2981_2549,4,4,3,8,1,14,0
SA2981_2550,60,58,37,41,34,80,9
SA2981_2552,133,109,111,98,252,320,0
SA2981_2553,63,29,45,22,74,133,0
SA2981_2554,11,53,8,124,48,318,0
SA2981_2555,71,563,28,676,246,580,1
SA2981_2556,30,63,11,54,225,302,0
SA2981_2557,12,15,13,23,102,211,0
SA2981_2558,24,52,57,40,243,437,0
SA2981_2559,33,24,52,35,90,258,0
SA2981_2561,61,113,35,71,225,357,0
SA2981_2562,83,122,25,77,121,82,0
SA2981_2563,97,149,71,86,418,456,0
SA2981_0260,136,407,118,586,566,808,0
SA2981_2564,83,189,53,107,337,548,1
SA2981_2565,0,0,0,0,0,3,0
SA2981_2567,20,37,27,69,73,111,0
SA2981_2568,26,109,31,103,112,106,0
SA2981_2569,472,335,456,298,310,878,0
SA2981_2570,25,24,66,34,40,139,0
SA2981_2571,56,45,24,30,102,149,0
SA2981_2573,221,103,59,97,49,87,0
SA2981_0261,47,41,49,60,73,208,0
SA2981_2575,0,2,6,8,6,13,0
SA2981_2576,68,155,65,231,718,286,0
SA2981_2577,23,103,45,125,27,77,0
SA2981_2578,3,2,0,1,1,3,0
SA2981_2579,30,26,33,27,82,111,0
SA2981_2580,92,89,57,96,79,133,2
SA2981_2581,53,82,54,110,106,186,0
SA2981_2582,192,247,175,264,380,750,0
SA2981_2583,217,671,278,858,1555,1967,0
SA2981_0262,15,81,8,39,215,27,0
SA2981_2584,100,284,112,266,493,549,0
SA2981_2585,22,78,6,33,111,94,0
SA2981_2586,83,163,77,167,273,451,0
SA2981_2587,62,124,73,170,275,464,0
SA2981_2589,10,20,9,6,16,26,0
SA2981_2590,18,17,25,15,33,49,0
SA2981_2592,5,18,28,8,25,22,0
SA2981_0263,21,119,10,115,301,100,0
SA2981_2597,35,225,27,211,148,210,0
SA2981_2598,39,294,31,169,272,318,0
SA2981_2599,15,16,8,11,19,51,0
SA2981_2600,7,12,2,7,9,12,0
SA2981_2601,7,8,4,6,12,11,0
SA2981_2602,4,3,1,0,15,17,0
SA2981_2603,1,1,1,1,7,11,0
SA2981_0264,125,124,627,627,352,1778,0
SA2981_2604,210,540,371,1006,448,1690,0
SA2981_2605,4,1,4,6,17,20,0
SA2981_2610,30,96,21,152,308,570,0
SA2981_2613,23,36,9,17,61,67,0
SA2981_0265,2,5,4,4,20,28,0
SA2981_2614,2,4,1,5,64,38,0
SA2981_2615,2,13,1,6,26,24,0
SA2981_2616,3,6,2,0,26,30,0
SA2981_2618,56,58,33,25,197,91,0
SA2981_2619,2,5,0,4,89,22,0
SA2981_2620,9,29,4,11,857,143,0
SA2981_2621,22,67,6,9,122,25,0
SA2981_0266,94,25,41,28,63,147,0
SA2981_2627,23,103,24,98,115,145,0
SA2981_2628,12,18,21,38,38,198,0
SA2981_2629,63,28,88,27,463,1155,0
SA2981_2630,10,27,31,75,56,170,0
SA2981_2633,10,54,27,60,28,153,0
SA2981_2634,42,100,26,86,57,82,0
SA2981_2635,37,100,21,51,75,47,0
SA2981_2636,3,26,1,23,11,29,0
SA2981_2637,65,92,76,88,248,489,0
SA2981_2638,35,41,48,141,73,340,0
SA2981_2639,48,212,81,382,138,1473,0
SA2981_2640,7,10,4,4,4,14,0
SA2981_2641,9,14,1,6,25,55,0
SA2981_0268,16,68,35,122,42,131,0
SA2981_2645,7,26,5,29,18,45,0
SA2981_2646,1,4,1,4,5,2,0
SA2981_2648,165,86,186,143,159,411,0
SA2981_2649,50,35,48,14,35,94,0
SA2981_2650,860,540,439,289,333,754,2
SA2981_2651,439,188,270,88,296,520,1
SA2981_0269,2,15,4,8,17,29,0
SA2981_0270,10,30,14,41,24,49,0
SA2981_0271,34,101,17,82,70,107,0
SA2981_0273,12,4,28,21,18,70,0
SA2981_0274,12,10,33,2,135,450,0
SA2981_0275,30,27,13,3,77,141,0
SA2981_0276,50,37,78,31,292,402,0
SA2981_0277,29,30,19,10,8,31,0
SA2981_0278,25,10,12,8,18,36,0
SA2981_0279,40,30,29,12,14,42,0
SA2981_0282,117,235,155,348,102,107,0
SA2981_0283,203,283,210,194,230,353,0
SA2981_0286,16,47,7,35,28,48,0
SA2981_0287,62,143,41,99,83,120,0
SA2981_0301,32,7,2,0,39,16,0
SA2981_0303,30,58,31,39,45,40,0
SA2981_0004,223,452,203,380,570,857,2
SA2981_0304,47,2977,23,1481,152,117,0
SA2981_0305,213,392,160,347,855,1791,0
SA2981_0306,137,414,71,347,79,256,0
SA2981_0307,37,435,67,336,248,643,0
SA2981_0308,55,106,91,228,152,545,0
SA2981_0309,312,196,78,233,251,314,0
SA2981_0310,2,0,0,1,8,7,0
SA2981_0311,123,75,56,74,49,73,0
SA2981_0312,9,4,4,3,9,26,0
SA2981_0313,6,2,5,3,6,33,0
SA2981_0314,5,3,1,3,4,11,0
SA2981_0315,3,3,3,0,4,24,0
SA2981_0316,205,462,175,307,1017,717,0
SA2981_0317,31,41,50,41,39,64,0
SA2981_0318,1,5,10,19,19,42,0
SA2981_0319,261,1070,211,1397,2091,2462,0
SA2981_0320,134,307,111,197,280,399,0
SA2981_0321,22,41,28,41,46,153,0
SA2981_0322,14,29,6,8,56,86,0
SA2981_0323,2,10,0,6,10,46,0
SA2981_0324,12,21,22,10,69,141,0
SA2981_0326,21,30,13,7,52,112,0
SA2981_0328,172,174,39,75,61,135,0
SA2981_0329,3,2,1,0,0,4,0
SA2981_0330,2,2,0,3,4,4,0
SA2981_0331,23,24,22,23,41,99,0
SA2981_0332,34,27,95,118,73,281,0
SA2981_0333,58,34,21,12,113,115,0
SA2981_0334,8,5,11,9,7,45,0
SA2981_0335,60,76,46,29,92,143,0
SA2981_0337,10,20,11,27,44,82,0
SA2981_0339,89,135,75,347,69,138,0
SA2981_0340,12,38,6,33,220,97,0
SA2981_0341,8,11,3,4,26,12,0
SA2981_0345,11,44,13,33,18,27,0
SA2981_0346,16,51,18,71,42,57,0
SA2981_0348,28,34,48,54,39,162,0
SA2981_0349,29,43,43,26,57,194,0
SA2981_0350,90,74,123,55,143,330,0
SA2981_0351,109,85,82,90,170,202,0
SA2981_0352,321,310,203,182,228,447,0
SA2981_0353,39,35,39,63,2659,2719,0
SA2981_0354,119,89,71,100,7907,7382,0
SA2981_0355,24,34,10,33,5130,3010,0
SA2981_0356,16,12,1,7,2340,1611,0
SA2981_0357,20,20,6,10,4568,2673,0
SA2981_0358,35,49,37,78,124,252,0
SA2981_0359,382,241,449,130,675,1073,0
SA2981_0361,627,382,358,285,494,807,1
SA2981_0362,1,2,1,2,2,4,0
SA2981_0363,0,0,0,0,0,0,0
SA2981_0364,2429,1922,2239,566,2898,4139,5
SA2981_0365,25,10,13,7,3,5,0
SA2981_0370,0,1,0,1,3,11,0
SA2981_0371,78,1107,112,1161,725,855,0
SA2981_0372,4,14,12,42,36,45,0
SA2981_0373,58,155,170,418,167,857,0
SA2981_0375,11,22,18,23,62,100,0
SA2981_0376,12,16,31,21,54,88,0
SA2981_0377,127,327,103,157,420,394,0
SA2981_0378,51,141,31,54,94,118,0
SA2981_0379,1110,2289,675,2610,850,2293,4
SA2981_0380,152,297,205,434,161,252,4
SA2981_0381,22,45,18,27,97,66,0
SA2981_0382,98,137,52,109,2014,270,1
SA2981_0383,155,314,118,205,316,639,0
SA2981_0384,40,99,42,105,143,213,0
SA2981_0385,16,167,24,132,139,335,1
SA2981_0386,169,267,142,442,563,553,0
SA2981_0387,489,645,368,844,1224,1901,2
SA2981_0388,1106,1205,702,1519,1513,2954,5
SA2981_0389,923,1250,864,2069,1043,2853,2
SA2981_0394,4,12,11,41,32,38,0
SA2981_0395,20,118,25,161,89,135,0
SA2981_0396,8,30,19,27,34,98,0
SA2981_0397,10,12,8,4,13,66,0
SA2981_0398,3,0,14,28,7,47,0
SA2981_0005,1093,860,578,636,719,1693,2
SA2981_0405,4,7,6,4,15,42,0
SA2981_0409,28,6,128,3,5,32,0
SA2981_0410,82,25,308,23,37,80,0
SA2981_0411,9,13,7,43,254,621,0
SA2981_0425,2,2,1,9,23,64,0
SA2981_0426,128,126,74,88,358,1008,0
SA2981_0428,99,171,55,61,197,319,0
SA2981_0432,69,83,51,64,90,174,0
SA2981_0433,115,125,110,123,144,318,0
SA2981_0439,32,34,10,47,3626,1025,1
SA2981_0440,579,281,458,325,4948,5723,0
SA2981_0441,32,13,11,7,52,64,0
SA2981_0442,43,39,10,31,92,75,0
SA2981_0443,29,25,19,30,89,83,0
SA2981_0444,29,79,31,115,86,189,0
SA2981_0445,66,320,49,322,243,331,0
SA2981_0446,10,9,4,10,34,63,0
SA2981_0447,597,503,129,472,3731,1177,2
SA2981_0448,79,89,31,80,519,314,1
SA2981_0450,471,362,92,152,146,224,0
SA2981_0452,24,50,17,49,41,55,0
SA2981_0453,604,774,338,535,789,1169,0
SA2981_0454,105,176,143,242,197,674,1
SA2981_0455,266,268,241,275,278,696,0
SA2981_0456,32,51,17,64,78,102,0
SA2981_0457,32,47,53,54,121,232,1
SA2981_0458,174,384,158,385,706,672,0
SA2981_0459,99,220,91,323,272,573,0
SA2981_0460,263,203,189,235,216,457,0
SA2981_0461,26,15,26,29,30,60,0
SA2981_0462,25,52,24,6,21,33,0
SA2981_0464,37,33,44,34,68,130,0
SA2981_0465,644,654,416,577,957,1501,0
SA2981_0466,354,396,289,357,693,1002,0
SA2981_0467,10,16,11,16,23,59,0
SA2981_0468,73,119,90,93,132,276,0
SA2981_0469,93,122,120,271,225,505,8
SA2981_0476,0,0,0,0,0,0,2
SA2981_0477,199,424,147,421,838,1179,0
SA2981_0478,685,588,270,621,768,1192,0
SA2981_0479,60,143,58,161,185,351,0
SA2981_0480,85,194,99,180,253,487,0
SA2981_0482,57,93,72,138,231,389,0
SA2981_0483,462,527,488,599,521,1281,2
SA2981_0484,99,103,201,66,146,442,0
SA2981_0485,170,68,195,69,273,735,0
SA2981_0486,1910,2000,1563,1718,2220,3947,1
SA2981_0487,89,198,128,212,289,527,1
SA2981_0488,888,1203,579,962,3676,2213,9
SA2981_0489,27,71,20,82,70,141,0
SA2981_0490,12,25,16,28,40,102,1
SA2981_0493,23,29,30,20,33,124,0
SA2981_0494,380,457,363,240,538,932,1
SA2981_0495,310,362,341,244,439,968,0
SA2981_0496,686,516,292,249,509,1010,1
SA2981_0497,137,212,98,271,374,445,1
SA2981_0498,89,158,63,154,223,201,1
SA2981_0499,76,147,70,186,217,350,2
SA2981_0501,432,766,255,439,969,1274,0
SA2981_0502,95,137,132,173,207,609,0
SA2981_0503,305,259,352,209,546,903,0
SA2981_0006,1531,1312,862,804,694,2057,4
SA2981_0504,168,181,81,162,164,198,0
SA2981_0505,342,395,133,290,313,545,0
SA2981_0506,32,52,31,32,57,89,0
SA2981_0507,85,146,46,63,83,162,0
SA2981_0508,48,96,60,92,124,190,0
SA2981_0509,21,51,31,45,57,129,0
SA2981_0511,46,58,52,54,93,160,0
SA2981_0512,203,233,185,195,460,629,3
SA2981_0514,156,132,58,49,51,54,0
SA2981_0515,166,111,32,56,59,100,0
SA2981_0516,28,27,18,16,8,6,3
SA2981_0518,76,149,90,76,193,213,0
SA2981_0519,3802,2546,2257,1541,3653,6199,9
SA2981_0520,3732,3408,2650,2228,3136,6579,7
SA2981_0521,0,0,0,0,0,0,1
SA2981_0522,379,202,66,107,72,97,0
SA2981_0523,175,123,52,92,16,38,2
SA2981_0525,7114,8198,7680,4493,3321,9701,23
SA2981_0526,126,179,64,363,349,506,0
SA2981_0527,443,516,235,403,575,1357,0
SA2981_0528,539,1899,572,3111,2121,3055,0
SA2981_0529,18,24,17,27,57,112,0
SA2981_0530,340,403,207,188,386,730,0
SA2981_0531,249,412,200,734,1320,1596,1
SA2981_0532,43,50,46,153,148,198,0
SA2981_0533,147,99,204,134,152,543,0
SA2981_0534,50,63,57,110,135,319,0
SA2981_0536,83,77,82,121,671,974,0
SA2981_0537,83,81,126,70,495,1220,0
SA2981_0541,42,88,61,162,138,340,0
SA2981_0542,148,387,167,389,362,992,0
SA2981_0543,218,210,230,245,335,636,0
SA2981_0544,81,147,70,219,151,371,1
SA2981_0545,52,108,55,90,72,145,0
SA2981_0546,37,61,15,74,73,152,0
SA2981_0547,155,407,135,407,576,1275,4
SA2981_0548,184,226,221,454,404,1027,0
SA2981_0549,43,111,37,85,70,149,0
SA2981_0550,856,1784,507,422,2853,2876,0
SA2981_0552,8,8,4,11,18,40,0
SA2981_0553,13,9,22,29,26,75,0
SA2981_0554,5,1,7,3,9,31,0
SA2981_0557,344,641,301,797,584,1300,1
SA2981_0558,51,49,30,32,52,115,0
SA2981_0559,31,36,23,32,66,91,0
SA2981_0560,100,49,46,33,97,180,0
SA2981_0561,1053,2486,1095,2158,6066,12849,0
SA2981_0562,31,47,41,46,135,141,0
SA2981_0563,25,58,20,54,142,149,0
SA2981_0564,184,459,222,503,483,1129,1
SA2981_0565,206,508,193,489,491,870,0
SA2981_0566,235,497,342,666,451,1536,0
SA2981_0567,77,212,125,87,116,394,0
SA2981_0568,73,164,95,142,131,322,1
SA2981_0569,87,210,174,156,362,645,0
SA2981_0570,20,15,23,5,37,49,0
SA2981_0573,35,130,75,157,200,362,0
SA2981_0577,48,86,72,132,88,312,0
SA2981_0578,39,91,63,82,102,202,0
SA2981_0580,238,375,189,629,706,1255,2
SA2981_0582,42,2278,16,2676,76,87,0
SA2981_0583,48,72,41,66,260,216,0
SA2981_0584,258,246,295,284,894,1250,1
SA2981_0585,1,12,7,24,19,34,0
SA2981_0586,77,65,57,62,126,330,0
SA2981_0587,48,104,28,133,210,279,0
SA2981_0588,101,241,88,311,312,617,0
SA2981_0589,80,114,94,245,178,429,0
SA2981_0590,346,1926,359,2294,2348,1837,0
SA2981_0591,48,103,58,141,195,307,0
SA2981_0592,55,320,136,453,212,1057,0
SA2981_0593,913,764,1297,1115,7297,5781,3
SA2981_0597,0,0,21,45,0,113,0
SA2981_0599,0,0,24,28,0,152,1
SA2981_0600,8,0,4,13,10,54,0
SA2981_0601,9,4,27,43,24,113,0
SA2981_0602,5,7,30,25,40,103,0
SA2981_0007,94,214,90,88,157,200,0
SA2981_0605,143,279,169,399,574,1134,0
SA2981_0607,818,2859,55,2970,506,346,2
SA2981_0608,693,2718,27,2529,416,285,1
SA2981_0609,428,2114,14,1369,411,169,0
SA2981_0610,211,407,153,212,441,562,0
SA2981_0611,10,31,21,20,38,88,0
SA2981_0612,63,66,55,53,78,167,0
SA2981_0613,100,253,195,220,339,511,0
SA2981_0614,561,568,512,532,1180,1847,0
SA2981_0615,28,88,29,124,118,334,0
SA2981_0616,31,66,38,89,127,306,0
SA2981_0617,32,20,20,31,43,203,0
SA2981_0618,262,173,160,65,532,476,0
SA2981_0619,244,751,194,1650,2626,1907,0
SA2981_0621,437,698,490,699,940,1942,0
SA2981_0622,82,95,111,60,265,463,0
SA2981_0623,222,139,95,56,988,1354,2
SA2981_0624,30,30,54,20,194,432,0
SA2981_0625,117,65,91,60,359,982,0
SA2981_0626,21,64,19,27,41,164,0
SA2981_0627,6,33,6,27,21,96,0
SA2981_0628,6,9,9,16,24,56,0
SA2981_0629,569,698,835,760,1179,2531,3
SA2981_0630,506,218,593,118,652,1625,0
SA2981_0631,43,46,31,69,200,294,0
SA2981_0632,40,20,25,24,61,127,0
SA2981_0633,84,235,100,206,202,359,0
SA2981_0634,41,86,49,253,187,533,0
SA2981_0635,36,29,59,127,152,493,0
SA2981_0636,45,63,79,113,129,440,0
SA2981_0637,51,66,42,34,166,167,0
SA2981_0638,108,91,114,137,299,662,0
SA2981_0639,240,429,235,340,592,965,2
SA2981_0640,284,233,255,133,343,681,0
SA2981_0641,426,427,466,656,2288,3339,0
SA2981_0642,31,71,37,101,252,321,0
SA2981_0644,20,4,34,13,18,56,0
SA2981_0645,288,514,229,431,534,1087,3
SA2981_0646,164,137,110,177,262,556,0
SA2981_0648,35,80,54,146,159,271,1
SA2981_0649,115,226,150,327,600,1257,1
SA2981_0650,69,105,79,54,158,370,1
SA2981_0652,10,21,30,28,50,74,0
SA2981_0653,1,15,4,9,21,33,0
SA2981_0654,4,10,7,7,7,61,0
SA2981_0655,28,103,41,165,148,367,0
SA2981_0656,11,24,15,28,21,51,0
SA2981_0657,24,54,21,23,49,94,0
SA2981_0658,13,72,14,42,78,116,0
SA2981_0659,225,1832,291,1566,2261,3584,1
SA2981_0660,1376,857,247,169,737,1084,2
SA2981_0661,48,113,23,135,237,347,0
SA2981_0662,73,101,97,108,388,588,0
SA2981_0663,1485,2681,1463,5887,3548,4633,2
SA2981_0664,17,59,7,54,96,126,0
SA2981_0665,145,245,97,180,326,592,0
SA2981_0666,33,20,24,25,84,138,0
SA2981_0667,27,142,19,81,58,120,0
SA2981_0668,87,301,53,117,263,441,0
SA2981_0670,157,129,172,280,601,1200,0
SA2981_0671,36,61,61,226,108,272,0
SA2981_0672,220,102,1109,771,313,3385,0
SA2981_0673,126,63,165,105,245,525,0
SA2981_0674,10,27,20,2,14,39,0
SA2981_0675,155,666,130,343,139,99,0
SA2981_0676,149,938,83,197,101,73,0
SA2981_0678,67,129,61,122,149,371,0
SA2981_0679,305,387,332,675,1236,2364,2
SA2981_0680,52,249,28,290,210,464,0
SA2981_0681,47,185,60,260,329,875,0
SA2981_0682,216,365,400,612,1650,2224,0
SA2981_0683,106,200,150,252,840,996,0
SA2981_0684,67,79,99,165,654,570,0
SA2981_0685,195,320,558,629,1339,2011,0
SA2981_0686,93,77,94,65,181,390,0
SA2981_0687,42,26,79,41,221,553,1
SA2981_0688,11,9,16,4,48,128,0
SA2981_0689,47,11,90,31,157,409,1
SA2981_0690,20,22,9,5,10,45,0
SA2981_0694,80,77,55,85,189,232,0
SA2981_0695,58,52,61,86,133,322,0
SA2981_0696,990,810,1254,548,3208,7362,1
SA2981_0697,176,333,135,200,578,782,0
SA2981_0698,146,132,204,249,384,1289,1
SA2981_0699,238,388,128,435,364,480,0
SA2981_0700,178,215,147,314,317,808,0
SA2981_0701,25,50,19,193,247,882,0
SA2981_0703,55,89,102,120,395,610,0
SA2981_0008,138,67,34,31,32,110,0
SA2981_0704,25,475,54,469,355,496,0
SA2981_0705,531,1193,218,1396,707,2135,0
SA2981_0706,32,43,62,29,68,227,0
SA2981_0707,84,110,80,56,168,421,0
SA2981_0708,38,195,50,167,286,316,0
SA2981_0709,358,737,555,2021,2513,5871,7
SA2981_0710,130,279,242,392,457,1638,2
SA2981_0711,25,17,31,5,183,334,0
SA2981_0712,14,10,23,4,111,234,0
SA2981_0714,43,23,64,4,105,354,0
SA2981_0716,138,220,137,146,273,553,1
SA2981_0717,42,67,51,64,80,141,0
SA2981_0718,59,83,52,76,118,263,0
SA2981_0719,75,98,72,85,137,249,0
SA2981_0720,99,108,106,39,214,396,0
SA2981_0721,204,263,131,233,163,535,0
SA2981_0722,12,12,21,20,41,74,0
SA2981_0723,28,60,55,58,65,123,0
SA2981_0724,170,107,188,121,272,489,0
SA2981_0725,120,136,102,98,335,538,0
SA2981_0726,32,53,48,70,53,185,0
SA2981_0727,404,390,385,382,441,1119,0
SA2981_0728,14,5,4,12,10,37,0
SA2981_0729,3,16,13,3,9,33,0
SA2981_0730,112,940,78,791,893,1757,1
SA2981_0731,1244,1014,914,876,1949,3947,5
SA2981_0733,9,4,9,18,29,30,0
SA2981_0734,81,226,56,262,450,428,0
SA2981_0737,1361,879,489,668,587,1166,2
SA2981_0738,159,318,136,325,419,1000,0
SA2981_0739,79,188,54,217,321,706,1
SA2981_0740,33,59,31,59,91,231,0
SA2981_0741,77,144,92,139,223,501,0
SA2981_0742,584,875,493,762,1306,1857,6
SA2981_0743,156,172,73,203,373,515,2
SA2981_0744,76,592,69,497,557,1058,0
SA2981_0745,78,160,90,219,297,562,0
SA2981_0746,728,784,464,609,791,1363,5
SA2981_0747,32,240,38,180,252,377,0
SA2981_0748,29,104,35,153,144,214,0
SA2981_0749,823,3144,887,4784,1191,1580,1
SA2981_0750,1477,3657,1777,4411,2570,4179,11
SA2981_0751,511,1610,367,1499,796,882,4
SA2981_0752,427,1516,254,1168,676,868,2
SA2981_0753,603,1849,412,1727,733,1234,0
SA2981_0754,2738,4781,2333,5537,1626,4862,17
SA2981_0755,101,115,107,125,652,587,0
SA2981_0756,71,149,127,86,405,293,0
SA2981_0757,327,392,211,144,860,746,0
SA2981_0758,430,432,343,353,917,1771,3
SA2981_0759,116,121,113,84,189,378,1
SA2981_0765,22,40,14,20,90,162,0
SA2981_0766,54,753,62,676,795,1453,0
SA2981_0768,5,15,8,4,39,52,0
SA2981_0769,21,28,14,5,55,57,0
SA2981_0770,208,423,98,435,246,251,0
SA2981_0771,413,635,554,589,447,268,3
SA2981_0773,7,16,8,17,52,47,0
SA2981_0774,29,36,26,23,123,156,0
SA2981_0778,34,143,43,247,217,477,0
SA2981_0779,20,21,20,53,78,163,0
SA2981_0780,27,52,1,6,542,25,0
SA2981_0781,115,212,130,239,495,502,0
SA2981_0783,3,202,17,197,320,355,0
SA2981_0784,7,17,10,17,25,62,0
SA2981_0785,102,77,102,98,1209,1299,1
SA2981_0786,44,84,60,96,90,241,0
SA2981_0787,70,174,87,261,295,553,0
SA2981_0791,10,43,18,40,88,88,0
SA2981_0792,139,281,106,293,3741,3069,0
SA2981_0793,11,64,15,68,1839,1505,0
SA2981_0794,47,207,57,227,5915,4878,0
SA2981_0795,16,69,24,102,60,110,0
SA2981_0796,469,305,219,310,327,645,0
SA2981_0797,333,625,216,745,819,1325,5
SA2981_0798,299,316,229,422,676,1250,1
SA2981_0799,185,208,221,252,434,1009,2
SA2981_0800,51,63,55,52,77,247,2
SA2981_0801,840,733,652,643,1299,2729,4
SA2981_0009,456,586,246,450,268,526,0
SA2981_0089,88,122,120,73,65,247,0
SA2981_0873,0,0,2,0,6,4,0
SA2981_0876,20,93,52,85,119,275,0
SA2981_0877,17,27,19,27,55,164,0
SA2981_0878,60,69,55,82,100,466,0
SA2981_0879,1212,1314,1322,1076,2345,4348,0
SA2981_0880,49,31,59,38,55,156,0
SA2981_0882,3,6,1,6,3,18,0
SA2981_0883,17,34,7,31,32,65,1
SA2981_0091,13,25,21,9,16,68,0
SA2981_0884,55,177,62,127,125,268,0
SA2981_0885,176,525,195,343,330,925,0
SA2981_0887,565,399,297,232,1265,1086,0
SA2981_0888,302,237,297,262,532,982,1
SA2981_0889,35,73,49,33,69,127,0
SA2981_0890,674,554,578,432,564,1414,1
SA2981_0891,43,12,36,23,66,169,0
SA2981_0892,35,36,25,33,68,136,0
SA2981_0894,40,45,25,42,216,210,0
SA2981_0896,1054,1234,1144,1054,769,2513,4
SA2981_0898,175,423,219,216,905,771,0
SA2981_0899,48,44,66,47,104,118,0
SA2981_0900,15,6,8,8,12,11,0
SA2981_0901,92,80,96,84,73,222,0
SA2981_0902,104,87,82,69,97,243,0
SA2981_0903,44,64,48,48,67,185,0
SA2981_0010,35,87,41,159,295,306,0
SA2981_0904,139,236,142,207,248,626,0
SA2981_0905,34,53,30,46,46,158,0
SA2981_0906,64,93,60,70,141,400,0
SA2981_0907,328,548,312,822,790,1671,0
SA2981_0908,15,54,19,34,39,95,0
SA2981_0909,1257,2507,1463,2046,4046,3936,1
SA2981_0911,90,203,69,495,246,365,1
SA2981_0912,35,123,21,63,359,466,0
SA2981_0913,92,256,124,181,470,1187,1
SA2981_0094,6,10,14,17,18,68,0
SA2981_0914,31,23,13,18,90,215,0
SA2981_0915,58,184,56,58,97,210,0
SA2981_0916,32,73,25,50,35,118,2
SA2981_0917,1745,5499,1466,5572,5272,6372,4
SA2981_0918,61,56,51,69,333,438,0
SA2981_0919,173,149,120,96,549,618,0
SA2981_0920,207,127,177,123,490,769,0
SA2981_0921,76,171,84,287,305,521,0
SA2981_0922,102,226,95,254,346,740,0
SA2981_0923,309,866,368,1120,849,1944,4
SA2981_0924,430,253,302,90,401,993,0
SA2981_0925,192,377,181,469,429,877,0
SA2981_0926,49,127,40,161,239,265,0
SA2981_0927,254,193,98,241,412,405,0
SA2981_0931,3,12,7,26,9,26,0
SA2981_0936,49,99,19,376,383,605,0
SA2981_0938,171,107,187,58,414,749,4
SA2981_0939,918,760,1131,688,922,2433,1
SA2981_0941,14,119,10,116,532,786,0
SA2981_0942,19,53,1,78,263,684,0
SA2981_0943,346,293,75,155,287,568,0
SA2981_0944,303,289,80,166,273,567,0
SA2981_0951,287,506,210,478,778,843,0
SA2981_0952,510,1039,667,1939,2346,2090,9
SA2981_0953,390,582,368,965,1679,1848,3
SA2981_0955,235,461,291,1166,892,1583,6
SA2981_0956,173,433,157,506,578,850,1
SA2981_0957,74,224,39,155,219,355,0
SA2981_0958,26,76,39,136,90,277,0
SA2981_0959,19,83,30,73,93,112,0
SA2981_0960,175,261,106,143,440,548,0
SA2981_0961,83,103,92,130,273,534,1
SA2981_0962,21,64,36,68,96,199,0
SA2981_0963,96,112,102,112,191,514,0
SA2981_0099,13,22,10,6,56,21,0
SA2981_0965,430,359,295,296,535,983,1
SA2981_0966,302,339,326,476,760,1447,0
SA2981_0967,69,103,15,38,1206,616,0
SA2981_0968,31,68,33,84,111,251,0
SA2981_0969,110,332,96,195,386,656,0
SA2981_0970,94,124,129,151,142,616,0
SA2981_0971,193,383,171,370,473,974,0
SA2981_0972,201,403,159,226,644,794,1
SA2981_0974,315,209,201,274,295,814,4
SA2981_0975,624,153,571,115,396,1291,0
SA2981_0976,67,71,79,95,131,459,0
SA2981_0977,135,138,174,176,433,902,0
SA2981_0978,78,168,85,156,318,513,1
SA2981_0979,2,4,3,14,103,226,0
SA2981_0101,157,303,130,487,367,831,0
SA2981_0992,5,10,4,11,17,36,0
