gene_ID,C1_81,C1_82,C1_83,D1_81,D1_82,D1_83,E1_81,E1_82,E1_83
SKAG_01675,4362,4572,4806,2340,2249,3019,2633,3378,2245
SKAG_01674,3539,4118,4509,1557,2022,2420,2138,2884,1624
SKAG_01677,418,266,280,192,266,480,227,491,344
SKAG_01676,6869,7470,7743,3486,3892,4673,4121,4949,3113
SKAG_01671,13151,14448,14160,4565,5030,6117,5368,6058,4181
SKAG_01670,57302,63507,66582,15548,18100,21911,18818,25499,16068
SKAG_01673,8792,8984,9306,4274,5422,6749,4918,7594,5843
SKAG_01672,1079,1086,958,285,459,655,514,659,351
SKAG_01679,73,43,39,25,49,65,27,91,34
SKAG_01678,640,362,461,291,447,620,292,749,535
SKAG_00218,79,55,72,46,51,48,55,54,29
SKAG_00219,957,1006,808,705,756,972,806,714,491
SKAG_00214,789,1231,742,169,505,228,869,526,211
SKAG_00215,0,2,2,2,2,4,0,0,3
SKAG_00216,6,5,0,8,2,8,0,3,2
SKAG_00217,0,0,0,0,0,0,0,0,0
SKAG_00210,0,0,0,0,0,0,0,0,0
SKAG_00211,18,17,17,6,8,10,14,16,6
SKAG_00212,0,1,1,0,0,0,0,0,0
SKAG_00213,5936,3683,3994,978,1125,1487,1990,3646,1808
SKAG_01297,2862,3147,3588,476,538,723,780,981,620
SKAG_01296,24849,27056,27238,11290,12999,15418,11987,13892,10215
SKAG_01295,37050,39528,40102,14239,16865,20368,15968,18649,13520
SKAG_00613,70,68,71,19897,25740,64,23734,25595,20980
SKAG_01293,21158,22716,24695,6761,8885,10083,7934,11427,7336
SKAG_01292,21411,22248,23042,9773,12173,13963,10609,14294,10052
SKAG_01291,32943,33023,33664,13537,16420,19960,15458,20955,14568
SKAG_01290,11702,12471,11229,5158,6261,7026,6654,7369,4607
SKAG_01299,44509,43543,25589,10164,16257,10521,27138,20237,13254
SKAG_01298,37084,30902,31535,7668,9433,11681,11241,15962,10500
SKAG_01079,291,279,249,226,214,344,214,232,160
SKAG_01078,1564,1646,1355,1129,1147,1413,1190,1043,872
SKAG_01077,21117,21236,19204,5404,6194,7446,6839,9779,6429
SKAG_01076,6155,5598,5593,5431,5820,7250,4897,4683,4526
SKAG_01075,18400,15069,15318,4772,5961,7777,6554,10705,7427
SKAG_01074,25510,28459,29250,14748,16005,21039,16761,16625,11476
SKAG_01073,14050,14124,13506,12399,14124,17501,11756,10623,9650
SKAG_01072,6332,5834,5446,5984,6356,7934,5301,4870,4444
SKAG_01071,11288,10674,9899,10499,11247,13407,8664,8580,7858
SKAG_01070,17,6,10,11,6,11,10,10,11
SKAG_01279,1097,1087,1044,459,632,797,605,752,584
SKAG_01278,107,51,87,41,40,56,44,53,43
SKAG_01271,8841,9607,10210,4921,5608,6748,5583,5862,4737
SKAG_01270,33153,31057,27121,42635,42976,53892,43503,34355,30862
SKAG_01273,2571,2028,2287,269,322,345,258,398,203
SKAG_01272,1782,2135,2079,778,959,1044,1014,1302,893
SKAG_01275,12992,10977,10551,4103,4647,5877,5653,8074,4790
SKAG_01274,5364,4384,4409,577,659,887,628,906,489
SKAG_01277,3927,3440,3531,1852,2058,2564,2167,2607,1953
SKAG_01276,702,548,620,374,388,499,367,552,360
SKAG_01189,3870,4033,4068,1122,1658,1912,1630,2432,1548
SKAG_01188,1668,1773,1787,407,638,849,731,1008,552
SKAG_02744,2062,2025,2063,900,1192,1381,1020,1360,1007
SKAG_01183,3577,3370,3592,2093,3169,4294,2408,3354,2382
SKAG_01182,7232,3491,4849,3268,9617,12519,5019,19262,15351
SKAG_01181,712,767,684,162,337,403,248,404,198
SKAG_01180,706,611,538,139,274,371,223,350,180
SKAG_01187,2506,2603,2950,751,1099,1374,1058,1460,1020
SKAG_01186,1317,1459,1544,436,650,828,656,824,535
SKAG_01185,14187,16168,16757,2447,3805,5087,3048,5658,3285
SKAG_01184,145,154,175,96,211,297,166,230,187
SKAG_01372,216,130,163,62,112,205,112,192,111
SKAG_01450,7137,5957,5911,3854,4709,6029,5550,6240,4015
SKAG_01373,28,11,22,6,20,26,14,33,20
SKAG_01520,80,76,62,18,70,46,68,63,36
SKAG_01453,19452,21466,22556,8628,10150,11081,10513,10222,7484
SKAG_02779,0,0,0,0,0,0,0,0,0
SKAG_02778,38,35,28,12,55,32,47,32,27
SKAG_02774,198,200,151,67,157,140,157,162,87
SKAG_02777,134,158,131,45,69,79,66,104,52
SKAG_02776,75,97,133,88,79,90,39,89,143
SKAG_02771,0,0,0,0,0,0,0,0,0
SKAG_02770,0,0,0,0,0,0,1,1,0
SKAG_02773,0,0,0,0,0,0,0,0,0
SKAG_02772,0,0,0,0,0,0,0,0,0
EBG00001170973,7715,7725,7262,3954,4130,5688,3832,4545,7005
EBG00001170972,879126,885671,914252,283326,325118,390162,295524,406189,300277
SKAG_01454,37970,39271,38132,15690,17649,20927,19665,25428,16975
SKAG_02177,19858,18866,18492,6082,6985,8458,8983,14996,9450
SKAG_02176,9308,9279,9534,3595,4267,5089,4617,6630,4719
SKAG_02175,5606,5741,5443,1646,2109,2570,2384,3855,2520
SKAG_02174,54621,54447,57403,35106,39517,47848,36610,35128,29238
SKAG_02173,87002,87862,88930,63824,71784,87346,60635,61101,52900
SKAG_02172,30777,29952,28464,22478,23372,28018,21026,21332,17409
SKAG_02171,52534,51297,49657,34094,37539,45191,33075,34834,28803
SKAG_02170,41618,43103,39487,23329,26579,32770,27048,30050,20136
SKAG_02179,19476,19239,20768,5749,6887,8041,8153,13075,7775
SKAG_02178,18960,17855,18786,7029,8628,9148,9571,14135,9357
SKAG_02371,10593,10338,10693,3965,5186,6696,4565,6513,4854
SKAG_02370,11486,11369,12158,3970,4264,5573,4490,5484,3890
EBG00001170953,0,0,0,0,0,0,0,0,0
EBG00001170952,2705,2772,2433,1852,2105,2118,2030,2347,1782
EBG00001170955,0,0,0,0,0,0,0,0,0
EBG00001170954,0,0,0,0,0,0,0,0,0
EBG00001170957,0,0,0,0,0,0,0,0,0
EBG00001170956,0,0,0,0,0,0,0,0,0
EBG00001170959,0,0,0,0,0,0,0,0,0
EBG00001170958,0,0,0,0,0,0,0,0,0
SKAG_02199,50784,55267,51818,19223,19196,23802,19950,22605,14189
SKAG_02198,7506,7271,7674,4120,4556,5588,3772,4201,3527
SKAG_02191,12905,13452,14964,4909,5130,6325,5477,5879,5054
SKAG_02190,15928,17307,17381,4724,5464,6543,6286,8370,5556
SKAG_02193,3862,4041,4160,1621,2057,2716,2007,2880,1980
SKAG_02192,24047,24296,27547,5456,6370,8194,7958,11597,7035
SKAG_02195,11202,11777,11541,5354,5136,6436,5238,5832,3953
SKAG_02194,2425,2355,2726,1053,1346,1733,1179,1686,1492
SKAG_02197,33717,32788,34268,18099,21095,25123,18594,20970,17171
SKAG_02196,12717,12724,11455,6753,6757,8760,7247,7506,5358
SKAG_02515,0,0,0,0,0,0,0,0,0
SKAG_02514,0,0,0,0,0,0,0,0,0
SKAG_02517,0,0,0,0,0,0,0,0,0
SKAG_02516,0,0,0,0,0,0,0,0,0
SKAG_02511,0,0,0,0,0,0,0,0,0
SKAG_02513,0,0,0,0,0,0,0,0,0
SKAG_02512,0,0,0,0,0,0,0,0,0
EBG00001170976,73,74,80,28,46,44,25,68,59
SKAG_02519,0,0,0,0,0,0,0,0,0
SKAG_02518,0,0,0,0,0,0,0,0,0
SKAG_00939,1189,884,1055,598,862,1310,568,1075,790
SKAG_00938,2129,1972,2012,948,1411,1859,1105,1553,1216
SKAG_00935,1238,1416,1301,381,665,722,532,620,453
SKAG_00934,9451,10263,10233,2893,3134,3990,3138,3708,2748
SKAG_00937,769,532,702,244,320,493,284,562,387
SKAG_00936,10933,10253,8830,14255,14775,20836,13973,11283,10140
SKAG_00931,3836,3563,3673,1298,1473,2086,1446,2052,1552
SKAG_00930,3173,3440,2791,825,906,1368,1405,1630,931
SKAG_00933,13177,14484,14512,7209,7730,9551,7903,7843,7618
SKAG_00932,3255,3580,3771,696,728,852,1061,1354,912
SKAG_02208,79252,116066,47738,9174,20481,15112,27850,32689,7757
SKAG_02201,7022,6557,6814,5059,5852,7149,5894,6338,5000
SKAG_03549,106,102,107,79,58,80,67,66,78
SKAG_00111,394,394,410,186,215,321,302,314,217
SKAG_02202,15146,15201,16207,4575,5804,6731,7088,8979,5762
SKAG_02205,5635,6326,6304,5972,6639,8805,6537,5176,5117
SKAG_02204,13439,15240,15617,3101,3459,3980,4268,6067,3815
SKAG_02207,82079,70873,67480,31725,35434,39721,36686,48344,33939
SKAG_03548,193,193,213,163,117,152,131,132,161
SKAG_02052,360,255,320,98,265,525,154,351,278
SKAG_02358,16489,16632,15864,10152,9791,12076,9808,10101,7870
SKAG_02054,3079,2501,2666,984,1288,1754,1216,1733,1083
SKAG_02055,222,180,200,88,122,238,62,147,133
SKAG_03546,1637,1959,1913,633,614,491,504,635,625
SKAG_00948,5374,5285,5803,3048,3806,4545,3488,3117,2574
SKAG_02057,5197,4834,4639,1965,2269,3094,2301,2878,2118
SKAG_01509,13518,14714,14993,4384,4540,5909,5531,6461,4394
SKAG_00949,218,227,251,98,116,129,114,106,66
SKAG_00737,24683,23713,24896,14085,16580,19561,16491,19705,16267
SKAG_00736,21434,20968,21980,11264,13425,15705,13383,16947,13112
SKAG_00735,58702,62559,59590,18040,22696,27018,25911,32504,21325
SKAG_00734,14378,16764,16103,2606,3054,4198,3863,6162,3081
SKAG_00733,99311,103285,97063,30393,36741,43969,38326,59102,38105
SKAG_00732,17978,19520,16908,11950,16985,17276,17448,24268,14395
SKAG_00731,9398,10018,9617,5578,6574,8250,6281,10313,7217
SKAG_00730,30358,31063,32618,12496,14509,17357,14419,18942,14027
EBG00001170971,64,51,78,30,38,50,39,39,26
SKAG_00739,4736,4908,4283,2884,3218,3803,3539,4203,2763
SKAG_00738,12804,12475,13230,6813,8576,9683,8549,10647,7631
SKAG_01464,9487,8922,8916,3019,3709,5202,4802,6650,4100
SKAG_00448,2544,2590,2493,913,1098,1456,1127,1262,924
SKAG_00967,9610,11451,12083,1403,2026,3004,2753,3974,1869
EBG00001170970,220,150,203,67,113,129,175,307,152
SKAG_01460,38771,20011,25684,6570,10257,14226,9653,14259,7632
SKAG_01461,1109,1159,511,160,325,656,1189,669,861
SKAG_00119,576,565,542,297,451,528,584,787,493
SKAG_00118,1134,794,905,453,673,995,803,1334,825
SKAG_00117,1284,950,1053,634,824,1117,937,1539,1007
SKAG_00440,1813,1657,1920,542,848,1216,703,1196,834
SKAG_00443,6627,7028,8052,1421,1703,1866,1890,2583,1559
SKAG_00442,78630,82807,70106,27102,34610,38483,36645,45049,24806
SKAG_00445,2885,3065,3000,1358,1666,1817,1436,1651,1313
SKAG_00444,3941,3778,3362,1381,1686,2147,1762,1875,1221
SKAG_00447,2161,1944,1826,805,1044,1271,1007,1173,787
SKAG_00446,2466,2390,2498,903,1218,1479,1087,1381,846
EBG00001170975,205,209,242,80,109,108,73,173,137
EBG00001170974,333493,364635,350840,79404,72219,83894,91180,103907,70981
SKAG_01860,897,882,926,255,416,594,481,756,386
SKAG_01862,120,168,118,48,127,118,133,180,89
SKAG_00598,6035,6571,6881,1805,1976,2510,2314,2706,1822
SKAG_01864,199,230,192,71,199,354,116,235,134
SKAG_01865,37,19,21,2,47,89,21,46,22
SKAG_01866,213,196,173,7,154,314,113,205,135
SKAG_01867,473,630,366,114,295,317,356,378,156
SKAG_00593,16298,13992,14489,4684,5942,6721,6710,9962,6547
SKAG_00592,3714,3399,4226,1070,1427,1985,1594,2109,1371
SKAG_00591,12813,14204,12123,4759,6962,6990,7302,9260,4080
SKAG_00590,10897,10778,9907,4368,5680,6369,5841,7282,3973
SKAG_00597,1720,1883,2190,558,650,820,663,904,616
SKAG_00596,21770,22483,21781,10034,12323,14695,11317,12216,7598
SKAG_00595,3417,3922,4113,1192,1447,2076,1611,2018,1170
SKAG_00594,22331,19081,20890,4967,6385,8564,8934,12979,8184
SKAG_00845,104503,99069,100989,56623,65021,76232,65295,83674,59685
SKAG_00844,44956,43090,44931,22529,26659,31941,29752,38540,26526
SKAG_00029,5,6,5,5,6,4,5,4,4
SKAG_00028,208,324,128,42,138,108,123,153,46
SKAG_00841,106868,101533,102561,48436,60659,67734,69154,90222,56090
SKAG_01515,32861,36058,36892,12636,13372,15458,13086,15814,10959
SKAG_00843,64652,69032,49489,27170,47397,41526,52295,62698,24008
SKAG_00842,93498,87155,87173,50509,57883,66294,58852,77769,57434
SKAG_00023,1190,1585,1475,462,638,626,663,616,428
SKAG_01519,1,1,1,1,1,1,1,1,1
SKAG_00021,19,111,5,18,137,41,122,67,7
SKAG_00020,95,121,72,67,134,128,89,89,69
SKAG_00027,59249,60138,63307,29479,34730,40830,32942,41804,32549
SKAG_00026,45306,44942,49624,20095,24051,29086,23602,30284,21677
SKAG_00025,2707,2739,3058,505,601,724,639,995,587
SKAG_00024,12618,14763,15797,5341,6752,8392,6952,8978,5462
SKAG_01888,2251,2008,2163,858,1035,1360,975,1358,996
SKAG_01889,0,0,0,0,0,0,0,0,0
SKAG_01882,1041,1004,1076,343,491,734,447,715,530
SKAG_01883,97,119,75,40,96,118,53,90,71
SKAG_01880,253,288,290,100,138,181,169,190,151
SKAG_01881,415,446,330,145,231,326,273,309,188
SKAG_01886,1949,1608,1774,589,919,1676,1135,2516,1859
SKAG_01887,18143,17374,17713,4258,5665,8147,7826,12506,8123
SKAG_01884,113,129,121,57,76,192,68,121,106
SKAG_01885,20082,11061,11833,4305,6011,7810,19925,41375,24574
SKAG_00203,3,3,1,1,5,2,8,5,1
SKAG_00202,9873,9770,9917,4361,5665,6546,4763,7168,5484
SKAG_01317,18652,18593,19887,8340,10304,12290,9836,11546,8170
SKAG_00200,17732,18438,19436,7967,10079,12657,9304,11731,8178
SKAG_00207,47,58,42,17,31,23,38,46,11
SKAG_00206,4,1,2,1,0,3,1,2,1
SKAG_00205,2,2,3,2,2,2,1,3,5
SKAG_00204,25682,17380,20598,4728,6529,8502,7248,10265,5720
SKAG_00209,1935,1289,1684,414,598,762,591,836,484
SKAG_00208,40,57,36,7,46,22,89,37,13
SKAG_00524,0,0,0,0,0,0,0,0,0
SKAG_01082,3450,5577,1718,643,6886,1274,8849,4266,771
SKAG_01083,83,98,101,29,67,61,53,88,48
SKAG_01080,14620,14689,15057,8312,10043,13138,9811,11781,9243
SKAG_01081,2587,2,2581,1456,2,2004,2,2,1433
SKAG_01086,3467,4025,3512,799,964,954,1139,1338,873
SKAG_01087,2690,2549,2740,711,1119,1434,924,1552,1102
SKAG_01084,3133,4039,2333,1132,1759,1552,2287,2053,699
SKAG_01085,16837,18666,17838,4134,5064,6193,4646,6477,4455
SKAG_01088,1406,1319,1399,377,604,779,469,832,468
SKAG_01089,762,737,685,196,260,382,239,417,280
SKAG_01468,629,599,607,205,251,352,396,383,248
SKAG_01248,203915,216761,209972,182887,203481,238936,182415,157478,121271
SKAG_01249,291653,197353,203778,148457,153131,183522,169884,201961,139960
SKAG_01244,16242,18436,21065,4188,4732,5208,5060,6641,4522
SKAG_01245,27792,29069,26671,16131,17720,21266,17428,19288,12725
SKAG_01246,1961,1878,1587,2472,2539,3096,2206,2033,1733
SKAG_01247,8342,9284,7227,8109,8041,11087,8330,6843,4846
SKAG_01240,1541,833,937,402,620,879,542,1300,1012
SKAG_01241,586,168,211,80,192,330,164,531,472
SKAG_01242,986,480,690,169,423,609,348,1029,921
SKAG_01243,1759,544,985,263,762,1157,482,2453,2159
SKAG_01648,3790,4142,3346,864,1602,1564,1789,2188,1023
SKAG_01649,0,0,0,0,0,0,0,0,0
SKAG_01640,6058,5920,5752,2166,2674,3117,2892,3151,2144
SKAG_01641,3584,3687,3302,1180,1343,1572,1475,1824,1223
SKAG_01642,801,717,627,258,281,501,370,564,353
SKAG_01643,1,1,0,0,1,0,0,1,0
SKAG_01644,252,238,231,131,123,180,136,176,137
SKAG_01645,9733,9028,8996,6708,7664,9424,6828,7133,5356
SKAG_01646,0,0,0,0,0,0,0,0,0
SKAG_01647,0,0,0,0,0,0,0,0,0
SKAG_01942,7894,8300,7755,4646,6781,6351,7170,6497,3898
SKAG_01941,4432,4386,4671,2475,2568,3115,2597,2767,1900
SKAG_01940,1756,1779,1751,869,1100,1737,793,1214,931
SKAG_01319,8149,7087,8379,2275,3325,4408,3708,5978,3287
SKAG_02740,9537,8880,9068,3498,5121,6374,4524,6884,4448
SKAG_02742,48398,48893,48316,25543,28178,33679,26040,31106,23312
SKAG_02743,5643,6180,6692,1388,1750,2195,2110,3453,1704
SKAG_01069,21264,22651,20056,7090,8053,10120,7743,11158,7976
SKAG_02745,3576,3420,3514,1722,1957,2364,1889,2419,1878
SKAG_02746,20527,20409,20456,8986,9077,10772,8784,12466,11345
SKAG_02747,23702,25881,29706,6549,7121,8387,7549,11572,7895
SKAG_02748,2531,2811,2876,1259,1295,1404,1276,1905,1134
SKAG_02749,2944,2628,2889,1373,2624,3738,2481,8108,6812
SKAG_01948,37546,37650,37590,16880,20261,24221,20018,28900,20280
EBG00001170968,43,35,35,13,37,74,35,52,23
EBG00001170969,1849089,1600926,1682361,1363534,1510610,1718424,1060259,1519727,1589110
EBG00001170964,0,0,0,0,4,3,1,0,2
EBG00001170965,1,1,1,1,0,1,1,1,1
EBG00001170966,14,15,19,4,2,11,13,6,8
EBG00001170967,4,5,4,3,1,4,3,3,3
EBG00001170960,0,0,0,0,0,0,0,0,0
EBG00001170961,0,0,0,0,0,0,0,0,0
EBG00001170962,0,0,0,0,0,0,0,0,0
EBG00001170963,1,0,1,0,2,3,1,3,4
SKAG_02344,0,0,0,0,0,0,0,0,0
SKAG_02697,0,0,0,0,0,0,0,0,0
SKAG_02346,0,0,0,0,0,0,0,0,0
SKAG_02347,0,0,0,0,0,0,0,0,0
SKAG_02340,0,0,0,0,0,0,0,0,0
SKAG_02341,0,0,0,0,0,0,0,0,0
SKAG_02342,0,0,0,0,0,0,0,0,0
SKAG_02343,0,0,0,0,0,0,0,0,0
SKAG_02349,5784,7002,7468,2025,2619,3037,2983,3309,2291
SKAG_02698,0,0,0,0,0,0,0,0,0
SKAG_02699,0,0,0,0,0,0,0,0,0
SKAG_01334,372,433,319,133,218,231,390,286,122
SKAG_01335,412,434,447,194,244,277,225,242,146
SKAG_01447,4131,3430,3645,1620,2433,3043,2259,3692,2748
SKAG_00101,11950,14937,9658,2161,4885,3295,6601,5956,1739
SKAG_02528,0,0,0,0,0,0,0,0,0
SKAG_02529,0,0,0,0,0,0,0,0,0
SKAG_00249,26044,26664,24588,8694,9717,11930,10370,13751,9245
SKAG_02125,10925,9451,10089,4894,6044,7781,5374,8475,5450
SKAG_02520,221,184,182,98,100,131,66,108,92
SKAG_02521,0,0,0,0,0,0,0,0,0
SKAG_02522,0,0,0,0,0,0,0,0,0
SKAG_02523,0,0,0,0,0,0,0,0,0
SKAG_02524,0,1,0,0,0,0,0,1,1
SKAG_02525,2968,2959,2962,963,1312,1864,1245,2116,1592
SKAG_02526,0,0,0,0,0,0,0,0,0
SKAG_02527,0,0,0,0,0,0,0,0,0
SKAG_00531,0,0,0,0,0,0,0,0,0
SKAG_02127,37196,39127,39878,13175,14307,16101,16636,21252,15285
SKAG_00530,0,0,0,0,0,0,0,0,0
SKAG_02432,3517,3941,4032,1262,1748,2017,1693,2197,1382
SKAG_00533,0,0,0,0,0,0,0,0,0
SKAG_02433,26943,27260,29101,8738,10793,13461,11665,16004,11394
SKAG_00532,0,0,0,0,0,0,0,0,0
SKAG_02430,5056,4595,4568,2117,2764,3513,2535,3827,2729
SKAG_00243,33764,34931,34322,7883,11291,13508,12419,19407,10248
SKAG_02431,4879,5175,5402,2072,2581,3185,2338,2848,1932
SKAG_00103,131196,128207,110055,66481,66863,77669,61737,68797,56080
SKAG_00242,3855,4477,3789,1580,2868,2847,3187,4889,2401
SKAG_00537,0,0,0,0,0,0,0,0,0
SKAG_00240,56078,54214,63514,16729,24371,28349,24869,48070,31342
SKAG_00900,12424,15678,11693,2112,5672,3495,8452,8004,2055
SKAG_00901,4779,5198,4675,2361,2691,3242,3026,3381,2331
SKAG_00902,1117,1101,1123,388,522,631,657,925,622
SKAG_00903,1573,1662,1174,446,894,852,1220,1311,601
SKAG_00904,232644,200163,206482,48936,71088,85218,92482,150063,91765
SKAG_00905,18377,17211,18726,2216,3810,5757,5652,13740,7041
SKAG_00906,3831,3658,3527,1545,2089,2944,2205,3082,2158
SKAG_00907,7786,8098,8007,2812,3557,4756,4179,5446,3504
SKAG_00908,1932,2208,2086,354,470,531,574,746,433
SKAG_00909,185455,194387,221512,31756,49210,59143,58903,106896,61076
SKAG_02238,8874,8898,9450,1464,1961,2593,2510,3387,1773
SKAG_02239,1646,1416,1627,391,445,771,594,1183,746
SKAG_02234,488,617,305,93,153,247,313,278,139
SKAG_02235,2456,3209,1581,341,651,986,1259,1155,581
SKAG_02236,9479,6925,9108,5883,5948,6545,5893,5476,4226
SKAG_02237,938,815,1297,509,855,718,1393,725,344
SKAG_02230,35173,33495,39043,4275,4331,5206,6435,9416,5453
SKAG_02231,2541,2901,2726,861,1111,1263,1233,1410,998
SKAG_02232,1893,2155,2236,756,804,1034,1035,1119,759
SKAG_02233,4184,4636,4943,872,952,1294,1171,1663,1085
SKAG_00698,803,879,837,135,305,296,312,521,228
SKAG_00699,3996,4206,4424,1146,1782,2062,2138,2443,1376
SKAG_01346,247,255,203,130,176,240,196,286,160
SKAG_00690,20095,20201,21507,9992,11389,13645,11016,15381,11175
SKAG_00622,10101,10313,10759,5170,7472,7131,8551,8097,5071
SKAG_00692,5349,5496,5456,2548,2833,3353,3132,4026,2519
SKAG_00693,13147,13287,14100,6532,7448,8753,8435,10080,6509
SKAG_00694,18321,18394,18806,10541,12372,14272,11706,14213,10434
SKAG_00695,8854,9089,9877,4226,5213,6238,5064,6475,4168
SKAG_00696,8641,8803,9263,3794,4457,5354,4851,5632,3688
SKAG_00697,335,441,330,33,74,138,146,159,97
SKAG_02838,56068,55878,51894,38385,43802,50575,38288,42901,31936
SKAG_02832,10835,11207,11175,5279,6470,8022,6284,9056,6193
SKAG_02833,8,25,24,12,27,25,56,12,18
SKAG_02830,1492,1267,1247,505,811,1028,764,1520,792
SKAG_02831,1952,1821,1787,777,1164,1447,1111,1847,1167
SKAG_02836,10254,12301,12699,5003,6171,7596,5337,6959,5580
SKAG_02837,18529,22233,16025,10939,15440,17260,16129,16673,8908
SKAG_02834,24769,25140,23947,6119,5486,6523,7281,7872,5691
SKAG_02835,21041,27422,29645,4872,5317,6422,6694,7131,4389
SKAG_01949,30961,32920,30284,15442,19083,21552,18839,25429,16323
SKAG_00478,12252,12872,11945,7840,9611,11169,8269,9174,7109
SKAG_00479,11046,11631,12488,5553,7203,8641,6875,7950,5095
SKAG_00474,4508,4802,3935,991,1249,1600,1501,2254,1052
SKAG_00475,55307,56860,52483,15010,18615,20954,21177,28239,16938
SKAG_00476,206238,203474,175919,63273,72803,85701,75407,103697,70760
SKAG_00477,1201,1590,1161,634,2247,1087,2366,984,501
SKAG_00470,55192,60015,54077,15459,24494,25119,26670,35625,16014
SKAG_00471,39675,42339,39489,17095,21094,25101,22967,24695,15427
SKAG_00472,27958,35320,21305,6705,12275,11986,16439,15589,4025
SKAG_00473,12,10,10,2,8,15,3,5,7
SKAG_01624,2161,1752,1804,921,1136,1299,1298,1130,1031
SKAG_01877,198,204,180,75,140,198,85,182,151
SKAG_00879,15587,14744,15272,15400,17417,21305,14585,13897,13153
SKAG_01875,540,529,523,362,416,552,304,526,439
SKAG_01874,352,403,347,239,295,316,228,280,269
SKAG_01873,307,280,358,167,227,257,134,252,262
SKAG_01872,509,516,583,296,454,542,398,474,461
SKAG_01870,138,156,103,67,102,105,106,140,92
SKAG_00870,650,924,363,263,1545,571,1603,1332,304
SKAG_00871,101,137,96,51,242,116,275,205,73
SKAG_00872,31,32,29,30,41,35,22,50,22
SKAG_00873,186,177,197,153,164,208,187,229,145
SKAG_00874,26778,23955,23409,20379,23208,26953,20204,22297,18784
SKAG_00875,7087,6844,6447,5766,6282,8119,5912,6239,5136
SKAG_00876,2403,2354,2236,1685,2012,2603,1923,2061,1828
SKAG_01878,178,169,202,66,123,178,76,180,128
SKAG_01507,7742,8548,9905,2429,2836,3357,2735,3351,2356
SKAG_01506,24610,25471,25914,11694,14087,16280,12868,14768,11475
SKAG_01505,17089,17958,18078,6891,7841,9438,7323,8846,6883
SKAG_01504,15969,16213,15513,7806,9157,10574,9242,10238,6931
SKAG_01503,1609,1742,1486,323,496,528,493,631,243
SKAG_01502,23526,22579,23174,11745,11861,14617,12933,13322,9928
SKAG_01501,15948,12682,14144,4431,5368,6632,6613,9679,5807
SKAG_01500,5361,6143,6298,2499,3846,3803,3632,3810,2141
SKAG_00056,40494,39333,41420,14565,18460,22492,18896,29221,17931
SKAG_00057,17658,17849,16986,6458,7643,9089,7410,10937,7284
SKAG_00054,2381,2338,2334,605,683,1090,717,1204,1043
SKAG_00055,1911,2164,2422,842,891,1137,1052,1212,866
SKAG_00052,53581,56699,55248,16431,18260,22857,20527,26615,16137
SKAG_00053,19209,21255,18994,4111,4397,5280,5311,6832,4060
SKAG_00050,13888,13770,14638,7205,8949,10027,7715,10462,7780
SKAG_00051,23202,23704,23573,11204,12719,15858,12987,16372,12567
SKAG_01899,1411,1330,1257,513,750,1078,589,875,669
SKAG_01898,6298,6787,3596,5421,8171,8049,8807,5823,3285
SKAG_01891,1464,1273,1387,554,675,904,624,845,555
SKAG_01890,0,0,0,0,0,0,0,0,0
SKAG_01893,11733,12796,12503,3311,4329,5073,3587,5209,3632
SKAG_01892,11037,11364,9996,4814,5019,6054,4351,4621,3849
SKAG_01895,6683,6659,6111,2297,2603,3571,2411,3306,2482
SKAG_01894,912,968,916,382,476,618,479,515,322
SKAG_01897,2724,3183,3239,846,935,1250,938,1158,858
SKAG_01896,0,2,0,0,0,0,0,0,0
SKAG_00276,17080,17801,13949,4917,5004,6329,5865,7111,6024
SKAG_00277,19032,21583,21745,5445,7814,8141,7611,9725,5538
SKAG_00274,10149,10423,10603,4649,5615,6627,5442,6645,4719
SKAG_00275,8220,8346,8255,3950,4381,4915,4765,5290,3958
SKAG_00272,61782,62675,59759,21154,25134,29882,28783,40560,25131
SKAG_00273,9353,9622,10601,4175,4648,5775,4934,5714,4058
SKAG_00270,19671,18923,20273,8816,10244,12459,11491,15386,10930
SKAG_00271,9432,9861,10541,3944,5064,5993,5771,7638,5082
SKAG_00278,67156,69487,68307,26707,28970,34395,29776,36221,24650
SKAG_00279,11665,12170,10784,6713,8224,9100,7834,8265,5489
SKAG_01932,31577,32310,31037,12946,14877,17945,14033,19745,13607
SKAG_01421,31819,32961,31961,20464,21607,26915,19535,19185,16295
SKAG_01930,28101,29502,28054,8939,10680,13182,10574,14166,9976
SKAG_01479,13331,12467,12048,11294,12422,14383,11339,10770,7765
SKAG_01423,9872,11648,9487,5303,7239,7378,7450,7371,3641
SKAG_01473,27519,25960,24641,10417,16035,17902,16949,26511,15824
SKAG_01936,51083,52016,46966,22578,26237,31728,23697,29659,21446
SKAG_01471,289597,296747,254579,89395,118395,130075,138287,229545,121219
SKAG_01470,10853,11045,11176,4296,5145,6182,5099,6321,4758
SKAG_01477,6285,6182,6680,2383,2856,3687,2908,4484,2786
SKAG_01476,3483,3071,3123,1669,2404,2833,1827,2986,2111
SKAG_01475,21773,25964,17770,8530,13977,11829,13441,12693,7055
SKAG_01425,13519,13145,12016,6742,7766,9433,7444,9230,7099
SKAG_01091,682,711,707,167,264,392,266,428,267
SKAG_01090,531,574,508,165,261,288,162,250,242
SKAG_01093,314,291,290,174,178,314,149,226,215
SKAG_01092,2301,1877,2099,694,796,1227,734,1331,861
SKAG_01095,635,620,576,169,233,343,197,348,272
