,3074-CAW-0001,3074-CAW-0002,3074-CAW-0003,3074-CAW-0004,3074-CAW-0005,3074-CAW-0006
PA14_RS04595,134.0369822,206.7600291,200.6826383,169.6652736,162.342936,174.9261299
PA14_RS04600,107.2759971,147.7710657,115.7345658,84.85319042,116.2216072,135.0648071
PA14_RS04605,338.94914,437.1719418,319.8642618,194.3661262,204.876656,253.2395628
PA14_RS04610,1266.342553,1472.240858,1012.114644,523.5792091,836.5210302,801.4757169
PA14_RS04615,546.522469,774.7854226,434.6514056,359.6839565,345.8282705,413.4571476
PA14_RS04620,1175.403187,1507.368569,893.3539009,554.0037763,711.7205094,747.9857629
PA14_RS04625,1117.12507,1575.769718,977.1491644,718.3051256,662.8230667,866.2670304
PA14_RS04630,799.5358981,970.9115083,653.4413764,674.3388938,661.4196057,677.7789401
PA14_RS04635,402.1974153,409.756777,267.6722927,146.1382474,328.8698634,304.9092272
PA14_RS04640,401.8184504,353.6726874,248.3432114,241.0767984,220.2778619,250.6012325
PA14_RS04645,1079.600998,888.6847985,1267.102923,1661.639844,1385.753561,1348.021695
PA14_RS04650,792.8927918,730.235502,1019.377712,1401.060947,1300.377695,1330.198653
PA14_RS04655,630.2428344,793.3160901,657.403351,1233.047789,798.8728005,1045.212813
PA14_RS04660,174.8161911,210.5347547,136.9536304,157.6184927,198.9201343,235.3170426
PA14_RS04665,186.809058,245.3198902,193.7886815,120.0822413,192.9167365,174.3962248
PA14_RS04670,1112.228118,1276.238282,1096.580493,789.4762196,914.634165,830.7891128
PA14_RS04675,460.8821235,620.8276489,585.9765009,483.869435,624.8066507,609.3925278
PA14_RS04680,76.24051714,109.3012432,50.69637545,66.04263602,43.32983987,59.29681046
PA14_RS04685,1474.793247,1260.869282,1844.450045,1378.264439,1870.923041,1788.733818
PA14_RS04690,738.393478,639.7773023,946.0653292,1386.589476,1120.563741,1116.780546
PA14_RS04695,1932.008867,1609.523583,1966.164071,2678.936185,2146.021776,2137.498956
PA14_RS04700,86.85726379,132.3761677,102.198315,133.6586502,105.435581,134.9170623
PA14_RS04705,114.7167304,127.3340635,138.3231674,220.933794,174.5447314,165.1839266
PA14_RS04710,1832.926221,1457.908033,2073.456406,4125.407735,2963.892691,2908.827442
PA14_RS04715,424.402987,450.6841803,391.8628509,324.9124014,341.7413473,361.572213
PA14_RS04720,5434.388534,2796.058829,6034.150649,10115.03015,8731.900648,8699.890334
PA14_RS04725,72.89497697,67.12212569,74.04219193,38.27541195,41.74411735,93.03538959
PA14_RS04730,946.7357559,846.5978414,896.4833633,1282.55413,833.4012768,996.212705
PA14_RS04735,626.4849318,896.0720943,442.3449369,448.0506434,373.7549821,391.6448019
PA14_RS04740,332.2365533,431.7448025,275.0555112,258.3859833,325.3401353,297.9137703
PA14_RS04745,283.9363998,428.1047403,244.5668406,206.192579,257.4151224,231.2528443
PA14_RS04750,272.6317927,266.5406935,354.973619,332.9110622,418.2486287,439.4596814
PA14_RS04755,687.9333563,723.5951862,1134.245327,1676.927963,1847.801413,1763.885258
PA14_RS04760,508.5416054,698.1087578,620.2177479,1153.020142,786.834824,985.4623887
PA14_RS04765,630.2760359,626.3056137,896.0602932,645.5289557,770.6249042,682.6158011
PA14_RS04770,730.780334,759.5767836,850.9897825,905.7041137,842.1812815,899.7129636
PA14_RS04775,168.8287743,164.3258913,216.2020811,254.924549,203.0238491,217.7162075
PA14_RS04780,527.2871396,584.6425413,1458.527629,1438.362901,1206.366871,1250.497103
PA14_RS04785,2325.067685,2244.312723,2709.577131,2323.999431,2510.703589,2291.773894
PA14_RS04790,1507.37536,1599.145506,1377.294155,1075.787563,1179.195329,1191.405658
PA14_RS04795,1756.505039,1494.348577,1916.138329,2252.129389,1958.728875,1935.711188
PA14_RS04800,1127.82929,999.2708778,1760.886248,1257.954913,1743.988728,1795.045876
PA14_RS04805,3495.851048,3441.956144,5379.57319,4646.990564,5208.766321,5542.849037
PA14_RS04810,985.145495,1038.132589,1071.092974,714.3067776,867.2150597,783.6181483
PA14_RS04815,538.0826579,721.4151948,650.1631595,480.1876537,429.3989937,528.6507065
PA14_RS04820,112.4860589,153.0317294,91.49141051,88.38774818,100.2386445,125.1681766
PA14_RS04825,251.438716,311.0220383,244.6540576,165.2170767,203.8978849,242.0464794
PA14_RS04830,1863.160185,1466.5342,2233.859912,3046.109313,2949.962705,2325.343288
PA14_RS04835,944.9950748,937.4552409,1107.401757,1074.482298,1131.730709,1142.597054
PA14_RS04840,371.265642,358.3806664,436.433792,538.1781468,466.2005835,390.6064603
PA14_RS04845,405.2291086,379.3655858,415.8628497,410.0158867,449.6413797,424.4485864
PA14_RS04850,936.8637897,756.471542,1067.444244,952.1809794,1251.317344,1099.172424
PA14_RS04855,1397.865656,1768.720046,1100.636986,1167.409906,1283.277089,991.6251143
PA14_RS04860,1610.632908,1730.395976,1192.392094,1069.27187,1533.88648,1379.00885
PA14_RS04865,1037.160894,1194.193578,931.1866081,1505.896602,1202.004015,1420.996218
PA14_RS04870,471.0897069,486.5738577,420.5169083,542.0074982,471.2827284,516.2911292
PA14_RS04875,606.4265049,712.1379865,575.7664839,571.6605802,515.652019,509.7305459
PA14_RS04880,1114.685495,1080.477265,924.7759058,1231.548731,1017.033158,979.5395949
PA14_RS04885,1107.996032,1170.795183,732.0213925,704.4419427,693.0583449,582.2262196
PA14_RS04890,2552.250112,2413.931463,1817.985528,1387.405699,1513.344787,1455.660295
PA14_RS04895,3053.376969,3665.407798,2707.453791,1867.277979,2052.914745,2242.188726
PA14_RS04900,761.4212376,1061.868205,732.2984845,521.1500485,705.1258692,866.9319842
PA14_RS04905,1311.664012,1403.235076,948.2390523,996.7549123,996.2714011,1018.066439
PA14_RS04910,3724.035215,3749.150436,3283.493764,4308.188024,3637.642375,3682.836156
PA14_RS04915,1614.57193,1443.548636,2095.901207,2319.34545,2281.884414,2377.136446
PA14_RS04920,149.7605056,135.0506057,126.899124,185.0590398,169.7594056,166.7189978
PA14_RS04925,980.7645343,1281.866229,948.2278788,700.6800453,797.5139808,747.0764114
PA14_RS04930,39.70528924,47.53144314,50.50110324,39.01005156,31.16131044,22.09365804
PA14_RS04935,11.13944384,6.64634554,14.8532857,14.69305613,17.05251941,10.24787444
PA14_RS04940,32.89717968,21.75907466,24.93031143,26.32505609,10.13096714,18.24725569
PA14_RS04945,402.0403523,596.0712583,345.1541451,130.4988244,244.7062264,251.7092632
PA14_RS04950,920.865089,1077.433416,624.2023593,286.3430942,345.6559621,381.5538834
PA14_RS04955,4681.119891,6359.70883,3283.172872,1697.291917,2147.359463,2086.436069
PA14_RS04960,5562.050006,4607.051468,6100.454433,10354.39041,7967.889916,9222.588418
PA14_RS04965,470.7706276,493.5190623,522.0007249,560.442285,640.8820265,638.6563321
PA14_RS04970,608.0853406,690.2714478,462.089661,474.6360923,450.5089633,444.9597411
PA14_RS04975,1063.199046,1232.044799,1189.251393,1405.816912,1127.830071,1204.531995
PA14_RS04980,678.8448152,743.3088629,812.5951818,1030.124503,875.187911,976.5939295
PA14_RS04985,2388.878891,3039.305539,3106.777053,2869.836836,2621.440345,3006.118155
PA14_RS04990,1022.998986,1250.783173,937.8399982,1115.889146,914.3768069,749.9928336
PA14_RS04995,316.9518767,342.6839944,349.4308078,485.5180092,378.3936321,391.1084782
PA14_RS05000,2595.106444,2678.409807,3099.861408,3486.701153,2747.51949,2721.476758
PA14_RS05005,1247.030469,1708.527792,1266.93079,984.187921,1052.520049,966.308472
PA14_RS05010,319.2872205,391.2825604,331.198195,145.9140504,258.6538759,218.7211616
PA14_RS05015,433.786697,583.1058555,350.2676646,240.6722508,274.9380935,311.1154003
PA14_RS05020,8279.632395,7036.922944,8472.811162,11699.06814,9481.134598,10582.71369
PA14_RS05025,1972.217571,1379.283208,1442.375419,1150.788106,1671.21311,1336.045106
PA14_RS05030,2651.65065,2846.953078,2559.802875,3079.731793,3974.181372,4188.170616
PA14_RS05035,465.6547872,487.1407968,441.1415988,377.9270572,689.4891313,693.5836117
PA14_RS05040,1474.231117,1671.027777,1722.311047,1483.457624,1591.0517,1610.779164
PA14_RS05045,300.137755,306.9066296,338.4289089,330.6052902,528.6459428,496.3971424
PA14_RS05050,711.3727988,844.1291881,936.306459,944.2924989,1280.385918,1206.610227
PA14_RS05055,188.2794848,322.2956709,185.9382278,124.1889671,151.8435693,161.4366128
PA14_RS05060,54.54437809,112.9377199,95.48346393,34.12637807,93.55539852,55.65139706
PA14_RS05065,186.5251037,320.1344223,240.4116503,273.4797118,259.6425464,292.9283468
PA14_RS05070,157.7544618,221.4994951,277.1641783,190.4464651,265.3713844,233.6466594
PA14_RS05075,174.6618238,183.0694184,346.7648846,114.8295389,1097.684702,840.0634567
PA14_RS05080,177.8429532,218.0878217,300.3113102,186.0107641,1126.067036,913.8319033
PA14_RS05085,295.909048,426.1920879,342.147833,281.9323075,355.8402755,370.5689005
PA14_RS05090,152.4830424,183.2722693,151.8448533,121.5634488,237.1410648,261.8380585
PA14_RS05095,181.292785,104.5239833,153.8751444,139.5298225,198.1494977,182.0516492
PA14_RS05100,90.72240621,113.2456089,79.76424578,82.72189326,113.6933687,123.9660792
PA14_RS05105,604.385819,730.3716719,652.4502099,719.0015148,775.7833486,887.6308502
PA14_RS05110,2998.308258,2330.72326,4141.010082,5022.608119,5518.058361,5237.595757
PA14_RS05115,590.3546131,483.9563095,887.8351396,1645.131281,1434.099591,1350.156567
PA14_RS05120,649.0433366,547.2734279,900.0544677,1671.994052,1212.85385,1393.128866
PA14_RS05125,259.5452006,174.6578892,244.9898723,478.3507334,371.6780036,365.7433949
PA14_RS05130,52.65721444,49.36422594,50.11566076,47.16471353,48.31859836,48.62163828
PA14_RS05135,1962.000916,2129.742066,1872.711568,746.4511299,1185.145932,1405.264514
PA14_RS05140,438.1672966,469.4367572,575.336624,598.8762046,510.5148086,568.7201065
PA14_RS05145,716.0199626,1070.195016,713.8449802,457.1095025,599.0970835,544.6129585
PA14_RS05150,355.7699873,487.4981724,371.2067154,380.4766217,464.3188368,408.0242252
PA14_RS05155,455.9238278,473.2897934,438.6565498,701.1722062,547.4506088,559.3897467
PA14_RS05160,383.3669081,376.0539916,483.8281835,619.4109169,467.6884532,505.5945143
PA14_RS05165,331.6645483,262.4507664,321.8746169,463.5779062,361.233029,402.8382876
PA14_RS05170,4430.098312,3837.521186,6269.153764,9236.675696,7066.790869,6842.41551
PA14_RS05175,848.938951,737.8291614,1135.125424,1367.75584,1280.745405,1023.04366
PA14_RS05180,1235.548562,974.8456494,1408.187767,1473.242289,1681.851952,1516.796684
PA14_RS05185,619.1400607,518.101877,589.4575048,869.7204821,690.9167129,783.0892863
PA14_RS05190,703.3953561,789.9146671,753.7158911,777.6337369,586.2129384,695.6370678
PA14_RS05195,2445.259734,3269.535562,2471.011484,2281.095291,1772.261775,2164.034824
PA14_RS05200,85.40339994,65.59795797,92.2676751,97.46693688,105.7835363,108.3611651
PA14_RS05205,256.7869365,234.7867853,259.140375,615.7982682,361.7602289,402.8064571
PA14_RS05210,103.8272265,86.31186558,142.2951816,254.2938921,231.4046428,236.255974
PA14_RS05215,45.60006577,52.23424322,72.41644751,65.27545031,85.0132907,105.3538335
PA14_RS05220,175.4077888,211.2429231,212.6060734,225.7563879,247.5607865,262.987606
PA14_RS05225,718.2677848,778.4192081,756.7437266,709.6048205,905.5013614,735.4676119
PA14_RS05230,781.6727855,714.4795953,796.7995376,886.0092804,946.1374658,869.2895552
PA14_RS05235,377.6552415,366.42065,364.3438933,395.8508119,469.8869856,415.7495812
PA14_RS05240,1414.751547,1009.560042,1468.269416,2641.225931,1768.150055,1744.63074
PA14_RS05245,2589.591823,2248.02599,3464.489336,4177.71685,3290.798555,3024.581876
PA14_RS05250,2079.164225,1710.364383,2771.924025,3158.817779,2483.706526,2278.268394
PA14_RS05255,423.7642287,315.8673481,624.2694258,503.6494052,584.1499731,484.7499704
PA14_RS05260,392.8792055,347.4743081,449.9796663,406.6475185,379.6049514,439.1381307
PA14_RS05265,491.1507187,247.4445746,362.6690949,467.3617969,443.5810734,257.3500049
PA14_RS05270,727.3001179,920.2499781,645.661861,493.8859098,397.111409,417.9200024
PA14_RS05275,2855.539251,2625.226161,3119.558178,1512.319241,1493.276905,1383.238295
PA14_RS05280,12787.30837,11133.78879,17446.56021,3957.997539,4879.132679,4469.101204
PA14_RS05285,18572.55915,12407.61323,27221.40667,6566.577871,9883.518414,8746.590284
PA14_RS05290,6529.310795,5299.619258,8479.73227,4475.400257,7125.618355,6192.425966
PA14_RS05295,2634.174127,2320.710745,3216.435404,2787.086378,3633.250191,3951.810357
PA14_RS05300,3084.696851,3338.263221,3551.141174,4529.44321,4009.356533,3935.987708
PA14_RS05305,743.6479566,597.1841232,1021.544262,1986.535693,1244.395183,1363.882836
PA14_RS05310,715.8437952,522.1034928,1103.256093,2271.980127,1471.43796,1272.929673
PA14_RS05315,315.8342895,292.3366703,331.3541091,289.7960258,312.7621239,299.9295796
PA14_RS05320,496.3703051,558.9269773,521.2493972,439.2577712,654.3369814,657.2921751
PA14_RS05325,276.2546618,307.3334527,278.4408357,368.7305139,285.2780626,333.6900827
PA14_RS05330,367.9038593,391.5831836,425.4252933,418.0657369,443.9109543,418.1460139
PA14_RS05335,73.2800712,76.1740343,66.93978443,72.51024785,79.06024934,80.71110602
PA14_RS05340,190.661402,190.5516116,291.8025135,390.596172,342.3048682,410.5775687
PA14_RS05345,134.5636095,125.530837,119.2319443,111.3733772,140.5478915,132.5611028
PA14_RS05350,85.58208962,113.8010769,83.53958086,82.20766436,94.41747523,64.49793205
PA14_RS05355,69.25781654,78.86239939,70.72911478,41.78474423,82.70086993,68.682631
PA14_RS05360,382.3563437,341.8922713,469.2662844,674.5039118,554.6427467,544.3651881
PA14_RS05365,791.3406182,929.3021916,700.8024459,687.8651717,664.5292995,621.4179048
PA14_RS05370,657.1728187,815.3699625,526.7822776,600.7231701,515.7892876,552.9690791
PA14_RS05375,245.8952916,350.4876988,148.0912304,128.9374905,142.4007959,167.8184588
PA14_RS05380,276.235131,297.193757,157.9109057,137.473773,170.8642307,174.7576257
PA14_RS05385,342.7550234,457.8039181,261.2756742,242.0894501,253.3788333,250.803731
PA14_RS05390,370.4975006,673.7908375,463.755956,183.834598,429.0758819,483.0470809
PA14_RS05395,650.1111105,933.2035595,483.5908039,556.5147055,447.7690495,428.4208846
PA14_RS05400,465.0915763,579.7230345,482.095783,305.4255619,345.3819792,386.3102106
PA14_RS05405,707.536125,938.4733715,721.8093394,545.3603486,583.3516476,556.9287656
PA14_RS05410,939.1384182,864.3602996,800.1878983,460.0277243,898.6907857,740.5231361
PA14_RS05415,1166.173719,1362.720525,1123.658558,581.6453709,700.3260781,768.6659757
PA14_RS05420,565.6206572,553.0928953,421.0089229,311.5906214,466.1504986,403.6287138
PA14_RS05425,218.2071553,226.2779193,179.4943223,247.4065696,176.1059081,211.1467162
PA14_RS05430,245.4308342,270.1013424,213.8384389,153.4689513,210.7251939,168.0510795
PA14_RS05435,464.3788641,456.0622666,524.0345054,929.9349556,613.9741052,649.3817365
PA14_RS05440,209.4589906,211.5492851,191.209766,159.7380282,224.5485351,198.3574124
PA14_RS05445,273.7619251,222.2817356,248.5174593,282.0087273,254.9934891,283.8389957
PA14_RS05450,34.16848793,35.31450575,26.88457947,36.90406926,34.13261399,39.82152041
PA14_RS05455,90.24468117,74.73242334,123.3111119,123.4706473,128.2508876,112.1314373
PA14_RS05460,1144.891764,1139.717062,2132.52509,568.6456063,743.5417799,636.2292987
PA14_RS05465,424.3150382,448.7356519,633.3134901,293.3038097,309.2740549,266.1711689
PA14_RS05470,634.7127442,694.1607583,987.8847968,443.71884,546.8999045,499.146327
PA14_RS05475,501.8696872,536.057519,628.194717,439.0906488,453.9214959,551.4338422
PA14_RS05480,272.5279712,245.6932479,375.4192975,184.7161246,258.832685,245.074828
PA14_RS05485,157.4750872,174.4138262,218.2576483,148.4242487,147.5927454,144.7573709
PA14_RS05490,279.1560475,280.6974213,215.0014084,129.5437857,195.9306106,166.4024656
PA14_RS05495,154.5288072,156.6472899,203.583242,156.4066778,234.3630792,250.9197117
PA14_RS05500,14.24458909,20.91441153,27.73046686,37.54076124,17.68349457,41.71961676
PA14_RS05505,162.70542,180.3681756,133.2548655,70.99193833,124.7094257,129.656381
PA14_RS05510,365.9064407,496.3310841,340.8383827,198.1358734,260.7279613,323.6191117
PA14_RS05515,300.9581343,463.3661996,338.8713832,256.2693267,248.0496309,285.7257006
PA14_RS05520,142.3505838,129.2937475,131.5423008,170.1460678,184.2659508,277.1140406
PA14_RS05525,939.1540414,791.3631076,1001.985559,2777.420689,1693.851871,2326.849201
PA14_RS05530,938.1124133,812.9264391,902.7370442,1421.707537,1215.672579,1429.012677
PA14_RS05535,209.7526751,133.5784066,187.3976433,234.9909685,222.8034867,227.4990956
PA14_RS05540,103.772711,68.41709769,77.77173398,130.4988244,102.6581958,99.42857323
PA14_RS05545,626.6968798,541.3902141,576.872228,842.8668895,669.792309,731.737558
PA14_RS05550,320.286016,289.9217985,336.2883522,456.4642299,324.8756939,315.1731883
PA14_RS05555,67.31436938,37.25981743,58.91461647,40.35692927,56.96624866,52.07632367
PA14_RS05560,42.7771956,50.0730004,32.27869393,63.19992757,41.03438141,39.72678943
PA14_RS05565,94.77197513,62.05103202,106.0158381,67.80844239,83.09547434,97.62450344
PA14_RS05570,185.8310799,206.6812494,221.3282813,192.9687739,210.0654372,230.567922
PA14_RS05575,64.33950806,69.25822459,47.54506509,94.52781483,68.49589861,97.45693867
PA14_RS05580,241.3778863,247.4891555,262.0822795,285.4463887,224.2918984,305.1049974
PA14_RS05585,196.3935855,202.0542658,229.2096064,400.9840385,256.6901276,246.7024102
PA14_RS05590,1019.586174,874.6142233,1032.862863,1485.650453,1188.321917,996.1388219
PA14_RS05595,3077.363179,2443.297798,3196.627671,4272.029814,3562.262214,4030.974664
PA14_RS05600,1871.113035,2033.399539,2064.613477,2329.949548,2180.360539,2010.836408
PA14_RS05605,774.0977793,789.8276151,772.3933858,1080.68324,819.5584306,872.2222602
PA14_RS05610,307.8400226,391.8359616,333.4221179,249.1207703,325.5510542,370.9299629
PA14_RS05615,373.3875464,476.9221572,467.2008213,470.5293807,420.2033927,511.5657972
PA14_RS05620,1588.679071,2075.432074,1285.557122,1033.487339,1003.760942,1042.433039
PA14_RS05625,2274.303381,1837.813939,2826.180708,827.4294518,1390.89423,1306.900417
PA14_RS05630,726.2200745,672.7557471,947.8355748,566.2545785,617.8098233,714.9913609
PA14_RS05635,2836.16942,2306.144983,2977.465343,2821.780396,2826.391304,2530.037407
PA14_RS05640,943.2772089,979.3342295,1133.207233,1040.29285,953.9071262,908.8453407
PA14_RS05645,543.1282144,489.9837182,582.4280388,362.9195589,433.9961698,433.8889395
PA14_RS05650,785.6244395,796.7260852,829.1067185,664.8043445,654.9441152,678.8730482
PA14_RS05655,385.1922856,326.4816281,354.9770637,289.8016503,320.2234167,242.8026404
PA14_RS05660,388.0333926,332.9572167,400.5151485,343.1483245,401.2478913,413.2477058
PA14_RS05665,1109.876934,1185.409657,1093.880936,1026.261021,985.482881,1041.35626
PA14_RS05670,606.5109997,559.5464153,566.8184859,495.79125,540.09598,512.4757753
PA14_RS05675,327.0068394,399.5305466,315.4312968,280.6448938,333.0707839,261.8906966
PA14_RS05680,705.4983997,890.6211115,783.676812,902.0177418,653.5827062,674.9168676
