,3074-CAW-0001,3074-CAW-0002,3074-CAW-0003,3074-CAW-0004,3074-CAW-0005,3074-CAW-0006
PA14_RS12825,1074.077218,1046.326942,1124.973264,1235.601661,1024.18669,1236.737841
PA14_RS12830,971.5537479,918.0907782,1156.310391,1997.791073,1506.346551,1785.927748
PA14_RS12835,29.58352376,33.91729005,40.00964714,56.74270412,44.74527996,57.16269379
PA14_RS12840,26602.47768,19770.1199,30589.80946,35026.15489,26278.71298,23990.30701
PA14_RS12845,9341.904619,7753.903151,10431.60119,8478.656718,4906.467539,5507.569194
PA14_RS12850,16249.93132,11898.92814,18453.66818,7098.276216,4608.76343,5572.635206
PA14_RS12855,9060.362139,6416.153758,12085.54573,5638.649687,3051.117448,4811.546647
PA14_RS12860,2203.27216,2186.138366,2645.762781,1782.855423,1901.392949,1990.517721
PA14_RS12865,853.6388346,860.8893441,929.5315349,694.1256348,770.1944943,755.1879842
PA14_RS12870,711.135171,662.1572222,853.080455,1056.466276,905.5572236,1003.046657
PA14_RS12875,274.1648864,317.499828,322.7821525,320.5134302,254.8305441,241.7105611
PA14_RS12880,3799.666284,3551.345482,3390.597933,3596.111405,3583.893373,3591.373538
PA14_RS12885,299.3752198,249.9386147,173.7734661,312.8885382,220.5800646,261.3608062
PA14_RS12890,622.2010417,660.0035618,720.8468655,1052.765937,711.2194656,931.9282019
PA14_RS12895,959.6197234,844.7589967,723.936326,847.264728,808.7954102,665.9038172
PA14_RS12900,1230.575961,1304.566706,1298.36473,2009.071231,2002.933768,2498.724277
PA14_RS12905,528.8493503,614.3674619,581.9901799,561.8090288,614.645177,774.0510996
PA14_RS12910,1717.659075,1951.770896,1755.416916,1071.871318,1760.311461,1577.092976
PA14_RS12915,1449.658133,1565.356995,1580.998189,1251.617049,1523.940647,1438.971198
PA14_RS12920,771.2335487,816.7824174,955.9643449,1013.98915,883.7429557,917.0420002
PA14_RS12925,595.3065674,470.297222,503.4965212,777.0383538,611.8885107,652.6514895
PA14_RS12930,176.5752097,162.7496917,160.0556727,148.5489914,191.6613998,124.56794
PA14_RS12935,957.8679686,831.7280053,1084.055572,1076.101167,835.4936192,879.0802118
PA14_RS12940,262.4174777,231.6558492,194.9154986,225.0731264,223.8135079,246.1722617
PA14_RS12945,248.6722996,252.3172445,286.0768607,294.9631667,261.0624225,289.9605861
PA14_RS12950,196.7058972,181.1267728,164.132315,146.1770182,143.3983884,185.9068862
PA14_RS12955,694.3980085,737.3025825,537.4329629,591.9284546,494.4384059,495.8056838
PA14_RS12960,721.9449389,656.9182337,920.330991,631.9817117,602.3457375,637.5050676
PA14_RS12965,740.8979337,717.8452215,634.1810682,658.5969406,511.5395582,494.4377205
PA14_RS12970,1398.643921,1013.869322,1098.523487,1109.262427,1352.702625,1193.85342
PA14_RS12975,472.2450944,412.6531949,442.4648378,506.4843917,521.9388568,553.3605557
PA14_RS12980,452.0354163,414.8310289,480.049711,349.0824458,483.5827592,398.0241063
PA14_RS12985,101.4692656,122.8779294,129.6190181,120.6438363,176.0964725,172.7103103
PA14_RS12990,44.95248606,44.12774133,55.49002701,40.72425778,48.28342123,54.3114321
PA14_RS12995,102.057288,106.321415,80.40186158,127.0949591,84.68361783,105.7149277
PA14_RS13000,164.9636672,187.8177105,133.8091535,144.3942017,143.3962017,151.0091334
PA14_RS13005,148.5693287,225.4521722,200.4034174,227.910724,185.224355,172.1866283
PA14_RS13010,471.688952,404.5900415,483.3522007,554.4766896,527.2695965,512.4022498
PA14_RS13015,891.1775009,913.1645225,693.7182363,888.8535956,745.9235679,827.1630898
PA14_RS13020,2783.07486,4306.162358,2619.171839,1376.460028,1846.169116,2414.567367
PA14_RS13025,211.507293,211.4408911,188.7702101,216.1236287,293.2529884,273.3832419
PA14_RS13030,1105.341921,1326.352931,1138.849981,510.204566,762.1066004,789.1742102
PA14_RS13035,1204.983353,1580.816286,1375.545361,697.8354123,914.6645964,928.5192435
PA14_RS13040,358.8932552,374.0203611,318.155665,320.373054,285.7500618,255.0302376
PA14_RS13045,769.8123468,727.9426581,740.4174056,797.1696641,699.5454581,695.8738579
PA14_RS13050,781.3835102,630.8796478,803.5310704,720.3134336,695.4056604,797.8048038
PA14_RS13055,346.2458574,360.7798614,333.9135898,218.6105173,300.0847096,296.9392513
PA14_RS13060,22.44061641,38.36754633,31.67298644,12.80744685,28.70725936,35.65259048
PA14_RS13065,330.2926373,301.0568221,263.7532389,265.4843485,231.9225032,253.9544598
PA14_RS13070,249.0636206,208.9192182,286.9391475,113.3516593,127.4637058,132.9167396
PA14_RS13075,31.7680427,35.89026574,37.25201088,26.42301153,47.92636111,44.7882906
PA14_RS13080,180.7065137,137.5793658,170.1924231,177.4186055,195.8604101,208.900437
PA14_RS13085,1,1,1,1,1,1
PA14_RS13090,188.7850878,156.6974291,203.2809201,195.0513806,170.0405122,165.7493038
PA14_RS13095,394.6984381,351.6959716,382.0447964,575.0908206,428.2296859,439.0386073
PA14_RS13100,25.43000781,26.96447987,34.6320432,44.73569733,35.05494339,39.10870879
PA14_RS13105,87.87783974,76.6939569,75.49232114,42.04663672,88.54985258,98.34985361
PA14_RS13110,56.86977928,56.09114001,54.88176598,43.95672509,33.61942861,33.69330394
PA14_RS13115,42.29947933,75.48637699,60.25357761,75.3019333,43.89203636,35.87686687
PA14_RS13120,72.72212239,102.3864011,74.65677584,104.7827558,67.97889472,95.8507224
PA14_RS13125,164.0524808,231.6016947,203.0516584,240.7244715,220.6795296,240.940532
PA14_RS13130,166.478643,154.9807263,202.933411,175.0442425,177.2071002,202.3223656
PA14_RS13135,105.2275747,109.8933061,116.0120216,92.9580822,101.4933364,115.7396198
PA14_RS13140,52.70063719,52.63725317,77.96659907,53.04193862,77.60324095,76.01249582
PA14_RS13145,19.51806327,29.30434325,38.62695372,19.24789804,14.40032134,30.55763531
PA14_RS13150,32.4411802,42.97971467,66.05578456,23.5333859,31.91978436,73.46480224
PA14_RS13155,29.61832193,42.0548796,60.82710343,123.9652199,102.502572,97.71065592
PA14_RS13160,563.0288349,456.6040988,631.7219977,1036.874809,811.7226161,846.6019492
PA14_RS13165,6368.341559,6245.46381,10282.67497,11860.97511,10542.57014,8677.176743
PA14_RS13170,2319.879251,1980.104699,3966.844143,3888.278928,5119.31122,4838.259718
PA14_RS13175,296.711493,305.0009656,280.9730601,266.6759663,329.2096921,266.8168559
PA14_RS13180,2604.70812,2042.090374,2488.888698,4792.457757,3879.093944,4345.299792
PA14_RS13185,2250.802881,2037.433844,2474.832209,3207.743346,3859.833766,4484.312177
PA14_RS13190,60.87080753,52.42274522,59.82207302,46.20711145,50.45958025,43.93805188
PA14_RS13195,83.12511348,64.95662184,77.59640986,70.59856724,99.77939385,122.5839595
PA14_RS13200,229.6804099,172.5733165,178.067572,179.8008835,265.1825438,208.4140892
PA14_RS13205,230.8865623,90.81327502,154.9930806,280.8474707,304.0930428,181.8579267
PA14_RS13210,206.5267148,167.7674473,227.6226954,171.0075249,266.8420094,274.6148819
PA14_RS13215,761.5410524,699.7394402,732.3893489,860.731227,781.7388897,819.5385482
PA14_RS13220,161.1853484,142.5742467,160.7204836,152.5873973,108.0555976,147.672492
PA14_RS13225,654.8324474,765.6132566,599.7614563,446.6435135,589.2434474,561.3932861
PA14_RS13230,2630.544973,2641.410844,2213.756764,2758.711738,2437.369058,2740.35484
PA14_RS13235,130.5351561,123.7047854,122.4906399,178.805797,137.0747754,126.2808442
PA14_RS13240,345.0034551,375.1791905,317.7217402,263.8786831,319.1756982,391.2557109
PA14_RS13245,185.2230712,221.7511844,266.5207411,79.09762656,219.5161844,153.160164
PA14_RS13250,116.1064251,130.8060356,161.1310144,149.3961956,127.5900486,128.3247287
PA14_RS13255,1043.888567,878.4168996,1276.547937,1023.18904,854.8461585,1023.741672
PA14_RS13260,1446.118439,1214.016235,1277.293186,1858.831135,1945.98517,1994.657736
PA14_RS13265,3330.02894,2652.757347,4396.741504,6214.99278,5529.61377,5592.053702
PA14_RS13270,337.140001,340.5849794,452.2212575,798.4144383,775.0357238,979.6197161
PA14_RS13275,355.3768761,385.5357942,401.7418649,797.6411337,645.4667636,660.3810904
PA14_RS13280,659.5814432,421.7423239,545.2783255,640.1925154,910.1187585,905.3118322
PA14_RS13285,246.3720864,218.9204626,193.9084281,388.6902206,314.5740819,357.3482716
PA14_RS13290,625.9566769,587.9476928,511.3165809,781.9591868,1308.321147,1293.573218
PA14_RS13295,391.1073938,395.0402926,392.8944559,587.7569976,967.4316991,931.1139979
PA14_RS13300,866.3096634,779.466927,769.027298,1405.152989,1707.320272,1554.022848
PA14_RS13305,1112.74091,1009.758797,1139.938281,1042.998234,1237.237713,1208.145084
PA14_RS13310,295.8546992,284.1913828,432.2262852,569.6602774,494.0869017,479.9269438
PA14_RS13315,76.88660649,85.04116761,131.0913788,116.7363455,177.2876586,171.740323
PA14_RS13320,197.752209,154.3563474,234.5625691,203.9885974,320.5425349,331.2831464
PA14_RS13325,105.8138526,125.0318642,118.2277263,123.7155469,116.3792787,137.7623263
PA14_RS13330,166.1145115,174.1141448,189.7281056,150.1699668,176.0911264,187.531937
PA14_RS13335,203.8380258,192.2580239,201.8497514,138.8493872,191.7138028,147.9711592
PA14_RS13340,2635.151149,3013.282043,1823.858386,1689.296673,1507.351329,1472.641961
PA14_RS13345,1452.456257,1802.483078,1271.792861,736.3592601,1097.48994,1159.135895
PA14_RS13350,915.1713004,992.5073666,719.6721403,724.1960512,597.9213848,558.7975945
PA14_RS13355,87.37841311,83.42379282,128.8975471,103.5860559,154.5296106,154.2646507
PA14_RS13360,271.1504962,367.973229,228.4829498,145.1417742,177.1120671,205.0854028
PA14_RS13365,182.4399285,173.8476795,147.9504219,261.7805318,222.4521759,215.6193734
PA14_RS13370,4039.578357,3953.336379,4388.414244,6118.483916,4845.362877,5023.711846
PA14_RS13375,20.55155996,39.53569278,21.24815248,26.63999673,19.01992959,42.47939753
PA14_RS13380,72.43896358,63.76463958,40.78303961,36.85304698,40.69819765,59.59461216
PA14_RS13385,90.6898193,129.8232529,97.2349458,77.99842028,73.16099039,113.8419682
PA14_RS13390,83.88413067,70.34399665,97.42185172,161.3640065,118.558583,120.7670689
PA14_RS13395,533.3094197,552.436947,537.2013053,718.0373101,655.749049,703.8055107
PA14_RS13400,415.4599215,321.8123762,389.2383366,542.6679894,419.463073,465.5899155
PA14_RS13405,698.1135967,682.7705398,629.7895461,1007.067731,822.4134222,930.4836565
PA14_RS13410,565.8190735,554.3925268,502.7662512,664.3340268,615.1412872,626.995379
PA14_RS13415,333.5966521,341.1076972,336.0499782,403.8120075,341.1454111,404.4977871
PA14_RS13420,147.5257007,176.1200563,145.4085206,210.5054828,149.7958972,185.8124681
PA14_RS13425,458.6052308,518.3324839,442.209436,975.6629271,1104.853216,1095.952078
PA14_RS13430,530.7957467,397.2892647,461.1719641,932.591196,927.2560721,901.4770791
PA14_RS13435,1689.453585,1610.104934,1649.087232,1766.373845,1572.756926,1590.293131
PA14_RS13440,3023.65747,4004.207439,3526.30855,2434.478425,2600.832908,3012.244164
PA14_RS13445,195.928234,216.5471388,179.3369554,146.305825,149.8061976,176.585185
PA14_RS13450,133.3941141,196.5265339,148.4753888,173.5360637,123.2026092,123.259967
PA14_RS13455,804.4938043,1021.632776,854.4622825,844.5113486,1002.200884,952.0140137
PA14_RS13460,365.2564654,262.5974324,353.238798,569.354739,433.771964,425.9285126
PA14_RS13465,2438.029724,2020.843662,3040.125151,3785.937817,3627.309165,3488.719763
PA14_RS13470,1889.590629,1577.845248,2670.694055,2270.776498,2551.931697,2263.857603
PA14_RS13475,682.1276816,644.3590494,1073.038407,1223.326679,1014.731273,1009.318649
PA14_RS13480,136.8326494,139.2661665,131.6391677,103.533942,140.2343241,165.422951
PA14_RS13485,373.026936,350.765975,418.9856433,230.5402752,484.8944733,500.3679245
PA14_RS13490,262.7733213,244.1466208,259.4128257,200.9275108,379.4315935,305.7231521
PA14_RS13495,156.9682213,179.6662978,198.2302603,80.29756311,278.7890331,220.3460157
PA14_RS13500,536.8216328,485.4880585,467.8298157,551.641047,592.4760393,704.2930324
PA14_RS13505,2536.741856,1981.164555,3244.116693,2033.474241,3714.445132,3157.224206
PA14_RS13510,740.8034463,655.385071,1017.405441,676.5266705,818.2137661,695.1887859
PA14_RS13515,2957.04196,3289.735778,9413.066032,3643.112926,4038.475299,3357.016703
PA14_RS13520,223.3442651,139.8048887,191.5204451,283.2250381,248.0538777,259.2273269
PA14_RS13525,321.0221424,284.8579776,402.1023619,332.527305,414.9680639,327.527447
PA14_RS13530,31.73720995,28.9808017,51.11752214,34.12822791,51.7431866,31.67994663
PA14_RS13535,274.8060584,258.7849666,402.4048826,415.2536388,425.6618547,353.7751738
PA14_RS13540,102.7432639,74.49950837,116.7444374,177.3016682,162.7084086,118.8084139
PA14_RS13545,219.9305181,242.6066524,137.6049635,103.7084761,128.9691681,131.4524572
PA14_RS13550,790.64431,1427.672148,322.0402045,1031.321194,1588.565653,1467.038482
PA14_RS13555,1551.720496,3787.407661,697.9926333,1757.307566,2082.640339,2081.889815
PA14_RS13560,1471.007615,929.776402,906.6971878,2793.304237,2833.929199,2402.843547
PA14_RS13565,6240.331695,7223.363213,2877.974313,25393.66483,46577.19052,44499.97793
PA14_RS13570,2452.033544,2800.574322,2538.291423,3512.450065,2838.224512,3080.122469
PA14_RS13575,1394.32098,1484.25885,1100.82315,1288.918207,1240.07615,1426.999387
PA14_RS13580,1729.235328,2331.590963,1504.152366,1804.550748,1410.148126,1734.733104
PA14_RS13585,877.785726,1169.047634,733.6305973,958.4019279,802.0447924,1019.315535
PA14_RS13590,1224.309843,1550.744185,1135.127785,1664.160655,1270.982543,1967.876544
PA14_RS13595,1723.151698,1902.636177,1485.285957,1478.699312,1334.332964,1411.722683
PA14_RS13600,425.0282722,564.2074869,333.9507398,423.0185151,345.2532057,380.0101123
PA14_RS13605,253.297144,205.5991514,240.3665615,266.4954332,229.9910165,193.7670296
PA14_RS13610,106.4725188,117.5749575,119.0157421,141.1995323,150.4511162,110.990501
PA14_RS13615,236.2300195,212.6819811,185.1761389,252.5534606,250.8157265,249.1689346
PA14_RS13620,226.9880913,248.5665753,212.559422,330.8226035,240.6590722,328.9428172
PA14_RS13625,116.7196215,163.9099927,133.1528594,162.5283634,147.2035853,181.0946731
PA14_RS13630,927.0260051,841.5376452,1353.969946,771.7640328,928.2560482,940.4151691
PA14_RS13635,1034.082088,1024.145516,1657.313712,695.0307511,896.5753345,804.8510473
PA14_RS13640,976.6128835,1070.989039,1516.072468,402.8776604,606.2949518,510.1154548
PA14_RS13645,6800.820035,6516.930979,10236.60003,3316.918848,4583.703468,3402.035547
PA14_RS13650,1297.385046,1213.363413,1686.691021,1188.354864,2187.802816,1745.167746
PA14_RS13655,293.8216717,509.8075751,253.3351231,1536.699117,2039.846674,2707.064412
PA14_RS13660,684.8043235,844.9516621,565.1883821,1936.324457,4012.509242,3960.700784
PA14_RS13665,199.9735388,223.8356468,170.5273578,352.0774457,571.5757901,485.532817
PA14_RS13670,90.33453299,116.1810852,56.04518006,203.6805768,375.4434988,362.2593208
PA14_RS13675,163.1010207,130.5802863,68.13031632,306.4895341,740.666615,634.6643516
PA14_RS13680,136.7996378,173.459218,140.0623414,502.9750406,671.7753275,612.9595239
PA14_RS13685,128.2271543,152.9869729,116.4708406,321.2056589,731.4964233,679.4699792
PA14_RS13690,124.8877792,194.4014272,112.9679253,322.8365248,587.9823342,625.4592142
PA14_RS13695,224.3744201,234.4882139,145.5291148,636.7017856,882.4807511,1202.714916
PA14_RS13700,537.0784407,588.4952661,533.5937655,1911.070122,2083.578875,2797.247125
PA14_RS13705,11712.60207,12462.06909,4766.983776,56974.43136,82513.06779,78854.20117
PA14_RS13710,5376.82574,5520.62159,2619.442358,31241.90922,37695.50816,36500.48466
PA14_RS13715,5250.157545,5200.378804,3309.172998,21696.24869,30328.00544,25678.36989
PA14_RS13720,2589.703114,2946.000582,2434.25063,3330.661447,2969.898684,2926.072904
PA14_RS13725,1998.151144,1975.83807,1890.266589,2784.348345,2375.579874,2699.315695
PA14_RS13730,76.58638301,67.20864907,82.86561064,107.1105666,94.82338565,82.79891743
PA14_RS13735,730.4101483,752.2127761,623.7983818,1407.84618,1557.598841,1289.072776
PA14_RS13740,219.2147707,260.0708691,115.8677291,251.0549743,362.283176,341.0404373
PA14_RS13745,186.8516768,234.9756743,190.9942506,313.1141724,424.4103414,387.3819706
PA14_RS13750,174.1487974,222.8651151,189.9102943,325.8728841,386.8471943,400.1460895
PA14_RS13755,298.2592353,348.0268975,258.1820695,535.2445906,729.4306442,672.9497636
PA14_RS13760,236.7728745,196.3089311,117.9089156,330.8957611,538.7611456,488.4103626
PA14_RS13765,436.3300424,411.9410249,361.8901424,649.7955259,919.9617066,856.8316727
PA14_RS13770,238.1166182,266.4655101,196.5599247,451.0463863,531.0356844,572.2163856
PA14_RS13775,3944.659342,3861.091424,4381.074401,4472.537924,4286.302635,3718.332322
PA14_RS13780,1218.230994,1095.709015,1049.599338,1418.732616,1043.130543,1033.41499
PA14_RS13785,586.890685,1184.006265,300.6939436,1023.55861,1503.295594,1482.909665
PA14_RS13790,749.7475019,918.4045632,629.3422547,761.7057626,1210.642342,1109.956945
PA14_RS13795,786.3811883,910.0235057,641.9023356,3649.993046,4581.105271,4818.478659
PA14_RS13800,433.5047526,386.0064114,395.7139185,470.1893332,899.835204,888.7217586
PA14_RS13805,513.5574981,664.8130999,451.8051796,467.338797,637.9953063,624.0903094
PA14_RS13810,819.3687156,1806.772318,714.3934288,780.1858378,806.2089562,977.9087219
PA14_RS13815,348.2377998,308.8899238,299.9749042,343.7412072,390.9423318,350.0625697
PA14_RS13820,355.5895212,427.2649019,339.2291886,418.3831676,379.5825866,372.9343821
PA14_RS13825,2195.85184,2470.097031,2346.355663,1637.370395,2247.500934,2020.464097
PA14_RS13830,218.793429,188.4373319,295.1410943,309.7887622,342.4781174,298.7506413
PA14_RS13835,149.423267,126.1342708,155.6262916,102.2601828,153.1983554,119.5251992
PA14_RS13840,1115.647075,926.2456168,1163.598801,1246.09211,1413.602714,1395.441568
PA14_RS13845,484.6569065,443.4697843,566.145867,689.5261709,566.0881839,661.966776
PA14_RS13850,610.8545111,618.3320601,655.4500361,649.5248895,644.3114845,643.1633999
PA14_RS13855,531.357489,496.846365,560.6097401,718.0621958,624.4914458,675.2196129
PA14_RS13860,407.2366232,446.9566184,468.3956931,502.9523798,456.4803665,507.5534679
PA14_RS13865,2113.01457,1753.511285,2228.311178,1759.963752,2634.831522,2263.235506
PA14_RS13870,462.3565447,447.7588074,551.9791643,253.0885799,585.0572523,493.0130415
PA14_RS13875,938.0343866,888.4021044,973.1740226,533.4173719,799.9222661,714.0325339
PA14_RS13880,225.4831005,204.6006191,253.8697342,74.56519129,222.326175,178.0988018
PA14_RS13885,616.8256718,730.4157174,667.4611241,303.5591816,407.2175701,391.735211
PA14_RS13890,1494.288501,2182.120415,1591.668303,763.6458945,974.5017729,907.8486553
PA14_RS13895,293.5320041,538.6480049,448.7664459,431.3837435,380.3447814,439.5943398
PA14_RS13900,2753.143322,1791.290987,2398.307615,4911.50346,3698.316552,2606.796956
PA14_RS13905,3958.905733,2944.038862,3816.367796,5400.719856,5516.065986,4994.331956
PA14_RS13910,467.3410646,329.1581251,477.749648,544.6018225,605.9571636,528.312231
PA14_RS13915,1740.772554,1292.0364,1795.590932,1529.480502,2329.121201,2124.80245
PA14_RS13920,1111.759101,906.8279199,1309.607251,1527.111831,1742.442098,1822.900372
PA14_RS13925,610.7071814,364.0856324,453.9296765,730.7610858,571.7410236,649.408294
PA14_RS13930,37.89148037,42.43591853,35.72176599,50.8624658,54.85561512,37.12525422
PA14_RS13935,43.42863189,59.15249023,48.07950041,60.39846586,68.60231708,57.07972978
PA14_RS13940,41.97376581,38.26684356,27.09816584,36.73264809,32.83497382,51.03480235
PA14_RS13945,82.51439953,103.3406247,95.67247397,115.0955863,101.6240461,111.3131326
PA14_RS13950,138.2767701,105.2136663,84.78537945,121.6094895,132.4323711,83.76848635
PA14_RS13955,217.2118498,272.258447,178.3697306,132.4272766,171.7019127,193.9910657
PA14_RS13960,144.543668,198.1416416,172.4352241,144.3102936,172.0380889,195.4020103
PA14_RS13965,138.0381659,106.6536848,142.8746843,210.9563932,185.9329437,211.9524746
PA14_RS13970,91.82957732,84.43879,90.8072449,106.0707967,143.7867174,143.1940364
PA14_RS13975,42.79891446,55.68832521,61.22593518,77.3924164,83.11239242,64.64903812
PA14_RS13980,61.25607399,62.3346745,64.86026441,86.81148403,54.72495659,72.42326937
PA14_RS13985,181.5533826,167.6491084,162.2701695,154.2770869,176.5954057,175.978894
PA14_RS13990,174.8653944,153.147924,170.8938181,213.8819166,170.1936028,159.2605351
PA14_RS13995,2108.940972,2673.815122,2183.39131,1268.863358,2183.108321,2320.29094
PA14_RS14000,796.414678,797.6333934,877.5667169,464.9684447,995.6487082,1140.381638
PA14_RS14005,101.077915,94.49528891,99.94718298,88.59912833,97.85108888,109.4718707
PA14_RS14010,128.1271142,119.1105754,197.481952,147.1509759,154.0890571,193.2961376
PA14_RS14015,336.492141,259.3081967,413.629422,252.0349504,316.8954203,282.5550179
PA14_RS14020,188.3499709,192.7037719,173.3142298,179.2787892,195.1794564,269.4423843
PA14_RS14025,301.1557511,213.0255108,313.796837,354.6170273,374.4455152,304.5201745
PA14_RS14030,373.3246603,336.7637403,467.2838933,367.5221777,269.824773,376.8279067
PA14_RS14035,346.7776238,408.3580903,404.9239033,491.6394928,424.147133,390.9935505
PA14_RS14040,240.8985668,201.9556923,197.3018126,179.6226286,228.4460995,256.4765297
PA14_RS14045,303.7185046,371.9696236,279.0927814,150.4494164,144.6889564,172.8413986
PA14_RS14050,497.9185659,488.1017114,344.3256868,167.6231617,254.5552482,274.341107
PA14_RS14055,115.4028785,156.3593845,114.6377191,40.67529771,93.96665579,90.24962298
PA14_RS14060,229.3868693,206.3992617,202.7123253,128.5397713,265.3886755,210.9620229
PA14_RS14065,191.5985191,133.4595191,198.6816744,136.7678476,228.9666233,156.1390947
PA14_RS14070,252.7980632,200.7398177,219.3836196,354.3720475,297.6314148,252.0671841
PA14_RS14075,131.5143121,122.4150816,120.8737701,109.8455793,165.7181374,165.7700654
PA14_RS14080,86.72698193,78.06435262,60.74772181,69.71856645,99.85116811,92.28248829
PA14_RS14085,658.0502751,751.1738342,844.6711699,1846.413549,1358.750641,2243.740321
PA14_RS14090,584.8626299,614.4177139,648.0929814,696.0344966,671.3112456,702.9250214
PA14_RS14095,157.8697558,125.8381887,183.3576946,126.0054741,132.6553454,185.7641374
PA14_RS14100,492.2328051,435.8581874,586.5840367,422.7160264,536.3834821,495.5153708
PA14_RS14105,205.1953176,270.8013273,257.9967354,310.9642672,257.9132354,255.8385221
PA14_RS14110,576.7358927,563.4450078,594.5840696,865.3476284,620.8586331,711.5276447
PA14_RS14115,164.3319282,217.4231879,170.0108487,127.1978963,168.9002672,202.4839154
PA14_RS14120,59.7795031,45.40662807,54.95366133,56.99681507,70.83551674,77.25895721
PA14_RS14125,90.46181268,140.3226414,118.2517726,84.92892006,185.5711464,161.6092203
PA14_RS14130,754.7954939,574.0756288,615.3425731,7678.80981,3357.449536,2001.200496
PA14_RS14135,401.8866934,279.3546452,307.3730783,715.8194825,561.2715022,517.7044827
PA14_RS14140,110.1409693,73.91816308,83.21684573,76.25695399,134.0607779,227.2819021
PA14_RS14145,258.1119274,192.0313438,222.7083284,369.701734,297.7418071,333.1700716
PA14_RS14150,286.5487912,190.5540684,262.0154366,297.9261605,316.9151898,305.892728
PA14_RS14155,74.67153587,82.27373305,68.35116392,96.45989938,124.7654527,112.9498074
PA14_RS14160,282.9375802,247.989289,196.413938,230.5340431,236.5313497,269.7925125
PA14_RS14165,276.2408752,291.751649,330.5638152,503.081037,328.5119407,363.4006022
PA14_RS14170,9659.829435,10028.85304,6520.242922,2553.927756,5023.210438,4706.611312
PA14_RS14175,3512.111666,3819.515683,2774.540218,2027.182135,2565.677281,2676.858195
PA14_RS14180,2578.163423,2953.627141,2034.263712,1305.312027,1805.641792,2068.264527
PA14_RS14185,24020.92355,23051.34003,18536.5611,12000.03506,18616.53557,19585.8891
PA14_RS14190,1041.38802,1170.109638,1040.96006,836.8887246,1021.13932,1174.075931
PA14_RS14195,117689.1666,135214.5614,81812.97257,45797.96899,48329.51847,50937.37523
PA14_RS14200,3710.792203,4144.060931,2778.870714,1771.409444,1630.172592,2174.522619
PA14_RS14205,2494.126631,2696.398477,1814.890762,1444.274247,1271.37508,1584.212335
PA14_RS14210,112.5235372,163.2520615,137.108034,133.6414749,105.4753672,128.0756674
PA14_RS14215,15.17830516,14.13016101,18.74555974,16.97048275,15.70774742,14.95220656
PA14_RS14220,64.39152888,23.31123446,40.04024787,23.41094068,80.63157512,56.0549433
PA14_RS14225,72.95349549,68.96864415,66.75367228,63.18015188,70.49265313,91.46266175
PA14_RS14230,761.2418146,645.2462314,876.2033984,799.4378114,845.7415221,671.9625405
PA14_RS14235,5405.745962,5677.468181,7782.155,5389.467422,6176.847512,5647.924156
PA14_RS14240,1324.132245,965.1363742,1639.13504,2077.03815,1984.364036,1662.619129
PA14_RS14245,302.1112295,225.3277207,333.4808252,193.551409,375.9838804,307.2450591
PA14_RS14250,263.7728013,174.7318142,294.8014888,323.7752731,415.6530536,398.990338
PA14_RS14255,310.4284559,237.8602688,287.0213012,378.0140376,260.261662,331.4094659
PA14_RS14260,132.6470058,117.5562391,126.7603291,167.7764715,119.4673518,124.8428771
PA14_RS14265,288.8504636,299.6554909,290.7724956,246.7194767,383.7227523,303.6721934
PA14_RS14270,143.4468423,93.75813712,126.0779612,139.474735,138.3078853,189.6345466
PA14_RS14275,184.891027,168.8977501,165.4163925,243.3904919,225.0712543,252.7476731
PA14_RS14280,435.8092477,580.3397747,429.1008653,309.0089898,348.5531849,388.8985377
PA14_RS14285,240.9601896,332.6792328,253.5751394,160.0318885,164.2495947,165.8630826
PA14_RS14290,140.4020801,153.8729686,124.0419241,62.02919513,74.6724727,94.89048333
PA14_RS14295,198.6349254,166.054614,177.7480595,152.7588019,141.7931473,110.4707332
PA14_RS14300,39.18507899,63.85437656,48.34339877,59.58748285,39.64630475,42.04151052
PA14_RS14305,283.0242773,207.9205723,238.4589795,248.150474,293.8899063,245.7872894
PA14_RS14310,546.1562723,558.962621,610.5285708,380.6238094,403.6757186,401.8623196
PA14_RS14315,480.4288573,451.8217778,471.8681546,176.9304562,149.0714944,147.543341
PA14_RS14320,1476.701997,1646.373556,1352.681997,627.6998265,977.8399241,865.3116404
PA14_RS14325,1538.621865,1753.485761,1484.880381,1369.849801,1289.887922,1298.25854
PA14_RS14330,200.5159931,227.0691182,153.4702279,127.4898869,190.4574617,178.6840439
PA14_RS14335,143.162467,256.8225372,131.7289472,58.99261677,110.9858543,106.1363477
PA14_RS14340,205.5853996,199.6264394,173.2889198,130.157984,208.4174697,227.0862431
PA14_RS14345,148.6823618,146.2857064,172.0813097,107.5286729,205.25098,200.4045425
PA14_RS14350,537.9983731,592.4185478,468.0224746,330.1665147,397.9736218,427.913386
PA14_RS14355,684.4783027,632.5979191,817.910968,636.0868714,815.8143083,783.3189228
PA14_RS14360,855.978055,688.7024504,1180.983424,1819.270056,1416.160435,1193.71937
PA14_RS14365,228.9145731,241.6439392,331.8593243,422.5932754,280.2110425,348.0720112
PA14_RS14370,251.8812636,297.4746663,604.234186,550.708284,786.9744568,738.5705874
PA14_RS14375,348.3063585,291.7601427,629.0103736,605.5389706,544.2278591,535.9813532
PA14_RS14380,703.7055104,618.7363574,900.1901697,855.7644869,1299.115512,1220.344704
PA14_RS14385,318.0070634,428.6329656,520.7622279,571.0985851,764.4021363,664.5362088
