Name,B_1,B_2,B_3,P_1,P_2,P_3
arcC,102,167,178,530,602,663.0909091
PA5174,511,525,398,391,661.3333333,483
cysQ,168,175,137,52,52,45
PA5176,165,149,94,111,138,89
PA5177,90,60,40,56,48,37
PA5178,500,483,389,494,609,590
PA5179,69,84,62,70,65,83
PA5180,348,324,220,85,133,122
PA5181,353,369,254,57,83.2,77
PA5316.1,7,14,7,17,7,19
PA5182,126,121,79,108,95,74
PA5183,38,50,24,37,35,25
P15,161,143,105,188,271,249
rsmN,53,73,44,147,151,136
PA5184,25,26,18,55,57,53
PA5185,14,27,15,32,39,41
PA5186,8,20,11,19,16,16
PA5187,20,34,24,51,73,46
PA5188,38,51,55,48,66,30
PA5189,42,72,43,66,85,42
PA5190,106,96,83,139,108,125
PA5191,45,102,66,73,93,63
pckA,656,611.5,386,447,490,387
yrfI,185,157,126,188,196,169
PA5194,128.5,157,95,257,238,228
PA5195,22,25,13,41,43,31
PA5196,15,21,26,42,51,46
rimK,71,72,59,85,116,108
PA5198,112,132,106,156,166,157
amgS,69,67,55,71,94,62
amgR,310,223,190,281,235,225
PA5201,189.3333333,192,102.25,152,163,137
PA5202,24,19,11,7,8,10
gshA,176,157,126,194,245,184
argA,62,84,68,101,124,98
phrY,12,7,9,20,14,18
PA5205,37,43,26,46,59,56
argE,116,161,127,157,140,144
PA5207,36,41,35,114,137,106
PA5208,76,99,65,212.5,235,287
PA5209,123,105,66,43,54,55
PA5210,232,355,257,216,253,263
PA5211,39,44,26,17,17,26
PA5212,169,113,89,74,55,37
gcvP1,96,134,85,101,134,121
gcvH1,117,156,127,167,239,227
gcvT1,176,183,130,256,245,192
PA5216,60,61,49,45,56,30
PA5217,242,234.5,134.3333333,297,229,206
PA5218,81,111,73,40,37,32
PA5219,26,58,51,70,91,97
PA5220,24,95,108,169,183,153
PA5221,28,26,23,19,36,43
PA5222,18,17,23,29,48,51
ubiH,48,51,34,39,51,58
pepP,166,161,107,232,311,263
PA5225,98,94,94,153,211,183
PA5226,210,156,118,200,223,189
PA5227,217,128,69,111,100,86
phrX,30,47,27,58,80,63
PA5228,280,144,94,94,132,107
PA5229,55,114,70,43,49,46
PA5230,107,142,115,230,260,256
PA5231,154,316,259,548,525,460.1
PA5232,158,261,230,520,462,399
PA5233,31,46,36,96,93,87
PA5234,67,51,46,91.25,79,77
glpT,168,193,124,149,172,150.25
PA5236,48,59,43,73,88,68
PA5237,215,189,149,319,366,253
PA5238,181.5,169,125,184,208,203
rho,3058,1765,1218,879,1125,952
trxA,1448,3322,3037,3159,3830,2739
ppx,186,152,109,252,295,199
ppk,334,472,343,474,693,636
hemB,386,542,389,751,812,812
PA5244,138,178,166,220,295,240
PA5245,68,57,46,90,119,94
PA5246,23,27,13,18,23,24
PA5247,71,73,59,67,102,77
PA5248,184,222,221,174,239,156
PA5249,93.14285714,77,70,106,119,90
PA5250,173,148,97,106,170,151
PA5251,162,173,84,98,114,108
PA5252,218,228,180,220,225,194
algP,238,277,204,446,603,546
PA5254,32,48,30,59,51,55
algQ,192,170,135,330,422,367
dsbH,69,99,74,120,162,123
PA5257,116,125,102,115,164,163
PA5258,240,203,156,195,243,182
hemD,127,105,79,101,85,104
hemC,262,242,152,198,218,200
algR,491,441,281,356,367,372
fimS,531,533,371.1666667,446,513,507
argH,314,307,233,202,250,219
PA5264,258,511,422,166,152,149
PA5265,191,246,187,406,402,352
vgrG6,15.25,16.33333333,10,103,82,56
hcpB,26.33333333,34.66666667,24.83333333,114.0769231,108.5,73.66666667
corA,62,81,74,124.5,129,111
PA5269,43,53,31,56,56,44
PA5270,122,156,113.125,168,190,197
PA5271,28,50,49,72,84,76
cyaA,216,209,139,191,212,209
PA5273,44,36,27,52,46,56
rnk,198,174,141,386,474,429
PA5275,141,202,150,61,57,40
lppL,85,100,78,109,114,100
lysA,201,178,153,190,180,164
dapF,117,104,88,96,126,115
PA5279,114.0714286,116,88,103,125,131
sss,31,23,26,13,40,42
PA5281,16,18,20,24,28,26
PA5282,16,15,0,23,17,7
PA5283,126,94,72,132.1666667,135,121
PA5284,64,67,42,68,86,81
sutA,145,192,157,209,293,260
PA5286,106,126,69,203,158,168
amtB,146,211,157,192,231,222
glnK,311,368,321,454,550,456
PA5289,71,85,51,75,96,66
PA5290,45,47,34,26,32,38
betT2,350,306,180,198,213,206
pchP,59,70,53,78.33333333,91,74
PA5293,40,42,18,45,49,37
PA5294,34,45,35,58,36,50
PA5295,93,133,109,228,252.1428571,191
rep,613.5,411,294,268,295,271
poxB,54,54,35,54,32,26
PA5298,277,259,183,218,205,164
PA5299,72,91,42,64,66,62
cycB,286,387,253,301,370,298
pauR,305,338,239,174,239,181
dadX,38,82,49,116,187,165.3333333
PA5303,23,54,32,99,153,144
dadA,162,159,99,545,602,573
PA5305,48,59,31,86,135,113
PA5306,52,67,36,60,76,64.5
PA5307,155,213,145,148,188,179
lrp,157,196,111,216,216,194
pauB4,104,111,70,73,80,78
PA5310,83,97,60,110,108,109.3333333
PA5311,26,38,30,33,52,23
pauC,287,291,193,207,265,245
gabT2,155,125,94,104,122,111
PA5314,58,64,29,46,54,65
rpmG,3308,2710,1362,634,689,666
rpmB,3260,2610,1419,942,1030,877
P14,1259,2164,1626,3583,5199,4563
dppA5,57,72,61,119,110,120
PA5318,3,19,8,12,10,11
radC,84,77,45,65,78,71
coaC,137,136,102,167,209,163
dut,75,63,56,76,66,72
algC,445,274,181,226,313,259
argB,220,121,87,138,194,172
sphR,98,90,60,73,70,70
sphA,48,59,31,72,61,47
sphD,9,17,4,21,12,8
sphC,30,26,12,37,40,29
sphB,10,9,3,10,10,6
PA5329,44,61,41,74,87,91
PA5330,230,268.0454545,167,227,238,228
pyrE,427.3333333,424,321,433,499,407
crc,1391,943,688,807,923,769
PA5333,101,96,49,58,88,58
rph,176,149,108,135,176,138
PA5335,169,145,108,122,134,98
gmk,149,133,112,88,102,68
rpoZ,574,519,387,470,494,444
spoT,805,720,494,363.2,563,458
PA5339,230,158,127,165,209,210
PA5340,90,66,48,51,85,69
PA5341,9,7,5,3,6,9
PA5342,16,15,10,17,21,15
PA5343,30,35,35,55,56,42
oxyR,129,134,109,162,221,167
recG,77.33333333,87,69,104,160,132.5
sadB,217,390,317,269,318,295
PA5347,106,103,90,161,181,149
PA5348,111,187,171,179,344,243
rubB,54,65,56,87.66666667,88,82
rubA2,29,33,27,51,70,57
rubA1,112,135,91,185,241,178
PA5352,2,9,9,33,42,41
glcF,8,17,13,66,91.07692308,66
glcE,14,22,13,43,85,55
glcD,51,60,45,286,406,340
glcC,58,64,54,43,76,61
PA5357,40,56,67,103,103,123
ubiA,71,64,47,85,88,108
PA5359,62,93,87,154,147,146
phoB,173,110,62,97,100,91.33333333
phoR,90,77,56,58,60,70
PA5362,208,225,130,350,410,354
PA5363,178,277,266,333,474,480
PA5364,251,123,86,204,206,162
phoU,290,38,31,62,65,69
pstB,495,74,52,97,127,94
pstA,530,113,61,143,169,123
pstC,744,225,93,106,85,95
pstS,959,177,79,52,81,67
PA5369.1,203920.4024,267101.2095,277463.5167,290102.0048,266056.0286,277420.319
PA5369.2,4227126.137,5524336.677,4709061.956,3914664.067,4048359.85,4021698.487
PA5369.3,559.4166667,390.5833333,369.75,154.75,191.8333333,174.25
PA5369.4,3054.45,1773.916667,1321.5,449.7833333,688.0833333,570.7333333
PA5369.5,1016870.244,1074897.945,780541.6611,1039916,976636.5936,1009744.486
PA5370,154,191,98,157,168,140
PA5371,191,232,170,217,195,206
betA,149,72,49,72,89,91.5
betB,519,234,146,134,270.2,224
betI,493,189,115,106,249,192
betT1,76,33,39,76,72,71
cbcV,33,35,43,51,76,77
cbcW,56,54,53,77,92,75
cbcX,200,197,138,209,215,182
sdaB,45,46.14285714,28,37,43,34
gbdR,34,53,53,50,74,52
PA5381,19,16,19,31,20,22
PA5382,25,27,18,36,37,37
PA5383,12,20,19,22,19,17
hocS,2,0,2,5,7.5,5
cdhB,3,4,2,7,5,4
cdhA,1,4,3,4,3,3
cdhC,11,12,7,18,14,13
caiX,6.25,5,6,11,17,19
cdhR,12,17,12,20,23,12
PA5390,7,8,11,6,7,12
PA5391,1,3,1,4,5,1
PA5392,1,6,0,5,2,2
PA5393,10,17,16,34,34,18
cls,48,59,45,122,109,100
PA5395,11,8,6,10,7,12
PA5396,34,38.16666667,54,61,72,38
PA5397,12,12,11,5,10.25,11
dgcA,65,98,94,60,79,58
dgcB,14.66666667,24,36.5,31,26,15
PA5400,3,4,3,4,4,2
PA5401,5,12,6,6,7,6
PA5402,70,105,66,61,62,61
PA5403,22,21,12,22,40,39
PA5404,20,10,9,18,20,18
PA5405,7,4,5,4,11,4
PA5406,61,76,71,85,81,52
PA5407,28,26,24,19,15,7
PA5408,2,17,13,12,21,14
PA5409,57,97,69,111,133,112
gbcA,32,49,45,42,38,29
gbcB,20,40.25,19,46,45,49
PA5412,160,230,140,240,222,220
ltaA,89,91,62,123,169,172
PA5414,52,68,38,98,93,76
glyA1,45.5,17,24.5,26,29,21.5
soxB,45,30,29,48,26,29
soxD,12,16,13,24,16,20
soxA,56,48,35,71,57,46
soxG,16,19,21,18,17,24
purU2,27,31,25,19,24,19
fdhA,45,52,60,52,47,44
PA5422,127,108,83,110,102,89
PA5423,168,147,91,129,140,132
PA5424,343,318,207,213,235,240
purK,122,130,98,66,72,36
purE,184,152,81,73,67,61
adhA,57,141,147,534.5,434,383
PA5428,61.25,64,46,46,53,51
aspA,156,203,196,105,202,217
PA5430,83,105,70,96,94,98
PA5431,7,10,4,15,16,12
PA5432,6,5,7,15,14,10
PA5433,5,3,4,4,14,4
mtr,95,97,80,109,126,100
PA5435,149,305,242,360,285,223
PA5436,113,315,270,161,150,144
PA5437,137,156,106,97,104,92
PA5438,622,888,726,336,345,278
PA5439,76,70,63,63,74,64.09090909
PA5440,39,49,41,102,66,70
PA5441,84,81,63,140,172,119.1666667
PA5442,49,57,55,89,90,81
uvrD,225,249,133,202,237.25,189
PA5444,53,40,31,34,48,38
PA5445,64,88,46,159,218,185
PA5446,2971,3333,2280,544,336,335
wbpZ,132,159,115,243,371,295
wbpY,71,77,62,161,209,156
wbpX,71,109,70,126,181,171
wzt,60.33333333,120,87,96,167,157
wzm,111,145,123,170,236,173
wbpW,79,129,126,152,240,189
gmd,71,144,107,141,213,176
rmd,135,186,176,218,255,213
PA5455,138,141,93,180,252,204
PA5456,24,49,40,46,101,75.16666667
PA5457,15,20,23,33,64,51
PA5458,18,35,29,31,87,30
PA5459,22,34,26,43,70,68
PA5460,254,560,416,115,74,72
PA5461,107,187,135,132,151,131
PA5462,154,151,110,105,122,115
PA5463,83,65,46,38,25.2,29.2
PA5464,79,79,51,45,58,37
PA5465,15,29,23,28,32,31
PA5466,54,62,31,71,81,61
PA5467,33,40,23,60,51,53
PA5468,42,68,50,78,92,72
PA5469,31,32,32,53,63,52
PA5470,14,17,21,14,19,16
armZ,183,161,111,194,215,172
PA5471.1,580,641,520,886,1143,1009
PA5472,75,106.3333333,65,192,165,135
PA5473,210,182,111,159,164,132
PA5474,126,146,141,267,345,296
PA5475,33,133,133,434,286,336
citA,52,51,42,57,67,62
PA5477,74.16666667,60,54,83,102,77
PA5478,123,105,89,114,123,100
gltP,303.1666667,256,164,395,346,337
PA5480,26,28,25,21,25,29
PA5481,59,98,60,209,152,186
PA5482,76,107,91,191,143,172
algB,314,131.2,97,118.2,99,84
kinB,115,110,67,124,133,119
ampDh2,61,61,47.25,65,60,61
PA5486,81,60,49,72,71,58
PA5487,102,120,78,121,197,184
PA5488,274,277,155,210,331,259
dsbA,529,437,295,419,422,374
cc4,369,387,305,355,362,260
PA5491,279,346,231,289,335,242
PA5492,193,205,160,113,150,128
phrS,151,192,210,2761,2319,3450
polA,278,237,177,204,280,253
PA5494,303,564,421,439,289,236
thrB,223,286,221,365,307,297.0434783
nrdJb,58,107,70,92,120,121
nrdJa,246,307,235,316,363.3333333,400
znuA,71,90,89,104,111,109
zur,83,89,84,120,116,114
znuC,40,67,47,50,56,57
znuB,31,31,34,46,49,58
PA5502,211,265,185,97,97,93
PA5503,222,241,142,131,133,115
PA5504,161,115,82,74,79,57
PA5505,239,147,123,136,141,124
PA5506,53,48,37,104,103,110
PA5507,36,50,40,97,147,119
pauA7,21,6,9,40,125,96
PA5509,16,17,12,85,191,143
PA5510,40,48,39,152,290,235.5
mifR,57,61,51,64,63,61
mifS,72.45,80.25,65.45,97.25,99,91
poxA,43,40,42,32,53,41
PA5514,66,50,28.5,35,45,35
PA5515,114,85,88,130,186,133
pdxY,35,29,22,48,72,84
PA5517,56,57,55,52,77,60
PA5518,271,224,173,179,200,183
PA5519,97,136,108,160,164,133
PA5520,108,125,87,142,156,139
PA5521,161,163,118,123,162,154
pauA6,46,94,66,51,63,64
PA5523,216,187,138,126,111,118
PA5524,95,69,47,71,62,54
PA5525,44,35,32,27,38,37
PA5526,558,402,200,150,130,99
PA5527,158,185,122,170,170,155
PA5528,363,387,269,285,290,229
PA5529,175,183,162,343,344,281
PA5530,29,36.16666667,33,68,45,50
tonB1,465,683,562,348,304,265
PA5532,28,36,20,34,38,26
PA5533,47,44,25,47,50,35
PA5534,10,14,11,7,10,5
PA5535,70,130,101,130,93,91
dksA2,10,14,6,21,21,17
PA5537,23,39,31,25,26,27
amiA,50,68,46,42,29,23
PA5539,14,11,10,17,18,21
PA5540,15,17,21,15,24,28
pyrQ,9,15,9,13,25.5,21
PA5542,47,75,57,89,110,76
PA5543,4,14,15,14,19.25,15
PA5544,98,151,134.5,135,189,136
PA5545,104,208,165,137,201,188
PA5546,713,1904,1481,1234,1352,1215.5
PA5547,50,43,50,77,83,58
PA5548,48,53,45,63,95,81
glmS,133,72,47.33333333,59,78,47
glmR,156,121,82,90,109,104
PA5551,51,34,40,49,49,42
glmU,128,121,121,145,144,144
atpC,265,143,104,99,152,143
atpD,1083,635,412,399,573,588
atpG,760,447,275,235,369,350.5
atpA,1767,1212,713,529,754,743
atpH,897,540,305,221,364,340
atpF,937,625,429,300,453,424
atpE,1087,726,481,360,457,481
atpB,963,922,640,630,646,660
atpI,478,644,479,575,597,619
spoOJ,349,163,125,106,148,124
soj,286,224,105,128,154,118
gidB,341,184,111,58,100,72
gidA,1491,1292.333333,891,608,600,605.3333333
PA5566,21,17,8,17,17,6
PA5567,101.5,85,71,44,68,56
PA5568,2210,1265,745,298,474,369
rnpA,1794,1561,884,585,693,651
rpmH,793,749,467,400,463,409
5'UTR_00000,1748,1100,722,894,1007,946
5'UTR_00001,71,57,35,41,82,45
3'UTR_00000,15,8,19,13,22,19
5'UTR_00002,82,119,62,57,80,67
5'UTR_00003,159,178,108,135,154,157
5'UTR_00007,158,166,91,111,126,127
3'UTR_00001,9,6,13,3,4,4
3'UTR_00002,23,12,9,9,9,7
5'UTR_01272,158,140,116,119,141,113
5'UTR_01273,10,7,2,5,13,4
5'UTR_00004,49,42,30,44,59,42
5'UTR_00005,76,113,110,46,60,64
3'UTR_01513,20,17,26,5,12,11
3'UTR_00003,22,23,9,10,23,14
5'UTR_01274,29,17,15,9,18,9
3'UTR_00004,39,65,25,19,32,19
5'UTR_01275,25,15,6,21,17,16
3'UTR_00005,28,51,14,18,19,13
5'UTR_00009,90,123,74,167,152,167
3'UTR_01517,37,16,13,11,15,16
5'UTR_00006,75,134,67,182,171,158
5'UTR_00008,28,18,25,29,22,31
3'UTR_00006,10,9,7,5,18,8
3'UTR_00007,13,11,15,7,19,13
5'UTR_00017,25,18,13,33,40,29
5'UTR_00010,19,24,15,26,45.2,17.2
5'UTR_00011,36,36,26,58,78,48
5'UTR_01276,16,24,25,129,115,125
5'UTR_01277,25,12,14,23,21,18
5'UTR_01278,75,66,43,94,86,86
5'UTR_01279,27,32,15,18,19,17
5'UTR_00012,11,18,12,8,12,13
5'UTR_01280,43,48,30,26,32,30
5'UTR_00013,179,163,165,195,244,295
5'UTR_00014,60,48,30,48,68,53
3'UTR_01519,58,86,74,68,107,78
3'UTR_00008,45,38,45,85,97,65
5'UTR_01281,166,227,178,171,213,180
5'UTR_01282,3,4,2,13,21,10
3'UTR_00009,5,7,6,45,78,75
3'UTR_00010,9,9,8,51,84,86
5'UTR_01283,1,2,4,3,8,14
3'UTR_00011,12,10,10,41,72,82
5'UTR_00015,38,71,66,192,234,258
5'UTR_01284,5,10,6,21,11,16
5'UTR_00016,34,31,22,28,33,35
3'UTR_00012,13,17,10,14,16,22
5'UTR_01285,8,16,5,23,12,9
5'UTR_01286,6,11,3,17,18,18
5'UTR_01287,50,24,9,14,19,9
3'UTR_00013,29,7,6,10,5,3
5'UTR_01288,25,14,3,7,2,9
5'UTR_00018,41,33,19,17,21,13
3'UTR_00014,20,19,7,8,8,7
3'UTR_00015,30,27,32,38,38,49
5'UTR_01289,24,14,5,6,3,18
5'UTR_01290,16,18,12,12,15,15
5'UTR_00020,138,306,208,121,132,116
5'UTR_00019,155,296,223,247,245,195
3'UTR_00016,8,12,17,11,13,12
5'UTR_01291,54,66,66,12,13,8
3'UTR_00017,11,10,11,24,20,17
3'UTR_00018,8,3,3,18,28,16
3'UTR_00019,3,6,3,20,18,18
5'UTR_00022,141,307,208,122,132,118
5'UTR_00023,30,39,46,43,55,50
5'UTR_00021,299,368,328,212,311,297
3'UTR_00020,9,10,5,32,66,36
3'UTR_00021,2,2,1,22,40,14
5'UTR_01292,2,5,2,10,11,8
3'UTR_01521,2,7,4,11,17,9
3'UTR_01520,2,7,4,12,17,9
5'UTR_01293,1,0,1,6,13,3
5'UTR_00025,29,26,14,23,25,29
5'UTR_00024,50,96,89,49,31,38
5'UTR_01294,172,182,139,185,160,143
3'UTR_00022,68,114,107,62,101,84
3'UTR_00023,5,8,6,8,19,7
5'UTR_01295,484,436,319,142,192,143
3'UTR_00024,2,26,24,14,12,9
5'UTR_00029,38,39,33,34,53,48
5'UTR_01296,6,12,17,5,13,11
5'UTR_00026,19,46,44,53,45,60
3'UTR_00025,5,16,20,38,46,50
3'UTR_00026,9,6,5,10,17,12
5'UTR_01297,2,2,4,10,11,4
5'UTR_01298,12,19,9,14,15,15
3'UTR_00027,36,23,20,38,40,44
5'UTR_00027,128,227,225,10,20,15
5'UTR_01299,179,285,267,809,1129,1088
5'UTR_01300,125,287,247,62,50,60
5'UTR_00028,307,196,152,509,494,455
3'UTR_00028,44,32,26,70,65,58
3'UTR_00029,1,3,3,2,9,14
5'UTR_00030,26,40,38,14,10,9
3'UTR_00030,10,5,5,35,40,39
5'UTR_01301,34,28,11,15,18,10
5'UTR_00031,3,12,10,58,48,52.5
3'UTR_00031,5,17,5,12,5,16
5'UTR_01302,7916,16974,11305,11548,11406,9251
3'UTR_00032,8,124,112,5,10,3
3'UTR_00033,2,9,10,26,39,30
3'UTR_00034,2,8,7,23,31,24
5'UTR_01303,32,35,33,42,40,35
5'UTR_01304,9,8,10,29,21,29
5'UTR_01305,2,8,3,10,11,10
5'UTR_01306,14,23,12,6,7,11
3'UTR_00035,15,25,23,17,6,10
5'UTR_01307,13,16,22,22,11,12
5'UTR_01308,22,21,12,6,8,8
5'UTR_01309,22,28,31,40,39,29
3'UTR_00036,23,25,23,30,30,42
5'UTR_00032,45,47,47,48,51,51
3'UTR_00037,33,24,22,25,53,35
5'UTR_00033,209,156,130,50,55,50
3'UTR_00038,118,52,42,25,40,32
5'UTR_00034,5,11,11,13,12,7
5'UTR_01310,36,36,24,39,34,31
5'UTR_00035,125,105,84,167,226,198
5'UTR_00036,51,51,23,61,65,48
5'UTR_00037,20,34,31,40,55,47
5'UTR_01311,8,7,5,12,10,8
3'UTR_00039,23,17,14,17,16,29
5'UTR_01312,2,5,2,12,6,6
5'UTR_01313,4,3,5,13,15,12
3'UTR_00040,2,6,1,4,4,0
5'UTR_00038,13,8,4,14,17,10
5'UTR_01314,47,72,48,95,64,84
3'UTR_00041,6,8,8,15,6,7
3'UTR_00042,18,17,14,38,26,21
3'UTR_00043,18,17,17,39,34,23
5'UTR_01315,53,41,26,20,18,25
5'UTR_01316,6,12,21,9,13,13
3'UTR_00044,11,3,6,11,15,6
3'UTR_00045,10,16,7,33,27,22
5'UTR_01317,18,39,18,14,19,14
3'UTR_00046,10,6,15,15,15,14
5'UTR_01318,7,6,9,12,23,7
3'UTR_00047,7,35,20,13,15,10
3'UTR_00048,12,7,4,18,24,12
3'UTR_00049,2,12,9,22.33333333,24.66666667,15
5'UTR_01319,11,12,12,17,25,30
5'UTR_00039,20,36,27,24,33,33
5'UTR_00040,16,13,14,15,21,10
5'UTR_01320,12,12,6,9,3,7
5'UTR_01321,53,48,49,68,74,72
5'UTR_01322,54,174,107,233,236,146
3'UTR_00050,28,21,28,28,30,18
3'UTR_00051,12,13,15,15,16,11
5'UTR_01323,8,12,8,12,20,15
5'UTR_00041,3,12,20,21,8,11
3'UTR_00052,13,13,14,38,32,31
5'UTR_01324,31,28,20,32,27,34
3'UTR_00053,12,9,8,13,14,10
5'UTR_01325,40,37,34,55,48,42
5'UTR_00042,37,42,29,45,63.5,53
5'UTR_00043,37,42,29,45,64.5,53
5'UTR_01326,28,22,26.33333333,43.83333333,43.83333333,36.66666667
5'UTR_00045,20,32,22,33,28,24
3'UTR_00054,19,22,10,23,12,22
5'UTR_01327,52,30,25,13,28,18
3'UTR_00055,34,17,18,9,6,10
3'UTR_00056,48,30,25,36,41,39
5'UTR_00044,19,25,18,19,14,16
3'UTR_00057,5,6,4,16,13,5
5'UTR_00046,19,18,10,41,39,30
5'UTR_01328,56,102,72,74,94,56
3'UTR_00058,1,10,5,14,17,9
3'UTR_00059,4,5,5,13,7,4
3'UTR_00060,9,5,7,26,14,11
5'UTR_00048,8,14,16,11,25,21
5'UTR_01329,12,17,15,21,22,17
5'UTR_00047,550,487,329,229,249,266
5'UTR_01330,20,28,17,16,17,15
3'UTR_00061,10,15,3,7,10,14
5'UTR_00049,14,22,18,12,25,28
5'UTR_00050,137,142,130,168,246,226
5'UTR_00053,31,18,10,17,7,17
3'UTR_00062,25,31,24,24,47,19
5'UTR_00051,65,63,33,37,44,51
5'UTR_00052,94,88,81,124,199,176
3'UTR_01532,41,33,26,18,48,30
3'UTR_00063,9,18,24,18,23,14
3'UTR_00064,16,24,39,29,34,28
5'UTR_01331,37,37,47,49,76,66
5'UTR_01332,6,7,6,4,14,4
3'UTR_00065,2,3,2,3,12,8
3'UTR_00066,3,5,5,5,20,15.5
3'UTR_00067,5,2,6,6,17,9
3'UTR_00068,19,16,16,32,53,58
3'UTR_00069,7,13,2,12,17,14
5'UTR_00056,197,134,129,115,147,114
5'UTR_01333,4,4,2,4,10,13
5'UTR_00054,35,50,28,64,71,56
3'UTR_00070,16,14,5,19,25,17
3'UTR_00071,30,23,11,32,33,20
5'UTR_01334,19,21,13,27,22,24
5'UTR_00055,152,144,91,140,175,122
3'UTR_00072,12,27,28,16,27,27
3'UTR_00073,33,30,15,33,30,32
5'UTR_00057,198,134,129,115,147,114
5'UTR_00058,184,166,109,109,158,126
5'UTR_00059,80,76,61,71.33333333,118,61
3'UTR_00074,11,26,10,10,7,8
5'UTR_01335,10,20,5,8,5,5
5'UTR_01336,17,16,8,5,8,4
3'UTR_00075,4,7,3,12,21,15
5'UTR_01337,59,38,29,28,24,34
5'UTR_00061,79,66,43,91,124,98
3'UTR_00076,44,40,32,36,45,48
5'UTR_00060,23,21,16,40,42,47
5'UTR_01338,26,21,8,13,36,30
3'UTR_00077,16,12,8,8,14,6
3'UTR_00078,7,9,10,18,19,12
3'UTR_00079,7,13,11,26,28,20
3'UTR_00080,7,16,12,30,35,23
3'UTR_00081,9,12,14,12,14,6
5'UTR_00062,79,101,72,186,183,169
5'UTR_01339,8,18,22,21,33,33
5'UTR_01340,61,60,58,41,55,37
5'UTR_01341,72,73,45,47,56,59
3'UTR_00082,16,15,8,6,17,6
3'UTR_00085,32,19,15,10,25,13
3'UTR_00083,21,20,16,40,43,37
3'UTR_00084,16,13,11,31,23,33
5'UTR_01342,23,23,7,25,25,14
3'UTR_00086,4,11,3,15,13,12
5'UTR_01343,25,16,24,37,46,50
5'UTR_01344,5,5,12,6,9,7
3'UTR_00087,21,19,20,17,16,17
5'UTR_01345,46,50,42,50,46,48
3'UTR_00088,13,10,6,10,7,9
3'UTR_00089,29,32,14,32,31,29
5'UTR_00063,83,73,52,51,74,65
5'UTR_00067,137,142,95,102,115,147
5'UTR_01346,96,85,77,95,73,78
5'UTR_01347,28,33,16,27,19,22
5'UTR_01348,29,20,25,32,27,32
5'UTR_00064,26,16,12,16,20,16
5'UTR_01349,15,14,13,8,20,14
5'UTR_00065,29,55,47,37,46,31
3'UTR_00090,7,13,11,9,16,26
5'UTR_00066,18,16,10,44,46,37
3'UTR_00091,6,20,9.5,13,17,13
3'UTR_00092,8,5,5,26,18,16
5'UTR_00068,27,54,32,63,81,60
5'UTR_00069,8,10,12,10,15,13
3'UTR_00093,9,11,7,12,15,12
5'UTR_01350,12,3,4,14,19,9
5'UTR_00070,64,82,41,77,88,60
5'UTR_00074,45,74,73,90,99,64
5'UTR_00071,32,45,39,36,53,55
5'UTR_00072,920,1011,715,678,627,568
3'UTR_00094,39,33,13,7,12,11
5'UTR_01351,44,22,22,9,18,7
5'UTR_00073,24,17,17,40,53,24
3'UTR_00095,8,7,2,9,11,12
5'UTR_01352,61,94,86,66,66,54
5'UTR_01353,78,86,58,51,70,28
3'UTR_00096,61,49,22,7,19,10
5'UTR_01354,17,24,14,20,8,13
3'UTR_00097,10,21,14,14,24,13
3'UTR_00098,12,8,5,7,3,2
5'UTR_00075,15,21,17,20,21,23
5'UTR_00077,60,77,47,64,61,47
3'UTR_00099,16,39,17,29,39,33
3'UTR_00100,10,26,13,24,28,24
5'UTR_00078,75,82,53,49,54,40
5'UTR_00076,136,193,159,220,308,280
3'UTR_00101,4,7,5,6,13,10
3'UTR_00102,13,16,11,14,33,23
3'UTR_00103,18,20,14,19,43,31
5'UTR_01355,6,14,10,11,10,6
3'UTR_00104,8,9,7,17,25,18
3'UTR_00105,6,10,9,15,27,14
3'UTR_00106,19,22,20,38,38,28
3'UTR_00107,11,20,11,20,24,29
3'UTR_00108,12,21,13,24,30,40.2
5'UTR_00079,7,7,7,4,10,8
5'UTR_01356,20,7,4,1,6,4
5'UTR_00080,54,48,43,88,70,64
5'UTR_00082,6,11,8,13,7,4
5'UTR_00081,288,626,521,258,288,321
5'UTR_01357,39,23,35,46,52,67
5'UTR_00083,52,59,40,78,72,59
3'UTR_00109,14,14,10,6,11,14
5'UTR_00084,486,522,305,947,950,750
5'UTR_00085,1255,637,390,399,459,405
3'UTR_01543,91,53,36,40,44,38
3'UTR_01541,95,53,37,41,46,38
3'UTR_01539,95,53,37,41,46,38
3'UTR_00110,13,9,7,3,3,5
5'UTR_01358,78,115,105,26,30,25
3'UTR_00111,102,48,44,12,24,18
5'UTR_01359,193,148,88,68,79,83
3'UTR_00112,78,35,29,7,17,10
5'UTR_01360,183,105,57,92,131,114
5'UTR_00088,10,8,8,16,18,9
3'UTR_00113,27,25,18,11,18,17
5'UTR_00086,22,20,17,38,48,60
3'UTR_01545,14,16,6,9,21,6
3'UTR_00114,8,22,15,10,18,23
3'UTR_00115,25,31,18,25,20,18
3'UTR_00116,23,26,18,21,17,16
5'UTR_01361,18,6,8,4,9,8
3'UTR_00117,29.33333333,28.41666667,23.5,40.5,37.16666667,31.83333333
3'UTR_00118,7.833333333,11.33333333,8.833333333,14.5,17,15
3'UTR_00119,3,10,15,4,8,4
5'UTR_01362,39,81,90,54,92,79
5'UTR_01363,65,48,24,50,51,48
5'UTR_00087,47,156,117,85,98,67
3'UTR_01546,27,76,35,27,37,28
3'UTR_00120,20,31,17,22,21,17
5'UTR_01364,33,69,70,10,9,13
