,High-Mg-Rep1,High-Mg-Rep2,High-Mg-Rep3,0point75percent-DNA-Rep1,0point75percent-DNA-Rep2,0point75percent-DNA-Rep3
PA2491,141.9399092,187.9107722,210.4826822,248.4918762,316.8360599,295.9857931
PA2496,6.5250905,11.6078602,13.0022006,23.39070817,0,20.896007
PA2497,19.1521427,13.628341,22.8980734,13.73106418,29.4127673,36.7997939
PA2498,21.2761244,14.1934973,26.4973756,14.30048035,20.4216607,38.3258517
PA2499,14.76731,0,0,6.617108232,11.3393958,17.7341112
PA2500,27.4404783,43.9339061,68.3489761,39.34671692,63.2122799,57.1191585
PA2501,501.0337328,356.5271348,678.9006155,359.2144469,646.3455622,497.3995949
PA2502,17.957049,13.9758637,31.309299,16.09280722,20.683058,41.3323018
PA2503,77.8639983,66.8701612,77.577723,62.56175055,55.666125,66.6372663
PA2504,81.7220069,169.6099962,113.9901662,43.94273816,58.5685299,39.2560908
PA2506,722.5867314,1176.051151,1072.236266,27.55617675,0,12.3086069
PA2511,13.4409049,32.8773525,36.826592,39.14792175,25.8022181,40.3530674
PA2523,658.4251294,1020.459888,959.1578892,53.64269073,30.6415674,35.941132
PA2524,237.2760172,455.8723279,356.9695066,40.40213229,34.6175213,13.297459
PA2525,35.9860701,66.018251,80.6709679,48.375172,39.7219718,45.0164479
PA2526,36.7972315,84.7138727,69.0107155,55.28507784,63.990496,54.5875438
PA2527,73.1010136,65.021807,77.1164999,85.74352505,69.3397538,89.5085663
PA2528,52.5674736,32.7303599,49.7554935,42.39908225,42.3833156,44.1899164
PA2529,63.3943936,56.3879736,58.4827013,77.85484664,66.7079102,73.3108864
PA2530,22.8525793,29.3610582,37.9475989,52.33803253,46.7942488,30.4930419
PA2531,23.942732,45.2551776,29.81838,40.23201805,25.2792931,45.5254339
PA2533,87.2912103,90.9540335,104.3643299,102.8151572,99.585094,131.7841507
PA2534,33.2264475,52.5408409,44.1390493,36.39409527,45.3575833,47.2909632
PA2535,23.6632799,12.0274214,30.3123592,12.11807773,18.1703572,21.6512843
PA2536,89.9291315,111.9860872,139.7736561,64.4743879,66.2918525,80.6371552
PA2537,37.4105187,47.5369513,26.6235535,19.15810383,36.9340321,21.393531
PA2538,37.1627669,33.0554959,44.4313609,13.32186028,34.2434735,41.6536298
PA2539,33.3107358,45.583378,45.9529828,22.96348062,35.4161952,36.9258206
PA2540,68.8302559,57.8217772,53.3378177,54.83068899,35.2351925,48.9828034
PA2541,95.2909439,216.6070517,131.8619397,66.42078451,146.3423914,93.2435029
PA2542,43.1659831,42.4798288,62.223297,51.03079212,52.1872031,41.9117129
PA2543,59.9858317,74.0101156,94.4677124,79.77038061,59.4340747,69.7134026
PA2544,28.2936696,54.5276794,56.3792899,29.58236621,18.1049177,52.8546059
PA2546,54.5570065,69.3247207,23.2956094,55.87780284,77.8008547,62.3977986
PA2547,14.6707917,9.7870194,18.2710662,13.14771832,11.2652821,8.809101
PA2548,33.7901459,23.6151306,40.8800371,34.60818757,33.359771,27.052465
PA2549,83.8511626,68.8466191,89.9692499,236.9989569,165.9201252,232.3780087
PA2550,68.4338757,107.1320561,87.2733072,659.9032229,424.5912311,517.2016559
PA2551,54.1309756,86.6670463,79.1002041,116.4270619,180.1177344,98.2313898
PA2552,71.6371635,58.4097646,77.321597,90.9500408,91.6802216,102.7572259
PA2553,22.6159307,22.6309416,33.7991713,40.53603834,34.7322552,31.6861365
PA2554,43.8404516,46.7941864,26.2075605,39.28908013,30.2974482,52.6481426
PA2555,28.2597444,34.1137474,26.1447127,41.6068532,29.4497978,46.8656847
PA2556,18.6019154,44.1226951,37.0670469,27.78454285,33.3290529,34.7497133
PA2557,25.8231899,21.2023216,19.7909602,44.50444474,13.7276934,17.4934713
PA2558,72.8776339,56.1800334,62.9283993,56.6034886,85.8063373,132.2509187
PA2559,260.4268154,242.6748232,370.6704693,316.7437885,280.9163033,292.8904405
PA2560,420.8683355,207.974162,407.6731637,230.4959367,493.7361933,355.6674523
PA2561,65.0903577,64.9142551,55.02513,54.79756413,43.9227213,56.8488907
PA2562,98.4487335,122.5952955,78.469421,129.4012276,65.5165092,63.0546176
PA2563,33.9409948,34.2151041,29.3073795,30.41735235,46.9121779,38.0425289
PA2564,52.8626895,65.104955,105.3366684,65.5956816,56.2039619,87.8995077
PA2565,15.8072614,35.1505626,39.3728609,28.33240708,30.3448621,6.3276641
PA2566,39.6778229,55.4597765,70.5927556,22.85910116,34.8199629,45.3802172
PA2567,150.7872948,268.2442252,214.8901108,167.6334085,298.9897839,215.463419
PA2568,272.3265701,337.6521688,345.3231504,258.8457044,361.1931083,270.8798553
PA2569,127.9833535,78.8112614,127.5128091,176.4562195,52.9171805,141.8728896
PA2571,71.4850676,194.9923353,118.7037419,66.19918044,80.5073029,80.1235427
PA2572,97.7015779,153.7523269,79.8706606,42.65671556,59.6330727,50.1410882
PA2573,96.3181265,236.5318081,179.4109616,88.19518882,104.5086108,75.4361446
PA2575,156.3424663,124.1636788,216.9620931,145.115488,162.9262445,165.4007319
PA2576,52.3747262,59.8965586,33.5456775,43.58468622,31.5991164,41.9313207
PA2577,107.6193004,75.2125736,15.3176609,68.89044186,76.7350896,80.0059446
PA2578,48.0135,48.0453679,53.8165949,64.54334446,27.651147,48.0496417
PA2580,79.7584663,146.9543317,107.8456636,107.217307,144.3614454,82.0990325
PA2581,261.9814423,270.4263455,267.4631345,336.2330039,275.6747643,233.047686
PA2582,491.8012011,499.1379887,414.6094968,412.4911963,430.8970415,454.312062
PA2583,152.5806655,252.3336056,172.288978,151.9336029,230.8531984,190.9259531
PA2588,111.249939,61.1189374,58.6804854,96.76797344,52.762903,78.5884811
PA2589,11.0845981,19.7190317,13.8048055,17.38420533,19.1509796,33.2788259
PA2590,15.2178381,18.0479273,30.3237762,12.50147453,23.370687,17.2598657
PA2591,517.3499242,504.7045834,340.8606633,426.2500053,442.1099756,310.6436132
PA2592,161.637839,225.1546362,139.7736561,79.2614486,124.1170826,90.3411606
PA2594,31.5651252,90.4687605,83.8641937,88.00753948,53.8621302,56.1580188
PA2595,17.591153,59.4584438,28.0423636,37.83575365,48.6278793,30.9837345
PA2596,10.2338805,18.2056409,20.3925091,18.34286537,7.8583047,0
PA2597,8.7680903,28.5964473,26.2075605,7.857816025,6.7327663,18.7193396
PA2598,18.6534442,27.6530742,43.36468,39.00611168,21.485171,42.3129671
PA2599,42.7548785,38.029561,39.0478785,25.54413844,27.3585423,25.6722372
PA2600,40.9834334,28.04146,56.5376587,25.4275395,41.1530882,42.9072503
PA2601,56.3034563,76.7904598,67.3157407,37.00269218,72.0563614,51.0868933
PA2602,72.2282292,34.593722,49.8203131,39.83368124,12.798922,22.2407995
PA2603,34.0095625,26.4694388,29.6489574,34.28865175,29.3793437,34.0351629
PA2604,578.772599,667.0095096,561.6017753,338.2736944,428.9647677,334.4298159
PA2605,34.0095625,45.3761808,42.3556534,0,32.6437153,61.2632932
PA2606,74.8210374,166.3793296,130.4554124,108.9617155,129.2691124,89.85283
PA2607,33.0092812,58.7221163,32.8879191,138.0510423,92.9385776,123.3274138
PA2608,80.1653972,80.2186053,109.8221584,134.7054176,46.1675402,104.2934635
PA2609,61.5904881,121.7409729,98.8642934,61.32929581,81.4500505,120.5342842
PA2610,100.1450809,190.4403403,185.7914445,80.4640361,159.1004461,143.7645281
PA2613,215.8299157,282.3178669,290.9315919,245.7611962,267.1171705,268.3387685
PA2618,52.3113185,109.9795568,123.190341,72.45172742,80.3367365,68.5318195
PA2621,1591.130923,2021.824764,1599.435255,1349.555036,1734.496952,1387.600667
PA2625,42.8910406,25.4337829,42.7333471,25.6254892,10.9782686,40.0617714
PA2627,130.1235434,144.6776779,167.4582933,242.9469689,212.3260784,238.7394035
PA2628,22.6730416,36.9731843,22.5896818,67.73067011,55.131608,57.4816084
PA2630,158.2752715,166.3793296,232.2393056,198.5811147,205.5047429,207.3526847
PA2631,268.7234443,316.3550633,456.7251862,269.1578672,279.1727311,278.4172199
PA2632,27.1090715,86.8066067,48.6169239,38.87151502,29.1427951,78.1328957
PA2633,77.8248017,94.7269176,102.0245665,84.42850503,81.7760809,108.2169121
PA2635,33.352617,34.1164153,39.8759911,40.35157828,43.5378883,36.0479407
PA2636,18.1997118,43.1686909,24.1770648,27.18379598,18.6333856,29.1414584
PA2650,24.9403458,7.3946369,53.8387416,37.25186856,47.8774491,29.9509433
PA2651,187.5824876,138.5708864,186.8928207,202.2998075,161.1286387,203.632476
PA2652,87.8681223,122.5641325,103.4623504,75.16658176,75.13863,91.1318739
PA2653,68.5577379,31.6196011,48.0669587,63.71586569,54.5932903,58.9532143
PA2654,89.4713105,104.7142634,103.2174691,101.2834021,118.1200281,110.5880985
PA2655,43.5850703,29.0759993,32.5686189,29.29515877,8.3669328,61.0650301
PA2656,42.7788443,67.1486083,25.0715078,54.1237911,52.1713907,44.3220238
PA2657,75.1550599,98.0449621,94.8464095,107.7643341,26.9310651,76.2144541
PA2658,224.4631123,180.640415,255.5861141,191.5810383,205.1890674,162.5908353
PA2659,152.5477462,174.455996,141.1306819,78.12042339,175.7055897,78.5121816
PA2660,18.6534442,30.4183816,46.4621572,47.36456418,38.1958596,42.3129671
PA2661,146.8802245,278.0433091,71.2939454,259.888036,251.5976014,334.686716
PA2662,219.9512909,443.9569045,241.6187825,422.0318476,402.7479885,449.2641502
PA2665,21.6663236,21.1989107,36.6973306,34.95059483,33.2739028,31.2229911
PA2666,103.7434553,125.8331064,56.3792899,152.1378834,79.6616379,60.4052639
PA2667,846.4922455,719.0971024,587.5231648,792.7071353,876.4007623,784.3086013
PA2668,384.7939068,570.4434156,239.6119819,273.0029796,430.8970415,282.3946087
PA2669,63.3101086,117.7453717,57.3430384,61.89541238,114.9058777,64.5097241
PA2670,40.935522,57.6511963,44.1837697,33.62858651,31.4332188,27.3108906
PA2671,9.3526297,38.8218436,18.6364875,13.96945071,28.7264694,24.9591195
PA2672,0,30.4043445,28.3804378,15.31675814,8.7491785,0
PA2673,7.9036307,7.0301125,15.7491444,14.16620354,18.2069172,18.9829923
PA2674,8.1920844,21.8600579,16.3239306,29.36643653,25.161871,13.1172015
PA2675,23.220322,20.6539857,46.2699,34.68277418,11.8868149,24.7869876
PA2676,17.0047812,17.6462925,22.5896818,40.63840207,15.2337338,9.0760434
PA2677,37.0208258,20.7974162,31.0608125,29.68508276,38.9004274,43.6784591
PA2678,71.1916587,119.1971316,87.6193068,86.31869544,109.3320851,70.4070683
PA2679,35.7710139,23.8631708,49.0043097,32.0573849,37.7678682,32.2181462
PA2680,10.359836,6.1432368,27.5246584,12.37908248,5.3033482,0
PA2681,21.7222367,25.7619607,32.4635588,35.68969343,22.2398473,23.1878271
PA2682,24.3981644,26.5242409,24.3084619,31.58310596,29.1427951,23.8739404
PA2683,48.9483422,12.439576,80.1194789,34.46668213,40.2707515,55.9830717
PA2684,30.6550533,29.539274,44.9651215,21.36753614,21.5775453,27.2694477
PA2685,112.694685,87.8812415,92.28522,98.22810459,79.4225634,79.100153
PA2689,22.0783389,13.092144,43.9943311,23.08394478,19.7788806,11.7839777
PA2690,66.2133075,76.5639393,42.8804137,83.07496352,40.674647,58.3115711
PA2691,8.3754893,27.3160093,25.0340877,17.51393821,21.4376638,11.1757251
PA2692,25.6529271,51.3399074,57.5068757,80.4640361,39.3963009,41.0755795
PA2693,53.7636197,41.8439032,33.47872,180.6827158,123.8506466,118.3689977
PA2694,20.5929461,9.1584952,20.5172339,18.45505415,15.8127355,49.4602734
PA2695,21.3483938,27.1270646,30.3855774,30.0646874,28.101981,34.1831419
PA2696,22.5969576,23.4494357,33.7708162,37.12686229,66.5143084,42.2127389
PA2697,0,0,35.6868909,85.6000384,36.6720886,28.6764351
PA2698,34.6088499,43.9769153,24.6297191,48.73922891,41.7609467,19.7913723
PA2699,9.1542868,6.5140357,9.1206301,14.76705393,9.8410417,13.1920958
PA2701,21.1757653,26.3695541,27.4272835,32.26152391,27.6424517,23.7347098
PA2702,84.7030612,75.3415832,105.4895518,25.30315601,65.0410629,79.1156994
PA2703,14.388661,25.5968199,14.3357596,51.57951032,22.0972842,11.5195936
PA2704,19.8055687,35.2332698,23.0215434,47.33178594,25.3468848,52.8546059
PA2705,296.245732,278.7064911,244.071765,464.6083303,374.0273812,378.5677611
PA2706,212.5597654,128.5658456,152.4803521,236.210712,287.2646943,279.0883358
PA2707,497.4803021,538.0778318,483.7556326,784.6670187,748.7218096,685.0481724
PA2708,34.1035115,22.0613476,33.9781264,38.89835999,28.5677597,42.1960804
PA2710,93.070071,87.6535005,60.0003987,107.9395606,58.8542301,56.9798434
PA2711,27.7495606,63.0778777,76.7987122,44.21100884,56.8215879,59.2436242
PA2712,38.9692903,62.3922486,54.3564218,27.93890142,83.7855358,49.9182389
PA2713,28.057889,24.9568994,13.9773656,25.14501128,43.0897041,39.3106131
PA2714,14.5755268,14.2610854,20.3307136,15.67481223,4.4768524,14.0030384
PA2715,39.7279845,35.3372027,29.6864402,0,15.2529926,31.8063115
PA2716,24.5166021,43.613999,35.2826705,39.0602117,39.742931,28.3516211
PA2718,34.4268577,104.1146725,109.7609079,24.68221966,100.454525,44.0995485
PA2719,24.5047066,47.9521212,43.9463024,39.52927537,30.1063435,58.8555655
PA2720,142.2653529,117.1685419,136.4925844,132.2178997,113.2874851,130.7717245
PA2721,14.0289445,12.4784497,13.9773656,25.14501128,10.772426,22.4632075
PA2722,0,38.1021365,0,7.67786604,6.5785808,41.153968
PA2723,36.2037278,128.8098035,84.1647822,43.26023446,18.5332061,135.2623248
PA2724,6.2350865,5.5459777,0,22.35112114,14.3632347,14.9754717
PA2725,94.7177146,77.89096,90.8083626,65.66531608,71.3587457,77.2619876
PA2726,36.88361,28.1204501,31.4982887,28.33240708,20.229908,16.8737709
PA2727,28.7297955,28.8519069,37.8577698,22.42494813,23.4840667,32.6467756
PA2728,36.6935189,64.1507674,61.7714467,40.82166431,45.664399,43.5588691
PA2729,19.9522766,24.4023017,37.272975,17.88089691,13.4056857,17.970566
PA2730,1147.020621,1453.464709,1012.699697,869.7959877,1550.145332,1248.897826
PA2731,789.2412658,1069.121369,728.6265429,629.4364114,1212.071678,892.7313437
PA2732,615.4633724,899.9279517,733.1109985,564.721439,909.8802392,669.7835196
PA2733,491.0130581,743.0349604,622.6281046,491.470675,920.5527704,668.7909509
PA2734,976.8302109,1021.384218,916.293968,873.0906694,1143.074096,931.8071264
PA2735,808.1238154,813.2235579,743.1093748,692.5183435,966.1222443,804.4830938
PA2736,437.512846,456.8381591,492.761364,332.4255729,584.2671749,426.4202104
PA2737,1044.014476,1218.825321,1417.239862,947.3236808,1222.545094,1065.696356
PA2744.1,0,39.4056307,0,0,34.0181875,70.9364448
PA2745,35.0723613,69.3247207,97.065039,69.84725356,74.8085141,99.8364778
PA2746,92.6682574,45.792476,51.2930848,73.8202166,94.8764128,74.1904101
PA2747,116.907871,124.7844972,93.1824374,157.1563205,107.7242604,112.3160376
PA2748,77.4010732,84.1458678,59.9794999,61.65826521,62.7359677,34.4263717
PA2750,71.3611051,40.3926696,38.78113,46.51100352,39.8517495,51.9380521
PA2751,78.5620893,49.9137989,41.0002725,73.75869975,66.0708797,23.9607547
PA2752,7.5832133,13.4902159,60.4426621,33.97974497,40.7605309,66.7825088
PA2753,251.3986858,335.4207284,393.6026157,225.2993011,351.6119858,165.3292073
PA2754,183.6516373,217.8056678,325.2914179,192.0164498,203.6967832,220.5478556
PA2756,696.6096588,956.9680059,809.7232493,1748.011819,1640.380461,1778.46636
PA2757,45.4992795,20.2353239,120.8853242,1270.842462,1118.003135,1408.503822
PA2758,30.332853,40.4706477,26.4436647,78.15341344,84.4325284,60.7113717
PA2759,138.9533552,95.0739026,117.1436356,172.4229345,213.3966301,196.8204849
PA2760,1251.408196,611.619789,795.3317898,1284.402454,1227.955419,1297.171138
PA2761,258.3748055,272.9099794,168.9350664,173.6633873,198.3986378,155.1415771
PA2762,39.037063,43.4033034,58.3403086,52.47654528,67.4447543,39.0664478
PA2763,48.0992383,28.5221708,15.9741321,0,36.9340321,89.85283
PA2764,77.4010732,77.4524465,120.4945311,82.37158868,122.582779,104.5701039
PA2765,235.6862679,146.41381,193.8194698,187.7494176,132.1417594,170.7203771
PA2766,34.7107906,20.5830098,23.0554484,10.36907682,17.7689502,27.7895351
PA2767,20.8479671,3.0906377,10.3856587,15.56966643,10.6723725,33.3818564
PA2768,41.8254247,49.6037753,48.6169239,31.23603886,21.4110331,27.9046056
PA2769,57.3445907,80.1535456,32.6478613,80.75770046,69.1951453,52.4688059
PA2770,189.9303258,107.5066437,167.7283874,123.7908248,116.0107419,141.6910012
PA2771,82.0406112,78.8112614,49.0433881,123.5193537,65.5165092,89.3273749
PA2772,118.1384802,142.6108539,75.6669417,136.1233693,142.5524047,101.3377783
PA2773,90.3012521,103.2699287,83.5428749,63.585086,113.9153098,87.7872477
PA2774,57.260998,45.839203,62.7555191,51.31634955,43.9690859,45.8432806
PA2775,99.9322075,61.5375602,122.5412876,75.77948605,165.2755775,80.0059446
PA2776,34.0890241,41.9835691,67.9273843,70.50003163,62.4196649,56.6828601
PA2777,35.182306,37.5527013,38.55825,44.14171259,62.1356235,59.1507659
PA2778,38.1739987,71.305427,79.8706606,71.84288937,49.8316306,88.6303426
PA2779,160.3307945,202.6575292,92.4818176,173.9354164,84.2355119,148.6287414
PA2780,214.7038465,208.3358562,48.6169239,34.98436352,97.4202007,62.5063166
PA2781,98.4487335,131.3521023,137.3214867,70.5824878,60.4767777,47.2909632
PA2782,35.7100406,27.2257085,35.5787488,13.7154607,11.7517375,36.7579759
PA2783,24.3168372,24.9568994,22.363785,15.08700677,22.9811755,22.4632075
PA2784,54.3055917,48.3036763,24.0470806,10.81505862,9.266603,24.1539866
PA2785,30.7483715,41.0250402,15.3176609,13.77808837,0,0
PA2786,35.9716526,0,7.1678798,0,16.5729631,23.0391872
PA2788,141.344253,341.5154659,231.204544,60.49927526,115.013872,97.9598523
PA2789,28.057889,36.0488547,43.4851375,19.557231,26.332597,42.4305031
PA2790,159.3410982,301.9476722,179.4624721,93.12967141,117.0337643,116.4758908
PA2791,69.4215811,216.1216034,126.8049664,72.58353772,79.9602757,55.5790701
PA2792,56.3977669,65.2140086,78.6665803,55.59700987,34.6449883,9.0304352
PA2793,117.111189,92.5937138,81.0282065,75.79945429,137.3874625,111.9904838
PA2794,766.9582425,877.7551874,585.8394699,533.8303078,759.7136904,630.4025434
PA2795,80.887608,116.9152046,110.8115472,108.7351839,129.3985109,156.5004247
PA2797,801.6539725,762.6580448,722.3085832,712.1816859,776.1499505,680.8723768
PA2798,494.3871081,363.9284576,447.2756996,537.2756841,482.168335,509.5451628
PA2799,101.0084005,169.7069162,145.3646024,60.34802707,94.7973491,134.7792451
PA2800,802.3362312,679.6772612,518.6494815,719.0403226,806.78595,714.9991157
PA2801,216.1496637,184.8659217,165.6576665,134.1067268,146.8241771,153.0825993
PA2802,70.1447226,70.7112151,51.2503406,121.5342212,96.9518343,101.0844338
PA2803,27.1527958,4.0253064,0,16.22258792,24.324833,14.4923919
PA2804,11.5702635,20.5830098,0,20.73815363,13.3267126,4.6315892
PA2805,867.243843,828.1152994,1169.016033,617.1957314,744.276708,612.6329322
PA2806,145.8605062,93.7009943,88.8092544,127.0866996,84.0015893,123.2638102
PA2807,217.9253517,373.1419915,184.5555071,53.70779108,29.284265,69.7886059
PA2811,202.8801207,203.4947185,141.9240201,313.3455252,228.7068912,176.249782
PA2812,230.9588294,176.5439831,154.6049444,265.1949743,182.8887764,121.3446579
PA2813,43.3745145,38.5807141,43.2150434,48.58939378,58.2855901,21.7035821
PA2814,60.1240479,57.9356594,49.9191629,44.90180586,46.1675402,56.1580188
PA2815,55.0154687,64.8390034,56.1835284,62.8625282,53.8621302,45.1466425
PA2816,44.185652,78.6044077,44.0231988,39.59844296,20.3573405,21.225078
PA2817,131.0733502,116.5869755,97.9435839,66.0744822,125.8093552,91.8204103
PA2819,280.5788904,324.4396927,279.5473123,616.0527764,339.3314202,280.7900939
PA2820,160.9522317,255.3729244,216.7033428,233.9070817,247.1812486,181.0987272
PA2821,182.8206344,144.5467479,121.4323166,163.8407975,198.8755576,170.7610345
PA2822,132.4471781,117.8089663,145.8507716,156.1801943,74.9386159,100.4565802
PA2823,192.720854,157.9763331,248.4864998,182.8728093,150.8865061,181.5208688
PA2824,99.824764,176.3155792,136.3991968,129.0798546,153.3051736,119.8798876
PA2826,69.2787384,67.7841713,110.4384444,149.0074743,63.8365987,110.9294198
PA2827,126.576943,127.5991851,218.593387,166.373007,200.8692975,189.1638527
PA2828,166.6805289,116.1360667,91.3372406,214.1060366,98.1250688,131.2207172
PA2829,29.7302135,59.4998927,29.6209073,6.66093014,28.5362279,47.6041484
PA2831,35.8185817,26.549893,20.817353,53.500024,57.3001385,62.1322761
PA2833,37.661596,46.8988714,30.0185033,27.00135439,17.3515587,36.1823477
PA2834,21.0434168,34.3157367,20.9660484,34.57439051,43.0897041,25.2711085
