,High-Mg-Rep1,High-Mg-Rep2,High-Mg-Rep3,0point75percent-DNA-Rep1,0point75percent-DNA-Rep2,0point75percent-DNA-Rep3
PA2037,271.9368301,409.9696006,309.9703257,301.5336055,421.1642541,289.6692878
PA2038,160.3307945,180.640415,95.8447928,86.21146725,131.3210031,77.0167115
PA2039,35.4882391,74.9693422,75.135246,31.80396684,47.6882101,35.5149526
PA2040,102.6955416,132.668485,80.3926911,214.7460658,95.7548981,117.4546798
PA2041,46.660822,96.1140985,85.6381263,136.4543282,96.1739567,102.239544
PA2042,177.9280768,90.0883199,128.18267,152.0966536,79.8735979,109.576622
PA2043,18.6431156,39.7983778,48.2938878,23.39070817,22.9048261,47.7623017
PA2044,46.6883274,65.4869041,48.3057756,49.88770238,55.1548213,76.1951999
PA2045,25.8003577,57.3721826,89.9692499,80.92647309,39.6227165,30.9837345
PA2046,0,7.3402645,0,0,6.3367212,6.6068257
PA2047,37.4105187,36.3009446,37.272975,70.10124357,54.8414416,76.2387649
PA2048,33.0092812,29.3610582,49.3318786,118.3294648,76.0406544,79.2819089
PA2049,70.4382152,91.8915126,102.9295543,86.27158682,109.977906,116.5455118
PA2050,19.9227614,11.8139169,33.0825222,35.70889176,10.1987465,37.2171485
PA2051,14.1171769,18.8353958,17.581592,6.325789001,10.8401771,14.1278035
PA2055,16.6445104,8.4599659,4.73809,21.30933159,27.3875238,24.7476015
PA2056,11.1858694,19.8991889,33.43423,30.07376764,11.4524131,26.8662947
PA2057,25.1759099,24.7506441,23.7631718,9.499886198,20.349329,16.9733799
PA2058,13.0285389,9.9330943,11.1262612,6.671976459,12.8625983,10.4306768
PA2059,18.809758,16.7308823,18.7406019,5.618996934,16.8507223,17.5689891
PA2060,3.3106654,23.5581352,23.0894535,8.900888949,5.0843309,18.5536817
PA2061,14.6298118,20.4488561,16.6583128,22.47598774,25.6772911,13.3858965
PA2062,74.061433,48.1402121,45.4087005,40.84468837,28.4348301,31.9274015
PA2063,77.0216562,41.5948324,49.3318786,34.51276058,27.4591252,57.2591564
PA2066,42.1526971,37.4939334,62.9965774,23.61033923,16.1839264,12.6553282
PA2067,10.0656104,8.9531478,5.0143016,9.020631849,15.4581898,16.1170996
PA2068,11.5702635,5.1457525,14.4096553,15.55361522,13.3267126,11.5789729
PA2069,17.5666784,5.2083964,21.3914465,6.996872704,13.4889509,17.1892371
PA2070,15.2869316,10.198052,6.3461365,18.26652352,13.6947981,17.3382305
PA2072,35.0318152,55.3956612,24.5613823,34.88325264,33.8739871,29.0853091
PA2073,11.7643141,16.742574,23.4421226,16.86877067,12.6468733,18.8370713
PA2074,20.7069292,14.7347008,4.1261596,11.13432234,15.9002598,23.2092181
PA2075,28.3617651,39.6427283,38.3494508,29.04838848,28.0005298,32.4378448
PA2076,67.1152163,53.0645038,59.4386312,20.04917843,40.0834457,41.792014
PA2077,19.4416869,22.0092341,19.3702075,19.00725262,27.1431207,22.6400832
PA2078,7.1828196,17.5696572,16.1019252,16.09280722,16.5464464,14.3764528
PA2079,43.0739448,25.5422425,45.2997777,36.45758565,31.2377386,53.6434806
PA2082,14.1171769,56.5061874,49.2284575,82.23525702,43.3607086,45.2089711
PA2083,21.12594,18.7910772,26.3103353,35.49883945,46.638268,16.9134739
PA2084,7.3474014,19.6060748,20.1310667,27.98462794,23.9779041,20.5882098
PA2085,13.2037125,5.8722116,13.1551676,23.66589297,20.2775078,21.1418424
PA2086,0,13.2661259,11.1447433,6.683059476,17.1786196,11.9405754
PA2087,35.8731001,22.791689,56.1647568,64.29774574,11.8053984,32.8229516
PA2088,7.9315587,14.1099078,23.7071926,21.32439119,15.2260439,19.05007
PA2089,20.3134038,31.6196011,24.0334793,10.24004984,12.6734424,19.3122599
PA2090,9.3526297,13.8649441,21.7425687,30.73279156,9.5754898,17.4713836
PA2091,20.977861,16.3269436,26.125917,18.80000843,16.1083006,20.9936519
PA2092,19.7392184,12.5411555,14.0476036,7.581410436,8.6612471,22.576088
PA2093,39.6111375,64.5943279,78.9310058,29.58236621,70.9712774,84.5673695
PA2094,14.0729224,28.164526,21.0317727,18.91787683,27.0154885,28.1670314
PA2095,19.8992121,31.8598716,19.8260505,10.7000048,21.3920517,22.303894
PA2096,22.7716201,8.6806607,19.4467695,20.40754539,37.469308,20.8354389
PA2097,6.8433876,12.1740973,9.0909695,16.35447888,8.7580699,9.1313852
PA2098,10.8611183,6.4404902,7.2141242,16.22258792,5.5599618,8.6954352
PA2099,8.9072664,7.9228252,0,19.95635816,6.8396356,10.6967655
PA2100,91.5696797,106.5106168,60.8220094,69.43810646,102.76624,82.709718
PA2101,56.6826041,90.7523616,75.2989393,111.7556057,75.4432531,142.1913472
PA2102,132.0371249,195.7403877,182.7106616,131.4771832,225.3056426,117.4546798
PA2103,142.7882394,205.7515373,182.0969769,176.5909189,232.4431878,198.9108451
PA2104,242.0680623,313.1846204,350.8044703,187.354986,326.6931818,220.2275246
PA2105,232.2032196,296.901045,207.2505936,277.4621934,334.3166701,185.902407
PA2106,151.1690348,301.5200911,182.5615101,197.0547823,249.7444077,209.0453597
PA2107,8.4384629,7.5058344,25.2223139,0,19.4389643,6.7558519
PA2108,15.1920888,10.1347815,22.7043502,18.72048217,26.2475355,16.723877
PA2109,0,6.2784653,21.0979104,18.977367,5.4200886,11.3022428
PA2110,35.7425338,19.0753371,39.1722348,32.0318615,27.4456714,34.3386612
PA2111,4.7156116,8.3888738,18.7930966,12.67815695,10.8629506,7.550658
PA2112,4.525466,4.0253064,13.5264829,16.22258792,10.4249284,10.869294
PA2114,5.2939413,9.4176979,18.4606716,16.60519613,14.2277325,19.0725347
PA2115,35.2929422,31.3923263,28.1305471,53.76920651,35.2305757,33.9067283
PA2116,8.4384629,33.7762549,12.6111569,22.68722822,22.6787917,37.1571854
PA2117,37.7537345,48.8453078,30.7758509,46.13763538,13.1772796,63.1992383
PA2119,232.4141217,274.7299011,319.917905,227.4698568,251.2587653,178.7263377
PA2120,0,13.9619018,15.6390105,28.13427836,24.1061282,37.7004881
PA2121,26.0139369,29.7499463,48.1339743,69.93976647,39.9507191,50.5794076
PA2122,32.5738026,34.2416562,20.6525719,29.19209753,34.1079452,16.5955095
PA2123,14.4349268,41.7285778,25.1682468,29.10676547,36.0235469,37.5590608
PA2124,20.5552301,12.79841,18.4316909,9.210626843,14.205397,34.5587808
PA2125,69.7090411,74.4056629,101.864031,45.81285699,85.6441325,68.8313605
PA2126,206.4637118,160.1008643,290.0962674,99.63117677,146.3423914,148.3419364
PA2127,238.732161,261.162664,355.4146757,179.5193959,261.2774237,246.0517595
PA2133,7.8483606,17.4523772,0,14.06713918,18.0795961,12.5668294
PA2134,11.7519954,26.132879,11.7087879,15.79791285,9.0240218,4.7043367
PA2135,7.3998828,10.9700657,24.5755879,19.89495398,13.2583705,11.8487248
PA2136,19.2396953,57.0443416,51.1172228,17.24229345,39.3963009,10.2688949
PA2137,6.2699193,39.0387254,31.2343366,16.8569908,9.6289842,50.1971118
PA2138,16.0140151,24.9272242,25.2623017,25.11511234,16.3956068,22.4364974
PA2139,0,0,0,0,0,0
PA2140,14.0289445,0,27.9547312,0,10.772426,0
PA2141,12.2657438,5.45506,0,10.99235466,9.4185146,9.8199814
PA2142,15.6420287,20.8698811,7.7922596,10.51359357,21.0193679,6.2615213
PA2143,35.0723613,20.7974162,34.943414,73.33961623,44.8851085,37.4386792
PA2145,0,7.5058344,8.407438,15.12481882,6.4796548,20.2675557
PA2146,0,17.8263567,0,0,0,16.0451482
PA2148,13.6867751,18.2611459,47.7275899,18.39878874,21.0193679,16.4364933
PA2149,13.8557477,24.6487896,55.2192222,24.83457904,42.5577325,11.092942
PA2150,19.0869993,16.9774826,15.2134592,6.84217994,11.7250896,9.1686561
PA2151,8.4384629,9.0070013,5.0444628,21.17474634,6.4796548,12.1605334
PA2152,18.3484833,30.8277777,36.5620463,18.27067123,23.4821276,35.9084879
PA2154,6.7609371,18.0411321,20.2082394,6.059038863,20.7661225,16.2384633
PA2155,19.5428083,19.8661886,30.5972183,25.01991172,27.8689629,17.8811602
PA2156,22.8112919,8.1160649,40.9093628,36.79757748,7.006456,32.8729866
PA2157,10.7570182,15.9469006,35.7248961,16.06709986,24.7800216,34.4483693
PA2158,16.1872437,11.9985093,21.5036394,9.671158185,14.5013427,6.4797714
PA2159,0,0,0,21.70792341,0,19.3926971
PA2160,9.391762,4.1768869,12.4763096,22.44464047,9.6155546,13.784953
PA2161,11.0030937,9.7870194,0,39.44315495,8.4489616,17.618202
PA2162,10.8962676,9.6919998,9.6499612,4.340023522,11.1559105,16.4778653
PA2163,16.3841688,20.4027207,37.5450405,24.96147105,13.8390291,26.2344029
PA2164,11.5306393,17.0937667,1.9147076,8.611305233,11.8053984,20.0014861
PA2165,26.2019197,7.7686846,13.0527928,13.69767151,5.0299266,13.9848763
PA2166,55.1958473,114.5562597,36.6619426,57.70986195,49.4472015,44.1899164
PA2167,9.1993079,19.09271,18.3309713,10.99235466,25.9009151,7.3649861
PA2168,12.9997941,30.8347792,21.586665,19.41699713,26.6191223,17.3461062
PA2169,37.1627669,6.6110992,7.4052268,13.32186028,11.4144912,17.8515556
PA2170,16.0330794,28.5221708,0,86.21146725,24.6226881,25.6722372
PA2171,28.594027,6.3584457,28.4888981,12.8127446,32.9348057,40.0617714
PA2172,12.5049088,8.3421391,3.1147333,8.405017698,4.8010812,12.5143217
PA2173,28.7773221,25.5968199,57.3430384,42.98292527,29.4630456,30.7189163
PA2174,21.7925352,9.6919998,65.1372378,9.765052924,25.1007985,8.7235757
PA2175,19.3502683,43.029137,9.6395625,43.35346772,37.1462967,15.4918672
PA2176,11.3940666,0,22.7043502,10.21117209,4.3745893,18.2442295
PA2177,25.6529271,41.3571476,27.1560246,38.79516026,27.0849569,25.6722372
PA2178,0,19.6704626,16.5249643,0,4.245291,4.4262478
PA2179,17.7021382,12.5965423,35.2741088,28.55584877,8.15578,25.5102672
PA2180,9.7805278,6.5246796,9.7445686,15.3390047,22.5305643,11.745468
PA2181,23.7527103,10.563767,26.6235535,21.28678204,15.9591497,9.508236
PA2182,37.4105187,55.4597765,62.1216249,0,38.3019592,59.9018867
PA2183,11.813848,42.0326727,11.7704131,21.17474634,27.21455,28.3745779
PA2184,26.407425,17.6166349,13.1551676,23.66589297,10.1387539,10.5709212
PA2186,0,70.0544546,19.6173552,0,0,15.7636544
PA2187,0,21.0903376,15.7491444,7.083101769,0,6.3276641
PA2188,20.1959098,10.2650486,25.8707024,0,15.5078627,16.1688897
PA2189,42.4659942,80.9412955,78.5754607,59.80435115,32.6084248,38.8552779
PA2190,0,17.3613213,48.6169239,0,0,15.6265791
PA2192,16.2654429,7.2338839,16.2056413,21.8652272,12.4897693,32.5553732
PA2196,115.1092884,87.0291878,74.5459499,165.054433,256.3284965,207.3526847
PA2197,58.3863587,34.6222882,38.78113,142.4399483,141.9718576,109.0699093
PA2198,58.5555945,60.7646247,48.6169239,96.20699968,74.9386159,85.9461853
PA2199,88.4015682,126.4938738,126.3707028,213.5603698,239.0593175,218.4777717
PA2200,63.2884715,56.2937581,65.1576442,56.71807056,85.8554256,81.0702226
PA2201,34.2401358,16.9199318,41.6951923,23.86645138,35.0560305,45.6878797
PA2202,54.6259787,39.7543531,74.2161006,66.75666712,41.9457297,51.6852562
PA2203,28.1752861,16.7075477,28.0716966,12.62511027,3.605833,18.7976632
PA2204,187.7479564,81.6433885,199.5281931,115.9100892,60.870214,116.9088867
PA2205,28.2343537,43.9492569,28.1305471,50.60631201,43.3607086,28.2556069
PA2206,49.7228413,120.0458454,70.7714715,57.29243076,65.4527152,51.1819918
PA2207,17.7091213,19.6898615,22.0550148,21.82210052,11.8985376,15.9502065
PA2208,0,5.6399773,12.6349068,11.36497685,4.8688931,10.1528622
PA2209,3.066436,16.36518,18.3309713,10.99235466,2.3546286,12.2749768
PA2210,12.6958774,15.8098005,17.7088795,13.65339979,9.7488018,20.3286946
PA2211,28.057889,12.4784497,24.4603898,25.14501128,0,16.8474056
PA2212,19.9227614,5.9069584,16.5412611,14.8787049,15.2981198,18.6085743
PA2213,8.0742127,9.5757888,8.044527,4.823982979,8.2666099,8.6189765
PA2214,15.2695995,18.1093148,22.8201888,15.96508653,1.9541816,20.3747914
PA2215,8.5891497,25.4662239,25.6727124,23.0923573,21.9845429,11.4608202
PA2216,3.3804686,6.0137107,16.8401995,9.088558294,12.9788266,10.8256422
PA2217,25.5071719,3.7813484,8.4711307,13.33447568,11.4253003,20.4210977
PA2218,33.547476,40.6905969,79.0025013,38.2641476,39.8111397,31.7414889
PA2220,76.7707713,42.2722727,91.0577564,108.1153579,109.4787271,76.0968593
PA2221,30.7101273,62.0818394,50.0681753,65.05177048,62.1692249,82.700366
PA2222,322.1461334,355.8668993,289.9009164,190.9158264,243.3770327,199.6729557
PA2223,214.5603279,311.2272165,203.9050984,127.2041747,240.7954055,221.9893448
PA2224,180.1247197,320.4342643,170.2592684,153.1465708,223.4280956,92.4411832
PA2225,137.2616154,172.3641975,104.5788506,108.539617,130.1991061,77.5707885
PA2226,322.5817183,508.1045394,314.6999683,307.1606168,392.1937144,220.5967684
PA2228,188.9045995,224.8591929,174.3710958,129.459464,300.7746676,151.2374367
PA2229,18.7052594,8.3189665,46.5912187,20.95417607,25.1356608,37.4386792
PA2230,65.1343853,44.5658918,49.9191629,107.7643341,50.0148352,56.1580188
PA2251,61.6656902,95.0739026,86.0145576,92.10626843,82.0756269,42.7870619
PA2252,46.5691104,26.9244558,46.3978942,45.90790441,35.7590906,61.5174978
PA2260,17.2002385,30.5984974,17.137,46.24369891,23.1132513,24.0984602
PA2261,7.0808553,12.5965423,28.219287,19.03723251,13.5929666,19.8413189
PA2262,20.5929461,38.9236046,35.9051594,48.44451715,27.6722871,45.338584
PA2263,10.2338805,12.1370939,3.3987515,3.057144229,13.0971745,16.3865344
PA2264,65.7423341,58.4764171,37.4289288,67.33392142,57.6933277,45.1143917
PA2265,37.9160663,43.8432017,41.5543302,54.36759196,36.3933312,45.5335287
PA2266,33.1593234,43.1073718,27.9547312,54.86184279,35.2552125,40.8421955
PA2267,26.2749463,13.3548626,29.918107,26.91104886,34.5870535,24.040891
PA2268,18.8624464,22.37033,15.6609139,8.452104632,9.6559561,15.101316
PA2269,8.3754893,24.8327358,19.4709571,35.02787641,12.8625983,15.6460152
PA2270,39.8792331,25.3369537,45.4087005,56.16144651,43.7458925,54.7326884
PA2271,39.1505428,11.6078602,45.507702,29.23838521,30.0625843,52.2400175
PA2274,35.6290654,23.7684757,8.8745178,7.982543264,27.3585423,21.393531
PA2275,34.8742124,16.9199318,25.2698135,56.82488425,24.3444656,48.2260952
PA2276,26.4518819,16.8059929,26.3546288,50.79800259,43.5249537,48.405565
PA2280,43.7265803,60.5015744,43.5658149,52.24937409,44.7685238,73.9049251
PA2281,59.0692401,21.0163364,31.3877684,24.70387073,51.4052611,28.3745779
PA2282,70.6352451,41.8857053,86.0145576,21.10070877,54.2387884,62.8341469
PA2283,25.4022041,8.2162632,16.1056065,10.34774127,12.412672,12.9417656
PA2284,20.0413493,8.9131784,14.9757489,4.490180586,19.2364751,20.0564353
PA2285,40.6268077,31.6196011,25.2983993,18.20453305,0,0
PA2286,17.4340281,17.4455996,30.3973776,19.53010585,26.7741851,24.4260121
PA2287,37.0575893,37.6707916,52.7447759,47.44341751,56.91093,50.8600925
PA2288,11.6907871,31.1961243,23.2956094,20.95417607,35.9080868,18.7193396
PA2289,25.2560464,37.9092143,42.4628829,52.34123304,31.5142703,39.1763394
PA2291,76.8030517,118.9997854,101.2047665,142.099843,93.2183445,148.7629637
PA2292,23.8790545,53.099786,71.3737819,64.2000288,64.1761551,76.4704937
PA2293,6.9709041,12.4009438,13.8905497,12.49441554,16.0582748,16.7427634
PA2294,35.441544,14.0108909,7.8469421,17.64562195,15.1191944,50.4436941
PA2295,33.7538515,30.0233377,8.407438,41.59325174,16.1991369,43.9130372
PA2296,23.9299693,25.5422425,50.0681753,57.90322427,22.0501684,34.4850947
PA2297,13.6867751,60.8704864,54.545817,85.86101413,31.5290518,87.6612976
PA2298,58.5555945,57.2923604,62.2296626,111.9499633,77.9361605,96.8847907
PA2299,35.914098,75.8689743,26.836542,96.55684332,103.41529,71.882264
PA2301,31.0031923,27.5766845,61.7784116,16.67072571,14.2838798,24.8212238
PA2307,23.3006691,48.3593899,30.9533356,45.24361891,23.8558916,18.6545668
PA2308,35.6920143,17.6373848,35.5607888,14.21626079,15.2260439,25.4000933
PA2309,49.3687197,17.5649732,32.7914736,32.44517585,20.218043,36.8897249
PA2310,49.2908861,37.0980938,30.2213311,37.37771947,29.114665,30.3556858
PA2311,21.1757653,0,0,18.977367,0,50.8600925
PA2312,28.9256588,20.5830098,40.3470348,31.10723045,4.4422375,18.5263567
PA2313,186.1401419,116.8713339,92.7278889,117.7522479,147.1355751,78.8951678
PA2314,16.1097927,7.1646601,18.7256573,12.03110588,14.4319583,19.3463031
PA2315,2.8630499,2.5466224,14.262618,17.96072234,21.9845429,25.2138044
PA2316,37.661596,33.4991939,63.7893196,30.37652369,26.0273381,33.167152
PA2317,36.2873392,32.2768214,30.9890785,30.19724218,23.8834388,43.577585
PA2318,156.388234,90.0084898,137.4822847,156.6410539,169.5332622,125.2047632
PA2319,59.5919767,64.7848717,62.6713738,47.47140773,45.7589779,39.7578894
PA2321,25.8003577,22.948873,6.426375,52.02416127,29.7170373,61.967469
PA2322,44.7930823,39.8425002,54.545817,118.1982792,47.7712906,61.7613688
PA2323,55.9087088,27.6275639,66.0185534,50.10445052,54.0608834,36.4716284
PA2324,16.0330794,21.3916281,21.2988428,16.76334085,36.9340321,38.5083557
PA2325,16.3444014,16.9609996,18.998361,14.64757939,14.6421325,19.6280454
PA2326,19.1032436,21.2399144,30.9286388,17.12000768,11.0016266,21.0293858
PA2327,88.0247499,78.2961551,65.7758382,27.61020846,6.7591693,35.2364039
PA2328,98.2026116,87.349148,83.8641937,65.37702933,19.3903669,49.4190565
PA2329,88.4980013,64.4049018,44.0863145,39.65521492,15.4443384,38.6463785
PA2330,59.8988642,58.8870661,50.2556966,56.50564333,14.5246194,37.8593385
PA2331,150.0421874,80.0756132,95.6739464,69.9219565,18.434098,57.6595701
PA2332,33.4464902,36.3610455,22.2156804,33.3046507,28.5362279,41.6536298
PA2333,10.4110906,25.9292462,43.5658149,33.58888334,36.7741445,36.6746245
PA2334,7.383655,13.1352102,22.0695247,9.925662347,2.834849,5.9113704
PA2335,12.7858735,7.5818429,7.0771471,14.00481641,16.3631788,15.9232863
PA2336,10.0430923,11.166398,22.5138775,2.250112866,5.7838529,6.0303913
PA2338,7.7046835,18.2750751,17.9114983,9.206411453,9.8603442,8.2245153
PA2339,18.0436585,44.9384684,43.1455659,29.10676547,36.0235469,28.8915852
PA2340,16.1484253,17.9546039,48.2671618,14.47194894,9.2999361,12.9284648
PA2341,24.2008746,26.9077083,18.0839232,18.977367,18.5831608,36.3286375
PA2345,68.1016724,77.5359982,56.9950831,21.97136908,16.7338657,8.7235757
PA2346,16.3444014,4.8459999,13.5702579,17.08884262,10.4586661,19.6280454
PA2347,24.8789164,12.2940391,16.5249643,34.68277418,12.7358731,26.5574867
PA2348,4.8480154,10.7805181,16.905669,13.03413112,3.7226526,21.3473246
PA2349,12.7054592,33.9037124,12.6587462,18.977367,16.2602657,13.5626913
PA2350,9.0998559,8.0941295,12.0885324,8.155138794,9.3166928,12.1422743
PA2351,10.296473,18.3169904,0,27.68258123,7.9063677,20.6084473
PA2352,38.8034636,13.2749465,41.6347061,21.4000096,29.796072,47.7940585
PA2353,32.0661589,23.3363215,29.0438766,70.53665502,35.814819,51.3444743
PA2354,8.9308931,7.9438407,26.6941731,21.34324565,11.4296297,9.5334568
PA2355,14.2065261,5.0545619,11.3234354,7.638990769,8.7270287,6.8242656
PA2358,17.2663933,15.358092,25.8043673,61.89541238,13.2583705,48.3822931
PA2359,34.1035115,11.0306738,33.9781264,33.34145142,19.0451731,19.856979
PA2360,12.2323222,43.5215685,36.5620463,16.44360411,2.3482128,12.24153
PA2361,20.2934418,55.7213792,35.1631839,18.18664338,21.6803543,14.8341936
PA2362,22.1801494,59.1863228,39.7774832,0,27.2504058,21.3089716
PA2363,20.221902,53.9608636,50.3688851,15.85721432,34.937598,38.4505354
PA2364,70.5858844,156.9616317,63.2937311,31.62894501,54.2008857,45.2089711
PA2365,30.8328451,49.3652956,24.5755879,27.63188053,14.205397,24.6848434
PA2366,43.0787791,62.5182935,36.1434909,32.51072166,29.5969685,50.8258433
PA2367,27.0437485,78.1782392,33.6803991,48.4723109,41.532245,27.0641054
PA2368,7.9036307,35.1505626,47.2474331,21.24930531,30.3448621,18.9829923
PA2369,28.1517281,28.379083,26.1783436,26.91104886,17.2935267,27.0460024
PA2370,3.3106654,32.3924358,9.8954801,5.933925966,10.1686617,13.2526298
PA2371,21.12594,57.547674,34.2034359,20.11600902,24.3330094,24.3131187
PA2372,270.2958944,1024.408856,503.4778818,310.692286,374.4969051,272.8515258
PA2373,30.1968313,50.7345041,26.7429417,36.0825274,20.6109198,21.4894661
PA2374,31.3495967,61.3465684,12.4937346,50.57097241,9.6289842,25.0985559
PA2375,8.5023906,83.1896648,50.826784,38.09850194,32.6437153,27.2281303
PA2376,26.2223262,13.994523,20.9007336,28.20001265,12.0812255,46.1860341
PA2377,23.7666825,18.7910772,13.1551676,28.39907156,16.2220063,25.3702108
PA2378,43.613299,31.0344863,36.2107917,88.59382213,72.5603826,73.325496
PA2379,71.4850676,82.6597943,78.3444697,147.3465629,142.7174914,154.5239752
PA2380,142.0652609,101.0912382,325.5487687,178.2431179,272.7196465,238.8492951
PA2381,69.2787384,147.8927374,69.0240277,24.83457904,42.5577325,44.3717679
PA2383,36.5575101,39.0205594,54.6346539,55.69579046,30.8786153,43.9020342
PA2384,51.9590538,46.2164804,93.1824374,37.25186856,15.9591497,24.9591195
PA2393,17.4971246,17.7866544,44.8271859,11.20045046,19.1936321,14.0082363
PA2402,17.6519535,20.7408795,117.0299039,17.18649315,13.3870926,18.6684521
PA2403,38.8921234,93.8972454,102.4084213,59.75052185,44.7962271,42.2575191
PA2404,12.4701729,16.637933,24.84865,0,4.7877449,9.9836478
PA2405,20.4057375,9.0752362,20.3307136,0,15.6689833,16.3368782
PA2406,0,0,11.9592433,16.13583612,4.6085245,4.8049642
PA2407,24.7050595,18.8353958,17.581592,18.977367,16.2602657,16.9533642
PA2408,13.3608995,19.807063,17.7490357,3.991271632,6.8396356,17.8279425
PA2409,7.4325534,9.9166488,22.2156804,6.66093014,5.7072456,8.9257778
PA2410,36.6769791,22.8363786,43.8505588,16.4346479,22.5305643,32.3000369
PA2411,13.2037125,15.659231,105.2413411,19.72157747,13.5183386,24.6654828
PA2412,76.8709289,13.6750134,275.717897,13.77808837,11.8053984,12.3086069
PA2414,20.4057375,27.2257085,27.9547312,41.14638209,29.3793437,22.4632075
PA2415,15.8072614,14.060225,23.6237165,28.33240708,6.0689724,12.6553282
PA2417,32.2710545,95.6814036,64.304813,51.41471955,60.573386,45.9311591
PA2418,19.5525359,17.3915676,23.3767787,7.009062378,33.0304352,15.6538031
PA2419,14.8323642,30.7838407,39.4075506,8.861677984,3.7964497,27.7079212
PA2420,2.3727602,14.7736403,16.5482553,6.379284046,5.4659244,26.594918
PA2421,21.9345061,6.5034266,29.1384821,9.828668904,16.8428811,20.487616
PA2422,53.4435982,38.029561,42.5976857,28.73715575,65.6605016,34.2296495
PA2423,67.762449,71.574504,50.6349849,83.50041482,68.293116,47.4694196
PA2427,0,0,21.5036394,12.89487758,0,5.7597968
PA2428,22.0783389,13.092144,18.3309713,29.67935758,16.9533262,8.8379833
PA2429,41.0603254,36.5222919,95.4551798,36.79757748,21.0193679,32.8729866
PA2430,33.5019571,44.6989244,50.0681753,30.02389407,25.7251965,26.8217403
PA2431,20.124279,19.2770534,35.47359,27.74621934,17.8302224,17.3508913
PA2433,0,66.5517318,37.272975,33.52668171,28.7264694,29.9509433
PA2434,24.6662761,27.4251642,55.2950728,38.68463274,42.6161909,59.2436242
PA2435,23.7347702,22.6195463,35.4712602,31.90605661,35.1487013,36.6469246
PA2436,61.9208586,96.3852668,23.13495,90.17521287,77.2642971,74.3609628
PA2437,22.6403716,14.3843801,25.7795792,34.78272454,32.2862337,28.4836061
PA2438,3.2816244,14.594678,13.0782368,38.23218089,32.7582546,21.0182059
PA2439,13.4610562,11.9733251,18.4409022,24.12714726,16.7965863,26.9423778
PA2440,48.9483422,24.8791521,10.4503668,25.06667791,16.1083006,19.5940751
PA2441,46.1225573,23.9312734,45.9529828,37.88974302,20.6594472,30.7715171
PA2447,18.2194085,3.2411558,10.8914537,13.06234352,11.1921309,8.751899
PA2448,9.6584816,17.1820306,19.2459423,13.84923169,23.7327114,12.3721625
PA2449,63.5686548,52.6434597,74.2547548,55.00471218,60.5948965,73.7073997
PA2450,18.3384896,29.3610582,32.8879191,32.86929579,39.4284875,38.1727709
PA2451,0,9.9827598,33.5456775,5.029002256,21.5448521,13.4779245
PA2452,14.5283568,29.0759993,10.8562063,9.765052924,11.1559105,8.7235757
PA2453,212.3299711,26.9804318,120.8853242,231.0622658,163.0421238,121.4227433
PA2454,51.3735996,59.7559564,74.8084357,81.45567034,36.4138345,25.3106564
PA2455,114.7822733,158.8166328,133.4203081,120.0102811,107.7242604,97.0002143
PA2456,738.365501,1287.250602,755.268177,802.8757988,846.6748885,599.018867
PA2457,123.5576765,244.2265388,174.3964884,116.8820096,168.6691783,134.6418554
PA2458,150.0421874,165.4896005,209.2867578,77.98987456,92.1704902,151.3563715
PA2459,1344.556267,1719.802179,1295.32814,926.1330887,1203.09867,1023.076778
PA2460,680.1912494,1149.529913,666.3956131,487.6608248,914.0240273,562.7146932
PA2461,953.9682272,2102.618777,775.7437915,804.640361,1481.20858,1050.154951
PA2462,260.6372493,403.7093327,334.5825685,207.30784,302.1179328,247.1431786
PA2463,49.5722421,74.077016,80.9995746,55.08801058,76.1302193,61.9127274
PA2464,70.5455496,39.9310391,57.5068757,34.4845869,54.1699138,46.2100269
PA2465,11.7213113,0,14.5977709,13.13055419,9.0004604,23.4602689
PA2469,3.6797232,42.5494679,32.9957483,39.57247677,25.4299893,23.5679554
PA2471,19.2672199,17.137785,33.5936684,21.58370067,0,19.2817232
PA2472,9.9983569,8.8933272,12.4519961,11.20045046,11.5161793,18.0105895
PA2473,0,0,10.4017605,4.678141633,12.0250337,8.3584028
PA2474,14.76731,22.9866179,33.104287,33.08554116,8.5045469,20.6897964
PA2475,35.3088042,24.6764848,45.2301269,11.30112867,27.1126228,24.2299766
PA2477,16.0905457,17.8902505,4.0078468,36.05019538,21.6220738,12.8821262
PA2478,9.5434997,33.9549652,19.016824,22.23708481,23.4501791,18.3373123
PA2479,69.2176998,70.3630645,118.2226519,31.01587294,68.3360947,67.2906657
PA2480,35.6290654,58.855273,78.6028724,38.77235299,35.1752687,50.9369785
PA2481,130.6805791,109.4001071,72.7588895,62.00139768,70.8323904,98.4688548
PA2482,149.2988591,109.9019425,143.6206375,110.7303249,118.595516,136.0157519
PA2483,73.9249771,56.7881544,93.7404161,189.7168516,152.2330865,193.6947235
PA2484,27.3735503,73.0445837,81.8187255,112.8459043,105.0968394,100.8104923
PA2485,36.2037278,139.5439538,144.2824837,151.4108206,129.7324426,86.9543517
PA2486,69.065573,30.7161839,34.405823,154.738531,66.2918525,27.6470246
PA2487,12.333138,43.8802627,12.2877939,22.10550442,28.4107939,29.6218121
PA2488,8.802475,3.9148078,26.3103353,15.77726198,16.8979232,17.618202
PA2489,4.1261602,29.3610582,8.2219798,18.48897888,19.0101636,33.0341287
PA2490,71.8281959,95.8344938,71.5641119,64.37122888,75.8378793,122.1998489
