,HLR1 raw counts,HLR2 raw counts,HLR3 raw counts,HLR4 raw counts,HLR5 raw counts,HLR6 raw counts,HLR11 raw counts (GSM2991338),HLR12 raw counts(GSM2991339),HLR15 raw counts,HLR16 raw counts
PA0559,12,9,6,7,23,44,5,9,23,16
PA0458,25,20,18,14,14,13,17,38,37,26
PA0623,59,43,51,54,15,16,29,42,77,70
PA1214,1,4,1,0,9,11,17,22,46,41
PA2769,1,4,1,0,14,26,57,85,105,73
PA0897,29,15,33,17,7,1,810,1034,1496,980
PA3798,14,7,17,8,6,8,50,61,136,85
PA2403,1,6,7,4,12,18,13,18,11,21
PA4394,66,36,46,32,12,18,16,26,56,37
PA5191,9,14,8,6,9,9,49,133,98,91
PA5304,276,185,165,208,4,8,19,23,26,20
PA2740,155,66,110,110,944,690,12,13,29,31
PA4443,45,14,24,17,6,0,4,8,24,11
PA4166,4,1,1,0,5,13,1,2,11,5
PA1837,4,1,0,1,62,65,59,124,122,103
PA0215,4,1,0,1,17,25,2,9,20,13
PA5102,4,1,0,1,16,10,24,51,74,89
PA0713,124,78,115,87,6,12,322,506,576,528
PA4710,9,8,5,5,25,33,33,32,73,62
PA4857,3,6,2,2,183,198,567,992,807,1063
PA4392,3,6,2,2,21,26,16,47,28,33
PA5332,99,68,79,89,14,18,35,43,53,40
PA0762,315,154,199,180,6,12,22,22,55,41
PA4025,3,6,1,3,51,112,3,1,13,5
PA0313,21,8,5,14,16,14,15,26,24,21
PA4748,158,70,90,91,11,19,19,26,24,26
PA3713,10,7,5,5,3,9,1,3,9,9
PA0457,16,5,6,7,17,21,293,390,503,405
PA3510,1,2,4,2,21,48,45,56,98,103
PA4370,106,45,54,64,6,2,2,2,12,6
PA3210,4,9,1,5,98,77,6,2,11,16
PA5056,67,36,33,46,156,189,34,44,65,28
PA3018,16,5,4,9,7,11,18,23,24,21
PA2352,2,1,4,2,15,14,2,8,4,3
PA1242,2,1,4,2,4,4,3,7,4,3
PA0571,2,1,3,3,11,16,11,26,42,41
PA2556,2,1,3,3,8,9,2,3,10,10
PA4193,2,1,2,4,217,284,19,25,30,19
PA3973,2,1,2,4,12,6,5,5,3,4
PA4165,2,1,2,4,19,11,37,29,73,63
PA5318,2,1,2,4,7,8,15,18,42,33
PA1123,51,32,45,41,8,9,2,3,11,9
PA0019,119,70,91,98,15,21,10,11,29,23
PA4013,3,0,5,1,105,112,92,151,253,208
PA0825,3,0,3,3,5,3,3,3,11,11
PA4254,509,250,315,303,32,42,0,1,3,8
PA4169,3,0,1,5,66,68,9,9,23,23
PA4542,697,570,525,516,6,1,28,55,41,55
PA3139,97,24,49,30,173,143,1,3,13,5
PA3655,611,249,345,330,10,7,1,4,10,10
PA5000,151,80,106,78,2,4,1,0,6,5
PA2646,11,6,3,7,59,86,8,8,8,6
PA5131,52,49,31,46,18,19,7,20,39,25
PA2765,20,16,9,16,50,56,27,53,93,70
PA4404,11,6,2,8,34,34,329,519,665,474
PA4123,2,6,1,2,13,16,15,21,59,26
PA1684,19,12,12,9,7,3,300,378,520,384
PA5529,123,48,68,64,25,27,11,28,24,19
PA4000,59,34,31,40,45,52,70,98,109,105
PA5134,71,49,57,65,153,172,3,6,3,3
PA3124,13,11,8,21,54,59,2,0,4,15
PA5185,3,7,4,0,1,1,20,36,62,56
PA2233,5,4,2,2,6,10,6,5,16,16
PA4679,5,4,2,2,39,42,194,170,565,268
PA0429,135,50,75,65,31,42,53,54,74,58
PA5553,179,104,106,121,5,10,4,5,3,3
PA4916,12,5,3,7,5,3,3,4,13,11
PA1474,11,11,6,8,5,3,3,3,15,7
PA4350,45,27,24,30,43,53,10,24,43,34
PA2533,10,15,12,17,81,78,14,25,26,17
PA3098,8,5,5,2,11,14,61,78,158,112
PA5057,9,14,11,16,56,65,1,4,13,7
PA3744,98,35,56,42,278,407,58,84,140,135
PA4782,21,5,5,11,45,44,18,28,43,61
PA4658,21,18,14,30,9,7,223,298,556,406
PA1343,39,10,18,15,6,9,48,64,66,73
PA3728,166,127,115,121,10,6,5,6,16,16
PA4736,6,10,6,3,28,44,0,1,6,5
PA1105,6,3,2,2,255,372,33,55,100,77
PA5361,28,13,17,12,15,18,36,45,59,39
PA3901,32,17,17,38,6,4,4,3,17,7
PA4118,9,4,4,3,14,24,4,6,14,16
PA4742,46,20,34,35,30,28,481,719,1064,1207
PA0974,161,110,130,138,35,52,8,16,13,11
PA4956,6,3,0,4,6,9,1,8,21,9
PA4327,14,3,4,6,3,3,7,8,10,3
PA2774,1,3,3,4,125,168,42,79,143,95
PA5093,193,90,105,122,20,24,30,47,56,37
PA4960,64,19,26,33,8,8,1,10,1,4
PA0740,2,2,4,3,15,13,9,11,8,11
PA5357,2,2,4,3,1,3,6,9,6,7
PA4696,361,172,205,228,5,10,1,4,15,5
PA2004,2,2,3,4,75,81,7,8,7,6
PA1209,2,2,3,4,7,8,0,5,13,7
PA1877,2,2,2,5,10,5,27,44,44,41
PA0304,61,65,66,64,136,154,4,5,17,11
PA4614,106,68,95,79,66,80,20,32,32,28
PA3286,46,21,27,23,12,16,2,6,2,3
PA1473,3,1,3,4,8,12,3,5,16,10
PA4362,3,1,3,4,1070,1388,52,61,90,51
PA2113,3,1,2,5,22,24,31,47,87,71
PA4341,10,3,6,1,53,73,19,33,27,33
PA1322,4,0,4,3,2,11,5,8,21,15
PA1682,4,0,2,5,12,15,12,24,56,27
PA4994,10,3,5,2,52,47,0,1,8,3
PA1583,645,371,427,406,33,37,12,10,24,29
PA2017,10,3,4,3,38,40,5,3,2,3
PA5494,107,66,72,65,6,8,42,77,119,114
PA0978,7,2,2,2,83,113,33,56,91,87
PA1531,10,3,3,4,12,15,184,448,340,365
PA1856,15,7,9,5,8,6,4,9,20,16
PA0934,290,181,190,193,1,1,173,460,388,299
PA0959,19,20,31,15,1,1,14,19,34,40
PA0366,15,12,5,13,50,61,49,83,85,82
PA3763,144,78,102,118,14,12,6,17,12,11
PA0177,8,10,5,6,31,35,111,178,205,175
PA0402,140,84,78,101,2,2,271,461,527,458
PA5430,17,9,13,4,4,9,0,1,9,2
PA0316,201,102,132,112,4,0,26,28,61,52
PA0947,49,18,21,29,0,0,89,134,152,138
PA3741,11,2,4,3,0,0,4,11,24,16
PA4470,12,11,8,19,0,0,3,9,19,15
PA1770,366,209,225,244,0,0,6,2,2,2
PA1613,27,9,7,17,14,12,2,10,17,17
PA3686,69,43,37,50,1,3,9,15,27,30
PA4776,8,1,3,1,1,3,151,195,356,286
PA4800,8,1,3,1,5,8,13,30,44,49
PA0292,37,23,26,37,11,15,6,0,12,11
PA3865.1,39,19,30,31,4,2,3,10,21,15
PA2456,25,5,18,16,8,6,3,14,26,18
PA5047,14,18,23,14,12,14,44,53,113,79
PA4688,29,24,23,16,7,6,3,7,20,10
PA2654,50,41,33,37,225,272,29,33,91,44
PA0763,121,65,85,100,5,6,55,100,158,140
PA4744,805,461,526,515,1,1,17,24,27,19
PA1882,18,9,8,10,1,1,545,1800,1358,853
PA1081,33,33,28,41,1,1,25,34,60,62
PA3693,2,3,5,3,23,47,12,20,34,38
PA3575,2,3,4,4,6,7,160,262,424,356
PA4949,2,3,2,6,6,12,89,129,248,164
PA4838,4,1,5,3,15,19,24,30,36,27
PA0322,4,1,4,4,7,6,3,1,15,4
PA3672,4,1,2,6,2,4,69,150,215,225
PA2649,101,52,70,83,5,7,59,106,130,83
PA2787,11,7,5,6,1,3,23,37,35,36
PA0905,116,58,67,71,1,3,0,2,7,6
PA1580,260,123,190,184,1,3,6,19,30,29
PA1508,7,11,6,5,1,3,18,38,34,32
PA5380,37,27,21,27,13,21,1,5,1,2
PA4668,6,8,6,2,58,60,1,5,1,2
PA1964,45,26,47,28,0,2,184,259,328,263
PA4525,4266,2029,2669,2513,0,2,2,4,1,2
PA3325,12,6,5,6,5,16,4,2,1,2
PA3228,56,35,48,45,55,58,20,39,36,34
PA0727,12,6,4,7,0,3,19,27,56,42
PA0091,55,36,52,41,22,34,20,15,43,34
PA2587,64,24,29,38,14,7,16,22,35,51
PA5025,26,19,15,36,3,3,172,248,258,300
PA0835,129,114,101,95,4,7,6,16,26,27
PA0490,13,10,6,9,2,0,9,10,26,21
PA3294,6,0,6,3,37,45,5,8,8,3
PA0097,5,1,2,7,64,71,10,8,32,14
PA0949,5,1,4,5,25,34,10,24,46,30
PA2200,13,5,5,6,3,9,14,20,56,24
PA2083,4,2,6,3,2,2,7,15,29,24
PA4034,3,3,3,6,2,2,38,35,87,60
PA4538,46,23,22,30,2,2,48,75,141,98
PA4927,1,5,5,4,15,10,175,259,425,373
PA4293,22,16,16,11,17,18,2,1,10,5
PA4277,941,544,623,602,7,5,8,11,25,22
PA4689,91,58,79,70,5,6,5,8,5,6
PA1731,1,1,0,5,27,46,111,160,194,163
PA3710,15,8,7,8,1,1,2,3,2,0
PA1308,20,13,9,14,1,1,2,3,1,1
PA0092,30,11,25,19,6,3,21,31,64,45
PA2798,74,40,34,55,3,11,3,2,0,2
PA0480,6,1,3,7,11,5,49,93,93,89
PA1155,638,427,519,510,5,6,1,2,8,7
PA1191,6,1,7,3,4,7,15,24,52,33
PA1132,16,7,9,6,14,27,3,1,0,1
PA4643,5,2,4,6,12,12,8,12,29,20
PA5560,304,125,177,163,0,2,79,112,175,185
PA0308,4,3,5,5,11,13,24,27,76,36
PA3790,161,129,163,125,6,3,19,16,47,30
PA1450,3,4,4,6,5,6,12,27,46,39
PA2428,16,7,7,8,6,5,11,7,10,7
PA0018,3,4,7,3,63,95,16,22,52,31
PA3910,4,6,1,4,92,90,12,17,24,7
PA3156,161,92,106,98,30,29,22,36,68,52
PA1070,22,25,27,23,40,51,1,3,0,1
PA3746,83,23,54,58,36,67,1,3,0,1
PA3573,9,5,2,6,4,6,1,3,0,1
PA5017,74,31,47,59,28,36,101,134,172,136
PA3075,9,8,1,9,18,14,1,3,1,0
PA4941,287,159,174,190,102,88,11,11,12,10
PA0535,3,3,1,1,13,19,17,29,27,26
PA4030,3,3,1,1,16,17,1,2,9,6
PA2381,20,19,15,13,4,7,6,3,20,8
PA1378,6,2,4,7,1,1,22,43,75,58
PA3384,3,3,0,2,13,10,23,25,56,45
PA0245,3,3,0,2,4,6,4,2,9,12
PA0657,22,20,24,21,45,58,49,68,84,64
PA1821,25,12,19,21,98,145,194,331,384,323
PA0929,1,5,3,6,48,49,85,148,238,199
PA1863,5,3,6,5,8,6,4,13,9,7
PA5162,5,3,6,5,1,3,15,33,14,33
PA2580,5,3,6,5,9,13,6,3,12,15
PA1644,5,3,7,4,57,61,20,32,33,28
PA0531,4,4,4,7,14,18,5,16,13,8
PA3630,4,4,5,6,4,6,1,2,10,5
PA3792,188,95,135,142,17,23,7,3,15,14
PA5520,10,4,3,5,13,9,6,11,11,5
PA2961,24,13,20,20,14,8,2,2,10,7
PA0805,253,122,166,139,24,25,381,606,872,1144
PA2037,24,9,12,11,12,13,35,39,47,43
PA5079,11,13,8,8,162,210,2,3,8,11
PA2965,119,35,51,61,73,99,3,21,30,36
PA1064,22,16,23,18,29,20,7,14,13,8
PA4581,11,9,17,7,3,15,15,24,22,22
PA3689,24,10,21,16,29,24,5,5,12,17
PA4403,449,219,252,296,0,9,45,74,73,78
PA0537,88,32,56,65,13,9,58,86,101,84
PA4271,1570,650,833,943,3,6,20,20,58,29
PA0545,102,60,68,61,204,177,5,15,29,20
PA3856,7,2,5,7,4,5,2,3,9,10
PA0276,7,2,8,4,16,23,10,20,45,23
PA1750,80,41,40,55,3,4,251,386,611,548
PA2459,68,22,32,35,4,5,11,23,34,41
PA4798,6,3,6,6,4,5,4364,5748,7733,6130
PA2365,6,4,2,3,3,6,7,9,26,15
PA3671,2,6,3,0,7,20,28,29,63,54
PA4415,127,76,83,80,32,49,14,37,53,57
PA4416,44,32,34,44,54,83,31,45,80,72
PA5225,11,3,3,5,7,14,6,7,19,16
PA0831,4,9,0,6,4,4,3,5,9,16
PA5473,28,16,16,16,14,17,26,41,80,56
PA5467,4,2,1,1,3,5,2,3,10,9
PA2331,4,2,1,1,3,5,5,4,14,13
PA1576,6,4,0,5,17,14,7,10,29,14
PA0769,27,23,19,18,23,38,20,19,27,17
PA4036,8,2,5,8,4,4,12,23,21,18
PA1182,4,2,0,2,47,47,555,816,1014,856
PA4383,7,3,3,10,5,3,29,35,75,55
PA4199,5,18,10,21,2,6,11,5,7,5
PA3171,40,20,22,23,8,14,1,3,11,6
PA0248,7,3,5,0,3,6,23,36,67,54
PA3803,114,53,61,72,3,5,20,34,31,33
PA2658,6,4,4,9,3,5,202,297,363,309
PA2814,6,4,6,7,6,2,64,100,119,94
PA0991,6,4,7,6,4,4,64,72,131,128
PA2272,6,4,7,6,97,114,27,58,59,47
PA4571,618,361,458,485,5,10,15,17,45,26
PA5289,5,5,5,8,5,4,0,6,1,1
PA3496,18,14,15,20,3,3,10,13,30,24
PA0314,20,8,15,16,10,11,11,8,32,15
PA1693,7,3,3,2,3,5,16,23,49,35
PA4086,7,3,3,2,11,16,3,4,14,9
PA0275,7,3,3,2,4,4,5,9,24,13
PA5535,12,7,5,7,3,4,35,67,69,60
PA0034,9,2,8,6,3,4,22,43,74,58
PA0602,40,24,42,25,31,49,10,24,15,22
PA4006,8,3,6,8,10,10,55,61,117,106
PA5139,3,4,2,8,17,22,9,24,37,36
PA2526,8,3,9,5,2,5,41,44,83,84
PA4811,27,23,18,36,2,5,80,124,204,178
PA3167,146,68,89,83,12,13,29,34,82,46
PA2763,7,3,1,4,6,14,4,4,17,8
PA1621,2,10,3,2,4,3,9,16,37,21
PA1222,7,4,6,8,7,13,3,5,15,10
PA2950,123,50,75,60,2,5,5,8,24,11
PA5038,74,43,47,45,44,63,55,94,101,92
PA3453,6,5,9,5,3,4,6,10,7,8
PA5516,26,13,14,14,4,3,3,8,5,4
PA2897,83,40,59,64,4,3,2,4,14,7
PA0319,26,13,13,15,2,5,2,5,14,9
PA3891,13,6,5,7,5,2,12,11,22,34
PA2770,15,9,9,7,11,11,47,53,76,50
PA5020,17,8,14,14,67,65,3,2,19,4
PA1630,12,2,9,8,36,40,185,254,303,287
PA1443,30,26,19,23,5,2,1019,1663,1813,1865
PA0053,16,12,17,14,2,4,106,116,168,124
PA4017,10,3,9,7,12,10,6,24,17,10
PA3806,225,100,126,138,3,3,27,35,45,30
PA1958,5,1,1,1,12,13,453,667,1025,987
PA5403,5,1,1,1,9,8,41,56,47,71
PA5003,15,13,12,19,6,13,117,134,191,141
PA2444,14,2,9,10,8,4,16,26,42,47
PA5498,7,5,10,5,2,3,11,26,37,43
PA3004,15,9,6,10,17,36,32,29,59,64
PA2993,22,12,10,14,3,3,17,27,55,38
PA1061,27,6,10,12,3,3,68,104,151,178
PA3053,6,6,8,7,3,3,1,5,14,7
PA4032,14,3,9,11,2,0,2,6,16,9
PA4878,18,11,6,14,2,0,21,18,43,40
PA2998,44,23,38,31,2,0,2,7,17,10
PA1729,15,9,10,17,2,0,150,192,260,198
PA3300,38,29,24,27,2,0,58,80,89,89
PA3179,14,4,8,13,2,0,1,0,5,5
PA0103,10,4,9,8,2,0,5,14,12,7
PA3230,15,3,7,4,2,0,10,5,19,19
PA4796,11,4,9,9,2,0,180,253,291,292
PA4664,11,2,5,11,4,6,25,42,39,43
PA5292,12,4,10,9,1,5,11,19,18,15
PA0363,14,7,9,15,2,10,9,10,28,18
PA5547,13,15,16,15,0,2,7,10,18,24
PA2971,86,24,47,30,0,2,3225,4251,5375,4918
PA2856,10,5,8,10,0,2,40,42,57,45
PA3538,13,6,10,12,0,2,11,16,34,27
PA2240,12,5,11,9,0,2,2,8,4,4
PA0833,190,96,140,139,0,2,3,7,6,2
PA3172,13,11,13,14,0,2,23,34,60,56
PA0261,10,6,7,12,0,2,31,23,38,20
PA4011,9,6,9,9,0,2,3,7,4,4
PA5358,13,7,14,9,0,2,3,7,4,4
PA4754,13,9,13,12,0,2,79,178,134,166
PA2797,39,16,17,24,0,2,12,27,23,22
PA1703,7,8,7,2,5,1,49,86,174,95
PA2543,17,7,11,5,1,5,1,0,7,3
PA5073,14,5,6,17,3,7,72,109,129,109
PA3748,12,9,12,12,2,4,30,22,53,57
PA1706,9,7,8,11,2,4,33,52,69,38
PA1330,10,7,10,10,34,41,5,5,4,4
PA0664,9,7,11,8,5,1,8,21,18,14
PA4445,20,9,9,11,16,12,9,6,8,6
PA3870,8,8,7,12,1,4,141,277,390,403
PA1716,15,4,6,6,4,2,6,9,16,22
PA4168,11,9,14,9,3,2,16,17,22,15
PA0644,10,8,13,8,2,3,9,6,7,7
PA1514,10,9,10,12,2,3,52,73,125,113
PA1387,10,9,14,8,2,3,23,55,56,37
PA1587,871,468,615,669,2,3,1,0,8,2
PA3961,21,5,6,11,68,82,51,51,103,93
PA2717,4,9,3,4,7,12,1,1,4,8
PA5091,4,9,3,4,1,4,54,63,81,69
PA5381,6,0,1,1,7,5,8,5,18,16
PA0081,42,19,29,34,18,35,24,40,108,43
PA4250,444,231,264,292,27,30,0,1,6,4
PA1156,570,324,365,374,6,4,35,48,54,50
PA1151,91,52,70,72,3,2,88,108,226,139
PA5078,261,110,181,180,3,2,56,85,125,141
PA1170,8,7,2,7,3,2,91,105,132,126
PA1551,343,215,259,280,3,2,20,15,42,33
PA1933,20,15,14,11,8,22,5,10,18,20
PA1896,9,6,7,2,18,14,12,20,22,14
PA0399,74,58,53,52,8,12,8,7,26,12
PA2780,9,6,5,4,4,1,182,18,44,18
PA1795,95,39,74,60,8,20,5,13,9,9
PA3255,23,6,9,11,3,2,36,44,50,50
PA2668,21,15,27,13,3,2,53,68,84,72
PA1324,36,25,34,29,3,2,11,20,36,32
PA1561,216,164,156,213,0,1,7,2,14,12
PA1094,733,522,512,531,1,3,5,9,6,7
PA4526,525,221,299,304,1,3,7,18,31,26
PA4068,39,18,26,33,1,3,0,1,8,2
PA2832,10,5,5,4,1,3,7,21,19,11
PA5227,14,11,11,6,1,3,11,11,13,10
PA4385,8331,6478,7010,7150,86,61,12,19,40,28
PA4695,90,66,54,71,4,1,2,7,3,4
PA5265,67,35,47,33,2,3,16,11,32,28
PA0563,41,13,25,31,2,2,1,1,7,5
PA0943,113,75,97,88,2,2,1,1,7,5
PA2234,12,8,8,5,1,2,14,27,24,24
PA5046,360,189,211,241,1,2,333,507,628,525
PA4567,358,151,202,210,1,2,4,1,8,10
PA2119,177,144,124,139,1,2,4,5,6,1
PA0006,11,4,5,4,1,2,2,7,1,6
PA5396,15,10,8,9,1,2,12,8,20,30
PA5155,12,7,10,2,1,2,5,11,26,14
PA5179,4,2,9,1,1,2,4,7,12,18
PA2303,17,19,14,12,2,1,5,1,11,9
PA3733,11,4,4,5,2,1,7,7,4,9
PA5013,167,116,104,127,2,1,43,73,79,71
PA5052,9,2,10,4,2,1,5,5,14,14
PA2639,216,111,137,180,2,1,11,14,15,12
PA3545,37,20,19,24,2,1,171,264,334,258
PA0427,126,98,94,88,2,1,1,2,6,8
PA4626,5,6,3,3,2,1,11,14,14,13
PA3070,26,9,15,10,184,267,9,15,38,17
PA5236,37,7,15,14,0,4,1,1,9,3
PA0286,116,59,81,91,1,2,1,1,9,3
PA1062,5,6,2,4,1,2,11,8,24,21
PA4760,138,88,118,103,1,2,2,1,9,5
PA2773,12,3,4,5,1,2,22,36,66,51
PA0837,101,34,75,63,1,2,4,6,13,15
PA5484,26,21,20,15,1,2,123,142,175,179
PA2781,6,5,4,2,9,11,82,104,195,150
PA4372,18,7,9,8,2,1,4,8,17,15
PA0573,6,5,3,3,2,1,5,2,13,9
PA0061,4,0,6,1,2,1,1,3,5,11
PA1384,4,0,6,1,2,1,22,25,30,26
PA0435,6,5,2,4,2,1,1,2,7,7
PA1008,29,25,33,23,2,1,4,3,11,11
PA1560,35,11,12,21,2,1,2,3,7,11
PA1528,46,23,33,20,2,1,3,10,18,16
PA5089,19,6,7,10,3,1,5,5,17,11
PA1422,2,5,2,1,1,3,123,129,246,214
PA4335,22,14,10,16,1,3,149,218,255,242
PA3194,84,39,58,64,1,3,8,14,31,20
PA0445,7,4,4,2,1,3,5,4,16,10
PA0650,84,27,42,42,1,3,162,19,44,21
PA2494,7,4,3,3,1,4,4,2,12,8
PA5450,26,27,28,27,2,2,8,13,11,11
PA0967,63,11,18,30,2,2,12,17,42,22
PA2623,1676,1260,1437,1367,3,1,0,2,8,4
PA1687,18,13,6,16,3,1,28,49,53,44
PA0983,8,8,5,5,19,17,168,228,250,286
PA2588,10,11,5,9,4,6,29,52,79,79
PA1192,10,11,5,9,52,59,73,124,113,141
PA3571,3,4,2,1,1,3,5,3,16,8
PA3178,8,3,3,3,1,3,30,51,84,74
PA2762,8,3,3,3,2,2,1,7,4,2
PA4858,8,3,3,3,6,4,10,9,28,17
PA5279,31,15,26,22,29,23,2,4,9,11
PA2242,32,15,19,16,1,0,14,32,49,46
PA1283,3,4,1,2,1,0,6,1,13,9
PA2657,3,4,1,2,1,0,9,11,30,17
PA0309,3,4,1,2,1,0,10,18,37,25
PA0160,3,4,1,2,1,0,3,10,26,10
PA4739,25,23,18,18,1,0,24,32,85,37
PA1889,8,3,2,4,1,0,2,3,10,8
PA1051,8,3,2,4,1,2,1,2,10,4
PA3291,3,4,0,3,53,49,64,87,152,130
PA1045,26,6,10,12,20,15,12,9,12,10
PA0628,27,21,27,23,2,3,3,4,13,9
PA3978,30,15,21,26,3,0,4,6,19,9
PA4451,37,9,29,21,4,6,1,3,9,7
PA2023,120,55,58,83,12,28,3,5,2,4
PA2827,71,26,32,43,10,5,3,8,19,11
PA1532,58,23,34,29,0,3,4,4,3,3
PA0970,48,23,39,33,0,1,12,24,28,14
PA0780,4,3,2,1,20,15,2,7,14,12
PA3618,3,4,1,10,1,4,58,93,173,110
PA3617,202,99,138,153,4,11,20,24,59,32
PA4499,47,23,23,31,5,5,1443,1402,2027,1749
PA2620,344,311,302,332,30,22,25,27,31,32
PA3008,13,8,9,5,5,10,1,3,10,6
PA3026,4,3,1,2,24,40,1,3,10,6
PA4979,4,3,1,2,86,75,0,3,9,5
PA0239,4,3,1,2,258,300,56,92,99,96
PA1411,4,3,1,2,0,5,2,4,12,8
PA3247,22,25,21,28,1,2,22,30,51,54
PA1586,716,438,468,494,80,108,1,7,2,4
PA1753,23,26,18,19,313,269,8,9,4,13
PA0306.1,74,72,59,89,58,72,29,29,51,73
PA5043,173,83,100,109,5,13,1,2,19,2
PA2235,62,45,36,49,8,6,2,8,17,11
PA1122,23,14,12,15,1,0,17,32,53,47
PA0348,5,2,3,0,1,0,231,287,385,323
PA1434,0,3,0,0,1,0,2,3,13,5
PA0993,0,3,0,0,18,34,8,24,22,13
PA1459,76,42,41,53,3,0,2,11,22,12
PA3131,4,1,7,1,3,0,0,4,9,7
PA0016,47,20,37,31,14,13,1,5,11,9
PA2192,3,0,0,0,4,4,9,11,16,5
PA0673,3,0,0,0,40,51,12,21,20,18
PA2910,3,0,0,0,7,8,12,11,28,24
PA3668,3,0,0,0,15,19,23,28,36,26
PA3440,28,12,20,22,2,1,31,67,92,102
PA0155,5,2,2,1,2,1,7,8,16,21
PA2321,6,1,8,2,3,2,13,18,40,27
PA0300,454,318,314,329,0,1,9,12,36,14
PA1150,84,54,63,73,0,1,126,208,285,167
PA2677,5,2,1,2,0,1,162,272,306,288
PA0960,12,4,6,4,0,1,5,12,19,22
PA3570,15,21,9,16,0,1,16,21,50,28
PA0165,21,5,5,12,0,1,5,11,10,6
PA4318,15,6,6,8,6,11,1,5,13,7
PA0793,7,9,13,6,54,77,6,10,12,4
PA2648,160,93,102,105,82,95,16,18,30,43
PA5316,124,42,67,61,6,12,12,19,27,46
PA4474,80,59,73,64,7,9,4,8,7,4
PA0895,131,91,103,113,10,19,12,7,19,29
PA3850,40,26,25,26,1,2,13,17,39,26
PA4494,94,42,46,63,1,2,53,76,82,87
PA1541,6,1,2,1,480,598,3,6,24,6
PA4665,20,12,10,13,10,8,33,45,66,100
PA3823,38,9,14,19,134,173,1,6,2,3
PA4401,15,6,3,11,26,32,1,6,2,3
PA3143,17,4,8,6,24,27,93,138,168,143
PA2986,28,15,18,14,8,9,45,72,122,99
PA4683,64,21,33,32,8,18,21,18,30,16
PA5063,69,21,48,44,26,23,72,103,170,153
PA2564,5,7,2,5,31,51,9,4,8,2
PA3186,59,56,53,61,12,15,78,104,177,158
PA0558,6,6,5,2,50,47,7,9,8,8
PA3049,59,62,61,60,10,7,20,19,25,21
PA4856,51,16,32,36,4,12,39,62,74,57
PA1102,92,46,54,57,10,14,6,23,37,28
PA4568,441,129,226,204,1,0,9,17,14,15
PA2569,8,12,4,9,60,72,2,9,11,25
PA5570,34,15,23,14,9,10,0,1,11,1
PA4413,92,53,55,62,16,17,3,0,0,0
PA5028,52,34,49,37,4,4,12,11,15,10
PA1963,7,5,4,3,8,8,9,7,8,8
PA2576,9,8,6,5,8,8,26,49,77,69
PA2920,7,5,3,4,22,20,58,54,106,104
PA3694,9,8,4,7,71,115,21,26,29,28
PA2106,18,15,12,12,53,68,14,15,21,12
PA4484,210,122,132,142,78,94,11,13,21,35
PA5199,19,8,9,10,17,16,27,54,94,63
PA4661,347,184,221,220,20,26,15,20,22,19
PA4342,10,7,7,4,78,86,9,12,18,37
PA0656,22,10,16,18,271,382,8,13,24,24
PA2973,95,48,67,73,198,199,6,7,18,15
PA3039,8,4,5,2,3,5,37,46,49,57
PA3842,8,4,5,2,50,54,32,32,59,66
PA0486,14,8,5,10,49,59,17,32,74,33
PA3495,14,8,3,12,7,9,15,18,42,28
PA3553,8,4,1,6,0,1,9,10,12,8
PA3055,40,15,22,20,0,1,211,300,365,338
PA4453,215,104,137,126,0,1,2,9,7,3
PA4907,21,12,12,12,0,1,41,56,93,91
PA0374,20,10,14,18,0,1,80,122,151,121
PA5190,9,3,4,3,12,18,295,368,503,412
PA1305,9,3,3,4,4,4,9,11,25,21
PA2072,12,5,6,5,26,15,54,83,119,63
PA2964,7,0,2,1,32,46,39,43,80,77
PA1509,61,44,45,39,70,153,34,49,70,100
PA4595,372,202,246,232,1659,2132,6,5,15,14
PA5195,17,2,8,3,13,19,9,10,8,12
PA3770,96,58,67,58,20,21,35,46,68,36
PA3471,154,103,121,127,55,60,40,73,115,98
PA0952,38,16,26,29,58,78,4,10,20,15
PA4701,94,41,63,69,9,15,7,4,18,11
PA0913,57,19,37,39,26,49,19,16,37,36
PA4185,10,2,3,4,37,45,3,8,5,5
PA4722,20,7,12,17,8,8,4,7,7,3
PA3439,15,15,17,15,56,71,11,26,20,24
PA4332,31,11,27,17,69,74,34,50,56,52
PA4762,126,93,94,118,525,555,1,5,2,2
PA4021,17,10,8,22,14,16,10,18,39,22
PA4764,130,60,96,88,105,116,2,4,4,0
PA0737,3,5,2,2,11,14,46,80,105,62
PA5086,17,4,16,8,5,3,10,8,22,20
PA2775,14,2,5,5,17,12,48,59,101,100
PA4249,462,193,272,264,88,140,3,3,3,1
PA3996,100,68,65,72,10,17,3,3,3,1
PA4681,12,11,6,10,6,10,33,48,55,49
PA4515,19,9,12,8,19,21,41,72,97,131
PA1808,14,14,18,12,27,30,3,3,2,2
PA0600,18,7,10,17,6,5,26,65,67,43
PA1850,0,0,2,0,10,14,5,6,16,13
PA2837,0,0,2,0,199,179,6,14,23,23
PA3338,0,0,2,0,25,35,25,39,26,49
PA1879,0,0,2,0,20,17,63,75,151,105
PA1402,0,0,2,0,58,65,143,213,326,312
PA2870,0,0,2,0,41,61,11,20,16,20
PA4962,0,0,2,0,150,170,5,7,20,11
PA1569,0,0,2,0,17,16,107,162,214,153
PA5536,0,0,2,0,13,11,154,245,288,261
PA1558,0,0,0,2,17,29,88,123,153,132
PA1400,0,0,0,2,11,8,5,5,15,12
PA3684,0,0,0,2,16,9,13,24,43,34
