,A1,A2,A3,B1,B2,B3
PA5184,121.0937896,130.4180181,91.87484188,174.4950393,181.6999086,187.3443
PA4703,744.0312121,773.5114773,678.6729211,28.12777525,16.0310774,38.06167462
PA0242,4.08442331,3.091425235,2.36064658,5.643273333,4.020392245,5.289219589
PA2646,70.24081068,65.34441134,62.58005326,60.63583705,60.19436101,51.96947099
PA4565,184.4474159,190.215596,151.1066963,323.6247591,457.9207776,494.3997863
PA1685,187.2858566,189.0141552,219.4551486,67.16462685,51.05898151,65.49376156
PA4157,61.24591527,55.98065658,41.03755195,82.92025363,98.91926529,98.57267662
PA2283,5.336643625,2.59663363,2.159068734,1.264013604,3.001703793,5.83099729
PA4477,111.7886402,120.3106915,126.7681785,80.89687064,76.54344671,95.45558527
PA4644,55.2934588,63.00945149,63.56563844,60.91265556,64.63162217,67.75766471
PA2197,44.18682474,32.0151418,37.25864443,59.18213983,75.89278837,75.83666996
PA3503,0.848740268,2.179557762,0,4.137843497,1.889673631,3.262941489
PA1191,246.8133841,215.2845337,252.1063245,34.1283673,38.06706173,41.34707169
PA0569,11.30302193,11.61042553,21.96002758,7.825612884,10.06622323,14.70748361
PA4293,65.36893941,46.03046527,81.85279863,4.658910379,5.663561381,3.07027593
PA3686,456.28303,432.9886577,389.3263585,832.3529581,959.6071812,849.3819386
PA5388,5.23344638,9.855593457,7.183756764,2.289762662,2.718795608,4.359275929
PA2903,13.89433287,19.02961503,10.97489888,53.93500904,51.66682653,60.53824686
PA2695,50.81870793,49.53360891,45.21472124,48.96678787,49.88293354,52.76418743
PA2366,21.50999325,19.82883863,15.74718183,1.447870128,1.964751573,0.42407253
PA1606,18.02905821,14.99188473,13.19883528,6.439314585,10.704189,13.86237092
PA3168,238.8850212,246.1406346,232.9631158,475.0269825,390.7575116,440.5053407
PA5069,30.76185384,45.42280237,24.2797488,66.33400968,89.89257308,79.08803367
PA1186,4.416361737,2.886845624,5.29062557,1.806795916,3.575558929,3.395698422
PA3248,146.8920317,131.0735497,124.6459883,100.7157796,106.3728781,105.5283749
PA0815,204.7585896,193.5716881,181.0125981,75.9839121,92.13248386,94.72620126
PA4863,122.9455549,138.3610211,99.27222371,101.0290078,144.1116003,128.5908674
PA3179,154.8475811,113.4064641,137.1187971,244.1897908,253.5043563,261.4456459
PA1303,12.89220749,22.59071258,14.15732213,30.14672445,31.74301761,22.1577897
PA2370,15.30152685,11.99506863,17.68744045,0.604041899,1.07583189,0
PA1481,79.94258011,89.08892177,77.84916814,72.97059749,71.86675903,76.54392023
PA1242,55.66477169,54.56884887,49.96701927,27.7184709,45.66551404,39.95861087
PA3529,1139.585119,1116.164903,1168.63163,2788.338546,2477.951282,2685.043707
PA4170,21.94625827,24.34657127,27.47382732,42.46841847,42.99868295,46.57298157
PA0984,96.43065077,105.4852634,89.39053906,98.62785046,64.68809366,84.73669456
PA2797,138.2014497,123.6707247,135.9351207,167.2501975,154.7928307,177.9721782
PA0692,0.250469223,2.315530172,2.750478125,3.193663729,2.453686311,1.733250571
PA4299,65.47835657,37.61952137,71.29440554,2.080998006,3.953463532,7.253191751
PA3911,56.34829404,36.68499837,27.01705112,24.40575103,33.21943703,24.40882587
PA3012,168.1750549,183.9662994,227.8496079,95.83245538,116.7062435,94.8819879
PA0319,86.86728045,79.88189275,83.58119587,143.9596584,119.727049,127.2217591
PA1535,21.3847091,14.6442001,12.91575694,39.02930777,29.83677895,36.4475392
PA1793,562.4693787,511.0362692,619.4706365,1565.998637,1633.858115,1705.882846
PA5302,95.32522794,118.6763113,81.23129948,94.94931238,61.46365824,83.55591089
PA2775,29.42162259,13.06888227,17.46420091,65.00956956,55.23717833,64.19758181
PA1981,0.631970956,1.298316815,1.387972757,0.474005101,2.251277844,1.943665763
PA4140,1.826163564,0.703435866,2.757377318,1.198487815,0.203292648,0.175514969
PA2622,1624.568151,1651.801402,2019.546119,315.0310828,308.5982399,352.9355283
PA2806,61.60005705,55.68232404,78.46806275,84.27365788,80.31454028,86.01247266
PA1550,629.4430718,645.0037936,571.289587,158.6969079,162.0920048,180.760916
PA3351,5351.530052,4346.764696,4728.823185,3181.522241,2576.587493,3232.316164
PA4072,6.591825823,4.231938109,5.127400368,3.29609986,3.913690257,2.745379006
PA1068,42.85894079,46.66603107,36.00449269,65.73862901,70.04054054,70.19165969
PA1696,3.434106325,7.936880151,3.771095794,1.287862917,2.293754785,3.960677405
PA4099,0.313806268,1.289362906,1.723000664,0.23536805,0.279468974,0.965130586
PA1594,15.57447885,11.29274223,14.08466315,21.30159838,16.31798706,19.72364184
PA5328,4.200176197,5.393008308,6.91851036,21.26459809,16.83263127,23.41369681
PA0778,47.52421586,42.58479153,43.30475003,116.794857,141.3802486,112.7326143
PA0995,214.1727777,248.2023594,234.3280904,211.2428252,198.4229714,223.186448
PA5287,36.66858114,36.08324294,27.74692266,37.44105307,44.45638506,45.01582558
PA3069,201.3061102,176.7731595,248.4741269,117.5237551,143.8014673,143.3472408
PA0890,85.53577707,112.5356498,103.5797009,80.41404999,66.26293329,68.47042311
PA4102,13.80747578,19.01810286,12.75020492,7.296409561,9.781414083,13.27054556
PA1107,30.44864574,32.68244132,31.18242556,5.645293839,6.093684391,7.365470261
PA2676,5.515382885,8.498073697,2.271228149,4.136771794,4.911878933,3.180543976
PA3014,200.5642796,211.110666,229.4574851,408.253444,286.4342305,315.8999789
PA2788,1670.65561,1450.942254,1617.353518,70.43787086,50.27289623,113.8359734
PA4292,77.16752289,65.24439438,74.33868785,164.2340614,171.9333051,171.7883202
PA3608,0.458072907,1.882123705,1.509071052,11.68152169,16.72593674,15.14493927
PA4707,27.46761568,19.23725524,20.10867849,51.19255095,89.69420388,111.9978138
PA4956,56.71009958,60.31445321,61.72396498,112.5483289,113.523996,127.7245656
PA0382,129.1929196,112.049378,117.7794026,217.1112652,187.7806931,156.03124
PA2241,70.57636493,78.164197,51.03014734,20.0413391,20.4339389,27.24440436
PA1150,57.17413759,53.85192354,57.57069611,24.78016234,25.72329641,29.50991672
PA3466,69.62708193,68.07014065,64.05168242,130.5581836,135.4392926,116.463409
PA2807,12.59033399,8.168051418,14.55350076,1.491045173,5.311267148,5.604550793
PA0314,152.9713977,135.3078505,169.7323262,107.5641148,92.24107277,112.7174885
PA3187,31.3927898,290.2190982,32.53666371,79.36829605,27.32946593,66.44624819
PA1374,4.846357151,5.807855101,8.869885077,27.86813425,30.2124151,29.18948939
PA3889,21.00088099,24.26853738,29.30757861,31.50310828,52.21232847,36.66800219
PA2466,0.665070531,1.024737267,2.373585568,14.09198114,19.99003104,22.37227949
PA1396,14.63462501,22.28977186,16.62488626,20.06066692,24.26885839,19.78874496
PA3836,95.88899187,115.7015341,94.72275432,239.6313888,224.1195434,225.6917908
PA2310,4.611679946,3.315971324,4.051379941,2.075373687,2.874942653,1.063763019
PA3660,41.74917406,61.67674106,37.86160738,79.16373858,76.45061051,80.25135446
PA3966,390.0163612,414.6452959,464.6932792,696.2186929,774.5682229,730.2074606
PA1684,39.75166758,43.14406646,37.06344836,84.38332574,68.8000405,98.03764674
PA4950,87.86142059,104.9699904,71.22370702,86.82935438,98.06118522,104.0881339
PA3075,59.72125531,52.83958507,53.73291594,24.46702803,38.43725849,32.99229717
PA0261,10.69020749,5.912816337,13.54527631,3.700666334,5.858747161,8.851875404
PA2318,107.4143421,105.7383268,116.7262335,46.15721807,53.8092311,67.96457497
PA1090,57.44358623,67.88845752,55.61939701,19.45780217,26.95421347,51.76659133
PA4566,139.5242806,152.2762935,143.6398343,415.3262979,487.7694911,573.5294435
PA3256,219.8550173,234.1338435,202.2029845,117.6950237,129.522116,126.2111189
PA0974,190.6116325,232.5072964,192.9635435,559.5811206,551.7022418,507.2331534
PA4230,1.338291435,1.374688392,1.469618214,8.030204071,27.41261846,48.36297752
PA3060,2.068268582,0.424903685,2.271228149,1.241031538,3.31551828,2.544435181
PA3489,46.20193817,41.70593091,45.35467903,74.55735626,56.73220168,52.20985266
PA2785,0,0,2.053439148,0,1.665328816,2.875560307
PA2831,55.90926029,50.34430628,44.65137892,56.0939654,54.96470907,51.08325817
PA0659,66.92202743,65.61743813,55.95192687,119.2116228,119.1985773,114.6058966
PA5061,90.34911389,74.64854665,71.17604184,58.92667735,78.71374334,89.85608774
PA4548,92.7490963,119.8577627,85.42306856,134.6434217,113.908491,128.2499897
PA2162,21.64653914,23.14281235,17.46420091,2.208955812,3.540844765,2.377688215
PA1134,2.353547007,0,0,4.118940881,5.589379476,4.222446313
PA3885,36.77551534,69.78897509,26.01022921,26.18066533,45.51898765,57.0319461
PA0841,16.63663541,11.39273005,15.45854659,11.51832396,9.877481542,11.47977591
PA1454,258.4378877,305.3862925,275.2631524,271.8124058,221.073882,279.3898488
PA2683,31.04335834,43.24487036,32.68870419,44.97289523,43.5527583,48.39182798
PA4284,111.198485,107.3580883,101.658422,60.39570618,56.88180506,60.81833129
PA2963,80.3433704,80.52531833,69.81106406,100.9224576,97.9498829,93.56251652
PA4011,67.31789248,73.31043713,49.96701927,90.69730488,98.53195497,86.74606927
PA1422,49.92994691,48.93521632,64.38703154,46.38251261,40.38701797,46.49144148
PA5513,22.82860271,20.57809996,20.46430823,29.00328825,26.13941033,31.88142546
PA5155,22.45548746,21.24518424,15.57413588,35.0148184,29.4712736,25.44435181
PA1788,147.8812036,134.8252077,147.9792494,295.9979549,323.4047211,222.0264353
PA0759,75.40316316,81.90524363,64.71918686,84.83337015,78.73040233,88.63115881
PA2427,2.625110123,5.393008308,6.726329517,5.906832802,6.234307877,16.14737711
PA4711,95.31865379,87.03199614,117.5947953,112.094034,107.9448911,114.0060505
PA2053,1.23534594,1.268943131,2.713141318,2.779686025,3.300515935,4.274305706
PA0280,12.82326521,11.89730318,17.71557956,31.64630422,20.99828244,31.48738537
PA0994,12.83803856,11.01714554,11.9563939,8.410204799,11.43327534,10.62074506
PA3347,1482.82691,1459.919072,1879.641695,233.8796936,261.0158018,310.7578556
PA0085,56.94717421,61.07664623,36.78553566,77.25992352,70.10727815,80.4892264
PA4684,26.48148041,16.51530951,24.925811,82.99577545,83.94718724,82.41501943
PA4079,207.7261054,246.905989,215.7271745,241.2727184,253.180664,262.3948781
PA4941,723.9510594,758.1453886,606.3239338,717.0487654,799.4209995,815.0527798
PA4409,396.7197674,393.8768637,344.564237,218.2793492,221.1880482,276.2434966
PA3753,251.1705366,288.4489015,226.9930304,157.3805281,141.7147242,168.5324817
PA0008,48.42465915,54.04030514,39.60889265,163.3677611,124.5860446,154.9087426
PA4185,14.60555097,20.77306904,12.9544124,78.36884343,53.5303843,59.60575008
PA5266,1.578100883,1.418392358,0.433240051,1.331598146,1.405422007,1.061713379
PA1751,70.41962077,83.46322381,70.19176516,73.13221564,93.5888361,82.46696167
PA0188,10.21471422,10.01558686,10.19735087,3.482486459,9.097000269,5.354997511
PA4910,9.85092871,7.227743093,8.75710647,2.814710705,2.506577394,3.967482692
PA0020,436.6586687,578.5026397,563.6630419,414.3303539,361.8632914,363.9769887
PA1233,0,3.260888744,5.229106668,1.190524441,4.240779195,4.881765173
PA3000,36.59515219,32.81702928,34.12641103,38.33995305,38.79861817,37.51688469
PA4499,72.60942894,82.04257319,61.39564602,171.0049042,172.0072072,137.8968827
PA3708,197.8453162,205.550092,193.7947377,172.1502726,166.3458005,152.3146695
PA1507,41.31094352,50.42935839,29.91446548,23.35098815,34.65782997,21.86623984
PA4875,66.1001755,84.28701667,100.1194449,42.73960655,62.92718368,51.40797611
PA4348,874.2618661,1081.071742,1174.60638,290.7424268,211.5857467,522.7867418
PA4333,108.0222481,83.6340934,91.17997414,404.7033162,280.2309118,311.3614813
PA5455,86.22737414,104.5826473,77.0209855,100.1224477,90.89689772,103.0250239
PA1956,1.674916889,2.580703362,0.919638391,4.396906217,5.220754756,3.219569056
PA2979,23.01861269,35.19202284,23.51389142,75.48391827,76.27859049,93.84475639
PA3036,0.438925165,1.803449723,0.963993941,3.950550556,7.036148118,4.049824484
PA4558,183.864856,183.1421597,193.7496666,257.703998,220.8090065,262.0378782
PA0637,65.8580259,61.49921754,38.13272523,3.592459716,6.398368611,7.365470261
PA3081,23.05030907,24.90718311,19.39509301,57.92841292,39.98980382,49.02641143
PA2569,138.9005637,115.618529,198.5531555,109.5700213,122.6353984,107.7200026
PA0474,0,0,1.110378206,12.1345306,11.70664479,12.43946089
PA3602,61.26234649,66.58406905,61.13283363,156.9142251,146.2450211,143.2666262
PA2665,32.67704648,29.5053775,46.59086932,33.00832436,26.05050077,32.21682287
PA4420,425.1675173,406.8114483,421.0596592,486.4922676,524.9922576,458.6060799
PA5391,1.820076352,2.492768284,0.666226924,1.365134692,1.080613365,0.932959566
PA3977,72.39906518,71.74717127,59.18990367,205.7270739,161.3345655,202.5590367
PA4241,646.9683168,608.0050374,739.427907,2313.559151,1860.312232,2085.047031
PA2490,149.6102762,162.6531306,117.5224293,12.28621223,14.58828043,17.63293581
PA0010,14.83757896,21.33755461,23.6257102,43.40238015,32.37435422,39.35923171
PA0470,5.439829695,7.15933606,7.467051447,11.85780134,21.19509403,22.48165331
PA1149,21.08625042,12.53984046,20.71803238,13.31838724,12.84875648,15.35970018
PA0578,38.2216034,24.30449077,28.98087118,228.6600609,291.7656086,230.9074927
PA1057,101.4042539,100.1558686,83.94459237,94.77935148,74.3307622,82.76684153
PA2120,9.545854994,18.63039234,8.386073164,8.591756803,5.950930246,6.605745182
PA1432,2958.5251,3020.93899,3218.420236,1558.585091,1168.747549,1588.398301
PA5494,1901.229241,1665.272009,1956.44061,802.192551,589.0456875,1024.692575
