,A1,A2,A3,B1,B2,B3
PA2435,76.91334736,85.78304755,68.38386625,23.04438094,26.62765185,25.84312092
PA0857,167.2864294,148.4663464,148.4314396,269.0118364,342.0618042,259.3078795
PA4613,5.311506864,7.365548311,9.915634174,13.34591795,13.00835642,13.27289266
PA5407,23.92368401,23.1287779,20.08983249,43.27617709,58.90456875,63.84040332
PA1414,13643.57235,10395.92235,13195.1367,1160.364488,755.9098301,1756.027261
PA3480,237.6210793,192.8927839,218.903132,522.2181917,583.4025728,428.7171341
PA5270,61.28828533,56.75499219,53.53609207,51.88904824,56.64950168,61.04697163
PA4667,105.7861636,113.1710474,96.38308285,182.2489462,184.3076603,181.1457026
PA1078,30.64414266,31.47755869,33.65125787,57.11277793,54.58200162,57.11997345
PA0013,23.79457616,14.79366499,16.50286875,58.70705384,56.88090994,51.51605863
PA4791,92.98216147,86.02760112,74.58844905,57.86984021,58.14169737,64.39449181
PA5039,452.1259031,518.7263482,486.0953377,659.2890377,602.22333,576.965385
PA1142,35.98268102,26.98760643,21.95203775,37.6982802,51.88300572,43.91546076
PA1589,468.0855146,426.3391703,369.6884196,2203.355065,1589.021875,1853.784355
PA0005,161.3730487,164.6748816,157.4542119,119.0524441,101.307503,120.823688
PA1913,24.0538725,22.23725011,22.45214082,48.71185465,23.02848967,34.67773719
PA5203,80.14540755,78.6071817,72.67930075,97.92514481,92.78846297,109.1324152
PA0942,121.1762063,128.9707655,113.8286107,200.9376064,165.1258124,189.7100937
PA4004,47.25198222,47.63824005,30.74893493,63.00621656,57.66734786,75.35442652
sRNA00043,174.5483059,317.2149805,169.5602129,619.3459443,508.1982937,443.920515
PA3289,645.9292706,571.0336043,725.6080189,34.1283673,26.42804426,47.91558643
PA3523,1.414567113,1.089778881,4.271791803,15.11904355,16.06222586,7.885441931
PA4602,145.9762194,107.0086385,148.8252129,440.157962,417.6389693,436.1530174
PA4346,69.47166434,58.84157279,57.55129898,13.71229043,24.96506324,26.23948781
PA2013,86.214143,130.2026291,76.64114234,11.54719194,9.140526586,12.62652045
PA3389,10.88089124,5.080370145,6.517437296,25.96723599,22.90430503,15.21129728
PA5371,1460.105696,1517.472693,1512.335117,916.9154682,991.4627627,893.3087848
PA4014,61.77631414,62.43292829,43.76673221,90.42771774,112.6953537,100.3612526
PA3980,74.51319294,63.36483139,73.77680697,231.11089,225.7321543,227.9959075
PA2529,23.41730035,20.82739192,21.01123614,52.04933005,42.98150964,47.42869762
PA2747,4536.854114,4698.116088,3346.928791,587.2432856,916.658234,677.40103
PA1470,174.2390166,138.5082378,174.2752135,28.30157288,28.16842766,24.31952528
PA0452,65.41972549,62.43679052,91.07196342,3.863588751,5.505011484,3.960677405
PA4324,662.0527731,656.6886449,525.9028778,389.9165964,307.9748091,391.8430179
PA1534,58.30646606,46.50453395,39.92339731,136.3419699,175.9390605,158.2280672
PA4406,1300.093696,1101.895559,1117.485295,2713.2052,2636.802394,2025.498776
Novel00046,1440.843052,1544.745162,1440.854984,55.47286458,35.37292078,88.45954417
PA0531,75.39228405,67.46901607,57.70249924,7.282622311,10.17313838,10.10055598
PA0267,77.46699974,67.30474368,62.95844428,34.81093465,31.60794094,35.94809829
PA0154,4.054625537,4.859047089,11.87335111,8.616567982,4.814614004,5.715531997
PA5309,19.23489781,14.34049936,12.94600045,73.06573181,61.61338137,67.0299643
PA5135,27.51278207,37.50022056,22.07845037,57.93885612,68.7948625,65.49701607
PA1983,0,2.881196219,4.106878296,2.103803464,2.497993225,0.718890077
PA1812,124.7687855,145.4600185,131.6887798,213.3820348,203.5996771,197.7525511
Novel00005,26.19005216,41.57633149,27.45281001,297.3334791,370.0079848,275.514622
PA4872,64.93501569,77.89900889,63.49975365,114.8277358,134.6545561,136.2995617
PA0339,63.37765869,70.66552949,51.75155567,77.19511651,79.11633568,79.55146303
PA3044,8.278649176,10.7714802,8.080919558,4.829485939,5.079028452,5.09229952
PA0490,488.9133671,509.3641316,703.6172101,198.5017282,236.935507,189.5669119
PA2201,24.06202635,18.53732347,19.81742798,32.62440535,35.8525536,36.64633551
PA3821,95.61995329,85.80180689,83.03697888,264.2887574,239.0269781,261.972342
PA0837,3429.495719,3338.405303,3064.643848,3761.704485,4757.700511,3608.091545
PA4286,106.5702601,111.3135838,99.27657776,173.3361813,179.6875185,184.5970984
PA2748,17.78235517,26.32449266,28.14234419,42.36624906,40.98878282,35.38812148
PA2436,181.693829,234.0193674,188.1516726,40.95404076,37.72831146,54.28859546
PA0533,28.01525975,29.90569597,21.71604862,29.04688002,29.59728257,31.67745007
PA4447,55.45545136,67.71902477,60.04559418,132.0535121,97.39334947,119.2703991
PA1716,13.85499053,17.73142166,11.97213107,8.858611146,11.32756107,14.32038602
PA0099,5.996375579,9.058024289,7.746824693,1.851926908,4.711976884,4.33934682
PA3329,36.3604418,31.33544782,34.17608767,0.462235223,0,1.421552387
PA0177,314.3002219,308.9994019,322.0096797,0.632006802,3.752129741,3.887331527
PA2696,27.94244735,31.05504113,29.67839735,20.27087588,16.72593674,16.90597872
PA0645,56.72965254,38.24133164,36.98857271,30.58256291,42.62809217,62.70215268
PA5397,3.084875173,2.376579932,5.928290422,2.892234517,0,1.778948326
PA1905,1.263941911,0,0,0,0.562819461,0.485916441
PA1873,2.802170337,4.523168258,1.75837018,2.702246091,4.634595445,6.155891567
PA0862,255.7521081,253.0374703,203.3140784,166.7190357,175.5996719,168.8978525
PA3898,56.18092822,66.29364634,46.90781401,77.65944804,90.14300267,83.18096134
PA4126,2.510450141,4.835110897,1.723000664,1.412208302,3.353627686,2.654109111
PA3525,262.9248228,241.4101798,299.8021156,548.7437974,474.8976348,496.0943556
PA0673,75.2695127,51.10757406,54.63683415,36.36106423,35.22092628,58.85492592
sRNA00018,47.25198222,40.44756231,17.2962759,0,0,0
PA5442,16.20288559,20.76761392,13.38402302,27.74722299,30.51994943,24.91648842
PA1802,1311.669779,1235.036792,1544.998959,1775.074729,1625.66513,1716.689301
PA0811,11.15671802,11.46014265,8.64813795,4.676242635,5.260197271,4.79375258
PA0173,48.36202879,57.6897803,44.54202861,0.292528863,1.042020031,2.099159024
PA4596,28.4058159,24.31529757,19.06256226,594.1886839,647.8995452,547.8441038
PA3563,67.83920949,71.38381905,60.86891438,107.9697438,127.0948674,132.9467382
PA4637,212.3422411,276.7269554,183.212404,386.2464426,566.6787946,482.0291093
Novel00034,0,0,5.484185042,0,0,0
PA4268,2624.432676,2418.764226,2713.934474,7730.075194,6301.980283,6894.213812
PA4054,45.87487527,40.22653738,52.83397939,103.5040648,63.10959203,83.45017433
PA4957,127.0915384,102.9878621,99.24483827,172.995517,194.5104058,185.3050725
PA3333,52.78771293,69.05005803,36.6827362,0,0,0.634187016
PA5220,119.5670596,115.6544409,102.3047365,4.484019061,3.105777464,7.661164323
PA4892,6.094005644,12.51948357,11.37641957,4.11368713,3.256312596,1.405686847
PA2623,1121.041061,1225.821779,1039.647909,2544.477485,1894.329414,2159.528634
PA0941,50.75212905,61.12076082,57.654253,32.81573779,35.84727029,33.64036898
PA5250,63.12715411,68.72355251,63.98938436,110.0741017,89.37484059,101.2242692
PA2705,60.63071605,67.61792142,71.14593353,86.79346202,76.21204033,76.45414213
PA0516,52.79610793,61.01097948,56.45128895,14.06818194,33.71761169,9.347400236
PA0707,2.100088099,5.393008308,5.7654253,9.450932483,9.819034906,11.30316398
PA2946,79.92001931,76.7005626,67.90389798,262.5259023,241.5794302,300.0720913
PA0671,17.80509475,16.00316596,23.6257102,4.45152617,6.607011065,6.845083775
PA3739,37.24911162,39.17861918,39.92462814,33.29188771,51.05103583,31.38448541
PA0325,1.321023159,0.452316826,0.967103599,1.651372611,1.568632305,2.031444217
PA2931,88.00115358,88.25918165,105.0068324,170.4685961,119.717699,106.0235142
PA1447,6.066921174,9.347881067,8.327836545,2.275224487,4.05230012,9.329595664
PA0390,37.00023637,33.57857278,48.52060555,129.3285498,95.3356923,112.691695
PA0282,1.500062928,3.595338872,1.098176248,7.875777069,6.234307877,13.45614759
PA1709,21.21372775,26.05406041,23.29543466,8.993285978,12.73188889,20.21149736
PA1944,77.05968427,77.1765584,78.27494752,24.77058917,32.35304128,29.62522817
PA0527,41.55991176,39.04591411,80.70168335,57.02140576,55.06714767,69.36577469
PA1492,12.61817639,23.56608672,20.15476407,19.78871717,26.5612949,25.57798811
PA3766,11.72841563,16.73248401,12.16380899,192.7967671,192.3633637,207.911932
PA2476,41.96090423,36.55494347,42.57889969,331.0584423,231.3122286,385.1180856
PA1060,92.6611719,111.8959936,105.7249183,63.05837402,64.00487276,79.93486351
PA1714,65.04966024,99.72198033,74.13879032,47.68114854,44.3266042,60.24662182
PA0669,7.40728748,6.25003676,4.648094816,4.762097763,5.06537515,5.593689261
PA1347,1.181867761,2.428021056,1.297844656,3.102578846,2.631363714,3.180543976
PA0541,412.1937621,355.5860641,358.5868442,258.9740813,239.9597326,278.5158706
PA4553,25.07248036,40.06234743,14.53122499,12.01457828,11.16450033,21.9554898
PA4572,267.0476104,269.5456968,290.3423401,366.3000976,403.0661624,370.409857
PA0230,50.74452004,58.52586407,45.94793294,24.70597024,33.56361621,36.05077455
PA4401,73.40402269,66.8020746,48.78855183,53.12434533,51.03604396,61.88558445
PA1885,84.35747138,64.59490849,65.68698039,48.89176214,69.66313689,54.83758126
PA1929,27.57691443,31.15960356,27.25473778,34.1283673,40.5230012,39.22670904
PA3185,440.7596871,541.1238195,401.1436758,284.0826067,276.0986173,270.1558533
PA4994,22.35577653,17.74473701,18.59814613,9.908235668,13.87636269,10.67810422
PA1522,62.89013824,55.58650706,68.52619785,20.1113593,23.01127568,27.73888711
PA5426,61.59404728,53.86431468,49.35766538,212.2617966,179.3884078,215.0358025
PA5386,0.847861655,1.741841193,2.327656177,0,0.377543489,0.32595637
PA2753,2195.012081,1936.133127,1888.753328,513.5636711,306.3538891,842.1826006
PA2059,5.338212765,5.091722927,10.46795096,1.715951429,4.754095113,3.518143616
PA3157,213.2089441,210.1047554,204.864779,181.5304108,199.3345726,208.4165031
PA0289,37.84738209,45.42895472,49.03305629,49.43828908,61.35258126,55.58520781
PA1648,30.15350375,22.18377746,26.84795065,10.69695095,8.709421153,9.399219512
PA0185,10.38355247,11.44638498,12.23682105,6.458429434,6.540818375,6.815451378
PA2251,27.50115367,32.87166969,36.7889043,62.63117955,57.89000171,63.051663
PA1311,29.67515792,37.08670206,35.30278535,47.1119853,38.76113158,49.81699859
PA2755,739.1143392,759.2157251,896.2033328,1567.71718,2562.300537,2003.620377
PA2919,6.349103554,6.521777488,1.743035556,0,2.82718613,6.102206466
sRNA00051,27.30114528,63.0981972,82.44558179,5.119255095,0,5.247897561
PA1046,51.14462573,44.02630001,46.47328309,36.60470002,32.23663552,42.23242101
PA2557,155.1091617,207.7214987,86.22627219,61.61227371,53.14609538,56.65871703
PA2308,3.858819121,1.981882912,0.529685717,0.361784812,0.429572451,0.741752305
PA5381,121.3384235,131.3154721,132.0556938,49.5673906,60.7845018,53.31197522
PA4198,13.87766165,14.77345344,13.02282757,40.31058541,24.71828169,38.4134461
PA0736,163.8720296,126.8322288,206.7847528,110.2044892,201.9380108,169.8364939
PA2249,497.6572404,410.8491784,513.996401,53.93713993,32.30504991,36.94324157
PA2269,16.6387577,16.04487049,18.64441017,37.69401762,49.5953149,47.25718699
PA4701,79.65017434,78.58679284,88.04169614,129.1113473,114.568869,128.7296177
PA1034,171.1415077,171.6103539,125.2904364,249.0861434,266.7260228,363.4364878
PA1937,3.975894944,6.806709515,11.64280061,2.982090347,3.540844765,3.057027705
PA4129,1313.972299,1259.383241,1218.520869,84.16934758,80.54878766,121.6997103
PA2875,177.1005666,221.3248311,239.5477688,81.97499989,78.66229645,83.34896126
PA3603,222.3722317,219.3736605,186.1674428,306.3296194,328.4323888,245.4661762
PA3427,35.92255958,42.43446011,33.53049977,29.97458575,28.39276071,33.83512901
PA0775,9.395130968,10.21833153,21.24104058,72.95456654,62.9993217,60.76512965
PA2060,1.610687037,1.654492224,0.442186011,1.510104748,0.71722126,1.238441902
PA4270,594.1955787,679.4487032,555.7201534,1256.220685,1016.158302,1139.478279
PA1974,1.70632158,1.7527277,0.749505289,3.071553057,2.127457563,2.623948781
PA5129,8.029748613,6.598504282,10.58125114,24.09061221,24.31380072,44.45277934
PA5160,8.41473656,6.810100154,14.84076475,7.841449274,10.21906319,12.54789952
PA2434,63.75267442,67.79781873,36.23981617,11.8136656,12.02330805,19.60752935
PA0931,8.083784606,5.66156996,5.649030442,12.95316229,13.90762491,18.22284752
PA5071,26.02863427,38.6194239,20.96074113,46.420364,45.3308149,38.69212609
PA1139,48.71759141,59.95195808,64.62165743,64.3976966,75.1751789,73.06260209
PA1810,31.46722914,33.68879216,22.14447445,57.00988629,59.79774041,70.36953548
PA1881,72.68486731,96.51383699,106.0988007,662.1789707,619.6861547,635.8816136
PA1762,23.10923715,29.25813169,23.6064658,6.449455238,3.350326871,3.718982524
PA5024,5.477081615,8.655445432,2.313287929,15.80017005,11.25638922,16.84510328
PA1631,3.191042955,2.549422109,1.946766985,12.76489582,12.31478218,11.44995831
PA2737,601.084039,702.2693843,661.3281962,648.7257717,732.4787864,754.9916491
PA0916,69.95531558,49.60100158,83.95818884,87.75865877,84.62966917,97.57995465
PA1976,5.881199097,4.769327075,3.399116957,3.250320695,4.410666797,3.212998507
PA4813,7.926138953,11.30792065,6.769725191,4.293568789,6.274529218,3.047166326
PA2488,9.635698335,10.44763178,12.344793,38.14346934,50.5345662,34.57438393
PA4599,4.22182659,4.69803301,3.863429325,515.3559382,406.6921821,543.1844486
PA4533,31.30067612,26.79328968,44.87483896,28.0417795,24.00407077,22.7297474
PA3007,91.89165973,104.6506685,90.67185936,623.3005228,541.4268307,673.7788478
PA4142,68.74154719,77.97337548,59.38800858,2.932270222,4.061971481,1.753474125
PA0961,27.30114528,32.83158228,30.71143623,146.3357798,177.9058589,154.1089918
PA5425,51.42598003,50.10567829,46.09146099,105.7884848,109.4457789,128.7988155
PA1755,145.9199144,165.6025482,125.3482983,359.2304868,339.5548032,280.4910765
PA0052,673.9373626,387.3160512,693.9475543,9.307736537,6.801063138,18.34929217
PA5114,53.37578321,50.74452909,39.40826478,42.58947667,41.97265931,42.17528323
PA0122,759.2508287,848.4737304,860.0162879,20.17808578,36.38196458,29.87854086
PA0461,83.47140703,90.95235632,61.7835441,125.5601081,105.1407599,131.9066144
PA0939,10.01876891,9.00483956,5.50095625,15.02900578,16.72967939,17.33250571
PA2457,25.88181969,28.30092433,27.96319427,9.080024328,9.666036983,12.19694846
PA4733,57.47609533,59.03924884,56.85102038,31.69817396,32.18003036,31.51988009
Novel00004,506.8614268,601.6740662,549.2276462,26.43549762,8.968205184,58.0709976
PA5492,407.6212664,369.3711338,387.2443993,267.8128823,248.2033823,271.6272904
PA0600,56.96291591,50.07793429,41.13826023,36.82271209,30.62076406,34.98598374
PA1490,7.905737051,4.331064587,5.208917067,18.18422659,17.83637891,28.36701384
PA4561,137.3779675,122.7469367,120.2081965,237.481099,244.6916047,217.9637965
PA2723,63.11555092,70.86296938,43.51966194,61.65124416,65.35967935,58.68616627
PA1216,63.0448134,22.52501462,55.98714207,1.233555445,0.97645786,0.843035753
PA1115,109.0284447,123.3920301,130.1721444,68.3007712,75.76494031,78.41374678
PA1960,45.87951801,35.49091774,34.20978498,33.98675582,23.70847788,38.76040522
PA0563,220.9541843,219.8336437,189.2818442,560.5150494,687.1739441,625.3003365
PA5105,230.0474991,226.2485159,170.2063804,144.3997055,132.2244541,149.2828231
PA0187,14.55391936,13.40321182,14.32877758,1.505663263,6.257228126,2.701123745
PA0343,64.66060725,71.69051645,58.04439456,43.87932939,49.35884357,48.92776673
PA3348,575.8059732,605.7426931,605.6002735,199.9301808,122.0110727,144.65114
PA2154,18.50228219,17.73844901,12.19074868,1.233555445,6.591090557,3.793660887
PA0785,8.97220737,11.8494267,12.66769503,14.90111812,12.55642291,18.23213237
PA2739,93.12685749,98.4887091,79.58177218,270.4877535,181.8169461,198.268614
PA3258,3.854812872,5.823015615,5.229106668,5.612472363,3.836895462,6.276555223
PA4901,3.354583069,6.096444174,5.667336779,13.16103389,11.95007219,9.325186592
PA0915,7.977607388,17.29965003,14.60075238,15.95611978,8.683500257,14.99399303
PA4551,35.22728424,47.49326671,20.95391131,17.61464119,21.56869419,35.5502738
PA2671,9.100381761,13.24283151,8.744228372,7.678882643,10.1307503,9.0380458
PA3269,41.67016912,37.39152427,32.61005468,82.98581944,83.60534984,80.65189936
PA1653,25.75579744,29.10189389,26.39767056,80.49143231,54.28552991,90.4354674
PA0817,49.98801249,50.36006349,39.05872633,18.74656795,29.96419103,38.43530608
PA3696,66.33410802,60.81753947,51.77305611,43.58562571,47.35820622,39.2011625
PA0034,9.187885432,4.718882269,7.206781625,10.82919347,14.61165909,14.12895497
PA0265,99.55892856,97.05186438,101.5858408,362.578646,343.3570825,398.1462778
PA0550,10.77676787,2.108544602,6.762453736,6.928315166,6.398368611,6.707838988
PA2272,24.3587957,24.0303303,28.33818584,39.97722177,46.3938247,54.51879445
PA3748,16.78608701,23.09859243,22.60688807,79.81762004,91.38829969,81.82336801
PA2382,8.531607901,9.493941708,10.93028547,12.53150987,8.547820566,12.29975991
PA2591,431.3377972,456.100145,546.6651959,31.97155598,24.85611598,50.3329952
PA2169,34.35243446,37.14389828,41.69433396,3.390235162,6.440741913,6.255771927
PA1927,8.542731249,8.592250524,8.403840268,8.810191298,11.72895211,11.08421649
PA0847,44.32726714,46.48538683,54.17619752,10.15504407,7.598062725,10.83804931
PA2649,176.868816,141.0819832,143.4371518,182.2749145,150.5258915,173.4931227
PA5249,204.1085624,205.6533835,222.710143,143.8266908,156.8819046,148.9403308
PA0064,44.11465549,62.4142059,46.15855743,41.20376052,32.98671134,39.99921922
PA4310,121.9884507,108.1683381,138.717963,58.34325648,34.73400103,49.14697716
PA2508,2.81455106,1.445548619,3.09074346,4.222066058,7.519732181,6.492244405
PA1270,4.215618022,4.536471694,3.527083713,12.04530611,11.79934447,13.73714362
PA3578,77.110105,101.1497818,94.40333793,94.17866244,105.3288695,119.3796544
PA5550,35.44916151,38.04370202,30.2126163,102.7819434,88.58516541,76.88780148
PA0365,16.41052449,16.09061495,18.84002366,48.67488451,33.87988625,33.83890231
PA4649,4.601316621,1.575485573,7.579266968,0.575197202,0,0.589651411
PA0897,72.85642876,71.95949502,77.3682879,95.47936189,63.81481421,97.26308676
PA1095,2939.709935,2481.972831,3386.347518,1588.178352,936.1770513,1372.717771
PA4167,2.000083904,4.108958711,6.039969362,4.125407036,7.570230993,6.151381757
PA0661,134.569475,130.2736617,120.1334719,230.9110809,277.6256678,250.8569472
PA0019,483.0202627,424.8031159,447.9291964,767.5853498,726.5366487,726.010917
PA0302,24.11010233,23.30900214,21.80379023,78.71685757,45.78572863,59.70335407
PA2769,15.94227462,12.28188753,17.50669288,78.47033358,67.43973922,59.75708172
PA0593,66.80067463,64.355473,76.08959469,46.68013765,48.7754057,54.55261294
PA2460,30.33460587,43.9067141,28.76888988,31.02578846,42.97894067,29.68507711
PA3774,2.866261972,0.368026814,0.393441097,0,0.957236249,0
PA0804,135.5093343,131.0068004,169.5960873,65.01827639,63.44659677,78.14387609
Novel00009,15.45347846,15.8737603,25.45489661,0,0,0
PA2395,3.352772228,0.983987481,2.103874496,5.388689574,13.22329513,26.88396645
PA3633,34.27165046,44.15382121,33.80747261,69.27332427,64.14704871,56.27532704
PA3112,318.9824535,338.2583767,287.9542657,383.8561724,299.5359986,313.4311327
PA1791,3.689343957,2.526454342,2.363304965,51.19255095,41.34441339,49.64227423
PA3561,19.93416957,21.81172249,16.17979672,73.45724771,76.80073561,74.96996516
PA5181,12.19069883,8.502758412,11.07317627,18.51285194,26.27069979,23.60686003
PA1180,55.63596422,59.64739255,64.43408498,97.14043076,110.7388028,103.7891544
PA5466,11.26713932,20.03117371,9.041651106,23.07727694,26.24346744,26.65598761
PA4487,87.38434759,87.636385,69.84026557,34.90401201,45.1278877,54.0692476
PA1628,6.156140603,4.948878212,4.996701927,8.030204071,8.10460024,6.585596939
PA2689,0.895119517,0.459731856,1.965915512,3.021199728,2.790108279,3.785368733
PA0054,5.96746345,2.298659279,3.276525854,6.713777174,11.95760691,8.029570039
PA1198,1402.165617,1632.248942,1322.913219,1563.609372,1709.637881,1640.604869
PA2189,14.75737583,17.43253496,17.01579575,1.66029895,2.628518997,2.836701384
PA3786,625.8262534,654.7112086,622.6659324,361.4981675,564.8282936,469.8886739
PA1482,74.37812016,56.62658723,78.79414577,52.50518046,58.44663635,72.663197
PA3532,8.531607901,11.31969973,7.026612085,23.99650826,19.31174276,17.49299187
PA5055,221.2713791,196.7578192,235.7315022,175.8711831,250.9811687,181.1371094
PA1138,18.23192921,18.24757605,15.40079361,25.59627548,34.97190515,29.11504811
PA3854,39.00163612,25.37282004,39.97361542,23.40230901,21.99820065,19.99199071
PA4064,22.0732664,16.11017801,9.568152626,10.45635083,13.96750254,15.18540571
PA1175,12.40961149,15.29653265,29.98021156,0.930773654,1.10517276,0.954163193
PA3448,3.474691218,3.569190953,3.81566329,2.60616623,1.768276416,2.289991663
PA2878,2.551508905,2.620901234,3.502361164,2.392175278,1.704238368,0.490457716
PA0324,0.51903318,0.53314911,0.569965999,1.167890896,0.924479115,0.399079662
PA3744,329.6303053,242.1951004,258.9200089,1031.413555,981.5315575,1087.74604
PA2082,35.19958983,39.68440075,31.1115403,56.02203689,51.99177512,59.41016107
PA3330,63.55348574,56.0872864,43.25014127,1.007066576,1.195760691,1.376497721
PA2679,208.2935985,319.5411138,150.4982732,214.9679231,235.3885886,178.1358057
PA1622,51.84363826,47.87939083,51.70803039,24.61523356,21.6028543,20.11389309
PA2044,42.8081958,43.52373425,29.98021156,85.02058862,92.19793233,104.2862203
PA1630,13.2254683,23.28883864,14.0045971,51.36968781,32.81101135,39.9493932
PA3326,657.5251079,796.189573,722.790249,39.02798439,46.34065979,40.5283178
PA3666,61.72432847,67.46731553,53.44298583,250.1757707,224.8145632,243.0765305
PA0684,6.204805746,2.832691232,3.785380248,0,1.227969733,0
PA4378,73.19030438,98.45108783,78.45885153,88.00761951,91.04742397,105.8512104
PA4107,13.12555062,12.58368605,9.609042167,5.906832802,4.675730908,6.055266417
PA4605,383.4204963,369.1038333,328.4596708,176.1626018,175.2023875,189.8504118
PA3648,219.4697331,212.0844445,218.8405167,283.6760154,249.6887179,249.5053051
PA4971,343.2522635,379.8143909,374.7526445,383.1986095,442.6055956,451.4210912
PA4136,15.92002268,24.00758537,13.01870229,30.48687898,34.69090673,25.5232735
PA4528,145.8875633,184.5483736,163.8094034,77.40454439,80.2104766,71.05400821
PA0238,12.04462292,14.94973626,15.98209807,6.399068869,5.81028326,5.016372669
PA1736,23.43008737,22.6720996,38.03459676,11.46101887,9.072313701,8.877040651
PA1025,3.273518619,5.716330149,4.673174464,3.437389512,4.956050506,6.292443119
PA4924,100.6141346,93.68027362,96.91878738,75.90619624,96.94080028,97.26706686
PA1804,13244.95563,12477.81873,9994.974246,16606.571,15066.56763,16057.6669
PA1063,82.87847675,81.79395933,69.5969197,19.50192417,10.1307503,18.74249129
PA3279,0.928610384,3.179551383,1.359646783,0.464331528,1.378333374,1.189999447
PA4244,260.7730084,278.5023876,280.159908,2474.188945,2314.84151,2461.082994
PA5247,134.8100031,162.8621515,110.796434,160.2549421,152.5275697,133.6421118
PA3562,20.82532503,26.37333216,22.08573579,142.1836995,142.1480826,169.3365483
PA3615,244.7161482,219.5573746,261.1721511,132.4983672,137.5738864,151.1159298
PA3134,69.49382436,73.36670292,66.62269236,249.033662,203.8429757,220.3056794
PA2368,17.30354279,10.86197448,8.445130017,0,0,0.739140502
PA1719,1.587275889,0,0,0,0,0
PA5173,1034.546615,1299.836388,978.45385,64.19644653,79.35211489,30.71116901
PA2050,0.807726192,1.659387172,2.660965523,4.846632043,12.22883468,6.210529658
PA4502,34.38302132,43.22516433,35.22111321,9.430206754,10.28309241,14.79670365
PA0047,16.86247209,9.072943388,11.46302207,34.93138771,31.46491858,37.04398278
PA2669,14.00058732,13.66228771,6.149786987,8.400828874,9.974892603,7.535442652
PA4179,3.791825734,1.947475222,2.428952326,34.83937495,31.79929955,33.52823442
PA2628,18.84422486,10.85864972,11.10378206,9.997198502,13.50766707,14.84253856
PA2673,9.613079325,2.962356676,4.222565009,4.326131066,1.712239487,2.956562006
PA1165,56.17519606,52.50970229,57.98641742,53.93124709,60.03407585,55.71841855
PA4258,158.6417902,144.0078975,163.4056576,1097.642083,681.2245067,1030.66817
PA4546,106.9423393,113.019579,124.2117993,100.2641299,88.60113822,76.29711708
PA4846,290.5358366,216.9592666,181.2992523,625.3792711,628.3803227,593.5797647
PA0111,19.09665603,20.34253911,17.08716721,1.591478268,5.039129683,3.262941489
sRNA00052,0,0,0,0,0,0
PA4379,189.1921471,226.9321127,105.1937248,173.7852388,222.8765066,256.8707754
PA2902,54.98817248,56.48366298,55.08731453,75.9748106,77.75261361,84.18888667
PA0655,880.9675121,869.2231075,794.6144037,433.2406627,478.3965419,526.7334219
PA5142,142.2466215,160.5302006,181.4223083,208.5976843,162.4707244,185.3930166
PA1603,95.84444621,80.55089004,79.73460522,55.18629606,66.38874665,60.29499325
PA3353,296.7965415,279.3741728,319.6753619,132.6352456,118.345583,137.558527
PA0742,32.38042813,32.60888744,43.22728179,31.90605501,43.53866641,23.92064935
PA3927,23.87552629,23.45856085,14.81911598,37.37250868,39.29036238,39.50888658
PA1593,50.97365733,35.49828253,50.28326623,74.52080202,69.24816661,74.40057302
PA2200,13.08607528,19.24046949,17.75144106,29.06043306,26.05050077,28.21238163
PA1778,21.08625042,15.3898042,19.49932459,8.323992025,12.84875648,10.66645846
PA2992,228.1082534,184.4976526,203.155381,115.8568258,124.7681879,136.7215417
PA0624,420.2002361,381.6374053,367.5834635,13.35457851,30.65653134,36.50711347
PA1188,37.41781333,25.62363338,35.00227746,20.26913185,13.26768313,17.0490073
PA5022,44.76997462,40.84998965,46.88594301,66.24380141,78.65590581,74.66177763
PA2712,36.02234447,45.76566772,31.74987683,30.57332904,37.99031362,30.24829844
PA0765,71.84511917,83.02394368,81.85386709,43.78310279,85.57818017,60.07461682
PA1580,294.330529,268.6698684,264.1613047,1234.587721,824.6289055,986.9472616
PA2393,0.608043325,0.93687004,0.667710725,5.016641964,8.934915632,22.67465761
PA5218,38.49013925,40.91613516,35.8779581,36.25439674,38.66292901,44.04792707
PA3621,374.1497865,355.6443842,411.8872247,791.6229924,518.8786108,520.9731033
PA0061,219.7181213,272.7532421,225.8783063,98.8787628,90.7604205,125.8057634
PA4373,6.357800956,18.4396558,10.26719574,88.07923835,80.93498048,99.78194267
PA5324,40.91348103,42.4189561,31.49181887,28.67930025,23.15600069,25.87198798
PA0223,13.46485056,15.73877935,8.667748241,20.89491876,26.46400078,24.98998839
PA3750,74.80513808,73.47434518,56.96240197,69.21232889,98.71403092,93.62249249
PA3600,56.20824029,85.23068031,20.57465499,26.09816323,76.27859049,61.73997131
PA4022,0.807726192,3.595338872,0.591325672,1.009715009,0,1.656141242
PA1178,746.367131,789.6866692,1032.900324,2344.669771,3218.25208,2879.294244
PA4688,3.459209441,7.10657625,5.259686239,39.31747578,44.55160366,42.96524319
PA2361,31.55085186,30.53494169,25.80843684,3.702605886,3.249485945,2.640451603
PA3596,20.20894832,23.89193066,25.12308231,4.861862381,5.093673335,5.277215425
PA0130,70.1716184,103.3335046,57.79317891,69.49029005,63.22564645,79.4561197
PA1715,14.52188579,18.89465322,10.6312807,15.97498044,10.34629818,13.39888739
PA2674,1.992784327,0,0,4.484019061,2.662094969,3.064465729
PA3262,318.6625482,342.5002325,338.628947,957.0489361,1245.584053,990.3901102
