Gene,PA14_control1,PA14_control2,PA14_control3,PA14_FBI1,PA14_FBI2,PA14_FBI3
CIA_RS20700,234,210,161,525,449,575
fadE,3562,3250,2757,6037,4940,6112
CIA_RS20710,530,427,337,783,634,773
CIA_RS20715,554,499,360,646,592,653
CIA_RS20720,368,279,257,450,250,392
CIA_RS20725,67,114,67,90,75,86
CIA_RS20730,178,136,81,217,69,128
CIA_RS20735,91,37,46,88,45,63
CIA_RS20740,440,440,329,573,366,503
CIA_RS20745,134,98,65,165,121,108
CIA_RS08185,439,474,317,918,546,658
CIA_RS20750,139,130,105,242,131,205
CIA_RS20755,325,233,129,284,182,178
CIA_RS20760,266,226,234,552,320,487
CIA_RS20765,77,108,58,197,98,168
CIA_RS20785,1133,895,813,1655,1146,1471
CIA_RS20790,551,426,231,387,254,305
CIA_RS20795,410,391,235,365,160,247
CIA_RS08190,1301,1383,1156,2977,1417,2032
CIA_RS20800,339,296,221,389,263,323
CIA_RS20805,1252,1269,794,1650,1116,1436
CIA_RS20810,484,536,407,697,792,762
CIA_RS20815,1043,1183,1482,3236,1802,3032
CIA_RS20820,1270,1246,1138,2110,1484,2153
CIA_RS20825,628,680,418,896,491,645
CIA_RS20830,349,262,143,278,104,186
CIA_RS20835,650,555,587,892,474,655
CIA_RS20840,258,231,168,272,142,197
CIA_RS20845,361,298,153,403,159,253
CIA_RS08195,1997,1425,1888,3687,1462,2713
CIA_RS20850,120,93,50,119,76,72
CIA_RS20855,337,380,229,634,241,400
CIA_RS20860,245,245,120,341,169,248
CIA_RS20865,226,254,163,296,232,297
CIA_RS20870,108,114,53,113,67,78
CIA_RS20875,102,109,69,95,109,122
CIA_RS20880,131,146,90,269,154,205
CIA_RS20885,147,125,97,210,141,138
CIA_RS20890,187,239,87,180,139,184
CIA_RS20895,243,199,121,235,191,199
CIA_RS08200,754,1031,1085,3307,1943,2723
CIA_RS20900,1162,933,589,908,572,841
CIA_RS20905,462,292,211,435,256,346
CIA_RS20910,43,49,30,96,33,56
CIA_RS20915,258,197,110,227,161,154
CIA_RS20920,393,257,180,281,141,179
CIA_RS20925,75,80,51,97,72,82
CIA_RS20930,240,191,162,468,149,268
CIA_RS20935,109,69,61,163,52,97
CIA_RS20940,637,509,651,1223,376,754
CIA_RS20945,637,419,321,774,336,530
CIA_RS0106395,1810,3029,1469,2311,1929,2159
CIA_RS20955,2417,2064,2203,5468,3846,5425
CIA_RS20960,118,64,80,264,188,282
CIA_RS20965,293,204,233,778,705,752
CIA_RS20970,187,131,104,256,195,202
CIA_RS20975,1061,733,564,1156,683,922
CIA_RS20980,293,228,197,311,248,299
CIA_RS20985,105,100,74,130,78,115
CIA_RS20990,226,163,165,397,227,419
CIA_RS08210,387,293,293,513,431,532
CIA_RS20995,290,333,277,813,503,800
CIA_RS21000,150,151,103,291,208,296
CIA_RS21005,228,195,143,608,710,664
CIA_RS21010,538,434,318,758,1222,1012
CIA_RS21015,446,251,184,448,206,393
CIA_RS21020,987,746,637,1659,1425,1744
CIA_RS21025,2579,2471,1417,1576,841,1380
CIA_RS21030,985,1093,762,1856,949,1723
CIA_RS21035,1179,1012,771,1764,1622,1842
CIA_RS21040,614,576,362,732,619,750
CIA_RS06960,2026,1314,1074,2440,1601,2091
CIA_RS08215,6366,5898,5136,7398,6338,7379
CIA_RS21045,448,324,237,485,341,429
CIA_RS21050,720,513,473,1110,743,1024
CIA_RS21055,63,52,42,61,121,95
CIA_RS21060,161,119,106,347,324,351
CIA_RS21065,105,83,55,110,68,104
CIA_RS21070,1017,1018,462,751,571,576
CIA_RS21075,876,719,528,982,530,739
CIA_RS21080,1131,821,813,1177,667,874
CIA_RS21085,42,40,27,86,76,91
CIA_RS21090,105,65,47,143,77,137
CIA_RS08220,460,385,438,1040,947,1104
CIA_RS21095,129,130,83,156,114,148
CIA_RS21100,1570,1514,740,2094,1627,2566
CIA_RS21105,441,537,345,907,531,744
CIA_RS21110,237,210,186,530,255,372
CIA_RS21115,405,311,207,484,267,373
CIA_RS21120,227,212,142,314,174,216
CIA_RS21125,708,803,564,952,545,736
CIA_RS21130,315,365,294,526,312,472
CIA_RS21135,150,110,87,80,72,98
CIA_RS21140,867,696,513,818,427,568
CIA_RS08225,1535,1351,1194,2852,2288,2823
CIA_RS21145,318,301,237,406,242,323
CIA_RS21150,1836,1846,888,2130,1171,1910
CIA_RS21155,445,525,220,773,503,567
CIA_RS21160,831,829,481,1132,1310,1387
CIA_RS21165,1068,1017,984,3739,3913,5024
CIA_RS21170,2570,2085,1363,3856,2993,3855
CIA_RS21175,79,51,30,64,52,56
CIA_RS21180,343,274,152,261,143,184
CIA_RS21185,260,182,146,422,182,325
CIA_RS21190,313,285,274,708,350,565
CIA_RS08230,3051,2169,1962,5030,3997,5536
CIA_RS21195,369,282,231,565,196,350
CIA_RS21200,117,57,51,83,49,83
CIA_RS21205,102,50,55,123,62,109
CIA_RS21210,36,20,15,54,21,29
CIA_RS21215,67,50,23,46,23,41
CIA_RS21220,115,92,53,70,52,61
CIA_RS21225,179,127,90,102,74,74
CIA_RS21230,89,63,46,45,35,31
CIA_RS21235,56,52,34,92,41,50
CIA_RS21240,587,807,458,1028,713,1047
CIA_RS08235,4877,3873,3613,7403,4907,6906
CIA_RS21245,478,486,236,406,277,335
CIA_RS21250,751,611,320,496,317,394
CIA_RS21255,4355,2330,1428,2407,1444,1722
CIA_RS21260,1889,1118,717,1531,633,1087
CIA_RS21265,41,23,34,60,71,74
CIA_RS21270,224,275,221,652,676,673
CIA_RS21275,2248,1938,2715,6639,3151,5909
CIA_RS21280,389,329,387,992,722,1138
CIA_RS21285,3565,2234,3131,12140,11583,15195
CIA_RS21290,37,43,25,38,29,40
CIA_RS08240,139,79,104,376,255,395
CIA_RS21295,40,33,47,80,52,58
CIA_RS21300,63,85,38,109,59,62
CIA_RS21305,116,109,87,186,150,173
CIA_RS21310,152,122,65,302,205,277
CIA_RS21315,110,95,51,169,91,140
CIA_RS0106400,14,21,12,27,12,15
CIA_RS21320,451,378,273,511,255,360
CIA_RS21325,689,529,257,335,208,311
CIA_RS21330,122,86,52,130,73,92
CIA_RS21335,515,576,307,486,287,390
CIA_RS08245,1028,827,833,2150,1610,2031
CIA_RS21340,488,422,275,461,225,294
CIA_RS21345,157,138,115,255,131,190
CIA_RS21350,320,213,139,268,205,248
CIA_RS21355,102,118,108,265,161,259
CIA_RS21360,94,75,67,104,36,64
CIA_RS21365,5,41,21,119,37,59
CIA_RS21370,40,59,42,155,96,118
CIA_RS21375,813,639,498,1089,1266,1229
CIA_RS21380,1597,1128,769,2138,1851,2313
CIA_RS21385,7283,7618,10096,16750,7937,11674
CIA_RS08250,343,239,155,341,206,299
CIA_RS21390,551,456,373,1208,963,1275
CIA_RS21395,217,208,78,153,129,112
CIA_RS21400,230,125,110,169,111,132
CIA_RS21405,185,143,85,232,150,199
CIA_RS21410,586,480,340,593,393,596
CIA_RS21415,354,275,165,250,137,231
CIA_RS21420,218,203,177,468,421,462
CIA_RS21425,415,307,158,258,199,214
CIA_RS21430,195,200,92,234,135,170
CIA_RS21435,255,153,134,295,177,254
CIA_RS08255,395,351,256,683,488,544
CIA_RS21440,204,145,140,587,338,553
CIA_RS21445,611,541,514,1502,794,1112
CIA_RS21450,2424,2015,2090,3945,2411,3192
CIA_RS21455,7901,7054,5043,8962,5132,7189
CIA_RS21460,1412,1179,1212,3553,2080,3100
CIA_RS21465,103,103,111,305,273,309
CIA_RS21470,374,364,537,1484,1116,1521
CIA_RS21475,420,323,220,508,268,406
CIA_RS21480,2416,2042,2935,8133,6047,9819
CIA_RS21485,1079,1014,930,2476,2115,2734
CIA_RS08260,515,618,517,1266,828,1107
CIA_RS21490,10953,9875,8184,15456,11777,15649
CIA_RS21495,6073,5699,6887,18419,10865,16951
CIA_RS21500,16502,14361,13547,30799,20780,29357
CIA_RS21505,9403,8024,7470,17797,12999,17367
CIA_RS21510,15693,12249,13752,36592,24038,35204
CIA_RS21515,4350,3747,3671,9279,6682,9116
CIA_RS21520,7980,6976,6517,15792,12158,17262
CIA_RS21525,2105,2336,1738,4369,3090,4035
fabG,11907,8879,6203,12449,5516,10046
CIA_RS21535,1907,1625,1704,4160,2919,4207
CIA_RS06965,1115,446,330,645,376,536
CIA_RS08265,602,438,334,609,372,482
CIA_RS21540,865,933,1150,3202,2863,4040
rpmF,174,197,166,558,578,819
CIA_RS21550,866,839,852,2047,1626,2324
CIA_RS21555,810,764,799,2346,2111,3022
CIA_RS21560,2670,2650,2052,5273,4322,5674
CIA_RS21565,1079,1118,743,1947,1521,1990
CIA_RS21570,1048,965,803,2345,1542,2404
CIA_RS21575,4722,4505,3938,10807,8079,10779
CIA_RS21580,343,376,193,459,274,456
CIA_RS21585,177,141,80,184,114,166
CIA_RS08270,405,476,459,1119,675,958
CIA_RS21590,326,267,179,320,166,323
CIA_RS21595,488,137,137,271,106,219
CIA_RS21600,182,202,117,272,178,258
CIA_RS21605,150,99,64,168,86,100
CIA_RS21610,128,143,134,236,176,196
CIA_RS21615,924,793,458,710,491,613
CIA_RS21620,138,132,125,283,102,213
CIA_RS21625,297,265,159,423,167,258
CIA_RS21630,258,154,112,220,89,107
CIA_RS21635,333,315,173,426,214,350
CIA_RS08275,1042,698,432,544,380,473
CIA_RS21640,165,194,200,494,359,451
CIA_RS21645,155,179,138,315,138,238
CIA_RS21650,705,556,506,1020,418,581
CIA_RS21655,1470,1373,1085,2116,932,1488
CIA_RS21660,223,279,238,554,247,376
CIA_RS21665,548,607,400,685,455,502
CIA_RS21670,935,1112,820,1334,917,1170
CIA_RS21675,1053,911,998,1412,585,1065
CIA_RS21680,481,476,402,666,281,474
CIA_RS21685,890,684,630,912,457,748
CIA_RS08280,444,548,272,342,344,323
CIA_RS21690,754,486,434,708,345,533
CIA_RS21695,787,550,391,767,343,518
CIA_RS21700,3067,2975,2169,3566,2121,2888
CIA_RS21705,2320,2121,1787,3979,2256,3170
CIA_RS21710,2060,2053,1606,2561,1620,2075
CIA_RS21715,830,706,566,757,415,580
CIA_RS21720,1805,1090,682,1306,597,997
CIA_RS21725,1183,756,691,1197,552,898
CIA_RS21730,774,857,567,976,462,730
CIA_RS21735,244,294,165,547,334,461
CIA_RS08285,260,288,200,245,148,147
CIA_RS21740,404,209,174,450,206,366
CIA_RS21745,159,151,130,299,384,397
CIA_RS21750,1060,1042,782,1532,912,1187
CIA_RS21755,4702,4634,4015,7214,3624,5424
CIA_RS0106405,281,241,238,739,590,833
fadA,1408,1301,1213,2038,1862,2177
fadB,3608,3249,2827,4752,2788,4144
CIA_RS21770,233,233,181,518,317,406
CIA_RS21775,954,726,804,1546,990,1487
CIA_RS21780,1947,1740,1519,2356,2216,2789
CIA_RS08290,122,150,66,153,81,118
CIA_RS21785,923,744,696,1176,694,1074
CIA_RS21790,746,547,419,1065,809,1010
CIA_RS21795,2316,1774,1463,3525,1746,2905
CIA_RS21800,573,491,391,730,584,766
CIA_RS21805,927,626,456,886,642,781
CIA_RS21810,912,657,412,952,1079,1406
CIA_RS21815,310,325,281,567,329,470
CIA_RS21820,233,248,229,424,246,353
CIA_RS21825,350,308,267,509,287,429
CIA_RS21830,289,292,199,396,259,335
CIA_RS08295,870,585,522,620,284,506
CIA_RS21835,570,471,303,504,217,332
CIA_RS21840,140,107,72,191,95,194
CIA_RS21845,196,254,131,278,161,169
CIA_RS21850,1500,1962,1660,5554,5610,5444
CIA_RS21860,3497,3673,2962,4212,2158,3488
CIA_RS21865,17,52,21,29,28,24
CIA_RS21870,153,168,81,158,96,136
CIA_RS21875,783,850,514,701,578,644
CIA_RS21880,410,314,243,358,329,335
CIA_RS08300,744,761,794,1015,695,866
CIA_RS21885,1887,1758,1276,1869,1293,1554
CIA_RS21890,1789,1526,1043,2126,1338,1829
CIA_RS21895,97,117,70,285,152,205
CIA_RS21900,5823,4863,7121,23609,17471,26378
CIA_RS21905,881,548,614,1290,1410,1576
CIA_RS21910,365,300,248,752,706,1019
CIA_RS21915,657,552,587,1475,1480,1562
CIA_RS21920,546,427,351,813,788,920
CIA_RS21925,87,88,119,292,182,252
CIA_RS21930,131,80,99,203,153,218
dppD,769,673,651,994,654,839
CIA_RS21935,1098,1270,845,2000,1407,1765
CIA_RS21940,1110,701,701,1336,686,1144
CIA_RS0106410,98758,78233,53226,90953,49934,69751
CIA_RS21945,491,286,238,568,287,442
CIA_RS0106415,130,113,102,194,130,206
CIA_RS21950,289,363,185,380,302,343
CIA_RS21955,411,367,334,644,329,502
CIA_RS21960,422,418,260,483,360,406
CIA_RS21965,406,366,352,820,707,757
CIA_RS21970,501,283,303,781,291,517
CIA_RS08310,749,644,740,1082,459,862
CIA_RS21975,33,41,26,94,48,82
CIA_RS21980,223,230,200,894,574,707
CIA_RS21985,174,203,139,273,145,224
CIA_RS21990,127,81,48,115,65,103
CIA_RS21995,76,90,45,100,77,67
CIA_RS22000,21,10,10,12,17,19
CIA_RS22005,212,187,137,259,149,172
CIA_RS22010,266,230,147,317,130,239
CIA_RS22015,5863,5987,6722,10996,6278,8645
CIA_RS22020,223,202,108,298,136,174
CIA_RS06970,749,701,448,814,527,698
CIA_RS08315,309,391,314,579,322,489
CIA_RS22025,318,308,237,558,275,354
CIA_RS22030,105,95,58,149,69,78
CIA_RS22035,35,18,12,18,16,11
CIA_RS22040,187,110,65,157,82,86
CIA_RS22045,186,157,93,192,108,136
CIA_RS22050,136,145,87,166,91,113
CIA_RS22055,177,148,79,135,117,151
CIA_RS22060,328,290,154,372,246,321
CIA_RS22065,221,200,119,202,144,166
CIA_RS22070,317,208,142,261,144,222
CIA_RS08320,869,1034,923,1637,1095,1397
CIA_RS22075,2878,2267,2229,4189,2322,3626
CIA_RS22080,335,257,265,1601,1181,1707
CIA_RS22085,232,192,148,342,238,236
CIA_RS22090,533,453,348,832,508,636
pepN,2165,1883,1510,3608,2496,3630
CIA_RS22100,954,802,720,2453,2405,2808
CIA_RS22105,392,309,358,941,445,850
CIA_RS22110,553,415,225,463,164,236
CIA_RS22115,227,159,112,182,107,106
ppnK,255,232,171,391,201,264
CIA_RS08325,977,1021,981,1818,945,1443
CIA_RS22125,859,580,473,685,637,711
CIA_RS22130,686,407,375,676,496,535
CIA_RS22135,895,752,631,1313,1078,1357
fadH,507,740,364,813,596,754
CIA_RS22145,990,929,356,529,327,403
CIA_RS22150,2398,1544,752,1279,630,1023
CIA_RS22170,484,406,277,377,296,312
CIA_RS08330,7479,6978,7517,15098,9411,12295
CIA_RS22175,2222,1649,1095,2009,1159,1462
CIA_RS22180,2422,2325,1320,2465,1351,1967
CIA_RS22185,937,901,632,994,586,788
CIA_RS22190,156,161,109,229,185,177
CIA_RS22195,647,508,345,617,316,381
CIA_RS22200,563,488,385,807,394,566
CIA_RS22205,916,723,529,1046,491,772
CIA_RS22210,1855,1395,1243,1655,1235,1339
CIA_RS22215,3739,3434,1912,3293,1308,2210
CIA_RS22220,3150,2266,1925,3237,1607,2251
CIA_RS08335,2459,2127,1920,3740,1904,3172
CIA_RS22225,490,330,230,300,183,310
CIA_RS22230,1358,930,798,931,494,810
CIA_RS22235,3611,3223,2356,3468,2038,2798
CIA_RS22240,204,218,156,272,139,210
CIA_RS22245,441,494,224,502,221,354
CIA_RS22250,1959,1241,830,1304,641,936
CIA_RS22255,1209,1047,789,1348,667,1100
CIA_RS22260,614,391,298,633,359,465
truA,196,206,115,235,134,217
CIA_RS22270,6085,5601,4269,8160,4225,6191
CIA_RS08340,772,714,683,1349,991,1048
CIA_RS22275,571,415,414,1060,448,893
CIA_RS22280,536,454,337,625,306,481
CIA_RS22285,352,350,281,731,597,700
CIA_RS22290,325,342,309,668,495,617
CIA_RS22295,324,415,277,605,478,544
CIA_RS22300,1208,1008,790,1456,1132,1414
CIA_RS22305,1576,1101,630,931,555,757
CIA_RS22310,2304,1904,1156,2452,1207,1859
CIA_RS22315,487,334,261,516,303,368
CIA_RS22320,188,230,160,267,215,273
CIA_RS08345,1179,1024,927,1826,1138,1515
CIA_RS22325,2101,3478,2823,4169,3418,3766
CIA_RS22330,330,250,188,327,175,298
CIA_RS22335,315,138,99,180,81,127
CIA_RS22340,131,158,83,144,65,116
CIA_RS22345,73,73,49,131,52,113
CIA_RS22350,163,147,94,248,143,206
CIA_RS22355,67,64,62,178,68,125
CIA_RS22360,70,120,59,150,85,135
CIA_RS08350,2086,2429,2435,5474,3679,4827
CIA_RS22385,545,608,349,874,477,691
CIA_RS22390,203,198,147,324,171,220
CIA_RS22395,141,220,88,174,111,140
CIA_RS22400,530,615,298,671,419,518
CIA_RS22405,1431,1227,988,2101,1273,1951
CIA_RS22410,475,541,407,967,639,782
CIA_RS22420,269,207,217,402,284,345
CIA_RS08355,10718,6664,7233,29490,22363,34208
CIA_RS22425,3648,3260,2430,5504,2744,4100
CIA_RS22430,2422,4316,2645,7848,2329,4146
CIA_RS22435,1366,1692,1299,3308,953,1644
CIA_RS22440,3428,3915,2852,7748,1719,3476
CIA_RS22445,2992,3514,2638,7701,2022,3780
CIA_RS22450,16988,19829,13064,24100,9062,15347
CIA_RS22455,3540,4910,3125,11413,2034,5560
CIA_RS22460,4337,5894,4247,25913,3604,8982
CIA_RS22465,6970,9362,5118,37067,3284,10120
CIA_RS22470,2620,2822,1836,6368,1255,2534
CIA_RS08360,2398,1526,2234,6958,3877,5726
CIA_RS22475,2149,1918,1264,3166,779,1482
CIA_RS22480,4179,4179,2461,6053,1799,3194
CIA_RS0106440,1310,1232,1005,3136,607,1450
CIA_RS22485,2858,1917,1161,4054,1057,2910
rpsA,6521,5942,5716,13680,6893,10853
CIA_RS22495,534,332,301,587,555,590
CIA_RS22500,883,822,690,1609,1295,1639
CIA_RS22505,279,239,212,501,229,427
CIA_RS22510,571,451,411,723,344,480
CIA_RS22515,875,713,624,1146,529,718
CIA_RS06975,297,216,194,454,266,418
CIA_RS08365,723,659,694,1901,1421,1960
CIA_RS22520,2891,2529,2023,3930,1842,2760
CIA_RS22525,156,155,128,292,132,175
CIA_RS22530,1175,646,480,948,370,617
CIA_RS22535,382,280,226,400,180,302
CIA_RS22540,355,372,230,324,177,252
CIA_RS22545,774,479,364,731,347,526
CIA_RS22550,726,744,398,765,358,577
CIA_RS22555,586,371,257,542,335,447
CIA_RS22560,180,192,131,402,273,341
CIA_RS22565,674,694,574,1178,1080,1152
CIA_RS08370,792,628,764,2722,2079,2639
CIA_RS22570,194,124,93,148,97,142
CIA_RS22575,595,543,503,1098,800,1148
CIA_RS22580,306,228,139,330,169,306
CIA_RS22585,403,292,315,637,439,542
CIA_RS22590,576,459,501,1116,608,843
CIA_RS22595,683,633,667,1805,1245,1487
CIA_RS22600,761,611,473,1201,860,1227
CIA_RS22605,1927,1350,1098,2734,1697,2717
CIA_RS22610,3309,2462,2032,5398,804,2353
CIA_RS22615,611,466,466,1264,303,699
CIA_RS08375,518,527,563,1463,1300,1605
CIA_RS22620,389,297,288,811,302,486
CIA_RS22625,345,427,275,602,281,410
CIA_RS22630,1278,1118,1521,3430,950,1792
CIA_RS22635,326,229,219,513,159,307
CIA_RS22640,229,112,112,182,108,131
CIA_RS22645,730,490,403,709,347,489
CIA_RS22650,1580,1312,1462,2452,1590,2263
gapA,4279,3157,3271,5597,3632,5216
CIA_RS22660,620,381,318,894,439,845
CIA_RS22665,282,265,245,392,274,300
CIA_RS08380,577,430,473,1701,1383,1728
CIA_RS22670,232,206,181,408,240,246
CIA_RS22675,406,269,190,617,412,536
CIA_RS22680,549,353,343,849,520,624
CIA_RS22685,744,454,320,782,714,825
CIA_RS22690,343,335,386,933,438,782
CIA_RS22695,219,190,152,275,136,194
CIA_RS22700,631,351,348,486,205,359
CIA_RS22705,265,272,164,244,155,186
CIA_RS22710,4727,4526,6746,15671,12561,15422
CIA_RS22715,632,592,370,584,453,506
CIA_RS08385,1150,942,847,2324,1798,2380
CIA_RS22720,234,167,99,151,98,125
CIA_RS22725,108,124,66,61,49,35
CIA_RS22730,32,19,34,55,31,35
CIA_RS22735,266,309,211,505,228,343
CIA_RS22740,473,293,219,620,248,375
CIA_RS22745,278,237,131,257,128,209
CIA_RS22750,480,368,210,369,182,232
CIA_RS22755,690,426,249,344,185,207
CIA_RS22760,603,570,322,507,294,348
CIA_RS22765,318,407,320,696,789,751
CIA_RS08390,430,242,220,361,270,339
CIA_RS22770,393,306,272,785,514,685
CIA_RS22775,190,246,162,456,364,433
CIA_RS22780,183,126,82,261,177,221
CIA_RS22785,369,244,169,370,252,292
CIA_RS22790,171,143,89,162,94,124
CIA_RS22795,259,215,109,320,238,279
CIA_RS22800,488,398,424,943,486,809
CIA_RS22805,221,232,188,538,227,389
CIA_RS22810,887,719,560,1368,585,1044
CIA_RS22815,126,142,83,232,200,219
CIA_RS08395,123,132,85,237,162,229
CIA_RS22820,81,60,39,128,51,104
CIA_RS22825,121,130,123,320,168,288
CIA_RS22830,84,78,56,273,119,202
CIA_RS22835,7781,3452,5862,13124,6543,12033
CIA_RS22840,1553,1468,1525,2273,2037,2494
CIA_RS22845,671,805,791,1445,1409,1365
CIA_RS22850,424,380,425,937,751,902
CIA_RS22855,901,750,634,1452,1293,1593
CIA_RS22860,986,1541,1470,3321,2272,1723
CIA_RS22865,1811,3107,2202,4542,2241,2438
CIA_RS08400,123,87,93,227,74,163
CIA_RS22870,2208,2795,2159,4516,4037,4591
CIA_RS22875,373,380,240,747,405,666
CIA_RS22880,621,583,518,2060,1325,2019
actP,1918,2058,2626,7888,8044,9278
CIA_RS22890,2138,1900,4823,21651,6440,21370
CIA_RS22895,419,479,362,950,649,888
CIA_RS22900,2622,1685,1191,1878,778,1212
CIA_RS22905,2834,2653,1612,3195,1982,2746
CIA_RS22910,1011,1051,627,1442,1003,1215
CIA_RS22915,321,509,499,1105,810,1048
CIA_RS08405,48,46,38,109,48,89
CIA_RS22920,6424,9053,6048,17533,10074,15269
CIA_RS0106450,909,2524,1431,4718,2200,3340
CIA_RS0106455,799,1578,720,2223,1206,1598
CIA_RS22925,460,1081,511,2148,1107,1546
CIA_RS22930,237,490,289,1236,637,837
CIA_RS22935,397,1020,463,1601,902,1102
CIA_RS22940,89,195,189,921,298,470
CIA_RS22945,369,572,377,1907,722,1134
CIA_RS22950,722,1018,848,2959,1062,1819
CIA_RS22955,237,450,485,2164,565,1116
gatB,943,682,751,1434,733,1032
CIA_RS0106475,95,143,153,479,176,269
CIA_RS22960,484,611,700,2606,900,1951
CIA_RS22965,3679,5098,3693,12102,7144,10546
CIA_RS22970,1195,2046,1200,3046,1107,1668
CIA_RS0106485,191,271,181,702,330,429
CIA_RS0106490,599,519,366,1089,498,834
CIA_RS22975,503,420,264,616,286,409
CIA_RS22980,1053,1026,584,1374,787,1148
CIA_RS22985,166,142,109,328,164,240
minC,289,215,185,521,245,254
prfA,270,204,183,343,227,336
CIA_RS08415,740,579,451,821,411,520
CIA_RS22995,2595,1458,938,2774,759,1457
CIA_RS23000,146,110,161,357,166,276
CIA_RS23005,408,309,239,515,361,484
CIA_RS23010,1379,1243,825,1679,920,1394
CIA_RS23015,199,214,99,217,126,189
CIA_RS23020,362,295,168,298,212,283
CIA_RS23025,508,511,508,1052,855,1132
CIA_RS23030,197,204,144,318,299,363
CIA_RS23035,253,426,254,791,594,810
CIA_RS23040,574,646,412,1301,1122,1349
CIA_RS08420,150,177,172,395,286,300
CIA_RS23045,486,505,309,934,576,913
CIA_RS23050,760,727,531,1462,851,1437
CIA_RS23055,1904,1514,1000,1871,1067,1853
CIA_RS23060,12745,13134,8980,17874,13689,17065
CIA_RS23065,3867,3779,3527,11545,8163,10981
CIA_RS23070,1380,1031,519,1245,692,928
CIA_RS23075,703,805,630,1387,1901,1570
CIA_RS23080,1063,1180,1290,3033,3498,2986
CIA_RS23085,2842,2661,2951,9906,10048,11658
CIA_RS23090,328,325,205,665,556,785
CIA_RS08425,244,206,192,463,205,245
CIA_RS23095,371,251,305,895,473,700
CIA_RS23110,268,288,236,657,464,679
CIA_RS23115,206,192,152,340,199,268
CIA_RS23120,94,46,37,95,70,96
CIA_RS23125,105,91,69,250,125,181
CIA_RS23130,982,723,788,1547,955,1319
CIA_RS23135,466,536,278,646,405,483
CIA_RS23140,317,260,171,411,193,280
CIA_RS08430,139,117,68,184,95,130
CIA_RS23145,771,692,307,776,425,654
CIA_RS23150,2409,1731,1185,1810,999,1653
CIA_RS23155,1318,1128,695,1137,817,1009
CIA_RS23160,287,159,251,656,254,620
CIA_RS23165,613,543,563,1548,1820,1823
CIA_RS23170,234,216,204,397,465,542
CIA_RS23175,281,290,207,428,360,483
CIA_RS23180,200,242,140,2065,2549,3012
CIA_RS23185,94,90,58,148,90,97
CIA_RS23190,105,97,76,251,177,199
CIA_RS08435,68,71,42,134,69,72
CIA_RS23195,120,129,97,331,187,303
CIA_RS23200,61,51,36,110,66,141
CIA_RS23205,93,104,64,212,129,179
CIA_RS23210,192,113,147,390,206,381
CIA_RS23215,173,121,78,189,207,256
CIA_RS23220,239,217,120,121,95,101
CIA_RS23225,506,494,400,504,471,535
CIA_RS23230,887,649,528,966,673,928
CIA_RS23235,2829,1875,899,1023,756,822
CIA_RS23240,3614,2643,1071,1010,664,858
CIA_RS08440,533,377,379,877,740,1004
CIA_RS23245,769,815,340,448,339,434
CIA_RS23250,2339,1592,1073,1784,1210,1644
CIA_RS23255,325,322,351,698,378,542
CIA_RS0106505,544,789,530,2110,459,785
CIA_RS23260,74,36,29,87,74,79
CIA_RS23265,17,14,15,18,29,23
CIA_RS23270,109,188,116,255,179,180
