Gene,PA14_control1,PA14_control2,PA14_control3,PA14_FBI1,PA14_FBI2,PA14_FBI3
CIA_RS24405,1331,1239,1661,4347,2875,4541
CIA_RS24410,1870,1451,1471,2988,1793,3117
CIA_RS08560,267,211,306,1314,608,1281
CIA_RS24415,357,397,282,713,431,734
CIA_RS24420,424,459,296,1105,1025,1163
CIA_RS24425,414,425,319,964,603,856
CIA_RS24430,1281,929,734,1265,591,1187
CIA_RS24435,110,155,122,485,296,353
CIA_RS24440,278,268,207,470,335,411
CIA_RS24445,174,206,149,344,170,293
CIA_RS24450,294,355,201,529,264,333
CIA_RS24455,239,249,155,302,245,246
CIA_RS24460,894,803,598,1392,1048,1178
CIA_RS06995,484,410,373,969,600,902
CIA_RS08565,1049,714,870,2803,1723,2633
CIA_RS24465,47,137,73,214,171,181
algL,139,160,86,201,181,172
CIA_RS24475,191,226,162,523,280,395
CIA_RS24480,91,70,79,169,85,127
CIA_RS24485,99,128,103,238,183,210
cpsB,237,313,198,483,405,413
CIA_RS24495,862,779,955,3289,1855,2744
CIA_RS24500,539,408,419,1430,594,993
CIA_RS24505,1228,1200,1004,2132,1239,1734
CIA_RS24510,185,175,91,175,137,102
CIA_RS08570,677,313,284,579,525,535
CIA_RS24515,360,313,167,297,164,211
CIA_RS24520,116,78,78,110,43,64
CIA_RS24525,522,376,251,623,346,393
CIA_RS24530,742,640,622,1325,765,1055
CIA_RS24535,228,247,127,219,174,196
CIA_RS24540,51,44,32,45,30,52
CIA_RS24545,239,228,137,316,268,260
CIA_RS24550,155,151,74,206,107,207
CIA_RS24555,109,109,79,142,85,116
CIA_RS24560,35,22,16,22,23,21
CIA_RS08575,138,113,141,418,222,334
CIA_RS24565,246,211,118,281,171,269
CIA_RS24570,487,452,424,1357,470,910
CIA_RS24575,786,620,543,1209,697,1141
prpE,2546,1979,1436,3694,2208,3384
CIA_RS24585,779,694,528,702,315,536
CIA_RS24590,2706,2041,1937,3563,1579,2570
CIA_RS24595,161,123,98,381,235,286
CIA_RS24600,171,105,93,331,120,272
CIA_RS24605,349,376,244,556,313,527
CIA_RS24610,208,289,291,532,395,412
CIA_RS08580,2021,1468,1264,2375,1610,2280
CIA_RS24615,394,344,607,595,282,507
CIA_RS24620,294,467,258,585,493,601
CIA_RS24625,1566,1417,737,1864,1553,1883
CIA_RS0106550,1649,1344,987,2316,1048,2058
CIA_RS24630,2201,3549,1667,4341,4883,4954
CIA_RS24635,360,310,266,949,753,1050
CIA_RS24640,1145,528,546,1097,783,1044
CIA_RS24645,43315,27304,31120,69721,39592,56616
glpK,13312,12374,14485,36364,34962,38068
CIA_RS24655,10404,8208,7961,20070,16707,17960
hisG,219,165,137,213,193,252
glpD,10128,10201,10002,30405,35914,39566
CIA_RS24665,1584,1425,1448,5740,3692,5242
CIA_RS24670,4094,4073,3225,13736,12559,13999
CIA_RS24675,2095,2150,1970,6513,6101,7917
CIA_RS24680,2141,2423,2262,10652,9477,10762
CIA_RS24685,1065,1186,741,3416,3019,3859
CIA_RS24690,1010,950,744,3427,3420,4630
CIA_RS24695,155,189,145,702,554,798
CIA_RS24700,297,293,240,1624,1218,2024
CIA_RS24705,261,322,257,1462,1211,1906
CIA_RS08590,983,751,611,1062,732,937
CIA_RS24710,237,211,172,503,455,734
CIA_RS24715,234,177,158,540,332,533
CIA_RS24720,287,143,112,302,208,329
CIA_RS24725,148,193,113,420,386,524
CIA_RS24730,68,138,83,286,368,387
CIA_RS24735,583,416,239,515,425,406
CIA_RS24740,187,300,100,192,185,202
CIA_RS24745,2916,2452,1731,2373,1887,2089
CIA_RS24750,408,311,346,750,243,446
CIA_RS24755,64,55,37,120,33,64
CIA_RS08595,643,542,517,752,599,748
CIA_RS24760,93,88,75,162,89,141
CIA_RS24765,71,93,55,171,77,139
CIA_RS24770,80,72,36,61,32,35
CIA_RS24775,104,153,64,228,120,179
CIA_RS24780,243,388,251,566,400,468
CIA_RS24785,237,329,265,518,261,427
CIA_RS24790,308,407,251,459,256,403
CIA_RS24795,435,395,275,600,352,485
CIA_RS24800,217,160,124,225,141,173
CIA_RS24805,5572,4056,2917,3950,1882,3317
CIA_RS08600,760,630,477,1006,564,863
CIA_RS24810,1726,1557,1383,2724,2108,3076
CIA_RS24815,1794,1752,1786,3413,3121,3943
CIA_RS24820,139,165,113,214,212,243
CIA_RS24825,2463,2307,2312,4724,3489,4335
CIA_RS24830,257,264,191,478,374,484
CIA_RS24835,771,642,693,1930,1736,2498
CIA_RS24840,994,728,767,2829,2567,3779
CIA_RS24845,211,289,264,1329,2490,1985
CIA_RS24850,45145,46745,35390,59083,54778,55136
CIA_RS24855,38185,33081,24791,48310,29091,41004
CIA_RS08605,508,340,227,419,231,302
pcm,1339,1379,644,1747,1033,1779
CIA_RS24865,191,136,109,223,108,149
CIA_RS24870,333,310,122,237,150,140
ispF,228,159,134,264,92,215
CIA_RS24880,420,326,202,479,295,423
CIA_RS24885,781,575,535,1569,977,1415
CIA_RS24890,205,147,135,273,157,212
CIA_RS24895,212,243,201,449,324,381
CIA_RS24900,50,113,59,150,111,119
ispD,490,354,246,407,199,302
CIA_RS08610,889,677,538,947,532,786
CIA_RS24910,235,251,170,350,229,273
eno,1309,1344,906,1788,903,1325
CIA_RS24920,540,479,409,965,898,871
pyrG,2442,1884,1478,2767,1491,1887
CIA_RS24930,585,548,305,577,403,412
CIA_RS24935,680,573,435,806,485,570
CIA_RS24940,2095,1758,1407,2634,1242,1954
CIA_RS24945,674,618,452,975,501,725
rnhB,117,100,86,249,81,88
CIA_RS24955,261,262,164,244,153,188
CIA_RS07000,736,741,656,2098,1944,2449
CIA_RS08615,853,739,727,1737,699,987
CIA_RS24960,578,555,270,551,277,317
CIA_RS24965,512,519,387,880,438,609
CIA_RS24970,1094,1156,774,1265,715,1011
CIA_RS24975,1032,1046,847,1538,986,1412
CIA_RS24980,4307,4045,3007,5823,3014,4620
CIA_RS24985,1712,1594,1083,2332,1550,1952
CIA_RS24990,893,561,457,920,421,693
CIA_RS24995,722,736,416,967,575,792
CIA_RS25000,531,511,409,771,442,553
CIA_RS25005,5598,5147,2857,5491,2737,3921
CIA_RS08620,869,675,716,1479,734,995
CIA_RS25010,2418,1707,1330,2837,1417,2339
CIA_RS25015,628,494,630,1461,665,1062
CIA_RS25020,837,797,934,1836,1029,1378
CIA_RS25025,761,582,599,1683,848,1280
glnD,1735,1413,1174,1715,965,1232
CIA_RS25035,377,443,291,496,218,330
CIA_RS25040,492,399,299,789,501,646
CIA_RS25045,32,62,51,243,200,242
CIA_RS25050,2607,3054,1551,2294,2270,2454
CIA_RS25055,1747,1885,747,1102,957,1019
CIA_RS08625,689,662,569,1220,996,982
CIA_RS25060,649,782,278,545,340,458
CIA_RS25065,314,415,176,310,231,228
CIA_RS25070,489,610,391,954,697,872
CIA_RS25075,684,758,635,1632,1784,1882
CIA_RS25080,439,373,253,595,433,584
CIA_RS25085,509,404,343,911,699,942
CIA_RS25090,628,544,453,1262,845,1314
CIA_RS25095,446,383,398,1492,1082,1482
CIA_RS25100,264,182,128,344,295,365
CIA_RS25105,1077,1153,870,1977,1569,1817
CIA_RS08630,185,160,129,224,119,156
CIA_RS25110,257,316,265,607,353,472
CIA_RS25115,397,445,276,727,528,643
CIA_RS25120,1332,1261,1032,2010,1112,1592
CIA_RS25125,624,500,495,870,336,615
CIA_RS25130,184,197,153,341,202,269
CIA_RS25135,413,237,184,246,160,227
CIA_RS25140,181,211,148,415,167,322
CIA_RS25145,105,62,59,182,121,163
CIA_RS25150,267,193,116,200,136,245
CIA_RS25155,246,138,126,348,225,343
CIA_RS08635,259,215,214,354,181,268
CIA_RS25160,251,139,110,250,208,276
CIA_RS25165,57,92,52,85,36,41
CIA_RS25170,327,324,278,549,319,423
CIA_RS25175,2791,1991,1598,2617,1351,1980
CIA_RS25180,804,577,774,2248,2840,3132
CIA_RS25185,1002,806,744,2175,2526,2684
CIA_RS25190,5178,3912,3777,9979,6215,9923
CIA_RS25195,2498,1903,2755,10134,15015,15013
CIA_RS25200,3884,2916,3644,8705,11035,12182
CIA_RS25205,309,186,186,442,437,496
CIA_RS08640,143,86,121,310,125,169
CIA_RS25210,187,129,207,671,560,820
CIA_RS25215,1203,980,915,1944,1385,2108
CIA_RS25220,491,446,381,858,748,949
CIA_RS25225,1607,1337,1203,2954,2072,2997
CIA_RS25230,290,319,249,878,973,1096
CIA_RS25235,209,177,157,434,311,469
CIA_RS25240,1537,1635,1536,3070,1835,2501
CIA_RS25245,1147,1052,1012,1940,1235,1725
CIA_RS25250,2185,1774,1235,1938,1132,1469
CIA_RS25255,1027,739,642,1481,874,1268
CIA_RS08645,188,167,98,276,161,190
CIA_RS25260,1696,1463,948,1747,971,1409
CIA_RS25265,617,359,307,541,187,319
CIA_RS25270,423,279,223,353,242,265
CIA_RS25275,218,240,140,214,83,126
CIA_RS25280,997,806,601,1129,546,821
CIA_RS25285,934,777,630,1213,674,1067
CIA_RS25290,1321,1051,613,1174,462,783
CIA_RS25295,1804,1059,533,943,432,647
CIA_RS25300,2166,1464,855,1785,715,1079
CIA_RS25305,470,474,330,760,518,801
CIA_RS08650,545,511,392,976,632,821
CIA_RS25310,140,104,112,450,284,553
CIA_RS25315,297,238,204,801,699,902
CIA_RS25320,856,743,568,1398,1352,1709
CIA_RS25325,421,453,454,1176,713,1083
CIA_RS25330,978,731,626,1185,793,1157
CIA_RS0106560,91,127,97,244,205,235
CIA_RS25335,395,544,401,909,822,769
CIA_RS25340,1464,1240,968,2534,1753,2403
CIA_RS25345,2922,3055,2498,6942,8860,7536
CIA_RS25350,6769,5859,5752,15306,16825,19986
CIA_RS08655,533,472,344,772,422,655
CIA_RS25355,275358,216641,165693,281331,182226,252671
CIA_RS25360,602,584,329,575,596,503
CIA_RS25365,53,78,21,87,34,64
CIA_RS25370,87,176,77,179,103,121
CIA_RS25375,1315,1204,698,1372,719,997
CIA_RS25380,2253,2301,1596,3212,2143,2794
CIA_RS25385,556,618,435,796,459,601
CIA_RS25390,2816,2500,1934,3072,1652,2118
CIA_RS25395,3892,2937,1744,3456,1708,2226
CIA_RS25400,1163,1041,630,948,673,895
CIA_RS08660,740,623,484,914,492,732
CIA_RS25405,1747,1279,831,1943,1257,1938
CIA_RS25410,5078,4767,2455,4563,1936,3636
CIA_RS25415,921,540,374,558,345,462
CIA_RS25420,882,760,417,720,450,627
CIA_RS25425,545,442,372,797,254,400
CIA_RS25430,206,237,116,228,152,225
CIA_RS25435,994,833,750,1253,717,1128
CIA_RS25440,1319,965,1612,8790,8140,11415
CIA_RS25445,240,256,258,1142,911,1436
CIA_RS25450,469,474,464,1143,989,1283
CIA_RS07005,311,346,256,696,652,689
CIA_RS08665,552,492,686,1600,547,976
CIA_RS25455,2644,1948,1649,3472,2396,2787
CIA_RS25460,1664,1671,1170,2295,883,1645
rpsP,622,401,514,1103,386,754
CIA_RS25470,1138,1036,783,1823,848,1385
CIA_RS25475,729,783,556,982,771,969
CIA_RS25480,471,483,346,752,470,631
CIA_RS25485,339,363,248,537,331,421
CIA_RS25490,474,305,189,356,160,188
purT,474,490,335,588,378,516
CIA_RS25500,223,118,134,195,85,152
CIA_RS08670,80,132,141,216,110,164
CIA_RS25505,1741,1051,984,1397,988,1114
CIA_RS25510,2438,2154,1336,2275,1750,1917
CIA_RS25515,367,373,319,776,403,685
CIA_RS25520,472,507,548,1641,1019,1405
CIA_RS25525,121,130,81,282,221,221
CIA_RS25530,116,107,67,227,148,216
CIA_RS25535,191,117,71,194,105,155
CIA_RS25540,924,753,367,475,429,388
CIA_RS25545,386,357,215,415,288,378
CIA_RS25550,125,116,92,262,229,209
CIA_RS08675,859,795,713,1571,840,1220
CIA_RS25555,2779,1873,1628,2643,1670,2274
CIA_RS25560,1056,806,566,1214,550,881
CIA_RS25565,157,142,72,184,125,185
CIA_RS25570,263,205,154,339,294,376
CIA_RS25575,573,503,393,1500,1161,1639
CIA_RS25580,602,485,371,759,374,526
CIA_RS25585,207,277,119,294,140,298
CIA_RS25590,337,312,186,409,281,296
CIA_RS25595,132,144,77,234,130,184
CIA_RS25600,121,159,72,223,138,189
CIA_RS08680,1079,1017,819,1715,832,1323
CIA_RS25605,2409,2264,1664,3728,2005,2945
CIA_RS25610,360,460,394,789,434,591
CIA_RS25615,2433,1709,1653,3604,1516,2535
CIA_RS25620,2444,2424,2223,5855,3924,5197
CIA_RS0106575,482,666,556,1213,564,729
CIA_RS25625,4051,4280,3257,6740,2601,4228
CIA_RS25630,2416,1788,1231,3298,1396,2147
CIA_RS25635,363,261,307,752,352,519
CIA_RS25640,124,137,123,158,171,179
CIA_RS25645,794,955,643,1398,942,1283
CIA_RS08685,707,605,466,912,509,803
CIA_RS25650,330,321,189,428,335,390
CIA_RS25655,604,608,391,1018,616,830
CIA_RS25660,559,600,462,976,527,730
CIA_RS25665,354,304,314,664,470,602
CIA_RS25670,1572,1208,823,1456,990,1269
CIA_RS25675,537,591,398,1046,750,923
CIA_RS25680,257,227,191,544,522,582
CIA_RS25685,504,439,408,1056,675,1029
CIA_RS25690,103,105,85,162,81,101
CIA_RS25695,109,182,108,245,154,171
CIA_RS08690,176,240,169,525,346,418
CIA_RS25700,238,294,187,538,228,340
CIA_RS25705,147,163,78,215,128,144
CIA_RS25710,36,40,34,98,42,61
CIA_RS0106580,63,125,60,98,75,95
CIA_RS25715,239,379,203,492,321,352
CIA_RS25720,290,411,229,447,225,348
CIA_RS25725,105,182,102,269,181,198
CIA_RS25730,3180,3299,2606,4605,1576,2683
CIA_RS25735,252,387,225,443,249,278
CIA_RS25740,2414,2242,1844,3506,1752,2381
CIA_RS08695,342,371,252,606,506,607
guaA,1616,1385,1113,1813,867,1315
CIA_RS25750,1170,1019,904,2096,766,1322
CIA_RS25755,277,173,188,285,218,308
CIA_RS25760,48,43,41,104,125,98
CIA_RS25765,85,53,31,115,76,76
CIA_RS25770,28,35,19,46,27,46
CIA_RS25775,59,74,22,107,62,150
CIA_RS25780,49,43,38,75,65,70
CIA_RS25785,115,145,71,128,83,111
CIA_RS25790,318,205,141,201,130,206
CIA_RS08700,869,568,619,1072,537,752
CIA_RS25795,448,394,278,528,406,452
CIA_RS25800,211,171,142,271,298,357
CIA_RS25805,632,759,533,1224,850,1097
CIA_RS25810,479,450,242,583,324,429
CIA_RS25815,491,387,215,267,180,218
CIA_RS25820,496,559,363,634,550,660
CIA_RS25825,1170,704,472,976,1008,873
CIA_RS25830,725,763,962,2555,1754,2334
CIA_RS25835,4247,3351,2890,5932,2672,4205
CIA_RS25840,434,313,289,1413,1440,1853
CIA_RS08705,1578,1035,1278,2128,1210,1770
CIA_RS25845,574,646,513,1502,1579,1545
CIA_RS25850,2166,1567,1289,4328,4782,4806
CIA_RS25855,761,863,619,1725,1385,1794
CIA_RS25860,242,366,219,548,359,486
CIA_RS25865,2743,1789,1652,4264,2527,3826
CIA_RS25870,357,328,250,685,430,656
CIA_RS25875,225,271,189,573,470,567
CIA_RS25880,3059,2414,2050,4317,2727,4042
CIA_RS25885,636,628,418,578,874,784
CIA_RS25890,1835,1276,1746,3356,2169,3331
CIA_RS0106060,272,236,198,332,299,304
CIA_RS25895,288,268,313,716,575,778
CIA_RS25900,1694,1549,1678,4449,3617,4588
CIA_RS25905,1853,1543,1254,1838,880,1402
CIA_RS25910,1190,904,854,1466,643,1089
CIA_RS25915,1112,1093,975,1847,918,1133
CIA_RS25920,889,958,753,1573,533,901
CIA_RS25925,693,558,488,775,376,532
CIA_RS25930,1063,886,685,1479,662,910
CIA_RS25935,1070,1021,971,2039,1615,1749
CIA_RS25940,459,417,467,994,910,911
CIA_RS07010,275,201,223,583,444,656
CIA_RS08710,1739,1566,1113,2020,1196,1673
CIA_RS25945,330,307,197,492,416,471
CIA_RS25950,1528,1608,1676,3303,1414,1986
hscA,3361,3068,2192,3497,2027,2474
hscB,4003,4426,2419,4312,2494,2668
iscA,1831,2087,1442,3014,972,1793
CIA_RS25970,4602,4789,4127,8633,4024,5545
CIA_RS25975,16612,15479,11449,23266,9590,15549
CIA_RS25980,2415,1904,1518,3850,684,2078
CIA_RS25985,492,504,276,497,270,419
CIA_RS25990,422,456,343,756,361,668
CIA_RS08715,383,287,270,1675,815,2462
CIA_RS25995,1293,1109,665,1878,1299,2276
CIA_RS26000,19032,13072,14774,49491,16815,42122
CIA_RS26005,391,310,288,565,280,404
secD,1541,964,881,1860,719,1330
CIA_RS26015,126,166,125,360,168,270
tgt,288,289,288,713,530,642
CIA_RS26025,192,186,180,510,398,492
CIA_RS26035,596,520,437,1149,803,1053
CIA_RS26040,97,144,105,312,150,271
CIA_RS26045,349,258,199,363,274,332
CIA_RS26050,600,404,385,1095,487,753
CIA_RS26055,103,83,70,119,84,122
CIA_RS26060,202,92,108,208,128,177
CIA_RS26065,1396,1443,1268,2579,1987,2574
CIA_RS26070,427,495,314,768,810,839
CIA_RS26075,601,564,785,3215,2939,3741
CIA_RS26080,1384,1257,1391,3996,2735,3503
CIA_RS26085,228,151,183,504,232,388
CIA_RS26090,57,81,58,261,131,213
CIA_RS08720,3385,2538,2760,8228,4748,6871
CIA_RS26095,2053,1560,1442,2774,1142,1750
CIA_RS26100,406,364,338,602,375,445
CIA_RS26105,394,241,174,344,171,282
CIA_RS26110,1921,1788,1184,1648,828,1349
CIA_RS26115,420,338,285,352,193,253
CIA_RS26120,226,186,139,244,105,141
CIA_RS26125,89,81,60,84,42,74
CIA_RS26130,63,122,62,129,52,84
CIA_RS26135,22,26,41,104,25,43
CIA_RS26140,228,224,153,260,134,206
CIA_RS08725,1544,1662,1558,3963,2117,3167
CIA_RS26145,492,365,341,658,310,507
CIA_RS26150,1588,1341,961,1456,1183,1356
CIA_RS26155,2011,1880,1363,2212,1656,1905
CIA_RS26160,93,73,58,162,154,163
CIA_RS26165,585,508,566,1232,1085,1280
CIA_RS26170,157,168,133,296,274,269
CIA_RS26175,395,387,226,637,341,500
CIA_RS26180,344,187,114,237,209,250
CIA_RS26185,308,226,170,641,434,707
CIA_RS26190,334,336,206,405,342,421
CIA_RS08730,103,87,84,214,174,229
CIA_RS26195,258,233,185,498,202,331
CIA_RS26200,215,208,146,398,302,331
CIA_RS26205,137,76,83,139,91,144
CIA_RS26210,776,682,634,1311,944,1351
CIA_RS26215,1271,910,954,2376,2290,2726
CIA_RS26220,191,138,167,309,165,278
CIA_RS26225,871,536,496,1651,1025,1469
CIA_RS26230,651,557,538,1188,414,645
CIA_RS26235,214,164,97,205,107,167
CIA_RS26240,306,206,157,282,139,189
CIA_RS08735,2137,1979,1966,4545,3180,3730
CIA_RS26245,333,459,281,507,285,410
CIA_RS26250,612,530,565,1073,611,826
CIA_RS26255,2145,4399,1868,6724,2510,3880
CIA_RS0106590,955,907,1072,2558,1517,2278
CIA_RS26260,193,259,211,848,553,723
CIA_RS26265,149,165,134,500,359,372
CIA_RS26270,135,91,69,130,137,134
CIA_RS26275,67,39,35,95,102,138
CIA_RS26280,82,123,97,311,154,247
CIA_RS26285,35,11,42,51,52,69
CIA_RS08740,1435,1204,957,2053,1024,1470
narH,154,190,121,357,190,340
narZ,257,298,169,500,316,408
CIA_RS26300,56,88,42,125,99,105
CIA_RS26305,766,798,476,1119,525,890
CIA_RS26310,616,599,416,788,937,850
CIA_RS26315,183,139,110,222,174,173
CIA_RS26320,90,39,43,119,61,97
CIA_RS26325,132,109,109,200,138,159
CIA_RS26330,202,186,127,298,204,191
CIA_RS26335,103,93,50,64,45,69
CIA_RS08745,1632,1110,1090,1659,765,1159
CIA_RS26340,27,39,21,61,44,60
CIA_RS26345,98,75,72,216,110,171
CIA_RS26350,123,103,62,131,68,81
CIA_RS26355,87,39,35,127,48,125
CIA_RS26360,141,139,114,335,172,218
CIA_RS26365,212,249,163,427,250,307
CIA_RS26370,335,298,245,505,314,355
CIA_RS26375,467,407,337,795,425,612
CIA_RS26380,595,625,504,1008,627,911
CIA_RS26385,74,45,51,144,64,96
CIA_RS08750,1021,990,873,1649,743,997
CIA_RS26390,85,88,60,200,84,136
CIA_RS26395,184,157,83,228,154,151
CIA_RS26400,130,113,66,140,86,93
CIA_RS26405,364,300,311,583,317,384
CIA_RS26410,144,98,114,221,154,182
CIA_RS26415,146,81,61,134,72,90
CIA_RS26420,377,316,193,289,130,229
CIA_RS26425,447,437,275,451,211,258
CIA_RS26430,288,215,101,151,110,94
CIA_RS26435,615,786,463,848,513,647
CIA_RS07015,608,446,552,1272,1197,1444
murD,1143,997,790,1560,713,1057
CIA_RS26440,387,256,158,579,280,429
prfC,218,257,206,475,217,338
CIA_RS26450,58,128,63,134,66,64
CIA_RS26455,98,69,60,165,33,62
CIA_RS26460,47,52,67,127,52,50
CIA_RS0106605,371,354,250,560,199,285
CIA_RS26465,157,148,164,301,175,200
CIA_RS26470,514,307,272,489,264,343
CIA_RS26475,198,156,93,212,105,128
CIA_RS26480,33,46,22,45,20,37
CIA_RS08760,929,797,747,1310,503,806
CIA_RS26485,34,32,18,62,27,38
CIA_RS26490,42,45,24,63,36,43
CIA_RS26495,176,139,104,120,134,121
CIA_RS26500,91,79,46,75,63,47
CIA_RS26505,403,384,167,420,245,328
CIA_RS26510,184,102,112,226,72,190
moaC,1598,988,793,1793,775,1449
CIA_RS26520,238,191,158,341,333,391
CIA_RS26525,139,113,111,359,506,538
CIA_RS26530,360,417,294,606,547,667
murG,979,578,491,791,320,600
CIA_RS26535,4419,5397,4423,6259,5651,5889
CIA_RS26540,2038,1648,2570,1865,1615,2013
CIA_RS26545,3341,2525,1809,2964,1898,2723
CIA_RS26550,12695,9797,9920,15270,9462,13989
CIA_RS26555,14053,9771,11612,24840,19918,24961
CIA_RS26560,1634,1563,1631,5748,4095,5894
CIA_RS26565,399,363,308,603,481,627
CIA_RS26570,180,152,166,408,336,418
CIA_RS26575,319,222,276,672,644,680
CIA_RS26580,435,114,105,203,137,199
murC,1053,1142,908,1558,989,1307
CIA_RS26585,1072,963,911,1956,1770,2137
CIA_RS26590,2736,2184,2656,8252,6891,8290
CIA_RS26595,268,235,289,897,457,668
CIA_RS26600,232,177,178,517,344,489
CIA_RS26605,482,458,375,983,734,907
CIA_RS26610,536,404,476,1065,729,1081
CIA_RS26615,283,157,233,607,374,594
CIA_RS26620,175,212,172,467,362,382
tauB,579,193,189,334,257,321
tauA,417,286,322,841,495,760
CIA_RS08775,561,443,381,679,337,545
CIA_RS26635,143,167,116,245,177,281
CIA_RS26640,630,542,397,649,513,639
CIA_RS26645,311,196,167,242,241,310
CIA_RS26650,984,1071,1084,2772,3376,3029
CIA_RS26655,2695,2208,1627,3156,3119,3467
CIA_RS26660,1282,955,1086,2391,2021,2469
CIA_RS26665,2873,2002,2428,5097,4860,5969
CIA_RS26670,172,131,150,471,364,452
CIA_RS26675,141,179,137,460,385,420
CIA_RS26680,224,169,221,461,458,563
CIA_RS08780,1275,1058,985,2163,1124,1540
CIA_RS26685,240,141,138,398,225,364
CIA_RS26690,469,408,342,721,482,724
CIA_RS26695,234,181,194,384,340,413
CIA_RS26700,810,506,535,761,677,785
CIA_RS26705,95,93,90,213,228,281
CIA_RS26710,415,432,506,1349,1057,1685
CIA_RS26715,1557,1436,1382,3734,4726,4607
CIA_RS26720,1522,1204,1248,2904,3062,3248
CIA_RS26725,1298,1026,933,1359,1528,1870
CIA_RS26730,788,660,475,845,857,713
CIA_RS08785,5160,6261,3625,6221,4497,5054
CIA_RS26735,145,168,109,228,121,173
CIA_RS26740,45,35,14,75,51,60
CIA_RS26745,808,523,312,486,263,331
CIA_RS26750,371,348,344,1071,1009,1228
fieF,152,84,106,260,197,261
CIA_RS26760,254,101,93,147,94,138
CIA_RS26765,251,220,248,730,484,715
CIA_RS26770,21,35,43,146,85,114
CIA_RS26775,52,31,26,87,38,83
CIA_RS26780,115,118,37,104,32,90
CIA_RS08790,6417,7636,6964,12801,6269,9347
CIA_RS26785,502,435,306,481,281,439
CIA_RS26790,541,249,138,282,145,239
CIA_RS26795,607,656,416,793,514,686
CIA_RS26800,692,993,531,954,1036,1106
CIA_RS26805,4027,4012,2721,5904,4448,5584
CIA_RS26810,1449,1447,973,2609,1451,2286
CIA_RS0106610,4543,3377,2867,5816,4080,5759
CIA_RS26815,221,165,120,307,300,398
CIA_RS26820,227,215,175,450,347,345
CIA_RS26825,465,524,394,1170,1110,1275
CIA_RS08795,2654,2406,1833,3344,1720,2410
CIA_RS26830,1332,1582,1185,2871,1756,2731
CIA_RS26835,627,747,631,1882,1664,2064
CIA_RS26840,1038,809,843,3264,2800,3834
CIA_RS26845,2923,2279,2124,7230,5908,7720
CIA_RS26850,1785,1625,1218,4129,2938,3964
CIA_RS26855,1410,1282,1469,5673,3965,6237
CIA_RS26860,3573,3118,4290,19387,14316,19387
CIA_RS26865,3429,2133,2074,5900,4174,5712
CIA_RS26870,2931,2791,4035,13961,16940,21738
leuS,1422,1358,900,1953,1270,1688
CIA_RS08800,276,173,173,323,148,229
CIA_RS26880,512,510,394,758,380,526
CIA_RS26885,424,279,230,450,253,362
CIA_RS26890,97,88,69,128,142,162
CIA_RS0106615,13,22,10,30,30,34
CIA_RS26895,46,34,29,148,78,147
CIA_RS26900,958,776,648,1333,1019,1452
CIA_RS26905,344,237,210,477,427,494
CIA_RS26910,956,748,682,1777,1501,1913
CIA_RS26915,1739,1230,1290,2922,2876,3493
CIA_RS26920,1233,1346,888,2328,2255,2500
CIA_RS07020,5565,5006,5319,9140,13113,13492
CIA_RS08805,368,262,165,252,109,188
CIA_RS26925,606,472,378,1137,533,904
CIA_RS26930,1729,1549,1261,2457,1638,1947
CIA_RS26935,3211,2062,1502,3500,1524,2359
CIA_RS26940,360,307,264,624,331,522
CIA_RS26945,980,813,741,1900,1113,1645
CIA_RS26950,538,548,593,1195,1000,1290
CIA_RS26955,511,474,455,988,797,880
CIA_RS26960,1026,572,737,1691,1048,1696
CIA_RS26965,405,235,205,450,453,496
CIA_RS26970,504,342,198,650,318,513
secA,7619,6267,5192,8307,4576,6319
CIA_RS26975,407,310,244,584,562,612
CIA_RS26980,393,324,289,692,643,819
CIA_RS26985,571,432,313,752,750,903
CIA_RS26990,1128,858,655,1864,2321,2230
CIA_RS26995,667,444,632,2224,2513,2998
CIA_RS27000,316,267,283,985,701,1186
CIA_RS27005,77,55,73,181,157,187
CIA_RS27010,363,417,306,1864,2782,2806
CIA_RS27015,8071,6233,3799,10659,12318,12804
CIA_RS27020,5293,3676,5172,12729,13859,15603
argJ,860,582,512,865,393,601
CIA_RS27025,1823,1503,1152,2248,2578,2764
CIA_RS27030,2972,2553,2223,4600,5306,5663
CIA_RS27035,2922,3002,2652,6665,6289,7149
CIA_RS27040,3324,2456,1640,3865,3620,4105
CIA_RS27045,2062,1515,3265,7207,11528,11254
CIA_RS27050,392,339,544,1543,2035,2171
CIA_RS27055,503,418,619,1912,2209,2405
CIA_RS27060,324,188,183,378,497,436
CIA_RS27065,562,523,874,2036,1903,2275
CIA_RS27070,2792,2249,3380,5468,4725,5619
CIA_RS08820,982,538,495,970,360,707
CIA_RS27075,4276,2418,2662,4071,3871,4448
CIA_RS27080,641,509,612,1215,908,1189
CIA_RS27085,1398,1045,1328,2252,2081,2537
CIA_RS27090,529,305,482,978,1139,1053
CIA_RS27095,526,340,397,982,712,885
CIA_RS27100,236,242,390,903,936,1101
CIA_RS27105,232,176,242,471,380,529
CIA_RS27110,557,604,538,1199,805,1151
CIA_RS27115,2020,1981,2201,4173,3463,4286
CIA_RS27120,286,347,223,443,375,483
CIA_RS08825,502,416,324,432,263,319
CIA_RS27125,1185,1239,956,1561,758,1214
CIA_RS27130,929,1058,789,1414,1124,1306
CIA_RS27135,278,230,127,221,161,191
CIA_RS27140,527,455,338,774,475,683
