,X3225B2.raw,X3225B3.raw,X3225B4.raw,WTB3.raw,WTB4.raw,WTB6.raw,X3225P4.raw,X3225P5.raw,X3225P6.raw,WTP4.raw,WTP5.raw,WTP6.raw
PA14_64530,556,352,285,201,102,644,54,73,135,85,75,84
PA14_66510,29,27,21,21,16,30,192,247,316,260,175,286
PA14_67065,1246,1147,677,1107,746,1094,8,5,3,4,3,4
PA14_67770,707,564,346,668,369,843,4,1,7,5,10,4
PA14_69150,1063,974,774,1061,726,905,67,58,128,114,42,163
PA14_69520,1251,1264,918,1322,798,1938,2,2,4,4,6,3
PA14_70390,2284,1902,1546,2428,1707,2446,41,89,109,66,73,76
PA14_00430,47,59,43,75,24,88,169,206,286,247,189,291
PA14_00640,319,273,171,298,196,232,109,124,205,159,110,146
PA14_00780,128,86,68,162,70,101,102,136,177,190,114,156
PA14_04100,3808,3981,2346,3532,2424,3816,34,62,86,90,56,61
PA14_04690,528,401,216,511,244,326,2,9,7,7,9,9
PA14_06230,375,339,233,437,277,380,15,27,43,27,20,28
PA14_07260,258,265,216,306,195,202,2097,2720,3093,2855,1986,2837
PA14_07700,678,586,387,630,353,600,313,329,448,354,312,382
PA14_16340,101,126,72,120,60,100,103,127,212,194,118,177
PA14_16970,373,329,225,385,263,423,7,12,18,14,5,11
PA14_17270,1481,1612,1249,1902,1441,1631,61,82,77,103,65,80
PA14_18340,84,39,27,71,21,122,297,388,482,403,358,512
PA14_20770,2951,3251,1557,3625,1756,3523,4,1,3,6,2,5
PA14_21760,31778,40469,16662,42466,24099,35846,629,791,1272,1030,780,1111
PA14_22410,355,302,188,384,233,362,3,8,18,20,6,13
PA14_25330,139,136,69,134,89,181,1,0,3,3,3,2
PA14_25860,1096,979,775,1190,774,1312,3,5,17,8,5,6
PA14_31690,616,673,385,806,494,626,337,369,627,522,371,561
PA14_32200,153,115,74,149,64,108,180,187,308,254,197,291
PA14_32530,858,562,467,823,407,986,1025,1198,1688,1424,983,1382
PA14_33380,10,6,5,9,4,17,1,1,2,2,1,5
PA14_33610,4735,4919,3059,5445,3499,5633,77,72,150,115,75,150
PA14_33710,30,25,15,34,15,39,19,21,43,35,16,22
PA14_34330,193,125,78,156,95,122,398,606,1087,715,582,667
PA14_34390,52,36,22,38,25,82,7,8,20,7,13,8
PA14_34440,215,189,120,248,134,229,2425,3512,4507,3884,2951,4470
PA14_35740,651,884,492,827,585,920,33,45,45,51,43,48
PA14_37320,26,12,8,21,7,10,152,142,246,246,158,191
PA14_38900,22,15,39,17,15,23,36,44,56,76,37,44
PA14_40210,15,15,6,19,8,21,16,23,27,24,10,23
PA14_40830,2230,2035,1685,2178,1819,1594,37,44,68,56,29,51
PA14_42870,228,215,180,218,212,295,74,112,113,152,76,111
PA14_44120,836,608,400,829,461,438,353,389,607,501,361,438
PA14_45020,864,1091,875,1176,777,630,212,239,308,329,219,284
PA14_45300,48,61,36,53,36,43,10,13,9,10,15,16
PA14_47090,1268,1277,819,1409,842,981,160,201,216,201,129,220
PA14_47210,26,23,16,28,12,42,37,54,53,50,44,71
PA14_47240,250,195,134,261,143,270,734,980,1478,1206,879,1007
PA14_48115,73,58,36,67,30,56,53,77,147,122,82,106
PA14_49150,106,82,50,122,39,133,11,3,15,6,8,8
PA14_49650,130,148,86,177,116,134,1780,2270,3250,2782,2010,3105
PA14_50040,240,203,142,252,134,169,68,68,91,80,50,81
PA14_50240,460,433,281,552,328,476,203,286,485,382,306,377
PA14_50600,86,57,48,68,43,65,2969,3066,5984,3941,3121,4500
PA14_51260,383,350,230,406,255,453,31,33,67,53,35,63
PA14_51350,115,85,65,103,68,76,316,410,610,521,357,579
PA14_53310,287,343,202,342,189,432,4573,1837,2543,2407,1794,2510
PA14_53380,9,4,4,15,5,5,23,44,67,44,42,34
PA14_58320,331,426,263,381,286,307,260,311,422,410,279,396
PA14_59380,2599,2529,1368,2744,1724,2981,20,46,62,51,27,36
PA14_60540,1575,1389,959,1375,916,1482,202,268,352,307,218,376
PA14_61560,97,108,50,109,42,87,17,21,26,24,25,28
PA14_63540,259,169,121,264,100,139,121,127,165,173,128,157
PA14_68870,1143,972,688,1285,824,1111,22,25,35,47,25,25
PA14_70550,250,215,134,254,168,144,1171,1661,3101,2212,1689,1574
PA14_72970,10045,8368,6814,9986,5158,15901,116,138,223,179,138,210
EBG00001225046,4,3,2,4,0,1,1824,2735,5697,3443,2732,3184
PA14_01080,17,11,7,19,5,4,66,83,167,99,91,105
PA14_02580,18,21,16,21,17,9,1054,1485,2652,1862,1368,1723
PA14_02740,122,98,96,106,100,170,31,40,57,41,28,47
PA14_03160,2383,3098,1963,3058,2240,3216,8,5,8,17,6,6
PA14_04940,182,119,78,165,77,116,350,407,821,598,549,610
PA14_05080,41,33,33,42,13,41,10585,11696,18959,14783,10737,19906
PA14_07530,622,689,395,658,411,897,6,6,6,3,5,5
PA14_08100,491,366,283,556,307,451,799,869,1227,1039,778,1332
PA14_08460,346,299,217,335,208,280,7,17,9,19,10,13
PA14_10560,402,289,224,416,230,215,79,85,132,103,69,106
PA14_11860,422,482,350,509,311,381,3272,3941,5179,4411,3563,5409
PA14_12110,185,202,151,232,143,249,1964,2414,3336,2526,1842,3126
PA14_13330,120,98,52,96,44,113,98,99,153,131,102,156
PA14_14320,14,16,12,13,11,31,138,176,238,191,147,188
PA14_14940,218,198,141,262,137,247,70,68,124,112,78,103
PA14_15140,10,6,6,12,6,13,35,59,61,62,28,52
PA14_15510,271,376,256,317,262,269,209,219,436,344,262,339
PA14_15620,22,13,14,26,14,23,14,21,50,41,19,43
PA14_18350,480,429,287,475,191,935,162,213,372,285,236,297
PA14_18890,49,49,25,63,47,39,59,60,108,99,75,81
PA14_20430,35,22,11,25,13,21,129,174,273,219,167,247
PA14_21870,175,166,101,158,90,171,553,535,787,688,492,897
PA14_23060,382,298,205,365,199,283,156,288,316,305,213,321
PA14_27310,214,142,99,202,101,128,8,8,22,13,9,9
PA14_28930,13,3,2,4,2,6,239,262,360,363,220,358
PA14_29660,48,39,18,42,30,22,119,156,210,175,126,160
PA14_29900,399,567,485,415,550,210,12,15,12,16,6,10
PA14_29920,829,1708,1483,1193,1502,392,67,81,128,115,71,73
PA14_30720,440,567,505,554,511,739,141,163,242,186,149,186
PA14_32350,10,6,7,15,10,7,169,151,235,198,134,197
PA14_33500,92,89,54,92,67,119,307,390,589,427,314,499
PA14_33960,91,103,60,110,84,105,43,71,67,68,67,70
PA14_35800,1409,1880,1090,1933,1299,1782,52,72,134,101,67,72
PA14_38080,279,253,194,345,192,303,272,317,393,336,299,309
PA14_38910,10,16,37,7,10,23,114,141,195,197,141,159
PA14_41210,12728,11934,4550,11358,5106,10712,72,79,78,74,65,74
PA14_42280,29,23,16,27,18,14,1,2,0,0,1,7
PA14_44690,1140,851,478,1142,538,1192,393,431,595,553,408,582
PA14_46610,59,58,39,82,44,61,452,476,883,812,538,630
PA14_47180,4,5,4,7,2,11,3302,4916,6014,5183,3984,6213
PA14_48330,1,2,3,4,2,5,3,2,8,6,6,7
PA14_48510,5,3,1,2,1,2,164,164,275,217,151,208
PA14_48710,84,83,59,73,51,86,72,96,130,107,75,98
PA14_49580,29,11,16,39,12,22,3,7,7,6,3,3
PA14_49710,218,218,118,263,155,226,30,39,107,78,71,63
PA14_51720,1152,1239,723,1228,776,1569,15,25,29,22,20,18
PA14_55150,30,36,25,45,25,42,46,48,63,78,49,52
PA14_58990,55,58,37,67,37,76,39,44,76,72,44,65
PA14_59110,61,85,62,61,58,74,6,9,11,17,7,10
PA14_63650,33,10,8,31,11,27,35,40,62,55,26,44
PA14_64190,65,74,39,69,39,56,490,747,948,740,566,810
PA14_64640,113,73,44,124,50,99,31,22,44,36,24,56
PA14_64650,6,5,2,7,2,11,115,150,198,147,121,172
PA14_65150,274,242,189,243,175,254,28,42,63,62,51,40
PA14_65210,3043,3569,2820,3271,3110,4673,587,716,908,800,600,1000
PA14_65230,2595,3217,2608,2986,2710,1833,134,154,234,226,161,188
PA14_65270,2494,3285,2042,3021,2220,2225,500,622,804,654,506,703
PA14_65280,1766,1685,1203,1730,1297,1457,123,186,213,224,140,211
PA14_65690,85,90,59,92,57,69,6,5,15,11,10,13
PA14_65940,35,29,28,54,27,32,48,70,98,113,56,75
PA14_66570,3077,3081,2523,3521,2530,2043,1176,1117,1723,1445,978,1473
PA14_68470,2121,2891,1913,3097,2701,2444,111,144,165,178,99,120
PA14_68700,527,424,301,465,306,430,791,1038,2065,1360,1032,1284
PA14_68720,16,15,13,25,18,14,566,646,964,884,555,923
PA14_69310,326,306,177,337,199,236,3,2,5,3,2,1
PA14_69340,508,500,341,534,324,437,276,369,487,386,280,424
PA14_70400,484,340,279,388,328,559,108,94,229,153,131,103
PA14_71210,63,64,49,89,51,70,1808,2466,3292,2974,2258,2946
PA14_72200,7,4,7,11,10,5,25,16,21,15,14,23
EBG00001225133,889,1150,730,1323,589,689,29,40,42,40,24,36
EBG00001225168,12,5,12,7,1,13,3,3,3,2,6,6
PA14_02150,30,26,18,42,16,34,3,2,4,4,5,5
PA14_02470,289,313,185,295,172,287,280,372,416,368,267,395
PA14_03930,506,535,410,508,411,477,306,338,569,403,309,459
PA14_04150,954,892,589,1025,557,768,168,224,292,306,199,244
PA14_05220,222,236,131,288,138,256,431,461,559,512,415,667
PA14_05630,114,99,70,136,88,108,21,37,29,46,30,27
PA14_09470,605,678,330,742,333,800,82,117,188,151,110,167
PA14_09580,160,79,64,121,56,100,16859,23102,31846,24052,18857,27075
PA14_10370,29,30,17,35,24,35,10961,11390,16426,12646,9844,15291
PA14_10910,321,155,72,217,60,175,6,9,12,13,9,13
PA14_10960,11,5,3,15,1,13,147,202,235,232,157,170
PA14_11250,880,791,487,923,558,991,158,210,257,206,170,222
PA14_13880,2,3,1,7,3,1,38,44,68,62,51,58
PA14_17670,244,201,172,219,170,325,218,289,374,329,235,283
PA14_19050,1954,1911,1200,2276,1441,2070,130,184,250,242,152,225
PA14_21790,77,63,42,69,41,108,13,18,37,25,22,34
PA14_22050,342,311,227,366,206,271,49,52,90,66,52,59
PA14_24340,81,72,52,90,48,105,700,929,1081,1043,776,1113
PA14_24560,35,31,29,43,25,48,8,5,16,7,6,10
PA14_25340,137,122,90,149,108,150,19,45,44,57,33,37
PA14_25470,506,527,270,560,344,593,179,237,302,260,168,261
PA14_25760,228,233,157,242,154,194,10,11,13,8,11,25
PA14_27580,476,417,266,460,228,425,93,96,132,108,82,113
PA14_28040,18,25,13,27,14,30,105,98,169,156,122,134
PA14_28300,17,9,8,19,10,16,85,106,135,123,106,133
PA14_30760,78,72,63,84,49,119,158,137,172,134,104,189
PA14_31300,438,419,353,390,288,485,24,17,32,28,16,20
PA14_31330,28,29,31,40,25,43,61,87,162,136,121,100
PA14_33860,190,159,102,201,101,126,3,6,2,2,4,1
PA14_34050,44,46,27,39,26,41,8,8,11,14,10,11
PA14_34130,117,102,60,130,52,80,18,36,33,45,26,31
PA14_34960,350,437,250,454,352,387,4,15,21,11,13,8
PA14_36050,24,24,9,19,14,16,5,11,11,16,10,9
PA14_37950,29,15,11,19,9,19,52,72,99,80,57,71
PA14_38010,96,80,50,87,58,66,67,103,135,130,72,137
PA14_39320,257,227,218,237,234,156,48,53,97,86,58,79
PA14_41050,362,388,248,397,271,288,34,91,109,87,62,57
PA14_42780,183,183,115,169,129,159,85,103,154,152,119,108
PA14_44230,13,10,4,12,1,8,107,125,155,126,110,131
PA14_44630,1733,1466,846,1913,996,1717,77,94,144,120,84,93
PA14_44860,593,527,423,619,471,678,39,45,68,67,40,66
PA14_45760,16,15,9,14,6,13,186,244,441,297,221,319
PA14_46440,333,253,236,311,225,250,35,36,67,61,30,67
PA14_46920,127,98,67,140,74,128,36,37,69,56,37,37
PA14_47280,143,160,103,158,116,110,1048,1186,1860,1380,994,1602
PA14_50500,345,408,292,415,370,419,6,12,11,12,5,6
PA14_51090,21,29,12,28,14,36,194,238,282,257,173,255
PA14_53390,85,48,22,82,28,90,2338,2949,5382,3590,2901,3832
PA14_54890,829,920,688,877,607,864,487,804,1226,806,751,830
PA14_55240,68,55,48,64,40,54,188,249,330,266,201,269
PA14_57330,705,761,462,714,539,603,1344,2454,2552,2400,1793,2862
PA14_61020,68,58,42,67,36,52,24,35,54,50,21,31
PA14_61280,361,297,209,384,208,408,1617,2097,2887,2517,1929,2684
PA14_61540,57,34,21,30,32,39,313,404,594,445,324,497
PA14_61590,923,1109,752,1823,957,673,106,174,228,192,164,203
PA14_61610,839,847,387,1780,433,588,44,75,82,71,52,64
PA14_66410,838,756,510,877,475,675,129,225,315,223,203,205
PA14_67270,92,91,67,84,59,91,9,15,17,11,11,12
PA14_68560,126,115,83,115,74,209,447,473,690,607,451,689
PA14_68920,368,292,201,295,208,321,292,361,506,429,309,381
PA14_68980,439,324,260,445,257,280,244,235,403,319,220,310
PA14_70600,9385,10708,5359,10810,6074,12176,9,11,14,16,6,21
PA14_71590,4899,4163,1933,4984,2365,5587,72,79,128,106,70,86
PA14_73420,1650,1456,721,1524,800,2379,28,47,73,54,46,34
PA14_02180,15,11,3,9,10,3,93,112,112,112,101,139
PA14_02870,111,74,64,101,56,77,1,1,3,2,4,3
PA14_03010,196,205,130,188,146,173,8,23,16,11,17,9
PA14_03120,60,80,41,66,36,66,30,41,51,57,36,47
PA14_03130,88,97,58,81,54,93,16,12,25,30,11,23
PA14_04210,52,30,22,51,30,45,79,107,114,120,64,99
PA14_04730,409,352,247,490,221,446,380,445,637,598,429,560
PA14_07010,82,46,47,53,38,71,6289,7448,11566,8895,7191,11147
PA14_07070,278,182,128,276,142,262,1887,1886,2938,2124,1671,2711
PA14_07290,141,112,66,115,103,154,9,7,12,16,10,10
PA14_11970,512,381,266,516,263,550,2,9,20,9,6,9
PA14_13200,159,153,106,153,105,139,1518,1682,2393,1909,1458,2077
PA14_13530,21,27,13,17,12,24,67,86,120,93,88,76
PA14_17170,563,719,468,732,493,777,287,463,780,655,388,659
PA14_19190,855,763,569,946,650,903,25,29,50,39,22,33
PA14_21580,135,94,57,121,78,66,105,163,181,178,128,115
PA14_25270,188,231,174,226,148,193,77,63,121,98,78,115
PA14_26330,158,132,130,154,120,125,44,38,90,95,51,55
PA14_29490,86,87,72,96,69,65,20,38,42,39,28,49
PA14_30620,1776,1686,835,1920,1141,1842,56,63,67,69,49,55
PA14_30910,19,29,28,25,14,28,55,66,105,85,69,99
PA14_32750,48,50,31,48,35,35,6,2,13,11,8,9
PA14_35620,25,8,13,16,3,18,0,2,5,2,2,8
PA14_35690,85,71,54,80,43,136,56,73,86,71,60,70
PA14_36150,8,8,2,6,2,5,13363,15826,20903,17260,14085,22818
PA14_37360,20,25,30,27,23,11,2365,2624,4431,3134,2487,3565
PA14_37630,64,29,26,38,14,51,7,18,18,17,7,12
PA14_37980,15,6,3,13,9,11,97,144,155,152,114,110
PA14_40660,9,8,7,9,6,18,90,115,134,131,82,108
PA14_41160,83,96,62,114,65,104,421,604,682,697,510,643
PA14_41330,188,169,128,188,109,268,141,150,230,193,142,163
PA14_42500,435,474,291,450,288,418,389,461,540,496,360,489
PA14_45970,232,185,118,235,108,168,48,52,72,73,48,37
PA14_47250,51,48,49,57,38,41,332,469,783,536,440,558
PA14_51300,191,221,144,233,119,290,323,379,557,492,383,492
PA14_51820,1330,1286,830,1416,957,1558,44,67,77,84,58,70
PA14_53490,88,125,45,121,67,115,2,8,12,13,3,14
PA14_53890,22,9,2,19,5,25,15,28,34,27,18,23
PA14_54470,141,137,71,136,73,217,277,336,681,452,360,416
PA14_55280,17,23,21,21,18,14,71,85,120,105,62,93
PA14_55770,191,198,120,204,146,239,463,613,803,718,486,618
PA14_57590,1220,1676,953,1491,1276,1640,1252,1256,1729,1480,1202,1968
PA14_57900,254,278,174,268,161,248,43,57,114,65,64,70
PA14_59250,48,51,32,34,29,57,197,329,524,345,298,353
PA14_60040,1042,1063,576,1290,700,1071,103,116,185,139,103,142
PA14_60120,1020,1234,845,1361,909,1265,154,189,262,221,186,255
PA14_62300,326,376,207,461,227,356,389,413,655,613,408,560
PA14_62780,813,919,533,998,630,963,27,30,27,25,17,33
PA14_63900,459,486,333,603,406,455,2,7,3,11,4,3
PA14_64000,120,110,68,123,76,149,49,51,71,62,52,79
PA14_64800,120,86,99,118,88,72,27,38,46,39,35,27
PA14_65010,35,19,10,29,19,32,260,310,549,413,312,358
PA14_65220,1035,1220,935,1012,1182,1611,30,40,61,47,22,51
PA14_65410,564,559,465,665,482,670,10849,11377,16932,12231,10004,15888
PA14_67620,23,9,14,31,11,17,0,2,3,2,2,5
PA14_68080,127,132,68,167,57,165,114,135,204,186,130,182
PA14_68580,615,529,398,593,463,710,215,248,305,257,224,361
PA14_69030,553,397,235,434,195,490,458,592,731,671,448,611
PA14_70060,96,78,60,82,51,86,5,4,3,0,2,6
PA14_70740,1691,1703,803,2005,1011,1775,1016,1226,1930,1445,1049,1571
PA14_71310,3,0,1,7,0,2,459,410,400,487,358,622
PA14_00770,55,42,39,72,45,45,671,110,1443,511,449,765
PA14_01040,19,26,27,32,28,29,240,361,441,392,323,417
PA14_02190,6,5,4,11,6,5,100,125,165,153,101,176
PA14_03430,1762,1710,1147,1882,1359,1225,75,102,165,139,114,125
PA14_04160,341,345,221,373,208,460,139,168,229,190,136,188
PA14_05160,709,670,508,761,563,829,358,527,939,616,473,655
PA14_07430,107,99,64,107,70,138,111,119,149,126,112,181
PA14_09480,442,361,282,418,241,612,12,12,6,17,10,11
PA14_09920,30,18,18,19,18,21,69,88,107,97,69,83
PA14_10600,85,67,52,64,46,81,1323,1719,2337,2002,1506,2288
PA14_12710,41,53,41,42,33,49,27,40,37,41,29,50
PA14_13680,41,34,15,42,13,26,737,909,1251,1078,764,1283
PA14_14370,47,34,26,49,37,43,354,388,641,509,347,485
PA14_16290,632,635,376,803,335,740,15,17,16,10,15,16
PA14_16660,968,888,526,1000,598,711,23,37,49,42,23,34
PA14_16820,714,604,491,662,493,594,235,321,436,413,238,307
PA14_16980,60,46,29,65,45,51,5,0,11,0,5,5
PA14_17050,2401,2020,1326,2143,1391,2050,103,103,169,109,94,154
PA14_17610,55,43,30,47,36,70,69,68,151,101,91,129
PA14_19610,102,99,52,118,76,102,5,13,14,7,10,9
PA14_21660,14,7,4,14,9,11,18,22,45,26,25,25
PA14_22570,150,158,81,137,78,155,34,58,70,66,41,76
PA14_25160,379,364,283,468,288,419,1388,2248,4546,3020,2793,3479
PA14_25800,591,743,396,696,458,822,10107,11738,16042,12757,9890,14349
PA14_26910,432,427,258,393,291,393,127,165,268,192,258,205
PA14_27620,215,296,252,306,251,337,4,4,2,7,6,2
PA14_27990,1367,1618,1038,1848,1181,1545,4,5,3,4,3,1
PA14_28430,60,61,40,75,40,76,56,81,149,99,70,101
PA14_29440,111,78,51,101,53,72,9,7,16,7,6,13
PA14_30320,787,646,536,780,535,589,801,964,1534,1171,909,1481
PA14_31500,844,658,509,918,562,374,502,624,1376,990,765,1031
PA14_32780,11,5,9,13,6,15,12,22,40,34,20,33
PA14_33810,361,492,264,468,307,503,1197,1549,1885,1598,1240,1677
PA14_34200,63,60,46,57,40,60,56,53,89,61,53,71
PA14_36290,74,48,45,54,43,58,3415,5750,7719,7543,5423,5630
PA14_40710,141,146,61,150,69,202,54,77,88,74,53,78
PA14_40840,1641,1616,1252,1715,1240,1420,23,25,46,49,27,33
PA14_42180,1312,1063,754,1196,583,1256,264,436,640,575,491,435
PA14_43130,171,165,133,232,126,184,8,8,13,17,11,9
PA14_44090,40,58,31,47,45,62,13,20,21,26,13,26
PA14_44180,263,240,144,309,171,264,80,124,167,181,143,102
PA14_45170,50,41,19,40,30,30,83,78,103,108,68,117
PA14_45700,42,40,26,40,28,30,307,362,468,427,302,373
PA14_46910,1408,1451,891,1599,934,1739,654,799,1685,1065,861,1043
PA14_47360,240,226,177,247,145,225,1165,1343,2059,1540,1276,2146
PA14_48740,248,166,121,240,118,154,159,230,271,260,206,254
PA14_49290,90,57,43,69,53,102,126,159,217,190,132,159
PA14_50440,138,154,82,153,100,181,350,498,451,496,398,534
PA14_50950,211,234,153,273,97,203,9,27,37,26,18,20
PA14_53610,126,217,135,203,186,183,4,9,8,6,1,9
PA14_54690,65,63,45,66,39,56,108,127,143,155,123,138
PA14_55050,3876,5175,3752,5723,4432,4651,107,159,172,172,112,135
PA14_55060,212,231,155,228,181,279,64,57,127,99,75,102
PA14_55070,170,193,125,162,105,199,58,81,116,100,78,105
PA14_56620,220,195,141,210,162,268,2490,2942,3916,3347,2494,4211
PA14_56660,44,30,13,37,16,25,427,472,857,694,493,711
PA14_56770,12,13,7,10,4,12,43,48,87,70,41,55
PA14_56870,112,111,81,115,62,111,2,8,12,5,7,5
PA14_57250,380,426,243,474,273,454,120,132,215,172,120,155
PA14_57600,357,351,243,402,256,258,404,456,665,557,354,571
PA14_60030,13709,19482,12563,22815,17171,14316,127,173,259,182,148,207
PA14_60250,117,139,93,173,86,146,4386,4730,6924,5524,3861,6304
PA14_60380,273,254,162,311,184,298,490,580,699,649,543,720
PA14_60900,112,112,71,122,75,82,50,52,87,76,58,39
PA14_62190,510,381,272,543,251,329,4854,7299,10598,7898,5614,8728
PA14_63710,6,1,4,2,1,4,16,28,44,36,17,26
PA14_65480,121,90,51,132,49,130,130,146,235,190,140,160
PA14_66460,59,72,41,78,72,57,39,59,67,66,53,67
PA14_69580,931,848,520,1001,544,680,173,203,346,292,221,273
PA14_69620,80,60,52,70,52,104,26,52,44,63,35,43
PA14_69770,943,884,625,884,660,828,15,25,37,35,15,40
PA14_69870,248,258,185,312,182,300,482,585,681,715,400,574
PA14_71710,194,193,106,211,102,258,164,147,208,202,128,164
PA14_71930,160,170,118,160,113,154,4,10,27,12,11,10
EBG00001225083,66,94,70,89,70,110,44,59,106,68,61,67
PA14_00720,825,669,455,753,524,942,4,7,12,7,8,15
PA14_04950,70,38,40,56,34,47,636,642,1090,911,586,1083
PA14_05420,33,22,18,26,18,21,11,12,7,12,15,11
PA14_09730,10,5,6,16,6,7,50,84,102,74,70,78
PA14_10780,246,157,102,185,118,181,42,59,101,69,56,64
PA14_12170,8,7,7,7,3,24,91,114,189,177,111,145
PA14_13870,57,71,27,56,36,102,216,266,330,278,237,368
PA14_13950,2108,2504,2310,2297,2021,2109,61,72,86,88,56,100
PA14_16020,527,856,475,943,594,631,1109,1511,1682,1550,1148,1503
PA14_16580,522,559,367,663,377,610,34,49,63,64,44,57
PA14_18880,23,22,10,30,16,23,18,26,36,32,22,39
PA14_23630,72,46,41,64,26,58,25,32,65,44,34,34
PA14_26990,233,275,111,350,160,215,17,10,27,15,17,15
PA14_27050,1332,1301,796,1631,939,1329,170,197,297,225,209,207
PA14_27490,3,5,3,7,3,7,939,1152,1495,1335,902,1267
PA14_27520,391,391,359,437,273,633,21,43,52,44,34,28
PA14_29410,172,146,99,209,74,112,647,998,2471,1580,1507,1691
PA14_29940,1284,1304,883,1356,892,1126,24,22,35,37,28,29
PA14_32850,60,55,45,69,48,72,10,12,11,10,17,14
PA14_33720,91,117,67,133,67,120,148,174,164,200,150,186
PA14_34750,40,37,31,51,25,54,4,3,6,1,2,6
PA14_36310,774,620,443,767,411,602,197,216,270,260,158,241
PA14_37530,1,1,2,2,3,3,203,295,300,305,208,258
PA14_40060,9,8,4,8,3,5,67,80,86,82,60,78
PA14_41730,244,284,227,283,216,365,263,306,410,374,274,413
PA14_41780,209,198,127,198,137,177,18,18,17,18,7,21
PA14_42490,7,10,4,6,3,7,361,409,522,530,354,512
PA14_43620,126,72,58,106,50,86,119,160,250,196,159,223
PA14_44390,53,66,33,65,39,76,789,1043,1162,1103,776,1043
PA14_44480,1454,1356,1091,1509,995,1287,672,791,952,916,664,1021
PA14_44820,1859,1667,1441,1883,1330,2424,164,275,329,278,226,234
PA14_44900,429,410,253,446,229,381,82,74,100,92,63,87
PA14_46220,39,41,16,32,23,32,934,1226,1661,1500,1007,1224
PA14_46630,101,115,57,117,63,138,91,160,229,157,145,154
PA14_46670,39,20,14,21,34,39,295,378,549,413,332,441
PA14_48350,20,19,11,16,15,12,12,20,22,19,14,14
PA14_48780,224,215,128,212,140,192,2,1,3,6,2,2
PA14_49390,9,10,2,5,4,7,365,629,665,626,446,518
PA14_52290,61,45,21,43,24,50,84,119,182,156,116,151
PA14_53570,134,157,122,160,115,202,1,4,8,6,11,3
PA14_54270,15,21,17,18,15,13,917,1123,1545,1457,954,1090
PA14_54620,509,494,338,619,272,639,233,323,384,335,260,316
PA14_56170,29,31,22,30,26,44,28,26,38,36,33,37
PA14_58230,48,42,30,47,25,38,102,128,166,130,121,128
PA14_60580,353,279,238,293,175,372,48,84,101,96,56,107
PA14_61400,541,556,306,548,353,699,50,60,60,70,49,72
PA14_61470,347,376,261,400,246,304,343,372,490,422,295,453
PA14_61640,432,560,264,912,323,340,94,85,180,146,99,150
PA14_62800,845,934,608,1171,664,882,15,10,13,12,18,17
PA14_63130,144,111,88,142,69,193,18,19,23,26,14,31
PA14_66750,481,417,261,555,308,460,708,1085,1234,1035,851,1068
PA14_66850,130,119,70,119,83,101,2591,3172,4094,3750,2672,4166
