old_locus_tag,X0.mM.SA.counts,X2.mM.SA.counts
PA14_57425,13342,13239
PA14_57440,2497,2490
PA14_57450,10200,9719
PA14_57460,8560,8185
,1038177,963285
PA14_57470,1586,1393
PA14_57480,7128,6033
PA14_57490,1572,1428
PA14_57500,5372,4542
PA14_57510,5289,4896
PA14_57520,7322,6265
PA14_57530,5927,4537
PA14_57540,40730,33160
PA14_57560,69388,57527
PA14_57570,33312,26214
PA14_57580,69020,62056
PA14_57590,65437,55843
PA14_57600,3480,3225
PA14_57610,691,644
PA14_57630,1308,1276
PA14_57640,180,135
PA14_57650,6362,5742
PA14_57670,9747,8314
PA14_57680,2881,2577
PA14_57690,7694,5717
PA14_57710,11286,10869
PA14_57720,7370,6186
PA14_57730,1759,1531
PA14_57740,1470,1261
PA14_57760,3204,2774
PA14_57770,4550,3796
PA14_57780,7048,5781
PA14_57800,8488,7405
PA14_57810,19623,16762
PA14_57820,4354,3515
PA14_57830,2018,1859
PA14_57840,5449,4968
PA14_57850,3461,3235
PA14_57870,3996,3588
PA14_57880,6174,4970
PA14_57890,10332,9511
PA14_57900,4353,3879
PA14_57910,4381,4140
PA14_57920,10237,9476
PA14_57930,10748,9729
PA14_57940,11206,10289
PA14_57950,23706,23716
PA14_57960,18029,17402
PA14_57970,15228,13021
PA14_57980,5478,5097
PA14_57990,125,144
PA14_58000,121,95
PA14_58010,76,69
PA14_58030,281,251
PA14_58040,154,135
PA14_58050,5520,6243
PA14_58060,2609,2051
PA14_58070,7867,9252
PA14_58080,4045,4600
PA14_58090,4362,4264
PA14_58100,3251,3179
PA14_58110,825,716
PA14_58120,1811,1610
PA14_58130,6832,6199
PA14_58150,14704,12614
PA14_58170,3985,3508
PA14_58180,14150,12276
PA14_58190,14857,12906
PA14_58210,1385,1184
PA14_58220,1545,1264
PA14_58230,1988,4104
PA14_58240,2638,6428
PA14_58250,12755,30714
PA14_58260,1975,4433
PA14_58270,6677,15243
PA14_58290,3756,5463
PA14_58300,10444,8410
PA14_58320,11721,8932
PA14_58330,3335,4031
PA14_58350,2730,2426
PA14_58360,989,861
PA14_58375,5700,4918
PA14_58380,672,624
PA14_58390,42537,38191
,30,38
PA14_58410,8765,7117
PA14_58420,9873,7930
PA14_58440,4764,3662
PA14_58450,3503,2785
PA14_58470,3701,3008
PA14_58490,3244,2507
PA14_58500,2129,2233
PA14_58510,418,381
PA14_58515,715,663
PA14_58530,846,915
PA14_58540,1603,1609
PA14_58550,3374,3148
PA14_58560,539,434
PA14_58570,352,333
PA14_58580,227,197
PA14_58600,355,319
PA14_58610,848,696
PA14_58620,286,300
PA14_58630,4097,3926
PA14_58650,3039,2957
PA14_58660,983,1016
PA14_58670,1059,965
PA14_58690,7843,5335
PA14_58700,1663,1299
PA14_58710,168,128
PA14_58720,3587,2260
PA14_58730,70956,47972
PA14_58750,9004,7458
PA14_58760,11017,10297
PA14_58770,3727,3057
PA14_58780,3180,2568
PA14_58790,1093,815
PA14_58800,394,303
PA14_58810,700,610
PA14_58820,588,594
PA14_58830,555,495
PA14_58840,1251,1346
PA14_58850,830,813
PA14_58860,619,470
PA14_58870,5157,4797
PA14_58880,1384,1195
PA14_58890,43,62
PA14_58900,1006,974
PA14_58910,205,247
PA14_58920,135,121
PA14_58930,105,103
PA14_58950,140,124
PA14_58960,116,104
PA14_58970,138,108
PA14_58980,45,45
PA14_58990,269,239
,42,49
PA14_59000,89,87
PA14_59010,36,22
,24,13
PA14_59030,29,33
PA14_59050,63,51
PA14_59060,54,68
PA14_59070,703,691
PA14_59090,364,285
PA14_59100,516,451
PA14_59110,87,105
PA14_59120,120,137
,229,210
PA14_59130,727,633
PA14_59140,477,442
PA14_59150,1496,1285
,187,211
PA14_59160,65,56
PA14_59170,921,986
PA14_59180,576,563
PA14_59190,1313,1448
PA14_59200,816,799
PA14_59210,201,158
,23,23
PA14_59220,2489,2680
PA14_59230,511,507
PA14_59240,102,86
PA14_59250,198,143
PA14_59270,273,223
PA14_59280,91,63
PA14_59290,179,168
PA14_59310,149,138
PA14_59320,245,230
PA14_59340,301,278
PA14_59350,324,290
PA14_59360,47,44
,93,92
PA14_59380,1867,1783
PA14_59400,4393,4167
PA14_59430,972,916
,1383,1355
PA14_59440,275,256
PA14_59470,1904,1822
PA14_59480,500,504
PA14_59490,142,152
PA14_59500,175,195
PA14_59510,183,193
PA14_59520,121,124
PA14_59530,102,78
PA14_59540,270,288
PA14_59550,12216,11195
PA14_59560,498,422
PA14_59570,79,50
PA14_59580,3551,3196
PA14_59590,1082,1042
,237,204
PA14_59610,1400,1363
PA14_59620,1824,1821
PA14_59630,778,812
PA14_59640,70,47
PA14_59650,50,54
PA14_59660,51,51
PA14_59670,46,42
PA14_59680,54,47
PA14_59690,352,315
PA14_59700,47,51
,35,27
PA14_59710,766,831
PA14_59720,72,135
PA14_59735,249,248
PA14_59750,109,135
PA14_59760,118,136
PA14_59770,1623,1013
PA14_59780,5680,3988
PA14_59790,4657,4635
PA14_59800,1272,1270
PA14_59820,56,65
PA14_59830,477,434
,208,204
PA14_59845,473,458
PA14_59850,48,56
PA14_59860,19,30
PA14_59870,13,18
PA14_59880,115,93
PA14_59890,80,83
PA14_59900,121,119
PA14_59910,184,169
PA14_59920,173,152
PA14_59930,55,55
PA14_59940,717,668
PA14_59950,127,120
PA14_59960,156,141
PA14_59970,1475,1601
PA14_59980,65,102
PA14_59990,64,61
PA14_60000,388,374
PA14_60010,54,51
PA14_60020,361,350
PA14_60030,1905,2129
PA14_60040,913,875
PA14_60050,1022,1015
PA14_60060,424,390
PA14_60070,8263,14067
PA14_60080,6519,9052
PA14_60090,2714,2782
PA14_60100,9608,9382
PA14_60110,7601,8229
PA14_60120,6468,5956
PA14_60130,1904,1875
,2398,2542
,471,527
PA14_60150,3482,2557
PA14_60160,4763,3279
PA14_60180,1730,1090
PA14_60190,48429,59438
PA14_60200,1425,1300
PA14_60210,3894,3387
PA14_60230,7868,6403
PA14_60240,276,248
PA14_60250,1802,1619
PA14_60260,2745,2412
PA14_60270,2717,2502
,69,62
PA14_60280,1243,1282
,1436,1239
PA14_60290,2519,2256
PA14_60300,1951,1740
PA14_60310,14883,14307
,2138,1891
PA14_60320,2891,2667
PA14_60330,6541,5154
PA14_60350,5238,4401
PA14_60360,4668,3909
PA14_60370,28881,26175
PA14_60380,4932,4258
PA14_60390,1355,1246
PA14_60400,31107,24246
PA14_60410,3660,3242
PA14_60420,10928,10172
PA14_60445,9815,9003
PA14_60450,58652,53812
PA14_60460,53513,46188
PA14_60470,6729,5203
PA14_60480,210,195
PA14_60490,22659,39259
PA14_60500,3641,2687
PA14_60520,433,436
PA14_60530,1186,850
PA14_60540,569,500
PA14_60550,13154,12037
PA14_60560,3421,3296
PA14_60570,35113,34485
PA14_60580,9703,8855
PA14_60590,936,1218
PA14_60600,1757,1662
PA14_60620,1325,1227
PA14_60630,898,1789
PA14_60650,1069,1819
PA14_60660,852,1398
PA14_60670,720,1599
PA14_60690,65,112
PA14_60700,17953,14056
PA14_60710,1663,1638
PA14_60730,965,1061
PA14_60750,1496,1441
PA14_60760,873,793
PA14_60770,1291,1346
PA14_60780,973,1094
PA14_60790,919,990
PA14_60800,18623,16474
,41,52
PA14_60810,549,978
PA14_60820,497,964
PA14_60830,818,1790
PA14_60850,392,714
PA14_60860,1101,1124
PA14_60870,6075,5429
PA14_60890,14023,10980
PA14_60900,1341,1083
PA14_60920,2884,2398
PA14_60930,2156,1904
PA14_60950,15221,14359
PA14_60960,2295,2606
PA14_60970,1096,1063
PA14_60990,2500,2091
PA14_61000,1067,1229
PA14_61010,4330,4493
PA14_61020,199,200
PA14_61040,410,329
,101,98
PA14_61050,4690,4598
PA14_61060,1456,1388
PA14_61080,2011,1791
PA14_61090,1688,1534
PA14_61110,494,478
PA14_61120,2667,2680
PA14_61130,1779,1885
PA14_61140,565,755
PA14_61150,3533,4139
,14,12
PA14_61170,519,493
PA14_61180,91,77
PA14_61190,450,591
PA14_61200,806,1160
PA14_61210,854,826
PA14_61220,2418,1964
PA14_61250,3298,2736
PA14_61260,584,490
PA14_61270,244,267
PA14_61280,4855,5025
PA14_61290,7469,10039
PA14_61300,5341,5166
PA14_61320,751,589
PA14_61330,53,36
PA14_61340,223,254
PA14_61350,138,167
PA14_61360,4161,3255
PA14_61370,651,631
,474,420
PA14_61390,5224,4728
PA14_61400,18341,15739
PA14_61410,388,351
PA14_61430,1172,970
PA14_61440,1630,1278
PA14_61450,1682,1487
PA14_61460,2244,1815
PA14_61470,1883,1613
PA14_61480,3056,2532
PA14_61500,75,75
PA14_61510,57,99
PA14_61520,35,49
PA14_61530,88,142
PA14_61540,116,169
PA14_61550,90,95
PA14_61560,132,139
PA14_61580,2747,2479
PA14_61590,1878,1868
PA14_61600,1648,1543
PA14_61610,634,660
PA14_61620,489,483
PA14_61640,862,789
PA14_61650,15722,16658
PA14_61660,2998,2265
PA14_61670,3298,2701
PA14_61680,6163,5298
PA14_61700,7552,6460
PA14_61710,6452,5564
PA14_61720,8058,7249
PA14_61740,3046,2782
PA14_61750,16451,12904
PA14_61760,12434,10470
PA14_61770,41249,34422
PA14_61780,88938,80916
PA14_61790,14960,12610
PA14_61820,18618,15415
PA14_61830,56,46
PA14_61840,638,763
,906,1044
,37,35
PA14_61850,2019,1897
PA14_61860,2762,2038
PA14_61870,2474,972
PA14_61880,976,924
PA14_61890,1969,1668
PA14_61910,30,31
PA14_61920,100,116
PA14_61940,190,192
PA14_61950,987,600
PA14_61960,2956,2583
PA14_61980,2243,1891
PA14_61990,11107,9744
PA14_62000,2937,2878
PA14_62010,1701,1509
PA14_62020,2701,2358
PA14_62030,1364,1224
PA14_62040,1218,1005
PA14_62050,0,0
PA14_62060,3900,5788
PA14_62070,0,0
PA14_62080,0,0
PA14_62090,80,90
PA14_62100,360,368
PA14_62110,1125,1071
PA14_62120,8728,6988
PA14_62130,19957,17996
PA14_62150,3781,3404
PA14_62160,13777,12854
PA14_62170,1825,1750
PA14_62180,2101,1748
PA14_62190,5022,4693
PA14_62200,6644,5706
PA14_62230,4795,4556
PA14_62240,215,203
PA14_62250,126,89
PA14_62260,1094,905
PA14_62270,1133,979
PA14_62280,556,522
PA14_62290,518,493
PA14_62300,447,394
PA14_62330,117,154
PA14_62350,199,197
PA14_62360,692,601
PA14_62370,393,344
PA14_62380,266,242
PA14_62390,14436,8148
PA14_62400,3276,3601
PA14_62410,1052,968
PA14_62420,1657,1867
PA14_62430,805,837
PA14_62440,3931,3393
PA14_62450,5175,4281
PA14_62470,1720,1498
PA14_62480,2231,1924
PA14_62490,14325,12566
PA14_62510,4342,4101
PA14_62520,313,233
PA14_62530,4124,3801
PA14_62540,5431,5349
PA14_62560,8805,7663
PA14_62570,2010,1780
PA14_62580,5183,4340
PA14_62590,5225,4485
PA14_62600,2015,1452
PA14_62620,6876,6559
PA14_62630,1945,1917
PA14_62640,1952,1808
PA14_62650,6937,7850
PA14_62660,2161,1921
,1599,1447
PA14_62680,1671,3665
PA14_62690,1628,3315
PA14_62710,55085,48623
,5,4
PA14_62720,76584,71627
PA14_62730,14402,13020
PA14_62740,5067,4346
PA14_62760,80144,72315
PA14_62770,38365,36852
PA14_62780,7201,6161
PA14_62790,3082,2678
PA14_62800,6176,6065
PA14_62810,22440,21937
PA14_62830,22541,18741
PA14_62840,22646,22470
PA14_62850,9674,8703
PA14_62860,40745,38389
PA14_62870,5626,5573
PA14_62880,3986,3097
PA14_62890,4541,4533
PA14_62900,9095,8222
PA14_62910,37848,35082
PA14_62920,4616,4185
PA14_62930,14104,12661
PA14_62940,13836,15366
PA14_62960,24581,28800
PA14_62970,181102,215644
PA14_62990,20157,23003
,27,21
PA14_63010,2131,2006
PA14_63020,9563,8581
PA14_63030,9007,7997
PA14_63040,819,742
PA14_63050,2603,2329
PA14_63060,3488,2885
PA14_63070,2146,2199
PA14_63080,1089,1418
PA14_63090,1472,1467
PA14_63100,2811,2853
PA14_63110,1996,3775
,2447,4981
PA14_63130,1415,2780
PA14_63150,956,1541
PA14_63160,790,1309
PA14_63170,4414,3916
,155,209
PA14_63190,347,280
PA14_63200,1300,1292
PA14_63210,705,1111
PA14_63220,571,881
PA14_63230,724,708
PA14_63240,310,270
PA14_63250,380,405
PA14_63270,552,633
PA14_63280,4023,3936
PA14_63290,117,124
PA14_63300,613,469
PA14_63310,1006,892
PA14_63320,882,928
PA14_63330,286,314
PA14_63340,2392,2529
PA14_63350,1421,1194
PA14_63360,1349,1166
PA14_63370,1379,1152
PA14_63380,822,662
PA14_63390,731,897
PA14_63410,1471,1955
PA14_63430,1388,1519
PA14_63440,26,38
,633,648
PA14_63450,936,863
PA14_63460,50,28
PA14_63470,544,556
PA14_63480,183,190
PA14_63500,170,173
PA14_63520,321,321
PA14_63530,5183,4511
PA14_63540,6079,5327
PA14_63550,3659,2901
PA14_63570,4507,4184
PA14_63580,7859,7241
,43856,39638
PA14_63620,61,48
PA14_63640,41,41
PA14_63650,612,585
PA14_63660,967,883
,116,94
PA14_63700,112,107
PA14_63710,74,56
PA14_63720,14,14
PA14_63730,655,651
PA14_63740,14,24
PA14_63750,140,148
PA14_63770,26,33
PA14_63780,102,86
PA14_63800,371,394
PA14_63820,550,429
PA14_63830,754,652
PA14_63840,64,55
PA14_63850,473,432
PA14_63860,84,64
PA14_63880,683,738
PA14_63890,287,264
PA14_63900,560,558
PA14_63910,65,67
PA14_63920,234,210
PA14_63940,225,173
PA14_63960,281,250
PA14_63970,773,640
PA14_63990,7080,5784
PA14_64000,1393,1189
PA14_64010,2801,2967
PA14_64030,10042,11519
,3098,3777
PA14_64050,12976,13064
PA14_64060,416,371
PA14_64080,2819,2540
PA14_64090,5903,4726
PA14_64100,18110,14249
PA14_64110,41760,35207
PA14_64120,1156,1185
PA14_64140,4954,4273
PA14_64170,6937,6444
PA14_64180,12144,10649
PA14_64190,4331,3558
PA14_64200,12934,10834
PA14_64220,7954,6991
PA14_64230,7031,6901
PA14_64240,277,220
PA14_64270,62,60
PA14_64280,58,34
PA14_64290,26,24
PA14_64300,62,56
PA14_64310,95,85
PA14_64320,1398,1011
PA14_64335,1690,1299
PA14_64350,923,701
PA14_64360,1465,1199
PA14_64370,1020,774
PA14_64390,3798,2929
PA14_64400,772,615
PA14_64410,699,928
PA14_64420,264,202
PA14_64430,2400,2919
PA14_64440,2253,2103
PA14_64450,1137,1073
PA14_64460,1926,1894
,592,532
PA14_64480,1136,2220
PA14_64490,173,317
PA14_64500,594,919
PA14_64510,1582,1778
PA14_64520,425,1292
PA14_64530,68,97
PA14_64540,119,135
PA14_64550,34,31
PA14_64560,32,32
PA14_64570,283,262
PA14_64580,427,357
PA14_64590,1304,950
PA14_64610,3555,3077
PA14_64620,6096,5129
PA14_64640,1729,1426
PA14_64650,344,457
PA14_64660,200,280
PA14_64670,311,347
PA14_64680,242,317
PA14_64690,97,86
PA14_64700,80,101
PA14_64710,170,164
PA14_64720,217,207
PA14_64740,684,686
PA14_64750,209,187
PA14_64770,163,142
PA14_64780,412,401
PA14_64790,75,87
PA14_64800,168,179
PA14_64810,163,150
PA14_64820,2115,1926
PA14_64840,2614,2027
PA14_64850,88,88
PA14_64860,93,117
PA14_64870,77,75
PA14_64880,92,68
PA14_64890,35,37
PA14_64900,387,399
PA14_64910,331,359
PA14_64920,1080,996
PA14_64930,2675,2255
PA14_64940,3074,3066
PA14_64950,1738,2177
PA14_64960,2902,3000
PA14_64980,3840,3813
PA14_64990,724,745
PA14_65000,65721,59252
PA14_65010,1774,1511
PA14_65030,1278,1210
PA14_65040,148,147
PA14_65050,486,359
PA14_65060,758,694
PA14_65080,4986,4661
,80,53
PA14_65090,1110,936
PA14_65110,2990,2627
PA14_65130,9848,8822
PA14_65150,45177,40826
PA14_65160,53291,49396
PA14_65170,41409,37317
PA14_65180,62975,58169
PA14_65190,3912,3763
PA14_65200,17265,16452
PA14_65210,1936,1333
PA14_65220,5586,4048
PA14_65230,25105,22861
PA14_65250,11138,10333
PA14_65260,3117,2879
PA14_65270,25524,22658
PA14_65280,33829,30793
PA14_65300,45701,46278
PA14_65310,25248,25586
PA14_65320,9387,8345
PA14_65350,12044,10989
PA14_65370,8443,7306
PA14_65380,892,857
PA14_65390,3555,3121
PA14_65400,1409,1453
PA14_65410,2117,1856
PA14_65420,2045,1750
PA14_65430,4586,4329
PA14_65450,5491,4675
PA14_65470,2468,2403
PA14_65480,2865,2155
PA14_65500,4215,3081
,18,9
,4708,4249
PA14_65540,10991,9836
PA14_65560,5303,4698
PA14_65570,7098,6125
PA14_65580,1119,918
PA14_65590,5952,4980
PA14_65605,13490,12379
PA14_65630,3412,2999
PA14_65640,5365,4686
PA14_65660,16180,14333
PA14_65670,3630,2920
PA14_65690,2983,2537
PA14_65700,2796,2824
PA14_65710,7221,7335
PA14_65720,2575,2366
PA14_65740,1675,1567
PA14_65750,10913,10435
PA14_65760,457,419
PA14_65770,638,681
PA14_65795,570,503
PA14_65810,666,615
PA14_65820,406,416
PA14_65840,350,336
PA14_65850,102,108
PA14_65860,902,767
PA14_65870,447,389
PA14_65880,1441,1272
PA14_65900,747,700
PA14_65920,1176,1278
PA14_65940,2064,2027
PA14_65950,462,400
PA14_65960,2563,2395
PA14_65970,431,383
PA14_65990,21,14
PA14_66000,2914,2540
PA14_66010,2006,1776
PA14_66020,885,740
PA14_66040,173,196
PA14_66050,664,572
PA14_66060,8715,7931
PA14_66080,10210,8510
PA14_66090,3385,2572
PA14_66100,3394,2768
PA14_66110,7048,6031
PA14_66120,6373,5755
PA14_66140,7943,7264
PA14_66150,6868,6082
PA14_66160,12629,11602
PA14_66170,28952,26447
PA14_66190,9843,8910
PA14_66200,6314,5637
PA14_66210,7977,6955
PA14_66220,7745,6858
PA14_66230,14331,13674
PA14_66240,11322,10537
PA14_66250,10649,9667
PA14_66260,18637,16859
PA14_66270,10005,9095
PA14_66290,69811,57930
,3600,2863
PA14_66310,35540,27708
,397,268
PA14_66320,5961,5467
PA14_66330,4146,3588
PA14_66340,2087,1807
PA14_66350,468,465
,12,16
PA14_66380,4470,4373
PA14_66400,7674,7022
PA14_66410,967,1001
,510,394
PA14_66440,1699,1739
PA14_66450,279,274
PA14_66460,7043,6732
PA14_66480,3543,3126
PA14_66490,609,675
PA14_66510,280,312
PA14_66520,49,41
PA14_66530,37,38
PA14_66540,494,1998
PA14_66550,4635,3548
PA14_66560,2779,2541
PA14_66570,7383,6462
PA14_66580,14365,13066
PA14_66600,6258,5477
PA14_66610,6519,5903
PA14_66620,26208,23228
PA14_66630,6141,5232
PA14_66640,6291,5554
PA14_66650,5214,4313
PA14_66660,10633,9973
PA14_66670,4388,4338
PA14_66680,31069,23991
PA14_66690,6140,5672
PA14_66700,3622,3455
PA14_66710,25188,21041
PA14_66720,3289,2825
PA14_66750,13746,12014
PA14_66760,3698,3198
PA14_66770,9365,10568
PA14_66790,27031,32043
PA14_66800,3539,4192
,382,336
PA14_66820,2605,2530
PA14_66830,1398,1178
PA14_66840,795,823
PA14_66850,199,211
PA14_66875,15767,17065
PA14_66880,5142,4982
PA14_66890,2222,1856
PA14_66900,4401,3434
PA14_66910,2352,1990
PA14_66920,3667,3084
PA14_66940,2979,2573
PA14_66950,2263,2013
PA14_66960,3139,2769
PA14_66970,3838,3439
PA14_66980,3962,3194
PA14_66990,2282,2055
PA14_67010,3227,2890
PA14_67020,1017,787
PA14_67030,2160,1849
PA14_67040,3660,3215
PA14_67050,3884,3229
PA14_67065,15735,13500
PA14_67090,16109,13675
PA14_67100,1396,1219
PA14_67110,4503,3944
PA14_67120,349,301
PA14_67130,616,621
PA14_67140,66,48
PA14_67150,252,231
PA14_67170,948,964
PA14_67180,1476,1356
PA14_67190,801,826
PA14_67200,1033,1188
PA14_67210,1265,1721
PA14_67220,833,1200
PA14_67230,1160,1548
PA14_67240,662,600
PA14_67250,814,736
PA14_67260,797,625
PA14_67270,526,502
PA14_67280,380,401
PA14_67300,192,156
PA14_67310,117,100
PA14_67320,153,162
PA14_67340,68,61
PA14_67350,346,384
PA14_67370,100,84
PA14_67380,117,103
PA14_67400,567,559
PA14_67410,545,531
PA14_67420,1245,1294
PA14_67440,466,529
PA14_67450,1613,1706
PA14_67460,1173,1183
PA14_67470,4385,3829
PA14_67490,14482,11879
PA14_67500,2448,2754
PA14_67510,7183,13323
PA14_67520,3142,9065
PA14_67530,5519,14311
PA14_67540,491,503
PA14_67550,344,295
PA14_67560,18643,16425
PA14_67580,8036,6375
,36,31
PA14_67600,31051,25352
PA14_67620,513,648
PA14_67630,1770,1568
PA14_67640,1569,1508
PA14_67650,904,804
PA14_67670,1137,968
PA14_67680,1559,1427
PA14_67700,568,524
PA14_67710,668,582
PA14_67720,18798,17278
PA14_67740,3056,2404
PA14_67750,3458,2675
PA14_67770,11713,10531
PA14_67780,341,257
PA14_67790,6146,5658
PA14_67810,11013,9906
PA14_67820,3261,2926
PA14_67830,5363,8930
PA14_67840,957,671
PA14_67850,2160,1766
PA14_67860,2031,1598
PA14_67880,5204,4568
PA14_67890,5010,4185
PA14_67900,2268,1811
PA14_67920,5507,4796
PA14_67930,7018,5494
PA14_67940,126,78
PA14_67960,540,413
PA14_67970,1364,1310
PA14_67975,9580,8352
PA14_67990,5039,4424
PA14_68000,4427,3738
,5859,5000
PA14_68030,59,62
PA14_68040,845,778
PA14_68050,494,440
PA14_68060,4493,4163
PA14_68070,7488,6682
PA14_68080,2228,1832
PA14_68090,904,801
,1639,1417
PA14_68110,374,501
PA14_68120,780,942
PA14_68130,670,938
PA14_68140,589,760
PA14_68150,15,20
PA14_68170,11117,10144
PA14_68190,7467,6533
PA14_68200,10524,9761
PA14_68210,6322,5837
PA14_68230,3743,3278
PA14_68250,3309,2911
PA14_68260,2074,1668
PA14_68280,454,329
PA14_68290,764,552
PA14_68300,16822,17611
PA14_68330,13933,12667
PA14_68340,10824,9663
PA14_68350,8843,7633
PA14_68360,19573,15345
PA14_68370,2793,2626
PA14_68380,2560,2400
PA14_68390,1186,978
PA14_68400,6643,10535
PA14_68420,553,550
PA14_68430,231,190
PA14_68440,499,653
,1235,1407
PA14_68460,720,738
PA14_68470,2661,4123
PA14_68480,1204,1081
PA14_68490,209,233
PA14_68500,416,458
PA14_68510,884,891
PA14_68530,728,725
PA14_68550,388,394
PA14_68560,1597,1379
PA14_68570,532,439
PA14_68580,23329,19976
,16,8
PA14_68610,4680,3994
PA14_68620,2379,2240
PA14_68630,790,687
PA14_68640,609,554
PA14_68660,1103,923
PA14_68670,2681,2366
PA14_68680,3041,2270
PA14_68700,4951,3881
PA14_68710,10410,9125
PA14_68720,1362,1228
PA14_68730,10483,11575
PA14_68740,4467,4744
PA14_68750,743,649
PA14_68770,2955,2692
PA14_68780,2392,1812
PA14_68800,3014,2742
PA14_68810,1841,1737
PA14_68820,4642,4119
PA14_68830,470,569
PA14_68840,1147,1721
PA14_68850,1874,1571
PA14_68860,8833,7236
PA14_68870,6655,5817
PA14_68890,1405,947
PA14_68900,1681,1007
PA14_68920,731,733
PA14_68930,435,384
PA14_68940,2447,2330
PA14_68955,3569,3158
PA14_68970,2222,2022
PA14_68980,8740,7652
PA14_69000,13183,11982
PA14_69010,3577,3776
,1594,1599
PA14_69030,3502,3495
,10072,8973
PA14_69040,3233,2825
PA14_69050,577,548
PA14_69060,5584,5136
PA14_69070,21134,19702
PA14_69090,13525,13319
PA14_69100,1726,1337
PA14_69110,837,762
PA14_69130,11026,9500
PA14_69140,4519,3878
PA14_69150,9162,8163
PA14_69170,451,426
PA14_69190,22563,19736
PA14_69200,25423,23015
PA14_69220,9497,8419
PA14_69230,23442,20750
PA14_69240,14939,12379
PA14_69250,2772,2218
PA14_69260,4263,4037
PA14_69270,615,523
PA14_69280,1543,1433
PA14_69300,2308,2505
PA14_69310,977,958
PA14_69320,4592,3830
PA14_69330,1299,1184
PA14_69340,6665,5551
PA14_69350,592,635
PA14_69370,26374,23860
PA14_69380,427,473
PA14_69390,7718,7131
PA14_69400,1781,1394
PA14_69420,5392,5436
PA14_69430,4502,4427
PA14_69440,2670,2619
PA14_69450,5742,5990
PA14_69470,4778,5221
PA14_69480,2776,2901
PA14_69500,5588,4451
PA14_69510,2561,2495
PA14_69520,2637,2550
PA14_69540,124,142
PA14_69550,20,18
PA14_69560,131,113
PA14_69570,2184,2106
PA14_69580,1203,1206
PA14_69590,2816,2514
PA14_69600,2486,2124
PA14_69610,4731,4085
PA14_69620,1234,1459
PA14_69630,17655,13522
,213,213
PA14_69640,619,597
PA14_69660,1507,1254
PA14_69670,13621,12056
PA14_69690,5543,4896
PA14_69700,6022,5449
PA14_69710,2615,2328
PA14_69720,1524,1316
PA14_69740,68,70
PA14_69750,1614,1548
PA14_69760,227,231
,469,375
PA14_69770,13058,11623
PA14_69780,4019,3598
PA14_69795,3017,2705
PA14_69810,6811,6251
PA14_69820,717,590
PA14_69840,1305,2025
PA14_69850,5303,5766
PA14_69870,864,789
PA14_69880,507,442
PA14_69890,119,104
PA14_69900,6630,6113
PA14_69910,6027,5090
PA14_69925,324,359
PA14_69940,8851,6716
PA14_69950,1695,1558
PA14_69970,18546,14804
PA14_69980,7038,5933
PA14_69990,13281,10234
PA14_70010,15313,12125
PA14_70040,24815,20375
PA14_70050,2734,2810
PA14_70060,1808,1697
PA14_70070,3987,3590
PA14_70080,1864,1738
PA14_70100,2370,2317
PA14_70110,1106,1013
PA14_70120,651,594
PA14_70140,9189,8284
PA14_70160,1237,1129
PA14_70170,597,499
PA14_70180,37169,32361
PA14_70190,42052,35186
PA14_70200,3716,3438
PA14_70230,1089,1104
PA14_70240,6141,5224
PA14_70260,4727,4286
PA14_70270,19255,18143
PA14_70280,9424,8363
PA14_70290,698,790
PA14_70300,63,41
PA14_70310,139,154
PA14_70330,74,73
PA14_70340,35,28
PA14_70350,799,759
PA14_70360,5659,5112
PA14_70370,7478,6463
PA14_70390,11469,10411
PA14_70400,2379,2051
PA14_70420,4838,4187
PA14_70430,4296,3725
PA14_70440,2612,2368
PA14_70450,10578,8446
PA14_70470,30272,26621
PA14_70480,10966,8928
PA14_70490,5611,4876
PA14_70510,272,227
PA14_70530,1546,1301
PA14_70550,3178,2669
PA14_70560,6157,5223
PA14_70570,9535,8499
PA14_70580,10127,9209
PA14_70590,1237,1152
PA14_70600,5763,5529
,847,789
PA14_70620,4656,4359
PA14_70630,959,903
PA14_70640,1938,1643
PA14_70650,48,50
PA14_70670,188,208
PA14_70680,229,221
PA14_70690,954,757
PA14_70710,1392,1309
PA14_70720,1649,1223
PA14_70730,2212,1830
PA14_70740,404,367
PA14_70750,1305,1286
PA14_70760,972,852
PA14_70770,7619,6336
PA14_70780,2157,1697
PA14_70790,5309,5326
PA14_70800,1986,1699
PA14_70810,1005,789
PA14_70830,1600,1136
PA14_70850,1924,1416
PA14_70860,1759,1717
PA14_70870,0,0
PA14_70880,0,0
PA14_70890,0,0
PA14_70900,0,0
PA14_70910,0,0
PA14_70920,1263,1188
PA14_70930,2341,2334
PA14_70940,5347,4708
PA14_70950,9107,8480
PA14_70970,6287,4861
,11,9
PA14_70980,882,821
PA14_71000,2012,1749
PA14_71020,1284,1141
PA14_71030,1867,1951
PA14_71060,142,117
PA14_71070,1585,1518
,271,268
PA14_71090,738,811
PA14_71100,153,168
PA14_71110,30,29
PA14_71120,28,21
PA14_71140,36,35
PA14_71150,20,24
PA14_71160,22,13
PA14_71170,451,459
PA14_71180,436,411
PA14_71190,86,67
PA14_71200,99,83
PA14_71210,213,225
PA14_71220,1495,1506
PA14_71230,102,86
PA14_71240,182,174
PA14_71250,87,75
PA14_71260,319,303
PA14_71280,198,163
,76,55
PA14_71310,52,64
PA14_71320,643,508
PA14_71330,584,458
PA14_71340,343,272
