,PA14,PJ01,PJ01dT
PA14_35360,4.96918,5.20365,4.52166
PA14_35370,24.2411,22.9745,23.9566
PA14_35380,10.0996,8.89358,9.71784
PA14_35390,1.68705,1.96475,2.23098
PA14_35400,1.94162,2.01482,2.24569
PA14_35420,2.76323,2.79515,3.30733
PA14_35430,3.68003,3.14944,3.4285
PA14_35440,21.1391,27.4247,26.6267
PA14_35460,2.91314,2.81643,2.87962
PA14_35470,61.423,53.0371,57.5052
PA14_35490,299.157,274.232,274.348
PA14_35500,233.303,245.668,239.68
PA14_35520,308.653,297.371,267.116
PA14_35530,361.272,367.996,329.035
PA14_35540,61.337,54.745,61.9141
PA14_35550,44.3703,50.3238,53.0185
PA14_35570,16.5277,15.5488,18.2905
PA14_35590,2.59418,2.66492,3.05154
PA14_35600,4.73219,4.23566,4.33883
PA14_35620,1.24872,1.40841,1.72274
PA14_35630,1.86347,2.00111,1.92385
PA14_35640,1.83876,2.26382,2.42178
PA14_35650,1.81134,1.60827,1.70397
PA14_35670,2.49032,2.67185,2.48077
PA14_35680,1.67648,1.8032,1.83783
PA14_35690,2.63761,2.5044,2.51325
PA14_35700,39.5739,32.3982,33.5127
PA14_35710,245.139,212.681,203.891
PA14_35720,270.029,214.967,259.274
PA14_35730,56.2852,52.4811,57.3172
PA14_35740,15.5567,13.9907,14.4796
PA14_35750,108.751,90.4653,103.475
PA14_35760,267.987,210.681,222.955
PA14_35770,104.969,96.0817,94.1685
PA14_35780,209.328,166.754,175.183
PA14_35790,170.367,144.104,142.975
PA14_35800,207.621,198.592,192.607
PA14_35810,449.466,412.274,413.25
PA14_35820,165.383,157.564,155.431
PA14_35830,244.362,240.703,229.743
PA14_35840,253.799,234.071,238.297
PA14_35850,371.932,334.343,369.093
PA14_35860,11.8244,10.9218,11.1504
PA14_35880,9.58221,9.25413,9.1336
PA14_35890,12.5115,12.0192,12.4633
PA14_35900,10.4847,9.95136,10.0524
PA14_35920,5.03273,4.45627,5.44146
PA14_35930,72.1996,57.588,15.5939
PA14_35940,2.81842,2.54951,2.76477
PA14_35950,1.65505,1.9183,1.85632
PA14_35970,2.17722,2.22591,2.02127
PA14_35980,1.19442,1.29137,1.57654
PA14_35990,0.708021,1.06442,1.05384
PA14_36000,37.4647,34.9321,36.5392
PA14_36010,166.506,110.967,151.954
PA14_36020,19.6435,12.9788,17.0596
PA14_36030,24.8679,19.1468,24.6027
PA14_36050,2.01384,2.24658,2.29251
PA14_36060,2.42617,2.32627,2.80269
PA14_36070,3.54913,3.79111,3.70822
PA14_36080,0.915691,0.718527,0.893886
PA14_36090,1.0879,1.29207,1.41864
PA14_36100,5.49178,4.85564,4.95036
PA14_36110,2.98009,2.83018,3.25057
PA14_36120,1.89476,1.84337,1.8829
PA14_36130,2.21358,1.96883,2.21467
PA14_36150,1.5914,1.40631,1.37232
PA14_36170,1.52005,1.59039,1.63738
PA14_36180,11.4256,10.3726,11.4482
PA14_36190,21.8403,17.9555,18.2496
PA14_36200,227.068,230.263,200.881
PA14_36220,27.2444,33.9214,25.8978
PA14_36230,37.4442,46.5141,41.2834
PA14_36250,47.1778,46.7242,46.0168
PA14_36260,14.0566,13.3032,13.8183
PA14_36270,86.6906,76.5705,79.8708
PA14_36280,46.6513,43.4867,40.0724
PA14_36290,41.0341,38.4045,36.448
PA14_36300,62.8463,51.8759,61.233
PA14_36310,49.4789,11.8329,38.8281
PA14_36320,37.8444,8.03796,30.7444
PA14_36330,99.5022,19.4426,83.1443
PA14_36345,50.6202,23.8512,46.6922
PA14_36350,39.4362,21.6024,38.2395
PA14_36360,24.7272,12.9153,25.4264
PA14_36370,5.2858,3.09231,5.20403
PA14_36375,1.07721,0.774357,1.01614
PA14_36390,1.87903,1.19374,1.65276
PA14_36400,5.3048,4.26585,3.44119
PA14_36410,3.38397,3.25584,3.15838
PA14_36420,6.60251,5.43404,6.33146
PA14_36450,5.94115,4.52689,6.71373
PA14_36460,15.7797,11.9551,13.9752
PA14_36470,13.8158,11.6038,13.1573
PA14_36480,9.062,14.2101,16.1228
PA14_36490,4.21278,4.4473,5.23917
PA14_36500,3.09032,3.14387,3.75248
PA14_36520,7.35659,5.98846,6.38248
PA14_36530,2.53367,1.78137,3.04384
PA14_36540,0.712727,0.905944,0.769035
PA14_36550,0.962693,0.753241,1.00288
PA14_36560,35.8948,22.3315,35.544
PA14_36570,4.73776,4.09829,5.21505
PA14_36580,1.90801,1.24528,1.53796
PA14_36590,0.777371,0.875665,0.887108
PA14_36605,1.21485,1.2277,1.39426
PA14_36620,0.511635,1.83223,0.757123
PA14_36630,1.99252,1.83449,1.89019
PA14_36650,1.47256,1.68251,2.63681
PA14_36660,2.03766,1.80905,2.07912
PA14_36670,2.50573,2.6026,2.81859
PA14_36680,1.52186,1.48771,1.37422
PA14_36690,1.08624,1.23856,1.39845
PA14_36700,0.930534,1.14183,1.09916
PA14_36710,2.12348,1.97681,2.24814
PA14_36730,2.81288,2.32045,2.80402
PA14_36740,3.51625,2.38902,3.19303
PA14_36760,1.28508,1.52468,1.76889
PA14_36770,1.25921,2.06084,0.91012
PA14_36780,1.59601,1.10668,1.69195
PA14_36790,9.5721,8.21075,5.40809
PA14_36810,2.6485,2.51883,2.82443
PA14_36820,16.7333,18.859,17.0408
PA14_36830,8.91566,8.98185,7.9015
PA14_36840,4.55343,4.11777,4.69721
PA14_36850,3.54064,1.77785,3.7715
PA14_36860,4.8612,4.24682,3.61537
PA14_36870,1.79728,1.48213,1.7103
PA14_36880,0.553662,0.878174,0.786441
PA14_36890,4.44353,2.18992,3.45194
PA14_36900,5.03914,3.49893,7.72747
PA14_36910,1.26918,1.23922,1.1966
PA14_36920,2.14165,1.87409,2.35409
PA14_36930,3.64558,1.33346,3.90563
PA14_36940,5.14437,3.70133,3.86575
PA14_36960,1.0996,1.03641,1.26904
PA14_36980,3.18242,2.46717,2.81248
PA14_36990,1.59674,1.72839,1.94886
PA14_37000,1.23319,1.00213,1.138
PA14_37010,1.54525,1.33632,1.46868
PA14_37030,2.89688,2.64369,2.82598
PA14_37040,3.06621,2.81584,3.07513
PA14_37060,25.3657,23.0155,24.5338
PA14_37070,29.4036,24.2473,28.472
PA14_37080,11.9229,11.7555,11.7582
PA14_37090,4.70396,4.49428,4.96425
PA14_37100,1.68433,1.72331,1.919
PA14_37120,12.3139,12.1152,11.8588
PA14_37130,3.47494,3.58068,3.83017
PA14_37140,5.02365,6.22283,5.61597
PA14_37150,7.41749,7.78685,7.38378
PA14_37170,6.88538,7.18798,7.66855
PA14_37190,35.7786,37.8534,37.7926
PA14_37200,61.0009,58.7215,54.0838
PA14_37210,52.2173,59.4366,47.6878
PA14_37220,17.9067,18.5776,19.0267
PA14_37250,36.8738,42.5202,32.7986
PA14_37260,20.3196,27.1863,18.8399
PA14_37270,17.3201,24.1065,18.6356
PA14_37290,26.5052,34.0916,24.9378
PA14_37310,18.7363,24.739,19.0998
PA14_37320,18.2583,21.4964,17.2156
PA14_37340,2.78919,3.03065,2.61219
PA14_37350,2.0039,2.92209,3.26671
PA14_37360,4.45555,4.83742,4.64251
PA14_37370,1.15507,2.01904,1.71622
PA14_37380,4.01391,3.47885,3.53184
PA14_37400,8.97747,8.1766,8.6121
PA14_37410,3.66837,4.09568,4.33561
PA14_37420,2.99681,3.01905,3.19569
PA14_37430,7.28771,6.23669,6.78492
PA14_37440,1.31845,2.04433,1.9213
PA14_37460,1.8828,1.68517,1.95618
PA14_37470,1.96307,2.43711,2.27262
PA14_37490,8.88138,8.08964,8.99989
PA14_37510,4.18466,4.90312,4.66178
PA14_37520,4.74231,4.31397,4.70622
PA14_37530,5.07592,6.07147,5.69995
PA14_37550,6.55189,6.52717,6.48832
PA14_37560,3.78316,3.87779,3.62812
PA14_37570,23.3325,22.4415,22.9904
PA14_37580,99.9788,84.1392,95.463
PA14_37590,111.358,94.9307,107.096
PA14_37610,74.5739,65.5765,73.1242
PA14_37630,17.4821,16.1075,17.1731
PA14_37640,2.64616,2.35576,3.00643
PA14_37650,3.88168,2.91197,3.62241
PA14_37660,20.3428,13.9586,18.7114
PA14_37670,27.934,16.1504,33.2414
PA14_37680,5.28903,5.34799,5.62497
PA14_37690,3.29875,2.84694,3.31324
PA14_37710,26.0355,22.2933,23.3827
PA14_37730,3.72987,3.21827,3.61307
PA14_37745,3.55275,2.29657,3.62366
PA14_37760,2.76284,2.05837,2.44897
PA14_37770,3.65273,4.33344,4.09921
PA14_37780,8.65578,6.98414,7.97196
PA14_37790,3.77091,3.29967,3.70292
PA14_37810,15.7493,15.8751,15.7223
PA14_37820,58.3698,63.4406,60.0909
PA14_37830,8.17188,7.39727,8.25409
PA14_37840,2.19172,2.29794,2.71723
PA14_37850,0.508148,0.709685,0.794476
PA14_37870,0.867407,0.673123,0.897877
PA14_37880,1.61604,1.32278,1.3856
PA14_37900,1.54641,1.40802,1.83882
PA14_37910,16.5574,17.318,17.3962
PA14_37915,2.56944,3.6878,4.32932
PA14_37940,13.8525,13.075,13.624
PA14_37950,4.18546,4.14053,3.67632
PA14_37965,13.575,13.2437,12.9285
PA14_37980,2.62788,4.20806,4.57994
PA14_37990,3.32537,7.48417,8.12292
PA14_38000,37.3446,88.3398,84.2143
PA14_38010,23.0103,289.472,287.331
PA14_38020,10.1976,1998.97,2032.58
PA14_38040,11.2808,524.924,460.956
PA14_38050,3.63704,38.1013,34.0462
PA14_38060,144.627,195.786,172.562
PA14_38080,144.54,164.613,147.784
PA14_38090,64.2548,63.3675,65.4272
PA14_38110,256.504,282.85,245.091
PA14_38130,15.3354,15.9726,12.8186
PA14_38140,71.1008,84.1082,61.6288
PA14_38160,46.9944,50.7139,40.7452
PA14_38170,108.307,112.368,91.3374
PA14_38180,48.5424,43.2891,38.7632
PA14_38190,2.09208,2.01523,2.59696
PA14_38200,14.562,14.3944,17.0018
PA14_38210,13.6659,10.3346,14.7634
PA14_38220,28.474,20.9246,30.7239
PA14_38250,61.4725,61.4533,58.7122
PA14_38260,115.085,90.1058,101.251
PA14_38270,134.408,100.332,133.312
PA14_38290,92.5563,89.6311,82.3877
PA14_38300,30.4249,25.6451,30.3953
PA14_38310,16.8191,13.38,15.8739
PA14_38320,21.627,22.677,23.9975
PA14_38330,131.1,130.302,126.434
PA14_38340,37.9671,39.5441,37.7964
PA14_38350,907.221,866.543,848.308
PA14_38360,6.8104,6.72526,7.55061
PA14_38370,59.2381,55.5817,56.3982
PA14_38380,145.057,128.112,139.129
PA14_38395,17.6648,18.7285,20.3718
PA14_38410,20.9111,19.2695,21.8204
PA14_38420,12.0219,10.3073,12.9504
PA14_38430,328.846,233.047,316.852
PA14_38440,296.663,208.469,256.548
PA14_38460,109.641,83.8499,99.0487
PA14_38470,100.236,78.3158,87.2717
PA14_38480,99.7536,81.95,95.8395
PA14_38490,169.593,123.723,139.823
PA14_38500,91.2197,93.5311,93.393
PA14_38510,446.468,505.558,448.627
PA14_38530,411.938,501.314,411.593
PA14_38550,424.141,485.77,429.194
PA14_38560,61.9062,69.1229,60.9458
PA14_38570,53.8631,57.0797,53.8251
PA14_38580,8.97565,9.12208,8.26706
PA14_38590,39.8783,44.0708,35.9996
PA14_38610,65.6343,90.9481,65.0788
PA14_38630,302.936,393.084,325.9
PA14_38640,423.545,469.407,379.625
PA14_38660,466.629,511.729,422.978
PA14_38680,16.7155,17.2453,16.0115
PA14_38690,18.2161,20.8876,19.4434
PA14_38700,145.147,150.112,150.7
PA14_38710,86.0884,83.9806,83.9943
PA14_38720,59.3376,59.3404,56.1583
PA14_38730,20.9124,24.2384,22.0377
PA14_38740,18.2165,20.5537,19.1813
PA14_38750,41.1746,42.0797,38.4737
PA14_38770,5.01025,5.29495,5.94717
PA14_38780,14.242,14.2012,14.4884
PA14_38790,40.288,47.1265,44.4298
PA14_38800,15.0862,15.097,14.0371
PA14_38820,11.0447,12.5548,11.0722
PA14_38825,0,0,12.8244
PA14_38840,1.0149,1.09937,1.19383
PA14_38850,1.78392,1.66944,1.66348
PA14_38860,2.03668,1.80619,2.02373
PA14_38880,1.81776,2.39038,2.25317
PA14_38900,2.60501,2.42255,2.6368
PA14_38910,1.51181,1.87088,1.81375
PA14_38920,9.47891,9.53136,15.9949
PA14_38930,18.2808,22.8689,19.7278
PA14_38950,3.07958,4.88867,4.38931
PA14_38970,2.9121,3.04164,2.91117
PA14_38990,4.66714,4.17662,4.27785
PA14_39000,1.68402,1.7034,1.98384
PA14_39010,9.63378,14.255,13.7577
PA14_39020,2.17498,2.47292,2.00211
PA14_39050,15.279,15.9064,15.9082
PA14_39060,197.6,483.955,173.316
PA14_39070,184.898,242.586,230.227
PA14_39080,72.9729,66.5843,74.8792
PA14_39090,123.196,124.65,118.168
PA14_39100,132.551,158.251,151.425
PA14_39110,78.1585,70.264,72.2942
PA14_39130,126.894,136.783,126.251
PA14_39140,336.59,300.55,349.664
PA14_39150,24.9062,28.8388,28.8996
PA14_39160,36.888,37.5485,40.1279
PA14_39180,47.1316,53.0339,53.0345
PA14_39190,134.539,120.353,124.847
PA14_39200,58.1596,54.5092,56.837
PA14_39210,21.8665,24.4444,21.3881
PA14_39220,2.00014,2.0349,1.72236
PA14_39230,2.11382,1.83791,2.52927
PA14_39240,3.27269,3.38049,3.08996
PA14_39250,4.53835,3.77423,5.53342
PA14_39260,1.08663,1.54583,1.36811
PA14_39270,11.2803,8.85491,10.2013
PA14_39280,28.1979,26.6641,27.5606
PA14_39300,33.0433,30.2601,31.8654
PA14_39320,15.4174,12.2963,14.1935
PA14_39330,9.64229,8.29926,10.133
PA14_39350,50.9644,36.2756,45.7721
PA14_39360,7.72295,6.86859,8.32925
PA14_39390,25.9133,22.8962,23.4868
PA14_39410,20.2916,18.9795,19.278
PA14_39420,24.7969,251.259,26.7326
PA14_39440,31.2458,39.2154,28.9354
PA14_39460,32.2909,35.3958,29.6917
PA14_39470,196.59,168.869,174.613
PA14_39480,101.566,88.46,88.7654
PA14_39500,88.6748,75.1764,81.9453
PA14_39520,2.88813,2.46454,2.90339
PA14_39530,4.41606,4.1419,5.23714
PA14_39540,6.1705,4.21527,5.46784
PA14_39560,3.97473,3.44155,3.86408
PA14_39570,28.1994,28.0238,27.7255
PA14_39580,13.3686,12.9783,13.9741
PA14_39590,11.5032,11.5238,11.4287
PA14_39610,91.0303,90.501,90.9742
PA14_39620,6.47197,6.90286,7.61184
PA14_39630,2.10622,1.74871,1.63856
PA14_39640,0.688317,0.699945,0.972653
PA14_39650,1.02383,1.12487,1.02939
PA14_39660,2.24343,1.95381,2.08124
PA14_39670,10.6054,20.0307,19.4711
PA14_39690,6.06696,2.98859,7.65912
PA14_39700,38.0937,26.0526,31.0518
PA14_39710,7.29817,6.55306,7.88517
PA14_39720,2.40411,2.18764,2.50489
PA14_39730,6.16061,4.79262,4.00049
PA14_39750,2.55512,2.4032,2.58547
PA14_39770,17.1814,16.7473,17.3529
PA14_39780,5.64205,5.05654,5.34304
PA14_39790,184.081,204.054,170.39
PA14_39800,80.5038,89.0149,86.6671
PA14_39810,13.1898,17.9252,21.8018
PA14_39820,3.44564,3.36174,3.60463
PA14_39830,4.53047,3.69775,4.35413
PA14_39850,1.65931,1.98515,2.1046
PA14_39860,1.93928,2.14807,2.48084
PA14_39870,22.2477,21.4816,21.4659
PA14_39880,3.08664,2.46568,3.01706
PA14_39890,0,0,0
PA14_39910,0,0,0
PA14_39925,0,0,0
PA14_39945,1.0666,0.750947,1.43863
PA14_39960,9.5697,4.2616,7.49341
PA14_39970,2.76035,0.881283,1.88917
PA14_39980,11.2701,9.57751,10.0556
PA14_39990,17.5545,12.8637,15.3761
PA14_40010,9.55224,7.25314,8.62432
PA14_40020,11.6088,9.10306,10.3555
PA14_40030,29.6993,18.9617,24.245
PA14_40040,7.70023,5.95775,7.64785
PA14_40050,8.81898,5.6183,7.65038
PA14_40060,7.91544,7.6469,7.20913
PA14_40070,67.9035,62.7382,72.9969
PA14_40080,42.2257,43.805,42.5717
PA14_40100,5.581,5.88299,6.38297
PA14_40110,15.0932,14.5085,15.9355
PA14_40120,23.7615,23.0342,23.79
PA14_40130,9.75102,9.8931,11.1142
PA14_40150,17.5289,22.031,22.4463
PA14_40160,18.1609,19.7222,17.9402
PA14_40170,49.1296,73.2454,62.7753
PA14_40180,9.83474,1342.83,1129.63
PA14_40200,8.44965,1015.93,877.247
PA14_40210,19.5687,97.4432,81.3107
PA14_40220,16.3886,20.5044,18.8635
PA14_40230,3.94168,3.73255,3.76269
PA14_40240,1.60128,1.63946,1.78037
PA14_40250,7.0236,5.96476,6.37284
PA14_40260,6.85239,5.24847,6.21665
PA14_40270,3.44089,2.28233,3.60743
PA14_40280,48.6189,45.0147,48.2264
PA14_40290,16.671,11.0365,15.2177
PA14_40300,16.7166,6.64844,16.3749
PA14_40310,422.238,84.9585,397.594
PA14_40320,5.46861,4.98039,5.58378
PA14_40330,2.91941,4.36627,4.48186
PA14_40340,556.852,554.511,535.303
PA14_40350,11.0974,11.1269,10.2975
PA14_40370,19.3001,18.607,18.3361
PA14_40380,4.3365,4.20343,5.32575
PA14_40390,36.7899,40.2913,36.1884
PA14_40410,45.9243,49.0969,42.0984
PA14_40420,36.8602,41.4567,37.4349
PA14_40430,12.8852,11.6904,13.3865
PA14_40440,25.828,27.1653,25.2484
PA14_40450,49.1325,47.3416,47.1636
PA14_40470,46.2197,47.056,46.0126
PA14_40490,62.8657,64.3805,59.8131
PA14_40510,7.68817,7.59507,7.61986
PA14_40520,26.0986,26.4458,30.1551
PA14_40540,15.3394,13.2048,13.1745
PA14_40550,49.142,50.2886,50.9998
PA14_40560,1805.13,1695.6,1778.68
PA14_40570,15.0074,13.5253,14.7909
PA14_40600,16.6805,17.7146,16.7658
PA14_40610,13.4206,22.1967,15.4963
PA14_40620,9.42903,11.0314,9.78751
PA14_40630,506.952,506.765,500.795
PA14_40640,80.3271,84.5074,78.9016
PA14_40650,5.19529,5.5937,5.95793
PA14_40660,5.42992,3.98632,5.20762
PA14_40670,90.2009,94.5548,84.6411
PA14_40690,234.937,236.032,225.907
PA14_40700,267.724,273.404,253.059
PA14_40710,327.12,341.931,320.475
PA14_40730,75.6601,84.0981,77.9851
PA14_40740,203.894,196.241,206.409
PA14_40750,141.908,125.174,151.793
PA14_40770,316.57,354.265,295.56
PA14_40780,324.397,370.235,322.457
PA14_40790,49.8101,46.8285,45.8908
PA14_40800,28.4113,29.1123,27.5695
PA14_40820,99.6187,83.5394,89.6797
PA14_40830,133.097,118.468,122.138
PA14_40840,125.636,114.708,119.035
PA14_40850,43.0093,47.3877,46.3415
PA14_40860,2633.68,2722.9,2416.23
PA14_40880,56.2836,58.1806,55.9138
PA14_40890,95.256,98.65,92.0116
PA14_40900,8.04843,8.5203,8.39923
PA14_40910,30.0707,26.182,29.1015
PA14_40930,43.8096,36.4434,39.1239
PA14_40940,81.1753,80.3225,75.8395
PA14_40950,204.302,197.968,192.568
PA14_40960,207.795,211.867,203.782
PA14_40980,295.044,273.888,281.39
PA14_41000,41.5803,40.1915,41.0684
PA14_41010,57.4892,57.5074,55.7809
PA14_41020,89.3425,92.2733,83.2722
PA14_41030,150.583,152.078,146.757
PA14_41050,191.426,193.529,176.137
PA14_41060,233.976,240.47,214.5
PA14_41070,73.6173,76.4172,76.7774
PA14_41080,67.0565,65.3576,61.7942
PA14_41090,268.781,302.854,255.822
PA14_41110,65.2561,65.0835,63.3323
PA14_41130,121.106,125.238,113.276
PA14_41140,70.3815,75.7487,66.1667
PA14_41150,82.7059,91.1347,79.0156
PA14_41160,79.5503,86.6475,75.9289
PA14_41170,131.024,124.699,117.494
PA14_41190,427.905,417.026,404.008
PA14_41200,0,0,0
PA14_41210,20147.7,19591.5,20081
PA14_41220,642.969,577.499,584.914
PA14_41230,2394.88,2353.4,2301.63
PA14_41240,1618.39,1714.22,1563.52
PA14_41250,3771.76,3961.61,3596.29
PA14_41260,61.7933,62.0377,54.3428
PA14_41270,35.1547,36.061,31.8273
PA14_41280,12.4624,11.0193,12.5958
PA14_41290,264.811,230.292,263.385
PA14_41300,175.193,162.865,182.595
PA14_41320,849.043,686.435,763.818
PA14_41330,0,0,0
PA14_41340,13.3496,21.5806,11.5334
PA14_41350,324.367,345.292,305.677
PA14_41360,507.025,503.186,489.262
PA14_41380,464.206,511.979,446.388
PA14_41390,2129.08,2156.89,2016.09
PA14_41400,285.674,293.216,287.98
PA14_41420,95.2306,96.7943,87.4721
PA14_41430,108.693,105.958,103.635
PA14_41440,168.657,106.027,173.848
PA14_41450,101.164,93.0128,96.0264
PA14_41470,1039.04,1190.65,988.617
PA14_41480,15.1551,15.4882,14.2136
PA14_41490,25.7612,24.4758,27.9508
PA14_41500,12.8286,10.1226,10.6077
PA14_41510,1.526,1.26258,1.53994
PA14_41520,6.66207,5.62884,6.69456
PA14_41530,2.43446,2.23507,2.63023
PA14_41540,3.04492,3.43461,3.23247
PA14_41560,3.17364,3.10803,2.87904
PA14_41563,73.1883,71.3525,73.8636
PA14_41570,0,0,0
PA14_41575,1391.04,1207.47,1485.23
PA14_41590,370.767,373.438,366.091
PA14_41610,848.147,847.926,837.356
PA14_41630,105.73,93.6242,100.507
PA14_41640,429.679,417.943,422.103
PA14_41650,170.174,172.08,162.917
PA14_41670,776.436,763.582,708.346
PA14_41680,177.583,168.233,170.664
PA14_41690,431.827,508.647,422.33
PA14_41710,411.156,452.131,391.821
PA14_41730,441.326,454.413,430.037
PA14_41740,10.063,9.75964,9.61307
PA14_41750,5.73642,5.44514,5.2569
PA14_41760,11.8888,12.3734,12.3418
PA14_41780,24.8392,25.6776,23.6237
PA14_41790,70.0548,69.1582,60.7956
PA14_41800,47.2729,47.8523,44.2407
PA14_41810,68.2656,65.5004,64.0863
PA14_41820,136.417,139.29,136.319
PA14_41830,345.034,340.514,325.146
PA14_41840,108.837,114.805,104.941
PA14_41860,107.51,116.46,111.476
PA14_41870,253.946,244.585,247.898
PA14_41880,75.5619,73.0177,75.9459
PA14_41900,71.2118,66.6114,72.5883
PA14_41910,81.1297,72.3527,76.1368
PA14_41920,520.643,550.312,496.908
PA14_41930,309.141,276.943,323.253
PA14_41950,148.287,150.786,137.179
PA14_41960,68.7751,77.0395,87.1733
PA14_41970,25.7249,16.583,28.9748
PA14_41980,9.51986,8.92219,9.67142
PA14_41990,51.3223,152.36,39.1905
PA14_42000,16.4451,70.6853,13.7048
PA14_42010,158.289,161.84,140.714
PA14_42020,129.096,118.91,126.743
PA14_42030,30.5708,33.0905,30.9067
PA14_42050,3.3152,3.25005,2.74692
PA14_42060,18.9541,18.6256,17.1826
PA14_42080,10.3317,9.92333,9.81473
PA14_42090,9.17275,9.03629,7.99253
PA14_42100,18.7545,17.6944,17.6233
PA14_42120,20.0228,22.1638,19.9787
PA14_42130,17.6287,16.3425,15.8763
PA14_42140,6.84378,7.44476,7.55468
PA14_42150,5.91912,6.18233,5.72982
PA14_42160,7.09473,7.51649,7.05117
PA14_42180,54.9684,53.9493,53.4298
PA14_42200,154.31,143.447,153.256
PA14_42220,48.5928,50.9793,47.5566
PA14_42230,68.6432,59.8736,66.7142
PA14_42250,164.325,87.1115,163.572
PA14_42260,94.0333,53.5257,97.4251
PA14_42270,186.54,101.481,171.621
PA14_42280,292.245,172.75,301.889
PA14_42290,170.772,100.575,182.525
PA14_42300,392.837,198.073,378.564
PA14_42310,959.483,514.475,993.041
PA14_42320,563.458,318.185,587.323
PA14_42340,67.6218,36.5766,67.2519
PA14_42350,130.935,73.4762,135.441
PA14_42360,214.997,128.021,229.768
PA14_42380,408.769,226.327,388.677
PA14_42390,421.177,224.599,410.682
PA14_42400,308.36,190.296,308.864
PA14_42410,781.111,484.857,851.007
PA14_42430,1069.08,566.546,1096.83
PA14_42440,299.291,165.767,312.339
PA14_42450,328.107,183.594,332.658
PA14_42460,237.155,133.684,256.854
PA14_42470,146.117,80.8243,146.159
PA14_42480,155.06,92.9303,193.649
PA14_42490,37.4108,26.1848,42.6482
PA14_42500,66.8423,39.8206,70.0914
PA14_42510,84.4814,62.126,109.109
PA14_42520,99.362,80.232,138.862
PA14_42530,105.265,63.6844,104.815
PA14_42540,335.495,195.746,362.429
PA14_42550,169.954,106.789,182.392
PA14_42570,139.621,86.1128,139.671
PA14_42580,109.643,70.7621,123.908
PA14_42600,38.4544,33.1937,51.6594
PA14_42610,67.6776,46.9186,79.853
PA14_42620,118.3,71.6797,109.847
PA14_42630,240.617,141.734,225.205
PA14_42640,31.1148,20.9208,34.036
PA14_42660,54.4072,35.026,53.6018
PA14_42670,241.517,274.332,220.466
PA14_42680,218.746,235.532,197.341
PA14_42690,300.447,320.198,279.413
PA14_42700,67.7468,79.1794,76.0077
PA14_42710,649.199,689.142,677.798
PA14_42720,163.031,166.935,159.693
PA14_42730,215.167,230.355,221.319
PA14_42740,149.479,160.554,147.578
PA14_42750,42.7362,45.8636,43.1778
PA14_42760,270.355,281.069,268.174
PA14_42770,12.7891,12.8178,13.6313
PA14_42780,94.2947,94.9786,96.2294
PA14_42790,196.258,206.906,189.934
PA14_42820,160.167,192.314,164.222
PA14_42830,45.1109,65.8109,60.2271
PA14_42840,147.503,150.9,137.305
PA14_42850,814.184,849.602,794.168
PA14_42860,582.715,366.425,630.854
PA14_42870,126.855,103.423,119.422
PA14_42880,18.5795,16.7883,18.1731
PA14_42890,9.81891,6.94504,8.27589
PA14_42900,10.1438,7.73755,9.61025
PA14_42910,11.6217,7.25188,10.3316
PA14_42920,13.9892,11.065,13.3307
PA14_42940,19.3714,14.361,18.8719
PA14_42950,7.94557,5.62682,7.29825
PA14_42960,67.2525,55.9438,69.4067
PA14_42970,7.33912,4.59376,6.51603
PA14_42980,9.82381,7.01837,9.55482
PA14_42990,13.5296,9.26532,11.8816
PA14_43000,14.5847,10.2333,12.9295
PA14_43020,17.3168,10.7356,14.5402
PA14_43030,22.7612,13.9454,19.6843
PA14_43040,43.5178,23.8524,35.7695
PA14_43050,36.1509,19.1405,32.9383
PA14_43070,1.78027,1.04959,1.83334
PA14_43080,0.397064,0.478056,0.537102
PA14_43090,9.93735,8.78644,9.74745
PA14_43100,18.3798,16.281,16.7144
PA14_43110,217.098,200.29,202.227
PA14_43130,107.473,102.601,103.495
PA14_43140,43.8613,45.2441,45.2374
PA14_43150,35.4085,35.4773,36.2331
PA14_43160,50.3706,49.0905,45.5111
PA14_43170,28.9228,28.7613,29.2532
PA14_43180,17.0442,15.8253,16.2864
PA14_43190,16.1517,14.5191,15.4482
PA14_43200,10.9415,9.71065,11.1373
PA14_43220,12.6649,12.3668,12.7346
PA14_43230,83.8676,92.9726,97.3965
PA14_43240,127.285,131.551,124.458
PA14_43250,126.637,127.466,122.834
PA14_43270,128.545,125.295,117.637
PA14_43280,145.625,143.423,142.877
PA14_43290,46.7012,43.3961,38.5126
PA14_43300,67.3395,65.2374,63.8534
PA14_43310,66.651,66.2514,62.2943
PA14_43320,59.5907,59.2341,54.7676
PA14_43340,67.5647,61.9075,70.9346
PA14_43350,88.9251,81.5297,94.9064
PA14_43370,152.142,148.015,152.647
PA14_43380,205.236,190.973,196.121
PA14_43400,284.088,245.508,259.766
PA14_43405,649.922,698.97,1042.7
PA14_43420,21.9186,21.503,21.2865
PA14_43430,52.5665,45.5411,48.3578
PA14_43440,11.7782,10.885,10.4927
PA14_43460,6.40584,6.19681,6.42519
PA14_43480,28.1493,31.9163,28.2856
PA14_43490,24.6149,29.2287,26.5832
PA14_43510,30.6522,31.2726,28.8688
PA14_43520,87.9351,96.2789,88.5387
PA14_43530,177.066,176.569,169.504
PA14_43540,22.8066,21.6074,20.4979
PA14_43550,39.5828,38.0581,39.232
PA14_43570,3.48407,4.37504,3.97224
PA14_43580,18.6223,21.7766,22.4119
PA14_43600,114.736,115.918,105.996
