Gene,D39_CEP_RR07_A,D39_CEP_RR07_B,D39_CEP_RR07_C,D39_CEP_RR07_D,D39_A,D39_B,D39_C,D39_D
SPD_RS06730,740,1350,5370,5350,220,2830,5220,2190
metF,70,140,290,180,10,270,240,120
SPD_RS02615,10,20,20,50,0,30,20,20
ugpC,9630,17610,51330,36730,4010,43580,21580,5990
SPD_RS02965,70,550,2020,3220,30,570,1670,1400
xerD,1280,9210,15760,33570,450,7350,23000,15800
SPD_RS02790,90,930,1190,2240,30,870,1620,930
SPD_RS06905,710,2350,13220,15260,290,4190,7580,6870
SPD_RS05085,50,170,540,760,20,170,660,280
nth,950,5450,22650,18050,450,3640,23060,10200
tkt,3470,13110,189960,180300,1750,17630,180770,64410
cls,340,1370,4720,7790,120,1570,6640,2510
SPD_RS09980,970,4720,47270,60800,640,4310,54200,18160
SPD_RS08230,970,3850,15090,11430,530,4250,13010,4780
dapD,620,3250,32480,54410,410,4850,30680,17780
thrS,2890,11810,22680,14820,1440,14610,19480,5500
racE,890,6870,25960,40630,360,5780,27690,18120
SPD_RS07500,1430,6710,30010,40450,900,6740,27440,15100
SPD_RS05850,450,3080,6450,5830,210,2630,7200,3130
SPD_RS07485,1020,3130,12330,13640,570,5600,7180,3920
SPD_RS07475,1220,7610,26580,36750,730,7330,26040,14110
SPD_RS03950,410,810,4960,3230,250,1070,3840,1170
SPD_RS04990,520,1060,5680,6610,150,1490,7430,2730
SPD_RS09675,0,0,130,170,0,0,100,80
rpsD,7250,28760,176260,78070,3060,42080,147320,35320
SPD_RS04995,230,740,3060,3440,120,820,3060,1320
tacF,840,5240,4070,1710,570,4670,3370,900
SPD_RS04860,210,1170,20490,19950,110,1250,20610,7180
SPD_RS07190,2100,8160,24460,46820,1130,8610,28020,16450
cvfB,930,5480,27420,41980,680,5100,26400,14990
SPD_RS02655,440,1740,11100,16160,200,1880,13890,5120
SPD_RS02625,180,730,4120,4780,60,950,4440,1750
SPD_RS05040,10,0,20,30,0,10,10,20
SPD_RS10005,1390,6430,61990,72250,940,5620,64180,25190
SPD_RS04275,2230,13880,11750,4230,1890,10220,7000,1770
purN,160,180,180,260,30,460,330,260
SPD_RS05585,26610,45260,236520,177060,12360,55930,248020,80990
SPD_RS05875,11900,52340,48880,29230,7200,55420,32450,10860
SPD_RS05695,550,2290,6520,13910,220,1410,9620,6480
SPD_RS09005,90,870,21670,32330,40,1120,27910,8900
SPD_RS02795,90,1150,1470,3080,90,810,1830,1180
secY,20470,104800,229460,256780,9120,115150,248250,114460
SPD_RS10325,50,370,8120,5380,10,150,7460,2820
SPD_RS10335,50,70,110,120,0,120,250,70
SPD_RS03400,20,120,600,1660,30,200,630,380
SPD_RS10330,1070,6860,45130,26450,660,5540,40660,13560
SPD_RS05840,440,1950,4310,2410,270,1910,3800,1160
SPD_RS02645,200,1040,10480,14000,110,920,11660,5000
SPD_RS08810,3130,5330,880,1550,1260,9490,1450,1490
SPD_RS05130,1400,7770,40560,35600,720,8350,43110,12820
purE,190,670,740,950,130,710,630,240
SPD_RS04520,60,650,2170,4750,60,330,2980,1660
SPD_RS08970,200,1020,16480,19180,110,970,20830,5280
queA,780,5200,6300,3790,510,5140,4960,1800
SPD_RS00675,110,630,2550,4080,90,630,2440,1380
SPD_RS01765,5920,27430,109600,122990,2620,14540,128450,70350
SPD_RS03815,3690,18430,49480,79650,1770,17960,57520,33700
gyrA,3190,16310,67450,105720,2080,13970,72990,39430
SPD_RS06185,350,2040,5190,2060,200,1390,4860,2100
SPD_RS09580,110,1620,8240,12260,50,1210,9420,5010
SPD_RS07870,1540,10980,17410,14730,900,11590,14080,7050
SPD_RS07225,2110,15200,24400,28320,1190,13120,25200,15390
SPD_RS05270,1260,5830,22010,12540,630,6600,21030,5650
rpsM,4690,47460,464880,313230,4470,35530,432010,130490
rpoB,10490,79040,227450,256740,7230,77860,207940,100370
SPD_RS07495,250,1090,6230,7920,150,1250,5890,2960
SPD_RS02020,820,3420,4750,1680,450,4500,2430,710
SPD_RS07700,110,930,2940,2210,40,880,2620,1360
SPD_RS04665,920,4070,25170,13810,600,3480,20190,7890
SPD_RS01395,270,2070,10910,11510,160,1440,11540,5160
SPD_RS03790,700,5740,20600,13440,450,5920,16100,6890
SPD_RS06275,20,20,160,810,10,90,380,130
SPD_RS04765,760,2850,8970,6010,430,3770,6390,2530
rpsK,5490,46970,476640,324490,4620,36330,454030,133990
SPD_RS03810,1170,5570,16920,19450,670,7400,13790,6820
SPD_RS07355,2770,20550,72780,71400,2360,18930,41710,36770
sdaAA,480,2290,8150,5770,320,2210,7710,2240
SPD_RS03765,330,1160,4270,5790,180,1070,5390,2100
rsmG,460,2860,3140,2330,350,2300,2400,1400
rpsI,5970,56340,166600,40230,5350,62980,91320,20310
SPD_RS01760,7290,32240,118290,138610,2860,23280,135070,81800
SPD_RS02205,220,800,6520,11200,150,860,7880,3390
SPD_RS01390,320,1930,8430,9150,140,1670,9440,4180
SPD_RS07570,20,270,1790,1680,20,280,1440,720
SPD_RS04800,30,20,150,140,0,100,140,30
SPD_RS09975,670,2580,38480,49790,460,2470,45740,15320
SPD_RS08225,880,4380,17650,31790,390,7230,17070,10470
SPD_RS07730,450,1600,4500,11010,290,2800,5010,2110
SPD_RS09460,1260,2330,9990,10710,580,4410,9570,3460
SPD_RS07215,80,150,250,2440,30,240,1270,520
SPD_RS05920,770,2910,10070,14070,600,4890,7810,1940
SPD_RS04620,410,3440,5600,11100,280,1980,8620,5040
glgP,2680,7660,14730,13060,1150,8970,19230,7290
SPD_RS09010,0,0,7380,12440,0,0,10320,3450
SPD_RS07140,5990,31760,82350,61840,3020,27660,98620,32640
SPD_RS07715,740,3330,6780,16480,560,4470,6530,3690
SPD_RS02660,3430,12000,63130,84330,2080,19350,61290,23120
SPD_RS08850,1510,12220,21450,39540,840,10520,26340,18140
SPD_RS05885,3050,19070,27420,16370,2010,17920,25260,8520
ftsE,1950,9010,34040,52350,1320,10690,31340,18160
SPD_RS07670,60,810,4070,2220,50,860,3430,980
SPD_RS00540,520,3040,9470,6670,280,3320,8910,3140
SPD_RS04760,1390,4120,8950,5430,570,7370,5810,2420
SPD_RS03990,1390,6860,36080,52180,630,5990,51780,17730
SPD_RS07790,1130,3940,12220,19780,600,5330,12460,6930
SPD_RS06070,680,3270,9130,8070,330,4910,7580,2720
SPD_RS10520,210,300,120,730,40,1010,250,170
SPD_RS04080,530,1790,6190,6690,190,1560,8550,3580
SPD_RS06390,2240,7240,34780,42870,940,9600,36150,18670
SPD_RS03605,230,1570,11190,14900,100,1880,13610,4870
SPD_RS03540,2370,11510,47140,76380,1730,14600,39880,26150
SPD_RS05090,50,80,380,630,10,100,500,300
dinB,510,2880,7620,6060,230,2550,9440,3270
SPD_RS01165,5510,32860,117080,141010,2720,31550,129090,64180
pepF,2630,14230,53810,29820,1810,12330,44930,17320
SPD_RS03255,380,1430,3490,5570,230,800,5340,2450
tnpB,100,300,1020,530,10,860,550,120
SPD_RS01205,5980,49920,415960,292270,4800,34500,415060,129680
pheS,370,1270,20940,18840,130,1730,22100,7520
SPD_RS07840,4800,23550,83640,97670,2590,22410,92450,43010
SPD_RS00630,0,20,40,10,0,30,20,0
recN,2300,9700,21690,42050,1170,7080,31160,20180
speE,440,2100,9720,14210,240,1610,14180,4780
SPD_RS09450,1350,5350,22150,38150,800,6710,23110,13420
SPD_RS07845,830,4310,41460,51930,360,3650,46190,21880
SPD_RS10720,300,1450,6830,10960,160,1590,7970,4020
SPD_RS05845,490,3330,8230,4590,360,2920,7210,2540
SPD_RS01365,1880,14040,50760,25920,1630,12530,39780,12890
SPD_RS04575,1580,11050,58620,54950,1380,10940,55890,18960
SPD_RS01070,5510,48290,290760,262800,3610,45310,261360,127270
thiW,30,90,280,780,0,220,460,160
prmC,760,3250,32700,34010,340,2760,36370,14590
SPD_RS10030,0,0,20,60,0,0,20,30
SPD_RS05280,780,4630,10920,12290,550,3780,11170,5710
SPD_RS01715,8190,77070,169290,242060,5190,71140,151410,123530
SPD_RS06915,1230,5150,8840,2810,980,4740,3200,1880
SPD_RS10715,640,2400,10380,16600,330,2650,12180,6450
SPD_RS06370,430,2440,3750,7440,270,2160,4530,3290
SPD_RS08975,20,600,17650,20170,70,650,21630,5440
SPD_RS05775,1840,8320,26330,35180,1180,8310,32400,11420
rpmJ,2320,20930,259810,169460,2520,16340,238510,73710
SPD_RS10320,130,370,4210,3840,60,540,4130,1560
SPD_RS00635,250,690,3180,4210,120,1300,3550,1040
dnaA,1510,5740,10200,9610,790,8040,9080,3220
SPD_RS09135,260,1140,3270,3940,100,2190,3190,840
SPD_RS06145,1420,6730,32260,17390,820,6380,31530,9300
tuf,64750,354400,1998640,801230,50850,360360,1667330,358010
SPD_RS04490,250,1600,10180,15640,210,1660,9280,6150
SPD_RS06510,270,1530,4780,3730,200,1320,4270,1890
rplM,6000,56870,200200,47450,6550,63450,104910,23250
SPD_RS07900,1440,6050,5000,1660,890,6670,3420,990
SPD_RS06930,7830,24850,154060,73350,3900,26910,162130,37020
SPD_RS01200,10240,102060,904840,633320,10980,71760,875920,269500
SPD_RS01330,1040,6690,25140,40780,560,6810,29380,16290
SPD_RS08960,10,20,200,410,0,10,420,100
SPD_RS00835,20,60,110,100,0,90,110,50
SPD_RS09970,370,1800,18780,28470,160,2160,25300,9010
SPD_RS03965,1080,3810,19090,24930,550,3440,21890,11290
SPD_RS08430,940,3700,19580,19400,590,3460,20620,8030
SPD_RS05165,820,3730,17750,19680,640,3710,15900,7640
SPD_RS02340,360,2690,8960,9950,200,3130,9630,3670
SPD_RS04295,1350,5950,28730,29990,840,6210,29430,12060
SPD_RS02590,230,1300,17230,24090,160,1910,14710,10080
SPD_RS04510,1000,4900,18720,25550,710,4150,19110,10790
hflX,530,3020,12870,16570,290,2910,13960,7270
SPD_RS00885,2610,17730,27880,12820,1530,21770,20280,6110
SPD_RS05535,220,1040,3710,8680,60,680,6900,3580
SPD_RS01770,9300,46980,145920,165880,4800,35960,167900,93040
SPD_RS08085,920,4420,20150,24670,500,4340,20790,11350
SPD_RS10710,630,1970,7020,11590,240,2600,9120,4830
SPD_RS02915,250,640,5600,3950,110,1060,5270,1710
rplD,4610,36480,241500,218900,2770,35030,222630,108740
SPD_RS07850,3590,15020,72520,90250,1910,15310,79400,39350
SPD_RS02170,2960,10100,121310,100100,1930,8680,121520,43120
SPD_RS05095,40,180,390,590,30,120,540,260
SPD_RS00460,1010,3750,19960,13570,510,7000,11650,6590
SPD_RS10725,180,1240,3140,4990,90,1370,4020,1830
SPD_RS03795,1490,5850,27040,36350,760,7740,27400,14780
SPD_RS09325,50,140,320,470,10,130,540,240
SPD_RS03165,380,1920,5640,6310,180,2090,5900,3150
SPD_RS01900,460,2500,4130,6310,230,2030,5360,3770
SPD_RS07625,140,780,3230,5230,20,910,4080,2400
purR,4730,15780,51080,56790,2680,18040,57270,21960
SPD_RS08160,0,10,0,20,0,10,0,10
SPD_RS08980,40,420,12720,13540,40,530,16320,3540
SPD_RS08805,1350,2840,440,730,520,5180,550,1070
SPD_RS07525,2120,7510,23950,7780,1210,12090,14580,3010
SPD_RS03080,440,2060,6200,4480,210,2280,7230,2090
SPD_RS01775,4420,20900,87030,107230,2130,15090,102460,57460
SPD_RS05685,900,4560,11630,19350,410,3500,16560,9860
SPD_RS05730,630,4150,6570,5240,360,4230,6380,3200
rplU,2730,24040,237920,181920,2370,16350,224450,89850
SPD_RS01655,100,400,1620,760,60,690,1180,190
SPD_RS00120,100,400,1560,1910,50,440,1860,760
trxB,1740,7020,43160,40490,1020,7630,43510,17600
SPD_RS01570,130,300,450,1350,70,430,780,390
SPD_RS03170,640,3290,8530,8460,380,3620,8340,3860
SPD_RS05285,890,4850,12640,14470,610,3910,13020,7330
SPD_RS08295,1090,5170,14640,15990,590,5290,16260,7630
SPD_RS08800,1750,4160,440,550,770,6590,570,1050
SPD_RS03020,1230,3000,2610,1860,600,5320,1220,360
cysK,3610,6330,14760,17540,850,18280,19370,5900
SPD_RS03650,1760,6660,20610,20170,850,8970,20130,9290
rimM,880,4310,25720,29470,450,4700,28180,12500
SPD_RS05135,5400,25290,126630,148520,3110,25580,156910,54360
SPD_RS00910,40,170,810,570,30,320,570,140
mltG,4540,22260,120370,121120,2720,28780,120630,45730
SPD_RS07825,3700,16990,112530,90060,2300,22210,112010,33040
SPD_RS09905,6410,42350,52670,70190,5260,44790,59170,11780
SPD_RS01400,170,1110,6400,7080,90,1030,7120,3110
SPD_RS02460,20,50,140,70,10,90,60,40
gap,96810,310850,1836460,1589780,40850,550330,2158950,459360
SPD_RS02985,1930,9000,31090,33740,1040,9230,33920,16160
SPD_RS07575,620,4930,22530,19500,620,6260,16410,7010
SPD_RS07880,620,4190,21950,24840,380,5280,22590,9320
rplT,4120,26170,178170,131520,3780,26610,165580,49570
SPD_RS09095,20,100,620,1990,10,200,990,530
ftsZ,6490,30680,141770,184990,3440,32850,156330,81610
fusA,16420,102940,682490,409840,11100,108100,663210,185540
SPD_RS01410,600,3250,15370,19580,290,3310,18330,8420
SPD_RS01310,400,1990,5840,4310,260,2060,2980,3380
SPD_RS04900,290,2090,7600,5710,280,1350,7500,2800
SPD_RS08705,260,2080,6160,3860,160,3360,3990,1150
SPD_RS00960,140,1610,8100,6530,120,2380,6260,2380
typA,3850,32820,168880,116730,3020,38180,141180,53380
tsaB,280,2400,9310,9510,130,2590,8900,4950
SPD_RS09000,400,3960,34220,49140,410,4380,44600,13770
smc,1880,9440,42880,72110,950,8030,56260,30960
SPD_RS02330,210,1320,6690,6420,130,1300,7320,2700
SPD_RS03800,700,2680,10780,17700,280,3740,13060,7240
SPD_RS04355,590,2780,13570,20920,340,2390,20380,7010
SPD_RS10615,30,50,30,20,0,80,100,20
nusA,840,4610,54490,61990,580,6420,48620,26770
SPD_RS01435,5070,18130,109880,81200,2690,26220,116390,28800
rplB,6650,49520,312000,283630,4390,54480,280590,136590
SPD_RS08015,1010,4390,13980,35930,510,5160,20220,13350
SPD_RS04395,610,2670,12170,19000,390,2110,16090,7390
SPD_RS03610,770,5820,31270,39590,660,5630,35380,13940
recF,830,4660,14700,8380,450,7090,10930,3510
SPD_RS10695,220,1020,5360,10490,110,940,7140,4220
atpF,10200,59720,161120,153210,5440,53640,205400,77940
SPD_RS05205,2760,13260,37360,49840,1410,11790,43930,27090
SPD_RS02350,1180,6210,23600,16430,960,5900,17180,8980
lepA,2900,11930,36110,46940,1590,11370,45880,21340
SPD_RS04515,50,480,1920,4190,40,270,2730,1680
SPD_RS09380,830,5230,19870,24100,430,5620,20780,11510
miaA,1000,2980,9730,12940,600,3460,9580,5750
SPD_RS05705,980,4810,14370,29270,590,2730,20750,13810
SPD_RS08965,350,1500,14850,17310,250,1990,18360,4840
SPD_RS08220,380,2400,5570,12870,200,3000,6550,5020
ilvC,460,2240,19750,31530,400,2990,22720,9840
SPD_RS03245,200,880,3020,4520,90,790,4080,2110
SPD_RS03870,720,5640,3010,3750,410,4700,6800,2880
SPD_RS06515,1030,6490,12050,13580,720,5720,13940,6410
atpB,8610,51070,215290,187110,4020,45180,266760,95120
SPD_RS06805,10,30,110,280,0,20,230,100
SPD_RS05000,60,460,1800,1570,50,500,2000,490
SPD_RS09015,0,0,3320,5400,0,0,4580,1700
recG,1620,8350,20580,54280,920,8220,28270,22550
SPD_RS01750,11740,47600,103330,156890,5680,39130,130870,99060
SPD_RS01405,1390,9110,44670,57660,800,9880,49640,24190
SPD_RS03960,400,1630,5610,7200,320,1430,5460,3000
SPD_RS08355,1200,10260,46430,22340,950,11620,32300,14390
rnr,960,7220,15490,27080,580,6460,19630,12600
rpsA,13530,91080,892340,718080,8330,115250,822790,336220
SPD_RS08940,110,170,470,890,50,300,460,430
SPD_RS10660,460,4030,9880,4970,470,4590,4920,2290
greA,1690,6770,53280,62060,970,9390,55150,24570
SPD_RS02865,470,2070,13010,23500,260,2700,13420,9810
SPD_RS06985,930,4120,8850,3980,530,5040,7700,2460
dnaI,1170,4700,19240,24150,630,5010,21460,11250
SPD_RS00690,10,80,250,330,0,100,330,110
SPD_RS06695,50,300,620,1120,30,460,700,280
SPD_RS07875,320,2550,9730,11640,260,2760,9980,4410
SPD_RS05700,1030,3700,11930,23910,480,2700,17200,12230
SPD_RS04865,230,1040,14890,14280,110,970,17240,5900
SPD_RS00670,140,610,2000,3410,100,830,1720,1300
SPD_RS08845,960,6250,14410,27550,420,6480,18560,13300
SPD_RS06160,30,220,590,650,10,260,660,280
rplP,6630,37200,208130,201060,4170,41940,190020,98160
codY,1930,7090,25360,33590,1540,7950,20640,12610
SPD_RS04210,3610,12440,18130,31540,2160,12640,23520,14500
SPD_RS09330,50,100,180,500,10,80,430,270
SPD_RS07815,20,30,400,460,0,90,440,170
SPD_RS03670,980,3240,18460,19580,520,3730,19740,9160
SPD_RS08830,1060,8990,14780,31980,700,7710,21600,14110
SPD_RS01720,4320,33540,77610,146470,2550,30990,84380,74540
SPD_RS06880,240,1230,8560,10830,180,1350,9180,4170
SPD_RS07585,1060,9510,36220,23010,1090,10220,25560,11090
SPD_RS06725,670,1030,2090,1870,320,2090,1880,830
SPD_RS07295,1330,8680,50180,57650,660,8560,55110,27760
SPD_RS03190,980,3410,15840,8690,450,5450,15240,4070
SPD_RS04475,2040,11110,73090,69960,1550,9060,78190,30910
SPD_RS07855,3050,15740,80870,101810,1870,17730,87840,42950
SPD_RS08065,410,880,4340,5720,180,1820,4540,2130
SPD_RS01800,1090,7150,39420,59860,560,5300,43530,30700
SPD_RS07885,1520,10890,33830,36930,1060,9090,36940,18880
SPD_RS06320,10,30,200,330,0,40,250,140
SPD_RS02900,2470,7340,26000,15040,1360,9960,23990,8040
SPD_RS08300,2170,10590,24600,21550,1340,12040,24770,10150
SPD_RS02400,8430,52340,45270,30190,6170,55040,29300,17260
SPD_RS03730,590,1450,5860,5900,250,2940,6370,1960
SPD_RS02325,240,1430,6390,6150,200,1380,5580,3000
rpmG,60,600,1310,1730,60,310,1360,1110
glnA,12530,90580,104940,86190,9650,86790,79330,54810
SPD_RS07535,970,5150,7850,3790,690,5860,5250,2150
SPD_RS03930,190,840,3840,6440,80,780,5890,2580
adcAII,1480,2920,9650,15490,450,4940,19140,6110
SPD_RS08055,400,1090,1920,2970,90,2860,1690,960
pabB,820,2720,14480,23390,440,2670,15890,11440
trkA,740,5650,8810,6450,420,6530,8320,3860
malQ,1910,5060,9760,8560,1020,7190,9630,4290
SPD_RS05715,1240,5620,18450,37030,770,4470,24600,16650
SPD_RS04855,280,1030,1840,2370,200,1050,2320,830
SPD_RS04190,4090,12310,58020,86040,1730,13120,90030,36050
SPD_RS02970,3960,32570,50280,70540,3180,32620,48010,31350
SPD_RS02715,200,1180,12890,11160,120,1430,13500,4770
phtA,2070,5000,29190,24600,540,12810,25840,12320
rlmN,760,3750,26840,34800,460,4530,32460,12860
deoC,1180,6330,26470,39250,610,5920,35140,17320
SPD_RS02950,3520,23670,330350,287650,1370,25800,356990,134360
SPD_RS08080,2130,11590,30710,36590,1510,11270,32700,16650
SPD_RS01805,1530,8660,41750,61210,790,7310,45680,32270
SPD_RS01080,3780,23930,153130,133660,2720,28540,135330,64760
rnpA,2840,12020,16810,18400,1680,14450,16530,9210
SPD_RS01815,1930,16890,105230,118090,2240,27970,76010,41150
SPD_RS01430,10560,35020,114490,86780,5370,55440,121330,31630
SPD_RS10785,150,370,820,760,30,900,730,350
SPD_RS03175,640,3860,7430,5950,520,3860,6200,2870
rpsC,8300,51380,297000,279100,5230,61980,270760,138480
SPD_RS07260,1030,10180,20780,34860,860,8180,22570,17660
SPD_RS01300,310,1510,8460,7210,150,2010,7960,3740
ptsP,23990,80060,719290,637360,12720,77160,843960,292580
trmD,960,5970,32940,37100,650,5920,36860,16060
rsmB,1060,4870,16550,26560,490,6960,17660,11800
dusB,1240,7330,10970,6620,980,8450,5870,3150
SPD_RS04505,740,5590,26870,38160,810,4590,27430,15370
SPD_RS02595,290,1160,15240,20990,220,1830,13300,9210
SPD_RS08840,840,5560,14030,28530,430,5290,19090,13480
SPD_RS07125,3960,22360,129170,136490,1700,18650,169950,65700
ftsA,7470,34050,80740,131310,4230,36890,94680,63560
SPD_RS02650,130,1130,11190,15680,160,1220,12950,5360
SPD_RS06955,3770,10710,69970,88480,1780,15160,91360,33950
SPD_RS04895,1020,4370,26710,25810,700,4140,28820,11660
SPD_RS04740,730,4160,10850,12710,420,3720,15800,5710
SPD_RS03570,2750,19470,37760,48860,1790,18320,45000,25060
SPD_RS05815,20,140,660,760,30,70,670,370
SPD_RS06420,810,4390,20080,26410,420,3540,23680,14020
SPD_RS03475,1500,4410,45760,21140,1450,7110,18400,14070
rpsR,3810,23040,176340,191950,2630,20220,166250,101420
SPD_RS09395,350,2230,12680,16270,190,2160,13380,8200
SPD_RS04400,190,1430,7110,10980,140,1180,9350,4380
SPD_RS05215,1520,9840,33120,56570,980,7290,45370,26020
SPD_RS08425,770,4770,4330,2120,550,5260,3540,1160
patA,520,3120,17810,41400,350,5830,19360,14200
rsmA,1320,5400,9300,9020,830,5510,9920,5320
rsmD,100,1390,7900,16570,130,1190,9520,6470
SPD_RS05470,5490,19420,71270,66830,2500,22560,81560,40160
SPD_RS07300,550,3320,19060,18480,320,3940,18600,9180
SPD_RS01700,1760,6900,19940,21380,1190,8160,18770,9460
SPD_RS03720,0,20,130,100,0,30,140,30
SPD_RS07170,420,1990,8490,14380,190,2030,11740,6400
SPD_RS04880,1060,4490,54140,51850,550,4140,58350,25830
rbfA,130,1500,11230,12390,100,1530,9520,6730
SPD_RS05880,3700,24080,15240,8800,3350,20400,12570,4100
SPD_RS01705,30,120,580,790,40,170,580,210
SPD_RS03595,580,2510,11080,14070,420,3050,12330,5110
rfbA,8030,35370,133440,180930,4390,30770,159860,97610
dnaN,740,4270,9160,10130,530,5640,9230,3020
SPD_RS02200,220,600,6090,9930,150,890,7900,3240
SPD_RS07400,1310,5660,19740,21010,840,7060,17830,10130
SPD_RS09700,530,4300,7160,7860,390,5300,6340,3070
SPD_RS02705,110,470,960,1510,40,520,1280,870
SPD_RS07060,4670,18290,85800,39870,2680,25070,85600,19010
SPD_RS04840,590,3130,20650,18450,340,4860,21810,6860
SPD_RS07835,3780,18280,88680,89430,2630,16590,94640,44010
SPD_RS07285,2470,21390,237260,242560,2310,23330,202710,124620
SPD_RS01125,5540,30090,144700,152060,3080,37550,143540,75490
tehB,530,3750,5730,10750,400,2920,8190,5270
SPD_RS08995,460,3390,38360,50800,600,4250,48700,13950
SPD_RS07105,4780,23780,93530,114360,2610,18980,128630,56430
SPD_RS01260,230,1390,2840,2530,110,1660,3780,1140
SPD_RS05265,1670,8380,21910,14030,1150,8760,22610,7210
SPD_RS05860,280,2250,3510,4440,130,1630,5360,3330
SPD_RS04110,950,4990,18900,15180,670,6010,15880,7800
SPD_RS07280,5560,39580,359360,369770,4670,38030,317730,193970
rimI,270,1720,7450,8640,130,1760,8410,4510
SPD_RS01730,4590,34090,85030,156350,2810,28090,98030,86410
prfA,510,3300,45210,42830,310,3300,54790,16930
SPD_RS01325,1100,7070,27840,38430,800,8470,28660,16060
rplE,7400,44080,203650,222780,4270,51610,213110,108540
rpoC,12940,97450,147500,189750,9510,94670,168610,94180
SPD_RS00585,260,1040,540,1230,100,1130,1690,960
SPD_RS01680,1370,5560,21800,23640,730,5940,26350,11950
SPD_RS10300,210,1200,4930,4850,150,1340,5130,2160
rpiA,1420,5400,16960,20780,820,4960,22050,10730
SPD_RS09140,330,3330,9020,8770,240,5480,6910,2490
SPD_RS09590,100,500,6610,12630,40,790,7700,5260
SPD_RS01145,6890,50290,187660,201870,4190,53040,207350,100790
metE,60,350,510,290,30,500,410,150
folP,500,3400,16190,18550,350,3050,17220,9450
SPD_RS03195,270,800,6110,4320,80,1440,6770,2160
uvrB,990,6080,9480,13510,570,4890,12750,9270
SPD_RS05760,1790,6160,19050,27310,1190,7070,21000,11710
SPD_RS07785,1890,4880,6980,940,1080,7840,3130,1180
SPD_RS02355,330,2300,9620,11440,290,2080,9680,5420
SPD_RS10530,300,260,170,370,80,1220,320,110
SPD_RS01905,330,2220,5360,10340,130,1320,7630,6750
SPD_RS01320,440,2030,8100,9470,220,2180,8880,5270
SPD_RS08985,80,590,17550,20600,140,990,23020,5450
SPD_RS03000,0,170,470,800,0,140,810,270
SPD_RS07150,100,1440,7330,9820,170,1370,8000,3480
yhbY,780,3460,5360,8910,360,3990,7860,4990
SPD_RS09595,10,200,4100,6740,0,260,5360,2550
SPD_RS01785,4360,19420,83650,129540,2200,12410,112950,71550
SPD_RS02220,5070,14410,59030,46240,3180,15000,64930,24280
SPD_RS02920,90,310,3040,2160,30,540,3140,1040
