Id,WT.1,WT.2,WT.3,X13.1,X13.2,X13.3,X14.1,X14.2,X14.3,X15.1,X15.2,X15.3
GALLO_RS07715,3221,4170,2497,8763,8209,7700,2227,3263,1926,2124,3886,2687
GALLO_RS07720,682,820,914,671,662,694,877,758,879,768,1119,705
GALLO_RS07725,12465,15354,15497,15389,13439,13520,16425,12539,15926,15751,19290,13601
GALLO_RS07730,5025,5644,5436,5729,5015,4787,6360,5104,5411,5699,7242,4705
GALLO_RS07735,8931,11123,10998,10785,9388,9493,11211,8780,10584,10497,13493,8988
GALLO_RS07740,3773,4052,4324,4410,3782,3620,4689,3492,4037,4316,5487,3529
GALLO_RS07745,2504,2849,3886,3614,2611,2947,4048,2434,3977,3763,4234,3294
GALLO_RS07750,4376,6911,6916,3700,5867,5334,3938,5673,5043,3969,8580,5687
GALLO_RS07755,708,962,668,673,705,580,594,852,555,533,987,727
GALLO_RS07760,1140,1454,1074,1082,1124,988,919,1325,880,927,1508,1077
GALLO_RS07765,8,9,15,5,6,10,6,8,9,3,15,8
GALLO_RS07770,1367,1798,969,1156,1311,893,1096,1350,850,1064,1576,784
GALLO_RS07775,2013,2609,1669,1810,1898,1379,1957,2112,1475,1655,2577,1545
GALLO_RS07780,15504,19542,18782,19630,18000,18398,18504,16641,17884,17984,24437,17254
GALLO_RS07785,10002,12002,12740,12964,11613,12302,11978,10296,11813,11410,15388,10695
GALLO_RS07790,15378,19955,21899,21451,20292,21417,19318,16714,20151,18884,26678,18307
GALLO_RS07795,671,824,715,739,737,607,810,678,659,704,930,595
GALLO_RS07800,1625,2150,1903,1881,2276,2250,1309,1834,1375,1331,2500,1697
GALLO_RS07805,35056,45964,50142,45860,45544,47717,41516,36115,43834,41641,57069,40098
GALLO_RS07810,1644,2022,1611,1828,1883,1501,1739,1649,1516,1678,2245,1298
GALLO_RS07815,1407,1500,1536,1813,1496,1497,1743,1353,1389,1723,2057,1356
GALLO_RS07820,4946,7060,5006,4474,6028,5262,3682,5899,3596,3740,7451,4345
GALLO_RS07825,5270,7402,5289,5158,6126,4935,4649,5924,4230,4364,8113,4585
GALLO_RS07830,9266,12903,9945,9005,10494,8578,8483,10266,7960,8180,14523,8624
GALLO_RS07835,8945,12473,10453,9091,10640,8836,8991,10397,8742,8575,14906,9103
GALLO_RS07840,28649,37509,31960,31881,29214,28183,33573,27864,34016,31824,37953,24837
GALLO_RS07845,465820,597498,524277,524133,473905,461798,548842,462976,559894,526935,650261,451981
GALLO_RS07850,399,517,481,465,486,357,412,373,348,403,622,281
GALLO_RS07855,246,235,243,273,247,166,263,212,140,198,310,149
GALLO_RS07860,8411,10641,8530,9787,9174,8211,8558,8430,7287,8198,11482,6505
GALLO_RS07865,30620,40209,38194,34299,35100,34324,32622,32414,36591,32365,48459,30608
GALLO_RS07870,6414,10119,7121,7683,7968,7756,5945,7664,5601,5576,9920,5236
GALLO_RS07875,2428,3831,2694,2877,3123,2734,2319,3175,2061,2062,3971,2096
GALLO_RS07880,11316,14218,12751,16230,13538,13910,14100,11838,11573,13129,16672,10645
GALLO_RS07885,169,199,252,258,253,237,202,144,214,198,278,276
GALLO_RS07890,628,974,620,492,743,459,524,687,440,487,867,373
GALLO_RS07895,777,1267,664,686,868,522,646,939,520,611,1161,521
GALLO_RS07900,2478,2747,2117,2487,2196,1833,3089,2129,2299,2683,3344,1919
GALLO_RS07905,22096,27449,20865,25754,22335,19161,25489,22111,20608,24275,30928,17526
GALLO_RS07910,126,135,153,125,136,127,114,158,122,102,214,140
GALLO_RS07915,619,649,729,647,558,602,887,616,689,703,841,595
GALLO_RS07925,294,441,296,532,426,338,351,321,235,327,455,238
GALLO_RS07930,1228,2273,991,840,1639,889,774,1493,652,700,2039,561
GALLO_RS07935,414,626,1046,658,799,840,669,585,714,652,1253,771
GALLO_RS07940,9279,8836,9863,12644,8229,8734,13546,7832,11359,12915,12751,9899
GALLO_RS07945,5662,5721,6049,7836,5295,5700,8276,5036,6870,7888,8198,6011
GALLO_RS07950,2851,3580,3372,3809,3090,3293,3719,2389,2981,3103,3240,2324
GALLO_RS07955,6038,9811,6946,5476,7712,5804,4978,7969,4999,4557,9693,4755
GALLO_RS07960,4212,6182,4749,3856,5311,4062,3777,5040,3578,3523,6781,3564
GALLO_RS07965,5353,7215,5917,5098,6042,4728,5162,5911,4699,4734,7761,4557
GALLO_RS07970,5973,8157,8756,7251,7366,6894,7403,7116,7063,6930,10737,7094
GALLO_RS07975,6957,10028,9409,9609,10624,8887,6671,7464,6254,7027,12179,7091
GALLO_RS07980,1362,1486,1510,1688,1322,1162,1872,1284,1475,1647,2011,1296
GALLO_RS07985,4982,5421,4719,5746,4609,3959,6198,4623,4746,5451,6692,3965
GALLO_RS07990,1161,1859,919,854,1300,864,690,1233,648,498,1056,441
GALLO_RS07995,3373,5333,3591,2803,4279,3108,2528,4217,2653,2545,5692,2445
GALLO_RS08000,3948,6418,4250,3297,5120,3724,3213,5034,3234,3111,6860,3058
GALLO_RS08005,62,89,57,46,86,58,54,79,48,51,98,50
GALLO_RS08010,162,230,85,114,175,82,94,167,78,96,201,97
GALLO_RS08015,796,1139,882,806,975,679,842,967,739,835,1378,630
GALLO_RS08020,5032,6568,5303,5003,5525,4145,5567,5648,4644,5071,7565,4274
GALLO_RS08025,1952,2530,1939,1922,1966,1517,2072,2051,1731,1872,2845,1481
GALLO_RS08030,1503,2044,1662,1617,1697,1417,1657,1629,1461,1588,2386,1171
GALLO_RS08035,48,74,58,81,53,51,85,51,43,70,86,63
GALLO_RS08040,13082,14529,13903,15453,12468,11504,16498,12358,14092,15427,18574,12269
GALLO_RS08045,3035,3181,2748,3510,3108,2838,3416,2595,2532,2995,3573,2276
GALLO_RS08050,5431,6949,6944,7915,6448,6660,7508,6158,6676,6949,8828,6029
GALLO_RS08055,12964,18174,16459,15433,17195,15573,14621,16017,14140,13609,21497,14613
GALLO_RS08060,5651,8061,7111,6572,7772,7255,5799,6475,5952,5563,9160,6005
GALLO_RS08065,4769,5417,3848,7660,5419,4785,4801,4215,3697,4963,5701,3191
GALLO_RS08070,4763,5614,4679,7627,5451,5205,5704,4959,4591,5764,7174,4262
GALLO_RS08075,4457,5167,4883,7045,5083,5269,5635,4506,4884,5766,6893,4621
GALLO_RS08080,3860,5025,4725,5834,4653,5104,4764,4041,4830,4916,6874,4295
GALLO_RS08085,3693,5426,3668,2623,4507,3390,2964,4526,2967,2642,5163,3172
GALLO_RS08100,2661,3047,2549,2705,2748,2264,3027,2736,2371,2619,3651,2176
GALLO_RS08105,1101,1340,987,1172,1127,925,1088,1025,830,1052,1322,856
GALLO_RS08110,3882,4625,3871,3319,4598,3410,3296,4200,2883,2951,5576,3954
GALLO_RS08115,1220,1280,1053,829,1240,883,876,1078,748,723,1482,1019
GALLO_RS08120,524,586,442,288,477,361,345,442,295,313,524,344
GALLO_RS08125,1060,1715,907,993,1363,914,807,1294,600,882,1804,567
GALLO_RS08130,86,96,76,152,89,110,110,86,56,88,125,59
GALLO_RS08135,120,107,113,152,99,87,183,77,96,147,151,107
GALLO_RS08140,218,221,228,328,214,175,372,202,214,336,298,212
GALLO_RS08145,72,72,62,90,74,59,105,54,64,89,94,103
GALLO_RS08150,875,977,606,641,851,490,843,859,623,768,1314,519
GALLO_RS08155,1151,1421,906,952,1233,725,1201,1273,870,1040,1857,728
GALLO_RS08160,1439,1616,1102,1115,1497,821,1342,1488,940,1146,2043,829
GALLO_RS08165,3249,3580,2680,2972,3276,2085,3186,3385,2362,2768,4564,2106
GALLO_RS08170,352,358,346,342,368,274,348,407,320,319,535,208
GALLO_RS08175,195,221,197,196,221,168,217,195,168,174,336,152
GALLO_RS08180,1661,1604,2598,2415,1622,1733,2743,1429,2440,2467,2435,1795
GALLO_RS08185,24055,13981,17135,52773,20501,25798,67893,16930,35565,51442,28773,23504
GALLO_RS08190,23146,27846,29495,34889,25055,27808,35803,22733,30913,33147,36166,24068
GALLO_RS08195,9766,13019,10605,10412,11351,9308,9698,10486,8535,9295,14759,8799
GALLO_RS08200,8647,12108,9138,8814,10779,8480,7573,9331,7053,7441,13078,6954
GALLO_RS08205,12368,17586,23823,18831,15454,19116,19350,13854,22466,18014,22711,18551
GALLO_RS08210,4707,7617,5227,4271,5985,4270,4337,5861,4369,4338,8044,3757
GALLO_RS08215,321,367,309,346,319,300,349,295,309,392,425,261
GALLO_RS08220,568,570,302,545,521,394,537,452,338,437,598,290
GALLO_RS08225,18,24,25,34,27,22,36,26,20,27,42,15
GALLO_RS08230,12,13,6,15,13,14,14,13,15,10,11,5
GALLO_RS08235,45,55,70,78,51,62,80,47,56,80,69,54
GALLO_RS08240,37,29,43,43,34,34,53,38,32,55,48,47
GALLO_RS08245,29,36,44,30,28,22,44,23,36,44,55,32
GALLO_RS08250,26,28,34,30,18,21,43,17,18,33,33,28
GALLO_RS08255,995,1151,1438,1490,1053,1310,1646,926,1437,1521,1668,1220
GALLO_RS08260,54,95,84,82,78,86,72,76,76,73,98,64
GALLO_RS08265,17,14,29,25,18,11,17,17,16,23,24,21
GALLO_RS08270,12,29,21,23,21,15,17,11,9,19,25,24
GALLO_RS08275,41,48,45,54,48,27,40,40,32,41,78,35
GALLO_RS08280,36,59,51,76,50,46,59,41,43,50,67,42
GALLO_RS08285,13,16,10,20,14,14,15,13,11,12,28,13
GALLO_RS08290,37,54,46,46,53,41,41,67,37,48,57,30
GALLO_RS08295,13,9,7,13,14,5,11,9,10,12,15,14
GALLO_RS08300,12,7,16,12,11,6,20,7,7,13,14,16
GALLO_RS08305,1,6,21,20,8,9,19,7,17,15,16,13
GALLO_RS08310,9,3,36,21,4,19,36,7,37,30,17,23
GALLO_RS08315,119,98,188,198,118,174,207,99,214,174,174,171
GALLO_RS08320,121,105,1002,649,117,729,787,116,1238,746,366,919
GALLO_RS08325,139,77,1798,1119,191,1134,1592,134,2225,1507,969,1636
GALLO_RS08330,11,13,15,8,11,15,13,10,8,17,15,6
GALLO_RS08335,158,213,152,159,178,116,183,171,150,158,201,119
GALLO_RS08340,65,72,67,56,49,50,75,53,61,69,91,41
GALLO_RS08345,591,759,579,686,622,546,744,612,541,701,766,526
GALLO_RS08350,151,148,153,141,141,126,180,138,137,155,191,186
GALLO_RS08355,160,171,165,205,147,138,240,127,164,179,242,192
GALLO_RS08360,881,1018,1054,812,944,808,981,933,953,909,1339,1125
GALLO_RS08365,503,594,437,363,499,357,488,493,329,431,622,494
GALLO_RS08370,105,145,119,131,116,128,145,90,129,151,154,130
GALLO_RS08375,4393,5038,2896,4858,4539,4131,3646,4040,2173,3488,4895,2343
GALLO_RS08380,250,463,187,298,294,186,202,368,159,166,403,140
GALLO_RS08385,1193,2220,1646,1273,1618,1390,1177,1632,1322,1082,2150,1159
GALLO_RS08390,70,90,71,98,98,89,104,64,77,106,115,125
GALLO_RS08395,142,90,231,290,115,162,352,94,223,334,203,244
GALLO_RS08400,350,410,259,287,324,229,345,331,215,340,527,263
GALLO_RS08405,2592,2603,2933,4563,2721,2929,4247,2283,2846,3568,3376,2527
GALLO_RS08410,8384,8712,9556,14320,8602,10120,12931,7123,9800,12234,11800,8930
GALLO_RS08415,5465,6962,4963,5835,6183,5383,5914,5054,4216,5291,6824,3815
GALLO_RS08420,2117,2295,2270,3378,2085,2217,2865,1891,2240,2720,2859,2073
GALLO_RS08425,1805,2490,2208,2837,2458,2763,2028,2056,1786,2006,2837,1985
GALLO_RS08430,3558,4627,4119,5072,4615,4932,4009,4107,3362,3766,5548,3695
GALLO_RS08435,6856,8118,7374,8573,6926,6831,7928,6647,6981,7846,9627,5744
GALLO_RS08440,2249,2562,2478,2732,2391,2289,2473,2150,2044,2308,3054,1868
GALLO_RS08445,3003,3969,3385,3959,3577,3557,3136,2869,2931,3192,4451,2337
GALLO_RS08450,201,211,1687,896,271,1220,1026,183,1827,792,605,1444
GALLO_RS08455,1995,1278,1679,4155,1507,2253,4572,1269,2666,3669,2309,1840
GALLO_RS08460,851,624,824,1936,658,997,2066,605,1287,1756,1056,780
GALLO_RS08465,4385,5541,4946,4464,4676,4134,4692,4477,4068,4385,6605,3577
GALLO_RS08470,4545,6037,6406,6540,6123,6213,6501,4910,5836,6267,8276,5350
GALLO_RS08475,573,866,607,495,705,488,450,636,437,476,902,422
GALLO_RS08480,1348,1689,1265,1181,1513,1082,1095,1380,881,962,1731,856
GALLO_RS08485,3180,3324,3413,5032,2978,3689,4559,2707,3746,4172,4026,2911
GALLO_RS08490,9467,10149,9914,10502,8865,9580,11493,8134,9626,10103,12150,8314
GALLO_RS08495,11558,12851,13627,14718,12359,12632,14252,10558,12563,12784,15511,10566
GALLO_RS08500,60660,69891,53775,77201,57805,49638,82376,53601,59196,77264,76093,47660
GALLO_RS08505,42702,49507,34085,54899,40354,33058,57597,37999,35862,51476,53208,28499
GALLO_RS08510,205,198,227,112,162,168,222,128,242,252,349,287
GALLO_RS08515,9829,12942,12550,12146,11328,10587,11478,10400,11088,11052,15685,9540
GALLO_RS08520,758,807,892,875,863,881,961,655,813,846,1212,700
GALLO_RS08525,2,0,1,0,2,1,0,2,0,2,1,0
GALLO_RS08530,1,2,0,1,2,1,1,1,0,0,0,0
GALLO_RS08535,312,398,219,258,275,227,248,265,187,283,457,231
GALLO_RS08540,26,31,24,32,34,21,26,36,19,25,35,20
GALLO_RS08545,10,11,10,11,8,11,7,9,4,7,11,9
GALLO_RS08550,7,8,7,6,7,1,3,5,8,8,5,3
GALLO_RS08555,9,5,6,3,7,4,3,6,4,6,6,6
GALLO_RS08560,6,16,9,11,15,8,15,18,7,9,20,14
GALLO_RS08565,7,5,8,17,6,11,12,14,11,11,21,5
GALLO_RS08570,109,77,78,97,73,83,176,74,119,137,162,109
GALLO_RS08575,0,1,0,0,0,0,0,0,0,0,1,0
GALLO_RS08580,2,3,1,0,1,0,4,2,0,1,4,1
GALLO_RS08585,1,0,0,0,1,0,2,1,1,0,1,1
GALLO_RS08590,1,3,2,2,0,1,1,3,0,1,4,1
GALLO_RS08595,1,3,2,2,2,1,2,4,0,5,3,3
GALLO_RS08600,4,3,4,4,3,3,8,3,2,1,6,2
GALLO_RS08605,0,2,1,0,1,1,2,0,1,0,2,0
GALLO_RS08610,1,1,2,3,1,5,3,1,1,1,5,3
GALLO_RS08615,3,0,1,2,2,3,0,1,3,0,5,1
GALLO_RS08620,0,6,2,2,3,1,3,1,1,3,9,1
GALLO_RS08625,6,7,12,11,5,7,4,6,7,7,6,4
GALLO_RS08630,2,1,4,1,3,1,2,3,4,2,2,4
GALLO_RS08635,1,4,4,4,2,1,6,6,2,1,4,2
GALLO_RS08640,1,3,3,1,3,2,2,2,0,0,1,3
GALLO_RS08645,8,10,7,5,12,3,6,3,5,7,11,3
GALLO_RS08650,21,22,21,31,12,30,29,15,17,27,24,13
GALLO_RS08655,184,154,177,274,148,155,245,126,188,248,254,137
GALLO_RS08660,82,58,65,118,59,77,111,64,84,94,78,73
GALLO_RS08665,3264,3717,4080,4487,3406,3235,4661,3043,3845,4385,4903,3457
GALLO_RS08670,1467,1582,1836,1977,1453,1683,1968,1256,1785,1668,2089,1474
GALLO_RS08675,2,1,3,0,2,2,1,2,2,3,1,0
GALLO_RS08680,0,2,1,2,0,0,0,0,1,0,0,0
GALLO_RS08685,1,2,2,1,2,1,2,4,3,2,5,1
GALLO_RS08690,18,25,16,27,22,20,23,14,14,24,27,15
GALLO_RS08700,806,1422,1132,775,1025,992,640,1017,772,688,1335,765
GALLO_RS08705,268,252,307,320,246,269,383,243,260,272,366,276
GALLO_RS08710,1048,1411,1160,1519,1370,1344,1212,1155,985,1038,1594,1039
GALLO_RS08715,1091,1051,1391,1770,1247,1365,1914,980,1409,1649,1568,1428
GALLO_RS08720,1746,1657,1845,2489,1942,1812,2553,1500,1753,2210,2278,1792
GALLO_RS08725,7,12,3,13,3,20,9,5,8,8,10,12
GALLO_RS08730,7,6,7,13,6,13,5,8,8,14,10,13
GALLO_RS08735,24,21,20,22,22,36,27,31,24,31,29,24
GALLO_RS08740,32,38,23,38,33,48,41,34,32,39,56,28
GALLO_RS08745,4,4,5,2,6,2,4,5,2,2,8,3
GALLO_RS08750,5,4,5,8,1,4,7,4,2,6,8,2
GALLO_RS08755,0,6,0,2,3,5,1,4,1,2,1,3
GALLO_RS08760,15,19,11,11,10,21,16,20,13,15,19,13
GALLO_RS08765,24,9,22,22,16,23,24,15,24,24,28,17
GALLO_RS08770,3,7,11,11,9,10,5,7,5,5,10,4
GALLO_RS08775,4,3,5,11,5,8,10,9,2,3,9,7
GALLO_RS08780,6,2,6,10,5,11,7,3,3,5,6,4
GALLO_RS08785,5,9,6,9,10,9,6,3,5,14,9,11
GALLO_RS08790,5,2,0,3,4,3,4,2,1,3,4,1
GALLO_RS08795,2,3,5,5,5,1,7,5,6,2,5,3
GALLO_RS08800,1503,2368,1780,2074,2269,1717,1573,1910,1334,1626,2637,1207
GALLO_RS08805,2510,3646,2548,3114,3356,2462,2367,2785,1812,2146,3471,1529
GALLO_RS08810,510,645,344,375,499,357,423,487,290,385,679,280
GALLO_RS08815,1696,1981,1762,1977,2097,1837,1843,1599,1492,1840,2724,1450
GALLO_RS08820,3220,3918,3528,4272,4371,3718,4038,3218,2785,3540,5253,3160
GALLO_RS08825,1825,1930,2195,2734,2329,2452,2295,1785,1959,1946,2706,2074
GALLO_RS08830,983,1124,1412,1431,1275,1288,1253,949,1079,1105,1566,1184
GALLO_RS08835,1086,1188,1334,1675,1414,1298,1308,973,1163,1145,1340,1093
GALLO_RS08840,15329,27348,20737,20138,23141,25520,13114,21880,14424,12228,25150,15794
GALLO_RS08845,1984,2878,2225,1998,2322,2425,1303,2213,1430,1094,1976,1202
GALLO_RS08850,2210,4135,1983,1846,3231,2239,1261,3096,1157,1261,3288,2195
GALLO_RS08855,75,89,90,135,91,82,103,78,71,107,106,80
GALLO_RS08860,3059,3730,2819,3850,3382,3099,3149,2936,2264,3040,3992,2359
GALLO_RS08865,3183,4412,3720,3326,3968,3046,3112,3780,2703,2753,5366,2393
GALLO_RS08870,2293,2576,1866,2627,2057,1777,2885,2078,1882,2610,2996,1558
GALLO_RS08875,2260,2488,1956,2230,2049,1701,2630,2109,1732,2275,2977,1548
GALLO_RS08880,2458,3038,2479,2570,2398,2077,2764,2489,2003,2383,3408,1629
GALLO_RS08885,8811,10367,5451,8246,7302,4671,9017,8673,5398,8371,10743,4519
GALLO_RS08890,1762,2824,2030,1752,2218,1586,1943,2196,1733,1764,2924,1504
GALLO_RS08895,976,1183,930,958,955,806,1026,1007,846,897,1373,736
GALLO_RS08900,1146,1489,1185,1272,1232,974,1236,1209,1048,1109,1634,907
GALLO_RS08905,146,205,181,146,174,150,138,166,132,124,220,123
GALLO_RS08910,386,494,331,312,361,216,362,399,249,325,533,217
GALLO_RS08915,159,190,102,152,159,97,147,147,84,125,211,78
GALLO_RS08920,386,262,500,695,273,398,796,247,599,685,467,470
GALLO_RS08925,13679,14882,19106,21728,13754,16852,22221,12150,20870,21147,20570,16196
GALLO_RS08930,138,157,153,423,164,298,404,104,265,279,188,186
GALLO_RS08935,339,429,196,433,362,212,356,332,155,273,399,173
GALLO_RS08940,7017,9563,5697,7449,7978,7042,5733,7463,4690,5498,8890,5616
GALLO_RS08945,46,61,54,51,50,39,52,52,35,38,71,38
GALLO_RS08950,983,1515,1217,909,1334,1143,766,1249,805,785,1539,965
GALLO_RS08955,1518,2074,1741,1440,1950,1563,1363,1825,1275,1313,2472,1535
GALLO_RS08960,25,38,59,39,29,51,33,28,56,37,51,46
GALLO_RS08965,61,77,72,67,58,47,62,46,69,54,79,59
GALLO_RS08970,48,40,53,52,32,43,60,48,51,55,67,53
GALLO_RS08975,501,675,448,543,735,485,412,543,255,423,685,515
GALLO_RS08980,1490,2466,1768,1333,2074,1603,1199,1812,1194,1128,2296,1045
GALLO_RS08985,2925,4336,3149,3024,4016,2932,2562,3386,2136,2302,4795,2089
GALLO_RS08990,1020,1418,1104,1074,1477,1013,769,1204,728,787,1617,616
GALLO_RS08995,5730,8448,9198,5965,7756,7507,5341,7284,8038,5678,10529,7299
GALLO_RS09000,3093,4581,4540,3212,3867,3702,2879,3638,4304,3045,5628,3649
GALLO_RS09005,4033,6108,6305,4444,5479,5158,3660,4936,5533,3967,7246,5033
GALLO_RS09010,1718,2098,1158,1354,1463,1108,1364,1566,1168,1412,1990,1098
GALLO_RS09015,1324,713,463,3940,946,799,4282,650,616,3379,1179,536
GALLO_RS09020,2289,1084,710,6949,1698,1319,6782,1034,874,5711,1924,852
GALLO_RS09025,3969,4918,5005,4723,3916,3972,5051,3924,4969,4601,5663,4158
GALLO_RS09030,1229,1410,1549,1528,1227,1203,1754,1238,1420,1424,1743,1248
GALLO_RS09035,2692,2727,2758,3206,2284,2296,3581,2330,2873,3168,3396,2456
GALLO_RS09040,2714,2794,2824,3317,2228,2575,3628,2369,2835,3209,3444,2524
GALLO_RS09045,4043,4913,4898,5426,4740,4878,4928,3876,4375,4632,5789,3775
GALLO_RS09050,2441,2698,6504,4794,2814,4704,5637,2283,7116,5170,4533,5290
GALLO_RS09055,3353,4572,3566,4551,4002,3802,3966,3811,3449,3669,5004,3141
GALLO_RS09060,3794,4705,4006,5604,4290,4300,4582,4126,3851,4296,5486,3521
GALLO_RS09065,3709,4588,3896,5675,4163,4445,4397,3859,3889,4112,5374,3439
GALLO_RS09070,3655,4649,3844,6075,4296,4646,4530,3847,4037,4281,5238,3333
GALLO_RS09075,5416,6276,5434,9617,6152,6618,6523,5319,5082,6334,7328,4429
GALLO_RS09080,789,966,658,946,978,878,677,737,552,732,1116,589
GALLO_RS09085,2265,3000,2118,2843,2997,2821,1857,2392,1583,1622,2673,1411
GALLO_RS09090,15321,23467,17853,16245,19987,17171,13861,17148,13786,13715,24446,13867
GALLO_RS09095,7649,11184,11120,5709,10461,10635,5642,8667,8360,5532,12107,8191
GALLO_RS09100,531,745,505,588,577,421,570,569,363,506,826,323
GALLO_RS09105,2465,2117,2027,3028,1691,1888,3589,1695,2892,3196,2494,1997
GALLO_RS09110,1284,2011,1719,1220,1731,1242,1368,1501,1345,1263,2343,1182
GALLO_RS09115,1250,1848,1440,1101,1533,1105,1092,1424,1091,1047,2058,960
GALLO_RS09120,5812,7627,5793,5358,6015,4889,5794,5989,4982,5150,8088,4632
GALLO_RS09125,3438,3630,4394,5908,3210,3861,6035,3238,4594,5465,5147,3877
GALLO_RS09130,9007,23413,14545,2943,18581,10804,2329,17809,7248,2945,23423,8711
GALLO_RS09135,10105,23852,15894,3340,20007,11489,2820,19443,8212,3338,25836,9888
GALLO_RS09140,7055,15933,11656,2841,13400,8308,2354,12411,6533,2808,17255,7572
GALLO_RS09145,5637,12644,9626,2351,10680,7357,1935,9703,5661,2387,13865,6394
GALLO_RS09150,597,806,628,741,613,687,729,576,667,713,865,540
GALLO_RS09155,375,455,414,542,396,424,512,377,354,434,509,323
GALLO_RS09160,2776,4958,4239,2518,4773,4082,1991,4010,2695,1988,5701,3788
GALLO_RS09165,496,563,416,592,455,349,572,454,368,500,590,329
GALLO_RS09170,11362,15829,9416,11158,11575,8984,12156,11076,9653,11235,13741,7695
GALLO_RS09175,7411,9283,5789,7803,7019,6053,7166,7116,5006,6324,8231,4891
GALLO_RS09180,3203,4092,6287,4677,3851,4967,4077,3379,5579,4230,5606,4797
GALLO_RS09185,8654,11842,7523,8435,10365,7373,7813,9216,5666,7343,12486,5864
GALLO_RS09195,7416,9864,9431,9494,8958,9204,8704,8096,8698,8486,11423,8855
GALLO_RS09200,789,980,1095,1164,983,1066,1097,865,1043,1000,1252,957
GALLO_RS09205,1947,2535,2893,2921,2481,2779,2512,2114,2627,2327,3342,2458
GALLO_RS09210,3020,3478,3933,4374,3674,3928,3628,2990,3624,3521,4725,3378
GALLO_RS09215,1938,2095,1588,2362,2071,1807,2287,1897,1531,2013,2352,1594
GALLO_RS09220,253,257,255,411,374,350,291,249,233,306,350,254
GALLO_RS09225,3970,6141,3358,3367,4824,2884,3553,4972,2337,3255,6489,2316
GALLO_RS09230,1371,1489,928,1708,1337,1038,1676,1279,882,1599,1988,857
GALLO_RS09235,2445,2352,1889,2740,1791,1767,2730,1894,1787,2546,2502,1446
GALLO_RS09240,90,112,175,83,100,109,86,97,147,61,127,128
GALLO_RS09245,216,368,211,151,273,231,165,283,145,161,374,125
GALLO_RS09250,7118,8313,10026,9528,8539,9443,11104,7818,10246,9691,11983,9481
GALLO_RS09255,4407,6441,6833,5042,5776,6091,4689,5140,5580,4631,7516,5233
GALLO_RS09260,5379,7374,7059,5676,6420,6167,5936,5961,6340,5526,8586,6294
GALLO_RS09265,828,1043,922,1123,834,855,1045,804,971,966,1128,738
GALLO_RS09270,3163,3653,3261,4198,3206,3302,4078,3015,3453,3624,4325,2878
GALLO_RS09275,2813,2952,2996,4280,2643,3022,4331,2615,3186,3954,3863,2727
GALLO_RS09280,2635,2865,3022,4021,2542,2791,3921,2467,2991,3439,3635,2536
GALLO_RS09285,2832,3361,3545,4219,2980,3340,4052,2828,3497,3666,4224,2972
GALLO_RS09290,1583,1899,2215,2249,1786,2149,2226,1629,2068,2075,2602,1769
GALLO_RS09295,2614,3021,3385,4078,2882,3307,3705,2555,3318,3671,4005,3026
GALLO_RS09300,4375,5084,6355,7034,4814,5773,6477,4156,6195,6304,6807,4985
GALLO_RS09305,3845,3942,4891,6050,3689,4660,6006,3488,4745,5386,5551,3897
GALLO_RS09310,8342,9880,10048,10199,9175,9751,9590,7465,9040,8968,11602,7021
GALLO_RS09315,6245,8895,7283,7412,8544,7856,5349,7008,6037,5362,9237,6331
GALLO_RS09320,7036,10273,7792,7924,9034,8142,6236,8106,6020,6400,11439,5724
GALLO_RS09325,5916,7857,6540,7265,7410,6716,5761,6571,4743,5167,8769,4489
GALLO_RS09330,2977,3778,2720,3283,3403,2713,2761,2941,1995,2532,4031,1715
GALLO_RS09335,436,704,774,569,645,597,536,510,626,479,751,465
GALLO_RS09340,10497,15100,9390,9360,12315,8977,7861,10603,6729,7893,12871,7040
GALLO_RS09345,6850,7640,5798,7814,6703,5444,8089,6000,5696,7468,8967,5357
GALLO_RS09350,23121,26632,22263,25582,23813,21256,27288,22939,21958,24887,31743,21303
GALLO_RS09355,1754,1973,1678,2016,1661,1373,2275,1697,1609,1927,2293,1471
GALLO_RS09360,13932,17800,14859,15082,14689,13002,16050,14379,13727,15318,20131,12322
GALLO_RS09365,6600,8561,7377,7098,7500,6518,7263,7486,6128,6424,9942,5777
GALLO_RS09370,13933,20192,17685,15607,17955,14675,14379,16353,12885,13490,22997,12262
GALLO_RS09375,10268,13441,12606,13194,12483,11429,13153,10832,11445,12325,16203,11785
GALLO_RS09380,5648,7006,7023,7417,6892,6428,6995,5915,5956,6510,9057,6467
GALLO_RS09385,5364,6429,6969,6791,7023,6110,6316,5638,5202,5511,8047,5822
GALLO_RS09390,1669,1963,2102,2027,2211,1748,1633,1549,1604,1561,2273,1620
GALLO_RS09395,25834,28402,25033,27518,23295,19779,30183,23954,22850,27589,35584,20913
GALLO_RS09400,11457,12325,9996,11475,9839,8494,12390,9903,9248,11054,13418,7831
GALLO_RS09405,1523,1535,1069,1360,1179,975,1621,1156,1050,1418,1784,989
GALLO_RS09410,8540,13359,10583,8492,11379,9520,8025,10146,8387,7934,14570,7658
GALLO_RS09415,4755,7535,6627,4635,6842,5916,4404,5636,5058,4311,8394,4439
GALLO_RS09420,1565,2050,1343,1682,1655,1434,1576,1567,1120,1407,2024,983
GALLO_RS09425,1916,2162,1833,2709,1711,1675,2709,1704,1906,2395,2502,1562
GALLO_RS09430,827,962,854,1079,766,729,1063,722,811,999,1119,668
GALLO_RS09435,1787,2289,2395,2335,2190,2140,2357,1887,2108,2222,2879,2087
