Id,WT.1,WT.2,WT.3,X13.1,X13.2,X13.3,X14.1,X14.2,X14.3,X15.1,X15.2,X15.3
GALLO_RS11175,3074,3667,2568,3286,3093,2503,3276,2989,2225,3057,4118,2209
GALLO_RS11180,3933,3160,3538,9875,3375,4050,9466,3060,4781,7701,4453,3577
GALLO_RS11185,3606,2868,3182,8667,3005,3470,8466,2706,4053,6988,4020,3138
GALLO_RS11190,36519,32573,44030,91483,31263,46614,97885,28689,61334,87819,46948,44751
GALLO_RS11195,11301,12254,11659,16049,11636,11756,14440,10231,11294,14503,15636,10601
GALLO_RS11200,9944,13373,9447,11939,12052,10255,10264,10792,7532,9331,14442,7175
GALLO_RS11205,11502,15312,10448,13817,13806,11497,10983,11997,8301,10308,15848,7988
GALLO_RS11210,5781,8233,5402,6408,7217,5745,5096,5989,3992,4771,7087,3706
GALLO_RS11215,22330,47328,29282,20507,35433,26128,14723,31628,16583,15281,37973,17350
GALLO_RS11220,16181,21620,17541,17206,17938,16382,15434,16636,14639,14474,22239,14171
GALLO_RS11225,3305,4955,3423,3835,4096,3022,3501,3937,2811,3373,5379,2398
GALLO_RS11230,690,822,1012,962,730,966,974,693,1047,946,1113,841
GALLO_RS11240,156,179,182,244,179,146,170,139,171,206,215,139
GALLO_RS11245,40,26,49,56,36,36,58,27,37,59,64,34
GALLO_RS11250,96,129,88,172,122,97,127,85,43,115,174,74
GALLO_RS11255,3017,4265,3084,2994,3524,2495,2917,3506,2562,2829,4885,2229
GALLO_RS11260,7848,10892,7757,8156,9089,6693,7422,8850,6400,7229,12143,5593
GALLO_RS11265,5441,5811,5700,6124,5128,4367,6669,4913,5690,6171,7349,5149
GALLO_RS11270,554,573,326,449,436,300,547,406,320,439,571,329
GALLO_RS11275,871,827,538,674,580,435,705,542,442,583,673,447
GALLO_RS11280,12666,15101,11601,15543,13167,10781,15413,11934,11304,14388,16649,10006
GALLO_RS11285,705,1203,793,408,787,485,447,869,514,391,1115,401
GALLO_RS11290,98,85,1347,734,124,1013,756,89,1490,686,359,1119
GALLO_RS11295,2140,1980,2070,3166,1864,1872,3446,1744,2324,3093,2697,1914
GALLO_RS11300,5458,5456,5611,7092,4671,4638,7982,4738,5917,7114,7456,4859
GALLO_RS11305,12002,13777,11498,13634,10967,10549,15252,11095,12179,13856,15643,10214
GALLO_RS11310,198,205,201,235,167,180,283,161,179,216,245,172
GALLO_RS11315,8190,10992,6169,7582,8267,6601,7445,8322,5830,7036,10112,4755
GALLO_RS11320,14028,14400,15440,17811,11446,12619,18462,10704,15351,14487,14741,10409
GALLO_RS11325,16032,17723,18977,21292,15901,17244,23767,14476,20199,21594,22883,17741
GALLO_RS11330,3010,3601,2492,2165,2587,2017,2800,2949,2275,2587,4330,2176
GALLO_RS11335,59,35,35,23,32,22,34,38,27,46,58,35
GALLO_RS11340,292,332,179,293,290,164,260,266,170,241,335,127
GALLO_RS11345,116,123,78,94,104,79,90,98,56,84,117,48
GALLO_RS11350,554,599,440,512,561,429,571,475,413,493,680,411
GALLO_RS11355,22,10,10,30,19,15,21,14,18,24,25,12
GALLO_RS11360,5,3,5,6,6,5,6,2,4,3,10,5
GALLO_RS11365,16,18,14,29,19,18,21,15,18,21,22,7
GALLO_RS11370,8,9,11,14,7,6,7,7,7,6,13,10
GALLO_RS11375,3,5,5,4,9,2,6,6,4,3,7,4
GALLO_RS11380,3,1,5,3,1,1,3,4,2,1,4,3
GALLO_RS11385,2664,3594,2609,3536,3543,2828,2933,3003,1954,2836,4591,1852
GALLO_RS11390,1961,4107,2237,1110,2924,1735,924,2985,1267,892,3176,1214
GALLO_RS11395,4066,3790,7882,6180,4267,6673,7682,3255,8160,6349,6535,6679
GALLO_RS11400,3032,3152,7100,5403,3726,5825,5933,2855,6746,5185,5845,5362
GALLO_RS11405,282,235,331,239,231,449,175,205,227,145,252,274
GALLO_RS11410,612,647,889,558,629,952,549,557,619,444,728,617
GALLO_RS11415,1649,2054,2056,1704,2012,2392,1747,1832,1578,1551,2550,1934
GALLO_RS11420,1362,1803,1305,1515,1623,2087,1050,1377,1057,1127,1751,1045
GALLO_RS11425,921,1171,977,726,894,740,855,915,1593,822,1255,1229
GALLO_RS11430,184,213,208,197,151,176,178,141,211,179,229,199
GALLO_RS11435,42236,46637,38703,48203,36523,32619,58078,36418,42280,54681,52803,35832
GALLO_RS11440,1562,1631,1558,2026,1634,1573,1876,1380,1443,1830,2177,1328
GALLO_RS11445,9853,11990,12813,14807,11473,12188,13776,9866,12012,12730,15028,10539
GALLO_RS11450,2635,2948,3688,4200,3168,3406,4033,2619,3499,3382,4161,3080
GALLO_RS11455,12174,12779,14435,19341,13076,14347,17907,11196,13737,16225,17597,12188
GALLO_RS11460,6163,6776,7672,9556,6362,6921,9934,5652,8971,8852,8559,7541
GALLO_RS11465,9808,15001,6208,8408,9769,4722,8504,12109,5030,7532,14292,4483
GALLO_RS11470,15303,22981,8863,13025,15271,7605,12146,18399,7138,11197,21339,6250
GALLO_RS11475,1212,1324,1347,1508,1167,1366,1470,1133,1316,1528,1680,1173
GALLO_RS11480,1744,1917,2147,2312,1737,1968,2386,1658,2244,2352,2598,1978
GALLO_RS11485,1349,1696,1742,2014,1590,1618,1918,1354,1598,1895,2183,1639
GALLO_RS11490,5314,5774,2449,3586,5428,3458,3473,4884,2194,3071,5440,3361
GALLO_RS11495,16962,24249,16803,22700,27000,23003,17028,23304,15877,16869,31564,19174
GALLO_RS11500,2917,3262,2709,3431,2568,2288,3595,2707,2766,3647,4058,2364
GALLO_RS11505,2991,3217,2504,3461,2603,2125,3697,2692,2435,3192,3529,1924
GALLO_RS11510,6247,7410,5513,6744,6128,4770,7042,6209,5008,6369,8336,4409
GALLO_RS11515,3209,4127,2840,3273,3314,2677,3268,3184,2649,3326,4760,2427
GALLO_RS11520,4963,6400,4447,5390,5325,4276,4950,5034,3650,4629,6564,3192
GALLO_RS11525,2997,3637,2669,3229,2953,2352,3088,2925,2260,3028,4173,2088
GALLO_RS11530,2170,2566,1761,2270,2042,1812,2256,2018,1510,2092,2902,1358
GALLO_RS11535,1271,1308,960,1374,1071,1028,1385,1073,933,1239,1473,699
GALLO_RS11540,3400,3658,2865,4352,3065,2962,4391,3089,2955,4061,4544,2483
GALLO_RS11545,2282,1361,2018,4060,1567,1977,4709,1280,2804,4072,2418,2282
GALLO_RS11550,26590,35796,30015,25536,29299,25321,29007,26794,25663,26784,39092,21806
GALLO_RS11555,4004,5171,3675,4253,4318,3034,4486,3978,3407,4268,5857,2673
GALLO_RS11560,734,528,523,1074,442,533,1242,493,658,1104,724,530
GALLO_RS11565,12269,15475,10902,14620,12707,10520,14176,12229,10352,13563,16517,9050
GALLO_RS11570,4645,5898,4536,5480,5458,4247,5343,5173,3789,5241,7150,4220
GALLO_RS11575,1031,869,597,905,623,733,748,586,556,523,455,253
GALLO_RS11580,107,124,104,120,79,138,95,73,108,47,42,13
GALLO_RS11585,129,160,138,129,83,127,109,79,173,21,16,21
GALLO_RS11590,1046,1172,1061,1263,1087,992,1277,883,986,1129,1302,897
GALLO_RS11595,8878,13511,14434,11278,12696,13595,9851,10190,11697,9803,14982,10789
GALLO_RS11600,1528,1683,1312,1866,1520,1372,1790,1397,1143,1597,1711,1152
GALLO_RS11610,16,23,32,21,29,24,33,24,25,24,39,16
GALLO_RS11620,15,23,30,17,22,18,23,20,21,26,29,12
GALLO_RS11625,27,53,61,44,45,42,50,47,52,43,64,42
GALLO_RS11630,6214,7221,6182,6721,6758,5880,6678,5956,4896,6673,10069,5366
GALLO_RS11640,5,5,1,4,2,2,1,3,2,3,7,3
GALLO_RS11645,542,466,1939,1794,691,1484,2766,466,2398,2043,1499,1541
GALLO_RS11650,1495,1532,1238,1879,1588,1263,1748,1348,995,1573,1839,909
GALLO_RS11655,6,4,4,9,1,1,5,1,10,4,2,2
GALLO_RS11660,2080,3191,2362,2247,2851,2251,1905,2280,1668,1737,3150,1507
GALLO_RS11665,45811,66339,67429,35565,45864,45047,35440,43221,58070,31037,46675,32585
GALLO_RS11675,0,0,0,0,1,0,0,0,0,0,0,0
GALLO_RS11680,6,2,1,2,3,3,3,2,2,2,2,2
GALLO_RS11685,1410,1223,1326,1925,1090,1234,1818,1000,1396,1511,1241,1105
GALLO_RS11710,254000,377583,325411,260649,282534,255783,267033,272425,297606,248023,380325,226145
GALLO_RS11720,180,179,282,157,206,203,199,163,292,196,286,223
GALLO_RS11725,158,177,101,112,112,121,105,117,89,101,173,90
GALLO_RS11735,5369,11092,8274,4095,8221,6088,3910,7224,4993,3119,7711,3387
GALLO_RS11740,9,17,22,13,18,16,23,10,17,25,43,20
GALLO_RS11750,183491,250446,241398,167723,194939,193008,175937,195144,213091,162682,272998,163890
GALLO_RS11760,28,17,66,17,19,38,36,12,79,41,48,60
GALLO_RS11770,200,257,299,284,257,231,236,182,249,260,265,245
GALLO_RS11775,77,87,62,52,53,45,70,56,48,58,78,43
GALLO_RS11780,674,1074,878,636,925,742,499,743,678,458,747,382
GALLO_RS11790,172,252,279,201,219,199,229,180,278,223,321,240
GALLO_RS11795,6,9,14,11,8,6,5,7,9,7,8,17
GALLO_RS11800,570,689,547,728,615,573,762,509,528,623,766,497
GALLO_RS11805,6,7,4,2,6,3,7,8,7,5,7,2
GALLO_RS11810,217,202,227,225,177,202,291,188,242,231,293,201
GALLO_RS11820,0,0,0,0,0,0,0,0,0,0,0,0
GALLO_RS11825,270,305,399,330,302,321,390,309,371,357,419,246
GALLO_RS11830,1,2,1,2,2,6,2,5,0,1,0,1
GALLO_RS11845,606,883,848,891,906,863,730,670,557,697,1065,629
GALLO_RS11850,6252,4219,3999,6692,3150,3264,6937,3188,4126,3321,2195,1765
GALLO_RS11855,616,1285,1618,6,12,10,3,6,4,5,12,4
GALLO_RS11860,1992,2763,3169,11,16,18,13,8,12,5,8,4
GALLO_RS11865,1782,2169,2976,4,9,12,3,1,3,4,7,4
GALLO_RS11880,161,261,224,119,167,189,97,191,205,53,115,56
