,GAS-WT-no-manganese-OD1-0-rep-1,GAS-WT-no-manganese-OD1-0-rep-2,GAS-WT-no-manganese-OD1-0-rep-3,GAS-WT-100um-manganese-OD1-0-rep-1,GAS-WT-100um-manganese-OD1-0-rep-2,GAS-WT-100um-manganese-OD1-0-rep-3,GAS-delmtsR-100um-manganese-OD1-0-rep-1,GAS-delmtsR-100um-manganese-OD1-0-rep-2,GAS-delmtsR-100um-manganese-OD1-0-rep-3
SpyM3_0710,0,0,0,0,0,0,320.3041494,327.7225962,522.317591
SpyM3_0711,0,0,0,0,0,0,94.58172082,105.950817,90.14037662
SpyM3_0712,0,0,0,0,0,0,192.5432038,197.354479,166.951463
SpyM3_0713,0,0,0,0,0,0,32.49632365,30.95684013,29.66224928
SpyM3_0714,0,0,0,0,0,0,710.0554012,714.1945177,971.1586042
SpyM3_0715,0,0,0,0,0,0,565.3610526,556.7657843,536.3159794
SpyM3_0716,0,0,0,0,0,0,467.092708,471.9394552,477.7213291
SpyM3_0717,0,0,0,0,0,0,1013.21144,1072.406092,892.2690667
SpyM3_0718,0,0,0,0,0,0,190.2899158,186.8673993,174.563288
SpyM3_0719,0,0,0,0,0,0,352.4470754,362.510703,307.8399424
SpyM3_0720,0,0,0,0,0,0,105.3012393,104.575034,87.91414615
SpyM3_0721,0,0,0,0,0,0,184.1508947,174.5306952,185.1679086
SpyM3_0722,0,0,0,0,0,0,93.1515602,96.08379925,91.0823319
SpyM3_0723,0,0,0,0,0,0,368.2727798,362.2089079,363.8786088
SpyM3_0724,0,0.091857219,0.03403341,0.041566772,0.060159791,0.120322761,269.9689966,262.2413803,215.7514568
SpyM3_0726,0.181778395,0,0.10997883,0,0.064802043,0.032401877,1404.81823,1502.926793,1155.897954
SpyM3_0727,0,0,0,0,0.143878662,0,152.1752445,137.0397415,141.954016
SpyM3_0728,0,0,0,0,0,0,316.5962428,313.6508129,306.8311248
SpyM3_0729,0,0,0,0,0,0,658.6819936,687.0161441,589.5454301
SpyM3_0730,0,0,0,0,0,0,48.00675055,52.42687912,46.75759805
SpyM3_0731,0.057285003,1.507096611,1.906208758,1.340451052,1.633719003,0.816881077,113.2234683,118.4944953,122.7141543
SpyM3_0732,0,0,0,0,0,0,1.481689832,1.430506185,1.140687012
SpyM3_0733,0,0,0,0,0,0,0.947501656,1.37215659,1.45359286
SpyM3_0734,0,0,0,0,0,0,3.278509793,2.1478527,2.057591312
SpyM3_0735,0,0,0,0,0,0,2.166971379,1.12652362,1.115889468
SpyM3_0736,0,0,0,0,0,0,2.141715302,1.950690252,2.164149272
SpyM3_0740,347.8495321,341.2549732,337.1325567,333.821282,329.3154064,321.1545428,3.568069297,2.943749754,3.148617851
SpyM3_0741,564.1402869,530.2231578,542.1349643,509.3674252,547.8362444,551.7628984,2.006361155,1.937053207,1.587344289
SpyM3_0742,624.8665568,546.3174514,577.4290952,593.4244777,621.2540263,686.0070151,3.207347558,3.496107787,2.337596041
SpyM3_0743,191.9075352,204.9136281,182.8466689,224.6978861,201.4865376,222.5202495,1.157523173,1.793941893,1.198023465
SpyM3_0744,488.5669768,448.0835098,472.0715107,488.7981346,503.5570721,554.4119701,3.097209713,1.308220978,2.591743281
SpyM3_0745,72.48958822,72.4262442,69.328655,65.96147978,64.11808701,64.86796932,5.455312562,5.530206863,3.423751778
SpyM3_0746,123.9438359,127.5718651,134.1853242,107.8890075,110.2269202,107.4916881,4.751937237,3.646701553,3.364661645
SpyM3_0747,80.96586789,83.05366555,84.71101021,79.10359261,76.87490514,71.57101211,0.857263403,1.24147501,0.717357515
SpyM3_0748,117.1468279,111.9122432,111.7079285,98.42211293,108.275777,101.0750685,3.200450037,2.317420019,3.347668405
SpyM3_0750,195.5980745,210.7890113,203.0240213,184.7351445,180.5655736,155.900585,3.186288753,3.076221264,2.844036875
SpyM3_0751,303.4562109,301.9866673,324.7152264,254.5542066,282.5293248,249.0036016,2.553550561,1.972272357,1.851901671
SpyM3_0755,125.6958272,121.3813662,122.8854805,118.1691381,122.9533092,115.1419405,3.582593324,1.037650755,0.599582401
SpyM3_0756,425.4701708,420.891496,433.0881826,349.4172813,389.7646065,361.7644371,3.000421909,2.896775024,2.18038929
SpyM3_0757,0.443958772,1.208275731,0,0.546762929,0,0,3.584919684,2.55819093,2.739001422
SpyM3_0768,36.29262967,33.49064565,31.03846988,31.88957841,33.64233097,33.45785745,2.949567301,3.829634777,2.936302372
SpyM3_0769,32.06867951,32.67829514,34.60125145,28.43167232,31.70257152,33.66485714,1.066816679,0.77247334,0.223177894
SpyM3_0771,16.97314872,16.09791866,16.15755823,14.76400465,15.97312058,17.45453316,5.12431607,6.509606795,2.933911636
SpyM3_0772,25.92211844,25.85019622,27.33602383,27.94427222,25.15985611,24.92537559,2.823926503,2.271980411,1.969216709
SpyM3_0773,103.5078959,107.7214129,111.4331952,138.8957107,113.3292125,119.3192494,138.7887468,127.1609959,131.3316066
SpyM3_0774,137.7922919,147.7926934,147.5086578,150.1147787,144.2641218,137.6242792,77.93867032,78.64337012,78.28704065
SpyM3_0775,168.5830567,182.7698776,176.2379461,191.1163144,184.7703817,188.6895667,3.177751809,2.848837848,3.276441417
SpyM3_0776,329.2804425,358.4337103,359.1505927,334.3746143,352.5597381,330.954154,16.74184998,11.68447068,18.06053039
SpyM3_0778,284.2943575,269.5565939,263.1915081,265.5665255,250.3544537,237.5902572,5.426850062,5.642413959,4.715845927
SpyM3_0779,422.3101029,444.0984668,447.0622401,392.0925973,367.9512754,357.7212471,3.086148249,3.807190031,5.595388619
SpyM3_0780,348.2780018,385.2871878,387.9139803,323.2877223,305.7818478,281.3125405,2.571790208,2.758833356,2.630310889
SpyM3_0781,413.2736637,415.0255751,403.4175594,342.4655424,345.8292014,318.4229865,5.539240448,7.576180831,5.021502607
SpyM3_0783,105.740398,118.1731228,114.3437932,95.4597081,92.74582571,91.46898878,5.661173414,6.340111372,7.390135912
SpyM3_0784,607.4465892,682.3449508,663.7590641,674.9983633,656.3680337,612.6630866,5.614824625,5.420865541,4.111171725
SpyM3_0785,635.8126109,670.1902723,668.2449067,681.2391737,688.5501607,690.1170172,5.406165602,3.340425252,3.800056027
SpyM3_0788,22.64612553,20.54452323,25.05247926,20.03755954,29.39235527,26.84572685,3.528335786,3.045162163,3.757739145
SpyM3_0789,54.63652615,54.45295963,58.19713103,55.53653326,60.35230283,56.23885845,2.000281273,1.580059104,1.978167694
SpyM3_0790,133.8979655,133.2185283,133.9040076,160.0826767,169.9644892,169.4322342,2.526671081,3.484842134,2.642896109
SpyM3_0791,150.8655947,147.5521793,154.6175629,166.1439288,157.8236426,159.2672278,8.239964646,7.955322453,7.794571211
SpyM3_0792,188.6781168,202.275011,196.8412196,207.0093863,186.7482848,185.1363063,4.117083785,3.299886111,3.77018966
SpyM3_0793,21.18549601,18.70862708,20.6528843,19.76347954,16.81099344,15.68231106,5.647853006,5.907149068,5.513806784
SpyM3_0795,24.27251228,22.9497107,19.79790252,16.60728523,15.57520135,16.15248727,2.069256489,1.198665527,2.424173672
SpyM3_0796,63.13575987,59.08326782,61.72986422,69.39871454,61.72394607,65.8011735,4.522375052,2.68686379,3.493219205
SpyM3_0797,129.2063238,115.5267506,103.2529744,107.7652096,107.5191319,98.56180739,0.30773558,2.079735914,2.575129542
SpyM3_0801,191.4837,199.2285169,196.7476613,183.1461532,194.4669841,186.5344828,3.163235501,1.796449627,2.179877101
SpyM3_0802,262.2002864,275.8709544,244.350868,249.1066389,255.0711414,226.3271133,1.93575607,3.363996802,6.155390293
SpyM3_0803,147.4409331,147.15395,148.0623906,133.337079,144.4153742,138.0845829,2.077215168,3.565261568,3.090155451
SpyM3_0804,363.0711176,377.6887089,350.9679743,335.5111761,344.08891,325.8580273,5.071135621,5.875149344,3.960621775
SpyM3_0805,446.8267452,411.5387141,428.2144901,385.9599517,423.1176503,379.7151705,405.7713439,452.8165148,362.5843708
SpyM3_0806,155.4533626,147.1501337,148.603177,145.5468663,150.7658149,142.8002626,294.0066601,301.8004221,259.1443658
SpyM3_0807,112.7840263,116.2433974,108.7154739,111.3080227,111.5174535,109.6271955,66.52904013,62.95353595,52.93006423
SpyM3_0811,872.2759877,880.2111489,865.7870789,690.7759106,719.7012112,618.2433727,6430.034605,5964.837614,5448.330329
SpyM3_0812,225.0034528,243.2778547,229.7521521,205.8205844,206.4919452,192.184222,425.4475801,440.4280393,431.6442649
SpyM3_0813,3852.198296,3516.991002,3809.910101,3722.047087,3735.368619,4026.482796,728.4725421,743.883579,702.6529627
SpyM3_0814,560.5914141,566.5753289,588.4036248,533.7485326,564.3138842,589.0325558,309.7292674,336.6880227,296.7708041
SpyM3_0816,166.3123921,165.837899,177.6794041,137.5164559,138.1440698,134.2286343,798.5884853,802.857291,675.9101922
SpyM3_0817,206.4674977,225.567574,216.4192957,210.9770737,208.4364586,196.009604,336.8271469,338.4102519,276.1645152
SpyM3_0822,22.13437832,20.35284992,20.19857042,22.69599873,23.3417381,19.54866409,377.0211683,403.2606046,333.0183767
SpyM3_0823,38.25656157,36.90035726,37.91127393,43.32445306,41.73714449,37.03534581,226.9014713,219.3992214,188.2699601
SpyM3_0824,19.73150096,22.73348413,20.29438415,22.35652866,21.27805548,23.56474994,232.6925143,248.1471058,210.9376215
SpyM3_0825,50.6419178,51.49754496,49.27460007,52.4892412,51.84593171,51.19238781,295.7082482,266.5033022,240.7531528
SpyM3_0827,125.4795887,129.9035293,124.1204329,113.8492396,114.9342444,106.9555245,206.7404805,194.9328696,185.5372194
SpyM3_0828,2.116613674,2.768643183,2.23357859,3.27358274,2.544412845,2.851572468,290.1460625,279.147471,226.4433386
SpyM3_0829,4.916432322,5.623703095,4.095353665,3.948843378,5.524674186,4.381753876,522.7212909,521.7271264,459.3475057
SpyM3_0830,15.5654636,16.8182218,14.28475034,13.13887887,13.24882681,15.11964875,112.3562247,110.9403201,93.9341509
SpyM3_0831,13.32125031,11.96768343,11.67202964,12.10536188,13.14011177,13.37099319,118.547282,108.4930923,94.28127344
SpyM3_0838,736.8833205,680.8571206,709.932704,683.7728895,678.1966497,638.9811216,45.91038589,48.57474275,37.62837761
SpyM3_0839,73.71954056,74.38736566,76.16162358,73.50821723,70.31112438,69.90954632,204.1845559,220.00442,198.7732461
SpyM3_0840,96.00941881,94.9196523,98.11087154,111.164178,104.5510045,109.2339599,964.1723724,1044.818408,780.3982527
SpyM3_0843,404.0520226,359.9036817,369.1646338,345.0848469,365.3103933,349.6016549,135.8085706,137.3681209,116.2874288
SpyM3_0844,67.22910402,71.46184193,70.22616146,63.64412004,63.70393319,62.93081772,1368.667705,1287.659519,1387.923433
SpyM3_0847,298.0989188,309.8410003,289.9234163,283.7094447,268.5491039,266.6385091,272.569377,277.2468018,261.6342643
SpyM3_0848,88.86813432,96.38489132,98.49707983,99.96942847,89.15681099,110.9511704,4154.386547,4026.540182,4401.138633
SpyM3_0850,96.10920243,93.32954073,99.38914292,85.76551744,77.38597179,79.96599488,3186.175302,3147.038829,3320.354474
SpyM3_0851,692.5756836,658.6991781,661.4902221,628.0128682,560.4315812,569.7325321,1108.673545,1106.908856,1095.042027
SpyM3_0852,324.7820063,358.5470177,354.2722691,388.0977324,384.2687238,369.884062,4777.65812,4525.318133,5532.916279
SpyM3_0855,85.92573475,81.91394135,85.92503053,102.0905608,107.9573265,98.98335666,3475.024361,3329.222152,3722.009468
SpyM3_0856,182.1217538,190.8180637,182.038842,214.7081461,225.5328349,218.6803944,1721.151113,1810.431721,1963.77272
SpyM3_0857,57.40266927,53.58503304,62.70609794,65.57214517,72.28930621,69.88150835,2391.791271,2341.154474,2666.627573
SpyM3_0858,113.6267813,114.0254283,116.8137008,124.3138585,135.681467,132.5338952,1189.326508,1185.514633,1028.110048
SpyM3_0859,55.46376933,60.00297282,58.42991956,72.07428933,70.46817177,67.17800225,789.1192735,802.2381711,691.1590624
SpyM3_0860,64.3776313,61.89384248,65.10508317,83.4458025,79.37130735,82.8862414,417.5421571,439.849389,376.4907606
SpyM3_0863,270.5905346,279.5398899,269.0545258,450.5671861,362.4386798,468.8977992,520.6446399,593.1491715,510.2803125
SpyM3_0865,535.6758106,535.8475859,532.5354928,548.1626423,561.6505008,567.3515702,989.1584243,1024.511434,957.7744024
SpyM3_0866,439.0214498,423.7655569,421.44559,396.4416281,439.0224333,392.0298576,270.4995752,262.7597775,313.3417627
SpyM3_0867,416.042366,415.057295,391.8227194,342.1815749,376.9468905,308.8694691,172.098274,181.3166589,212.1429867
SpyM3_0868,1397.45067,1410.072695,1389.303135,1375.169518,1393.976412,1336.039255,551.1045215,512.9640528,515.4504568
SpyM3_0870,124.5237088,139.0940985,128.0336883,144.1686819,117.5248872,117.0084158,1998.008226,2087.784762,1735.385651
SpyM3_0882,150.852303,146.4600158,142.7698425,142.1583616,151.1481646,137.6555858,32.502178,28.27474186,25.85232921
SpyM3_0883,142.2018514,140.7909222,140.8237802,139.2395207,133.3831788,121.0259399,456.1974823,474.6204944,426.1581879
SpyM3_0884,256.4267675,257.4017074,252.5630332,228.6762462,234.2855157,203.0970576,537.1190061,520.691812,486.4307743
SpyM3_0885,798.5996155,952.8492252,838.5559947,930.4528022,753.4893565,719.8269063,206.8266293,209.5630128,211.0263366
SpyM3_0888,129.2188188,133.0635049,129.5699884,114.8715888,119.4894586,100.3903669,506.7070896,503.4025683,465.9257795
SpyM3_0889,113.3305664,123.4941127,115.4455941,102.4074968,98.48742493,105.58492,133.0430983,132.9690389,104.226798
SpyM3_0890,130.5104931,127.1340843,125.6356155,125.0136346,108.6630943,122.8307951,686.2298287,727.927377,632.9325064
SpyM3_0891,33.88026666,36.6927268,35.96437039,30.56647365,34.45492932,30.64041693,58.73937756,65.11180114,53.27950802
SpyM3_0892,23.67780115,22.55448032,22.58247649,19.80496832,23.30035001,23.30096543,73.14593222,75.15166497,93.33341754
SpyM3_0893,83.67028517,77.06262455,77.81052878,70.68647814,74.79623668,78.66316543,72.60480404,74.74201502,76.45350816
SpyM3_0894,783.1930628,757.1936532,815.5212922,760.2150888,818.6595028,832.2376773,81.84283376,74.73446888,75.58470591
SpyM3_0895,3353.964164,3815.561796,3897.279776,3730.305179,3520.410748,3689.649482,83.37267033,79.60132077,81.41371091
SpyM3_0896,7048.077417,7746.886903,7779.653498,6913.988613,6871.625579,7136.52074,249.9372432,242.1136719,241.1725868
SpyM3_0897,4737.85895,4717.045804,4966.801816,4382.742288,4467.67066,4716.519872,114.5403781,112.9461019,103.1601895
SpyM3_0898,1747.562664,1922.142934,2042.257417,2300.708976,2070.528138,2180.317183,59.21537512,54.51551939,54.32956125
SpyM3_0899,2196.100956,2376.226288,2400.334731,2577.418131,2452.267184,2572.843794,84.16373356,88.44330832,78.56426864
SpyM3_0900,471.452122,470.8490392,502.0379014,541.5719751,529.9831193,543.8791747,355.2298675,371.4659453,345.5802296
SpyM3_0902,88.29327429,75.32291986,73.10376459,79.808203,80.49380102,63.53041776,340.6479008,344.0081273,347.6553638
SpyM3_0903,54.4428353,52.95225012,55.9009177,49.64260246,60.37096464,57.99311519,209.5934862,224.8859669,225.1162207
SpyM3_0904,93.91236616,97.70219231,93.45442206,97.92364811,91.23758048,89.74179667,181.9203179,188.7712177,209.1547321
SpyM3_0906,757.6960018,756.5163043,720.9769308,727.7081435,661.7072498,644.9843378,319.9138377,365.848439,500.5038664
SpyM3_0907,470.1819363,433.6290631,401.8373333,381.7967426,411.6889229,388.3812454,511.3219004,485.2098165,599.7557176
SpyM3_0908,572.1840227,539.0490683,546.1827942,547.6418378,539.9403133,490.3433635,426.1522318,409.2028964,522.4680328
SpyM3_0909,522.9358659,442.430297,507.7699682,459.2222788,447.3149068,422.7099737,960.8825209,866.8273496,936.6753029
SpyM3_0915,413.1251188,457.7156346,434.7888886,434.9587289,353.5852932,358.2406433,596.7924904,610.342221,636.4395876
SpyM3_0916,725.0742279,710.3693297,739.5281784,616.5890138,614.9435772,651.5183151,44.53494066,45.07699787,42.47615173
SpyM3_0917,438.8074942,487.3747722,479.0823367,444.9231164,386.1280443,390.0648062,50.32965783,39.24662935,38.2282134
SpyM3_0918,423.8788412,433.2739245,433.327321,431.4679638,430.4617963,411.1023751,35.64137541,33.94201038,30.83912712
SpyM3_0919,0,0,0,0,0,0,59.30245656,60.66187697,51.6919386
SpyM3_0921,0,0,0,0,0,0,17.66915124,20.43835711,14.78553545
SpyM3_0922,4.296375209,1.974816249,2.94595899,2.75145216,1.888987597,2.961193902,16.7412076,15.5724721,13.94506456
SpyM3_0923,0.60752253,0.826714974,0.30630069,0.374100952,2.707190617,0,17.75397579,17.48349423,14.49996019
SpyM3_0924,3.763998281,3.414692284,3.542434063,3.399439082,2.460012344,5.367441421,11.98490206,10.43649295,10.70317479
SpyM3_0925,4.706825034,4.4733574,3.390124138,3.312427843,3.096184997,4.794219522,14.26141962,13.86573484,11.59778008
SpyM3_0926,7.374648483,11.63524778,9.214545747,7.700244586,8.572770288,6.715514093,15.19256871,14.43324152,13.69248733
SpyM3_0927,0.367609174,0.266795491,0.333614127,0.181093454,0.393146153,0.589734806,26.47795004,24.48820123,21.84612474
SpyM3_0928,0,0.510815756,0,0,0,0,34.26688746,27.80904023,29.09008407
SpyM3_0930,0.280253185,0.889858101,0.600516678,0.949160533,0.280989132,0.655658626,35.70872494,32.32943977,39.8000577
SpyM3_0931,1.076035667,0.443717076,0.789113641,0.481892751,0.697445718,1.307745262,27.7933819,27.87873707,25.67384792
SpyM3_0932,1.076633963,0.896661297,0.996648116,0.825996596,0.62919415,0.723592383,19.76748552,21.22678841,19.41085041
SpyM3_0933,0,0,1.247081379,0.507708434,0,0,8.926875102,10.91677199,9.13000474
SpyM3_0934,1.906171606,1.537133652,1.494972173,2.869251335,1.321307714,0.566289691,20.37696606,20.17322462,18.64097371
SpyM3_0935,1.357991537,1.437295314,1.597568303,0.975596599,1.00856121,0.806870279,24.88261979,25.38126687,25.23626951
SpyM3_0936,1.138035161,1.769868677,1.147549063,1.8020074,2.028486491,0.869374315,57.70269524,60.27575222,56.00335913
SpyM3_0937,2.565095125,1.994613906,2.217033563,2.707778316,2.122781214,1.796246931,20.22756343,24.21573728,22.11718002
SpyM3_0938,1.22579767,1.297381611,1.030037717,1.006430879,0.728306148,1.092488077,70.20987268,80.82002316,69.29673598
SpyM3_0939,5.028602323,3.525134477,4.148706371,3.096518767,4.277897253,2.852006828,49.8082209,55.32664021,53.16885113
SpyM3_0940,1.07376075,2.43528442,2.706843304,1.983605045,1.913920808,1.43547852,10.87578081,10.50008671,10.42387767
SpyM3_0941,1.928691777,1.696684234,2.298418339,0.79176809,1.666806983,1.718940101,9.090387171,8.31747284,6.662191578
SpyM3_0943,2.495768229,1.749575342,2.001866915,2.654554172,2.072630458,2.224345093,20.05345276,18.48069129,16.90784422
SpyM3_0944,0.518783284,0.470639236,0.261560139,0,0,0.231181934,14.66872933,14.16201123,14.50656309
SpyM3_0945,3.240120157,3.674288774,3.675608276,4.489211419,3.970546239,0.360968283,5.867491734,4.634840038,4.686735767
SpyM3_0946,2.446706119,1.718436596,2.228402966,1.749641373,2.180561058,2.778530217,8.496770008,9.023582374,6.487959121
SpyM3_0947,3.847642687,4.430344348,3.730585323,4.009594814,3.824774436,4.352444486,12.62605289,12.9936267,11.84261887
SpyM3_0948,4.290291846,4.077485064,4.532165956,2.516077196,4.36983689,3.823708269,10.32703355,18.05431875,17.04975304
SpyM3_0949,0,0,0,0,0,0,24.00337527,23.17420019,13.92325723
SpyM3_0950,0,0,0,0,0,0,93.91320576,90.08970323,76.32683963
SpyM3_0951,0,0,0,0,0,0,22.20720433,19.3906573,23.09208002
SpyM3_0952,0,0,0,0,0,0,34.22966533,30.71609966,30.66385024
SpyM3_0953,12.00464518,14.74418599,14.33977309,14.78446961,13.66156673,14.64953679,36.63673068,34.15145291,35.94338708
SpyM3_0954,0,0,0.68467213,2.926789797,1.512841816,0,23.29216415,25.57745058,23.06171568
SpyM3_0955,4.746624623,4.893328507,6.52678105,4.25146502,4.999447346,5.384162423,13.06850432,19.05434238,19.19329885
SpyM3_0956,6.524263686,9.105846091,6.578806117,9.065170884,8.349132802,8.498448917,28.046049,27.56510128,18.18312523
SpyM3_0957,13.80391397,14.96988581,13.11935325,9.672630789,13.71643246,13.71679474,38.00534418,36.14071696,34.91139908
SpyM3_0958,8.236035157,9.962287832,11.57651039,11.52635364,9.008359697,8.007642336,26.82730178,24.92687079,25.65608055
SpyM3_0959,5.168475251,6.798805235,7.470079505,8.062713046,6.064915099,6.756033232,26.45269928,22.22831447,25.14167292
SpyM3_0960,4.526638455,5.749181258,8.824663006,5.203181862,5.782417606,6.051527093,21.60303775,21.35337017,18.7947669
SpyM3_0961,0,0.204326303,0,0,0,0,24.96351028,23.89517531,27.58478765
SpyM3_0962,5.186690142,7.473212013,7.281050755,8.141227756,8.519898577,8.157565156,15.65437518,17.41663492,19.0879478
SpyM3_0963,0,0,0,0,0,0,24.85055322,23.17420019,20.79492844
SpyM3_0964,0,0,0,0,0,0,10.46300973,12.18131036,10.55803112
SpyM3_0965,2.0520761,6.98114867,8.276925302,4.422704583,4.114929738,7.315623863,22.26400025,23.34212918,27.94575364
SpyM3_0966,0,0,0,0,0,0,9.429897429,10.48356675,10.04300521
SpyM3_0967,0,0,0,0,0,0,25.93913134,25.79064215,27.53727236
SpyM3_0968,0,0,0,0,0,0,32.14365037,27.40601066,33.70956533
SpyM3_0969,44.52272252,43.68204454,51.54603034,43.86600872,40.26752672,41.73824686,64.38552426,60.52555814,57.65866523
SpyM3_0970,10.69832357,10.98253876,9.08443021,4.507460246,6.774579447,8.531177218,154.4097723,147.3464072,133.7068754
SpyM3_0971,0,0,0,0,0,0,9.60135011,12.97755211,9.641285006
SpyM3_0972,0,0,0,0,0,0,22.62046476,23.5556685,23.22703264
SpyM3_0973,0,0,0,0,0,0,25.87863897,29.69194399,32.63976695
SpyM3_0974,0,0,0,0,0,0,639.2898948,620.6823284,603.2498465
SpyM3_0975,0,0,0,0,0,0,805.7195968,759.2743857,740.1773922
SpyM3_0976,38.16233359,39.74980569,36.58105379,47.57953327,39.46973422,43.24989363,219.4791383,232.008372,202.4762201
SpyM3_0977,0,0,0,0,0,0,986.569897,1023.637528,965.7458157
SpyM3_0979,161.3779411,154.4958554,160.9277189,125.2641795,125.236992,130.8065354,456.12918,484.2088983,418.2680329
SpyM3_0986,13.68050733,12.79877256,9.483976909,14.21583616,17.52655259,12.19270644,310.7744693,342.1536961,288.3501305
SpyM3_0987,9.290649415,9.960907249,9.936095542,9.708375914,11.79278644,8.782094195,783.1987384,796.136447,742.8433815
SpyM3_0988,11.896283,10.57857732,10.92680828,12.03994287,12.0718602,12.5970564,408.3661047,452.7538275,399.8472365
SpyM3_0989,20.00774197,20.94344601,22.89087154,18.95444821,19.54591626,19.54643251,258.4863475,276.5695954,245.1748648
SpyM3_0990,1154.011271,1184.454035,1149.748198,1175.406941,1188.625055,1195.870312,466.1270837,477.2993924,369.9688613
SpyM3_0995,681.0327556,740.001759,789.0561016,714.9380935,682.8211534,597.1092212,177.7010919,193.7657078,141.0115273
SpyM3_0999,5.884629992,4.517213845,6.390273211,4.459870168,4.034244841,7.665267651,266.8336378,278.3153945,256.0478805
SpyM3_1000,9.083782517,7.557852256,7.287292929,8.035037829,8.587679454,7.335503276,29.51234665,32.67182322,20.41528929
