,GAS-WT-no-manganese-OD1-0-rep-1,GAS-WT-no-manganese-OD1-0-rep-2,GAS-WT-no-manganese-OD1-0-rep-3,GAS-WT-100um-manganese-OD1-0-rep-1,GAS-WT-100um-manganese-OD1-0-rep-2,GAS-WT-100um-manganese-OD1-0-rep-3,GAS-delmtsR-100um-manganese-OD1-0-rep-1,GAS-delmtsR-100um-manganese-OD1-0-rep-2,GAS-delmtsR-100um-manganese-OD1-0-rep-3
pepT,807.6654664,815.613759,810.7088577,683.1266758,729.7444637,653.4136378,78.25560836,78.55331407,70.85496724
pepXP,161.479648,156.3740608,163.1660956,144.6241834,151.7008591,148.1359758,441.2278731,454.8082354,418.5763078
pfk,2938.324054,3018.210814,2900.076679,3486.581023,3299.674502,3355.339022,676.3178187,682.0647116,668.4749529
pfl,386.9855882,367.7787871,370.0617569,347.6651271,421.6477296,348.7442035,488.876825,506.4772169,468.6735767
pflC,90.85683527,88.93031431,92.05727999,111.5727747,108.0169056,101.4731066,839.42739,882.3701763,830.5348557
pflD,21.22409353,19.74816249,19.6397266,16.4381629,18.3027582,17.69058081,273.4331861,281.292101,280.873784
pfs,1142.948894,1057.55375,1112.969961,1155.526889,1197.675132,1268.921762,369.7859036,361.8855253,359.5223455
pgdA,604.5641589,595.7619619,613.9331214,542.2837272,589.9321467,546.7727827,251.2446315,262.730758,296.9304022
pgi,1142.185557,1113.213967,1104.917797,960.6746169,1067.687103,985.7345929,48.10634962,47.50230246,43.6724874
pgk,836.5295935,840.2573527,838.9138317,742.8576038,831.0817367,740.1912471,55.44779688,55.84982246,46.14760896
pgmA,507.6873874,487.5838914,501.0437815,631.5006869,582.0507073,651.619566,9335.657576,9135.695907,9321.524955
pgsA,226.5219916,242.9902576,238.0616343,226.9821354,221.5469077,203.4784193,161.6787857,167.4594275,145.1438142
phaB,1572.461609,1671.350457,1615.411273,1871.751761,1797.943732,1773.12953,766.3477612,765.3665849,711.3125826
pheS,174.6033716,163.2746236,163.0188601,138.0733512,162.1731648,145.149703,99.2981735,108.5528325,94.08710148
pheT,194.9830821,189.3692018,189.8394851,152.0931899,175.6034501,146.876022,80.22030644,91.48579742,66.69891349
phoH,147.5224052,146.466788,153.5641018,136.0991527,140.5821897,134.9867522,3893.51301,3781.789738,4063.607696
phoU,341.2047175,368.4317222,362.7443195,324.3558214,317.1138514,307.3065391,278.1864861,298.581274,293.5728998
phr,108.4544049,104.628109,104.556718,96.60719296,104.449174,94.47077571,362.679018,391.9835729,337.7748903
plr,4776.374576,5109.95224,4910.939862,5199.115153,5098.483419,5113.820523,1890.422347,1998.744539,1725.720152
plsX,521.3555841,546.960532,540.6790602,617.6273103,586.8673603,593.8024939,298.5517853,298.2352952,265.1878501
pmi,111.0734587,111.1056397,111.4895982,110.9550483,112.7723669,104.105296,5455.042299,5579.135544,4205.393261
pnp,375.6078532,365.0522172,356.9424037,385.0072308,386.953871,394.9221474,616.531139,643.727783,594.3971234
polA.1,281.0133043,274.5944891,278.8706111,251.3024204,271.300447,237.8174589,200.0533674,208.7140112,239.0045153
polA.2,6.986982976,9.475193983,8.607001594,9.358943618,12.00455321,11.13820852,223.8501739,234.1053764,271.5878974
polC,236.8583642,229.4778808,230.6924747,216.2436196,232.748959,204.9519307,347.6515346,351.8078912,397.8626304
potA,483.1839705,476.9121849,489.1582234,485.0369449,521.7410264,504.0654858,250.8567032,258.1233459,277.8863675
potB,185.1224312,195.8409782,195.1909814,217.6900496,226.1658552,220.1933767,279.6182663,283.6806699,299.9687084
potC,247.7941313,275.9844835,261.9095596,310.1138004,312.9888643,316.7308531,215.9524444,234.2249519,260.2703494
potD,691.0280285,683.7040601,682.23944,793.8631187,820.8020464,857.5487194,290.1471825,279.3230725,321.1624859
ppc,109.936183,108.0170013,110.2564296,91.48111501,97.42636433,96.72325039,383.5391867,387.1271887,433.7608954
pppL,1073.912902,1017.32577,1089.959223,1045.986261,1103.450896,1161.623701,145.5221094,149.8818743,174.8210501
prfA,298.7694546,297.6296383,288.9164238,284.5536538,275.0144708,252.2747166,566.8821083,542.9978763,479.8992911
prfB,627.4128543,645.0197088,631.5901486,550.2006802,559.2277601,527.1527815,329.0998757,337.5696665,242.6316237
prfC,591.8944548,588.287165,585.2710311,529.3259693,550.1221601,541.5470468,650.0292931,713.7941536,495.5380958
prgA,1637.405287,1561.868269,1550.573995,1249.6273,1339.541458,1192.913856,2138.846212,2214.189491,1745.656906
priA,123.8214975,120.3655407,119.293138,105.7515158,116.2791152,104.1699978,4001.834691,4020.093472,3677.252662
proA,119.6921365,130.6830852,128.005776,123.8857281,126.7043114,124.7340184,1857.424821,1796.211189,1727.15343
proB,184.3498292,182.834755,188.5247208,165.4017725,169.8534866,171.3598117,1097.048118,1178.64759,989.1518543
proC,105.2786902,113.2738909,123.8217558,106.5357994,116.7231042,109.6809852,2452.066471,2597.491516,2232.821617
proS,384.1053832,379.3842651,374.0411407,366.3046636,386.5308395,354.2323463,1641.600699,1647.828488,1500.122313
prs,197.2534618,216.735845,195.983733,178.5891588,187.1852595,166.4262481,2156.209382,2138.301734,2116.44022
prsA,331.4726195,315.5218221,328.6596858,337.1057472,342.7185251,324.2675916,3456.831412,3283.067267,3364.91251
prtM.1,2409.782987,2358.755607,2387.537301,2582.839732,2413.195869,2510.348795,602.0381449,641.8714517,635.9791441
prtM.2,2162.027661,1782.017017,1924.935815,2499.694287,2326.594548,2977.495785,622.8989107,652.1569732,583.0627744
prtS,319.0342988,291.0145375,273.0352646,232.7963607,282.8095118,210.1762847,764.2979492,803.3722732,757.5295362
psr,404.5271607,413.7196019,412.8148559,401.5092568,390.7057771,391.3962682,236.8001374,236.7850921,228.4393414
pstB,289.2094259,317.3674161,295.2931593,307.8232239,297.1173677,278.0891123,90.49272478,95.47770478,84.76296401
pstB2,268.5884305,265.075257,268.1411097,256.6276692,258.488217,268.3220016,162.64356,159.0229599,124.3831968
pstC,208.0846761,211.0618225,203.8472482,199.8861828,206.0245227,208.6713741,174.8250916,183.3618101,134.3746441
pstC2,135.2594391,133.3802155,137.2855399,137.2374952,140.1977664,132.2219878,105.53865,109.2498009,117.6466325
pstS,254.9029996,257.1913145,267.8276272,245.0633071,244.5464299,241.3491393,55.07751226,62.87573695,56.67680462
pta,419.2950238,427.2729782,453.5669397,462.7843224,443.1412392,452.6542265,66.86176956,73.13751759,66.07681982
pth,200.6039392,224.3153296,205.0989418,191.2404064,179.8657446,166.0093132,128.7355912,123.1454136,119.7954882
ptsH,5680.169963,5712.562893,5618.139404,5171.010403,5622.957966,4963.531289,61.68198029,62.87502123,49.53482253
ptsI,2461.393905,2295.073872,2289.950833,2145.033699,2313.878665,2010.464642,286.1148594,289.396472,263.5539391
ptsK,349.9251632,350.0451201,361.1590447,358.0927989,378.1501348,354.0785473,379.0884656,382.2700855,333.6609876
pulA,17.74007469,17.31516463,17.3493334,16.38600669,18.1219247,15.96959594,623.9991838,607.4889968,531.5751542
punA,325.7670808,334.6297263,326.1625877,370.5594626,372.8583557,383.9940484,746.5456547,754.9290299,733.6500419
purA,146.8174748,145.1463416,138.2688218,128.8330767,132.5179229,126.9837843,170.4041269,166.0498476,209.4921088
purB,217.5748203,201.9997797,208.8615366,161.2227544,170.9939481,150.8529167,684.7471343,701.6283695,638.3266026
purC,37.13384517,39.30238166,36.84992807,31.33533247,31.86881755,29.06793099,899.6724549,927.7822362,817.0663323
purD,41.4459017,38.97944893,37.9034491,37.1953172,33.64560198,32.24253635,1428.094619,1519.858386,1289.237466
purE,31.12063938,25.46065986,27.04454913,22.99620555,24.20546905,24.50868472,451.5161223,479.5026615,435.1968926
purF,46.9333075,45.21193396,44.3978113,33.0628107,37.20405547,30.58703817,330.1866895,339.4869846,269.7785972
purH,17.40387215,14.77405881,14.75229601,12.67303223,12.20124515,13.07880429,352.7184084,360.6531476,288.7606194
purK,30.82640788,26.17930751,29.64630322,28.18080462,24.56855108,24.50868472,445.1372206,464.4351836,357.9506933
purL,13.294726,12.74818453,12.16458489,9.562744586,9.941319179,8.641918263,784.6476479,742.208526,711.9541358
purM,38.31845913,30.77028285,30.9246925,26.34723886,28.72003747,22.86802877,711.6715014,675.5003472,758.3066735
purN,19.09262695,16.75475681,15.09979616,14.29267852,11.56628899,13.23485331,928.0480248,887.0701578,919.0212572
purR,544.743755,591.5027538,545.9722278,529.5398969,539.496681,483.370049,510.6172558,493.3436096,490.512548
pyk,1868.986675,1866.558499,1871.322359,2175.618806,2124.404345,2246.597424,739.655732,708.4113265,708.7244886
pyrB,479.1055076,480.4909825,485.722209,652.6526832,807.2252392,762.7988692,203.1864661,199.4200911,192.0504506
pyrC,230.9677142,222.6045704,223.7081207,204.7349264,211.0482285,207.1625135,1116.520638,1121.760935,1137.083565
pyrD,128.5260644,118.2096424,121.0947996,142.0672344,135.9113813,141.8501226,649.2456033,643.7690642,687.6339001
pyrE,176.0021698,190.6850894,194.9881019,258.7282181,320.0827489,291.2859341,789.8169438,791.1603785,615.9217561
pyrF,121.6254844,133.5484674,129.4949149,190.2829671,225.9648646,194.7072293,752.9402317,807.5426814,548.6068615
pyrG,278.5405631,269.5245342,261.1582658,374.6072115,338.3472134,375.7760788,278.5846282,351.1242453,202.6861052
pyrH,405.4750367,427.0566872,406.2782431,385.6411192,384.2294476,358.8381242,1089.209765,1125.333331,824.031736
pyrP,290.311766,321.3396877,311.3618358,464.3839812,529.5558962,515.7006794,715.8715886,743.2078299,548.5162055
pyrR,325.9882097,303.5596025,323.3619901,471.0833982,545.3464354,523.6031648,2202.07236,2398.2024,2727.044727
queA,92.54534159,91.89471209,88.22888669,81.06756714,80.9189536,80.98107684,2896.043596,3609.206117,3880.252015
radA,133.8877955,131.8422218,126.7005381,138.8392457,143.5693547,123.9043508,3243.056028,3364.121394,3958.450505
radC,24.95471114,24.83294313,22.8354457,25.99467183,24.49362939,22.82866554,499.4460785,495.1795177,430.4456563
rbfA,327.5429159,318.2687778,311.180557,336.8059644,320.7534975,298.7799265,516.6293477,547.878707,491.1754303
recA,290.7970684,290.454213,302.1267573,296.0545696,307.1096644,285.8504519,893.8898879,987.4840412,797.5637241
recD,119.3804051,107.9944441,111.7840248,98.01627865,110.8465486,93.92147599,409.1132466,468.0372924,400.2476272
recF,112.4888057,105.6821043,109.9594573,109.1807037,113.4114782,113.5259923,677.9900735,663.3106598,636.409383
recG,211.0019766,211.6472349,215.3293848,174.8632466,168.7611065,170.7557238,142.3703522,150.1441529,144.2540749
recJ,189.8866483,209.6333802,195.8645371,211.8294609,206.4444058,196.1762212,187.2375963,180.8784404,153.8512958
recN,322.5769174,325.0014537,321.0296614,284.5733267,299.3351416,273.0483979,539.1778582,555.8655093,471.2697277
recR,92.69145247,96.08726737,99.43228417,97.58207132,98.63424548,100.3945304,210.2342868,216.4750091,176.9783124
recT,3.212594865,3.524463406,3.917476781,3.220415958,3.995077416,3.86201017,219.9582025,219.4024927,173.3135757
recU,241.2073933,258.8527391,264.4385895,254.7645909,242.3349016,253.4904211,264.8900398,261.3273387,264.890635
regR,153.1871718,155.8141917,155.6597963,157.4874861,150.8394425,159.6436593,2264.547004,2145.930938,3510.843328
relA,352.627647,340.5270702,336.7200441,299.7352861,316.9808567,310.4542511,7937.850139,8321.663941,12306.45903
rexA,381.0204463,384.1915055,377.9244601,350.4558137,371.5212933,348.4323826,3342.102608,3033.928453,5304.961305
rexB,269.579055,265.1924777,263.9283323,255.3811313,266.1653247,260.8942037,117.1836911,119.6700502,129.7358706
rgfB,27.56772562,26.08341261,26.51913224,27.07778316,26.00092966,24.72037734,201.1263209,214.3234854,177.8859093
rgpAc,331.1770996,351.3059074,346.2200232,312.231456,318.7734531,297.6722599,170.3673908,177.9809786,163.2580107
rgpBc,396.987648,386.2752615,396.6387104,310.828572,347.7181785,312.8620049,325.7009714,316.5808842,395.8329296
rgpCc,458.529896,469.8990331,464.1004046,401.119974,418.8629972,379.8733231,324.7271435,322.5505345,397.9013868
rgpDc,748.0506513,774.9075024,784.7637012,719.9154043,734.5456667,715.2182453,494.0694744,473.9569596,564.2752609
rgpEc,644.0679026,681.4723072,667.1885379,739.0542441,689.6181356,700.4750673,467.7001154,448.9118613,562.408292
rgpFc,832.0824809,893.5510445,889.5161491,918.7045182,884.5331356,889.9300878,505.3980454,491.7172048,578.6264529
rgpG,399.6390696,423.9784473,420.5795882,370.0690861,392.8489222,341.8901896,2004.168612,1993.691746,1873.731062
rimM,387.5221166,383.1561076,384.9757038,357.7789054,383.0690372,357.1520342,1758.325852,1783.603836,1695.732924
rluD,324.3486342,366.440956,358.8180728,392.4888804,383.7648877,376.4851378,2586.230989,2543.581992,2699.964483
rmlA,1380.45459,1303.621186,1302.090569,1211.189241,1316.493728,1229.261305,1551.996783,1527.692993,1608.444624
rmlB,1160.546611,1133.601738,1133.955165,2030.529405,1695.185032,2137.922556,4031.248179,3792.419662,4852.86841
rmlC,494.014002,512.7971023,505.3156953,510.3341587,499.7145735,471.2550315,378.9532871,402.0723733,401.4691334
rmlD,415.7074162,411.1529138,428.0858438,430.0664539,447.22789,444.8573116,718.1329814,721.3896777,616.419574
rnh,388.3495721,368.6522485,381.7202731,335.9029771,350.392502,340.5038422,1015.127818,1062.208489,990.0604394
rnpA,322.4324572,333.1753203,328.0378286,340.7062066,317.0210452,318.9154778,41.59489003,45.47539969,40.99747334
ropA,3018.637505,3013.605294,2989.211331,2877.643956,2915.20659,2741.452058,100.7038158,103.7511606,93.38840481
ropB,51.5118569,57.31498214,63.54049751,56.55980365,48.91055276,49.13150857,422.6259022,389.8088009,377.4544503
rpe,106.8634878,108.0340654,113.339571,112.9547887,111.9968433,105.9482743,202.3563235,204.4838238,188.5944668
rpiA,278.2453185,265.099935,267.9110032,274.4653981,301.3103157,296.5354442,247.8656697,259.9571157,215.3026133
rplA,2155.415975,2235.303099,2248.332293,2369.594464,2313.216698,2511.873128,602.5323181,621.3049025,559.108041
rplB,2726.87143,2922.062735,2815.736299,3061.109296,2941.06462,3193.373432,1096.361959,1062.85309,1218.65999
rplC,2784.993734,2907.531512,2781.09888,3209.378054,3001.339183,3309.652554,583.2416773,552.8702045,494.1327355
rplD,2179.39361,2308.008026,2165.269027,2519.756959,2315.241477,2585.352025,591.7790315,618.5661039,504.6705586
rplE,3758.530432,3895.480958,3662.367963,3787.224418,3910.2063,3989.427443,495.5273065,493.9068367,426.6961876
rplF,3411.676827,3823.524426,3465.167724,3936.118836,3753.666493,3751.121896,143.535335,166.9010579,131.5735128
rplI,771.0064399,728.7209625,707.4612829,613.8228593,664.9290438,606.3549994,373.4743176,364.5268741,336.6072648
rplJ,5019.998678,5076.716395,4676.819026,5405.422731,5418.524695,4989.176076,559.0668494,613.2983921,544.3308826
rplK,12176.32592,11707.97628,11817.78812,13215.32161,13203.70835,14242.37981,8.950411119,8.641227189,9.872784787
rplL,6038.843659,5927.681891,5872.949167,5529.494173,6255.367781,5670.320568,1370.271423,1334.614962,1312.549611
rplM,5117.468066,5092.630822,4809.348415,5758.272319,5804.122204,5767.543953,718.320089,714.6333747,702.8684144
rplN,3403.568414,3723.846864,3429.372404,3861.853247,3722.171404,3835.516911,274.9964855,285.1634212,259.5232166
rplO,6073.93586,6336.460961,5903.960379,6476.425494,6303.820424,6480.765614,241.6442028,255.8416893,213.8550471
rplP,6962.727664,7096.94468,6830.150248,7408.716932,7394.648013,7582.405581,156.2572665,157.2210444,168.5649503
rplQ,2692.09716,2640.822425,2603.983258,2560.613713,2684.11444,2674.934473,43.45136546,49.90065004,38.55927549
rplR,9421.745281,9005.505789,8871.590216,9420.20148,10314.12326,10760.30677,47.04089193,49.83661829,48.52373011
rplS,4083.012277,4233.645392,4361.373271,4199.308981,3966.473006,4001.342749,202.8672362,214.7618276,185.8650182
rplT,3621.786061,3183.92738,3511.032915,3447.103338,3890.323157,4394.861036,294.1758952,313.0075828,245.9860739
rplU,2194.695389,2098.333829,2246.076703,2776.01433,2557.134909,3211.101649,233.492687,260.4983087,213.9575515
rplV,5234.466942,5712.461487,5285.716471,6236.178283,5602.924114,6161.107093,96.75080614,97.67964926,79.79561822
rplW,1952.970152,2231.640525,2058.179749,2440.528802,2096.535919,2297.77095,137.1859573,136.7921539,118.7027422
rplX,12410.00566,13128.2554,12496.40749,13186.72112,13366.86515,13559.25332,176.8820154,180.3587306,148.7321248
rpmA,2816.003307,2609.168697,2821.967007,4302.756451,3655.569214,5086.691373,277.4935657,290.0286266,239.0235241
rpmB,430.5695388,413.5499498,394.6319742,436.8549017,426.5157332,456.2467204,329.3420856,318.3460552,328.2601047
rpmC,2386.542199,2703.222176,2461.822986,2641.261153,2571.831086,2737.395125,291.1021583,282.6424773,296.217414
rpmD,1274.263567,1348.277254,1279.955262,1543.699979,1322.848724,1412.267695,365.8847828,362.096878,329.4663655
rpmE,11352.93412,9681.168101,10213.26203,10433.77014,10833.85323,10836.50434,458.3777085,486.658204,385.3852001
rpmF,16076.08191,14882.8934,14855.72404,16017.28556,15808.41327,15007.74751,253.5093318,283.7823111,291.0709581
rpmG,2027.861602,1754.223038,2015.483042,1809.391626,1929.490554,1876.869025,888.476154,931.2071905,979.3154841
rpmH,293.4468823,282.0384063,274.1731506,398.6752274,325.0794493,344.2915481,934.5714163,931.3711056,966.5388218
rpmI,3099.800863,3519.450905,3043.533598,4578.791592,3512.341921,3838.520311,1395.087739,1294.777,1391.662056
rpmJ,4713.658264,4706.368227,4650.39844,4841.403484,4781.759378,4841.500975,453.1494346,472.9523199,392.9971412
rpoA,6702.495218,6784.204444,6599.145606,6453.89878,7002.21686,6766.740259,301.8319163,301.9760911,302.699701
rpoB,567.0499815,553.8123516,542.5597629,488.7425993,530.4936963,463.6945735,217.2186634,219.6960067,222.9348286
rpoC,843.1879619,822.0996051,819.384772,744.9898377,822.6112438,723.5382128,565.3039809,504.1570898,559.4022224
rpoD,895.9184001,875.8322706,894.3483434,835.1995849,859.8534938,830.2368061,370.8076973,368.6414437,389.5942097
rpoE,3028.454919,3037.21235,3102.165101,3222.162824,2838.28799,2643.050664,592.3605235,598.9727683,642.8517694
rpsB,3796.631362,3770.392954,3676.603753,4017.528572,3831.144252,4091.730588,84.78256404,90.46442367,84.95092484
rpsC,4577.074737,4876.916892,4742.425732,4892.6963,4905.035625,5288.808832,179.6588508,188.4009405,156.8548753
rpsD,1245.165073,1219.853066,1185.738017,1277.892174,1291.059205,1297.850844,618.053389,671.6634111,540.6390963
rpsE,4342.239665,4477.581827,4228.991522,4999.666499,4697.878118,5062.494845,134.2526444,135.9352435,148.1669341
rpsF,5237.395359,5587.150025,5119.427625,6696.098496,6163.061777,6395.703017,184.9402914,182.4140615,208.9901561
rpsG,4670.842164,4772.704531,4519.804192,5005.241982,5067.653916,5214.697258,248.3978155,260.9844978,259.9585308
rpsH,5168.10737,4998.554938,5224.789649,4786.35446,5265.872492,5332.223472,812.0308517,770.9444861,1059.048848
rpsI,4258.547429,3811.867048,4214.360792,3879.51254,4529.249763,4756.167692,922.6366505,845.2709424,1212.565607
rpsJ,2707.545067,2785.478319,2698.086797,2818.324023,2589.808935,2482.806435,118.2551608,131.8165515,106.0504496
rpsK,1731.439209,1702.578964,1701.508053,1697.777004,1868.489314,1851.76729,206.497122,209.7182939,191.8380192
rpsL,6544.003766,6493.682376,6189.981806,7164.575398,7239.294506,7245.598632,398.197072,386.9418322,405.1373307
rpsM,8499.947304,8921.392998,8485.332515,8959.006385,9181.689945,9046.001268,402.2685472,410.8703818,354.3591855
rpsN.1,800.9302664,1050.550276,803.4958736,1125.802509,868.4492843,886.7244086,319.7083226,329.0851151,268.7001073
rpsN.2,59.25369738,60.27058352,60.00770844,64.76103139,54.63712264,63.32586906,643.7396433,690.4827483,515.8345895
rpsO,3223.811553,2930.918917,3337.670128,2655.518195,3041.390291,3187.554485,944.2366715,992.8790445,908.305043
rpsP,4736.659557,4549.560887,4838.675751,4802.76557,4666.827732,5109.204574,2334.53723,2500.277141,1889.833762
rpsQ,3531.870632,3684.602122,3524.47177,3809.844091,3666.544291,3802.626598,285.1886171,248.7211189,344.0475054
rpsR,835.9965648,837.7378404,954.1419633,884.580405,1004.814405,1075.053788,366.6898606,376.7040201,381.3899913
rpsS,6021.684923,5972.935683,5784.169049,6344.237247,6195.624049,6697.335653,62.14827396,54.79171363,50.60428984
rpsT,9059.345959,7807.251263,8222.895373,8206.925068,7761.214701,7696.13791,134.5139644,135.6034882,111.56685
rpsU,1041.993811,931.0959133,925.630301,812.4711785,839.375922,888.9180458,2399.930691,2128.098587,2193.119986
rrf,1064.431732,1036.587978,1025.395902,908.5906466,958.1591772,899.2243909,93.85319732,89.8386494,85.56640442
rsuA,90.35652703,96.99218849,98.36269196,102.0743646,101.6084085,98.06946078,400.5951905,414.7941687,333.9169143
ruvA,213.4571621,214.2756587,208.8077968,185.0201792,209.9854849,188.6920885,362.3150985,396.0383362,314.9334843
ruvB,572.0162128,546.4792864,553.0300343,547.1175862,543.220154,536.2525296,522.1895576,539.1365541,488.0900534
sagA,687.8730092,633.345321,754.838344,693.9434096,633.2419653,612.3024764,225.7258585,233.2869486,201.8053283
sagB,153.4444759,174.8150099,169.3408002,215.4349429,179.5251681,208.153442,226.5176052,241.64685,206.883182
sagC,197.5704571,205.1627091,213.5983087,243.2398028,221.0754745,246.7274454,902.2771642,955.5004043,756.3021499
sagH,267.2679034,295.1020664,288.5710933,297.7763978,264.9533217,295.3853379,839.6970227,854.5994526,714.4629148
sagP,144.2305671,126.1181785,139.2776,115.5899299,134.6341089,114.8115696,225.8947783,221.3718119,202.877877
salA,38.16233359,49.5804028,43.23215448,23.78976663,34.85093554,28.97322971,78.71849271,94.01236671,68.67836753
salB,44.46164883,49.3334506,45.62162399,40.88745257,39.38575607,37.31839078,403.6765355,409.0290391,321.6052848
salK,201.0515065,236.5195496,233.8198657,220.2554868,208.1772471,198.8501162,257.3369989,273.380199,262.9688791
salR,359.3164933,396.9923504,407.7256427,415.7780199,369.5288389,345.6021131,1323.661991,1359.046975,1176.970949
salT,42.3473886,49.41807059,47.73340444,42.10185012,44.55762302,39.27991222,524.0736935,553.2547692,452.0366791
salX,65.40992568,73.21692508,79.39413485,59.52159042,62.64395069,61.0564644,1536.700235,1524.755517,2032.160139
salY,42.42479319,51.39002634,50.37657416,47.08840668,44.41682449,43.26894677,165.3062637,184.9563525,138.7071664
sclA_1,0.501866437,0.682938457,0.759093013,1.236159666,1.118187429,0.223643393,130.3127404,132.7517001,104.1515718
sclA_2,2.14368664,2.243940644,2.660440276,1.218500242,1.469617764,2.057519211,225.0893436,229.680835,192.5070278
sclB,4678.666475,4350.763744,4336.355427,3926.889459,4812.639733,4042.846024,159.8772908,162.5138104,131.0511933
scpA,977.1433905,900.9619868,847.0119881,790.6920973,943.5498719,763.40997,313.2692761,322.9773666,376.8087302
scrA,78.41103679,69.23342981,71.50462787,70.5811738,67.45732748,64.93635473,93.38299422,104.760083,118.5900068
scrB,64.1594418,57.89990178,57.90614538,57.6333691,57.60901634,61.98276625,559.3614141,570.804524,682.9936167
scrK,10.48645668,8.661357333,8.680250052,10.40888343,10.18270749,9.555258711,747.6150085,724.9036375,1063.685248
scrR,76.46166531,73.89620135,72.3130309,83.07694323,62.96426177,75.07756272,1010.308131,998.372989,1145.73649
sdhA,378.0209774,392.5276788,369.4217885,347.823895,383.9894056,367.0303171,258.8150197,275.7022213,274.7643564
sdhB,470.7865659,500.6792562,500.0796331,429.3944083,486.5353309,457.706171,369.2996361,365.6846268,370.0248527
sdn,653.4638662,704.1353072,735.882255,569.6768105,513.4224261,506.8292736,119.5639825,130.0087206,118.463247
secA,1327.684075,1273.311652,1270.886777,1203.472073,1295.639514,1152.16177,490.1741898,492.3261972,450.8469833
secY,12280.18947,12459.76156,12174.94684,12123.00364,12433.09466,13032.79968,498.3215693,498.5922232,564.2124247
serS,323.2019857,286.7678887,290.4392032,253.4156333,289.3491087,251.7321627,528.8913922,506.4302343,654.7612038
SIP,0,0,0,0,0,0,588.3684487,569.3443808,684.5640289
sipC,344.0537267,351.0842186,358.6945753,518.3430152,443.239878,525.773592,200.5232464,194.829631,193.3278504
ska,741.9930265,696.0252715,694.828876,981.7630523,922.0335195,1032.492067,306.3703535,306.3910164,253.570665
sla,548.5295606,576.9264893,571.4230803,579.7395684,543.0849977,599.0381454,181.934674,192.0649622,173.0896732
slo,4985.051606,4707.845008,4597.532654,4126.916884,4306.396268,4219.856797,217.0529428,220.258822,200.1395299
smc,408.1642181,401.6653753,404.7471899,342.2438379,374.3151435,324.8815837,158.1349125,163.6881887,151.5645083
smf,4.219995205,4.428900769,4.755894579,4.993376142,5.235842498,5.383473206,372.9176422,364.8301986,392.2124105
smpB,546.6612341,521.4381045,502.1367844,446.7053132,465.4354822,427.5946977,555.7053454,588.6363595,499.7723199
snf,172.1494189,172.2512268,169.2843556,154.2686576,161.5896659,145.9185454,33.08876498,33.13694046,28.81497758
sodM,1529.952257,1448.311868,1665.705608,1847.073445,1796.411282,1787.902709,177.4723883,184.3170494,161.9158347
speA3,50.75223925,64.90806085,53.7630639,55.05815909,54.29421182,42.78333598,155.209076,155.8488045,142.8427435
speB,36.7985075,50.96763428,49.2414823,30.99693599,37.59127543,42.85209185,122.2760176,117.14331,113.2693451
speG,204.2361484,232.1603271,223.6751011,296.6572788,263.1803999,302.4991011,408.3986599,378.9146476,404.2904563
speK,274.8104796,282.2532108,285.6136123,358.020366,290.6564794,336.9583386,6.452331703,5.738534598,5.546027715
spf,800.1616926,718.6555544,791.1825352,631.8756918,710.6167125,707.8657441,10.51182296,12.94558769,10.73562626
spi,375.6698405,361.5388811,373.9900481,329.8361178,340.7286518,322.3446765,12.11179486,13.39426249,11.42507015
spoJ,778.1448801,741.3494711,754.1808903,677.310495,627.8048209,660.9482563,9.232067413,9.961760262,8.452484026
SpyM3_0003,71.35628256,98.37073126,87.47205149,101.2339848,86.03943998,79.80680578,0,0,0
SpyM3_0004,803.8470278,820.2286692,798.3019361,761.7701021,795.3871581,726.8241924,0,0,0
SpyM3_0007,437.6165034,499.8809312,476.8327571,450.8450896,389.1095648,381.8846097,0,0,0
SpyM3_0009,486.7402532,509.2332991,521.5222623,501.4975861,492.3048224,484.6920548,0,0,0
SpyM3_0013,243.1975533,250.6894378,241.317414,239.8922352,237.2292468,219.1435333,0,0,0
SpyM3_0014,1120.271544,1088.744254,1120.360408,1125.794464,1110.154415,1170.052905,0,0,0
SpyM3_0016,71.04962112,96.39723095,91.5209677,107.4950899,79.10435707,85.30718922,0,0,0
SpyM3_0025,6.771851129,5.640768125,6.269770916,5.686334464,6.035230283,5.980522508,0,0,0
SpyM3_0029,268.5086487,291.568377,284.0853242,247.1074876,233.1333235,209.2501641,0,0,0
SpyM3_0031,59.00562568,62.14140889,61.18356276,56.86334464,48.52639181,45.21127741,0,0.051843848,0
SpyM3_0033,172.1951871,181.1751528,169.8080673,171.3689838,171.0796131,173.3389473,0,0,0
SpyM3_0034,786.2973682,763.8106019,780.1890014,722.2493476,676.0461059,688.0405662,0,0,0
SpyM3_0035,319.0293732,328.6210642,326.3758024,287.4864704,296.7684547,285.8630999,0,0,0
SpyM3_0038,41.17872476,41.35112945,44.39223018,35.30816981,39.33107261,37.08319509,0,0,0
SpyM3_0068,107.2375252,106.4062176,116.3942621,120.6053197,112.4968695,120.1325733,0,0,0
SpyM3_0072,853.094527,717.9675085,720.9169606,605.5057714,731.3644652,647.3148332,1.768669757,3.65908424,4.017202086
SpyM3_0077,61.49594432,67.52455869,77.06102868,100.0010544,99.14852257,113.1635566,0,0,0
SpyM3_0081,3.743652344,2.688685636,2.988501323,1.92105894,2.502322138,2.085323525,0.561482463,0.677608193,0.352386148
