geneID,NSC2,NSC3,SC2,Nmts1,mts1,mts3
SSUSC84_RS03105,1567,1488,1716,1212,1212,1564
SSUSC84_RS09460,2005,3377,792,743,1707,1108
SSUSC84_RS07785,1329,1309,1656,1669,1142,1943
SSUSC84_RS07400,7146,7730,3052,3809,2669,2066
SSUSC84_RS03335,834,1014,1187,954,943,1161
SSUSC84_RS08080,1543,1958,1243,1180,1037,1214
SSUSC84_RS05695,249,312,168,239,161,185
SSUSC84_RS05795,230,222,244,184,187,248
SSUSC84_RS06525,99,154,295,138,327,461
SSUSC84_RS08055,3886,3987,4015,2186,2746,2774
SSUSC84_RS05245,1192,1309,1645,1192,957,1113
SSUSC84_RS02770,6883,7081,7225,8428,5444,7213
SSUSC84_RS09955,16,21,21,16,19,41
SSUSC84_RS08085,791,1081,937,664,1017,825
SSUSC84_RS00745,698,777,790,555,628,642
SSUSC84_RS03475,3,6,8,2,7,0
SSUSC84_RS00245,49,43,53,79,46,94
SSUSC84_RS09585,2818,3055,3467,2544,3051,3166
SSUSC84_RS05820,61,60,86,71,85,124
SSUSC84_RS03100,1868,1883,2244,1815,1430,2086
SSUSC84_RS04335,117,165,229,151,101,192
SSUSC84_RS06685,507,643,440,360,546,533
SSUSC84_RS00790,2,0,0,0,0,0
SSUSC84_RS03430,49,37,59,61,52,67
SSUSC84_RS09575,243,349,230,327,166,299
SSUSC84_RS04095,457,505,468,942,876,1099
SSUSC84_RS01625,37,34,27,40,30,49
SSUSC84_RS00110,0,0,0,0,0,0
SSUSC84_RS07160,0,0,0,0,0,0
SSUSC84_RS07650,448,359,969,541,343,545
SSUSC84_RS04405,3,0,1,0,2,0
SSUSC84_RS09770,549,586,523,16677,14989,19965
SSUSC84_RS00665,5,22,11,12,10,17
SSUSC84_RS02270,205,120,369,185,123,104
SSUSC84_RS00850,1680,1806,1907,1827,1487,2013
SSUSC84_RS02125,2068,2656,5627,3245,4681,5978
SSUSC84_RS09530,98,123,165,80,137,125
SSUSC84_RS03240,337,452,526,361,526,676
SSUSC84_RS01065,671,1054,1175,623,879,837
SSUSC84_RS01725,0,0,0,0,0,0
SSUSC84_RS01690,23998,28022,36358,20304,26201,25902
SSUSC84_RS00035,258,275,222,207,204,244
SSUSC84_RS08175,52,89,84,124,66,134
SSUSC84_RS08790,5383,5270,5804,7955,6492,8729
SSUSC84_RS10385,28486,25115,18463,43023,24892,30153
SSUSC84_RS00585,0,0,0,0,0,0
SSUSC84_RS05220,3082,3057,3090,3470,3096,3086
SSUSC84_RS02465,8,9,11,14,8,13
SSUSC84_RS04230,210,204,270,333,301,415
SSUSC84_RS08925,280,328,561,255,354,521
SSUSC84_RS01805,51,49,124,41,85,88
SSUSC84_RS03645,1159,967,1122,1428,926,1131
SSUSC84_RS06950,1896,1771,2411,2374,1525,2059
SSUSC84_RS05040,214,227,178,153,220,190
SSUSC84_RS07850,7247,7446,8679,6654,7087,8248
SSUSC84_RS07140,0,0,1,0,1,7
SSUSC84_RS06960,725,662,887,835,673,792
SSUSC84_RS03450,1004,1075,1212,996,1654,1445
SSUSC84_RS01540,878,1087,1914,1781,1232,1842
SSUSC84_RS04770,177,201,156,229,225,285
SSUSC84_RS02420,2032,2121,2062,1702,1722,1733
SSUSC84_RS08570,1355,1571,1867,1185,1418,1681
SSUSC84_RS09895,320,306,699,269,275,327
SSUSC84_RS00055,0,0,0,0,0,0
SSUSC84_RS03495,6555,6332,7237,6357,5949,6861
SSUSC84_RS01660,28,28,29,30,34,38
SSUSC84_RS05485,34,29,56,43,61,70
SSUSC84_RS03340,705,960,1017,801,1062,1439
SSUSC84_RS01655,9433,10916,8619,7532,6486,6427
SSUSC84_RS01620,26,18,47,26,30,46
SSUSC84_RS09230,2551,2514,3053,2673,2563,3322
SSUSC84_RS06870,71,33,32,62,35,47
SSUSC84_RS06895,183,136,111,140,132,135
SSUSC84_RS04145,8,7,0,3,5,4
SSUSC84_RS07465,344,437,443,458,354,571
SSUSC84_RS07305,792,753,867,620,762,798
SSUSC84_RS03740,3271,4207,1739,1626,3063,2007
SSUSC84_RS00620,0,0,0,0,0,0
SSUSC84_RS01900,98,108,157,115,95,139
SSUSC84_RS02620,943,993,896,939,804,1010
SSUSC84_RS09925,90,75,103,90,143,139
SSUSC84_RS09710,15149,17738,16811,9906,11499,12452
SSUSC84_RS03865,3355,3423,3376,4687,3656,4885
SSUSC84_RS03425,6,15,14,15,16,6
SSUSC84_RS06855,175,160,279,254,207,278
SSUSC84_RS00900,6806,6626,7508,9490,8233,10037
SSUSC84_RS05165,2069,1934,2376,2070,1898,2419
SSUSC84_RS05295,21,15,6,11,12,20
SSUSC84_RS00785,5,12,9,2,6,8
SSUSC84_RS01505,24,14,15,17,23,9
SSUSC84_RS00570,2986,3238,2179,1606,2631,1875
SSUSC84_RS03030,915,805,3164,1363,2223,2330
SSUSC84_RS02450,1,2,1,0,1,0
SSUSC84_RS02015,76,75,97,62,79,123
SSUSC84_RS04285,258,204,283,249,256,294
SSUSC84_RS08415,74,85,99,47,63,72
SSUSC84_RS09095,686,693,692,727,633,810
SSUSC84_RS05050,841,730,789,928,721,897
SSUSC84_RS04955,90,94,150,151,125,146
SSUSC84_RS04700,0,3,0,1,0,0
SSUSC84_RS09790,1895,2039,3929,29958,33718,39113
SSUSC84_RS10410,27,24,33,40,34,34
SSUSC84_RS09330,1087,1278,1197,1538,1418,1849
SSUSC84_RS02315,9829,9569,8293,9224,6898,7211
SSUSC84_RS00270,279,205,341,346,181,194
SSUSC84_RS06820,1748,1769,2713,1861,1626,2057
SSUSC84_RS05070,453,499,387,578,333,421
SSUSC84_RS06600,778,1003,1029,699,778,1038
SSUSC84_RS08310,537,611,623,529,507,582
SSUSC84_RS06750,1995,2431,2853,1724,1910,2212
SSUSC84_RS06535,387,498,631,1028,973,1582
SSUSC84_RS08635,12818,11572,12231,16423,11681,13062
SSUSC84_RS06990,300,298,177,221,223,242
SSUSC84_RS00440,6425,5817,4007,4280,4821,3796
SSUSC84_RS08255,2037,2911,2921,2390,3438,3594
SSUSC84_RS04060,554,596,504,501,494,538
SSUSC84_RS01205,1034,1109,1267,714,937,1118
SSUSC84_RS08265,2999,3123,4264,3277,3665,4310
SSUSC84_RS09745,11,3,9,3,6,9
SSUSC84_RS08780,11589,11688,12298,17250,14956,17952
SSUSC84_RS06775,1273,1148,1395,1640,936,1360
SSUSC84_RS05655,237,234,259,268,331,320
SSUSC84_RS07415,751,704,644,467,474,558
SSUSC84_RS02775,11889,11065,10690,13801,9452,10629
SSUSC84_RS01755,5606,6206,7186,5567,5568,6620
SSUSC84_RS05640,411,661,929,465,452,735
SSUSC84_RS09045,4581,4278,4201,4443,3266,3787
SSUSC84_RS03860,1387,1274,1075,1604,1453,1614
SSUSC84_RS00510,7531,5975,5694,5355,6958,4974
SSUSC84_RS08370,1592,1898,1681,1530,3090,2319
SSUSC84_RS08045,1652,2789,1533,1199,1873,1918
SSUSC84_RS01530,2856,2730,3083,2638,2547,2383
SSUSC84_RS06970,4383,4064,9223,5563,3902,5014
SSUSC84_RS07555,2634,2397,3097,2880,2567,3242
SSUSC84_RS00525,7761,6298,6747,7140,6507,6123
SSUSC84_RS02005,11158,11304,9184,11978,10142,10885
SSUSC84_RS04600,423,362,335,625,378,455
SSUSC84_RS06160,2783,2392,1699,2838,1836,1997
SSUSC84_RS09245,1129,1216,893,982,804,969
SSUSC84_RS08130,434,442,415,512,392,649
SSUSC84_RS02790,17538,15191,16161,22206,12635,15523
SSUSC84_RS04865,1051,1158,1389,909,965,1127
SSUSC84_RS09405,622,661,446,584,425,506
SSUSC84_RS01430,447,637,1240,525,1188,1268
SSUSC84_RS09800,165,219,129,154,217,305
SSUSC84_RS01295,974,1184,1133,1226,977,1167
SSUSC84_RS06185,485,544,754,493,441,590
SSUSC84_RS09220,2893,4254,5368,2671,3423,3880
SSUSC84_RS10025,135,141,127,168,218,240
SSUSC84_RS06000,5195,6347,4032,3609,4989,4135
SSUSC84_RS04720,0,0,0,0,0,1
SSUSC84_RS10515,0,0,0,0,0,0
SSUSC84_RS01120,194,218,332,211,234,346
SSUSC84_RS07360,58,105,105,66,95,134
SSUSC84_RS05620,3481,3413,4313,4850,3551,5003
SSUSC84_RS10160,231,295,371,270,315,509
SSUSC84_RS05910,1008,848,766,1030,771,909
SSUSC84_RS09705,6450,7236,6271,3667,5050,4468
SSUSC84_RS02325,291,241,184,237,200,225
SSUSC84_RS06495,1183,1321,1920,1209,1506,1718
SSUSC84_RS06415,3266,2967,4176,4494,3085,4654
SSUSC84_RS09240,700,822,566,764,573,601
SSUSC84_RS07245,10546,12674,13935,13644,13114,14354
SSUSC84_RS08225,128,112,178,114,159,171
SSUSC84_RS09975,1353,1363,1618,1396,1550,1771
SSUSC84_RS10550,13,20,13,14,14,24
SSUSC84_RS00830,2306,2600,2919,3110,3326,4283
SSUSC84_RS10050,4367,4658,4580,4369,4302,4693
SSUSC84_RS10495,0,0,0,0,0,0
SSUSC84_RS01985,1019,978,1711,1286,837,1390
SSUSC84_RS00375,7,7,8,4,6,4
SSUSC84_RS09645,30,26,51,27,42,33
SSUSC84_RS05755,20,11,18,18,16,11
SSUSC84_RS04795,53,58,55,61,61,109
SSUSC84_RS08590,26,37,14,25,23,32
SSUSC84_RS04320,6,1,4,13,3,10
SSUSC84_RS05430,281,346,647,292,379,463
SSUSC84_RS06220,34,53,22,26,27,33
SSUSC84_RS08475,1832,2101,1006,99,277,137
SSUSC84_RS08525,12034,12932,14796,11593,11360,14245
SSUSC84_RS05510,20,13,12,8,21,23
SSUSC84_RS08300,2548,2455,2852,2666,2251,2921
SSUSC84_RS01435,4818,4868,12058,3419,12262,10663
SSUSC84_RS10365,6,5,8,1,13,3
SSUSC84_RS02280,1073,1203,1321,1139,1160,1374
SSUSC84_RS05185,1110,1750,972,674,1550,976
SSUSC84_RS04195,102,103,109,163,151,195
SSUSC84_RS10475,248,209,247,251,206,253
SSUSC84_RS05425,7903,9441,9897,8214,6960,9115
SSUSC84_RS05400,566,722,518,547,564,572
SSUSC84_RS01045,38,30,40,25,32,44
SSUSC84_RS04370,457,531,639,1095,582,972
SSUSC84_RS08100,4696,4994,3659,4129,3885,4055
SSUSC84_RS01080,2337,2397,2536,2462,2174,2701
SSUSC84_RS03445,21,11,39,22,41,51
SSUSC84_RS00655,0,0,0,0,0,0
SSUSC84_RS00350,645,783,752,786,660,887
SSUSC84_RS04825,34,30,45,49,39,70
SSUSC84_RS08165,1796,1613,2339,2899,1420,2510
SSUSC84_RS07830,4834,4723,5216,11010,6432,9042
SSUSC84_RS08445,1946,1634,435,292,328,208
SSUSC84_RS07435,1444,1498,1881,1564,1434,1935
SSUSC84_RS10080,156,170,236,205,218,303
SSUSC84_RS07545,2868,3259,3312,2789,3436,3597
SSUSC84_RS09235,3638,3702,4101,4797,4051,4961
SSUSC84_RS00550,1692,2010,1902,1588,2164,2112
SSUSC84_RS06595,440,423,563,512,347,574
SSUSC84_RS05880,6911,6254,7525,5952,5600,6197
SSUSC84_RS06905,486,470,723,628,579,673
SSUSC84_RS03800,264,254,312,314,197,410
SSUSC84_RS06130,1898,1671,2033,2059,1440,2024
SSUSC84_RS04340,21,20,13,14,6,19
SSUSC84_RS08035,1343,1207,1567,1564,1031,1625
SSUSC84_RS00680,11,3,5,6,6,4
SSUSC84_RS00240,113,83,122,171,129,205
SSUSC84_RS06460,1992,1864,2563,1846,1311,2107
SSUSC84_RS10645,11,10,10,8,14,10
SSUSC84_RS08670,153,213,198,154,135,221
SSUSC84_RS08905,2401,2259,2069,2832,1601,2122
SSUSC84_RS02500,278,404,394,249,396,461
SSUSC84_RS04520,12,19,12,22,14,12
SSUSC84_RS01095,8410,8551,9612,9967,10035,10934
SSUSC84_RS01920,73,85,109,68,163,194
SSUSC84_RS00160,0,0,0,0,0,0
SSUSC84_RS06360,3285,3548,3321,3545,2970,3466
SSUSC84_RS05650,528,614,571,713,795,909
SSUSC84_RS05280,711,838,872,784,730,960
SSUSC84_RS02545,19,36,20,25,18,15
SSUSC84_RS08705,663,907,1059,604,642,1137
SSUSC84_RS02255,56,114,80,70,63,100
SSUSC84_RS03270,4,17,14,8,11,11
SSUSC84_RS02760,727,822,882,734,732,936
SSUSC84_RS06860,199,184,439,242,290,357
SSUSC84_RS03870,623,589,681,825,614,909
SSUSC84_RS05575,2036,1786,1637,1484,1180,1162
SSUSC84_RS08400,459,443,522,620,593,722
SSUSC84_RS01020,1703,2149,2097,2288,2128,2552
SSUSC84_RS04745,233,346,279,169,270,247
SSUSC84_RS07840,756,708,826,1431,1107,1508
SSUSC84_RS03835,2489,2760,2772,3114,3838,3915
SSUSC84_RS08640,8320,8495,8172,10563,7782,8319
SSUSC84_RS00420,13,10,18,14,17,23
SSUSC84_RS02180,0,0,0,0,0,0
SSUSC84_RS01870,625,685,1249,825,656,1119
SSUSC84_RS04715,9,2,5,5,2,1
SSUSC84_RS04550,103,88,72,168,94,89
SSUSC84_RS05865,1405,1351,1522,1453,960,1453
SSUSC84_RS10480,8,9,9,13,8,13
SSUSC84_RS02980,4926,4036,5339,8358,4714,8384
SSUSC84_RS02555,325,437,316,318,292,380
SSUSC84_RS04880,39,84,104,58,56,73
SSUSC84_RS05505,168,226,398,207,252,325
SSUSC84_RS08910,1133,1201,1710,1803,1392,2061
SSUSC84_RS10455,3,4,0,6,3,1
SSUSC84_RS01810,83,94,80,106,80,157
SSUSC84_RS06665,1643,1529,1890,1839,1261,1724
SSUSC84_RS08095,285,314,383,366,357,542
SSUSC84_RS01035,20,29,60,35,63,42
SSUSC84_RS08200,80,121,75,110,66,87
SSUSC84_RS05160,1312,1296,2405,2246,1126,2323
SSUSC84_RS03395,328,404,227,288,346,476
SSUSC84_RS01640,115,171,277,122,228,251
SSUSC84_RS08250,406,511,619,513,555,927
SSUSC84_RS03480,6,0,6,0,1,1
SSUSC84_RS03750,1744,1721,1635,2372,1520,2607
SSUSC84_RS01040,3,3,5,6,2,6
SSUSC84_RS06825,777,529,875,730,456,470
SSUSC84_RS09570,1310,1459,1459,1548,1010,1685
SSUSC84_RS03925,357,343,782,339,572,559
SSUSC84_RS08105,1554,1666,1309,1376,1191,1629
SSUSC84_RS10330,4,4,0,1,8,0
SSUSC84_RS01995,7514,12226,2696,3648,3899,1956
SSUSC84_RS09180,1583,1978,5662,1826,3680,3473
SSUSC84_RS07585,7056,7541,5970,3975,3283,3979
SSUSC84_RS08995,17,8,12,6,11,6
SSUSC84_RS08365,2707,2780,3220,2721,4624,4159
SSUSC84_RS08595,1132,1156,203,487,641,427
SSUSC84_RS00200,1779,2043,2543,1982,1932,2503
SSUSC84_RS07890,180,175,177,196,164,191
SSUSC84_RS00940,430,491,522,460,409,540
SSUSC84_RS07045,296,401,586,383,534,592
SSUSC84_RS02680,9490,8962,9526,8409,7026,8023
SSUSC84_RS10060,318,372,454,261,344,520
SSUSC84_RS06560,3132,2127,3785,4103,2459,1804
SSUSC84_RS09590,296,327,370,189,282,329
SSUSC84_RS00780,8,2,9,8,9,8
SSUSC84_RS03670,1190,1268,1159,1121,1062,1087
SSUSC84_RS04330,275,302,294,274,276,273
SSUSC84_RS02460,1,4,2,1,1,0
SSUSC84_RS04255,69,69,58,70,57,70
SSUSC84_RS05480,51,51,66,92,86,109
SSUSC84_RS06180,2744,2595,2473,4349,2280,3222
SSUSC84_RS08280,1050,1233,1255,1084,955,1162
SSUSC84_RS00225,24,36,49,20,28,58
SSUSC84_RS07895,1521,1568,1168,1749,1198,1330
SSUSC84_RS07135,0,1,0,0,0,0
SSUSC84_RS02225,53,75,103,72,185,140
SSUSC84_RS10230,176,200,234,265,227,264
SSUSC84_RS09760,9693,10075,10334,11184,10076,11705
SSUSC84_RS01710,0,0,0,0,0,0
SSUSC84_RS06065,1887,1740,1870,2137,1370,1759
SSUSC84_RS10270,2,0,0,0,0,1
SSUSC84_RS03275,178,221,321,143,192,273
SSUSC84_RS05410,7193,7170,6074,7154,5419,6290
SSUSC84_RS01520,835,946,1257,591,1025,901
SSUSC84_RS10355,4,4,7,5,9,3
SSUSC84_RS00575,18519,17208,19352,18122,13822,15284
SSUSC84_RS09335,1335,1499,1396,1825,1683,1880
SSUSC84_RS00210,854,654,1150,799,571,628
SSUSC84_RS00365,2188,2280,2480,2793,2205,3165
SSUSC84_RS01945,70,88,71,114,96,110
SSUSC84_RS00235,129,135,193,212,156,303
SSUSC84_RS07685,843,962,965,881,1049,1213
SSUSC84_RS07240,733,859,1203,1154,1186,1975
SSUSC84_RS04190,3346,3730,2796,3548,2677,2966
SSUSC84_RS10450,4,9,11,17,7,11
SSUSC84_RS02165,0,0,0,0,0,0
SSUSC84_RS04860,933,999,944,650,800,867
SSUSC84_RS01915,30,27,47,31,79,115
SSUSC84_RS00735,0,0,0,1,0,2
SSUSC84_RS03170,10,8,2,4,3,6
SSUSC84_RS01935,7,16,21,10,7,19
SSUSC84_RS04155,47,39,49,51,37,41
SSUSC84_RS07315,30,26,39,39,26,27
SSUSC84_RS05705,65,54,38,97,38,63
SSUSC84_RS04165,227,211,205,189,144,178
SSUSC84_RS00715,189,256,310,102,123,210
SSUSC84_RS06575,513,569,1091,486,453,893
SSUSC84_RS09070,39,54,59,45,60,61
SSUSC84_RS02595,5512,5476,5763,6034,5391,6147
SSUSC84_RS06175,1280,1177,1028,1870,993,1347
SSUSC84_RS09175,389,361,861,432,494,727
SSUSC84_RS03635,1695,2045,1608,1651,1460,1645
SSUSC84_RS02295,701,690,727,753,843,837
SSUSC84_RS01275,510,484,676,925,696,1109
SSUSC84_RS09195,351,358,581,483,706,797
SSUSC84_RS04815,954,984,1153,1394,1006,1401
SSUSC84_RS04665,0,0,0,0,0,0
SSUSC84_RS05305,0,3,0,0,1,0
SSUSC84_RS04740,4,4,2,8,0,7
SSUSC84_RS01650,111,104,91,91,91,109
SSUSC84_RS02725,1357,1489,2114,2042,1479,2135
SSUSC84_RS02640,0,0,0,0,0,0
SSUSC84_RS05580,404,545,322,200,254,259
SSUSC84_RS10265,1,4,0,1,4,2
SSUSC84_RS05035,1386,1484,1256,1743,984,1355
SSUSC84_RS09985,5925,6159,7532,6676,7792,8442
SSUSC84_RS10420,1,2,0,1,3,1
SSUSC84_RS00170,0,0,0,0,0,0
SSUSC84_RS03725,1677,1787,1644,1739,1414,1697
SSUSC84_RS08605,2914,4278,829,1223,2322,1491
SSUSC84_RS06515,3772,3447,6233,5289,3364,4653
SSUSC84_RS00800,0,0,0,0,0,0
SSUSC84_RS02895,87,78,266,115,93,159
SSUSC84_RS03920,277,325,239,244,245,232
SSUSC84_RS08545,130,137,132,246,111,135
SSUSC84_RS07825,546,969,680,733,1947,1423
SSUSC84_RS04070,687,605,482,678,444,493
SSUSC84_RS01220,130,195,197,269,281,327
SSUSC84_RS01560,7,2,6,5,14,11
SSUSC84_RS08710,519,557,634,337,572,649
SSUSC84_RS05100,1657,2208,2617,3261,2681,3638
SSUSC84_RS08290,26,39,32,16,39,38
SSUSC84_RS01400,5827,6422,7124,8328,8147,9847
SSUSC84_RS08360,1174,1415,1168,1134,1042,1134
SSUSC84_RS10020,176,226,190,157,293,246
SSUSC84_RS01775,394,488,481,362,445,518
SSUSC84_RS08920,498,585,838,606,644,812
SSUSC84_RS04010,744,962,1001,870,922,1200
SSUSC84_RS03950,2752,2989,2505,2624,2006,2611
SSUSC84_RS00560,40,27,25,26,10,19
SSUSC84_RS00825,1786,2144,1742,1540,2243,2315
SSUSC84_RS01150,27,20,10,36,22,25
SSUSC84_RS03090,294,320,300,420,441,497
SSUSC84_RS04495,129,165,140,142,147,210
SSUSC84_RS09490,96,137,177,105,148,164
SSUSC84_RS10150,79,86,66,69,89,124
SSUSC84_RS00135,0,0,0,0,0,0
SSUSC84_RS10095,446,537,411,627,560,633
SSUSC84_RS00100,0,0,0,0,0,0
SSUSC84_RS09425,126,130,86,99,150,104
SSUSC84_RS00370,831,777,1192,1068,777,1290
SSUSC84_RS03385,286,277,138,214,260,262
SSUSC84_RS03545,15,15,39,37,17,12
SSUSC84_RS07130,0,0,0,0,0,0
SSUSC84_RS03070,2528,2491,2447,2864,1828,2826
SSUSC84_RS05815,9,5,10,4,7,12
SSUSC84_RS01905,60,60,45,47,50,40
SSUSC84_RS08390,1764,1853,1869,2217,1758,2222
SSUSC84_RS02150,0,0,0,0,0,0
SSUSC84_RS09435,70,66,61,129,71,146
SSUSC84_RS07190,677,558,566,606,438,592
SSUSC84_RS04215,115,168,146,131,194,182
SSUSC84_RS02120,9,11,9,4,13,10
SSUSC84_RS03805,140,134,148,220,98,165
SSUSC84_RS10510,6,1,0,2,4,2
SSUSC84_RS00435,7686,8622,6740,6359,6436,5786
SSUSC84_RS08435,704,729,220,81,156,118
SSUSC84_RS06410,1770,1912,2353,2234,1912,2541
SSUSC84_RS04375,20,25,42,30,20,41
SSUSC84_RS02925,2472,2528,3093,3441,2629,3921
SSUSC84_RS03440,164,181,400,77,307,304
SSUSC84_RS07700,986,1062,1041,1203,1157,1544
SSUSC84_RS10610,14,10,5,6,8,11
SSUSC84_RS08210,29,32,57,23,68,53
SSUSC84_RS07445,335,389,416,393,361,519
SSUSC84_RS09145,208,219,114,89,243,142
SSUSC84_RS03690,183,203,284,137,289,329
SSUSC84_RS05265,1340,1785,2307,1522,2151,2478
SSUSC84_RS03910,365,524,543,493,454,634
SSUSC84_RS10315,5,5,2,4,2,0
SSUSC84_RS01680,735,745,659,747,676,645
SSUSC84_RS02505,296,390,127,142,312,156
SSUSC84_RS10500,96,84,125,149,106,150
SSUSC84_RS07730,2493,2735,2178,2340,1793,2320
SSUSC84_RS00890,6974,7185,7241,6786,6603,6265
SSUSC84_RS08490,2481,1828,1329,725,773,635
SSUSC84_RS00475,361,298,166,195,210,175
SSUSC84_RS01890,351,269,329,372,248,327
SSUSC84_RS06765,1469,1429,1839,1902,1096,1963
SSUSC84_RS06850,784,705,956,1012,892,1077
SSUSC84_RS07410,507,597,721,373,610,511
SSUSC84_RS08855,1548,1525,2085,1864,2304,2339
SSUSC84_RS06755,449,668,247,207,413,385
SSUSC84_RS09170,459,496,974,539,581,821
SSUSC84_RS08075,58,89,124,129,73,132
SSUSC84_RS06395,3241,3179,3031,3144,2500,3194
SSUSC84_RS09020,735,743,849,617,665,711
SSUSC84_RS08900,4402,4521,3939,4593,3533,4185
SSUSC84_RS06910,2830,3178,3345,3094,3617,3999
SSUSC84_RS00140,0,0,0,0,0,0
SSUSC84_RS00595,0,0,0,0,0,0
SSUSC84_RS00405,1175,1017,1517,1304,1031,1559
SSUSC84_RS02815,20399,14492,14692,24146,11897,13498
SSUSC84_RS05120,12495,13572,15668,16018,12286,17758
SSUSC84_RS06375,1892,2178,2061,2001,1481,1855
SSUSC84_RS00220,15,12,10,9,5,3
SSUSC84_RS02215,656,868,1072,816,1132,1378
SSUSC84_RS06520,411,404,656,549,514,600
SSUSC84_RS02920,97,134,159,135,186,141
SSUSC84_RS01745,577,745,1195,845,703,1241
SSUSC84_RS01880,550,546,638,544,426,662
SSUSC84_RS02380,6552,5110,4364,7212,4675,5084
SSUSC84_RS01855,602,753,957,698,698,1192
SSUSC84_RS09305,225,179,360,73855,34166,32479
SSUSC84_RS06580,227,179,268,169,140,238
SSUSC84_RS00965,16,16,17,23,24,21
SSUSC84_RS05930,214,224,251,247,305,314
SSUSC84_RS07110,8,13,6,5,6,7
SSUSC84_RS00770,1524,2197,1329,1644,1856,1779
SSUSC84_RS00330,1016,1115,1540,1247,1249,1470
SSUSC84_RS06540,381,315,741,468,484,460
SSUSC84_RS00480,1916,1752,1667,1760,1480,1761
SSUSC84_RS01830,542,707,738,627,701,726
SSUSC84_RS01955,1813,2363,2834,1870,2407,2502
SSUSC84_RS10285,412,475,657,365,587,595
SSUSC84_RS09670,4,1,1,2,0,0
SSUSC84_RS06845,203,167,210,152,258,206
SSUSC84_RS06300,500,503,650,899,458,788
SSUSC84_RS07535,268,292,457,405,341,457
SSUSC84_RS06670,1437,1482,1663,1557,1093,1444
SSUSC84_RS04750,36,41,46,32,28,56
SSUSC84_RS09740,55,49,101,59,77,91
SSUSC84_RS04850,418,421,731,309,507,504
SSUSC84_RS07270,1429,1064,1426,1405,1268,1012
SSUSC84_RS05415,1326,1414,1268,1573,952,1435
SSUSC84_RS09695,374,394,328,166,278,235
SSUSC84_RS06830,1487,1319,1727,1518,1050,1272
SSUSC84_RS07530,1212,975,1294,1560,1166,1365
SSUSC84_RS05340,2503,2090,2074,6914,2751,4742
SSUSC84_RS04570,17,11,20,48,14,43
SSUSC84_RS03080,670,840,747,670,1171,1018
SSUSC84_RS00610,0,0,0,0,0,0
SSUSC84_RS03205,893,1049,1281,926,672,1105
SSUSC84_RS00470,4575,4027,3668,3466,4015,3203
SSUSC84_RS03590,501,519,735,330,614,612
SSUSC84_RS04970,26,25,57,51,61,76
SSUSC84_RS07150,1,0,6,0,3,3
SSUSC84_RS09750,17,12,12,9,13,6
sRNA00027,361,404,359,512,300,427
SSUSC84_RS01815,435,506,495,507,520,616
SSUSC84_RS05665,529,486,461,491,390,420
SSUSC84_RS09990,11,10,19,14,30,48
SSUSC84_RS03555,69,52,75,70,34,38
SSUSC84_RS02935,1308,1219,1147,1520,1230,1615
SSUSC84_RS00065,382,323,465,326,316,390
SSUSC84_RS04595,169,142,152,189,137,183
SSUSC84_RS02960,817,940,929,1006,740,1023
SSUSC84_RS05780,16,15,29,17,10,13
SSUSC84_RS02285,604,784,715,724,826,1035
SSUSC84_RS01590,168,117,152,141,131,139
SSUSC84_RS03915,895,1167,1189,1189,1138,1212
SSUSC84_RS02115,14,8,8,15,7,14
SSUSC84_RS09540,1286,1417,1143,938,1213,1448
SSUSC84_RS00425,35,80,31,18,41,17
SSUSC84_RS00545,21253,20690,24971,18078,23336,21075
SSUSC84_RS04785,649,619,623,610,520,664
SSUSC84_RS04515,3,3,2,0,6,1
SSUSC84_RS02050,917,1392,1429,1153,1348,1715
SSUSC84_RS02155,0,0,0,0,0,0
SSUSC84_RS06290,2846,3416,2201,1658,2119,1912
SSUSC84_RS03085,1061,1683,1666,1792,2041,2745
SSUSC84_RS04900,3184,3247,4814,5356,3471,4723
SSUSC84_RS07365,319,422,357,299,318,394
SSUSC84_RS01345,90,108,104,85,174,150
SSUSC84_RS06720,76,39,211,87,60,46
SSUSC84_RS01060,950,1028,1214,1402,1124,1530
SSUSC84_RS05925,217,180,206,115,278,196
SSUSC84_RS07380,70,109,116,98,139,130
SSUSC84_RS10145,99,85,113,106,79,151
SSUSC84_RS09130,187,169,142,159,205,276
SSUSC84_RS02975,1653,1886,3136,3238,1879,4485
SSUSC84_RS05190,0,0,0,0,0,0
SSUSC84_RS05850,6389,5951,6599,7373,5920,7448
SSUSC84_RS07055,36,43,29,29,52,40
SSUSC84_RS07340,720,725,838,528,551,688
SSUSC84_RS08725,413,465,715,422,332,563
SSUSC84_RS00465,6988,6345,6267,5751,6522,5511
SSUSC84_RS06930,2349,2668,2895,2834,2546,3492
SSUSC84_RS06555,368,405,1676,458,662,470
SSUSC84_RS00150,0,0,0,0,0,0
SSUSC84_RS06590,3016,3198,3482,3145,3062,3779
SSUSC84_RS06945,0,0,0,2,0,0
SSUSC84_RS10290,193,250,272,225,288,335
SSUSC84_RS00885,7568,8538,7129,6346,6661,6170
SSUSC84_RS09910,110,121,213,124,117,201
SSUSC84_RS09875,204,208,250,202,357,327
SSUSC84_RS07115,0,1,2,0,2,3
SSUSC84_RS04765,83,102,54,78,75,77
SSUSC84_RS05370,47,56,74,60,82,79
SSUSC84_RS07930,18,25,19,24,20,36
SSUSC84_RS07765,726,737,887,797,733,911
SSUSC84_RS03125,202,202,150,364,255,325
SSUSC84_RS00005,2197,2424,2493,2362,2392,2946
