gene_name,A909_CDM.1,A909_CDM.2,A909_CDM.3,A909.1,A909.2,A909.3,dsaeR_CDM.1,dsaeR_CDM.2,dsaeR_CDM.3,dsaeR_THY.1,dsaeR_THY.2,dsaeR.1,dsaeR.2,dsaeR.3
SAK_RS10405,909,1160,1226,8,6,0,1857,429,391,382,438,11,26,4
SAK_RS10410,1906,2637,2969,15,16,0,6687,1113,995,1072,1126,44,74,15
SAK_RS01045,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAK_RS10415,5781,5043,4885,49,110,6,1857,1364,1590,1858,1716,78,222,69
SAK_RS10420,2284,2157,1848,12,28,3,633,1063,1294,982,960,14,33,11
SAK_RS10425,243,169,65,0,5,0,76,31,26,9,15,1,8,1
SAK_RS10430,1604,1053,777,22,14,0,3848,677,614,373,448,27,33,20
SAK_RS10435,63,105,71,2,5,0,136,29,19,29,21,2,6,3
SAK_RS10440,95,242,202,1,0,0,298,82,79,51,42,2,4,3
SAK_RS10445,535,768,857,10,14,1,2144,418,475,1123,1075,28,45,21
SAK_RS10450,418,538,469,4,7,0,517,108,113,322,206,16,30,7
SAK_RS10455,17,11,5,0,0,2,19,5,2,2,7,0,1,0
SAK_RS10460,5,4,9,0,0,0,10,3,3,1,0,0,0,0
SAK_RS01050,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAK_RS10465,21,15,8,0,0,0,20,1,1,2,7,0,1,0
SAK_RS10470,46,21,11,2,1,0,45,6,8,13,13,2,0,1
SAK_RS10475,44,31,31,3,2,0,63,15,18,16,20,1,2,1
SAK_RS10480,12,14,8,0,0,0,21,1,8,8,12,0,3,0
SAK_RS10485,4,6,3,0,0,0,6,3,1,2,1,0,0,0
SAK_RS10490,3,2,5,0,0,0,9,1,0,1,2,1,0,0
SAK_RS10495,3,5,3,0,0,0,2,0,2,4,2,0,0,0
SAK_RS10500,5,3,1,0,0,0,11,1,1,1,3,0,0,0
SAK_RS10505,1,5,4,0,0,0,5,1,0,1,2,0,0,0
SAK_RS10510,391,305,86,2,4,0,27,57,112,11,11,1,4,4
SAK_RS00110,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAK_RS01055,3092,4813,4450,0,72,16,674,431,601,457,327,37,29,16
SAK_RS10515,1200,1070,439,14,18,0,239,325,898,192,96,6,17,5
SAK_RS10520,6,7,3,0,0,0,12,1,0,5,0,1,0,0
SAK_RS10525,6,4,3,0,0,0,21,0,3,4,0,1,1,0
SAK_RS10530,2,1,0,0,0,0,4,3,0,2,4,0,0,0
SAK_RS10535,312,370,172,11,14,0,1028,177,146,58,49,14,28,7
SAK_RS10540,209,205,104,19,5,0,1228,152,169,73,91,13,23,14
SAK_RS10545,438,507,245,0,17,0,1055,215,170,63,51,18,62,16
SAK_RS10550,495,408,207,22,14,1,1249,185,199,67,81,27,56,12
SAK_RS10555,11056,19932,19009,321,292,292,11467,4441,3977,3758,3522,244,821,148
SAK_RS10560,942,1170,1200,32,20,3,2355,605,642,818,917,35,65,25
SAK_RS01060,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAK_RS10565,5021,5318,5150,86,80,7,9665,2118,2041,2548,2962,202,293,113
SAK_RS10570,2025,1910,1983,54,18,1,5357,1035,1098,1180,1272,56,104,29
SAK_RS10575,4936,5442,4535,32,61,2,6579,2107,2150,2186,2153,113,215,68
SAK_RS10580,3059,3425,2896,31,33,5,3949,1006,988,1089,1154,46,71,21
SAK_RS10585,1597,1611,1620,5,14,0,1543,556,494,584,543,17,38,10
SAK_RS10590,2754,2603,2515,26,23,1,2647,840,776,870,945,24,49,11
SAK_RS10595,389,615,550,29,18,1,616,172,125,318,354,24,52,6
SAK_RS10600,794,865,794,78,39,3,807,287,338,667,739,44,92,22
SAK_RS10605,6129,3442,1911,85,48,3,10439,2404,2502,739,607,147,183,40
SAK_RS10610,1286,982,513,17,3,1,6509,1413,1343,205,247,50,56,9
SAK_RS01065,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAK_RS10615,1044,1095,1043,8,14,0,555,271,276,198,209,14,31,5
cbiO,1183,1122,1022,20,8,2,1355,454,477,419,495,19,43,19
cbiO,3088,2855,2537,45,26,2,2477,1551,1527,1841,2090,50,84,21
SAK_RS10630,1736,1603,1384,12,18,1,961,498,537,575,597,21,35,12
SAK_RS10635,1667,1447,1475,3,13,1,2221,641,659,781,716,36,55,12
SAK_RS10640,864,1048,824,0,11,2,737,213,217,241,182,8,30,2
SAK_RS10645,474,475,324,5,0,0,1074,258,299,380,302,3,5,2
SAK_RS10650,1783,1485,1119,7,13,0,3355,687,604,969,870,21,30,12
SAK_RS10655,2729,4351,2701,23,50,2,1299,1005,968,821,882,45,106,34
SAK_RS10660,449,942,515,0,6,0,227,112,107,64,40,3,17,3
ipk,1659,2199,1864,12,18,3,2017,570,491,441,425,14,77,16
SAK_RS10665,8157,7856,5091,67,97,17,8952,2845,2869,1793,2229,233,305,85
SAK_RS10670,399,618,658,26,19,2,606,195,221,427,480,39,49,18
SAK_RS10675,376,667,507,8,16,1,428,118,138,247,186,21,39,11
SAK_RS10680,544,450,329,1,6,0,121,66,83,113,58,2,9,2
SAK_RS10685,176,420,358,333,249,45,2532,610,537,2516,2928,352,1243,388
SAK_RS10690,62,123,76,149,72,2,180,68,60,383,477,114,355,143
SAK_RS10695,200,330,252,478,223,28,387,90,109,809,1038,387,1340,491
SAK_RS10700,84,185,117,194,142,10,177,55,65,436,527,212,651,221
SAK_RS10705,55,121,93,213,103,26,155,28,39,303,353,126,565,202
SAK_RS10710,3057,2704,2312,49,52,5,2029,960,964,805,685,40,98,23
SAK_RS01075,1018,1447,1301,1,16,1,1656,482,402,425,343,8,49,12
SAK_RS10715,289,283,220,2,0,0,154,102,91,46,51,2,3,0
SAK_RS10720,896,994,919,8,14,1,781,239,273,389,363,13,32,10
SAK_RS10725,8115,8539,7459,49,68,7,10521,2973,3070,4139,4085,99,297,91
SAK_RS10730,1137,1628,1074,3,13,0,927,259,268,187,155,23,45,9
SAK_RS10735,142,53,67,1,0,0,16,0,4,1,0,3,7,0
SAK_RS10740,12,5,7,0,0,0,1,2,0,0,0,0,1,0
SAK_RS10745,1,2,1,0,0,0,12,0,1,0,0,0,0,1
SAK_RS10750,528,443,327,3,6,0,246,187,282,177,164,5,28,4
SAK_RS10755,3084,2201,1804,42,44,2,3709,855,850,2757,2540,61,161,68
SAK_RS10760,181,302,299,11,11,1,845,119,131,396,420,14,22,6
SAK_RS01080,1733,2301,2217,43,27,2,3353,975,863,932,1128,44,104,36
SAK_RS01085,1179,2283,2001,18,33,1,1278,571,506,627,502,29,110,25
SAK_RS01090,59,30,28,22,24,1,356,42,28,39,51,25,65,23
SAK_RS01095,3583,3370,3288,34,51,1,3496,951,920,1036,905,40,162,39
SAK_RS01100,8127,6586,5372,124,73,8,12619,3192,3115,2863,3187,175,309,113
SAK_RS00115,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAK_RS01105,32682,30907,35259,426,336,186,31303,9328,8454,12205,13671,416,1291,427
SAK_RS01110,36808,40217,41830,488,520,330,40982,11813,10648,14578,17070,558,1929,671
SAK_RS01115,4911,3989,3132,5,5,1,1058,1435,1317,539,598,9,9,13
SAK_RS10775,44,49,26,0,0,0,86,22,32,6,5,0,0,0
SAK_RS01120,23,33,14,0,0,0,45,13,23,6,6,2,0,0
SAK_RS01125,13,7,4,0,0,0,7,2,4,1,1,0,0,0
SAK_RS01130,18,12,12,0,0,0,13,4,1,3,2,0,0,0
SAK_RS01135,7,7,2,0,0,0,8,3,0,2,2,0,0,0
SAK_RS01140,9,11,10,0,0,0,19,5,7,6,5,0,0,0
SAK_RS01145,14,14,7,0,0,0,34,12,6,1,7,1,0,0
SAK_RS00120,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAK_RS01150,1839,1351,1151,18,21,0,1681,273,246,303,322,32,69,16
SAK_RS01155,7868,6346,5125,127,97,11,10095,2339,2109,3291,3562,179,424,95
SAK_RS01160,70,110,68,0,4,0,82,42,19,38,34,5,5,1
SAK_RS01165,86,230,122,0,3,0,11,5,9,8,9,10,3,1
SAK_RS01170,750,1069,823,1,26,1,273,159,140,91,93,27,52,14
SAK_RS01175,1119,1209,1141,27,24,2,3024,475,447,802,979,31,67,19
SAK_RS01180,1351,1470,1378,30,17,4,3538,544,527,821,1044,36,101,28
SAK_RS01185,53,98,85,0,3,0,95,23,20,28,37,0,0,0
SAK_RS01190,395,348,371,2,2,0,557,224,250,323,234,3,6,0
SAK_RS01195,616,732,598,2,3,1,610,151,152,242,201,13,17,3
SAK_RS00125,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAK_RS01200,1290,1256,1242,30,15,4,1646,622,558,940,1017,32,45,21
SAK_RS01205,271,247,206,1,3,1,347,78,78,97,85,2,10,2
SAK_RS01210,13,24,16,3,0,0,23,6,6,12,13,2,1,0
SAK_RS01215,544,563,556,18,6,0,726,407,404,554,673,3,14,8
SAK_RS01220,1222,1090,1092,38,16,0,1627,544,532,936,1075,25,55,14
SAK_RS01225,484,374,332,11,13,0,647,195,198,349,338,28,44,7
SAK_RS01230,6,19,5,2,2,0,21,5,6,6,7,103,2,9
SAK_RS01235,15,16,11,1,0,0,23,2,13,19,22,344,3,15
SAK_RS01240,637,362,245,21,14,99,613,178,176,166,154,68,48,28
SAK_RS01245,168,94,48,7,3,17,144,49,50,39,54,12,11,8
SAK_RS00130,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAK_RS01250,116,76,39,3,3,9,92,26,23,21,22,7,10,4
SAK_RS01255,147,125,92,4,2,11,176,58,51,55,45,10,9,3
SAK_RS01260,115,96,50,0,3,5,86,23,24,22,20,9,4,4
SAK_RS01265,72982,65455,51203,566,350,31,75915,26436,24069,16935,19411,566,1268,535
SAK_RS01270,45192,42810,27852,379,263,9,60967,22413,18342,13659,13842,311,891,458
SAK_RS01275,114,145,78,2,4,0,194,57,52,75,65,2,8,3
SAK_RS01280,25,26,20,2,1,0,43,11,6,21,32,0,2,1
SAK_RS01285,105,100,66,9,4,0,112,35,32,79,81,8,20,7
SAK_RS01290,143,90,87,6,4,1,149,59,55,75,51,4,13,6
SAK_RS01295,139,137,116,10,6,1,149,57,56,83,115,6,17,5
SAK_RS00135,146,104,87,4,2,0,28,15,64,17,19,0,7,0
SAK_RS01300,105,140,123,9,6,1,289,113,79,859,871,9,37,16
SAK_RS01305,8815,10562,7357,189,153,229,1931,2969,2930,4137,3174,60,286,77
SAK_RS01310,5944,6638,7108,69,64,5,5949,1669,1737,2222,2438,90,210,66
SAK_RS01315,2491,2966,3336,20,24,1,3171,929,1011,1423,1438,29,97,32
SAK_RS01320,2162,2154,2626,17,19,4,2342,742,649,1010,1078,41,80,28
SAK_RS01325,385,482,561,3,6,0,412,115,101,159,156,6,32,6
SAK_RS01330,3792,4831,5621,43,48,5,4542,1255,1113,1939,2061,79,206,97
SAK_RS01335,1406,1412,1894,16,21,5,1358,403,408,660,694,20,71,25
SAK_RS01340,783,892,864,29,11,1,1511,273,257,466,550,15,45,16
SAK_RS01345,875,921,1083,25,13,0,1967,370,381,753,937,17,28,12
SAK_RS00140,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAK_RS01350,9263,7046,5430,44,31,2,5439,1740,1790,1603,1811,51,94,39
SAK_RS01355,13358,23604,19010,186,230,369,36915,8445,7887,6947,7660,241,633,250
SAK_RS01360,10707,19089,16205,201,246,169,25513,5663,5398,5209,5515,241,910,183
SAK_RS01365,417,500,359,38,15,0,1968,318,268,268,299,83,80,20
SAK_RS01370,205,255,195,26,10,0,1133,125,121,146,150,13,36,9
SAK_RS01375,16,14,2,1,1,0,3,0,2,1,1,2,0,1
SAK_RS01380,15,8,3,0,0,0,11,1,6,3,2,2,0,0
SAK_RS01385,14,19,7,0,1,0,4,0,0,1,1,1,0,0
SAK_RS01390,50,54,16,0,0,1,18,4,0,8,4,5,1,1
SAK_RS01395,2,8,4,0,0,1,7,0,0,1,0,4,0,1
SAK_RS00145,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAK_RS01400,68,110,29,3,2,4,35,5,15,8,13,5,3,0
SAK_RS01405,35,60,33,0,1,2,16,11,6,3,3,6,0,3
SAK_RS01410,118,159,54,2,1,4,128,20,21,17,16,12,4,4
SAK_RS01415,71,79,31,0,3,3,57,14,12,12,10,4,0,1
SAK_RS01420,953,745,522,12,17,13,1027,536,521,448,203,52,44,20
SAK_RS01425,514,444,263,8,4,11,437,193,228,160,105,8,11,6
SAK_RS01430,66,53,44,0,0,0,96,25,18,13,20,4,1,0
SAK_RS01435,132,102,69,0,0,0,238,44,46,48,28,3,8,0
SAK_RS01440,169,136,130,3,3,0,426,100,72,81,77,6,8,3
SAK_RS01445,193,199,163,8,5,1,480,121,106,118,113,3,15,8
SAK_RS00150,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAK_RS01450,107,120,88,1,0,0,274,51,45,88,66,4,11,3
SAK_RS01455,135,121,120,5,3,0,405,87,77,120,103,5,7,6
SAK_RS01460,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAK_RS01465,5,7,5,0,0,0,0,0,0,0,0,0,0,0
SAK_RS01470,326,293,269,1,5,0,333,127,117,130,103,3,11,3
SAK_RS01475,3269,2969,3747,2,20,1,2004,924,889,49,31,9,38,15
SAK_RS01480,1349,1811,1451,9,23,2,3587,602,587,820,938,23,76,17
SAK_RS01485,1835,2945,2511,30,22,1,7084,1165,1111,1290,1311,34,127,41
SAK_RS01490,1105,1577,1339,8,10,0,2288,513,493,617,634,18,71,14
SAK_RS01495,2001,3005,2691,30,26,2,3969,1087,1046,1131,1170,24,115,34
SAK_RS00020,103,166,107,1,1,3,207,44,49,41,42,1,7,1
SAK_RS00155,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAK_RS01500,49708,100172,74775,3534,3556,473,47726,116103,97114,109231,92137,8094,7259,13388
SAK_RS01505,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAK_RS01510,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAK_RS01515,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAK_RS01520,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAK_RS01525,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAK_RS01530,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAK_RS01535,42,1,8,0,0,0,2,3,11,1,4,0,0,0
SAK_RS01540,1497,858,465,11,74,42,67,30,102,30,45,26,37,19
SAK_RS01545,274,226,173,9,28,51,112,9,24,8,15,12,45,11
SAK_RS00160,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAK_RS01550,470,279,138,6,10,12,11,15,48,19,24,11,28,4
SAK_RS01555,44,26,13,0,6,1,15,1,4,0,3,2,2,1
SAK_RS01560,159,173,68,0,8,7,278,7,51,15,78,10,10,3
SAK_RS01565,354,276,204,2,5,9,15,11,29,12,9,1,7,2
SAK_RS01570,24,6,4,0,1,0,3,0,1,0,2,0,2,0
SAK_RS01575,155,199,159,1,9,4,36,2,20,2,5,10,9,7
SAK_RS01580,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAK_RS01585,135,141,144,1,0,0,427,53,68,71,81,4,4,3
SAK_RS01590,777,699,720,17,13,0,2692,418,321,300,406,16,53,21
SAK_RS01595,178,159,166,3,7,0,907,108,92,93,98,10,13,5
SAK_RS00165,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAK_RS01600,210,164,132,7,2,0,512,60,69,48,66,7,9,2
SAK_RS01605,68,163,56,0,3,0,99,28,35,19,11,6,5,1
SAK_RS01610,180,172,134,1,1,0,431,172,181,134,126,17,9,1
SAK_RS01615,1380,1168,684,9,16,0,2679,808,631,476,345,16,51,19
SAK_RS01620,1216,1208,605,12,18,1,2535,579,465,374,262,23,58,31
SAK_RS01625,1368,1236,618,6,14,0,1963,444,370,247,200,26,59,32
SAK_RS01630,277,330,269,0,3,0,516,103,99,195,106,8,20,5
SAK_RS01635,96,155,106,0,1,0,162,36,35,55,30,0,5,2
SAK_RS01640,12,15,11,0,0,0,23,7,12,4,1,0,0,0
SAK_RS01645,52,116,78,1,2,0,207,27,31,48,34,5,9,4
SAK_RS00170,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAK_RS01650,58,143,90,1,0,1,248,31,37,85,60,8,8,2
SAK_RS01655,53,92,71,1,2,0,157,29,22,49,45,0,1,1
SAK_RS01660,147,183,140,3,0,2,215,33,35,42,51,20,24,2
SAK_RS01665,65,70,46,3,2,1,139,29,35,58,40,7,3,1
SAK_RS01670,2056,1876,1196,59,61,4,1461,743,742,420,322,38,92,19
SAK_RS01675,934,1211,1001,91,41,4,4747,2552,2758,1144,1237,151,216,73
SAK_RS01680,64,164,53,0,3,1,19,7,9,2,1,0,7,0
glyQ,3203,2931,2350,14,22,6,1489,705,633,894,879,29,62,23
SAK_RS01690,2093,2124,1642,6,17,0,739,302,309,421,287,15,45,16
SAK_RS01695,8476,7977,6150,56,54,1,5291,2237,2061,2607,2669,71,230,98
SAK_RS00175,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAK_RS01700,1303,1289,982,7,5,3,998,521,450,606,750,17,42,20
SAK_RS01705,78,76,65,1,1,0,131,30,48,34,43,0,3,0
glpK,314,386,266,418,98,0,593,210,195,413,507,159,460,196
SAK_RS01715,337,378,282,393,136,0,351,134,115,280,306,230,687,278
SAK_RS01720,163,193,102,138,85,1,103,49,37,87,141,110,310,134
SAK_RS01725,468,496,323,69,49,9,617,208,207,343,392,177,198,51
SAK_RS01730,565,558,389,30,60,0,543,148,139,313,261,152,220,49
SAK_RS01735,16901,12287,12516,359,215,25,11262,5240,5210,5683,5979,441,761,272
SAK_RS01740,1048,953,901,7,10,1,1539,485,432,430,342,25,55,15
SAK_RS01745,3852,3048,3196,52,37,3,6445,1792,1910,1855,1973,55,216,54
SAK_RS00180,312,133,229,0,5,2,7,5,25,8,2,2,5,1
SAK_RS01750,5370,4719,5340,67,100,8,5203,1638,1608,1889,1768,93,341,72
SAK_RS01755,789,739,802,1,1,1,1355,237,203,358,348,5,3,1
SAK_RS01760,2637,2076,1784,23,11,4,3085,859,798,939,1004,37,41,13
SAK_RS01765,5374,4840,3913,46,39,6,7016,2218,1914,2739,2842,103,182,66
SAK_RS01770,3655,2673,2045,42,21,2,4952,981,1028,901,900,39,106,31
SAK_RS01775,986,866,607,6,7,1,1103,202,194,196,130,4,19,9
SAK_RS01780,7888,6162,5169,56,51,6,7805,2187,2160,2195,2336,103,209,89
SAK_RS01785,2816,2285,1978,21,22,1,1351,644,592,813,796,43,86,28
SAK_RS01790,3903,4147,3642,61,71,11,4720,1380,1319,1968,1948,114,203,58
SAK_RS01795,2393,2029,1175,8,1,0,644,138,132,3420,3253,13,18,6
SAK_RS00185,223,161,99,1,5,3,50,3,25,9,11,4,6,4
SAK_RS01800,3529,3396,2446,9,8,2,2466,612,660,4945,5900,21,17,15
SAK_RS01805,3476,3398,2650,15,6,2,2589,675,563,4472,4687,24,50,23
SAK_RS01810,320,353,254,0,1,0,153,37,52,58,49,2,15,2
SAK_RS01815,3545,3297,3211,22,27,2,3584,1683,1427,1213,1292,37,90,32
SAK_RS01820,4455,4250,3799,27,27,5,8664,2037,1861,1428,1652,28,92,33
SAK_RS01825,2947,2885,2522,23,19,0,5901,1684,1628,1402,1620,20,70,19
SAK_RS01830,8671,5682,3562,97,97,5,15168,4424,4410,1666,1905,76,242,110
SAK_RS01835,7942,7202,7072,256,136,9,16479,3134,3153,5407,6746,246,539,145
SAK_RS01840,1458,1446,1319,22,14,2,2077,467,509,692,600,21,57,18
SAK_RS01845,142,154,139,0,1,0,72,23,44,44,35,2,2,2
SAK_RS00190,195,84,72,32,13,12,74,5,9,2,5,17,25,10
SAK_RS01850,3287,3356,2916,37,30,3,2311,1154,1548,1580,1333,25,83,32
SAK_RS01855,2407,2267,2075,31,15,0,6240,1276,1311,1496,1593,50,72,40
SAK_RS01860,6589,5908,5160,80,71,4,10272,2312,2019,3165,2841,166,247,79
SAK_RS01865,2443,1963,1567,39,53,1,307,563,801,833,806,14,59,13
SAK_RS01870,7271,6052,4679,100,84,15,6279,2136,1985,2132,1992,137,328,101
SAK_RS01875,538,448,551,5,10,0,392,124,125,2938,2993,15,70,5
SAK_RS01880,458,273,394,3,6,0,207,99,72,1875,1690,13,60,12
SAK_RS01885,1173,879,890,2,14,0,536,225,204,2304,2098,16,116,22
SAK_RS01890,1000,713,790,11,13,0,527,274,298,2658,2693,24,94,19
SAK_RS01895,986,629,794,9,20,0,323,226,192,2015,1934,31,111,10
SAK_RS00195,50,34,14,0,7,16,231,0,7,0,17,11,7,5
SAK_RS01900,4637,4011,2903,40,50,3,2116,1085,1145,1080,902,74,138,43
SAK_RS01905,1858,2105,1538,38,30,8,1356,747,605,728,598,38,74,27
SAK_RS01910,1947,2283,1837,24,21,2,4636,920,891,791,869,58,105,36
SAK_RS01915,2215,2198,1974,26,14,1,5524,1248,1050,1437,1796,31,65,32
SAK_RS01920,2811,3144,2863,17,28,2,6506,1345,1247,1508,1566,51,91,42
SAK_RS01925,3666,3726,3189,49,50,11,6755,1480,1582,1672,1872,60,181,27
SAK_RS01930,7699,8138,6871,135,119,12,20991,3829,3626,5137,5918,192,492,150
SAK_RS01935,214,293,172,0,2,1,138,59,40,46,46,3,13,5
SAK_RS01940,591,518,462,8,10,0,646,181,147,152,154,14,33,14
SAK_RS01945,434,390,309,10,8,2,612,173,156,197,221,19,37,9
SAK_RS00200,52,22,18,3,10,8,5,0,14,2,0,3,3,2
SAK_RS01950,5361,4586,3569,52,46,7,4759,1659,1571,1516,1588,64,145,40
SAK_RS01955,1792,1464,964,9,22,0,842,336,278,330,256,17,61,9
SAK_RS01960,41,60,23,65,19,0,82,19,13,14,15,59,58,29
SAK_RS01965,625,795,445,8,9,0,1079,238,253,173,188,31,60,19
SAK_RS01970,892,1225,812,30,21,3,1778,482,514,376,426,48,90,25
SAK_RS01975,9,18,9,2,2,0,24,13,6,24,17,0,11,4
SAK_RS01980,10,14,7,1,9,0,25,9,11,8,11,4,13,3
SAK_RS01985,50,56,52,14,24,1,40,25,15,44,55,12,63,13
SAK_RS01990,154,158,114,357,154,1,308,70,67,214,255,307,494,304
SAK_RS01995,65,59,45,226,36,0,144,34,40,120,160,108,194,81
SAK_RS00025,4874,4528,3424,50,49,81,2640,1024,961,957,960,62,143,48
SAK_RS00205,306,198,126,5,6,5,52,14,92,18,69,5,4,1
SAK_RS02000,92,83,67,237,78,0,144,37,52,129,141,186,315,234
SAK_RS02005,4658,4089,1764,26,16,1,1318,511,484,8157,7201,30,60,21
SAK_RS02010,328,258,176,6,2,0,487,85,92,156,213,4,21,2
SAK_RS02015,14,13,6,6,5,0,20,5,5,6,1,2,1,0
SAK_RS02020,5,7,3,3,0,0,12,3,3,3,4,0,3,2
SAK_RS02025,2605,2706,2179,158,379,10,4010,2064,1758,5524,4504,191,916,487
SAK_RS02030,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAK_RS02035,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAK_RS02040,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAK_RS02045,61,64,38,2,14,125,4,2,7,4,9,6,2,0
SAK_RS00210,91,45,39,0,1,3,4,7,31,4,6,0,2,0
SAK_RS02050,690,746,714,5,13,26,44,118,135,156,98,9,19,3
SAK_RS02055,773,921,645,7,14,2,1968,359,342,94,113,15,39,8
SAK_RS02060,837,646,536,1,5,0,152,153,193,122,110,4,11,2
SAK_RS02065,26061,26538,18941,11,39,8,27331,9130,8374,3268,3183,80,76,74
SAK_RS02070,19441,23349,16899,15,48,10,19349,6143,5488,2394,2265,84,142,78
SAK_RS02075,46219,50136,41194,59,112,28,64578,19946,19039,8367,8203,213,328,205
SAK_RS02080,13904,17766,13880,7,86,31,18714,6385,5796,2532,1747,72,147,78
SAK_RS02085,37320,45326,37742,18,54,13,104730,24720,25342,8001,10097,169,203,154
SAK_RS02090,33926,38437,32096,32,42,11,71394,20867,20876,6900,7858,135,160,121
SAK_RS02095,21813,25742,21387,15,29,9,33947,9317,9725,3734,4454,95,117,68
SAK_RS00215,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAK_RS02100,39626,48008,43934,78,61,13,66329,20352,20642,8934,11049,299,276,178
SAK_RS02105,18235,20060,19364,45,25,7,26133,6784,7289,3407,4066,162,158,83
SAK_RS02110,12352,15495,14685,13,32,10,21138,8371,8576,3895,4366,88,103,57
SAK_RS02115,36388,43476,43570,75,88,23,45977,16260,17250,9452,11077,385,361,238
SAK_RS02120,24498,28271,28310,36,47,17,26369,10136,10222,6247,6603,250,224,152
SAK_RS02125,17558,21481,22743,40,50,11,16571,6878,7050,4789,5038,181,151,104
SAK_RS02130,1295,1654,1474,9,4,2,1553,678,700,738,731,15,20,8
SAK_RS02135,2245,2760,2487,51,38,4,2773,1080,985,1533,1648,54,165,49
SAK_RS02140,1802,1928,1813,12,7,0,805,422,449,387,416,5,15,5
SAK_RS02145,1555,1475,1068,16,20,0,1811,525,522,589,488,16,54,9
SAK_RS00220,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAK_RS02150,10648,12167,7398,324,404,51,13364,3477,3301,3027,3506,489,1403,383
SAK_RS02155,7237,8228,5292,208,259,31,10972,2140,2233,1824,2418,344,946,267
SAK_RS02160,9400,10066,6059,260,261,43,9831,2928,2680,2296,2145,362,1012,321
SAK_RS02165,454,811,568,12,12,0,1322,222,249,202,216,16,30,9
SAK_RS02170,551,616,500,0,10,1,66,153,160,164,53,10,19,3
SAK_RS02175,488,994,648,2,4,1,186,162,151,211,146,3,5,4
SAK_RS02180,13847,12980,14895,53,42,4,4438,2251,2272,1209,1219,102,334,64
SAK_RS02185,984,668,596,6,6,2,603,148,186,156,154,10,23,1
SAK_RS02190,1686,1288,1052,5,12,5,1737,466,503,338,275,22,54,17
SAK_RS02195,4068,3730,3190,31,34,1,8388,1716,1811,1789,1803,45,192,42
SAK_RS00225,8,1,4,0,3,1,0,1,3,0,0,1,0,0
SAK_RS02200,175,336,289,3,8,0,717,119,77,158,98,10,24,7
SAK_RS02205,208,385,372,23,11,0,2014,278,255,408,576,14,37,8
SAK_RS02210,262,349,239,1,7,0,139,48,50,32,15,16,16,5
SAK_RS02215,6,1,1,0,0,0,3,1,1,0,3,0,1,0
SAK_RS02220,471,394,312,11,10,0,378,156,152,206,179,7,15,10
SAK_RS02225,1059,918,641,2,17,0,1086,360,357,386,316,17,32,12
SAK_RS02230,3276,2895,2313,57,38,0,3901,974,927,939,1055,97,162,50
SAK_RS02235,2952,2670,2379,51,27,3,3418,1312,1334,1286,1347,85,140,36
SAK_RS02240,87,80,55,1,2,1,80,14,16,12,21,0,10,5
SAK_RS02245,2847,2665,2198,32,18,2,4075,1158,1076,1094,1050,49,98,25
SAK_RS00230,102,50,67,0,1,0,2,5,17,4,4,0,1,0
SAK_RS02250,7167,7172,5799,62,87,26,10408,2457,2162,2485,2606,185,326,103
SAK_RS02255,2083,1934,1573,12,13,1,3227,889,661,839,737,44,75,17
SAK_RS02260,1774,1544,1395,25,16,4,2490,418,365,366,399,41,77,15
SAK_RS02265,18127,16948,15442,197,175,77,38950,7465,6852,7143,8156,507,851,269
SAK_RS02270,1817,1850,1607,9,32,0,1886,437,395,480,423,33,73,23
SAK_RS02275,73,106,57,16,6,0,131,17,18,22,17,15,35,4
SAK_RS02280,232,268,207,9,13,0,289,78,80,109,113,8,12,21
SAK_RS02285,2103,1795,1561,45,63,2,2597,703,701,888,917,92,118,167
SAK_RS02290,310,300,267,4,7,0,315,80,86,114,80,14,22,12
SAK_RS02295,831,773,704,14,7,1,1556,543,573,646,785,16,22,11
