gene_name,A909_CDM.1,A909_CDM.2,A909_CDM.3,A909.1,A909.2,A909.3,dsaeR_CDM.1,dsaeR_CDM.2,dsaeR_CDM.3,dsaeR_THY.1,dsaeR_THY.2,dsaeR.1,dsaeR.2,dsaeR.3
SAK_RS03915,4,2,4,0,0,0,4,1,1,0,0,0,0,0
SAK_RS03920,1614,2154,1828,6,30,1,1542,467,411,458,450,37,48,18
SAK_RS03925,438,421,322,16,19,0,455,120,138,107,100,49,62,7
SAK_RS03930,215,226,178,14,8,2,147,36,38,42,52,38,31,1
SAK_RS03935,228,216,183,4,13,1,81,54,55,68,54,22,43,4
SAK_RS03940,92,96,49,12,2,2,149,36,44,30,20,37,22,3
SAK_RS03945,177,222,116,3,12,3,245,63,79,49,66,96,47,15
SAK_RS03950,202,241,149,20,13,3,469,100,115,69,75,97,54,17
SAK_RS03955,52,54,29,1,5,0,56,6,6,7,11,30,16,11
SAK_RS00400,96,142,90,4,2,1,114,38,31,22,18,3,14,1
SAK_RS03960,132,172,108,11,9,1,274,53,81,32,54,65,37,8
SAK_RS03965,375,449,281,14,17,1,498,130,157,67,96,155,89,21
SAK_RS03970,321,388,196,5,18,1,324,86,69,37,26,93,76,21
SAK_RS03975,1087,1263,658,30,50,10,1629,384,372,188,165,259,219,76
SAK_RS03980,747,726,317,17,25,5,772,216,204,100,61,133,111,37
SAK_RS03985,1872,1821,793,78,75,11,2871,679,712,247,347,274,230,61
SAK_RS03990,1189,1351,522,11,35,5,1750,425,437,162,178,102,101,28
SAK_RS03995,604,593,251,13,24,3,971,235,211,89,76,47,53,15
SAK_RS04000,21,9,5,0,1,0,34,5,9,1,1,1,5,5
SAK_RS04005,46,24,17,8,5,2,191,26,34,6,2,7,10,7
SAK_RS00045,467,541,333,0,10,0,2018,369,371,340,321,12,31,7
SAK_RS00405,675,840,636,13,7,1,635,416,452,610,573,54,35,21
SAK_RS04010,145,126,48,8,11,1,363,59,68,11,15,7,60,27
SAK_RS04015,161,143,68,15,28,7,442,76,70,25,17,17,68,61
SAK_RS04020,6,9,2,0,1,0,16,1,1,8,3,0,1,1
SAK_RS04025,8,6,6,1,1,0,17,1,3,8,8,0,1,0
SAK_RS04030,17,6,4,3,2,1,30,7,9,10,6,0,6,1
SAK_RS04035,18,7,10,0,0,0,35,4,8,7,5,1,1,0
SAK_RS04040,18,11,11,1,3,0,43,7,10,5,7,2,0,0
SAK_RS04045,21,17,12,0,0,0,34,6,13,9,7,0,2,0
SAK_RS04050,30,17,11,0,0,0,47,10,11,7,7,0,2,0
SAK_RS04055,4,1,3,0,0,0,3,0,1,0,0,0,0,0
SAK_RS00410,1505,1276,1175,13,9,3,1045,406,418,561,582,11,26,13
SAK_RS04060,5,2,2,0,0,0,9,3,2,2,2,1,1,0
SAK_RS04065,21,18,14,0,0,0,60,15,14,22,24,0,0,0
SAK_RS04070,680,832,723,24,18,1,2486,280,309,456,498,24,58,11
SAK_RS04075,23,34,36,73,11,0,104,18,43,101,115,24,36,17
SAK_RS04080,271,548,634,1,3,0,427,159,143,178,164,2,5,2
SAK_RS04085,1768,538,946,1,2,0,650,303,349,1665,1446,4,5,6
SAK_RS04090,2404,795,1189,0,1,0,707,370,427,1880,1565,2,2,6
SAK_RS04095,236,189,123,9,3,0,179,59,55,55,56,0,15,3
SAK_RS04100,515,561,451,3,4,0,1255,287,303,221,203,6,21,4
SAK_RS04105,165,166,136,27,14,0,359,142,139,85,89,17,78,26
SAK_RS00415,1703,1422,1520,32,9,3,2829,1550,1548,2240,2501,18,28,13
SAK_RS04110,210,171,145,41,24,0,637,182,203,105,139,53,113,28
SAK_RS04115,1,1,3,0,0,0,1,0,0,2,0,0,1,0
SAK_RS04120,30,29,20,0,1,0,33,5,12,14,11,1,0,0
SAK_RS04125,219,232,213,3,4,1,445,109,86,137,137,0,9,4
SAK_RS04130,743,709,601,12,5,0,927,330,280,330,352,4,30,14
SAK_RS04135,19,20,11,1,2,1,30,8,11,35,33,2,11,4
SAK_RS04140,88,95,76,3,7,10,66,27,21,72,93,15,45,5
SAK_RS04145,112,82,62,5,11,8,129,66,31,171,185,15,18,8
SAK_RS04150,61,49,37,1,4,5,59,21,26,69,73,6,24,8
SAK_RS04155,51,39,25,4,1,1,74,20,14,54,67,7,15,7
SAK_RS00420,7758,6940,6711,58,106,6,5761,2585,2523,3572,3451,136,226,61
SAK_RS04160,232,146,98,13,4,5,225,60,64,139,187,19,34,11
SAK_RS04165,1293,1194,776,36,39,0,1941,728,619,910,900,18,75,26
SAK_RS04170,2590,3784,3642,119,98,7,5093,1680,1681,2098,2518,116,313,105
SAK_RS04175,1620,1498,1399,33,17,1,2521,913,851,1142,1187,40,91,34
SAK_RS04180,3343,2877,2396,30,34,2,4530,1464,1436,1535,1658,90,174,49
SAK_RS04185,3400,3294,2585,37,43,3,3641,1065,1018,1166,1145,117,212,63
SAK_RS04190,9625,8520,6090,56,108,13,11228,3700,3474,2501,2832,99,220,65
SAK_RS04195,103,133,77,1,1,1,91,20,22,20,16,3,8,1
SAK_RS04200,728,562,381,1,2,0,449,168,158,144,125,8,13,4
SAK_RS04205,190,114,105,17,9,0,311,140,110,142,81,9,22,12
SAK_RS00425,393,572,483,149,940,277,523,143,209,5871,8114,713,2403,675
SAK_RS04210,182,439,152,9,3,0,878,242,200,1733,1469,13,31,9
SAK_RS04215,247,460,182,11,7,0,1548,272,235,2108,2356,20,27,11
SAK_RS04220,304,544,205,7,9,0,2085,314,227,2083,2437,34,41,17
SAK_RS04225,324,387,172,8,6,1,1551,176,163,1207,1356,27,31,12
SAK_RS04230,2221,2317,2035,49,34,2,3255,1218,1175,1506,1620,46,100,25
SAK_RS04235,3901,4117,3640,64,58,5,5356,1743,1653,2171,2337,134,229,74
SAK_RS04240,2776,2875,2516,85,30,3,4101,1499,1358,1899,1857,70,156,45
SAK_RS04245,1001,1019,1093,16,22,1,1031,421,399,500,572,30,62,20
SAK_RS04250,795,717,757,13,2,1,1100,382,394,316,286,7,26,4
SAK_RS04255,5079,4263,4276,67,41,5,7879,1968,1914,2394,2618,117,206,60
adhP,223,442,226,442,414,100,212,144,141,897,1024,524,1220,557
SAK_RS04260,814,693,541,18,21,0,1081,231,240,286,301,30,65,16
SAK_RS04265,1096,944,846,50,20,3,2792,681,668,1028,1196,40,76,25
SAK_RS04270,2675,2373,2180,119,84,0,5008,948,853,1447,1597,115,264,85
SAK_RS04275,1820,2069,1778,12,20,0,1409,551,551,1751,1570,11,48,11
SAK_RS04280,1956,2324,1876,2,9,0,1288,630,593,1700,1463,15,39,8
SAK_RS04285,55,57,36,0,1,0,5,2,5,17,18,2,1,0
SAK_RS04290,108,108,78,2,0,1,230,73,51,33,29,2,3,2
SAK_RS04295,4273,3594,3013,47,53,2,3658,834,782,955,945,55,174,47
SAK_RS04300,973,913,755,15,14,0,514,193,174,211,214,13,51,8
SAK_RS04305,2956,2355,1499,31,28,3,630,449,504,1142,1000,46,56,10
SAK_RS00435,860,1180,664,34,37,1,1631,420,437,332,389,63,129,40
SAK_RS04310,6022,4826,5059,82,62,9,7233,2639,2425,4635,5559,95,181,67
SAK_RS04315,4108,3282,3317,56,47,0,6951,1967,1937,3600,3976,78,163,60
SAK_RS04320,2216,2005,1857,46,51,2,3904,1101,1039,1927,1962,41,91,39
SAK_RS04325,2243,2223,2052,37,48,4,3743,1084,790,1530,1039,49,143,71
SAK_RS04330,2046,2370,2102,19,41,3,256,550,522,410,295,11,44,7
SAK_RS04335,378,442,564,8,9,0,488,126,148,115,123,17,46,18
SAK_RS04340,1014,988,1953,25,35,1,981,315,348,450,470,39,124,38
SAK_RS04345,406,413,472,12,9,0,149,120,110,140,111,9,30,9
SAK_RS04350,337,428,423,1,1,2,114,96,89,57,41,2,5,1
SAK_RS04355,805,1045,923,19,26,1,1120,458,477,736,590,23,70,16
SAK_RS00440,607,647,485,35,28,0,567,210,173,182,181,38,81,25
SAK_RS04360,318,451,168,0,1,0,262,66,37,54,60,29,10,1
SAK_RS04365,266,260,123,0,1,0,254,64,41,71,63,18,7,1
SAK_RS04370,849,764,366,2,8,0,1074,277,199,274,317,69,14,18
ribH,414,351,165,0,8,0,363,110,92,101,107,23,7,3
SAK_RS04380,4878,5032,4305,95,57,2,8126,1664,1738,1625,1752,89,298,68
SAK_RS04385,1018,695,539,4,8,0,300,285,271,214,161,14,17,2
SAK_RS04390,457,555,339,40,24,1,1351,283,242,213,271,35,92,24
SAK_RS04395,325,353,206,12,10,1,810,142,111,104,86,10,35,9
SAK_RS04400,186,143,107,1,4,0,260,125,104,84,85,2,1,1
SAK_RS04405,1325,1190,1148,22,19,2,1200,255,239,292,251,24,98,18
SAK_RS00445,18357,17343,16655,149,135,227,17829,4967,4592,4329,4105,177,541,167
SAK_RS04410,488,372,315,4,7,0,91,69,73,72,68,1,12,3
SAK_RS04415,1331,1224,898,11,16,1,344,252,240,292,285,6,24,4
SAK_RS04420,5505,5077,3740,67,68,2,12796,2450,2313,2409,2517,61,280,62
SAK_RS04425,5620,5693,4000,53,67,1,9109,2071,1835,1890,1742,182,346,60
SAK_RS04430,1737,1655,1429,15,21,2,997,361,373,480,489,29,48,16
tuf,163388,188213,165805,6255,4709,3471,393561,98420,93608,87308,107631,4581,12338,4134
SAK_RS04440,17262,15272,12227,197,246,36,22157,6614,6542,5301,6474,224,656,199
SAK_RS04445,19630,17665,14361,163,203,25,21859,6836,6605,5704,6163,145,503,166
SAK_RS04450,4137,4525,3766,40,34,1,7388,1604,1467,1996,2183,42,108,43
SAK_RS04455,1446,1287,1117,4,3,0,941,273,248,367,378,14,38,11
SAK_RS00450,36529,39079,37500,221,333,459,42392,12876,10811,11194,8965,523,1428,340
SAK_RS04460,5871,4591,3937,43,34,3,3108,1549,1591,1295,1221,56,98,34
SAK_RS04465,2441,2300,1820,44,39,3,2711,702,625,772,732,67,109,36
SAK_RS04470,759,983,597,3,5,0,319,387,341,59,51,2,15,2
SAK_RS04475,349,489,294,5,10,1,156,91,83,28,18,7,20,2
SAK_RS04480,556,510,279,20,14,2,913,213,204,142,119,9,44,12
SAK_RS04485,5035,4003,3058,54,44,118,4669,1803,1681,1378,1440,87,115,45
SAK_RS04490,316,312,226,0,1,0,74,146,120,149,94,2,6,4
SAK_RS04495,515,506,370,0,1,0,481,145,142,100,76,5,7,4
SAK_RS04500,690,782,615,4,3,0,917,179,136,90,92,6,7,5
SAK_RS04505,905,1038,754,5,2,0,1589,282,182,158,194,7,6,2
SAK_RS00050,168,226,162,3,2,0,410,56,59,56,57,5,16,1
SAK_RS00455,24968,26156,26708,236,223,351,33838,8681,7495,7858,8521,420,1178,356
SAK_RS04510,17641,27146,32526,25,51,23,17963,4246,4366,5148,4187,41,196,49
SAK_RS04515,94,139,127,5,2,0,224,50,56,66,73,1,5,0
SAK_RS04520,149,239,189,7,8,0,397,63,63,71,68,5,16,0
SAK_RS04525,1849,1677,1180,12,33,4,506,335,373,378,338,10,39,13
SAK_RS04530,5,5,6,1,0,0,26,1,5,5,5,0,0,0
SAK_RS04535,133,142,93,0,7,1,116,53,65,62,47,2,2,2
SAK_RS04540,97,117,78,1,3,0,249,48,42,52,71,3,9,1
SAK_RS04545,249,298,258,6,8,0,741,87,122,220,278,7,14,5
SAK_RS04550,318,208,174,0,1,1,3117,174,156,85,93,12,9,2
SAK_RS04555,223,206,182,5,10,0,270,66,64,80,100,8,15,9
SAK_RS00460,13213,16109,15283,97,103,155,18557,5656,4833,4595,4692,163,477,160
SAK_RS04560,1170,1063,822,6,26,0,828,268,270,351,267,26,50,9
SAK_RS04565,7785,9106,5813,59,73,4,1450,2755,2578,2436,2251,52,113,46
SAK_RS04570,29,31,35,1,1,0,16,9,11,73,58,2,14,3
SAK_RS04575,71,94,71,2,3,0,61,34,24,145,185,18,56,8
SAK_RS04580,170,230,188,15,10,1,354,93,96,245,260,10,63,8
SAK_RS04585,89,162,111,2,3,1,378,76,59,55,61,1,13,1
SAK_RS04590,20,32,30,2,9,0,50,21,16,14,14,0,8,5
SAK_RS04595,45,53,42,5,4,0,87,27,26,19,24,3,28,7
SAK_RS04600,987,915,817,24,25,0,631,235,249,209,188,20,73,10
SAK_RS04605,830,1052,975,20,18,1,718,360,321,350,352,27,46,13
rplB,39595,46461,47472,387,433,468,64320,14582,12498,13020,15010,849,2088,643
SAK_RS04610,1195,1523,1547,11,10,0,2475,606,639,705,834,10,25,5
SAK_RS04615,344,235,547,0,1,0,278,86,134,1420,1316,5,4,7
SAK_RS04620,286,349,310,3,9,2,731,364,463,620,553,8,21,7
SAK_RS04625,170,137,105,1,6,0,402,121,94,59,63,1,8,0
SAK_RS04630,218,198,200,0,1,0,229,71,57,67,75,6,7,3
SAK_RS04635,4237,3018,2248,3,5,1,1749,780,680,303,236,12,28,12
SAK_RS04640,58,66,18,0,2,0,156,37,17,11,8,0,1,2
SAK_RS04645,4887,5678,4942,28,31,1,11705,2177,1911,851,921,41,152,54
SAK_RS04650,685,795,728,3,5,0,1231,251,266,132,127,1,16,8
SAK_RS04655,1619,1584,1217,4,4,2,2359,347,317,187,180,7,22,14
SAK_RS00470,21669,24508,25850,327,216,332,61140,15735,14019,14492,16696,381,790,236
SAK_RS04660,7624,6140,4415,44,43,1,9982,1864,1917,1733,1718,65,217,63
SAK_RS04665,2035,1838,1308,19,21,1,2386,581,552,314,294,27,93,36
alaS,11728,11081,7538,150,133,262,15750,4055,3839,2379,3007,227,612,210
SAK_RS04675,689,986,626,4,4,2,813,274,287,161,192,4,35,6
SAK_RS04680,224,175,140,1,6,0,43,39,35,46,30,4,17,2
SAK_RS04685,9,6,8,1,0,0,12,7,8,5,9,1,4,0
SAK_RS04690,4,8,9,1,0,0,2,2,1,1,3,2,1,0
SAK_RS04695,10,12,11,0,2,0,3,0,1,5,0,1,6,0
SAK_RS04700,145,249,284,0,1,0,53,74,46,77,61,2,0,2
SAK_RS04705,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAK_RS00475,18504,24718,21727,133,175,404,55580,14980,12971,13429,13819,330,873,287
SAK_RS04710,5923,8135,6917,41,53,28,11833,2387,2175,2404,2255,77,213,68
SAK_RS04715,9974,15129,13722,55,91,6,39367,5190,5137,4905,5584,144,348,123
SAK_RS04720,1975,2049,1776,0,17,0,2543,525,615,484,495,14,41,9
SAK_RS04725,9162,6559,5463,99,192,180,6526,2440,2880,2638,2895,87,433,138
SAK_RS04730,60019,47752,37909,523,835,130,62728,21808,20223,19870,21181,697,2211,708
SAK_RS04735,19690,15611,11926,78,102,17,18235,6276,5944,3521,3979,102,342,116
SAK_RS04740,505,860,627,17,16,0,2308,381,402,266,294,15,46,17
SAK_RS04745,730,1114,1084,12,14,0,2502,341,381,578,533,17,48,15
SAK_RS04750,944,1261,978,4,20,1,447,308,284,220,189,13,35,6
SAK_RS04755,805,686,503,2,9,0,613,179,177,148,133,15,21,5
SAK_RS00480,33588,34703,35351,309,342,680,75341,17208,15567,16320,20148,725,1785,513
SAK_RS04760,5884,4425,3787,41,45,5,4903,1464,1428,1534,1582,83,172,48
SAK_RS04765,128,86,59,0,1,0,111,39,57,40,34,1,2,0
SAK_RS04770,517,425,362,14,18,1,470,112,112,159,162,6,22,8
SAK_RS04775,5644,5252,5495,82,91,2,2054,2588,2551,2553,2779,77,233,65
SAK_RS04780,0,1,1,0,0,0,0,0,0,0,0,0,0,0
SAK_RS04785,63,218,124,0,2,0,144,19,24,62,41,10,4,0
SAK_RS04790,62,118,70,0,0,0,46,13,13,30,16,2,3,3
SAK_RS04795,10,7,5,0,0,0,9,2,2,3,4,0,0,0
SAK_RS04800,6,6,5,0,0,0,0,2,4,0,1,1,0,0
SAK_RS04805,20,16,9,1,1,0,26,5,4,10,11,0,3,1
SAK_RS00485,27640,28697,28584,297,336,508,67763,14616,12388,13517,16182,626,1297,541
SAK_RS04810,12,14,4,1,1,0,7,7,1,2,5,1,3,3
SAK_RS04815,8,15,17,1,1,0,10,4,2,4,2,1,1,0
SAK_RS04820,21,20,7,3,0,0,34,12,11,13,22,1,1,2
SAK_RS04825,25,23,19,0,0,0,48,15,13,20,20,1,4,1
SAK_RS04830,20,21,11,0,1,0,20,5,6,6,8,0,2,1
SAK_RS04835,5028,3500,3000,59,58,4,1993,981,1039,1076,1160,95,151,41
SAK_RS04840,672,584,412,12,11,1,921,246,229,280,264,15,26,11
SAK_RS04845,1693,1619,1292,27,20,1,2988,724,697,911,933,52,97,29
SAK_RS04850,1688,1435,1370,30,43,8,1686,452,464,596,737,40,102,36
SAK_RS04855,2126,2104,1867,36,43,2,1820,669,608,992,918,48,129,39
SAK_RS00490,8175,10358,9512,44,98,148,21215,4874,3928,3832,3160,155,355,162
SAK_RS04860,21,50,47,0,2,0,2,7,6,1,0,0,1,0
SAK_RS04865,1893,3037,3094,1,5,0,214,607,646,766,643,5,18,3
ligA,1995,1742,1467,37,32,11,2954,643,669,568,577,45,92,36
SAK_RS04875,1406,1216,1041,18,22,1,1920,458,434,408,389,43,81,28
SAK_RS04880,4199,3378,2991,87,74,4,4232,1200,1142,1205,1032,109,279,95
SAK_RS04885,1526,1158,922,60,104,9,1178,719,599,803,809,130,298,109
glgC,1180,951,765,81,77,3,1608,600,514,885,1161,121,298,131
SAK_RS04895,1007,714,618,44,78,11,945,315,281,545,556,113,301,105
SAK_RS04900,1569,1121,933,80,98,5,1616,529,538,884,909,183,387,147
SAK_RS04905,2123,1617,1263,16,12,1,1292,210,342,327,447,19,80,36
SAK_RS00495,24495,25715,26831,223,207,447,59718,13188,10911,10930,9693,346,951,264
SAK_RS04910,14399,15967,12644,25,118,11,15787,6191,6303,5569,4993,117,316,104
SAK_RS04915,11449,10829,8382,52,100,3,14178,4428,4026,3699,3134,104,315,84
SAK_RS04920,8081,7396,5536,12,70,6,7330,1874,1839,1819,1399,79,237,91
SAK_RS04925,32932,26698,22306,263,281,44,33715,10811,11062,11162,12585,389,888,385
SAK_RS04930,21113,16570,13044,76,160,6,18584,7433,6976,7221,7148,220,576,228
SAK_RS04935,37832,31480,23265,510,305,135,37472,12606,11992,12580,12665,394,1066,351
SAK_RS04940,9915,8204,6261,55,78,3,9924,3424,3330,3291,4055,123,359,136
SAK_RS04945,48,115,111,0,2,0,50,5,10,26,19,1,2,0
SAK_RS04950,4983,4978,4369,35,33,4,5787,1882,1801,2302,2649,54,156,44
SAK_RS04955,705,679,616,6,3,1,682,204,186,305,266,4,14,2
SAK_RS00500,21640,22331,22491,114,185,393,45291,7646,6959,7529,9310,347,986,373
SAK_RS04960,1369,1501,1258,5,9,0,1789,496,458,709,688,5,16,10
pheS,3975,3922,3120,18,14,5,7425,2097,2133,624,644,24,79,26
SAK_RS04970,2330,2429,2089,2,10,2,3402,1220,1152,398,293,15,28,12
SAK_RS04975,9430,9251,8969,54,60,4,21010,5920,5886,2783,3095,65,246,83
SAK_RS04980,538,546,705,6,5,1,865,308,307,242,334,9,12,5
SAK_RS04985,1600,1313,867,19,20,3,3231,549,513,626,679,35,84,10
SAK_RS04990,4102,2714,1792,46,33,3,6091,1222,1190,1270,1230,68,165,54
SAK_RS04995,1253,967,625,4,9,0,1265,270,250,259,257,17,41,16
SAK_RS05000,1095,1055,866,14,8,2,1324,282,289,345,352,14,44,14
SAK_RS05005,1490,1318,1043,25,20,0,2467,648,604,572,611,35,87,23
