GeneID,CovS-LP1,CovS+LP1,CovS-SP1,CovS+SP1,CovS-LP2,CovS+LP2,CovS-SP2,CovS+SP2
FE90_0001,795,1956,494,881,1666,1784,663,559
FE90_0002,1184,3156,614,1441,2369,2562,805,812
FE90_0003,115,147,37,44,147,136,48,32
FE90_0004,1765,2855,706,959,2379,2907,934,766
FE90_0005,212,487,112,153,363,408,169,110
FE90_0006,2034,3266,792,1498,3586,3299,1113,802
FE90_0007,818,653,170,444,1139,690,310,181
FE90_0008,718,797,183,641,1264,802,329,180
FE90_0009,445,457,114,384,809,499,187,114
FE90_0010,1526,2178,504,1014,2634,2125,706,473
FE90_0011,1729,2681,559,1000,2711,2488,847,667
FE90_0012,1863,2946,581,1025,2650,2517,869,733
FE90_0013,9683,13363,2643,6060,14619,11541,3834,3580
FE90_0014,1093,1196,420,474,1429,1058,515,384
FE90_rRNA0001,0,0,0,0,0,0,0,0
FE90_tRNA0002,0,0,0,0,0,0,0,0
FE90_rRNA0003,0,0,0,0,0,0,0,0
FE90_rRNA0004,0,0,0,0,0,0,0,0
FE90_tRNA0005,0,0,0,0,0,0,0,0
FE90_tRNA0006,0,0,0,0,0,0,0,0
FE90_tRNA0007,0,0,0,0,0,0,0,0
FE90_tRNA0008,0,0,0,0,0,0,0,0
FE90_tRNA0009,14,48,14,5,23,63,11,10
FE90_tRNA0010,27,72,41,12,45,97,40,19
FE90_tRNA0011,51,105,83,50,132,127,91,37
FE90_tRNA0012,48,88,78,37,115,104,77,33
FE90_tRNA0013,49,99,59,22,103,124,59,20
FE90_tRNA0014,35,78,52,12,62,97,54,9
FE90_tRNA0015,16,65,33,12,55,107,32,7
FE90_tRNA0016,9,38,17,8,22,67,17,5
FE90_tRNA0017,0,0,0,0,0,0,0,0
FE90_tRNA0018,32,43,37,3,23,37,37,12
FE90_tRNA0019,61,123,77,5,40,130,58,26
FE90_tRNA0020,79,164,77,16,130,218,55,30
FE90_tRNA0021,82,148,54,25,181,203,44,18
FE90_0015,2122,2980,116,637,4197,2689,203,265
FE90_0016,1199,1591,502,1241,2098,1564,698,744
FE90_0017,162,248,125,114,256,247,175,91
FE90_0018,1533,2355,897,2010,2191,2056,1218,1567
FE90_0019,367,573,211,519,581,487,264,398
FE90_0020,192,95,110,38,191,73,146,19
FE90_0021,536,565,431,227,639,443,567,150
FE90_0022,298,315,212,220,458,264,313,111
FE90_0023,220,198,162,153,360,159,202,107
FE90_0024,169,134,104,96,218,102,165,43
FE90_0025,322,288,257,161,488,235,320,74
FE90_0026,220,112,177,68,248,128,291,62
FE90_0027,657,273,359,277,892,271,550,168
FE90_0028,176,84,116,77,210,96,173,69
FE90_0029,244,168,175,155,406,125,250,97
FE90_0030,764,1160,551,582,1120,1083,681,449
FE90_0031,932,1402,484,660,1500,1173,765,513
FE90_0032,182,129,132,104,237,164,125,68
FE90_0033,1508,2192,926,1352,2516,1931,1096,969
FE90_0034,1042,1571,594,1145,1348,1417,866,1080
FE90_0035,757,1136,564,1055,1111,1079,691,987
FE90_0036,2861,4328,1998,3869,4284,4268,2774,3466
FE90_0037,3328,1840,9328,3720,4790,2693,12219,3022
FE90_0038,1572,2106,3308,3148,2290,2605,4410,3635
FE90_0039,638,554,223,399,718,428,306,305
FE90_0040,1132,1681,154,229,1654,1604,176,175
FE90_0041,4239,5419,580,819,5905,4630,777,665
FE90_0042,8283,10053,925,2206,12245,8573,1377,1138
FE90_0043,8702,9681,945,1940,10785,8313,1389,1153
FE90_0044,6762,7559,775,1521,8302,6450,1194,962
FE90_0045,14953,16174,1810,3773,20795,14517,2628,2032
FE90_0046,7689,8495,885,1805,10282,7432,1298,1045
FE90_0047,9054,9874,1108,2391,12951,8418,1605,1242
FE90_0048,12489,13149,1430,3117,16446,11556,2105,1810
FE90_0049,10453,11572,1009,2899,14945,10918,1574,1573
FE90_0050,4788,5498,447,1179,6975,4815,640,588
FE90_0051,8011,8572,895,2480,13463,7859,1377,1083
FE90_0052,9228,10947,1233,2700,14081,9385,1889,1364
FE90_0053,10269,12000,2155,3986,17010,11102,2870,1897
FE90_0054,8284,8888,1674,2247,12189,8078,2357,1301
FE90_0055,2144,2333,191,492,3347,2133,249,250
FE90_0056,7625,7768,622,2056,12446,7365,860,961
FE90_0057,6956,7518,489,1651,11053,6801,677,711
FE90_0058,9360,8872,957,2201,13123,8082,1386,1170
FE90_0059,10128,9216,1195,2620,14934,8242,1611,1369
FE90_0060,2200,2102,159,420,2909,1894,226,236
FE90_0061,10057,10394,583,2597,16642,9784,901,997
FE90_0062,25181,23703,1901,6173,39305,22593,2558,2547
FE90_0063,4445,5330,625,1344,6606,4740,799,709
FE90_0064,6419,7378,715,1338,8477,6355,969,830
FE90_0065,3576,4632,462,725,5182,3839,638,425
FE90_0066,8974,10188,1322,2015,13267,9470,1736,1303
FE90_0067,4790,4945,468,865,7342,4442,586,478
FE90_0068,18629,19653,1475,3157,27716,18540,2036,1658
FE90_0069,6253,6252,393,857,9436,5538,520,427
FE90_rRNA0022,0,0,0,0,0,0,0,0
FE90_tRNA0023,0,0,0,0,0,0,0,0
FE90_rRNA0024,0,0,0,0,0,0,0,0
FE90_rRNA0025,0,0,0,0,0,0,0,0
FE90_tRNA0026,28,31,8,0,7,43,6,6
FE90_tRNA0027,63,80,20,0,17,100,14,13
FE90_tRNA0028,38,51,14,0,12,65,8,8
FE90_tRNA0029,5,16,2,0,10,20,3,2
FE90_tRNA0030,5,17,2,0,11,19,3,2
FE90_tRNA0031,0,0,0,0,0,0,0,0
FE90_tRNA0032,18,29,4,7,51,38,6,0
FE90_tRNA0033,20,24,3,8,53,31,6,2
FE90_tRNA0034,17,31,9,12,53,41,6,10
FE90_tRNA0035,35,111,17,24,149,132,9,13
FE90_tRNA0036,37,122,17,21,179,157,5,9
FE90_tRNA0037,24,53,8,9,91,74,3,5
FE90_0070,86,83,61,62,110,88,65,54
FE90_0071,365,258,225,192,429,213,265,179
FE90_0072,405,318,238,217,487,298,307,223
FE90_0073,999,956,597,438,1029,883,675,472
FE90_0074,2170,2010,1169,1204,2928,2019,1594,1131
FE90_0075,1932,1751,1056,1000,2471,1562,1352,891
FE90_0076,112,149,75,67,170,137,82,40
FE90_0077,858,1884,604,1057,1443,2002,777,512
FE90_0078,3243,4050,3120,3985,5296,3863,4220,3032
FE90_0079,12359,14763,2919,7906,18249,13472,4078,4225
FE90_0080,18702,17872,3234,11104,26526,16556,4215,4895
FE90_0081,1186,821,722,825,1597,719,883,823
FE90_0082,122,90,126,35,191,48,143,38
FE90_0083,165,125,133,59,229,100,201,44
FE90_0084,56,36,32,13,63,39,76,9
FE90_0085,69,40,68,26,96,35,118,17
FE90_0086,50,34,54,29,102,26,85,8
FE90_0087,40,20,53,18,63,30,67,4
FE90_0088,66,35,46,24,70,38,66,6
FE90_0089,1170,1313,484,405,1469,1213,574,356
FE90_0090,2452,2890,977,1544,3376,2612,1375,1170
FE90_0091,135,138,78,70,201,119,99,49
FE90_0092,1025,1282,710,1158,1409,1087,956,755
FE90_0093,1462,1248,689,1265,1910,1141,918,896
FE90_0094,15,13,6,4,14,8,6,2
FE90_0095,397,683,134,163,667,622,172,81
FE90_0096,1552,2355,358,803,2448,2264,443,468
FE90_0097,461,440,195,195,616,416,280,178
FE90_0098,587,523,243,266,745,517,374,221
FE90_0099,696,609,617,523,1089,662,803,383
FE90_0101,47,52,73,54,71,52,95,35
FE90_0102,200,164,185,93,323,179,208,45
FE90_0104,55835,1205,3982,263,75114,1285,5113,264
FE90_0105,4,0,6,0,6,0,4,0
FE90_0106,7,4,5,2,5,5,5,4
FE90_0107,708,847,373,735,1201,816,561,445
FE90_0110,224,229,112,235,350,242,158,106
FE90_0111,246,289,93,189,423,258,117,81
FE90_0112,248,284,82,135,325,269,121,80
FE90_0113,292,411,66,140,524,393,102,71
FE90_0114,3255,3885,966,1421,4828,3652,1298,963
FE90_0115,396,810,152,270,721,657,261,187
FE90_0116,210,619,112,339,362,501,140,206
FE90_0117,160,473,71,218,353,423,73,110
FE90_0118,272,465,69,136,491,336,97,76
FE90_0119,1490,1477,752,687,1827,1434,987,561
FE90_0120,3031,2086,850,785,4258,2029,1021,636
FE90_0121,1519,919,368,382,2304,860,526,283
FE90_0122,922,1738,471,916,1410,1634,664,559
FE90_0123,1886,4833,830,2335,3644,4077,1251,1241
FE90_0124,1921,4003,1639,2861,2601,3880,2403,1978
FE90_0125,789,1483,285,446,1214,1333,340,293
FE90_0126,55,121,11,26,91,94,24,11
FE90_0127,42257,60428,16387,23166,61404,53418,22176,16986
FE90_0128,3258,5901,1707,3794,5861,5374,2384,2504
FE90_0129,67,176,64,148,167,131,70,68
FE90_0130,1421,2807,788,1496,2661,2532,975,1022
FE90_0131,1886,3565,1041,2301,2925,3187,1448,1491
FE90_0132,865,1503,501,1066,1440,1505,663,661
FE90_0133,93,162,39,48,151,141,59,46
FE90_0134,1185,1941,481,719,1824,1598,610,492
FE90_0135,227,341,68,77,389,344,109,57
FE90_0136,8778,10450,3206,4302,11800,10222,4284,3709
FE90_0137,586,819,435,735,962,694,569,513
FE90_0138,213,100,199,121,263,90,252,82
FE90_0139,98,50,157,139,148,42,215,119
FE90_0140,111,37,158,187,138,42,237,133
FE90_0141,71,27,108,99,128,45,167,95
FE90_0142,303,98,329,266,272,115,405,230
FE90_0143,124,40,83,51,105,34,131,47
FE90_0144,120,131,121,105,159,92,142,70
FE90_0145,117,130,79,81,154,124,122,92
FE90_0146,220,145,172,180,290,148,220,103
FE90_0147,129,114,96,124,231,96,150,76
FE90_0148,255,317,171,243,320,300,253,277
FE90_0149,610,1774,570,1587,1021,1799,800,1318
FE90_0150,1585,3817,1091,2244,2409,3717,1312,2085
FE90_0151,1173,2518,596,1704,1781,2346,740,1423
FE90_0152,1157,2568,612,1820,1855,2477,819,1250
FE90_0153,614,780,416,606,723,739,614,458
FE90_0154,3574,6160,6442,6501,6448,6084,8210,7958
FE90_0155,1143,1825,639,949,1751,1790,868,667
FE90_0156,2391,3697,802,1202,3361,3675,1069,1128
FE90_0157,3232,5492,959,1914,5026,5505,1331,1262
FE90_0158,2308,2889,1475,2160,2720,2867,1803,1778
FE90_0159,2554,3691,1746,3147,3935,3753,2348,2117
FE90_0160,1429,2203,1026,1823,2383,2266,1273,1250
FE90_0161,101,150,123,96,193,124,182,79
FE90_0162,40,56,52,34,71,38,67,30
FE90_0163,577,730,540,387,798,663,685,386
FE90_0164,0,0,0,0,0,0,0,0
FE90_0165,0,0,0,0,0,0,0,0
FE90_0166,0,0,0,0,0,0,0,0
FE90_0167,23,32,27,30,24,20,29,19
FE90_0168,46,100,75,92,66,68,107,87
FE90_0169,244,363,227,353,412,299,360,257
FE90_0170,54,76,54,70,64,77,60,55
FE90_0171,16,43,15,45,34,33,42,25
FE90_0172,23,45,44,61,60,66,102,55
FE90_0173,0,0,0,2,1,0,0,0
FE90_0174,0,0,0,0,0,0,0,0
FE90_0175,0,0,0,0,0,0,0,0
FE90_0176,0,0,0,0,0,0,0,0
FE90_0177,86,137,138,201,170,160,212,171
FE90_0178,281,455,344,677,507,414,650,438
FE90_0179,67,106,94,144,131,83,161,104
FE90_0180,186,237,252,268,259,232,379,265
FE90_0181,99,150,129,154,144,130,192,143
FE90_0182,58,50,53,45,78,35,72,49
FE90_0183,29,41,29,31,57,32,50,34
FE90_0184,67,97,63,79,95,72,90,74
FE90_0185,20,19,27,36,32,23,33,26
FE90_0186,33,71,32,57,59,59,72,51
FE90_0187,0,0,0,0,0,0,0,0
FE90_0188,0,0,0,0,0,0,0,0
FE90_0189,0,0,0,0,0,0,0,0
FE90_0190,0,0,0,0,0,0,0,0
FE90_0191,381,467,379,496,671,400,528,417
FE90_0192,305,179,406,300,516,156,447,209
FE90_0193,3548,2803,9928,5755,4779,2370,12306,7279
FE90_0194,3119,2285,8731,4516,4462,1827,10737,5643
FE90_0195,94,64,52,35,121,35,80,35
FE90_0196,29,15,21,22,47,14,30,13
FE90_0197,24,23,21,29,37,14,25,6
FE90_0198,2,0,0,4,2,0,3,0
FE90_0199,0,0,0,0,0,0,0,0
FE90_0200,0,0,0,0,0,0,0,0
FE90_0201,0,0,0,0,0,0,0,0
FE90_0202,0,0,0,0,0,0,0,0
FE90_0203,0,0,0,0,0,0,0,0
FE90_0204,0,0,0,0,0,0,0,0
FE90_0205,0,0,0,0,0,0,0,0
FE90_0206,0,0,0,0,0,0,0,0
FE90_0207,0,0,0,0,0,0,0,0
FE90_0208,0,0,0,0,0,0,0,0
FE90_0209,0,0,0,0,0,0,0,0
FE90_0210,0,0,0,0,0,0,0,0
FE90_0211,0,0,0,0,0,0,0,0
FE90_0212,0,0,0,0,0,0,0,0
FE90_0213,101,71,135,155,170,83,199,96
FE90_0214,318,209,434,497,437,191,565,248
FE90_0215,213,185,203,236,295,172,291,157
FE90_0216,377,241,406,307,440,203,518,231
FE90_0217,189,240,150,145,245,183,266,153
FE90_0218,224,241,273,183,269,213,321,193
FE90_0219,38,43,34,31,50,26,49,23
FE90_0220,67,63,91,38,73,44,100,54
FE90_0221,654,637,966,1000,898,536,1307,782
FE90_0222,337,4206,285,2153,610,4143,487,1247
FE90_0223,449,6299,326,1835,632,6281,527,1237
FE90_0224,397,863,618,744,779,832,769,645
FE90_0225,5687,2740,1593,1253,7306,2299,2353,904
FE90_0226,490,1730,288,794,699,1408,374,565
FE90_0227,798,2429,433,1286,1235,1958,628,770
FE90_0228,7804,13411,3513,3004,10800,11403,4631,3094
FE90_0229,1089,1499,925,807,1686,1318,1247,727
FE90_0230,1338,1727,607,565,1721,1525,774,552
FE90_0231,303,400,85,98,334,333,155,83
FE90_0232,889,1147,345,488,1362,1126,481,342
FE90_0233,6218,6558,762,1896,7732,5648,938,1084
FE90_tRNA0038,8,1,11,2,6,4,13,0
FE90_0234,634,1079,465,530,1127,1048,553,368
FE90_0235,4491,6497,2878,4591,6848,6138,4134,3409
FE90_0236,6073,7945,3090,3763,8354,7786,4432,2965
FE90_0237,530,842,212,323,951,688,310,194
FE90_0238,25733,36330,14235,15111,37960,34537,18514,13996
FE90_0239,793,1601,3937,2986,878,1473,4620,3164
FE90_0240,440,1275,2828,2484,812,1334,3568,2423
FE90_0241,639,1535,3892,3033,1041,1638,5141,3288
FE90_0242,996,2383,5345,3642,1448,2593,7382,4201
FE90_0243,235,593,1277,747,374,660,1538,782
FE90_0244,431,979,1683,1257,666,1027,2068,1031
FE90_0245,347,1051,1643,921,576,1022,2035,1051
FE90_0246,305,1092,1420,817,481,992,1831,911
FE90_0247,642,1564,2152,1613,975,1414,2762,1443
FE90_0248,11,23,34,40,12,24,39,27
FE90_0249,5335,4856,3793,3123,7177,4329,5521,2145
FE90_0250,1707,2297,380,666,3106,2047,580,287
FE90_0251,1807,2546,1515,1438,2277,2539,1826,1411
FE90_0252,1494,2789,1548,1519,2242,2757,2082,1581
FE90_0253,2196,4871,335,446,2792,4418,426,441
FE90_0254,9050,17584,1308,2113,12159,17523,1643,1768
FE90_0255,4257,7847,552,1228,6534,7080,730,814
FE90_0256,2642,5052,286,643,4160,4664,404,458
FE90_0257,12366,20575,2117,4345,21485,20728,2776,2371
FE90_0258,6477,11570,1181,2199,11718,11352,1589,1356
FE90_0259,17622,26501,3313,8241,31293,25712,4476,4185
FE90_0260,8974,11764,2239,3176,12364,11482,2955,2355
FE90_0261,671,846,229,397,1239,874,268,224
FE90_0262,4030,4549,1091,2168,5983,4281,1357,1404
FE90_0263,649,816,193,364,1002,833,251,249
FE90_0264,388,490,101,175,465,418,130,118
FE90_0265,399,478,89,191,553,416,112,114
FE90_0266,462,581,114,232,539,488,189,167
FE90_0267,1234,1873,200,500,1806,1630,356,305
FE90_0268,3339,4966,785,1850,5478,4634,1076,937
FE90_0269,234,282,163,145,292,292,185,155
FE90_0270,123,110,89,139,187,172,100,79
FE90_0271,509,520,377,677,810,599,499,381
FE90_0272,748,809,649,925,1047,721,912,841
FE90_0273,617,920,680,1311,837,887,906,1371
FE90_0274,2235,3889,1758,2410,3710,3754,2250,1896
FE90_0275,3472,5631,2584,3883,6094,6197,3613,2544
FE90_0276,1561,2717,1058,1472,2730,2740,1396,921
FE90_0277,603,983,248,315,1075,928,296,192
FE90_0278,1019,1113,1439,1455,1549,1081,1604,1216
FE90_0279,1966,2324,1689,1353,3064,2143,2032,1103
FE90_0280,2471,3026,1520,1749,3973,3103,2046,1312
FE90_0281,946,1081,485,575,1436,1116,735,407
FE90_0282,1777,2710,888,1449,2748,2652,1367,1411
FE90_0283,1070,1105,1281,819,1665,1165,1725,791
FE90_0284,911,1060,991,704,1669,1050,1162,619
FE90_0285,927,1091,655,567,1411,1205,931,479
FE90_0286,1801,2708,953,1326,3435,2712,1497,861
FE90_0287,1533,2347,572,980,3084,2384,890,530
FE90_0288,2640,4178,542,1184,4664,4336,797,627
FE90_0289,2891,4582,443,1128,5440,4540,615,480
FE90_0290,768,1151,87,235,1488,1117,140,63
FE90_0291,291,474,65,143,580,436,76,55
FE90_0292,2204,3066,406,948,3956,3366,533,355
FE90_0293,1245,1966,232,510,2269,1853,272,176
FE90_0294,3552,6848,8649,5498,4449,6642,10549,7801
FE90_0295,1036,1837,2551,2282,1641,1790,3132,2159
FE90_0296,399,681,1092,871,587,566,1294,868
FE90_0297,1365,2467,3310,3165,2177,2335,4181,2952
FE90_0298,1807,2928,2760,3099,2380,2698,3757,2665
FE90_0299,4767,5432,1349,1280,7585,4651,2014,846
FE90_0300,3715,4661,986,873,5143,3974,1508,660
FE90_0301,2554,2840,544,524,3607,2605,669,295
FE90_0302,3013,5067,1548,1958,4813,4227,2053,1446
FE90_0303,1781,3242,646,866,2555,3410,1043,654
FE90_0304,997,1763,460,771,1617,1908,498,534
FE90_0305,2120,2991,1177,1557,3205,2970,1646,1146
FE90_0306,1298,2381,655,880,2463,2116,833,521
FE90_0307,1666,1893,1437,2120,2317,1732,1849,1933
FE90_0308,875,1905,639,1193,1417,1858,838,786
FE90_0309,668,1033,307,577,779,940,499,360
FE90_0310,1336,1639,632,1008,2083,1704,679,628
FE90_0311,1623,1944,577,823,2331,1915,689,486
FE90_0312,1436,1152,2513,1962,1520,1176,2945,2402
FE90_0313,2001,2784,677,608,2791,2318,876,750
FE90_0314,5989,7299,2161,2063,7508,6427,2898,2265
FE90_0315,4761,5474,1868,1447,5223,4858,2346,1958
FE90_0316,649,877,320,374,889,831,456,377
FE90_0317,553,722,245,314,787,725,392,371
FE90_0318,1111,1378,442,779,1767,1341,518,570
FE90_0319,310,495,93,187,410,469,129,180
FE90_0320,861,2003,186,584,1384,1881,192,188
FE90_0321,1235,2716,242,901,2167,2540,320,254
FE90_0322,1108,2610,186,1045,2191,2743,294,313
FE90_0323,1473,3309,278,1259,2678,3517,357,440
FE90_0324,3059,6684,689,2594,5402,7007,943,862
FE90_0325,1723,4318,2304,7650,2962,4335,3006,4829
FE90_0326,838,1905,1092,4198,1536,2063,1463,2366
FE90_0327,1766,3838,2305,7889,3073,4143,3166,4945
FE90_0328,806,2024,980,4626,1895,2177,1326,2148
FE90_0329,2819,3260,468,726,4486,2752,593,296
FE90_0330,1443,1512,222,380,2385,1235,299,141
FE90_0331,5220,6306,1815,2353,9422,6950,2755,1260
FE90_0332,1425,1673,262,547,2670,1647,378,260
FE90_0333,296,439,187,337,548,511,264,291
FE90_0334,397,642,157,162,608,536,245,132
FE90_0335,945,1400,279,490,1551,1420,327,314
FE90_0336,874,1288,187,359,1196,1260,226,219
FE90_0337,1681,2772,316,608,2382,2568,434,391
FE90_0338,2329,3072,531,996,3381,2855,691,724
FE90_0339,3772,5533,1952,3109,5956,5225,2718,1959
FE90_0340,2849,3815,2944,2522,5120,3552,3897,2679
FE90_0341,3729,3931,3072,3363,5952,4034,4179,3024
FE90_0342,10444,9345,7267,8155,13801,9814,10121,6960
FE90_0343,121,165,95,114,245,156,119,56
FE90_0344,1619,2103,389,1241,2840,1651,525,668
FE90_0345,42,62,11,18,77,38,19,8
FE90_0346,29,32,9,8,40,21,9,7
FE90_0347,64,64,21,16,68,57,34,9
FE90_0348,268,249,100,70,352,217,147,69
FE90_0349,40,48,10,13,60,41,24,8
FE90_0350,32,29,20,13,47,34,19,4
FE90_0351,1490,1863,730,806,2030,1644,932,756
FE90_0352,2580,3021,961,1669,4244,2921,1262,1038
FE90_0353,2345,2992,872,1268,3540,2919,1188,1071
FE90_0354,3728,4595,1281,2074,5945,4288,1801,1430
FE90_0355,75,111,26,27,90,124,39,25
FE90_0356,190,325,50,164,343,367,65,101
FE90_0357,726,1157,305,824,1161,1114,409,478
FE90_0358,833,1112,610,597,890,1116,653,572
FE90_0359,999,1352,799,949,1215,1593,1088,946
FE90_0360,1647,2264,1425,2051,2481,2536,1774,1597
FE90_0361,717,949,297,617,1175,959,460,481
FE90_0362,1196,1659,491,990,1754,1619,660,673
FE90_0363,1187,1954,520,1105,1740,1758,725,794
FE90_0364,1433,2175,626,1379,1927,1988,842,1010
FE90_0365,1269,2371,395,1082,1906,2030,443,580
FE90_0366,791,1546,201,446,1195,1287,227,251
FE90_0367,443,832,251,245,833,918,306,163
FE90_0368,973,1166,390,306,1192,1208,543,261
FE90_0369,2836,4908,1248,1990,4549,4639,1831,1366
FE90_0370,1740,2681,508,961,2543,2649,760,663
FE90_0371,1567,2345,555,880,2259,2136,726,583
FE90_0372,15000,7738,44428,39829,23136,7198,57457,35851
FE90_0373,2506,2325,1354,2626,3961,2217,1659,1455
FE90_0374,4150,4595,2075,4372,6348,4158,3001,2569
FE90_0375,2387,2480,1067,2228,3567,2436,1546,1276
FE90_0376,2967,3310,1234,2885,4607,3217,1788,1594
FE90_0377,2259,2450,733,1572,3079,2206,1062,1058
FE90_0378,752,877,234,584,1071,811,343,337
FE90_0379,131,136,35,115,224,115,53,49
FE90_0380,1326,1553,391,838,1950,1491,580,581
FE90_0381,1414,2355,1411,3743,2570,2364,1877,2756
FE90_0382,380,779,157,392,595,790,290,195
FE90_0383,227,460,117,247,340,444,187,120
FE90_0384,856,1890,391,674,1294,1932,490,436
FE90_0385,1897,3109,719,1172,3152,2712,969,732
FE90_0386,1477,1758,498,851,2028,1783,780,529
FE90_0387,408,444,189,334,630,456,250,183
FE90_0388,1197,1670,668,1374,1691,1475,1017,920
FE90_0389,486,634,272,305,710,547,331,202
FE90_0390,2676,4081,1133,3030,4231,4004,1455,1807
FE90_0391,1421,2237,715,1472,2093,2218,904,1046
FE90_0392,3960,6476,1432,3892,6886,6205,2141,1949
FE90_0393,2703,4776,588,903,4111,4407,798,696
FE90_0394,474,502,188,40,554,415,175,48
FE90_tRNA0039,71,55,59,7,59,51,61,15
FE90_tRNA0040,87,102,24,8,86,72,23,10
FE90_0395,16431,17264,4564,4176,22976,16051,6933,2946
FE90_tRNA0041,14,5,13,7,12,3,15,4
FE90_0396,322,164,121,125,426,148,151,77
FE90_0397,1072,1289,308,501,1243,1125,418,282
FE90_0398,211,249,77,97,223,176,127,84
FE90_0399,1034,1114,268,616,1559,994,470,407
FE90_0400,2374,4390,1260,1738,3690,3700,1464,1532
FE90_0401,593,542,279,414,758,593,374,288
FE90_0402,1403,1792,621,1176,2356,1688,890,724
FE90_0403,804,1425,330,681,1361,1368,429,411
FE90_0404,1921,3066,669,1403,3032,2907,942,830
FE90_0405,1200,1605,413,924,1990,1504,591,544
FE90_0406,2614,3608,731,2212,4280,3532,941,1045
FE90_0407,2150,2804,642,1168,3320,2514,736,691
FE90_0408,2538,3333,694,1362,3731,3253,966,893
FE90_0409,1305,1600,328,710,2057,1516,446,386
FE90_0410,298,361,103,122,422,325,141,94
FE90_0411,856,1129,361,583,1389,1102,399,390
FE90_0412,922,1248,370,591,1321,1239,543,467
FE90_0413,3349,5937,1381,2284,5279,5960,1936,1899
FE90_0414,1833,2923,597,1247,2742,2607,774,876
FE90_0415,3207,4658,1201,3008,5355,4241,1637,1624
FE90_0416,204,368,251,389,369,314,333,255
FE90_0417,240,590,303,408,445,559,416,389
FE90_0418,177,516,167,178,313,435,221,178
FE90_0419,104,295,103,97,165,288,106,88
FE90_0420,57,85,45,59,96,102,73,35
FE90_0421,476,449,355,617,926,484,503,325
FE90_0422,0,0,0,0,0,0,0,0
FE90_0423,19,47,19,20,13,30,20,14
FE90_0424,25,56,24,24,25,45,43,23
FE90_0425,27,70,26,45,34,48,50,30
FE90_0426,32,67,38,39,55,39,62,26
FE90_0427,40,71,41,30,48,84,44,55
FE90_0428,17,38,25,22,25,55,27,32
FE90_0429,43,84,62,50,66,74,55,43
FE90_0430,70,107,58,62,96,108,39,47
FE90_0431,72,143,60,51,96,113,54,45
FE90_0432,219,356,236,257,397,343,367,218
FE90_0433,207,390,172,316,428,374,347,199
FE90_0434,415,580,579,941,533,543,759,748
FE90_0435,330,495,643,1205,526,579,758,897
FE90_0436,40,51,66,118,65,40,93,102
FE90_0437,171,236,281,596,289,215,425,374
FE90_0438,28,52,53,84,40,51,72,89
FE90_0439,7,7,14,20,14,16,11,21
FE90_0440,1,7,7,7,14,5,8,9
FE90_0441,19,19,46,55,28,32,36,31
FE90_0442,28,28,84,93,56,38,95,77
FE90_0443,102,78,165,217,148,65,225,160
FE90_0444,141,122,223,271,184,103,292,213
FE90_0445,108,126,206,404,284,108,324,309
FE90_0446,61,92,80,140,112,74,146,138
FE90_0447,74,114,128,156,113,110,177,167
FE90_0448,274,437,367,635,407,378,422,610
FE90_0449,163,307,205,358,240,224,252,300
FE90_0450,64,96,96,268,92,62,163,196
FE90_0451,172,187,200,489,220,157,296,391
FE90_0452,111,147,151,403,184,109,191,294
FE90_0453,82,135,102,272,160,106,192,216
FE90_0454,224,412,285,399,258,337,470,417
FE90_0455,179,340,294,435,301,324,382,311
FE90_0456,60,64,111,125,80,87,123,114
FE90_0457,715,844,1441,2953,1123,766,1978,2101
FE90_0458,142,149,246,456,220,163,421,348
FE90_0459,312,273,739,1489,460,274,1087,1073
FE90_0460,23,14,31,83,41,17,55,56
FE90_0461,6,4,16,26,11,3,21,17
FE90_0462,211,168,361,523,225,144,474,495
FE90_0463,85,126,146,161,144,121,198,153
FE90_0464,135,142,246,209,171,135,320,211
FE90_0465,28,51,88,111,68,40,113,56
FE90_0466,65,60,82,88,74,55,107,77
FE90_0467,260,205,476,594,293,172,685,551
FE90_0468,327,425,260,410,438,346,430,315
FE90_0469,680,402,550,279,1043,336,660,230
FE90_0470,398,199,238,111,678,159,305,97
FE90_0471,4365,2776,2833,4261,7145,3239,4194,3142
FE90_0472,378,405,386,587,661,368,470,372
FE90_0473,423,507,170,206,466,399,226,147
FE90_0474,28,66,20,37,102,51,30,14
FE90_0475,3851,6400,1347,2132,5921,5948,1883,1647
FE90_0476,611,1198,406,383,821,1071,493,336
FE90_0477,145,269,88,76,203,206,88,67
FE90_0478,538,777,485,509,879,741,628,376
FE90_0479,440,408,277,249,491,466,377,209
FE90_0480,174,249,79,83,141,249,121,65
FE90_0481,305,567,180,233,505,529,204,158
FE90_0482,766,1219,401,567,1179,1182,540,349
FE90_0483,2498,4681,707,1690,3693,4228,995,1007
FE90_0484,2279,2481,619,848,3120,2409,927,630
FE90_0485,3272,4014,896,1500,4542,3849,1295,1093
FE90_0486,9022,12802,1685,2578,12585,10914,2645,1574
FE90_0487,328,975,263,438,394,768,325,295
FE90_0488,128,217,53,60,258,202,63,43
FE90_0489,327,449,157,101,428,378,202,82
FE90_0490,343,399,198,266,571,352,230,160
FE90_0491,90,47,61,39,112,71,77,24
FE90_0492,196,178,231,137,344,157,267,89
FE90_0493,447,565,187,179,637,598,235,149
FE90_0494,5129,6989,4288,8001,8189,6050,5877,5705
FE90_0495,8,8,9,8,18,11,16,7
FE90_0496,126,629,60,321,142,549,72,181
FE90_0497,57,435,35,198,84,312,39,138
