gene,X1_1_ATCACG_L006_R1.fastq.gz,X1_2_CGATGT_L006_R1.fastq.gz,X1_4_TTAGGC_L006_R1.fastq.gz,X2_2_ACAGTG_L006_R1.fastq.gz,X2_4_GCCAAT_L006_R1.fastq.gz,X3_2_CAGATC_L006_R1.fastq.gz,X3_3_ACTTGA_L006_R1.fastq.gz,X3_5_GATCAG_L006_R1.fastq.gz,X4_1_TAGCTT_L006_R1.fastq.gz,X4_2_GGCTAC_L006_R1.fastq.gz,X4_4_CTTGTA_L006_R1.fastq.gz
ABJ53729.1,1524,1248,2138,860,1113,697,1131,970,875,794,1054
Inter.NC_008533.0.1419614.1419714,1,4,2,1,0,1,0,0,3,2,0
Inter.NC_008533.1.622324.622424,0,0,0,0,0,0,0,1,1,0,1
Inter.NC_008533.0.1984881.1984981,0,0,1,0,0,0,0,0,1,0,0
Inter.NC_008533.0.160030.160130,8,8,14,18,9,6,10,3,6,3,8
Inter.NC_008533.1.1094117.1094217,78,74,108,43,44,37,60,48,36,49,47
Inter.NC_008533.0.1178581.1178681,0,0,2,0,0,0,0,0,1,0,0
Inter.NC_008533.0.1660305.1660405,2,3,0,1,0,1,2,0,0,0,1
Inter.NC_008533.1.1292058.1292158,1,0,1,1,0,0,1,0,0,0,1
Inter.NC_008533.0.684941.685041,11,8,8,3,2,4,5,5,2,4,5
Inter.NC_008533.1.53601.53701,0,0,0,0,0,0,0,0,1,0,0
Inter.NC_008533.0.1399652.1399752,0,1,4,0,0,0,0,0,1,0,0
Inter.NC_008533.1.268379.268479,0,0,2,0,2,2,2,1,4,1,0
Inter.NC_008533.1.1256914.1257014,7,6,6,5,6,3,3,1,3,5,0
Inter.NC_008533.0.1267427.1267527,2,0,2,1,2,0,0,0,3,0,1
Inter.NC_008533.0.1718836.1718936,0,0,2,1,0,0,1,0,0,0,1
Inter.NC_008533.0.1441553.1441653,0,1,1,0,0,1,0,1,1,0,0
Inter.NC_008533.1.847706.847806,0,0,1,1,0,0,0,0,0,0,0
Inter.NC_008533.1.1337583.1337683,0,0,0,1,0,0,0,0,0,0,0
Inter.NC_008533.0.340926.341026,0,2,1,0,0,0,0,0,0,0,0
Inter.NC_008533.0.1356652.1356752,0,0,1,1,0,0,0,0,0,0,0
Inter.NC_008533.0.1287542.1287642,64,72,52,51,24,30,35,31,27,37,20
Inter.NC_008533.1.3900.4000,4,1,2,0,2,2,3,3,0,3,1
ABJ54037.1,4,2,24,8,3,4,2,7,2,4,5
Inter.NC_008533.1.115489.115589,1,0,0,0,1,0,1,0,0,0,0
Inter.NC_008533.0.1165106.1165206,1,0,1,1,1,1,0,0,0,0,0
Inter.NC_008533.1.440802.440902,0,1,0,0,0,1,1,1,1,0,0
Inter.NC_008533.0.413831.413931,1,3,5,1,0,1,3,0,1,1,0
Inter.NC_008533.0.512526.512626,0,0,0,0,0,0,1,0,0,0,0
Inter.NC_008533.0.564102.564202,1,0,0,1,1,0,1,1,0,1,0
Inter.NC_008533.1.679808.679908,2,0,0,0,2,0,1,0,2,1,0
Inter.NC_008533.1.699022.699122,0,1,0,1,0,0,0,0,0,2,0
Inter.NC_008533.1.1341346.1341446,0,0,0,1,0,0,1,1,1,0,0
Inter.NC_008533.0.1835322.1835422,0,1,0,3,2,2,1,0,0,1,0
Inter.NC_008533.0.1271727.1271827,3,3,3,1,3,1,2,2,1,2,5
Inter.NC_008533.1.636335.636435,0,0,6,1,2,1,0,0,0,1,1
Inter.NC_008533.1.826033.826133,3,3,0,0,0,0,1,2,0,0,0
Inter.NC_008533.1.939517.939617,0,1,1,0,2,0,0,0,0,0,1
Inter.NC_008533.0.1787250.1787350,0,0,6,0,1,1,0,0,0,0,1
Inter.NC_008533.0.1695049.1695149,0,0,0,0,1,0,1,0,1,0,0
Inter.NC_008533.0.766598.766698,1,5,1,5,1,2,1,1,4,3,1
Inter.NC_008533.1.703265.703365,0,0,1,0,0,0,0,0,0,0,0
Inter.NC_008533.0.1138031.1138131,0,1,0,0,0,0,1,2,0,0,2
Inter.NC_008533.0.1680149.1680249,3,5,7,2,2,4,2,3,6,7,4
Inter.NC_008533.1.1324102.1324202,107,71,121,75,75,58,84,77,67,37,68
Inter.NC_008533.1.1159659.1159759,1,2,4,4,2,2,3,2,5,2,1
Inter.NC_008533.0.200538.200638,1136,799,1329,648,668,516,676,645,613,848,583
Inter.NC_008533.1.1024292.1024392,1,2,2,0,1,0,0,0,1,0,1
Inter.NC_008533.1.1212366.1212466,857,1086,1433,653,624,529,1076,752,765,987,725
Inter.NC_008533.1.1030289.1030389,1,0,2,1,0,2,0,1,1,0,0
Inter.NC_008533.1.285364.285464,0,1,0,0,2,0,0,0,0,0,0
Inter.NC_008533.1.686708.686808,3,2,4,6,2,4,11,6,4,3,6
Inter.NC_008533.1.154636.154736,2,1,0,0,0,0,0,0,0,0,0
Inter.NC_008533.1.1935458.1935558,6,3,19,2,8,2,8,10,2,1,2
Inter.NC_008533.1.492767.492867,0,0,1,1,2,2,0,0,1,0,1
Inter.NC_008533.0.1851693.1851793,4,3,5,1,2,3,2,1,3,4,0
Inter.NC_008533.0.1401952.1402052,1,0,0,0,0,0,0,0,0,1,0
Inter.NC_008533.1.1953420.1953520,1,1,2,0,1,0,0,0,1,1,2
Inter.NC_008533.1.685408.685508,1,0,1,2,0,0,0,0,1,0,1
Inter.NC_008533.0.126929.127029,18,13,24,12,8,9,12,10,11,15,7
Inter.NC_008533.1.469843.469943,1,0,0,0,0,0,0,0,0,0,0
Inter.NC_008533.0.1618223.1618323,0,0,0,0,0,0,0,0,1,0,0
Inter.NC_008533.0.1753193.1753293,2,1,4,2,1,2,4,0,1,0,0
Inter.NC_008533.0.700182.700282,0,0,1,0,0,0,1,1,0,0,0
Inter.NC_008533.1.2040079.2040179,0,1,0,0,0,1,0,0,0,0,1
Inter.NC_008533.1.1953120.1953220,1,1,5,3,1,1,2,1,1,0,1
Inter.NC_008533.0.1957070.1957170,0,0,0,2,1,3,3,1,1,1,4
Inter.NC_008533.0.1449042.1449142,1,0,5,0,2,1,2,1,1,2,2
Inter.NC_008533.0.1280753.1280853,2,2,1,1,4,0,2,0,1,1,0
Inter.NC_008533.1.773233.773333,5,4,10,3,0,3,6,2,5,0,0
Inter.NC_008533.0.1894688.1894788,0,1,0,1,0,0,0,0,0,0,0
Inter.NC_008533.1.1665845.1665945,0,0,0,1,1,3,0,0,4,1,1
Inter.NC_008533.1.523621.523721,2,1,1,1,2,2,2,1,1,2,4
Inter.NC_008533.1.1619146.1619246,170,129,342,159,278,137,434,255,223,205,279
ABJ53680.1,2425,2255,3138,2072,2117,1881,2675,2140,2154,1713,2081
Inter.NC_008533.1.1553887.1553987,1,1,0,1,0,0,0,1,1,1,0
Inter.NC_008533.0.1771550.1771650,0,4,2,2,3,1,1,1,6,2,1
Inter.NC_008533.0.1457780.1457880,0,0,0,1,0,0,0,0,0,0,0
Inter.NC_008533.0.634754.634854,0,0,0,1,0,0,0,0,0,0,0
Inter.NC_008533.1.414545.414645,1,1,2,0,0,0,1,1,0,4,0
Inter.NC_008533.1.298880.298980,0,0,1,0,0,0,0,0,0,0,0
Inter.NC_008533.1.929417.929517,0,0,3,0,1,0,1,3,0,0,0
Inter.NC_008533.1.358245.358345,5,4,5,2,1,7,7,2,6,6,2
Inter.NC_008533.0.208969.209069,378,297,400,327,296,197,249,242,232,180,228
ABJ53656.1,501,397,496,451,355,363,477,400,448,451,397
Inter.NC_008533.0.1408662.1408762,2,4,1,3,5,7,8,8,6,7,2
Inter.NC_008533.0.1539256.1539356,0,0,1,0,0,0,1,0,0,0,0
Inter.NC_008533.0.1280053.1280153,3,4,4,2,1,7,7,3,4,8,5
Inter.NC_008533.1.86325.86425,3,2,5,5,1,3,3,1,4,0,1
Inter.NC_008533.0.469409.469509,147,75,157,76,102,80,156,123,121,65,86
Inter.NC_008533.1.772333.772433,1,0,1,0,1,0,0,0,0,0,0
ABJ54254.1,5054,3899,2988,3884,2298,3652,2860,2208,4548,4695,2427
Inter.NC_008533.1.270879.270979,1,0,2,0,2,2,1,0,0,3,0
Inter.NC_008533.0.1107143.1107243,0,1,0,1,1,2,2,1,1,2,1
Inter.NC_008533.1.889154.889254,0,0,0,0,0,0,2,0,1,0,0
Inter.NC_008533.0.932751.932851,36,51,36,43,31,36,39,23,28,21,17
Inter.NC_008533.1.612996.613096,0,1,0,3,4,1,6,1,3,0,4
Inter.NC_008533.1.258846.258946,1,3,0,8,0,5,6,10,7,4,1
Inter.NC_008533.0.1273027.1273127,2,5,7,7,2,5,3,2,1,1,5
Inter.NC_008533.0.441016.441116,385,497,519,395,430,483,617,458,406,212,454
Inter.NC_008533.0.1754593.1754693,2,0,4,6,2,2,4,1,1,0,4
Inter.NC_008533.0.1494061.1494161,1,1,5,2,4,1,4,4,4,1,1
Inter.NC_008533.0.1362552.1362652,0,1,1,3,0,0,1,1,0,0,0
Inter.NC_008533.1.506560.506660,0,0,3,0,0,0,0,0,0,0,0
Inter.NC_008533.1.174760.174860,0,0,1,0,0,0,0,0,0,0,0
Inter.NC_008533.0.678820.678920,3,1,1,4,0,2,6,3,5,2,3
Inter.NC_008533.1.988459.988559,4,0,4,1,1,1,2,3,3,1,1
Inter.NC_008533.1.522421.522521,1,1,0,0,0,2,1,0,1,0,0
Inter.NC_008533.0.103539.103639,1,0,0,1,0,1,2,1,1,0,0
Inter.NC_008533.0.1856293.1856393,2,1,2,2,2,3,3,4,1,0,0
Inter.NC_008533.1.649193.649293,1,0,2,0,0,0,0,1,0,1,0
Inter.NC_008533.1.724643.724743,6,7,9,5,6,6,10,6,11,5,6
Inter.NC_008533.1.497567.497667,0,3,0,2,2,0,3,0,1,2,1
Inter.NC_008533.0.463848.463948,1,0,0,0,0,0,0,0,0,0,0
Inter.NC_008533.0.1409362.1409462,1,2,0,1,4,4,0,4,5,1,2
rna42,335,441,412,391,246,338,389,315,358,269,268
Inter.NC_008533.1.1790480.1790580,1,0,0,0,1,0,0,1,0,0,0
Inter.NC_008533.1.1932436.1932536,0,0,0,0,1,0,0,0,1,1,0
Inter.NC_008533.1.521521.521621,0,0,2,1,0,0,0,2,0,0,0
Inter.NC_008533.1.325394.325494,0,0,1,0,0,0,1,0,0,0,0
Inter.NC_008533.0.1573696.1573796,0,0,2,0,0,0,0,0,0,0,0
Inter.NC_008533.1.361981.362081,0,2,3,1,1,0,0,0,0,0,0
Inter.NC_008533.1.1212166.1212266,6,7,13,3,8,9,12,6,6,3,5
ABJ54998.1,16,18,28,24,25,22,29,17,20,18,22
Inter.NC_008533.0.1081471.1081571,0,0,2,1,0,0,1,0,0,0,0
Inter.NC_008533.0.479384.479484,23,21,29,11,12,12,11,20,19,14,14
Inter.NC_008533.1.1186716.1186816,1,3,2,0,0,0,2,2,3,2,2
Inter.NC_008533.0.1498461.1498561,0,1,3,0,1,1,0,0,2,3,0
Inter.NC_008533.0.1543853.1543953,0,1,2,0,1,0,0,0,0,1,1
Inter.NC_008533.1.632135.632235,1,0,1,0,0,0,1,0,0,0,0
Inter.NC_008533.1.986659.986759,0,0,0,0,0,0,0,1,0,1,0
Inter.NC_008533.0.1278353.1278453,5,7,1,5,2,2,2,3,5,3,0
Inter.NC_008533.0.729793.729893,0,1,2,2,1,2,1,3,1,0,2
Inter.NC_008533.1.967173.967273,0,0,0,0,0,0,0,0,1,0,0
Inter.NC_008533.1.170217.170317,8,2,11,4,2,7,8,7,6,7,6
Inter.NC_008533.0.460848.460948,0,2,0,0,1,2,0,0,3,0,1
Inter.NC_008533.1.164229.164329,1,0,1,2,1,4,1,1,3,1,1
Inter.NC_008533.0.1594401.1594501,0,0,0,0,0,0,0,0,1,0,0
Inter.NC_008533.0.1150628.1150728,0,1,2,1,2,0,0,0,0,0,1
Inter.NC_008533.0.1063280.1063380,1,0,4,2,1,0,1,0,2,1,0
Inter.NC_008533.0.1317597.1317697,2,3,1,1,2,3,3,1,2,3,3
Inter.NC_008533.1.1342846.1342946,0,1,0,1,0,1,0,0,1,0,1
Inter.NC_008533.1.608508.608608,3,1,1,0,1,1,4,0,2,0,1
Inter.NC_008533.1.821702.821802,0,0,0,0,0,0,0,0,0,0,1
Inter.NC_008533.1.195484.195584,1,1,2,0,0,2,1,1,2,1,2
Inter.NC_008533.0.1859893.1859993,2,0,1,0,1,0,0,1,1,2,0
Inter.NC_008533.1.1294858.1294958,0,0,0,0,0,1,1,0,3,0,0
Inter.NC_008533.0.1863093.1863193,1,1,2,1,2,0,3,0,0,6,1
ABJ55257.1,929,952,1007,949,721,783,975,793,879,698,721
Inter.NC_008533.1.270279.270379,3,2,2,4,4,1,1,0,3,4,1
Inter.NC_008533.0.1825122.1825222,1,1,7,3,0,5,4,0,2,3,3
Inter.NC_008533.1.1796661.1796761,18,24,22,21,6,13,15,13,21,13,12
Inter.NC_008533.0.780693.780793,0,0,0,0,0,0,1,0,0,0,0
Inter.NC_008533.0.1700108.1700208,2,2,6,5,5,4,3,1,3,1,3
Inter.NC_008533.0.1468745.1468845,1,2,4,1,0,2,0,3,0,3,0
Inter.NC_008533.1.324694.324794,0,1,1,0,0,0,0,1,0,1,1
Inter.NC_008533.1.558871.558971,0,0,0,2,0,1,1,0,1,1,1
Inter.NC_008533.1.574881.574981,0,0,1,0,0,0,0,1,0,0,0
Inter.NC_008533.1.514560.514660,3,5,2,2,0,2,4,3,1,5,2
Inter.NC_008533.0.137557.137657,0,0,2,0,1,0,1,1,2,0,0
Inter.NC_008533.1.847006.847106,1,0,2,0,0,0,0,0,0,0,0
Inter.NC_008533.1.503067.503167,2,1,1,0,0,0,0,1,0,0,1
Inter.NC_008533.1.611596.611696,1,3,3,3,6,3,6,3,3,1,2
Inter.NC_008533.0.1659405.1659505,0,1,0,0,0,0,0,0,0,0,0
Inter.NC_008533.0.565076.565176,11,10,15,9,4,6,10,10,7,8,8
Inter.NC_008533.0.1604543.1604643,0,0,0,0,0,1,0,2,0,0,0
Inter.NC_008533.0.653574.653674,0,0,0,1,0,0,0,0,0,0,0
Inter.NC_008533.1.1425119.1425219,109,66,92,57,51,49,39,38,47,48,44
Inter.NC_008533.1.1547663.1547763,2,2,5,4,4,6,7,2,5,3,11
Inter.NC_008533.1.990374.990474,14,11,19,10,11,6,14,9,7,12,3
Inter.NC_008533.0.1392959.1393059,0,0,0,0,0,0,1,0,0,1,0
Inter.NC_008533.1.57101.57201,0,0,0,0,1,0,0,0,0,0,0
Inter.NC_008533.1.620924.621024,2,1,3,1,0,0,2,2,1,0,2
ABJ54192.1,55,53,84,61,66,55,107,65,87,59,62
Inter.NC_008533.1.1006612.1006712,0,0,2,0,0,0,0,0,0,1,0
Inter.NC_008533.1.71225.71325,0,0,2,1,0,0,0,0,0,0,0
Inter.NC_008533.0.1517956.1518056,0,0,1,0,2,0,0,0,1,0,0
Inter.NC_008533.1.1908870.1908970,5,7,12,14,11,10,13,5,14,14,6
Inter.NC_008533.1.954273.954373,0,0,0,0,0,1,1,0,0,0,0
Inter.NC_008533.1.1807157.1807257,16,24,23,23,14,22,27,20,19,18,17
Inter.NC_008533.0.1303140.1303240,0,0,0,0,1,0,0,0,0,1,0
Inter.NC_008533.0.1149228.1149328,0,1,2,1,0,0,1,0,1,1,1
Inter.NC_008533.0.1568996.1569096,0,0,3,1,1,1,1,0,0,0,0
Inter.NC_008533.0.1874334.1874434,0,0,0,0,0,0,0,1,0,0,1
Inter.NC_008533.1.282847.282947,0,1,1,0,0,0,0,0,0,0,0
Inter.NC_008533.1.1043089.1043189,1,1,3,2,2,2,0,1,2,1,1
Inter.NC_008533.0.1086120.1086220,0,1,0,1,0,0,0,0,0,1,0
Inter.NC_008533.0.856572.856672,41,43,39,39,28,45,32,24,40,28,23
Inter.NC_008533.1.863083.863183,2,4,4,1,5,2,4,1,7,2,2
Inter.NC_008533.1.310864.310964,0,0,0,2,0,1,0,0,0,1,1
Inter.NC_008533.0.1772750.1772850,1,4,8,2,2,0,5,1,2,1,1
Inter.NC_005022.0.2310.2410,5,6,8,3,8,2,5,9,7,1,5
Inter.NC_008533.1.1034189.1034289,2,4,4,4,4,3,8,0,6,3,1
Inter.NC_008533.0.1628023.1628123,1,0,0,0,0,0,1,0,0,0,1
Inter.NC_008533.1.379403.379503,1,4,2,2,2,3,3,2,2,1,5
Inter.NC_008533.1.224889.224989,0,0,0,0,0,0,0,0,1,1,0
Inter.NC_008533.0.2039146.2039246,4,2,3,4,1,4,2,2,2,9,3
Inter.NC_008533.0.1004271.1004371,12,11,9,3,4,4,3,0,6,6,1
Inter.NC_008533.0.1903324.1903424,0,0,0,0,1,1,1,1,2,1,1
Inter.NC_008533.0.199239.199339,251,193,295,190,187,153,173,156,149,95,160
Inter.NC_008533.1.148036.148136,0,1,0,0,0,0,0,0,0,0,0
Inter.NC_008533.0.1282753.1282853,1,1,2,3,0,2,0,1,1,3,1
Inter.NC_008533.1.658974.659074,1,2,3,1,0,1,2,1,1,0,3
Inter.NC_008533.0.1770050.1770150,0,0,0,0,1,0,0,0,0,0,0
Inter.NC_008533.0.1581296.1581396,2,2,4,1,1,1,2,3,1,2,1
Inter.NC_008533.0.636211.636311,1,1,2,3,4,3,5,1,1,0,0
Inter.NC_008533.1.857083.857183,0,2,0,0,1,0,0,0,0,0,0
Inter.NC_008533.0.1184584.1184684,7,11,7,3,2,5,8,3,6,6,3
Inter.NC_008533.0.631910.632010,11,10,17,7,12,8,3,9,10,8,8
Inter.NC_008533.1.68425.68525,0,0,0,0,0,0,0,1,0,0,0
Inter.NC_008533.0.1724336.1724436,0,0,1,0,0,0,0,0,0,0,0
SPD_1056,3,7,7,13,3,6,11,6,2,6,6
Inter.NC_008533.1.421849.421949,0,2,1,1,1,3,1,0,5,1,2
Inter.NC_008533.1.1100919.1101019,0,2,2,2,2,1,3,0,2,0,2
Inter.NC_008533.1.805879.805979,0,1,0,4,1,0,2,1,0,1,1
Inter.NC_008533.0.1864893.1864993,0,0,0,0,0,0,1,1,1,0,0
Inter.NC_008533.0.284566.284666,0,0,1,0,0,0,0,1,0,1,0
Inter.NC_008533.0.1449242.1449342,1,0,1,0,0,0,0,0,0,0,0
Inter.NC_008533.0.1559896.1559996,1,2,2,2,3,1,2,2,1,0,1
Inter.NC_008533.1.1908070.1908170,3,3,5,6,9,3,5,1,7,4,1
Inter.NC_008533.1.191884.191984,0,0,0,0,0,0,0,1,0,0,0
Inter.NC_008533.1.1649601.1649701,1,0,1,0,0,2,0,0,0,0,1
Inter.NC_008533.1.627224.627324,0,0,3,3,1,2,1,3,1,1,1
Inter.NC_008533.1.1295258.1295358,62,65,74,54,47,48,50,42,60,54,44
Inter.NC_008533.1.1018492.1018592,0,0,0,0,0,0,0,0,0,0,1
Inter.NC_008533.1.510860.510960,0,1,1,1,1,1,5,2,2,2,0
Inter.NC_008533.0.1104820.1104920,0,0,0,0,0,0,1,0,1,0,2
Inter.NC_008533.0.1654212.1654312,3,2,1,1,2,1,0,0,2,5,2
Inter.NC_008533.1.158636.158736,0,0,0,0,0,0,0,0,1,0,0
Inter.NC_008533.0.905891.905991,5,2,1,3,1,2,5,2,2,0,0
Inter.NC_008533.0.1378676.1378776,0,1,0,0,1,0,0,0,0,0,0
Inter.NC_008533.1.1892563.1892663,2,0,0,1,3,0,2,2,2,3,4
Inter.NC_008533.1.533521.533621,1,1,0,0,0,0,0,0,0,0,1
Inter.NC_008533.0.1642174.1642274,5,1,1,2,4,0,1,1,1,0,5
Inter.NC_008533.1.703965.704065,1,0,1,0,0,0,0,1,0,0,0
Inter.NC_008533.1.585281.585381,2,0,2,0,1,0,2,0,0,1,0
Inter.NC_008533.1.889754.889854,9,9,9,6,12,4,10,3,6,15,10
ABJ54824.1,1,0,2,2,2,0,2,2,1,1,0
Inter.NC_008533.0.1495661.1495761,4,4,6,6,3,7,6,3,9,6,3
Inter.NC_008533.1.955473.955573,1,1,1,0,0,0,1,1,1,1,0
Inter.NC_008533.1.332394.332494,1,1,3,0,0,0,0,0,0,2,0
Inter.NC_008533.0.1982081.1982181,0,0,1,0,0,0,0,0,0,0,0
SPD_0891,0,1,3,3,2,3,1,3,2,2,3
Inter.NC_008533.0.1878675.1878775,26,25,40,26,10,9,17,20,21,19,13
Inter.NC_008533.1.942717.942817,0,0,2,0,0,0,0,2,0,0,0
Inter.NC_008533.1.349945.350045,0,0,0,0,1,0,0,2,0,0,0
Inter.NC_008533.1.1070969.1071069,1,0,1,2,1,1,0,0,1,0,0
Inter.NC_008533.0.1387559.1387659,0,0,0,0,0,0,1,0,2,0,0
Inter.NC_008533.1.487667.487767,0,0,1,0,1,1,0,0,4,0,2
Inter.NC_008533.0.1580396.1580496,3,3,8,3,3,2,3,0,6,3,1
ABJ54970.1,1341,1402,1832,1304,1334,1088,1620,1221,1316,965,1328
ABJ55107.1,1309,1309,1623,1204,1072,954,1361,1078,1046,998,1121
Inter.NC_008533.1.525521.525621,26,40,37,26,34,26,34,26,46,49,24
Inter.NC_008533.0.1287042.1287142,0,0,1,0,0,0,0,0,0,0,0
Inter.NC_008533.0.948274.948374,0,0,3,0,0,0,0,0,1,0,0
Inter.NC_008533.1.845106.845206,1,4,1,1,1,1,2,4,1,1,1
Inter.NC_008533.1.200284.200384,53,64,87,36,56,46,59,52,71,66,46
Inter.NC_008533.1.1119569.1119669,0,0,1,0,2,1,0,0,2,0,0
Inter.NC_008533.0.1810619.1810719,1,0,2,0,1,2,0,1,1,0,0
Inter.NC_008533.1.1446984.1447084,158,154,207,111,93,103,150,122,116,111,110
Inter.NC_008533.1.360798.360898,17,27,27,25,17,20,23,20,20,16,22
Inter.NC_008533.1.386466.386566,1,9,7,3,3,1,3,4,2,2,1
Inter.NC_008533.0.2026611.2026711,0,0,0,0,1,0,1,0,0,1,1
Inter.NC_008533.0.1764951.1765051,4,0,2,1,0,1,0,0,1,0,2
Inter.NC_008533.1.364181.364281,1,0,2,1,0,0,2,0,0,0,0
Inter.NC_008533.0.1139331.1139431,2,3,8,2,2,2,1,1,7,2,3
Inter.NC_008533.0.1383876.1383976,0,1,0,0,0,1,2,0,0,0,0
Inter.NC_008533.0.471412.471512,54,31,58,26,39,26,49,38,26,15,24
Inter.NC_008533.1.451151.451251,1,1,0,0,0,0,0,0,0,0,0
ABJ55382.1,3,5,4,1,5,3,5,3,8,0,3
Inter.NC_008533.1.910183.910283,23,31,20,17,14,20,12,14,18,21,11
Inter.NC_008533.1.596308.596408,1,2,5,4,1,1,4,1,2,6,3
Inter.NC_008533.0.1423914.1424014,4,2,3,2,3,1,2,0,6,2,1
Inter.NC_008533.0.1403852.1403952,0,0,2,0,0,1,0,2,4,1,0
Inter.NC_008533.0.1809019.1809119,0,2,1,0,0,0,0,1,0,0,0
Inter.NC_008533.0.643633.643733,2,0,2,0,0,0,0,0,0,2,0
Inter.NC_008533.0.1351052.1351152,2,1,1,1,0,1,3,1,0,0,1
Inter.NC_008533.0.1608421.1608521,10,10,8,12,3,6,10,2,6,4,2
Inter.NC_008533.0.1404152.1404252,0,1,1,0,0,0,0,0,0,0,1
Inter.NC_008533.1.1226598.1226698,18,15,14,22,16,22,17,21,14,13,14
Inter.NC_008533.1.153636.153736,0,0,0,0,0,0,0,0,0,1,0
Inter.NC_008533.1.177390.177490,0,2,4,2,3,1,2,0,1,3,2
Inter.NC_008533.1.392866.392966,7,7,12,5,10,5,13,9,9,7,4
Inter.NC_008533.0.1827522.1827622,0,0,3,0,0,0,0,0,0,0,0
ABJ54487.1,415,470,585,398,382,389,581,387,365,361,432
Inter.NC_008533.1.848427.848527,0,0,0,0,0,0,0,1,0,0,0
Inter.NC_008533.1.1884179.1884279,3,0,4,3,0,1,0,1,0,1,2
Inter.NC_008533.0.1201379.1201479,0,1,2,0,0,0,0,1,1,0,1
Inter.NC_008533.1.1704697.1704797,59,35,53,56,31,62,52,19,31,14,25
Inter.NC_008533.1.1583355.1583455,1,1,0,2,0,0,0,0,2,1,0
Inter.NC_008533.1.1931236.1931336,0,0,1,0,0,0,0,0,0,0,0
Inter.NC_008533.0.1560596.1560696,0,0,1,0,0,0,0,0,1,0,0
Inter.NC_008533.0.541564.541664,0,0,1,3,0,2,0,1,0,0,0
Inter.NC_008533.1.1044689.1044789,0,0,0,0,1,1,1,0,1,0,2
Inter.NC_008533.1.234189.234289,0,1,3,0,2,0,0,0,0,1,1
Inter.NC_008533.1.681508.681608,1,0,1,0,0,0,1,0,0,1,1
Inter.NC_008533.1.18800.18900,4,2,2,2,1,0,1,1,1,1,0
Inter.NC_008533.0.1209679.1209779,0,1,0,0,0,0,0,0,0,0,0
Inter.NC_008533.1.897054.897154,0,1,1,0,0,0,0,1,1,1,0
Inter.NC_008533.0.932194.932294,65,73,84,45,21,46,57,44,48,38,30
Inter.NC_008533.0.1804508.1804608,9,4,12,4,8,7,13,8,12,7,7
Inter.NC_008533.1.227289.227389,0,1,3,0,0,1,0,0,0,0,0
Inter.NC_008533.0.1383076.1383176,2,2,5,2,2,2,4,0,1,0,2
Inter.NC_008533.1.1978714.1978814,38,31,25,30,17,18,25,17,19,39,19
Inter.NC_008533.0.1934936.1935036,0,0,0,0,1,0,0,1,0,0,1
Inter.NC_008533.0.668794.668894,223,246,296,301,232,245,331,232,257,188,243
Inter.NC_008533.0.1571596.1571696,29,24,27,17,24,17,25,13,31,16,20
Inter.NC_008533.0.416072.416172,121,134,140,157,84,133,132,121,157,127,106
Inter.NC_008533.0.1406862.1406962,8,5,5,7,6,7,12,13,7,6,4
Inter.NC_008533.0.466248.466348,2,3,3,0,0,0,2,1,0,1,0
Inter.NC_008533.1.501367.501467,0,1,2,1,3,0,0,4,0,1,2
Inter.NC_008533.0.1314179.1314279,8,0,4,2,1,1,1,2,2,1,0
Inter.NC_008533.0.57207.57307,1,3,3,1,1,1,1,3,4,1,1
Inter.NC_008533.0.1683249.1683349,4,11,14,7,19,10,15,11,15,15,10
Inter.NC_008533.1.1409436.1409536,171,156,165,85,47,80,111,123,109,147,99
Inter.NC_008533.1.613896.613996,0,1,3,1,1,2,4,0,2,0,2
Inter.NC_008533.1.566381.566481,0,0,1,0,0,0,1,1,0,0,0
Inter.NC_008533.1.74325.74425,0,0,1,1,1,0,0,0,1,0,0
Inter.NC_008533.0.692183.692283,15,11,15,12,4,6,11,13,15,11,5
Inter.NC_008533.1.1009512.1009612,0,1,1,0,1,1,2,0,0,0,0
Inter.NC_008533.1.25052.25152,2,1,3,1,0,1,0,0,3,1,2
Inter.NC_008533.1.858083.858183,1,1,0,0,0,0,0,0,0,0,0
Inter.NC_008533.0.215360.215460,0,1,1,0,0,0,0,1,0,0,0
ABJ53785.1,595,589,649,514,472,383,550,447,505,338,430
Inter.NC_008533.1.1180159.1180259,4,2,2,4,1,4,1,4,2,0,4
Inter.NC_008533.0.1091920.1092020,0,0,1,0,1,0,1,1,1,0,0
Inter.NC_008533.1.154736.154836,0,3,1,0,0,2,0,3,1,0,0
ABJ54597.1,39,40,38,25,20,13,28,32,22,15,16
Inter.NC_008533.0.1379076.1379176,4,5,7,5,5,7,6,2,9,3,1
Inter.NC_008533.0.1712736.1712836,0,0,0,1,0,0,0,0,0,0,0
ABJ54133.1,384,352,542,348,342,284,484,320,365,280,362
Inter.NC_008533.0.1146828.1146928,0,0,0,0,0,1,0,0,1,0,0
Inter.NC_008533.0.1538556.1538656,7,2,3,0,4,1,2,3,0,0,0
Inter.NC_008533.0.1705908.1706008,1,0,0,0,0,0,0,0,1,0,0
Inter.NC_008533.0.1505856.1505956,6,8,4,3,5,4,4,1,5,6,4
Inter.NC_008533.1.1507438.1507538,25,35,48,41,32,23,35,33,22,26,40
Inter.NC_008533.0.88737.88837,0,0,0,0,0,1,0,0,0,0,0
Inter.NC_008533.1.69625.69725,0,0,2,0,0,0,1,0,1,0,0
