X,UA159_1count,UA159_2_count,UA159_3_count,X1995_1_count,X1995_2_count,X1995_3_count
SMU_837,1788,2100,2349,2286,2869,2770
SMU_838,12051,16289,15956,16907,19814,22142
SMU_839,1377,1373,1447,1446,1251,1148
SMU_84,1504,1695,1752,1732,1790,1546
SMU_840c,3829,5935,6628,5860,5404,5503
SMU_841,9572,11263,11449,10666,10186,10398
SMU_842,10785,12699,12968,12435,11839,10809
SMU_843,4449,5676,5701,5197,5494,5423
SMU_844,1312,1539,1508,1341,1157,1137
SMU_845,1179,1466,1598,1551,1281,1278
SMU_846,14554,19678,20664,19905,18916,15740
SMU_847c,59,70,65,47,53,47
SMU_848,3443,4340,4384,4514,4548,3636
SMU_849,5890,6996,7654,7024,6796,6526
SMU_85,1039,1385,1507,1428,1466,1378
SMU_850,1047,1348,1495,1439,1431,1307
SMU_851,848,1123,1304,1278,1186,1208
SMU_852,3100,3943,4180,3900,3537,3207
SMU_853,184,210,231,278,242,254
SMU_854,4052,4745,5349,5040,5490,4940
SMU_855,4072,4940,5161,5453,6389,5512
SMU_856,747,1087,1105,1057,1355,1147
SMU_857,3155,4643,4595,4739,5890,4433
SMU_858,2711,3460,3266,3274,3343,2831
SMU_859,6249,7225,6919,6744,6501,5597
SMU_86,570,593,636,587,673,675
SMU_860,21362,25771,25777,26432,29662,25902
SMU_862,5003,5922,5810,6580,6118,5642
SMU_863,2524,3007,3026,3330,3109,2735
SMU_864,3690,4492,4181,4937,4860,4317
SMU_865,3579,5265,5627,5098,6243,6103
SMU_866,6196,8643,7042,7125,7984,8200
SMU_867,837,1234,1275,1257,1282,1153
SMU_868,1191,1362,1396,1397,1568,1409
SMU_869,3673,4709,4822,4701,5092,5288
SMU_87,822,1187,1279,1191,1375,1308
SMU_870,14319,8681,7637,9198,9118,7974
SMU_871,10702,6668,6410,5765,5483,5122
SMU_872,29742,24082,23058,21107,25214,20409
SMU_873,288,320,346,363,339,294
SMU_874,498,595,505,561,581,514
SMU_875c,53.03,70.01,88.55,85.9,107.59,95.53
SMU_876,383,459,381,337,301,323
SMU_877,8491,9794,9896,9299,8569,7414
SMU_878,4232,5280,5278,5016,4610,4298
SMU_879,1774,2386,2493,2390,2300,1990
SMU_880,3047,4242,4095,3948,3717,3415
SMU_881,7511,9018,9531,8858,8848,7620
SMU_882,7021,8564,9247,8673,8953,8027
SMU_883,14208,15813,15342,14934,15305,14383
SMU_885,1763,1701,1712,1881,1942,1633
SMU_886,1191,1447,1497,1256,1461,1296
SMU_887,2338,3196,3329,2762,2957,2740
SMU_888,9939,10929,11245,11262,11789,9970
SMU_889,11416,14699,15127,14653,14925,13175
SMU_88c,4138,4850,5115,5387,5937,5646
SMU_890,567,813,887,775,697,682
SMU_891,2927,3385,3480,3113,2513,2193
SMU_892,3579,3779,3898,3527,2884,2647
SMU_893,1392,1708,1764,1426,1313,1219
SMU_895,61,83,122,77,75,76
SMU_896,46,58,71,53,37,53
SMU_897,2313,2430,2553,2072,1662,1809
SMU_898,1690,2846,2869,2667,2725,2596
SMU_899,6704,8242,8448,7593,7691,6997
SMU_89c,2076,3071,3019,3483,4051,3593
SMU_900,3542,4066,4294,3853,3834,3722
SMU_901,4385,5120,5474,4469,4356,3693
SMU_902,7881,8611,9020,7917,7320,6574
SMU_905,4150,4811,4843,4481,4273,3640
SMU_906,4936,5278,5291,4995,4709,4166
SMU_909,1102,1534,1480,1471,1820,1621
SMU_91,30494,36633,35531,30855,29361,27313
SMU_910,52578,60098,68190,51573,49148,46590
SMU_911c,1838,2545,2072,2272,2547,2960
SMU_913,13525,16335,15819,16346,20661,17057
SMU_914c,865,815,779,830,852,798
SMU_915c,941,1252,1067,978,919,865
SMU_916c,1411,1461,1506,1253,1094,962
SMU_917c,1161,1130,1020,895,758,743
SMU_919c,891,1032,1097,921,909,780
SMU_921,1176,1858,1473,1632,1533,1451
SMU_922,12447,15010,14486,14914,14646,13328
SMU_923,11672,16456,15287,16641,17317,14395
SMU_924,8755,10611,11400,11822,13077,16076
SMU_925,2364,3826,3442,3518,3948,4404
SMU_926,3659,4186,4032,3606,3156,2982
SMU_927,1809,2434,2521,2296,2044,1796
SMU_928,2209,3340,3089,2725,2550,2560
SMU_929c,1349,2022,1791,1760,1362,1995
SMU_92c,0,0,0,0,0,0
SMU_930c,101,159,86,57,79,45
SMU_932,217,302,250,102,110,101
SMU_933,114,149,162,66,63,55
SMU_934,411,456,451,253,218,208
SMU_935,168,221,234,136,129,101
SMU_936,219,268,267,187,176,161
SMU_937,3056,3582,3728,3367,2972,2737
SMU_938,2930,3546,3879,3669,3396,2967
SMU_939,2840,3304,3411,3431,3017,3007
SMU_93c,5,3,10,8,4,5
SMU_940c,18295,18433,24518,24180,22471,23362
SMU_941c,6729,8501,9807,9040,7917,9758
SMU_942,11914,12879,14459,13658,13875,12927
SMU_943c,8951,10271,11397,10236,9908,9233
SMU_944,4134,4822,5236,4455,4525,4308
SMU_946,2442,2952,3203,3222,3376,3383
SMU_947,7340,7518,8950,7341,7124,7096
SMU_948,578,515,610,573,573,446
SMU_949,24980,31581,32720,29282,28866,29406
SMU_94c,5,13,12,8,5,8
SMU_950,11808,13375,14622,14258,16409,15177
SMU_951,4020,4975,6009,4779,4936,4624
SMU_952,2456,3012,3593,3056,3114,2971
SMU_953c,1088,1222,1264,1292,1110,1105
SMU_954,726,898,997,821,864,737
SMU_955,1529,1832,2061,1723,1602,1262
SMU_956,5124,6620,7305,7487,7714,6579
SMU_957,19568.45,26314.28,29533.68,25770.95,30150.28,26195.19
SMU_958,3643.55,3514.72,3683.32,3402.05,4554.72,3406.81
SMU_959c,62,48,62,61,68,43
SMU_96,2608,2896,2831,2382,2252,2672
SMU_960,37207,48686,51065,46522,55132,48023
SMU_961,429,545,576,344,425,388
SMU_962,1206,1554,1693,1080,1238,1083
SMU_963c,7801,8102,9166,8202,8139,7190
SMU_965,5279,7194,7178,6666,7239,6671
SMU_966,6839,8531,9261,8849,8506,7643
SMU_967,6221,8734,8998,8048,7493,7134
SMU_968,2583,2977,3509,3337,3232,2937
SMU_969,7800,7538,8255,7980,7683,6735
SMU_97,28382,33337,34871,33127,33936,30429
SMU_970,3007,3292,3371,3110,2954,2771
SMU_971,4326,5163,5169,4943,4854,4499
SMU_972,5050,6319,6186,5651,4869,4339
SMU_973,4799,6268,6895,6300,5409,4825
SMU_974,1631,2256,2193,2058,1819,1893
SMU_975,955,1467,1455,1346,1248,1274
SMU_976,2887,3029,3351,3087,2682,2571
SMU_977,911,1248,1249,1174,1086,1142
SMU_980,2114,2484,2621,2825,2858,2762
SMU_981,79,117,124,100,66,88
SMU_982,15,30,16,13,23,15
SMU_983,377,551,514,455,399,464
SMU_984,472,448,333,365,431,288
SMU_985,2158,2584,2291,2501,2508,2129
SMU_986c,2430,2324,2356,2428,2043,1670
SMU_987,40641,49938,48725,39750,40111,34758
SMU_988,6594,9094,8500,7223,6390,6498
SMU_989,23051,24691,24627,25241,26921,22746
SMU_99,99719,113773,125630,120714,160698,136968
SMU_990,14356,16770,17001,17192,18219,15820
SMU_991,3999,5611,5517,5376,6610,7072
SMU_992,1494,1744,2014,1591,1531,1736
SMU_993,2503,2685,3314,2693,2470,2478
SMU_994,1878,2220,2701,2576,2714,2458
SMU_995,2186,3557,3260,3641,3847,3776
SMU_996,1301,1879,1933,2004,1879,1784
SMU_997,2445,3098,2798,2863,2452,2304
SMU_998,1426,1563,1748,1720,1425,1504
SMU_999,5,6,1,3,5,5
SMU_r01,70149.02,52033.97,50291.23,31053.98,26753.01,32602.51
SMU_r02,56252.79,103552.31,98512.97,81868.14,85454.52,93812.26
SMU_r03,2330.74,5166.14,6243.83,4586.31,6514.86,6002.64
SMU_r04,10157.26,8868.57,8112.5,5570.52,4531.59,6371.17
SMU_r05,0,2.41,0,2.38,2.55,0.01
SMU_r06,2330.74,5166.14,6243.83,4586.31,6514.86,6002.64
SMU_r07,20795.18,19428.74,21823.63,20013.68,27539.88,22351.07
SMU_r08,679248.55,521775.8,468663.39,450803.68,643698.76,507862.71
SMU_r09,4633.64,2506.27,2921.12,1709.76,1401.59,1332.49
SMU_r10,20795.18,19428.74,21823.63,20013.68,27539.88,22351.07
SMU_r11,679248.55,521775.8,468663.39,450803.68,643698.76,507862.71
SMU_r12,0,0.04,0,0,0,0
SMU_r13,9830.71,13809.91,9702.98,10611.93,13163.67,14243.28
SMU_r14,679248.55,521775.8,468663.39,450803.68,643698.76,507862.71
SMU_r15,22635.97,24780.44,16339.19,12950.39,12845.09,20080.74
SMU_t01,1872.14,3821.34,4694.88,4932.68,4134.93,3747.28
SMU_t02,428,440.98,517.56,454.35,544.64,392.31
SMU_t03,186.69,187.69,306.03,219.82,277.36,182.06
SMU_t04,171.07,176.04,213.48,147.97,218.37,203.23
SMU_t05,25.19,37.18,23.68,6.38,23.23,17.13
SMU_t06,107.91,97.52,134.13,136.99,146.16,155.25
SMU_t07,53.71,47,67.83,51,81.71,56.24
SMU_t08,295.24,235.84,308.54,255.18,301.37,344.17
SMU_t09,591.43,455.74,490.36,410.02,548.91,457.08
SMU_t10,10.85,14.85,22.79,25.82,16.69,10.89
SMU_t11,189,140,175,177,220,156
SMU_t12,21,24,31,24,52,32
SMU_t13,74.35,114,148.92,83.77,161.86,167.63
SMU_t14,21.5,22,30,40,37.5,38
SMU_t15,3.65,1.02,5.84,15.18,10.88,28.62
SMU_t16,322.92,259.49,290.01,252.52,373.09,270.2
SMU_t17,16,13.29,17.33,0,16.37,0
SMU_t18,7,12,15,11,16,12
SMU_t19,315,275,272,357,373,302
SMU_t20,27,47,50,47,57,56
SMU_t21,1872.14,3821.34,4694.88,4932.68,4134.93,3747.28
SMU_t22,0,0,13.92,11.09,7.04,7.4
SMU_t23,660.08,567.51,620.99,549.48,729.91,508.8
SMU_t24,0,6.71,5.67,16,5.63,20
SMU_t25,45.88,45.89,53.91,51.85,58.84,49.9
SMU_t26,4.65,0,12.08,13.23,12.14,14.37
SMU_t27,21.5,22,30,40,37.5,38
SMU_t28,36.35,57.98,41.16,35.82,30.12,13.38
SMU_t29,24.9,48,64.38,51.14,60.01,51.79
SMU_t30,57,66,91,74,91,78
SMU_t31,47,48,58,45,60,41
SMU_t32,208.11,199.66,367.17,238.23,344.35,255.41
SMU_t33,168,184,228,259,348,296
SMU_t34,227,376,398,347,489,363
SMU_t35,7,21,34,15,40,43
SMU_t36,57,59,75,58,78,60
SMU_t37,4,11,8,3,3,3
SMU_t38,2862.89,4334.34,4130.83,3400.77,3538.65,3670.59
SMU_t39,16.1,0,12.62,2.86,13.99,10.21
SMU_t40,0,0,0,6,4,1
SMU_t41,3.15,4.15,5.21,3.18,5.31,2.11
SMU_t42,8.57,1.26,15.64,6.98,22.09,12.92
SMU_t43,112.76,179.16,315.46,235.82,316.63,262.83
SMU_t44,7.29,8,9.17,0,4.29,10.76
SMU_t45,10.55,17.74,35.43,13.5,20.42,19.88
SMU_t46,18.41,15.91,25.16,29.81,30.89,30.94
SMU_t47,27.46,23.98,31.26,32.52,41.32,28.39
SMU_t48,152.66,137.65,162.48,127.59,189.32,114.97
SMU_t49,0,0.01,13.26,13.28,7.16,19.64
SMU_t50,157.67,177.46,253.35,189.08,254.66,174.58
SMU_t51,159,96,127,100,71,66
SMU_t53,10.55,17.74,35.43,13.5,20.42,19.88
SMU_t54,18.41,15.91,25.16,29.81,30.89,30.94
SMU_t55,27.46,23.98,31.26,32.52,41.32,28.39
SMU_t56,152.66,137.65,162.48,127.59,189.32,114.97
SMU_t57,0,0.01,13.26,13.28,7.16,19.64
SMU_t58,157.67,177.46,253.35,189.08,254.66,174.58
SMU_t59,16,43,28.73,57.05,40.53,50
SMU_t60,157.67,177.46,253.35,189.08,254.66,174.58
SMU_t61,63,68,96,89,88,108
SMU_t62,23,30,53,28,30,22
SMU_t63,9,0,21.27,6.95,10.47,0
SMU_t64,16.12,12.11,11.09,19.15,15.16,12.1
SMU_t65,439,457,455,471,538,415
sRNA0001,33.15,42.07,49.67,34.83,42.81,40.4
sRNA0002,61.75,71.5,75,50,76.5,66
sRNA0003,4627.25,4293,4614.5,3704.75,5691.75,4427.25
sRNA0004,6,6,15,10,12,11
sRNA0005,0,0,0,0,0,0
sRNA0006,0,0,0,0,0,0
sRNA0007,33.15,42.07,49.67,34.83,42.81,40.4
sRNA0008,61.75,71.5,75,50,76.5,66
sRNA0009,4627.25,4293,4614.5,3704.75,5691.75,4427.25
sRNA0010,0,0,0,0,0,0
sRNA0011,0,0,0,0,0,0
sRNA0012,165,89,169,108,123,102
sRNA0013,969.25,1102.89,1162.34,1113.4,1205.28,1028.96
sRNA0014,451,574,592,664,900,665
sRNA0015,3879.18,3921.66,3860.88,4244.88,5098.56,4004.62
sRNA0016,0,0,0,0,0,0
sRNA0017,0,0,0,0,0,0
sRNA0018,31,37,35,19,38,34
sRNA0019,0,0,0,0,0,0
sRNA0020,39,62,30,44,51,45
sRNA0021,1120,1675,1530,1312,1267,1359
sRNA0022,0,0,1,0,0,0
sRNA0023,12,4,8,6,4,3
sRNA0024,232,278,281,314,348,460
sRNA0025,0,0,0,0,0,0
sRNA0026,1,2,5,2,4,13
sRNA0027,610,597,743,635,580,473
sRNA0028,0,0,0,0,0,0
sRNA0029,0,0,0,0,0,0
sRNA0030,0,0,0,0,0,0
sRNA0031,0,0,0,0,0,0
sRNA0032,121,124,139,97,113,101
sRNA0033,0,0,0,0,0,1
sRNA0034,2,2,4,6,1,4
sRNA0035,0,0,0,0,0,0
sRNA0036,0,0,0,0,0,0
sRNA0037,14,15,14,8,20,17
sRNA0038,0,0,0,0,0,0
sRNA0039,0,0,0,0,0,0
sRNA0040,0,0,0,0,0,0
sRNA0041,0,0,0,0,0,0
sRNA0042,392,377,399,398,518,435
sRNA0043,0,1,1,1,1,1
sRNA0044,0,0,0,0,0,0
sRNA0045,0,0,0,0,0,0
sRNA0046,4627.25,4293,4614.5,3704.75,5691.75,4427.25
sRNA0047,61.75,71.5,75,50,76.5,66
sRNA0048,16.55,15.8,29.99,6.52,16.57,3.81
sRNA0049,1220,1120,1327,1187,1248,976
sRNA0050,0,0,0,0,0,0
sRNA0051,468,551,653,536,655,658
sRNA0052,0,0,0,0,0,0
sRNA0053,0,0,0,0,0,0
sRNA0054,0,0,0,0,0,0
sRNA0055,0,0,1,0,0,0
sRNA0056,0,0,0,0,0,0
sRNA0057,0,0,0,0,0,0
sRNA0058,0,0,0,0,0,0
sRNA0059,0,0,0,0,0,0
sRNA0060,4627.25,4293,4614.5,3704.75,5691.75,4427.25
sRNA0061,61.75,71.5,75,50,76.5,66
sRNA0062,33.15,42.07,49.67,34.83,42.81,40.4
sRNA0063,1292,794,770,673,590,339
sRNA0064,0,0,0,0,0,0
sRNA0065,0,0,0,0,0,0
