,Raw Read Count,Raw Read Count,Raw Read Count,Raw Read Count,Raw Read Count,Raw Read Count,Raw Read Count,Raw Read Count,Raw Read Count,Raw Read Count,Raw Read Count,Raw Read Count,Raw Read Count,Raw Read Count,Raw Read Count,Raw Read Count,Raw Read Count,Raw Read Count
SMU_1076,139,199,357,303,213,864,454,474,504,264,372,278,312,289,375,416,307,352
SMU_1077,5460,7296,9570,6120,3730,6904,3755,3292,3331,6060,6859,6261,6392,5774,6332,12308,12033,10691
SMU_1078c,624.5,882.5,1380,1268,988,2781,1147,1903.5,1936,1094.5,1309.5,1185,1399.5,1317.5,1499.5,1221,1234.5,1206
SMU_1079c,706,981.5,1389,1463.5,961.5,2498,1413.5,1705,1831,1075.5,1243,1149,1581.5,1202.5,1452,1261.5,1450,1381.5
SMU_1080c,855,1202.5,1562.5,2171,1186,2604,1686.5,2224.5,2331,1163.5,959,974,1726,1449.5,1423.5,1264.5,1305,1253.5
SMU_1081c,669,1095.5,1173.5,1416,821,1834.5,1344,1341,1622,817,804,752,1283.5,1058.5,1184.5,856.5,1009.5,1018.5
SMU_1082,567.5,619.5,1008.5,851.5,591.5,2015,1109,1561.5,1531.5,820,819,759,887.5,754,838.5,694,774,667.5
SMU_1083c,786,852,1123.5,1265,873,2007.5,1569.5,1772.5,1569,938.5,817,795,1090,909.5,927.5,794.5,861,830.5
SMU_1084,980.5,1371,1685,1581,1235.5,2450.5,1731,2110,2088,1294,1339.5,1236,1417,1176.5,1241,1139,1246,1196.5
SMU_1085,1119.5,1667.5,1772,2350.5,1254.5,2642,2040.5,1812,2447,1061.5,984.5,1003,1679.5,1421.5,1738.5,1155,1308.5,1200
SMU_1086,1659,2307,2481,2337.5,1829,3018.5,2557,2469,3478.5,1666.5,1490.5,1792,2996.5,2562.5,3614,889,1043.5,870
SMU_1087,292,323,475,370,314,594,444,640,657,385,262,413,306,307,426,271,340,300
SMU_1088,2360,3558.5,4231.5,3643.5,2175.5,2340,1238,1443.5,1456,3429,3753.5,3449.5,3618,3009.5,3889.5,4755,5296.5,4900.5
SMU_1089,1243.5,1639.5,1874.5,1677,879.5,1864,1114.5,1012,1175.5,1610,1484,1241.5,1598,1414.5,1480,2241.5,2517.5,2238.5
SMU_1090,1455.5,2292,2663,1981.5,1163,2420,1108.5,1204.5,1254.5,2130,2280.5,2034,2076,1780,2117.5,3527.5,3198,3309
SMU_1091,943,1242,1387,2025,1159,2542,1544,2075,1978,1377,1378,1240,1731,1467,1743,1618,1737,1653
SMU_1093,39.5,84.5,294.5,147,146,1210,234,420,849.5,140,152,129,285,248.5,512.5,231,248,267.5
SMU_1094,17.5,19.5,99.5,45,44,351,95,175,202.5,60,58,72,73,72.5,179.5,84,87,111.5
SMU_1095,850.5,1224,1439.5,2476,1574,2200.5,1789.5,2553,2269,1448,1410.5,1232.5,1680.5,1498.5,1734.5,1374.5,1653,1759
SMU_1096,1215.5,1880,1393.5,2570.5,1728,1617,2205,1974,1956.5,1167.5,1153.5,981.5,1786,1312.5,1639.5,1081.5,1254,1238
SMU_1097c,293,291.5,384.5,642,415,734,919.5,942.5,815.5,393.5,341.5,302.5,456.5,357,471.5,326,366.5,436
SMU_1098c,491,554.5,995.5,1004.5,814,1570.5,1157,1369.5,1526,740,847.5,796.5,830,663,1127.5,499,590.5,505
SMU_1100c,913,1475,1728,2006,1351,2370,1237,1429,1978,1092,1228,978,1347,1420,1707,880,1071,993
SMU_1102,309,435,739,649,484,1389,916,1044,1288,490,509,589,606,464,798,952,1125,975
SMU_1104c,57,54.5,111.5,61.5,89.5,256,123.5,170,230,117,98.5,113.5,112.5,78.5,124.5,162.5,136,158.5
SMU_1105c,141.5,111,227,121,138,453.5,269.5,319.5,320.5,159,192,165.5,159.5,138,258.5,220,226,242.5
SMU_1106c,282.5,440.5,401.5,439.5,267.5,680.5,462,403.5,614.5,321,304.5,323,362,315.5,459,526.5,541,495
SMU_1107c,112,83,229,134,157,800,356,381,524,154,135,140,184,166,252,215,235,213
SMU_1108c,345,451,566,626,411,1083,559,727,903,324,298,374,409,362,633,384,633,491
SMU_1109c,333,372,727,888,571,1883,878,1121,1374,604,611,590,779,686,941,829,833,823
SMU_1111c,286,383,544,544,465,985,501,597,790,408,461,384,550,434,569,644,665,576
SMU_1112c,213,300,346,342,302,534,286,352,398,306,276,250,374,312,369,437,403,404
SMU_1113,1002.5,1461,1401.5,1431.5,885,1521,1247.5,1257,1419,881,841,1076,1173.5,823,1168.5,1748.5,1779,1652.5
SMU_1114,1824.5,2484,3059.5,2667.5,1878,3589,2482.5,2557,3071,1938,2150,2069,1989.5,1736,2114.5,3564.5,3674,3341.5
SMU_1115,3429,5232,6082,7906,4457,6063,6762,6232,6470,4881,5237,4370,5894,5928,5925,4703.5,5132,4914
SMU_1116c,1643,2032,2670,1558,1177,2711,1534,1964,2091,1998,1947,2015,1844,1714,1998,3958.5,4749,4243
SMU_1117,946,1054,1633,633,488,1929,617,1010,1168,1114,1458,1215,971,949,1196,1875,2114,2100
SMU_1118c,595,989.5,1260.5,1559.5,909.5,2920,996.5,1543,1861.5,976,1050.5,1080.5,1428,1463.5,1500,1075.5,1101.5,929
SMU_1119c,325.5,522.5,923,894.5,571.5,1957.5,841,829.5,1331.5,528,684,519,814,817,1079,698,570,526
SMU_1120,1218.5,1578,2192.5,2025,1524,3838.5,1538.5,2040.5,2430,1869,2085.5,1831.5,2244,2100.5,2512,1209.5,1270.5,1174
SMU_1121c,4590,7697,9311,6978,5923,6869,4659,4665,5749,5539,5210,6876,8240,8202,8296,6410,6211,5450
SMU_1122,914,1207,1408,1418.5,1000,2055.5,985.5,1245.5,1555,1016.5,1018,1102.5,1151.5,1123,1191.5,1295,1393,1108
SMU_1123,2001.5,2141.5,3044.5,2184.5,2212,4400,2284,3214,3274.5,2699.5,2992,2994.5,2312,2012.5,2179.5,2672,3284,2652
SMU_1124,1025.5,1470.5,1570.5,1978,1004,2425.5,1187.5,1269.5,1366.5,1071,997,978,1441.5,1251.5,1508,1123,1116,988
SMU_1125c,880,1456,1449,2336,1191,1597,1043,1016,1110,862,695,819,1645,1333,1575,669,704,628
SMU_1126,435,488,605.5,585.5,355.5,912,390,460.5,694.5,436,363.5,426,522.5,552.5,682,523,618.5,521
SMU_1127,1547,1400,1984.5,710.5,1075.5,6191,2578,4096.5,4872.5,1557,1420.5,928,2493.5,1577.5,2391,574,762.5,819
SMU_1128,877.5,999.5,1464,942.5,971,1929,1051.5,1725,1840,1542.5,1638,1626,1615.5,1283,1546.5,1603,1904,1826.5
SMU_1129,240.5,395,594,579.5,403.5,712,477.5,712,795.5,524.5,499,533.5,802.5,659,818.5,648.5,725.5,660.5
SMU_1131c,19,73.5,116,38,52.5,379,132,223,320.5,86,68,96.5,99,128,202,106.5,130.5,154
SMU_1132,3789.5,4632.5,5871.5,6959.5,4517,8190.5,6351.5,7911,7501,5199,4915.5,4565,5632.5,4839.5,5625,5256,5673,5338.5
SMU_1133,727.5,996.5,1299.5,1431,1005,1626.5,910.5,1382,1431,939,884.5,759,1128.5,966.5,889.5,1227.5,1247,1179.5
SMU_1134c,870,1436.5,1592.5,2056,950.5,1834.5,1199,1132.5,1284,914,950.5,825,1320,1034.5,1229.5,1378,1551,1401.5
SMU_1135,619.5,914,1024.5,1140,648,1441.5,759.5,1033,1058,813,849,772.5,984.5,740,1000,895.5,1138,985.5
SMU_1136,679,971.5,1462.5,1176.5,747.5,2642.5,1072.5,1228.5,1578.5,1126,1229.5,1055,1264,1111.5,1577.5,1300.5,1428,1423.5
SMU_1137,639.5,923.5,1049.5,1227,637,1915.5,842,970,1175.5,884,912,842.5,962.5,851,1038.5,910.5,1063.5,965.5
SMU_1138,837,984.5,1583,1292,921,2473,1306,1485,1678,1005,1048,1068,1086,1038,1263,1056,1053.5,1054
SMU_1139c,433,570,676.5,523,407,1372,575,790.5,1138,498.5,569,605,605.5,441,713,415,496,479
SMU_1140c,425.5,715,838,911.5,503,1362,925,887.5,1261.5,388.5,356,379,671.5,709.5,931.5,472,508,443
SMU_1141c,148.5,167.5,215,187,178.5,592.5,241,406,421,216.5,201.5,199,239,219,250.5,136,167.5,164.5
SMU_1142c,3386.5,4876,7569.5,3506.5,4735.5,4552,3122,5508,5895.5,6504,7499.5,5674.5,7679,5220,8402,3868.5,4157,4666.5
SMU_1143c,680,989,1346,1179.5,887,1945,1066,1439,1630,977,1196.5,1322,1202,1013.5,1230,915,913.5,960.5
SMU_1144,1085.5,1268.5,1792,1099.5,1095,1827.5,1025,1367,1569,1313.5,1708.5,1558.5,1282,1066,1344,1262.5,1260,1316.5
SMU_1145c,113,151,392,203.5,185,1273,326.5,498.5,847.5,224,232.5,248.5,242.5,254.5,591.5,285,331,376.5
SMU_1146c,93.5,102.5,246.5,178,138.5,582,152,270.5,457.5,129,133.5,110,190,169,374,149.5,193,175.5
SMU_1147c,11.5,12.5,54.5,11.5,16.5,193,38.5,75,130,17,14,28.5,30.5,23.5,75.5,28.5,44,54
SMU_1148,12,20,76,16,22,390,59,95,186.5,17,27.5,31,31.5,33,98.5,58,55.5,72.5
SMU_1149,23.5,20.5,217.5,37.5,66,797.5,151,198.5,535.5,43.5,40.5,39,68.5,65.5,275,72.5,80.5,72
SMU_1150,77.5,105.5,235.5,140.5,105,700.5,214,284.5,480,125.5,82,89,112,167.5,322.5,204.5,219,197.5
SMU_1151c,1160.5,1438.5,1486,1727.5,1048,2170,2034,1803.5,2136.5,1160.5,1057,1249.5,1407.5,1144,1566,1948,2070.5,1944
SMU_1152c,422.5,724.5,417,883.5,328,388,476,462.5,469.5,362.5,280,362.5,366.5,314,416,597,649.5,528
SMU_1153c,215,322,560,291,362,929,474,603,905,344,361,382,345,359,647,559,576,563
SMU_1154c,56.3,75.5,81.8,70.2,55.7,128.2,132.8,204.3,140.3,110.2,79,112.7,83.5,72.2,81.8,110.8,163.8,148.2
SMU_1155,52.3,86,118.3,93.2,71.7,239.2,154.3,211.8,200.8,105.2,105.5,95.2,84.5,85.7,135.8,123.8,181.8,145.2
SMU_1156c,51.3,100.5,128.8,107.7,78.7,281.7,158.8,236.8,222.8,104.7,102.5,90.2,91,90.2,132.3,128.3,182.3,139.7
SMU_1157c,715,1259.5,1333,1525,904,2170,1409,1970,1878,1261,1096.5,1101,1270.5,1078,1337.5,1546,1883.5,1473
SMU_1158c,427,532.5,887,544,440,1612,804,899,1246,521,431.5,494,523.5,405,828.5,807,850.5,750
SMU_1159c,63.5,116,173.5,152.5,79.5,399,199.5,281,278.5,155,103,168.5,116,103,185,183,205,164
SMU_1160c,202.5,238,431.5,262.5,273.5,752,411.5,667,716.5,362,342,374.5,332,323,446,453,509,440
SMU_1161c,223,349,637,483,365,1283,398,655,939,349,308,313,262,387,683,290,426,362
SMU_1163c,186,268.5,491,393.5,276.5,871.5,496.5,629.5,674.5,254.5,292.5,275.5,397,352,575.5,542.5,447.5,489
SMU_1164c,349.5,478,712.5,831.5,499,2065.5,809.5,946,1356.5,405.5,463,390.5,491,498,1018,519.5,521.5,461.5
SMU_1165c,44.5,45.5,131.5,79,68.5,445,83,144.5,258,73,35.5,87,69,71,216.5,61,59,66.5
SMU_1166c,81,129.5,430,242,183.5,1720.5,307.5,493.5,1207,226.5,168.5,226,327.5,341.5,795,304.5,361.5,345.5
SMU_1167c,25,47.5,190,73,88.5,852.5,140.5,258.5,556,42.5,69.5,73,90.5,80.5,255,103.5,87.5,72.5
SMU_1168,228,241,422,447,199,1075,370,557,824,258,298,310,366,376,515,296,378,361
SMU_1169c,328.5,380,444.5,407,264,754.5,394.5,427.5,588.5,360,323.5,314,390.5,332,499,311,316.5,348.5
SMU_1170,304.5,410,468.5,762,363,948.5,527.5,586.5,765.5,360,347.5,341,545.5,471,583,419,361.5,400.5
SMU_1171c,223,307,479,451,381,1062,510,601,794,291,309,215,413,364,606,192,271,241
SMU_1172c,438,566,816.5,996.5,606.5,921,645,787.5,835.5,769,768,699,770.5,679.5,814.5,885,868.5,891
SMU_1173,546,833,1022.5,1499.5,816.5,2254,1395,1657.5,1844.5,834,897,706,1110.5,835.5,1210.5,1195,1210.5,1249
SMU_1174,1252,1265,1887,2319,1751,3697,2710,3599,3121,1690,1711,1500,2011,1590,2015,2055,2125,2157
SMU_1175,40,47,324,156,184,886,508,638,722,106,99,117,151,191,534,150,174,133
SMU_1176,731,1057,1048,1835,919,1355,1297,943,1468,463,534,568,874,680,897,700,691,550
SMU_1177c,1509,2087.5,2562.5,2617,2255,2550,1715,2422,2555.5,1987,1914,2035,3113,2537.5,2945.5,1372,1427.5,1322.5
SMU_1178c,342.5,461,687,815,632,1082,875.5,984.5,1061,515,624,576,723,684,818.5,532.5,541.5,568.5
SMU_1179c,786.5,899.5,1030.5,1842,991,2591,1504.5,1979.5,1981.5,850,844,679,1270,1192.5,1330,718.5,919,818
SMU_1180,237,330,493,544,429,762,459,741,717,394,334,335,409,378,454,294,344,299
SMU_1182,261,355,615,510.5,350.5,1092,505.5,682,934.5,370.5,362.5,411.5,377.5,349,588,648.5,607.5,592
SMU_1183,155.5,260.5,380.5,392.5,256.5,572,365,301.5,516,196,158,154,279,201,420.5,395,430.5,355
SMU_1184c,615,654,1089,793,730,1668,1115.5,1104,1406,810,799.5,780.5,657.5,533.5,919,966,983,967.5
SMU_1185,177.5,183.5,577.5,258,260,1726,273,555.5,1007.5,211.5,206,235,163,248.5,707.5,323.5,306,296.5
SMU_1187,2707,4089,6562,2273,1426,2692,1749,2382,2202,5020,4181,5137,2900,2227,2398,5872,5867,5389
SMU_1188,2357,3482,4813,3302,3398,2816,2848,3523,4147,2813,2978,3103,3924,3163,4101,2170,2723,2466
SMU_1189c,124,202,433,313,315,610,241,413,507,234,300,400,269,259,430,274,233,258
SMU_1190,5717.5,7597.5,9839.5,11201,9792.5,10823,15387,19396.5,15578.5,8940.5,8946.5,8154,9931,7524.5,8693,12175,11630.5,11174
SMU_1191,6188.5,6957.5,6834.5,9905,7755.5,8909,14823,14255.5,12263.5,6708.5,6513.5,5849,7748,5739.5,7002,7370,8376.5,7796
SMU_1192,1481,2443,2160,2824,1531,3534,2436,2839,2906,2972,2700,2575,3265,2446,3063,4395,5135,4500
SMU_1193,347,379,539.5,1097.5,796,1058.5,850.5,938.5,974.5,531,458,457,713,649,703,603.5,673.5,562
SMU_1194,462.5,744.5,836,1731.5,879.5,1583,1316,1204,1426,684,673,643,1072,939,963,944,996,869.5
SMU_1195,489.5,673.5,904,1426,753.5,1684,1504.5,1160,1438.5,719,693.5,646,1209,941.5,1145,893.5,972.5,868
SMU_1196c,1293,1473,1839.5,2100,1715,2357.5,2330,1782.5,1980,1242,1354.5,1601,2070,1791.5,1897,1509,1397,1410.5
SMU_1197,881,1093,1362,1569,1005,2676,1512,1812,1819,1182,1387,1381,1231,1167,1326,1218,1347,1225
SMU_1200,4793,6076,9651,6703,5713,11776,6713,8816,8819,6871,8863,7999,6629,5511,6246,5589,4789,4520
SMU_1201c,607,794,843,1141,1131,770,486,982,977,690,689,590,1091,785,971,225,235,279
SMU_1203,771,971,1454,1490,1481,1565,2499,2122,2435,938,1132,1206,1231,996,1388,586,592,658
SMU_1204,2360,3376,3406,4509,2982,4327,4392,4270,4253,3070,3132,2819,4215,3072,3945,3520,3453,3300
SMU_1205c,226,388,541,549,468,807,569,1028,794,680,680,649,683,469,589,643,693,608
SMU_1206c,227,303,476,520,430,680,548,607,606,444,472,375,515,369,411,575,522,487
SMU_1207,344,464,408.5,646.5,389.5,606,817,633.5,486.5,445,585,409,696.5,440,577,549,619,591
SMU_1208c,436,723,678.5,1116.5,614.5,920,1083,916.5,958.5,733,712,495,1073.5,747,944,767,830,809
SMU_1209c,649,1114,1126.5,1790,1090,1577.5,1345.5,1746,1388.5,1190,1069.5,986,1452,1119.5,1248.5,974.5,1040,1023
SMU_1210,2093,3302,2841.5,5426,2947,3851.5,3947.5,3623,3199.5,2204,2515.5,2124,3637,2825.5,3495.5,1998.5,2317,2099
SMU_1211,488,645,703,1382,586,946,724,621,710,346,338,367,607,754,782,548,587,393
SMU_1213c,1224,1559,1738,1900,1227,2933,2129,2464,2669,1675,1715,1537,1734,1507,1850,3249,3158,3173
SMU_1214,609,815.5,1145,1050.5,790,1912,1300,1422.5,1616.5,904.5,928,827.5,1084.5,793,1218.5,1560,1512,1573.5
SMU_1215,302,706,704.5,959,488.5,964.5,748,729.5,970.5,491.5,515,504,722.5,513.5,783.5,996,949,972
SMU_1216c,690,786.5,781.5,890.5,591.5,1171.5,1152,862,1159,585,903,735.5,690,533.5,795,555,645,589.5
SMU_1217c,634,951,928,1030,605,980,711,558,766,531,533,598,859,774,1060,777,957,801
SMU_1218,132,222,358,204,201,588,336,402,491,297,236.5,253.5,335,253,453.5,615,629,571.5
SMU_1219c,50,60,164,138,119,311,120,192,267,122,82.5,103.5,182,136,283.5,286,220,239.5
SMU_1220c,202,302,451,286,245,515,321,523,493,444,536,376,405,330,430,588,645,678
SMU_1221,377,445,564,622,428,791,723,754,790,548,522,456,607,493,621,1014,1043,900
SMU_1222,366.5,447.5,596,617.5,365.5,652,779.5,653,665.5,478,514.5,392,658.5,472,688.5,837.5,769,692.5
SMU_1223,66,59.5,149.5,34.5,68.5,302.5,110,204,244.5,95.5,89.5,112.5,92.5,102,188.5,158.5,153.5,122.5
SMU_1224,60.5,141,311.5,220,128,658.5,284.5,373,487,199.5,132,165.5,232,199,545,232,238.5,223
SMU_1225,642,951,973,1726,733.5,1584.5,1345,932,1479.5,455,490.5,473,806,707,1022.5,746,806,742
SMU_1226c,312.5,479,659,521,405.5,774,443.5,722,684.5,775.5,701,662.5,699.5,619.5,713.5,1093.5,1227,1201.5
SMU_1227,250.5,404,641,460,305,1148.5,468.5,604,954,557.5,528.5,482.5,572.5,471.5,654,1042.5,1048,997.5
SMU_1228c,893.5,969,1139,733,718,1707,1558,1621.5,1666.5,965,1099,1106,918.5,802,954.5,1915,2102,1745.5
SMU_1229,543.5,817.5,920,856,536.5,1200.5,1143.5,986.5,1197.5,678.5,708,642,740,641,866.5,1442.5,1259.5,1211
SMU_1230c,323,438.5,465,457,332.5,606.5,406.5,751,673,545.5,513,470,457.5,375,432,742.5,897.5,833.5
SMU_1231c,144,234,274,247,180,401,387,334,341,230,215,199,236,195,219,407,382,402
SMU_1232c,50.5,144,149,167,99,239,84.5,130.5,222.5,91.5,107,96,126,80,183.5,203,200,209
SMU_1233,291.5,528,694,524,384.5,1090,660,820.5,929,670,768,611,604,450.5,754.5,844.5,949,961.5
SMU_1234,181,246,490,267,263.5,1386,619.5,806,1144.5,252.5,241,345,238,315.5,627,349.5,382,380.5
SMU_1235,345,433,574,516,338,900,909,778,941,361,409,415,436,406,850,910,933,765
SMU_1236c,387,759.5,809.5,1404.5,551.5,1472,776,762.5,1362,401,298,254.5,823,754,1351,800,1105.5,868.5
SMU_1237c,35,46.5,137.5,130.5,84.5,492,167,190.5,349,68,54,64.5,98,101,186,81,101.5,88.5
SMU_1238c,731.5,759.5,637.5,726,574.5,1187,1084,1036.5,975.5,758.5,716.5,676,691.5,576.5,737,978.5,1132.5,1018.5
SMU_1239,1465,1732.5,2153.5,2171.5,1607,2709.5,2491.5,2684,2764,1865.5,2008.5,1670.5,1780,1512.5,2131,2997.5,3200,2914.5
SMU_1240c,1059.5,1200,1326,1638.5,1179.5,1719.5,1797.5,1952.5,1746.5,1272,1127,1251.5,1209.5,1090,1345,1685,1968.5,1715
SMU_1241,563,851,1008,964,741,2007,1229,1250,1579,797,894,880,982,694,1033,1339,1430,1334
SMU_1243,374,692,881,1577,716,1778,1019,988,1571,407,425,396,830,836,1285,748,817,742
SMU_1245c,403,472,790,614,603,950,661,737,964,591,696,729,652,650,780,626,698,595
SMU_1246c,126,164,274.5,393,212,408.5,320,264,373.5,155,152,153,262,224.5,257,264.5,301,224.5
SMU_1247,10441,12381,17825.5,18019,13755,16231.5,17341,19132,17903.5,12963,13903,13229,13083,13465.5,13888,14650.5,14619,13303.5
SMU_1249c,1812.5,1842,2391,2911.5,2072.5,2220,2733,2085,2194,1305,1044,1280.5,1818.5,1583.5,1880,895,1073,977.5
SMU_1250c,713.5,789,872,1733.5,1116.5,979,1133,1031,1126,407,347,395.5,805.5,671.5,718,596,553,574.5
SMU_1251,113,114,244,222,152,648,222,295,448,168,125,189,154,195,375,171,163,193
SMU_1252,547.5,730,810.5,480,451.5,1594.5,669.5,769.5,1184,640,650,572,534.5,458,896,1086,1308.5,1126.5
SMU_1253c,89.5,157,146.5,152,91.5,350.5,130.5,155.5,238,106,84,98,116.5,80,206,235,255.5,186.5
SMU_1254,152.5,191,361.5,220.5,215.5,740,297,410,645.5,227,215.5,238,271.5,203.5,386.5,286.5,349.5,283
SMU_1255c,49.5,65,85.5,24.5,45.5,186,32,77,104.5,117,124.5,108,62.5,44.5,102.5,210.5,208.5,195
SMU_1256c,185,190.5,263,146.5,152,416,217,366.5,321.5,287.5,347.5,356,199.5,181.5,210,487.5,505.5,452.5
SMU_1257c,865,868.5,1109,1042.5,1049,2543,1751,2456.5,3742.5,897.5,764.5,1180,974.5,973.5,1269,1297.5,1261.5,1085.5
SMU_1258c,25,40.5,185.5,88,67,705.5,134,227,495,45,44.5,84.5,72,94.5,371,70.5,59.5,56
SMU_1259,27,12.5,77.5,17,48,272.5,49,107,216,22,21.5,16.5,27,44.5,168,33.5,22.5,32
SMU_1260c,534.5,817.5,285.5,624,259,314,517.5,320.5,282,189,187,128,383,260.5,289.5,169.5,264,217
SMU_1261c,74.5,69.5,116.5,71,96,198,111.5,148.5,109,56,66,71,68,56.5,107.5,35.5,47,63
SMU_1262c,124,176,318,192,219,632,360,526,502,235,216,267,239,204,348,215,225,191
SMU_1263,70.5,84,201.5,147,86,427,191.5,214,335,82.5,84.5,79,83.5,104,241,114.5,116.5,98.5
SMU_1264,73,116.5,200.5,162,115.5,339,269.5,290,368,123.5,94,88,128,113.5,250,127.5,132.5,165
SMU_1265,65.5,81.5,262,154,120.5,542,259,293,541,94,104.5,98,95.5,139.5,387,103,125,119.5
SMU_1266,60.5,119.5,227.5,146,146.5,443.5,231,311,374,141.5,142,98.5,121,143.5,322,146.5,118.5,161
SMU_1267c,79.5,143,181,221,178,430,307.5,423,395.5,139,183,165.5,118,150,234.5,112,142,138.5
SMU_1268,131.5,185.5,167.5,134,136,200.5,243,235.5,255,158,145,179,86,115,147,111.5,152,93.5
SMU_1269,103,169.5,205.5,188,169,219,301,309,260,115,127.5,97,107,122.5,171.5,121,130.5,125
SMU_1270,177,227,328.5,285,221.5,536,393.5,470,477,171.5,202.5,140,231,186,331.5,185.5,199.5,170
SMU_1271,117.5,149.5,238.5,143,155.5,468,180.5,293,374,144,163.5,121,126.5,133.5,254.5,106,160.5,125.5
SMU_1272,176,211,438,296.5,226,879.5,326.5,491.5,749,226,259,191,213,239,451.5,207.5,167.5,229.5
SMU_1273,169,202,469.5,385.5,318.5,1198.5,461,589,1011.5,238,223.5,183,205.5,223.5,505.5,165,199.5,187
SMU_1276c,5466,7885,8580,12272,7383,8530,7317,8729,8632,6659,6080,6236,9508,8386,9703,7059,8394,7221
SMU_1277,2410.5,3081.5,3875,3206.5,2720,4789.5,4075,4223,4354.5,2899.5,3136.5,3070.5,3228.5,2483.5,3098,3726.5,3883,3698.5
SMU_1278c,1283.5,1646.5,1794,1705.5,1420,2484.5,2708,2502,2532.5,1341.5,1425.5,1355.5,1903.5,1483.5,1923,1326.5,1556,1405.5
SMU_1279c,1136,1541,2493,1951,1672,3905,1880,2880,3091,2241,2462,2714,1905,1987,2285,1339,1580,1668
SMU_1280c,23,45,199,99,111,1138,240,257,626,65,50,56,97,116,397,109,90,100
SMU_1282,43,43,164,90,90,463,136,165,304,82,81,75,120,100,216,90,83,97
SMU_1284c,72,87.5,232.5,323.5,244.5,1150,268.5,434.5,729.5,186,145,173,361.5,332,404,389,361,336.5
SMU_1286c,50,82.5,286.5,290.5,182.5,1460,365.5,571.5,825.5,217,179,235,297.5,346,464,257,259,269.5
SMU_1287,381,528,529,554,394,591,457,545,498,578,505,399,591,431,734,924,1361,1295
SMU_1288,3806,3373,4214,2883,2745,9448,6136,6967,5876,3235,3782,3402,3783,2995,3561,1357,1304,1265
SMU_1289c,228,329,721,468,381,1395,576,660,921,470,551,500,468,430,748,865,704,688
SMU_1290c,427,569.5,847.5,591,510.5,1724,827.5,892,1164.5,530,712.5,694.5,616,559.5,847,764.5,799,596
SMU_1291c,259,424,454,285,273.5,562,234,445,473,407,479.5,484.5,352,294,398.5,257.5,367.5,298.5
SMU_1292c,378,464.5,661.5,685,472,1041,659.5,815,824.5,695,735,619,699,603.5,659.5,1014,1148.5,939.5
SMU_1293c,1455,1560,2629,1645,1909,3123,2349,2615,2900,1968,2579,2712,1601,1326,2076,3940,3538,3590
SMU_1294,863.5,1013,1026.5,1178.5,999,1640,1094,1428,1576,717,630,649,896,826.5,1038,426,501.5,441
SMU_1295,151.5,214,357.5,216.5,242,642,357,476,543,215,276,323,195,234.5,369,204,232.5,234
SMU_1296,115,172,328,256,198,827,279,386,792,209,140,160,187,258,486,119,197,171
SMU_1297,242,348,468,370,294,583,426,591,550,319,372,392,384,363,475,334,373,397
SMU_1298,4537,5920,7037,10774,12873,7913,5274.5,9038,10685,5189.5,6690,6917,7859.5,8231,8660,2413,3108,3087
SMU_1299c,597,758,762,898.5,649,829,638.5,797.5,934.5,530,548.5,595,909,744,846,946,1021.5,919.5
SMU_1300c,169,166,250.5,352,193.5,505,253,376.5,380.5,209,234.5,202,314,296,341,329,314,285
SMU_1301c,303,368,552.5,849.5,426.5,1099,708,814,985,560.5,397,388,807.5,706,674,660,707.5,666.5
SMU_1302,779,834,1323,1791,1431,3252,1469,2062,2457,981,904,981,1866,1678,1906,1141,1137,1046
SMU_1303c,788,1012,1409,1362,1049,2771,1691,2032,2178,1031,1058,1013,1175,943,1277,1597,1467,1416
SMU_1304c,353,449,594,558.5,506,1258.5,752.5,1040.5,997.5,599.5,696,594,658.5,524.5,594,818,747.5,880.5
SMU_1305c,759,1104,1276,1535,1000,2476.5,1971,2165.5,2093.5,1132,1192.5,993,1252.5,984.5,1218.5,1661,1687,1560.5
SMU_1306c,436.5,685.5,659.5,872.5,672.5,1350.5,947,1136,1182.5,596,685.5,544.5,806,564.5,722,799.5,871,896.5
SMU_1307c,529.5,781.5,998.5,1113,887.5,1287.5,1031.5,1102,1262.5,621.5,639,553.5,874,584.5,842.5,1064.5,952.5,869.5
SMU_1308,377.5,356.5,412,343,278.5,556,562.5,546.5,535.5,408.5,388,362,351.5,246.5,353.5,326,344.5,361
SMU_1309c,674.5,789.5,1068,1369,981.5,2202,1654.5,2120.5,2249.5,811.5,700,706,895.5,816.5,1016.5,740,841.5,891
SMU_1310,0,1,11,7,5,39,15,20,30,5,4,6,9,4,26,5,5,9
SMU_1311,1035.5,1314,1598,1791.5,1243,2566,1665.5,2166,2140.5,1334,1548,1378.5,1475.5,1379,1541,1650,1650,1527.5
SMU_1312,1281,1611,2225,2267.5,1678.5,3388.5,2559,3045,2940,1823,1869.5,1617,2233.5,1852.5,1981,1949,1971.5,1901.5
SMU_1313c,808.5,1036,1558,1690,1207.5,2902.5,1669.5,2258,2443.5,1253,1246.5,1131.5,1544,1244.5,1630,1625,1606.5,1551
SMU_1314,1493,1657,1539,1910,1185,1556,1599,1296,1283,926,991,898,1297,1181,1399,881,951,908
SMU_1315c,452.5,500.5,780,775,830,1629,824.5,1762.5,1421.5,862,1023.5,997,976.5,840.5,909,542.5,627.5,619
SMU_1316c,205,307.5,461.5,569,417.5,905,515.5,802,712,449,480.5,470.5,625.5,549.5,621.5,337.5,365,379.5
