,Raw Read Count,Raw Read Count,Raw Read Count,Raw Read Count,Raw Read Count,Raw Read Count,Raw Read Count,Raw Read Count,Raw Read Count,Raw Read Count,Raw Read Count,Raw Read Count,Raw Read Count,Raw Read Count,Raw Read Count,Raw Read Count,Raw Read Count,Raw Read Count
SMU_1317c,89.5,115,234.5,344,252.5,437,225,497.5,476.5,249,284,266.5,307,243,305.5,125,149.5,174.5
SMU_1319c,514,616,757,727,558,1402,930,1062,1129,482,600,559,569,561,685,490,516,469
SMU_1321c,444,530,667,538,409,1058,669,919,1045,563,549,570,500,424,622,462,669,546
SMU_1322,463,615,785,558,762,1000,1111,1062,1023,685,855,939,751,592,899,633,569,609
SMU_1323,175,234,390,339,321,769,353,477,586,349,454,390,339,360,526,380,386,374
SMU_1324,670,1037,1679,1395,1122,1761.5,1116,1597,1639,1721.5,1639,1693.5,1889,1643.5,1832,1531.5,1395,1554.5
SMU_1325,622.5,964,1250,1488.5,1188.5,2018,1581.5,1622,1893,1199,1353,1272.5,1648,1330,1458,1583.5,1363,1499
SMU_1326,1580.5,2807,2411,4619.5,2242.5,2848.5,2800.5,3189,3414,2068.5,1965,1873,3482,2628.5,2996,2579,2646,2459.5
SMU_1327c,89,172,334,287,210,879,397,366,584,175,163,175,268,259,459,308,344,268
SMU_1329c,15,20,75.5,28.5,28,365,55.5,92.5,233,22,16,23.5,26.5,37.5,125.5,43,49.5,29
SMU_1330c,2,1,9.5,5.5,1,24,10.5,4.5,20,4,0,4.5,3.5,3.5,11.5,7,4.5,2
SMU_1331c,34,29,124,80,68,464,112,124,279,47,35,45,60,33,186,57,72,69
SMU_1332c,24,29,69,66,43,290,65,72,167,26,33,27,21,27,94,39,45,53
SMU_1334,1489.5,1514,2463,2496.5,2225,2163,2516,2942,2391,1274,1268.5,1179.5,1405.5,1082,1261,837.5,914.5,917.5
SMU_1335c,1642.5,1665,2552.5,2671.5,2075,2743.5,3254.5,3495.5,3358,1330,1199.5,1056.5,1353.5,1152,1357,880.5,995,1045
SMU_1336,908.5,833.5,1413.5,1453.5,1275,1428,1716.5,2110,1600.5,703,715,620.5,691,633,631.5,517,528.5,486
SMU_1337c,1836.5,2254.5,2068.5,3494,2262,1618.5,2268,2747.5,2238.5,1208,1092,869,1700,1407.5,1593,806,1097,925
SMU_1338c,957,1113,2034.5,1372.5,1531,1936,1828,1995,1746,1084,1271,1077.5,1098,815.5,1109.5,850,891,858.5
SMU_1339,7014,7486,10185,13008,10746,10840,13040,14392,10602,5085,5351,4358,5841,4421,5604,3438,3716,3730
SMU_1340,9837.5,10029.5,12592.5,18499.5,13946,16879,19565,21457.5,16958,6474.5,6271,5115.5,7352,5931,6788.5,4273.5,4961,4645
SMU_1341c,5508.5,5472,8297,9370,8699,10405.5,11329.5,14383.5,11181,4521,4636.5,3748,4547,4101,4581,3124,3179.5,3460
SMU_1342,14228,13896.5,22898,28394,23244,27373,29003,39185,28972.5,11462,12183,9244,13371.5,10816.5,11657.5,7620,7696,8067
SMU_1343c,7631,8064,11683,16149.5,11699,13650.5,15743.5,18533,14799.5,5382,5057,4084.5,6714.5,5444.5,5764.5,4160.5,4187,4254
SMU_1344c,4885.5,5878.5,6494,8794,6793,5068,5589,7802.5,5929,3912,3379.5,2759,4145.5,3327,3750,2372.5,3063.5,3212
SMU_1345c,7346.5,6865,10226.5,10034,9313,12171,12260,16954,13220,5646,4996.5,4565,5155,4429,4785,2745.5,2844,3034
SMU_1346,4349,3781.5,5943,6469.5,6759.5,7041.5,6931,10384,8287.5,2756.5,2653.5,2567,2976,2613.5,2880.5,1584,1712,1739
SMU_1347c,5015.5,5349,7401,7180.5,6677.5,6778,7518.5,8817.5,6942,4992.5,5397.5,4150.5,4804,4075.5,4778.5,3253.5,3304,3436.5
SMU_1348c,1335.5,1220,2472,1876,2270,3237.5,2064.5,3681,3249.5,1407.5,1494.5,1454.5,1286.5,1156,1447.5,867.5,782,944.5
SMU_1349,531,733,1041,783,766,1027,702,950,988,1039,1062,1033,1197,979,1209,846,1003,952
SMU_1351,152,284.5,311.5,386,235.5,578.5,353,487,447.5,283.5,277.5,355.5,367,298,367.5,364,432,386
SMU_1352,69.5,88,152.5,111,65.5,258.5,136,163.5,211,73,97.5,78,100,107,143.5,186,231,144.5
SMU_1353,11.5,12.5,29,12,13,60,28,26.5,42.5,14.5,22,17.5,16,15,22,48,44,28.5
SMU_1354c,99.5,117.5,154.5,194,125.5,386,265,295.5,375.5,130.5,129,110.5,179,115,179,138,186.5,139.5
SMU_1355c,25,40,88,116,85,190.5,107,117.5,162,53.5,65.5,64,96,65.5,126.5,87.5,121.5,87.5
SMU_1356c,28.5,62.5,129.5,85,120.5,302.5,166,224,244.5,70,93.5,98.5,141,92.5,149.5,107.5,113,123
SMU_1357,345,295.5,374,356,322,552,500,701,522.5,527.5,489,424,364,329,333.5,429,487.5,494
SMU_1358,567,497.5,589,544,490,963,900,1362,990.5,907.5,791,708,554,480,487.5,604,716.5,744
SMU_1359,94,113.5,303,162.5,182.5,229.5,173.5,330.5,257.5,254,372,324.5,179.5,155,193,221,186.5,238
SMU_1360c,128,162.5,339.5,218,192.5,208,190,282,278.5,309.5,371.5,302.5,217.5,170.5,225,292.5,281.5,261.5
SMU_1361c,1915,2079,3139.5,2346.5,1911,2439.5,2506.5,3490.5,2837,2777.5,2918.5,3057,2144,1698.5,1989,2572.5,3014,2802.5
SMU_1363c,1677,1518,2073,1542,1289,1272,1720,1841,1352,1684,2091,1648,1228,928,1217,1561,1547,1511
SMU_1365c,4969,5502.5,7443.5,6872.5,6162.5,6763,7466,8141,6782.5,4919.5,5467,4334.5,4720,3977.5,4735,3378,3447,3557
SMU_1366c,1518.5,1254,2692.5,2226,2331,3090,2079,3434,3130.5,1776,1675,1657,1566,1368,1568.5,918,1002,963.5
SMU_1367c,7522.5,8942.5,7764,11055.5,7575.5,4677,6411,5679,5672,4519.5,4898,5488.5,5667,4288.5,5519.5,2833,3093,2523.5
SMU_1368,2,1,20,3,5,131,11,28,94,6,1,3,5,9,64,3,3,3
SMU_1369,1,2,12,6,2,70,10,14,40,0,5,2,3,12,31,5,6,16
SMU_1370c,2686,1713,588,977,615,2046,1127,1130,1027,673,384,217,878,611,928,253,522,379
SMU_1372c,16,10,58,27,41,253,56,72,171,17,23,31,31,35,90,38,44,35
SMU_1373c,9,10,82,25,43,327,63,84,200,18,16,28,33,46,103,35,31,35
SMU_1374,65,134,146,224,175,551,248,265,394,87,80,128,138,166,229,108,166,150
SMU_1375c,93,129,227,228,217,776,320,418,447,191,118,184,192,208,265,197,209,189
SMU_1377c,1545,2085,2642,2732,2461,3651,2416,3371,3420.5,2021,1853,2089,2655,2441,2769,1499,1634.5,1689
SMU_1378,9,23,82,28,29,309,55,97,171.5,34,37,51,66,49,103,55,65.5,73
SMU_1379,54,72,306,163,189,1121,365,388,824,56,62,81,79,213,514,151,145,123
SMU_1381,126,243.5,270.5,331.5,217,553,316,477,397,673,480.5,549.5,824.5,565.5,559.5,1415,1522.5,1413.5
SMU_1382,511,838.5,1024.5,1275.5,866,2113,1405,1690,1904,2471,1848.5,1848.5,2796.5,1811.5,2025.5,5181,5292.5,5379.5
SMU_1383,323.5,698,545.5,955.5,514.5,847.5,884,695.5,826.5,982.5,705.5,721.5,1480,982.5,988,2467.5,2382,2250
SMU_1384,710.5,987,1099.5,1467.5,828.5,1597.5,1199,1214.5,1671.5,1272.5,1073.5,1124.5,1888,1234.5,1668,2763.5,2639,2571
SMU_1386,374,547,752,696,516,1189,605,715,948,514,499,499,655,565,912,354,384,404
SMU_1387,266,305.5,517.5,484,335,947,549.5,573,821,346.5,416.5,428.5,362.5,311.5,489,602.5,555.5,502
SMU_1388,719,1092.5,1394.5,1280,861,1813,1191.5,1503,1578,1075.5,1144.5,1050.5,1131.5,977.5,1203,1676.5,1887.5,1739
SMU_1389,1156,1558,2117,2187,1366,2992,1569,2053,2349,2041,2043,2022,1687,1451,2018,3819,4087,3987
SMU_1390,159,205.5,299.5,340.5,240,715,349,419.5,548,181,259.5,208,253.5,268,327,164.5,236,191
SMU_1391c,3978,7406.5,5959.5,13300.5,5469,3671,3602,3585.5,4252,3885,2816.5,3262,8223.5,7001,7940,3685.5,4941,4166
SMU_1392c,357,447,592,485,359,867,523,777,748,442,369,439,542,416,468,633,564,604
SMU_1393c,352.5,466.5,772.5,405.5,393,993,554,753,844,563.5,696.5,647,430,362,575,734.5,711,703
SMU_1394,1243.5,1656.5,2098.5,1850.5,1362,3002,2257,2571,2507,1530.5,1586.5,1604,1679,1401,1925,2263.5,2220,2174
SMU_1395c,8,84,65,88,26,122,20,45,93,47,27,47,95,67,122,134,118,141
SMU_1396,961,1739,1181,1647,832,1639,1297,1637,1608,1141,1127,1208,1467,1161,1461,3175,3488,2982
SMU_1397c,841,845,408,791,559,1011,1178,1168,994,419,491,408,614,407,494,298,511,307
SMU_1398,1056,1793,1509,1992,1148,1241,1255,970,1169,1108,1276,1174,1372,1006,1526,1230,1127,1064
SMU_1399,3385,4276,3178,2553,2055,3631,2890,2644,3563,2748,1807,2027,3851,2691,3771,3304,4404,2331
SMU_1400c,142,187,299,184,252,690,280,421,507,246,156,213,278,265,487,298,332,244
SMU_1402c,81,92,234,165,163,479,190,251,341,214,190,194,223,284,264,242,255,306
SMU_1403c,61.5,92.5,221,182.5,101.5,481,155.5,230,308.5,118,146,136,180,125.5,244,204.5,160.5,168.5
SMU_1404c,313.5,480,633,754,489.5,1270,479,690.5,951,506.5,473.5,449.5,765,668.5,965,890.5,870.5,894.5
SMU_1405c,1352,1878.5,3083,3302.5,2360,5332,2463.5,3851.5,3942.5,2628.5,2375.5,2499.5,3204,2617,3034,3986,3645,3778
SMU_1406c,217,350,568,464,316,1156,368,484,655,395,418,402,493,397,599,367,356,349
SMU_1407c,57,63,230.5,126.5,127,697.5,178.5,335.5,505,94.5,86.5,79.5,72.5,151,313.5,132,138.5,98.5
SMU_1408c,36,68,261.5,143.5,180,1081.5,387.5,343.5,682,71.5,43.5,69.5,79.5,151,393.5,130,139.5,117.5
SMU_1409c,113,223,347,266,167,675,216,236,398,199,198,201,379,253,388,299,347,356
SMU_1410,91.5,88,304,105.5,120.5,952,139,239.5,638,143.5,163.5,110,178.5,189.5,439,96,103,109
SMU_1411,65.5,102,554,204.5,256.5,1570,359,507.5,1046,147.5,150.5,162,211.5,277.5,684,159,133,132
SMU_1412c,540,848,1216,1258,1057,2173,1146,1692,1841,1029,1154,1094,1199,939,1624,985,1062,1163
SMU_1414c,531,738.5,495,378.5,298,1008,494,530.5,648.5,436,447.5,389.5,490.5,412.5,546.5,488,598.5,489
SMU_1415c,322.5,506.5,647.5,670,462.5,921,558,728,787.5,586.5,571,488,637,489,622.5,815.5,959.5,908
SMU_1416c,358.5,473,629.5,664.5,404.5,1144,677,733.5,925,447.5,465,378,535.5,407,577.5,752,843.5,753.5
SMU_1417c,186.5,315.5,492.5,546,315,956,343.5,662,716,332.5,331,290.5,369,354,381,439.5,478.5,483.5
SMU_1418,660.5,1026.5,1034.5,1458,825,1846,1331.5,1386,1466,667.5,549.5,624,960,794.5,1161.5,924,878,787
SMU_1419,249,405,627,846.5,515.5,941.5,540.5,680,920.5,508,485.5,421.5,592,506,703,655.5,707.5,657
SMU_1420,201,261,411.5,528.5,359,837,549,507,770,344,320.5,357,511,386,473.5,580,574,637
SMU_1421,130,182.5,393,62,74.5,704.5,200,287.5,451,264,247,257.5,81.5,128,387.5,5755,6045.5,4947
SMU_1422,111,167,442,81,107.5,797,181.5,324,512.5,242.5,175.5,178,133,188.5,569.5,3407.5,3545.5,2826
SMU_1423,94.5,153,304.5,49.5,78,498.5,150.5,265.5,502.5,209.5,173,233,89,104,386,3456,3732.5,3086.5
SMU_1424,106.5,119.5,438,34.5,45.5,900.5,127.5,323,795.5,190,170.5,215,80.5,113.5,515.5,2516,2571,2209.5
SMU_1425,1392,1550,2302,329,336,2190,414,624,1168,1368,1571,1466,595,673,1328,2983,2939,2981
SMU_1426c,4999,7142.5,7176.5,3333,3446,3537,3374.5,3410.5,3273.5,7482.5,7447,6640,5045,4013.5,4705,22263,24624.5,22561.5
SMU_1427c,596.5,703,898.5,706.5,557.5,1116.5,697.5,920.5,853.5,950.5,917.5,950,729,657,872,1553.5,1563.5,1611.5
SMU_1428c,474.5,749.5,1011,1119.5,772.5,1135.5,664,900,1077,892,847.5,887,883,880.5,1078,1303.5,1335,1192
SMU_1429,530.5,747.5,1028,842,707,1784.5,898.5,989,1266,609.5,715,699,693.5,798.5,1005.5,731,754,742
SMU_1430,6770.5,10444.5,2854,4480,2106,3014.5,2352.5,2166,1831,4435.5,3011,1951,4283.5,3002.5,3275.5,2886,4425,3831
SMU_1431c,763,1123,1476,1375,874,2940,1572,1656,2071,1164,1144,1127,1410,1188,1855,1719,1731,1689
SMU_1432c,1372,2056,1662,4133,1942,2620,2571,2252,2713,1438,1269,1245,2786,2137,2474,2363,2673,2416
SMU_1434c,635,815,1083,1597,1027,2224,1550,1664,1891,1127,1111,1048,1574,1213,1514,1792,1744,1797
SMU_1435c,132.5,148.5,192,282.5,192,690.5,299.5,577.5,462,254.5,226.5,271,250,222,272,301.5,334,348.5
SMU_1436c,489,879,733,1632,682,1127.5,783,900.5,1054,630,573,597.5,970,769.5,1070.5,946.5,1067.5,1075
SMU_1437,886.5,1006.5,1091,1337.5,933,1880,1809.5,1597,1696,1063.5,997.5,1021.5,1287,988.5,1130.5,1225,1272.5,1340.5
SMU_1438c,1136,2254,1420,3326,1039,1615,1198,1149,1398,811,955,944,1260,1034,1475,870,1049,811
SMU_1442c,2340,3260,4489.5,3784,3980.5,4499,2761,5033.5,4803.5,4383.5,3522.5,5009,4263.5,4226.5,5028,3886,4550.5,4330.5
SMU_1443c,1077,1639,1996.5,2361,1441.5,1938,1793,2220.5,2260.5,1587.5,1285.5,1594,1922.5,1793.5,1980,2590,2926.5,2378.5
SMU_1444c,2791,3231,3725,3677,2910,4599,5191,4671,4767,2876,2913,2642,3319,2720,3303,3877,4473,3943
SMU_1445c,330.5,419.5,538,572,359.5,899.5,504,590.5,701.5,380.5,359,331.5,558,420.5,610.5,478.5,493.5,492
SMU_1446c,247.5,326.5,479,459,382.5,1563.5,609,787.5,1138.5,319.5,382,358.5,460,450.5,620.5,431.5,445.5,381
SMU_1447c,801,978,1709,1666,1511,3259,1653,2037,2406,1073,1060,1422,1473,1899,1838,899,1015,879
SMU_1449,258,422,644,605,403,1464,659,771,1093,391,437,403,633,472,810,650,665,678
SMU_1450,623,925,1362.5,1404,1020,2555.5,1479,1741,2026.5,937,958,982,1138,1179,1385.5,965,1010,929
SMU_1451,427.5,557,909,629,623.5,1498,980,1427,1697.5,703,943,865,623.5,540,915,1274,1235.5,1290.5
SMU_1452,963.5,1440,1443.5,1487,914.5,2144.5,1860,1669,2262,1053,1097,1006,1114.5,930,1525.5,2806,3058.5,2733.5
SMU_1453c,397,586,713,622,479,1214,865,895,1035,610,659,607,697,496,745,1102,1126,1043
SMU_1454c,248,313,607,405,335,1378.5,603,739.5,1069.5,420,532,491,399,358,624,642,669,635
SMU_1455,134.5,147.5,293,212,194.5,977.5,308.5,542.5,618.5,261,203,231,279,219,334.5,294,304.5,316
SMU_1456c,28.5,44.5,70,66,59.5,285,112.5,134,186,51,21,61,87,73,127.5,90,92.5,87
SMU_1457,2330,2993,3915,2560,2559,3636,3299,3628,3035,2753,3088,3075,3264,2738,3012,3665,3367,3435
SMU_1459c,550.5,708,984,857.5,735,997.5,887.5,1038.5,977,861,922.5,854,858.5,628.5,794.5,1049,1072,1071
SMU_1460,922.5,1259,1504,1428.5,923,1337.5,1428.5,1492.5,1368,1134,1236.5,1169,1190.5,1000.5,1075.5,1429,1505,1333
SMU_1461,1621,2749,2507.5,3135.5,1503.5,2509.5,2301,2427.5,2271,2287.5,2260,2127,2178.5,1790,2099,3575,3977.5,3727.5
SMU_1462c,572,634.5,911,943.5,607,1500,836.5,1190,1346,757.5,736.5,660.5,963.5,716,1141,1201.5,1397.5,1353
SMU_1463c,86,154.5,326.5,191,188.5,780.5,297.5,442,564.5,211.5,209,196.5,244.5,250.5,439.5,259,277.5,222
SMU_1464c,265.5,500.5,542.5,689,407,978,619,737,858,400,454,386,587,418.5,650.5,606,731.5,623
SMU_1465c,692.5,1261,1187,1576,1096,1512,1114,1661.5,1697,1174,1289,933.5,1301.5,970,1203,1756.5,2212.5,1976
SMU_1466,835,1493.5,1314.5,2275,1128,1769,1804,1637,1891.5,839.5,978.5,868.5,1335,1137,1392,1461,1537.5,1392.5
SMU_1467,661,894,974,1175,1022,1284,1231,1364,1320,782,862,880,953,956,1278,708,882,754
SMU_1470c,87,161,213,205,134,524,178,294,387,140,100,137,165,141,346,191,235,229
SMU_1471c,134,231,306,425,251,933,397,394,651,122,100,170,205,266,399,126,193,196
SMU_1472,610.5,1032,1521,1790.5,1185,3351.5,1601.5,2243,2805,1462,1354.5,1117.5,2028.5,1619,2285.5,1681,1756,1635
SMU_1473c,584,802,1104,956.5,744,1595,1187,1571,1671.5,1069,1128.5,1044.5,1146.5,916,1111,1225,1043,1132.5
SMU_1474c,427,631,894,823.5,618,1647.5,1112,1496.5,1453.5,875,850.5,834.5,1020,863.5,1037,925.5,950,1063
SMU_1475c,788.5,1452,1069.5,1843.5,1077.5,1526,1616.5,1323,1465,952,805.5,793,1650,1131,1391,1145,1191.5,1238.5
SMU_1476c,16452,18610,14597.5,18439,18645.5,15793,10659,14100.5,12015,14220,14069,11461.5,31741,19945.5,26850.5,5236.5,6180.5,6022
SMU_1477,230,241,587,316,357,1362,470,686,1021,196,235,271,296,333,598,228,218,209
SMU_1479,724,593,658,731,919,1672,659,1724,1413,1170,839,864,725,789,916,862,1164,1072
SMU_1480,246.5,352,378.5,500,305,716.5,450,587,494,334,268.5,285,395,324,439,562,580,508
SMU_1482c,155.5,185,258,210.5,145.5,604.5,487,496.5,494,209,212,241,237,177.5,262.5,328,341.5,355
SMU_1483c,125,118,267.5,155.5,110.5,726,300,375.5,554,149,125.5,136,164,125.5,258.5,250,263.5,202
SMU_1484c,288,360.5,630,573,385.5,1785,895,988,1481,324.5,409,402,498,466,819,732.5,708.5,739
SMU_1485c,337,356.5,756,600.5,424.5,1626.5,868,1050,1476.5,418,442,348,516.5,537,947.5,517,523.5,572.5
SMU_1486c,101,215,297,219.5,153,604.5,315,345,514.5,123.5,150,93,172.5,182,372.5,126.5,130,151.5
SMU_1487,62,57,246,88,102,654,240,301,577,116,76,126,110,120,244,131,97,121
SMU_1488c,639,606,1298.5,10.5,13,123,18.5,46.5,57.5,938.5,1315,1087.5,14.5,29.5,51.5,59.5,28.5,68
SMU_1489,7073,7533,9807.5,54.5,83,694,140.5,223.5,468.5,8047.5,8301,6928.5,201.5,165.5,346.5,424.5,360.5,445
SMU_1490,42865.5,50153,59409.5,126.5,164.5,1489.5,234.5,518.5,952.5,43471.5,45602,40841,575,499,761,1163,943,1189.5
SMU_1491,26432,29784,36700.5,156,156.5,1485.5,286,510.5,1035.5,29719,29661,26237,385.5,417,782,743,719,848
SMU_1492,15278.5,19172.5,21059.5,70.5,73,553,74.5,196,351,14466,11990,11928.5,221,193.5,273,377,371,479.5
SMU_1493,16842,16297.5,25880,41.5,70,548.5,127,240,401,18808.5,19035.5,18086,236,194.5,316,436,375,552.5
SMU_1494,11038,10751.5,15562.5,22,79.5,753.5,124,228,497.5,10551,10115,9180,118.5,138.5,400,242.5,237.5,288.5
SMU_1495,13287,13223,17825,46.5,79,592.5,135,266.5,477.5,11893.5,10945,10546.5,167,146.5,280.5,252,229.5,259
SMU_1496,9267,9511.5,10818,41,28.5,365.5,71,138.5,222,7308.5,5766.5,6005,79,65,189.5,71.5,103,131
SMU_1498,2792,3950,4505,359,313,1194,345,602,900,3681,3531,4739,375,392,681,382,437,483
SMU_1499,1064,1229,1891.5,1472.5,1232.5,4421.5,2101.5,2669.5,3442,1670,1689,1620,1566,1254,1940,1763,1741,1613
SMU_1500,632,984,1401.5,1153.5,872.5,2815.5,1418.5,1947.5,2154,1001,1174,1004,1056,929,1556,972,1109,1017
SMU_1502c,222,158,251,140,232,676,514,572,747,159,285,213,154,144,257,27,20,30
SMU_1504c,31,26,126,93,72,572,174,205,411,50,41,27,53,76,200,18,39,28
SMU_1505c,13,18,120,25,69,410,125,93,279,18,16,18,23,44,136,17,11,10
SMU_1506c,120,183,377.5,274.5,212,1192,244,400.5,793.5,206.5,236.5,235.5,213.5,236,457.5,166,193.5,176
SMU_1507c,57.5,48,162.5,45.5,69,490.5,69,162,260.5,155,159,127.5,86,61,203,62.5,34.5,61
SMU_1508c,252.5,251,711,401,322,2171.5,482,865.5,1538,336.5,329.5,302,313.5,319,881.5,241.5,229,269
SMU_1509,206,312,545,414,376,814,424,556,694,488,433,426,374,351,544,312,397,335
SMU_1510,1489.5,1479.5,2437,2133,1592.5,4183,2290.5,2734.5,3276,1172,1267,1102.5,1731,1353.5,1928.5,752,736,647.5
SMU_1511c,401.5,346,604,633,515.5,1115,707.5,953.5,975,416,365,391.5,389,352.5,478.5,254,244,229.5
SMU_1512,782,796.5,1491,1338,1238,2381,1510,1646,2185,681,737,745,997,870,1326,317,359,372
SMU_1513,3240,4562,5572.5,6596.5,4432.5,7831,7055,7993,7572.5,5383,4827,4730,6354,4989.5,5972.5,8958,9564,8593
SMU_1514,316,409,630.5,572.5,517.5,783,664,752,739.5,456,444,519,470,426.5,572.5,700,721,606
SMU_1515,1493,2229.5,2087,3037.5,1835.5,2592.5,3027.5,2051.5,2349,1638,1488,1389,2409.5,2117.5,2447,2610.5,2707,2569
SMU_1516,1161,1629.5,1840,2441,1394,3099.5,2222,2884,2708,1599,1615.5,1553.5,1838,1491,1824,2106.5,1940.5,1879
SMU_1517,1776,2503,2470,4156.5,2363.5,3099,2454.5,3253.5,3087,2043,1974.5,1784.5,3054.5,2400.5,2880,1990,2318.5,2178
SMU_1519,780,1238.5,1008.5,978.5,578.5,1453.5,1135.5,1176,1221,1157,939,926.5,1330.5,1033,1280,851.5,1045,1037
SMU_1520,633.5,1387.5,984,1653.5,646,1517,1383,1244.5,1360,921.5,850,755.5,1783,1174.5,1302,1637.5,1642.5,1612.5
SMU_1521,263,421.5,529,493.5,318.5,1129,636,843.5,1064.5,581,692,578.5,758,634.5,689,895.5,873,928
SMU_1522,335.5,622.5,700.5,748.5,398,1232.5,820.5,1005,1063.5,766.5,830,735.5,1095.5,917,820,1136.5,1203.5,1326.5
SMU_1523,404.5,511.5,465.5,432.5,348,994,666,657.5,771,465,536.5,489,576.5,457.5,565.5,541.5,605,568
SMU_1524c,183,188.5,262.5,200.5,178.5,457.5,329,437.5,433.5,212.5,204.5,202.5,228,218.5,269.5,248,290.5,268.5
SMU_1525,1209.5,1219,1614.5,964.5,895,2426,1474.5,1945,2011.5,1626.5,1926.5,1693,990.5,854.5,1349,1855,2017,2097
SMU_1526c,79,65,221.5,144.5,159.5,522.5,260.5,271,375,182,155.5,128.5,144,171.5,298,147.5,156.5,187.5
SMU_1527,2899,3760.5,3118.5,4555.5,2890,3422.5,5610,5047.5,4496.5,2598,2650,2192.5,3250.5,2313,3016,2561.5,3140,2569
SMU_1528,5033,5696,6964,6867,5919.5,8103,12271.5,11168,9663.5,5320,6621,5067.5,5778.5,4298.5,5742,6052.5,5601.5,5188
SMU_1529,3001.5,4007.5,5532,7117,5529.5,5524.5,8086,9363.5,7929,4288,4531.5,3611.5,4951.5,3573.5,4251,4807.5,4387.5,4366
SMU_1530,3771.5,4019.5,5489,6784.5,5051,6756,8809,9974,7791.5,4620.5,5076.5,3443,5088.5,3771.5,4380,4626,4719.5,4261.5
SMU_1531,1670.5,2222,2104,3101.5,2414,1632.5,3214,3036.5,2382,1713.5,1673,1153.5,2326,1628,2232.5,1428.5,1509,1448
SMU_1532,2262.5,2624,3103.5,3364,3251,2269.5,4636.5,3661,3443.5,1836.5,2319,1809.5,2953,1927.5,2793,2079.5,1980.5,1778.5
SMU_1533,1811.5,1999,3348,3292.5,3104.5,2650.5,4882,3864,3802.5,2263,2570.5,1983,3066.5,2447,3077.5,1966,2065.5,1904
SMU_1534,2030.5,3250.5,3996,3889,3706.5,1951.5,4743,3536.5,4321.5,2488.5,2966.5,2971.5,3398.5,2536,3430,1237.5,1279.5,1358
SMU_1535,4727,5817,7625,2588,1851.5,4061.5,1830,2140,2150.5,5274,5713.5,4586,3302.5,2629,3462,16842,17031.5,14922
SMU_1536,2292.5,2421,3350.5,1000,853.5,2389,933,1110,1276,2264,2735,2175.5,1410.5,1094.5,1640,7161.5,6807,6042.5
SMU_1537,1510,1484,2517,628.5,673.5,1687,543.5,866,939.5,1898,1975.5,1769.5,850.5,738.5,939,4916.5,5224.5,4912
SMU_1538,1539,1657.5,2262,683.5,604.5,2003,618,786.5,1141.5,1622.5,1628.5,1499,766.5,722.5,1172,4268,4434,4059.5
SMU_1539,6171.5,7022.5,6159.5,2072,1559,5118.5,1473.5,1749.5,2583.5,5398.5,4486.5,4329,2566,2294.5,3250,10175,12473,11853
SMU_1541,2866,3885,4147,3646,2657,4151,3641,4294,4550,2929,3005,3107,3272,2490,3338,7843,8321,7004
SMU_1542c,890.5,1041,1477,1110,968,1855,1326,1772.5,1830.5,1194.5,1049,1066,1098.5,842,1362.5,1893,1981,1767
SMU_1543,1382.5,1764,2331,1899,1610,3129,2257,3014.5,3096.5,1868.5,2041,1954,1585.5,1368,1952.5,2733,2971,2560
SMU_1545c,577,670,1166,1485,922,1287,675,842,1093,524,612,536,1089,1039,1204,495,553,506
SMU_1546,157,256,386,556,414,419,263,312,418,288,285,249,405,311,420,404,394,388
SMU_1547c,195,180,385.5,354.5,267,1030,363.5,479.5,614.5,186.5,207.5,181.5,302.5,278,469.5,292,235,262.5
SMU_1548c,872,1032,1470.5,2139.5,1119,2826,1501.5,1751.5,2027.5,795.5,756.5,733.5,1128.5,1090,1545.5,942,1103,971.5
SMU_1550c,34,46,224.5,125,88.5,769.5,172.5,195.5,514,79,54.5,62.5,155,158.5,338,88,142,119
SMU_1551c,33.5,61,213.5,132,87,917.5,155,212,577.5,83,78.5,73,120,143,357,126.5,138.5,133
SMU_1552c,8,17.5,170.5,42,104.5,681.5,140,169.5,423.5,32.5,22,39,39.5,79.5,286,40,38,43
SMU_1553c,8.5,7,58,35.5,34.5,335,77,103.5,225,14.5,14,21.5,23.5,21,93,20.5,19.5,26
SMU_1554c,9,18.5,124.5,50.5,51.5,578.5,96.5,188.5,403,18,24,32,35,62,168,28,25,40
SMU_1555c,626.5,936,1174.5,1412,878.5,1647,1364.5,1359.5,1440.5,1211,1314.5,1210.5,1483,1137.5,1386.5,1541.5,1689.5,1613.5
SMU_1556,1120.5,1451.5,1743,2133.5,1327.5,2787,2041,2326,2512,1436,1249,1414.5,1797,1355,1856,2352.5,2149,2302.5
SMU_1557c,397,607,796,722.5,540,1805.5,973.5,1168.5,1500.5,779,628.5,700,869,708,1024.5,1107,1156,1134.5
SMU_1558c,250,297.5,292.5,440,289,676.5,473,460,609,235,229,205,273,250.5,398,347,353.5,321.5
SMU_1560,106,157,492,176,171,1156,291,403,934,113,130,164,136,238,681,221,265,179
SMU_1561,731,1139.5,1315.5,1177.5,922,1376,1282.5,1564.5,1727.5,1105,1101,1049.5,853.5,703.5,1239.5,2721.5,3082,3008.5
SMU_1562,573,797,1128.5,767.5,741,1605,1469.5,1526.5,1629,917.5,784.5,703,651.5,564,918,2121,2319,2127
SMU_1563,3975,8515.5,5677,6674,3884,5338,5376,5192,5588.5,7928.5,5923.5,5527.5,4776,3852.5,5739.5,10925.5,12958,11894.5
