gene,IU1824.1,IU1824.2,IU1824.4,IU9036.1,IU9036.3,IU9036.4
Inter.NC_008533.0.1972472.1,1,2,5,2,6,2
Inter.NC_008533.0.932651.4,0,2,3,1,0,2
Inter.NC_008533.1.137708.149,0,0,0,0,0,0
Inter.NC_008533.1.887754.91,0,0,0,0,0,0
ABJ54162.1,9,6,8,6,10,4
Inter.NC_008533.0.446161.1,0,0,0,0,0,0
Inter.NC_008533.1.1264038.3,15,20,15,18,25,19
Inter.NC_008533.0.9069.0,0,1,0,0,0,0
Inter.NC_008533.0.446161.8,1,0,0,1,1,1
Inter.NC_008533.0.743379.5,0,2,0,0,1,1
Inter.NC_008533.1.666908.112,4,4,2,2,2,2
Inter.NC_008533.0.1956770.29,0,0,0,0,0,0
Inter.NC_008533.1.448351.57,1,0,0,2,2,2
Inter.NC_008533.1.541786.73,0,1,0,2,0,2
Inter.NC_008533.1.781756.34,0,0,0,0,0,1
Inter.NC_008533.0.1397152.59,0,0,0,0,0,0
Inter.NC_008533.1.1808494.1,1,0,3,3,1,3
Inter.NC_008533.1.1662045.51,0,0,0,0,0,2
Inter.NC_008533.0.1258127.5,0,0,0,0,0,0
Inter.NC_008533.0.1464276.8,0,0,0,0,0,1
ABJ54789.1,100,98,113,110,121,108
Inter.NC_008533.0.1479761.125,1,0,0,0,0,1
Inter.NC_008533.0.111937.5,0,0,0,0,1,0
Inter.NC_008533.0.164957.19,1,1,0,1,0,1
Inter.NC_008533.0.1504856.274,0,0,1,0,1,0
ABJ54919.1,50,47,48,66,49,57
Inter.NC_008533.0.1750693.70,0,1,0,2,0,0
Inter.NC_008533.1.137708.142,0,0,0,1,0,1
Inter.NC_008533.1.1119069.16,1,0,2,0,0,1
ABJ53612.1,50,64,59,51,44,37
ABJ53808.1,4,3,7,5,3,4
Inter.NC_008533.0.1504856.118,0,0,0,0,0,0
Inter.NC_008533.1.1596265.6,0,0,0,0,1,0
ABJ53688.1,8,8,13,9,9,6
Inter.NC_008533.1.179084.250,2,3,1,0,3,2
Inter.NC_008533.0.868667.9,0,0,0,0,0,2
Inter.NC_008533.0.1216026.257,7,6,2,3,5,6
Inter.NC_008533.0.1397152.30,0,0,0,0,0,0
Inter.NC_008533.0.1479761.203,0,0,0,1,1,0
Inter.NC_008533.1.1870777.0,4,3,4,7,4,6
Inter.NC_008533.1.615390.2,1,0,0,0,0,1
Inter.NC_008533.1.160129.51,1,0,0,0,0,0
ABJ53645.1,0,2,1,0,0,1
Inter.NC_008533.0.728793.15,1,0,0,0,1,0
Inter.NC_008533.1.137708.184,0,0,0,0,0,0
Inter.NC_008533.0.1397152.50,0,1,0,0,0,0
Inter.NC_008533.0.1084820.138,0,0,0,0,0,0
Inter.NC_008533.0.271731.3,0,1,0,0,0,0
Inter.NC_008533.1.264428.0,2,2,2,0,1,1
Inter.NC_008533.0.768471.0,2,3,6,4,2,0
Inter.NC_008533.1.1795973.2,1,0,3,1,2,0
Inter.NC_008533.1.1421547.4,2,1,2,0,1,0
Inter.NC_008533.0.1376376.84,0,0,1,0,0,0
ABJ55323.1,6,3,1,0,0,1
Inter.NC_008533.1.617124.46,0,0,0,0,1,1
Inter.NC_008533.0.1289744.6,0,0,0,0,0,0
Inter.NC_008533.1.564781.29,0,0,0,0,0,2
Inter.NC_008533.0.931594.1,15,13,11,14,12,13
Inter.NC_008533.0.1818322.23,0,0,0,0,1,0
Inter.NC_008533.1.448351.59,1,1,0,1,0,0
Inter.NC_008533.1.1739100.24,0,0,0,0,1,0
Inter.NC_008533.1.916617.61,0,0,0,0,1,0
Inter.NC_008533.1.653374.40,9,5,6,20,5,4
Inter.NC_008533.0.60474.4,0,0,0,0,0,0
Inter.NC_008533.1.1784367.2,1,0,0,1,0,0
Inter.NC_008533.0.1504856.328,0,0,0,0,0,0
Inter.NC_008533.0.1946501.28,1,4,1,2,2,1
Inter.NC_008533.0.1176081.20,1,0,0,0,0,0
Inter.NC_008533.1.310564.29,0,0,0,0,0,0
Inter.NC_008533.1.35663.227,0,0,0,0,0,0
Inter.NC_008533.0.1504856.67,0,1,1,0,0,0
Inter.NC_008533.1.1256714.11,0,1,0,0,0,0
Inter.NC_008533.0.1246329.16,0,0,0,0,0,0
Inter.NC_008533.0.1315297.11,0,0,0,0,0,0
rna0,2,0,4,0,2,1
Inter.NC_008533.1.0.177,0,0,0,0,0,0
Inter.NC_008533.1.247146.78,0,0,0,0,1,0
Inter.NC_008533.1.653374.52,6,3,0,2,2,2
Inter.NC_008533.1.1028489.139,0,1,0,0,0,0
Inter.NC_008533.1.103670.8,0,0,1,0,0,0
Inter.NC_008533.1.1000029.14,0,1,0,0,0,0
Inter.NC_008533.1.300862.49,0,0,0,0,0,0
Inter.NC_008533.1.1546263.1,0,0,0,2,0,0
Inter.NC_008533.0.819411.4,6,8,7,6,5,4
Inter.NC_008533.0.415772.13,6,4,2,4,2,2
Inter.NC_008533.0.1162006.18,1,0,0,1,0,0
Inter.NC_008533.1.399679.16,0,0,1,0,0,1
Inter.NC_008533.1.666908.92,1,0,0,0,1,0
Inter.NC_008533.0.1479761.134,0,1,0,1,1,0
Inter.NC_008533.0.659210.6,0,1,0,0,0,0
Inter.NC_008533.1.1720577.3,4,3,4,2,2,4
Inter.NC_008533.1.413745.18,0,1,1,2,1,0
Inter.NC_008533.0.997969.5,0,2,0,0,2,0
Inter.NC_008533.1.1466093.37,3,1,0,1,1,2
ABJ55179.1,204,219,184,198,122,124
Inter.NC_008533.1.247146.120,1,0,0,0,0,0
Inter.NC_008533.0.1479761.221,0,0,0,0,2,1
Inter.NC_008533.1.179084.130,0,0,1,0,0,0
Inter.NC_008533.1.588008.202,0,0,1,0,0,0
Inter.NC_008533.0.176004.18,0,0,0,1,0,0
ABJ54630.1,0,2,0,0,0,0
Inter.NC_008533.1.609796.36,0,1,0,0,1,0
Inter.NC_008533.0.93647.33,0,0,0,1,1,0
Inter.NC_008533.0.755167.21,0,0,1,1,1,1
Inter.NC_008533.1.916617.49,0,0,0,1,1,0
Inter.NC_008533.0.411331.8,0,0,2,1,1,1
Inter.NC_008533.1.949173.86,1,0,0,0,0,0
Inter.NC_008533.1.35663.233,0,0,0,0,1,0
Inter.NC_008533.1.700465.93,0,0,0,0,0,0
Inter.NC_008533.0.1479761.90,0,1,0,1,0,0
Inter.NC_008533.1.1706451.10,0,1,2,0,0,0
Inter.NC_008533.1.693148.17,0,0,0,0,0,1
Inter.NC_008533.1.541786.94,1,0,0,0,0,0
Inter.NC_008533.0.1994815.95,1,0,0,0,0,0
Inter.NC_008533.1.730313.1,0,0,0,0,0,0
Inter.NC_008533.0.469109.1,0,0,1,1,1,3
Inter.NC_008533.0.1447242.4,0,0,0,0,0,0
Inter.NC_008533.1.2043201.0,1,0,0,0,1,1
Inter.NC_008533.1.779281.19,2,3,3,3,2,0
Inter.NC_008533.1.179084.4,0,0,0,0,0,0
Inter.NC_008533.1.1015892.67,0,0,0,1,0,0
Inter.NC_008533.0.1447242.14,0,0,0,0,1,0
Inter.NC_008533.0.1349452.25,1,0,0,2,0,1
Inter.NC_008533.1.653374.39,3,8,1,3,2,11
Inter.NC_008533.0.1258127.139,0,0,0,0,0,1
Inter.NC_008533.0.404686.0,0,0,0,0,0,1
ABJ55430.1,7,7,6,18,20,8
Inter.NC_008533.1.0.113,1,0,0,2,0,2
ABJ55484.1,667,831,563,866,874,664
Inter.NC_008533.1.137708.20,0,1,1,5,0,0
Inter.NC_008533.1.757283.188,5,6,3,6,4,3
Inter.NC_008533.0.1004171.10,0,0,0,0,0,1
Inter.NC_008533.0.503794.23,0,0,0,0,1,0
Inter.NC_008533.0.749280.0,0,0,1,1,0,0
Inter.NC_008533.0.1709836.107,1,1,2,4,0,1
Inter.NC_008533.1.1958987.1,0,0,0,1,1,0
Inter.NC_008533.1.382966.112,0,1,1,1,0,1
Inter.NC_008533.0.662009.5,0,0,0,0,0,0
Inter.NC_008533.0.997969.14,1,2,0,0,0,0
Inter.NC_008533.1.803179.38,0,0,1,0,0,0
Inter.NC_008533.0.1131731.59,0,0,0,0,0,0
ABJ54838.1,234,238,209,281,263,247
Inter.NC_008533.1.97961.8,0,0,0,0,0,0
Inter.NC_008533.0.1131731.81,0,0,2,3,1,2
Inter.NC_008533.0.1106643.71,0,0,0,0,0,1
Inter.NC_008533.1.949173.215,0,0,0,0,1,0
ABJ55067.1,184,166,152,106,89,81
Inter.NC_008533.1.30486.1,0,2,0,1,3,1
Inter.NC_008533.1.779281.3,0,0,0,1,0,1
Inter.NC_008533.0.1558696.91,0,0,0,1,0,0
Inter.NC_008533.0.1609823.81,0,0,0,0,0,0
rna57,8,5,9,7,4,4
Inter.NC_008533.0.1972472.5,11,8,10,18,16,13
Inter.NC_008533.1.113089.130,1,0,0,1,0,0
Inter.NC_008533.0.503794.43,0,0,0,1,0,0
Inter.NC_008533.0.1084820.28,2,2,0,0,2,0
Inter.NC_008533.1.887754.129,2,0,0,1,0,0
Inter.NC_008533.0.1415114.185,0,0,0,0,0,1
Inter.NC_008533.0.1447242.59,1,1,0,1,1,1
Inter.NC_008533.1.911664.15,0,0,0,0,1,0
Inter.NC_008533.1.588008.148,1,0,0,0,0,1
Inter.NC_008533.1.1592462.1,2,1,1,0,2,0
Inter.NC_008533.0.1878275.8,2,2,3,5,3,1
Inter.NC_008533.1.887754.16,1,0,0,0,0,0
Inter.NC_008533.0.1162006.82,1,0,0,0,0,0
Inter.NC_008533.1.310564.134,0,0,0,0,0,0
Inter.NC_008533.1.505160.53,0,0,0,0,0,0
Inter.NC_008533.1.870383.12,0,0,0,0,0,0
Inter.NC_008533.1.870383.97,1,0,0,0,0,0
Inter.NC_008533.0.609578.0,1,0,0,0,0,0
Inter.NC_008533.0.247976.0,25,27,27,26,23,25
Inter.NC_008533.0.2016651.25,2,1,3,2,1,1
Inter.NC_008533.0.1216026.179,0,1,0,0,0,1
Inter.NC_008533.1.788482.92,0,0,0,0,0,0
Inter.NC_008533.0.459448.9,1,0,2,0,0,0
Inter.NC_008533.0.2045904.1,2,3,1,4,0,1
Inter.NC_008533.0.1474313.4,0,0,0,0,0,0
Inter.NC_008533.1.1574500.0,1,0,0,0,0,1
Inter.NC_008533.1.700465.161,1,0,0,1,1,0
Inter.NC_008533.1.1307782.17,0,1,1,0,0,0
Inter.NC_008533.0.1349452.49,0,0,0,1,0,1
Inter.NC_008533.1.518221.80,0,0,0,1,1,1
Inter.NC_008533.0.164957.12,0,0,0,0,2,0
Inter.NC_008533.1.86974.45,0,0,0,0,0,0
Inter.NC_008533.0.1709836.154,3,3,2,1,2,2
Inter.NC_008533.1.104786.69,0,1,0,0,0,0
Inter.NC_008533.0.1190379.158,0,0,0,1,0,0
Inter.NC_008533.1.588008.116,0,1,0,0,0,0
Inter.NC_008533.0.1540553.37,0,0,0,2,1,0
Inter.NC_008533.0.1678487.61,2,4,4,6,4,2
Inter.NC_008533.1.1556243.21,0,0,0,0,1,0
Inter.NC_008533.0.1415114.165,1,0,1,0,1,0
Inter.NC_008533.1.179084.49,0,0,1,0,0,0
ABJ54633.1,1,0,0,0,0,0
Inter.NC_008533.1.1005112.56,0,0,0,0,0,0
Inter.NC_008533.0.1275753.11,2,0,0,0,0,0
ABJ54831.1,146,161,172,154,120,115
Inter.NC_008533.1.617124.11,14,6,8,14,2,14
Inter.NC_008533.0.1468245.4,0,0,1,1,0,0
Inter.NC_008533.1.949173.280,0,0,0,1,0,0
Inter.NC_008533.0.691983.6,3,2,2,2,2,1
Inter.NC_008533.0.1667285.48,0,0,0,1,0,0
Inter.NC_008533.1.848842.198,0,0,0,0,1,0
Inter.NC_008533.1.479581.230,0,0,0,0,0,0
Inter.NC_008533.1.218389.200,0,0,0,0,1,0
Inter.NC_008533.1.734195.30,0,0,1,1,0,0
Inter.NC_008533.1.757283.133,0,0,1,0,0,0
ABJ54226.1,24,29,18,25,36,23
Inter.NC_008533.0.755167.10,0,1,0,0,1,0
Inter.NC_008533.1.1789580.4,0,1,0,0,0,0
Inter.NC_008533.0.255467.0,4,3,1,6,2,2
Inter.NC_008533.0.496851.3,9,4,6,7,4,8
Inter.NC_008533.1.218389.118,0,0,0,0,0,0
Inter.NC_008533.0.1633846.24,0,0,0,1,0,0
Inter.NC_008533.1.949173.274,0,0,0,0,0,1
Inter.NC_008533.0.1871234.51,0,0,0,1,1,0
Inter.NC_008533.0.809280.8,8,4,2,3,1,4
Inter.NC_008533.1.448351.62,1,0,0,1,1,5
Inter.NC_008533.1.137708.86,0,0,0,0,0,0
ABJ53883.1,493,571,484,608,488,483
Inter.NC_008533.0.1439453.64,0,0,0,0,0,0
Inter.NC_008533.1.1571017.0,0,0,1,0,0,0
Inter.NC_008533.0.727105.4,2,0,0,0,1,0
Inter.NC_008533.1.700465.57,0,0,0,0,0,0
Inter.NC_008533.0.1644695.0,0,0,0,0,1,0
Inter.NC_008533.1.734195.101,2,2,0,0,0,1
Inter.NC_008533.1.717143.113,0,1,0,2,1,2
Inter.NC_008533.1.1443023.2,0,0,0,1,1,1
ABJ53679.1,79,99,73,84,85,85
Inter.NC_008533.0.674718.1,2,1,2,1,0,0
Inter.NC_008533.0.1790608.24,0,0,0,0,0,0
ABJ53929.1,9,15,14,16,10,10
Inter.NC_008533.1.700465.107,0,0,0,0,0,0
Inter.NC_008533.0.1871234.4,1,0,0,1,1,0
Inter.NC_008533.1.1152536.8,0,0,0,0,1,0
ABJ53950.1,5,2,3,2,4,4
Inter.NC_008533.0.183101.1,0,0,0,0,0,0
Inter.NC_008533.1.1948220.25,0,1,0,0,0,1
Inter.NC_008533.1.1476328.12,4,0,1,0,0,1
Inter.NC_008533.1.1069169.49,0,0,0,1,0,0
Inter.NC_008533.0.213160.15,1,0,0,0,0,0
Inter.NC_008533.0.1850193.12,0,1,0,0,0,0
Inter.NC_008533.1.554771.50,0,0,0,0,1,0
Inter.NC_008533.0.1598143.71,0,0,0,0,3,0
Inter.NC_008533.0.1216026.37,0,0,0,0,0,1
Inter.NC_008533.0.1633846.5,0,0,0,1,0,1
Inter.NC_008533.0.1275753.33,1,1,0,0,0,0
ABJ55457.1,39,37,39,13,17,19
Inter.NC_008533.1.479581.82,0,1,0,0,0,1
Inter.NC_008533.1.343145.67,0,0,1,0,0,0
Inter.NC_008533.1.848842.187,0,0,0,0,0,2
Inter.NC_008533.1.2033704.16,0,0,2,0,1,0
Inter.NC_008533.1.179084.155,0,0,0,0,0,1
Inter.NC_008533.1.1907070.38,0,0,0,0,0,0
ABJ55089.1,0,2,0,1,2,1
Inter.NC_008533.1.734195.57,0,0,0,0,0,0
Inter.NC_008533.0.39873.10,1,1,0,2,2,0
Inter.NC_008533.0.1586901.10,0,0,0,0,0,0
ABJ55321.1,33,26,27,28,19,19
Inter.NC_008533.1.1434319.67,0,1,1,0,1,1
Inter.NC_008533.0.1709836.221,2,0,0,0,0,1
Inter.NC_008533.1.1864173.1,5,5,3,6,5,5
Inter.NC_008533.0.1439453.7,0,0,0,0,1,0
Inter.NC_008533.0.1246329.2,0,2,0,2,0,1
Inter.NC_008533.0.1084820.175,0,0,0,1,0,0
ABJ55303.1,3,6,3,4,2,6
ABJ55460.1,16,23,14,27,20,19
Inter.NC_008533.1.1466093.13,3,1,3,2,2,1
ABJ55279.1,2,0,1,0,1,0
Inter.NC_008533.0.691983.12,0,1,0,0,1,0
Inter.NC_008533.1.361081.73,2,0,3,0,2,1
Inter.NC_008533.0.936611.0,0,0,2,1,0,1
Inter.NC_008533.1.1582555.27,0,1,2,0,0,0
Inter.NC_008533.1.479581.23,0,0,1,0,1,0
Inter.NC_008533.0.1504856.299,0,1,0,0,0,0
Inter.NC_008533.0.1598143.0,1,1,0,1,0,0
Inter.NC_008533.0.836024.1,0,0,0,0,0,0
Inter.NC_008533.1.1849206.9,1,2,5,1,3,5
Inter.NC_008533.0.989688.48,0,0,0,1,0,0
Inter.NC_008533.0.1558696.42,0,1,0,0,0,0
Inter.NC_008533.0.1349452.78,0,0,0,0,1,0
Inter.NC_008533.1.247146.100,0,1,0,0,0,0
Inter.NC_008533.1.757283.19,0,0,0,0,0,0
Inter.NC_008533.1.343145.92,0,0,0,0,1,0
Inter.NC_008533.1.733736.0,0,0,0,0,0,0
Inter.NC_008533.0.1439453.15,0,0,0,0,0,1
Inter.NC_008533.1.113089.177,0,0,0,0,0,1
Inter.NC_008533.0.1275753.18,0,0,0,0,0,0
Inter.NC_008533.0.394656.9,0,0,1,0,0,1
Inter.NC_008533.1.666908.107,0,0,0,0,0,1
Inter.NC_008533.0.565076.10,14,22,17,9,17,14
Inter.NC_008533.1.0.256,0,1,0,0,1,0
Inter.NC_008533.1.179084.178,0,0,1,0,0,0
Inter.NC_008533.1.104786.43,1,0,0,0,0,0
Inter.NC_008533.0.331236.3,0,0,0,0,0,0
Inter.NC_008533.1.1476328.24,0,0,0,0,1,0
Inter.NC_008533.1.518221.173,0,0,0,0,0,1
Inter.NC_008533.0.644856.1,7,9,4,5,1,0
Inter.NC_008533.0.479384.31,1,4,2,0,2,1
Inter.NC_008533.1.35663.9,0,0,0,0,0,0
Inter.NC_008533.1.179084.259,20,15,7,9,6,14
Inter.NC_008533.1.554771.12,1,0,0,0,0,0
Inter.NC_008533.0.2040500.11,0,0,0,0,0,0
Inter.NC_008533.0.1479761.126,2,0,0,1,1,0
Inter.NC_008533.1.425822.45,0,0,1,0,0,0
Inter.NC_008533.1.0.205,1,0,0,0,1,0
Inter.NC_008533.1.788482.82,0,0,0,0,0,0
ABJ55100.1,183,160,166,185,166,150
ABJ54306.1,76,79,86,98,84,91
ABJ54672.1,194,192,195,260,222,220
Inter.NC_008533.0.1315297.20,1,1,1,5,3,3
Inter.NC_008533.1.343145.145,0,1,0,0,1,0
Inter.NC_008533.0.1343356.21,0,0,0,1,0,0
ABJ53868.1,24,42,39,52,45,29
Inter.NC_008533.0.351482.0,9,8,5,2,5,3
Inter.NC_008533.1.541786.105,1,0,0,0,0,0
Inter.NC_008533.1.757283.42,2,0,0,0,0,0
Inter.NC_008533.0.668076.0,1,0,0,0,0,0
Inter.NC_008533.1.1695563.22,0,1,0,0,0,0
Inter.NC_008533.0.1405462.26,0,0,1,1,2,0
Inter.NC_008533.0.1609823.115,0,0,0,0,0,0
Inter.NC_008533.1.137708.64,0,0,0,0,1,0
Inter.NC_008533.0.880151.0,0,0,0,0,0,0
Inter.NC_008533.1.1123989.0,0,0,0,0,0,1
Inter.NC_008533.1.1115134.0,2,2,1,2,1,6
Inter.NC_008533.0.20118.12,1,2,0,0,0,0
Inter.NC_008533.0.1297119.43,0,0,0,0,0,0
Inter.NC_008533.0.126429.6,1,0,1,1,0,1
ABJ54739.1,135,204,175,197,215,156
Inter.NC_008533.1.399679.7,0,1,1,0,0,1
Inter.NC_008533.0.1349452.120,1,0,0,2,2,1
Inter.NC_008533.0.446161.11,0,0,0,1,0,0
Inter.NC_008533.0.1397152.18,0,1,0,0,0,1
Inter.NC_008533.1.1463047.7,0,0,1,0,1,0
Inter.NC_008533.0.16821.0,5,5,13,11,15,8
Inter.NC_008533.0.1504856.233,0,1,0,0,1,2
Inter.NC_008533.1.788482.107,0,0,0,0,0,1
Inter.NC_008533.1.0.294,0,0,2,2,0,3
ABJ54274.1,27,18,18,20,20,27
Inter.NC_008533.1.617124.174,0,0,0,0,0,0
Inter.NC_008533.0.1897432.14,0,0,0,0,0,0
Inter.NC_008533.0.1586901.67,0,0,0,1,0,0
Inter.NC_008533.1.700465.31,0,0,0,0,0,0
Inter.NC_008533.0.394656.33,3,0,1,1,1,1
Inter.NC_008533.0.1558696.77,0,0,0,1,0,0
Inter.NC_008533.1.1813573.2,4,3,3,0,8,3
ABJ53887.1,0,0,0,0,2,0
ABJ53842.1,127,133,125,211,165,142
Inter.NC_008533.1.916617.113,0,0,0,0,0,0
Inter.NC_008533.1.399679.24,0,0,0,0,0,0
Inter.NC_008533.1.103670.5,0,0,0,0,2,2
Inter.NC_008533.0.1376376.88,2,1,0,1,0,2
Inter.NC_008533.0.1818322.275,0,0,0,0,1,0
Inter.NC_008533.1.479581.48,1,0,1,0,0,0
ABJ55285.1,2,3,3,2,4,4
Inter.NC_008533.0.1994815.193,0,0,0,1,0,0
Inter.NC_008533.1.179084.303,2,0,3,0,4,4
Inter.NC_008533.1.848842.158,0,1,0,0,0,0
Inter.NC_008533.1.435802.27,1,1,1,0,0,0
ABJ54331.1,73,67,62,73,72,54
Inter.NC_008533.1.1028489.6,0,0,0,0,1,0
Inter.NC_008533.1.1813573.3,7,3,4,2,0,4
Inter.NC_008533.0.476177.2,3,0,1,1,0,0
Inter.NC_008533.0.134257.5,1,0,0,1,1,1
ABJ54277.1,8,6,2,4,4,2
Inter.NC_008533.1.448351.104,0,0,0,0,0,0
ABJ55033.1,2,0,1,1,1,0
Inter.NC_008533.1.639893.41,0,1,0,0,0,1
Inter.NC_008533.1.173760.22,0,0,1,0,0,0
Inter.NC_008533.0.299964.0,0,1,0,0,0,0
Inter.NC_008533.0.1084820.65,0,0,1,0,0,0
ABJ54420.1,21,16,27,18,28,23
Inter.NC_008533.1.435802.20,0,1,0,0,0,1
Inter.NC_008533.1.1719381.1,0,0,0,0,0,0
Inter.NC_008533.0.1750693.77,0,0,0,0,0,0
Inter.NC_008533.0.728793.3,0,1,0,0,1,1
Inter.NC_008533.0.1415114.8,0,0,0,0,0,1
Inter.NC_008533.1.1658755.0,4,2,3,6,1,1
Inter.NC_008533.1.0.29,0,1,0,0,0,0
Inter.NC_008533.0.327716.0,1,0,0,1,0,0
Inter.NC_008533.1.1169744.4,0,0,1,1,0,0
Inter.NC_008533.1.1005112.8,0,0,0,0,0,0
Inter.NC_008533.1.160129.22,0,0,0,0,0,0
ABJ54902.1,0,0,0,0,0,1
Inter.NC_008533.0.394656.22,0,0,1,0,1,0
Inter.NC_008533.0.1048680.12,0,0,0,0,0,0
Inter.NC_008533.0.487640.0,7,4,3,4,4,3
Inter.NC_008533.0.164957.7,0,0,0,1,2,2
Inter.NC_008533.0.1415114.56,0,1,0,0,0,1
ABJ54311.1,0,0,0,0,0,0
Inter.NC_008533.0.1216026.236,0,0,0,0,0,1
Inter.NC_008533.0.1558696.176,0,0,0,2,1,0
ABJ55185.1,4,4,10,8,5,6
Inter.NC_008533.0.1216026.258,1,1,0,0,1,1
Inter.NC_008533.0.1609823.217,0,0,0,0,1,0
Inter.NC_008533.0.1598143.57,0,0,0,0,1,2
Inter.NC_008533.1.1605802.19,3,3,2,0,2,2
Inter.NC_008533.0.1770050.18,0,1,2,0,0,2
Inter.NC_008533.1.1299888.2,7,10,14,18,18,15
ABJ55112.1,0,1,2,1,2,1
ABJ55364.1,18,14,20,17,12,8
ABJ55245.1,4,1,7,5,9,3
Inter.NC_008533.0.340226.21,2,2,3,4,1,2
Inter.NC_008533.0.1145128.37,1,0,1,0,0,0
Inter.NC_008533.0.440916.4,10,11,8,11,7,11
Inter.NC_008533.0.1405462.75,0,0,0,0,0,0
Inter.NC_008533.1.734195.68,1,0,0,0,0,0
Inter.NC_008533.0.1216026.50,0,0,0,0,0,0
Inter.NC_008533.0.1986594.50,0,0,0,0,0,0
Inter.NC_008533.0.260365.25,0,0,0,0,0,0
ABJ54131.1,5,4,4,4,7,9
Inter.NC_008533.0.1540553.2,0,0,0,0,1,0
Inter.NC_008533.0.1850193.40,1,0,1,0,0,0
Inter.NC_008533.0.1548252.30,0,0,0,0,2,0
ABJ55041.1,66,76,78,74,60,58
Inter.NC_008533.0.1558696.70,0,0,0,0,0,0
Inter.NC_008533.0.260365.12,3,1,2,2,3,4
Inter.NC_008533.1.448351.78,1,0,1,1,0,0
Inter.NC_008533.0.1770050.157,0,0,0,1,0,2
ABJ53975.1,0,0,0,1,1,0
ABJ54671.1,149,109,125,132,122,103
Inter.NC_008533.1.1686505.0,0,0,1,1,0,0
Inter.NC_008533.1.1878979.61,0,0,1,0,0,0
Inter.NC_008533.0.1439453.73,0,0,0,0,0,0
Inter.NC_008533.0.25178.0,3,3,1,2,1,0
Inter.NC_008533.0.1653712.10,0,0,0,1,0,1
Inter.NC_008533.0.1415114.173,5,1,1,5,0,6
Inter.NC_008533.0.1349452.223,0,0,0,0,0,0
Inter.NC_008533.1.1127017.25,1,0,0,0,1,1
ABJ53966.1,34,38,52,35,42,36
ABJ55357.1,32,31,22,29,26,17
ABJ54753.1,39,52,35,28,42,35
ABJ55386.1,299,299,377,329,336,228
Inter.NC_008533.1.179084.20,0,0,0,0,0,0
Inter.NC_008533.1.476674.8,0,1,0,0,0,0
Inter.NC_008533.0.1027158.0,1,0,1,6,1,5
Inter.NC_008533.1.916617.137,0,0,1,0,0,1
Inter.NC_008533.0.530829.0,6,3,1,3,3,1
Inter.NC_008533.1.137708.126,2,1,1,0,3,0
Inter.NC_008533.1.700465.124,0,0,1,0,0,0
Inter.NC_008533.0.1479761.196,0,0,0,0,0,0
Inter.NC_008533.0.1258127.103,0,0,0,0,2,0
Inter.NC_008533.1.781756.48,1,0,1,0,0,1
Inter.NC_008533.0.1122434.1,0,1,0,0,2,0
Inter.NC_008533.1.1312540.0,3,11,8,7,8,5
Inter.NC_008533.1.479581.213,1,0,1,0,0,0
Inter.NC_008533.1.505160.24,0,0,0,0,1,0
Inter.NC_008533.0.728793.8,0,0,0,0,1,0
Inter.NC_008533.0.1504856.290,1,0,1,0,0,0
Inter.NC_008533.0.568719.0,37,39,28,39,31,37
ABJ54885.1,92,87,87,92,86,75
Inter.NC_008533.1.1662045.24,1,0,0,0,0,0
Inter.NC_008533.1.700465.117,0,1,0,1,1,0
Inter.NC_008533.0.1405462.13,1,1,0,1,1,1
Inter.NC_008533.1.564781.144,0,0,1,0,0,0
Inter.NC_008533.1.1539375.22,0,0,0,0,0,1
Inter.NC_008533.0.1994815.124,0,0,0,1,1,0
Inter.NC_008533.1.700465.78,0,0,0,1,0,0
Inter.NC_008533.1.1695563.23,1,0,0,0,0,1
Inter.NC_008533.1.693148.23,1,0,0,0,0,0
Inter.NC_008533.0.157773.0,0,0,0,1,0,0
Inter.NC_008533.0.1902224.22,1,0,0,0,0,3
ABJ55479.1,0,1,0,2,0,0
Inter.NC_008533.0.1709836.146,0,0,0,0,1,0
Inter.NC_008533.1.666908.138,1,0,0,0,0,0
Inter.NC_008533.1.746571.29,1,1,1,0,5,3
Inter.NC_008533.1.423164.5,3,1,3,2,9,3
Inter.NC_008533.0.978706.5,0,0,1,0,0,0
Inter.NC_008533.0.1504856.171,0,0,0,1,0,0
Inter.NC_008533.1.448351.89,2,0,0,0,0,1
ABJ54898.1,30,27,33,24,29,31
Inter.NC_008533.1.848842.28,1,1,1,1,3,3
ABJ54750.1,33,32,45,33,38,27
Inter.NC_008533.1.541786.59,0,1,0,0,0,0
Inter.NC_008533.0.730753.33,1,1,0,0,0,1
Inter.NC_008533.1.1158559.36,3,6,9,3,3,2
Inter.NC_008533.0.1106643.69,0,0,0,0,1,0
Inter.NC_008533.1.1173639.8,0,1,1,1,0,0
Inter.NC_008533.1.757283.165,0,0,0,0,1,0
Inter.NC_008533.1.179084.227,1,0,1,0,0,1
Inter.NC_008533.1.1907070.9,0,1,0,1,0,0
Inter.NC_008533.0.1946501.16,0,0,0,0,0,1
Inter.NC_008533.0.1770050.175,0,0,0,0,0,0
Inter.NC_008533.0.1598143.50,0,1,0,0,0,0
Inter.NC_008533.1.179084.160,0,0,0,1,0,0
Inter.NC_008533.0.1461354.8,0,1,0,0,0,0
Inter.NC_008533.0.2040500.2,0,0,0,0,0,0
Inter.NC_008533.0.492236.1,7,10,8,5,7,11
Inter.NC_008533.1.218389.244,0,0,0,2,0,2
Inter.NC_008533.1.757283.156,1,0,2,0,1,1
ABJ55183.1,58,58,58,80,101,77
