Locus_tag,Cont_1,Cont_2,HPUra_1,HPUra_2,Kan_1
SPD_2014,483205,426141,258183,180511,150721
SPD_2015,900698,532038,572578,282056,319694
SPD_2016,691387,385751,418945,216288,228533
SPD_2017,915852,1468972,1959593,1312892,1776122
SPD_2018,94603,158905,150775,84492,180132
SPD_2019,351828,380855,530632,328310,609154
SPD_2020,161629,194038,283350,180139,273797
SPD_2021,21410,19901,30215,13531,35692
SPD_2022,533718,460831,897235,504780,719745
SPD_2023,114419,87904,220300,118018,271112
SPD_2024,51321,58070,115313,83585,20092
SPD_2025,104108,118682,243969,166481,43933
SPD_2026,40168,62883,100749,66286,23058
SPD_2027,37177,42827,69332,55054,24325
SPD_2028,12926,53028,4378189,3509903,288403
SPD_2029,10203,13206,27849,23820,22777
SPD_2030,317600,288975,508030,379441,384138
SPD_2031,210535,215802,286865,177007,213013
SPD_2032,995252,1105841,1208606,790797,802202
SPD_2033,390167,892076,1756399,1202646,1255973
SPD_2034,1534,18143,1141388,812098,28942
SPD_2035,3585,30472,2451937,1804090,54794
SPD_2036,79708,83917,109577,40535,85738
SPD_2037,78406,75852,74450,39694,41701
SPD_2038,366,3058,1272,504,1099
SPD_2041,3460926,2385479,2233789,908496,2016453
SPD_2042,10739071,8440028,6798709,2745767,5665890
SPD_2043,1548027,2425446,2036387,996010,2370993
SPD_2044,412008,893462,360760,190171,163369
SPD_2045,443108,502818,463154,284935,196885
SPD_2046,233305,402999,219055,120340,137450
SPD_2047,262016,314545,307895,171590,169931
SPD_2048,386745,327303,436225,241229,246224
SPD_2049,289939,258789,314594,149227,189382
SPD_2050,402091,337639,421864,217595,246199
SPD_2051,849530,782306,939367,415093,469797
SPD_2052,1918883,1462206,1760178,592084,1014952
SPD_2053,116160,141445,107843,50584,77866
SPD_2054,283664,309815,294268,122507,178189
SPD_2055,1419057,1555129,1211099,581005,1186793
SPD_2056,521672,412605,484111,195971,390292
SPD_2057,1040825,788677,921741,326577,637279
SPD_2058,530907,416755,551057,253614,217898
SPD_2060,8954,20791,10587,6334,23390
SPD_2061,2261,2438,23358,15665,25704
SPD_2062,1701,2718,36816,26779,38098
SPD_2063,128099,218524,7567608,4899695,6024692
SPD_2064,205853,341818,14041143,7737213,10120830
SPD_2065,23430,40625,586337,247148,568673
SPD_2066,7689,9768,8048,4256,6946
SPD_2067,190737,350899,261223,133678,149373
SPD_2068,402541,529232,1926659,1414013,1224486
SPD_2069,245427,364032,1270660,840203,762141
