GeneID,X51146,X51147,X51148,X51149,X51150,X51151,X51152,X51153,X51154,X51155,X51156,X51157
EW025_RS00420,13724,8059,9089,6027,9678,4612,6172,8865,6697,8879,1289,2758
EW025_RS00425,19160,10377,12652,7278,14117,6780,9041,12140,8220,12066,1831,3528
EW025_RS00430,16465,9799,10784,7370,12544,5919,7404,10534,7957,11523,1828,3455
EW025_RS00435,24049,14842,17622,10289,20266,8153,11536,13592,10700,16137,2967,4990
EW025_RS00440,11141,5266,5548,4389,7265,3208,4093,5253,4111,6758,1087,1898
EW025_RS00445,31364,16557,17584,13067,22343,10257,10438,15073,11817,19552,3258,5481
EW025_RS00450,40845,22395,23135,16390,29020,13273,15767,18431,14850,24656,4251,7058
EW025_RS00455,21363,10185,11065,7661,13898,6466,8749,8050,6646,10936,2239,3191
EW025_RS00460,29839,15751,16702,11645,22397,10621,11780,11610,9480,16726,3304,4689
EW025_RS00465,11203,5820,5579,4474,7505,3519,3243,3332,2839,4790,979,1380
EW025_RS00470,32010,16023,16565,11645,21318,10523,3824,4476,3897,6670,1705,1868
EW025_RS00475,107277,61538,61073,43262,78869,41025,10349,15300,13002,22266,6472,7558
EW025_RS00480,681,1076,793,1472,436,704,120,274,609,803,262,205
EW025_RS00485,7378,6283,5572,3571,5349,4878,397,705,364,425,499,583
EW025_RS00490,3343,3028,2343,1792,2390,1990,249,418,268,222,242,260
EW025_RS00495,9006,7147,6296,4267,6645,5654,651,1457,882,912,694,765
EW025_RS00500,8899,8201,7547,4130,8039,6673,819,1531,844,1008,694,846
EW025_RS00505,24965,23627,20028,13460,21518,18147,1461,2570,2412,2863,1617,1954
EW025_RS00510,10292,7977,7430,4428,8335,6825,575,764,721,815,503,612
EW025_RS00595,131,1085,377,1971,134,140,38,244,1376,1705,165,244
EW025_RS00600,472,293,246,433,349,282,117,155,269,332,192,88
EW025_RS00605,854,560,501,860,689,493,115,152,375,504,158,148
EW025_RS00610,598,440,333,744,390,338,61,97,244,318,88,74
EW025_RS00615,1704,1355,935,1783,1243,1216,217,348,774,897,349,418
EW025_RS00620,2470,1712,1305,1763,1703,1677,417,595,743,1046,425,611
EW025_RS00625,1414,1513,1300,1332,1174,1505,1050,1987,1327,1596,594,872
EW025_RS00630,3034,1969,1436,2141,2876,939,296,1006,669,690,164,320
EW025_RS00635,19672,14539,9651,16651,24036,9165,1196,3725,2058,2509,982,1400
EW025_RS00640,10191,10738,9068,11304,7137,8377,1772,3650,4098,6376,2096,2415
EW025_RS00645,91544,62903,49435,48459,65393,54363,15267,20823,17560,41601,22146,24732
EW025_RS00650,49829,46114,43429,23446,47835,49255,57865,61863,51929,155848,23068,34939
EW025_RS00655,6934,2050,1783,3835,2176,2396,665,240,511,574,2044,2200
EW025_RS00660,148,1204,447,3112,182,203,21,260,1256,1638,158,309
EW025_RS00665,131,897,412,2468,187,171,36,190,915,1183,136,215
EW025_RS00670,27,175,70,514,34,37,2,38,173,219,30,49
EW025_RS00675,45,195,76,502,56,56,8,28,117,172,23,46
EW025_RS00680,18,240,64,452,28,26,5,42,197,262,23,38
EW025_RS00685,41,496,174,1267,71,69,7,76,423,601,56,116
EW025_RS00690,28,212,93,561,41,22,7,29,206,257,27,37
EW025_RS00695,12528,5887,5005,7532,5954,4250,397,977,1011,1165,985,974
EW025_RS00700,10259,6243,5401,6967,4802,4599,2376,4924,3485,3171,1997,1750
EW025_RS00705,143,700,352,1738,133,152,60,269,603,880,79,174
EW025_RS00710,2476,3889,4971,2445,2637,2356,4330,6038,4071,5623,1468,1328
EW025_RS00715,3111,3397,4015,3277,3178,2296,2383,3407,2779,3906,1222,955
EW025_RS00720,1271,635,1287,928,1488,973,64,48,79,139,244,419
EW025_RS00725,694,834,527,1061,533,462,25,112,256,394,44,79
EW025_RS00730,754,1229,701,1718,607,591,71,244,573,760,88,199
EW025_RS00735,2217,2453,2166,2508,1848,1576,452,1414,1062,1402,234,453
EW025_RS00740,47,499,186,1210,58,86,16,86,434,600,59,119
EW025_RS00745,663,1122,1309,1324,749,668,397,763,759,1265,348,487
EW025_RS00750,934,1301,1340,1692,880,804,426,639,796,1360,367,465
EW025_RS00755,1472,1161,1171,1827,972,835,264,471,689,1031,344,436
EW025_RS00760,75176,63307,51701,63036,57991,58824,24583,20226,19352,12678,92615,79067
EW025_RS00765,1,48,13,158,5,1,0,6,51,62,6,11
EW025_RS00770,3567,4778,5518,5726,4052,2423,1734,4437,3915,3960,1029,1328
EW025_RS00775,582,978,1070,1075,686,409,204,798,746,833,169,230
EW025_RS00780,1214,1707,2004,2034,1268,842,690,1579,1565,1603,343,422
EW025_RS00785,607,1416,1393,1722,897,575,227,1295,1235,1318,257,374
EW025_RS00790,655,1211,1308,1658,766,544,372,2095,1576,1952,363,778
EW025_RS00795,703,1279,962,2123,832,483,2626,3281,2593,5046,1524,1563
EW025_RS00800,52,67,48,136,59,21,58,42,89,171,36,43
EW025_RS00805,22,516,159,1455,53,48,26,87,472,706,67,118
EW025_RS00810,17,78,50,236,10,13,9,20,71,96,25,16
EW025_RS00815,72,1055,406,2632,116,98,53,202,1060,1494,114,233
EW025_RS00820,80,927,330,2109,95,97,35,161,825,1104,126,203
EW025_RS00825,73,2582,920,6372,312,256,414,1028,2913,3642,727,739
EW025_RS00830,73,711,315,1869,136,118,293,559,934,1058,540,446
EW025_RS00835,106,1119,520,2405,198,161,226,353,1094,1498,275,321
EW025_RS00840,70,542,280,1314,116,89,132,198,572,725,160,163
EW025_RS00845,118,565,297,1255,218,134,181,205,603,754,186,225
EW025_RS00850,1501,4014,5115,3123,2046,1463,2827,3865,3148,3478,1204,827
EW025_RS00855,100,228,153,468,109,97,62,63,160,275,76,114
EW025_RS00860,222,1583,843,3307,299,337,285,388,1536,1911,343,488
EW025_RS00865,21,248,94,548,38,44,61,56,261,307,89,88
EW025_RS00870,126,2045,712,5252,276,316,248,556,2191,2851,436,560
EW025_RS00875,28,395,129,885,46,60,90,97,392,543,105,107
EW025_RS00880,45,894,325,2062,109,108,128,222,923,1341,194,229
EW025_RS00885,96,737,267,1727,133,123,214,224,661,1040,232,237
EW025_RS00890,34,460,179,1013,80,83,81,137,450,588,116,105
EW025_RS00895,222,1570,770,3852,392,356,516,618,1499,2548,507,478
EW025_RS00900,318,1933,901,4450,509,404,545,706,1893,2982,615,550
EW025_RS00905,169,495,240,1010,189,137,294,267,454,780,230,149
EW025_RS00910,3623,8048,9722,5161,5984,8156,5312,5793,5148,9955,5848,3655
EW025_RS00915,1854,4821,5320,3578,2887,4106,2072,2187,2541,4229,2549,1595
EW025_RS00920,13230,13149,11077,14522,15643,17091,3648,4161,3791,5573,2109,2195
EW025_RS00925,13208,10597,8026,12818,9573,10551,3380,3941,3625,5902,1620,2088
EW025_RS00930,2190,2162,1882,2720,1536,1378,985,976,1040,1603,557,641
EW025_RS00935,1434,3275,2827,4362,1690,1124,2808,4052,3541,3029,1575,949
EW025_RS00940,1254,2568,2110,1619,1017,658,1020,2557,1855,1408,714,499
EW025_RS00945,13412,18322,17536,11723,7396,3719,12603,21796,16804,9999,6601,3127
EW025_RS00950,117,829,340,2138,134,96,29,198,763,1085,117,161
EW025_RS00955,3,225,87,673,24,26,11,63,221,313,29,45
EW025_RS00960,5,193,66,475,11,18,5,39,186,255,23,43
EW025_RS00965,0,398,137,998,41,39,7,64,432,562,36,86
EW025_RS00970,2612,2484,2920,4063,5922,2087,646,1275,1906,3297,492,854
EW025_RS00975,31780,21610,21853,19851,25757,13953,6602,15130,9686,14574,2901,3717
EW025_RS00980,62,1133,444,3189,142,164,160,443,1099,1848,191,296
EW025_RS00985,11,367,154,1021,53,53,93,209,396,624,54,110
EW025_RS00990,19,173,96,547,36,44,97,99,243,407,54,93
EW025_RS00995,34,334,168,938,63,56,199,214,414,860,117,143
EW025_RS01000,56,424,215,1074,84,68,371,198,522,1233,209,221
EW025_RS01005,133,346,172,991,113,94,490,170,504,1027,294,245
EW025_RS01010,37,60,33,236,34,13,5,14,53,86,7,14
EW025_RS01015,840,3183,1597,8374,934,601,344,1283,3227,4749,405,842
EW025_RS01020,407,1409,771,3238,480,344,872,1772,2322,3235,397,603
EW025_RS01025,9998,6265,8235,6779,7233,5740,712,649,1374,2152,580,813
EW025_RS01030,16940,10308,15504,11736,16279,11834,2291,2429,3371,6224,1642,2079
EW025_RS01035,6165,10274,10088,7803,5832,12389,14205,19810,12713,22026,21332,18472
EW025_RS01040,2501,2403,2648,2650,2964,3125,3964,4476,3291,5398,4005,3824
EW025_RS01045,3064,4492,4145,4094,3905,4546,6924,7841,5899,9129,7234,6152
EW025_RS01050,1825,2880,2636,2506,2418,2927,3156,3686,3073,4906,4155,3432
EW025_RS01055,3668,7547,7481,5863,5371,6721,7625,12895,10365,14878,11220,7934
EW025_RS01060,4558,9537,11447,8475,6092,7543,20452,24393,22729,32055,21171,14778
EW025_RS01065,28,179,73,457,25,17,40,54,177,195,32,33
EW025_RS01070,96,473,195,1144,81,56,22,102,488,632,64,109
EW025_RS01075,24,32,39,45,23,10,3,1,10,5,2,2
EW025_RS01080,3076,7892,3674,16357,2475,1099,290,1198,6162,9585,798,1455
EW025_RS01085,2318,2373,2084,3748,2859,839,150,275,995,1474,231,308
EW025_RS01090,83,290,113,696,76,51,26,64,281,343,44,67
EW025_RS01095,10081,7548,4051,10126,6732,4654,5094,4504,5907,5282,5732,6940
EW025_RS01100,4795,4578,4705,4563,6101,3336,1916,4316,2800,4104,1027,1219
EW025_RS01105,417,613,364,685,294,182,65,122,294,428,48,93
EW025_RS01110,502,867,619,1342,425,218,137,297,616,963,106,170
EW025_RS01115,4209,2885,2337,3296,3198,3343,718,1161,1073,1502,1346,1652
EW025_RS01120,4187,3273,2552,3547,3362,3239,879,1676,1354,1694,1098,1451
EW025_RS01125,1156,2211,1375,2969,1024,1037,243,355,1082,1429,391,411
EW025_RS01135,405,2297,1285,3782,753,883,35,365,1773,2120,299,384
EW025_RS01140,10815,8300,6960,7380,10318,7758,3378,5475,3542,4882,1753,1754
EW025_RS01145,2636,4122,2588,4847,1542,2232,393,1153,1809,2081,302,451
EW025_RS01150,43,456,190,933,142,81,65,124,467,653,93,95
EW025_RS01155,890,1159,570,2111,959,1017,1167,1091,1513,1868,633,515
EW025_RS01160,3843,3256,1825,5466,3617,4312,2677,2581,3706,4481,1876,1752
EW025_RS01165,8893,4261,2397,6075,4722,8142,4527,2266,1962,3132,2851,4502
EW025_RS01170,1698,1672,1402,2446,1096,1251,717,1405,1469,2863,370,877
EW025_RS01175,1548,1402,1431,1804,1050,1239,828,1580,1395,2877,374,908
EW025_RS01180,1259,1614,1266,2503,921,1184,787,1353,1505,2819,445,912
EW025_RS01185,1742,1947,1463,2404,1252,1865,438,1282,1162,1559,369,863
EW025_RS01190,10004,8532,5730,8209,7331,16744,1619,3074,2617,3809,1625,3458
EW025_RS01195,294,660,338,1126,421,226,59,146,380,443,99,128
EW025_RS01200,295,758,406,1412,762,291,53,174,512,599,167,219
EW025_RS01205,755,1386,830,2172,887,672,814,867,1215,2004,649,494
EW025_RS01210,253,833,349,1461,266,298,343,277,840,1091,285,283
EW025_RS01225,646,1780,1584,2345,749,1114,4868,4489,4660,8873,2813,4400
EW025_RS01230,208,1310,630,2612,276,489,809,1344,1790,3097,744,1341
EW025_RS01235,1031,2207,1304,3485,941,1478,1100,1609,2056,3289,1866,3066
EW025_RS01240,5018,3587,2969,4251,3160,3193,9229,8931,9968,11702,5903,7586
EW025_RS01245,7874,6794,5518,6735,5423,5223,15881,15071,15030,21817,8883,11528
EW025_RS01250,3735,4559,3737,4571,2558,3180,7257,5347,6310,8836,4412,5718
EW025_RS01255,1161,3777,2668,6883,1411,1316,6391,5507,7171,14528,4157,3401
EW025_RS01260,494,2033,1062,4670,513,540,501,687,2116,3394,549,634
EW025_RS01265,4800,3930,3311,2854,3123,2914,611,1478,1123,1482,747,848
EW025_RS01270,113,703,436,1664,121,113,95,370,654,953,95,160
EW025_RS01275,24270,22050,18951,17864,24861,16417,11455,19129,14014,27396,5469,4639
EW025_RS01280,6988,6003,5285,4492,6269,4056,3963,6475,4828,7679,1385,1194
EW025_RS01285,9702,12951,5674,7677,3091,6409,1377,2734,2487,2130,941,952
EW025_RS01290,1568,1796,1204,2472,1086,856,669,1183,1321,2596,478,666
EW025_RS01295,1760,2211,1700,3582,1261,1209,2217,3100,3021,5838,1227,1655
EW025_RS01300,411,1320,806,3030,406,347,1589,2040,2455,5090,948,1233
EW025_RS01305,4,49,12,135,3,5,12,19,36,76,13,14
EW025_RS01310,461,3980,2050,9231,900,805,1823,2126,4974,7605,1364,1423
EW025_RS01315,10241,4216,3161,6287,6513,6448,2171,1353,1409,1739,3691,4312
EW025_RS01320,20272,10015,5917,17415,12204,12871,3478,3045,2176,2196,7086,8094
EW025_RS01325,6096,4544,3685,4798,3935,4091,598,728,1159,1519,1525,2116
EW025_RS01330,3957,4040,3489,3762,3003,3025,430,760,1204,1621,826,938
EW025_RS01335,6899,7375,7461,5853,6006,5864,1110,1767,1990,2591,1239,1235
EW025_RS01340,19144,15553,16267,12291,13978,11732,4269,7037,5904,9284,2595,2688
EW025_RS01345,13038,14520,15856,14036,12832,10896,6348,15594,11471,23859,2648,4645
EW025_RS01350,2007,1956,1918,1864,1727,1379,446,1234,1127,2546,213,585
EW025_RS01355,3407,2409,2475,2087,2315,1970,965,1495,1145,2772,924,1376
EW025_RS01360,1048,1199,1286,1916,1328,841,170,371,583,1035,173,357
EW025_RS01365,18,168,63,466,29,27,4,37,170,247,24,40
EW025_RS01370,14,298,118,858,43,33,8,55,271,384,27,62
EW025_RS01375,8135,4268,4967,3157,5894,4759,783,638,651,891,351,419
EW025_RS01380,87,1885,725,4600,260,258,215,480,1965,2848,305,482
EW025_RS01385,8,212,77,620,25,17,41,38,228,283,38,59
EW025_RS01390,48,1106,469,2696,150,152,282,375,1094,1763,320,303
EW025_RS01395,52,1058,435,2709,160,138,175,288,1174,1836,262,334
EW025_RS01400,14533,11159,10869,10002,15634,10086,2171,5098,3859,7156,1459,1688
EW025_RS01405,4477,3520,3529,2639,4502,2595,724,2035,1635,2722,456,615
EW025_RS01410,5705,4843,4622,3617,5481,3199,915,2443,1987,3670,589,779
EW025_RS01415,1816,1700,1584,1323,1678,1009,323,859,748,1319,173,292
EW025_RS01420,676,607,618,508,613,344,29,111,136,290,44,42
EW025_RS01425,7642,5722,5605,4757,5990,3075,924,1953,1852,3599,467,558
EW025_RS01430,4304,2939,2578,3154,3109,1322,513,594,806,1590,306,313
EW025_RS01435,10065,7530,3855,11955,10033,4826,120,340,721,925,174,228
EW025_RS01440,27869,18973,10830,21194,22704,14088,3367,1346,1548,1196,6606,6940
EW025_RS01445,14384,10002,5547,10617,10401,6520,1411,699,884,761,2845,2687
EW025_RS01450,21671,13294,8795,15076,13198,10274,908,1155,1773,2661,738,728
EW025_RS01455,893,897,552,1856,1084,454,135,208,670,855,172,256
EW025_RS01460,538,363,246,708,516,211,62,122,291,391,81,132
EW025_RS01465,6421,3629,6592,2421,4850,3479,789,831,739,1093,536,949
EW025_RS01470,3980,2613,4810,1551,3489,2603,1003,1451,1045,1465,556,1119
EW025_RS01475,33,460,147,1112,50,52,5,90,449,665,43,85
EW025_RS01480,1091,1124,741,2238,725,692,279,265,652,841,256,313
EW025_RS01485,554,452,361,698,390,372,99,64,185,198,146,152
EW025_RS01490,216,283,149,539,257,170,20,59,147,171,70,54
EW025_RS01495,1057,1494,657,3301,1080,625,120,249,973,1164,280,334
EW025_RS01500,56,416,148,1005,76,94,170,158,459,618,129,119
EW025_RS01505,109,488,195,1016,111,131,312,232,537,700,190,168
EW025_RS01510,105,597,282,1308,139,162,314,267,734,955,198,215
EW025_RS01515,162,618,317,1076,208,216,572,425,710,1126,397,288
EW025_RS01520,39,203,95,381,60,59,159,122,243,376,121,78
EW025_RS01525,552,1777,1160,2323,774,888,2219,1380,2133,3123,1463,948
EW025_RS01530,210,1051,503,2015,319,320,649,586,1315,1731,569,410
EW025_RS01535,38,196,76,419,53,70,120,114,261,348,148,107
EW025_RS01540,54,1225,388,3075,138,124,30,264,1366,1726,178,230
EW025_RS01545,11,582,185,1177,65,46,19,133,776,877,92,97
EW025_RS01550,31,770,244,1656,76,69,20,153,919,971,123,150
EW025_RS01555,2272,2886,1425,4556,2757,1550,65,297,1559,1612,446,661
EW025_RS01560,658,1582,1079,2411,861,727,57,355,1140,1239,456,532
EW025_RS01565,357,829,493,1312,329,302,83,325,748,854,318,431
EW025_RS01570,110,288,218,424,149,113,20,119,185,293,97,147
EW025_RS01575,4111,6885,4444,6035,4026,3786,3447,5820,5720,7469,4111,2947
EW025_RS01580,2542,5518,2966,6038,2805,2738,1547,3428,3971,5069,2334,1685
EW025_RS01585,5048,8460,4779,10171,5290,4675,2890,4116,5682,7054,4275,3305
EW025_RS01590,208,1391,558,2599,325,280,45,297,1427,1908,202,230
EW025_RS01625,2,149,60,259,15,17,0,29,233,250,24,26
EW025_RS01630,73,480,217,901,148,98,93,138,535,620,89,90
EW025_RS01635,1,16,4,24,4,3,1,4,9,9,3,1
EW025_RS01640,6700,3238,2830,3616,3391,3360,367,149,354,456,917,817
EW025_RS01645,11287,10122,7655,10174,7110,8512,435,603,2372,3100,1613,1791
EW025_RS01650,2694,2844,1938,2249,1917,2513,87,117,271,372,426,464
EW025_RS01655,3888,4728,4004,3890,3178,4375,219,304,899,1142,663,925
EW025_RS01660,1598,1809,1827,1493,1305,1839,214,262,405,556,282,385
EW025_RS01665,1018,1261,1117,1270,785,1176,111,208,403,542,214,316
EW025_RS01670,710,1564,1271,2195,601,965,107,271,1013,1402,269,530
EW025_RS01675,913,1781,1418,2543,822,1221,183,343,1067,1473,372,671
EW025_RS01680,14,185,71,427,44,46,6,58,155,248,33,42
EW025_RS01685,1603,1464,1680,1696,1715,1774,165,414,651,951,190,389
EW025_RS01690,83089,34616,21137,39492,32703,38965,14760,6064,9503,3753,37447,54446
EW025_RS01695,5286,3573,2487,4621,2988,3117,1082,858,1427,1713,4005,6248
EW025_RS01700,5733,5148,5573,4426,4193,4301,2006,2650,2260,2905,4163,6741
EW025_RS01705,2251,3025,2968,4153,1768,1984,1002,1497,2518,3177,1743,2722
EW025_RS01710,931,2023,1546,3242,769,812,374,605,1646,2455,666,1917
EW025_RS01715,5841,4467,5352,6437,4855,2513,307,636,1908,2628,475,1494
EW025_RS01720,1579,2077,2008,1838,1318,1600,810,1324,1375,1713,846,1602
EW025_RS01725,6130,4722,4497,4101,5010,5042,872,1150,1350,2203,1465,2841
EW025_RS01730,3330,2474,1819,2512,2302,1346,170,167,518,668,406,516
EW025_RS01735,13143,20342,21328,11970,17528,20963,5547,6964,4862,4558,8812,7329
EW025_RS01740,27788,41641,40400,24873,33548,40772,13052,12486,8710,9841,15731,12535
EW025_RS01745,3164,4815,3244,2940,2772,3679,554,1039,1026,1293,674,952
EW025_RS01750,20889,16233,20308,11142,24772,16591,6075,6319,6011,14372,5521,4967
EW025_RS01755,6049,6644,7173,6604,8410,5024,252,1255,2258,2705,720,1140
EW025_RS01760,4508,2717,2012,2880,2328,2064,208,162,472,515,645,623
EW025_RS01765,7295,5459,4199,4789,3646,3540,635,779,1370,1694,1980,1832
EW025_RS01770,5669,4660,4995,4015,3520,3188,2701,2568,3223,5548,2708,2633
EW025_RS01775,10276,8734,11625,6031,8267,6865,4953,4340,5077,9318,4484,4653
EW025_RS01780,12472,12275,11368,12359,12108,12737,1143,2172,3757,5412,2320,2562
EW025_RS01785,9149,7864,6184,7563,7163,7321,1108,2760,2013,2202,1238,1359
EW025_RS01790,14040,15703,12914,13235,11259,11797,1462,2961,2871,3350,1992,2144
EW025_RS01795,3363,4226,3652,3681,3042,2941,567,1039,974,1165,525,596
EW025_RS01800,11909,13320,13424,12179,11148,9794,2052,3943,3848,5064,1736,2182
EW025_RS01805,2908,2519,2605,2183,1889,1591,162,205,454,605,205,339
EW025_RS01810,26732,21849,17906,24183,16040,18691,12780,5843,6491,5257,12327,14029
EW025_RS01815,4014,2725,1735,2224,1901,2493,2443,1047,1077,672,2189,2961
EW025_RS01820,16,51,40,68,26,11,61,42,42,60,31,19
EW025_RS01825,5,122,56,190,12,9,5,22,130,148,26,24
EW025_RS01830,3383,2155,1634,2263,2093,1533,87,222,556,748,144,193
EW025_RS01835,3465,2169,1682,1787,1677,1839,251,301,348,434,200,195
EW025_RS01840,7129,10663,9025,7928,6146,8102,2885,8177,6780,8054,1293,1261
EW025_RS01845,1718,1161,968,1900,890,874,378,530,648,759,505,879
EW025_RS01850,1868,1870,1355,2392,1169,1089,517,764,972,1223,838,1054
EW025_RS01855,1456,2069,1970,2367,1409,1354,865,1271,1288,1654,1168,1363
EW025_RS01860,424,956,922,1024,462,533,301,604,728,929,568,609
EW025_RS01865,318,543,720,654,339,389,186,414,411,516,402,459
EW025_RS01870,313,862,941,912,488,539,148,612,586,739,562,578
EW025_RS01875,364,890,1092,1054,507,550,287,642,644,822,608,709
EW025_RS01880,402,1209,1185,1652,597,548,352,707,1131,1366,727,763
EW025_RS01885,351,1154,1225,1708,546,540,278,519,1050,1251,490,605
EW025_RS01890,100,325,353,554,168,171,49,95,336,388,116,160
EW025_RS01895,5411,3699,2300,5580,2717,1648,341,351,743,927,623,463
EW025_RS01900,1789,1891,822,3241,3983,2398,71,263,548,611,334,339
EW025_RS01905,5710,4665,2793,6357,8383,5547,299,569,742,820,857,830
EW025_RS01910,6726,5019,3257,5339,6893,4594,545,861,1236,1459,578,630
EW025_RS01915,2513,2962,1909,3458,2383,2030,715,1242,1784,2172,633,526
EW025_RS01920,17528,12460,10146,10226,11409,9837,2352,5158,3499,3761,3048,2521
EW025_RS01925,1009,1319,952,1856,836,1312,8645,4682,5171,4427,7306,8705
EW025_RS01930,11262,7865,7536,9189,10705,8371,21079,20926,14266,11975,13957,14266
EW025_RS01935,6512,5711,4531,6308,5186,3765,1394,1293,1387,1687,2443,3498
EW025_RS01940,160,915,456,1764,229,191,110,322,742,1216,167,234
EW025_RS01945,212,762,508,1413,265,232,172,383,697,1142,154,263
EW025_RS01950,160,638,363,1399,207,172,117,306,621,961,108,233
EW025_RS01955,107,729,353,1498,146,150,61,228,719,992,112,200
EW025_RS01960,2968,3463,3038,3407,2615,3130,850,466,1235,1565,1053,1314
EW025_RS01965,4422,5182,4679,4687,3235,3772,638,1256,1758,2434,1138,1433
EW025_RS01970,2331,1933,1820,2091,1817,1405,224,746,645,844,254,391
EW025_RS01975,209,320,240,316,228,191,26,122,115,136,30,46
EW025_RS01980,31967,24779,22186,17897,16817,26064,13072,4626,4526,4043,31385,31203
EW025_RS01985,2317,2274,1786,1534,1329,1666,2173,1592,1477,1393,5715,8658
EW025_RS01990,2486,2803,2056,2351,1536,1788,681,439,583,728,4176,5587
EW025_RS01995,4904,4131,3561,4047,3406,3021,1655,1248,1397,1430,2275,2424
EW025_RS02000,5727,5959,5125,5577,4191,4003,3090,3470,3099,3491,3341,3227
EW025_RS02005,1686,2201,2266,1907,1450,1558,1535,2157,1990,2329,1988,1748
EW025_RS02010,2920,3339,3349,2902,2143,2367,2899,3478,2820,2909,1869,1990
EW025_RS02015,5953,8378,9917,4830,4879,6502,10941,12874,8751,9095,4675,4362
EW025_RS02020,4014,4857,6073,3162,3371,3863,4628,8719,6247,7959,4060,3671
EW025_RS02025,1171,1594,1658,1527,1297,1313,3305,3058,2164,3096,1638,1684
EW025_RS02030,950,821,648,1397,683,681,190,397,425,625,239,388
EW025_RS02035,7017,4180,3107,4194,2834,3452,556,489,786,1048,2406,3124
