Synonym,Raw.Counts.Untreated.Replicate.1,Raw.Counts.Untreated.Replicate.2,Raw.Counts.Untreated.Replicate.3,Raw.Counts.Amp_treated_10min.Replicate.1,Raw.Counts.Amp_treated_10min.Replicate.2,Raw.Counts.Amp_treated_10min.Replicate.3,Raw.Counts.Amp_treated_20min.Replicate.1,Raw.Counts.Amp_treated_20min.Replicate.2,Raw.Counts.Amp_treated_20min.Replicate.3,Raw.Counts.Amp_treated_30min.Replicate.1,Raw.Counts.Amp_treated_30min.Replicate.2,Raw.Counts.Amp_treated_30min.Replicate.3
SSA_1439,487,488,580,436,472,463,319,395,495,359,372,454
SSA_1440,168,200,218,145,154,150,115,140,168,148,121,165
SSA_1441,157,215,215,120,170,158,133,151,210,200,162,202
SSA_1442,424,449,534,308,454,405,315,324,433,228,394,432
SSA_1443,325,387,442,267,365,364,282,324,379,293,334,416
SSA_1444,261,296,376,199,295,306,208,190,287,178,241,333
SSA_1445,214,276,330,192,290,303,208,235,295,202,234,284
SSA_1446,465,530,614,287,638,597,431,346,579,395,411,569
SSA_1447,166,212,250,100,284,257,155,138,201,170,133,201
SSA_1448,172,227,249,135,280,242,169,132,196,165,163,202
SSA_1449,147,201,258,82,242,202,107,105,190,99,137,148
predicted RNA,378,382,507,305,436,383,261,367,333,168,332,258
SSA_1450,566,444,444,643,440,553,380,692,449,408,636,537
SSA_1451,6202,5545,5925,6634,5569,6633,4577,7216,5402,4776,7587,6342
SSA_1452,3734,3374,3649,3495,3264,3716,2352,3500,2864,2148,3359,2991
SSA_1453,583,496,516,660,418,609,363,554,461,307,605,451
SSA_1454,1262,1131,1042,1567,918,1282,810,1431,1041,679,1386,1033
SSA_1455,660,608,556,926,461,656,425,693,512,383,667,523
SSA_2383,437,453,438,797,365,550,305,591,394,399,434,320
SSA_1456,230,198,191,297,150,204,137,209,167,85,188,117
SSA_1457,598,533,555,766,630,759,476,604,687,341,549,596
SSA_1458,579,563,528,829,408,683,426,686,478,328,561,404
SSA_2384,311,339,261,370,278,356,195,363,288,185,239,196
SSA_1459,646,588,682,628,560,664,469,597,557,390,494,535
SSA_1460,4254,4127,4274,3871,3923,4433,2575,3827,3553,2350,3137,3356
SSA_1462,1611,1540,1611,1766,1549,1826,1145,1742,1501,1348,1436,1504
SSA_1463,1005,972,1106,1106,978,1053,651,1009,811,624,850,773
SSA_1464,2460,2413,2868,1681,2492,2288,1356,1608,1829,1030,1489,1489
SSA_1465,1498,1336,1524,2214,1062,1206,801,1857,994,539,1270,1064
SSA_1466,3122,2812,2839,3655,2938,3515,2479,3654,3265,2319,3838,3606
SSA_1467,3442,3136,3312,3331,3241,3624,2477,3433,3273,2019,3793,3250
predicted RNA,69,75,80,71,77,119,80,72,98,89,104,83
SSA_1468,2313,2114,2280,2135,2119,2282,1432,2087,1956,1033,1975,1812
SSA_1469,1425,1331,1400,1231,1249,1384,686,1012,911,620,854,766
SSA_1470,1363,1262,1352,1522,1157,1203,600,1180,865,518,816,710
SSA_1471,2022,1942,2159,1599,1567,1374,566,1043,798,332,628,540
SSA_1472,66,49,74,105,36,73,40,87,45,24,76,46
SSA_1473,90,75,88,104,58,94,53,97,61,51,105,54
SSA_1474,230,227,241,225,160,198,125,224,137,136,187,138
SSA_1475,1,3,0,2,0,1,0,1,0,1,0,0
SSA_1476,5336,5166,5118,6084,5801,6177,3223,5185,5165,3982,3800,4779
SSA_1477,4,6,6,18,14,10,3,4,7,6,1,4
SSA_1478,8,9,7,5,8,11,5,3,4,5,6,3
SSA_1479,20,18,18,28,25,23,15,19,21,30,17,25
SSA_1480,112,93,86,116,105,121,93,156,182,149,159,161
SSA_1481,126,120,141,232,178,181,147,234,260,211,198,230
SSA_1482,7596,6709,7053,10376,7489,9188,6382,11457,7819,8109,10668,8840
SSA_1483,2293,1979,2077,3239,2130,2707,1991,3539,2427,2727,3349,2544
SSA_1484,4573,3902,4387,6842,4000,4862,3963,7228,4398,3628,6471,5302
SSA_1485,451,540,589,268,238,246,128,202,168,115,183,160
SSA_1486,197,178,169,190,102,101,48,109,77,52,42,54
SSA_1487,118,127,128,55,81,41,21,39,37,33,28,28
SSA_1488,40,38,44,9,19,18,4,10,6,11,1,5
SSA_1489,223,230,239,360,177,304,162,270,227,159,138,153
SSA_1490,168,182,201,219,222,262,143,176,184,144,135,184
SSA_1491,781,942,1140,502,986,995,461,454,713,342,394,545
SSA_1492,680,740,911,470,832,859,402,421,639,369,376,518
SSA_1493,212,235,294,124,234,219,82,122,149,78,89,144
SSA_1494,729,854,1099,341,710,549,241,263,373,158,193,251
SSA_1495,1744,1613,1982,1556,1661,1765,920,1304,1204,732,936,996
SSA_1496,491,503,512,727,458,669,352,578,438,377,440,395
SSA_1497,473,467,554,412,511,458,217,319,345,160,197,212
SSA_1498,3255,3631,4026,3642,3002,3702,1812,2747,2197,1359,1524,2427
SSA_1499,1494,1656,1857,1276,1548,1637,834,1034,1065,870,585,996
SSA_1500,2897,3178,3550,1797,2683,2882,1019,1124,1515,712,619,928
predicted RNA,233,216,210,91,152,117,64,56,79,38,38,45
SSA_1501,2316,2210,2437,2266,2062,2288,1498,2185,1875,1032,1814,1759
SSA_1502,1737,1568,1727,1460,1697,1834,1091,1351,1509,841,1233,1202
SSA_1503,67,54,52,85,58,47,55,53,43,53,33,48
predicted RNA,237,205,268,241,255,257,179,194,230,215,149,177
SSA_1504,1582,1500,1691,1387,1336,1367,812,1073,1066,561,959,884
SSA_1505,3971,3762,3643,5347,3346,4444,2588,4787,3524,3258,3622,3570
SSA_1506,3086,2873,2979,3024,2593,3120,1724,2706,2392,1615,2331,2399
SSA_1507,2841,2781,2954,2587,2934,3401,1560,2183,2375,1336,1823,2017
SSA_1508,1185,1316,1246,1091,1303,1343,682,1040,972,685,739,772
SSA_1509,2067,2076,2281,1360,1999,1969,966,1185,1403,798,1017,1167
SSA_1510,2165,2224,2573,1323,2092,2030,860,1060,1386,801,834,1085
SSA_1511,2425,2302,2426,3628,2232,2772,2130,3737,2760,2465,3277,3130
SSA_1512,2173,2187,2047,2866,1790,2277,1648,2916,2067,1835,2390,2307
predicted RNA,21,20,21,19,20,28,18,21,26,32,22,19
SSA_1513,4755,4593,4627,4104,4251,5173,3215,4107,4350,2992,4090,4247
SSA_1514,1060,1101,1095,832,951,1255,592,771,943,530,755,765
SSA_1515,460,625,480,491,457,564,272,633,335,208,317,249
SSA_1516,976,994,1084,694,928,1124,494,607,759,382,571,495
SSA_1517,696,726,663,464,563,646,231,314,323,190,254,187
SSA_1518,428,426,460,307,366,414,127,225,226,122,132,113
SSA_1519,350,357,418,262,296,254,87,144,148,74,57,64
SSA_1520,84983,86154,91717,92305,83914,99659,57539,80470,76633,55365,62861,74566
SSA_1521,13600,12362,12179,17795,11837,14788,8931,15687,12157,9138,12300,11930
predicted RNA,108,91,106,61,119,132,60,55,96,60,49,72
SSA_1522,2395,2253,2403,2262,2022,1916,1014,1527,1455,632,1011,1126
SSA_1523,221,198,191,294,219,283,136,175,192,96,104,162
SSA_1525,1766,1701,1933,1334,1287,1426,556,745,856,480,493,586
SSA_1526,154,183,154,407,210,297,162,293,245,153,165,191
SSA_1527,147,133,118,367,199,284,168,272,208,190,161,229
SSA_1528,230,223,212,533,309,450,221,393,343,288,261,292
SSA_1529,3755,3861,4176,1851,3377,2850,1041,1261,1633,708,1013,1146
SSA_1530,2309,2207,2392,2524,2186,2563,1493,2347,1988,1306,2040,2031
SSA_1531,1390,1309,1601,1322,1447,1557,892,1240,1236,726,1151,1114
SSA_1532,1780,1694,1914,1441,1605,1667,927,1274,1191,715,1114,1121
SSA_1533,2474,2225,2225,3344,3041,3337,1752,2684,2412,1605,1792,2100
SSA_1535,49,70,68,58,70,53,39,52,53,28,43,46
SSA_1536,110,130,136,76,88,70,29,63,53,35,31,25
SSA_1537,655,607,698,1016,486,619,449,637,463,249,356,324
SSA_1538,950,1032,875,1183,667,879,427,769,670,565,652,466
SSA_1540,723,712,798,484,492,440,171,322,279,128,182,245
SSA_1541,3711,3826,4537,2160,2822,2675,1246,1619,1620,682,1158,1298
SSA_1542,883,847,982,509,454,438,188,253,271,124,151,164
SSA_1543,3013,3202,3006,3456,1366,2095,985,2107,1347,1098,1485,1098
SSA_1544,2942,2804,2915,4499,2605,3629,2222,3611,2734,1915,2971,2763
SSA_1545,1185,1155,1179,1494,1221,1277,704,1181,936,646,671,787
predicted RNA,58,50,53,45,55,58,30,34,37,25,25,23
SSA_1546,2329,2275,2496,1841,2235,2365,1065,1462,1522,820,908,1224
SSA_1547,2368,2354,2614,1341,2175,2241,928,833,1393,525,537,905
SSA_1548,142,105,132,67,83,82,32,37,50,21,27,36
SSA_1549,242,263,220,333,169,207,95,196,153,88,116,74
SSA_1550,926,795,865,1343,854,1047,585,1182,769,627,924,880
SSA_1551,3042,3009,3090,2669,2759,2922,1545,2453,2129,1471,2018,2088
SSA_1552,64,54,49,73,54,44,39,45,66,36,20,26
SSA_1553,1993,1850,1896,2680,2087,2567,1371,2170,2164,1179,1456,1753
SSA_1554,1940,1707,1713,3125,1989,2523,1316,2376,1964,1367,1584,1883
SSA_1555,4228,3821,3973,3659,3702,3841,1541,2584,2447,1239,1529,1783
SSA_1557,5424,4911,4887,7003,4401,5925,4298,7102,5347,4173,7553,6040
SSA_1558,2698,2404,2427,2848,2319,2857,1997,2844,2627,1902,3110,2597
SSA_1559,2148,1932,1937,2238,1810,2228,1405,2118,1800,1297,2112,1695
SSA_1560,8873,7963,8315,6675,7446,8316,4488,6128,5925,3811,5993,5339
SSA_1561,831,763,819,245,486,393,144,170,227,72,136,137
SSA_1562,1017,928,906,1189,901,1168,684,1102,935,604,782,693
SSA_1563,3205,2948,3205,3090,3157,3759,1992,2906,2796,1372,2286,2227
SSA_1564,5721,5377,5527,5278,5424,6502,3436,4580,4800,2484,3644,3640
SSA_1565,3188,2984,3419,2540,3093,3242,1523,1873,2269,879,1294,1363
SSA_1566,776,962,988,493,286,280,123,359,176,129,250,168
SSA_1567,910,1108,1031,646,362,414,206,498,262,321,477,288
SSA_1568,771,920,943,754,380,538,271,650,328,502,525,360
SSA_1569,919,1092,1003,1118,584,779,404,973,498,648,714,596
SSA_1570,244,234,239,299,178,233,134,220,170,166,201,138
SSA_1571,7524,7122,7589,8084,9111,9815,5424,7192,7366,5199,4969,6574
SSA_1572,1234,1150,1308,564,1098,874,324,323,575,196,210,272
SSA_1573,555,532,530,933,458,612,350,707,478,329,356,363
SSA_1574,2263,2006,2118,2371,2026,2441,1260,1964,1791,918,1389,1515
SSA_1575,1705,1594,1749,3404,1645,2201,1439,2706,1932,829,1724,1766
SSA_1576,4788,4295,4899,20005,6325,9678,9221,16901,10173,7405,10758,9823
SSA_1577,2884,2624,2485,4850,2281,2927,2265,4884,2705,2787,3935,3474
SSA_1578,15,24,18,14,13,18,4,11,12,14,17,16
SSA_1579,13,19,17,24,16,19,13,22,9,27,20,22
SSA_1581,43,38,35,47,37,50,20,39,32,38,39,41
SSA_1582,24,32,26,42,27,28,16,34,22,39,38,32
SSA_1583,106,93,100,98,100,106,43,74,66,32,67,54
SSA_1584,51,53,48,55,50,74,36,66,51,52,68,49
SSA_1585,25,17,22,19,23,29,18,16,17,14,16,14
SSA_1586,756,667,743,596,577,536,261,369,366,175,233,260
SSA_1587,537,493,535,337,452,388,206,279,270,157,225,244
SSA_1588,2946,2442,2399,3325,2395,2873,1716,3098,2211,1724,2388,2148
SSA_1589,422,318,395,270,362,301,185,254,255,189,202,223
SSA_1590,239,220,189,374,115,200,107,253,151,144,201,140
SSA_1591,365,339,421,2985,454,928,1487,4516,1265,3083,2330,1695
SSA_1592,5,6,7,61,2,10,20,85,22,43,45,44
SSA_1593,11,8,10,164,9,41,82,166,73,120,129,102
SSA_1594,20,15,18,23,14,19,12,22,25,22,31,21
SSA_1595,658,583,726,607,462,528,304,447,360,179,374,349
SSA_1596,456,459,519,373,309,363,151,248,217,138,223,149
SSA_1597,511,557,506,523,403,477,222,393,344,238,398,251
SSA_1598,249,239,271,179,143,175,69,121,85,105,122,56
SSA_1599,260,279,271,229,129,180,92,158,116,102,143,78
SSA_1600,1,2,1,2,1,4,2,1,2,0,3,1
SSA_1601,665,677,710,428,786,844,419,405,615,294,428,487
SSA_1602,2133,2256,2484,1670,2402,2676,1416,1606,1756,1216,1488,1773
SSA_1603,249,244,256,184,209,258,112,154,183,110,147,92
SSA_1604,605,611,679,547,395,378,223,343,274,200,163,129
SSA_1605,2199,1918,2181,2505,1940,2219,1421,2586,1853,1322,2015,1683
predicted RNA,27,22,20,35,23,24,14,39,23,17,29,19
SSA_1606,1299,1156,1272,1331,1137,1310,892,1500,1093,974,1345,1146
SSA_1607,1982,1823,1930,2038,1847,2032,1291,2258,1617,1151,2151,1717
SSA_1608,879,815,817,876,809,930,635,1017,685,777,958,704
SSA_1610,1871,1584,1644,1439,1490,1560,997,1569,1283,1024,1488,1096
SSA_1611,1729,1563,1675,1394,1383,1436,991,1296,1152,724,1008,869
SSA_1612,539,493,533,651,545,540,322,491,421,221,248,261
SSA_1613,627,579,672,563,628,665,319,373,487,215,173,208
SSA_2466,5,1,3,2,2,1,0,2,3,1,0,1
SSA_1614,143,178,214,73,156,119,56,42,85,30,35,46
SSA_1615,646,605,845,4565,1003,1826,2523,4158,2731,2633,3244,3233
SSA_1616,1460,1405,1726,1232,1702,1774,845,907,1345,623,710,937
SSA_1617,232,193,213,205,272,255,141,181,211,124,149,208
SSA_1618,650,681,738,555,846,814,394,464,603,286,333,554
SSA_1619,1613,1594,1675,1170,1560,1604,674,925,1001,507,598,827
SSA_1620,2740,2789,3234,1876,2958,2812,1209,1422,1968,845,993,1407
SSA_1621,319,276,358,760,273,353,324,581,387,279,358,392
SSA_1622,10765,11321,13119,5084,7193,6388,1797,2989,2716,998,1676,2123
predicted RNA,437,482,593,117,377,302,70,68,114,30,56,66
SSA_1623,5113,5501,6221,2098,3758,2902,653,1018,1139,354,558,691
SSA_1624,124,111,93,84,67,65,35,53,46,49,26,32
SSA_1625,162,150,169,182,148,161,88,169,118,70,112,120
SSA_1626,4275,4062,4845,3016,4043,3780,1790,2606,2469,1341,1678,1825
SSA_1627,205,206,227,204,117,113,75,148,97,49,60,80
SSA_1628,57,55,45,18,26,25,12,14,11,9,9,12
SSA_1629,1364,1358,1398,631,958,878,301,375,559,215,215,288
SSA_1630,766,753,792,655,633,655,237,430,391,206,251,241
SSA_1631,1840,1913,1816,1953,1612,2277,1302,1789,1540,1353,1750,1567
SSA_1632,3517,3477,3380,4027,3029,4376,2294,3601,2747,2524,3230,2963
SSA_1633,2766,2789,2623,2007,2126,2862,1228,1683,1555,1263,1602,1329
SSA_1634,2505,2513,2422,1227,1701,2106,755,1048,1000,804,1069,803
SSA_1635,2542,2511,2694,1001,1359,1371,449,646,670,365,562,411
SSA_1636,2161,2213,2334,1739,2019,2116,1139,1664,1547,1077,1472,1506
SSA_1638,850,799,812,569,707,760,265,407,476,213,295,275
SSA_1639,1819,1694,1869,1180,1407,1498,632,872,870,406,687,649
predicted RNA,46,38,39,79,30,40,19,55,29,17,30,30
SSA_1640,2133,1972,1928,2338,1787,2020,1088,1837,1476,753,1266,1408
SSA_1641,2097,1967,1948,1613,1884,2031,1013,1314,1435,800,940,1132
SSA_1642,5089,4825,5238,4032,4973,4813,2268,2736,3360,1310,1802,2252
SSA_1643,1573,1409,1588,894,827,938,355,541,559,213,399,359
SSA_1644,98,86,84,94,44,68,42,69,53,33,52,64
SSA_1645,342,341,356,408,258,343,193,356,244,180,319,262
SSA_1646,215,230,199,206,198,233,106,162,201,56,92,89
SSA_1647,154,138,164,156,142,184,91,120,158,45,96,98
SSA_1648,359,326,410,408,320,386,236,445,362,198,397,350
SSA_1649,487,474,482,561,456,550,387,518,490,354,545,488
SSA_1650,355,353,388,378,316,377,249,431,294,233,344,347
SSA_1651,123,102,105,92,76,115,71,117,79,63,98,90
SSA_1652,191,158,183,148,165,176,99,148,141,86,148,122
SSA_1653,218,235,252,176,175,170,83,137,121,116,114,87
SSA_1655,136,123,133,58,119,79,37,45,54,27,33,42
SSA_1656,222,214,229,261,167,227,111,164,147,109,118,141
SSA_1657,72,75,81,80,82,81,40,74,65,31,50,60
SSA_1658,254,276,319,230,224,273,111,231,173,166,140,189
SSA_1659,251,234,220,401,258,307,166,282,225,217,228,206
SSA_1660,66,72,75,78,92,83,46,77,61,38,49,60
SSA_1661,3,1,1,0,2,2,3,2,1,5,3,0
SSA_1662,142,100,116,108,123,110,75,107,101,69,76,85
SSA_1663,45871,46655,52482,39638,38496,47417,29477,39700,36342,24592,40824,41722
SSA_1664,90,90,94,124,101,123,63,104,89,68,82,88
SSA_1665,0,0,0,0,0,0,0,0,0,0,0,0
SSA_1666,89,85,83,188,148,175,70,123,114,75,79,108
SSA_1667,5,3,4,8,2,4,0,5,0,1,4,3
SSA_1668,7,8,12,8,6,9,4,10,12,10,12,7
SSA_1669,3,3,3,10,2,1,2,12,1,4,3,4
SSA_1670,200,194,203,100,96,96,30,64,49,20,29,35
SSA_1671,37,39,48,31,23,29,10,29,22,17,16,8
SSA_1672,1,1,0,0,1,0,0,1,0,2,0,0
SSA_1673,0,0,0,0,0,0,0,0,0,0,0,0
SSA_1675,0,0,0,1,0,0,0,0,0,1,0,0
SSA_1676,127,131,185,64,123,100,45,50,67,46,33,51
SSA_1678,9,8,7,10,4,4,3,10,6,14,9,10
SSA_1679,10,6,4,8,10,8,3,8,8,8,4,7
SSA_1680,213,183,205,320,231,286,177,298,275,190,241,264
SSA_1681,58,68,60,87,61,64,45,86,70,65,70,69
SSA_1682,6,5,7,4,4,8,4,12,6,16,7,12
SSA_1683,658,563,629,860,538,756,500,813,705,505,808,688
SSA_1684,1270,1079,1171,2089,938,1234,894,1975,1077,805,1479,1280
SSA_1685,836,754,931,1020,708,827,560,885,763,509,742,710
SSA_1686,1067,1221,1290,751,1143,1035,391,617,661,387,431,630
SSA_1687,1052,1051,1124,1115,1334,1483,735,966,1013,888,752,1065
predicted RNA,685,747,784,527,406,528,223,301,300,97,293,210
SSA_1689,3118,2857,3212,3197,1838,2211,1003,1654,1383,740,1058,843
SSA_1690,571,482,517,2403,648,990,876,2443,1018,1299,1293,1092
SSA_1691,403,362,406,1464,452,657,678,1490,705,682,976,819
SSA_1692,134,152,235,1669,131,249,1146,3852,557,3071,5838,3683
predicted RNA,0,3,3,46,4,8,27,100,19,85,166,119
SSA_1693,149,174,226,3823,223,542,2241,7514,1415,5130,9103,6435
SSA_1694,31,17,38,955,57,168,674,1678,427,1351,2056,1280
SSA_1695,62,45,77,2640,149,506,1582,3336,1208,2005,3251,2468
SSA_1696,534,484,591,777,353,452,522,1233,490,864,1642,1055
SSA_1697,434,340,436,788,248,359,499,1296,434,1200,1974,1061
SSA_1698,253,233,274,545,148,234,367,980,357,891,1340,826
SSA_1699,164,149,193,415,127,153,263,714,230,596,879,577
SSA_1700,3,2,3,2,1,2,1,2,1,0,1,1
SSA_1701,240,245,265,143,151,162,74,98,106,46,79,77
SSA_1702,341,379,343,238,267,332,111,183,181,122,135,130
SSA_1703,4576,4767,5148,3987,5395,5444,2667,3218,3978,2202,2207,3138
SSA_1704,895,900,1000,513,591,626,275,421,348,251,324,340
SSA_1705,386,437,441,124,201,191,65,92,95,71,71,75
SSA_1706,757,808,735,887,927,1020,450,604,667,540,342,521
SSA_1707,459,449,389,667,530,671,282,406,429,317,285,408
SSA_1708,14,11,5,19,11,9,5,19,13,8,9,5
SSA_1709,16,16,13,12,14,25,7,12,17,9,11,8
SSA_1710,95,105,104,175,97,124,76,164,109,98,107,104
SSA_1711,955,977,1045,753,825,859,410,595,607,409,394,452
SSA_1712,441,403,363,346,272,313,155,236,214,95,167,217
SSA_1713,793,770,1031,594,886,747,372,552,545,433,353,378
SSA_1715,625,688,762,367,635,513,250,336,388,298,237,238
SSA_1716,892,893,887,747,723,828,303,567,438,293,244,182
SSA_1717,611,525,576,331,446,408,169,313,219,180,121,85
SSA_1718,709,633,702,436,481,482,206,409,320,275,249,178
SSA_1719,2049,1760,1869,2398,1690,1957,1145,2223,1565,1128,1724,1608
SSA_1720,717,659,638,689,581,687,346,668,542,399,541,506
SSA_1721,1493,1378,1428,1155,1257,1344,649,1111,938,700,932,929
SSA_1722,944,881,1063,652,732,640,355,500,482,196,363,325
SSA_1723,1148,1152,1241,585,519,528,236,361,315,169,246,218
SSA_1724,1285,1085,1332,4582,1534,2332,3069,5938,2897,3638,5734,4540
SSA_1725,994,1127,1176,1272,1094,1259,797,1242,1070,852,825,1053
SSA_1726,1096,1208,1347,1160,1195,1323,837,1213,1126,764,850,1062
SSA_1727,1108,1128,1302,1099,1152,1243,693,1067,929,632,782,985
SSA_1728,729,768,878,601,766,722,373,532,535,352,347,440
SSA_1729,4104,4269,5109,2136,2963,2695,926,1442,1359,632,823,969
SSA_1730,273,282,314,102,168,142,62,56,98,36,39,54
SSA_1731,4549,4392,4673,5674,4691,5052,2928,4464,3800,2072,3058,3274
SSA_1732,2064,2028,2195,1642,1695,1733,926,1397,1222,689,1065,1111
SSA_1733,0,0,0,0,0,0,0,0,0,1,0,1
SSA_1734,2812,2448,2458,3237,2512,2918,2096,3315,2963,2350,3221,2904
SSA_1735,416,415,364,440,377,429,254,391,408,240,365,305
SSA_1736,1299,1175,1190,1557,1104,1330,877,1499,1133,933,1286,1146
SSA_1737,1255,1015,1094,1272,1000,1164,639,1198,869,750,868,777
SSA_1738,3212,2820,2841,4036,2513,2937,1737,3445,2223,1460,2035,2086
SSA_1739,2693,2538,2659,3177,2723,2906,1838,2638,2384,1625,1814,2177
SSA_1740,48,58,71,50,70,65,37,34,51,38,34,40
SSA_1741,22,22,27,26,15,20,10,17,18,29,18,14
SSA_1742,32,34,37,50,32,42,22,40,30,40,29,34
SSA_1743,10,20,30,29,25,22,24,23,18,22,20,24
SSA_1744,37,36,29,52,29,42,30,55,44,40,45,43
SSA_1745,1908,1739,2139,4400,2179,2664,2078,3477,2123,1224,2055,2706
SSA_1746,374,353,385,305,317,339,174,237,205,114,157,206
SSA_1747,237,265,242,183,215,220,124,148,155,120,106,110
SSA_1748,4289,4236,4711,3616,3571,3732,1732,2723,2363,1097,1663,1994
SSA_1749,743,626,737,5440,1603,3257,2974,3805,3759,1809,2775,2584
SSA_1750,845,919,1123,1412,723,968,717,1433,761,791,1315,1029
SSA_1751,529,493,562,626,416,512,378,682,443,435,804,624
SSA_1752,1037,947,1105,1594,885,1073,848,1712,996,916,2002,1510
SSA_1753,32,33,28,26,20,17,6,16,14,12,13,14
SSA_1754,1258,1179,1106,1611,886,1409,888,1678,1130,1423,1987,1080
SSA_1755,882,834,829,993,682,927,648,1086,771,882,1260,817
SSA_1756,3762,3350,3430,3842,2938,3779,2598,4338,3163,3464,4802,3324
SSA_1757,873,802,822,971,756,981,776,1091,874,1005,1224,740
SSA_1758,141,123,123,108,147,158,71,91,96,119,82,50
SSA_1759,93,80,76,45,76,93,35,52,58,40,39,26
SSA_1760,14,20,13,8,20,14,6,7,8,11,4,1
SSA_1761,3450,3485,4048,1609,3280,2580,994,1258,1585,701,877,1027
SSA_1762,2304,2214,2419,3423,2102,2525,1672,3316,2089,2129,2281,2386
SSA_1763,479,483,603,405,459,412,258,357,333,228,271,258
SSA_1764,1011,964,969,1285,1014,1205,688,1202,982,999,819,886
SSA_2385,155,139,157,231,133,179,90,223,134,211,135,109
SSA_1765,674,592,619,1225,443,773,472,957,503,471,658,405
SSA_1766,174,167,172,256,85,151,94,192,110,98,181,100
SSA_1767,220,198,187,159,130,168,88,143,108,87,129,91
SSA_1768,59,71,62,32,39,37,19,33,20,21,24,12
SSA_1769,782,706,846,542,722,761,400,439,541,351,387,440
SSA_1770,760,669,767,364,580,518,283,297,414,203,234,288
SSA_1771,72,86,76,63,76,79,41,45,42,27,28,43
SSA_1772,578,505,562,675,628,605,283,510,449,303,252,344
SSA_1773,588,514,561,800,596,541,230,538,383,283,213,261
SSA_1774,163,161,227,30,93,54,10,14,41,9,5,17
SSA_1775,6210,5810,5839,4745,5820,5542,2589,3648,4017,2387,2461,3106
SSA_1776,8955,8327,8289,11937,9526,10754,6312,11052,8921,7258,8558,10016
SSA_1777,2085,2023,2167,2116,2277,2440,1657,2081,2298,1424,1786,2017
SSA_1778,1304,1202,1300,1294,1300,1511,947,1337,1342,914,1142,1229
SSA_1779,1767,1739,1849,1470,1936,2073,1126,1509,1716,1190,1404,1387
SSA_1780,1912,1848,1937,1772,2101,2529,1279,1693,1863,1253,1453,1592
SSA_1781,1377,1381,1472,1065,1552,1723,814,1046,1208,685,845,935
SSA_1782,1498,1463,1613,1077,1835,1876,825,960,1436,839,789,912
SSA_1783,2762,2702,3062,1913,3417,3501,1593,1638,2432,1235,1364,1647
SSA_1784,1577,1532,1775,1101,1729,1574,737,1019,1121,661,639,804
SSA_1786,834,798,991,684,600,483,297,518,380,158,227,243
SSA_1787,1883,1770,1950,1704,1614,1618,889,1317,1199,715,945,1010
SSA_1788,3418,3078,3053,5898,3147,3949,2611,4957,3618,2740,3539,3755
SSA_1789,1079,954,955,1870,1095,1291,971,1685,1232,940,1174,1135
SSA_1790,663,598,646,858,563,652,393,625,530,274,442,439
SSA_1791,114,102,105,123,89,79,58,85,74,50,72,77
SSA_1792,2051,2046,2166,1524,1486,1448,685,1088,974,679,825,1005
SSA_1793,1002,991,863,1274,979,1157,714,1232,1052,949,994,1070
SSA_1794,464,438,499,547,523,532,350,541,497,299,439,463
SSA_1795,411,369,412,370,390,419,254,300,340,215,225,295
SSA_1796,1537,1668,1796,915,1377,1281,526,585,889,303,399,483
SSA_1797,8932,8654,9298,8923,8703,9896,5796,8335,8253,6016,7066,7811
SSA_1798,2414,2135,2182,2209,2391,2725,1808,2343,2446,1722,2262,2343
SSA_1799,2987,2788,2971,2690,3021,3262,2012,2771,2783,1669,2710,2919
SSA_1800,6361,6224,6470,5604,6537,7151,4521,5778,6125,5358,5171,6094
predicted RNA,582,511,597,566,514,608,294,487,495,293,380,408
SSA_1801,3829,3758,3991,3227,3653,4096,2216,2727,3175,2235,2275,2412
SSA_1802,6633,6101,6730,6347,6990,7625,4357,6133,5922,3921,4431,4283
SSA_1803,3678,3468,3429,4398,3562,4575,2678,4063,3615,2440,3298,3463
predicted RNA,89,85,88,92,78,116,73,94,100,83,84,83
SSA_1804,2160,1969,1998,2818,2153,2699,1605,2675,2108,1270,2220,2179
SSA_1805,2725,2504,2642,3732,2675,3131,2005,3502,2459,1527,2831,2564
SSA_1806,1174,1141,1066,1694,912,1286,658,1191,907,759,789,624
SSA_1807,851,848,917,562,764,737,408,361,599,196,315,307
SSA_1808,631,581,572,1134,483,727,512,1117,585,513,966,768
SSA_1809,3565,3269,3783,6278,3331,4150,3076,5998,3503,2440,5013,4461
SSA_1810,3664,3570,3811,2780,3983,3731,1493,2551,2185,1434,1344,1449
SSA_1811,7877,7413,8519,4552,8467,6783,2659,4092,3835,2924,1856,1970
SSA_1812,3539,3632,3332,5970,2114,3649,2244,4993,2580,3080,4524,2616
SSA_1813,2110,2142,1887,3228,1291,2161,1316,2815,1608,1563,2556,1632
SSA_1814,1713,1701,1555,2216,1078,1744,1062,1984,1248,1384,2211,1274
SSA_1815,2295,2221,2082,2882,1362,2128,1333,2534,1611,1462,2618,1578
SSA_1816,4964,4919,4503,5401,3146,4586,2952,5197,3535,3435,6197,3660
SSA_1817,5396,5365,5041,4517,3248,4635,3004,4391,3636,3304,5566,3337
SSA_1818,621,607,577,491,367,518,296,434,443,261,488,330
SSA_1819,6759,6292,7024,7670,5986,6878,4228,7614,4756,4125,5404,4721
SSA_1820,273,258,272,343,200,259,121,253,144,178,156,92
SSA_1821,616,572,673,459,543,546,285,349,337,201,268,247
