Synonym,Raw.Counts.Untreated.Replicate.1,Raw.Counts.Untreated.Replicate.2,Raw.Counts.Untreated.Replicate.3,Raw.Counts.Amp_treated_10min.Replicate.1,Raw.Counts.Amp_treated_10min.Replicate.2,Raw.Counts.Amp_treated_10min.Replicate.3,Raw.Counts.Amp_treated_20min.Replicate.1,Raw.Counts.Amp_treated_20min.Replicate.2,Raw.Counts.Amp_treated_20min.Replicate.3,Raw.Counts.Amp_treated_30min.Replicate.1,Raw.Counts.Amp_treated_30min.Replicate.2,Raw.Counts.Amp_treated_30min.Replicate.3
SSA_0663,91,86,117,54,53,55,31,39,35,30,27,27
SSA_0664,2032,1938,1964,4177,1323,1907,1338,2851,1482,1189,2169,1397
SSA_0665,358,406,444,204,281,221,109,131,158,99,96,103
SSA_0666,0,0,0,0,0,0,1,0,1,2,0,0
SSA_0667,213,202,215,158,191,203,108,141,165,102,141,152
SSA_0668,55,70,55,53,57,76,38,62,58,47,52,46
SSA_0669,4812,4226,4153,7338,5262,6483,3814,6546,5093,3870,5077,4919
SSA_0670,2778,2525,2879,2667,1695,1957,1088,1330,1451,212,446,546
SSA_0671,581,579,620,375,470,396,201,282,303,136,239,209
SSA_0672,391,401,443,271,355,331,161,253,244,160,173,184
SSA_0673,246,278,271,176,255,255,118,184,194,123,103,85
SSA_0674,1485,1375,1431,904,1026,1025,445,520,677,316,427,492
SSA_0675,368,323,321,208,296,297,153,152,196,123,168,138
SSA_0676,1219,1086,1211,1000,991,1135,560,948,801,445,888,681
SSA_0677,1368,1205,1267,1128,1140,1384,746,1125,954,670,939,873
SSA_0678,735,677,708,693,712,908,496,647,693,468,680,625
SSA_0679,3021,2696,2994,3694,2794,3481,2113,3476,2581,1872,3099,2912
SSA_0680,926,762,908,1223,716,922,586,1109,689,489,920,775
SSA_0682,1444,1408,1578,1164,997,968,466,759,623,341,483,510
SSA_0683,7317,7160,9888,10379,4351,5911,3633,6567,2870,1391,4570,4751
SSA_0684,11557,12720,14818,8025,10477,12592,5249,6466,6718,4182,4974,6669
SSA_0685,10,4,7,6,7,7,3,5,2,2,1,1
SSA_0686,516,558,533,670,753,802,388,381,586,263,252,346
SSA_0687,1492,1303,1461,1560,1210,1456,919,1370,1137,671,1043,1016
SSA_0688,10708,11031,12697,9579,8407,8714,5124,8634,6501,2752,5849,6831
SSA_0689,3382,3127,3542,1853,3022,2966,1281,1613,2011,1208,1265,1641
SSA_0690,1050,934,969,809,991,1006,495,685,694,447,499,654
SSA_0691,1860,1861,2065,777,1265,1042,404,591,525,196,423,373
SSA_0692,1991,2042,2332,1136,1890,1689,864,1019,1161,781,903,1090
SSA_0694,1171,1152,1088,843,1034,1105,564,827,854,512,683,748
SSA_0695,959,984,998,994,1042,1165,628,977,921,766,691,843
SSA_0696,998,989,1006,1337,1110,1313,729,1311,1115,1130,875,1066
SSA_0697,11,10,22,17,8,13,7,11,8,4,8,5
SSA_0698,5040,4954,5162,4337,3853,4438,2501,4062,3138,2166,3751,3433
SSA_0699,502,480,432,558,310,472,263,415,320,284,388,237
SSA_0700,1468,1413,1288,1842,1000,1599,873,1526,1021,938,1429,849
predicted RNA,297,307,254,423,220,355,200,324,246,237,277,179
SSA_0701,891,912,1080,816,1307,1317,662,721,1024,642,491,874
SSA_0702,163,164,178,89,106,95,55,105,79,95,81,60
SSA_0703,87,101,101,64,76,76,37,66,51,51,61,49
SSA_0704,122,124,156,90,112,101,53,116,76,81,86,69
SSA_0705,190,194,226,85,145,151,44,54,85,22,27,34
SSA_0706,1199,1243,1448,951,2003,1696,700,804,1155,535,440,842
SSA_0707,1917,1595,1747,1900,1538,1756,1232,1924,1392,1340,2150,1788
SSA_0708,273,278,296,257,354,396,189,218,258,186,151,192
SSA_0710,749,706,673,1166,554,806,620,1149,733,1010,1020,966
SSA_0709,161,167,182,308,141,221,173,322,210,341,285,279
SSA_0711,449,426,418,690,336,477,463,715,504,684,580,578
SSA_0712,3043,3147,3356,2851,3285,3261,1710,2488,2520,1917,1802,2623
SSA_0713,530,532,597,338,459,343,151,210,262,83,113,140
SSA_0714,119,116,114,140,89,87,58,94,85,38,43,45
SSA_0715,7,7,10,11,6,12,4,10,8,9,4,11
SSA_0716,25,15,25,37,26,24,21,22,29,30,29,38
SSA_0718,16894,16993,17378,15804,13456,14991,7795,12445,10437,7572,8869,9485
SSA_0720,1225,1156,1260,1152,1031,1058,510,851,742,412,501,628
SSA_0721,4967,4382,4876,15025,6882,8992,6201,11428,7074,6095,7390,8333
SSA_0722,778,853,908,599,625,614,310,405,452,204,163,284
SSA_0723,120,87,98,255,57,93,59,172,76,65,64,50
SSA_0724,65,70,70,111,70,95,68,142,78,119,125,111
SSA_0725,39,27,32,53,27,31,25,54,31,30,42,44
SSA_0726,175,135,146,226,131,161,142,250,156,249,169,135
SSA_0727,84,81,71,112,56,80,52,136,78,91,90,54
SSA_0728,157,134,121,209,129,144,118,241,150,190,204,204
SSA_0729,63,33,58,73,42,55,47,72,56,69,78,71
SSA_0730,296,281,291,378,262,303,168,293,224,159,154,130
SSA_0731,759,673,730,1020,686,763,466,913,706,622,593,568
SSA_0732,0,0,0,0,2,0,0,0,0,1,1,0
SSA_0733,2009,1701,1844,2183,1091,1309,926,1974,1050,801,1442,1184
predicted RNA,89,69,82,106,57,82,48,98,67,54,114,61
SSA_0734,593,506,536,592,343,482,258,556,345,300,459,359
SSA_0735,844,770,722,1150,498,683,411,1029,541,611,617,531
SSA_0736,1324,1154,1231,1734,908,1091,664,1483,825,577,984,758
SSA_0737,5222,4059,4238,77967,7458,19726,35956,83961,33686,34378,58450,55499
predicted RNA,236,236,230,2146,329,963,2042,2917,1916,2892,3530,2792
SSA_0738,6348,5246,5548,63150,6720,16047,38336,88450,32950,51844,83631,69635
predicted RNA,50,32,38,784,36,142,356,1088,301,402,904,672
SSA_0739,379,269,327,5803,439,1134,4311,8759,3291,5403,9298,7795
SSA_0740,854,707,895,9800,929,1831,5927,15942,3939,9226,16955,13203
SSA_0741,350,335,404,1986,293,428,1042,3258,731,1711,3603,2286
SSA_0743,1015,829,827,972,820,1041,478,723,743,517,553,623
SSA_0744,1624,1399,1470,1462,1384,1406,625,1060,954,607,688,732
SSA_0745,50,32,30,50,33,21,12,25,16,30,7,9
SSA_0746,278,211,283,263,172,208,135,303,133,185,175,158
SSA_0747,2784,2709,3185,1082,2398,2038,693,833,1156,512,558,706
SSA_0748,399,384,404,313,350,371,188,270,266,197,206,296
SSA_0749,8,5,4,9,6,6,4,10,6,11,4,9
SSA_0750,75,71,85,41,56,79,23,35,41,34,30,11
SSA_0751,6035,5500,5171,5997,7142,8140,4339,5415,6707,4636,4248,5669
SSA_0752,2685,2518,2455,3076,3334,3572,2171,2965,2969,1752,2449,2953
predicted RNA,143,150,117,210,161,287,127,207,202,216,164,182
SSA_0753,7996,7697,7588,7054,8159,8844,4300,5814,6780,3669,4134,5651
predicted RNA,368,290,250,570,270,316,157,532,267,70,222,214
SSA_0755,1283,1237,1099,849,1148,1241,570,713,979,430,480,649
SSA_0756,11660,10819,11176,11367,11595,13041,7493,10312,10613,5806,8552,10151
SSA_0757,24,28,39,15,13,19,8,9,12,18,13,13
SSA_0758,56,77,119,57,53,48,30,50,44,28,38,38
SSA_0759,52,65,67,39,33,39,16,47,29,30,39,30
SSA_0760,106,158,255,123,107,123,95,154,83,99,131,122
SSA_0761,90,89,102,91,56,76,64,83,52,66,61,53
SSA_0762,234,218,193,267,123,148,95,218,123,99,163,102
SSA_0763,126,133,105,139,63,79,50,131,63,68,87,62
SSA_0765,212,211,182,283,92,135,91,228,108,144,206,127
SSA_0766,214,196,187,326,102,166,117,307,121,189,200,146
SSA_0767,91,79,91,149,113,122,67,108,94,61,94,98
SSA_0768,6206,6421,6697,8228,7959,9539,4293,6778,6004,4639,4785,6403
SSA_0769,434,460,437,465,557,708,267,354,409,322,289,361
predicted RNA,203,213,175,225,234,285,102,167,136,116,127,147
SSA_0770,9819,10231,10084,8106,11360,11121,4548,6249,6616,4917,4263,5650
predicted RNA,1778,1573,1818,2733,1583,1995,555,992,962,101,358,433
SSA_0771,2640,2475,2640,3087,2340,2162,962,1196,1299,223,394,471
SSA_0772,9932,9345,9904,19565,7320,10243,7503,15041,7867,6767,8484,10356
SSA_0773,49826,48089,56753,71531,44293,53811,33431,58966,39319,25750,45638,43147
SSA_0774,6622,6931,7728,3407,5986,5951,1990,2343,3104,1128,1586,2046
SSA_0775,1023,780,780,7275,1383,2756,4391,8329,4210,4805,8070,7093
SSA_0776,844,688,713,4014,945,1434,2779,5555,2556,4688,6377,5327
SSA_0777,1014,871,845,3196,1035,1252,2314,4900,2068,3297,6190,4786
SSA_0778,1254,1140,1214,2861,1284,1417,1993,4534,1973,2794,5658,4271
SSA_0779,2251,2118,2258,2912,2514,2795,2085,3382,2677,2445,3610,3326
SSA_0780,236,216,273,253,254,213,130,205,168,99,132,158
SSA_0781,1819,1684,1856,1793,1856,2000,1140,1439,1620,811,1191,1369
SSA_0782,2352,1998,1889,1619,1683,1369,912,1100,1216,408,569,658
SSA_0783,12488,11678,11719,11217,10804,11925,5805,8596,8606,4076,6052,6617
SSA_0784,13084,12367,12711,10607,13622,14398,7890,9765,11119,6805,7786,8724
SSA_0785,10833,9633,9875,9690,10318,10896,5829,8389,8081,4115,6594,6883
SSA_0786,34472,32298,33301,28275,33573,34005,19770,27342,27088,14170,21942,22107
predicted RNA,296,281,246,260,271,416,198,227,300,197,223,196
SSA_0787,25057,23736,22076,20401,23405,27193,15282,20208,20895,13570,17081,16982
predicted RNA,1259,1138,1090,797,1261,1780,927,846,1336,1240,940,932
SSA_0788,40425,37011,37740,39577,37252,41565,26784,38011,35180,23127,31782,32094
SSA_0789,13926,13088,13297,12719,14182,16050,10510,12219,14193,10357,11806,11951
predicted RNA,44,41,35,48,40,46,28,40,43,48,38,34
SSA_0790,92,100,77,94,79,81,53,72,73,81,60,60
SSA_0791,1951,1920,2292,1315,2022,1881,997,1263,1363,656,1018,1091
SSA_0792,198,253,240,216,207,199,124,173,170,84,138,152
SSA_0793,1390,1428,1497,1340,1595,1723,904,1261,1332,747,908,1174
SSA_0794,200,233,257,212,292,276,171,212,211,173,176,218
SSA_0795,104,92,83,122,121,119,80,125,120,83,90,110
SSA_0796,1667,1526,1791,942,1405,1291,753,900,1032,671,896,802
SSA_0797,758,726,671,574,701,762,394,479,611,352,470,413
SSA_0798,1035,1015,1077,967,1164,1168,620,914,961,880,682,818
SSA_0799,431,477,371,782,358,476,291,616,347,313,385,341
SSA_0800,1312,1253,1261,1512,1254,1559,721,1241,1106,859,1004,997
SSA_0801,1884,1751,1806,1873,1596,1684,834,1456,1282,880,950,1111
SSA_0802,873,865,994,457,754,657,254,320,390,214,216,252
SSA_0803,1604,1607,1723,863,1510,1328,517,611,801,426,461,569
SSA_0804,4163,3968,4311,2935,4202,4236,1907,2468,2836,1382,1915,2282
SSA_0805,18828,18514,20100,25332,16861,21167,13523,23038,16586,14945,18873,19564
SSA_0806,176,151,156,97,116,65,36,41,56,6,22,10
SSA_0807,3199,3163,3546,2017,3107,2704,1360,1698,1894,1019,1268,1442
SSA_0808,480,417,468,348,427,401,220,303,305,153,217,288
SSA_0809,555,491,544,304,354,361,174,204,224,131,158,195
SSA_0810,1511,1447,1428,1177,1191,1326,717,998,947,718,869,884
SSA_0811,2500,2381,2593,1957,2199,2686,1508,1961,2113,1421,2038,2052
SSA_0812,2081,1980,2143,2260,1847,2109,1381,2151,1716,1455,1928,1788
SSA_0813,1501,1355,1429,721,1179,938,342,443,530,257,305,344
SSA_0814,4192,3803,3851,5611,5302,6398,4099,5291,5412,4214,4327,5567
SSA_0815,114,113,144,159,280,240,95,95,142,87,40,95
SSA_0816,356,361,353,650,320,381,331,679,348,280,468,442
SSA_0817,2233,1923,2003,3463,1788,2236,1747,3607,2099,2051,2974,2579
SSA_0818,62,51,50,81,73,58,46,58,75,49,46,48
SSA_0819,70,56,72,97,107,96,45,88,85,53,93,86
SSA_0820,7041,6414,8384,7262,4606,4692,3943,4893,3702,1634,4140,4426
SSA_0822,508,486,531,501,797,681,229,225,381,83,100,245
SSA_0824,5424,5449,5964,4284,5318,5544,2475,3415,3481,1942,2541,2761
SSA_0825,4118,4060,4202,3542,4218,4772,2386,2866,3349,2096,2493,2885
predicted RNA,75,80,72,67,81,110,62,43,83,78,58,77
SSA_0826,1693,1656,1823,1839,1641,1947,1085,1410,1420,685,1156,1324
predicted RNA,61864,57874,70098,126326,43751,52642,48537,115326,45687,38002,77535,66965
SSA_0827,1755,1468,1611,1953,1340,1459,963,1565,1262,532,834,758
SSA_2445,60,52,55,60,9,17,8,39,10,1,4,8
SSA_0829,31860,32338,35180,30307,34877,35569,21931,30018,26914,19908,26806,26906
SSA_0830,5387,4815,5297,4036,4125,4295,2551,3979,3137,2437,3396,2352
SSA_0831,2450,2186,2479,2050,2021,2054,1484,2349,1560,1518,2162,1504
SSA_0832,3218,2850,3053,3236,2427,2916,2081,3664,2418,2227,3611,2303
SSA_0833,3938,3447,3628,3499,3260,3533,2758,3943,3147,3127,4441,3081
SSA_0834,4556,3979,3997,3674,3622,3817,2888,4300,3368,2881,5120,3144
SSA_0835,1112,952,940,1017,892,1116,750,1191,984,1219,1385,835
SSA_0836,8058,7167,7414,6654,6850,7530,5311,8029,6403,5925,9636,6842
SSA_0837,5353,4742,4893,4873,4695,5446,3840,5706,4938,4620,7139,4954
SSA_0838,4982,4653,4747,5284,4518,5413,3971,6014,4644,5549,6813,5497
SSA_0839,467,423,408,568,396,500,417,648,431,448,642,435
SSA_0841,871,755,725,1099,760,1009,715,1209,864,1009,1219,920
SSA_0842,286,285,260,184,189,197,103,175,146,147,140,85
SSA_0843,942,831,856,617,701,699,378,666,537,413,571,502
SSA_0844,1436,1336,1223,1775,1172,1336,765,1435,977,933,952,931
SSA_0845,911,864,844,560,592,555,234,372,393,212,174,218
SSA_0846,3575,3039,2899,4792,2669,3494,2779,5312,3412,3697,4915,4040
SSA_0847,15632,15558,15900,7777,12214,10480,4635,6309,6831,3087,4739,5031
SSA_0848,32515,32158,31908,28078,27635,30479,14091,21332,20058,10462,16207,18136
SSA_0849,639,621,641,1045,506,638,481,1106,518,524,797,544
SSA_0850,57,59,71,86,39,52,24,53,33,24,44,23
SSA_0851,1112,1077,1055,1170,821,942,528,989,720,622,713,702
SSA_0852,2328,2302,2557,1710,2384,2389,1235,1628,1715,1258,1283,1659
SSA_0854,671,721,772,738,684,768,451,614,566,383,568,591
SSA_0855,267,264,239,301,274,303,169,281,224,186,186,256
SSA_0856,804,763,828,600,684,614,262,384,340,190,246,244
SSA_0857,879,957,942,991,888,946,318,613,534,303,281,293
SSA_0858,2534,2405,2699,2486,2655,2575,1218,1577,1693,846,1035,1218
SSA_0859,8439,8204,9207,11080,6251,6827,4089,8649,4394,2901,5355,4440
predicted RNA,143,159,170,135,105,144,75,132,82,66,100,66
SSA_0860,23009,22626,23347,21017,20023,24839,13629,20005,15947,12271,19553,18724
SSA_0861,2875,2699,2464,4731,2505,3415,2494,4628,3176,3978,4396,4181
predicted RNA,30,30,24,43,26,39,28,44,32,50,47,43
SSA_0862,2964,2737,2438,4520,2414,3306,2525,4610,3097,3439,4391,3921
SSA_0863,1496,1304,1245,2153,1339,1623,1238,2110,1452,1538,1741,1583
SSA_0864,1860,1655,1738,2752,1681,2189,1467,2258,1938,1548,1787,1696
SSA_0865,175,182,177,169,129,141,71,117,125,42,82,59
SSA_0866,7371,6764,7279,10462,10643,11674,7710,9733,11033,5664,7292,11177
SSA_0867,260,216,257,285,206,269,127,190,178,82,165,132
SSA_0868,207,226,206,277,193,203,108,158,157,89,79,100
SSA_0869,3420,3178,3579,3137,3163,3249,1652,2241,2247,1059,1343,1697
SSA_0870,3031,2960,3099,3012,3031,3386,1814,2648,2407,1545,1800,2046
SSA_0871,4104,3946,4112,5122,4266,4946,2434,4456,3582,2485,3154,3284
SSA_0872,811,748,962,513,834,749,284,299,453,176,185,251
SSA_0873,3063,2822,2984,3200,2527,2753,1478,2670,1915,1231,1816,1782
SSA_0874,1563,1407,1523,2201,1428,1566,990,1882,1279,858,1214,1182
SSA_0875,2031,1882,1957,2797,1981,2376,1518,2897,2015,1604,1982,2187
SSA_0876,1334,1198,1334,1876,1172,1391,1030,1709,1172,730,1291,1248
SSA_0877,974,923,958,878,824,771,407,507,567,202,346,422
SSA_0878,4954,4612,5081,6160,4712,5398,3170,5136,3971,2494,3852,3651
SSA_0879,12257,11768,12562,12316,10209,11576,5346,9119,7476,4475,6825,6481
SSA_0880,271,246,246,325,167,222,120,219,161,95,164,106
SSA_0881,282,260,286,323,185,261,109,240,159,111,194,145
SSA_0882,448,448,504,437,358,399,298,428,322,236,459,345
SSA_0883,904,886,957,1075,751,887,602,1027,743,585,896,850
SSA_0884,195,177,180,266,148,194,79,162,144,91,90,86
SSA_0885,188,154,191,130,122,139,60,78,101,40,36,46
SSA_0886,96797,95433,99703,89374,64088,68117,40071,76845,48187,30951,59290,50627
SSA_0887,3,3,0,4,2,3,0,7,1,2,1,4
SSA_0888,1861,1557,1818,1106,1689,1429,607,815,963,395,559,634
SSA_0889,214,264,222,640,176,241,159,457,200,158,233,195
SSA_0891,788,731,706,946,674,786,485,751,653,577,516,555
SSA_0892,16,18,17,10,25,33,9,11,16,11,12,15
SSA_0893,125,103,108,113,181,149,93,94,150,74,83,123
SSA_0894,93,60,77,68,104,108,54,64,90,43,87,83
SSA_0895,154,152,127,144,156,174,112,135,188,83,139,132
SSA_0896,609,640,640,717,519,649,395,723,541,391,624,553
SSA_0897,1888,1593,1765,2415,1451,1835,1209,2383,1484,1061,2227,1816
SSA_0898,0,0,0,0,0,0,0,0,0,1,0,0
SSA_0899,3112,3047,3428,3403,3128,3477,1827,2905,2499,1673,1744,2091
SSA_0900,3186,3073,3253,3499,3200,3601,2018,3274,2813,1651,2262,2805
SSA_0901,2268,2206,2311,1945,2241,2345,1141,1527,1790,672,1044,1196
SSA_0903,598,564,676,448,359,417,194,302,294,141,228,200
SSA_0904,1419,1361,1431,1285,1933,2083,1303,1354,1749,1209,1371,1767
SSA_0905,7459,7613,7471,6117,8360,10131,5067,5858,7043,4801,5356,6348
SSA_0906,32025,30671,31887,27730,29248,35890,21273,28860,26877,21650,30972,27401
SSA_0907,549,602,562,306,441,430,187,205,279,194,189,231
SSA_0908,988,985,1255,692,1042,1057,500,533,687,288,392,601
SSA_0909,715,534,626,627,492,560,279,259,425,69,139,165
SSA_0910,3515,3182,3314,6293,3903,5225,4556,7452,4991,5001,7618,6562
SSA_0911,3140,2718,2932,6602,2908,3837,3432,7398,3915,3718,6586,5300
SSA_0912,1688,1676,1819,991,1874,1790,781,833,1170,449,806,852
SSA_0913,638,665,654,506,674,699,334,427,445,246,346,379
SSA_0914,4991,4707,5082,5104,5692,6174,3406,4766,4831,3003,3868,4447
SSA_0915,108,105,94,112,112,122,81,106,117,91,85,91
SSA_0916,238,209,232,299,268,338,192,275,281,177,255,239
SSA_0917,60,59,50,52,87,84,38,51,73,60,42,69
SSA_0918,1024,857,1021,2125,773,1168,1139,2268,1040,1342,2440,1904
predicted RNA,78,58,64,183,40,61,46,169,46,24,161,96
SSA_0920,42,35,35,104,26,34,26,95,25,17,91,50
SSA_0921,2053,1871,2149,2035,1952,1991,1272,1917,1595,936,1506,1642
SSA_0922,65,65,67,79,67,91,48,60,70,42,68,55
SSA_0923,70,81,65,57,48,50,28,34,43,30,32,41
SSA_0924,736,703,786,488,667,680,298,400,438,234,309,320
SSA_0925,629,602,634,473,546,615,289,437,417,221,312,373
SSA_0926,364,336,347,349,284,350,173,280,235,123,203,233
SSA_0927,82,67,75,97,82,78,49,80,68,69,94,80
SSA_0928,379,315,341,456,318,377,205,517,309,313,483,351
SSA_0929,528,440,418,598,451,518,315,709,500,444,736,467
SSA_0931,224,174,174,144,106,150,56,95,95,57,61,47
SSA_0932,1618,1450,1506,934,1179,1205,621,835,921,625,779,717
SSA_0933,489,464,442,401,365,379,190,414,265,209,368,280
SSA_0934,963,922,906,979,846,961,541,885,716,599,932,684
SSA_0935,1264,1238,1256,1297,1202,1438,890,1276,1086,795,1342,1124
predicted RNA,144,101,99,166,104,121,88,216,129,82,217,123
SSA_0936,1398,1214,1425,761,787,713,367,605,523,197,400,416
SSA_0937,1192,1100,1129,1294,805,941,600,876,721,484,600,540
SSA_0938,356,364,359,445,262,335,200,291,285,151,231,208
SSA_0939,971,919,1048,1137,797,922,608,972,729,443,771,769
SSA_0940,2175,1932,2176,2151,1765,2002,1304,1972,1597,986,1826,1756
SSA_0941,2299,2162,2327,2495,2199,2361,1456,2212,1942,1035,2110,2100
SSA_0942,2356,2227,2442,3135,2403,2708,1743,2957,2320,1782,2366,2460
SSA_0943,2469,2365,2480,3648,2537,2823,1876,3473,2502,1928,2733,2755
SSA_0944,2334,2123,2286,3031,2469,3164,1946,2954,2832,2423,2738,2751
SSA_0945,2650,2528,2557,3575,2701,3563,2242,3201,3129,2286,3160,3235
SSA_0946,2288,2233,2282,3435,2342,2924,1958,3057,2675,1690,2435,2747
SSA_0947,95,132,81,65,57,76,23,38,55,30,51,26
SSA_0948,203,220,198,131,162,173,85,103,129,70,100,66
SSA_0949,283,264,260,261,198,260,110,190,178,129,157,107
SSA_0950,1158,1254,1182,972,981,1242,499,669,779,391,656,455
SSA_0952,259,298,295,294,217,283,115,169,145,69,162,104
SSA_0954,334,337,367,390,248,385,163,273,244,118,176,150
SSA_0955,6241,6440,6149,6053,6211,6576,3515,5593,4853,3073,4163,4299
SSA_0956,3893,4190,4157,3348,3679,4500,2112,2867,2683,2431,2428,2972
SSA_0957,53,40,27,56,43,54,26,35,37,29,34,28
SSA_0958,74,72,101,57,139,107,53,60,119,46,45,54
SSA_0959,1222,1167,1235,1827,1139,1397,985,1622,1221,748,1085,1133
SSA_0960,1643,1416,1608,2739,1536,1921,1385,2816,1787,1476,1978,1945
SSA_0961,1093,964,1042,1901,975,1176,885,1858,1144,800,1299,1163
SSA_0962,348,380,446,360,357,357,250,310,293,157,240,227
SSA_0963,2144,2151,2540,2096,2135,2523,1453,2047,2010,1439,1976,2066
SSA_0964,2011,1922,1937,2164,2023,2304,1201,1766,1681,1288,1368,1504
SSA_0965,1325,1305,1312,1237,1228,1308,702,1061,994,658,775,887
SSA_0966,672,692,812,266,516,392,174,176,272,123,138,161
SSA_0967,186,161,190,111,160,159,40,66,81,52,38,56
SSA_0968,81,86,66,44,63,76,18,15,25,14,15,13
SSA_0969,345,329,323,332,251,373,148,170,197,60,120,88
SSA_0970,492,424,395,681,427,581,437,590,541,415,535,473
SSA_0971,2611,2477,2377,3547,2081,2760,2069,3423,2633,2169,3018,2476
SSA_0972,543,512,494,624,478,630,414,626,546,463,601,476
SSA_0973,847,773,768,980,623,796,551,1006,708,570,900,724
SSA_0975,1238,1157,1232,897,1191,1246,754,846,954,658,882,877
SSA_0977,828,757,839,587,860,832,496,702,734,514,692,633
SSA_0978,171,133,130,136,146,169,103,176,151,138,153,112
SSA_0980,1100,973,1004,916,941,1057,732,1071,883,797,992,926
SSA_0981,482,461,453,465,433,549,353,500,499,424,486,442
SSA_0983,1228,1336,1650,719,1066,957,581,723,750,516,720,672
SSA_0984,110,119,108,79,98,115,35,36,81,20,28,43
SSA_0985,272,251,262,242,228,294,159,188,196,128,150,155
SSA_0986,394,372,439,450,441,537,288,395,428,200,344,360
SSA_0987,785,698,710,1196,806,1044,571,1088,769,748,754,966
SSA_0988,13,8,7,8,4,6,4,6,6,7,7,5
SSA_0989,384,311,370,287,216,206,131,243,169,99,185,138
SSA_0990,395,317,333,499,217,259,135,477,199,164,268,213
SSA_0991,257,245,315,181,240,208,99,128,121,61,78,104
SSA_0992,176,143,188,111,125,108,57,76,77,34,76,51
SSA_0993,231,192,235,144,133,155,83,157,116,93,109,85
SSA_0994,296,307,279,372,250,315,173,314,205,205,269,195
SSA_0995,383,377,344,534,264,409,216,389,289,255,382,250
SSA_0996,475,410,459,264,277,242,143,183,180,75,134,109
SSA_0997,2465,2223,2424,1607,1658,1770,831,1237,1054,665,1046,975
SSA_0998,389,364,370,368,214,298,158,258,184,125,169,133
SSA_0999,566,451,411,2433,464,824,1171,2797,1180,1713,2002,1938
SSA_1000,535,441,395,2099,623,1064,1315,2146,1306,1296,1509,1651
SSA_1001,60,50,33,125,33,65,69,114,67,101,105,106
SSA_1002,39,35,24,45,45,66,53,62,55,65,72,62
SSA_1003,26,32,16,39,24,30,20,36,38,36,41,32
SSA_1004,13,15,14,25,13,18,16,23,15,21,27,17
SSA_1005,8,13,7,19,17,28,10,23,15,26,33,10
SSA_1006,36,32,23,37,35,45,34,33,46,37,48,33
SSA_1007,35,35,37,51,38,46,42,49,46,47,46,46
SSA_1008,387,246,301,11059,826,2885,7092,15608,5889,10372,13605,11086
predicted RNA,44,29,34,1022,51,195,594,1580,476,771,1455,1162
SSA_1009,344,274,325,8254,425,1424,6366,13453,4876,10580,14589,11313
SSA_1010,788,762,885,3805,700,825,3008,6859,2039,4656,8015,5765
SSA_1011,214,212,271,213,207,232,131,172,185,101,149,169
SSA_1012,1319,1333,1548,1380,1378,1544,1052,1514,1373,1033,1350,1408
SSA_1013,341,353,396,447,363,376,306,471,359,308,439,382
SSA_1014,484,471,563,643,507,601,427,677,588,579,584,635
SSA_1015,657,622,643,838,550,699,548,963,694,771,890,878
SSA_1016,2648,2504,2844,3403,2329,2885,2093,3772,2675,2522,3693,3434
SSA_1017,1176,1224,1330,1676,1080,1381,1054,1742,1329,1148,1664,1595
SSA_1018,2824,3017,3089,2633,4095,5006,2574,2625,3297,2360,2432,3615
SSA_1019,16535,15880,17000,23688,14419,19043,12899,24081,14926,13324,21717,19244
SSA_1020,84,106,90,68,84,86,18,26,44,27,24,25
SSA_1021,1341,1232,1402,881,1077,973,503,734,696,378,560,473
SSA_1022,1624,1369,1506,905,1117,1116,529,824,722,541,611,448
SSA_1023,5139,4474,4624,4197,3951,4677,2318,4010,3055,2899,3114,2469
SSA_1024,1805,1827,1979,1051,2333,2029,769,738,1321,577,468,831
SSA_1026,1647,1460,1396,1624,1275,1298,749,1297,1181,661,831,906
SSA_1027,5157,4617,4315,6656,4457,5362,3191,6162,4591,3544,4062,4124
SSA_1028,805,774,692,999,552,729,351,702,528,419,561,428
SSA_1029,198,239,288,200,287,253,108,135,213,68,102,130
SSA_1030,1587,1575,1378,2581,856,1201,605,1613,854,572,1194,807
SSA_1031,258,234,228,220,203,247,121,176,176,115,183,170
SSA_1032,12611,12533,15357,13738,8569,10589,7240,7890,7151,2899,5134,5947
SSA_1033,485,456,485,611,578,626,255,337,478,271,253,356
SSA_1034,368,328,426,313,337,361,185,141,247,93,79,105
SSA_1035,1335,1203,1441,1263,1088,1176,735,938,975,355,692,675
SSA_1036,1782,1646,1874,1680,1621,1666,838,1267,1148,501,861,839
SSA_1037,1170,1085,1308,1094,1171,1235,711,1003,828,462,731,779
SSA_1038,5223,5124,5913,7197,4069,5062,3405,6784,3675,2649,5192,4324
SSA_1039,4428,4452,4969,3923,3536,4071,2426,3935,2885,2385,3135,2969
SSA_1040,3447,3535,3850,3689,2819,3336,2113,3707,2698,1648,3070,2823
SSA_1041,3108,3218,3738,4071,2542,2986,1858,4012,2209,1513,2914,2702
SSA_1042,1803,2006,2083,1058,1613,1626,614,593,912,482,359,582
SSA_1043,2821,2883,3033,1619,2599,2372,888,1153,1443,582,738,1031
SSA_1044,2284,2336,2493,1903,2404,2471,1032,1400,1485,847,969,1228
SSA_1045,801,723,741,879,708,735,430,632,584,249,461,434
SSA_1047,1055,1033,1122,654,935,880,460,549,668,292,354,439
SSA_1048,1530,1503,1583,1385,1514,1600,912,1396,1189,880,1108,1113
