GeneID,X50265,X50266,X50267,X50280,X50281,X50282,X50295,X50296,X50297,X50310,X50311,X50312,X50325,X50326,X50327,X50340,X50341,X50342
FJH52_RS00115,7008,9730,3990,9968,7181,2993,6413,4566,4043,6092,4435,3576,9321,6382,4711,6553,6493,4598
FJH52_RS00120,1068,5754,4861,923,5373,4559,682,3765,5024,814,4947,5292,1162,6881,6232,974,5696,5580
FJH52_RS00125,1459,3074,2494,1201,2297,2162,846,1739,2818,1120,2038,2210,1423,2764,3214,1221,2942,3019
FJH52_RS00130,769,1859,1322,633,1194,1151,454,787,1519,678,1054,1204,862,1306,1736,722,1390,1497
FJH52_RS00135,676,1496,1127,567,1067,1021,379,715,1089,529,881,1181,696,1190,1512,582,1257,1418
FJH52_RS00140,250,149,108,321,157,111,119,161,130,130,64,68,213,158,99,175,99,114
FJH52_RS00145,842,534,364,1162,476,389,604,588,582,520,245,242,900,546,385,594,407,417
FJH52_RS00150,309,125,100,323,129,91,129,150,99,152,51,50,233,98,93,166,85,95
FJH52_RS00155,117,60,71,201,83,70,56,85,46,63,25,16,157,66,67,74,55,49
FJH52_RS00160,67,48,45,163,79,55,36,54,42,46,30,15,91,54,35,72,31,29
FJH52_RS00165,265,162,147,397,225,156,139,199,112,152,62,80,236,188,137,191,134,148
FJH52_RS00170,273,196,151,471,222,161,130,202,138,122,102,80,280,188,127,178,125,125
FJH52_RS00175,19,19,8,26,26,6,12,11,6,5,2,3,18,8,7,11,12,7
FJH52_RS00180,100,49,36,140,60,49,52,65,39,55,35,32,92,36,31,56,37,49
FJH52_RS00185,36,17,11,49,17,10,10,9,12,15,4,7,11,4,7,12,2,9
FJH52_RS00190,11,6,5,11,6,4,12,3,2,9,1,4,11,1,1,4,0,7
FJH52_RS00195,34,27,10,44,21,9,13,17,7,10,8,2,30,22,10,14,5,15
FJH52_RS00200,93,71,50,139,49,44,59,48,26,35,16,22,72,28,32,45,25,35
FJH52_RS00205,94,94,59,110,50,57,38,43,41,35,17,31,93,41,38,52,37,42
FJH52_RS00210,54,17,27,67,25,32,18,31,20,18,9,15,43,22,14,25,13,11
FJH52_RS00215,73,38,42,85,33,29,38,29,31,23,14,8,65,17,20,36,25,22
FJH52_RS00220,77,45,43,98,47,29,47,55,40,28,24,20,72,34,29,58,39,31
FJH52_RS00225,186,100,85,220,100,86,91,124,88,74,48,43,142,104,59,109,80,74
FJH52_RS00230,1496,1627,883,1803,1152,819,953,1689,1434,685,754,525,1174,1567,1114,905,1197,1044
FJH52_RS00235,205,925,550,380,906,560,151,1431,907,140,745,387,229,1743,830,205,1072,555
FJH52_RS00240,251,1279,670,405,1172,699,192,1892,1243,147,871,547,252,2407,1076,248,1365,742
FJH52_RS00245,446,2250,1623,637,2741,1676,381,4629,2801,229,2018,1324,430,5535,2331,343,2990,1770
FJH52_RS00250,434,2082,1301,485,1894,1313,234,2626,1625,263,1254,1191,409,3558,1790,265,1795,1243
FJH52_RS00255,45,187,104,59,174,96,15,277,149,28,112,103,42,328,162,27,197,115
FJH52_RS00260,26,168,137,23,194,123,9,357,174,13,144,123,19,399,182,7,203,135
FJH52_RS00265,616,5387,4079,846,7133,4552,514,13433,7631,315,5091,3858,519,15710,7217,461,7636,5555
FJH52_RS00270,114,1085,966,163,1767,1123,105,3291,1496,65,1156,953,128,3957,1929,91,1974,1342
FJH52_RS00275,230,1779,1582,291,2704,1964,155,5454,2362,102,1909,1683,178,7080,3128,125,3231,2234
FJH52_RS00280,43,315,234,57,394,302,29,946,409,24,337,263,47,1151,509,38,512,342
FJH52_RS00285,96,598,480,104,878,565,73,1836,751,49,565,451,81,2375,985,47,1001,608
FJH52_RS00290,36,245,204,48,411,281,41,800,282,13,204,223,36,936,395,30,400,300
FJH52_RS00295,31,196,153,36,281,184,16,567,224,12,163,152,26,707,279,19,291,198
FJH52_RS00300,50,408,297,55,601,379,40,1230,385,22,325,321,59,1514,598,34,628,453
FJH52_RS00305,110,738,558,151,1028,653,88,2043,789,56,621,563,106,2699,1105,71,1187,811
FJH52_RS00310,53,313,260,71,416,306,34,970,385,23,290,259,73,1195,578,34,564,400
FJH52_RS00315,73,408,271,90,494,293,44,1138,408,36,288,271,60,1574,653,37,601,467
FJH52_RS00320,375,2653,2278,481,3864,2463,283,8737,3264,170,2419,2041,394,12062,5128,280,5253,3724
FJH52_RS00325,128,702,636,186,1111,675,95,2576,1095,95,740,601,152,3459,1701,108,1575,1159
FJH52_RS00330,789,7998,6731,1259,11425,6541,685,24618,11913,530,7295,5842,1016,33701,16417,727,16028,12448
FJH52_RS00335,7,77,52,5,93,54,4,177,105,3,55,43,4,283,154,8,114,85
FJH52_RS00340,17,312,235,33,416,281,18,858,400,19,276,208,37,1233,608,12,561,375
FJH52_RS00345,45,565,458,100,827,469,45,1567,886,40,531,339,72,2177,979,53,1028,678
FJH52_RS00350,100,690,595,110,999,582,98,1835,1019,46,716,530,108,2625,1238,88,1235,860
FJH52_RS00355,82,615,489,117,907,533,71,1629,925,57,588,368,87,2309,1052,77,1036,772
FJH52_RS00360,365,2207,1806,457,3059,1818,309,5781,3664,218,2232,1485,350,7723,3707,301,3865,2815
FJH52_RS00365,206,147,115,133,101,120,100,103,76,107,57,121,145,124,94,167,115,105
FJH52_RS00370,134,181,123,81,118,120,58,76,76,48,59,108,87,86,77,72,75,61
FJH52_RS00380,149,228,291,87,395,388,77,328,186,87,228,392,129,459,285,97,300,191
FJH52_RS00385,148,215,316,137,504,407,67,409,209,84,262,441,176,603,301,131,357,236
FJH52_RS00390,472,727,1141,451,1623,1566,247,1389,733,270,961,1445,503,1962,1114,388,1191,928
FJH52_RS00395,903,4198,2829,943,3166,2573,740,1670,2091,702,2333,2562,1176,2583,2268,788,2360,2156
FJH52_RS00400,392,2089,1362,376,1517,1294,289,783,1063,322,1199,1307,551,1330,1125,303,1200,1132
FJH52_RS00405,262,1201,1222,305,1343,1069,171,1021,974,266,1059,1287,405,1629,1256,299,1282,1093
FJH52_RS00410,271,539,516,158,552,438,103,453,450,191,435,518,303,619,453,219,593,455
FJH52_RS00415,4000,6201,4366,3144,5099,3715,3489,2890,4175,3243,3674,3502,4543,4373,4808,2863,4546,4135
FJH52_RS00420,519,1432,928,437,933,893,443,720,900,415,709,894,578,869,925,477,1041,936
FJH52_RS00425,709,1909,1317,623,1196,1180,487,818,1173,499,840,1115,711,1170,1205,580,1301,1338
FJH52_RS00430,4435,6767,8668,4870,10510,9781,3633,7046,6214,3706,7092,9606,5287,10765,8606,4245,7804,6667
FJH52_RS00435,221,691,635,286,470,765,230,424,514,175,341,699,256,456,384,218,585,633
FJH52_RS00440,15,65,107,16,116,113,15,97,91,23,93,109,28,128,141,23,91,115
FJH52_RS00445,124,319,408,134,448,351,92,311,357,134,373,348,174,460,451,121,453,401
FJH52_RS00450,1691,2259,2476,1650,3045,2724,1287,2320,1848,1332,1980,2746,2186,3151,2562,1632,2487,2133
FJH52_RS00455,1114,1113,1286,970,1515,1416,894,1114,1041,925,982,1379,1494,1631,1415,1040,1209,1216
FJH52_RS00460,1375,1366,1611,1232,1860,1689,946,1340,1417,1059,1191,1700,1820,1854,1763,1257,1517,1614
FJH52_RS00465,291,247,344,203,365,356,203,221,248,209,196,309,375,362,351,236,283,304
FJH52_RS00470,232,262,304,183,271,285,144,192,299,169,188,315,316,222,300,241,267,275
FJH52_RS00475,312,408,367,250,421,406,181,278,279,237,244,462,452,457,380,264,357,318
FJH52_RS00480,86,2264,153,82,347,239,44,2502,122,65,965,233,103,2259,172,90,984,164
FJH52_RS00485,73,1318,93,50,185,128,34,1373,55,30,464,120,72,1147,70,52,511,88
FJH52_RS00490,16,590,91,16,1019,87,14,385,81,7,538,80,8,1055,136,13,384,97
FJH52_RS00495,5,159,25,2,270,27,3,119,16,1,140,29,3,367,46,2,138,36
FJH52_RS00500,62,3913,2379,94,12270,2043,60,7561,1466,65,7278,2612,63,17754,3373,97,7587,2925
FJH52_RS00505,52,2560,1973,73,8088,1794,39,5553,1040,31,5065,2217,34,11220,2767,68,5718,2406
FJH52_RS00510,45,2522,1864,58,7154,1542,47,4911,1027,37,4793,2209,34,8959,2657,61,5622,2333
FJH52_RS00515,31,1736,1060,33,3831,873,24,2718,605,17,2736,1273,27,4880,1530,32,3318,1431
FJH52_RS00520,50,963,850,44,2815,571,38,1947,455,31,2343,1149,71,4061,1483,42,2672,927
FJH52_RS00525,1078,11280,5258,1601,17574,3993,1193,12449,4019,908,14515,5944,1527,20572,8487,1133,16510,7482
FJH52_RS00530,50,1479,709,66,3560,782,48,1687,547,49,1936,855,76,3545,759,64,1810,744
FJH52_RS00535,7,78,45,7,301,64,2,137,29,8,153,46,8,344,57,10,132,37
FJH52_RS00540,6,124,61,13,373,66,2,185,37,3,181,66,9,431,62,12,161,55
FJH52_RS00545,17,739,484,31,2092,440,10,1012,307,20,1326,509,40,2196,582,24,1189,475
FJH52_RS00550,63,2433,1725,111,6379,1460,57,3653,1193,67,4085,1878,85,6744,1907,90,4660,1796
FJH52_RS00555,126,1005,720,139,2116,703,71,1269,504,98,1333,765,149,2409,810,108,1484,651
FJH52_RS00560,947,10433,7603,1301,18326,6423,588,12192,6288,703,13549,8343,1137,19422,8663,750,16114,7990
FJH52_RS00565,6515,1110,1078,4779,1211,818,5014,840,726,5200,805,847,8419,1230,1136,5699,1143,1018
FJH52_RS00570,56403,46887,17683,30969,24491,16024,29256,12864,16295,35495,17209,13382,39668,22322,18720,28504,23354,17762
FJH52_RS00575,469,406,1273,1459,279,1463,166,223,801,152,166,1761,234,400,1569,320,403,1182
FJH52_RS00580,73,13,336,577,46,344,15,24,130,24,31,317,54,46,254,38,31,227
FJH52_RS00585,155,30,715,889,108,665,74,75,321,79,54,777,168,105,728,91,76,491
FJH52_RS00590,195,62,1351,1053,113,1185,107,74,575,98,94,1345,245,156,1418,128,116,892
FJH52_RS00595,81,30,696,410,74,588,40,44,355,57,35,712,97,77,704,54,72,500
FJH52_RS00600,317,190,3398,1434,296,2530,197,165,1621,189,196,2930,332,377,3237,183,275,2411
FJH52_RS00605,164,181,2146,552,201,1662,67,98,1107,88,129,1545,148,217,2034,77,195,1596
FJH52_RS00610,82,48,55,164,56,79,83,22,35,86,39,60,175,45,72,110,59,52
FJH52_RS00615,214,141,109,185,101,92,118,69,71,119,65,60,175,71,98,144,108,76
FJH52_RS00620,31,30,16,20,21,20,18,13,15,17,16,13,34,18,22,28,20,25
FJH52_RS00625,3,0,2,1,2,3,0,3,2,2,5,1,3,3,1,2,2,3
FJH52_RS00630,9,9,6,3,13,12,3,9,8,11,9,14,10,10,9,8,14,10
FJH52_RS00635,3,1,6,0,7,4,0,3,2,0,3,1,3,6,7,2,0,1
FJH52_RS00640,1115,456,896,1163,1218,929,844,922,531,951,788,818,1795,1446,890,1306,860,652
FJH52_RS00645,236,72,193,244,232,209,140,179,110,193,186,219,402,329,241,254,154,126
FJH52_RS00650,5096,9010,10778,5436,12881,12789,3594,9269,8371,4225,8831,12242,7148,13597,10655,5303,10818,8629
FJH52_RS00655,9570,5207,5851,9526,6941,6669,7221,5392,4904,7264,4734,6387,10015,7345,5574,7112,6174,4840
FJH52_RS00660,95,182,237,61,273,233,54,203,231,94,208,194,113,285,184,97,265,274
FJH52_RS00665,799,1336,1375,671,1615,1438,586,1173,1482,638,968,1380,1042,1617,1422,654,1372,1454
FJH52_RS00670,1023,1038,1054,677,1111,1085,696,887,1024,650,725,1049,1053,1187,1014,620,1159,1173
FJH52_RS00675,212,428,726,193,576,535,87,705,539,147,450,746,250,944,662,131,741,662
FJH52_RS00680,430,1350,1575,669,1386,1639,280,1075,1244,363,1051,1317,505,1532,1352,445,1326,1331
FJH52_RS00685,724,2037,3235,887,2946,3276,507,2259,2773,528,2036,3063,810,3324,3120,663,2867,3145
FJH52_RS00690,71671,100029,61831,46478,71651,60921,60535,51467,79124,49528,56848,56041,68338,77284,73881,47387,87911,79578
FJH52_RS00695,69,98,53,43,60,49,36,67,67,59,67,52,67,102,81,70,87,76
FJH52_RS00700,30,19,22,16,21,15,12,31,27,23,19,9,29,35,38,17,32,27
FJH52_RS00705,124,14,23,223,11,16,96,25,39,106,14,29,230,25,26,94,13,31
FJH52_RS00710,35,10,19,44,4,11,23,8,6,31,4,19,151,13,16,27,15,16
FJH52_RS00715,897,25,63,703,19,35,455,11,48,258,9,54,1490,30,57,226,20,43
FJH52_RS00720,14287,46875,28589,10557,31229,23249,7880,18031,25488,8059,21763,21394,9506,25021,31209,7555,24682,24637
FJH52_RS00725,6,25,24,5,31,27,7,16,33,9,14,26,21,39,37,8,23,23
FJH52_RS00730,187,393,331,155,332,330,87,295,399,134,207,365,193,407,429,179,345,356
FJH52_RS00735,920,3957,1407,751,1563,1129,281,1926,1234,396,1879,1156,521,3707,1348,373,3469,1306
FJH52_RS00740,625,2427,894,490,980,775,220,1222,767,298,1177,784,400,2294,837,301,2273,773
FJH52_RS00745,327,1089,353,257,460,340,120,590,313,135,573,349,207,923,343,165,1375,374
FJH52_RS00750,157,526,141,107,209,156,72,317,156,67,220,207,85,465,260,76,930,167
FJH52_RS00755,5056,919,829,2602,845,767,2071,647,846,2891,744,643,3401,950,1010,2655,893,914
FJH52_RS00760,1765,2908,3486,1437,2712,3706,1431,2224,2230,1505,2565,3411,2470,3387,3292,1539,2980,2288
FJH52_RS00765,4869,7267,7788,4413,7846,8215,4244,6956,7416,4179,6319,8357,6379,9142,8224,4210,8031,7469
FJH52_RS00770,28,157,216,30,248,201,14,169,228,33,169,199,60,273,278,33,201,291
FJH52_RS00775,6,33,68,13,64,62,7,66,64,7,37,67,21,96,76,5,58,80
FJH52_RS00780,375,838,1102,336,1264,1132,239,943,1105,325,881,1213,578,1595,1735,299,1180,1393
FJH52_RS00785,391,563,758,449,966,826,287,670,812,398,685,784,609,1183,1300,364,877,1048
FJH52_RS00790,303,332,460,324,557,470,197,423,482,237,443,394,471,645,778,265,512,600
FJH52_RS00795,97420,12891,11908,30987,7116,14344,45804,11737,21753,58727,6770,12723,63095,10599,16322,38842,9027,20284
FJH52_RS00800,35,17,29,17,21,36,17,18,30,34,14,36,28,30,54,21,32,31
FJH52_RS00805,746,786,831,2611,648,899,663,363,674,744,419,759,969,577,837,684,525,784
FJH52_RS00810,2632,1525,2025,4450,2138,2444,2210,1272,1502,2131,1128,2319,4010,1823,2009,2765,1675,1695
FJH52_RS00815,874,412,658,1540,625,839,695,383,454,646,375,694,1213,524,575,975,499,532
FJH52_RS00820,1736,176,301,1660,246,334,1117,148,248,905,175,358,2275,281,386,1145,253,334
FJH52_RS00825,2866,137,239,3109,180,208,2346,91,176,1860,133,243,4152,176,316,2188,146,265
FJH52_RS00830,145,170,248,111,244,253,97,139,182,112,163,240,184,239,337,122,185,217
FJH52_RS00835,33,16,1298,15,11,897,11,5,501,13,13,1080,25,11,1012,16,14,582
FJH52_RS00840,12,9,1000,6,11,598,9,2,343,7,2,694,11,16,593,12,7,345
FJH52_RS00845,1,1,103,1,1,55,4,0,42,0,2,108,4,0,121,6,1,35
FJH52_RS00850,18,15,1030,8,15,691,6,4,349,14,6,919,14,17,833,15,8,404
FJH52_RS00855,85,101,4597,73,146,3008,39,71,1752,53,67,4058,98,133,4265,76,86,2161
FJH52_RS00860,65,82,3956,55,116,2807,39,68,1693,46,83,3976,100,125,4790,44,104,2081
FJH52_RS00865,10,6,558,5,17,299,5,7,226,7,12,569,13,19,780,7,11,261
FJH52_RS00870,102,115,3685,65,126,2734,50,72,1989,74,99,2978,80,113,3638,48,105,2019
FJH52_RS00875,5,11,217,8,8,156,3,2,86,4,3,244,6,7,350,3,7,121
FJH52_RS00880,130,138,4532,98,156,3088,78,73,2207,87,105,4191,143,162,5597,86,138,2470
FJH52_RS00885,62,101,2057,68,77,1456,29,57,1082,50,58,1648,72,71,2164,38,60,1164
FJH52_RS00890,73,68,1567,36,61,1059,42,46,784,49,48,1829,70,81,2655,37,80,890
FJH52_RS00895,59,122,1981,52,101,1355,36,46,1052,54,78,1596,75,101,2292,52,71,1128
FJH52_RS00900,14,25,340,11,15,209,3,13,131,12,12,287,15,25,408,10,19,159
FJH52_RS00905,31,46,637,23,42,430,5,17,357,14,32,468,24,26,659,17,30,351
FJH52_RS00910,243045,78347,103242,180883,64338,87227,169228,43659,79089,163763,44628,90956,261186,65089,86156,152355,65326,86621
FJH52_RS00915,22408,5499,6680,16480,7500,6647,15068,7419,6382,16271,5973,6880,24454,9914,6689,16230,8133,6993
FJH52_RS00920,5156,834,1513,3468,1908,1903,2481,1603,1165,4973,1337,1540,5239,2709,1821,4683,1598,1784
FJH52_RS00925,11602,1996,5190,8951,6463,6034,5800,5755,4161,12225,4554,5652,13342,9419,6324,11817,5728,5777
FJH52_RS00930,12017,38078,28987,13504,36238,24998,11941,24519,29970,11042,27823,25790,16912,36731,32524,13422,36945,29916
FJH52_RS00935,1084,4450,3005,1163,4160,2701,866,2585,2960,952,3027,2400,1319,3847,3039,1152,3859,2909
FJH52_RS00940,327,402,219,175,259,216,132,222,297,152,222,225,178,264,240,138,285,238
FJH52_RS00945,12,418,12,7,23,8,7,59,6,6,34,7,19,62,12,8,23,5
FJH52_RS00950,9,454,4,6,19,4,2,60,2,2,20,7,10,46,7,7,13,6
FJH52_RS00955,20,2663,20,17,98,38,10,213,12,16,75,23,29,127,18,10,89,18
FJH52_RS00960,925,1336,1413,974,1626,1406,700,1219,1446,883,1245,1253,1136,1764,1477,846,1533,1447
FJH52_RS00965,733,704,838,732,943,885,624,711,704,628,671,835,1060,1048,877,671,934,857
FJH52_RS00970,2065,2123,3415,2232,3600,3413,1581,2627,3057,1753,2628,3647,2629,3836,3814,1902,3485,3617
FJH52_RS00975,357,224,267,228,318,294,208,223,230,242,229,290,330,365,298,238,350,271
FJH52_RS00980,121,109,73,68,93,66,88,61,59,102,72,66,132,106,74,72,108,70
FJH52_RS00985,226,292,158,120,182,160,125,167,136,206,105,156,241,254,153,161,221,155
FJH52_RS00990,183,201,128,113,205,175,99,122,121,153,126,157,197,240,172,144,223,121
FJH52_RS00995,12,10,7,5,10,10,6,11,5,12,8,13,10,20,17,8,13,7
FJH52_RS01000,172,381,187,159,213,197,123,216,170,113,138,162,138,241,160,113,253,167
FJH52_RS01005,64,374,222,32,208,231,22,185,176,26,186,216,44,262,163,32,283,166
FJH52_RS01010,157,2271,1336,102,1488,1629,65,1372,1206,94,1022,1510,144,1902,844,106,2078,1034
FJH52_RS01015,58,617,532,25,662,614,26,526,435,35,471,929,61,913,482,35,1101,374
FJH52_RS01020,96,3268,2457,62,2877,2912,50,2239,2199,70,1769,3170,93,3327,1702,62,3730,1970
FJH52_RS01025,117,4997,3448,55,3713,3891,40,2838,3277,55,2124,3863,101,3994,2275,39,4511,2926
FJH52_RS01030,197,8501,7292,136,8015,7335,83,5203,5910,106,4752,8703,193,8442,6051,81,9032,6087
FJH52_RS01035,6900,34616,23860,3820,25433,22233,3965,14941,22389,3973,15047,20349,5208,21432,17151,4098,24985,21775
FJH52_RS01040,730,206311,124607,440,125395,113311,329,56847,123662,415,67324,88480,402,69855,73003,335,83759,126526
FJH52_RS01045,968,101244,110745,424,94955,89859,418,53042,62703,532,55558,108201,648,95943,88953,493,73032,73550
FJH52_RS01050,433,32855,46276,208,44007,43054,147,25837,24410,223,23421,43863,288,46171,38695,199,29188,31499
FJH52_RS01055,480,27795,43118,317,43081,39816,295,27940,23947,324,25403,46128,480,52065,44962,336,33617,31967
FJH52_RS01060,347,17629,27425,222,28431,26896,198,20460,17614,261,16689,25612,290,33891,25928,233,21332,21589
FJH52_RS01065,336,13992,23841,191,25466,24774,163,18913,14278,174,15067,24501,292,30583,22793,199,19430,18674
FJH52_RS01070,861,41244,58953,440,60677,56625,414,47063,38212,520,38298,57580,652,77337,60084,465,52797,51405
FJH52_RS01075,7,42,130,7,145,141,6,140,92,5,87,126,2,277,192,3,133,152
FJH52_RS01080,8,74,137,3,141,137,0,138,74,2,90,150,9,248,172,10,155,139
FJH52_RS01085,43,330,696,29,705,647,22,669,476,36,434,661,39,1260,847,25,674,708
FJH52_RS01090,1036,2633,3793,745,2386,3531,615,1844,1814,626,1534,3091,840,3061,3006,692,2334,2889
FJH52_RS01095,2886,7923,7256,2001,4421,7540,1702,2782,4081,1563,3113,6667,2218,4298,6004,1756,4793,5712
FJH52_RS01100,2363,5658,4379,2068,3795,4281,1262,2558,3652,1497,3001,3918,1957,4231,4073,1565,4034,4071
FJH52_RS01105,1176,386,775,1052,826,869,679,691,501,911,623,788,1163,1147,843,1114,730,694
FJH52_RS01110,3023,1096,1399,2545,1824,1520,1832,1261,966,2214,1204,1517,3593,1954,1481,2511,1506,1252
FJH52_RS01115,2307,863,1137,2246,1383,1124,1745,908,840,1923,1063,1176,2893,1537,1128,1971,1234,961
FJH52_RS01120,2212,390,252,1658,304,286,1784,218,224,1619,180,318,2317,247,221,1594,324,218
FJH52_RS01125,253,333,446,242,400,429,104,268,306,160,230,450,210,344,368,214,388,314
FJH52_RS01130,607,923,1445,549,1195,1452,294,719,1023,389,703,1702,656,1081,1307,490,968,1020
FJH52_RS01135,609,1093,1586,535,1265,1803,279,723,1218,382,750,1875,587,1147,1426,464,974,1208
FJH52_RS01140,4558,20672,12377,4043,13411,10603,2390,10372,11474,2357,9764,10809,3345,13615,10353,2309,13670,10862
FJH52_RS01145,1344,1958,1554,1048,1640,1335,856,1174,1372,1160,1174,1387,1955,1757,1623,968,1668,1423
FJH52_RS01150,203,235,186,130,190,198,117,178,171,161,134,193,291,229,229,143,193,186
FJH52_RS01155,27474,5083,4018,16689,7658,3626,20603,6584,7745,19811,5580,3785,29349,11325,7244,21398,7965,8100
FJH52_RS01160,158,98,133,163,114,110,105,91,102,121,98,121,170,140,124,125,118,92
FJH52_RS01165,92,62,105,156,120,105,81,84,102,118,84,112,139,128,131,84,100,100
FJH52_RS01170,0,1,2,3,5,9,0,6,4,1,7,12,1,7,9,1,5,9
FJH52_RS01175,1799,3983,4811,1836,4526,4410,1279,3063,3929,1425,3206,4498,1790,4493,4541,1447,4260,4267
FJH52_RS01180,484,599,768,215,467,677,157,1265,589,213,1973,1106,471,522,713,220,484,606
FJH52_RS01185,807,1071,1345,419,940,1275,318,2214,1079,416,3463,1799,843,976,1265,378,824,1039
FJH52_RS01190,446,423,675,223,483,648,182,1097,536,221,1678,959,440,517,687,180,415,505
FJH52_RS01195,622,907,1264,303,1000,1213,226,2186,1036,337,3167,1741,522,1008,1441,256,846,1067
FJH52_RS01200,1500,1984,1791,1258,2044,1661,1103,1683,1924,1217,1867,1753,1552,2382,1970,1185,2263,1868
FJH52_RS01205,1924,2293,1979,1607,2094,1853,1615,1954,2105,1693,1977,2097,2392,2806,2413,1590,2443,2155
FJH52_RS01210,1682,1703,1694,1290,1740,1599,1203,1540,1703,1420,1530,1514,2091,2307,2027,1348,1854,1758
FJH52_RS01215,2577,2055,1954,1950,2267,1863,1956,1871,1935,1927,1764,1870,2677,2560,2030,1882,2549,2010
FJH52_RS01220,7622,6685,4412,5448,4691,4303,5774,2978,5025,5373,3026,4080,7635,4615,4662,5274,5058,5154
FJH52_RS01225,7602,9789,5744,4653,5955,5585,4834,4046,6792,5632,4325,4905,7100,6161,6124,5373,6475,7006
FJH52_RS01230,1225,2083,5068,2115,5198,5488,1171,3400,3402,1336,3177,5360,1975,5732,5405,1606,3959,4563
FJH52_RS01235,1296,2397,3489,1770,3443,3355,1066,2197,2540,1139,2176,3258,1713,3703,3718,1145,2926,3115
FJH52_RS01240,94,177,211,116,188,209,93,129,148,83,140,258,127,207,195,93,165,194
FJH52_RS01245,17029,16995,11942,14611,11232,13156,9554,8297,9135,10884,7345,10930,11726,9895,8365,10827,12141,9592
FJH52_RS01250,15134,3358,3432,14861,3046,3760,10028,2241,2370,10429,2134,3131,15395,3315,2650,11259,2831,2528
FJH52_RS01255,8326,5139,4260,8188,4553,4842,5239,2866,2879,5526,2459,3976,8438,4112,3298,6017,3519,3195
FJH52_RS01260,10425,7756,5863,10903,6600,7077,6973,4188,4255,7697,3913,5638,11356,5645,4337,8461,5084,4288
FJH52_RS01265,15298,11228,8364,14290,8995,9721,10615,5342,6021,10230,5052,9215,17606,8061,6850,11324,7081,6263
FJH52_RS01270,3525,2501,3375,3571,3819,4234,2294,3342,2254,2840,2356,3647,4412,4600,2908,3702,3033,2613
FJH52_RS01275,4454,10289,5130,3835,6041,5584,2253,6121,6585,3036,5299,4776,3692,8489,5292,3254,6669,6067
FJH52_RS01280,1717,1042,1164,1678,1240,1171,1044,1179,849,1295,979,1081,2115,1680,1234,1444,1150,971
FJH52_RS01285,534,226,235,475,266,212,398,219,175,461,198,223,709,315,224,481,232,208
FJH52_RS01290,4975,4038,4370,3829,4425,3839,3476,3160,3695,3805,3311,3965,6489,4667,4478,3899,3745,4035
FJH52_RS01295,13099,6415,7082,13720,6248,5904,8712,2277,2600,9230,4418,7388,14350,3807,5155,9211,4761,4113
FJH52_RS01300,579,218,323,600,306,285,379,96,71,388,156,398,603,141,184,406,196,142
FJH52_RS01305,898,460,692,922,704,678,431,239,141,600,424,864,1065,453,471,743,426,307
FJH52_RS01310,1289,548,933,1137,885,948,572,339,201,756,564,1117,1434,551,641,980,596,404
FJH52_RS01315,1972,999,1280,1632,1232,1262,963,430,321,1165,968,1575,1973,788,907,1336,903,669
FJH52_RS01320,53613,38246,45429,28478,44843,50741,44941,36653,38830,40086,30062,43203,58248,54087,46517,40635,49562,54965
FJH52_RS01325,53520,42376,64550,37217,63839,72955,43102,47330,52879,45246,43129,57576,71062,79902,70027,48753,63691,74877
FJH52_RS01330,35413,18385,35846,33890,33856,38553,29529,26460,27986,31905,23064,31666,51892,44476,37619,34341,33464,39863
