,Acidic 1,Acidic 2,Neutral 1,Neutral 2,Neautral 3,Basic 1,Basic 2
fig|6666666.230262.peg.573,151,101,237,136,256,395,262
fig|6666666.230262.peg.574,144,97,278,140,360,484,348
fig|6666666.230262.peg.575,79,61,108,71,123,175,133
fig|6666666.230262.peg.576,153,97,163,97,177,247,216
fig|6666666.230262.peg.577,228,201,368,228,441,534,426
fig|6666666.230262.peg.578,431,354,546,385,610,900,733
fig|6666666.230262.peg.579,12,8,11,9,19,24,28
fig|6666666.230262.peg.58,52,39,62,27,45,102,73
fig|6666666.230262.peg.580,108,118,200,117,206,327,233
fig|6666666.230262.peg.581,64,41,100,61,104,155,131
fig|6666666.230262.peg.582,0,0,0,0,0,0,0
fig|6666666.230262.peg.583,44,44,96,57,115,130,100
fig|6666666.230262.peg.584,40,22,66,30,110,154,94
fig|6666666.230262.peg.585,149,87,207,128,252,396,296
fig|6666666.230262.peg.586,182,112,202,138,262,368,293
fig|6666666.230262.peg.587,86,60,145,81,159,236,174
fig|6666666.230262.peg.588,226,151,309,174,331,499,353
fig|6666666.230262.peg.589,275,188,362,213,398,603,472
fig|6666666.230262.peg.59,246,162,374,230,374,537,422
fig|6666666.230262.peg.590,46,29,76,43,90,89,74
fig|6666666.230262.peg.591,65,38,59,38,66,95,85
fig|6666666.230262.peg.592,19,12,26,13,24,48,35
fig|6666666.230262.peg.593,236,221,102,65,111,122,98
fig|6666666.230262.peg.594,162,126,75,45,102,137,106
fig|6666666.230262.peg.595,173,122,97,72,132,167,130
fig|6666666.230262.peg.596,5,2,3,0,1,2,1
fig|6666666.230262.peg.597,99,73,82,43,78,105,70
fig|6666666.230262.peg.598,121,92,83,60,112,150,94
fig|6666666.230262.peg.599,103,93,68,41,76,110,60
fig|6666666.230262.peg.6,96,79,120,85,164,263,168
fig|6666666.230262.peg.60,156,115,219,129,237,395,321
fig|6666666.230262.peg.600,77,43,85,82,139,170,131
fig|6666666.230262.peg.601,28,22,26,22,31,39,25
fig|6666666.230262.peg.602,98,83,120,80,121,196,148
fig|6666666.230262.peg.603,5,6,6,3,9,10,6
fig|6666666.230262.peg.604,104,65,107,53,116,209,155
fig|6666666.230262.peg.605,313,250,362,188,407,571,479
fig|6666666.230262.peg.606,187,143,164,114,186,295,236
fig|6666666.230262.peg.607,31,37,72,35,86,115,94
fig|6666666.230262.peg.608,132,80,121,88,136,191,179
fig|6666666.230262.peg.609,795,585,466,275,412,853,719
fig|6666666.230262.peg.61,117,84,109,70,130,201,136
fig|6666666.230262.peg.610,33,19,28,12,43,89,55
fig|6666666.230262.peg.611,270,228,182,112,286,459,319
fig|6666666.230262.peg.612,610,447,776,421,838,1097,767
fig|6666666.230262.peg.613,194,170,302,157,324,449,294
fig|6666666.230262.peg.614,206,183,268,150,312,377,295
fig|6666666.230262.peg.615,50,30,76,60,106,123,114
fig|6666666.230262.peg.616,184,177,388,195,454,613,464
fig|6666666.230262.peg.617,56,45,51,38,93,108,85
fig|6666666.230262.peg.618,361,206,444,263,509,725,508
fig|6666666.230262.peg.619,101,99,148,90,155,184,173
fig|6666666.230262.peg.62,9,6,14,10,22,23,18
fig|6666666.230262.peg.620,137,84,118,93,164,206,154
fig|6666666.230262.peg.621,106,68,89,66,93,135,108
fig|6666666.230262.peg.622,104,66,155,102,190,275,187
fig|6666666.230262.peg.623,36,29,69,38,74,109,53
fig|6666666.230262.peg.624,159,90,149,97,202,349,228
fig|6666666.230262.peg.625,1268,747,1410,1008,1313,1974,1891
fig|6666666.230262.peg.626,36,36,71,52,81,115,87
fig|6666666.230262.peg.627,71,67,95,58,139,229,163
fig|6666666.230262.peg.628,30,19,42,32,52,80,59
fig|6666666.230262.peg.629,23,21,25,26,38,85,54
fig|6666666.230262.peg.63,29,5,20,18,25,29,25
fig|6666666.230262.peg.630,25,16,49,27,61,65,57
fig|6666666.230262.peg.631,6,8,12,8,10,19,15
fig|6666666.230262.peg.632,10,16,26,17,35,60,31
fig|6666666.230262.peg.633,17,9,4,5,21,22,23
fig|6666666.230262.peg.634,175,123,353,275,598,713,400
fig|6666666.230262.peg.635,141,89,249,140,291,380,280
fig|6666666.230262.peg.636,83,72,146,66,145,218,152
fig|6666666.230262.peg.637,145,113,186,129,205,302,218
fig|6666666.230262.peg.638,20,11,19,17,39,41,35
fig|6666666.230262.peg.639,63,49,78,65,98,154,105
fig|6666666.230262.peg.64,14,13,22,16,24,49,36
fig|6666666.230262.peg.640,18,20,41,23,41,57,42
fig|6666666.230262.peg.641,9,10,27,15,11,34,26
fig|6666666.230262.peg.642,108,68,161,93,140,243,160
fig|6666666.230262.peg.643,154,103,170,95,185,248,178
fig|6666666.230262.peg.644,221,191,275,154,265,384,261
fig|6666666.230262.peg.645,103,51,90,59,125,159,127
fig|6666666.230262.peg.646,50,28,52,33,58,82,48
fig|6666666.230262.peg.647,34,24,43,33,60,98,67
fig|6666666.230262.peg.648,201,182,339,175,370,496,351
fig|6666666.230262.peg.649,88,43,116,61,106,138,111
fig|6666666.230262.peg.65,76,74,77,31,75,100,78
fig|6666666.230262.peg.650,24,14,28,19,37,38,31
fig|6666666.230262.peg.651,41,36,87,51,109,146,76
fig|6666666.230262.peg.652,38,28,43,36,50,72,67
fig|6666666.230262.peg.653,29,24,46,28,61,78,51
fig|6666666.230262.peg.654,259,182,347,220,392,583,422
fig|6666666.230262.peg.655,126,75,165,102,183,278,175
fig|6666666.230262.peg.656,192,130,225,150,233,316,235
fig|6666666.230262.peg.657,231,176,333,184,388,440,344
fig|6666666.230262.peg.658,129,99,161,94,181,283,212
fig|6666666.230262.peg.659,26,29,44,24,59,72,51
fig|6666666.230262.peg.66,276,202,304,224,361,462,392
fig|6666666.230262.peg.660,14,7,21,12,25,28,37
fig|6666666.230262.peg.661,92,47,70,42,84,98,89
fig|6666666.230262.peg.662,392,277,446,237,450,668,548
fig|6666666.230262.peg.663,18,24,34,25,52,66,46
fig|6666666.230262.peg.664,10,6,10,8,6,18,13
fig|6666666.230262.peg.665,12,8,13,7,19,30,15
fig|6666666.230262.peg.666,6,6,8,9,22,20,15
fig|6666666.230262.peg.667,29,18,61,43,72,106,85
fig|6666666.230262.peg.668,13,9,16,18,25,42,22
fig|6666666.230262.peg.669,7,8,11,12,31,31,22
fig|6666666.230262.peg.67,45,27,80,38,60,125,90
fig|6666666.230262.peg.670,12,2,21,13,29,34,35
fig|6666666.230262.peg.671,23,14,39,17,40,53,46
fig|6666666.230262.peg.672,15,8,13,10,17,25,12
fig|6666666.230262.peg.673,176,130,187,103,236,285,190
fig|6666666.230262.peg.674,74,65,101,66,90,158,107
fig|6666666.230262.peg.675,27,16,29,22,45,48,36
fig|6666666.230262.peg.676,23,9,39,25,45,63,50
fig|6666666.230262.peg.677,36,39,86,57,95,143,101
fig|6666666.230262.peg.678,2,5,9,6,18,15,10
fig|6666666.230262.peg.679,9,3,15,17,32,38,32
fig|6666666.230262.peg.68,87,61,114,99,163,273,191
fig|6666666.230262.peg.680,28,18,39,22,63,90,41
fig|6666666.230262.peg.681,13,15,39,30,37,65,47
fig|6666666.230262.peg.682,99,71,241,147,302,428,295
fig|6666666.230262.peg.683,100,76,254,156,302,465,358
fig|6666666.230262.peg.684,69,40,141,81,176,284,208
fig|6666666.230262.peg.685,0,0,0,0,0,0,0
fig|6666666.230262.peg.686,13,3,12,10,12,32,20
fig|6666666.230262.peg.687,8,3,9,7,11,17,16
fig|6666666.230262.peg.688,5,6,5,3,6,4,8
fig|6666666.230262.peg.689,101,80,68,47,89,120,98
fig|6666666.230262.peg.69,87,68,180,113,255,368,238
fig|6666666.230262.peg.690,88,65,29,14,40,45,39
fig|6666666.230262.peg.691,58,46,35,22,44,57,35
fig|6666666.230262.peg.692,18,12,14,13,14,27,25
fig|6666666.230262.peg.693,12,6,10,3,7,17,9
fig|6666666.230262.peg.694,151,93,77,47,80,81,71
fig|6666666.230262.peg.695,23,18,23,8,28,44,26
fig|6666666.230262.peg.696,33,42,46,30,59,76,52
fig|6666666.230262.peg.697,40,36,53,46,65,81,69
fig|6666666.230262.peg.698,137,115,209,168,274,401,318
fig|6666666.230262.peg.699,91,62,118,93,198,283,174
fig|6666666.230262.peg.7,71,52,130,89,158,302,189
fig|6666666.230262.peg.70,19,7,23,11,33,35,31
fig|6666666.230262.peg.700,196,120,241,153,279,401,311
fig|6666666.230262.peg.701,24,19,53,29,63,89,61
fig|6666666.230262.peg.702,11,5,9,3,18,18,19
fig|6666666.230262.peg.703,258,165,441,228,681,1041,771
fig|6666666.230262.peg.704,31,17,48,34,68,94,58
fig|6666666.230262.peg.705,21,10,32,18,31,64,44
fig|6666666.230262.peg.706,11,9,14,10,18,33,15
fig|6666666.230262.peg.707,9,9,19,4,9,14,16
fig|6666666.230262.peg.708,111,115,92,75,130,187,130
fig|6666666.230262.peg.709,9,7,41,12,33,52,42
fig|6666666.230262.peg.71,67,40,76,65,119,163,116
fig|6666666.230262.peg.710,0,1,2,2,10,17,7
fig|6666666.230262.peg.711,29,24,53,26,44,115,84
fig|6666666.230262.peg.712,20,17,35,24,37,80,55
fig|6666666.230262.peg.713,6,3,6,2,11,28,13
fig|6666666.230262.peg.714,14,11,16,6,8,18,13
fig|6666666.230262.peg.715,24,8,35,24,42,65,41
fig|6666666.230262.peg.716,1,0,3,1,1,3,3
fig|6666666.230262.peg.717,0,1,0,1,0,2,2
fig|6666666.230262.peg.718,8,5,7,7,8,18,11
fig|6666666.230262.peg.719,2,0,2,2,2,4,2
fig|6666666.230262.peg.72,80,46,114,79,144,191,139
fig|6666666.230262.peg.720,4,6,9,6,8,18,15
fig|6666666.230262.peg.721,8,8,11,8,11,20,15
fig|6666666.230262.peg.722,6,6,6,5,13,14,10
fig|6666666.230262.peg.723,29,25,35,26,51,69,53
fig|6666666.230262.peg.724,11,7,16,6,8,14,22
fig|6666666.230262.peg.725,78,77,136,92,148,247,168
fig|6666666.230262.peg.726,32,24,46,34,46,96,59
fig|6666666.230262.peg.727,0,3,1,2,2,5,4
fig|6666666.230262.peg.728,0,0,1,2,2,4,3
fig|6666666.230262.peg.729,2,3,10,4,10,10,10
fig|6666666.230262.peg.73,92,73,107,75,97,135,121
fig|6666666.230262.peg.730,6,2,3,7,10,10,7
fig|6666666.230262.peg.731,4,10,6,1,9,13,11
fig|6666666.230262.peg.732,6,0,5,4,10,11,4
fig|6666666.230262.peg.733,10,11,21,21,16,51,38
fig|6666666.230262.peg.734,2,1,4,5,4,16,4
fig|6666666.230262.peg.735,2,2,2,0,1,3,2
fig|6666666.230262.peg.736,4,3,2,1,1,9,3
fig|6666666.230262.peg.737,3,5,5,7,12,12,13
fig|6666666.230262.peg.738,15,9,18,13,24,47,33
fig|6666666.230262.peg.739,65,61,111,74,153,189,135
fig|6666666.230262.peg.74,45,31,74,39,88,115,87
fig|6666666.230262.peg.740,11,3,9,2,15,23,7
fig|6666666.230262.peg.741,11,7,14,7,11,16,11
fig|6666666.230262.peg.742,11,10,9,8,19,18,10
fig|6666666.230262.peg.743,22,12,18,19,22,50,26
fig|6666666.230262.peg.744,37,19,40,20,50,69,63
fig|6666666.230262.peg.745,64,33,42,32,54,94,62
fig|6666666.230262.peg.746,23,14,20,8,25,32,28
fig|6666666.230262.peg.747,66,49,90,57,109,118,100
fig|6666666.230262.peg.748,22,18,37,28,34,42,44
fig|6666666.230262.peg.749,105,55,101,65,107,253,150
fig|6666666.230262.peg.75,373,297,399,240,356,442,380
fig|6666666.230262.peg.750,70,42,99,51,98,122,121
fig|6666666.230262.peg.751,148,95,152,92,166,256,160
fig|6666666.230262.peg.752,9,9,15,16,8,17,11
fig|6666666.230262.peg.753,3,0,3,4,4,6,4
fig|6666666.230262.peg.754,44,39,46,32,51,95,57
fig|6666666.230262.peg.755,203,130,181,107,215,344,261
fig|6666666.230262.peg.756,94,77,192,141,283,561,365
fig|6666666.230262.peg.757,39,25,40,34,58,89,61
fig|6666666.230262.peg.758,167,130,178,122,215,346,269
fig|6666666.230262.peg.759,193,141,214,91,198,301,259
fig|6666666.230262.peg.76,41,29,60,31,56,83,76
fig|6666666.230262.peg.760,11,8,9,10,22,29,15
fig|6666666.230262.peg.761,31,23,35,21,44,57,55
fig|6666666.230262.peg.762,597,433,468,333,546,706,547
fig|6666666.230262.peg.763,155,102,161,94,174,239,151
fig|6666666.230262.peg.764,10,7,31,15,33,46,26
fig|6666666.230262.peg.765,74,58,102,71,116,198,142
fig|6666666.230262.peg.766,13,12,3,4,5,4,4
fig|6666666.230262.peg.767,293,201,268,194,340,464,335
fig|6666666.230262.peg.768,47,21,66,39,99,127,82
fig|6666666.230262.peg.769,202,129,241,159,382,560,354
fig|6666666.230262.peg.77,15,8,39,13,47,71,55
fig|6666666.230262.peg.770,914,762,1243,733,1445,2241,1476
fig|6666666.230262.peg.771,12,2,15,5,15,31,21
fig|6666666.230262.peg.772,26,17,35,28,54,108,54
fig|6666666.230262.peg.773,112,97,139,71,177,230,167
fig|6666666.230262.peg.774,39,29,50,35,57,76,62
fig|6666666.230262.peg.775,532,364,774,521,910,1301,947
fig|6666666.230262.peg.776,507,370,466,320,514,757,517
fig|6666666.230262.peg.777,57,43,84,49,80,118,71
fig|6666666.230262.peg.778,3486,2506,3772,2194,4074,5771,4188
fig|6666666.230262.peg.779,609,473,687,444,676,1003,769
fig|6666666.230262.peg.78,33,18,60,43,69,83,82
fig|6666666.230262.peg.780,1518,994,2114,1173,2286,2914,2204
fig|6666666.230262.peg.781,890,629,1240,741,1258,1628,1323
fig|6666666.230262.peg.782,116,72,119,94,121,171,152
fig|6666666.230262.peg.783,14,7,17,14,25,26,20
fig|6666666.230262.peg.784,9,9,18,12,10,15,17
fig|6666666.230262.peg.785,148,97,208,128,189,276,198
fig|6666666.230262.peg.786,51,37,99,49,121,138,119
fig|6666666.230262.peg.787,33,18,46,28,75,83,53
fig|6666666.230262.peg.788,5,4,10,8,10,17,10
fig|6666666.230262.peg.789,76,60,99,59,130,165,122
fig|6666666.230262.peg.79,18,13,55,32,78,82,48
fig|6666666.230262.peg.790,1111,850,1470,824,1361,1862,1594
fig|6666666.230262.peg.791,139,98,158,118,172,303,210
fig|6666666.230262.peg.792,887,673,972,614,1069,1251,919
fig|6666666.230262.peg.793,40,22,63,37,53,77,90
fig|6666666.230262.peg.794,6,3,18,12,21,26,22
fig|6666666.230262.peg.795,28,20,44,20,48,60,47
fig|6666666.230262.peg.796,444,278,497,303,519,649,536
fig|6666666.230262.peg.797,120,98,162,110,206,270,207
fig|6666666.230262.peg.798,171,121,221,120,197,302,198
fig|6666666.230262.peg.799,51,63,116,56,132,135,103
fig|6666666.230262.peg.8,90,53,126,72,127,201,159
fig|6666666.230262.peg.80,61,47,106,79,167,207,142
fig|6666666.230262.peg.800,190,163,624,392,701,794,630
fig|6666666.230262.peg.801,979,655,1179,704,1300,1857,1512
fig|6666666.230262.peg.802,105,87,202,120,241,355,199
fig|6666666.230262.peg.803,70,35,91,59,98,120,82
fig|6666666.230262.peg.804,72,53,72,55,99,172,123
fig|6666666.230262.peg.805,74,55,114,76,160,186,154
fig|6666666.230262.peg.806,56,53,71,54,104,118,109
fig|6666666.230262.peg.807,107,71,129,79,149,170,123
fig|6666666.230262.peg.808,37,29,87,51,87,119,89
fig|6666666.230262.peg.809,14,7,18,19,24,31,22
fig|6666666.230262.peg.81,73,55,152,88,213,282,179
fig|6666666.230262.peg.810,37,23,42,28,47,70,52
fig|6666666.230262.peg.811,125,98,130,83,183,243,180
fig|6666666.230262.peg.812,70,43,99,51,110,159,108
fig|6666666.230262.peg.813,650,472,699,468,669,1084,797
fig|6666666.230262.peg.814,19,18,41,24,41,65,44
fig|6666666.230262.peg.815,34,19,58,31,74,98,59
fig|6666666.230262.peg.816,1072,667,1301,809,1333,1718,1368
fig|6666666.230262.peg.817,713,569,1220,755,1286,2141,1468
fig|6666666.230262.peg.818,34,22,29,23,42,46,28
fig|6666666.230262.peg.819,385,273,551,305,653,863,654
fig|6666666.230262.peg.82,31,29,40,22,40,53,46
fig|6666666.230262.peg.820,153,82,222,155,269,301,252
fig|6666666.230262.peg.821,129,71,149,85,210,240,155
fig|6666666.230262.peg.822,519,370,583,396,634,783,668
fig|6666666.230262.peg.823,468,345,434,325,540,686,504
fig|6666666.230262.peg.824,89,33,109,64,136,153,110
fig|6666666.230262.peg.825,227,134,301,170,329,469,314
fig|6666666.230262.peg.826,155,93,204,116,264,287,225
fig|6666666.230262.peg.827,98,72,109,69,145,185,135
fig|6666666.230262.peg.828,247,168,285,157,381,478,339
fig|6666666.230262.peg.829,43,40,43,27,104,125,41
fig|6666666.230262.peg.83,723,528,722,378,585,909,907
fig|6666666.230262.peg.830,220,142,363,204,448,576,425
fig|6666666.230262.peg.831,977,740,1224,746,1372,1726,1479
fig|6666666.230262.peg.832,331,246,422,250,490,661,556
fig|6666666.230262.peg.833,2344,1841,2248,1322,2449,3231,2503
fig|6666666.230262.peg.834,50,32,93,60,91,135,107
fig|6666666.230262.peg.835,42,32,51,22,56,67,52
fig|6666666.230262.peg.836,281,211,128,82,126,159,113
fig|6666666.230262.peg.837,6,6,6,6,8,7,2
fig|6666666.230262.peg.838,27,20,32,13,43,54,45
fig|6666666.230262.peg.839,11,9,31,21,19,29,19
fig|6666666.230262.peg.84,264,198,295,206,299,490,398
fig|6666666.230262.peg.840,43,26,49,31,57,102,68
fig|6666666.230262.peg.841,106,89,149,99,179,247,212
fig|6666666.230262.peg.842,91,61,122,89,118,205,152
fig|6666666.230262.peg.843,141,96,206,101,211,333,252
fig|6666666.230262.peg.844,1006,902,1456,922,1470,2157,1828
fig|6666666.230262.peg.845,23,16,41,28,46,65,33
fig|6666666.230262.peg.846,0,0,0,0,1,0,1
fig|6666666.230262.peg.847,187,140,352,225,464,604,486
fig|6666666.230262.peg.848,129,90,258,136,247,365,257
fig|6666666.230262.peg.849,61,47,74,58,81,127,106
fig|6666666.230262.peg.85,80,56,82,50,100,128,121
fig|6666666.230262.peg.850,474,350,583,318,615,775,557
fig|6666666.230262.peg.851,22,22,10,11,14,15,11
fig|6666666.230262.peg.852,8,14,16,14,19,29,23
fig|6666666.230262.peg.853,156,86,182,108,189,253,188
fig|6666666.230262.peg.854,112,89,210,106,267,355,271
fig|6666666.230262.peg.855,122,96,175,119,161,215,188
fig|6666666.230262.peg.856,250,150,241,162,287,427,287
fig|6666666.230262.peg.857,116,86,186,131,274,366,313
fig|6666666.230262.peg.858,207,146,504,291,568,788,646
fig|6666666.230262.peg.859,29,21,58,40,69,97,69
fig|6666666.230262.peg.86,2,3,8,2,6,10,8
fig|6666666.230262.peg.860,8,5,18,13,25,31,36
fig|6666666.230262.peg.861,18,9,13,9,14,23,16
fig|6666666.230262.peg.862,53,37,59,30,49,80,56
fig|6666666.230262.peg.863,102,66,98,58,109,179,122
fig|6666666.230262.peg.864,12,6,3,5,9,16,11
fig|6666666.230262.peg.865,47,46,70,37,82,105,73
fig|6666666.230262.peg.866,1134,866,867,489,1053,1183,763
fig|6666666.230262.peg.867,2445,1946,2681,1542,3011,4323,3031
fig|6666666.230262.peg.868,51,29,67,42,76,114,97
fig|6666666.230262.peg.869,45,31,59,33,90,101,83
fig|6666666.230262.peg.87,0,0,1,0,1,0,0
fig|6666666.230262.peg.870,9,6,10,12,20,25,12
fig|6666666.230262.peg.871,46,34,68,53,113,161,107
fig|6666666.230262.peg.872,75,41,78,39,89,128,121
fig|6666666.230262.peg.873,72,42,21,10,11,22,19
fig|6666666.230262.peg.874,72,47,61,35,61,76,64
fig|6666666.230262.peg.875,41,26,20,16,28,41,26
fig|6666666.230262.peg.876,83,73,88,50,98,143,106
fig|6666666.230262.peg.877,187,112,175,108,166,261,227
fig|6666666.230262.peg.878,53,47,60,38,75,121,77
fig|6666666.230262.peg.879,14,5,15,7,16,25,17
fig|6666666.230262.peg.88,28,26,69,34,77,103,67
fig|6666666.230262.peg.880,18,11,20,14,21,45,27
fig|6666666.230262.peg.881,42,39,55,42,57,110,72
fig|6666666.230262.peg.882,72,54,116,82,142,197,148
fig|6666666.230262.peg.883,140,107,201,118,184,294,254
fig|6666666.230262.peg.884,122,132,164,103,211,348,210
fig|6666666.230262.peg.885,57,37,98,49,112,150,105
fig|6666666.230262.peg.886,23,10,23,14,51,44,41
fig|6666666.230262.peg.887,10,14,14,10,20,25,16
fig|6666666.230262.peg.888,3,3,5,3,10,8,10
fig|6666666.230262.peg.889,184,111,211,146,298,382,269
fig|6666666.230262.peg.89,7,10,11,6,13,22,15
fig|6666666.230262.peg.890,467,368,767,469,907,1202,960
fig|6666666.230262.peg.891,37,17,51,14,54,83,47
fig|6666666.230262.peg.892,54,45,77,38,83,121,98
fig|6666666.230262.peg.893,68,47,116,62,144,168,145
fig|6666666.230262.peg.894,23,12,28,22,31,62,34
fig|6666666.230262.peg.895,164,87,167,119,199,199,172
fig|6666666.230262.peg.896,984,825,1378,796,1349,1786,1315
fig|6666666.230262.peg.897,354,260,377,277,491,647,479
fig|6666666.230262.peg.898,311,247,372,259,495,805,510
fig|6666666.230262.peg.899,506,388,737,453,815,1090,799
fig|6666666.230262.peg.9,125,100,240,122,276,382,297
fig|6666666.230262.peg.90,17,18,32,19,39,43,45
fig|6666666.230262.peg.900,206,130,149,78,160,231,131
fig|6666666.230262.peg.901,714,426,646,456,755,1042,822
fig|6666666.230262.peg.902,792,600,939,637,876,1128,900
fig|6666666.230262.peg.903,26,28,40,23,50,85,73
fig|6666666.230262.peg.904,26,18,51,36,58,89,48
fig|6666666.230262.peg.905,89,75,157,100,188,234,170
fig|6666666.230262.peg.906,546,345,597,369,668,859,617
fig|6666666.230262.peg.907,60,36,98,72,124,154,127
fig|6666666.230262.peg.908,67,46,82,56,108,154,115
fig|6666666.230262.peg.909,39,28,46,31,59,100,60
fig|6666666.230262.peg.91,11,5,9,6,9,9,20
fig|6666666.230262.peg.910,43,27,63,30,60,85,67
fig|6666666.230262.peg.911,1,5,10,10,13,32,16
fig|6666666.230262.peg.912,70,40,112,44,117,161,114
fig|6666666.230262.peg.913,37,17,63,26,64,71,63
fig|6666666.230262.peg.914,84,68,81,58,94,129,99
fig|6666666.230262.peg.915,2308,1772,2310,1294,2274,3209,2678
fig|6666666.230262.peg.916,9,6,6,2,7,14,19
fig|6666666.230262.peg.917,354,303,396,237,408,613,435
fig|6666666.230262.peg.918,229,211,461,269,465,726,562
fig|6666666.230262.peg.919,88,86,132,82,127,239,188
fig|6666666.230262.peg.92,6,7,10,7,24,23,9
fig|6666666.230262.peg.920,393,284,471,346,511,797,673
fig|6666666.230262.peg.921,97,67,144,70,162,235,213
fig|6666666.230262.peg.922,41,26,63,45,62,110,85
fig|6666666.230262.peg.923,74,49,136,61,128,198,152
fig|6666666.230262.peg.924,24,15,55,36,93,116,92
fig|6666666.230262.peg.925,73,51,298,188,402,553,396
fig|6666666.230262.peg.926,283,207,854,531,1132,1177,946
fig|6666666.230262.peg.927,59,50,87,55,97,126,101
fig|6666666.230262.peg.928,86,70,186,106,231,346,237
fig|6666666.230262.peg.929,306,258,320,216,320,498,404
fig|6666666.230262.peg.93,12,11,24,9,30,23,36
fig|6666666.230262.peg.930,203,128,322,200,378,484,384
fig|6666666.230262.peg.931,81,44,155,85,192,249,171
fig|6666666.230262.peg.932,50,37,59,39,50,101,94
fig|6666666.230262.peg.933,40,23,57,38,73,101,62
fig|6666666.230262.peg.934,14,10,24,16,23,42,30
fig|6666666.230262.peg.935,18,11,17,13,31,41,29
fig|6666666.230262.peg.936,6,1,2,3,6,9,10
fig|6666666.230262.peg.937,4,3,2,4,4,7,8
fig|6666666.230262.peg.938,50,43,60,37,88,117,76
fig|6666666.230262.peg.939,36,27,57,39,76,99,89
