,Acidic 1,Acidic 2,Neutral 1,Neutral 2,Neautral 3,Basic 1,Basic 2
fig|6666666.230262.peg.3104,61,28,73,59,106,117,110
fig|6666666.230262.peg.3105,97,82,152,86,135,218,172
fig|6666666.230262.peg.3106,271,201,443,269,491,707,540
fig|6666666.230262.peg.3107,332,208,367,187,424,668,512
fig|6666666.230262.peg.3108,199,157,385,231,385,611,475
fig|6666666.230262.peg.3109,11,4,8,6,10,16,8
fig|6666666.230262.peg.311,9,4,10,11,5,17,14
fig|6666666.230262.peg.3110,105,68,149,94,203,284,191
fig|6666666.230262.peg.3111,40,32,76,43,104,173,109
fig|6666666.230262.peg.3112,278,197,413,276,456,608,459
fig|6666666.230262.peg.3113,273,140,187,114,253,310,201
fig|6666666.230262.peg.3114,79,35,95,60,102,173,115
fig|6666666.230262.peg.3115,67,50,99,63,115,158,126
fig|6666666.230262.peg.3116,125,89,138,95,166,206,151
fig|6666666.230262.peg.3117,9,5,14,15,31,27,31
fig|6666666.230262.peg.3118,225,151,275,159,278,418,292
fig|6666666.230262.peg.3119,51,56,137,82,174,272,198
fig|6666666.230262.peg.312,12,10,21,17,11,25,14
fig|6666666.230262.peg.3120,242,151,389,236,500,635,414
fig|6666666.230262.peg.3121,240,185,424,257,529,712,653
fig|6666666.230262.peg.3122,16,9,70,49,57,98,80
fig|6666666.230262.peg.3123,99,66,396,241,502,619,492
fig|6666666.230262.peg.3124,38,31,151,99,219,284,190
fig|6666666.230262.peg.3125,32,30,88,49,74,150,101
fig|6666666.230262.peg.3126,41,28,59,33,76,97,65
fig|6666666.230262.peg.3127,53,34,107,66,109,178,115
fig|6666666.230262.peg.3128,18,9,25,15,22,31,22
fig|6666666.230262.peg.3129,59,42,122,69,117,178,142
fig|6666666.230262.peg.313,14,8,20,11,17,25,21
fig|6666666.230262.peg.3130,0,0,0,0,0,0,0
fig|6666666.230262.peg.3131,123,89,123,91,157,244,181
fig|6666666.230262.peg.3132,63,42,52,35,100,139,77
fig|6666666.230262.peg.3133,241,142,301,213,377,511,382
fig|6666666.230262.peg.3134,95,67,117,67,156,239,151
fig|6666666.230262.peg.3135,75,74,168,87,176,268,204
fig|6666666.230262.peg.3136,92,79,127,82,140,225,142
fig|6666666.230262.peg.3137,76,52,101,75,123,177,140
fig|6666666.230262.peg.3138,87,63,152,74,124,180,157
fig|6666666.230262.peg.3139,149,98,239,122,235,321,250
fig|6666666.230262.peg.314,8,8,6,3,11,7,6
fig|6666666.230262.peg.3140,71,51,127,64,136,210,155
fig|6666666.230262.peg.3141,3,6,26,11,17,34,27
fig|6666666.230262.peg.3142,72,55,138,97,161,194,161
fig|6666666.230262.peg.3143,17,11,33,25,41,60,41
fig|6666666.230262.peg.3144,95,72,254,175,295,475,395
fig|6666666.230262.peg.3145,2,0,5,2,2,8,4
fig|6666666.230262.peg.3146,1,4,5,3,5,11,10
fig|6666666.230262.peg.3147,8,1,14,5,15,13,10
fig|6666666.230262.peg.3148,6,4,8,6,11,5,6
fig|6666666.230262.peg.3149,15,17,22,24,28,48,33
fig|6666666.230262.peg.315,16,7,16,9,24,30,19
fig|6666666.230262.peg.3150,3,5,13,4,15,6,12
fig|6666666.230262.peg.3151,472,328,809,443,868,1107,900
fig|6666666.230262.peg.3152,25,16,26,23,44,46,19
fig|6666666.230262.peg.3153,63,39,99,61,111,121,95
fig|6666666.230262.peg.3154,143,111,210,125,237,316,235
fig|6666666.230262.peg.3155,197,131,240,181,305,487,352
fig|6666666.230262.peg.3156,23,16,38,25,27,45,35
fig|6666666.230262.peg.3157,0,0,0,0,0,0,0
fig|6666666.230262.peg.3158,110,76,70,53,104,139,91
fig|6666666.230262.peg.3159,74,47,80,65,105,174,136
fig|6666666.230262.peg.316,1536,1136,1523,844,1769,2534,1965
fig|6666666.230262.peg.3160,99,73,133,75,137,232,165
fig|6666666.230262.peg.3161,1080,853,1543,1026,1435,2259,1793
fig|6666666.230262.peg.3162,70,37,84,52,81,108,101
fig|6666666.230262.peg.3163,274,221,378,255,478,606,447
fig|6666666.230262.peg.3164,497,342,622,426,702,866,678
fig|6666666.230262.peg.3165,371,293,637,404,721,911,710
fig|6666666.230262.peg.3166,44,41,159,106,180,154,100
fig|6666666.230262.peg.3167,40,19,215,131,225,113,92
fig|6666666.230262.peg.3168,5,2,2,3,3,2,3
fig|6666666.230262.peg.3169,378,254,453,322,515,641,488
fig|6666666.230262.peg.317,880,694,1441,819,1366,1794,1348
fig|6666666.230262.peg.3170,40,23,49,51,53,73,61
fig|6666666.230262.peg.3171,48,48,112,60,145,155,120
fig|6666666.230262.peg.3172,401,275,561,295,618,792,558
fig|6666666.230262.peg.3173,9,6,15,13,48,44,34
fig|6666666.230262.peg.3174,104,82,155,98,180,284,171
fig|6666666.230262.peg.3175,58,57,104,52,110,165,110
fig|6666666.230262.peg.3176,182,134,254,149,313,347,276
fig|6666666.230262.peg.3177,1,1,8,1,8,4,6
fig|6666666.230262.peg.3178,13,5,21,14,18,58,33
fig|6666666.230262.peg.3179,50,33,130,64,157,270,207
fig|6666666.230262.peg.318,289,176,523,300,591,899,646
fig|6666666.230262.peg.3180,20,19,40,21,49,56,38
fig|6666666.230262.peg.3181,20,15,36,11,42,52,49
fig|6666666.230262.peg.3182,27,14,31,20,48,57,50
fig|6666666.230262.peg.3183,164,126,260,176,304,410,320
fig|6666666.230262.peg.3184,460,369,836,524,1259,1899,1279
fig|6666666.230262.peg.3185,416,347,808,499,892,1325,929
fig|6666666.230262.peg.3186,73,46,123,74,150,233,159
fig|6666666.230262.peg.3187,43,32,36,38,65,93,66
fig|6666666.230262.peg.3188,42,30,56,28,57,72,61
fig|6666666.230262.peg.3189,80,54,124,77,164,167,138
fig|6666666.230262.peg.319,464,349,504,339,547,836,551
fig|6666666.230262.peg.3190,760,550,964,524,984,1579,1118
fig|6666666.230262.peg.3191,102,62,48,29,61,131,102
fig|6666666.230262.peg.3192,35,20,68,37,72,105,79
fig|6666666.230262.peg.3193,62,32,78,39,98,133,103
fig|6666666.230262.peg.3194,62,52,66,38,76,114,102
fig|6666666.230262.peg.3195,49,32,84,42,84,117,79
fig|6666666.230262.peg.3196,71,59,119,91,155,175,130
fig|6666666.230262.peg.3197,85,66,139,90,138,228,128
fig|6666666.230262.peg.3198,178,145,212,148,253,377,256
fig|6666666.230262.peg.3199,44,21,60,47,79,126,83
fig|6666666.230262.peg.32,3,1,2,0,1,5,1
fig|6666666.230262.peg.320,453,373,674,377,765,937,689
fig|6666666.230262.peg.3200,953,629,778,401,938,1344,1011
fig|6666666.230262.peg.3201,864,559,961,571,982,1245,1005
fig|6666666.230262.peg.3202,37,40,92,39,95,88,64
fig|6666666.230262.peg.3203,1773,1548,3441,1722,3390,3929,3137
fig|6666666.230262.peg.3204,253,187,273,148,290,370,259
fig|6666666.230262.peg.3205,558,363,781,463,876,1043,777
fig|6666666.230262.peg.3206,251,217,292,206,344,482,384
fig|6666666.230262.peg.3207,29,16,35,23,35,44,36
fig|6666666.230262.peg.3208,85,73,129,82,142,227,188
fig|6666666.230262.peg.3209,19,17,31,17,31,42,34
fig|6666666.230262.peg.321,78,68,106,55,113,173,131
fig|6666666.230262.peg.3210,127,81,193,116,195,298,237
fig|6666666.230262.peg.3211,103,69,148,87,202,243,202
fig|6666666.230262.peg.3212,40,28,70,27,65,118,86
fig|6666666.230262.peg.3213,33,18,38,28,48,82,58
fig|6666666.230262.peg.3214,239,178,319,166,331,474,354
fig|6666666.230262.peg.3215,505,417,893,544,1027,1322,998
fig|6666666.230262.peg.3216,1176,894,1525,925,1757,2367,1717
fig|6666666.230262.peg.3217,120,82,138,92,168,220,166
fig|6666666.230262.peg.3218,81,69,136,79,140,249,160
fig|6666666.230262.peg.3219,236,176,364,235,397,560,462
fig|6666666.230262.peg.322,90,58,146,77,166,186,126
fig|6666666.230262.peg.3220,23,11,23,17,28,37,25
fig|6666666.230262.peg.3221,60,42,55,40,81,118,81
fig|6666666.230262.peg.3222,2490,2214,5582,3327,6118,6731,5093
fig|6666666.230262.peg.3223,482,347,622,346,614,826,742
fig|6666666.230262.peg.3224,159,92,220,113,209,348,242
fig|6666666.230262.peg.3225,68,40,82,64,113,136,101
fig|6666666.230262.peg.3226,38,21,46,27,44,56,49
fig|6666666.230262.peg.3227,169,128,224,151,253,371,287
fig|6666666.230262.peg.3228,494,385,815,493,912,1088,818
fig|6666666.230262.peg.3229,201,198,270,174,330,431,321
fig|6666666.230262.peg.323,89,52,117,83,168,185,135
fig|6666666.230262.peg.3230,212,151,270,147,244,356,251
fig|6666666.230262.peg.3231,103,60,130,75,152,196,150
fig|6666666.230262.peg.3232,108,83,147,89,184,254,176
fig|6666666.230262.peg.3233,87,55,81,51,87,122,93
fig|6666666.230262.peg.3234,248,214,349,217,413,509,387
fig|6666666.230262.peg.3235,20,11,24,20,30,39,21
fig|6666666.230262.peg.3236,119,93,169,105,182,264,179
fig|6666666.230262.peg.3237,29,24,36,29,54,94,65
fig|6666666.230262.peg.3238,219,149,268,186,326,454,307
fig|6666666.230262.peg.3239,52,38,78,49,97,161,99
fig|6666666.230262.peg.324,356,228,398,256,492,614,432
fig|6666666.230262.peg.3240,76,30,56,46,114,131,98
fig|6666666.230262.peg.3241,26,25,38,20,36,57,33
fig|6666666.230262.peg.3242,54,38,87,39,84,118,70
fig|6666666.230262.peg.3243,19,8,13,8,18,34,23
fig|6666666.230262.peg.3244,17,8,26,17,21,30,21
fig|6666666.230262.peg.3245,28,15,48,35,34,65,56
fig|6666666.230262.peg.3246,34,34,56,44,71,104,69
fig|6666666.230262.peg.3247,269,182,415,251,471,685,524
fig|6666666.230262.peg.3248,137,103,324,206,321,503,396
fig|6666666.230262.peg.3249,14,2,8,7,3,4,5
fig|6666666.230262.peg.325,1106,893,1548,896,1653,2261,1635
fig|6666666.230262.peg.3250,109,62,113,69,166,194,165
fig|6666666.230262.peg.3251,9,4,7,5,14,19,13
fig|6666666.230262.peg.3252,51,25,75,53,101,134,97
fig|6666666.230262.peg.3253,33,20,46,34,58,58,40
fig|6666666.230262.peg.3254,41,25,36,31,53,61,57
fig|6666666.230262.peg.3255,113,94,193,100,216,297,210
fig|6666666.230262.peg.3256,313,214,306,205,378,404,356
fig|6666666.230262.peg.3257,68,59,99,54,148,224,171
fig|6666666.230262.peg.3258,38,18,53,29,67,103,76
fig|6666666.230262.peg.3259,157,117,261,189,305,434,329
fig|6666666.230262.peg.326,43,17,40,24,26,43,46
fig|6666666.230262.peg.3260,55,36,100,61,114,136,127
fig|6666666.230262.peg.3261,163,116,393,204,402,701,524
fig|6666666.230262.peg.3262,65,34,57,49,62,101,78
fig|6666666.230262.peg.3263,69,63,189,97,175,188,156
fig|6666666.230262.peg.3264,63,42,81,46,86,141,83
fig|6666666.230262.peg.3265,8,4,17,8,17,25,20
fig|6666666.230262.peg.3266,13,10,14,14,17,23,14
fig|6666666.230262.peg.3267,71,48,90,57,85,118,114
fig|6666666.230262.peg.3268,33,19,30,22,40,50,37
fig|6666666.230262.peg.3269,16,13,39,19,55,68,39
fig|6666666.230262.peg.327,62,54,117,74,156,169,129
fig|6666666.230262.peg.3270,31,19,40,25,46,66,51
fig|6666666.230262.peg.3271,0,0,0,0,0,3,3
fig|6666666.230262.peg.3272,6,3,4,4,12,13,11
fig|6666666.230262.peg.3273,48,23,47,35,53,66,57
fig|6666666.230262.peg.3274,74,54,75,49,115,112,121
fig|6666666.230262.peg.3275,328,253,527,336,556,742,482
fig|6666666.230262.peg.3276,117,94,150,85,203,274,181
fig|6666666.230262.peg.3277,105,72,150,95,169,199,149
fig|6666666.230262.peg.3278,0,0,1,1,4,3,1
fig|6666666.230262.peg.3279,5,4,5,4,14,7,14
fig|6666666.230262.peg.328,72,49,129,53,141,153,146
fig|6666666.230262.peg.3280,6,4,16,7,14,26,27
fig|6666666.230262.peg.3281,16,16,11,19,29,51,31
fig|6666666.230262.peg.3282,55,41,89,56,123,141,121
fig|6666666.230262.peg.3283,69,41,56,31,66,127,99
fig|6666666.230262.peg.3284,282,193,153,77,180,274,216
fig|6666666.230262.peg.3285,158,78,174,97,193,264,230
fig|6666666.230262.peg.3286,46,36,47,40,85,130,84
fig|6666666.230262.peg.3287,5,6,7,3,16,28,21
fig|6666666.230262.peg.3288,13,5,12,8,15,21,17
fig|6666666.230262.peg.3289,1261,912,1802,1129,1637,2366,1999
fig|6666666.230262.peg.329,38,23,76,48,80,120,90
fig|6666666.230262.peg.3290,103,66,123,70,137,227,199
fig|6666666.230262.peg.3291,12,10,11,7,14,18,10
fig|6666666.230262.peg.3292,9,7,25,8,21,36,21
fig|6666666.230262.peg.3293,43,41,46,33,66,85,84
fig|6666666.230262.peg.3294,27,15,19,14,15,23,23
fig|6666666.230262.peg.3295,56,37,49,38,42,65,43
fig|6666666.230262.peg.3296,225,175,293,198,351,429,299
fig|6666666.230262.peg.3297,233,154,378,221,415,464,300
fig|6666666.230262.peg.3298,198,151,190,137,182,259,234
fig|6666666.230262.peg.3299,126,112,239,161,305,327,239
fig|6666666.230262.peg.33,16,16,35,17,24,42,41
fig|6666666.230262.peg.330,70,49,129,83,168,251,180
fig|6666666.230262.peg.3300,304,275,428,208,429,682,463
fig|6666666.230262.peg.3301,100,74,110,64,123,178,122
fig|6666666.230262.peg.3302,178,123,150,111,155,278,190
fig|6666666.230262.peg.3303,336,296,329,208,319,425,398
fig|6666666.230262.peg.3304,20,15,24,23,26,41,27
fig|6666666.230262.peg.3305,37,25,58,32,59,70,58
fig|6666666.230262.peg.3306,24,15,14,15,23,39,36
fig|6666666.230262.peg.3307,18,6,34,23,29,52,34
fig|6666666.230262.peg.3308,154,137,233,138,253,374,262
fig|6666666.230262.peg.3309,158,97,175,127,186,297,247
fig|6666666.230262.peg.331,17,7,30,22,42,51,36
fig|6666666.230262.peg.3310,13,7,23,10,26,39,34
fig|6666666.230262.peg.3311,13,17,13,15,12,33,20
fig|6666666.230262.peg.3312,0,0,0,0,1,0,1
fig|6666666.230262.peg.3313,113,103,153,90,164,289,176
fig|6666666.230262.peg.3314,179,133,136,98,147,251,184
fig|6666666.230262.peg.3315,118,83,122,68,83,132,110
fig|6666666.230262.peg.3316,2038,1503,1002,635,1012,1824,1296
fig|6666666.230262.peg.3317,25,12,26,18,26,44,25
fig|6666666.230262.peg.3318,68,66,105,68,113,169,129
fig|6666666.230262.peg.3319,393,290,502,344,583,769,531
fig|6666666.230262.peg.332,660,462,948,604,1069,1442,1109
fig|6666666.230262.peg.3320,34,16,31,18,35,56,41
fig|6666666.230262.peg.3321,1851,1238,1840,1279,1892,2497,2175
fig|6666666.230262.peg.3322,331,243,342,209,409,641,526
fig|6666666.230262.peg.3323,236,201,316,181,304,536,405
fig|6666666.230262.peg.3324,18,13,17,12,28,47,32
fig|6666666.230262.peg.3325,133,89,190,135,172,326,258
fig|6666666.230262.peg.3326,14,11,29,8,20,31,16
fig|6666666.230262.peg.3327,110,54,92,63,96,140,127
fig|6666666.230262.peg.3328,21,13,36,19,36,61,42
fig|6666666.230262.peg.3329,16,11,29,12,22,33,26
fig|6666666.230262.peg.333,90,43,94,72,117,157,125
fig|6666666.230262.peg.3330,35,28,53,35,52,86,68
fig|6666666.230262.peg.3331,10,6,23,6,16,32,19
fig|6666666.230262.peg.3332,21,13,18,12,24,39,21
fig|6666666.230262.peg.3333,45,25,42,34,53,76,55
fig|6666666.230262.peg.3334,135,101,116,72,111,172,134
fig|6666666.230262.peg.3335,195,140,166,111,144,242,175
fig|6666666.230262.peg.3336,229,150,234,139,199,353,311
fig|6666666.230262.peg.3337,269,236,257,175,223,424,356
fig|6666666.230262.peg.3338,886,824,983,624,851,1108,848
fig|6666666.230262.peg.3339,60,39,83,63,95,148,137
fig|6666666.230262.peg.334,173,116,228,139,295,337,273
fig|6666666.230262.peg.3340,295,243,317,199,243,357,280
fig|6666666.230262.peg.3341,50,43,54,26,38,60,52
fig|6666666.230262.peg.3342,76,42,69,35,66,118,88
fig|6666666.230262.peg.3343,206,178,300,153,214,361,283
fig|6666666.230262.peg.3344,178,129,176,106,164,233,193
fig|6666666.230262.peg.3345,200,184,195,128,149,208,182
fig|6666666.230262.peg.3346,84,56,60,36,64,91,48
fig|6666666.230262.peg.3347,93,75,180,109,141,259,208
fig|6666666.230262.peg.3348,9,8,8,4,12,13,7
fig|6666666.230262.peg.3349,14,7,8,6,10,27,10
fig|6666666.230262.peg.335,0,0,0,0,1,0,0
fig|6666666.230262.peg.3350,31,29,46,31,62,88,72
fig|6666666.230262.peg.3351,14,5,14,9,16,17,14
fig|6666666.230262.peg.3352,308,258,359,217,287,552,480
fig|6666666.230262.peg.3353,51,41,55,40,60,100,62
fig|6666666.230262.peg.3354,90,73,120,81,136,228,209
fig|6666666.230262.peg.3355,75,60,109,75,102,172,117
fig|6666666.230262.peg.3356,84,59,118,83,117,192,178
fig|6666666.230262.peg.3357,447,391,755,404,657,1029,815
fig|6666666.230262.peg.3358,378,386,698,478,698,1130,810
fig|6666666.230262.peg.3359,341,266,522,336,610,860,609
fig|6666666.230262.peg.336,56,34,67,35,64,111,67
fig|6666666.230262.peg.3360,42,31,94,53,82,130,86
fig|6666666.230262.peg.3361,31,27,99,63,100,139,103
fig|6666666.230262.peg.3362,86,69,281,166,316,389,285
fig|6666666.230262.peg.3363,3831,3304,3448,2010,3260,5571,4427
fig|6666666.230262.peg.3364,2700,1956,1826,1179,1769,2828,2353
fig|6666666.230262.peg.3365,2,3,9,7,7,14,3
fig|6666666.230262.peg.3366,178,135,173,130,223,343,260
fig|6666666.230262.peg.3367,18,19,27,15,39,45,24
fig|6666666.230262.peg.3368,40,42,60,44,79,112,66
fig|6666666.230262.peg.3369,61,36,58,42,72,88,88
fig|6666666.230262.peg.337,14,13,15,10,21,39,16
fig|6666666.230262.peg.3370,133,78,160,91,175,290,190
fig|6666666.230262.peg.3371,68,42,118,75,128,216,193
fig|6666666.230262.peg.3372,25,20,18,15,29,49,34
fig|6666666.230262.peg.3373,36,40,80,61,122,157,109
fig|6666666.230262.peg.3374,15,10,24,24,30,47,26
fig|6666666.230262.peg.3375,19,5,15,18,30,30,28
fig|6666666.230262.peg.3376,41,30,57,29,61,59,48
fig|6666666.230262.peg.3377,26,9,34,21,49,59,45
fig|6666666.230262.peg.3378,79,65,113,83,129,191,163
fig|6666666.230262.peg.3379,23,13,33,20,28,36,22
fig|6666666.230262.peg.338,476,308,601,398,677,1070,757
fig|6666666.230262.peg.3380,86,65,106,67,118,164,99
fig|6666666.230262.peg.3381,1,4,9,5,7,11,6
fig|6666666.230262.peg.3382,15,2,18,17,15,26,19
fig|6666666.230262.peg.3383,18,8,15,14,12,20,21
fig|6666666.230262.peg.3384,45,39,36,26,40,65,43
fig|6666666.230262.peg.3385,15,10,23,17,20,44,29
fig|6666666.230262.peg.3386,6,1,3,2,1,3,1
fig|6666666.230262.peg.3387,29,25,31,16,27,41,26
fig|6666666.230262.peg.3388,28,17,26,19,30,58,36
fig|6666666.230262.peg.3389,6,6,13,8,8,18,13
fig|6666666.230262.peg.339,86,71,150,76,194,244,146
fig|6666666.230262.peg.3390,45,43,45,46,81,115,90
fig|6666666.230262.peg.3391,27,20,35,17,43,71,55
fig|6666666.230262.peg.3392,39,21,43,33,58,88,63
fig|6666666.230262.peg.3393,23,14,29,10,25,39,29
fig|6666666.230262.peg.3394,18,11,22,12,35,41,19
fig|6666666.230262.peg.3395,30,22,31,18,48,73,65
fig|6666666.230262.peg.3396,42,26,55,29,59,75,53
fig|6666666.230262.peg.3397,15,4,1,5,1,4,5
fig|6666666.230262.peg.3398,98,52,61,49,87,118,69
fig|6666666.230262.peg.3399,160,111,146,65,104,263,193
fig|6666666.230262.peg.34,10,8,18,6,10,15,14
fig|6666666.230262.peg.340,38,22,45,23,48,82,58
fig|6666666.230262.peg.3400,165,96,159,86,151,259,196
fig|6666666.230262.peg.3401,93,49,89,68,101,132,115
fig|6666666.230262.peg.3402,89,54,87,54,91,150,125
fig|6666666.230262.peg.3403,62,34,65,39,66,154,105
fig|6666666.230262.peg.3404,61,23,20,8,22,70,45
fig|6666666.230262.peg.3405,14,8,9,5,11,18,8
fig|6666666.230262.peg.3406,8,3,12,12,14,19,14
fig|6666666.230262.peg.3407,32,17,25,24,39,82,61
fig|6666666.230262.peg.3408,15,6,17,12,23,32,27
fig|6666666.230262.peg.3409,32,16,35,26,40,78,55
fig|6666666.230262.peg.341,53,39,84,56,89,121,99
fig|6666666.230262.peg.3410,94,63,106,66,129,204,147
fig|6666666.230262.peg.3411,73,48,103,59,110,152,108
fig|6666666.230262.peg.3412,142,108,208,107,184,299,263
fig|6666666.230262.peg.3413,437,367,397,215,476,666,491
fig|6666666.230262.peg.3414,51,35,58,38,62,69,56
fig|6666666.230262.peg.3415,55,41,61,42,86,106,101
fig|6666666.230262.peg.3416,54,41,77,44,67,112,80
fig|6666666.230262.peg.3417,33,22,35,14,34,53,39
fig|6666666.230262.peg.3418,68,44,22,21,27,48,35
fig|6666666.230262.peg.3419,18,21,31,18,59,45,43
fig|6666666.230262.peg.342,37,17,36,30,49,64,44
fig|6666666.230262.peg.3420,33,23,64,33,63,78,64
fig|6666666.230262.peg.3421,5,3,5,8,14,15,10
fig|6666666.230262.peg.3422,9,9,19,7,23,28,14
fig|6666666.230262.peg.3423,23,18,38,25,44,49,39
fig|6666666.230262.peg.3424,60,38,84,53,99,130,110
fig|6666666.230262.peg.3425,181,112,234,157,300,436,309
fig|6666666.230262.peg.3426,528,366,413,280,435,629,532
fig|6666666.230262.peg.3427,63,51,91,49,136,147,91
fig|6666666.230262.peg.3428,108,81,76,43,78,125,83
fig|6666666.230262.peg.3429,231,171,110,56,93,130,110
fig|6666666.230262.peg.343,6,2,11,11,21,26,16
fig|6666666.230262.peg.3430,37,27,13,9,18,16,9
fig|6666666.230262.peg.3431,147,114,92,35,80,129,96
fig|6666666.230262.peg.3432,10,8,5,3,7,8,6
fig|6666666.230262.peg.3433,109,75,128,63,119,181,154
fig|6666666.230262.peg.3434,460,384,657,419,625,866,683
fig|6666666.230262.peg.3435,107,44,153,75,196,220,158
fig|6666666.230262.peg.3436,465,368,654,436,633,941,749
fig|6666666.230262.peg.3437,82,69,129,84,157,221,174
fig|6666666.230262.peg.3438,10,8,15,12,11,29,22
fig|6666666.230262.peg.3439,2,4,7,9,7,18,13
fig|6666666.230262.peg.344,38,16,43,26,37,83,74
fig|6666666.230262.peg.3440,22,16,37,28,29,61,45
fig|6666666.230262.peg.3441,70,42,94,66,114,165,139
fig|6666666.230262.peg.3442,55,31,89,49,119,126,110
fig|6666666.230262.peg.3443,156,135,205,135,270,334,275
fig|6666666.230262.peg.3444,308,207,368,218,499,694,445
fig|6666666.230262.peg.3445,84,59,119,74,159,243,177
fig|6666666.230262.peg.3446,41,27,42,35,48,118,95
fig|6666666.230262.peg.3447,36,38,50,20,57,67,42
fig|6666666.230262.peg.3448,24,18,36,14,35,64,42
fig|6666666.230262.peg.3449,71,41,78,45,110,149,163
fig|6666666.230262.peg.345,22,17,27,18,45,50,57
fig|6666666.230262.peg.3450,528,376,529,352,591,906,724
fig|6666666.230262.peg.3451,70,43,112,66,123,186,134
fig|6666666.230262.peg.3452,4633,4105,9983,5953,10074,13608,8793
fig|6666666.230262.peg.3453,1128,884,1612,961,1538,1957,1584
fig|6666666.230262.peg.3454,44,30,85,36,62,98,65
fig|6666666.230262.peg.3455,46,35,43,29,52,77,56
fig|6666666.230262.peg.3456,12,9,18,15,23,42,35
fig|6666666.230262.peg.3457,14,4,29,23,38,54,36
fig|6666666.230262.peg.3458,23,11,16,12,28,28,23
fig|6666666.230262.peg.3459,83,53,124,72,129,194,154
fig|6666666.230262.peg.346,81,50,101,49,129,135,111
fig|6666666.230262.peg.3460,3,0,5,0,10,10,9
fig|6666666.230262.peg.3461,58,37,75,49,68,124,97
fig|6666666.230262.peg.3462,20,14,21,22,32,59,35
fig|6666666.230262.peg.3463,6,5,5,11,9,18,6
fig|6666666.230262.peg.3464,12,4,25,14,30,47,28
fig|6666666.230262.peg.3465,10,9,33,22,53,80,45
fig|6666666.230262.peg.3466,531,343,584,379,647,877,678
fig|6666666.230262.peg.3467,563,429,881,542,907,1293,969
fig|6666666.230262.peg.3468,194,190,474,252,615,791,515
fig|6666666.230262.peg.3469,108,56,149,108,184,241,217
fig|6666666.230262.peg.347,292,241,676,446,760,997,788
fig|6666666.230262.peg.3470,34,34,74,41,82,118,58
fig|6666666.230262.peg.3471,124,71,150,126,219,300,259
fig|6666666.230262.peg.3472,55,42,76,55,112,127,87
fig|6666666.230262.peg.3473,19,16,37,21,33,55,43
fig|6666666.230262.peg.3474,28,25,53,41,63,93,81
fig|6666666.230262.peg.3475,648,479,1067,615,1041,1396,1154
fig|6666666.230262.peg.3476,220,135,281,176,294,340,322
fig|6666666.230262.peg.3477,214,142,315,183,304,447,313
fig|6666666.230262.peg.3478,13,9,9,7,15,27,12
fig|6666666.230262.peg.3479,19,11,16,18,25,28,23
fig|6666666.230262.peg.348,21,14,25,17,39,50,44
fig|6666666.230262.peg.3480,14,12,48,24,36,68,47
fig|6666666.230262.peg.3481,95,62,86,53,136,189,106
fig|6666666.230262.peg.3482,6,4,12,11,20,23,25
fig|6666666.230262.peg.3483,6,3,10,3,9,12,13
fig|6666666.230262.peg.3484,2,2,7,6,6,11,10
fig|6666666.230262.peg.3485,23,23,43,31,56,73,32
fig|6666666.230262.peg.3486,34,22,57,30,57,91,64
fig|6666666.230262.peg.3487,127,77,175,125,202,335,229
fig|6666666.230262.peg.3488,103,62,115,79,140,172,122
fig|6666666.230262.peg.3489,70,57,102,68,120,206,161
fig|6666666.230262.peg.349,52,50,86,56,78,116,89
fig|6666666.230262.peg.3490,302,225,477,256,562,703,516
fig|6666666.230262.peg.3491,84,84,209,134,240,295,261
fig|6666666.230262.peg.3492,17,8,11,7,17,27,15
fig|6666666.230262.peg.3493,57,35,55,36,65,100,61
fig|6666666.230262.peg.3494,130,70,123,87,180,205,139
fig|6666666.230262.peg.3495,508,266,515,322,472,797,619
fig|6666666.230262.peg.3496,368,229,536,311,614,886,676
fig|6666666.230262.peg.3497,13,11,19,8,20,28,26
fig|6666666.230262.peg.3498,0,0,0,0,0,1,0
fig|6666666.230262.peg.3499,72,54,122,68,185,238,160
fig|6666666.230262.peg.35,20,14,17,17,31,24,23
fig|6666666.230262.peg.350,385,274,381,253,468,727,523
fig|6666666.230262.peg.3500,114,96,232,141,218,341,267
fig|6666666.230262.peg.3501,79,44,86,50,73,144,99
fig|6666666.230262.peg.3502,73,65,113,62,121,252,173
fig|6666666.230262.peg.3503,37,27,44,27,40,81,47
fig|6666666.230262.peg.3504,92,61,87,58,94,124,86
fig|6666666.230262.peg.3505,13,14,11,9,13,27,13
fig|6666666.230262.peg.3506,37,24,45,26,47,74,70
fig|6666666.230262.peg.3507,56,56,67,48,65,112,67
fig|6666666.230262.peg.3508,17,15,23,22,28,48,32
fig|6666666.230262.peg.3509,263,166,327,198,383,499,374
fig|6666666.230262.peg.351,0,0,0,3,0,2,4
fig|6666666.230262.peg.3510,43,30,41,14,44,53,38
fig|6666666.230262.peg.3511,154,139,203,109,202,248,190
fig|6666666.230262.peg.3512,268,246,248,175,273,415,357
fig|6666666.230262.peg.3513,260,176,329,196,373,481,376
fig|6666666.230262.peg.3514,30,14,38,18,58,119,42
fig|6666666.230262.peg.3515,41,38,68,38,82,130,103
fig|6666666.230262.peg.3516,31,27,55,30,51,88,65
fig|6666666.230262.peg.3517,155,111,189,104,167,322,246
fig|6666666.230262.peg.3518,252,214,312,181,350,587,365
fig|6666666.230262.peg.3519,2,5,18,13,21,31,25
fig|6666666.230262.peg.352,88,66,201,103,222,334,226
