,273_lact_rep1,273_lact_rep2,273_scfm_rep1,273_scfm_rep2,275_lact_rep1,275_lact_rep2,275_scfm_rep1,275_scfm_rep2,K297A_lact_rep1,K297A_lact_rep2,K297A_scfm_rep1,K297A_scfm_rep2
SMLT_RS14860,206,285,228,269,252,226,490,297,423,495,309,323
SMLT_RS14865,58,65,398,334,47,54,337,122,98,84,435,371
SMLT_RS14870,558,515,339,401,608,631,312,191,901,875,393,472
SMLT_RS14885,675,737,96,120,3246,3933,99,67,643,1051,139,142
SMLT_RS14890,3047,2924,1368,1910,2346,2373,846,495,4918,3591,1670,1810
SMLT_RS14900,550,557,634,582,641,553,619,230,796,654,669,649
SMLT_RS14905,287,224,236,280,220,253,228,159,264,316,289,244
SMLT_RS14930,263,312,164,188,656,462,227,83,334,342,107,122
SMLT_RS14935,16441,18422,36648,39294,17802,13650,24313,15530,16067,14359,33194,31607
SMLT_RS14940,2691,3033,3732,4199,2601,2311,2719,1625,3846,3195,3313,3636
SMLT_RS14945,963,1198,984,1060,1700,1503,1412,698,1915,2052,827,868
SMLT_RS14950,501,546,706,891,807,679,572,379,734,621,610,620
SMLT_RS14960,2443,2597,2660,3266,3838,3137,2340,1620,2865,2546,2532,2572
SMLT_RS14965,382,346,173,185,286,338,103,58,422,367,165,180
SMLT_RS14970,3507,3787,3245,3391,3680,2623,2426,1495,4047,3484,2681,2626
SMLT_RS14990,9343,8172,15204,13930,5675,4635,9588,4694,3104,2824,17235,19808
SMLT_RS14995,10553,8914,17981,18045,6692,5674,10212,5437,3364,2948,19148,19092
SMLT_RS15005,321,361,574,665,452,407,571,254,578,558,556,545
SMLT_RS15010,1604,1613,1986,2327,1944,1639,1945,918,1690,1588,1805,1642
SMLT_RS15015,8665,10773,14494,15191,12484,9814,10885,6658,9117,8097,14501,14671
SMLT_RS15020,461,541,681,633,667,563,644,264,510,421,509,597
SMLT_RS15025,474,561,562,667,545,462,507,356,491,446,468,699
SMLT_RS15030,433,518,628,734,429,349,503,316,560,557,580,735
SMLT_RS15035,2932,3224,4387,4138,3466,2507,2964,2501,3734,3378,3489,3394
SMLT_RS15040,1106,1185,1174,1338,1215,925,842,493,1354,1225,958,954
SMLT_RS15045,1810,1975,1495,1652,2109,1956,1167,748,3012,2440,1520,1879
SMLT_RS15050,1322,1415,1380,1764,1383,1308,1209,834,1879,1613,1542,1816
SMLT_RS15055,1782,1804,1829,2059,1911,1705,1426,982,2562,2163,1802,2015
SMLT_RS15060,1120,1179,1186,1435,1351,999,832,536,1412,1304,1101,1200
SMLT_RS15065,406,423,257,349,176,215,204,88,282,319,207,139
SMLT_RS15070,896,855,716,744,635,549,367,283,1265,1043,761,800
SMLT_RS15075,796,903,418,489,930,788,398,276,1108,914,417,461
SMLT_RS15090,3305,3765,3127,3453,3796,3281,1931,1251,3102,2714,2219,2084
SMLT_RS15095,16333,17639,17667,19745,15174,12040,10609,4793,13832,11343,13451,12261
SMLT_RS15110,6845,7339,9961,10479,7289,6161,6829,4881,8702,7927,8386,8267
SMLT_RS15115,652,610,1845,2372,727,503,705,494,485,257,1494,1683
SMLT_RS15120,617,611,1448,1768,636,502,513,265,683,388,1245,1599
SMLT_RS15130,89,115,154,133,122,94,135,63,118,68,204,198
SMLT_RS15135,4796,5466,6890,7073,5601,4310,5034,5426,4014,4214,7148,6716
SMLT_RS15140,351,474,641,612,387,376,395,280,414,425,749,814
SMLT_RS15145,4973,5510,7952,8314,6711,5619,6155,4417,4532,4435,7472,7406
SMLT_RS15155,1722,1680,1087,1143,2643,2055,1165,594,1407,1447,1049,969
SMLT_RS15165,522,582,326,374,188,145,84,59,633,435,267,398
SMLT_RS15170,1662,1763,1227,1314,613,518,317,205,2251,1583,995,1203
SMLT_RS15175,1526,1703,1151,1172,701,529,328,270,2283,1750,1094,1266
SMLT_RS15180,1688,1997,1199,1314,783,688,337,325,2562,1867,1201,1302
SMLT_RS15185,1602,1722,1126,1232,896,665,391,307,2464,1776,1100,1082
SMLT_RS15195,6170,6067,5605,5949,6651,5260,2983,1842,8884,7654,3971,3826
SMLT_RS15200,4240,4823,5691,6289,4677,3929,4103,3614,4494,3571,4257,5124
SMLT_RS15205,2670,2720,3254,4821,2541,2086,2536,1411,3178,2210,2961,3238
SMLT_RS15210,1015,1042,1545,1798,1061,827,1095,712,1187,888,1294,1476
SMLT_RS15215,43605,58479,47577,59682,48689,41348,34927,21934,51743,40693,42670,42841
SMLT_RS15220,23172,28530,35335,37396,22234,18535,20439,9914,27435,20977,27927,28105
SMLT_RS15225,43198,47796,65287,72122,46918,36872,55916,40224,49117,38739,54785,51356
SMLT_RS15230,127,151,15,9,48,85,13,1,708,1033,21,40
SMLT_RS15235,41,31,1,6,12,26,4,0,160,269,7,3
SMLT_RS15240,30,30,16,19,27,31,15,8,618,585,189,35
SMLT_RS15250,2326,2357,3902,3952,3217,2603,2908,1593,3220,3201,3612,3108
SMLT_RS15255,1547,2016,1674,1645,5190,3252,832,579,1044,863,372,347
SMLT_RS15260,1328,1299,1400,1855,1402,1361,1062,873,2052,1701,1516,1486
SMLT_RS15265,1516,1423,524,649,2370,2251,562,366,1774,1359,441,363
SMLT_RS15270,1820,1813,690,854,1859,1795,711,409,1725,1713,608,533
SMLT_RS15275,909,1000,441,584,898,910,433,452,1073,1051,280,306
SMLT_RS15280,34659,42000,15834,21077,40234,32858,12896,9947,12269,10705,3920,2720
SMLT_RS15285,1527,1811,602,651,1571,1285,612,250,1997,1507,632,622
SMLT_RS15290,878,1079,434,584,891,896,371,270,1333,1188,520,443
SMLT_RS15295,838,833,1927,2261,609,461,1383,617,1131,1137,1719,1488
SMLT_RS15300,61,62,22,58,212,146,84,46,93,63,20,28
SMLT_RS15305,18723,20551,5850,5978,16698,11741,3189,2226,4808,4359,1319,1011
SMLT_RS15310,22793,21826,13545,14349,32320,23194,10441,3231,26831,26417,19609,17942
SMLT_RS15315,277,290,109,121,265,196,105,42,193,180,76,86
SMLT_RS15320,1603,2104,2362,2814,9217,5875,1983,1379,1436,1393,1409,1375
SMLT_RS15325,416,574,578,647,3068,2054,758,552,367,323,291,350
SMLT_RS15330,706,747,602,712,802,653,605,239,1211,1259,624,620
SMLT_RS15340,5472,5726,16251,17044,3984,3304,10758,7470,3010,2506,12979,12878
SMLT_RS15345,254,292,99,142,211,211,85,74,393,401,79,134
SMLT_RS15350,221,218,103,102,276,266,163,78,508,497,122,117
SMLT_RS15355,793,910,612,721,861,775,444,172,647,674,354,320
SMLT_RS15360,5532,5913,5691,5971,4056,3489,4009,2474,3620,3262,3641,3550
SMLT_RS15365,340,383,196,195,401,378,220,117,512,489,183,251
SMLT_RS15375,164,160,242,258,248,186,215,117,216,269,217,168
SMLT_RS15380,1506,1603,1664,2427,3099,2188,1190,799,2533,2444,1326,999
SMLT_RS15390,2307,2629,3262,2613,6286,4110,2247,1134,3648,3756,1332,1423
SMLT_RS15395,4371,4586,2027,2180,1287,635,1265,649,6509,5516,3672,3926
SMLT_RS15400,1751,2195,1548,1422,1852,1641,1161,386,1014,816,1214,1163
SMLT_RS15405,3104,3954,4395,4308,4210,3130,2490,1329,1424,1209,4410,3905
SMLT_RS15415,8414,9635,38075,40248,21762,13256,37051,19603,13058,11080,35130,29366
SMLT_RS15420,711,823,440,519,956,797,302,126,578,540,170,173
SMLT_RS15425,494,637,370,395,679,568,247,122,360,433,158,148
SMLT_RS15430,1756,1785,2066,2266,1816,1635,1464,972,1608,1738,1272,1346
SMLT_RS15435,2459,2542,2051,2325,2526,2044,2094,854,1891,1830,1499,1387
SMLT_RS15440,1762,1913,1045,1189,2221,1618,1213,545,1410,1099,619,628
SMLT_RS15445,2143,2272,1356,1447,2531,1894,998,792,1783,1508,634,779
SMLT_RS15450,602,696,557,587,563,477,514,424,640,547,438,372
SMLT_RS15455,734,762,1075,1030,766,628,558,500,771,798,858,901
SMLT_RS15460,15463,19616,30570,33974,15674,12005,18909,13617,18816,16147,21292,23443
SMLT_RS15465,434,304,408,488,458,421,243,192,465,437,397,416
SMLT_RS15470,5004,3745,2758,3433,2939,2740,1300,1040,4688,4549,2334,2415
SMLT_RS15475,1556,1114,614,735,1523,1282,592,254,974,981,480,441
SMLT_RS15480,1327,1006,533,552,1341,1205,514,161,835,765,426,367
SMLT_RS15485,2747,2234,1092,1517,3614,3161,1357,832,1763,1721,957,786
SMLT_RS15495,87272,72106,23776,31593,126449,101502,32494,16222,59335,45066,15756,15849
SMLT_RS15500,16156,12576,3801,4036,19793,16794,5388,4177,12401,8953,2958,3031
SMLT_RS15510,712,822,715,733,814,687,502,343,876,916,714,611
SMLT_RS15520,6808,7866,4532,4098,7739,6824,3678,2782,8027,6376,4070,4546
SMLT_RS15525,7958,9636,5683,6736,9590,9775,4413,3738,11173,9912,6259,7094
SMLT_RS15530,105,98,60,59,110,132,105,39,146,153,77,78
SMLT_RS15545,1526,1515,1082,1163,2658,2038,852,366,704,709,450,473
SMLT_RS15550,1632,1802,1383,1593,1897,1530,1295,638,1753,1624,1431,1610
SMLT_RS15555,2116,2542,1831,2078,2820,2209,1360,801,2188,1884,1817,2077
SMLT_RS15560,343,399,450,483,384,250,352,192,465,418,389,472
SMLT_RS15565,1203,1098,749,755,1055,917,871,271,1676,1462,967,783
SMLT_RS15570,988,877,798,884,1086,912,913,379,1386,1215,826,738
SMLT_RS15575,357,292,287,358,411,338,310,202,438,389,236,242
SMLT_RS15580,957,820,834,890,846,803,686,417,1114,977,727,677
SMLT_RS15585,1115,1055,1304,1242,1062,1028,869,471,1389,1137,1133,1088
SMLT_RS15590,1121,1034,1345,1477,1240,1016,1282,888,1468,1222,1060,976
SMLT_RS15595,410,408,596,615,474,406,489,331,620,537,501,467
SMLT_RS15600,744,726,1027,1074,673,614,646,441,1106,1046,809,792
SMLT_RS15605,657,618,966,945,903,714,995,359,1035,891,756,737
SMLT_RS15610,45,57,98,95,95,57,94,36,114,81,97,81
SMLT_RS15615,739,670,4847,4488,735,455,1789,1074,2685,1804,3464,3497
SMLT_RS15620,663,569,3587,3827,1184,649,2834,1598,2826,1776,2842,2470
SMLT_RS15625,13208,11573,100026,100810,48932,10519,80706,36468,159568,69970,76898,61733
SMLT_RS15630,5760,4689,55953,53575,26977,5356,51350,24336,58551,28960,42889,39628
SMLT_RS15635,563,406,4463,3786,1550,336,3432,805,3806,1810,3414,3025
SMLT_RS15650,290,308,631,558,387,308,437,298,493,503,607,630
SMLT_RS15655,160,167,104,154,373,308,137,72,486,587,108,123
SMLT_RS15660,122,128,65,88,189,130,30,19,252,217,58,50
SMLT_RS15670,71,54,34,44,74,73,12,4,83,77,19,11
SMLT_RS15675,1273,1155,342,474,750,645,293,171,983,843,487,501
SMLT_RS15685,641,659,205,236,443,426,206,175,535,426,314,357
SMLT_RS15690,2423,2574,661,862,1343,1237,563,377,1719,1400,1119,1131
SMLT_RS15695,2083,2430,597,795,706,617,345,211,1434,1223,1105,1018
SMLT_RS15700,707,789,205,240,224,171,100,56,455,361,343,309
SMLT_RS15705,2115,2500,713,886,803,687,382,263,1534,1276,1177,1038
SMLT_RS15710,1359,2045,768,863,309,270,200,177,1216,1043,1252,1120
SMLT_RS15715,5229,7824,2766,3084,4248,3678,2681,1844,4015,3089,4189,3456
SMLT_RS15720,4259,6528,2243,2383,4029,3267,1846,1284,3323,2474,2942,2877
SMLT_RS15730,2617,2810,4580,5647,2793,2182,3945,3294,2198,2054,3314,3987
SMLT_RS15735,984,1119,1559,1618,900,779,1373,762,628,490,1126,1379
SMLT_RS15740,510,695,973,1046,421,423,548,287,478,563,939,905
SMLT_RS22855,538,678,564,705,1163,749,818,202,749,642,440,445
SMLT_RS15750,4199,5973,6768,8980,7538,5640,5092,3071,6470,5182,3539,3857
SMLT_RS15760,294,344,537,571,250,262,340,237,435,422,605,669
SMLT_RS15765,561,559,806,905,641,550,624,342,752,627,1013,1035
SMLT_RS15770,717,763,1007,1073,836,770,778,493,924,711,1096,1154
SMLT_RS15775,2248,2265,3919,4084,2728,2176,2864,2461,2414,1958,3917,4136
SMLT_RS15780,4501,4325,10330,9684,6491,5378,9283,6512,4332,4174,10913,9608
SMLT_RS15785,521,565,775,911,410,436,571,309,452,470,604,592
SMLT_RS15790,543,531,912,981,364,382,424,341,1265,1149,1461,1525
SMLT_RS15795,562,540,619,813,481,455,617,456,1259,1134,922,1016
SMLT_RS15800,1621,1805,1446,1594,1666,1561,893,1063,2041,1749,1245,1521
SMLT_RS15805,2303,2720,5768,5580,2212,1690,3262,3788,2039,2064,3927,4686
SMLT_RS15810,7342,9994,3253,4389,4866,4286,2787,1054,4212,4178,2074,1381
SMLT_RS15815,262,313,252,263,390,299,310,102,785,745,346,366
SMLT_RS15820,967,1293,946,1009,1480,1266,896,500,1810,1503,875,875
SMLT_RS15825,6750,5754,2911,3225,5545,4536,3509,1159,2862,2232,3049,2458
SMLT_RS15830,1251,1591,1659,1771,1387,1402,1471,1020,1674,1513,1418,1713
SMLT_RS15835,461,547,824,844,456,417,449,346,676,593,691,798
SMLT_RS15840,4214,4291,4113,4803,3203,2929,3216,1917,4806,4527,3482,3750
SMLT_RS15845,9688,9107,5611,5150,4108,4687,3425,1469,7223,7293,4226,3983
SMLT_RS15850,1342,1300,2290,2261,693,619,978,750,1452,1205,1767,1553
SMLT_RS15855,1060,1083,1881,1943,810,778,1111,647,1495,1462,1703,1516
SMLT_RS15860,716,754,906,1112,815,581,1311,431,923,759,817,799
SMLT_RS15865,1081,1193,1068,1251,1159,1116,775,469,1568,1619,958,954
SMLT_RS15870,1777,1712,879,985,2804,2264,855,661,1689,1592,712,731
SMLT_RS15875,1090,1146,1004,1131,837,856,663,472,1856,1770,879,1016
SMLT_RS15880,1103,1207,1108,1227,1326,1127,839,610,1242,1109,1156,1269
SMLT_RS15885,193,150,298,398,106,93,87,74,581,545,547,553
SMLT_RS15890,1911,1771,7232,7993,1235,1138,4715,2986,3772,4060,8636,6824
SMLT_RS15900,140,158,113,138,25,20,30,28,271,278,157,125
SMLT_RS15905,22,22,26,23,9,11,6,6,46,71,19,26
SMLT_RS15910,176,183,157,191,64,46,69,32,307,299,175,176
SMLT_RS15930,270,532,101,106,472,278,28,5,695,610,94,121
SMLT_RS15935,418,599,1421,1768,412,306,329,150,551,421,602,984
SMLT_RS15940,3329,4640,17865,25329,3914,3095,3238,1802,4266,3185,6996,8043
SMLT_RS15945,7791,9401,2704,2837,11426,9473,4661,1467,12030,10786,2509,2517
SMLT_RS15950,5724,6015,9021,10831,9041,6963,10899,5862,6539,5837,7911,7275
SMLT_RS15970,724,718,389,385,833,601,502,225,720,614,445,439
SMLT_RS15975,250,235,128,167,236,185,161,86,217,235,153,101
SMLT_RS15980,304,289,407,440,251,214,526,226,291,268,400,353
SMLT_RS15985,59,65,94,121,54,49,92,50,66,61,96,81
SMLT_RS22860,213,213,249,193,1186,598,104,38,33,46,21,15
SMLT_RS15995,59,29,71,108,33,25,132,52,54,57,52,44
SMLT_RS16000,865,812,437,463,582,501,318,201,1029,935,433,466
SMLT_RS16015,208,163,180,203,160,138,230,109,246,286,267,235
SMLT_RS16020,131,130,141,106,101,101,147,88,250,256,162,160
SMLT_RS16030,4236,3656,2825,2741,3723,2911,2460,1440,4707,4598,2840,2906
SMLT_RS16035,6099,5238,4438,5003,4473,3567,4257,2384,6257,6479,4272,4387
SMLT_RS16040,7407,7382,9197,11483,3399,2598,4174,2806,7006,6604,8226,9361
SMLT_RS16045,2168,2123,3861,4031,1372,1083,2357,1390,1286,1285,3131,3576
SMLT_RS16050,26423,21816,36437,30646,15762,11965,23173,11552,13251,13208,30812,30744
SMLT_RS16055,33283,33277,39941,42167,33906,25596,48201,29926,30280,31124,42494,34131
SMLT_RS16060,22638,23444,22861,25238,23685,19924,21629,14799,23763,21065,23341,21491
SMLT_RS16065,42,44,56,50,55,55,64,42,17,19,22,41
SMLT_RS16070,50,105,151,127,84,76,107,52,35,36,49,70
SMLT_RS16075,438,724,996,868,544,485,531,331,284,276,419,536
SMLT_RS16080,38,34,71,60,67,62,86,27,106,96,83,106
SMLT_RS16085,532,577,811,875,668,621,511,356,733,618,950,1030
SMLT_RS16095,68435,88120,108378,106017,82952,69164,92913,54728,58465,49014,95205,93862
SMLT_RS16100,17611,18435,16275,17405,15038,11010,18424,8750,15130,13421,20555,18097
SMLT_RS16110,521,551,732,764,552,447,977,313,685,591,891,918
SMLT_RS16115,23318,27812,33043,35939,30405,25312,33541,22994,26160,24434,32403,34731
SMLT_RS16120,12869,15091,17654,18497,13750,11585,13438,10849,12461,11999,14996,17890
SMLT_RS16125,2984,3466,6226,6091,3095,2624,4936,3026,2805,2909,5478,5167
SMLT_RS16140,6431,6462,10471,11218,5410,4869,7258,3886,6731,5848,12030,11030
SMLT_RS16145,9750,9815,14943,16388,8351,6766,9605,3708,9534,7835,16895,15552
SMLT_RS16150,14680,15947,21725,23332,13786,11342,15294,5445,14753,12697,24025,22052
SMLT_RS16155,3656,3934,5421,5567,3612,2990,3784,1316,3263,2967,5637,5224
SMLT_RS16160,3686,4056,5006,5673,3346,2847,4109,1593,3817,3475,5939,5287
SMLT_RS16170,8303,9349,11422,12649,7781,6599,8581,3309,8499,7712,13143,12121
SMLT_RS16175,20684,23528,28699,34775,22102,18395,21863,13939,27570,23087,32656,31997
SMLT_RS16180,9064,10416,15093,16411,8209,7002,10780,6638,9894,9382,14489,15864
SMLT_RS16185,5963,6264,9758,10721,5812,4606,8287,5074,5230,4886,10298,9272
SMLT_RS16190,15637,17113,25408,26205,13313,10947,19368,9577,13254,11756,25787,23598
SMLT_RS16195,12615,13772,20892,20489,10893,8627,15789,11501,10893,9658,19258,18765
SMLT_RS16200,9330,10502,16421,17093,7780,6515,9927,7589,7822,6879,14627,14746
SMLT_RS16215,1831,2194,4267,3868,1663,1424,2550,1909,1285,1625,3701,3295
SMLT_RS16220,2105,2579,5197,4980,1560,1205,2855,2622,1612,1502,4754,4580
SMLT_RS16225,4863,6480,7393,7722,8557,5903,8111,4166,6274,5064,6820,6897
SMLT_RS16230,1348,1282,1368,1671,365,338,462,226,1409,1329,2044,1726
SMLT_RS16240,4749,4438,4049,5121,4423,3489,3972,2147,4905,4012,4391,4217
SMLT_RS16245,1109,1049,1121,1743,1174,1015,1236,882,1904,1748,1760,1578
SMLT_RS16250,1979,1905,2303,2420,6475,5726,2906,2477,5061,5093,7174,7634
SMLT_RS16260,844,866,769,847,1124,834,406,301,831,655,688,944
SMLT_RS16265,1253,1291,1174,1011,158,95,49,30,1111,928,1033,1552
SMLT_RS16270,1673,1906,2366,1306,2123,1437,510,321,1337,1148,2014,3425
SMLT_RS16275,163,161,109,124,196,158,95,62,379,397,131,149
SMLT_RS22870,203,188,80,98,771,733,153,238,514,533,175,155
SMLT_RS16290,1077,1111,905,1005,2121,1726,685,535,1408,1139,827,986
SMLT_RS16295,826,881,918,1017,1337,1082,704,505,1151,1008,974,1014
SMLT_RS16300,485,546,540,626,776,668,624,472,897,900,656,733
SMLT_RS16310,7267,8470,5118,6241,6590,6055,2519,1629,8050,7661,4609,4370
SMLT_RS16315,3193,3539,2208,2453,2559,2443,1143,1041,3775,3824,1878,2164
SMLT_RS16320,4429,5256,3505,3591,6247,5865,2100,1768,6077,6352,3188,3826
SMLT_RS16325,5574,6412,4359,4221,7609,6321,2677,1436,6012,5893,4033,3863
SMLT_RS16330,1041,1245,1020,952,1184,954,612,365,1251,888,590,909
SMLT_RS16335,654,823,858,944,862,671,654,368,864,700,725,879
SMLT_RS16340,1394,1656,1317,1492,1506,1154,1176,942,2025,1804,1179,1138
SMLT_RS16350,2615,2727,2561,3101,4221,3624,2809,2216,4378,3914,2797,2850
SMLT_RS16355,462,500,583,694,419,388,432,362,784,765,599,591
SMLT_RS16360,98,112,148,134,190,182,179,95,120,126,212,214
SMLT_RS16365,1984,2141,2846,2940,2034,1946,1947,1342,1486,1510,3213,2697
SMLT_RS16370,1271,1696,892,929,2992,2003,512,314,1332,1056,484,507
SMLT_RS16375,5123,5371,1735,1893,7953,6488,1507,808,6043,5014,1368,1324
SMLT_RS23000,991,1021,375,445,1244,959,358,123,1000,846,371,305
SMLT_RS16385,4942,5227,5622,5069,5279,4637,5130,2606,2877,2794,3829,3971
SMLT_RS16395,7452,7320,22871,28421,1850,1972,21005,10206,12733,11073,26401,32031
SMLT_RS16400,12318,10629,9171,10083,16937,13122,14077,9114,28101,22163,8439,7787
SMLT_RS16420,7064,8438,5308,6249,11464,9527,3881,2373,7812,6567,6325,6858
SMLT_RS16425,1165,1426,385,332,3201,1622,107,79,622,540,125,85
SMLT_RS16435,680,731,409,525,571,558,436,151,821,891,407,447
SMLT_RS16445,241,213,341,317,171,202,279,115,252,351,378,281
SMLT_RS16450,801,978,876,1112,1569,1325,606,370,1173,1162,647,610
SMLT_RS16455,403,425,346,350,405,337,239,154,523,460,317,338
SMLT_RS16460,333,338,423,351,219,213,252,163,434,541,419,419
SMLT_RS16465,3761,3990,6512,5909,4400,3351,5758,3241,1730,1668,7035,5819
SMLT_RS16480,1047,1075,818,823,1091,928,643,292,1080,913,798,664
SMLT_RS16485,1243,1630,2007,2209,2157,1764,1683,1240,5749,4802,3373,3428
SMLT_RS16490,187,236,310,311,286,259,282,156,928,922,667,569
SMLT_RS16495,836,868,588,748,611,585,447,286,1411,1355,786,728
SMLT_RS16500,388,351,418,397,288,228,367,159,548,465,525,509
SMLT_RS16505,1227,1290,1416,1673,955,825,899,427,1688,1577,1692,1650
SMLT_RS16515,698,944,1871,2245,1007,986,828,790,1231,1172,1674,1954
SMLT_RS16520,1729,2032,3335,2826,1514,1317,1998,1367,1105,1035,2206,2111
SMLT_RS16525,1762,1963,2595,3868,2073,2141,2059,1469,2668,2745,2382,2308
SMLT_RS16530,2227,2404,2640,2549,1659,1615,1242,746,2208,2177,2051,2434
SMLT_RS16535,4173,4470,4306,5239,4454,4102,3736,2883,3315,2952,3247,3259
SMLT_RS16540,674,693,614,781,783,722,758,361,606,601,543,611
SMLT_RS16545,1676,1725,651,748,1473,1104,502,282,1176,851,266,301
SMLT_RS16550,4316,4098,756,1282,4336,4336,1679,1331,1667,1295,339,248
SMLT_RS16555,199376,179222,33722,54835,103796,89205,8859,5666,35458,20948,22348,29349
SMLT_RS16560,275,306,243,282,127,145,64,27,200,184,111,104
SMLT_RS16570,183,179,512,413,198,163,319,197,191,221,472,454
SMLT_RS16575,2036,2635,2521,2373,2101,1575,2129,731,1421,1423,2212,2270
SMLT_RS16585,1896,2199,2091,2709,1762,1562,1329,944,2265,2129,1769,1718
SMLT_RS16590,2824,3216,2634,2895,2848,2301,2168,1036,2401,2349,2298,2401
SMLT_RS16595,11460,13619,19752,19618,11968,10274,13890,12187,8177,7788,19022,19599
SMLT_RS16600,166,191,185,210,174,170,165,70,195,287,203,207
SMLT_RS16605,739,913,1007,1689,1485,1335,1067,661,1436,1318,1202,1067
SMLT_RS16610,1010,1226,1638,2103,1120,981,741,428,1851,1497,1573,1509
SMLT_RS16615,674,666,1127,1468,605,530,461,298,1131,1033,1058,987
SMLT_RS16620,122,145,495,707,113,111,171,64,200,217,317,368
SMLT_RS16625,134,124,270,321,157,150,311,245,277,349,318,346
SMLT_RS16630,335,359,387,394,347,282,351,107,379,292,411,335
SMLT_RS16635,287,281,304,314,233,193,214,79,344,287,442,346
SMLT_RS16640,6966,8428,2969,3745,4734,4528,1679,1134,2801,2577,2157,2376
SMLT_RS16645,2114,2347,794,1076,933,973,401,254,1000,885,575,654
SMLT_RS16650,425,479,153,197,159,112,62,21,252,166,83,126
SMLT_RS16660,4828,5496,7463,8320,4607,3993,4115,3045,4581,3935,5306,6297
SMLT_RS16665,509,650,772,1023,634,555,657,539,635,585,645,730
SMLT_RS16670,87,82,121,140,82,55,85,37,87,108,93,98
SMLT_RS16675,2402,2029,3947,3850,3078,2385,4006,2091,2410,2457,2757,2497
SMLT_RS16680,436,434,379,393,800,621,309,123,552,542,331,316
SMLT_RS16690,161,110,180,186,257,250,179,118,271,352,173,165
SMLT_RS16695,264,274,164,303,249,189,216,82,467,467,226,197
SMLT_RS16700,430,498,370,420,839,680,745,276,865,798,469,499
SMLT_RS16705,502,382,140,173,459,344,201,81,490,474,123,135
SMLT_RS16710,1486,1293,2515,2536,1045,778,2855,1404,1250,1304,2193,1893
SMLT_RS16715,172,189,287,291,206,164,241,164,226,214,361,440
SMLT_RS16725,8983,7791,6601,5486,4196,3228,4143,1809,4326,4218,2178,2246
SMLT_RS16730,3499,2928,681,904,2225,1674,596,462,5161,2739,887,686
SMLT_RS16735,2015,1786,326,408,1298,1006,309,276,3141,1700,474,364
SMLT_RS16740,2663,2130,298,400,1282,991,288,206,4342,2397,583,508
SMLT_RS16755,382,313,307,385,178,163,219,143,639,833,346,327
SMLT_RS16760,1503,1435,1827,1940,999,836,1295,688,1219,1252,1556,1388
SMLT_RS16765,494,546,331,359,577,425,275,165,592,520,259,285
SMLT_RS16770,599,642,425,541,505,440,290,224,704,655,492,513
SMLT_RS16775,793,688,401,472,594,453,380,108,903,878,501,490
SMLT_RS16780,251,190,105,146,38,32,16,17,128,147,150,145
SMLT_RS16785,4643,5115,5511,5531,3750,2801,1750,1174,3394,2818,4855,4835
SMLT_RS16790,2392,2586,1427,2032,5100,4688,1553,1269,4944,3965,1649,1657
SMLT_RS16795,4719,5686,4505,4824,6069,4908,3687,2061,4769,3733,3813,4100
SMLT_RS16800,39923,59464,51778,50034,63418,39475,46840,17523,57670,55753,26727,34349
SMLT_RS16805,1342,1845,2227,2200,7201,3705,1358,1320,1470,1013,402,610
SMLT_RS16810,2477,2515,760,873,3140,3055,524,579,1291,1202,295,264
SMLT_RS16815,84,132,164,177,637,407,58,42,73,86,25,23
SMLT_RS16820,471,545,940,966,2280,1529,263,269,479,435,152,162
SMLT_RS16825,325,430,762,675,1239,876,127,114,271,310,109,108
SMLT_RS16830,37,48,58,55,80,81,6,4,17,19,10,7
SMLT_RS16840,452,456,528,648,623,646,540,457,716,767,713,660
