gene_id,MMGlucose_1,MMGlucose_2,MMGlucose_3,MMAAGP_1,MMAAGP_2,MMAAGP_3
BT_2519,5830,5217,6259,8842,10499,8616
BT_2520,1799,1592,1952,1625,1917,1625
BT_2521,7305,6169,7910,8432,9836,8305
BT_2522,6736,5851,7087,8871,9388,7232
BT_2523,1295,1113,1421,2413,2537,2033
BT_2524,739,704,816,1390,1537,1349
BT_2525,383,369,383,677,778,558
BT_2526,7983,6533,8570,11944,13626,10048
BT_2527,5921,5007,6345,8063,9180,7290
BT_2528,13317,11720,14486,21357,22391,17535
BT_2529,15,9,18,20,21,20
BT_2530,38,26,34,23,15,28
BT_2531,34,25,31,32,36,27
BT_2532,22,20,27,9,29,17
BT_2533,8,8,13,23,13,12
BT_2534,229,237,286,429,472,382
BT_2535,74,66,82,161,165,151
BT_2536,172,148,189,280,331,246
BT_2537,462,405,428,594,755,552
BT_2538,569,462,641,868,954,744
BT_2539,61443,48555,62123,35097,37272,25707
BT_2540,1257,1052,1387,4234,5005,3990
BT_2541,9172,7832,9800,14089,15752,12444
BT_2542,3515,3063,3925,5259,6125,4924
BT_2543,2311,1900,2536,3184,3564,2876
BT_2544,751,677,729,1057,1208,910
BT_2545,754,679,855,1187,1384,1025
BT_2546,366,329,412,545,654,486
BT_2547,2348,2021,2577,3507,4224,3427
BT_2548,2126,1579,2294,1320,1697,1714
BT_2549,742,566,692,1207,1318,1137
BT_2550,1282,1038,1438,2514,2627,2038
BT_2551,263,219,298,528,508,543
BT_2552,300,272,379,651,729,521
BT_2553,4657,4125,5081,5697,6564,5487
BT_2554,2428,2035,2729,3022,3639,2991
BT_2555,23,16,20,22,25,25
BT_2556,38,51,56,89,130,74
BT_2557,5,4,3,13,21,20
BT_2558,54,51,76,90,133,121
BT_2559,262,234,250,492,582,483
BT_2560,381,373,481,906,1021,898
BT_2561,704,602,832,1376,1521,1224
BT_2562,2359,2053,2597,4185,4835,3487
BT_2563,72035,65932,80245,85499,92946,76167
BT_2564,7666,6809,8863,8266,9774,8422
BT_2565,3956,3218,4329,6800,8861,6796
BT_2566,3012,2658,3682,5157,6587,4998
BT_2567,762,535,677,975,1097,951
BT_2568,1170,920,1130,1512,1585,1312
BT_2569,1105,913,1233,2825,3075,2378
BT_2570,7247,5757,7292,28664,25344,26917
BT_2571,4561,3582,4754,15950,14034,14089
BT_2572,325,239,329,161,187,183
BT_2573,5677,4554,5733,14140,13411,12777
BT_2574,338,270,358,982,1211,883
BT_2575,66,45,49,103,124,74
BT_2576,297,281,374,598,686,590
BT_2577,4130,3460,4417,5185,6096,5285
BT_2578,2516,2141,2637,3225,3840,3292
BT_2579,3430,3100,3708,5016,5633,4650
BT_2580,0,1,1,1,0,0
BT_2581,2,0,1,0,1,1
BT_2582,1,1,4,0,0,0
BT_2583,1,4,0,1,2,3
BT_2584,1,0,2,4,3,0
BT_2585,0,0,0,0,0,0
BT_2586,7,1,3,2,5,4
BT_2587,0,5,2,3,1,0
BT_2588,4,5,3,7,6,2
BT_2589,2,1,0,1,2,1
BT_2590,10,8,19,9,10,15
BT_2591,821,728,926,1243,1582,1127
BT_2592,51,40,56,76,83,70
BT_2593,0,4,3,4,4,1
BT_2594,5,1,3,3,4,5
BT_2595,5,5,9,2,8,5
BT_2596,5,5,6,4,5,6
BT_2597,0,0,1,0,1,0
BT_2598,1,0,1,1,1,0
BT_2599,3,3,11,2,10,6
BT_2600,1,3,5,3,4,1
BT_2601,1,2,0,4,1,1
BT_2602,344,261,354,469,676,420
BT_2603,52,47,53,49,45,38
BT_2604,1,4,5,3,8,4
BT_2605,0,2,1,0,0,1
BT_2606,2044,1692,2250,2953,3242,2497
BT_2607,23,30,37,41,44,38
BT_2608,1,6,5,1,3,3
BT_2609,5,8,4,4,5,5
BT_2610,0,1,3,6,4,1
BT_2611,0,0,0,0,0,0
BT_2612,3,0,1,2,3,1
BT_2613,2,1,1,0,0,0
BT_2614,7,5,4,1,7,7
BT_2615,61,44,58,70,98,81
BT_2616,8,9,15,7,13,16
BT_2617,75,67,89,68,88,76
BT_2618,105,72,90,67,109,85
BT_2619,166,139,160,191,238,217
BT_2620,294,219,277,245,285,271
BT_2621,113,85,116,184,201,142
BT_2622,139,115,133,207,189,148
BT_2623,245,233,256,452,437,402
BT_2624,117,99,108,200,192,140
BT_2625,219,207,222,365,368,304
BT_2626,244,205,242,241,272,252
BT_2627,214,184,192,424,447,351
BT_2628,376,355,448,917,1005,729
BT_2629,187,177,198,239,245,189
BT_2630,2050,1725,2288,3259,3202,2693
BT_2631,2386,2096,2667,3843,3757,2986
BT_2632,1383,1254,1492,2204,2239,1850
BT_2633,66,85,116,161,164,133
BT_2634,9,10,8,8,20,8
BT_2635,3,1,3,3,1,1
BT_2636,0,0,3,5,2,6
BT_2637,1,1,1,1,0,2
BT_2638,1,1,2,2,2,3
BT_2639,7,3,7,9,20,19
BT_2640,0,0,0,0,2,0
BT_2641,0,0,0,0,0,1
BT_2642,15,10,20,27,20,16
BT_2643,4,4,3,3,4,2
BT_2644,17,7,8,19,14,7
BT_2645,2,4,0,0,0,2
BT_2646,0,1,2,0,2,0
BT_2647,2,3,2,1,2,0
BT_2648,2,3,3,1,5,1
BT_2649,160,166,188,206,291,217
BT_2650,640,540,738,661,812,687
BT_2651,1,2,4,1,5,0
BT_2652,1,0,0,0,1,1
BT_2653,6,5,3,7,7,8
BT_2654,707,578,744,663,744,623
BT_2655,137,86,95,85,86,80
BT_2656,61,59,55,41,49,27
BT_2657,81,72,80,43,54,40
BT_2658,223,202,246,103,128,105
BT_2659,53,40,59,35,42,34
BT_2660,56,60,64,41,56,41
BT_2661,112,107,122,184,168,116
BT_2662,9428,8782,10604,14390,15275,12527
BT_2663,1036,940,1148,1521,1579,1301
BT_2664,305,240,366,433,466,320
BT_2665,184,123,163,143,155,142
BT_2666,111,107,128,99,109,113
BT_2667,134,115,128,110,118,113
BT_2668,264,201,306,196,214,232
BT_2669,3872,3368,4448,7084,6409,4798
BT_2671,1,0,3,6,5,1
BT_2672,10,7,24,75,103,56
BT_2673,5,8,0,1,3,2
BT_2674,2,1,2,1,3,0
BT_2675,429,450,533,623,717,546
BT_2676,4458,4063,4976,6575,7515,5801
BT_2676a,1183,1001,1333,1390,1717,1316
BT_2677,6,1,1,1,1,4
BT_2678,1818,2290,2395,8923,3340,2075
BT_2679,2519,2352,2872,3463,3733,3055
BT_2680,422,316,452,276,297,228
BT_2681,2242,1960,2414,2582,3070,2329
BT_2682,2280,1958,2519,2731,3147,2378
BT_2683,2791,2397,2881,2877,3676,2795
BT_2684,51,52,47,68,78,58
BT_2685,1059,925,1166,2116,2050,1576
BT_2686,5699,4188,6199,5225,6129,5040
BT_2687,2028,1587,2069,2443,2716,2318
BT_2688,2709,2281,2866,4057,4409,3604
BT_2689,321,231,309,335,421,344
BT_2690,157,124,183,231,277,234
BT_2691,78,89,110,186,174,170
BT_2692,208,193,247,524,533,475
BT_2693,178,147,141,312,297,272
BT_2694,475,385,498,877,913,906
BT_2695,1695,1421,1813,2135,2493,2003
BT_2696,1,1,1,0,1,0
BT_2697,1292,1089,1388,2166,2495,1869
BT_2698,5978,5359,6349,8624,9301,6794
BT_2699,5001,4335,5474,9790,9191,6773
BT_2700,35467,31938,37654,51302,57098,42459
BT_2701,89241,80860,97427,126921,137504,112740
BT_2702,56142,50207,59662,77202,83153,68907
BT_2703,30040,26196,31243,40971,44051,36728
BT_2704,26335,23385,27398,35092,36627,31176
BT_2705,8732,7505,8436,10642,11006,9892
BT_2706,35064,29519,33801,41596,44488,38898
BT_2707,64259,56413,62430,83417,84819,73463
BT_2708,27736,24493,26748,36963,39113,31865
BT_2709,4741,4429,4758,6508,6380,5459
BT_2710,25482,22513,25118,32167,32672,29251
BT_2711,21934,18974,21309,27590,28003,25641
BT_2712,32340,28015,31017,41760,40341,36293
BT_2713,23519,20726,22424,30720,30205,28012
BT_2714,19336,16564,19041,27299,27207,23824
BT_2715,21472,18994,20352,28277,26579,25363
BT_2716,17697,15021,15863,22688,21051,19950
BT_2717,13838,12358,13110,19112,17524,16080
BT_2718,11595,10011,10450,15020,14084,13625
BT_2719,9171,7903,8791,12197,11753,11221
BT_2720,19222,16856,18587,26240,24608,23595
BT_2721,37404,31489,33392,44434,43322,43594
BT_2722,19894,16921,19442,24208,24115,24076
BT_2723,13201,11254,12760,16497,16670,16241
BT_2724,48088,41637,45185,61599,62707,55303
BT_2725,15032,13021,14192,19127,18725,17787
BT_2726,28746,24881,27127,35745,33022,32737
BT_2727,36713,31739,33380,44775,42830,40531
BT_2728,20184,18083,19808,27873,28193,24953
BT_2729,150668,134634,151590,185112,186012,168968
BT_2730,37636,34334,38782,47504,46925,44389
BT_2731,33152,29636,34783,40409,41404,37081
BT_2732,1282,1078,1370,1898,2102,1743
BT_2733,101027,87368,107468,90668,97004,87025
BT_2734,107596,95615,108280,124906,123974,109094
BT_2735,72749,66280,81456,112664,126408,88494
BT_2736,112049,100684,125568,156824,178389,148102
BT_2737,149418,133791,161706,205182,227605,188988
BT_2738,94990,85426,104414,130706,150811,124464
BT_2739,127120,115749,135910,176610,202545,162088
BT_2740,468597,417701,527847,583850,680065,542526
BT_2741,18641,15910,19829,19800,27122,22503
BT_2742,67283,58061,71290,88305,112278,84245
BT_2742a,4828,4283,5072,7464,8766,6163
BT_2743,2877,2696,3200,3819,3924,3336
BT_2744,900,838,1065,1332,1350,1137
BT_2745,136,145,166,255,325,267
BT_2746,278,283,303,888,951,700
BT_2747,7624,6685,8328,6074,7218,5950
BT_2748,8823,6685,9300,3513,4665,4810
BT_2749,3959,3556,4437,6145,7049,5414
BT_2750,2054,1848,2524,4804,5804,3812
BT_2751,3764,3272,4132,5757,6398,5887
BT_2752,7986,7187,8888,9771,11065,8689
BT_2753,25609,21760,27767,23094,29088,19569
BT_2754,671,591,664,1258,1528,1220
BT_2755,2268,1682,2089,4229,4947,4278
BT_2756,1991,1626,2125,2470,2231,1726
BT_2757,2921,2333,3034,4764,4725,4209
BT_2758,1555,1231,1583,3613,3338,3073
BT_2759,11607,9678,11828,20896,25249,17209
BT_2760,1773,1617,1840,2286,2619,1973
BT_2761,1668,1416,1852,2190,2362,1945
BT_2762,2823,2402,3050,7588,9323,6442
BT_2763,6,3,9,7,8,5
BT_2764,40,36,48,69,58,46
BT_2765,61,57,56,86,91,71
BT_2766,35,19,24,26,20,22
BT_2767,64,68,80,92,118,99
BT_2768,161,122,158,142,186,147
BT_2769,173,145,136,147,176,151
BT_2770,44,29,40,35,46,33
BT_2771,170,138,196,216,248,201
BT_2772,153,137,173,205,235,155
BT_2773,57,51,58,45,67,69
BT_2774,84,68,75,86,101,84
BT_2775,634,549,708,1074,1189,986
BT_2776,710,628,787,1213,1316,1012
BT_2777,1238,1075,1257,1007,1285,1202
BT_2778,22,17,19,18,25,13
BT_2779,9,10,9,9,9,11
BT_2780,108,99,94,158,174,126
BT_2781,9800,8947,11239,14650,15588,12498
BT_2782,18657,17025,20902,20760,24243,19943
BT_2783,7413,6487,8335,6789,8492,7664
BT_2784,221,164,196,476,520,419
BT_2785,1191,1095,1320,1446,1922,1484
BT_2786,37273,31203,39442,81196,92378,54776
BT_2787,26685,24208,30025,27891,31629,26217
BT_2788,664,488,711,407,530,561
BT_2789,488,435,500,713,790,626
BT_2790,356421,314229,380268,384342,407876,342435
BT_2791,2464,1980,2736,2231,2589,2243
BT_2792,404,403,434,516,640,497
BT_2793,43,34,44,54,57,35
BT_2794,23,20,29,26,28,26
BT_2795,98,95,126,135,186,128
BT_2796,9080,8068,9644,9433,11019,9742
BT_2797,11101,9613,12314,12416,14272,13238
BT_2798,7276,6301,8058,9867,11970,9344
BT_2799,2074,1628,2116,1601,1849,1640
BT_2800,993,935,1165,1792,2247,1577
BT_2801,1437,1326,1660,1813,2088,1652
BT_2802,997,959,1291,1784,1997,1633
BT_2803,263,223,304,480,572,455
BT_2804,256,255,307,521,521,468
BT_2805,643,575,701,1121,1002,887
BT_2806,262,255,269,444,377,330
BT_2807,434,369,479,755,677,612
BT_2808,239,251,261,445,466,374
BT_2809,334,270,365,584,657,488
BT_2810,2524,2304,2831,6219,7078,5216
BT_2811,1599,1117,1618,567,637,633
BT_2812,4736,3859,5020,4025,4378,3821
BT_2813,27,12,9,4,11,14
BT_2814,8,7,11,3,7,9
BT_2815,1409,1296,1565,2242,2615,1963
BT_2816,9830,8411,10345,14635,14563,11934
BT_2817,7290,6601,7804,11252,11526,9190
BT_2818,79,55,64,84,70,71
BT_2819,27,25,23,34,29,40
BT_2820,79,72,91,118,127,112
BT_2821,42,28,42,75,68,53
BT_2822,39,32,36,57,71,52
BT_2823,86,59,92,146,124,112
BT_2824,55,68,48,117,86,99
BT_2825,11,9,10,25,26,13
BT_2826,3352,2985,4031,4971,5924,4328
BT_2827,17153,15441,19274,24626,25766,21311
BT_2828,630,555,759,2896,3213,2477
BT_2829,17601,14667,19527,11959,14609,14286
BT_2830,14376,13211,15525,44150,44282,28222
BT_2831,1059,779,1169,1123,1262,1163
BT_2832,1676,1492,1748,2660,3083,2273
BT_2833,919,771,968,1330,1562,1210
BT_2834,4750,4233,5106,5900,6345,5804
BT_2835,84921,76684,93172,98075,100367,84617
BT_2836,21211,17820,24150,6974,6616,6287
BT_2837,21221,19590,25373,12304,13175,10043
BT_2838,3255,2508,3480,2655,3153,2582
BT_2839,1509,1280,1706,2213,2616,1851
BT_2840,4231,3796,4760,5459,6474,4755
BT_2841,9728,8636,10250,11911,14439,10893
BT_2842,2229,1997,2338,3307,3670,2873
BT_2843,748,728,864,1285,1330,1113
BT_2844,143424,129753,160715,219269,223360,178361
BT_2845,2580,2468,3139,3776,4414,3238
BT_2846,1910,1737,2261,2405,2714,2085
BT_2847,222,251,286,582,765,577
BT_2848,74,65,105,171,186,165
BT_2849,89,67,83,127,129,100
BT_2850,6134,5297,6684,8221,9130,7376
BT_2851,591,610,771,1084,1050,889
BT_2852,243,221,315,312,322,296
BT_2853,20,14,17,31,27,32
BT_2854,656,619,820,987,1086,812
BT_2855,108,114,134,88,119,86
BT_2856,30,32,46,32,33,24
BT_2857,28,36,38,41,43,37
BT_2858,73,76,101,89,89,58
BT_2859,112,109,133,132,154,118
BT_2860,2452,2110,2711,3188,3853,2974
BT_2861,206,185,211,240,266,203
BT_2862,32,39,43,53,47,40
BT_2863,13,6,10,18,16,13
BT_2864,11,15,12,17,11,12
BT_2865,10,9,21,17,17,19
BT_2866,24,18,29,15,25,13
BT_2867,21,15,11,14,17,12
BT_2868,10,10,7,11,10,12
BT_2869,17,4,17,26,27,23
BT_2870,17,23,22,14,24,22
BT_2871,33,22,40,22,23,20
BT_2872,147,130,174,178,214,127
BT_2873,36,39,47,41,54,37
BT_2874,19,18,14,23,28,16
BT_2875,14,10,8,8,14,12
BT_2876,21,18,34,26,32,26
BT_2877,7,16,16,19,17,22
BT_2878,18,17,23,16,22,13
BT_2879,24,22,27,28,36,22
BT_2880,14,7,16,12,12,6
BT_2881,12,11,8,6,10,9
BT_2882,16,16,13,15,19,14
BT_2883,13,12,11,4,14,12
BT_2884,9,8,6,10,8,9
BT_2885,18,14,26,17,27,36
BT_2886,14,10,9,7,10,7
BT_2887,24,15,17,6,15,12
BT_2888,26,17,37,33,38,14
BT_2889,158,127,153,288,378,256
BT_2890,227,196,242,290,299,279
BT_2891,3,4,2,9,10,4
BT_2892,90,68,75,77,91,58
BT_2893,108,102,135,162,163,151
BT_2894,96,91,114,97,101,74
BT_2895,25,29,17,28,47,24
BT_2896,35,24,45,42,46,44
BT_2897,356,290,343,588,733,570
BT_2898,359,287,360,395,415,338
BT_2899,652,630,766,806,765,613
BT_2900,24,17,31,35,43,35
BT_2901,69,93,93,177,189,159
BT_2902,73,43,69,56,98,72
BT_2903,69,54,63,70,89,111
BT_2904,113,97,78,171,168,136
BT_2905,203,186,213,274,316,273
BT_2906,114,96,109,176,176,141
BT_2907,138,136,184,170,244,180
BT_2908,147,128,177,211,269,218
BT_2909,250,185,254,358,453,371
BT_2910,1073,965,1244,2181,2342,1869
BT_2911,240,206,264,329,310,252
BT_2912,468,416,494,505,659,517
BT_2913,137,124,130,210,259,204
BT_2914,169,145,155,224,259,199
BT_2915,120,85,122,112,176,114
BT_2916,148,99,148,166,190,183
BT_2917,40,52,75,69,81,87
BT_2918,98,75,95,102,125,114
BT_2919,39,54,45,53,55,45
BT_2920,110,85,108,117,135,90
BT_2921,49,45,70,84,59,56
BT_2922,51,43,51,48,53,44
BT_2923,1182,969,1207,1578,1880,1414
BT_2924,4984,4270,5522,5589,6497,5788
BT_2925,333,299,371,831,853,553
BT_2926,743,624,798,1465,1762,1304
BT_2927,941,846,1029,1259,1627,1254
BT_2928,21,13,19,85,118,75
BT_2929,61,58,56,191,194,129
BT_2930,93,98,110,203,205,206
BT_2931,128,102,140,214,238,173
BT_2932,1119,963,1174,1386,1457,1250
BT_2933,17684,15273,19042,19077,20678,17970
BT_2934,4229,3857,4648,5724,5837,4908
BT_2935,2207,2094,2407,3073,3221,2713
BT_2936,1889,1677,2032,2175,2564,1998
BT_2937,1331,1139,1570,1410,1695,1448
BT_2938,1341,1197,1553,1360,1524,1448
BT_2939,174,182,193,188,219,210
BT_2940,11,7,10,5,13,10
BT_2941,41,30,20,29,31,33
BT_2942,36,15,27,23,34,16
BT_2943,261,231,297,356,431,325
BT_2944,2892,2570,3077,1977,2589,2593
BT_2945,5916,5156,6504,4711,5640,5412
BT_2946,6977,6075,7980,9238,10346,8310
BT_2947,1683,1470,1892,2311,2469,2042
BT_2948,226,245,232,426,398,318
BT_2949,93,79,102,137,141,109
BT_2950,57,42,67,84,94,64
BT_2951,79,76,81,120,123,126
BT_2952,195,178,190,298,279,227
BT_2953,75,65,67,152,156,142
BT_2954,2,0,0,1,2,4
BT_2955,13,9,11,14,17,19
BT_2956,5,2,2,5,6,4
BT_2957,345,253,325,388,494,433
BT_2958,1762,1429,1897,1633,1835,1624
BT_2959,1146,981,1198,1083,1273,1039
BT_2960,9,8,19,15,30,19
BT_2961,1219,1034,1298,1896,2311,1713
BT_2962,1,3,1,3,3,2
BT_2963,178,168,217,240,219,191
BT_2964,128,115,156,169,213,149
BT_2965,94,87,99,139,170,112
BT_2966,60,51,63,72,61,58
BT_2967,100,76,95,102,117,87
BT_2968,118,130,146,128,143,128
BT_2969,44,50,63,55,74,47
BT_2970,83,82,107,119,179,93
BT_2971,2325,2064,2582,2850,3684,2761
BT_2972,99,105,119,195,206,148
BT_2973,38,44,59,48,90,80
BT_2974,42,50,70,68,68,51
BT_2975,2342,1973,2478,2756,3463,2797
BT_2976,10141,8655,11346,13255,15065,13388
BT_2977,41689,35994,45892,41516,53911,47429
BT_2978,14137,13219,16224,19084,20636,16185
BT_2979,4868,4538,5303,7025,7198,5600
BT_2980,137,148,216,263,315,238
BT_2981,687,579,811,897,985,780
BT_2982,185,129,173,173,203,186
BT_2983,42,35,65,55,69,62
BT_2984,27,19,22,29,37,20
BT_2985,4,2,3,0,2,1
BT_2986,15,4,6,26,18,14
BT_2987,585,533,634,1134,1243,830
BT_2988,371,343,440,638,703,546
BT_2989,1120,921,1312,2002,2311,1613
BT_2990,31,36,34,50,64,64
BT_2991,5,6,8,9,12,8
BT_2992,13,13,5,17,11,13
BT_2993,4,0,8,5,2,4
BT_2994,3,6,2,1,3,4
BT_2995,8,8,4,5,8,7
BT_2996,2,2,1,4,6,2
BT_2997,2211,1938,2582,3523,4061,2936
BT_2998,1096,937,1221,1555,1956,1300
BT_2999,2374,2150,2649,3977,4506,3071
BT_3000,2302,2060,2546,3241,3992,2960
BT_3001,7211,6632,8041,9800,10665,8423
BT_3002,2746,2362,3134,5402,6257,4420
BT_3003,14891,13187,16682,24071,28066,21492
BT_3004,1139,1013,1268,1610,1907,1404
BT_3005,1546,1316,1634,2234,2268,1895
BT_3006,1714,1430,1823,2701,2835,2243
BT_3007,653,540,690,805,946,677
BT_3008,763,660,832,988,1091,898
BT_3009,551,473,578,585,648,552
BT_3010,1401,1221,1495,2661,3224,2052
BT_3011,101,102,114,290,423,263
BT_3012,362,307,403,1195,1167,1031
BT_3013,191,162,232,713,647,534
BT_3014,84,68,102,292,277,234
BT_3015,346,270,366,1236,1454,1075
BT_3016,8,12,16,17,15,16
BT_3017,40,31,52,42,30,32
BT_3018,3614,3022,3977,3153,3726,2795
BT_3019,1038,881,1103,1553,1859,1342
BT_3020,411,320,395,442,519,345
BT_3021,606,508,637,902,979,701
BT_3022,10,17,21,24,27,23
BT_3023,674,590,817,1720,1745,1349
BT_3024,1185,1104,1324,390,320,286
BT_3025,509,395,525,135,140,114
BT_3026,392,389,450,117,139,104
BT_3027,439,380,474,161,162,122
BT_3028,593,533,694,217,243,179
BT_3029,761,707,856,901,897,714
BT_3030,845,796,1023,1223,1368,1176
BT_3031,250,217,284,456,491,377
BT_3032,5977,5274,6523,8274,8595,7181
BT_3033,9673,8378,10150,13542,13995,11267
BT_3034,2062,1790,2116,3024,3257,2679
BT_3035,3870,3264,4109,4018,4737,3983
BT_3036,276,256,328,296,385,284
BT_3037,1616,1399,1788,2563,2656,1942
BT_3038,930,857,1068,1563,1640,1331
BT_3039,352,324,433,608,841,636
BT_3040,1856,1576,2015,2593,2769,2228
BT_3041,831,716,918,1242,1430,1145
BT_3042,445,404,542,759,862,681
BT_3043,186,131,200,205,274,189
BT_3044,50,43,64,59,79,63
BT_3045,96,65,92,137,128,89
BT_3046,116,99,142,143,150,116
BT_3047,58,42,61,73,60,50
BT_3048,118,119,121,225,220,198
BT_3049,1023,888,1073,1867,2113,1573
BT_3050,48,41,65,100,134,86
BT_3051,518,456,548,761,774,640
BT_3052,1275,1157,1348,2035,2234,1734
BT_3053,14461,12961,15853,14044,13912,11568
BT_3054,63288,57966,68217,66689,61279,52960
BT_3055,25628,23583,27512,27805,26632,22230
BT_3056,419,372,469,870,903,716
BT_3057,810,633,810,3541,3786,3177
BT_3058,1324,1170,1432,3004,3537,2382
BT_3059,53,34,57,284,363,258
BT_3060,19,12,13,15,8,14
BT_3061,163,123,170,248,319,193
BT_3062,117,101,132,53,68,87
BT_3063,14,10,11,22,36,18
BT_3064,4707,3929,4992,8383,9110,5984
BT_3065,151,139,158,342,393,323
BT_3066,5952,5306,6459,7156,7875,5616
BT_3067,2716,2470,3050,3223,3514,2784
BT_3068,14,16,24,6,19,9
BT_3069,1100,1039,1317,998,1129,842
BT_3070,1368,1280,1574,1485,1718,1276
BT_3071,1498,1349,1648,1720,2000,1554
BT_3072,6675,5828,7163,7874,8993,6756
BT_3073,2997,2797,3385,3103,3656,2949
BT_3074,3297,3177,3798,4521,5056,3602
BT_3075,3515,3023,3781,5147,5864,4334
BT_3076,0,0,0,0,1,0
BT_3077,8796,7658,9584,8372,9105,8621
BT_3078,1991,1750,2120,2354,2725,2114
BT_3079,536,502,693,1206,1381,1020
BT_3080,4507,3585,4815,4375,4841,3634
BT_3081,635,550,750,891,1000,777
BT_3082,894,757,903,1395,1526,1172
BT_3083,3012,2703,3301,4525,5218,4167
BT_3084,1646,1433,1769,2180,2449,1825
BT_3085,1831,1582,2033,2324,2290,1857
BT_3086,352,326,382,353,368,315
BT_3087,336,274,320,478,584,428
BT_3088,184,169,212,205,248,211
BT_3089,170,127,175,191,232,187
BT_3090,374,317,393,521,530,454
BT_3091,1443,1208,1673,2217,2614,1881
BT_3092,243,225,288,336,403,344
BT_3093,203,162,210,218,238,225
BT_3094,149,119,104,134,154,136
BT_3095,202,165,212,331,359,263
BT_3096,328,244,315,426,451,342
BT_3097,669,632,815,1073,1201,977
BT_3098,110,105,116,150,162,115
BT_3099,92,95,114,121,167,135
BT_3100,184,129,171,194,158,149
BT_3101,93,82,115,126,153,135
BT_3102,88,99,100,154,127,122
BT_3103,180,159,211,248,228,208
BT_3104,70,51,51,80,80,82
BT_3105,58,62,85,109,122,91
BT_3106,85,97,94,131,171,110
BT_3107,85,75,97,101,128,88
BT_3108,43,40,33,84,90,72
BT_3109,57,57,60,85,93,82
BT_3110,396,327,454,543,566,450
BT_3111,694,668,821,1253,1250,1138
BT_3112,697,606,713,1112,1107,941
BT_3113,4483,3719,4656,722,791,658
BT_3114,1001,853,963,135,198,123
BT_3115,290,250,361,447,539,446
BT_3116,7425,6441,8212,7347,8167,6842
BT_3117,3759,3061,4191,2485,2947,2812
BT_3118,4182,3695,4669,4412,5242,4233
BT_3119,837,777,981,928,1023,932
BT_3120,605,583,724,1128,1317,936
BT_3121,12714,11382,14653,15224,17252,13791
BT_3122,677,555,758,897,1080,848
BT_3123,698,593,782,718,859,760
BT_3124,110,100,107,201,190,111
BT_3125,11,6,6,10,11,11
BT_3126,16739,14621,18109,20156,20035,17318
BT_3127,3865,3418,4171,4393,4789,3865
BT_3128,1503,1354,1691,1918,2104,1739
BT_3129,7087,6140,7859,11768,13790,10319
BT_3130,418,371,488,621,703,496
BT_3131,171,153,181,143,148,162
BT_3132,222,205,230,311,341,246
BT_3133,296,242,313,522,576,440
BT_3134,91,77,96,85,97,83
BT_3135,27,26,24,58,43,55
BT_3136,25,27,26,42,49,36
BT_3137,4,6,9,16,13,18
BT_3138,36630,31088,40488,87242,88942,61214
BT_3139,1567,1357,1787,1972,2348,1866
BT_3140,1516,1245,1671,1607,1970,1582
BT_3141,274,228,307,349,381,310
BT_3142,47,53,60,85,84,64
BT_3143,76,62,80,140,156,139
BT_3144,197,167,224,325,349,302
BT_3145,18641,16647,20205,22103,25542,21175
BT_3146,13539,12319,14944,17034,17799,14577
BT_3147,19464,17280,21019,22449,21412,17634
BT_3148,14234,11790,16075,24869,23430,17354
BT_3149,1931,1728,2334,3354,4196,2714
BT_3150,1705,1609,2002,2975,2705,2066
BT_3151,1390,1272,1545,2389,2718,1963
BT_3152,3444,2992,3671,5027,5668,4368
BT_3153,594,460,601,877,1115,792
BT_3154,1839,1634,2097,3641,4260,3319
BT_3155,135,109,145,272,303,298
BT_3156,304,268,310,589,543,495
BT_3157,153,152,168,263,277,244
BT_3158,108,94,128,220,203,178
BT_3159,124,116,140,221,269,190
BT_3160,717,571,811,790,914,727
BT_3161,174,173,186,276,308,249
BT_3162,270,257,304,488,465,322
BT_3163,707,672,797,1185,1112,926
BT_3164,5199,4481,5865,6246,7572,6092
BT_3165,1827,1591,2059,2472,2932,2002
BT_3166,821,713,961,1430,1849,1425
BT_3167,205,157,219,314,323,274
BT_3168,2189,2044,2415,2955,3245,2462
BT_3169,4791,4323,5648,18460,19908,15917
BT_3170,172,165,183,500,619,416
BT_3171,309,293,364,741,812,578
BT_3172,883,786,1012,1911,2302,1667
BT_3173,360,330,427,579,552,460
BT_3174,72,59,55,104,115,108
BT_3175,31,14,26,27,31,21
BT_3176,32,29,25,37,39,30
BT_3177,14,11,22,12,27,16
BT_3178,554,447,629,1007,1144,879
BT_3179,1207,1080,1354,1730,2075,1555
BT_3180,369,335,387,556,706,464
BT_3181,6167,5212,6131,4145,4483,3754
BT_3182,52808,44453,57921,35329,39957,30127
BT_3183,1627,1410,1861,4526,4240,3362
BT_3184,5863,4929,6069,7277,8318,6805
BT_3185,274,201,269,208,262,235
BT_3186,2374,2171,2622,3076,3542,2985
BT_3187,2016,1714,2292,2758,3315,2639
BT_3188,671,608,818,817,928,680
BT_3189,557,487,690,517,693,513
BT_3190,373,328,416,358,419,345
BT_3191,365,292,422,144,200,228
BT_3192,601,517,600,425,447,431
BT_3193,13045,11237,14262,11794,12590,10765
BT_3193a,153,140,195,224,246,189
BT_3194,101,78,93,185,182,121
BT_3195,5848,4484,6735,3166,4037,3811
BT_3196,297,256,345,705,820,624
BT_3197,39,21,25,88,104,66
BT_3198,19,20,33,150,159,109
BT_3199,85,62,98,261,298,267
BT_3200,6,7,21,128,135,109
