gene_id,MMGlucose_1,MMGlucose_2,MMGlucose_3,MMAAGP_1,MMAAGP_2,MMAAGP_3
BT_4516,3882,3530,4079,6506,7494,6104
BT_4517,8154,7252,9365,14287,15931,13039
BT_4518,3102,2721,3369,4957,5598,4725
BT_4519,2462,2277,2914,4055,4840,3937
BT_4520,2194,1946,2443,3794,4711,3602
BT_4521,96,80,106,256,245,157
BT_4522,86,65,75,138,168,139
BT_4523,361,340,415,634,798,613
BT_4524,5,4,3,5,10,4
BT_4525,126,98,141,194,245,220
BT_4526,1011,905,1201,1259,1553,1175
BT_4527,279,250,339,334,389,334
BT_4528,494,424,545,613,680,573
BT_4529,654,553,721,1246,1397,991
BT_4530,4121,3405,4578,6379,7590,6146
BT_4531,1594,1276,1614,2148,2835,2101
BT_4532,692,528,646,1057,1360,984
BT_4533,2632,2452,2806,4517,5516,4026
BT_4534,1074,861,1066,1915,2210,1641
BT_4535,7731,6605,8423,11268,13953,11109
BT_4536,1695,1589,1824,2599,3187,2591
BT_4537,3401,2910,3788,5074,5987,4987
BT_4538,5253,4708,5774,8193,9250,7390
BT_4539,3605,3139,3798,5330,6176,4942
BT_4540,3707,3338,4337,7341,8109,6201
BT_4541,249,241,305,519,519,422
BT_4542,79,62,109,190,176,153
BT_4543,67,73,83,120,175,143
BT_4544,7,2,7,6,8,6
BT_4545,0,0,1,0,3,3
BT_4546,6,4,6,13,11,5
BT_4547,10,9,8,3,21,11
BT_4548,28,14,20,49,49,29
BT_4549,30,21,21,23,29,27
BT_4550,47,33,47,46,61,56
BT_4551,5400,4733,6063,7912,9739,7532
BT_4552,531,453,568,1209,1508,1138
BT_4553,1572,1168,1550,1345,1668,1299
BT_4554,5201,4273,5428,6435,6700,5902
BT_4555,5956,5355,6345,12152,13494,10008
BT_4556,764,675,833,1677,1821,1338
BT_4557,3090,2654,3372,5223,6472,5030
BT_4558,914,779,1020,742,987,887
BT_4559,830,666,879,1085,1372,983
BT_4560,2966,2614,3280,4256,4910,3777
BT_4561,757,674,780,1094,1196,938
BT_4562,1672,1519,1852,2543,2969,2307
BT_4563,2225,1904,2366,3416,4081,3174
BT_4564,3710,3144,4051,6154,7016,5628
BT_4565,1743,1570,2026,3120,3518,2620
BT_4566,157,117,157,284,400,292
BT_4567,98,82,106,205,242,189
BT_4568,95,76,126,131,162,129
BT_4569,204,185,211,209,232,172
BT_4570,98,71,81,86,82,63
BT_4571,176,139,196,172,173,136
BT_4572,32510,25923,33983,12446,14214,12974
BT_4573,420,404,485,797,899,648
BT_4574,297,308,347,573,663,482
BT_4575,386,287,414,1140,1367,1072
BT_4576,552,520,583,1570,1884,1374
BT_4577,2,0,1,1,4,2
BT_4578,0,0,1,2,2,3
BT_4579,50,41,68,127,170,106
BT_4580,23,21,33,62,60,44
BT_4581,169,142,172,234,272,196
BT_4582,9711,9186,11117,19740,23157,18520
BT_4583,3103,2536,3207,2127,2736,2934
BT_4584,2911,2081,2970,3003,2601,2862
BT_4585,2025,1707,2108,2168,2804,2266
BT_4586,3197,2770,3526,5980,6178,4322
BT_4587,1875,1548,2128,2084,2502,2250
BT_4588,2125,1706,2488,2376,2734,2413
BT_4589,35623,25584,41325,22432,38840,34471
BT_4590,3926,3172,4458,4979,6304,4882
BT_4591,13679,12063,15339,22418,26187,19288
BT_4592,14188,12059,15663,22611,29663,19446
BT_4593,4338,4186,5157,7455,9010,6651
BT_4594,896,857,1012,1269,1613,1217
BT_4595,15471,14129,17832,26128,30860,22351
BT_4596,866,686,910,1168,1439,1087
BT_4597,11801,9517,12250,11683,13055,11294
BT_4598,1577,1399,1706,2581,2936,2335
BT_4599,2215,2048,2569,3624,4479,3489
BT_4600,2181,1971,2420,3279,3544,2950
BT_4601,919,797,924,1231,1327,971
BT_4602,198,186,214,377,444,364
BT_4603,64,53,72,109,151,128
BT_4604,54,61,61,133,124,109
BT_4605,316,243,309,486,588,452
BT_4606,238,172,236,234,291,232
BT_4607,549,484,615,868,984,750
BT_4608,552,470,565,793,1004,805
BT_4609,1357,1245,1478,2003,2593,1766
BT_4610,14372,13057,16278,19623,22399,18062
BT_4611,2960,2576,3176,3659,4325,3584
BT_4612,13320,12058,14732,18954,20962,17521
BT_4613,280,228,290,1226,1412,1117
BT_4614,20939,16879,22006,16207,19434,15515
BT_4615,48515,40064,48598,42366,45192,39073
BT_4616,59,66,93,75,89,64
BT_4617,157,124,158,120,150,114
BT_4618,4,2,4,4,4,6
BT_4619,3,3,2,2,1,0
BT_4620,6,6,11,13,5,11
BT_4621,8,4,10,5,5,4
BT_4622,7,10,6,4,9,6
BT_4623,8,9,5,10,10,6
BT_4624,50,34,43,55,67,40
BT_4625,55,53,67,107,145,100
BT_4626,1535,1322,1602,3350,3863,2845
BT_4627,4554,3979,4938,8206,8825,7511
BT_4628,5657,5228,6366,10284,11932,9696
BT_4629,635,520,650,1161,1357,983
BT_4630,3497,3124,4041,6493,7271,5682
BT_4631,741,652,835,1683,1678,1281
BT_4632,237,238,257,483,535,422
BT_4633,425,356,437,774,863,719
BT_4634,655,639,817,1534,1720,1362
BT_4635,630,616,823,1409,1464,1255
BT_4636,619,536,703,953,1054,887
BT_4637,483,424,508,331,409,297
BT_4638,448,368,450,281,356,258
BT_4639,38,38,42,24,44,35
BT_4640,675,577,698,1080,1168,944
BT_4641,259,228,250,467,522,410
BT_4642,12,12,17,35,47,28
BT_4643,83,65,104,147,172,133
BT_4644,127,104,145,201,261,210
BT_4645,157,175,211,350,356,286
BT_4646,884,746,986,1538,1474,979
BT_4647,49,42,79,63,72,68
BT_4648,44,28,43,44,51,44
BT_4649,515,469,561,655,722,599
BT_4650,608,464,602,491,497,444
BT_4651,2260,1847,2371,2507,2855,2295
BT_4652,237,192,234,261,270,234
BT_4653,78,70,80,94,106,74
BT_4654,84,68,111,112,108,88
BT_4655,185,168,242,226,239,210
BT_4656,98,72,86,116,112,103
BT_4657,395,337,365,538,508,449
BT_4658,227,189,235,298,273,216
BT_4659,271,185,247,297,250,254
BT_4660,376,355,421,487,454,412
BT_4661,285,265,294,318,347,241
BT_4662,324,267,339,415,394,361
BT_4663,9570,8707,11229,16570,19299,14213
BT_4664,15359,13591,17443,16075,18152,16978
BT_4665,2801,2311,2849,2077,2471,1801
BT_4666,3265,2598,3425,2737,3312,2182
BT_4667,152,135,145,156,204,178
BT_4668,37,24,29,44,44,47
BT_4669,21,17,39,52,62,41
BT_4670,38,35,35,56,62,36
BT_4671,79,91,86,156,164,164
BT_4672,5,5,7,9,11,6
BT_4673,1398,1293,1587,2750,3162,2424
BT_4674,4460,3749,5087,7827,9849,6850
BT_4675,172,130,210,258,255,184
BT_4676,1326,987,1353,2062,2420,2073
BT_4677,1073,858,1055,2027,2272,1849
BT_4678,4618,3853,5004,6257,7082,5491
BT_4679,1801,1449,1941,1609,1885,1502
BT_4680,4982,4223,5467,5866,7274,5918
BT_4681,1812,1884,2343,8475,9250,7506
BT_4682,4718,4588,5567,12436,13575,11135
BT_4683,101,92,102,468,505,427
BT_4684,168,153,198,698,728,636
BT_4685,30,28,30,83,103,78
BT_4686,2,1,0,5,4,4
BT_4687,4,1,4,20,17,12
BT_4688,81,46,75,405,370,379
BT_4689,103,78,91,555,500,500
BT_4690,683,499,605,582,794,859
BT_4691,1497,1263,1661,1942,2570,2097
BT_4692,453,439,511,525,655,481
BT_4693,4694,3547,4198,2142,2127,1968
BT_4694,8911,7141,8909,4350,3982,3752
BT_4695,3548,2790,3424,1761,1819,1608
BT_4696,1484,1199,1564,1023,1183,1050
BT_4697,6211,5195,6745,10951,11683,8695
BT_4698,2998,2424,3146,2301,2652,1880
BT_4699,8974,7104,9004,4836,6570,6620
BT_4700,4865,3672,4855,2827,3412,3473
BT_4701,11480,9715,12299,11233,13116,10248
BT_4702,4920,3885,5043,2639,3814,4047
BT_4703,6199,5375,6720,4387,5555,5426
BT_4704,1837,1611,2013,1663,2020,1947
BT_4705,508,441,526,1038,1127,773
BT_4706,490,380,566,996,1161,944
BT_4707,208,182,236,399,408,320
BT_4708,39,32,50,36,54,36
BT_4709,49,43,40,46,66,46
BT_4710,38,49,76,93,108,78
BT_4711,174,169,179,399,375,264
BT_4712,29,42,50,91,104,61
BT_4713,3272,2869,3816,5166,6162,5404
BT_4714,1019,923,1300,2901,3025,2468
BT_4715,331,301,420,382,470,305
BT_4716,1537,1408,1877,2333,2681,1998
BT_4717,1389,1260,1501,1993,2328,1816
BT_4718,1011,791,1097,1704,2127,1632
BT_4719,971,879,1155,1016,1244,886
BT_4720,1328,1174,1533,1601,1804,1447
BT_4721,3014,2727,3541,3165,3676,2923
BT_4722,192,159,229,515,606,468
BT_4723,216,168,248,536,629,516
BT_4724,168,159,212,342,372,322
BT_4725,46,42,50,75,106,82
BT_4726,101,94,127,116,124,139
BT_4727,51,50,66,125,130,117
BT_4728,34,21,33,37,64,49
BT_4729,1,1,5,8,7,11
BT_4730,33,18,38,77,88,48
BT_4731,54,46,78,106,130,89
BT_4732,652,578,766,1480,1581,1219
BT_4733,1099,950,1227,2540,2699,2046
BT_4734,104,85,111,209,254,176
BT_4735,0,1,0,5,14,6
BT_4736,27,21,22,28,30,43
BT_4737,1382,1181,1353,1627,1842,1646
BT_4738,20694,17149,20124,26257,26894,23346
BT_4739,603,571,699,909,1137,914
BT_4740,0,1,0,0,0,2
BT_4741,715,641,751,1438,1495,1193
BT_4742,1,1,1,0,0,0
BT_4743,44,26,43,28,20,18
BT_4744,739,599,762,597,672,584
BT_4745,3348,3103,3800,9207,11071,8429
BT_4746,2,3,7,4,7,2
BT_4747,12,3,21,14,18,10
BT_4748,3,0,1,1,3,3
BT_4749,8,5,2,9,8,8
BT_4750,0,0,1,2,0,0
BT_4751,1,1,3,3,3,1
BT_4752,12,3,3,20,17,22
BT_4753,932,744,1016,1581,1803,1367
BT_4754,4459,4141,4977,7111,8544,6699
BT_4755,7442,6728,7871,11565,14337,10832
BT_4756,1997,1877,2082,5025,5386,3635
BT_4757,1469,1370,1458,3463,3499,2368
BT_4758,259,219,251,480,562,427
BT_4759,48,30,46,48,67,52
BT_4760,70,74,90,118,154,110
BT_4761,2,1,3,4,1,0
BT_4762,1,1,1,2,3,2
BT_4763,1,1,2,1,1,1
BT_4764,7,8,8,5,20,7
BT_4765,13,7,12,2,11,8
BT_4766,11,10,4,10,13,9
BT_4767,5,5,2,6,7,9
BT_4768,2,1,2,9,3,2
BT_4769,0,0,0,0,0,0
BT_4770,9,2,5,14,14,6
BT_4771,1,0,0,0,1,0
BT_4772,0,0,4,0,1,1
BT_4773,2,0,0,3,1,1
BT_4774,2,1,1,3,0,1
BT_4775,0,0,0,0,0,0
BT_4776,0,0,0,2,1,1
BT_4777,0,0,0,0,0,1
BT_4778,3,3,1,4,3,4
BT_4779,1,0,2,0,1,1
BT_4780,2,3,4,6,6,4
BT_p548201,952,788,1017,920,1155,1086
BT_p548202,563,469,624,767,839,718
BT_p548203,585,454,605,984,1015,873
BT_p548204,3096,2463,3132,2706,3916,3519
BT_p548205,2997,2606,3184,5138,5233,4178
BT_p548206,550,470,620,782,943,799
BT_p548207,314,232,287,305,383,343
BT_p548208,717,517,714,913,1088,838
BT_p548209,102,64,89,81,123,75
BT_p548210,29,18,27,29,34,31
BT_p548211,63,60,75,42,41,50
BT_p548212,12,11,15,12,15,9
BT_p548213,5,10,18,9,13,13
BT_p548214,15,2,17,13,12,9
BT_p548215,21,11,13,12,19,9
BT_p548216,72,67,69,55,60,47
BT_p548217,3,3,6,3,3,3
BT_p548218,37,38,37,13,20,26
BT_p548219,20,8,18,8,24,12
BT_p548220,122,86,130,100,129,106
BT_p548221,1001,775,1056,915,1144,875
BT_p548222,7860,6400,7758,5611,6874,5821
BT_p548223,354,301,374,370,494,383
BT_p548224,117,85,117,132,162,110
BT_p548225,412,298,449,450,505,379
BT_p548226,211,210,327,408,263,232
BT_p548227,596,405,606,550,753,648
BT_p548228,486,383,505,682,827,582
BT_p548229,2116,1876,2298,3074,3443,2644
BT_p548230,1487,1280,1594,2181,2593,1996
BT_p548231,3625,3079,3854,4849,5156,4170
BT_p548232,905,723,967,1231,1445,1197
BT_p548233,1960,1692,2158,2676,3182,2618
BT_p548234,464,396,492,510,669,483
BT_p548235,1839,1431,1934,1431,1841,1628
BT_p548236,673,499,687,1104,1428,1109
BT_p548237,1056,948,1245,2522,2993,1978
BT_p548238,372,299,385,406,488,436
EBG00001174547,5948,6706,8846,25134,7012,5756
EBG00001174562,0,0,0,0,0,0
EBG00001174571,60770,59473,77217,216190,124962,102473
EBG00001174573,5837,4157,5256,5654,6018,4417
EBG00001174594,270088,213710,279412,632994,694922,473677
EBG00001174596,0,0,0,0,0,0
