,CF AU1054,Soil AU1054,CF HI2424,Soil HI2424,CF AU1054,Soil AU1054,CF HI2424,Soil HI2424
Bcen_3927,4,11,37,2,172,271,2,58
Bcen_3928,4,7,25,4,89,112,2,23
Bcen_3929,2,11,30,1,101,164,3,28
Bcen_3930,1,1,3,1,45,46,0,19
Bcen_3931,0,4,14,0,84,97,4,25
Bcen_3932,0,1,12,0,80,145,2,22
Bcen_3933,0,4,16,0,106,114,4,26
Bcen_3934,0,3,11,0,90,94,4,19
Bcen_3935,0,1,37,1,162,186,6,56
Bcen_3936,0,9,23,0,119,162,0,41
Bcen_3937,0,4,15,0,112,158,1,29
Bcen_3938,0,2,12,0,87,119,2,27
Bcen_3939,0,2,6,0,41,68,0,18
Bcen_3940,7,15,47,3,68,136,4,25
Bcen_3941,2,16,24,6,80,125,3,44
Bcen_3942,0,5,6,0,11,31,0,10
Bcen_3943,2,12,27,1,121,147,4,54
Bcen_3944,10,22,48,16,125,252,10,39
Bcen_3945,0,1,2,0,11,18,0,4
Bcen_3946,0,10,49,2,191,355,8,68
Bcen_3947,0,3,17,1,48,81,0,15
Bcen_3948,0,6,16,1,145,149,5,27
Bcen_3949,0,26,9,7,35,67,3,43
Bcen_3950,0,3,14,0,106,141,4,30
Bcen_3951,4,5,6,2,29,62,0,13
Bcen_3952,1,4,6,1,26,53,4,11
Bcen_3953,0,3,26,1,53,119,2,26
Bcen_3954,0,10,16,3,30,93,3,21
Bcen_3955,5,108,10,19,13,74,1,50
Bcen_3956,10,451,17,100,25,111,1,102
Bcen_3957,4,162,18,106,39,122,4,121
Bcen_3958,15,18,31,19,123,142,18,64
Bcen_3959,6,32,30,12,168,240,8,52
Bcen_3960,9,40,54,21,226,303,6,82
Bcen_3961,0,10,7,0,77,86,1,18
Bcen_3962,3,23,9,6,35,53,4,26
Bcen_3963,7,28,27,11,74,136,6,41
Bcen_3964,3,17,12,8,37,75,10,30
Bcen_3965,1,10,12,2,87,87,4,24
Bcen_3966,0,0,6,1,18,36,1,10
Bcen_3967,0,3,20,1,57,113,2,26
Bcen_3968,0,1,21,2,43,136,2,19
Bcen_3969,0,2,10,1,54,84,1,21
Bcen_3970,12,6,15,1,34,40,5,16
Bcen_3971,5,10,29,2,121,131,10,48
Bcen_3972,3,18,25,7,96,156,5,35
Bcen_3973,1,10,32,0,95,183,1,30
Bcen_3974,5,13,60,13,124,177,10,55
Bcen_3975,0,3,22,3,43,82,0,19
Bcen_3976,0,4,8,1,9,25,2,10
Bcen_3977,1,4,26,0,79,134,0,22
Bcen_3978,0,14,28,1,185,246,6,69
Bcen_3979,1,10,22,3,119,173,7,36
Bcen_3980,7,10,14,7,68,96,12,31
Bcen_3981,0,3,6,1,32,44,0,13
Bcen_3982,0,2,6,0,24,40,0,9
Bcen_3983,1,5,2,4,11,49,2,16
Bcen_3984,0,4,1,0,18,31,0,5
Bcen_3985,1,3,2,0,29,41,1,9
Bcen_3986,0,3,5,1,36,52,0,13
Bcen_3987,0,3,11,1,72,77,2,11
Bcen_3988,0,2,6,0,70,78,0,20
Bcen_3989,0,3,4,2,40,45,6,23
Bcen_3990,0,6,17,1,150,220,7,41
Bcen_3991,4,15,21,3,72,115,3,29
Bcen_3992,8,12,34,10,165,158,9,56
Bcen_3993,8,21,13,12,25,29,1,16
Bcen_3994,3,79,5,3,41,39,1,15
Bcen_3995,2,6,23,5,110,138,4,37
Bcen_3996,9,9,48,5,103,173,14,49
Bcen_3997,2,5,9,2,12,19,5,6
Bcen_3998,3,19,16,7,84,119,9,30
Bcen_3999,0,7,2,4,49,40,0,13
Bcen_4000,1,3,5,2,60,57,1,15
Bcen_4001,15,28,26,4,173,190,7,59
Bcen_4002,3,12,13,2,54,75,2,19
Bcen_4003,2,5,13,4,41,52,0,11
Bcen_4004,10,6,7,7,23,36,5,19
Bcen_4005,0,11,13,0,84,86,1,15
Bcen_4006,5,11,28,1,222,308,15,50
Bcen_4007,1,5,15,0,68,91,2,18
Bcen_4008,4,16,22,4,65,105,1,38
Bcen_4009,2,2,5,0,47,72,4,9
Bcen_4010,1,3,16,2,86,110,16,14
Bcen_4011,0,79,7,2,29,33,1,24
Bcen_4012,1,77,22,8,67,123,3,41
Bcen_4013,0,17,1,0,31,27,3,7
Bcen_4014,3,2,5,2,22,25,0,11
Bcen_4015,2,5,7,2,32,30,0,18
Bcen_4016,3,7,3,1,36,37,2,17
Bcen_4017,37,10,40,8,112,164,25,27
Bcen_4018,9,13,75,3,89,208,10,42
Bcen_4019,2,8,26,7,41,93,1,27
Bcen_4020,1,6,13,3,84,102,2,27
Bcen_4021,0,7,37,0,91,191,1,37
Bcen_4022,0,6,16,1,111,142,6,40
Bcen_4023,0,3,4,1,58,77,1,26
Bcen_4024,0,5,12,1,119,121,1,26
Bcen_4025,0,5,18,2,85,129,5,17
Bcen_4026,0,3,20,1,43,88,2,17
Bcen_4027,0,14,36,4,47,119,3,46
Bcen_4028,2,6,20,3,57,96,4,16
Bcen_4029,4,3,21,0,35,94,5,18
Bcen_4030,17,10,39,1,39,81,6,20
Bcen_4031,0,8,4,0,59,66,2,22
Bcen_4032,0,3,10,0,59,66,5,17
Bcen_4033,0,4,9,2,78,112,4,33
Bcen_4034,0,9,15,3,122,160,1,39
Bcen_4035,3,23,35,4,67,202,9,29
Bcen_4036,6,10,15,0,32,79,4,9
Bcen_4037,1,13,20,3,90,175,6,38
Bcen_4038,2,20,32,13,109,166,2,43
Bcen_4039,1,6,36,0,108,162,5,37
Bcen_4040,0,3,9,0,30,39,1,9
Bcen_4041,0,3,26,0,77,127,3,39
Bcen_4042,0,9,46,1,185,308,4,64
Bcen_4043,0,1,2,0,9,14,0,6
Bcen_4044,0,4,14,0,102,101,3,26
Bcen_4045,0,3,26,0,106,157,0,28
Bcen_4046,2,3,5,0,31,94,0,17
Bcen_4047,0,2,11,1,22,39,0,14
Bcen_4048,0,11,14,2,89,109,0,18
Bcen_4049,0,5,9,0,85,94,3,24
Bcen_4050,0,7,14,0,84,90,2,35
Bcen_4051,1,25,15,6,40,50,1,37
Bcen_4052,3,40,25,6,114,206,3,59
Bcen_4053,5,23,22,8,108,206,1,33
Bcen_4054,5,8,14,1,89,118,2,23
Bcen_4055,1,5,16,2,88,149,3,43
Bcen_4056,0,2,6,0,26,48,1,5
Bcen_4057,1,6,5,0,27,44,1,15
Bcen_4058,2,3,7,0,36,47,0,9
Bcen_4059,1,13,18,0,108,114,1,29
Bcen_4060,4,4,13,0,87,91,1,22
Bcen_4061,0,4,21,0,83,126,2,26
Bcen_4062,2,3,18,0,136,165,2,42
Bcen_4063,11,11,41,5,101,155,3,23
Bcen_4064,1,9,16,1,154,159,4,35
Bcen_4065,39,8,38,21,25,43,18,28
Bcen_4066,2,4,18,2,42,96,5,16
Bcen_4067,0,5,15,4,61,78,1,24
Bcen_4068,1,3,14,1,108,99,4,37
Bcen_4069,0,4,3,0,39,52,1,9
Bcen_4070,1,14,23,4,194,203,5,59
Bcen_4071,1,24,26,0,125,189,3,43
Bcen_4072,1,2,24,0,73,124,1,28
Bcen_4073,2,18,68,3,252,367,8,90
Bcen_4074,1,4,21,0,122,157,3,28
Bcen_4075,1,2,13,0,188,160,3,39
Bcen_4076,1,6,21,1,68,87,4,26
Bcen_4077,0,6,28,7,146,149,7,52
Bcen_4078,0,10,27,11,83,136,0,37
Bcen_4079,0,4,16,0,116,154,1,38
Bcen_4080,2,1,28,0,89,159,2,26
Bcen_4081,0,5,41,0,66,146,2,30
Bcen_4082,0,3,4,0,49,80,2,12
Bcen_4083,0,2,12,1,57,58,1,20
Bcen_4084,0,0,15,1,103,151,5,43
Bcen_4085,0,4,5,0,75,64,2,26
Bcen_4086,1,8,18,8,91,81,6,43
Bcen_4087,0,152,17,40,26,118,1,107
Bcen_4088,2,64,14,28,27,93,2,74
Bcen_4089,2,38,12,23,46,94,2,98
Bcen_4090,3,25,11,14,51,90,3,48
Bcen_4091,6,28,12,5,31,46,2,36
Bcen_4092,2,13,22,6,125,140,8,31
Bcen_4093,3,11,13,5,112,125,6,26
Bcen_4094,0,10,15,3,56,71,1,27
Bcen_4095,1,4,14,0,86,82,1,21
Bcen_4096,2,7,30,2,125,157,4,58
Bcen_4097,1,7,30,2,134,222,0,39
Bcen_4098,0,2,13,0,53,99,1,26
Bcen_4099,0,3,11,0,80,89,4,20
Bcen_4100,2,7,17,1,178,168,4,40
Bcen_4101,1,3,10,0,22,38,0,13
Bcen_4102,1,4,7,1,24,40,0,8
Bcen_4103,128,110,176,71,126,156,71,78
Bcen_4104,1,4,22,1,100,120,6,21
Bcen_4105,1,4,29,1,82,133,6,37
Bcen_4106,2,6,18,0,159,200,2,50
Bcen_4107,0,2,12,1,47,64,0,14
Bcen_4108,4,5,17,1,98,92,3,26
Bcen_4109,0,8,11,1,133,136,4,20
Bcen_4110,0,6,9,0,91,103,0,24
Bcen_4111,0,6,15,0,98,109,3,22
Bcen_4112,0,10,26,1,96,118,1,31
Bcen_4113,0,2,26,0,124,151,5,31
Bcen_4114,0,2,7,0,94,94,2,25
Bcen_4115,0,2,9,0,140,138,6,20
Bcen_4116,0,2,12,0,95,87,3,22
Bcen_4117,1,8,18,3,80,103,0,33
Bcen_4118,1,6,18,0,122,150,4,45
Bcen_4119,0,6,22,0,80,101,0,24
Bcen_4120,0,3,17,0,98,92,0,30
Bcen_4121,2,2,23,2,130,192,4,41
Bcen_4122,2,6,41,0,65,139,3,26
Bcen_4123,1,8,26,0,153,263,2,59
Bcen_4124,0,2,18,0,127,138,4,34
Bcen_4125,0,6,24,0,111,127,0,18
Bcen_4126,0,2,10,1,82,106,2,30
Bcen_4127,0,0,7,1,42,56,1,13
Bcen_4128,0,5,6,0,73,101,0,21
Bcen_4129,0,8,12,0,70,103,4,15
Bcen_4130,0,9,21,1,71,125,7,21
Bcen_4131,1,2,12,0,34,44,1,18
Bcen_4132,2,10,28,1,66,104,2,24
Bcen_4133,1,7,19,1,125,191,6,38
Bcen_4134,2,2,7,1,81,91,5,23
Bcen_4135,0,5,8,0,44,60,1,11
Bcen_4136,3,14,23,8,49,76,7,18
Bcen_4137,0,11,10,0,125,127,3,23
Bcen_4138,25,117,34,27,64,108,17,80
Bcen_4139,11,22,53,0,167,221,14,49
Bcen_4140,11,13,46,2,176,204,20,63
Bcen_4141,0,7,19,0,136,163,1,26
Bcen_4142,0,15,33,7,120,227,5,48
Bcen_4143,0,6,14,3,59,77,2,24
Bcen_4144,1,0,9,1,31,53,0,7
Bcen_4145,0,2,8,0,44,48,2,8
Bcen_4146,1,13,13,1,125,110,2,34
Bcen_4147,0,5,32,5,206,220,12,70
Bcen_4148,0,6,4,5,33,47,0,31
Bcen_4149,0,6,34,1,98,188,3,41
Bcen_4150,0,4,28,0,77,125,0,24
Bcen_4151,0,21,18,3,44,85,1,19
Bcen_4152,0,7,7,0,27,55,1,12
Bcen_4153,0,5,20,1,110,135,4,23
Bcen_4154,0,3,19,1,82,128,3,31
Bcen_4155,0,5,18,0,72,118,5,32
Bcen_4156,0,3,25,2,259,230,8,64
Bcen_4157,1,11,33,3,103,165,2,48
Bcen_4158,0,0,7,0,32,40,1,6
Bcen_4159,1,1,11,0,50,63,3,20
Bcen_4160,0,6,26,0,139,181,3,37
Bcen_4161,0,6,38,0,76,225,4,33
Bcen_4162,0,9,38,3,60,152,0,39
Bcen_4163,0,12,70,1,174,340,4,63
Bcen_4164,1,9,36,0,115,189,3,38
Bcen_4165,0,6,39,1,103,218,0,38
Bcen_4166,1,6,38,0,100,168,1,41
Bcen_4167,0,12,25,3,111,197,4,36
Bcen_4169,0,6,32,0,89,152,1,56
Bcen_4170,1,13,77,0,159,353,8,64
Bcen_4171,0,11,36,3,209,284,8,56
Bcen_4172,0,6,22,0,54,77,2,17
Bcen_4173,1,3,8,0,60,66,2,15
Bcen_4174,2,5,19,1,56,85,3,17
Bcen_4175,17,20,49,6,62,137,7,30
Bcen_4176,0,2,14,0,127,148,6,36
Bcen_4177,0,6,29,0,105,171,4,29
Bcen_4178,0,1,13,0,74,131,2,33
Bcen_4179,0,10,44,0,140,275,2,65
Bcen_4180,0,2,4,0,13,21,0,6
Bcen_4181,0,1,5,0,20,42,0,3
Bcen_4182,1,3,30,0,109,177,5,28
Bcen_4183,3,0,11,1,37,76,4,16
Bcen_4184,0,4,20,3,69,113,1,20
Bcen_4185,18,49,82,55,139,288,29,73
Bcen_4186,0,2,8,0,51,66,0,19
Bcen_4189,5,12,7,0,119,97,2,23
Bcen_4190,4,3,7,1,27,24,5,14
Bcen_4191,1,4,16,4,43,56,3,18
Bcen_4192,0,3,16,0,102,68,1,20
Bcen_4193,1,2,9,1,63,117,0,15
Bcen_4194,18,11,13,2,44,47,1,15
Bcen_4195,5,4,15,1,54,93,5,31
Bcen_4196,1,2,8,0,53,59,1,15
Bcen_4197,0,3,10,0,47,63,2,23
Bcen_4198,1,3,10,1,55,81,3,22
Bcen_4199,0,2,4,1,79,72,5,33
Bcen_4200,0,3,17,0,96,130,7,21
Bcen_4201,1,2,25,2,88,149,2,33
Bcen_4202,3,4,31,4,86,138,4,27
Bcen_4203,13,26,64,15,135,223,12,51
Bcen_4204,3,11,34,4,203,206,12,56
Bcen_4205,0,5,14,3,117,125,3,24
Bcen_4206,0,7,17,3,95,106,6,27
Bcen_4207,1,13,30,0,123,167,4,40
Bcen_4208,0,9,44,0,223,327,8,74
Bcen_4209,0,3,20,1,78,135,1,38
Bcen_4210,0,12,60,5,210,318,6,72
Bcen_4211,0,2,2,0,27,23,3,7
Bcen_4212,1,3,12,0,83,98,2,17
Bcen_4213,0,11,23,0,106,136,0,28
Bcen_4214,0,0,18,0,143,161,6,35
Bcen_4215,4,13,5,1,25,37,1,10
Bcen_4216,0,9,6,2,17,25,1,8
Bcen_4217,0,5,19,1,140,151,9,48
Bcen_4218,0,7,24,0,100,179,2,27
Bcen_4219,0,2,15,0,50,62,2,20
Bcen_4220,0,4,11,0,43,74,1,20
Bcen_4221,0,5,23,0,69,138,3,29
Bcen_4222,4,6,24,1,78,113,5,32
Bcen_4223,0,5,16,0,133,116,4,25
Bcen_4224,0,1,1,1,13,17,1,7
Bcen_4225,0,5,4,2,96,116,4,23
Bcen_4226,1,9,24,3,97,152,2,19
Bcen_4227,0,3,11,0,65,119,1,27
Bcen_4228,1,9,25,0,112,174,3,51
Bcen_4229,0,2,17,0,185,202,11,42
Bcen_4230,0,6,18,0,113,178,2,40
Bcen_4231,28,21,83,20,148,275,21,53
Bcen_4232,1,9,8,4,60,72,4,30
Bcen_4233,1,6,6,2,33,43,0,17
Bcen_4234,8,5,27,9,131,144,11,56
Bcen_4235,1,4,14,4,79,100,9,22
Bcen_4236,0,6,8,0,26,30,3,15
Bcen_4237,1,5,8,0,39,66,2,13
Bcen_4238,1,2,13,0,57,57,2,17
Bcen_4239,0,3,30,0,117,161,3,65
Bcen_4240,1,6,40,0,129,245,4,35
Bcen_4241,4,28,18,6,67,74,6,30
Bcen_4242,10,20,26,14,76,73,12,48
Bcen_4243,0,2,14,1,93,76,9,29
Bcen_4244,15,16,36,13,77,107,14,38
Bcen_4245,38,30,82,38,147,238,24,92
Bcen_4246,13,26,37,15,133,135,28,53
Bcen_4247,4,17,43,18,85,142,16,48
Bcen_4248,2,11,74,3,89,337,0,35
Bcen_4249,2,6,22,1,63,144,0,15
Bcen_4250,0,6,24,2,133,155,4,38
Bcen_4251,0,12,24,3,88,111,2,36
Bcen_4252,1,2,10,1,33,35,0,27
Bcen_4253,1,14,11,9,112,119,1,45
Bcen_4254,1,33,42,33,276,331,13,140
Bcen_4255,0,66,53,128,368,475,10,215
Bcen_4256,0,18,8,17,78,91,3,54
Bcen_4257,0,23,18,33,76,118,1,56
Bcen_4258,0,41,38,63,105,244,3,85
Bcen_4259,3,16,11,21,82,104,0,39
Bcen_4260,0,0,13,0,32,45,0,5
Bcen_4261,0,2,10,0,50,48,0,17
Bcen_4262,0,14,58,0,247,368,4,84
Bcen_4263,0,7,58,2,164,343,6,49
Bcen_4264,0,11,48,0,106,226,1,37
Bcen_4265,0,1,15,0,62,73,1,14
Bcen_4266,0,7,49,1,213,279,3,53
Bcen_4267,0,7,18,0,95,112,1,25
Bcen_4268,0,4,5,0,97,61,5,17
Bcen_4269,0,8,23,1,170,166,4,36
Bcen_4270,0,8,3,0,47,74,3,13
Bcen_4271,0,8,23,0,121,129,4,41
Bcen_4272,0,4,9,0,73,75,4,16
Bcen_4273,12,4,10,0,10,38,1,9
Bcen_4274,5,4,17,0,37,69,1,7
Bcen_4275,8,9,20,5,48,84,4,34
Bcen_4276,2,13,39,6,123,210,6,42
Bcen_4277,3,6,13,2,79,63,3,17
Bcen_4278,0,4,33,0,68,147,4,28
Bcen_4279,1,14,15,6,50,77,1,10
Bcen_4280,2,25,35,20,110,137,3,80
Bcen_4281,1,16,11,15,98,123,2,47
Bcen_4282,0,17,18,11,70,131,2,44
Bcen_4283,0,16,15,21,45,91,2,47
Bcen_4284,0,13,20,35,40,117,0,61
Bcen_4285,0,168,49,118,424,400,13,323
Bcen_4286,0,10,22,4,77,94,6,30
Bcen_4287,2,5,10,0,26,48,2,12
Bcen_4288,4,5,30,2,119,111,11,43
Bcen_4289,1,10,17,1,101,88,3,21
Bcen_4290,0,4,16,0,161,183,4,30
Bcen_4291,2,5,28,1,104,125,4,20
Bcen_4292,1,1,22,2,101,131,7,27
Bcen_4293,2,3,20,0,39,52,2,28
Bcen_4294,0,2,10,0,25,45,2,11
Bcen_4295,0,0,16,1,71,104,2,27
Bcen_4296,0,1,10,0,49,61,3,16
Bcen_4297,0,1,11,0,92,86,2,8
Bcen_4298,1,15,79,5,244,310,12,73
Bcen_4299,6,3,16,0,15,40,1,10
Bcen_4300,0,1,13,1,69,80,2,20
Bcen_4301,1,5,50,0,168,218,1,43
Bcen_4302,3,10,37,0,106,157,2,48
Bcen_4303,2,5,23,3,85,125,1,35
Bcen_4304,2,6,26,2,116,150,6,42
Bcen_4305,5,5,10,1,132,120,10,34
Bcen_4306,4,9,28,0,112,94,0,23
Bcen_4307,2,2,12,0,64,75,1,18
Bcen_4308,2,1,4,0,20,32,0,8
Bcen_4309,0,2,6,2,45,60,1,10
Bcen_4310,7,16,9,1,100,94,1,22
Bcen_4311,1,13,27,1,100,127,0,39
Bcen_4312,3,29,36,7,238,327,9,89
Bcen_4313,2,4,23,2,91,113,4,30
Bcen_4314,0,4,20,0,60,103,2,14
Bcen_4315,1,6,11,4,86,80,2,20
Bcen_4316,1,8,13,1,89,119,4,27
Bcen_4317,1,2,31,0,123,138,4,37
Bcen_4318,0,8,29,1,102,137,3,40
Bcen_4319,0,7,59,2,173,281,6,42
Bcen_4320,0,0,15,0,84,90,2,23
Bcen_4321,0,4,8,0,34,26,0,13
Bcen_4322,0,5,26,2,272,244,12,52
Bcen_4323,0,1,10,2,77,43,0,12
Bcen_4324,0,2,29,0,94,119,5,27
Bcen_4325,0,0,26,0,52,76,0,27
Bcen_4326,0,3,7,0,75,91,2,28
Bcen_4327,0,6,15,0,81,113,1,30
Bcen_4328,0,4,12,0,85,112,0,16
Bcen_4329,1,16,26,8,236,237,8,74
Bcen_4330,5,3,22,0,35,64,1,15
Bcen_4331,0,1,2,0,20,46,0,4
Bcen_4332,0,8,39,2,130,208,1,36
Bcen_4333,0,3,17,0,67,112,0,20
Bcen_4334,0,0,8,0,28,54,2,7
Bcen_4335,0,0,2,0,20,15,0,7
Bcen_4336,0,5,56,1,120,243,2,49
Bcen_4337,0,6,12,0,65,90,3,22
Bcen_4338,0,6,15,0,150,155,3,31
Bcen_4339,0,1,17,0,67,79,2,21
Bcen_4340,0,5,7,0,106,83,1,19
Bcen_4341,0,1,0,0,33,25,0,10
Bcen_4342,6,40,33,11,113,176,7,32
Bcen_4343,0,25,29,6,118,160,8,38
Bcen_4344,0,8,27,0,114,133,3,21
Bcen_4345,0,7,14,0,109,114,2,20
Bcen_4346,0,5,19,0,112,105,0,21
Bcen_4347,0,5,7,0,88,90,2,20
Bcen_4348,0,10,14,1,90,92,1,32
Bcen_4350,1,7,46,1,163,276,12,52
Bcen_4351,0,5,8,0,36,63,0,12
Bcen_4352,0,6,14,3,100,100,7,35
Bcen_4353,1,4,13,0,71,88,2,9
Bcen_4354,4,7,28,3,107,110,4,44
Bcen_4355,6,10,46,4,121,180,7,41
Bcen_4356,28,20,106,13,204,312,18,75
Bcen_4357,1,4,22,0,16,61,0,10
Bcen_4358,11,29,93,15,174,347,19,61
Bcen_4359,0,17,10,2,154,95,5,49
Bcen_4360,3,14,25,2,122,117,6,32
Bcen_4361,2,6,6,1,35,42,1,16
Bcen_4362,1,8,16,0,67,84,1,19
Bcen_4363,0,6,24,0,99,128,8,36
Bcen_4364,1,6,34,2,119,143,0,36
Bcen_4365,3,19,29,9,59,87,3,24
Bcen_4366,27,179,26,12,33,44,6,33
Bcen_4367,0,2,7,0,24,32,1,9
Bcen_4368,0,7,11,0,38,90,4,21
Bcen_4369,2,3,15,0,29,60,1,6
Bcen_4370,8,8,17,4,31,62,1,7
Bcen_4371,1,5,51,4,110,179,5,41
Bcen_4372,0,4,15,1,64,104,2,32
Bcen_4373,0,7,46,5,82,133,3,21
Bcen_4375,3,8,52,6,122,200,5,32
Bcen_4376,1,5,32,1,111,138,1,32
Bcen_4377,3,7,18,3,201,192,17,47
Bcen_4379,9,14,21,11,110,102,10,37
Bcen_4380,3,26,19,40,71,101,4,38
Bcen_4381,1,33,17,34,69,110,6,73
Bcen_4382,3,94,81,94,215,386,8,127
Bcen_4383,16,22,37,23,40,87,3,30
Bcen_4384,2,8,25,3,82,69,6,27
Bcen_4385,270,1195,318,1066,217,594,182,789
Bcen_4386,2,2,14,2,82,91,2,18
Bcen_4388,216,94,87,90,100,87,124,121
Bcen_4389,0,6,19,0,98,116,1,28
Bcen_4390,2,8,34,17,87,122,5,27
Bcen_4391,1,3,11,8,9,39,4,14
Bcen_4392,0,8,29,3,94,153,1,30
Bcen_4393,0,5,37,6,267,301,8,74
Bcen_4394,0,7,33,4,130,235,3,39
Bcen_4395,0,8,31,2,203,279,6,45
Bcen_4396,2,7,23,1,85,124,3,30
Bcen_4397,2,12,28,7,117,166,3,35
Bcen_4398,4,6,14,2,95,115,4,29
Bcen_4399,2,29,149,3,314,522,14,102
Bcen_4400,1,6,57,3,78,163,2,43
Bcen_4401,10,17,70,14,118,208,20,44
Bcen_4402,48,30,138,40,139,227,22,69
Bcen_4403,4,7,21,4,66,74,11,29
Bcen_4404,9,16,32,7,109,98,17,39
Bcen_4405,29,29,64,13,150,151,23,63
Bcen_4406,27,16,67,16,89,148,20,37
Bcen_4407,11,8,24,3,76,68,19,33
Bcen_4408,11,6,47,8,68,110,10,30
Bcen_4409,20,15,69,15,113,176,25,34
Bcen_4410,9,15,15,4,68,87,3,36
Bcen_4411,2,5,30,1,102,116,9,29
Bcen_4412,11,12,43,4,247,221,12,54
Bcen_4413,5,24,62,10,162,192,26,48
Bcen_4414,38,21,105,53,152,196,29,80
Bcen_4415,9,6,49,32,108,144,9,50
Bcen_4416,6,9,28,9,68,83,5,29
Bcen_4417,0,1,5,3,19,15,1,4
Bcen_4418,22,38,47,28,139,205,8,68
Bcen_4419,0,7,22,2,75,174,3,29
Bcen_4420,1,4,18,1,47,96,1,16
Bcen_4421,1,2,17,0,60,88,1,18
Bcen_4422,0,4,29,2,135,248,4,39
Bcen_4423,0,3,11,0,33,42,1,11
Bcen_4424,0,2,18,1,92,103,1,26
Bcen_4425,1,5,21,3,125,159,3,35
Bcen_4426,1,5,8,0,41,49,1,12
Bcen_4427,1,3,18,0,100,114,3,22
Bcen_4428,148,35,465,112,227,261,122,79
Bcen_4429,22,5,22,2,20,24,5,6
Bcen_4430,97,16,155,22,91,123,29,40
Bcen_4431,124,26,276,50,239,281,55,95
Bcen_4432,47,24,41,18,36,36,7,16
Bcen_4433,57,26,104,47,58,116,11,28
Bcen_4434,6,9,19,6,58,86,7,22
Bcen_4435,74,37,200,46,107,125,71,39
Bcen_4436,3,11,16,1,142,125,11,49
Bcen_4437,44,28,93,19,73,73,39,26
Bcen_4438,23,23,56,21,110,141,18,56
Bcen_4439,146,75,184,88,241,404,45,114
Bcen_4440,2,10,17,2,40,59,5,11
Bcen_4441,3,6,11,1,44,52,1,19
Bcen_4442,3,8,10,1,27,30,3,19
Bcen_4443,0,15,33,11,149,201,2,49
Bcen_4444,1,1,13,0,162,117,2,32
Bcen_4445,0,6,20,0,69,107,1,27
Bcen_4446,0,3,47,0,154,222,2,39
Bcen_4447,1,11,41,5,84,128,2,28
Bcen_4448,1,7,39,1,105,147,3,43
Bcen_4449,5,18,36,4,166,196,9,56
Bcen_4450,0,3,16,1,99,117,3,35
Bcen_4451,2,11,17,0,96,120,4,33
Bcen_4452,1,8,48,1,191,269,6,56
Bcen_4453,0,3,3,0,32,56,0,8
Bcen_4454,3,8,16,2,44,60,3,28
Bcen_4455,4,9,28,0,69,95,2,34
Bcen_4456,20,13,13,1,81,68,11,20
Bcen_4457,4,33,9,13,25,49,1,30
Bcen_4458,8,13,14,10,27,43,5,14
Bcen_4459,40,34,132,36,134,237,77,58
Bcen_4460,0,4,13,2,71,85,3,25
Bcen_4461,6,11,25,4,136,146,10,45
Bcen_4462,1,5,19,1,92,84,1,17
Bcen_4463,1,14,52,1,275,290,12,74
Bcen_4464,3,5,17,1,94,91,8,26
Bcen_4465,0,4,11,1,132,130,2,35
Bcen_4466,2,4,40,0,179,242,2,47
Bcen_4467,1,6,22,2,152,164,5,45
Bcen_4468,2,11,52,1,118,225,3,59
Bcen_4469,0,8,9,0,64,63,2,17
Bcen_4470,0,2,13,1,135,133,4,16
Bcen_4471,1,18,90,0,304,451,5,86
Bcen_4472,0,1,26,0,166,184,5,49
Bcen_4473,0,1,7,0,66,103,1,26
Bcen_4474,0,2,12,0,44,80,0,19
Bcen_4475,0,8,43,0,176,206,4,47
Bcen_4476,0,8,32,3,190,205,5,75
Bcen_4477,0,7,18,0,40,68,0,18
Bcen_4478,2,4,36,2,127,187,4,40
Bcen_4479,3,7,47,4,130,206,6,44
Bcen_4480,106,120,277,89,232,407,73,144
Bcen_4481,28,25,120,29,193,254,52,81
Bcen_4482,9,44,29,55,25,21,9,74
Bcen_4483,1,5,24,1,127,124,5,37
Bcen_4484,4,4,26,2,130,127,4,32
Bcen_4485,7,4,42,4,68,131,9,33
Bcen_4486,63,32,170,36,232,313,40,90
Bcen_4487,22,15,66,24,99,96,20,73
Bcen_4488,7,16,50,41,50,72,9,34
Bcen_4489,42,19,76,15,92,150,21,46
Bcen_4490,40,79,30,13,88,92,19,29
Bcen_4491,17,15,38,13,91,133,17,35
Bcen_4492,11,35,40,21,171,183,24,62
Bcen_4493,40,76,165,50,268,389,32,142
Bcen_4494,23,33,72,34,62,112,18,52
Bcen_4495,7,25,16,4,47,38,3,61
Bcen_4496,22,27,66,27,160,195,19,63
Bcen_4497,10,14,53,11,126,160,10,37
Bcen_4498,3,8,24,1,76,92,2,37
Bcen_4499,0,1,9,1,38,48,0,10
Bcen_4500,6,9,5,5,30,48,4,38
Bcen_4501,127,11,22,9,27,41,21,15
Bcen_4502,2,16,31,6,87,105,5,33
Bcen_4503,1,4,18,3,55,59,2,17
Bcen_4504,11,6,34,0,82,95,16,26
Bcen_4505,3,5,13,1,109,115,15,27
Bcen_4506,2,3,20,0,89,82,7,24
Bcen_4507,2,10,17,1,102,97,2,33
Bcen_4508,6,8,40,8,216,167,15,70
Bcen_4509,2,4,17,3,34,61,5,8
Bcen_4510,2,3,7,1,75,60,2,12
Bcen_4511,1,7,18,1,123,112,12,25
Bcen_4512,2,9,2,0,97,78,9,37
Bcen_4513,6,15,67,5,137,151,22,60
