,SN148_R1 TPM,SN148_R2 TPM,SN148-w-Ca_R1 TPM,SN148-w-Ca_R2 TPM,crz1_R1 TPM,crz1_R2 TPM,crz1-w-Ca_R1 TPM,crz1-w-Ca_R2 TPM
CR_06430W_B,4.57666,4.9423,16.3584,15.9871,9.37858,8.2244,9.02823,9.52537
CR_06440C_A,15.8523,14.2483,15.597,15.2903,4.92186,4.7328,9.15025,7.97609
CR_06440C_B,9.64936,10.2043,16.5178,15.3335,7.36365,7.85727,8.25465,9.44761
CR_06450W_A,5.40865,5.60046,5.52966,5.89595,3.54728,3.18232,4.81812,4.33931
CR_06450W_B,4.86327,4.31866,7.63911,6.56033,2.12906,2.37535,4.81812,5.07909
CR_06460W_A,2.19277,2.20815,2.01933,1.97349,0,0,4.71275,3.05483
CR_06460W_B,0.461149,0,2.01933,1.97349,0,0,1.53822,0
CR_06470W_A,21.9205,18.7582,22.5011,22.5197,39.6744,39.695,13.1669,12.5882
CR_06470W_B,21.9205,23.7208,17.6607,16.7304,21.4298,19.4654,18.6616,18.5209
CR_06480C_A,6.15386,6.07963,3.82848,4.21449,2.28062,2.23294,2.53471,2.96768
CR_06480C_B,2.12391,2.60895,2.53157,1.59095,1.51697,1.48525,4.32262,3.73464
CR_06490C_A,160.868,161.536,59.2101,50.3056,81.4471,88.6015,100.748,96.0881
CR_06490C_B,128.307,124.333,52.226,58.6007,86.2912,78.6517,93.5034,94.8784
CR_06500C_A,0.825573,3.60596,6.57675,10.2409,0,0,8.73709,14.8102
CR_06500C_B,6.53481,3.60596,11.7618,10.2409,0,0,44.9214,34.8753
CR_06510W_A,0.563355,1.42154,0,0,0,0,15.4541,15.1047
CR_06510W_B,2.33825,1.42154,4.13096,4.03718,0,0,8.47054,8.27907
CR_06520C_A,23.0578,21.4499,16.3956,14.4984,11.0534,12.9588,20.2418,4.35119
CR_06520C_B,17.4442,18.2352,20.127,14.4984,4.86837,7.56338,8.05435,23.3054
CR_06530W_A,144.948,148.249,118.173,111.042,121.587,111.83,143.449,130.407
CR_06530W_B,121.967,115.775,62.3225,65.3555,127.873,132.415,129.261,139.955
CR_06540W_A,5.98722,6.00955,2.65034,2.86911,4.03936,3.48478,1.44837,1.22242
CR_06540W_B,5.18684,4.83228,6.50043,6.07391,6.22166,6.56171,1.053,1.22242
CR_06550C_A,36.6079,43.697,1354.92,1352.81,0,0,26.5483,25.9482
CR_06550C_B,47.2346,42.6293,692.093,722.26,18.2789,17.8967,7.67907,7.50548
CR_06560C_A,50.6809,49.6302,111.714,84.5104,26.0742,22.3741,55.8357,55.0477
CR_06560C_B,30.6282,27.6895,97.9548,109.723,55.3603,57.3578,52.4508,45.0353
CR_06570C_A,2.67421,2.35915,9.77536,10.2736,7.40909,7.84922,10.1417,10.7187
CR_06570C_B,6.45334,6.58471,10.4539,10.299,13.8854,13.5912,17.8768,17.0985
CR_06580W_A,0,0,0,0,0,0,0,0
CR_06580W_B,0,0,0,0,0,0,0,0
CR_06590C_A,1.20783,1.18347,4.51407,3.71123,4.00375,3.92004,5.25335,4.757
CR_06590C_B,1.20783,1.18347,4.51407,3.71123,4.00375,3.92004,5.25335,4.757
CR_06610W_A,0.551114,0.539998,0,0,1.82837,1.79015,1.69124,1.65301
CR_06610W_B,0.549995,0.538902,0,0,1.8264,1.78822,1.68915,1.65097
CR_06620W_A,10.6092,9.76884,33.757,35.2665,21.5352,20.6242,31.1551,34.5877
CR_06620W_B,14.3962,14.9685,24.3965,21.5669,24.6055,23.5631,26.3631,21.6303
CR_06640C_A,17.3023,15.4742,10.6109,8.79792,18.9223,17.2322,3.84563,3.54403
CR_06640C_B,16.3461,17.2841,15.782,15.1947,16.278,17.2322,7.39019,6.79043
CR_06650C_A,15.9193,15.5982,23.4895,22.9563,15.2745,14.9551,18.2623,15.5481
CR_06650C_B,15.9193,15.5982,23.4895,22.9563,15.2745,14.9551,18.2623,15.5481
CR_06660W_A,20.6865,20.2938,4.23248,4.16906,12.5759,12.6628,2.77634,2.96814
CR_06660W_B,20.6865,20.2938,4.23248,4.16906,12.5759,12.6628,2.77634,2.96814
CR_06670W_A,0,0,1.06031,1.03624,0,0,0,0
CR_06670W_B,0,0,1.06031,1.03624,0,0,0,0
CR_06680C_A,9.59168,9.02925,8.28742,7.1762,8.53625,8.35779,7.49473,6.38406
CR_06680C_B,12.7254,12.7508,8.28742,9.02236,10.2685,10.0538,10.1038,10.8166
CR_06690C_A,22.117,21.6709,25.8376,25.251,36.9264,36.1544,31.7834,31.0649
CR_06690C_B,22.117,21.6709,25.8376,25.251,36.9264,36.1544,31.7834,31.0649
CR_06700C_A,87.6749,86.1402,89.3539,87.3254,100.442,98.3422,146.868,142.833
CR_06700C_B,87.6749,86.1402,89.3539,87.3254,100.442,98.3422,146.868,142.833
CR_06710C_A,15.6884,13.9751,23.176,29.9387,24.0145,28.1367,14.2876,16.5336
CR_06710C_B,17.6713,18.7118,11.5454,4.66368,19.9975,13.9691,6.16571,2.73569
CR_06720W_A,44.8765,45.6561,8.5461,10.3366,41.7928,39.4981,18.4546,20.5472
CR_06720W_B,56.6086,53.782,14.638,12.3212,21.1922,21.3381,15.8867,13.0178
CR_06730W_A,5.61482,5.50157,7.51756,7.3469,8.02567,7.52827,5.88403,5.75102
CR_06730W_B,5.61482,5.50157,7.51756,7.3469,8.02567,7.52827,5.88403,5.75102
CR_06740W_A,4.38287,3.70891,5.3767,5.25463,4.30032,4.21041,2.34187,2.28893
CR_06740W_B,2.28249,2.822,2.84678,2.78216,3.00034,2.93761,3.36201,3.28601
CR_06750C_A,137.422,134.208,145.86,135.947,172.944,175.684,185.104,170.856
CR_06750C_B,139.541,136.214,173.915,176.569,209.609,198.871,206.036,209.981
CR_06760C_A,165.421,162.085,181.303,176.82,120.189,117.676,144.431,141.166
CR_06760C_B,165.421,162.085,181.303,176.82,120.189,117.676,144.431,141.166
CR_06770C_A,93.0257,92.5676,45.6272,47.008,148.315,146.401,62.5251,61.1118
CR_06770C_B,93.0257,92.5676,45.6272,47.008,148.315,146.401,62.5251,61.1118
CR_06780W_A,24.2092,23.5562,25.8634,25.7439,23.9601,23.4592,14.4706,14.1435
CR_06780W_B,24.2092,23.5562,25.8634,25.7439,23.9601,23.4592,14.4706,14.1435
CR_06790C_A,5.35393,4.25303,1.51886,1.38562,3.45358,4.52258,2.8639,2.42653
CR_06790C_B,8.25137,9.02832,2.26903,2.25034,5.78875,4.52258,4.82751,4.06332
CR_06800C_A,2245.06,2243.29,1379.13,1362.88,2003.94,2018.75,130.195,140.104
CR_06800C_B,2245.06,2243.29,1379.13,1362.88,2003.94,2018.75,130.195,140.104
CR_06810W_A,1554.22,1528.29,915.155,1030.55,1522.82,1457.74,32.6691,33.2373
CR_06810W_B,1486.86,1448.78,877.722,701.082,1313.63,1284.41,61.4009,57.4144
CR_06820W_A,40.784,33.1067,37.921,20.2083,35.6802,51.2825,31.6101,29.0173
CR_06820W_B,44.4441,47.0636,3.43446,20.2083,85.7779,67.6363,39.1308,42.6805
CR_06830C_A,12.1404,11.4758,18.1047,16.5019,14.0712,12.8991,10.3163,9.44055
CR_06830C_B,12.1404,11.4758,18.1047,16.5019,14.0712,12.8991,10.3163,9.44055
CR_06840W_A,12.0177,11.8418,8.59374,9.00796,11.3033,10.7667,10.2406,10.2936
CR_06840W_B,12.5288,12.0711,12.9009,11.9996,8.45214,8.57526,7.2876,6.83887
CR_06850C_A,121.385,122.873,191.206,186.866,138.207,135.318,138.326,129.172
CR_06850C_B,121.385,122.873,191.206,186.866,138.207,135.318,138.326,129.172
CR_06860C_A,68.4608,70.6383,117.562,105.708,102.585,104.09,77.5949,82.9755
CR_06860C_B,79.9301,74.4389,154.921,160.134,163.826,155.41,85.0694,75.5207
CR_06870C_A,0.805045,0.788807,0,0,2.1771,2.13159,1.2746,1.24579
CR_06870C_B,0.608906,0.596624,1.24703,1.21872,1.49071,1.45954,4.30503,4.20772
CR_06900C_A,10.3082,10.3699,11.7132,9.56235,3.87001,3.7891,9.37949,7.08298
CR_06900C_B,9.04142,8.40774,11.7132,12.3006,19.7145,19.3023,7.9115,8.70471
CR_06910W_A,8.07928,7.28414,16.3554,15.2353,6.83877,6.91219,7.82096,7.98467
CR_06910W_B,7.44536,7.81389,16.0659,16.1063,5.66703,5.33215,10.2596,9.68716
CR_06920W_A,2.49376,2.27956,0,0,4.82185,7.84602,2.86899,2.80414
CR_06920W_B,4.16008,4.53309,2.66094,2.60053,8.01356,4.72103,3.78707,3.70146
CR_06930W_A,10.1294,9.31518,13.8526,11.5234,25.1087,19.5974,15.7773,15.388
CR_06930W_B,13.3213,12.247,9.72942,11.5234,11.0839,6.95436,7.43114,6.21207
CR_06940W_A,5.5411,5.27612,7.52121,7.35046,7.25303,8.69155,6.69832,5.91756
CR_06940W_B,5.72611,5.61679,10.0335,9.80572,7.25303,5.51124,4.85817,5.37769
CR_06950C_A,230.864,235.52,262.238,256.284,298.095,291.862,136.848,139.458
CR_06950C_B,230.864,235.52,262.238,256.284,298.095,291.862,136.848,139.458
CR_06960W_A,10.836,7.69886,16.9755,12.4917,10.9066,9.21453,16.4012,15.064
CR_06960W_B,9.94138,12.4495,8.63425,10.7482,12.402,13.6068,10.5532,10.6383
CR_06970C_A,6.3013,8.13673,7.72145,13.3727,6.71614,6.57572,10.5802,11.312
CR_06970C_B,12.8864,10.9233,7.72145,3.92937,14.8862,14.5749,6.8828,7.3447
CR_06980W_A,6.76988,10.6703,10.9941,7.60399,6.78716,6.64526,15.2926,28.0022
CR_06980W_B,9.91364,8.96936,10.9941,13.8851,6.78716,6.64526,15.2926,1.89156
CR_06990W_A,0,0,0,0,0,0,0,0
CR_06990W_B,0,0,0,0,0,0,0,0
CR_07000C_A,10.025,9.69478,6.20872,5.46161,6.945,6.65377,6.18394,5.62365
CR_07000C_B,8.71852,8.67068,8.50426,8.91736,8.03584,8.01387,5.85445,6.14261
CR_07010W_A,72.0744,69.1047,68.1596,71.8097,64.0097,57.2945,67.4091,66.5209
CR_07010W_B,63.8044,64.4438,57.5622,53.6804,88.4339,91.5327,65.8925,65.0242
CR_07020W_A,127.734,124.785,58.2261,42.7193,95.6388,83.37,74.1847,58.8774
CR_07020W_B,110.77,107.34,80.9524,97.7525,95.6388,110.469,80.7885,99.795
CR_07030C_A,14.2651,12.532,6.51945,10.5855,5.93787,6.44717,10.5376,10.2994
CR_07030C_B,26.2907,27.6254,6.51945,2.1574,9.65057,8.81536,2.2059,2.15603
CR_07040W_A,8.46877,8.05582,10.7815,10.9484,10.4683,10.2771,10.4632,10.5696
CR_07040W_B,6.5768,6.4623,9.27822,8.65592,9.46026,8.29764,10.4632,9.88375
CR_07050C_A,142.392,137.16,58.5477,58.382,113.806,107.697,51.4527,49.6018
CR_07050C_B,146.303,145.586,61.7049,58.9021,102.527,104.464,52.674,51.528
CR_07060C_A,7.58102,7.14137,28.7036,28.6744,2.95245,3.9945,17.4052,14.3888
CR_07060C_B,13.6849,13.4955,33.5931,30.5028,17.6684,14.5202,18.4073,20.0012
CR_07070C_A,5.36575,5.26298,10.2014,9.06237,3.26314,4.31955,6.8521,8.41703
CR_07070C_B,3.34435,3.02271,9.78077,10.2307,3.15561,2.68178,9.8251,7.88964
CR_07080W_A,142.358,136.76,45.7711,38.1571,84.1796,86.9587,41.9354,38.9537
CR_07080W_B,173.691,162.834,55.9768,58.4184,97.7591,86.9587,33.0297,29.6869
CR_07090W_A,12.9633,12.5683,20.984,20.9927,15.4736,15.3591,13.8494,13.9903
CR_07090W_B,11.5766,11.5251,25.2022,23.8694,14.7105,14.1939,18.0095,17.1484
CR_07100W_A,21.3634,20.203,68.8081,61.9907,15.4317,14.2862,19.4914,17.9375
CR_07100W_B,25.3711,25.5889,93.1387,92.1496,16.0932,15.5655,33.9964,32.8568
CR_07110C_A,3.66061,3.20083,7.42812,6.7695,3.29183,3.88605,4.31607,3.56026
CR_07110C_B,2.18111,2.38811,4.10739,4.50413,3.29183,2.55997,4.31607,4.46349
CR_07120C_A,8.87211,8.34638,15.053,15.4997,12.483,13.7944,3.23512,2.73014
CR_07120C_B,9.64242,9.79471,13.8965,14.3945,3.57408,1.92694,3.23512,2.73014
CR_07130C_A,0.83056,0.813807,1.35886,1.91474,0,0,3.36234,3.28634
CR_07130C_B,0.83056,0.813807,3.37094,2.70769,2.18914,2.14337,1.10738,1.08235
CR_07140C_A,0,0,0,0,0,0,13.1102,11.2693
CR_07140C_B,0.915309,0.896847,0,0,0,0,3.70534,4.78859
CR_07150W_A,92.1071,88.8229,93.4904,95.7992,152.7,167.387,195.792,207.412
CR_07150W_B,174.136,168.601,204.081,186.05,261.352,230.874,360.748,338.311
CR_07160C_A,7.46113,6.2079,30.0759,27.7796,6.89443,6.22675,9.94647,9.31703
CR_07160C_B,7.46113,6.2079,30.0759,27.7796,6.89443,6.22675,9.94647,9.31703
CR_07170W_A,5.12991,5.36718,18.052,17.782,6.87096,5.8534,10.7333,11.3195
CR_07170W_B,6.67804,5.36718,20.4249,15.0762,6.87096,5.8534,13.738,11.3195
CR_07180W_A,18.2427,20.6193,20.2886,22.3324,31.6932,26.3723,35.8263,29.0744
CR_07180W_B,21.8829,19.1493,36.7702,33.4311,14.5147,19.816,31.3642,37.9828
CR_07190W_A,26.8529,26.973,22.2748,18.5373,34.3262,30.1313,21.3963,23.2867
CR_07190W_B,34.7701,35.082,32.7676,30.5463,31.9453,28.1686,32.7711,29.3731
CR_07200W_A,5.48226,5.28403,5.11512,4.999,4.87512,4.7732,8.77317,8.57485
CR_07200W_B,7.94053,7.86802,9.20582,8.99683,10.3279,10.112,11.5755,11.3139
CR_07210W_A,93.801,87.2984,135.269,168.22,70.4119,56.5921,109.537,106.976
CR_07210W_B,98.0463,102.638,152.023,126.456,121.908,148.098,132.716,135.799
CR_07220C_A,1.17666,1.15292,4.79405,4.48937,1.80749,1.7697,5.33509,5.06861
CR_07220C_B,1.49557,1.4654,3.08411,3.20995,2.25147,2.2044,2.86861,2.94965
CR_07230W_A,125.622,120.723,145.55,143.157,158.687,167.581,117.441,125.904
CR_07230W_B,132.124,133.609,87.8584,84.9528,165.502,149.829,117.441,103.669
CR_07240C_A,60.5713,60.1407,48.8429,66.0648,17.8455,18.2023,52.2775,36.6814
CR_07240C_B,37.2275,38.6113,34.0719,16.3525,31.1524,31.8116,29.4809,47.7089
CR_07250C_A,0.416148,0.407754,1.97113,1.59751,1.58134,1.84432,3.18807,3.51646
CR_07250C_B,0.627967,0.615301,3.05784,3.31729,1.58134,0,4.0075,3.51646
CR_07260C_A,0.754004,0.738795,0,0,0,0,0,0
CR_07260C_B,0.754004,0.738795,0,0,0,0,0,0
CR_07270C_A,2.12689,2.22433,1.63876,1.60156,3.97883,3.89565,2.94624,1.70173
CR_07270C_B,3.3004,2.91258,2.77501,2.71201,1.73904,1.70269,2.94624,4.05754
CR_07280W_A,1.50696,1.09875,1.20588,1.53254,0,0,0,0
CR_07280W_B,3.39947,3.70872,4.42183,3.96742,3.26177,3.19358,2.39137,3.59326
CR_07290W_A,1.69792,0.833845,3.6927,5.48544,2.07528,3.03909,3.80871,2.38205
CR_07290W_B,1.69792,2.76132,7.53302,5.48544,4.13269,3.03909,5.77737,7.80749
CR_07300W_A,0.373684,0.350865,1.06401,1.03986,0,0,1.5732,1.53764
CR_07300W_B,0.373684,0.51739,1.06401,1.03986,0,0,1.5732,1.53764
CR_07310W_A,12.5575,11.5929,3.89835,3.50614,6.86026,6.71683,5.27122,5.15206
CR_07310W_B,8.44419,8.66561,3.89835,4.11356,3.24009,3.17234,2.13386,2.08562
CR_07320C_A,49.3039,52.4007,33.7128,35.2709,20.4496,20.0221,32.0257,33.2391
CR_07320C_B,42.735,37.7818,9.29974,6.76521,28.5232,27.9269,51.5807,48.4774
CR_07330W_A,156.038,150.417,149.494,146.1,193.414,189.37,134.049,131.019
CR_07330W_B,156.038,150.417,149.494,146.1,193.414,189.37,134.049,131.019
CR_07340C_A,20.5391,23.1404,14.0931,24.1142,58.8906,64.6458,7.37863,3.92829
CR_07340C_B,25.4014,21.5633,19.3851,8.60397,23.4768,15.9995,24.8305,27.5527
CR_07350W_A,16.3779,16.1635,25.5879,26.5101,20.0203,19.5755,19.9333,18.9071
CR_07350W_B,16.6145,16.1635,22.24,20.232,18.9776,18.6071,13.5546,13.0875
CR_07360W_A,10.3745,10.3527,13.0854,12.5564,5.43359,5.08504,9.03538,9.57194
CR_07360W_B,14.3551,13.6631,13.9137,13.8298,4.41539,4.55803,6.26762,5.38514
CR_07370W_A,138.106,132.303,215.928,210.113,212.472,188.4,230.533,237.235
CR_07370W_B,115.984,116.662,202.517,198.833,172.375,188.4,197.791,181.407
CR_07380C_A,25.6435,24.8435,25.3573,27.139,22.6158,20.1674,18.5023,21.4417
CR_07380C_B,33.562,33.1678,23.9336,21.0329,38.8094,38.4263,25.373,21.4417
CR_07390C_A,83.2234,81.9296,31.5814,21.3743,63.9834,69.7708,48.36,34.9385
CR_07390C_B,69.5161,67.729,31.5814,40.3546,41.1445,33.1592,28.7146,40.3939
CR_07400C_A,269.497,263.559,251.452,247.293,256.332,243.568,363.636,368.872
CR_07400C_B,310.54,304.354,283.006,276.841,261.896,264.713,406.921,385.567
CR_07420W_A,92.6641,89.1493,94.6366,83.4643,96.5691,98.9072,122.402,127.571
CR_07420W_B,106.96,108.134,113.554,121.367,90.2809,87.0576,142.789,134.574
CR_07440W_A,19.7707,21.5398,22.8252,17.3827,17.7994,18.0327,5.66207,7.40334
CR_07440W_B,19.7713,17.5824,16.9501,21.8473,13.2516,13.4228,5.66207,3.66482
CR_07450C_A,15.1454,14.9672,22.4269,23.6266,11.1947,12.5939,7.96525,6.55
CR_07450C_B,14.2256,13.7038,22.4269,19.9034,17.0584,14.6183,7.01681,7.43431
CR_07460C_A,18.1959,18.8923,10.2687,11.1454,13.9375,13.7085,5.63359,5.66048
CR_07460C_B,19.272,17.3722,14.8952,12.5997,17.9675,17.5295,3.73188,3.49329
CR_07470W_A,52.4515,51.3935,52.7996,51.601,50.167,46.876,26.7061,26.1024
CR_07470W_B,52.4515,51.3935,52.7996,51.601,50.167,46.876,26.7061,26.1024
CR_07480W_A,62.3904,65.5414,201.247,237.893,74.8311,82.7976,92.7564,95.7639
CR_07480W_B,31.3777,28.0657,205.457,160.107,34.5751,25.3683,62.5114,58.2581
CR_07490C_A,5.55031,4.39312,3.33779,3.08565,5.15048,4.9857,3.38828,3.10466
CR_07490C_B,44.276,46.6159,51.2355,59.5109,79.835,81.4743,81.5641,85.6423
CR_07500W_A,0,0,0,0,0,0,1.32687,1.49843
CR_07500W_B,0,0,0,0,0,0,1.32687,1.49843
CR_07510W_A,37.2278,35.3115,44.1831,60.345,53.8139,49.5444,41.5314,25.5072
CR_07510W_B,48.2991,46.9872,33.3698,15.4473,53.8139,49.5444,27.9577,37.8083
CR_07520C_A,88.876,87.6045,96.8147,80.741,74.9737,66.3246,64.068,63.4189
CR_07520C_B,71.2345,67.542,117.134,133.277,83.9982,84.4852,110.451,98.3026
CR_07530C_A,13.3852,14.0406,8.98273,10.6834,6.84344,6.70036,5.52694,4.98643
CR_07530C_B,7.87078,6.5592,13.2109,10.6834,6.84344,6.70036,3.79507,3.42844
CR_07540C_A,0,0,1.12691,1.10133,0,0,0,0
CR_07540C_B,0,0,1.12691,1.10133,0,0,0,0
CR_07550C_A,0,0,0,0,0,0,8.60908,8.41447
CR_07550C_B,0,0,0,0,0,0,2.76347,2.701
CR_07560W_A,36.4347,34.0489,28.4569,31.7724,23.5163,29.615,32.3609,31.5085
CR_07560W_B,2.6482,2.79272,3.16721,3.8431,6.81805,7.60069,5.52285,5.80194
CR_07570W_A,25.4913,30.7794,10.1198,28.4931,42.7556,40.0494,33.9527,26.2124
CR_07570W_B,21.4987,14.3995,38.3733,20.1252,13.8006,15.3243,19.6846,26.2124
CR_07580C_A,3.67594,3.54005,6.93437,7.11188,3.83183,5.20247,8.2119,7.7459
CR_07580C_B,4.22792,4.20439,8.04957,7.11188,5.56293,3.99587,4.23652,4.42112
CR_07590W_A,141.339,139.737,120.298,107.226,104.632,100.171,99.3975,97.1506
CR_07590W_B,143.146,136.318,99.1344,107.226,126.039,125.678,71.8278,70.2041
CR_07600W_A,13.5035,14.8157,10.8089,9.24508,6.68519,7.01138,10.4125,10.2182
CR_07600W_B,17.1156,15.1859,10.2086,11.2953,10.002,9.32691,7.58379,7.37128
CR_07610C_A,0,0,0,0,0,0,0,2.80875
CR_07610C_B,0,0,0,0,0,0,0,2.80875
CR_07620W_A,35.9905,35.5224,34.6594,34.2387,34.9911,34.7991,49.4888,48.3701
CR_07620W_B,35.9905,35.5224,34.6594,34.2387,34.9911,34.7991,49.4888,48.3701
CR_07630C_A,3429.2,3523.81,1859.5,1972.33,2590.51,2704.32,1838.86,1880.89
CR_07630C_B,3429.2,3523.81,1859.5,1972.33,2590.51,2704.32,1838.86,1880.89
CR_07640C_A,21.8725,21.8032,42.8746,39.9611,30.9379,32.0729,38.9356,42.3162
CR_07640C_B,15.215,15.9025,26.9929,26.3801,19.2599,19.9339,10.7095,10.3909
CR_07650W_A,58.8824,60.7312,42.7955,48.5312,68.6253,58.6298,52.5202,45.2224
CR_07650W_B,62.5143,67.7877,57.5155,51.4441,56.9823,62.9215,31.0013,41.6449
CR_07660C_A,42.0201,41.8872,35.5339,44.879,22.5119,22.7304,21.8257,17.8732
CR_07660C_B,40.3746,38.8456,38.8915,27.8568,28.8546,29.142,33.5775,37.4338
CR_07670W_A,34.489,29.4185,21.4316,15.7368,8.54844,13.2097,18.5329,20.1416
CR_07670W_B,21.2153,25.1623,18.132,22.9287,26.0294,20.6452,22.682,20.1416
CR_07680C_A,1.90459,1.81163,2.66373,2.60326,2.5219,3.03078,1.58572,1.82805
CR_07680C_B,0.668167,0.709159,1.15538,1.12915,3.09271,2.46719,2.53029,1.82616
CR_07690W_A,48.5673,44.5615,66.4371,55.7689,23.339,44.7895,62.3965,43.6535
CR_07690W_B,29.8862,34.1995,74.5628,71.2947,54.7835,55.4246,24.4881,29.6912
CR_07700W_A,4.69517,4.60046,13.1531,10.4293,3.09296,3.0283,10.9509,12.8862
CR_07700W_B,1.98063,1.94068,8.19012,10.4293,6.54861,6.4117,15.4176,12.8862
CR_07710W_A,105.583,104.234,64.0523,62.9675,90.862,88.4182,69.8754,68.6941
CR_07710W_B,105.583,104.234,64.0523,62.9675,90.862,88.4182,69.8754,68.6941
CR_07720C_A,13.764,12.3156,7.22056,6.55197,10.3327,9.39379,7.64208,7.14658
CR_07720C_B,13.4403,14.34,5.29746,5.68188,10.3327,10.8395,5.85471,6.04512
CR_07730W_A,5.92784,5.31877,8.13457,6.15314,2.77165,2.7137,2.89513,3.82557
CR_07730W_B,2.40209,2.4999,2.61692,4.35427,2.77165,2.7137,4.93297,3.82557
CR_07740W_A,6.42716,6.29752,0,0,0,0,16.7394,30.0523
CR_07740W_B,18.1666,17.8002,0,0,22.8322,22.3548,0,0
CR_07750C_A,16.984,16.1705,10.9225,10.5594,13.713,12.8753,6.32037,6.96205
CR_07750C_B,15.5421,15.6996,14.6509,14.4334,5.32072,5.76048,12.8721,11.7965
CR_07760W_A,194.724,190.797,116.577,113.93,183.043,179.216,163.971,160.264
CR_07760W_B,194.724,190.797,116.577,113.93,183.043,179.216,163.971,160.264
CR_07770C_A,16.0904,13.7243,16.973,17.3814,15.2467,15.7465,14.9636,20.0176
CR_07770C_B,20.2048,22.5767,24.1955,23.551,16.9188,15.7465,32.506,27.1321
CR_07780W_A,20.022,19.0374,33.1467,32.3396,15.4904,14.3584,17.1175,17.184
CR_07780W_B,15.3589,15.2992,36.3655,36.0641,14.665,15.1665,24.158,23.1584
CR_07790C_A,252.892,253.385,414.93,423.424,230.553,235.367,495.885,469.067
CR_07790C_B,187.52,177.871,304.263,277.899,246.228,229.171,442.225,448.67
CR_07800W_A,4.69234,4.24761,12.7953,13.7233,0,0,5.95852,6.82396
CR_07800W_B,2.07561,2.11199,12.7953,9.74234,0,0,8.00504,6.82396
CR_07810W_A,5.84743,5.72948,10.7603,10.8998,1.96664,2.49086,7.3684,7.20184
CR_07810W_B,5.84743,5.72948,10.7603,10.8998,1.96664,2.49086,7.3684,7.20184
CR_07820W_A,1.16644,1.04858,1.59773,1.8455,2.44019,2.16818,2.66666,2.60638
CR_07820W_B,0.972265,1.04684,2.11514,1.3968,0,1.46842,1.33794,1.3077
CR_07830C_A,271.118,260.769,360.694,344.806,291.756,272.043,191.815,185.818
CR_07830C_B,271.118,260.769,360.694,344.806,291.756,272.043,191.815,185.818
CR_07840C_A,25.9036,38.2135,32.4348,53.3679,21.0202,35.0925,18.6709,29.9319
CR_07840C_B,25.9036,38.2135,32.4348,53.3679,21.0202,35.0925,18.6709,29.9319
CR_07850W_A,5.40537,5.98132,17.8497,17.1545,12.8935,10.4711,10.4833,9.49096
CR_07850W_B,15.353,13.7006,15.4537,13.9918,12.8935,14.7767,10.4833,9.49096
CR_07860C_A,31.1524,29.5272,24.9752,25.8236,21.8193,18.235,12.0929,11.0564
CR_07860C_B,31.1524,29.5272,24.9752,25.8236,21.8193,18.235,12.0929,11.0564
CR_07870W_A,6.45137,6.32125,7.44291,7.27394,9.48492,9.28662,8.02486,7.84346
CR_07870W_B,6.45137,6.32125,7.44291,7.27394,9.48492,9.28662,8.02486,7.84346
CR_07890W_A,106.141,105.731,138.889,143.511,63.5737,58.695,67.0349,62.7852
CR_07890W_B,89.8216,87.027,132.871,126.319,50.8209,51.743,60.3993,63.4547
CR_07900C_A,0,0,4.59161,4.48737,0,0,0,0
CR_07900C_B,0,0,4.59161,4.48737,0,0,0,0
CR_07910C_A,7.86534,7.43308,7.05968,6.17467,8.56362,7.59245,8.6114,7.16591
CR_07910C_B,8.75038,8.8475,8.94692,9.46854,5.6126,6.28739,10.3629,11.3795
CR_07920W_A,14.9135,13.7331,23.3271,22.6171,14.4451,11.0562,9.67929,6.00748
CR_07920W_B,17.2741,17.6475,22.0011,19.8892,14.4451,15.9094,7.54575,9.37826
CR_07930C_A,6.11807,5.99466,0,7.98577,0,0,0,0
CR_07930C_B,6.20336,6.07823,8.21413,0,0,0,0,0
CR_07940W_A,3.16939,2.91887,5.44738,4.93761,3.72715,3.64923,3.64659,4.14051
CR_07940W_B,1.88307,2.03168,2.41076,2.74213,2.42904,2.37825,4.38606,4.14051
CR_07950W_A,54.524,57.75,20.8892,24.6229,57.139,48.4558,30.159,25.0829
CR_07950W_B,56.9538,51.4793,29.5005,24.6229,41.8419,48.4558,43.7117,45.8447
CR_07960C_A,8.30518,7.80406,6.34134,5.94359,5.94325,4.81874,6.01793,4.69955
CR_07960C_B,8.94586,9.00781,14.6861,13.5705,7.4415,8.28618,4.3666,5.17096
CR_07970C_A,0,0,0,0,0,0,0,0
CR_07970C_B,0,0,0,0,0,0,0,0
CR_07990C_A,0,0,0,0,0,0,0,0
CR_07990C_B,0,0,0,0,0,0,0,0
CR_08000C_A,33.5946,29.4919,51.5715,48.0894,34.9007,25.6744,45.4526,34.604
CR_08000C_B,38.8336,41.11,29.8685,30.9828,24.7355,32.7149,50.3706,58.4935
CR_08010W_A,103.351,115.363,28,27.3643,71.2998,77.1823,41.2314,45.6956
CR_08010W_B,103.351,115.363,28,27.3643,71.2998,77.1823,41.2314,45.6956
CR_08020C_A,702.267,826.989,134.99,120.247,363.981,507.348,264.154,315.077
CR_08020C_B,907.205,1063.11,268.183,371.028,751.601,891.955,339.147,364.474
CR_08030C_A,24.5525,24.814,24.1907,25.8495,17.4664,19.5966,26.1444,27.0453
CR_08030C_B,26.3577,24.814,25.4017,22.6171,32.5453,29.3694,19.3238,17.3951
