Gene,CanAlb_plus_plus_1,CanAlb_plus_plus_2
C5_01190W_A-T,248,238
C5_01200W_A-T,10,14
C5_01210W_A-T,1886,1419
C5_01220W_A-T,198,186
C5_01230C_A-T,699,581
C5_01240W_A-T,327,283
C5_01250W_A-T,63,77
C5_01260W_A-T,1,0
C5_01270W_A-T,57,49
C5_01280C_A-T,71,62
C5_01290C_A-T,195,201
C5_01300C_A-T,6,2
C5_01310W_A-T,65,50
C5_01320W_A-T,685,631
C5_01330W_A-T,4,6
C5_01340W_A-T,187,162
C5_01350W_A-T,59,72
C5_01360W_A-T,3,3
C5_01390C_A-T,30,48
C5_01400W_A-T,205,198
C5_01410C_A-T,545,491
C5_01420W_A-T,72,60
C5_01430C_A-T,224,157
C5_01440C_A-T,28,24
C5_01450W_A-T,24,28
C5_01460W_A-T,133,130
C5_01470C_A-T,22,22
C5_01480W_A-T,154,144
C5_01490C_A-T,189,167
C5_01500C_A-T,46,43
C5_01510W_A-T,239,158
C5_01520C_A-T,1594,1317
C5_01530C_A-T,124,101
C5_01540W_A-T,16200,12121
C5_01560C_A-T,100,96
C5_01580C_A-T,56901,42958
C5_01590W_A-T,153,139
C5_01600C_A-T,273,268
C5_01610W_A-T,245,209
C5_01620C_A-T,46,42
C5_01640W_A-T,513,465
C5_01650C_A-T,310,264
C5_01670W_A-T,1,2
C5_01680C_A-T,165,173
C5_01690C_A-T,1675,1476
C5_01700W_A-T,871,781
C5_01710C_A-T,118,108
C5_01720C_A-T,77,39
C5_01730W_A-T,48,40
C5_01740C_A-T,35,25
C5_01760C_A-T,75,71
C5_01770C_A-T,489,392
C5_01780W_A-T,227,177
C5_01800C_A-T,261,308
C5_01810W_A-T,294,234
C5_01820W_A-T,3415,2675
C5_01830C_A-T,60,49
C5_01840C_A-T,116,78
C5_01850C_A-T,133,128
C5_01860W_A-T,1,0
C5_01870W_A-T,739,683
C5_01880C_A-T,102,84
C5_01890W_A-T,316,285
C5_01900C_A-T,190,165
C5_01910W_A-T,6621,4995
C5_01920C_A-T,37,45
C5_01930W_A-T,117,86
C5_01940W_A-T,258,280
C5_01950C_A-T,22,19
C5_01960C_A-T,848,725
C5_01970C_A-T,361,300
C5_01980C_A-T,225,213
C5_02000C_A-T,3251,2688
C5_02010C_A-T,415,310
C5_02020C_A-T,169,147
C5_02030W_A-T,1104,796
C5_02040W_A-T,174,166
C5_02050W_A-T,234,209
C5_02060W_A-T,73,52
C5_02070C_A-T,387,303
C5_02120C_A-T,520,394
C5_02140C_A-T,263,262
C5_02150C_A-T,166,141
C5_02160W_A-T,0,2
C5_02170C_A-T,4033,3538
C5_02180C_A-T,182,162
C5_02190C_A-T,591,498
C5_02210W_A-T,459,367
C5_02220C_A-T,19,24
C5_02230W_A-T,995,798
C5_02240W_A-T,24,13
C5_02260C_A-T,125,125
C5_02270W_A-T,2122,1814
C5_02280C_A-T,106,84
C5_02290W_A-T,20,26
C5_02300C_A-T,853,721
C5_02320C_A-T,111,115
C5_02330W_A-T,0,1
C5_02340C_A-T,415,375
C5_02350C_A-T,22,14
C5_02360C_A-T,5,12
C5_02370C_A-T,116,134
C5_02380W_A-T,1252,1062
C5_02390C_A-T,102,80
C5_02400W_A-T,457,406
C5_02410C_A-T,120,89
C5_02430W_A-T,1,0
C5_02440C_A-T,136,167
C5_02450W_A-T,83,96
C5_02460C_A-T,64,29
C5_02470W_A-T,719,609
C5_02480W_A-T,328,282
C5_02490C_A-T,2797,2166
C5_02500C_A-T,97,124
C5_02510C_A-T,231,202
C5_02520W_A-T,25,21
C5_02530W_A-T,703,607
C5_02550C_A-T,1009,832
C5_02560C_A-T,46,26
C5_02570W_A-T,1,1
C5_02580W_A-T,760,843
C5_02590C_A-T,465,407
C5_02600W_A-T,376,312
C5_02610C_A-T,62,57
C5_02620C_A-T,353,312
C5_02630C_A-T,3,0
C5_02640W_A-T,9,13
C5_02650C_A-T,231,213
C5_02660C_A-T,1962,1542
C5_02670W_A-T,94,81
C5_02680W_A-T,30,19
C5_02690W_A-T,29,22
C5_02700W_A-T,165,151
C5_02710W_A-T,1534,1237
C5_02720W_A-T,56,58
C5_02730C_A-T,241,197
C5_02740W_A-T,167,160
C5_02750C_A-T,188,163
C5_02760W_A-T,312,278
C5_02770W_A-T,186,184
C5_02780W_A-T,300,289
C5_02790C_A-T,809,808
C5_02800C_A-T,7,2
C5_02810W_A-T,43,47
C5_02820C_A-T,316,288
C5_02830W_A-T,225,154
C5_02840C_A-T,412,392
C5_02860C_A-T,824,689
C5_02890W_A-T,12526,9599
C5_02900W_A-T,156,124
C5_02910C_A-T,46,37
C5_02920W_A-T,222,155
C5_02930C_A-T,616,503
C5_02940C_A-T,360,342
C5_02950C_A-T,1,0
C5_02970W_A-T,219,179
C5_02980C_A-T,47,58
C5_02990W_A-T,140,144
C5_03000C_A-T,104,110
C5_03010W_A-T,102,67
C5_03020W_A-T,211,208
C5_03030W_A-T,1,1
C5_03050C_A-T,8,11
C5_03060C_A-T,99,77
C5_03070W_A-T,21965,16595
C5_03080C_A-T,63,61
C5_03090W_A-T,305,247
C5_03100C_A-T,302,288
C5_03110C_A-T,171,136
C5_03120W_A-T,149,154
C5_03130W_A-T,18,15
C5_03140C_A-T,596,580
C5_03150W_A-T,355,385
C5_03160W_A-T,210,191
C5_03170C_A-T,398,323
C5_03240W_A-T,87,76
C5_03250W_A-T,370,290
C5_03260C_A-T,45,31
C5_03270W_A-T,13,14
C5_03280W_A-T,7256,5559
C5_03290C_A-T,500,429
C5_03300C_A-T,123,84
C5_03310C_A-T,156,161
C5_03320C_A-T,20,16
C5_03330C_A-T,53,56
C5_03350W_A-T,5383,4830
C5_03360W_A-T,1124,816
C5_03370C_A-T,64,46
C5_03380W_A-T,101,89
C5_03390C_A-T,716,658
C5_03400C_A-T,425,314
C5_03410C_A-T,679,576
C5_03430W_A-T,6,1
C5_03440W_A-T,573,490
C5_03460C_A-T,50,52
C5_03470C_A-T,165,177
C5_03480C_A-T,159,105
C5_03490C_A-T,186,159
C5_03500W_A-T,908,848
C5_03510C_A-T,5,0
C5_03530C_A-T,95,77
C5_03540C_A-T,12169,10629
C5_03550W_A-T,1305,1197
C5_03560W_A-T,90,73
C5_03570W_A-T,85,90
C5_03580C_A-T,82,92
C5_03590W_A-T,81,69
C5_03600W_A-T,701,550
C5_03610W_A-T,24,20
C5_03620W_A-T,62,55
C5_03630C_A-T,113,102
C5_03640W_A-T,2,1
C5_03670C_A-T,118,81
C5_03680W_A-T,56,42
C5_03690W_A-T,1,0
C5_03700C_A-T,8,4
C5_03710C_A-T,9,21
C5_03740W_A-T,104,89
C5_03750W_A-T,15,14
C5_03760C_A-T,608,505
C5_03770C_A-T,2,2
C5_03780C_A-T,64,54
C5_03790W_A-T,860,752
C5_03800W_A-T,165,186
C5_03810C_A-T,35,31
C5_03820C_A-T,495,392
C5_03830C_A-T,191,175
C5_03840W_A-T,69,54
C5_03850W_A-T,395,307
C5_03860W_A-T,755,551
C5_03870C_A-T,52,47
C5_03900W_A-T,20310,18288
C5_03910C_A-T,16,6
C5_03920C_A-T,344,257
C5_03930C_A-T,129,144
C5_03940C_A-T,81,88
C5_03950W_A-T,137,135
C5_03960W_A-T,645,559
C5_03970W_A-T,21,28
C5_03980W_A-T,269,241
C5_03990W_A-T,112,98
C5_04000W_A-T,338,316
C5_04010C_A-T,4,3
C5_04030W_A-T,278,258
C5_04040C_A-T,1,0
C5_04050W_A-T,53,46
C5_04060C_A-T,58,68
C5_04070C_A-T,225,214
C5_04080C_A-T,100,96
C5_04090C_A-T,2444,2269
C5_04110W_A-T,496,502
C5_04120C_A-T,39,42
C5_04130C_A-T,10793,8486
C5_04140W_A-T,10,7
C5_04150C_A-T,61,77
C5_04160W_A-T,88,70
C5_04170W_A-T,177,187
C5_04190W_A-T,14,13
C5_04220W_A-T,2,1
C5_04250W_A-T,3,0
C5_04260W_A-T,12,7
C5_04270C_A-T,14786,11367
C5_04280C_A-T,302,281
C5_04290C_A-T,507,462
C5_04300C_A-T,2602,2217
C5_04310W_A-T,66,57
C5_04320C_A-T,36,47
C5_04330W_A-T,281,282
C5_04340W_A-T,268,279
C5_04350C_A-T,329,262
C5_04360C_A-T,92,77
C5_04370C_A-T,1,0
C5_04400W_A-T,2,0
C5_04410C_A-T,226,175
C5_04420W_A-T,132,105
C5_04430C_A-T,170,152
C5_04440C_A-T,42,39
C5_04470C_A-T,80,48
C5_04480C_A-T,0,2
C5_04490C_A-T,719,579
C5_04510W_A-T,160,113
C5_04520W_A-T,150,120
C5_04530W_A-T,625,682
C5_04540C_A-T,32,39
C5_04550W_A-T,247,228
C5_04560C_A-T,921,659
C5_04570C_A-T,1927,1761
C5_04580C_A-T,68,62
C5_04590C_A-T,13186,12102
C5_04600C_A-T,271,270
C5_04610W_A-T,201,175
C5_04620C_A-T,82,76
C5_04630W_A-T,387,308
C5_04640C_A-T,482,413
C5_04650C_A-T,174,164
C5_04660C_A-T,279,224
C5_04670W_A-T,295,279
C5_04680W_A-T,155,147
C5_04690C_A-T,6,6
C5_04700C_A-T,2653,2179
C5_04710W_A-T,140,115
C5_04720C_A-T,339,302
C5_04730C_A-T,1208,1066
C5_04740C_A-T,222,171
C5_04750C_A-T,1913,1418
C5_04770W_A-T,133,137
C5_04780W_A-T,143,148
C5_04790C_A-T,68,81
C5_04800W_A-T,2,4
C5_04810W_A-T,1649,1631
C5_04830W_A-T,49,55
C5_04840C_A-T,136,92
C5_04850W_A-T,20,26
C5_04860C_A-T,179,170
C5_04870W_A-T,44,38
C5_04880C_A-T,753,695
C5_04890C_A-T,100,95
C5_04900C_A-T,464,452
C5_04910W_A-T,567,462
C5_04920C_A-T,283,230
C5_04930C_A-T,1,2
C5_04940W_A-T,16,19
C5_04950C_A-T,525,442
C5_04960W_A-T,119,96
C5_04970C_A-T,99,83
C5_04990W_A-T,163,142
C5_05000C_A-T,155,116
C5_05010W_A-T,20,14
C5_05020C_A-T,379,344
C5_05030C_A-T,24,40
C5_05040W_A-T,77,63
C5_05050W_A-T,9376,9603
C5_05060C_A-T,26,14
C5_05070W_A-T,23,12
C5_05080W_A-T,187,201
C5_05090W_A-T,85,86
C5_05100C_A-T,115,121
C5_05110C_A-T,149,140
C5_05120W_A-T,1367,1231
C5_05130C_A-T,119,76
C5_05140W_A-T,161,176
C5_05150C_A-T,54,52
C5_05160C_A-T,417,370
C5_05170W_A-T,276,212
C5_05190W_A-T,114,68
C5_05200C_A-T,121,104
C5_05210W_A-T,54,48
C5_05220W_A-T,1,2
C5_05230C_A-T,6633,5469
C5_05240C_A-T,1,0
C5_05250C_A-T,739,676
C5_05260W_A-T,36,27
C5_05270C_A-T,577,474
C5_05280C_A-T,339,301
C5_05290C_A-T,697,585
C5_05300W_A-T,438,347
C5_05310W_A-T,527,462
C5_05320C_A-T,4,1
C5_05330C_A-T,134,102
C5_05340W_A-T,854,699
C5_05350W_A-T,129,124
C5_05360C_A-T,77,47
C5_05370C_A-T,104,81
C5_05380W_A-T,1669,1219
C5_05390C_A-T,673,576
C5_05400W_A-T,389,350
C5_05410C_A-T,2639,2488
C5_05430W_A-T,37,46
C5_05440C_A-T,229,258
C5_05450C_A-T,49,39
C5_05460C_A-T,66,48
C5_05470W_A-T,159,158
C5_05480W_A-T,374,378
C5_05490C_A-T,2380,1930
C5_05500C_A-T,94,68
C6_00020W_A-T,1,2
C6_00030W_A-T,22,10
C6_00070C_A-T,5,4
C6_00080C_A-T,28,22
C6_00090W_A-T,313,287
C6_00100C_A-T,1368,1194
C6_00110C_A-T,241,173
C6_00120W_A-T,77,63
C6_00130C_A-T,816,677
C6_00140C_A-T,1,2
C6_00150W_A-T,589,522
C6_00160W_A-T,134,127
C6_00170C_A-T,350,339
C6_00180C_A-T,13,7
C6_00190W_A-T,144,106
C6_00200C_A-T,906,808
C6_00210W_A-T,107,89
C6_00230W_A-T,2,4
C6_00240C_A-T,76,58
C6_00250W_A-T,145,120
C6_00260W_A-T,281,207
C6_00270W_A-T,155,132
C6_00280W_A-T,586,497
C6_00290W_A-T,116,74
C6_00300C_A-T,188,166
C6_00310W_A-T,259,233
C6_00320C_A-T,98,115
C6_00330C_A-T,1018,886
C6_00340C_A-T,199,184
C6_00350W_A-T,133,119
C6_00360C_A-T,85,95
C6_00370C_A-T,3780,3157
C6_00380C_A-T,22,24
C6_00390W_A-T,181,147
C6_00400C_A-T,68,56
C6_00410C_A-T,186,157
C6_00420W_A-T,323,273
C6_00430C_A-T,134,134
C6_00440C_A-T,273,330
C6_00460C_A-T,1,4
C6_00470C_A-T,10,9
C6_00480C_A-T,2845,2180
C6_00490W_A-T,30,35
C6_00500C_A-T,116,105
C6_00510C_A-T,166,168
C6_00520W_A-T,28,25
C6_00530C_A-T,218,191
C6_00540W_A-T,75,61
C6_00550W_A-T,999,745
C6_00560W_A-T,210,263
C6_00570C_A-T,215,209
C6_00590W_A-T,119,104
C6_00600C_A-T,1164,905
C6_00620W_A-T,706,491
C6_00630W_A-T,12,8
C6_00640C_A-T,82,93
C6_00650C_A-T,22714,16916
C6_00660C_A-T,242,188
C6_00670W_A-T,166,164
C6_00680C_A-T,123,109
C6_00690W_A-T,31,33
C6_00700C_A-T,52,60
C6_00710W_A-T,31,23
C6_00720C_A-T,478,416
C6_00740W_A-T,203,209
C6_00750C_A-T,11674,9488
C6_00760W_A-T,681,568
C6_00770C_A-T,78,63
C6_00780W_A-T,223,196
C6_00790C_A-T,3241,2846
C6_00800C_A-T,207,140
C6_00810C_A-T,0,2
C6_00820W_A-T,2964,2466
C6_00830C_A-T,19,29
C6_00840W_A-T,115,93
C6_00850W_A-T,435,359
C6_00860W_A-T,2,6
C6_00870C_A-T,10732,8067
C6_00880W_A-T,103,99
C6_00890W_A-T,51,55
C6_00900C_A-T,99,58
C6_00910C_A-T,672,585
C6_00920W_A-T,2248,2038
C6_00930C_A-T,138,92
C6_00940C_A-T,32,45
C6_00950C_A-T,612,578
C6_00960W_A-T,11,13
C6_00970C_A-T,89,80
C6_00980C_A-T,2,2
C6_00990W_A-T,12,6
C6_01000C_A-T,137,110
C6_01030W_A-T,105,92
C6_01040C_A-T,230,216
C6_01050W_A-T,286,235
C6_01060C_A-T,60,40
C6_01070C_A-T,16,6
C6_01080C_A-T,29,27
C6_01090C_A-T,24,28
C6_01100W_A-T,233,181
C6_01110W_A-T,1443,1473
C6_01120C_A-T,63,66
C6_01130W_A-T,17,18
C6_01140C_A-T,338,265
C6_01150W_A-T,284,280
C6_01160W_A-T,73,68
C6_01170W_A-T,1153,943
C6_01180C_A-T,606,477
C6_01190C_A-T,57,63
C6_01200W_A-T,15,18
C6_01210W_A-T,594,593
C6_01220C_A-T,214,172
C6_01280W_A-T,180,168
C6_01290C_A-T,47,56
C6_01300W_A-T,89,93
C6_01320W_A-T,915,841
C6_01340C_A-T,115,118
C6_01350W_A-T,544,443
C6_01360W_A-T,124,131
C6_01370W_A-T,135,122
C6_01380C_A-T,170,121
C6_01390W_A-T,308,276
C6_01400W_A-T,1,0
C6_01410C_A-T,93,56
C6_01420C_A-T,276,243
C6_01430C_A-T,156,166
C6_01440C_A-T,2,0
C6_01450C_A-T,14,10
C6_01460C_A-T,377,347
C6_01470W_A-T,28,30
C6_01480W_A-T,0,4
C6_01490C_A-T,2,3
C6_01500C_A-T,12,14
C6_01510W_A-T,61,35
C6_01520W_A-T,0,2
C6_01530C_A-T,4569,4214
C6_01550C_A-T,130,114
C6_01560W_A-T,1468,1137
C6_01570C_A-T,105,107
C6_01590W_A-T,506,428
C6_01610W_A-T,21187,15108
C6_01620W_A-T,86,58
C6_01630W_A-T,4256,3577
C6_01640W_A-T,133,111
C6_01650C_A-T,38,43
C6_01670W_A-T,256,257
C6_01680C_A-T,6,6
C6_01690W_A-T,188,147
C6_01700W_A-T,17429,14504
C6_01710C_A-T,204,187
C6_01720C_A-T,2414,1797
C6_01740C_A-T,79,84
C6_01750C_A-T,69,44
C6_01760W_A-T,566,390
C6_01770W_A-T,94,96
C6_01780C_A-T,58,53
C6_01790C_A-T,36,24
C6_01820C_A-T,28,29
C6_01830W_A-T,235,199
C6_01840C_A-T,300,225
C6_01850W_A-T,150,138
C6_01860C_A-T,803,732
C6_01870C_A-T,25,17
C6_01880W_A-T,105,72
C6_01890C_A-T,588,519
C6_01900C_A-T,110,100
C6_01910W_A-T,4760,4021
C6_01920C_A-T,277,237
C6_01930W_A-T,1273,1046
C6_01940W_A-T,8,8
C6_01950C_A-T,84,78
C6_01960W_A-T,75,75
C6_01970C_A-T,16195,13009
C6_01980C_A-T,622,568
C6_01990W_A-T,1,2
C6_02010C_A-T,1389,1106
C6_02020C_A-T,76,74
C6_02030C_A-T,111,129
C6_02040W_A-T,2847,2336
C6_02050W_A-T,67,38
C6_02060W_A-T,245,234
C6_02070C_A-T,16782,13587
C6_02090C_A-T,337,312
C6_02100W_A-T,14,5
C6_02110W_A-T,20,19
C6_02120W_A-T,4567,3535
C6_02130C_A-T,49,53
C6_02140W_A-T,125,128
C6_02150C_A-T,69,57
C6_02160W_A-T,37,41
C6_02170C_A-T,116,91
C6_02180W_A-T,242,220
C6_02190C_A-T,318,311
C6_02200C_A-T,15,14
C6_02220W_A-T,1149,925
C6_02230W_A-T,875,707
C6_02240C_A-T,32465,24286
C6_02250W_A-T,48,59
C6_02260C_A-T,1819,1574
C6_02270C_A-T,153,173
C6_02280W_A-T,213,232
C6_02290C_A-T,227,233
C6_02300C_A-T,57,52
C6_02310W_A-T,174,183
C6_02320C_A-T,73,68
C6_02330W_A-T,5416,4154
C6_02340W_A-T,566,598
C6_02350C_A-T,586,514
C6_02360W_A-T,732,596
C6_02370C_A-T,929,837
C6_02380W_A-T,284,246
C6_02410W_A-T,343,295
C6_02420W_A-T,21,20
C6_02430W_A-T,298,242
C6_02440C_A-T,81,61
C6_02450W_A-T,15,12
C6_02460C_A-T,466,389
C6_02470W_A-T,569,467
C6_02480W_A-T,901,690
C6_02490C_A-T,211,227
C6_02500C_A-T,550,526
C6_02520W_A-T,580,488
C6_02530C_A-T,323,288
C6_02540C_A-T,34,28
C6_02550W_A-T,4,1
C6_02560W_A-T,911,709
C6_02570C_A-T,88,78
C6_02580W_A-T,72,56
C6_02590C_A-T,205,203
C6_02600W_A-T,683,581
C6_02610C_A-T,640,503
C6_02620C_A-T,0,2
C6_02630C_A-T,247,187
C6_02640C_A-T,97,97
C6_02650C_A-T,19,21
C6_02660C_A-T,1,3
C6_02670C_A-T,84,90
C6_02680W_A-T,58,52
C6_02690C_A-T,1319,1177
C6_02720C_A-T,13,14
C6_02730W_A-T,1451,1166
C6_02740W_A-T,1051,910
C6_02750C_A-T,36,36
C6_02760W_A-T,2,1
C6_02770W_A-T,1215,1027
C6_02780C_A-T,154,124
C6_02790C_A-T,15,7
C6_02800W_A-T,149,125
C6_02810C_A-T,172,131
C6_02830W_A-T,60,36
C6_02840C_A-T,300,322
C6_02850W_A-T,64,57
C6_02860W_A-T,319,256
C6_02870W_A-T,215,201
C6_02880W_A-T,499,448
C6_02890C_A-T,27,2
C6_02900C_A-T,149,119
C6_02910W_A-T,105,110
C6_02920C_A-T,85,72
C6_02930W_A-T,497,397
C6_02940C_A-T,109,128
C6_02960W_A-T,77,91
C6_02970C_A-T,105,103
C6_02980C_A-T,376,304
C6_02990W_A-T,35,35
C6_03000C_A-T,44,16
C6_03010W_A-T,94,72
C6_03020W_A-T,2,4
C6_03030W_A-T,1,0
C6_03040C_A-T,73,67
C6_03050C_A-T,10,15
C6_03060W_A-T,2,1
C6_03070C_A-T,1,0
C6_03080C_A-T,2550,2425
C6_03100W_A-T,368,335
C6_03110C_A-T,42,36
C6_03120W_A-T,398,350
C6_03130W_A-T,1877,1463
C6_03140C_A-T,261,222
C6_03150C_A-T,28,29
C6_03160C_A-T,223,241
C6_03170C_A-T,131,115
C6_03180C_A-T,129,158
C6_03200W_A-T,496,410
C6_03210C_A-T,279,258
C6_03220W_A-T,36,50
C6_03230W_A-T,22,17
C6_03240W_A-T,1,1
C6_03250W_A-T,82,90
C6_03260W_A-T,321,310
C6_03270C_A-T,49,39
C6_03290W_A-T,199,207
C6_03300C_A-T,168,124
C6_03310W_A-T,98,92
C6_03320W_A-T,617,482
C6_03330C_A-T,89,97
C6_03340C_A-T,474,495
C6_03350C_A-T,240,237
C6_03360C_A-T,4,3
C6_03370W_A-T,26,39
C6_03380W_A-T,2120,1893
C6_03390W_A-T,327,359
C6_03400C_A-T,3097,2477
C6_03410C_A-T,500,469
C6_03420W_A-T,35,37
C6_03430C_A-T,196,188
C6_03440W_A-T,273,230
C6_03450C_A-T,211,172
C6_03460W_A-T,541,516
C6_03470W_A-T,254,233
C6_03480W_A-T,44,49
C6_03520C_A-T,4,8
C6_03530C_A-T,35,28
C6_03540W_A-T,157,148
C6_03550C_A-T,117,77
C6_03560W_A-T,24,23
C6_03580W_A-T,26,32
C6_03590C_A-T,53,40
C6_03610W_A-T,20,16
C6_03620C_A-T,58,60
C6_03630W_A-T,12,7
C6_03640W_A-T,1180,915
C6_03650C_A-T,289,257
C6_03660C_A-T,173,143
C6_03670C_A-T,0,2
C6_03690W_A-T,0,3
C6_03700W_A-T,1012,971
C6_03710W_A-T,1,0
C6_03720W_A-T,4213,3238
C6_03730C_A-T,1031,915
C6_03740W_A-T,11,12
C6_03750C_A-T,1290,1049
C6_03760C_A-T,5170,4322
C6_03770C_A-T,337,349
C6_03780C_A-T,74,63
C6_03790C_A-T,894,628
C6_03800C_A-T,118,95
C6_03810W_A-T,29,43
C6_03820C_A-T,168,152
C6_03830W_A-T,275,233
C6_03840C_A-T,1099,901
C6_03850C_A-T,453,360
C6_03880W_A-T,42,32
C6_03890C_A-T,343,271
C6_03900W_A-T,436,397
C6_03910C_A-T,106,68
C6_03920W_A-T,362,294
C6_03930W_A-T,92,89
C6_03940C_A-T,1073,904
C6_03950C_A-T,119,95
C6_03960W_A-T,1143,999
C6_03990C_A-T,6,7
C6_04030W_A-T,200,173
C6_04040C_A-T,621,476
C6_04050W_A-T,159,169
C6_04060W_A-T,225,173
C6_04070C_A-T,1,0
C6_04080W_A-T,1016,849
C6_04100W_A-T,1698,1384
C6_04110W_A-T,167,161
C6_04120C_A-T,149,107
C6_04130C_A-T,5,17
C6_04140C_A-T,162,171
C6_04160C_A-T,1250,905
C6_04170C_A-T,176,162
C6_04180W_A-T,365,281
C6_04190C_A-T,28,34
C6_04200C_A-T,33,27
C6_04210C_A-T,138,116
C6_04220C_A-T,530,403
C6_04230W_A-T,4,2
C6_04240W_A-T,69,66
C6_04250W_A-T,3683,3099
C6_04260C_A-T,120,109
C6_04270W_A-T,1091,963
C6_04280W_A-T,794,684
C6_04290W_A-T,1097,1079
C6_04300W_A-T,30,31
C6_04310W_A-T,203,142
C6_04320C_A-T,34,38
C6_04330W_A-T,295,286
C6_04340W_A-T,217,159
C6_04350C_A-T,350,336
C6_04360C_A-T,505,436
C6_04370W_A-T,73,74
C6_04380W_A-T,5,5
C6_04400W_A-T,1,0
C6_04410C_A-T,45,29
C6_04420W_A-T,156,159
C6_04430W_A-T,5,5
C6_04440C_A-T,13,25
C6_04450W_A-T,163,151
C6_04470C_A-T,149,135
C6_04480C_A-T,94,89
C6_04490W_A-T,2,1
C6_04500C_A-T,211,190
C6_04510C_A-T,40,26
C6_04520W_A-T,6040,4815
C6_04530C_A-T,360,373
C6_04540C_A-T,240,253
C6_04550C_A-T,101,85
C6_04560W_A-T,1446,1047
C6_04570W_A-T,451,365
C6_04580W_A-T,124,128
C6_04590C_A-T,42,23
C6_04600W_A-T,3,6
C6_04610C_A-T,342,329
C6_04620C_A-T,4,3
C6_04650W_A-T,239,225
C7_00010C_A-T,107,103
C7_00020C_A-T,578,440
C7_00030W_A-T,55,45
C7_00040C_A-T,26,23
C7_00050C_A-T,310,241
C7_00060C_A-T,86,65
C7_00070C_A-T,506,361
C7_00080C_A-T,271,216
C7_00090C_A-T,16,2
C7_00100W_A-T,3,7
C7_00110W_A-T,561,464
C7_00120W_A-T,140,122
C7_00130W_A-T,38,30
C7_00140C_A-T,282,228
C7_00150W_A-T,904,702
C7_00160C_A-T,906,755
C7_00170W_A-T,141,113
C7_00190W_A-T,335,372
C7_00200W_A-T,69,67
C7_00210C_A-T,92,68
C7_00220W_A-T,61,61
C7_00230W_A-T,165,111
C7_00240W_A-T,160,116
C7_00250C_A-T,782,659
C7_00260C_A-T,58,54
C7_00270W_A-T,118,136
C7_00280W_A-T,43,0
C7_00290C_A-T,4,0
C7_00300W_A-T,165,134
C7_00310C_A-T,41,48
C7_00320C_A-T,551,540
C7_00330C_A-T,240,262
C7_00340C_A-T,581,500
C7_00350C_A-T,53,46
C7_00360W_A-T,422,398
C7_00370W_A-T,54,56
C7_00380W_A-T,119,102
C7_00390W_A-T,1492,1271
C7_00410C_A-T,81,71
C7_00420C_A-T,44,40
C7_00430W_A-T,655,568
C7_00440C_A-T,2121,1883
C7_00450C_A-T,88,76
C7_00460W_A-T,6,12
C7_00470C_A-T,373,367
C7_00480W_A-T,1,0
C7_00490C_A-T,459,374
C7_00510W_A-T,120,103
C7_00520W_A-T,704,662
C7_00530C_A-T,136,113
C7_00550C_A-T,2567,1961
C7_00560C_A-T,114,92
C7_00570W_A-T,2012,1766
C7_00580C_A-T,62,40
C7_00590W_A-T,25,24
C7_00600C_A-T,111,95
C7_00610C_A-T,75,98
C7_00620W_A-T,5511,4169
C7_00630C_A-T,4,6
C7_00660W_A-T,213,194
C7_00670C_A-T,235,238
C7_00680W_A-T,72,59
C7_00690W_A-T,985,720
C7_00700W_A-T,2355,2082
C7_00710W_A-T,12224,8550
C7_00720W_A-T,688,566
C7_00730W_A-T,1143,983
C7_00740W_A-T,129,125
C7_00750W_A-T,3272,2997
C7_00760C_A-T,38,36
C7_00770W_A-T,44,45
C7_00780W_A-T,365,331
C7_00790W_A-T,209,183
C7_00800C_A-T,99,55
C7_00810W_A-T,372,322
C7_00820W_A-T,527,464
C7_00830C_A-T,551,463
C7_00840C_A-T,88,89
C7_00850W_A-T,12,7
C7_00860W_A-T,3014,2156
C7_00880C_A-T,70,80
C7_00890C_A-T,746,679
C7_00900W_A-T,1,1
C7_00910C_A-T,230,192
C7_00920C_A-T,136,122
C7_00930W_A-T,527,504
C7_00940W_A-T,273,249
C7_00950W_A-T,850,749
C7_00960W_A-T,22958,20559
C7_00970C_A-T,218,223
C7_00980W_A-T,279,245
C7_00990W_A-T,31973,23546
C7_01010W_A-T,2,1
C7_01020C_A-T,769,695
C7_01030C_A-T,1892,1669
C7_01040C_A-T,51,37
C7_01050W_A-T,12,5
C7_01070C_A-T,173,144
C7_01100C_A-T,4,0
C7_01150W_A-T,30,23
C7_01160C_A-T,1185,960
C7_01170C_A-T,18,17
C7_01180W_A-T,63,58
C7_01190W_A-T,149,131
C7_01200C_A-T,452,458
C7_01210C_A-T,307,217
C7_01220W_A-T,413,348
C7_01230C_A-T,95,86
C7_01250W_A-T,28370,23916
C7_01270C_A-T,217,173
C7_01280C_A-T,58,47
C7_01290W_A-T,71,61
C7_01300C_A-T,97,81
C7_01320W_A-T,195,179
C7_01330C_A-T,152,141
C7_01340W_A-T,165,160
C7_01350C_A-T,386,319
C7_01360C_A-T,101,115
C7_01370W_A-T,118,115
C7_01380W_A-T,4,4
C7_01390W_A-T,38,39
C7_01400C_A-T,75,38
C7_01410C_A-T,79,64
C7_01420W_A-T,405,347
C7_01430C_A-T,37,29
C7_01440W_A-T,255,224
C7_01450C_A-T,3270,2679
C7_01460C_A-T,102,101
C7_01470C_A-T,770,685
C7_01480W_A-T,74,54
C7_01490W_A-T,421,430
C7_01500W_A-T,126,115
C7_01510W_A-T,289,222
C7_01520W_A-T,690,545
