,WT_1_FPKM,WT_2_FPKM,WT_3_FPKM,YCK2_1_FPKM,YCK2_2_FPKM,YCK2_3_FPKM
CAALFM_C109920WA,8.225462,8.201138,9.552943,10.83746,12.402272,9.716954
CAALFM_C109930WA,3.412128,3.180698,2.440969,2.311866,1.973665,3.619379
CAALFM_C109940WA,14.131849,14.703357,19.345164,24.559761,21.689245,25.02884
CAALFM_C109950CA,31.092047,30.440328,34.968868,37.498144,50.317822,41.27416
CAALFM_C109960WA,127.563185,115.79408,115.840422,114.727935,114.304755,117.854017
CAALFM_C109970CA,18.060256,15.279886,22.416046,17.928175,19.510265,18.26171
CAALFM_C109980CA,39.881221,33.926874,31.959396,52.05734,54.744029,50.613835
CAALFM_C109990WA,32.3568,39.146979,42.7035,50.223466,48.982671,43.655061
CAALFM_C110000CA,22.667029,14.435217,26.726801,26.645479,22.794382,20.912993
CAALFM_C110010CA,21.091804,14.581754,25.209984,32.139754,26.903386,22.939011
CAALFM_C110020WA,49.772221,29.429556,41.901178,57.122213,57.642991,42.397652
CAALFM_C110030WA,138.003222,115.763124,174.942411,104.317439,108.728774,130.358006
CAALFM_C110040WA,146.540768,145.560673,82.398348,103.378269,103.309561,86.264245
CAALFM_C110050WA,0,0.009761,0.137947,0,0.741328,0.282634
CAALFM_C110060CA,0.223893,0.716557,0,0.986115,1.772344,2.192311
CAALFM_C110070CA,57.521226,50.412922,52.077905,41.264994,39.903888,41.747072
CAALFM_C110080WA,55.341426,34.368471,50.527444,35.118407,32.514668,40.405157
CAALFM_C110090CA,24.759695,27.99954,26.445592,32.86367,33.450217,28.343518
CAALFM_C110100CA,851.731864,837.696605,885.431846,597.445788,649.506702,708.394628
CAALFM_C110110WA,4.224219,1.880852,3.709347,2.226544,1.748463,3.033522
CAALFM_C110120CA,75.092325,72.304152,94.087901,89.827427,94.417499,94.557096
CAALFM_C110130WA,22.391847,24.631402,32.192975,33.395647,23.337979,30.846797
CAALFM_C110140CA,5.835794,6.42872,5.467132,19.368397,17.54525,15.457321
CAALFM_C110150WA,0.202256,0.227372,0.24822,0.427076,0.093949,0.628554
CAALFM_C110160WA,1358.02395,1319.5561,1564.274272,1362.014791,1515.788904,1376.912916
CAALFM_C110170WA,0.163444,0,0,2.896305,1.664449,2.10497
CAALFM_C110180CA,22.962136,26.920122,5.136533,18.586993,10.497434,9.278135
CAALFM_C110190WA,56.651858,43.847286,69.128282,75.645017,63.38022,67.350564
CAALFM_C110200CA,57.965892,39.085009,84.16748,55.90648,63.953738,68.909254
CAALFM_C110210CA,23.443966,19.645635,35.234392,33.979465,41.581233,40.732562
CAALFM_C110220CA,51.911761,39.758985,69.014142,70.456546,73.092743,74.844704
CAALFM_C110230CA,11.971134,12.591014,9.927905,14.819023,14.034257,11.975824
CAALFM_C110240CA,0.640144,0.139553,0.602046,7.25793,8.535014,5.20138
CAALFM_C110250CA,18.215102,12.948397,31.539584,22.859811,33.838973,31.303419
CAALFM_C110260CA,194.97098,144.372928,236.514948,157.035082,164.799804,203.240972
CAALFM_C110270CA,87.514556,102.680193,86.249081,70.643467,73.548042,71.242678
CAALFM_C110280CA,78.258791,94.525571,71.051649,89.756856,93.270638,98.3378
CAALFM_C110290WA,1.064375,1.90629,1.212851,1.435632,1.956958,1.803602
CAALFM_C110300WA,16.566327,13.733702,14.255871,16.738999,14.821264,12.235135
CAALFM_C110310WA,3.950527,2.649526,3.608254,7.393943,3.656735,4.281612
CAALFM_C110320WA,11.894924,13.822473,11.068866,22.366766,20.828924,18.803174
CAALFM_C110330CA,20.33608,19.160219,22.674862,24.062494,23.564358,23.381574
CAALFM_C110340WA,6.247884,7.973017,8.833342,7.843937,8.946329,10.269529
CAALFM_C110350CA,24.708931,21.636855,36.844668,39.626522,38.855127,40.226143
CAALFM_C110360CA,94.225487,75.784756,43.871379,66.559218,35.069376,26.41227
CAALFM_C110380CA,55.990579,57.915648,68.720531,79.983476,86.454456,74.045833
CAALFM_C110390CA,9923.725325,9423.503953,10017.5202,6937.255352,6989.794873,8111.035399
CAALFM_C110400CA,165.907496,124.838812,181.888721,97.749098,62.9,102.028238
CAALFM_C110410WA,13.61495,14.629613,12.626326,16.086325,11.768144,12.206248
CAALFM_C110420CA,12.435882,15.023459,14.298672,15.318284,14.300006,18.276795
CAALFM_C110430WA,0.995287,1.340723,0.482897,0.936175,0.680483,0.723272
CAALFM_C110440WA,31.775875,17.65386,38.756656,31.827886,38.821999,37.157344
CAALFM_C110450WA,557.958886,526.105653,402.038734,325.301284,175.330983,176.960666
CAALFM_C110460WA,18.69576,21.261174,18.144835,35.13033,33.269873,24.701761
CAALFM_C110470WA,193.08008,185.463154,209.611765,169.90446,173.583428,184.756136
CAALFM_C110480WA,59.210655,50.678057,64.029286,52.85321,53.825393,58.055711
CAALFM_C110490WA,84.565321,81.047443,85.979258,69.158527,65.921755,67.347593
CAALFM_C110500WA,68.106884,64.536804,53.508989,40.302284,25.373346,32.366873
CAALFM_C110510WA,8.404564,10.96256,8.130821,14.978485,10.392333,16.423019
CAALFM_C110520WA,3.47743,2.761434,2.083732,4.947709,7.040614,5.50486
CAALFM_C110530WA,73.904983,74.136927,101.363484,112.329984,127.530695,119.960996
CAALFM_C110540CA,16.055169,16.058537,16.329869,18.751908,20.650346,17.769135
CAALFM_C110550CA,2.064003,2.430871,2.146768,3.801833,3.674763,3.445086
CAALFM_C110560CA,7.477763,7.525796,6.252479,9.654237,9.912698,9.270023
CAALFM_C110570CA,0.5956,0.21393,0.12994,0.215683,0.36799,0.68657
CAALFM_C110580CA,18.329578,6.829767,11.31896,15.147051,17.054068,13.144752
CAALFM_C110590WA,8.950848,4.044891,9.429178,7.223971,7.402281,7.839227
CAALFM_C110610WA,16.599154,14.033757,24.697196,31.795785,37.224297,38.055902
CAALFM_C110620WA,662.802765,561.164365,674.748574,480.805763,505.445152,558.551321
CAALFM_C110630CA,12.835851,10.094741,12.654239,12.523257,13.159335,10.453781
CAALFM_C110640CA,41.186159,26.599145,45.153434,41.008379,43.936885,41.485089
CAALFM_C110650WA,24.451606,17.046573,34.928587,30.064513,31.264685,31.577424
CAALFM_C110660WA,277.260011,234.350207,244.144482,160.126199,150.7304,165.859325
CAALFM_C110670CA,122.192898,98.60344,149.058395,107.820571,113.992233,112.578412
CAALFM_C110680CA,55.69929,60.753802,60.946926,69.527441,72.107407,68.057435
CAALFM_C110690WA,56.220914,55.239843,67.810467,48.430867,56.561001,55.048323
CAALFM_C110700CA,33.622087,35.29934,30.130574,47.604147,47.281929,45.169711
CAALFM_C110710CA,6.722946,16.903499,7.563556,2.656402,5.234685,2.672487
CAALFM_C110720CA,62.716113,55.093521,68.935373,59.597318,65.001874,60.247268
CAALFM_C110730WA,32.968759,30.407256,28.413941,30.889339,31.274562,29.476013
CAALFM_C110740CA,3.154811,3.431016,8.186561,57.29931,42.430786,32.290519
CAALFM_C110750CA,47.154619,42.068279,72.641586,63.224109,54.716541,76.569279
CAALFM_C110760WA,12.711199,12.320504,18.448446,11.503826,13.609851,15.670189
CAALFM_C110770WA,29.625811,32.81199,31.729729,29.768892,31.658483,27.435682
CAALFM_C110780CA,185.816624,168.805812,167.560812,148.088191,131.839434,144.393609
CAALFM_C110800CA,80.619729,62.002823,82.760575,15.412527,15.232763,17.455948
CAALFM_C110810WA,1.7175,2.72386,2.174996,2.623453,1.019076,1.728659
CAALFM_C110820CA,82.449396,88.76467,71.632717,49.081095,53.6252,54.731965
CAALFM_C110830WA,31.524578,31.855404,32.382232,25.76286,22.606555,25.518574
CAALFM_C110840CA,329.901601,394.58418,145.487564,108.254173,116.649583,90.001907
CAALFM_C110850WA,0.44369,0,0.30972,0.511089,0.697103,0.440269
CAALFM_C110860CA,16.660824,20.039811,26.80722,23.59256,29.276116,36.027037
CAALFM_C110870WA,5979.724574,6037.720412,6171.521097,4701.111025,4794.35117,5418.257756
CAALFM_C110880WA,121.357246,78.405757,160.742012,105.980128,112.340484,137.189807
CAALFM_C110890CA,70.862277,74.076345,78.26402,81.254663,99.82371,92.782425
CAALFM_C110900CA,0,0,0,0,1.960866,0.5854
CAALFM_C110910CA,30.756675,29.130911,37.986723,27.105813,30.72882,30.464875
CAALFM_C110920WA,13.686968,13.331176,16.709571,15.086159,12.755354,14.792103
CAALFM_C110930CA,52.934947,52.615796,57.391994,36.282331,38.721451,44.060448
CAALFM_C110940CA,198.365363,212.975812,255.819176,296.462706,310.360899,300.810931
CAALFM_C110950CA,72.494098,45.96838,99.36471,63.097053,68.326284,81.386565
CAALFM_C110960WA,71.73205,64.124633,93.219171,58.612619,79.457684,80.234793
CAALFM_C110970WA,92.553757,67.33822,114.885663,82.107749,87.497601,96.610792
CAALFM_C110980WA,0.645265,0.138091,0.598659,0.946075,1.901321,1.617045
CAALFM_C110990CA,47.097549,29.636462,56.915224,42.832978,47.183908,50.552892
CAALFM_C111000CA,200.221069,143.806492,250.95713,155.253856,156.908494,204.879411
CAALFM_C111010CA,14.497935,16.043843,20.229416,19.715836,18.381661,16.854927
CAALFM_C111020WA,10.058996,6.494013,13.682548,8.766644,9.707147,10.021189
CAALFM_C111030WA,520.098963,545.087469,500.361339,446.460679,439.914379,411.853486
CAALFM_C111030WA,910.023487,1.439598,1.669397,1.318564,1.278798,1.324877
CAALFM_C111040WA,5513.631295,5490.21698,5822.584793,4216.974444,4366.190934,4988.055128
CAALFM_C111050WA,48.340265,41.914589,0,0,0,40.317746
CAALFM_C111060CA,6549.528444,6726.011507,7412.653008,4900.780289,5190.353114,5563.666766
CAALFM_C111070WA,33.130904,22.170527,43.957529,28.858178,34.016059,39.436111
CAALFM_C111080WA,147.750529,135.290997,81.969641,68.645379,78.274278,69.317368
CAALFM_C111090CA,32.943027,29.043546,42.005392,30.092158,33.314427,35.500853
CAALFM_C111100WA,58.152168,57.826944,60.010761,50.604713,64.506933,60.409691
CAALFM_C111110CA,110.035785,92.941869,119.376847,88.092515,94.12712,91.265767
CAALFM_C111120CA,119.966098,125.583062,108.437895,95.161117,108.279102,103.235907
CAALFM_C111130WA,18.658649,25.633763,19.456208,17.252767,19.012596,18.132996
CAALFM_C111140WA,7.983952,10.114945,11.992542,19.555222,17.265978,19.814343
CAALFM_C111150WA,69.314491,79.810664,61.766169,56.356732,53.178451,55.16715
CAALFM_C111160CA,180.047915,162.740797,198.853719,129.68764,131.361579,152.919172
CAALFM_C111170WA,87.582409,101.514825,115.68603,124.096274,136.293425,137.25667
CAALFM_C111180CA,0,0.726932,0.63989,0,0.45198,0.648173
CAALFM_C111190WA,80.210009,79.767873,77.045437,65.096804,58.599434,60.456206
CAALFM_C111200WA,5.132193,7.771063,4.765168,17.407017,19.633544,14.27865
CAALFM_C111210CA,27.246666,21.557088,31.920264,39.750535,42.739941,42.388804
CAALFM_C111220CA,349.281362,312.903855,400.286675,287.932583,328.690971,335.336678
CAALFM_C111230WA,32.929869,28.424875,45.348356,32.421207,39.939398,41.870663
CAALFM_C111240CA,54.632534,59.327767,98.407055,122.415756,112.432775,132.640548
CAALFM_C111250WA,41.0494,41.534777,51.232045,51.96504,55.193592,51.866191
CAALFM_C111260CA,0,0.907996,0,8.959697,2.672842,10.469731
CAALFM_C111270WA,101.405388,81.082713,36.699413,365.085948,216.946023,204.886781
CAALFM_C111280WA,17.058457,20.581804,20.285369,46.922031,35.999652,39.093501
CAALFM_C111290WA,6.258914,3.971932,6.485902,7.38646,4.602172,7.86363
CAALFM_C111300CA,21.506692,18.249836,22.713204,23.979399,20.355149,21.158086
CAALFM_C111310CA,59.090897,56.171657,37.125711,73.511973,50.41289,42.349711
CAALFM_C111320CA,505.523051,490.957703,106.126275,761.389527,314.640808,260.733504
CAALFM_C111330CA,598.925448,652.927414,632.298738,599.433325,541.509491,585.873555
CAALFM_C111340WA,0.752458,1.358852,0.685911,1.213175,0.574372,1.265329
CAALFM_C111350CA,80.889912,61.618177,91.99311,63.03629,63.844973,60.953913
CAALFM_C111360WA,1.510196,1.638177,1.66633,1.991765,1.700801,2.006502
CAALFM_C111370CA,1.050712,0.408399,0.894847,1.375737,0.53821,0.672086
CAALFM_C111380WA,161.57277,135.63572,182.805764,122.064795,134.084312,147.698393
CAALFM_C111390WA,0.364097,0.30249,0.115132,0.27366,0.367966,0.371922
CAALFM_C111400CA,43.762438,25.933958,64.915614,53.555234,56.652211,54.560423
CAALFM_C111410CA,7.352666,3.247202,38.235325,24.127024,44.908666,58.436723
CAALFM_C111420WA,160.351871,117.314746,174.715531,127.725909,140.753623,172.172501
CAALFM_C111430WA,17.531051,11.969295,24.532374,21.696662,24.694949,24.68815
CAALFM_C111440CA,20.142967,11.400661,26.086452,18.434027,20.529746,17.278774
CAALFM_C111450CA,276.18745,262.604374,336.393955,199.210575,227.618303,258.745327
CAALFM_C111470CA,9.856633,9.444524,7.736699,10.780453,16.379257,14.081624
CAALFM_C111480WA,93.349357,115.98422,151.710918,61.220576,57.041482,70.136609
CAALFM_C111490CA,0,0.098911,0.157384,0.119712,0.302228,0.210793
CAALFM_C111500CA,60.687947,50.028754,71.984358,65.243548,74.355976,77.173041
CAALFM_C111510CA,7.426746,6.608387,9.06075,10.300009,16.895198,13.209775
CAALFM_C111520CA,177.273091,108.109179,249.990877,102.052621,79.815702,90.101271
CAALFM_C111530CA,2.010728,2.230176,1.959354,0.623457,0.713528,0.743757
CAALFM_C111540CA,56.57602,59.131848,60.059285,57.868827,62.651417,52.862805
CAALFM_C111550WA,726.244375,650.883797,783.366031,468.010835,499.833924,604.197401
CAALFM_C111560CA,26.879217,21.245405,32.620727,21.89629,24.824828,29.396377
CAALFM_C111570WA,0.611418,0.705301,3.161016,5.648372,3.146603,1.451602
CAALFM_C111580WA,53.470711,59.706432,55.701219,55.243959,56.973016,69.777291
CAALFM_C111590WA,40.042507,44.855731,42.466115,56.34736,50.389966,49.460443
CAALFM_C111600WA,35.653055,41.164594,40.535441,50.057609,53.035523,54.526298
CAALFM_C111610CA,22.024459,16.953248,21.200369,28.13832,28.595152,31.266077
CAALFM_C111620WA,4.020565,4.478932,5.691831,6.07695,5.591744,9.166433
CAALFM_C111630CA,0.687522,0.193934,0.709255,0.444978,0.524005,0.118633
CAALFM_C111640CA,22.811845,29.561049,32.800728,33.373424,30.685767,33.781158
CAALFM_C111650WA,2349.236542,2292.765677,2469.60659,1927.80949,1980.561171,2149.791137
CAALFM_C111660WA,270.344918,176.059181,115.170918,340.989876,135.924679,102.264671
CAALFM_C111670WA,186.504098,285.324633,87.458849,319.261709,239.665282,202.590887
CAALFM_C111680CA,28.500223,26.723005,38.194876,28.908282,47.963017,44.14278
CAALFM_C111690WA,9.108265,7.95127,11.489281,32.016469,37.964138,29.891038
CAALFM_C111700CA,17.709562,20.175451,14.608647,39.306106,39.120179,35.853011
CAALFM_C111710CA,0.297405,0.196714,0.149882,0.169876,0.264442,0
CAALFM_C111720WA,13.580351,14.514605,13.272384,30.977405,29.591719,16.851394
CAALFM_C111730WA,40.70061,39.963652,36.899303,51.64766,47.721963,50.154207
CAALFM_C111740WA,31.7277,26.763772,35.095602,30.41437,30.461554,34.152438
CAALFM_C111750WA,7.744593,8.192427,9.871365,16.454028,20.451039,18.564433
CAALFM_C111760CA,107.244192,109.422733,117.529892,132.411988,143.736069,142.040529
CAALFM_C111770CA,49.921191,33.885849,62.185264,54.235251,53.324219,50.810036
CAALFM_C111780WA,2.233216,1.94549,1.941357,6.468813,4.515436,4.094149
CAALFM_C111790WA,37.107537,31.868382,38.141801,34.108811,32.966028,35.937926
CAALFM_C111800CA,17.81838,16.855985,13.667656,18.390436,15.123169,13.563314
CAALFM_C111810WA,14.591328,17.460077,11.762974,22.583785,16.819039,16.645029
CAALFM_C111820WA,0,0,0,0,0,0
CAALFM_C111830WA,0,0,0,0,0,0
CAALFM_C111850WA,135.495459,171.698466,15.393074,141.291142,70.543981,51.389247
CAALFM_C111860WA,118.142285,115.330611,124.276581,122.119619,134.443806,124.428218
CAALFM_C111870WA,136.944878,94.786869,148.042885,46.997713,50.389311,55.687587
CAALFM_C111880WA,278.557792,245.415012,341.147841,237.330898,263.204838,289.371868
CAALFM_C111890WA,11.809633,10.573691,10.323639,20.517935,25.143804,27.213905
CAALFM_C111900CA,23.196911,15.152879,37.274749,28.806651,33.011504,34.853708
CAALFM_C111910WA,12.202536,9.327296,12.726856,13.818552,13.114962,14.28604
CAALFM_C111920WA,36.633295,34.342204,33.534213,32.570851,33.731871,38.546232
CAALFM_C111930WA,24.453635,23.483223,24.881192,42.095181,43.935002,35.190146
CAALFM_C111940CA,8.630926,7.557975,13.727076,11.264977,13.181906,10.431995
CAALFM_C111950WA,0.115124,0.319223,0.347537,4.010605,5.130582,4.115012
CAALFM_C111960CA,107.851555,89.780125,85.520969,105.256445,109.432295,111.260533
CAALFM_C111970CA,19.84399,16.438028,20.558187,21.647486,18.915467,19.254168
CAALFM_C111980WA,31.548445,28.877347,30.017329,32.031676,27.523836,33.683311
CAALFM_C111990WA,164.984518,130.675549,186.26824,74.818743,81.049846,115.208426
CAALFM_C112000CA,1.071425,0.490157,0.524631,1.113381,1.144821,0.909834
CAALFM_C112010CA,9.082396,10.814539,9.82865,25.477935,24.293326,22.426552
CAALFM_C112030WA,258.614786,236.79045,252.336274,338.640077,350.447339,365.545604
CAALFM_C112040WA,0,0.259252,0,0.61665,0.36647,0.300002
CAALFM_C112050WA,239.27634,240.671512,231.377243,198.993928,186.797675,183.441455
CAALFM_C112060CA,8.794048,9.375424,12.277891,13.806407,15.964355,16.131782
CAALFM_C112070CA,10.338955,7.620085,11.912728,14.401898,11.817347,11.485652
CAALFM_C112080WA,13.928325,16.112518,19.200391,23.803659,22.802586,17.991887
CAALFM_C112090CA,0.24465,0,0.087542,0.019348,0.081483,0.201596
CAALFM_C112100CA,11.170102,9.533931,16.566335,26.716326,27.39913,23.894891
CAALFM_C112110CA,25.991543,26.822667,25.188925,27.856488,24.231756,34.811554
CAALFM_C112120WA,7.714619,9.13124,8.315881,12.634927,14.432325,10.896314
CAALFM_C112130CA,10.298024,8.184226,15.158295,13.817432,13.37135,13.695293
CAALFM_C112140WA,6.013921,5.429883,5.818858,25.745887,33.585977,21.840813
CAALFM_C112150CA,4.992621,5.416941,6.091725,9.906157,11.785715,7.292224
CAALFM_C112160WA,31.479091,47.932959,19.215139,65.420235,60.27787,49.262033
CAALFM_C112170CA,21.430592,23.4899,20.521562,22.677784,20.434788,21.286875
CAALFM_C112180CA,49.540133,46.369134,46.354181,35.658159,41.717774,37.447713
CAALFM_C112190WA,4.485494,4.20904,3.781957,8.980301,5.88988,5.595441
CAALFM_C112200WA,12.572151,9.611243,15.606692,16.098863,18.343677,16.032653
CAALFM_C112210WA,91.729804,70.16769,98.808987,102.188413,103.775765,108.132026
CAALFM_C112220WA,18.500947,6.349602,29.490405,14.927056,19.81828,17.885896
CAALFM_C112230WA,44.593321,36.594323,58.468657,48.617397,53.176388,47.222708
CAALFM_C112240CA,33.899965,33.103947,35.598618,42.699609,45.498319,40.850934
CAALFM_C112250CA,58.143374,66.230558,55.74795,55.958389,57.93191,53.52427
CAALFM_C112260WA,12.852106,14.525116,11.184652,20.163439,20.648195,17.786368
CAALFM_C112270WA,5.168064,2.409027,2.961138,6.9381,5.826454,6.760097
CAALFM_C112280CA,43.22602,30.654417,58.440905,51.087345,56.986898,56.586882
CAALFM_C112290CA,21.7105,20.695226,22.557441,33.283674,33.756823,32.292107
CAALFM_C112310CA,105.3276,68.742348,119.777156,96.674865,94.60245,117.100977
CAALFM_C112320CA,1240.458121,1158.684203,1294.417768,1147.690058,1268.768077,1320.211294
CAALFM_C112330WA,0.188683,0.15745,0.335191,0.281928,0.268626,0.109212
CAALFM_C112340CA,225.835921,209.044125,253.645728,213.852761,227.971062,223.356008
CAALFM_C112350WA,52.360613,43.649773,61.854744,50.74029,57.342551,54.462054
CAALFM_C112360CA,291.691056,378.047158,110.298166,153.598527,138.047372,118.190838
CAALFM_C112370WA,72.832021,74.650099,40.877366,45.833329,43.494045,41.73306
CAALFM_C112380CA,176.271932,162.833553,190.637322,147.822807,169.94039,162.653283
CAALFM_C112390CA,7412.890036,6946.731644,7514.75505,5286.019201,5599.757344,6442.8305
CAALFM_C112400CA,54.943715,46.700558,50.595781,59.321141,52.348513,52.88747
CAALFM_C112410CA,30.961522,26.86694,27.648467,38.296602,36.327512,30.20387
CAALFM_C112430WA,13.58608,13.179593,13.444779,14.071502,15.079464,13.760349
CAALFM_C112440WA,24.108799,13.374408,32.929865,19.821377,21.246298,26.53435
CAALFM_C112450CA,20.908182,17.914588,19.108317,24.813035,23.015821,20.357655
CAALFM_C112470WA,2.67973,2.884451,1.085328,3.581398,2.747781,1.503702
CAALFM_C112480WA,6.010546,6.965861,7.647436,5.065777,6.320261,6.828891
CAALFM_C112490WA,40.314407,42.632981,35.663298,38.668855,36.05068,32.697415
CAALFM_C112500CA,0,0,0,0,0,0
CAALFM_C112510WA,16.164954,17.401748,19.312491,21.357447,22.227964,21.75054
CAALFM_C112520WA,8.025368,7.056463,10.380344,10.729994,11.906663,10.086746
CAALFM_C112530CA,9.102394,8.390282,11.637003,8.873205,14.551421,12.096963
CAALFM_C112540WA,39.607009,39.639871,37.217,39.083485,35.953997,36.227624
