,WT_1_FPKM,WT_2_FPKM,WT_3_FPKM,YCK2_1_FPKM,YCK2_2_FPKM,YCK2_3_FPKM
CAALFM_C306890WA,98.324993,96.315327,139.847955,195.352211,203.602,180.684929
CAALFM_C306900WA,47.577484,43.806305,40.683492,47.793094,49.453808,46.136475
CAALFM_C306910CA,59.045748,61.767244,63.851424,70.041415,71.4742,65.251492
CAALFM_C306920WA,65.437237,72.457686,51.460068,68.478802,66.875129,66.432017
CAALFM_C306940WA,23.702274,24.392326,32.303317,26.68594,33.950153,32.910409
CAALFM_C306950WA,1.777915,1.613984,5.493902,5.652699,6.987584,5.117105
CAALFM_C306960CA,0,0,0.41012,0,0,0
CAALFM_C306970WA,34.558583,28.461856,46.736095,38.060668,42.33696,35.462645
CAALFM_C306980WA,18.20439,12.914514,27.232201,28.70948,28.528367,32.589859
CAALFM_C306990WA,7.051896,9.386364,7.908975,11.004774,12.10127,11.529057
CAALFM_C307000WA,56.691171,58.285573,60.226419,64.031065,59.866195,60.501188
CAALFM_C307010WA,17.255705,20.719938,13.959127,26.045694,24.100492,20.03229
CAALFM_C307020WA,127.536682,133.577653,146.514345,186.061452,197.9232,163.232831
CAALFM_C307030CA,6.736092,6.531604,7.511238,7.836295,8.427943,8.745212
CAALFM_C307040CA,42.353617,42.871944,35.068388,52.22019,54.994011,50.233407
CAALFM_C307050WA,50.994143,45.025141,51.87354,45.491909,48.137379,55.226598
CAALFM_C307060WA,382.08994,363.690298,419.755589,466.414179,471.787786,470.466775
CAALFM_C307070CA,1.120927,0.963453,1.731385,3.628827,4.906795,3.1309
CAALFM_C307080WA,10.380235,9.388081,10.013166,11.000762,9.745519,9.083644
CAALFM_C307090WA,285.825536,296.834438,241.818972,349.165168,336.668373,335.13822
CAALFM_C307100CA,6.195578,5.627856,6.647948,7.094498,7.868171,6.261479
CAALFM_C307110WA,5.730987,5.675929,10.468693,9.905534,9.583079,8.737619
CAALFM_C307120WA,10.21726,7.098784,9.655684,16.748434,19.293312,22.800026
CAALFM_C307130WA,122.128061,134.170434,150.287586,138.90129,164.057782,169.091864
CAALFM_C307140CA,10.595425,6.758155,18.411132,15.209265,15.604781,16.585602
CAALFM_C307150CA,5823.338515,5671.306035,5699.29162,4046.188614,4059.641703,4732.969499
CAALFM_C307160WA,13.993641,13.053565,21.644579,13.748642,20.899002,18.152027
CAALFM_C307170CA,45.841051,38.519389,57.629518,62.257112,64.564012,57.898856
CAALFM_C307180CA,33.058272,23.511759,42.436067,44.356529,60.083716,45.181101
CAALFM_C307200CA,27.734026,31.497579,22.919344,40.159602,29.394506,28.045856
CAALFM_C307210WA,52.745264,50.706694,59.644845,48.757249,49.660547,46.68553
CAALFM_C307220CA,94.722286,79.36222,97.79337,127.170495,129.723468,127.05081
CAALFM_C307230WA,22.18077,17.739978,25.728517,35.677652,34.486755,30.72383
CAALFM_C307240WA,0.502124,0.484639,0.868451,1.184698,1.803254,1.924334
CAALFM_C307250WA,128.714033,131.725031,148.783632,104.140013,111.417897,124.920201
CAALFM_C307260CA,55.627715,57.252775,41.673419,42.300583,35.334031,29.91102
CAALFM_C307270CA,879.663253,896.126122,660.681674,1075.552587,929.533194,972.821572
CAALFM_C307280CA,173.074853,96.75179,87.081504,215.852944,97.613171,91.535001
CAALFM_C307290WA,35.785244,23.226417,35.912744,52.504409,47.03289,43.841393
CAALFM_C307300WA,125.537647,99.831768,143.260322,86.431458,91.96924,112.96743
CAALFM_C307310CA,84.008347,105.351294,69.399441,168.826983,156.501097,124.564874
CAALFM_C307320WA,17.748177,17.370447,23.484229,20.722888,18.432468,18.421991
CAALFM_C307330WA,2.954023,3.646558,2.170268,7.429949,6.913648,6.712255
CAALFM_C307340WA,9.089503,18.320242,9.262832,26.695466,31.953476,25.34001
CAALFM_C307350WA,42.293865,47.025061,36.852622,52.687973,47.645424,49.252598
CAALFM_C307360WA,6.712133,8.353976,5.696063,51.754038,44.726172,45.988186
CAALFM_C307370WA,78.474741,59.69279,93.683386,62.149245,79.991553,67.736487
CAALFM_C307380WA,115.265902,117.298037,104.078721,81.784616,78.63727,72.888415
CAALFM_C307390CA,200.457569,163.982872,219.865996,206.569206,228.34209,252.011968
CAALFM_C307400WA,105.590718,81.028061,119.544313,75.500464,81.396256,90.605788
CAALFM_C307410CA,523.053759,492.909478,553.41976,431.597697,447.297453,437.532747
CAALFM_C307420WA,376.106259,325.308467,402.047737,316.02779,331.918912,362.880182
CAALFM_C307430WA,47.182242,62.528892,45.330257,46.820507,45.783941,43.97851
CAALFM_C307440WA,1629.440736,2825.645486,1108.672137,1091.326747,1035.854315,1015.296015
CAALFM_C307450CA,13.731815,11.457854,14.07468,15.933224,12.823628,17.31183
CAALFM_C307460WA,26.689771,25.560953,35.306122,31.610007,32.788119,28.702927
CAALFM_C307470WA,39.34664,35.549016,53.378588,93.181443,77.3851,77.945985
CAALFM_C307480WA,58.166562,52.269914,65.554779,44.569316,49.564473,56.943519
CAALFM_C307490WA,39.63255,49.921755,33.838213,28.632084,32.28234,32.093249
CAALFM_C307500WA,81.003767,81.124311,112.076228,88.383109,86.369185,96.573635
CAALFM_C307510CA,0.178671,0.259335,0.616089,8.712659,6.662959,14.124384
CAALFM_C307520WA,0.483197,0,0,0,0.647598,0.5854
CAALFM_C307530WA,0,0,0,0,0,0
CAALFM_C307540CA,48.606747,35.917089,61.23736,53.882627,66.721028,70.075133
CAALFM_C307550CA,31.648393,22.117165,41.834756,43.843149,46.482375,47.612362
CAALFM_C307560WA,40.831876,27.800212,52.050937,85.622875,84.875027,80.472308
CAALFM_C307570CA,17.794208,13.633977,18.973706,11.637779,14.610619,14.261161
CAALFM_C307580WA,276.561737,242.329248,271.955473,182.919402,214.040963,263.221046
CAALFM_C307590WA,30.532956,24.285467,16.044901,15.009682,10.505477,16.098401
CAALFM_C307600WA,120.613948,95.488853,122.650013,89.983799,92.258436,104.360296
CAALFM_C307610WA,25.652706,25.801697,26.505856,25.02708,23.772758,22.962323
CAALFM_C307620CA,34.022111,27.710182,42.381315,24.550787,24.853871,35.882849
CAALFM_C307630CA,62.729213,59.207409,64.997845,60.847458,65.570645,63.22776
CAALFM_C307640CA,220.195871,202.454482,263.662372,330.504776,403.918249,331.765579
CAALFM_C307650CA,9.830625,6.660353,20.304841,14.494525,16.07442,20.657945
CAALFM_C307660WA,14.205149,11.807747,20.089772,14.94834,15.602853,19.091381
CAALFM_C307670WA,53.822166,38.89983,31.49303,55.013209,48.722728,54.002007
CAALFM_C307680WA,23.646928,23.595619,24.557185,23.818894,19.934755,19.522004
CAALFM_C307690CA,153.011142,135.895943,165.953371,116.699284,112.788126,134.210189
CAALFM_C307700WA,177.340027,173.639192,202.556848,138.602095,136.841361,164.088339
CAALFM_C307710WA,49.310087,44.799523,52.502465,46.223332,45.233603,42.174402
CAALFM_C307730WA,36.923109,28.956777,32.627147,64.292579,42.166309,44.105969
CAALFM_C307740WA,60.42405,61.826917,64.540682,61.785817,64.119763,57.408038
CAALFM_C307750WA,229.685814,180.151525,251.663991,163.878414,166.595606,192.212632
CAALFM_C307760CA,4.170526,4.064098,4.787447,5.666136,4.194838,5.665843
CAALFM_C307770CA,31.498514,27.338243,28.784641,39.359778,39.256745,36.190619
CAALFM_C307780CA,88.378383,89.785819,96.642066,63.264106,65.300585,65.777481
CAALFM_C307790WA,56.902187,55.540797,54.311952,35.084282,39.639856,42.384268
CAALFM_C307800CA,146.201515,94.857198,155.297979,94.929514,103.365725,129.672285
CAALFM_C307810CA,140.62582,169.255482,215.777632,334.935028,365.764299,347.40707
CAALFM_C307820WA,110.536934,130.032253,138.316176,111.776582,134.413854,112.08469
CAALFM_C307830WA,51.968182,74.209219,47.433603,88.796161,88.256935,92.666356
CAALFM_C307840CA,0,0,0,0,0,0
CAALFM_C307850WA,27.582562,34.687805,26.658701,33.49893,30.05726,29.382507
CAALFM_C307860CA,17.40045,16.217821,20.635118,22.942418,18.796928,17.693259
CAALFM_C307880CA,21.716099,21.173805,28.600284,18.674601,20.858858,17.76479
CAALFM_C307890WA,210.249206,204.926789,248.1001,185.576834,184.843008,217.141347
CAALFM_C307900CA,29.226421,25.812038,33.395773,23.372641,25.17753,26.162157
CAALFM_C307920WA,26.849834,26.584636,30.159104,19.995433,25.81254,22.149561
CAALFM_C307920WA,46.687441,48.324137,51.504777,43.654751,37.950856,39.292368
CAALFM_C307930CA,1.975999,0.629707,1.899077,0.971544,1.125727,0.589009
CAALFM_C307940WA,80.513783,80.601893,95.990101,68.126338,73.663577,73.364071
CAALFM_C307950CA,895.201252,933.202259,1114.505853,930.28476,943.345611,936.514695
CAALFM_C307970CA,201.787039,207.201823,220.317713,197.315934,170.645622,202.820458
CAALFM_C400010WA,205.555584,202.870075,191.955903,198.018738,161.276007,180.529322
CAALFM_C400020WA,144.436276,161.08147,148.524399,168.389142,161.600734,153.438449
CAALFM_C400030CA,35.427629,41.542409,39.489663,35.539766,37.576784,35.936901
CAALFM_C400040WA,57.779496,54.942153,66.662679,53.027792,51.660396,52.654106
CAALFM_C400050WA,43.988952,42.608933,39.723762,54.080531,52.054947,54.71706
CAALFM_C400060WA,33.459644,32.85432,36.513285,29.507975,32.84379,31.680925
CAALFM_C400070CA,37.200257,46.930224,41.061931,54.78488,48.783968,43.751822
CAALFM_C400080CA,2.006972,3.609635,2.414185,5.376682,4.141289,5.169476
CAALFM_C400090WA,28.457984,33.509874,24.77495,26.509464,21.658284,25.075732
CAALFM_C400100CA,33.348862,36.26575,29.771961,32.71399,23.989278,25.875684
CAALFM_C400110CA,2.324069,3.740222,2.479795,5.014809,7.195691,7.535673
CAALFM_C400120WA,3.689878,4.02473,2.61328,7.632183,6.880477,5.831502
CAALFM_C400130WA,9.199198,23.267383,17.896741,20.374912,29.75374,44.466436
CAALFM_C400140CA,90.850187,89.845471,97.115626,130.112291,134.237273,132.229929
CAALFM_C400150CA,73.791576,94.204917,63.55947,120.930595,122.000259,108.008153
CAALFM_C400160CA,453.631316,492.000493,493.719168,98.5972,99.001031,111.100734
CAALFM_C400170WA,363.798558,417.797222,355.797625,383.889061,388.186192,375.910859
CAALFM_C400180WA,19.679648,20.595738,22.546142,24.592392,23.884958,22.878063
CAALFM_C400190WA,11.360209,9.543855,10.647551,14.209685,13.549215,14.425763
CAALFM_C400200CA,64.700554,62.192392,62.493003,270.317961,353.342451,394.311918
CAALFM_C400210WA,15.980766,14.705857,20.609446,27.184993,34.264165,33.581272
CAALFM_C400220CA,420.267178,434.737519,450.355642,373.290167,384.474038,398.918653
CAALFM_C400230WA,117.745437,118.964199,139.905522,118.473098,136.588207,130.996727
CAALFM_C400240CA,171.165538,176.284609,176.093149,102.84515,111.919255,135.688716
CAALFM_C400250WA,25.158189,29.59123,37.664995,39.552801,31.354087,27.965904
CAALFM_C400260WA,32.983652,39.194714,31.67218,39.316589,36.667768,34.929449
CAALFM_C400270WA,2559.145427,2523.650094,2828.854675,2488.743067,2761.356361,2555.165842
CAALFM_C400280WA,125.662747,142.363422,160.268398,143.634834,149.365347,149.064753
CAALFM_C400290CA,0.810882,0.938285,0.930699,1.859548,1.475126,1.167439
CAALFM_C400300CA,32.323001,30.398045,41.813657,38.879779,35.284618,36.734126
CAALFM_C400310CA,110.560109,94.189875,126.529288,99.757061,114.255796,113.669836
CAALFM_C400320CA,26.338367,26.627144,25.489582,25.424532,25.699473,30.466963
CAALFM_C400330CA,1079.928146,1114.256999,1241.423586,1083.590189,1138.687102,1222.530897
CAALFM_C400340WA,105.547953,115.103932,111.638662,109.717921,116.163726,113.280176
CAALFM_C400350WA,22.483724,26.709665,21.353192,18.27776,17.212593,18.773967
CAALFM_C400360CA,13.455465,15.288366,19.047887,19.093272,26.728749,23.407548
CAALFM_C400370WA,33.58117,31.204873,30.438488,33.694432,36.405917,35.750173
CAALFM_C400380WA,73.032313,63.853559,86.375604,57.631425,52.866109,53.97612
CAALFM_C400390WA,162.497687,161.387269,184.414137,169.676594,157.50861,166.257741
CAALFM_C400400WA,48.237152,48.60752,49.675186,53.897321,45.626451,43.379082
CAALFM_C400410WA,83.931491,85.895687,95.704874,99.367793,110.105662,108.83115
CAALFM_C400420CA,72.442775,74.027056,73.068858,69.827191,63.896013,54.849291
CAALFM_C400430WA,18.208905,15.981163,14.773618,20.829255,57.765902,21.458058
CAALFM_C400440CA,4.257112,4.449108,4.318892,1.637054,1.517324,1.916165
CAALFM_C400450CA,5.151267,10.635232,0.800708,25.706753,21.385941,8.276773
CAALFM_C400460CA,27.382189,23.501448,32.678825,27.668466,30.011182,28.656943
CAALFM_C400470CA,43.282316,40.458198,46.629967,45.871883,43.625114,42.84126
CAALFM_C400480WA,10.297849,7.728559,13.174885,10.584423,8.684729,10.850803
CAALFM_C400490WA,26.388011,16.780001,34.970043,22.793816,22.88001,28.58588
CAALFM_C400500WA,11.876331,14.371941,10.897069,15.425972,15.203426,12.627127
CAALFM_C400510CA,275.168338,201.35056,312.110574,241.115787,264.454457,308.39573
CAALFM_C400530CA,0.263094,0,0.057838,0.126172,0,0.245631
CAALFM_C400540CA,61.588595,48.889109,76.568417,58.713526,63.24994,64.276981
CAALFM_C400550CA,0,0,0,0,0,0
CAALFM_C400560CA,19.148587,20.139609,21.510814,21.441564,19.599489,17.802318
CAALFM_C400570CA,70.819148,76.729799,75.465659,80.449371,84.184909,75.589795
CAALFM_C400580WA,42.581707,53.074244,33.783672,39.55703,38.180402,37.901162
CAALFM_C400590CA,58.968612,61.629019,53.08798,58.6949,52.943433,43.596716
CAALFM_C400600CA,22.764246,22.337851,19.995241,24.366743,22.572167,20.981597
CAALFM_C400610WA,9.714134,11.344752,13.79612,12.961239,13.048122,8.553451
CAALFM_C400620CA,24.789098,32.105332,46.305998,73.503294,80.283911,69.892289
CAALFM_C400630CA,118.133416,108.44303,115.974271,162.870923,150.881113,158.892452
CAALFM_C400640WA,0.344768,0.573234,0.452638,0.635969,0.196693,0.817561
CAALFM_C400650WA,63.587234,58.743141,75.36037,95.46251,100.110717,109.035684
CAALFM_C400660WA,221.374689,203.59991,243.828901,222.671035,243.476379,241.049104
CAALFM_C400670WA,17.956876,15.182587,18.790678,21.765715,20.105481,22.234959
CAALFM_C400680WA,12.134061,13.069638,10.632139,15.901505,13.389884,13.132624
CAALFM_C400690CA,28.661099,20.584715,39.179718,25.972891,26.832355,31.744548
CAALFM_C400700CA,43.833538,48.83433,41.242861,46.201006,46.058584,51.72791
CAALFM_C400710WA,28.23638,33.993345,24.253925,37.4096,33.102863,32.070421
CAALFM_C400720WA,8.081867,10.985974,7.960043,10.093073,9.76543,14.179777
CAALFM_C400730CA,4.478804,4.163237,5.637293,6.282036,7.417524,8.443624
CAALFM_C400740WA,39.455224,30.451291,51.858149,38.619338,30.470466,51.311453
CAALFM_C400750CA,58.308508,43.596322,44.741603,34.740319,32.430561,51.23278
CAALFM_C400760WA,21.94417,26.198019,22.263075,34.411351,32.028326,37.727902
CAALFM_C400770CA,164.699461,143.352507,163.321482,132.530885,143.603189,161.478136
CAALFM_C400780CA,28.839288,27.772116,31.786084,32.90378,33.664877,29.888461
CAALFM_C400790CA,4.560308,4.32947,7.685611,4.999717,4.797543,5.722897
CAALFM_C400800WA,15.148875,11.281064,23.910573,16.665809,16.212855,17.86852
CAALFM_C400810CA,23.117408,12.662784,36.080142,27.120641,31.075206,35.201979
CAALFM_C400820WA,52.077731,39.628602,75.880512,81.50831,96.508963,95.945699
CAALFM_C400830WA,14.320652,12.850557,14.37363,21.978996,22.607178,22.853887
CAALFM_C400840WA,22.610995,25.963061,18.950632,33.791089,31.373178,29.625231
CAALFM_C400850CA,0.738397,0.690523,0.58161,0.422055,0.879426,1.016371
CAALFM_C400860CA,12.907459,13.454631,24.758178,50.041134,35.520006,54.11037
CAALFM_C400870WA,0,0,0,0.672708,0,1.022258
CAALFM_C400880WA,48.894219,48.883115,60.005528,41.349231,45.693386,46.819422
CAALFM_C400890WA,103.511509,103.475322,108.751861,100.775947,100.434303,94.257423
CAALFM_C400900CA,0,0.281124,0.173813,0.19897,0.66584,0
CAALFM_C400920CA,20.887874,15.787349,23.300749,26.398266,20.839408,21.492894
CAALFM_C400920CA,10.540598,9.020196,13.38662,17.300658,18.542664,14.260989
CAALFM_C400930WA,3.208217,0.858991,0,0,0,0
CAALFM_C400940WA,12.64874,7.828163,15.531496,12.065798,12.410012,12.123144
CAALFM_C400950CA,4.261603,4.507801,2.798068,5.643881,2.903349,3.83748
CAALFM_C400960WA,116.050301,91.739658,63.614254,55.681237,32.563739,43.690594
CAALFM_C400970CA,28.181981,24.393777,23.921702,19.145163,19.082972,18.788869
CAALFM_C400980CA,1.971337,1.028367,0.974575,1.11341,1.261782,0.451094
CAALFM_C400990WA,0.331527,0.75524,0.515129,0.351872,0.35379,0.26679
CAALFM_C401000CA,0.972209,0.573985,1.702682,3.604123,3.519087,3.662473
CAALFM_C401010CA,21.289879,19.358459,26.522171,58.634195,70.123042,42.307104
CAALFM_C401020CA,38.216595,39.417858,35.217495,46.507249,44.338159,37.5375
CAALFM_C401050CA,9874.672165,9247.733515,9382.609225,6537.351198,6704.422713,7689.249841
CAALFM_C401060WA,43.319965,37.976662,43.638052,35.110026,35.013993,33.959821
CAALFM_C401070WA,0.255848,0.120596,0,57.891337,78.25184,65.328654
CAALFM_C401080WA,188.189386,119.307247,230.989801,223.542694,244.511253,247.70587
CAALFM_C401080WA,54.035469,39.282573,65.6906,52.937996,59.126677,59.406794
CAALFM_C401090CA,5.591703,3.808025,6.796995,5.378145,6.05827,6.091863
CAALFM_C401100CA,26.674258,23.665523,25.008179,40.198567,39.913685,45.903266
CAALFM_C401110WA,0,0,0,0,0,0
CAALFM_C401120CA,23.330542,22.025982,28.048464,23.161447,24.373556,22.442797
CAALFM_C401130CA,21.960828,19.600346,27.484198,22.683804,25.134131,22.58779
CAALFM_C401140CA,60.772639,55.689043,59.598737,70.351923,74.494677,72.229279
CAALFM_C401150WA,18.554099,17.063703,25.101886,27.621371,27.116326,27.006279
CAALFM_C401160WA,686.252532,696.158091,608.305992,1286.620449,1414.148733,1147.885826
CAALFM_C401170CA,1.960066,1.412654,0.757271,2.041895,1.716044,1.357507
CAALFM_C401190WA,50.210397,34.155611,52.632937,54.943311,46.688385,50.129428
CAALFM_C401200CA,95.707592,90.43365,103.800272,64.201547,72.296066,76.225037
CAALFM_C401210CA,0,0,0,0.549652,0,0
CAALFM_C401220CA,1.396134,1.653796,1.550163,2.484711,2.425185,2.522446
CAALFM_C401230CA,46.341728,52.167268,46.054355,83.883961,67.818375,65.211198
CAALFM_C401240CA,27.862685,28.292984,29.264787,33.072044,32.788139,36.133226
CAALFM_C401250WA,40.001437,43.063311,41.853076,30.246599,30.064923,31.565182
CAALFM_C401260WA,29.937631,16.536185,39.413503,30.90585,33.152156,33.190006
CAALFM_C401270WA,6594.693404,6330.814445,6668.934193,4865.303787,5166.166084,5572.186843
CAALFM_C401280CA,32.126461,23.950674,35.708958,37.924863,32.565519,41.069179
CAALFM_C401290WA,32.442216,27.496833,27.612864,31.677787,26.43321,26.836642
CAALFM_C401300WA,61.568533,33.483299,42.590863,122.565846,68.232541,83.311197
CAALFM_C401310WA,4.925827,4.331288,7.068251,5.356516,6.776223,5.93593
CAALFM_C401320CA,3.938848,5.574875,3.41473,13.888182,13.999469,10.166204
CAALFM_C401340WA,0,1.226488,0.719431,0.607476,1.925634,0
CAALFM_C401360WA,637.124998,503.061779,652.444472,334.209559,349.705452,419.802927
CAALFM_C401370WA,227.435253,207.805771,212.532335,418.607453,472.175002,491.044389
CAALFM_C401380WA,13.10837,12.930292,15.003591,15.253678,16.732255,13.916432
CAALFM_C401390WA,1.885722,0.621085,2.877131,1.279505,1.061653,1.428563
CAALFM_C401400WA,8.103863,9.034332,7.573762,5.106748,6.916497,3.81594
CAALFM_C401410WA,69.963391,58.709901,63.543398,56.598199,54.198211,50.201078
CAALFM_C401420WA,4.704436,3.335011,7.273289,6.953578,6.317921,5.31408
CAALFM_C401430CA,24.113912,20.783776,24.70485,25.038456,26.784245,26.161481
CAALFM_C401440WA,79.655944,75.272169,84.211364,65.26611,67.897103,64.832137
CAALFM_C401450WA,166.334698,135.85553,193.419891,120.087225,133.979154,149.722135
CAALFM_C401460CA,58.506927,55.332277,58.602609,48.466901,58.491076,64.215355
CAALFM_C401470WA,13.181976,10.425261,14.638284,13.115345,14.279017,14.044024
CAALFM_C401490WA,125.092821,111.794289,156.660211,122.328084,126.472561,126.444156
CAALFM_C401500WA,36.826642,22.836109,47.647476,31.293967,32.15683,35.692909
CAALFM_C401510WA,60.122255,60.176994,59.673476,87.418759,99.016415,88.588494
CAALFM_C401520CA,3441.695794,3352.260774,3509.67039,2521.693956,2770.650889,3075.623029
CAALFM_C401530CA,411.469477,489.577323,137.411919,132.165625,171.286671,72.27555
CAALFM_C401550CA,4.888801,2.521779,6.165597,173.668552,186.690596,215.470925
CAALFM_C401560CA,8.79958,5.729403,10.034124,9.742666,9.259061,8.607274
CAALFM_C401570CA,0.710743,0.645624,0.092722,0.550981,0.837646,1.498766
CAALFM_C401620CA,0.474178,0.441149,76.314761,0.521911,0.413506,0.542152
CAALFM_C401620CA,0.223918,0.134789,0.16108,0.301318,0.211956,0.340403
CAALFM_C401620CA,23.697383,10.814559,53.230092,18.785202,15.450854,23.150424
CAALFM_C401620CA,2.533824,1.865044,2.599183,2.441239,2.13568,3.075204
CAALFM_C401620CA,0.00762,0.016338,0.015836,0.016505,0.009657,0.016621
CAALFM_C401630CA,3.299424,2.022445,7.712961,7.468593,9.726034,8.147555
CAALFM_C401640CA,5.15951,2.629118,7.083444,12.766994,8.62387,2.800807
CAALFM_C401650CA,33.188359,28.328656,37.541954,26.947883,27.205818,27.447287
CAALFM_C401660WA,49.481275,42.950445,50.218172,40.416405,43.29064,40.851324
CAALFM_C401670CA,27.459174,25.710155,28.843776,23.688784,22.377467,21.351029
CAALFM_C401680WA,71.143117,64.664898,64.46402,58.994651,62.430008,71.002731
CAALFM_C401690CA,101.673026,107.893836,72.800363,89.949392,67.71486,77.58261
CAALFM_C401700CA,2234.715114,2143.167887,2429.022872,2233.922221,2202.184571,2426.870019
CAALFM_C401720CA,189.434269,0.502076,0.498218,0.545905,0.454336,0.628605
CAALFM_C401720CA,0.512237,0.479697,0.52279,0.568336,0.555876,0.563682
CAALFM_C401730CA,40.783253,35.181538,39.912206,38.345018,35.45417,33.117289
CAALFM_C401740WA,69.331194,53.063258,74.676604,61.404011,79.117574,78.958569
CAALFM_C401750CA,3397.807068,5840.580214,2173.405218,1563.124646,1383.860459,1359.416021
CAALFM_C401760WA,151.859439,220.287115,94.673601,79.547462,74.157998,77.006437
CAALFM_C401770WA,166.240023,132.257373,229.647708,122.240609,132.223135,133.840485
CAALFM_C401780CA,45.145593,39.192008,52.168583,47.183083,43.245195,47.583796
CAALFM_C401790WA,8.346774,9.251918,7.331398,10.070626,10.351367,8.10436
CAALFM_C401800WA,3.861977,4.297291,0.65241,1.495525,2.130676,1.385605
CAALFM_C401820CA,152.330696,135.828678,172.863742,147.32039,143.72847,174.862691
CAALFM_C401830CA,12.843253,13.056224,13.96907,16.315242,15.831755,14.160036
CAALFM_C401840CA,173.751153,183.312821,187.773171,216.934701,221.43209,223.650269
CAALFM_C401850CA,0.760781,1.786837,0.867117,7.41549,7.657394,8.404769
CAALFM_C401860CA,3.933783,6.868257,2.65998,21.417903,20.888798,18.233568
CAALFM_C401870CA,86.904356,90.961009,88.998617,76.787156,83.060503,79.808416
CAALFM_C401880WA,62.280499,64.899711,65.768289,53.467584,56.355193,59.440406
CAALFM_C401890CA,114.315834,101.826164,134.563326,111.746763,125.143642,128.88334
CAALFM_C401900CA,985.734721,930.481632,1079.104783,1220.792823,1375.109865,1198.554435
CAALFM_C401910WA,16.723536,15.377123,17.544844,20.575661,17.828484,18.19624
CAALFM_C401920WA,122.46364,141.620652,193.352962,264.79156,298.227894,296.871008
CAALFM_C401930CA,23.795563,13.679316,51.100182,54.01146,66.005,51.611764
CAALFM_C401940WA,2.802946,1.1015,4.109993,1.950594,2.004915,2.109829
CAALFM_C401950WA,81.626307,90.893328,77.365743,85.639011,90.780424,83.773361
CAALFM_C401960CA,25.424793,27.879273,21.066673,27.549157,22.528815,24.943721
CAALFM_C401970WA,25.816197,37.09304,10.872944,17.899472,17.067637,15.517745
CAALFM_C401980CA,215.236408,221.598513,208.698702,280.972859,269.413917,275.53523
CAALFM_C401990WA,26.479931,25.120572,33.027651,31.080833,28.278507,26.760748
CAALFM_C402000CA,22.32095,18.346291,27.288556,26.194099,26.884648,21.322818
CAALFM_C402010CA,8.657741,5.317875,16.059313,11.335652,12.753497,15.333364
CAALFM_C402020WA,26.487528,26.863912,34.80559,113.619355,164.959307,133.867758
CAALFM_C402030WA,4.978831,11.814756,7.012567,25.361674,29.244284,21.662745
CAALFM_C402040WA,16.038226,13.379245,11.516218,28.755707,20.385094,18.82174
CAALFM_C402050WA,207.117284,153.219889,200.737053,130.939083,137.213286,154.545595
CAALFM_C402060CA,101.417363,92.59207,111.091081,89.841376,96.56548,97.142045
CAALFM_C402070WA,2.616197,3.11918,3.354044,8.348749,10.702612,10.86253
CAALFM_C402080WA,6.729931,5.549765,9.769592,66.42743,68.03341,80.086318
CAALFM_C402090CA,83.636293,71.303426,99.23634,77.531744,76.464527,88.549453
CAALFM_C402100CA,20.250214,24.129484,20.188399,16.808158,17.364624,17.948011
CAALFM_C402110WA,57.519158,62.561379,53.344474,42.584713,43.179652,55.128156
CAALFM_C402120WA,70.975038,74.077233,98.050128,150.177985,162.556779,149.799815
CAALFM_C402130WA,41.113699,32.489737,46.864644,59.126265,79.377144,74.289557
CAALFM_C402140CA,534.252691,483.559972,617.202941,530.345296,600.09886,595.363916
CAALFM_C402150CA,0.877539,1.094651,0.874562,1.259704,1.164306,1.016661
CAALFM_C402160CA,10.613512,9.138463,14.664144,1.013836,15.459827,13.489084
CAALFM_C402170CA,5.508263,4.827376,11.125338,11.815272,14.372275,11.235928
CAALFM_C402180CA,0.665352,0.550214,0.613348,0.877246,1.178129,1.17815
CAALFM_C402190CA,0,0.106856,0.14353,0.185912,0.268856,0.082632
CAALFM_C402200CA,5.506402,4.952242,5.731294,7.323522,12.731721,10.853129
CAALFM_C402210WA,0.735572,0.750412,0.595046,1.086487,2.031489,2.244004
CAALFM_C402220CA,0.287175,0.297857,0.331983,10.632578,12.509318,9.638155
CAALFM_C402230CA,0.234619,0,0.185575,0.567229,1.420675,1.585723
CAALFM_C402240CA,0,0,0,0,0.185124,0.123543
CAALFM_C402250CA,291.036143,332.781155,302.948097,464.705103,507.520806,472.651858
CAALFM_C402260CA,62.415118,40.176524,94.374313,59.593166,58.067293,76.332339
CAALFM_C402270CA,499.038292,465.762228,544.733425,509.737194,544.155518,551.33692
CAALFM_C402280WA,212.382781,191.844627,239.151878,186.573127,202.409837,206.941719
CAALFM_C402290WA,166.046777,152.526839,158.854912,98.293652,90.20137,104.960906
CAALFM_C402300WA,20.604505,20.121354,14.847732,25.267395,23.398401,21.421251
CAALFM_C402310WA,9.804311,10.507331,14.095982,14.747749,18.457001,13.46603
CAALFM_C402320CA,170.475537,1.453127,1.647524,1.841688,1.457747,1.963235
CAALFM_C402330CA,6.100865,7.556811,1.53123,4.108065,3.748534,3.741847
CAALFM_C402340WA,65.296413,78.817095,52.740428,155.027766,164.23589,136.061567
CAALFM_C402360WA,3.86922,4.776688,2.794407,9.61655,10.050031,4.949901
CAALFM_C402370CA,8291.165033,9437.340044,9420.190972,5522.026546,9864.889483,9325.34315
CAALFM_C402390WA,2066.899032,2185.048944,2181.548303,3132.673854,3225.149466,3069.292921
CAALFM_C402400CA,10.503729,8.035591,12.364097,13.124918,12.012482,11.017724
