Gene_name,R1_T36_1,R1_T36_2,R1_T36_3,R1_Ctl_1,R1_Ctl_2,R1_Ctl_3
RPL27A,11531,10237,7620,3395,3414,10315
RPL28,20852,19761,13312,10604,11006,20657
RPL29,2917,1903,1349,1279,942,2058
RPL3,36429,42773,26140,22051,23213,39676
RPL30,12536,11657,9832,6954,7277,18829
RPL32,16249,14839,13139,10111,10723,23313
RPL35,787,566,867,157,44,1256
RPL37B,20962,20927,16226,16611,16003,23864
RPL38,3605,2437,2395,736,708,3299
RPL39,8043,5014,5190,1817,1875,5859
RPL40B,1525,993,769,1211,830,1418
RPL42,17729,12528,11480,4087,3873,13031
RPL43A,16136,16432,12828,11214,11160,19626
RPL4B,36507,42252,28619,63682,66626,59235
RPL5,18097,17111,12993,8226,8455,17772
RPL6,24837,28693,24332,27128,29607,44163
RPL7,157,191,155,47,43,180
RPL82,5173,5760,5422,8155,8325,10079
RPL8B,7425,8673,7770,4858,5015,15055
RPL9B,4179,3133,5805,1215,1349,6805
RPM2,238,267,262,122,136,201
RPN1,3547,2745,4163,1596,1775,2324
RPN10,1595,1218,1288,472,403,550
RPN2,7002,4546,6280,2010,2189,3309
RPN3,4152,2428,2989,639,720,1648
RPN4,3916,4593,7821,1280,1495,2184
RPN5,2482,1443,2072,390,479,1171
RPN6,403,308,295,95,70,129
RPN7,2567,1773,1671,468,500,1056
RPN8,2725,1653,2100,604,665,1222
RPO21,3782,6671,3891,6026,6598,4784
RPO26,486,492,313,232,210,359
RPO41,835,1709,1376,421,489,1379
RPP0,24982,37268,24726,52169,53176,43209
RPP1,28,77,49,9,19,30
RPP1A,1384,1808,1982,3653,2667,2345
RPP1B,2628,3237,2596,5253,3914,3654
RPP2A,4892,5584,3988,4147,3465,5982
RPP2B,4078,6259,6000,12302,9431,6352
RPR2,66,86,88,43,46,85
RPS1,19755,16265,19776,5667,6545,25948
RPS10,17527,17443,16038,9654,10119,23031
RPS12,4181,3776,5628,2757,2506,8646
RPS13,18445,20120,19288,26787,28496,37514
RPS14B,16480,15696,13002,15678,16670,21380
RPS15,19702,19366,14380,17368,17067,27322
RPS16A,23006,24157,16091,30696,34141,36921
RPS17B,13818,13129,13535,5307,6116,23131
RPS18,17381,15743,13457,5765,5734,16950
RPS19A,13606,14162,11950,8855,9001,14683
RPS20,8512,8621,6981,5952,5759,10147
RPS21,24792,27099,23141,27639,29686,35556
RPS21B,11469,9485,12086,5544,5410,14856
RPS22A,7540,5637,7506,2713,2754,12087
RPS23A,15515,13607,14410,5475,5752,13969
RPS24,11900,11719,7693,5368,5158,10404
RPS25B,11746,11019,8511,8576,8239,11061
RPS26A,16090,15836,10861,6920,7876,16478
RPS27,1697,1050,2760,319,146,3227
RPS27A,9,5,8,6,3,0
RPS28B,4742,3150,2405,2181,1737,4056
RPS3,8928,10017,10907,4884,5833,14384
RPS30,7920,3709,4295,1195,945,5840
RPS4A,18657,20083,14988,9709,9892,19416
RPS5,11248,10624,10168,2917,3168,10484
RPS6A,17081,15127,12665,3128,3734,14662
RPS7A,1480,1355,2088,465,351,3966
RPS8A,18827,20924,16760,16333,16700,20809
RPS9B,17130,17157,11320,8006,8668,17081
RPT1,2357,1806,1608,543,569,787
RPT2,4577,3516,4092,1044,976,1959
RPT4,3447,2114,2368,504,621,1428
RPT5,5172,3229,3660,1061,1054,1512
RPT6,3186,1924,2406,611,616,1384
RRD1,71,64,62,32,24,41
RRN11,60,173,90,34,35,81
RRN3,1107,1914,1492,2291,2554,2638
RRP15,156,374,201,83,84,250
RRP42,101,184,141,56,55,109
RRP6,502,961,1001,282,322,1044
RRP8,58,210,92,21,28,88
RRP9,135,429,213,72,97,241
RRS1,225,314,277,86,92,279
RSM22,162,488,306,56,66,264
RSN1,698,465,272,258,246,188
RSP5,1437,1228,1536,392,372,818
RSR1,1988,1022,1291,481,495,627
RTA2,5595,10029,6045,940,1103,872
RTA3,300,315,189,66,89,244
RTA4,209,317,201,20,12,20
RTF1,450,359,412,40,42,158
RTG1,445,294,289,80,104,200
RTG3,1119,1337,854,684,745,913
RTS1,3254,2538,2389,746,814,1072
RTT109,296,235,190,83,76,177
RUB 1.00,319,221,224,165,115,263
RVS161,3167,3686,3414,1432,1240,1808
RVS162,72,24,38,6,2,21
RVS167,2520,3005,2478,1523,1552,1497
RXT3,142,247,155,33,34,83
SAC3,459,486,479,78,81,262
SAC6,4569,6617,5464,1911,2041,3330
SAC7,1039,1632,1014,566,575,564
SAH1,25700,22245,28891,54005,61507,37442
SAL6,2171,2787,2154,1849,1966,1896
SAM2,4833,6862,7961,11431,11948,7486
SAM35,472,620,710,748,702,477
SAM37,63,62,50,17,9,19
SAM4,3261,4943,3778,6925,7308,5825
SAM50,45,76,65,20,15,60
SAM51,134,137,120,34,36,66
SAP1,69,98,87,52,60,58
SAP10,708,1567,1304,716,779,600
SAP2,441,311,793,400,560,982
SAP3,9,9,5,6,0,12
SAP30,11,14,15,6,3,4
SAP4,940,334,2570,185,278,92
SAP5,844,1334,2537,15851,18826,8114
SAP6,747,418,783,848,1129,202
SAP7,9,7,11,4,8,4
SAP8,85,143,84,68,64,79
SAP9,5596,10189,9044,6675,8526,5789
SAP98,301,273,357,282,295,285
SAP99,26,49,22,39,44,39
SAR 1.00,4288,3542,6380,1537,1708,3180
SAS10,147,431,352,46,51,216
SAS2,523,380,380,320,314,411
SAS3,229,131,114,17,30,64
SBA1,502,1014,549,317,245,192
SBP1,9561,7655,6442,3160,3445,5291
SCH9,482,592,554,352,394,661
SCL1,2366,1483,2227,625,675,1134
SCO1,1086,1162,1049,565,587,1174
SCP1,27,45,48,12,3,11
SCS7,16122,13473,14747,12033,13034,12245
SCT1,1022,1088,942,570,612,1093
SCT2,1045,983,1363,433,520,869
SCW11,369,2798,989,507,499,442
SCW4,0,3,1,4,4,2
SDA1,362,1028,938,349,406,956
SDC1,97,60,34,10,6,14
SDH1,841,819,708,371,345,547
SDH12,5162,8853,4317,5457,5816,6543
SDH2,1684,1752,1070,297,371,910
SDH4,535,739,558,814,808,984
SDS22,632,334,463,73,83,210
SDS24,1668,2171,1991,767,826,1011
SEC1,754,473,738,118,128,292
SEC10,2458,1846,1456,717,741,841
SEC12,7048,6791,8327,3372,3734,3364
SEC13,7124,4739,5840,1694,1801,1613
SEC14,1509,1467,2329,804,736,2065
SEC15,945,554,743,132,159,270
SEC18,2584,1880,2593,337,369,665
SEC2,747,438,640,85,77,261
SEC20,771,316,615,69,92,241
SEC21,7562,5436,8137,1936,2356,2976
SEC22,559,375,780,109,87,225
SEC23,21198,17895,23158,8479,9673,8055
SEC24,30849,30533,32127,16709,18805,11646
SEC26,7673,4400,7725,1039,1168,2264
SEC27,3941,3112,4587,921,946,1568
SEC3,1225,874,680,176,228,415
SEC34,1902,1103,2045,343,392,718
SEC4,2542,2303,3638,1687,1888,1891
SEC5,225,153,130,30,35,43
SEC6,2642,1913,2157,986,956,1162
SEC61,46140,51769,48313,39155,40877,21084
SEC62,4293,4157,5542,2460,2571,1973
SEC65,819,661,520,144,169,423
SEC7,2771,2673,2845,795,998,1271
SEC72,941,584,907,94,96,231
SEC8,1312,922,1283,245,318,485
SEF1,1057,993,1384,888,1015,1674
SEF2,253,129,107,30,28,116
SEH1,807,626,626,250,271,434
SEN1,611,674,652,341,379,694
SEN15,15,19,11,2,2,15
SEN2,179,523,320,219,277,345
SEO1,22,220,61,204,263,172
SER1,1395,2719,2119,1713,1793,2760
SER2,828,728,550,207,229,606
SER33,4169,6086,6606,8036,8713,8093
SES1,3975,3387,3921,695,752,2198
SET1,334,274,243,42,45,133
SET2,411,360,300,55,48,151
SET3,4065,2718,4525,1311,1350,3428
SET6,113,294,205,51,67,210
SFC1,31,54,49,30,32,77
SFH5,859,613,1499,332,410,1393
SFI1,400,414,323,163,216,322
SFL1,539,919,594,250,295,417
SFL2,1241,1230,1785,1040,1275,2156
SFT1,15,5,23,3,0,8
SFT2,321,388,564,439,426,349
SFU1,725,708,506,267,246,469
SGA1,43,72,60,24,25,56
SGD 1.00,268,533,465,81,118,360
SGE1,398,543,878,270,323,469
SGO1,341,154,78,28,38,79
SGS1,731,680,477,220,190,324
SGT1,2659,1799,1573,368,450,898
SGT2,6016,6475,6342,2598,2743,2929
SHA3,4965,3665,4891,431,476,2182
SHE3,1661,1844,1545,1098,1204,996
SHE9,196,223,271,31,33,80
SHM1,4722,4454,4382,3186,3459,4126
SHM2,2606,6891,5239,3195,3703,8292
SHP 1.00,3353,2511,2641,441,520,1045
SHY1,555,781,787,177,188,369
SIK1,1961,2452,3984,1548,1730,4531
SIM1,10589,16727,13891,22475,24196,17973
SIN3,2361,2576,1757,717,722,1295
SIP5,579,483,444,83,88,151
SIR2,166,268,245,262,273,259
SIS1,1759,1950,1224,339,335,619
SIT 1.00,276,611,1306,3370,3831,2786
SIT 4.00,953,1107,1104,938,1095,753
SIW14,120,143,89,47,50,71
SIZ1,1577,1556,1316,369,423,880
SKI2,2045,1891,1378,603,635,1151
SKI3,1064,1374,1372,587,640,991
SKI8,908,1020,1168,705,783,808
SKN1,734,3696,1210,3792,3952,1509
SKN2,292,397,310,219,269,263
SKN7,312,271,324,140,157,157
SKO1,213,301,150,80,89,184
SKP1,1603,1137,2355,180,237,844
SLA1,2578,2675,1546,891,1013,1266
SLA2,1124,1068,1183,144,133,368
SLC1,2127,1959,2065,2672,2935,2330
SLD1,2778,3683,4543,2426,2635,3131
SLD5,118,98,103,41,51,60
SLF1,216,201,192,122,130,141
SLK19,4031,4120,3557,1900,2170,2060
SLN1,911,979,1048,295,313,818
SLP2,781,652,644,147,168,342
SLR1,3811,3674,3380,2109,1846,1874
SLU7,100,119,79,25,25,42
SLY41,865,1410,829,817,818,631
SMC1,339,330,279,110,123,290
SMC2,127,125,83,23,19,46
SMC3,46,68,64,17,15,56
SMC4,685,645,474,107,105,311
SMC5,362,384,317,84,92,282
SMC6,400,436,437,102,138,339
SMD2,39,40,65,13,4,32
SMD3,151,90,110,22,20,73
SMF12,602,780,973,469,524,788
SMF3,2888,2431,2597,2113,2191,2018
SMI1,1004,1466,1071,469,505,1141
SMI1B,103,91,92,18,24,74
SMM1,75,299,154,59,70,168
SMP2,3353,2590,3108,899,1082,2026
SMP3,257,475,264,442,447,490
SMT3,1997,1230,1226,549,518,802
SMX4,217,124,113,47,30,87
SNF1,4348,2608,3227,603,669,1125
SNF2,1237,1492,1320,253,266,559
SNF4,2780,1522,2273,481,614,901
SNF5,819,651,523,146,134,268
SNF7,698,632,494,148,149,253
SNG3,464,226,124,216,224,209
SNG4,447,457,392,293,326,316
SNL1,580,422,608,66,76,294
SNM1,26,34,37,10,21,29
SNO1,158,384,325,133,131,364
SNP3,168,106,136,61,36,110
SNQ2,622,1034,1764,863,911,2924
SNT1,1368,1226,1012,329,308,624
SNU114,115,179,104,22,16,81
SNX4,497,375,556,67,75,117
SNZ1,929,4924,4002,2342,2574,4328
SOD1,5786,6219,5859,3889,4462,4972
SOD2,776,1029,971,452,558,1122
SOD3,1393,135,275,179,189,245
SOD4,28,33,15,24,29,27
SOD5,4346,17982,7999,14785,16060,5038
SOD6,336,306,325,198,170,195
SOF1,589,871,903,267,294,831
SOG2,929,1033,770,347,402,596
SOH1,36,21,19,1,0,4
SOK1,1376,1914,1556,554,620,1084
SOL1,453,364,264,34,41,121
SOL3,3631,2393,2525,1426,1556,2485
SOU1,23,59,66,26,21,99
SOU2,0,2,2,2,2,7
SPA2,913,1251,1154,222,238,571
SPB1,252,641,643,115,152,439
SPB4,51,154,120,30,30,97
SPC19,8,5,8,1,1,1
SPC2,794,677,1480,284,329,365
SPC3,1251,715,1799,102,113,337
SPC34,162,79,70,16,17,55
SPC98,269,192,226,70,56,139
SPE1,1174,1154,1166,545,596,1176
SPE2,713,965,949,1090,1018,1392
SPE3,1959,1560,1977,1885,2222,4580
SPF1,4834,5699,6058,5359,6144,6323
SPL1,3215,4040,3477,2503,2744,3126
SPO1,33,40,72,30,28,36
SPO11,5,3,5,3,1,2
SPO22,1,6,4,4,1,10
SPO7,397,561,287,235,269,402
SPO72,336,391,384,86,93,161
SPO75,278,317,286,181,217,327
SPP1,499,283,300,56,63,137
SPR1,0,3,0,0,1,0
SPR28,11,8,19,8,5,13
SPR3,0,1,0,0,0,0
SPS20,358,463,444,328,323,288
SPT10,183,195,177,29,41,71
SPT14,548,336,452,159,140,239
SPT20,327,356,223,66,112,134
SPT23,7256,3767,6863,2746,3007,4635
SPT3,482,256,318,71,49,152
SPT5,2164,2137,1708,437,473,764
SPT6,3754,3980,2948,2052,2023,2486
SPT7,882,695,783,70,80,259
SRB1,54469,52936,52384,30848,31613,22068
SRB8,320,340,360,89,83,158
SRB9,442,541,409,141,160,290
SRD 1.00,438,475,334,466,491,241
SRO77,1813,1940,1881,487,529,691
SRP101,1652,1115,1366,321,324,597
SRP40,407,890,664,175,188,608
SRP54,1812,1662,1526,472,528,1075
SRR1,506,846,790,467,462,807
SRV2,6737,5552,6058,1933,2156,2578
SSA2,9276,28144,3849,8855,9393,7292
SSB1,48122,68986,45159,99665,107583,102359
SSC1,9718,14672,11029,11498,12349,14229
SSD1,7160,8663,8709,4788,5575,5522
SSF1,155,287,253,67,71,127
SSH1,397,847,738,640,460,735
SSK1,1331,1271,1158,263,309,625
SSK2,2956,2706,3246,1823,2095,1994
SSN3,261,158,259,13,15,59
SSN6,3705,3665,3674,1460,1483,2731
SSN8,54,61,89,15,13,26
SSP 96.00,88,52,63,31,28,29
SSR1,2920,1924,4433,870,888,2668
SST2,31,92,54,36,50,64
SSU1,265,193,253,108,128,203
SSU72,353,216,236,46,59,126
SSU81,311,348,315,190,213,236
SSY1,187,307,216,177,208,173
SSY5,419,470,452,123,111,246
SSZ1,5862,6009,5047,4031,4347,7486
STB3,752,407,553,156,197,190
STB5,340,322,342,137,177,304
STD 1,254,288,254,250,264,302
STE11,545,446,542,92,120,331
STE13,1038,807,1092,163,154,329
STE18,4,8,9,0,1,5
STE2,5,1,3,0,1,0
STE23,239,348,460,126,112,265
STE24,4953,4774,7964,2918,3123,3430
STE3,75,88,87,7,9,39
STE4,157,128,157,77,87,146
STE50,455,450,420,332,310,393
STF2,5161,2342,1942,454,395,940
STI1,1844,2166,1038,344,397,875
STN 1.00,22,11,16,6,5,7
STP1,545,379,514,373,450,740
STP2,1916,1503,2196,257,335,1035
STP4,3242,2360,2813,431,511,1686
STR2,555,498,694,223,235,518
STT3,5762,5398,7095,1746,1915,1944
STT4,1567,1260,2283,674,835,1148
STV1,4273,3532,4012,1879,2061,1681
SUA71,1913,2150,1915,1700,1707,1689
SUA72,285,206,242,33,41,67
SUB2,9047,8904,7702,5020,6180,6440
SUC1,247,92,82,49,33,47
SUI1,570,601,909,408,358,672
SUI2,1989,1694,1785,580,647,1474
SUI3,2714,2592,2483,1193,1325,2643
SUL2,23,66,99,149,168,39
SUN41,39486,32960,39180,67628,73537,52262
SUP35,4443,4033,3201,894,1047,2085
SUR 2.00,10721,7229,12048,2408,2757,9808
SUR 7.00,2778,4175,2037,3508,3752,2445
SUT1,587,18,182,105,90,305
SUV3,160,521,300,120,128,394
SVF1,4371,3033,4229,4418,5065,5496
SWC4,460,341,361,55,60,168
SWD1,495,359,333,114,166,251
SWD2,755,729,627,445,546,549
SWD3,137,130,123,48,47,70
SWE1,1386,661,502,76,76,255
SWI1,1124,1480,863,673,659,801
SWI4,626,638,474,158,145,327
SWI6,676,452,461,79,89,257
SYG1,145,70,105,23,26,98
SYN8,244,179,213,60,70,76
SYS1,1195,1421,1974,1438,1408,893
SYS3,449,446,368,26,39,87
TAC1,265,565,415,174,182,303
TAF14,1980,1442,1714,362,452,1064
TAF145,635,808,510,143,171,316
TAF19,134,118,92,18,18,60
TAF4,501,411,371,64,59,198
TAF60,411,276,337,52,54,154
TAL1,53530,43004,45756,55120,62239,45946
TAR1,0,0,0,0,0,0
TAZ1,44,158,84,81,89,71
TBF1,286,626,272,104,102,288
TBP1,1456,769,1030,398,375,695
TCC1,2746,1912,2031,1015,972,1316
TCO89,898,652,593,123,124,318
TCP1,2858,2527,2885,1593,1787,2203
TDH3,1022906,817641,634324,917383,981787,781161
TEA1,105,145,87,20,20,44
TEC1,6889,8576,7815,4368,5084,5031
TEF1,47859,55583,42201,32015,35404,36731
TEF2,63404,75330,56418,51901,57165,58843
TEF4,6,15,13,19,15,18
TEL1,427,469,459,342,392,505
TEM1,336,196,158,30,41,74
TEN1,4,5,5,8,8,9
TEP1,19,15,16,6,7,6
TERT,379,285,369,145,169,270
TES1,125,180,189,78,93,138
TES15,24,99,42,3,8,15
TFA1,872,528,603,199,206,292
TFB3,71,45,41,8,11,15
TFC4,389,323,308,76,91,229
TFG1,1235,1237,829,214,238,448
TFP1,4800,5714,4719,4053,4461,3663
TFS1,2654,3186,4333,1034,1117,3994
THG1,199,174,211,56,58,183
THI13,356,239,493,260,297,620
THI20,95,95,110,77,110,115
THI4,20,59,31,97,90,52
THI6,180,155,199,70,69,115
THR1,1039,1032,1170,302,277,500
THR4,4092,4469,4176,2552,2930,3416
THS1,15218,13981,15490,5462,5564,6949
TIF,16004,19255,15806,26553,29533,33757
TIF11,1309,1229,1307,236,251,675
TIF3,1950,2622,2140,824,932,1994
TIF34,4418,4156,3268,2379,2481,3687
TIF35,1691,2087,1351,659,700,1215
TIF4631,2458,2776,2354,356,382,1226
TIF5,900,959,1197,482,475,926
TIM10,100,64,246,21,19,183
TIM12,13,11,15,4,0,15
TIM13,59,35,44,12,11,39
TIM17,309,475,382,353,268,290
TIM21,67,129,88,14,14,56
TIM22,192,118,117,63,65,119
TIM23,239,495,373,308,339,571
TIM44,2224,2698,2785,889,889,1807
TIM50,2012,2446,2359,597,580,2129
TIM54,762,1137,817,263,270,599
TIM8,1007,798,959,713,633,959
TIM9,25,26,29,6,1,11
TIP1,899,788,1358,1126,1208,799
TIP120,1562,1472,1534,585,632,1055
TIP20,716,453,944,51,36,258
TKL1,38716,36557,26332,48281,54422,37235
TLG2,92,44,68,1,2,26
TLO1,690,577,584,154,119,272
TLO10,858,578,390,148,130,247
TLO11,613,541,536,299,257,406
TLO13,732,737,790,903,778,857
TLO16,140,225,234,194,136,235
TLO34,72,76,83,33,21,34
TLO4,56,39,22,22,15,16
TLO5,891,783,979,1122,915,833
TLO7,229,251,228,114,106,178
TLO8,113,128,94,87,80,87
TLO9,467,396,312,120,90,238
TMA19,19765,20663,27008,19093,19270,20892
TNA1,6,3,1,82,137,6
TOA2,47,62,52,39,16,21
TOK1,295,477,322,244,214,331
TOM1,2725,2637,2557,2362,2713,2853
TOM20,1589,1250,1793,496,643,1227
TOM22,67,69,114,26,9,66
TOM40,6890,10845,8532,12162,13212,11854
TOM6,207,137,210,53,27,142
TOM7,27,24,67,13,1,65
TOM70,560,727,732,340,279,624
TOP 1.00,621,966,1003,144,168,508
TOP 2.00,1009,779,536,198,247,594
TOR1,1373,1776,1304,630,698,949
TOS1,14605,16980,14390,40942,44648,19563
TOS4,904,568,413,149,181,475
TPI1,101013,77060,70654,72815,74672,72556
TPK1,388,652,635,107,122,267
TPK2,2944,1722,1941,689,821,1359
TPM2,9249,5676,6091,1551,1478,3758
TPO2,103,171,140,260,268,179
TPO3,2929,814,562,332,373,606
TPO4,325,594,262,558,602,398
TPO5,113,244,143,75,65,79
TPS1,3684,2508,3083,965,1191,1659
TPS2,13705,8278,6876,6223,6941,6552
TPS3,6921,3787,2322,2032,2125,2611
TPT1,573,561,467,123,118,266
TRA1,1184,1127,1176,617,743,700
TRK1,534,692,748,350,366,564
TRM1,265,352,275,46,48,283
TRM12,98,126,81,25,40,81
TRM2,322,549,757,178,229,836
TRM9,449,458,420,196,220,318
TRP1,1554,2092,2243,3814,4009,3147
TRP2,1246,1042,1009,303,288,890
TRP3,328,355,231,68,74,230
TRP4,1376,1306,1314,575,574,684
TRP5,3696,4554,4303,4147,4631,3916
TRP99,1022,1277,1707,1360,1494,1308
TRR1,3544,3292,4399,2868,3165,3601
TRS20,230,117,171,107,68,115
TRS33,451,265,401,71,82,147
TRX1,311,290,300,375,153,157
TRX2,3,5,3,2,0,9
TRY 2.00,352,317,250,56,75,135
TRY 3.00,517,496,540,147,116,404
TRY 4.00,0,0,0,0,1,2
TRY 5.00,6,25,10,4,4,11
TRY 6.00,1,8,8,26,19,9
TSA1,0,0,0,0,0,0
TSA1B,0,0,1,0,0,0
TSC11,147,160,171,30,23,51
TSC2,101,105,129,30,26,80
TSM1,1107,1093,851,426,366,620
TSR1,1044,1873,1314,834,931,1880
TSR2,95,129,150,49,52,169
TTR1,2674,1707,3295,810,801,1273
TUB1,27085,17471,16731,32742,36285,17712
TUB2,10191,6803,9223,8507,9860,9982
TUB4,331,212,144,42,38,128
TUF1,6753,8178,6640,8435,8991,9025
TUP1,2304,4232,2884,2559,2024,1355
TUS1,522,892,666,717,823,716
TVP18,375,340,663,283,206,246
TYE7,8108,5878,7975,1871,2285,5108
TYR1,1082,860,913,181,205,478
TYS1,3154,2919,3464,1521,1682,2889
UAP1,1551,1257,1940,409,487,816
UBA1,7287,6293,6584,1815,2079,3661
UBA2,1089,877,959,277,273,424
UBA4,1494,1272,1869,738,785,1406
UBC15,1179,767,1406,674,678,1044
UBC4,7302,7199,6270,4191,4187,3383
UBC8,1016,979,996,1062,1138,743
UBI3,27163,25506,25929,13655,14589,33738
UBI4,34219,22487,32860,14922,15270,23500
UBP1,703,675,672,155,151,519
UBP13,844,512,631,169,160,359
UBP6,2679,1458,2222,244,243,962
UBR1,1997,2091,2410,1044,1349,2473
UCF1,8396,1136,5853,360,474,2927
UEC1,2,1,3,1,0,0
UFE1,1867,1204,1306,277,309,543
UGA1,633,924,901,1318,1414,1309
UGA11,537,288,175,459,573,281
UGA2,856,1769,1941,1191,1323,1089
UGA3,781,713,491,109,126,264
UGA32,283,178,331,119,155,333
UGA33,131,58,78,8,17,38
UGA4,37,116,101,98,116,127
UGA6,84,74,85,66,73,55
UGP1,22156,10717,15130,4892,5721,5955
UGT51C1,282,410,380,164,166,231
ULP1,160,185,152,61,72,137
ULP2,109,131,98,17,18,64
ULP3,853,437,500,123,112,244
UME6,836,375,967,1038,1179,795
UME7,23,22,61,8,9,52
UPC2,8531,7509,4911,6597,7188,5765
URA1,6328,6933,4334,4402,4355,5744
URA2,1071,1522,2423,2167,2654,7227
URA3,278,324,231,85,84,212
URA4,421,582,776,399,459,766
URA5,487,347,630,132,150,464
URA6,2089,1967,1454,693,689,1035
URA7,2103,2556,3652,4110,4795,6777
URE2,361,530,374,267,342,400
URK1,339,434,350,127,159,277
USO1,933,896,993,119,167,354
USO5,184,92,98,27,15,56
USO6,732,736,897,79,83,349
UTP13,520,853,986,267,299,1132
UTP15,244,438,441,191,193,517
UTP18,372,894,546,190,225,639
UTP20,154,201,435,172,166,576
UTP21,524,1733,1347,1591,1776,2576
UTP22,443,1774,755,679,721,1676
UTP4,306,744,602,271,304,734
UTP5,934,1479,1657,843,948,2431
UTP8,948,1580,1339,586,723,1901
UTP9,937,1474,1274,453,443,1317
UTR2,3584,3899,5092,2173,2387,1973
VAC7,471,390,420,91,95,195
VAC8,2293,1400,2110,595,660,1305
VAM3,776,265,492,100,97,264
VAN1,2525,2081,2446,820,896,1255
VAS1,1608,1937,1955,335,301,1479
VCX1,302,628,316,363,400,305
VID21,648,691,532,150,165,194
VID27,5529,3902,3935,1403,1420,1981
VMA10,297,105,206,7,13,108
VMA11,966,1291,655,1466,1441,728
VMA13,650,760,866,354,382,449
VMA2,10017,9978,10111,8379,9327,7720
VMA22,29,19,13,2,3,8
VMA4,2596,1804,1786,460,486,1244
VMA5,430,439,530,241,229,244
VMA7,383,374,367,297,272,180
VMA8,644,530,515,109,132,242
VPH1,1834,2122,1919,1547,1735,1389
VPH2,56,47,45,13,20,76
VPS1,6857,6093,6288,2075,2277,2366
VPS11,365,304,319,57,60,201
VPS13,535,840,520,532,546,395
VPS15,177,169,268,31,35,127
VPS16,506,317,418,44,59,196
VPS17,1013,556,898,72,85,218
VPS2,220,245,92,37,38,53
VPS20,217,141,166,8,7,41
VPS21,2497,2137,3431,2457,2562,1957
VPS22,19,25,19,7,7,15
VPS23,309,365,201,155,178,194
VPS24,110,117,128,11,10,40
VPS27,788,621,689,84,106,253
VPS28,205,108,136,37,42,81
VPS33,373,248,377,54,82,121
VPS34,253,241,282,83,108,195
VPS35,1059,782,1055,260,308,497
VPS36,255,171,185,45,43,120
VPS4,453,384,293,98,107,135
VPS41,267,208,218,39,44,130
VPS51,318,264,154,39,45,71
VPS52,1046,629,834,358,409,582
VPS53,1944,1911,1363,1955,2097,1259
VPS70,571,811,707,701,831,796
VPS8,140,139,106,46,56,84
VRG4,561,888,1102,737,574,672
VRP1,330,598,658,133,129,149
VTC3,906,932,950,580,607,1129
VTC4,1123,708,960,545,699,1080
VTI1,324,163,292,32,29,161
WAL1,511,612,408,102,130,233
WAR1,106,156,108,75,81,121
WBP1,7809,7717,11589,4309,4666,4161
WH11,18,49,48,2,6,73
WHI3,325,611,348,623,712,376
WOR1,1,17,4,1,2,3
WOR2,157,281,168,37,53,105
WOR3,3647,2084,3083,1579,1760,2545
WOR4,1367,773,748,828,1025,556
WRS1,543,525,514,155,143,450
WSC1,450,610,425,409,459,472
WSC2,3059,2518,2125,1284,1339,1298
WSC4,1796,897,1083,347,350,407
XKS1,1403,803,758,216,214,406
XOG1,206,623,1261,1686,1867,1508
XUT1,11,35,23,9,32,29
XYL2,7658,17488,14925,12933,9408,11021
YAE1,78,80,83,23,23,50
YAF9,166,101,98,22,24,67
YAH1,112,120,103,38,55,117
YAK1,409,288,332,53,67,138
YBL053,487,435,349,94,92,242
YBN5,5198,4382,4622,1314,1432,3716
YBP1,490,440,568,176,185,472
YCF1,567,709,775,422,410,533
YCG1,177,178,103,40,38,89
YCK2,2838,2235,3003,1081,1285,2391
YCP4,1819,4507,2278,937,979,993
YCS4,1542,1137,1018,504,571,654
YDC1,632,535,433,586,589,466
YDJ1,3621,4659,3683,2015,2241,3148
YEA4,102,212,228,218,209,175
YFH1,472,358,279,133,118,229
YHB1,4093,3260,7517,2050,2589,6607
YHB4,602,352,402,312,372,270
YHB5,288,362,658,385,399,396
YHM1,708,1135,1198,1353,1541,1607
YHM2,1150,1411,814,469,448,551
YIM1,369,437,506,731,856,661
YKE2,1087,934,1191,312,289,793
YKT6,934,626,913,153,125,319
YKU80,602,361,462,140,158,282
