,WT_YPD.30C_1,WT_YPD.30C_2,WT_YPD.30C_3,WT_YPDserum.37C_1,WT_YPDserum.37C_2,WT_YPDserum.37C_3,WT_LI_1,WT_LI_2,WT_LI_3,WT_LI_4,WT_LI_5,ume6_YPD.30C_1,ume6_YPD.30C_2,ume6_YPD.30C_3,ume6_YPDserum.37C_1,ume6_YPDserum.37C_2,ume6_YPDserum.37C_3,ume6_LI_1,ume6_LI_2,ume6_LI_3,ume6_LI_4,ume6_LI_5
orf19.6306,4.15402,1.55851,6.55605,3.57343,7.5788,4.72521,4.94379,11.0203,6.57913,7.39728,6.02467,3.10978,6.61973,6.51658,4.0423,3.70756,2.75202,4.19264,3.5644,2.25683,2.00222,4.73641
orf19.6307,1,1,2.72482,1,3.15454,2.28109,15.9432,20.9762,11.5444,14.6487,15.7832,1,1.68605,1.67029,1.32555,1,1,17.1948,16.3599,19.6429,23.824,16.668
orf19.6308,2.53806,1.36433,4.2062,1.13444,5.19404,4.47767,48.0578,52.3248,27.7977,62.239,41.9473,2.08849,1.36983,2.47576,1.8844,1.83113,1,55.9193,52.6848,54.2831,43.1158,49.886
orf19.6309,7.99562,7.80879,9.59925,10.8203,11.0433,10.018,9.13904,8.14553,8.01065,5.01996,10.5616,5.1411,10.5961,9.24301,11.8029,10.2309,7.04062,8.48285,7.21055,9.29642,9.10287,2.69439
orf19.6310,1.28231,1,2.57524,1.2687,2.39371,1.92647,12.0537,9.1236,7.92537,7.85687,9.2058,1,1.2529,1.61127,1.18154,1,1,9.08949,6.94952,8.40328,9.77228,8.10373
orf19.6311,1,1,1,1,1.26192,11.2554,42.0879,41.6449,73.153,10.7024,39.8964,1,1,1,1,1,1.0988,24.8987,22.5498,64.1621,79.7116,68.7882
orf19.6312,1166.64,1300.02,1644.62,1463.75,3966.31,3406.11,1184.29,1825.05,2291.17,3039.11,2237.49,847.056,1897.54,1795.51,1728.59,1900.31,1270.7,2402.42,2032.13,2810.63,1390.1,1355.93
orf19.6313.2,8.69414,10.0801,7.89886,12.0334,13.6024,13.4272,109.623,92.4162,119.606,128.037,72.4243,7.27663,13.9514,10.1381,14.4116,11.4191,11.0153,83.9337,113.016,123.978,118.436,75.861
orf19.6314,20.6563,13.6204,15.879,16.8619,17.3569,31.1069,51.6751,26.2284,41.5558,74.3065,50.3718,14.3554,18.0102,26.0707,25.8717,24.2366,15.9668,65.2461,68.2279,107.298,56.4932,85.7009
orf19.6315,14.341,13.1442,20.2362,19.4032,17.1308,22.0731,52.6284,44.112,52.8755,35.3789,35.4753,15.2284,16.6125,12.3245,18.7338,19.4178,23.8138,52.2976,56.4379,39.5586,48.9232,47.3796
orf19.6316,3.18042,3.1945,4.4036,1.66343,5.69112,4.01609,9.90013,7.43191,8.99469,8.5402,7.12899,1.95138,3.66034,3.71673,2.62557,2.25138,2.28296,10.165,8.52898,8.97452,12.1789,13.1727
orf19.6316.4,2.60786,1,2.02344,3.41784,14.5949,17.3005,1,1,39.3423,1,7.51587,1,1,1,5.45233,1.45058,4.17741,1.96997,1,34.2738,13.645,1
orf19.6317,52.2323,39.4592,118.783,33.2772,54.4051,56.7529,35.0291,24.0411,37.6875,24.1735,37.1374,62.1374,89.588,102.711,65.2119,56.3631,40.1821,38.687,29.5638,49.2843,35.241,53.0656
orf19.6318,280.095,112.368,222.414,145.851,119.195,124.706,73.7373,195.353,159.871,218.344,123.149,190.658,39.7035,80.2518,130.453,101.175,173.054,150.392,166.142,150.693,106.501,118.491
orf19.6319,57.9543,54.1143,62.5591,75.4289,57.8786,64.6735,58.7367,35.5778,45.1723,29.1478,40.8705,60.1167,50.2999,58.3413,97.246,78.8548,65.3652,50.8747,58.7713,47.2161,48.5194,47.1481
orf19.6321,417.314,361,276.398,721.308,399.613,479.37,619.763,1064.56,709.208,467.369,514.587,781.599,203.091,169.388,713.644,508.829,891.776,457.017,605.207,386.946,586.758,422.918
orf19.6322,183.195,154.922,238.01,334.277,405.711,330.039,1563.85,1516.8,1096.14,939.566,945.646,293.546,251.789,249.74,378.294,403.39,398.246,835.326,1004.23,1135.6,1207.04,1226.04
orf19.6323,53.7508,33.0295,34.7665,49.042,32.0343,29.9976,103.227,61.3719,65.2532,82.4554,56.0924,85.3913,30.1943,41.9595,25.0687,15.9256,30.5008,50.1018,70.113,73.9831,94.8781,88.8129
orf19.6324,106.51,92.6954,135.826,155.444,139.881,129.786,110.24,117.505,117.168,103.218,118.507,120.404,129.288,129.885,152.27,136.099,137.997,110.398,111.285,98.8337,121.358,108.53
orf19.6326,43.6436,32.7932,46.5725,43.8174,43.7305,46.1435,63.907,66.9299,70.4096,71.109,60.0959,47.807,42.1621,42.3913,65.7548,59.1546,65.7048,49.7589,63.4927,53.6018,59.1892,49.2109
orf19.6327,486.069,435.914,465.328,792.773,828.723,846.28,998.095,885.425,947.479,1152.32,682.465,1312.8,372.185,362.243,604.869,418.174,1153.86,640.576,834.788,665.8,668.291,793.153
orf19.6328,168.513,125.866,120.815,193.55,138.526,170.647,40.7884,31.1975,57.1517,52.7975,50.6148,312.184,142.241,122.945,215.86,190.958,190.495,69.0748,64.4221,73.0779,47.074,59.8345
orf19.6329,124.288,60.4238,114.276,85.9067,39.9761,69.0811,26.8636,30.1718,25.6685,37.1492,23.221,163.667,43.9989,67.966,82.4355,59.6228,67.5515,26.5798,28.3215,25.6788,26.9856,40.1929
orf19.633,48.6576,48.0208,58.575,28.9104,59.0284,50.4997,80.2447,167.296,62.9544,81.635,51.8317,38.3328,52.2459,49.7891,22.4589,29.1807,20.4497,55.1889,37.331,45.1507,54.2594,55.9508
orf19.6337,71.8158,54.923,74.9485,87.8758,150.062,49.6493,94.5589,117.97,135.948,142.98,129.468,53.2068,48.7635,48.5436,152.188,100.627,84.6763,94.3324,116.637,62.4979,103.008,85.0736
orf19.6340,24.3395,20.0864,33.3256,10.0606,33.3204,40.5098,76.3618,81.5303,104.748,131.883,143.508,14.1418,29.9749,30.4102,18.1297,27.2596,9.22422,112.363,140.061,202.252,99.5568,87.2669
orf19.6341,12.9048,7.66364,15.2432,13.7586,20.3641,23.1253,25.5165,26.6792,17.7051,27.4974,43.3147,13.9549,11.5287,13.5522,18.9562,16.1408,13.6055,27.4925,28.7902,37.4696,28.5192,26.4106
orf19.6343,85.2398,24.6701,87.499,16.1652,25.7886,23.4588,60.4985,85.1503,39.5112,91.8718,71.3255,35.7246,27.4116,54.0747,15.3232,17.6277,17.8282,52.1578,80.6992,123.45,55.9635,67.5786
orf19.6344,17.6891,19.3706,25.1627,14.8975,29.4436,31.0787,39.2496,40.6794,26.884,49.5189,54.9997,12.8708,23.8027,21.2139,15.7766,17.964,9.03863,42.6429,31.1036,47.7386,34.4594,42.7799
orf19.6345,167.294,139.743,226.22,162.807,183.154,175.552,106.047,80.7447,93.4346,93.5895,138.173,146.506,204.898,236.836,228.75,184.633,183.939,111.595,103.938,134.828,81.2645,56.7724
orf19.6346,16.8406,13.8128,27.4752,9.80329,24.12,25.1358,44.2691,26.1196,39.2107,43.5536,66.1679,11.9534,24.3571,24.1217,14.3839,13.7794,7.65642,47.5118,50.841,129.734,54.457,62.3834
orf19.6347,1.73791,1.29327,1.76392,1,2.4852,3.12761,9.15326,4.74075,7.19256,8.01663,13.4844,1.11192,1.29236,2.15497,1.4988,2.12379,1.09927,8.25704,10.3385,23.8225,11.5394,11.8018
orf19.6348,12.5882,11.0972,16.8163,10.441,16.882,15.7829,33.5984,30.2987,22.6999,25.9445,28.3891,7.65738,15.4456,16.1207,8.90313,9.48441,5.46269,29.9329,24.7826,19.2114,20.7667,21.3609
orf19.6349,11.3768,18.3732,16.5879,11.4804,18.6348,13.5714,242.541,93.9676,106.365,105.116,138.425,8.54892,18.3278,18.3055,5.2915,6.95312,4.27044,147.907,150.498,134.343,215.298,119.2
orf19.6351,6.31376,6.93478,11.5214,13.9268,19.966,18.4108,33.515,22.7377,21.6571,22.3491,27.2738,5.66359,9.60996,10.6476,12.7823,13.8883,8.35575,25.4325,26.2717,27.7083,31.8017,25.1521
orf19.6353,1.77783,1.66379,1.99307,3.44848,5.82928,4.72596,8.56507,11.8218,8.24755,8.94331,10.0974,1,1.76618,1.87239,1.42809,1.75839,1.32499,6.99995,7.68498,4.23228,6.30174,5.53486
orf19.6354,3.7707,2.12748,4.62737,2.79976,5.78887,3.5516,8.86168,8.72811,12.0775,9.22122,14.5778,1,2.10473,2.12472,2.16459,2.62108,3.74525,8.29854,5.92378,6.5281,8.09842,5.51487
orf19.6355,26.1562,22.0494,61.6136,24.9772,63.7822,50.1259,51.9122,23.7309,48.681,51.1723,68.6178,22.9798,55.2729,55.3208,54.7065,62.0434,30.7539,53.0844,66.6903,137.835,68.9901,87.5929
orf19.6356,1,1.04028,1.42639,1,2.09555,2.62366,2.97016,2.08845,1.77236,3.75208,4.90299,1,1.51385,1.99715,1.72391,1.92181,1,4.63558,3.72223,10.7145,4.8023,5.95249
orf19.6357,4.90271,5.71103,9.46833,4.28067,11.3919,10.368,25.5835,22.352,17.7744,15.0211,27.9148,3.75293,8.6243,9.55345,5.00772,6.40014,3.50928,17.4484,28.9459,28.7519,24.7607,4.39679
orf19.6358,13.3694,21.0174,23.0828,17.5919,41.9206,50.4677,198.305,195.719,132.065,151.042,157.492,13.6961,22.1665,24.2709,15.4775,18.8015,9.37704,179.125,173.433,175.743,235.926,206.92
orf19.6359,5.84985,5.97203,9.5585,7.84382,16.2413,10.8352,22.193,32.4932,29.4365,12.5611,26.7709,3.91957,7.74052,7.66155,10.6942,9.05161,6.08488,39.7933,18.3229,31.8608,23.9752,21.9663
orf19.6360,4.52072,5.32879,7.6637,3.64597,6.01231,10.3596,15.6755,20.8846,7.48462,11.5477,23.6442,3.11564,9.13306,8.23099,6.75873,9.01745,2.94755,15.3532,24.1995,44.4882,20.8143,5.40139
orf19.6362,24.3742,24.5188,43.2357,17.3464,35.6144,26.7169,35.1813,33.0066,30.9246,24.9478,40.7804,14.8745,34.5564,41.7228,27.1233,28.7694,16.4534,34.5972,31.6546,33.69,25.4926,33.6423
orf19.6365,21.4037,20.0972,20.5731,29.5299,38.8345,39.4255,52.2383,46.938,51.5414,54.1579,44.4408,17.5465,19.8525,20.2374,28.6527,30.3038,27.3896,35.6384,42.0328,54.3854,34.2883,51.9676
orf19.6367,8422.39,8387.13,10020.5,6231.34,4636.89,4964.39,1004.85,846.318,1276.14,1029.37,1116.01,7835.6,8976.19,10595,8123.46,8531.97,6250.71,1291.54,870.375,1102.79,842.053,1369.3
orf19.6369,43.1045,29.1783,58.8453,43.7356,58.4746,57.6761,50.586,42.2251,47.5557,51.7735,59.0649,26.3574,49.1974,50.8762,54.0929,55.2651,35.8654,46.2977,72.0389,111.222,50.4525,71.8809
orf19.637,379.518,379.594,461.665,455.7,530.426,476.914,1421.72,1049.73,1284.65,1496.05,911.236,426.722,543.541,502.28,521.599,486.125,436.178,1326.7,1510.37,1032.84,1184.53,1197.71
orf19.6371,2.13747,1.52475,3.02925,2.54439,5.49064,5.25116,6.53339,6.75704,6.03349,8.24888,5.71044,1.11627,2.4795,2.89417,3.32714,3.43832,3.26365,7.04658,7.06012,10.0452,8.88123,7.62952
orf19.6373,59.5528,60.6121,71.8786,52.832,57.3457,53.0835,70.8317,61.3891,71.1955,58.4327,60.6221,46.2824,68.7367,73.2965,66.7739,56.7075,45.4283,72.6561,66.6807,66.2456,73.0565,73.3036
orf19.6374,10.8597,10.5796,13.4403,13.3331,25.9985,20.0558,31.5544,23.6553,38.434,39.2148,29.6929,11.9775,15.832,12.6526,15.609,17.2206,12.0462,37.9387,33.0569,39.0309,31.8436,39.1979
orf19.6375,1305.16,1300.01,1630.71,1379.63,2504.5,2296.91,1549.07,1512.54,1915.46,2519.98,2000.86,1232.15,1554.88,1540.18,1402.6,2020.19,1135.44,2025.88,1515.72,2103.31,1373.34,1923.29
orf19.6376,15.171,14.3574,25.0783,30.1033,41.0712,31.8416,137.644,101.901,93.0995,92.0884,82.126,15.6841,22.8487,25.1268,22.5344,22.5364,18.5821,76.0144,79.83,70.2697,79.2368,78.4582
orf19.6377,9.3423,5.76774,6.70745,10.253,14.2498,15.9358,15.6925,18.573,17.7122,17.9079,16.9187,5.6946,6.86217,7.40001,11.3512,13.1258,8.72603,15.9669,17.3319,16.1228,8.34924,18.0355
orf19.6378,19.9658,13.3685,27.873,24.2388,33.4002,25.6112,40.167,27.3889,49.21,50.8041,38.1375,17.0499,22.0356,21.1232,31.2467,36.173,25.1573,31.6522,45.8582,71.0941,38.9869,44.4651
orf19.6379,11.6691,7.24056,10.4889,22.1002,28.7137,25.7383,20.884,19.0464,19.576,38.8941,23.0602,11.936,7.61202,7.22482,16.1773,19.7079,16.6193,19.1013,35.7017,23.5664,26.5251,28.7774
orf19.638,13.5779,9.37365,18.6527,20.5486,41.8948,46.0906,48.9798,92.9526,24.9374,27.1618,18.3077,12.0287,13.6379,17.5127,22.2455,26.4523,19.7747,22.9994,25.8742,21.9464,22.6044,31.5585
orf19.6382,5.24407,5.33146,7.89744,7.87499,11.2361,9.9406,13.5337,14.3183,16.2996,13.5453,14.7364,5.49783,7.25734,6.76646,7.4638,7.76513,10.1784,14.9297,13.8226,17.1117,15.636,17.0913
orf19.6385,1477.15,690.146,1795,1432.54,1069.23,1314.38,1256.31,759.218,1260.78,782.317,677.9,2526.12,1388.31,1835.83,2231.88,2084.63,1545.85,983.046,886.138,552.405,856.549,1299.8
orf19.6387,208.885,240.909,224.138,220.386,176.558,207.445,2537.76,543.014,1175.94,650.488,619.491,156.343,212.529,234.65,283.604,246.352,222.909,1832.03,1646.9,1404.2,2902.93,1994.35
orf19.639.1,8.60827,14.3489,25.8789,36.3489,37.5456,50.6819,21.8428,39.3733,49.8351,37.661,60.7772,13.4035,1,4.85119,33.8716,37.0345,40.2572,56.9762,56.559,97.9906,54.8256,34.3856
orf19.6392,9.07454,7.84036,9.76575,26.8299,20.0085,24.5713,29.7212,11.296,23.1068,20.3077,14.2391,12.9092,11.6359,11.7451,30.5015,22.7483,20.9389,21.4057,26.7531,25.157,32.8206,33.5733
orf19.6393,34.7273,32.3223,33.187,44.6705,40.6958,36.1622,46.7932,30.9919,39.223,27.8715,38.1671,23.3489,33.2595,33.7381,38.6697,31.5445,28.2899,45.7604,37.288,44.7023,48.712,47.2582
orf19.6396,51.5565,60.4759,50.4951,74.7074,67.8127,70.0303,44.9677,48.3616,40.4014,36.5108,37.9466,52.0397,50.5478,52.0797,53.3615,42.5365,61.1808,46.5047,41.4139,34.8963,37.1639,44.6502
orf19.6399,10.9954,8.33214,9.72469,13.3946,15.3619,15.1638,16.3312,14.6827,21.1484,14.5,17.6906,6.61064,10.8426,8.80059,14.1803,14.884,11.6539,18.5668,20.7881,41.0879,26.5194,28.8028
orf19.640,2.80037,4.26419,6.18681,6.36493,10.5393,9.20134,42.3523,26.2057,25.4527,39.9667,25.7738,2.63311,5.71251,3.56788,5.83214,6.21188,5.27686,24.0323,30.6429,35.3971,20.7187,31.3477
orf19.6400,28.4003,24.8482,24.9975,29.7101,26.6217,29.1683,25.2237,18.673,27.3127,28.0901,26.9785,30.5535,25.4366,25.8578,41.9221,38.8032,33.8105,26.9844,27.6698,41.6017,32.4434,26.1844
orf19.6402,813.871,649.138,1044.4,532.347,577.599,475.03,421.177,234.321,399.988,220.941,297.524,775.775,993.405,998.895,755.463,894.166,564.24,539.33,542.749,822.967,483.707,349.783
orf19.6403,22.96,19.8152,24.3754,31.0471,34.4674,42.4851,81.0359,72.7646,66.7945,91.632,62.2291,20.8385,23.8163,25.6412,32.4973,27.8285,25.8612,61.8821,70.5001,70.7383,53.1773,64.2651
orf19.6403.1,2849.13,2456.9,2423.14,4864.3,4017.69,3445.75,925.956,1178.25,1899.55,1853.58,1483.52,2778.95,2136.88,2132.27,3461.74,3355.62,3313.39,1357.97,978.512,1314.18,900.927,1295.56
orf19.6404,35.4739,40.1784,54.0816,40.6009,66.8415,50.145,77.53,41.7548,57.8871,53.9762,48.9717,30.0755,59.1688,56.4631,49.6182,53.2927,43.9455,59.0219,52.0236,74.1388,84.9826,74.5016
orf19.6406,57.701,70.6476,80.8985,54.8612,129.374,114.991,166.067,165.231,167.883,279.073,212.789,38.8629,66.9371,74.328,77.4539,108.321,77.458,239.669,278.68,348.751,230.139,242.709
orf19.6407,13.0996,14.572,18.0046,16.9512,21.9568,17.8046,23.7366,11.8456,20.4498,21.4111,23.8861,10.2331,18.8664,18.8538,19.4572,19.5945,14.0735,22.8617,24.8963,31.8054,25.5878,23.749
orf19.6408,8.88383,8.30649,18.1358,8.90456,17.6511,10.7036,102.866,93.2136,49.4432,86.5485,72.9546,6.26632,16.3041,16.519,10.7148,12.3489,7.2193,69.8544,79.0074,26.9695,56.6942,41.184
orf19.641,8.32209,8.21943,11.8338,7.71675,17.2309,18.303,50.6701,36.8149,27.0725,53.6932,41.9152,5.35892,13.0906,10.8651,6.5624,7.27276,3.57499,31.5515,48.2779,52.3354,37.9184,31.1338
orf19.6411,28.0248,30.4591,36.1923,49.437,43.0841,43.722,41.537,49.0187,42.0744,40.0123,38.5336,23.1439,37.3948,34.8857,37.3925,33.5175,29.4387,37.8144,30.496,31.6565,34.2216,40.5862
orf19.6414,9.86927,11.8228,15.3824,29.442,27.1404,25.2901,23.2225,39.4193,20.48,22.0342,20.3862,8.14087,12.2655,13.5775,19.9645,18.2315,12.9982,14.3465,13.6304,13.7401,15.2409,15.0497
orf19.6414.3,300.641,267.103,325.044,461.106,540.018,681.466,2045.19,2655.95,1920.54,2367.47,1593.91,254.623,353.998,307.371,228.51,257.516,209.836,1173.09,1378.13,1111.51,1166.95,1256.34
orf19.6416,1.79704,1.95763,1.49245,3.56158,3.6689,7.57534,9.35159,12.8757,11.8381,13.1642,11.3358,1,2.02887,2.73139,4.5923,5.57314,3.7528,8.69576,9.74811,18.9748,10.7837,14.5552
orf19.6417,16.563,7.38976,28.2375,22.0521,40.98,36.3052,19.919,11.0904,19.309,21.0175,25.4164,14.6763,23.5425,24.4006,47.2293,48.6534,29.3221,17.3374,25.3473,57.9123,21.1179,32.0445
orf19.6418,17.1144,8.54562,30.4586,24.9312,43.7102,35.9104,33.2791,22.0662,33.3327,40.2649,40.8542,13.4747,27.1303,25.5797,43.307,45.7058,28.0757,29.0977,41.6946,93.5901,39.8699,59.2645
orf19.6419.1,12.5416,9.66062,12.7285,13.917,17.932,31.6156,19.6236,15.6853,8.8817,9.22581,21.8075,5.20924,5.74027,13.3753,8.98528,15.6018,10.6709,19.702,20.8813,30.0562,6.65633,20.1012
orf19.642,9.47029,11.2119,21.5714,7.82349,17.333,13.4203,33.9098,30.8858,28.5666,29.0379,28.5825,7.33603,18.5971,19.3866,10.8948,11.4616,6.95485,28.8963,27.2122,25.9113,25.241,26.7736
orf19.6420,11.4992,9.30291,13.9245,202.729,128.359,248.565,3.34479,7.20053,3.64952,3.82842,4.03364,20.6579,11.7252,10.6593,193.418,133.766,189.987,2.01735,2.56833,1,1,1.97256
orf19.6422,5.44318,5.7474,7.28717,8.65393,13.6805,12.7644,34.5339,28.1433,26.202,24.2195,24.1212,4.50296,6.9776,7.18168,9.72697,10.2457,7.62602,26.741,27.6967,28.2556,28.0707,30.86
orf19.6423,24.797,20.9211,29.7264,52.2877,61.4101,58.4647,124.255,93.5994,120.651,120.968,80.0797,23.956,30.972,29.4034,42.9523,44.986,42.6359,92.8813,94.6018,80.2882,97.1152,111.676
orf19.6424,94.1541,83.1512,97.1876,88.5764,152.007,143.412,325.633,353.897,345.079,426.597,325.24,97.1249,121.613,104.088,99.1192,113.612,66.5456,281.226,370.973,294.504,290.096,307.158
orf19.6425,33.4498,32.563,44.8977,30.4165,35.8632,34.5725,18.29,16.4544,21.3103,16.9996,22.8019,27.7615,37.9367,42.6735,46.3437,38.6198,32.6933,23.2155,22.9164,23.4301,17.4764,25.1249
orf19.643,5.66829,5.04068,6.98992,5.26234,6.19811,5.37669,7.5877,10.1558,8.78264,6.73022,8.54962,3.18396,6.65002,8.71749,4.94929,5.03289,3.40993,9.27015,8.41001,6.54288,6.16871,6.65132
orf19.6431,1.01506,2.20002,2.14882,4.16302,6.20508,6.2977,10.5706,6.10029,11.1464,10.5589,14.1942,1.7419,3.15087,2.9155,5.67284,5.26926,2.16382,15.2445,15.7527,25.8121,10.557,13.8558
orf19.6432,19.7135,18.9475,27.7121,22.9455,27.2975,26.0977,16.2688,14.8745,19.0952,15.8408,15.1663,20.7753,23.3093,26.5421,33.2694,32.2746,23.9182,17.1655,16.2204,21.1201,16.4215,18.2987
orf19.6434,40.3271,47.0793,58.4613,60.3963,74.5601,61.0837,120.516,105.808,90.9222,97.3238,77.0258,38.6447,63.4358,59.0973,60.8043,70.3994,51.508,85.3066,79.5139,108.069,106.096,123.669
orf19.6435,236.686,126.674,177.375,434.277,499.937,408.625,185.859,193.435,176.681,219.205,146.583,390.06,138.4,138.834,326.963,314.113,501.217,198.187,155.265,147.631,179.612,176.877
orf19.6436,7.33486,7.27144,12.9957,11.4882,21.6827,16.0637,23.4869,19.3279,21.8009,31.2993,26.3865,5.72571,14.2593,13.9715,12.7163,13.6505,8.25234,19.4193,21.3951,25.8321,16.9686,21.7307
orf19.6437,19.2697,14.0635,17.7091,26.7485,21.8565,24.2016,22.5109,21.2217,23.133,19.9362,23.8281,18.6318,17.6867,18.7072,23.9598,20.1037,19.3898,18.1375,19.4285,18.3728,21.9177,21.2025
orf19.6438,37.9658,35.4737,51.9055,56.8129,68.2451,61.2537,58.9889,63.376,58.3658,62.181,53.0716,37.613,63.7782,55.3863,45.8224,47.6958,35.4589,55.9564,57.6198,53.0356,35.1697,51.2494
orf19.644,1,1,1,1,1,1,28.2886,49.0959,17.383,13.344,16.5822,1,1,1,1,1,1,13.3685,18.0875,7.10748,6.06401,10.275
orf19.6440,28.9541,36.5367,27.8652,31.5229,36.8849,34.7623,75.9115,77.2069,55.9653,45.7237,58.5757,23.186,29.1419,27.0486,23.0145,20.6519,24.4228,59.1841,63.4157,51.5058,74.4667,63.5254
orf19.6442,17.9133,12.2183,23.06,18.7887,23.2953,24.4853,16.2089,13.5215,16.1473,13.3869,16.7821,14.503,17.8967,21.4225,32.2007,27.4076,21.7279,15.0063,15.7209,17.0976,15.8326,20.2539
orf19.6443,3.55839,5.60026,3.93031,9.52824,7.69673,8.23093,27.2467,34.8071,21.9856,21.061,18.3515,3.97742,4.5497,4.40359,5.49753,5.17538,4.25714,19.1493,20.3722,19.5308,27.3002,23.8399
orf19.6444,9.6257,8.24763,10.3256,21.6976,18.2111,19.838,17.7053,11.4318,20.5732,14.7756,15.5457,10.0818,10.1986,10.9637,24.3523,23.0203,17.3847,17.492,15.8636,22.2304,18.4678,20.2271
orf19.6445,8.75402,11.9765,11.5696,9.02897,10.9152,12.0137,63.5206,97.1127,41.7218,42.8882,33.1067,14.6348,11.7172,16.519,9.30958,11.6674,10.0403,32.7459,39.8636,22.8184,35.3895,38.9518
orf19.6447,37.898,36.3904,32.642,37.5296,67.4589,53.9611,366.542,276.784,233.474,238.568,253.875,47.8291,31.0651,30.296,37.6878,33.1964,104.96,184.99,291.577,280.191,295.686,259.753
orf19.6448,62.0801,44.6452,63.9421,59.7009,54.7267,53.8723,140.756,132.632,103.799,91.9191,81.4868,43.0003,55.928,61.314,56.4455,52.1904,42.4258,75.4522,89.5635,51.2141,71.2706,78.7451
orf19.6449,1,1,1,1,1,1,9.88896,7.2737,9.21399,9.17313,6.35607,1,1,1,1,1,1,5.6909,10.0953,6.55592,8.07554,8.7027
orf19.645.1,18.2366,19.8551,32.1686,10.0292,29.4617,27.7896,109.414,113.089,78.7528,84.7007,63.0388,17.2251,31.5737,30.5837,9.5242,14.271,6.48877,94.2175,74.4664,67.1659,87.8565,100.966
orf19.6452,293.775,202.625,254.725,257.539,318.589,437.055,559.995,714.116,727.161,782.833,706.014,220.201,180.053,198.767,230.643,270.972,183.269,690.637,572.429,869.463,752.512,658.116
orf19.6453,3.42453,3.32807,6.0409,4.41541,5.47471,5.17839,14.8338,14.0951,10.5511,11.3341,16.5353,2.74042,4.33858,6.32688,3.70486,3.50885,1.78707,15.149,13.0931,15.3251,13.0681,13.2228
orf19.6455,6.86025,9.4505,12.5633,6.17728,19.4351,21.6001,76.8211,68.2312,52.4316,77.571,89.6138,7.35787,16.6732,17.5291,8.09858,16.436,6.01095,68.2469,80.2644,78.2248,71.3441,68.5243
orf19.6456,4.30255,4.24667,5.53949,6.93472,9.24504,7.43292,26.727,33.7595,20.8475,24.229,30.7116,2.54211,5.61233,6.09967,4.54202,5.16942,3.69591,12.35,15.5288,9.00718,9.00287,11.4059
orf19.6457,4.70595,3.38373,5.12188,2.67366,5.33028,6.60732,28.2025,18.5536,13.6997,16.4696,23.3996,2.55968,4.98199,6.24094,3.52282,3.50678,2.81928,18.951,16.8321,19.8361,21.5943,23.4975
orf19.6458.1,49.4614,51.8382,79.8022,53.125,71.4835,73.0248,105.635,109.632,74.4017,96.7852,170.173,39.6664,39.8169,50.5301,63.2907,64.1313,70.8669,128.233,107.962,139.415,105.946,99.3745
orf19.6459,4.85574,4.27349,6.87603,21.5908,26.799,24.5871,127.966,135.85,51.3742,111.265,64.7289,4.75954,4.75638,5.10499,9.00169,8.6824,10.4292,37.7364,63.1253,17.8508,35.447,31.7135
orf19.646,732.704,1133.11,1423.45,859.439,1440.07,1090.91,1585.48,851.382,1311.59,986.963,1319.76,650.363,1646.03,1472.98,1127.77,1358.42,921.546,1716.99,1758.26,1824.37,1881.87,1804.24
orf19.6460,5.5434,6.26204,11.2952,5.47738,8.55433,7.5607,16.4873,16.0463,11.0541,16.3662,18.8172,4.02169,10.4765,11.8063,5.36288,5.65655,4.26606,15.1986,14.6043,17.7312,12.9438,17.499
orf19.6461,17.8868,13.341,28.0778,17.3375,33.6877,29.0574,76.9101,80.6837,79.5092,96.3011,105.636,11.285,21.0394,27.2924,16.0042,24.1789,7.91416,90.634,92.272,113.71,106.096,81.816
orf19.6462,19.9237,15.4997,21.4902,34.5861,41.0869,37.8838,66.4533,76.4816,51.3897,80.8511,80.2931,17.6689,22.0453,17.3513,19.5658,21.1914,17.8731,66.5655,70.069,66.8192,65.6819,65.1857
orf19.6463,28.9803,22.4848,41.7958,34.8758,49.1572,54.1492,72.6249,66.5925,60.8483,94.2735,110.953,20.8523,39.2187,40.6159,58.6728,51.1339,36.2451,73.8765,97.4421,137.152,81.7523,82.6999
orf19.6464,6.04354,6.12821,9.23461,6.82701,13.5889,15.3742,32.9665,36.4928,25.212,32.775,30.6385,4.12094,8.85253,7.8628,5.6914,6.79956,4.10828,27.7016,25.5262,25.695,27.4735,32.9916
orf19.6469,7.19113,5.49274,6.84066,12.225,8.94182,8.81066,3.74437,3.00984,1.96363,1,2.64736,3.70041,5.74677,6.59181,9.15355,5.53708,5.74574,2.98609,1.21138,1.29907,2.45688,2.90529
orf19.647.3,1,1.24526,1,1,6.56334,1.46506,8.55222,24.127,16.245,3.68505,7.01584,1,1,1,1.63092,1.76448,1.71063,8.88277,4.45551,2.54376,2.76396,3.89126
orf19.6470,39.1662,30.9737,39.8765,46.0878,72.3551,62.1665,120.578,130.998,171.22,147.583,169.629,23.5353,36.8751,37.4273,31.2421,39.3332,30.9769,152.247,120.223,156.218,172.951,190.416
orf19.6472,1654.04,2292.95,1728.11,1651.73,2632.56,1998.72,1607.2,1645.81,1860.4,2351.51,2878.54,1509.26,2006.15,1638.76,1712.18,2261.67,1764.56,2977.65,2490.56,3186.61,3202.57,2694.21
orf19.6474,17.6148,12.5888,15.3934,11.3057,25.1871,29.9011,521.307,253.436,243.161,223.906,205.408,18.3952,25.8583,19.4081,12.1141,16.6825,14.6257,216.019,386.224,186.664,347.415,304.882
