,II_KO2_CTRL(raw),III_KO3_CTRL(raw),I_KO1_CTRL(raw),II_KO2_treated(raw),III_KO3_treated(raw),I_KO1_treated(raw),II_QMY2_CTRL(raw),III_QMY3_CTRL(raw),I_QMY1_CTRL(raw),II_QMY2_treated(raw),III_QMY3_treated(raw),I_QMY1_treated(raw)
C1_13260W,486.33,521.763,529.657,412.59,390.486,441.039,568.584,558.535,551.056,455.033,448.211,498.113
C1_13270W,153.7949,185.9935,154.8743,162.2072,180.2062,144.9631,217.252,197.2342,156.1863,163.6266,161.082,176.3571
C1_13280C,110.7853,113.3199,124.7539,143.0983,116.4968,152.553,103.0748,93.4379,99.7297,122.4138,103.7962,107.6718
C1_13290W,2.35399,3.16334,2.45745,2.115231,2.93391,2.74356,1.959647,2.87222,1.933758,2.62015,3.35919,3.59514
C1_13300C,131.6634,122.2794,128.1756,211.072,236.276,237.043,144.5042,117.6723,129.3888,138.7636,145.0695,134.8953
C1_13310W,8.60821,10.32698,9.85069,12.66648,18.82296,16.34198,7.25946,10.33925,8.95983,11.39943,13.91376,12.00822
C1_13320C,47.6527,45.2072,41.2623,30.2505,30.6236,34.0195,48.62,45.2282,54.7696,24.5844,28.8442,31.9826
C1_13330C,107.4683,114.8965,106.7587,125.1731,106.1662,118.0474,124.4288,135.933,127.7739,119.3686,126.6316,117.644
C1_13350W,147.4525,155.6817,138.5716,175.3934,239.265,158.3384,148.3202,178.3696,153.0802,123.5216,158.5225,135.3763
C1_13360C,1.405813,1.012776,1.878137,2.07192,4.25236,3.29116,1.404289,1.317089,1.439393,2.182016,3.26368,2.48549
C1_13370W,5.92884,6.37707,7.1094,11.34525,22.8764,13.49923,4.92369,8.45729,6.98332,8.88218,13.48767,9.45766
C1_13380W,7.66349,8.51227,7.87252,15.13515,19.23629,22.4485,5.51606,7.86162,8.43532,9.69251,12.85112,12.45706
C1_13390W,5.3511,4.8953,4.85001,7.79288,9.25473,7.59244,3.97472,5.52357,4.47797,5.72035,7.46735,6.0942
C1_13400C,29.3045,23.6059,29.4965,30.6446,42.3586,34.9278,15.94837,20.07,17.92948,13.90828,16.12336,13.25312
C1_13410W,97.1957,127.4401,126.3926,217.979,323.37,211.566,100.1762,119.5581,99.2843,169.0933,178.0255,134.8671
C1_13420C,58.8396,55.6498,56.9422,58.9694,50.2801,54.8627,59.0912,53.2174,53.7492,42.9794,50.8161,53.7107
C1_13430C,23.7463,34.7921,24.2525,106.1,105.7541,89.7913,32.0749,26.0092,30.225,59.2539,60.4368,54.0711
C1_13440C,0.916265,1.631129,1.323366,1.201753,1.343158,0.790569,0.763315,0.500272,0.684597,0.455881,0.650308,0.800904
C1_13450W,11.09926,14.2007,13.52136,15.6077,15.87008,17.04749,16.47919,17.36421,15.86784,11.47125,15.92745,14.83878
C1_13460W,1.166112,0.900097,0.730268,2.829473,3.04078,3.1909,0.24961,0.768175,0.895475,2.209843,2.662823,1.885698
C1_13470W,12.7051,16.68454,14.07798,22.7924,30.412,25.2583,14.12737,22.2764,18.16653,16.85312,21.0873,21.8423
C1_13480W,1589.254,1553.638,1414.304,1980.786,2287.74,2210.2,1688.717,967.962,1233.806,2083.99,2018.85,2094.67
C1_13490C,8.8513,9.0398,9.59665,15.1946,16.86315,16.82657,8.31327,10.23363,9.29392,9.90283,10.6474,9.63954
C1_13510C,32.527,32.4464,30.678,33.6063,46.891,34.2862,41.3728,42.9208,42.1576,32.958,34.7496,35.5298
C1_13520C,18.4579,27.6178,28.3939,49.3801,91.9676,65.8541,18.11371,24.9418,23.9869,30.3661,33.638,30.4908
C1_13540W,24.2222,25.6739,22.8755,22.3383,15.12993,19.1986,20.6679,18.36516,16.86884,19.98904,17.51535,15.23549
C1_13550C,51.054,41.6308,50.1283,71.863,67.3421,78.9546,46.1362,38.1475,47.2606,45.3155,46.4002,44.861
C1_13560W,10.66782,11.14833,11.82308,17.68284,21.0516,18.32059,8.54137,12.11873,12.64283,12.58611,17.44305,15.84465
C1_13570W,22.6701,31.4652,30.9014,30.5151,28,32.7776,25.6404,28.9114,29.4833,28.9087,35.9433,34.3435
C1_13580W,66.4245,71.6302,67.7323,101.4303,115.1168,119.6454,76.9853,66.6751,66.9864,71.7381,71.2694,70.8522
C1_13590W,4.14522,8.2711,6.07479,5.70184,10.4121,7.06034,4.38217,5.72139,5.87914,3.20629,5.89189,5.25308
C1_13600W,4.82174,6.96026,7.21561,5.74005,11.69152,6.62558,5.20077,9.35021,6.78025,4.54329,8.4366,7.29084
C1_13610C,51.3501,51.2328,55.9647,55.2849,45.021,46.9923,39.2812,36.3465,37.706,43.0886,51.7758,47.3597
C1_13620W,229.702,179.5066,195.603,115.4292,119.1868,88.8219,228.736,183.2195,221.436,125.945,124.2867,158.2247
C1_13630W,114.8832,132.9313,119.2373,132.646,133.4139,112.2455,78.9117,57.0705,55.3678,119.5672,90.1907,76.5013
C1_13640W,26.5618,26.7996,29.2659,43.2481,41.3144,41.8658,21.1433,32.86,30.3954,26.0566,39.9238,32.9762
C1_13650C,48.5025,58.4836,51.0503,80.2128,108.5209,87.031,53.6113,56.1925,52.6729,83.3726,81.9438,77.0865
C1_13660W,12.77354,11.99067,10.91167,18.10215,21.137,19.27286,11.0472,10.24943,11.23653,13.49346,13.76466,13.42926
C1_13670W,88.7043,76.9178,90.5058,86.3126,77.0249,68.5988,45.9261,33.8227,32.9368,68.4893,59.8001,45.0748
C1_13680C,982.239,1089.894,1032.85,504.42,412.801,484.786,1057.853,1196.696,1037.384,633.215,600.162,682.418
C1_13690C,745.101,880.211,841.386,1042.576,1323.843,1271.402,804.908,906.43,825.695,911.88,902.421,825.771
C1_13700W,2329.32,2347.76,2169.95,2259.15,2655.5,2355.87,2538.2,2544.57,2244.13,2425.02,2582.66,2437.93
C1_13710C,42.0786,46.6011,35.1351,54.2562,78.2387,51.3134,40.336,52.2247,40.7422,39.6229,47.5212,33.1346
C1_13720W,11.11283,12.11131,10.85717,22.8814,28.2815,29.7192,9.25604,10.53542,11.33958,13.72578,15.56524,13.43088
C1_13730C,2.62243,2.29697,2.003349,12.15462,16.06276,16.08223,0.955474,2.058329,2.099502,4.10864,6.30688,3.82563
C1_13740W,12.97441,17.87503,15.18074,20.95427,18.4633,20.55214,12.33967,10.81042,11.84953,20.3864,20.16404,16.05623
C1_13750C,7.78256,8.81056,6.86969,6.11475,12.98815,8.8226,6.94912,7.2263,7.34238,4.93619,7.23556,6.18464
C1_13760W,57.0825,53.2489,51.8221,74.2541,79.6908,67.7053,69.3965,64.0837,61.6372,64.6251,69.3445,67.8316
C1_13770C,26.8678,23.0282,21.208,36.9868,34.6927,33.7264,16.93911,14.2656,17.84589,20.20741,20.61539,18.44073
C1_13780W,17.76828,27.6722,27.3136,40.3438,50.8685,56.7809,19.42614,25.0767,25.4811,26.2756,31.6867,30.2338
C1_13790C,134.2593,163.9424,152.3066,136.7757,165.5788,169.8892,125.0838,159.4878,151.6918,134.3643,166.4841,152.3314
C1_13800C,7.2644,8.35877,7.55727,9.52922,10.70734,9.60229,6.52577,7.92863,7.80983,7.04118,8.81084,9.4285
C1_13810W,31.6817,41.4362,42.9278,55.368,66.7133,52.4174,36.0834,63.2708,51.0889,34.4568,60.5585,48.4941
C1_13820C,2.11654,3.26742,2.78348,6.50512,9.54811,11.87282,0.271832,1.115416,1.747226,2.52118,3.26237,4.5863
C1_13830C,146.2335,115.3447,131.1862,222.707,247.724,275.748,130.6048,135.9693,127.8308,153.6246,187.8035,156.1282
C1_13840W,23.7,27.0284,27.9149,43.6512,34.1254,42.1561,26.9158,29.1259,32.8426,33.0543,37.186,35.7592
C1_13850C,2.76996,2.98493,3.86389,10.08605,7.81786,10.31425,1.785739,1.517017,2.2272,3.74063,4.01839,3.66772
C1_13860C,2015.8,1904.345,1788.648,1716.972,1720.638,1798.742,2493.32,2226.39,2111.38,2005.89,2099.64,2168.46
C1_13870W,171.2492,131.5231,117.3207,145.7832,166.1798,188.8677,163.9691,130.9727,161.1475,84.3818,61.1237,137.4594
C1_13880C,28.792,57.0399,57.8713,71.5187,74.2216,80.1546,28.9621,41.5421,45.5114,38.8995,57.3253,51.2086
C1_13900C,32.8925,36.5082,43.8432,43.9142,40.2907,55.3741,27.8929,37.4293,45.6946,31.9234,43.6124,47.3004
C1_13910C,44.1001,53.509,48.4687,51.3586,56.7441,60.0347,45.7545,50.6935,46.1019,48.6361,54.7193,54.5956
C1_13920W,174.1497,202.079,163.7032,166.6885,176.0765,161.5516,177.9405,177.8902,161.8683,186.0677,190.0853,173.3499
C1_13930W,31.8759,28.0252,34.5713,58.0675,58.2152,52.3562,24.9591,27.3732,37.4724,36.0065,44.2146,36.0246
C1_13940W,531.359,554.361,620.787,386.234,369.325,426.563,419.543,525.942,570.92,448.36,498.832,570.283
C1_13950C,19.47753,18.49186,16.13748,19.53928,14.01649,21.62204,12.92787,19.76017,17.62388,19.1299,19.13551,17.38425
C1_13960W,32.7733,34.115,33.6853,51.2905,63.7826,53.7941,32.809,30.8483,30.634,38.5464,43.3798,39.0368
C1_13970C,19.94927,24.2586,23.3253,33.7748,28.3014,33.7928,17.79252,18.56506,20.403,20.8956,18.16747,17.3971
C1_13980C,10.30932,14.39067,11.9525,18.24831,15.59822,23.022,9.55749,13.57212,14.28643,14.98777,17.31783,17.41448
C1_13990W,40.5459,43.9483,37.0968,41.2829,40.0418,49.4742,38.0397,40.8221,39.665,39.586,45.4315,36.4099
C1_14000C,40.2896,43.0758,47.582,89.8355,91.5055,103.4082,35.1914,31.8404,38.1952,36.6191,41.7206,37.4222
C1_14010W,0.3290982,0.1935424,0.549588,0.1521014,0.49038,0.68612,0.241524,0.371646,0.2166167,0.0509109,0.214714,0.243282
C1_14020W,4.9984,5.36787,4.53653,10.07756,19.49428,13.08277,4.83792,6.10818,5.67408,7.06005,6.69945,9.5588
C1_14030W,78.6522,76.3972,72.6957,155.1047,210.409,182.6206,73.2973,70.4086,84.5741,93.2857,91.4017,88.6385
C1_14040W,26.848,25.0732,24.5962,27.5797,28.4323,28.5545,30.1108,26.8111,30.4917,24.8469,31.1932,27.4775
C1_14050C,18.32355,18.8441,19.38906,33.2418,34.1525,40.6107,19.74212,20.16852,22.7413,23.8933,24.1827,25.0068
C1_14060W,354.924,255.333,301.141,731.58,842.748,868.414,263.998,115.5286,196.594,363.077,275.627,270.488
C1_14080W,10.86179,14.23275,15.02454,21.2345,17.54557,20.2557,12.97089,15.06282,15.85722,21.66,23.4272,25.2079
C1_14090W,248.602,525.4,461.5,728.445,1408.328,922.968,278.275,398.648,373.053,583.283,829.392,470.117
C1_14100W,145.6785,148.4718,148.1896,232.6,271.817,264.29,132.0834,133.0923,128.9679,174.7138,172.5771,157.2118
C1_14110C,1820.613,2051.32,2336.05,1227.208,905.081,1087.445,2195.56,2414.07,2268.77,1658.476,1678.802,1818.878
C1_14120C,102.2993,76.4968,80.7359,14.46952,5.7017,6.9286,90.2645,120.8431,113.2293,45.8182,37.3664,53.6344
C1_14130W,248.547,211.099,296.488,567.295,433.02,553.055,99.9117,145.0805,190.5101,182.7003,263.997,239.487
C1_14140C,34.5255,34.544,41.7581,46.3398,43.609,59.2949,35.2206,37.2386,57.033,28.0249,24.7355,35.2975
C1_14150C,134.2593,166.4907,169.9954,320.132,512.232,392.978,122.0215,129.5235,140.917,198.7163,205.749,126.3496
C1_14160W,12.1668,12.14923,13.06507,9.09747,8.71205,9.72626,8.5103,9.04806,9.25754,9.67794,10.45835,10.9854
C1_14170W,101.5424,94.9988,95.6331,168.2249,152.1878,174.4329,92.7415,72.3703,90.2252,136.6945,121.7283,116.6437
C1_14180W,24.1293,29.5137,32.173,39.5768,43.8793,46.6391,18.90211,27.3796,30.874,31.6698,44.3175,40.6941
C1_14190C,203.6191,222.154,202.6323,263.67,410.918,301.863,198.1964,207.89,190.7539,272.378,283.915,213.899
C1_14200W,89.2245,87.3604,87.9429,98.0572,70.6587,98.7226,79.5,70.8408,78.9378,79.6639,79.1643,72.3547
C1_14210C,81.3507,81.7242,98.0749,135.1248,120.6927,154.1136,89.9858,96.0237,117.7433,83.5544,92.0403,97.6534
C1_14220C,13.97275,15.98342,20.15918,22.726,17.05904,25.1972,16.27841,17.86585,19.66563,29.5176,27.6177,29.7514
C1_14230C,7.3376,10.83561,10.39915,21.5407,21.4795,19.7065,11.68651,11.92667,13.61167,16.8962,20.3987,18.4574
C1_14240W,76.9091,80.2026,89.818,69.331,69.7935,78.0188,80.3982,85.982,92.741,61.7291,67.3142,74.2344
C1_14250C,40.1916,46.6713,55.9617,62.0554,44.3387,63.769,39.3053,42.9373,48.6435,40.1649,48.7134,45.6613
C1_14260C,241.462,222.081,264.795,186.6067,161.2569,194.5189,245.741,236.556,258.785,222.654,201.934,203.1828
C1_14270W,24.4801,24.9706,25.9439,29.6019,27.5736,30.2562,23.6888,27.7359,25.8621,27.9994,28.2811,28.4834
C1_14280C,929.334,714.392,804.898,636.184,388.549,589.501,939.03,697.914,790.835,737.222,617.493,595.01
C1_14290C,367.094,381.549,439.471,337.481,331.476,384.912,317.593,330.507,358.226,253.393,293.816,299.388
C1_14300C,69.0072,77.0121,72.4665,81.8037,47.2586,70.8534,70.7508,54.1714,63.1113,77.356,78.5823,78.24
C1_14310W,90.425,84.4174,93.0619,112.3443,91.6389,108.4911,79.5305,77.8724,77.6974,111.652,102.2656,98.775
C1_14320C,169.9692,166.09,163.5804,195.3251,243.768,218.257,152.6548,141.7472,139.2233,146.3831,136.2484,126.4326
C1_14330W,5.67079,7.50372,8.79366,15.76909,22.8569,20.9114,4.33519,7.32895,10.57568,8.11466,13.36553,10.58494
C1_14340C,219.53,232.864,325.557,323.277,234.337,242.876,126.4161,147.8067,204.459,181.1801,176.9261,188.0584
C1_14350W,296.839,251.554,284.407,306.826,326.308,276.793,238.883,276.716,250.544,239.788,245.054,187.2467
C1_14360C,41.9628,58.8532,59.835,69.5835,78.0759,72.6764,32.7871,45.9896,51.8191,45.4042,69.9853,57.055
C1_14370W,2.59663,7.63539,5.57528,4.00033,1.934583,3.72185,4.44654,7.16794,5.12742,4.01695,5.08238,4.31893
C1_14380C,9.49581,8.60343,11.995,16.83388,18.5958,20.6539,6.43949,9.98007,12.75577,9.08175,14.39407,14.13929
C1_14390W,1088.927,1543.455,1255.282,1041.937,1479.334,1382.323,842.865,1438.93,1283.236,1046.263,1140.604,1403.989
C1_14400C,11.40491,14.05392,18.05354,30.2706,27.2471,34.6909,9.52687,10.72807,18.27336,12.81576,16.60182,17.82926
C1_14410W,1304.66,1399.703,1200.332,1151.837,1297.823,1323.149,874.864,1389.964,1394.576,1151.169,1203.404,1177.286
C1_14420W,244.961,214.515,230.467,329.129,227.418,334.661,247.926,177.0743,217.285,278.776,216.709,200.0418
C1_14430C,60.9097,55.1517,70.8369,64.9529,63.6892,72.0106,40.9071,44.1516,59.2348,50.1021,50.8437,56.9249
C1_14440C,308.814,247.882,292.295,350.648,284.797,374.157,270.549,197.1009,289.735,261.759,250.397,253.496
C1_14450C,109.0282,67.2013,107.7239,108.4046,81.9644,122.8239,81.0742,60.1948,122.9711,69.8121,70.2555,89.389
C1_14460W,489.738,371.323,411.734,603.74,556.8,700.004,418.259,283.209,368.69,433.581,333.919,307.502
C1_14470W,183.779,141.8766,141.9635,131.679,99.4335,119.6916,172.7559,127.3442,157.932,146.5883,136.1011,115.925
C1_14480W,223.452,190.0658,169.8918,150.8778,119.6631,144.7494,176.9484,150.6226,193.3871,178.775,171.6066,123.5928
C1_14490C,34.7487,28.8694,42.9629,68.8284,68.1331,88.904,19.6999,24.6382,27.2891,29.2669,31.5776,32.2112
C1_14500C,579.546,640.146,658.305,604.093,722.282,626.248,462.142,554.665,488.365,456.443,509.884,409.026
C1_14520W,225.846,175.7941,200.7636,178.2692,113.2815,167.6363,146.5967,147.4569,189.1727,158.5606,153.9211,150.9508
C1_14530W,659.137,756.608,733.512,804.283,946.022,905.285,699.43,717.166,686.558,851.667,782.519,796.641
C1_14550C,131.3513,136.2504,137.3848,186.0095,158.6383,155.1202,132.5901,142.3911,138.2936,114.1653,173.6505,149.3546
C1_14560C,128.5532,115.0088,121.4187,158.265,114.5145,145.5609,105.6566,93.0851,100.5245,110.6389,106.6125,107.174
C1_14570C,111.2487,120.7821,117.9743,125.4622,82.5807,109.6768,98.5222,97.5643,99.2442,119.7346,111.7105,117.6816
C1_14580C,132.066,140.0965,145.0732,143.1508,97.3857,141.0717,119.9123,118.1372,134.147,167.9225,134.8739,122.5351
C1_14590C,1109.974,1167.82,1098.011,1191.287,1485.91,1320.351,1050.255,1504.305,1376.272,1531.18,1664.866,1392.488
C1_14630C,26.3075,24.6308,25.7802,14.87471,5.81195,7.08205,29.4857,31.2103,34.5117,19.78343,22.0061,24.6976
C2_00010W,122.3862,130.923,113.2721,171.7361,264.817,162.3724,118.3321,139.5208,120.2313,141.8205,157.0295,124.8578
C2_00030W,5.5352,3.81798,4.64642,20.6065,28.3146,28.9767,2.016727,4.73244,5.29059,7.07801,11.0597,8.64614
C2_00050C,0.39842,0.273362,0.887138,0.7161,1.523762,0.484544,0.568555,0.116648,0.305953,0.862887,0.454898,0.687228
C2_00060C,211.458,141.7577,161.3685,174.2626,118.6456,174.5561,125.2537,107.8213,149.6411,134.6238,112.2419,112.9658
C2_00070C,29.5695,25.2465,35.4607,103.7059,81.3556,105.9143,19.08082,28.4502,32.0152,57.8987,54.6687,48.6451
C2_00080C,22.0394,17.8804,18.87778,24.3811,18.43802,28.0952,19.22771,12.62763,19.72086,23.7429,18.4504,17.42102
C2_00090W,35.90605,26.01618,31.44584,24.47905,28.5193,31.90371,22.70407,34.89062,31.77219,23.12823,29.68672,32.03479
C2_00100C,437.3696,342.2817,378.5786,581.872,496.8888,536.1605,355.5392,259.0496,340.652,440.5451,321.149,362.1109
C2_00110W,51.3396,40.7511,47.4672,62.0896,52.7909,50.4301,34.6144,43.2676,41.4196,33.5371,40.9371,35.0903
C2_00120C,42.6163,50.0308,56.7388,57.1251,55.3905,74.4526,37.5496,46.7405,51.8072,45.1422,53.0026,50.4653
C2_00130W,9.90463,7.28112,10.92856,14.1145,10.33102,13.22869,5.14887,5.28188,8.1492,2.681394,4.84656,10.52518
C2_00140W,51.85,29.073,50.9731,68.1437,72.3386,100.6,24.94903,26.0568,47.4607,32.4464,31.9145,44.2628
C2_00150W,51.5615,40.0496,59.5117,69.9731,43.3249,64.0446,30.1319,30.0558,35.2748,36.002,35.3513,32.0657
C2_00160C,134.1896,130.9826,132.4799,189.9207,204.9289,204.9101,127.5182,113.8994,137.4719,180.1746,194.549,143.1071
C2_00170C,27.69577,25.83532,32.34319,51.7277,43.1067,55.8987,17.49082,26.56891,26.12498,39.3929,37.36305,31.35677
C2_00180C,109.8782,89.811,87.5,221.523,265.011,234.877,73.2486,48.8738,48.7062,118.3221,124.6842,101.3173
C2_00190C,116.7903,114.7526,126.887,144.0864,128.668,141.8362,89.7822,91.6528,94.7002,103.9106,104.6438,96.0048
C2_00200W,58.289,73.2062,68.0914,74.0156,67.9422,71.6481,45.2653,58.2156,51.8285,60.8026,73.3128,59.1621
C2_00210W,8932.46,11855.72,10702.56,3244.87,3096.29,3300.45,7465.9,12849.74,10348.57,6286.25,6125.58,7180.98
C2_00220C,84.7027,88.5926,100.0446,132.0847,119.125,154.8115,84.1714,76.1733,88.3024,102.2743,97.0244,88.8268
C2_00230W,35.9747,35.8226,38.2946,41.3924,36.2675,44.7606,31.1769,32.8156,36.9835,32.398,32.0763,32.0016
C2_00240C,73.6729,72.7151,51.0452,102.3014,106.7586,89.1745,59.451,48.7486,46.3652,105.1151,78.3494,57.0795
C2_00250W,20004.81,24179.3,16352.05,17632.52,24993.6,17546.83,18760.36,22697.1,16079.17,22802.3,22623.3,19334.92
C2_00260C,470.926,354.524,347.538,243.999,207.6652,239.3103,445.314,309.048,335.356,301.896,237.4206,243.296
C2_00270C,123.7131,105.9833,112.8211,60.0919,40.4598,67.689,105.2592,72.6938,95.7973,88.7815,72.5978,73.6511
C2_00280C,50.8296,47.4928,47.3299,35.4562,23.09984,37.2859,37.4231,34.7051,45.8505,34.4413,36.7591,32.6889
C2_00290W,45.5863,51.4497,52.7765,47.3932,62.2942,65.6875,37.9791,38.6903,41.3784,41.7105,40.3521,35.384
C2_00300C,68.6699,66.3311,71.9414,90.7799,114.5896,110.7922,52.443,81.2431,67.4475,76.7763,80.5652,73.3373
C2_00310W,4.055801,1.539686,7.14961,15.48353,8.50788,15.17527,18.69477,0.18225746,8.647595,3.442351,12.39205,5.984123
C2_00320W,130.403,140.2249,125.4666,113.2636,101.7248,110.2892,133.6622,130.3321,112.7616,134.8798,125.9628,118.4593
C2_00330C,27.136,25.8146,26.7443,34.8176,24.0389,29.9014,25.6953,22.7525,25.5944,23.1599,21.48861,21.13824
C2_00340C,172.0306,165.7191,176.8665,416.145,476.288,515.677,265.498,207.147,274.777,218.779,215.349,178.9013
C2_00350W,12.13418,12.96792,12.84476,22.62183,18.78587,24.0555,16.86018,13.80929,17.42117,14.7767,14.12843,14.54628
C2_00360C,121.5335,134.3075,134.4693,197.2075,184.3085,204.3729,141.7652,131.1547,134.3286,190.411,199.5668,172.2096
C2_00370W,19.21431,22.6629,20.60202,29.5848,33.0932,33.5549,25.8918,28.2982,27.6022,24.9251,30.9198,26.7018
C2_00380C,139.0691,147.1675,138.8579,240.799,246.376,229.754,168.9317,145.7255,157.2835,219.67,228.278,209.386
C2_00390C,55.6443,57.3116,56.2195,93.1959,123.0888,119.5069,52.1145,40.5656,50.7502,47.649,47.8445,47.1779
C2_00400C,125.5238,100.9395,140.1152,164.608,148.2068,150.6526,79.6714,97.8004,94.8094,109.1531,104.0768,120.1632
C2_00410C,2.17347,2.13801,2.1457,10.48926,8.45443,11.52244,1.26463,2.04615,2.24076,4.8763,5.92287,4.98657
C2_00420W,79.1418,100.3164,87.4887,117.9542,117.4025,134.3787,83.9789,88.9407,79.7337,96.396,98.8559,86.9816
C2_00430C,66.9225,81.2506,78.2064,74.8278,108.133,95.9222,73.3516,88.6295,83.9689,84.6016,94.232,87.3482
C2_00440W,14.33946,18.14737,19.88495,24.4798,21.616,27.2679,14.36007,19.18146,16.69233,19.36883,26.4963,20.77908
C2_00450C,32.1256,27.4173,34.6022,46.3001,37.1626,45.8486,24.8092,25.2355,31.7392,30.1716,34.4472,29.6504
C2_00460W,6.69934,6.49157,6.4117,6.5064,6.70169,7.03971,5.09873,5.23045,5.11444,7.59403,7.87266,6.79144
C2_00470W,11.82383,12.93626,12.53429,13.9832,12.10699,17.00543,12.88379,13.38566,13.8366,14.28874,15.98563,15.26492
C2_00480C,401.602,566.398,413.023,504.761,584.598,431.258,368.515,516.741,369.881,656.96,697.371,594.869
C2_00490W,56.4211,58.5835,62.0365,82.6214,64.9568,77.7937,46.6716,54.1322,53.6765,64.4876,67.6113,62.2624
C2_00500W,20.56059,19.09642,21.64365,31.4097,22.32537,29.6777,18.19797,15.80369,18.69607,23.01573,26.36401,24.02829
C2_00510W,77.3257,65.993,57.111,75.4525,57.7393,66.6312,66.856,53.1364,48.3264,79.1058,67.4662,63.1421
C2_00520W,152.998,124.9724,131.0426,175.7215,128.2626,177.8304,132.8631,93.4023,125.0416,138.8114,104.8288,115.3284
C2_00530W,25.693,24.7086,35.1695,63.1369,69.8533,56.859,18.39233,15.16799,34.2851,27.3665,28.8542,28.3341
C2_00540W,56.4259,56.2717,64.288,105.9806,93.0788,108.7848,35.1509,32.7068,57.9841,56.7117,64.3337,64.0131
C2_00550W,9.20531,11.18563,8.66807,10.17449,9.15291,9.49494,9.30581,8.84096,9.40317,7.32872,10.41197,9.31168
C2_00560W,0.805865,0.829373,1.07662,0,1.176781,0.882055,0.689992,0.42469,0.618835,0.698128,1.47216,0.62551
C2_00570W,50.8599,50.5397,57.2472,52.1519,53.5589,58.3419,46.9422,52.1677,51.6776,38.8018,44.7825,44.6072
C2_00580C,89.0607,83.1031,110.7668,117.5876,97.1293,108.9196,66.13,68.8005,85.4146,90.1969,104.5549,97.9157
C2_00590W,26.38674,34.1314,32.9835,29.1325,32.1043,32.9968,25.89706,32.4635,31.8278,24.19095,32.2766,30.1985
C2_00600C,86.3022,111.4859,131.7917,114.0578,129.194,126.0578,85.9528,113.3656,106.6526,110.5566,109.4518,96.4064
C2_00610C,2492.79,2489.69,2763.08,3059.71,3844.08,3819.21,1409.838,1685.844,1594.701,1910.286,1591.3,1833.93
C2_00620C,9.20226,10.69086,11.69067,27.4578,29.0308,29.6608,5.65555,7.63637,7.54344,14.91694,15.08326,11.83159
C2_00630C,41.2328,41.6788,39.2972,42.5965,46.8429,53.3237,40.9706,37.231,39.569,35.6066,38.6217,35.6061
C2_00640W,8.75739,12.12614,11.45291,18.23264,18.38406,23.01852,8.78732,9.99705,12.94073,11.56241,14.27272,13.90229
C2_00650W,14.89178,18.58422,19.04274,25.5756,16.34457,23.9299,12.76184,15.51288,16.28741,13.56935,17.31896,16.87602
C2_00660C,45.223,52.0657,52.6005,397.931,441.964,320.601,20.03822,16.15106,13.17478,70.694,61.2771,45.414
C2_00670C,2.67032,0.785669,4.46464,2.056442,3.97802,3.82828,1.632733,0,1.170033,0.411632,0.868018,0.983507
C2_00680C,45.7296,28.8694,37.5812,38.2265,32.8336,27.6427,21.1603,22.2615,27.359,26.5669,13.18171,18.7861
C2_00690W,8.3956,9.77577,11.35966,23.2625,26.2711,30.0722,4.35503,8.34299,8.00007,9.22421,10.42534,14.19076
C2_00700W,37.6626,48.485,52.6186,126.7029,134.7705,147.258,41.9325,42.4324,51.2542,68.3204,77.0487,54.094
C2_00710W,60.2988,45.2424,52.7749,47.3254,39.2402,44.7088,50.7886,46.9304,58.4455,47.0725,40.7563,45.1539
C2_00720C,27.0166,26.9831,36.0245,37.4691,44.801,41.9737,22.12037,31.359,30.1388,24.6221,34.0914,31.4802
C2_00730C,12.82866,13.38467,16.6107,22.78631,22.15637,22.81676,10.97033,11.49347,14.78319,10.41464,16.38875,15.59898
C2_00740C,100.7352,118.0235,116.9293,190.1506,188.0744,192.4843,98.215,97.8109,105.6429,123.9855,128.1882,120.5505
C2_00750W,11.40544,18.60259,16.48498,54.8093,107.9723,107.0732,9.87971,19.15675,18.38754,26.1461,27.0344,34.169
C2_00760C,620.399,1579.396,1224.886,5153.27,7863.42,4401.3,693.497,747.417,753.6,4911.6,6361.9,2801.05
C2_00770W,192.2214,243.596,182.558,349.494,366.231,278.569,240.204,203.5437,197.6848,323.684,349.643,266.956
C2_00780W,36.4675,49.5105,46.3402,90.5855,75.1977,90.9883,35.0891,34.1686,43.3654,60.3855,58.3624,57.7113
C2_00790C,10.13118,13.58148,12.10348,29.4149,42.9737,48.0999,6.93957,10.03938,13.20586,15.75311,18.56702,17.67675
C2_00800C,6.34213,6.49167,9.12342,11.48576,10.2463,13.8332,5.1351,6.81175,6.8289,6.53189,8.5792,8.51672
C2_00810C,18.18879,16.35552,19.48972,33.3388,22.6625,35.7854,16.26447,16.63011,17.73342,19.02419,21.4759,22.96803
C2_00820W,16.43948,22.4443,21.9127,32.9038,41.4593,42.399,11.24914,16.46024,15.92739,21.41304,26.0417,25.5378
C2_00830C,27.41222,27.58731,26.90086,18.81687,17.17125,19.44441,33.88535,33.11707,38.0031,21.05841,26.3608,27.4472
C2_00840W,14.86234,13.79186,14.71228,19.031,17.11276,23.61658,10.69495,16.27521,17.72296,16.54211,17.00057,18.37078
C2_00850W,31.8346,44.389,49.2569,99.957,112.9845,111.8117,31.0999,32.9056,43.7522,68.823,75.3436,55.9935
C2_00860C,1.684528,3.8479,2.74451,9.30459,12.94213,10.94284,1.68856,2.5261,2.176993,3.95975,3.84663,3.88006
