,Sample_1,Sample_2,Sample_3,Sample_4,Sample_5,Sample_6,Sample_7,Sample_8,Sample_9,Sample_10,Sample_11,Sample_12,Sample_13,Sample_14,Sample_15,Sample_16,Sample_17,Sample_18,Sample_19,Sample_20,Sample_21,Sample_22,Sample_23,Sample_24
orf19.4975,4.015159235,3.796707729,4.106070954,4.07803398,3.69588714,4.019086976,6.928197017,6.780782326,6.83869058,4.120289476,4.2388074,4.316766185,3.266094027,3.3458062,3.333422446,3.599119371,3.535574533,3.410018612,5.222171407,5.913184422,5.319363347,3.616466811,3.696863127,3.372419217
orf19.4976,-1.635152206,-2.827641339,-1.647677988,-2.747619203,-2.956947123,-1.525404504,-1.269539101,-1.744728968,-3.330919196,-1.740231414,-5.708308745,-1.860028092,-1.908503118,-1.270578636,-2.264910495,-5.708308745,-5.708308745,-2.253368014,-5.708308745,-2.932378931,-3.620760513,-5.708308745,-1.704278259,-5.708308745
orf19.4979,3.612644317,2.942704088,3.107672394,2.189376911,2.027351303,2.5132119,3.075024408,3.147710567,3.196594136,2.392164108,2.26172616,2.605482949,3.332515909,3.068281229,3.366834364,2.185068671,2.121820169,1.937826822,3.036906413,2.809649217,2.854045047,1.537777045,1.460867055,1.906809831
orf19.498,9.321833823,9.394413706,9.424127514,9.63550215,9.618704529,9.59770371,9.353486748,9.419876353,9.409899656,9.60644778,9.615576664,9.557303539,7.891006168,7.841709464,7.859947599,8.340205105,8.218455361,8.492925715,7.796165287,7.798600584,7.784751386,8.357882018,8.305599738,8.28574259
orf19.4980,6.107665544,4.614009735,5.214221849,4.430351243,4.2388402,4.340674649,4.021607325,4.262676854,4.400916954,4.322390042,4.219967603,4.40086879,9.171708535,9.328567905,9.28557827,9.000815921,9.091258106,8.563917056,9.628447093,9.631732094,9.516454697,8.428659352,8.577449016,8.802873958
orf19.4981,3.576481478,2.872494194,3.189026384,2.915673871,3.189181125,2.981353955,3.675743455,3.72657119,3.522964959,3.2406768,3.464912859,3.613322545,3.483654684,3.479658186,3.664240122,3.79568624,3.551578349,3.517979924,3.800418783,3.706225685,3.749183639,3.356260486,3.49073957,3.506724078
orf19.4982,2.340836863,1.777258239,2.38393887,2.381265577,2.340134964,2.206239949,2.422399481,2.135620043,2.431903092,2.170647489,2.5602072,2.456231641,3.556202574,3.812977311,3.742693808,3.704667929,3.666262198,3.46915338,3.504253763,3.687557166,3.36995352,2.974990199,2.850567476,3.611350173
orf19.4983,4.300255117,4.38100823,4.2188444,4.359157357,4.491820268,4.293154614,4.635009879,4.408927628,4.48086856,4.591915076,4.503157402,4.666600764,3.435013375,3.249133123,3.366834364,3.750894748,3.613875274,3.793891224,3.398729179,3.471769809,3.609215357,3.901770467,3.891241972,3.967286795
orf19.4984,4.901900202,4.599593989,4.844070934,4.855884557,4.663951167,4.786210987,4.95326518,4.884011916,5.030420747,4.911377264,4.829510409,5.152410537,4.485077875,4.385962473,4.582966506,4.659860305,4.505919474,4.342489495,4.297074948,4.403470788,4.251080312,4.228206527,4.170198401,4.460382095
orf19.4985,3.780995106,3.304476416,3.408723986,3.011653246,3.398694465,3.349798577,3.485000857,3.318972727,3.221633224,2.958137686,3.14360937,3.582782539,4.91958508,4.713979443,4.710769057,4.497622678,4.683446725,4.617297813,4.608746,4.63219993,4.676316796,4.441456411,4.33353291,4.376494893
orf19.4987,6.613646316,6.976070468,6.59884054,6.962645332,7.119650712,6.984321789,6.878122973,6.806205873,6.737075298,6.882415997,6.993143062,6.899542211,5.94541443,6.122458849,6.051716043,6.272102296,6.23956706,6.307152963,6.151073858,6.110618633,6.187378172,6.298401546,6.255809822,6.303503973
orf19.4988,3.24901771,2.942704088,3.280957424,3.342157157,3.305759472,3.05917256,2.9877662,3.73668083,3.258395419,3.679730112,3.673163043,3.6628284,3.515194377,3.03387244,3.242746937,3.61586876,3.426984522,3.509956061,3.472598941,3.42745341,3.387199737,3.221874521,3.334900869,3.784079837
orf19.499,3.186410943,3.193668518,3.140766504,2.964461574,2.792381698,2.670253087,3.173212203,2.882266149,3.132026502,3.12187522,2.499010053,2.777153768,2.902577548,2.680526462,2.857173769,2.432037792,2.577569152,2.742091829,2.840097601,2.702151246,2.737852005,3.452761856,3.088770656,3.059251052
orf19.4991,5.176102762,5.434144366,5.389667752,4.99741007,4.850988673,4.906882851,5.58774175,5.625145833,5.347211162,4.92917729,4.64408795,4.865769377,5.192581849,5.261897737,5.177935818,5.154177764,5.018895389,5.093302894,5.41769554,5.373919229,5.462510371,5.099169307,5.231521262,5.141800162
orf19.4993,5.155822169,4.776619038,5.282538422,4.816562236,4.626012343,4.739701189,5.370381713,5.219335159,5.369787318,4.847288604,4.549166545,4.895065907,6.469469186,6.532955501,6.501664351,6.552147208,6.469648834,6.312929292,7.085024206,7.244183084,7.075261603,6.258908685,6.38560505,6.569788963
orf19.4995,-3.05813741,-2.827641339,-0.47555561,-2.747619203,-2.068260879,-2.0711879,-2.204504237,-1.744728968,-1.944061158,-5.708308745,-2.820095471,-0.911001815,0.069432321,0.488424336,-0.771186359,-0.773069981,-0.113111134,-0.242817925,-0.085276909,0.503378351,1.134152289,0.302858073,-0.180541319,0.146963369
orf19.4996,-0.932884604,-1.929068464,-2.190046716,-2.747619203,-5.708308745,-2.959656593,-3.082619412,-2.284180091,-2.476889484,-2.279821992,-1.920974538,-3.257398189,-2.150966819,-1.270578636,-1.332792648,0.111645811,-0.734055784,-0.758893538,-0.655676455,-0.220668116,-0.508527775,-0.929195744,-1.149603774,-0.828328621
orf19.4997,4.698211439,4.81456074,4.543572789,4.359157357,4.441740145,4.43126205,5.229145258,5.4240039,5.277282285,4.652103394,4.804436454,4.723702478,5.200687225,5.313011541,5.386166384,5.530524346,5.559737398,5.32818386,5.651232514,5.673354741,5.524223799,5.181941682,5.312099806,5.679143182
orf19.4998,7.620922172,7.728489823,7.538662443,7.503332202,7.573640146,7.744697292,9.0276371,8.993171976,9.007753463,7.712174497,7.758588618,7.835019912,8.403514364,8.589855567,8.480029755,8.192056078,8.243609557,7.985274693,8.776590213,8.823691022,8.618249956,7.883130303,7.794527272,8.115469295
orf19.50,4.460961357,3.940908526,4.114425165,3.888785465,4.002660239,4.244015877,4.047729093,4.168730187,4.27500653,4.362245153,4.355611379,4.220859633,4.929373213,4.858614175,4.971891752,5.128144523,5.061431111,4.838462067,5.173779507,5.281502705,5.004329852,4.770504837,4.75080033,5.073512794
orf19.500,7.315578299,7.286188144,7.314094506,7.698020546,7.646511891,7.574604362,7.083571689,7.117001442,7.025350337,7.733858014,7.71972092,7.695691708,5.577034503,5.530170944,5.563782537,5.985167613,5.746858731,6.126086891,5.241082638,5.206993373,5.247997491,6.113603118,6.231153994,5.985561691
orf19.5000,4.769351308,4.863645684,4.823835829,3.97465092,3.98278459,4.167019566,5.881991869,5.657433947,5.716567151,3.912293891,4.152020659,4.074884862,5.595594871,5.574733977,5.602165506,4.977525694,5.030361432,5.293546489,5.571295501,5.836174153,5.698406509,5.191962136,5.343111924,5.315163135
orf19.5001,7.009150419,7.192039956,7.019378455,7.287827738,7.405600607,7.357883586,7.244679316,7.228662872,7.121609326,7.352851193,7.416769535,7.412082784,6.026993921,6.090728468,6.023709823,6.248129417,6.094175351,6.276737469,6.017602985,5.98374324,5.965664019,6.12619969,6.220059121,6.110908801
orf19.5003,3.843194567,3.796707729,3.61120008,3.465921783,3.457483497,3.349798577,3.433096654,3.674932226,3.601371182,3.25486204,3.040006551,3.039517138,4.742142898,4.77427928,4.764406554,4.627188289,4.627922523,4.606050164,4.909913496,4.717490067,4.690279337,4.52943739,4.22672298,4.577720708
orf19.5004,3.501317255,3.974814074,3.767693124,3.206770291,3.500054671,3.496877499,2.644056373,2.863935599,2.964144351,3.268909161,3.432548175,3.083809558,4.965973998,5.30581951,5.027271741,5.251175125,5.302741944,5.041362551,4.858792536,4.835244295,4.891018342,5.038266682,5.049204303,5.141800162
orf19.5005,3.759651414,4.061516419,4.001854464,3.144617857,3.352975171,3.510793188,5.162971654,4.941958287,5.216302024,3.226350699,3.14360937,3.299490119,7.007506114,7.089130285,7.123647686,6.77263159,6.795300057,6.907352977,7.284496708,7.571388042,7.239759391,6.920787246,6.922496944,7.014255817
orf19.5006,8.469678547,8.515055506,8.54748498,8.883019742,8.940452436,8.911603652,8.427307128,8.394200916,8.438587873,8.957080386,8.932788129,8.901432722,7.6071078,7.558248915,7.555397004,8.123433061,8.175531834,8.252024057,7.027637387,7.071350295,7.063911245,8.241614222,8.187393755,8.103288571
orf19.5006.1,5.93038085,6.356630255,5.8435905,5.927928881,5.958761892,5.988274514,5.98020516,5.719919967,5.898372304,5.787057301,5.953997391,5.72084473,6.411985441,6.324574913,6.229335822,5.885087429,6.289328647,6.103602211,6.076698979,6.007770967,6.082762221,6.338647257,6.263935675,6.16816321
orf19.5007,10.79712027,10.8774448,10.79634847,10.38972152,10.39256977,10.36122097,10.89276567,10.88188237,10.87097562,10.29273686,10.30959524,10.22095244,11.22044869,11.23216053,11.17131719,11.06926519,11.13349204,11.03870861,11.19834573,11.16562788,11.19250171,11.08388664,11.04750137,11.05695019
orf19.5008.1,0.412840083,-0.198791747,-0.47555561,0.247390812,-0.157771643,-1.130362912,0.270378801,-0.388677086,-0.431677536,-0.383992139,0.892391373,0.638949319,2.020563423,1.512273438,1.692001046,1.000204031,1.190798708,1.676232115,1.659444845,1.342697784,1.807502147,1.433524555,1.734757153,1.845729191
orf19.5009,7.567418412,7.736747231,7.561756018,7.953499712,7.974872613,7.90344297,7.590276535,7.600019899,7.537636212,8.043172162,8.066717792,8.064626892,6.393011253,6.300654831,6.255437992,6.885717456,6.787719302,6.879597622,6.331747459,6.368711989,6.377358339,6.90807821,6.901816075,6.83434797
orf19.501,9.037258548,9.31198466,9.072716918,9.585448846,9.635907835,9.47508101,9.029276777,8.97593909,8.891643298,9.531229455,9.591272448,9.50770105,6.841184205,6.767427388,6.74025179,7.448272761,7.323345174,7.741521467,6.573805188,6.6034201,6.560491088,7.766270609,7.774759284,7.610380042
orf19.5010,5.866922146,5.795217802,5.970964588,6.538144186,6.402026628,6.249162667,5.508451726,5.603211848,5.543677241,6.609113089,6.470715671,6.542926114,3.639657154,3.249133123,3.499281808,4.330107709,3.97594442,4.639533412,3.558031511,3.31031379,3.502474074,4.526272737,4.489511735,4.392599797
orf19.5011,3.576481478,3.534070377,4.028622823,3.323576815,3.671261796,3.365199824,3.653234889,3.542891813,3.340697373,3.593058813,3.572792256,3.623360552,4.542328567,4.353777649,4.411051585,4.29933127,4.230756778,4.205121979,4.597783515,4.36873717,4.485328184,4.148120305,4.12332802,4.264273755
orf19.5012,3.294251934,2.987681546,3.475102356,4.195090057,3.879079018,3.764159285,3.323326149,3.397537882,3.610878999,4.12801664,3.94962552,4.067551241,1.97592393,1.812102881,1.38791506,2.043677233,1.701741068,2.520386628,1.120290118,1.778725552,1.857856367,2.481660484,2.455846369,2.227265454
orf19.5013,4.487170324,4.239416816,4.473861135,3.986510634,4.152515659,3.897246613,4.271115521,4.446369027,4.566427418,4.401028783,4.284857855,4.507690692,5.549373278,5.430090046,5.52286906,5.497011813,5.541822802,5.316730222,5.667051491,5.762273333,5.793640065,5.336280152,5.412981785,5.607357644
orf19.5014,2.602963186,2.848310508,2.438190846,2.582208455,2.57065296,2.5132119,2.340240077,2.387376574,2.757096058,2.313027142,2.43510157,2.410590139,3.700369063,3.879079548,3.915215538,3.65691074,3.772497025,3.618421611,3.373240806,3.38173245,3.404242224,3.811061446,3.63137375,3.506724078
orf19.5015,8.211744206,8.025331798,8.297135007,8.042110681,7.77630188,7.923738289,8.347626885,8.568810567,8.435581379,8.028281442,7.872297559,8.0623228,7.637580136,7.586221676,7.620213833,7.831057868,7.60218839,7.751764586,7.953859067,8.087952858,8.042536063,7.66918499,7.770963048,7.713879256
orf19.5016,3.514119732,3.193668518,3.513511203,3.304754053,2.943986436,2.877778869,2.795617969,2.987612141,3.233991666,3.182498534,3.382597689,3.672528933,3.827246843,3.529905051,3.812257517,3.311053974,3.590828012,3.401369389,3.755090181,3.493427759,3.755837913,3.511554738,3.664490008,3.832108452
orf19.5017,2.578792618,2.773227628,2.851954944,2.613137312,2.622954488,2.456821694,2.644056373,3.132476932,2.934161556,2.713040537,2.756008849,3.126782556,2.287343511,2.556733885,2.589250012,2.558718419,2.653681745,2.421194441,2.597534049,2.651676596,2.581821409,2.642293042,2.633598674,2.585859784
orf19.5019,6.191747002,6.341549466,6.252212204,6.593476046,6.647438883,6.73151787,6.203826382,6.062990924,6.208121839,6.372666505,6.450654405,6.304853389,7.166999493,7.233201628,7.229151921,6.87619051,6.858579245,6.891999304,6.972831141,6.919636653,7.009265132,6.85861048,6.718842455,6.671192645
orf19.5020,6.740268572,6.983028881,6.763265402,7.289025346,7.211111451,7.110769273,6.79959421,6.751167431,6.639417486,7.28275878,7.134404719,7.088022217,3.801896033,3.806197406,3.802522858,4.208387473,4.078916971,4.769561924,3.423775052,3.54273333,3.645500957,4.644822695,4.480241847,4.332648281
orf19.5021,6.81847255,6.856886639,6.736453503,6.507605396,6.3271568,6.331835247,6.654151222,6.567967308,6.593397928,6.398452488,6.367497645,6.421622582,8.335576152,8.4347593,8.355321104,8.356180326,8.500922159,7.967806239,8.872376742,8.71804037,8.840143202,8.285793601,8.325147576,8.345911302
orf19.5022,7.943709702,7.966161618,7.991761327,8.081348233,8.080341884,8.216353215,7.936263638,7.938985209,7.915873873,8.017921692,7.979096619,7.907150634,7.762751127,7.71622719,7.780973606,7.362791108,7.362994845,7.416195084,7.622704989,7.47579707,7.549853601,7.393352547,7.380465784,7.200353902
orf19.5023,-0.46258767,-0.982587762,-1.647677988,-1.843387785,-1.127313466,-2.0711879,-0.706923106,-1.0452353,-1.250203308,-1.740231414,-1.920974538,-1.470252338,-0.746553814,-0.872280609,-0.892442436,-3.475827829,-3.576866392,-5.708308745,0.45791965,-0.220668116,0.405543472,-0.796476818,-1.149603774,-1.599397273
orf19.5024,9.16248476,9.46470166,9.089234907,8.432948026,8.512061992,8.471121764,9.392017194,9.243003845,9.378411056,8.012713786,8.082448172,7.852193625,11.24688853,11.33182189,11.25547834,11.02306955,11.16264312,10.8883521,11.32391658,11.18398892,11.318402,10.99181584,10.98374156,10.96317834
orf19.5025,6.018378816,6.003919993,5.982420223,6.685476634,6.765563195,6.704527693,6.498710905,6.396839589,6.397192252,6.80137771,6.792581541,6.84696862,2.133260684,1.545220443,2.421312256,3.485234939,3.355855734,3.36624444,2.09326348,2.517177447,2.841587289,3.592459148,3.597479433,3.742797268
orf19.5026,7.621661754,7.193240544,7.727501052,7.303319628,7.227039215,7.229127479,7.398075004,7.540670595,7.538881935,7.416544055,7.316137042,7.387261283,6.625728464,6.434174212,6.606784048,6.299576296,6.12925631,6.592908136,6.52737909,6.669917683,6.624608715,6.624150181,6.70498233,6.376848104
orf19.5027,8.062858903,8.077626899,8.046813789,8.14820642,8.079172372,8.145092511,8.099687874,8.021927497,8.048171153,8.115889862,8.051480173,8.122392518,7.310977075,7.335628682,7.32534072,7.472615086,7.289152237,7.444887335,7.266726555,7.257956733,7.311523929,7.453316178,7.456885186,7.341854883
orf19.5029,2.923982625,2.458712103,2.790720558,1.762626222,1.521198521,1.461838993,2.160394187,2.437820778,2.343418461,1.543238321,1.564878094,1.669349495,4.158805682,4.077937883,4.311608552,4.093494677,4.274805124,3.826562193,4.040631607,4.267621981,4.102374429,3.847017943,3.932609268,4.252556185
orf19.5030,4.519275844,4.690820031,4.598205878,4.009941529,4.152515659,4.416553662,4.464505655,4.107720954,4.400916954,3.669176703,3.659244853,3.633329199,6.169258133,6.172082815,6.126774066,5.771950179,5.998176262,5.784105114,5.903531553,5.79024934,5.792022345,5.651550993,5.868688858,5.720134898
orf19.5031,7.680342794,7.793262445,7.652754693,8.047781806,8.126361566,8.137264444,8.476614728,8.438616742,8.448564509,8.203061104,8.265269068,8.185575781,6.173382563,6.230222705,6.284577114,6.173723795,6.209621499,6.212677045,6.404848458,6.420504668,6.32126268,6.355684922,6.345327099,6.24113072
orf19.5032,12.517605,12.86038867,12.53098096,12.72927589,12.78716658,12.72553994,12.81844228,12.59960085,12.65163231,12.63969455,12.64232514,12.51250739,9.510210333,9.602837801,9.5782895,9.46153652,9.423506007,9.635352005,9.624063983,9.547104216,9.648366647,9.765001357,9.751734551,9.523960743
orf19.5033,0.299089037,-0.198791747,0.28597645,-0.108553067,-0.346025985,-0.160886223,-0.137052919,0.184193269,-0.998150148,-0.571502407,-0.407409731,-1.163696376,1.849656675,1.89111633,1.925184727,1.830622844,1.701741068,1.759807587,1.7146103,2.07530499,1.525421853,1.852758995,1.460867055,1.680655136
orf19.5034,5.211904522,4.509936861,5.3009549,4.991537029,4.645106462,4.847808227,4.792634319,5.087302645,5.08601768,5.31494614,5.085113917,5.555069592,5.630814986,5.44107302,5.41839214,5.726403804,5.657254457,5.657258165,5.716875,5.88341872,5.627611908,5.607310174,5.591470306,5.899894593
orf19.5035,5.803153508,6.022951137,5.734003944,6.023122613,5.973943651,6.107538945,6.132390591,6.11816722,6.065007,5.863105666,5.951144275,5.927381673,5.096810898,5.107770655,5.135916586,5.210400678,5.166489748,5.269984106,4.984754278,4.917652754,5.119740937,5.343490236,5.220429224,5.053393354
orf19.5037,4.681284131,4.446912304,4.662286684,5.178914698,5.088049122,5.135145577,4.425191545,4.530129168,4.511648499,5.245606583,5.2612971,5.496200356,3.912622894,3.609946265,3.919725303,4.314801556,4.143696344,4.668657617,4.029796879,3.939755251,4.049192799,4.566881459,4.743070192,4.605622559
orf19.5038,6.722452042,6.012106957,6.591378497,6.838907372,6.6041872,6.664628238,6.160592994,6.346566691,6.30794581,7.094459154,6.976402327,7.309349743,4.374782057,4.349120639,4.294347303,4.749869581,4.349939062,4.961240082,4.39742045,4.499355933,4.355534934,4.804864022,4.911157118,5.093355509
orf19.5039,4.686948663,4.397768632,4.667973505,4.919129905,4.88351072,4.891009991,4.285822518,4.500769935,4.604999508,5.138747325,4.971438431,5.179876635,3.839757135,3.6783728,3.897034167,4.11721689,4.034056178,4.37377583,3.787612425,3.875228524,3.571993531,4.180690193,4.135189142,4.192496792
orf19.504,7.141899219,7.461833218,7.120308021,7.308053088,7.331903214,7.240655059,7.29552623,7.157073436,7.133202366,7.069596571,7.150661932,7.018412994,7.19404725,7.266924265,7.196538483,7.11656075,7.201215627,7.144149067,7.20545918,7.151298713,7.24213097,7.055309091,6.982818162,7.046846021
orf19.5040,5.787420281,5.532282772,5.64742038,5.672957916,5.709486128,5.678834161,5.726271777,5.782253898,5.736248374,5.858468298,5.729302071,5.753202638,5.682662494,5.736816487,5.721909166,5.819721625,5.722325363,5.65907333,5.730321931,5.836174153,5.705298589,5.572448982,5.600054406,5.772355699
orf19.5041,3.034744596,2.551507758,2.985472002,2.416760304,2.430949174,2.5132119,3.219908786,2.863935599,3.363374892,2.07794661,2.368230319,2.212049971,4.450148258,4.561288066,4.519017729,4.520041217,4.279617389,4.249169532,4.812130581,4.66755857,4.600710635,4.262844143,4.312794185,4.264273755
