Gene,Mac1.BCS.R1,Mac1.BCS.R2,Mac1.R1,Mac1.R2,WT.BCS.R1,WT.BCS.R2,WT.Copper.R1,WT.Copper.R2,WT.R1,WT.R2
C4_00250W_A,89,117,66,111,137,133,145,150,123,106
C4_00260W_A,4276,4492,3498,4781,5346,7877,4865,3986,5188,5924
C4_00270W_A,175453,134108,131959,149564,228060,231671,247434,140946,196762,118686
C4_00280W_A,12607,10870,9666,11536,10936,17229,14645,16583,8181,9413
C4_00290C_A,33,33,25,17,29,58,41,32,25,29
C4_00300C_A,5217,3771,4202,4512,3649,6254,7395,4342,3190,4513
C4_00310C_A,7785,6034,6137,6839,5903,9883,9439,4908,5213,5970
C4_00320C_A,1573,1363,1231,1368,2266,2511,1748,2863,1833,1358
C4_00330C_A,14788,9749,11748,9745,19075,20603,21677,11146,17124,9872
C4_00340W_A,7824,5549,6233,6998,7404,9985,9033,6034,6559,6687
C4_00350W_A,1380,1223,1017,1460,1865,2499,1643,2508,1489,1550
C4_00360C_A,1628,1213,1669,1787,1044,2099,1759,1007,945,1653
C4_00370W_A,3831,3221,3519,3559,2535,4704,4455,2399,2053,3415
C4_00380W_A,3949,2931,3014,3672,3075,5142,4639,3974,2802,3440
C4_00390W_A,6573,5469,4773,7062,6052,9139,6596,5485,5492,5667
C4_00400W_A,6185,5117,4768,5986,4266,8592,7253,5226,4025,6043
C4_00410W_A,3460,2929,2712,3196,3141,4949,4061,4082,2532,2506
C4_00420C_A,11517,8604,8863,10838,7142,13797,12653,11575,5722,10867
C4_00430W_A,46,46,27,18,107,75,173,317,37,41
C4_00440C_A,1942,190,1578,341,494,223,4414,6182,368,1689
C4_00450C_A,298,578,279,480,750,3070,346,1074,1306,7348
C4_00460C_A,4739,3584,3522,4638,3230,5670,6055,4309,3040,4409
C4_00470C_A,4455,3342,3563,4062,3594,5911,5331,5105,3342,3765
C4_00480W_A,69,57,129,74,57,42,52,133,40,22
C4_00490W_A,429,173,269,279,127,355,733,509,135,248
C4_00500W_A,2878,3057,2265,2837,3951,4838,2972,2945,3330,3488
C4_00510C_A,13060,5522,10340,8140,10169,9711,16470,6726,8127,4048
C4_00520W_A,5932,2819,4331,4268,4624,4280,5882,3121,3454,1482
C4_00530C_A,2,2,2,1,6,8,3,0,0,3
C4_00540C_A,16240,7475,12778,10534,8066,11013,18805,9577,7033,6765
C4_00550C_A,25,15,22,11,59,4,17,25,16,6
C4_00560C_A,1604,1280,1330,1616,1642,2120,1569,1209,1342,1355
C4_00570C_A,7322,7237,5459,8824,8204,13221,7762,5913,7753,8382
C4_00580W_A,1385,1569,1167,1709,2042,3027,1372,886,2413,2426
C4_00590C_A,8053,7773,6727,8569,12542,13879,8492,6317,10667,8363
C4_00600C_A,3747,3377,2757,3895,3912,5341,3977,4406,3195,3888
C4_00610W_A,1324,991,1083,910,1665,1710,1494,1037,1182,880
C4_00620C_A,1820,1772,1418,1528,1803,2834,1990,1265,1288,1460
C4_00630C_A,3804,3047,2939,3808,3808,6035,4872,4266,3368,3191
C4_00640W_A,25,13,14,15,5,34,23,79,4,22
C4_00650W_A,7254,3416,5648,5065,5795,7458,8360,4058,5183,7602
C4_00660W_A,12915,8166,10182,11901,8820,10681,10374,5284,8157,5884
C4_00670W_A,2151,1525,2008,2012,1412,2077,2330,1839,1095,1323
C4_00680W_A,1618,1742,1528,1674,3308,3049,1660,1761,2442,2036
C4_00690C_A,565,242,387,358,217,494,834,631,184,369
C4_00700C_A,3228,2632,2446,2772,3313,4859,2984,2166,2997,3283
C4_00710W_A,3921,3037,2970,3188,7150,6571,4186,2498,5760,3915
C4_00720W_A,83,147,55,231,219,839,128,111,563,967
C4_00730C_A,149,115,164,160,298,281,193,148,208,184
C4_00740W_A,1383,638,1053,936,959,1226,1467,715,810,794
C4_00750C_A,1182,740,911,914,2145,1038,1123,578,1642,1104
C4_00760W_A,2044,2084,1942,1951,5395,2764,2149,1260,2447,2020
C4_00770C_A,12359,9401,9360,10306,10006,13700,11953,6595,8696,8937
C4_00780C_A,5940,5487,4874,5583,5141,7439,7517,4926,4429,4747
C4_00790C_A,602,584,394,578,592,833,787,1201,493,612
C4_00800W_A,1235,699,928,795,491,1050,1471,937,353,618
C4_00810C_A,1312,543,1086,904,228,458,1426,685,182,301
C4_00820W_A,2973,1687,2638,1949,1878,2026,3581,1548,1283,751
C4_00830W_A,918,950,748,874,700,1565,987,1157,525,862
C4_00840W_A,2073,2178,1872,2274,3342,3578,2405,3037,2714,2860
C4_00850C_A,58,55,33,74,65,54,77,150,50,79
C4_00860C_A,795,829,758,485,1201,777,961,2074,912,482
C4_00870W_A,0,2,5,0,3,1,2,1,0,3
C4_00880W_A,5044,2907,3968,4248,3141,3794,4815,2596,2636,2208
C4_00890W_A,45323,30017,33949,37067,33260,44769,42669,20227,28754,34765
C4_00900C_A,11,1,7,4,21,5,2,4,0,1
C4_00910C_A,2418,2141,1908,2779,1724,3550,2911,2168,1830,2443
C4_00920C_A,703,535,552,701,384,966,910,643,329,706
C4_00930W_A,10,1,6,2,2,6,0,3,1,2
C4_00940W_A,957,480,735,682,385,783,1264,676,261,433
C4_00950C_A,1456,1896,1087,1723,4081,3819,1445,1368,3527,2903
C4_00960W_A,9201,4246,4493,6482,12041,9711,11926,5076,12312,6111
C4_00970C_A,65017,40510,51410,51031,50299,64799,64513,29679,54762,30854
C4_00980C_A,27,16,30,15,32,46,45,31,24,26
C4_00990W_A,100,127,85,141,95,161,150,378,71,123
C4_01000C_A,432,192,441,212,301,285,1163,580,112,57
C4_01010C_A,2852,2980,2240,1803,1395,2478,3720,3094,1399,1751
C4_01020C_A,11758,12263,9562,12161,14035,20139,13363,11118,12371,13574
C4_01030W_A,11,9,13,17,29,19,19,13,21,12
C4_01050C_A,115621,77198,95935,92477,109234,134999,127552,56701,94849,83686
C4_01060W_A,19004,13732,14213,15350,13841,21495,22235,11634,12172,14935
C4_01070W_A,11,100,24,25,2606,38,58,13,551,15
C4_01080W_A,9137,4585,6947,5876,5023,6151,10776,6512,3798,3645
C4_01090C_A,360,314,327,249,477,409,407,244,281,291
C4_01100C_A,2712,9566,3461,3854,4652,5521,3345,1011,1784,2883
C4_01110W_A,6,3,0,3,9,0,2,3,1,2
C4_01120C_A,1260,1001,1021,1057,654,1531,1538,1790,622,853
C4_01130C_A,1138,848,938,862,664,1235,1368,1599,486,717
C4_01140C_A,2676,2187,2233,2521,3421,3469,2252,1310,2804,1162
C4_01150W_A,2553,2000,2132,2484,1983,3695,3284,1650,1858,2494
C4_01160W_A,969,3171,1973,1032,7779,14828,6133,6168,9400,4815
C4_01170C_A,154,161,106,193,1114,451,192,291,801,265
C4_01180W_A,14,19,26,28,17,24,30,17,8,7
C4_01190W_A,6221,5123,4870,5460,5170,7433,9330,5095,3879,4701
C4_01200C_A,10655,7084,8144,7407,8495,13317,11596,4156,7319,7216
C4_01210C_A,0,0,0,0,0,0,0,2,1,0
C4_01220C_A,314,448,583,437,362,349,212,386,231,138
C4_01230C_A,1661,1793,1469,1830,1566,3083,1776,1307,1582,1536
C4_01240C_A,1003,1144,777,1174,1164,2374,1076,1205,1118,1802
C4_01250W_A,1200,1887,923,2418,1241,4977,1465,1837,2195,5129
C4_01260W_A,2084,1585,1619,1676,851,1980,2757,1605,633,1077
C4_01270W_A,323549,218905,244425,261061,279859,370596,347594,134375,252950,231734
C4_01280C_A,2636,2294,2192,2585,1986,2356,2672,1750,1476,2016
C4_01290W_A,8096,8173,6456,8729,7692,8468,6947,8534,6027,5648
C4_01300W_A,5370,5541,4090,4851,11450,5405,4321,2988,6869,5386
C4_01310W_A,875,625,849,707,742,1007,1228,757,418,540
C4_01320C_A,354,536,320,538,901,886,390,290,451,405
C4_01330W_A,2,4,2,3,6,7,3,859,7,2
C4_01340W_A,7,1,13,4,7,4,8,3,12,15
C4_01350W_A,0,3,0,2,3,6,6,4,4,0
C4_01360W_A,12508,9325,9551,9573,10792,20314,18955,7545,10702,10787
C4_01370W_A,18187,13832,13670,16971,14246,21987,16915,8384,12921,17574
C4_01380W_A,3111,2978,2359,2769,2381,4053,4013,2368,2140,2662
C4_01390W_A,2593,3178,1611,2858,106,237,241,113,109,163
C4_01400W_A,769,500,613,609,602,721,910,524,412,477
C4_01410W_A,8256,5833,6910,7134,7972,9133,10285,6467,6546,6118
C4_01420W_A,3252,2257,2054,2580,1470,3034,4744,2411,1284,1492
C4_01430C_A,4239,3099,3310,3494,3375,4640,3737,2133,2913,2985
C4_01440W_A,9377,6804,7131,7582,6894,10526,9929,7095,5679,6468
C4_01450W_A,24336,12166,18627,16671,15028,17994,27778,12157,13474,9101
C4_01460C_A,3738,2739,3010,2867,2970,4155,3922,2754,2419,2516
C4_01470W_A,1043,911,962,970,798,1361,1345,1203,637,893
C4_01480C_A,20,6,11,23,14,17,30,25,10,13
C4_01490W_A,51157,29889,41147,35194,34448,44687,57293,27538,29580,27581
C4_01500W_A,3362,1329,2397,2088,972,1856,4257,2367,876,1043
C4_01510W_A,5464,6497,4121,6687,6999,10387,5486,6140,5045,6799
C4_01520C_A,178144,120317,142315,134012,157536,192512,182262,76932,138312,126049
C4_01530C_A,14619,24928,14195,33892,35165,33584,13305,13857,34800,31132
C4_01550C_A,200,54,160,87,268,306,632,1838,211,213
C4_01560C_A,1726,1237,1410,1277,935,1591,2232,1219,727,932
C4_01570C_A,39,18,34,17,26,45,44,27,20,12
C4_01580C_A,929,542,685,511,353,677,1084,221,373,260
C4_01590C_A,436,364,330,335,294,419,363,123,309,178
C4_01600C_A,152,88,137,74,31,104,128,38,36,37
C4_01610C_A,46,28,52,29,27,41,66,18,20,11
C4_01620C_A,108,65,95,58,44,76,125,41,45,37
C4_01630C_A,85,51,78,51,43,51,85,49,44,40
C4_01640C_A,97,69,66,85,92,113,95,36,66,53
C4_01650C_A,3116,1963,2548,2587,2214,3633,4334,3065,2046,2823
C4_01660W_A,10800,6805,8245,8065,7131,11542,12475,7366,6299,7613
C4_01670C_A,2690,1732,2165,1853,2768,2992,3005,3972,2125,1578
C4_01680W_A,3037,2413,2548,2377,2982,3906,3366,3453,2540,2623
C4_01690C_A,12189,16747,8642,18322,14617,25104,7359,6044,13669,17198
C4_01700C_A,70785,50423,53787,58345,55588,78301,67019,28162,47928,52916
C4_01710C_A,17504,12493,13011,14963,14831,19942,21502,11499,11591,12558
C4_01720C_A,30499,21040,23555,24067,24193,30522,35976,17565,15755,18338
C4_01730C_A,6361,4616,5021,5316,8418,12213,6983,4683,5486,5058
C4_01740W_A,1488,867,1274,1148,2569,2442,1450,746,1182,765
C4_01750C_A,450558,433827,342870,565717,277614,626452,248385,211618,339652,868985
C4_01760W_A,2781,3308,2365,3884,6147,12388,3082,3361,9121,10519
C4_01770W_A,12987,11307,10049,13909,11423,20616,13629,7327,11754,15176
C4_01780C_A,4565,3460,3816,3659,3561,5206,4520,2846,3111,3221
C4_01790W_A,1565,1958,1487,1740,2848,3084,2133,3563,2274,1781
C4_01800W_A,406,289,315,395,198,364,242,313,284,698
C4_01820C_A,6806,4117,5137,5882,4942,7188,7643,5000,5008,4302
C4_01830C_A,1635,1908,1317,1723,2435,3380,2248,2206,1899,2262
C4_01840C_A,7323,8025,5808,9250,9038,13893,11362,13352,8287,7933
C4_01850C_A,44,139,80,141,518,199,99,119,287,120
C4_01860C_A,143,329,161,467,1661,893,232,277,1648,602
C4_01870C_A,5984,4766,4768,5875,6587,9388,7414,7598,5654,6267
C4_01880W_A,4076,3052,3139,3929,3547,5687,5052,5048,3492,3846
C4_01890C_A,4129,3120,3237,3480,3638,5244,4935,4500,2856,3502
C4_01900C_A,42961,41902,30267,50268,51714,65846,62324,79343,43579,27288
C4_01910W_A,1624,1185,1330,1383,1735,2159,1964,1227,1340,1379
C4_01920W_A,4170,3277,3350,4129,3430,5892,4429,2905,2788,3232
C4_01930C_A,1091,407,1026,452,1277,1016,2191,885,683,234
C4_01940W_A,41,27,34,19,74,114,58,42,22,57
C4_01950W_A,5327,4906,3829,5635,6712,8628,5188,4814,5761,6157
C4_01960C_A,1505,1618,1179,1916,2463,3253,1772,1513,2547,2685
C4_01970W_A,1871,2187,1601,2357,3830,5030,1474,1694,4355,4171
C4_01980C_A,12506,11854,9100,13507,13650,19656,12807,9515,11027,12427
C4_01990W_A,915,456,722,520,696,824,920,633,553,349
C4_02000C_A,7076,6713,5723,6830,6663,8788,8401,6625,5036,4415
C4_02010C_A,1620,1135,1471,1286,589,1076,1264,997,338,658
C4_02020W_A,1970,4673,2125,2512,9097,8929,5759,2170,5286,2934
C4_02030W_A,450,362,369,396,716,593,800,1180,389,205
C4_02040W_A,1456,1445,1095,1662,1857,2918,1530,1358,1754,1478
C4_02050W_A,11590,5445,9260,7091,7298,9087,12276,6238,6752,5556
C4_02060C_A,14476,10226,11683,12169,13559,17390,16764,12432,10777,11511
C4_02070W_A,284,315,186,270,674,600,433,342,448,387
C4_02080W_A,453,283,327,290,684,496,590,345,354,256
C4_02090C_A,3693,1788,2995,2417,2736,3249,4386,2179,2348,1939
C4_02100C_A,1644,2113,1603,2326,3627,5490,1893,1239,4553,4557
C4_02110W_A,1695,2325,1456,2711,3141,6559,1730,1839,3979,4887
C4_02120W_A,8067,8378,6607,7843,8367,15226,10622,7147,6543,7727
C4_02130W_A,1560,1050,1403,1260,1255,1778,1831,1314,1102,599
C4_02140C_A,8198,6356,6702,8298,7621,9523,7871,6728,6861,3586
C4_02150C_A,106,93,99,87,127,147,170,161,82,134
C4_02160C_A,2400,2111,2052,1932,1603,2825,3088,1586,1100,1228
C4_02170C_A,607,519,664,587,328,692,1152,854,269,386
C4_02180C_A,52,88,64,79,90,100,113,204,46,80
C4_02190C_A,14,12,19,13,18,18,37,15,13,19
C4_02200C_A,190,165,107,190,212,358,257,216,207,209
C4_02210W_A,22,30,29,15,21,29,22,23,22,22
C4_02220C_A,18,15,16,12,14,20,38,50,16,13
C4_02230C_A,0,10,3,3,4,8,0,1,3,3
C4_02240C_A,1,0,5,0,4,0,0,1,3,0
C4_02250C_A,25101,23766,19624,24247,20180,37922,29006,20066,17589,23772
C4_02260C_A,3215,1111,2409,1824,623,1733,4583,2173,625,1243
C4_02270C_A,40076,31102,30217,39329,33203,51860,45589,27943,28760,31687
C4_02280W_A,10853,7465,9334,8368,8128,13159,15507,7945,7759,9792
C4_02290W_A,9230,6465,7072,7992,7508,10842,9588,6685,9319,9121
C4_02300W_A,3547,4179,3281,4131,5568,6476,4457,3178,4558,4467
C4_02310W_A,2434,2560,2539,2309,3124,4539,3734,2177,1770,2193
C4_02320C_A,28794,31435,19631,28920,1752,3843,27475,30384,15245,23932
C4_02330C_A,349,508,291,437,52,146,305,427,396,700
C4_02340W_A,2131,3254,1679,2534,1250,2976,3168,12374,2263,4025
C4_02360W_A,827,1969,658,1310,2370,4304,1068,1916,1890,2813
C4_02370C_A,305488,197627,229445,241755,244011,396340,392609,178651,197081,266003
C4_02380W_A,9,2,2,8,10,3,0,0,5,1
C4_02390W_A,115114,94106,92207,94441,95623,224539,186236,152026,66638,138415
C4_02400C_A,3448,2568,2992,2843,2198,3949,4027,2038,1601,2743
C4_02410C_A,29235,56430,16586,50952,16795,74819,14560,32085,17057,51519
C4_02420C_A,1549,1317,1485,1356,1443,2483,1702,1427,962,1377
C4_02430W_A,8242,5820,6460,6520,6209,8625,9562,6423,5080,5415
C4_02440C_A,23375,18710,18682,21094,14872,27464,28279,18288,15877,21442
C4_02450W_A,1871,1675,1716,1853,1471,2457,1823,1236,1813,1695
C4_02460W_A,2432,2487,2227,2284,2899,3958,2856,1956,2350,2319
C4_02470C_A,15128,11796,10932,11796,17304,19996,15500,21110,12506,11689
C4_02480C_A,2598,1864,2145,2788,2336,2580,2398,1702,2106,1106
C4_02490W_A,1033,1021,776,817,1626,1487,1624,1095,1131,892
C4_02500C_A,2156,1485,1636,1434,1339,2149,2908,1680,775,721
C4_02510W_A,3173,2952,2421,3044,2485,2129,2143,910,1756,1191
C4_02520C_A,1915,1505,1484,1594,2764,3015,2170,1589,2087,1791
C4_02530W_A,1188,1115,1154,851,1599,1476,1657,997,1104,666
C4_02540W_A,761,819,761,702,3131,2217,1572,885,2137,846
C4_02550C_A,15864,11337,13368,11478,10107,17305,21936,9176,7633,9508
C4_02560C_A,1,5,8,6,3,12,0,15,8,6
C4_02570C_A,515,446,360,467,696,900,403,474,620,559
C4_02580W_A,123,107,73,102,75,157,116,100,72,118
C4_02590C_A,1992,1538,1577,1770,1667,2608,2856,1676,1365,1772
C4_02600C_A,3874,3323,2757,4265,3898,6554,4730,2916,4189,4478
C4_02610C_A,1430,108,911,75,429,225,968,3301,141,419
C4_02620C_A,3874,6806,3074,4823,5503,9327,4572,5138,3893,8062
C4_02630C_A,5760,2728,4172,3340,3174,4151,6918,3335,2702,2309
C4_02640C_A,2150,840,2435,795,298,490,2412,730,103,256
C4_02650C_A,37,11,40,17,14,24,52,17,6,4
C4_02660W_A,90,52,82,82,73,135,109,80,69,66
C4_02670W_A,1145,947,910,914,1430,1681,1490,1413,1111,1072
C4_02680C_A,471,323,270,425,284,573,404,241,347,397
C4_02690W_A,1199,1058,900,1306,1703,2309,1075,1100,1660,1521
C4_02700W_A,1424,1158,1280,1072,1433,1820,1685,2178,941,1077
C4_02710C_A,10794,6542,8333,7681,6811,9635,10950,8088,6140,6383
C4_02720C_A,4443,2866,3002,2411,1634,2192,3558,2059,1216,1440
C4_02730C_A,21,8,17,6,1,2,4,3,0,4
C4_02740W_A,6801,2255,4489,2942,2204,2988,10049,7063,854,1927
C4_02750W_A,558,190,437,243,183,252,680,229,139,132
C4_02760C_A,1984,1882,1498,1906,2641,3762,2514,1172,1991,2125
C4_02770C_A,2603,1372,2019,1506,2339,2234,2628,4604,1768,1385
C4_02780W_A,18206,11889,14549,15464,14531,21060,22946,19841,12339,12530
C4_02790C_A,13107,4313,10071,7048,4677,6691,15970,5739,3657,3219
C4_02800W_A,3707,1492,2899,2423,1368,2697,5404,3519,1171,1546
C4_02820W_A,14,14,6,6,4,25,19,32,12,15
C4_02830C_A,17274,6150,12240,10507,8272,10555,21709,8431,7717,5409
C4_02840C_A,1778,1262,1355,1643,1473,2204,1889,1154,1372,1383
C4_02850W_A,9657,4982,8174,6809,5567,8045,12535,6757,4984,4244
C4_02860W_A,6339,5695,5108,6213,9945,11155,5757,6202,8284,7423
C4_02870C_A,47608,29223,37813,36742,37431,51450,59182,29181,33939,31106
C4_02880C_A,4071,2016,3277,2572,3171,3779,3999,2196,2622,2227
C4_02890C_A,15879,10475,13817,13154,23750,27043,23771,11235,21128,15330
C4_02900C_A,8182,7321,7606,6501,12336,9333,12056,6068,10961,7469
C4_02910W_A,2,2,9,1,6,2,1,3,1,0
C4_02920W_A,2821,2478,2627,2198,2687,3172,2893,5087,1750,2174
C4_02930W_A,119,88,115,57,184,223,134,22,98,19
C4_02940W_A,14929,16428,10771,17068,20826,26578,15441,25542,15930,19370
C4_02950C_A,1403,1062,1167,1120,1187,1498,1363,1169,1064,983
C4_02960W_A,6355,4562,4641,5010,3749,6630,8269,7765,3199,4058
C4_02970C_A,12376,10127,8787,11651,8528,15416,14908,13389,8316,9728
C4_02980W_A,31026,21166,24082,25954,24928,35073,35844,21459,22329,21201
C4_02990C_A,1334,1218,984,1154,585,1376,1197,6470,574,890
C4_03000C_A,304,638,286,646,195,1116,176,175,222,841
C4_03010W_A,1,0,1,4,2,0,0,14,2,0
C4_03020W_A,6498,6048,5242,6729,10469,11019,7941,15963,8742,7172
C4_03030C_A,11332,3826,8378,6208,3303,5656,14908,7002,3046,3585
C4_03040W_A,7347,4057,5981,4994,5279,6670,8241,4508,4847,3866
C4_03050C_A,5747,7056,4527,6313,5106,9870,8331,7746,3992,5811
C4_03070W_A,2971,2320,2337,2655,2754,4201,3801,1892,1912,2321
C4_03080W_A,6178,4877,5175,6011,5464,8964,9042,4935,4521,4904
C4_03090W_A,5765,4243,4828,4225,6000,6053,5225,3895,3854,3660
C4_03100W_A,22,79,28,40,179,201,86,171,100,93
C4_03110W_A,7580,7257,5974,7807,7662,9720,8836,13450,7211,8822
C4_03120C_A,4633,4305,3794,5077,3678,7072,6030,2988,3290,3931
C4_03130W_A,3899,3399,3194,3733,3827,6119,4592,3480,3055,3806
C4_03140C_A,2186,924,1690,1439,1009,1720,2914,1546,931,1025
C4_03150W_A,3290,2287,2669,2727,2306,3261,4564,3683,1884,2167
C4_03160C_A,195,123,122,126,125,307,353,982,76,234
C4_03170W_A,1514,1140,1198,1420,910,1656,2225,1188,868,1045
C4_03180W_A,23106,25194,17987,27065,23004,28242,18402,13868,20024,22705
C4_03190W_A,6971,4652,3911,5796,1981,3198,2244,2266,2177,2190
C4_03200C_A,2768,2690,2201,3668,4742,5376,2285,2723,4877,4861
C4_03230C_A,8431,6318,6915,4799,9314,8895,10882,5658,7759,4176
C4_03250C_A,4870,3331,4419,2741,4418,4239,5133,2236,3777,2305
C4_03270W_A,8630,2782,6175,4849,4175,4428,9428,4472,3483,2311
C4_03280W_A,21459,20270,18134,27577,27182,28244,16842,23640,23466,17467
C4_03290W_A,9706,7809,8084,9472,7216,11305,10417,7999,6006,7553
C4_03300C_A,331,473,337,242,513,519,550,477,299,250
C4_03310C_A,26,9,23,16,13,10,20,22,10,17
C4_03320W_A,3311,2046,2695,2640,3320,3523,3724,2467,3181,2198
C4_03330W_A,2373,1936,2133,1951,2071,2569,2656,2387,1400,1396
C4_03340C_A,110,1260,94,1715,173,236,19,32,164,62
C4_03350C_A,2957,2050,1588,2693,768,1329,952,1111,906,1061
C4_03360C_A,7599,10899,7022,13471,20222,22844,8704,5178,17686,16872
C4_03370C_A,847,1139,682,1133,1483,2113,623,1166,1176,1754
C4_03380C_A,3312,1985,2607,2655,2721,3195,1947,1297,1911,1872
C4_03390W_A,8244,6968,6626,6468,10135,11424,9013,8598,7168,6275
C4_03400W_A,5258,3314,4599,3885,8523,8540,7727,4064,7799,4623
C4_03410W_A,11593,6812,9513,9368,8999,8654,9600,4883,7048,3416
C4_03420C_A,16,5,10,5,13,11,18,25,18,8
C4_03430W_A,267,202,141,220,760,750,294,2204,562,657
C4_03440C_A,9960,4324,7986,5774,4523,7014,14916,6980,3558,3677
C4_03450C_A,3960,3525,3150,3620,4689,6195,4360,3777,3961,4017
C4_03460C_A,31,25,29,40,63,67,24,195,31,26
C4_03470C_A,26,19,23,27,414,151,260,78,348,83
C4_03480C_A,0,0,0,0,0,1,0,2,0,0
C4_03490C_A,18,24,17,30,21,24,31,19,15,13
C4_03500C_A,51,97,53,186,114,178,62,583,95,178
C4_03510C_A,12,19,8,17,52,37,39,75,49,69
C4_03520C_A,169,152,172,215,457,663,706,443,296,295
C4_03530W_A,1354,830,1157,1083,843,1289,1323,1765,739,772
C4_03540C_A,369,600,290,511,1713,1334,545,588,1192,866
C4_03550W_A,2578,2422,2052,2372,2502,3840,3747,3823,2063,2540
C4_03560W_A,5313,4054,4709,4738,5022,6436,6247,5985,3733,4244
C4_03570W_A,18,22,19,10,280,135,414,79,302,136
C4_03580W_A,1196,941,989,896,1028,1581,1304,507,702,906
C4_03590C_A,5684,5365,4481,5657,7804,8252,6634,6960,5670,5372
C4_03600C_A,1657,2811,1715,2810,6780,6717,1730,1860,6575,4968
C4_03610C_A,2,3,3,0,2,1,3,14,1,0
C4_03620C_A,929,810,814,666,767,1253,1753,485,601,556
C4_03630C_A,0,2,1,0,0,0,1,6,0,0
C4_03640C_A,5,11,7,0,29,8,7,5,0,1
C4_03650W_A,0,0,0,0,0,0,0,0,0,0
C4_03660W_A,1,0,0,0,1,2,0,0,1,0
C4_03670W_A,80,80,79,85,87,168,170,98,94,99
C4_03680C_A,1414,1106,1302,1141,1287,1670,2005,1334,884,1213
C4_03690C_A,837,572,653,811,1371,1248,802,750,1098,990
C4_03700W_A,6292,3895,5386,3555,10785,6676,9683,4721,5045,2452
C4_03710C_A,16,29,20,23,235,207,86,222,141,147
C4_03720C_A,3567,2707,3421,2049,6814,3938,7511,6444,9012,2135
C4_03730C_A,4960,2301,3869,3407,2450,3097,4919,2457,2285,1651
C4_03740W_A,3959,1648,2873,2530,1895,2495,4826,2463,1725,1454
C4_03750C_A,1798,1000,1438,1174,1853,1525,2222,1285,1333,938
C4_03760W_A,22,28,11,17,47,35,52,28,29,16
C4_03770W_A,2884,2030,2185,2414,3043,3384,3536,2590,2586,1735
C4_03780C_A,6069,4048,4926,5554,4512,4232,3911,2296,3390,1538
C4_03790W_A,7380,5478,5820,5542,6981,8358,8018,11765,5650,5271
C4_03800C_A,8254,4806,6539,5833,4132,6733,9538,4866,3535,4490
C4_03810W_A,1148,1559,980,1188,2885,2145,1594,1150,1826,1247
C4_03820C_A,248,167,179,205,433,136,161,318,179,87
C4_03830W_A,8339,2948,6056,4400,3282,4439,9731,4236,2807,2069
C4_03840C_A,2505,1084,1947,1564,1248,1830,3386,1934,1123,1197
C4_03850W_A,6566,4466,5383,5131,3984,6738,8333,4591,3420,4807
C4_03860C_A,937,950,785,879,909,1575,1326,684,649,875
C4_03870C_A,379,324,320,274,315,480,464,230,207,309
C4_03880W_A,906,814,779,818,1476,1510,1084,717,1077,921
C4_03890W_A,1508,1865,1117,2229,3213,3418,1212,5661,3701,2235
C4_03900C_A,2010,1523,1700,1569,1652,2265,2095,1464,1234,1443
C4_03910W_A,572,545,462,612,521,757,532,554,413,565
C4_03920W_A,1062,1121,983,978,1622,1563,1224,1027,910,1032
C4_03930C_A,2828,1965,2303,2237,1970,2846,3810,2279,1737,1971
C4_03940C_A,57706,15276,42016,20332,25810,50377,80559,19017,20986,17094
C4_03950C_A,13,12,16,27,17,36,37,14,11,16
C4_03960W_A,1822,4703,1627,3365,2483,8379,3236,1933,3487,9918
C4_03970W_A,1,0,0,2,1,1,0,1,1,1
C4_03990C_A,549,641,438,662,597,1327,823,721,520,863
C4_04000W_A,2973,1536,2348,1487,1097,886,1147,2366,948,1496
C4_04010W_A,1571,1466,1327,1448,1688,2362,2121,1597,1193,1004
C4_04020C_A,2,0,1,0,78,3,2,0,26,2
C4_04030W_A,27,17,19,11,550,33,62,9,102,13
C4_04040W_A,2,2,2,1,15,2,1,3,6,2
C4_04050C_A,21037,40140,17326,46061,56742,59618,14697,11479,43842,29307
C4_04060W_A,0,0,0,3,2,0,1,0,0,1
