gene_name,SC5314_count,JL01_count
VMA13,672,1199
HGT9,2,8
CAALFM_CR05100WA,57,294
CAALFM_CR05120WA,467,1128
PGA45,5761,1606
CAALFM_CR05130CA,106,513
CAALFM_CR05140WA,259,397
CAALFM_CR05150WA,680,984
CAALFM_CR05160CA,72,184
FDH1,556,532
SDH2,2231,4303
CAALFM_CR05190WA,3,6
CAALFM_CR05200CA,1905,3510
CAALFM_CR05210WA,67,796
GUT1,313,237
CAALFM_C105970WA,1,0
FGR14,659,9
FGR13,79,0
KCS1,139,396
MNT 3.00,312,469
MNN21,204,791
CAALFM_CR05310WA,722,1568
CAALFM_CR05330WA,757,1051
IFE2,5395,5510
CAALFM_CR05350WA,23,36
CAALFM_CR05360CA,72,394
CAALFM_C105980WA,194,260
CAALFM_CR05370WA,193,172
YCP4,5431,5948
PST3,22416,36916
tR(ACG)2,0,1
tR(ACG)1,0,1
CSP1,18,107
CAALFM_CR05440WA,616,1631
CAALFM_CR05450CA,887,1472
CAALFM_CR05460WA,174,371
CAALFM_CR05470CA,12,25
CAALFM_C105990CA,201,280
CAALFM_CR05480WA,2195,4283
SUA72,70,178
CAALFM_CR05500CA,210,420
STE13,195,525
NOC2,625,2285
CWT1,729,1288
CAALFM_CR05540CA,224,224
CAALFM_CR05550CA,1035,1729
CAALFM_CR05560WA,247,610
RNR3,78,82
CAALFM_C106000WA,19,5
CAALFM_CR05580CA,2,0
tC(GCA)2,0,0
tC(GCA)1,0,0
SRR1,489,310
MTG2,509,912
DBP8,368,738
CAALFM_CR05640CA,288,516
BRF1,160,568
SDA1,346,1132
HMO1,4185,6192
CHS7,594,680
CAALFM_CR05680CA,28,34
MCT1,211,140
CAALFM_CR05700CA,570,862
CAALFM_CR05710CA,202,90
TPS1,1434,2843
CAALFM_CR05730CA,462,594
PTC4,251,814
CAALFM_CR05750WA,1077,2998
CAALFM_CR05760CA,165,346
CAALFM_CR05770WA,111,255
RGD1,271,591
VMA2,2674,4393
ACO2,1349,1227
CAALFM_CR05800CA,794,842
tP(UGG)5,1,0
tP(UGG)4,0,0
ISC1,321,510
CAALFM_CR05840WA,102,468
tV(AAC)4,1,1
CAALFM_CR05860WA,646,962
tS(AGA)3,0,0
RPO41,738,769
CAALFM_C106030CA,7,65
CAALFM_CR05880WA,144,425
CAALFM_CR05890CA,398,1165
CAALFM_CR05900WA,120,245
CAALFM_CR05910WA,699,2283
MHP1,1110,1817
tS(AGA)1,0,8
CEK2,9,11
ADP 1,509,586
CAALFM_CR05960WA,87,255
CAALFM_CR05970CA,1856,1958
RTT101,23,154
CAALFM_CR05980WA,196,1588
SFL1,382,1082
SOK1,578,1649
CAALFM_CR06010WA,22,229
CAALFM_CR06020WA,55,3
CAALFM_CR06030CA,113,139
CAALFM_CR06040WA,718,2040
CDC28,475,1470
CAALFM_CR06060WA,65,342
CAALFM_CR06070WA,3120,4083
CAALFM_C106050CA,3767,2286
SIS1,1482,3180
CAALFM_CR06090WA,485,1073
CAALFM_CR06100CA,9,33
RFX1,32,165
RPL7,438,2482
CAALFM_CR06140WA,845,2728
ADE13,9851,15454
DAD3,148,545
CAALFM_CR06170WA,928,1679
ARC40,1935,3168
ACP1,2628,1820
CAALFM_CR06190CA,51,109
CAALFM_CR06200CA,1,2
CAALFM_CR06210CA,5,2
CAALFM_CR06220CA,45,72
CAALFM_CR06230WA,157,221
ZCF19,13,44
CAALFM_CR06250WA,48,60
CAALFM_CR06260WA,167,116
CAALFM_CR06270WA,137,22
CAALFM_CR06290CA,492,616
CAALFM_C106070WA,577,839
FGR50,160,773
CAALFM_CR06310WA,9,15
CAALFM_CR06320CA,97,457
CAALFM_CR06330CA,215,797
PGI1,38130,50351
CAALFM_CR06380CA,13,59
PPZ1,193,551
CAALFM_CR06430WA,12,105
BCR1,97,127
CAALFM_CR06450WA,96,174
ARC35,457,841
GST3,38,51
CAALFM_CR06470WA,247,1008
RRN11,63,213
HSP60,6055,6756
CAALFM_CR06500CA,834,502
CAALFM_CR06510WA,49,83
CAALFM_CR06520CA,99,364
CAALFM_CR06530WA,579,1597
KIP1,45,264
CAALFM_CR06550CA,99,54
CAALFM_C106090CA,130,208
CAALFM_CR06560CA,675,1370
CAALFM_CR06570CA,188,432
CAALFM_CR06580WA,0,4
RGS2,10,80
CAALFM_CR06600CA,292,127
STE2,5,22
CAALFM_CR06620WA,239,781
CAALFM_CR06630WA,101,45
CAALFM_CR06640CA,1010,748
CAALFM_CR06650CA,55,40
MSI3,3488,4128
SEO1,1134,456
CFL11,46,10
CAALFM_CR06680CA,290,610
CAALFM_CR06690CA,296,372
SOL3,3165,866
GCN5,169,471
NMD3,695,784
APG7,202,306
CAALFM_CR06740WA,111,185
PUP2,992,2086
NPL4,354,592
LSC2,23784,12093
CAALFM_CR06770CA,426,456
CAALFM_CR06780WA,528,787
CAALFM_CR06790CA,562,96
HHF22,5599,5362
HHT2,6330,6401
CAALFM_CR06820WA,574,21
SIW14,227,287
CAALFM_CR06840WA,185,323
CAALFM_CR06850CA,222,178
CAALFM_C106120CA,13,33
ARO10,341,294
CAALFM_CR06870CA,6,1
tS(AGA)2,1,0
ALG6,155,200
BUD5,133,252
CAALFM_CR06920WA,8,37
CAALFM_CR06930WA,102,61
DSL1,23,114
ATX1,2661,443
CAALFM_CR06960WA,238,246
SNF7,284,694
HAC1,975,637
CAALFM_CR06970CA,51,108
CAALFM_CR06980WA,27,31
CAALFM_CR06990WA,7,6
POL2,233,390
MIS11,6479,5703
CAALFM_CR07020WA,3001,2281
CAALFM_CR07030CA,65,260
SPT10,18,144
URA2,2707,2319
CRZ2,2,97
CAALFM_C106150WA,0,0
ALS3,18960,185
CAALFM_CR07080WA,3375,1903
STT4,779,438
FLC2,1526,1070
CAALFM_CR07110CA,56,47
CAALFM_CR07120CA,161,149
ALK 8.00,25,33
CAALFM_CR07140CA,14,3
GLK1,2902,1681
CAALFM_CR07160CA,480,1033
CAALFM_C106160WA,3,2
CAALFM_CR07170WA,320,290
EMP46,419,751
CAALFM_CR07190WA,474,181
CAALFM_CR07200WA,71,51
ARC15,517,794
CAALFM_CR07220CA,98,114
CAALFM_CR07230WA,117,551
CLG1,4531,1569
CAALFM_CR07250CA,93,64
CAALFM_CR07260CA,0,0
TLO34,266,221
HGT16,111,53
FRE30,55,15
FRE7,465,93
CAALFM_CR07300WA,9,4
CAALFM_CR07310WA,360,282
CAALFM_CR07320CA,365,887
SMX4,504,542
CAALFM_CR07340CA,249,337
CAALFM_CR07350WA,307,369
PIF1,295,322
CAALFM_C106190CA,0,0
CAALFM_CR07370WA,442,644
KSR1,505,282
MRPL8,908,1142
LPD1,16638,10349
tK(UUU)2,0,0
KGD2,4952,2470
ACE2,674,343
MNL1,589,499
CAALFM_CR07460CA,132,304
CAALFM_CR07470WA,422,340
CAALFM_C106200WA,159,254
CAALFM_CR07480WA,2409,669
GLK4,595,210
CAALFM_CR07500WA,1,2
CAALFM_CR07510WA,230,385
YPT31,806,866
ECM22,554,310
CAALFM_CR07540CA,3,5
RGD3,482,337
CAALFM_CR07570WA,143,374
TSC11,54,85
BUD16,38,83
EMP24,1726,1765
CAALFM_CR07600WA,261,365
AAT21,1884,1548
RPS27,11606,17312
CAALFM_CR07640CA,54,182
GLC7,885,546
CAALFM_CR07660CA,451,374
CAALFM_CR07670WA,905,300
CAALFM_CR07680CA,78,17
CAALFM_CR07690WA,151,95
CAALFM_C106220CA,12,3
CAALFM_CR07700WA,47,86
ARO2,1650,1781
CDC45,90,165
HGT14,228,124
CAALFM_CR07740WA,41,12
CAALFM_CR07750CA,200,242
CAALFM_CR07760WA,787,437
PTC6,459,177
CAALFM_CR07780WA,277,187
YHB1,11735,6291
MDM34,181,93
SAP2,37,40
YHB5,236,153
CAALFM_CR07820WA,7,4
CAALFM_CR07830CA,1533,1195
CAALFM_CR07840CA,166,116
CAALFM_CR07850WA,79,128
ASF1,120,128
CAALFM_CR07870WA,164,45
tG(GCC)1,0,0
EFG1,1220,1197
CAALFM_C106250WA,38,52
CAALFM_CR07910CA,165,264
CAALFM_CR07920WA,376,437
CAALFM_CR07940WA,229,127
IMP4,721,727
TRK1,740,452
CAALFM_CR08000CA,3563,2669
DAD4,348,239
NOP10,4538,3335
FGR32,768,980
CAALFM_CR08040WA,1165,802
CAALFM_C100090WA,310,89
CAALFM_C100660CA,411,532
PGA50,0,0
CAALFM_CR08050CA,1757,1025
VPS21,3444,2799
PTP1,2563,815
CAALFM_CR08080WA,69,7
SSB1,67469,39027
RIO2,528,433
CAALFM_CR08110WA,85,27
DCP2,1079,1423
CAALFM_CR08130WA,1108,672
CAALFM_CR08140WA,62,38
CAALFM_C106270WA,107,132
RPS20,29432,14667
PTC5,1831,819
CAALFM_CR08170CA,404,223
TRM9,1269,715
CAALFM_CR08190WA,221,118
CAALFM_CR08200CA,873,648
ACO1,55210,33142
tK(UUU)3,0,0
tK(UUU)4,0,1
tK(UUU)5,6,0
UME6,101,7
HSP104,958,1079
CAALFM_CR08260CA,2,0
CAALFM_CR08270WA,2,0
CAALFM_CR08280WA,536,170
CAALFM_CR08290WA,482,432
CAALFM_CR08300CA,2846,2225
CAALFM_CR08310CA,20,96
ATS 1.00,296,259
CAALFM_CR08330WA,601,384
CYS3,14378,12654
CAALFM_C106300WA,9,1
CAALFM_CR08350WA,1156,858
RPP2A,20113,15226
GSH2,2414,1475
CAALFM_CR08380CA,9,7
tI(AAU)5,0,0
CAALFM_CR08400CA,2153,1407
CAALFM_CR08410WA,256,494
CAALFM_CR08420WA,269,143
CAALFM_CR08430WA,1401,768
CAALFM_CR08440WA,175,138
CAALFM_C106310WA,6,0
CAALFM_CR08450CA,610,270
TPM2,4223,8221
CAALFM_CR08470WA,292,70
CAALFM_CR08480CA,20617,17155
TSR1,2403,1276
CAALFM_CR08500WA,594,592
PGA13,4905,186
CAALFM_CR08520CA,229,293
tL(CAA)4,14,0
SSY5,242,221
CAALFM_C106320WA,19,66
CAALFM_CR08550WA,2048,1348
CAALFM_CR08560CA,4891,2969
SKI2,722,907
CAALFM_CR08580CA,34,67
CAALFM_CR08590WA,683,426
PEX19,1163,670
CAALFM_CR08610WA,6769,1473
CAALFM_CR08620CA,325,268
CDC23,300,278
CAALFM_CR08640CA,2276,1556
CAALFM_C106340WA,15,5
CAALFM_CR08650CA,783,676
PRP8,2217,1142
CAALFM_CR08670CA,117,73
CAALFM_CR08680CA,770,451
ECI1,451,690
ARF1,2293,2769
CAALFM_CR08710WA,1390,887
CAALFM_CR08720WA,28,32
tE(UUC)7,2,0
CAALFM_CR08740WA,7,4
CAALFM_C106350WA,49,281
tG(GCC)6,6,0
RDN5,150,49
RDN18,18735,15648
ITS1,90,51
RDN58,987,300
ITS2,1483,435
RDN25,77855,29521
TAR1,0,0
CAALFM_CR08830WA,4,3
NIT2,170,314
CAALFM_C106360WA,114,185
PDK2,132,188
PEX13,424,303
CAALFM_CR08880CA,33,35
ASR2,124,753
CAALFM_CR08900CA,1222,1024
RPN7,1957,2138
CAALFM_CR08920WA,218,206
CAALFM_CR08930CA,859,977
CAALFM_CR08940WA,150,230
ARP 2.00,3007,4160
PBR1,4,6
MPS1,241,126
tM(CAU)4,0,0
CAALFM_CR08980CA,265,234
CAALFM_CR08990CA,1418,488
CAALFM_CR09010CA,1006,915
CHS2,699,213
CAALFM_CR09040WA,58,74
CAALFM_CR09050CA,42,0
CAALFM_CR09060WA,80,35
CAALFM_CR09070CA,351,358
UGA32,412,283
CAALFM_C106380CA,248,163
CAALFM_CR09090CA,278,248
CAALFM_CR09100CA,477,289
CAALFM_CR09110CA,653,609
TUB1,11780,5443
CAALFM_CR09140CA,242,266
CAALFM_CR09150WA,28,49
ERG13,6789,3914
SSU1,39,277
CDG1,222,327
CAALFM_CR09190CA,178,160
CAALFM_C106390WA,219,368
UGA33,51,147
SUC1,139,102
LIP7,41,13
CAALFM_CR09230CA,402,526
CAALFM_CR09240CA,1736,1902
CBP1,7006,3196
THI13,159,123
SCO1,4071,2621
CAALFM_CR09310WA,428,838
PHO88,4226,3037
CAALFM_C106400CA,270,363
CAALFM_CR09330CA,2090,2166
CAALFM_CR09340WA,4269,2988
CAALFM_CR09350CA,112,60
FCY24,688,493
ELF1,380,1190
PRE8,1498,1741
CAALFM_CR09390CA,4,2
CAALFM_CR09410WA,93,109
BGL 22.00,375,369
CAALFM_CR09440CA,478,280
CAALFM_C106410WA,14,94
tD(GUC)7,0,0
CAALFM_CR09460CA,795,137
AXL1,92,60
CAALFM_CR09480WA,90,110
CAALFM_CR09490WA,43,158
CAALFM_CR09500CA,168,68
CAALFM_CR09510CA,945,2074
CAALFM_CR09520CA,451,424
CAALFM_CR09530CA,1163,314
NUO1,689,827
CAALFM_C106420CA,110,159
CAALFM_CR09560CA,114,48
CAALFM_CR09570WA,40,98
CAALFM_CR09580CA,1445,914
CAALFM_CR09590WA,234,738
YKE2,1146,748
CAALFM_CR09610CA,87,74
CAALFM_CR09620CA,132,441
tN(GUU)4,3,0
CAALFM_CR09640CA,3105,2493
WAL1,594,217
CAALFM_C106430CA,0,0
CAALFM_CR09660WA,80,248
CAALFM_CR09670CA,2276,1870
RTA4,245,56
PLB3,1374,945
CAALFM_CR09700WA,76,7
PCD1,154,337
VMA22,29,56
SSF1,187,451
CAALFM_CR09740WA,161,309
CAALFM_CR09750CA,864,484
CAALFM_C106440CA,211,327
MED21,59,126
PMT5,816,620
IFA14,87,66
ALO1,3269,3131
CAALFM_CR09800CA,348,908
CAALFM_CR09810WA,16,104
CAALFM_CR09830WA,259,353
CAALFM_CR09840CA,192,177
FGR46,12,8
YTA6,392,386
RPS14B,36999,27235
DEF1,5980,3596
BET2,989,799
DPB2,224,356
GNP3,270,195
CAALFM_CR09920WA,1147,747
CAALFM_CR09930WA,156,217
CAALFM_CR09940WA,6,52
SIK1,1725,4076
UGA3,414,621
UBC4,4086,4240
RPS22A,37508,24332
SPT7,128,430
CAALFM_CR09990WA,125,239
CAALFM_CR10000CA,221,259
MSS51,1357,1401
CAALFM_CR10020CA,216,129
FGR34,1370,1091
CAALFM_CR10040WA,712,506
CAALFM_CR10060WA,407,496
ZCF39,716,2142
INO1,18,15
CAALFM_C106470WA,33680,14270
CHT3,3229,5246
CAALFM_CR10120CA,70,144
CAALFM_CR10130WA,293,418
CAALFM_CR10140WA,2243,2035
FAA4,2076,3648
CAALFM_CR10170CA,226,292
CAALFM_CR10180WA,15,51
CAALFM_CR10190CA,79,160
CAALFM_CR10200WA,40,32
PGA12,4,0
ASM3,334,221
CAALFM_C106480CA,1428,760
CAALFM_CR10230WA,368,419
UTP5,516,540
FDH3,40740,29700
CAALFM_CR10260WA,237,140
AHA1,1162,1881
CAALFM_CR10280WA,613,553
CAALFM_CR10290CA,94,362
PUP1,3339,2350
CAALFM_CR10310WA,53,37
CAALFM_CR10320WA,0,0
CAALFM_C106490CA,49,0
PGA11,67,71
PTP3,1181,1717
TRX1,13466,11433
CTM1,2300,2625
HCR1,1998,2084
CAALFM_CR10380CA,380,180
CAALFM_CR10390WA,156,183
CAALFM_CR10400WA,1356,1569
CAALFM_CR10410CA,1548,962
CAALFM_CR10420WA,148,218
CAALFM_C106500WA,262,201
CAALFM_CR10430CA,13,90
CAALFM_CR10440WA,152,114
SPT3,350,263
CAALFM_CR10460WA,414,343
CAALFM_CR10470CA,158,497
PGA1,1053,907
EIF4E,6770,5074
CAALFM_CR10500CA,487,326
CAALFM_CR10510WA,504,402
SLD5,49,56
CAALFM_C106510CA,1530,500
CAALFM_CR10530WA,401,341
MCD1,201,235
DRS1,889,951
YHB4,597,314
PRO1,4403,2460
CAALFM_CR10590WA,274,317
CAALFM_CR10600CA,5402,4010
CAALFM_CR10610CA,110,193
CAALFM_CR10620CA,1930,1154
CAALFM_CR10630WA,134,63
BPH1,321,239
CAALFM_CR10640WA,385,211
LTV1,697,720
CKA1,900,847
CPR6,7674,4814
RPO21,8976,5432
POP3,502,245
RFC4,1678,1572
VPS52,589,308
HMI1,243,165
CAALFM_CR10730CA,763,540
CAALFM_C106530CA,89,338
CAALFM_CR10740WA,654,466
CAALFM_CR10750CA,1676,1160
CAALFM_CR10760CA,588,513
CAALFM_CR10770WA,266,223
IAH1,653,453
MAL2,471,186
CAALFM_CR10800CA,3517,2483
CAALFM_CR10810CA,2063,1534
CAALFM_CR10820WA,2143,1411
CAALFM_CR10830CA,1932,997
CAALFM_C106540CA,98,89
XYL2,24725,25900
ATP16,15498,12425
CTA26,1047,73
GLT1,3337,2678
CAALFM_C106560WA,105,161
ANT1,223,82
RIC1,153,295
RPS23A,63581,47836
CAALFM_C106590CA,413,816
CAALFM_C106600WA,881,1267
HAK1,63,137
CAALFM_C106620CA,6,15
CAALFM_C106630WA,135,151
CAALFM_C106640CA,4155,1686
CAALFM_C106650WA,634,390
CAALFM_C106660WA,281,461
CAALFM_C106670WA,84,272
CAALFM_C100700WA,873,1378
VPS34,209,290
CYK3,5,26
CAALFM_C106700WA,288,310
CAALFM_C106710WA,268,414
CAALFM_C106720CA,183,245
RAC1,1010,721
NOP6,140,408
CAALFM_C106750WA,75,86
CAALFM_C106760CA,273,185
CAALFM_C106770WA,399,304
TUB2,2451,2164
NPR 1.00,765,592
MRPL19,1229,861
CAALFM_C106800WA,76,201
CAT1,2700,2580
CAALFM_C106820WA,139,410
CAALFM_C106830WA,41,19
CAALFM_C106840CA,1176,594
PCL7,275,491
CAALFM_C106860WA,0,1
CAALFM_C106870CA,263,107
tP(UGG)3,0,0
SPO22,0,6
CAALFM_C106890CA,28190,22052
MMD1,13361,9038
CAALFM_C106910CA,265,317
CAALFM_C106920CA,505,174
PGA63,4108,1960
ATC1,543,327
tP(AGG)1,7,0
SUI2,1785,2405
CAALFM_C106970CA,1082,446
CMP1,586,809
CAALFM_C106980CA,1097,472
tL(UAA)4,5,22
MEF2,606,328
CAALFM_C107010WA,344,221
PUT3,283,290
RBT4,1280,62
CAALFM_C107040CA,22,6
CAALFM_C107050CA,140,283
CAALFM_C107060CA,1624,996
DHH1,166,170
SPE1,1180,1495
CAALFM_C107080WA,108,159
CAALFM_C107090CA,346,476
CAALFM_C107100CA,102,144
TAF145,247,445
GAP4,13201,10375
CAALFM_C107130CA,63,311
RIA1,681,850
CAALFM_C107150WA,265,205
CAALFM_C107160CA,3379,2420
ZCF23,228,145
VPS27,259,555
CCS1,2685,1572
SOG2,688,654
YMC1,3939,2027
CAALFM_C107210CA,650,799
CAALFM_C107220WA,199,341
PHO15,4521,3379
YPD1,439,637
ALG9,688,481
CAALFM_C107260CA,233,237
SEC34,400,418
CAALFM_C100100CA,3166,2571
CAALFM_C100760WA,346,114
CAALFM_C107280CA,218,209
tL(AAG)2,11,3
CAALFM_C107320WA,30,16
RME1,52,520
CAALFM_C107340WA,642,524
GPX3,458,380
CAALFM_C107360WA,152,327
CPH1,145,67
KSP1,416,277
CAALFM_C107390WA,354,914
ROT1,389,460
CAALFM_C107400CA,42,271
SKP1,2651,1413
PEX3,339,386
PHO100,28,24
CAALFM_C107440WA,356,338
CAALFM_C107450WA,103,74
GPI8,530,413
CAALFM_C107470CA,67,73
CAALFM_C107480CA,5,0
CAALFM_C107490CA,138,299
HGC1,152,80
LHP1,255,965
CAALFM_C107510WA,102,229
IST2,319,228
CAALFM_C107530WA,233,144
BBC1,825,645
SWD2,1019,555
CAALFM_C107560WA,110,129
CAALFM_C107570CA,36,33
PRY1,0,3
CAALFM_C107590CA,206,318
CAALFM_C100790WA,6,18
ATP7,1567,2483
CAALFM_C107610CA,29,43
PIR32,43,5
CAALFM_C107630WA,1141,1038
CAALFM_C107640CA,13,12
CAALFM_C107650WA,42,9
CAALFM_C107660WA,2,26
ZCF4,0,1
HAP2,26,42
CAALFM_C107690CA,416,303
ERG2,726,718
VRG4,975,1102
ADE4,1544,2583
FGR6-3,41,24
CAALFM_C107780WA,152,511
CAALFM_C107790CA,97,387
MTO1,108,83
CAALFM_C107810CA,26,59
CAALFM_C107820WA,268,221
CAALFM_C107830CA,116,234
CAALFM_C107840WA,1647,1411
CAALFM_C100810WA,44,68
CAALFM_C107850CA,24,44
CAALFM_C107860WA,34,22
SMI1,287,1190
GCS1,673,1311
ADE5%2C7,2506,4296
COI1,1690,1879
MRPL3,1237,1198
CAALFM_C107920WA,1092,948
ERD1,124,266
CAALFM_C107940WA,33,9
CAALFM_C100820WA,99,238
CAALFM_C107950CA,40,231
CAALFM_C107960WA,14,128
IRE1,284,239
CAALFM_C107980CA,8,17
CAALFM_C107990CA,104,174
NRP1,57,84
DPM1,5569,4206
UBA2,357,262
PFY1,7903,5922
CAALFM_C108040WA,504,127
CAALFM_C100830WA,613,265
CAALFM_C108050WA,2191,2514
OFR1,4099,4623
CDR4,1206,1350
CAALFM_C108080CA,2431,2667
FUN12,7005,5870
DRG1,2364,1614
CAALFM_C108110WA,2351,1455
BUD6,215,337
TERT,164,102
CAALFM_C108140WA,252,245
NRM1,133,133
CAALFM_C108150CA,20,30
CAALFM_C108160WA,274,604
BUL1,146,107
CAALFM_C108180CA,875,981
CAT8,25,14
NTG1,116,113
MLT1,759,870
CCR4,580,789
PLB5,418,238
CAALFM_C108240CA,140,343
IHD2,324,212
LTP1,1240,1124
MED15,1599,900
DIP2,297,689
NOT5,761,841
OPY2,902,448
TKL1,33477,20797
ADH2,296,116
CAALFM_C108340CA,327,328
CAALFM_C108350CA,66792,36609
OLE1,58059,39683
CCT8,17291,12600
CAALFM_C100860WA,72,96
SDS24,4482,3727
TEF2,183668,106059
CAALFM_C108390CA,618,577
GCV2,5859,3591
SAM4,13165,4272
GCR3,304,975
CAF16,347,1136
CAALFM_C108440CA,360,402
CDC42,2150,1538
UPC2,3111,2302
LRO1,224,343
CAALFM_C108470WA,573,480
APS3,1105,983
CAALFM_C108490WA,947,951
ENO1,297250,250704
EAF6,331,445
CAALFM_C108520CA,1236,1084
CAALFM_C108530WA,29,43
CAALFM_C108540CA,1877,1344
GCF1,519,1731
TCP1,4402,2170
CAALFM_C100880WA,48,114
PCL2,67,92
VCX1,942,558
ERG1,9690,5306
GCD6,633,1039
CAALFM_C108610CA,7984,16984
CTR2,457,427
CAALFM_C108630WA,413,466
RTG1,610,741
FAD1,144,250
CAALFM_C108660CA,87,161
CAALFM_C100890WA,268,160
SWI6,93,247
CAALFM_C108680CA,296,463
CAALFM_C108690WA,282,463
CAALFM_C108700WA,382,697
CAALFM_C108710WA,73,281
CAALFM_C108730WA,166,265
SEC24,7566,5419
YMC2,571,733
CAALFM_C108760WA,149,244
CAALFM_C108770WA,75,59
RRS1,463,770
CAALFM_C108780WA,595,709
TPO3,3158,2841
CAALFM_C108800WA,171,379
MSS116,470,715
CAALFM_C108820CA,223,115
CAALFM_C108830CA,11,6
CAALFM_C108840WA,22,23
AFG1,48,28
CAALFM_C108860CA,114,108
JIP5,113,409
CAALFM_C100910WA,77,126
HEM14,516,1161
CAALFM_C108890CA,49,87
CAALFM_C108900WA,1036,288
CAALFM_C108910CA,44,121
CAALFM_C108920WA,508,832
CAALFM_C108930CA,1732,1687
MSN4,371,697
PFK26,177,465
CAALFM_C108960WA,478,335
CAALFM_C108970WA,1164,1127
CAALFM_C100920WA,203,277
ZWF1,2217,2668
KEX2,138,485
CAALFM_C109000WA,101,125
NAR1,204,465
CAALFM_C109020WA,787,787
COX5,9145,7835
CAALFM_C109040CA,215,194
HST1,77,217
CAALFM_C109060CA,106,69
CAALFM_C109070WA,132,265
SIN3,651,1325
PGA6,2037,1379
ARG81,151,273
ZCF28,4,34
CAALFM_C109110WA,62,144
IPT1,293,225
CAALFM_C109130WA,192,270
SSU81,224,192
AOX2,868,8218
AOX1,155,309
CTA8,114,185
RPB11,525,720
LYS143,57,43
DAK2,4254,6552
LYS142,129,219
CAALFM_C109210CA,498,1264
CAALFM_C109220WA,1118,808
GRP1,134,209
CAALFM_C109240CA,18,56
CRP1,3818,2239
PTC1,920,722
FGR43,203,83
CDC5,687,722
CAALFM_C109280WA,70,131
ARG5%2C6,738,203
CAALFM_C109300CA,11,2
CAALFM_C109310CA,19,77
CAALFM_C109320CA,369,694
CAALFM_C109330WA,156,252
CAALFM_C109340CA,42,58
CAALFM_C109350WA,1006,644
CAALFM_C109360CA,508,556
CEF1,141,350
TRP1,4351,3967
SET1,103,299
RIM20,106,340
CAALFM_C109390WA,38,151
FTH1,31,59
LIP2,0,1
CAALFM_C109430WA,910,631
CAALFM_C109440WA,185,191
NUP188,644,852
ERG12,1812,921
CAALFM_C109470CA,682,996
PPT2,271,182
CAALFM_C100970WA,28,73
GUA1,14451,9953
CAALFM_C109500WA,25,34
YTM1,859,631
CAALFM_C109520CA,291,335
RAM2,212,402
CAALFM_C109540WA,274,338
CAALFM_C109550WA,20,19
CAALFM_C109560CA,41,16
CAALFM_C109570WA,498,383
LIP1,10,7
CAALFM_C100980WA,1325,1284
LIP10,0,0
LIP6,210,117
CAALFM_C109610WA,528,590
CAALFM_C109620CA,201,429
IDH1,18774,10024
ADE12,10608,6590
CAALFM_C109650WA,624,677
DOA1,2181,1522
CAALFM_C109670CA,899,1112
MTS1,5360,4382
NMA111,883,528
MLS1,800,448
CAALFM_C109700WA,1,1
CAALFM_C109710CA,771,1048
URA1,7895,6142
DAM1,352,282
CAALFM_C109740CA,101,39
CAALFM_C109750WA,1513,821
SHY1,586,736
CAALFM_C109770WA,52,243
CAALFM_C109780CA,202,293
CAALFM_C101000CA,248,302
CAALFM_C109790CA,316,293
TVP18,1711,1097
CAALFM_C109810WA,1401,1258
CAALFM_C109820CA,0,0
SKI3,420,568
CAALFM_C109840CA,254,394
CAALFM_C109850CA,335,930
TFA1,139,342
HCM1,114,110
BUD31,145,92
CAALFM_C101010WA,3219,2596
tS(CGA)1,0,0
LIP3,34,43
CAALFM_C109910CA,197,441
VPS41,57,116
CAALFM_C109930WA,33,37
CAALFM_C109940WA,83,61
CAALFM_C109950CA,615,472
PET100,635,790
PDC2,307,247
CAALFM_C109980CA,290,403
tA(AGC)4,0,0
SAC1,244,520
CPP1,165,245
SWE1,164,364
SFU1,406,250
DBP3,764,742
ERO1,1145,2100
CAALFM_C110050WA,3,0
CAALFM_C110060CA,4,2
MNN23,130,492
CAALFM_C110080WA,19,134
HMT1,2432,2209
CAALFM_C110090CA,297,382
NTF2,14088,10322
CAALFM_C110110WA,117,64
CAALFM_C110120CA,383,377
CAALFM_C110130WA,133,130
CAALFM_C110140CA,71,120
WOR1,7,3
MIR1,12899,10407
CAALFM_C110170WA,3,2
ECM21,501,405
CAALFM_C101040WA,1564,1970
CAALFM_C110190WA,147,438
CAALFM_C110200CA,985,790
CLA4,519,334
TPK1,475,756
CAALFM_C110230CA,93,246
CAALFM_C110240CA,104,68
CAALFM_C110250CA,158,170
RPA34,161,374
SFH5,1635,973
CAALFM_C110280CA,3251,2291
CAALFM_C101050CA,3707,3169
GCA1,58,42
MNN12,310,179
CAALFM_C110310WA,25,25
CAALFM_C110320WA,164,195
CAALFM_C110330CA,184,253
CAALFM_C110340WA,119,112
CAALFM_C110350CA,780,541
CAALFM_C110360CA,1482,923
CBK1,299,502
RPL42,39641,32297
